a	a˧˥
trấn kinh	ʈɤ̆ŋ˩˧ kin˧˥
trấn lột	ʈɤ̆ŋ˩˧ lok͡p˨ˀ˩ʔ
trấn ngự	ʈɤ̆ŋ˩˧ ŋɯ˨ˀ˩ʔ
trấn nhậm	ʈɤ̆ŋ˩˧ ɲɤ̆m˨ˀ˩ʔ
trấn ninh	ʈɤ̆ŋ˩˧ nin˧˥
trấn phong	ʈɤ̆ŋ˩˧ fɔŋ͡m˧˥
trấn phục	ʈɤ̆ŋ˩˧ fuk͡p˨ˀ˩ʔ
trấn thủ	ʈɤ̆ŋ˩˧ tʰu˧˩˨
trấn ti	ʈɤ̆ŋ˩˧ ti˧˥
trấn trạch	ʈɤ̆ŋ˩˧ ʈak˨ˀ˩ʔ
trấn tĩnh	ʈɤ̆ŋ˩˧ tin˧˩˨
trấn yên	ʈɤ̆ŋ˩˧ iɛŋ˧˥
trấn yểm	ʈɤ̆ŋ˩˧ iɛm˧˩˨
trấn áp	ʈɤ̆ŋ˩˧ ap˦˥
trấn át	ʈɤ̆ŋ˩˧ ak˦˥
trấn định	ʈɤ̆ŋ˩˧ din˨ˀ˩ʔ
trất mấu	ʈɤ̆k˦˥ mɤ̆w˩˧
trấu	ʈɤ̆w˩˧
trấu càng	ʈɤ̆w˩˧ kaŋ˦˨
trầm	ʈɤ̆m˦˨
trầm bổng	ʈɤ̆m˦˨ boŋ͡m˧˩˨
trầm cảm	ʈɤ̆m˦˨ kam˧˩˨
trầm hà	ʈɤ̆m˦˨ ha˦˨
trầm hùng	ʈɤ̆m˦˨ huŋ͡m˦˨
trầm hương	ʈɤ̆m˦˨ hɯəŋ˧˥
trầm kha	ʈɤ̆m˦˨ xa˧˥
trầm luân	ʈɤ̆m˦˨ lwɤ̆ŋ˧˥
trầm lắng	ʈɤ̆m˦˨ lăŋ˩˧
trầm lặng	ʈɤ̆m˦˨ lăŋ˨ˀ˩ʔ
trầm lộng	ʈɤ̆m˦˨ loŋ͡m˨ˀ˩ʔ
trầm mình	ʈɤ̆m˦˨ min˦˨
trầm mặc	ʈɤ̆m˦˨ măk˨ˀ˩ʔ
trầm nghị	ʈɤ̆m˦˨ ŋi˨ˀ˩ʔ
trầm ngâm	ʈɤ̆m˦˨ ŋɤ̆m˧˥
trầm trệ	ʈɤ̆m˦˨ ʈe˨ˀ˩ʔ
trầm trọng	ʈɤ̆m˦˨ ʈɔŋ͡m˨ˀ˩ʔ
trầm trồ	ʈɤ̆m˦˨ ʈo˦˨
trầm tích	ʈɤ̆m˦˨ tit˦˥
trầm tích học	ʈɤ̆m˦˨ tit˦˥ hɔk͡p˨ˀ˩ʔ
trầm tính	ʈɤ̆m˦˨ tin˩˧
trầm tĩnh	ʈɤ̆m˦˨ tin˧˩˨
trầm tư	ʈɤ̆m˦˨ tɯ˧˥
trầm tư mặc tưởng	ʈɤ̆m˦˨ tɯ˧˥ măk˨ˀ˩ʔ tɯəŋ˧˩˨
trầm uất	ʈɤ̆m˦˨ wɤ̆k˦˥
trần	ʈɤ̆ŋ˦˨
trần ai	ʈɤ̆ŋ˦˨ aj˧˥
trần anh tông	ʈɤ̆ŋ˦˨ an˧˥ toŋ͡m˧˥
trần bì	ʈɤ̆ŋ˦˨ bi˦˨
trần bình trọng	ʈɤ̆ŋ˦˨ bin˦˨ ʈɔŋ͡m˨ˀ˩ʔ
trần bích san	ʈɤ̆ŋ˦˨ bit˦˥ ʂaŋ˧˥
trần bảo tín	ʈɤ̆ŋ˦˨ baw˧˩˨ tin˩˧
trần cao	ʈɤ̆ŋ˦˨ kaw˧˥
trần cao vân	ʈɤ̆ŋ˦˨ kaw˧˥ jɤ̆ŋ˧˥
trần chánh kỷ	ʈɤ̆ŋ˦˨ can˩˧ ki˧˩˨
trần công bửu	ʈɤ̆ŋ˦˨ koŋ͡m˧˥ bɯw˧˩˨
trần cảnh	ʈɤ̆ŋ˦˨ kan˧˩˨
trần cấu	ʈɤ̆ŋ˦˨ kɤ̆w˩˧
trần cầu	ʈɤ̆ŋ˦˨ kɤ̆w˦˨
trần duyên	ʈɤ̆ŋ˦˨ jwiəŋ˧˥
trần dương	ʈɤ̆ŋ˦˨ jɯəŋ˧˥
trần gian	ʈɤ̆ŋ˦˨ jaŋ˧˥
trần gian địa ngục	ʈɤ̆ŋ˦˨ jaŋ˧˥ diə˨ˀ˩ʔ ŋuk͡p˨ˀ˩ʔ
trần giới	ʈɤ̆ŋ˦˨ jɤj˩˧
trần hoà	ʈɤ̆ŋ˦˨ hwa˦˨
trần hoàn	ʈɤ̆ŋ˦˨ hwaŋ˦˨
trần hoảng	ʈɤ̆ŋ˦˨ hwaŋ˧˩˨
trần huy liệu	ʈɤ̆ŋ˦˨ hwi˧˥ liəw˨ˀ˩ʔ
trần huyền trân	ʈɤ̆ŋ˦˨ hwiəŋ˦˨ ʈɤ̆ŋ˧˥
trần hy tăng	ʈɤ̆ŋ˦˨ hi˧˥ tăŋ˧˥
trần hưng đạo	ʈɤ̆ŋ˦˨ hɯŋ˧˥ daw˨ˀ˩ʔ
trần hợi	ʈɤ̆ŋ˦˨ hɤj˨ˀ˩ʔ
trần hủ	ʈɤ̆ŋ˦˨ hu˧˩˨
trần hữu lực	ʈɤ̆ŋ˦˨ hɯw˧˩˨ lɯk˨ˀ˩ʔ
trần khánh dư	ʈɤ̆ŋ˦˨ xan˩˧ jɯ˧˥
trần khát chân	ʈɤ̆ŋ˦˨ xak˦˥ cɤ̆ŋ˧˥
trần khâm	ʈɤ̆ŋ˦˨ xɤ̆m˧˥
trần liễu	ʈɤ̆ŋ˦˨ liəw˧˩˨
trần liệt	ʈɤ̆ŋ˦˨ liək˨ˀ˩ʔ
trần luỵ	ʈɤ̆ŋ˦˨ lwi˨ˀ˩ʔ
trần lâm	ʈɤ̆ŋ˦˨ lɤ̆m˧˥
trần lý	ʈɤ̆ŋ˦˨ li˩˧
trần lụy	ʈɤ̆ŋ˦˨ luj˨ˀ˩ʔ
trần lựu	ʈɤ̆ŋ˦˨ lɯw˨ˀ˩ʔ
trần minh tông	ʈɤ̆ŋ˦˨ min˧˥ toŋ͡m˧˥
trần mạnh	ʈɤ̆ŋ˦˨ man˨ˀ˩ʔ
trần mễ	ʈɤ̆ŋ˦˨ me˧˩˨
trần nghệ tông	ʈɤ̆ŋ˦˨ ŋe˨ˀ˩ʔ toŋ͡m˧˥
trần nguyên hãn	ʈɤ̆ŋ˦˨ ŋwiəŋ˧˥ haŋ˧˩˨
trần nguyên thụ	ʈɤ̆ŋ˦˨ ŋwiəŋ˧˥ tʰu˨ˀ˩ʔ
trần nguyên đán	ʈɤ̆ŋ˦˨ ŋwiəŋ˧˥ daŋ˩˧
trần nguyên đạo	ʈɤ̆ŋ˦˨ ŋwiəŋ˧˥ daw˨ˀ˩ʔ
trần ngạc	ʈɤ̆ŋ˦˨ ŋak˨ˀ˩ʔ
trần ngỗi	ʈɤ̆ŋ˦˨ ŋoj˧˩˨
trần nhân tông	ʈɤ̆ŋ˦˨ ɲɤ̆ŋ˧˥ toŋ͡m˧˥
trần như nhộng	ʈɤ̆ŋ˦˨ ɲɯ˧˥ ɲoŋ͡m˨ˀ˩ʔ
trần nhật duật	ʈɤ̆ŋ˦˨ ɲɤ̆k˨ˀ˩ʔ jwɤ̆k˨ˀ˩ʔ
trần phàm	ʈɤ̆ŋ˦˨ fam˦˨
trần phán	ʈɤ̆ŋ˦˨ faŋ˩˧
trần phú	ʈɤ̆ŋ˦˨ fu˩˧
trần phủ	ʈɤ̆ŋ˦˨ fu˧˩˨
trần quang diệu	ʈɤ̆ŋ˦˨ waŋ˧˥ jiəw˨ˀ˩ʔ
trần quang khải	ʈɤ̆ŋ˦˨ waŋ˧˥ xaj˧˩˨
trần quang triều	ʈɤ̆ŋ˦˨ waŋ˧˥ ʈiəw˦˨
trần quý khoáng	ʈɤ̆ŋ˦˨ wi˩˧ xwaŋ˩˧
trần quĩ	ʈɤ̆ŋ˦˨ wi˧˩˨
trần quốc khang	ʈɤ̆ŋ˦˨ wok͡p˦˥ xaŋ˧˥
trần quốc toản	ʈɤ̆ŋ˦˨ wok͡p˦˥ twaŋ˧˩˨
trần quốc tuấn	ʈɤ̆ŋ˦˨ wok͡p˦˥ twɤ̆ŋ˩˧
trần thiết	ʈɤ̆ŋ˦˨ tʰiək˦˥
trần thiện chánh	ʈɤ̆ŋ˦˨ tʰiəŋ˨ˀ˩ʔ can˩˧
trần thuyên	ʈɤ̆ŋ˦˨ tʰwiəŋ˧˥
trần thuyết	ʈɤ̆ŋ˦˨ tʰwiək˦˥
trần thuật	ʈɤ̆ŋ˦˨ tʰwɤ̆k˨ˀ˩ʔ
trần thành ngọ	ʈɤ̆ŋ˦˨ tʰan˦˨ ŋɔ˨ˀ˩ʔ
trần thái tông	ʈɤ̆ŋ˦˨ tʰaj˩˧ toŋ͡m˧˥
trần thánh tông	ʈɤ̆ŋ˦˨ tʰan˩˧ toŋ͡m˧˥
trần thế	ʈɤ̆ŋ˦˨ tʰe˩˧
trần thị dung	ʈɤ̆ŋ˦˨ tʰi˨ˀ˩ʔ juŋ͡m˧˥
trần thị ngừ	ʈɤ̆ŋ˦˨ tʰi˨ˀ˩ʔ ŋɯ˦˨
trần thới	ʈɤ̆ŋ˦˨ tʰɤj˩˧
trần thủ độ	ʈɤ̆ŋ˦˨ tʰu˧˩˨ do˨ˀ˩ʔ
trần thừa	ʈɤ̆ŋ˦˨ tʰɯə˦˨
trần tiễn thành	ʈɤ̆ŋ˦˨ tiəŋ˧˩˨ tʰan˦˨
trần truồng	ʈɤ̆ŋ˦˨ ʈuəŋ˦˨
trần trùi trụi	ʈɤ̆ŋ˦˨ ʈuj˦˨ ʈuj˨ˀ˩ʔ
trần trùng trục	ʈɤ̆ŋ˦˨ ʈuŋ͡m˦˨ ʈuk͡p˨ˀ˩ʔ
trần trần	ʈɤ̆ŋ˦˨ ʈɤ̆ŋ˦˨
trần trụi	ʈɤ̆ŋ˦˨ ʈuj˨ˀ˩ʔ
trần tung	ʈɤ̆ŋ˦˨ tuŋ͡m˧˥
trần tuân	ʈɤ̆ŋ˦˨ twɤ̆ŋ˧˥
trần tình	ʈɤ̆ŋ˦˨ tin˦˨
trần tấu	ʈɤ̆ŋ˦˨ tɤ̆w˩˧
trần tế xương	ʈɤ̆ŋ˦˨ te˩˧ sɯəŋ˧˥
trần tục	ʈɤ̆ŋ˦˨ tuk͡p˨ˀ˩ʔ
trần văn cung	ʈɤ̆ŋ˦˨ jăŋ˧˥ kuŋ͡m˧˥
trần văn cận	ʈɤ̆ŋ˦˨ jăŋ˧˥ kɤ̆ŋ˨ˀ˩ʔ
trần văn giàu	ʈɤ̆ŋ˦˨ jăŋ˧˥ jăw˦˨
trần văn giáp	ʈɤ̆ŋ˦˨ jăŋ˧˥ jap˦˥
trần văn kỷ	ʈɤ̆ŋ˦˨ jăŋ˧˥ ki˧˩˨
trần văn thời	ʈɤ̆ŋ˦˨ jăŋ˧˥ tʰɤj˦˨
trần văn trứ	ʈɤ̆ŋ˦˨ jăŋ˧˥ ʈɯ˩˧
trần xuân soạn	ʈɤ̆ŋ˦˨ swɤ̆ŋ˧˥ ʂwaŋ˨ˀ˩ʔ
trần ích tắc	ʈɤ̆ŋ˦˨ it˦˥ tăk˦˥
trần đình phong	ʈɤ̆ŋ˦˨ din˦˨ fɔŋ͡m˧˥
trần đình thâm	ʈɤ̆ŋ˦˨ din˦˨ tʰɤ̆m˧˥
trần đình túc	ʈɤ̆ŋ˦˨ din˦˨ tuk͡p˦˥
trần đăng ninh	ʈɤ̆ŋ˦˨ dăŋ˧˥ nin˧˥
trần đời	ʈɤ̆ŋ˦˨ dɤj˦˨
trần ửng long	ʈɤ̆ŋ˦˨ ɯŋ˧˩˨ lɔŋ͡m˧˥
trầu	ʈɤ̆w˦˨
trầu cau	ʈɤ̆w˦˨ kăw˧˥
trầu héo cau ôi	ʈɤ̆w˦˨ heo˩˧ kăw˧˥ oj˧˥
trầu không	ʈɤ̆w˦˨ xoŋ͡m˧˥
trầu thuốc	ʈɤ̆w˦˨ tʰuək˦˥
trầy	ʈɤ̆j˦˨
trầy da tróc vẩy	ʈɤ̆j˦˨ ja˧˥ ʈɔk͡p˦˥ jɤ̆j˧˩˨
trầy trật	ʈɤ̆j˦˨ ʈɤ̆k˨ˀ˩ʔ
trầy trụa	ʈɤ̆j˦˨ ʈuə˨ˀ˩ʔ
trầy vi tróc vảy	ʈɤ̆j˦˨ ji˧˥ ʈɔk͡p˦˥ jăj˧˩˨
trầy vi tróc vẩy	ʈɤ̆j˦˨ ji˧˥ ʈɔk͡p˦˥ jɤ̆j˧˩˨
trẩm	ʈɤ̆m˧˩˨
trẩn	ʈɤ̆ŋ˧˩˨
trẩu	ʈɤ̆w˧˩˨
trẩu ba hạt	ʈɤ̆w˧˩˨ ba˧˥ hak˨ˀ˩ʔ
trẩu núi	ʈɤ̆w˧˩˨ nuj˩˧
trẩu đồng	ʈɤ̆w˧˩˨ doŋ͡m˦˨
trẩy	ʈɤ̆j˧˩˨
trẩy hội	ʈɤ̆j˧˩˨ hoj˨ˀ˩ʔ
trẫm	ʈɤ̆m˧˩˨
trẫm mình	ʈɤ̆m˧˩˨ min˦˨
trẫm triệu	ʈɤ̆m˧˩˨ ʈiəw˨ˀ˩ʔ
trậm trầy trậm trật	ʈɤ̆m˨ˀ˩ʔ ʈɤ̆j˦˨ ʈɤ̆m˨ˀ˩ʔ ʈɤ̆k˨ˀ˩ʔ
trận	ʈɤ̆ŋ˨ˀ˩ʔ
trận mạc	ʈɤ̆ŋ˨ˀ˩ʔ mak˨ˀ˩ʔ
trận pháp	ʈɤ̆ŋ˨ˀ˩ʔ fap˦˥
trận thế	ʈɤ̆ŋ˨ˀ˩ʔ tʰe˩˧
trận tiền	ʈɤ̆ŋ˨ˀ˩ʔ tiəŋ˦˨
trận tuyến	ʈɤ̆ŋ˨ˀ˩ʔ twiəŋ˩˧
trận vong	ʈɤ̆ŋ˨ˀ˩ʔ jɔŋ͡m˧˥
trận địa	ʈɤ̆ŋ˨ˀ˩ʔ diə˨ˀ˩ʔ
trận địa chiến	ʈɤ̆ŋ˨ˀ˩ʔ diə˨ˀ˩ʔ ciəŋ˩˧
trận đồ	ʈɤ̆ŋ˨ˀ˩ʔ do˦˨
trận đồ bát quái	ʈɤ̆ŋ˨ˀ˩ʔ do˦˨ bak˦˥ waj˩˧
trận đồ tám quẻ	ʈɤ̆ŋ˨ˀ˩ʔ do˦˨ tam˩˧ wɛ˧˩˨
trập	ʈɤ̆p˨ˀ˩ʔ
trập trùng	ʈɤ̆p˨ˀ˩ʔ ʈuŋ͡m˦˨
trập ô	ʈɤ̆p˨ˀ˩ʔ o˧˥
trật	ʈɤ̆k˨ˀ˩ʔ
trật bánh	ʈɤ̆k˨ˀ˩ʔ ban˩˧
trật bản lề	ʈɤ̆k˨ˀ˩ʔ baŋ˧˩˨ le˦˨
trật chân	ʈɤ̆k˨ˀ˩ʔ cɤ̆ŋ˧˥
trật cánh khỉ	ʈɤ̆k˨ˀ˩ʔ kan˩˧ xi˧˩˨
trật khấc	ʈɤ̆k˨ˀ˩ʔ xɤ̆k˦˥
trật khớp	ʈɤ̆k˨ˀ˩ʔ xɤp˦˥
trật lất	ʈɤ̆k˨ˀ˩ʔ lɤ̆k˦˥
trật trà trật trưỡng	ʈɤ̆k˨ˀ˩ʔ ʈa˦˨ ʈɤ̆k˨ˀ˩ʔ ʈɯəŋ˧˩˨
trật trưỡng	ʈɤ̆k˨ˀ˩ʔ ʈɯəŋ˧˩˨
trật trệu	ʈɤ̆k˨ˀ˩ʔ ʈɛu˨ˀ˩ʔ
trật tự	ʈɤ̆k˨ˀ˩ʔ tɯ˨ˀ˩ʔ
trật ót	ʈɤ̆k˨ˀ˩ʔ ɔk͡p˦˥
trắc	ʈăk˦˥
trắc bá	ʈăk˦˥ ba˩˧
trắc bách	ʈăk˦˥ bak˦˥
trắc bách diệp	ʈăk˦˥ bak˦˥ jiəp˨ˀ˩ʔ
trắc diện	ʈăk˦˥ jiəŋ˨ˀ˩ʔ
trắc dĩ	ʈăk˦˥ ji˧˩˨
trắc lượng	ʈăk˦˥ lɯəŋ˨ˀ˩ʔ
trắc nghiệm	ʈăk˦˥ ŋiəm˨ˀ˩ʔ
trắc nết	ʈăk˦˥ net˦˥
trắc quang	ʈăk˦˥ waŋ˧˥
trắc quang học	ʈăk˦˥ waŋ˧˥ hɔk͡p˨ˀ˩ʔ
trắc thủ	ʈăk˦˥ tʰu˧˩˨
trắc trở	ʈăk˦˥ ʈɤ˧˩˨
trắc viễn	ʈăk˦˥ jiəŋ˧˩˨
trắc đạc	ʈăk˦˥ dak˨ˀ˩ʔ
trắc địa	ʈăk˦˥ diə˨ˀ˩ʔ
trắc địa học	ʈăk˦˥ diə˨ˀ˩ʔ hɔk͡p˨ˀ˩ʔ
trắc địa mỏ	ʈăk˦˥ diə˨ˀ˩ʔ mɔ˧˩˨
trắc đồ	ʈăk˦˥ do˦˨
trắc ẩn	ʈăk˦˥ ɤ̆ŋ˧˩˨
trắm	ʈăm˩˧
trắng	ʈăŋ˩˧
trắng bong	ʈăŋ˩˧ bɔŋ͡m˧˥
trắng bóc	ʈăŋ˩˧ bɔk͡p˦˥
trắng bạch	ʈăŋ˩˧ bak˨ˀ˩ʔ
trắng bệch	ʈăŋ˩˧ bet˨ˀ˩ʔ
trắng bốp	ʈăŋ˩˧ bop˦˥
trắng chiếu	ʈăŋ˩˧ ciəw˩˧
trắng chân	ʈăŋ˩˧ cɤ̆ŋ˧˥
trắng dã	ʈăŋ˩˧ ja˧˩˨
trắng hếu	ʈăŋ˩˧ hɛu˩˧
trắng lôm lốp	ʈăŋ˩˧ lom˧˥ lop˦˥
trắng lốp	ʈăŋ˩˧ lop˦˥
trắng muốt	ʈăŋ˩˧ muək˦˥
trắng mắt	ʈăŋ˩˧ măk˦˥
trắng mắt ra	ʈăŋ˩˧ măk˦˥ ʐa˧˥
trắng ngà	ʈăŋ˩˧ ŋa˦˨
trắng ngần	ʈăŋ˩˧ ŋɤ̆ŋ˦˨
trắng ngồn ngộn	ʈăŋ˩˧ ŋoŋ͡m˦˨ ŋoŋ͡m˨ˀ˩ʔ
trắng như trứng gà bóc	ʈăŋ˩˧ ɲɯ˧˥ ʈɯŋ˩˧ ɣa˦˨ bɔk͡p˦˥
trắng nhờ	ʈăŋ˩˧ ɲɤ˦˨
trắng nhởn	ʈăŋ˩˧ ɲɤŋ˧˩˨
trắng nuột	ʈăŋ˩˧ nuək˨ˀ˩ʔ
trắng nõn	ʈăŋ˩˧ nɔŋ͡m˧˩˨
trắng phau	ʈăŋ˩˧ făw˧˥
trắng phếch	ʈăŋ˩˧ fet˦˥
trắng tay	ʈăŋ˩˧ tăj˧˥
trắng tinh	ʈăŋ˩˧ tin˧˥
trắng toát	ʈăŋ˩˧ twak˦˥
trắng trong	ʈăŋ˩˧ ʈɔŋ͡m˧˥
trắng trơn	ʈăŋ˩˧ ʈɤŋ˧˥
trắng trẻo	ʈăŋ˩˧ ʈeo˧˩˨
trắng trợn	ʈăŋ˩˧ ʈɤŋ˨ˀ˩ʔ
trắng trợt	ʈăŋ˩˧ ʈɤk˨ˀ˩ʔ
trắng xoá	ʈăŋ˩˧ swa˩˧
trắng án	ʈăŋ˩˧ aŋ˩˧
trắng đen	ʈăŋ˩˧ dɛŋ˧˥
trắng đục	ʈăŋ˩˧ duk͡p˨ˀ˩ʔ
trắng ởn	ʈăŋ˩˧ ɤŋ˧˩˨
trắt	ʈăk˦˥
trằm	ʈăm˦˨
trằm trồ	ʈăm˦˨ ʈo˦˨
trằn	ʈăŋ˦˨
trằn trọc	ʈăŋ˦˨ ʈɔk͡p˨ˀ˩ʔ
trặc	ʈăk˨ˀ˩ʔ
trẹo	ʈeo˨ˀ˩ʔ
trẹo cổ	ʈeo˨ˀ˩ʔ ko˧˩˨
trẹo họng	ʈeo˨ˀ˩ʔ hɔŋ͡m˨ˀ˩ʔ
trẹo trọ	ʈeo˨ˀ˩ʔ ʈɔ˨ˀ˩ʔ
trẹo xương	ʈeo˨ˀ˩ʔ sɯəŋ˧˥
trẹt	ʈɛk˨ˀ˩ʔ
trẹt lét	ʈɛk˨ˀ˩ʔ lɛk˦˥
trẻ	ʈɛ˧˩˨
trẻ chưa qua già chưa đến	ʈɛ˧˩˨ cɯə˧˥ wa˧˥ ja˦˨ cɯə˧˥ den˩˧
trẻ chẳng tha già chẳng thương	ʈɛ˧˩˨ căŋ˧˩˨ tʰa˧˥ ja˦˨ căŋ˧˩˨ tʰɯəŋ˧˥
trẻ con	ʈɛ˧˩˨ kɔŋ͡m˧˥
trẻ cậy cha, già cậy con	ʈɛ˧˩˨ kɤ̆j˨ˀ˩ʔ ca˧˥ ja˦˨ kɤ̆j˨ˀ˩ʔ kɔŋ͡m˧˥
trẻ em	ʈɛ˧˩˨ ɛm˧˥
trẻ già	ʈɛ˧˩˨ ja˦˨
trẻ hoá	ʈɛ˧˩˨ hwa˩˧
trẻ hóa	ʈɛ˧˩˨ hwa˩˧
trẻ không tha già không thương	ʈɛ˧˩˨ xoŋ͡m˧˥ tʰa˧˥ ja˦˨ xoŋ͡m˧˥ tʰɯəŋ˧˥
trẻ măng	ʈɛ˧˩˨ măŋ˧˥
trẻ mỏ	ʈɛ˧˩˨ mɔ˧˩˨
trẻ người non dạ	ʈɛ˧˩˨ ŋɯəj˦˨ nɔŋ͡m˧˥ ja˨ˀ˩ʔ
trẻ nhãi	ʈɛ˧˩˨ ɲaj˧˩˨
trẻ nhỏ	ʈɛ˧˩˨ ɲɔ˧˩˨
trẻ ranh	ʈɛ˧˩˨ ʐan˧˥
trẻ thơ	ʈɛ˧˩˨ tʰɤ˧˥
trẻ trai	ʈɛ˧˩˨ ʈaj˧˥
trẻ trung	ʈɛ˧˩˨ ʈuŋ͡m˧˥
trẻ tuổi	ʈɛ˧˩˨ tuəj˧˩˨
trẽ	ʈɛ˧˩˨
trẽn	ʈɛŋ˧˩˨
trẽn mặt	ʈɛŋ˧˩˨ măk˨ˀ˩ʔ
trẽo trà trẽo trợt	ʈeo˧˩˨ ʈa˦˨ ʈeo˧˩˨ ʈɤk˨ˀ˩ʔ
trẽo trợt	ʈeo˧˩˨ ʈɤk˨ˀ˩ʔ
trết	ʈet˦˥
trết trát	ʈet˦˥ ʈak˦˥
trếu tráo	ʈɛu˩˧ ʈaw˩˧
trề	ʈe˦˨
trề trễ	ʈe˦˨ ʈe˧˩˨
trển	ʈen˧˩˨
trễ	ʈe˧˩˨
trễ biếng	ʈe˧˩˨ biəŋ˩˧
trễ nải	ʈe˧˩˨ naj˧˩˨
trễ phép	ʈe˧˩˨ fɛp˦˥
trễ tràng	ʈe˧˩˨ ʈaŋ˦˨
trệ	ʈe˨ˀ˩ʔ
trệ khí	ʈe˨ˀ˩ʔ xi˩˧
trệ thai	ʈe˨ˀ˩ʔ tʰaj˧˥
trệch	ʈet˨ˀ˩ʔ
trệt	ʈet˨ˀ˩ʔ
trệt lết	ʈet˨ˀ˩ʔ let˦˥
trệu	ʈɛu˨ˀ˩ʔ
trệu trạo	ʈɛu˨ˀ˩ʔ ʈaw˨ˀ˩ʔ
trỉa	ʈiə˧˩˨
trị	ʈi˨ˀ˩ʔ
trị an	ʈi˨ˀ˩ʔ aŋ˧˥
trị bệnh	ʈi˨ˀ˩ʔ ben˨ˀ˩ʔ
trị bệnh cứu người	ʈi˨ˀ˩ʔ ben˨ˀ˩ʔ kɯw˩˧ ŋɯəj˦˨
trị gia	ʈi˨ˀ˩ʔ ja˧˥
trị giá	ʈi˨ˀ˩ʔ ja˩˧
trị giá gia tăng	ʈi˨ˀ˩ʔ ja˩˧ ja˧˥ tăŋ˧˥
trị liệu	ʈi˨ˀ˩ʔ liəw˨ˀ˩ʔ
trị loạn	ʈi˨ˀ˩ʔ lwaŋ˨ˀ˩ʔ
trị ngoại	ʈi˨ˀ˩ʔ ŋwaj˨ˀ˩ʔ
trị ngoại pháp quyền	ʈi˨ˀ˩ʔ ŋwaj˨ˀ˩ʔ fap˦˥ wiɛŋ˦˨
trị quốc	ʈi˨ˀ˩ʔ wok͡p˦˥
trị số	ʈi˨ˀ˩ʔ ʂo˩˧
trị sở	ʈi˨ˀ˩ʔ ʂɤ˧˩˨
trị sự	ʈi˨ˀ˩ʔ ʂɯ˨ˀ˩ʔ
trị thuỷ	ʈi˨ˀ˩ʔ tʰwi˧˩˨
trị thủy	ʈi˨ˀ˩ʔ tʰuj˧˩˨
trị tội	ʈi˨ˀ˩ʔ toj˨ˀ˩ʔ
trị vì	ʈi˨ˀ˩ʔ ji˦˨
trịch	ʈit˨ˀ˩ʔ
trịch thượng	ʈit˨ˀ˩ʔ tʰɯəŋ˨ˀ˩ʔ
trịnh căn	ʈin˨ˀ˩ʔ kăŋ˧˥
trịnh doanh	ʈin˨ˀ˩ʔ jwan˧˥
trịnh hoà	ʈin˨ˀ˩ʔ hwa˦˨
trịnh hoài an	ʈin˨ˀ˩ʔ hwaj˦˨ aŋ˧˥
trịnh hoài đức	ʈin˨ˀ˩ʔ hwaj˦˨ dɯk˦˥
trịnh huệ	ʈin˨ˀ˩ʔ hwe˨ˀ˩ʔ
trịnh khả	ʈin˨ˀ˩ʔ xa˧˩˨
trịnh kiểm	ʈin˨ˀ˩ʔ kiəm˧˩˨
trịnh quang nghị	ʈin˨ˀ˩ʔ waŋ˧˥ ŋi˨ˀ˩ʔ
trịnh sâm	ʈin˨ˀ˩ʔ ʂɤ̆m˧˥
trịnh thiết trường	ʈin˨ˀ˩ʔ tʰiək˦˥ ʈɯəŋ˦˨
trịnh thị ngọc trúc	ʈin˨ˀ˩ʔ tʰi˨ˀ˩ʔ ŋɔk͡p˨ˀ˩ʔ ʈuk͡p˦˥
trịnh toàn	ʈin˨ˀ˩ʔ twaŋ˦˨
trịnh trọng	ʈin˨ˀ˩ʔ ʈɔŋ͡m˨ˀ˩ʔ
trịnh tuệ	ʈin˨ˀ˩ʔ twe˨ˀ˩ʔ
trịnh tùng	ʈin˨ˀ˩ʔ tuŋ͡m˦˨
trịnh tường	ʈin˨ˀ˩ʔ tɯəŋ˦˨
trịnh văn cấn	ʈin˨ˀ˩ʔ jăŋ˧˥ kɤ̆ŋ˩˧
trịnh xá	ʈin˨ˀ˩ʔ sa˩˧
trịt	ʈit˨ˀ˩ʔ
trọ	ʈɔ˨ˀ˩ʔ
trọ trẹ	ʈɔ˨ˀ˩ʔ ʈɛ˨ˀ˩ʔ
trọc	ʈɔk͡p˨ˀ˩ʔ
trọc hếu	ʈɔk͡p˨ˀ˩ʔ hɛu˩˧
trọc khí	ʈɔk͡p˨ˀ˩ʔ xi˩˧
trọc lóc	ʈɔk͡p˨ˀ˩ʔ lɔk͡p˦˥
trọc lóc bình vôi	ʈɔk͡p˨ˀ˩ʔ lɔk͡p˦˥ bin˦˨ joj˧˥
trọc lông lốc	ʈɔk͡p˨ˀ˩ʔ loŋ͡m˧˥ lok͡p˦˥
trọc lốc	ʈɔk͡p˨ˀ˩ʔ lok͡p˦˥
trọc phú	ʈɔk͡p˨ˀ˩ʔ fu˩˧
trọc tếch	ʈɔk͡p˨ˀ˩ʔ tet˦˥
trọc tếu	ʈɔk͡p˨ˀ˩ʔ tɛu˩˧
trọc đầu càng mát	ʈɔk͡p˨ˀ˩ʔ dɤ̆w˦˨ kaŋ˦˨ mak˦˥
trọi	ʈɔj˨ˀ˩ʔ
trọi lỏi	ʈɔj˨ˀ˩ʔ lɔj˧˩˨
trọi trơn	ʈɔj˨ˀ˩ʔ ʈɤŋ˧˥
trọn	ʈɔŋ͡m˨ˀ˩ʔ
