abadžija	âbad͡ʒija
suvislo	sǔʋislo
suvislost	sǔʋisloːst
suvišan	sûʋiːʃan
suviše	sûʋiʃeː
suvišno	sûʋiːʃno
suvlasnica	sǔʋlaːsnit͡sa
suvlasnik	sǔʋlaːsniːk
suvozač	sûʋozaːt͡ʃ
suvremen	sǔʋremen
suvremenik	sǔʋremeniːk
suzan	sûzan
suzavac	sûzaʋat͡s
suzbijati	suzbǐːjati
suzbiti	sǔzbiti
suzdržati	suzdřʒati
suzdržavati	suzdrʒǎːʋati
suzica	sûzit͡sa
suziti	sûziti
suziti	sǔːziti
suzivati	suzǐːʋati
sućut	sût͡ɕuːt
suđe	sǔd͡ʑe
suđenje	sǔːd͡ʑeːɲe
suša	sûːʃa
suši	sûʃi
sušica	sǔʃit͡sa
sušiti	sǔːʃiti
sušti	sûːʃtiː
suština	suʃtǐna
sužanjski	sûːʒaɲski
sužanjski	sûːʒaɲskiː
sužanjstvo	sûːʒaɲstʋo
sužavati	suʒǎːʋati
sužen	sûːʒen
suživot	sûʒiʋot
svadba	sʋǎdba
svadbeni	sʋǎdbeniː
svadljiv	sʋǎdʎiʋ
svadljivac	sʋǎdʎiʋat͡s
svadljivo	sʋǎdʎiʋo
svadljivost	sʋǎdʎiʋoːst
svagda	sʋâɡda
svagdanji	sʋǎɡdaɲiː
svagdašnji	sʋǎɡdaʃɲiː
svagdašnjica	sʋǎɡdaʃɲit͡sa
svagde	sʋâɡde
svagdje	sʋâɡdje
svak	sʋâk
svak	sʋâːk
svakakav	sʋâkakaʋ
svakako	sʋâkaːko
svaki	sʋâkiː
svakidašnji	sʋâkidaʃɲiː
svakidašnjica	sʋâkidaʃɲit͡sa
svako	sʋâko
svakodnevan	sʋâkodneːʋan
svakodnevica	sʋâkodneːʋit͡sa
svakojak	sʋâkojaːk
svakoji	sʋâkojiː
svanuti	sʋǎnuti
svanuće	sʋanǔːt͡ɕe
svariti	sʋǎːriti
svarivati	sʋarǐːʋati
svatko	sʋâtko
svačiji	sʋât͡ʃijiː
svađa	sʋâd͡ʑa
svađati	sʋâd͡ʑati
svašta	sʋâʃta
sve	sʋê
svedodžba	sʋedǒd͡ʒba
svedočanstvo	sʋedot͡ʃǎːnstʋo
svedočiti	sʋedǒt͡ʃiti
svejedno	sʋejědno
svekar	sʋěkar
svekrva	sʋêkrʋa
svemir	sʋêmiːr
svemirac	sʋemǐːrat͡s
svemiroplov	sʋêmiːroploːʋ
svemirski	sʋêmiːrskiː
svemoguć	sʋêmoɡuːt͡ɕ
svemoć	sʋêmoːt͡ɕ
svemoćan	sʋêmot͡ɕan
svemoćno	sʋêmot͡ɕno
svemoćnost	sʋêmot͡ɕnoːst
sveobuhvatan	sʋeobǔxʋatan
svesno	sʋêsno
svesrdan	sʋěsrdan
svesrdno	sʋěsrdno
svest	sʋêːst
svestan	sʋêstan
svesti	sʋêsti
svestran	sʋěstran
svet	sʋêːt
svetac	sʋěːtat͡s
svetao	sʋěːtao
svetica	sʋětit͡sa
svetina	sʋětina
svetinja	sʋěːtiɲa
svetionik	sʋetiǒniːk
svetioničar	sʋetiǒnit͡ʃaːr
svetitelj	sʋětiteʎ
svetište	sʋêtiːʃte
svetkovati	sʋetkǒʋati
svetkovina	sʋětkoʋina
svetlo	sʋêtlo
svetlomer	sʋêtlomeːr
svetlucati	sʋetlǔt͡sati
svetlucav	sʋetlǔt͡saʋ
svetogrdan	sʋêtoɡrːdan
svetogrdno	sʋêtoɡrːdno
svetski	sʋětski
svetski	sʋětskiː
sveukupan	sʋeǔkupan
sveza	sʋêza
svezati	sʋěːzati
svezivati	sʋezǐːʋati
sveznajuć	sʋěznajuːt͡ɕ
sveća	sʋěːt͡ɕa
svećar	sʋět͡ɕaːr
svećica	sʋět͡ɕit͡sa
svečan	sʋět͡ʃan
svečano	sʋět͡ʃano
svečanost	sʋět͡ʃanoːst
svež	sʋêʒ
sveže	sʋêʒe
svežina	sʋeʒǐna
svib	sʋîːb
svibanj	sʋîːbaɲ
svibanjski	sʋîːbaɲskiː
svideti	sʋîdeti
svidjeti	sʋîdjeti
svijest	sʋijêːst
svijet	sʋjêːt
svijetao	sʋjěːtao
svijeća	sʋijěːt͡ɕa
svilast	sʋîlast
svilen	sʋǐlen
svinja	sʋǐːɲa
svinjac	sʋǐːɲat͡s
svinjar	sʋǐɲaːr
svinjarija	sʋiɲǎrija
svinjetina	sʋǐɲetina
svinjski	sʋǐɲskiː
svirala	sʋǐrala
svirati	sʋǐːrati
svirač	sʋǐraːt͡ʃ
svirački	sʋǐraːtʃki
svirački	sʋǐraːtʃkiː
svirep	sʋǐrep
svirepo	sʋǐrepo
svirepost	sʋǐrepoːst
svirka	sʋîːrka
svitak	sʋǐːtak
svitanje	sʋîtaːɲe
svitati	sʋîtati
svizac	sʋǐːzat͡s
sviđati	sʋǐːd͡ʑati
svjedodžba	sʋjedǒd͡ʒba
svjedočanstvo	sʋjedot͡ʃǎːnstʋo
svjedočiti	sʋjedǒt͡ʃiti
svjesno	sʋjêsno
svjestan	sʋjêstan
svjetina	sʋjětina
svjetionik	sʋjetiǒniːk
svjetioničar	sʋjetiǒnit͡ʃaːr
svjetlo	sʋjêtlo
svjetlomjer	sʋjêtlomjeːr
svjetlopis	sʋjêtlopiːs
svjetlucati	sʋjetlǔt͡sati
svjetlucav	sʋjetlǔt͡saʋ
svjetski	sʋjětski
svjetski	sʋjětskiː
svjećar	sʋjět͡ɕaːr
svjećica	sʋjět͡ɕit͡sa
svjež	sʋjêʒ
svježe	sʋjêʒe
svježina	sʋjeʒǐna
svladati	sʋlǎːdati
svladavati	sʋladǎːʋati
svlačionica	sʋlat͡ʃiǒːnit͡sa
svlačiti	sʋlǎːt͡ʃiti
svod	sʋôd
svoditi	sʋǒditi
svodljiv	sʋǒdʎiʋ
svodnik	sʋôdniːk
svojedobno	sʋôjedobno
svojeglav	sʋojěɡlaʋ
svojeglavo	sʋojěɡlaʋo
svojeglavost	sʋojěɡlaʋoːst
svojevoljan	sʋôjeʋoːʎan
svojevoljno	sʋôjeʋoːʎno
svojevremeno	sʋôjeʋremeno
svojina	sʋojǐna
svojstven	sʋǒjstʋen
svojstvo	sʋǒːjstʋo
svojta	sʋôːjta
svota	sʋôta
svrab	sʋrâːb
svraka	sʋrâka
svratiti	sʋrǎːtiti
svratište	sʋrâtiːʃte
svraćati	sʋrât͡ɕati
svračji	sʋrât͡ʃjiː
svrbeti	sʋřbeti
svrbež	sʋřːbeʒ
svrbjeti	sʋřbjeti
svrdlo	sʋr̂dlo
svrha	sʋřxa
svrhovit	sʋrxǒʋit
svrhovito	sʋrxǒʋito
svrhovitost	sʋrxǒʋitoːst
svrsishodan	sʋr̂sisxodan
svrsishodno	sʋr̂sisxodno
svrsishodnost	sʋr̂sisxodnoːst
svrstati	sʋřstati
svrstavati	sʋrstǎːʋati
svršavati	sʋrʃǎːʋati
svršeni	sʋr̂ːʃeniː
svršetak	sʋrʃěːtak
svršiti	sʋřːʃiti
svud	sʋûd
svuda	sʋǔda
svugde	sʋûɡde
svugdje	sʋûɡdje
svukud	sʋûkud
svukuda	sʋûkuda
svući	sʋûːt͡ɕi
t	t
tabakera	tabakěːra
tabela	taběla
tabla	tǎːbla
tableta	tablěta
tablica	tǎblit͡sa
tablja	tâbʎa
tad	tâd
tada	tǎdaː
tadanji	tǎdaɲiː
tadašnji	tǎdaʃɲiː
tadž	tâd͡ʒ
tadžikistanski	tad͡ʒikǐstaːnskiː
tadžički	tǎd͡ʒit͡ʃkiː
taj	tâːj
tajac	tǎːjat͡s
tajanstven	tajǎnstʋen
tajanstveno	tajǎnstʋeno
tajanstvenost	tajǎnstʋenoːst
tajfun	tǎjfuːn
tajfunski	tǎjfuːnski
tajfunski	tǎjfuːnskiː
tajga	tâːjɡa
tajiti	tǎːjiti
tajkun	tǎjkuːn
tajland	tâjland
tajlandski	tâjlandskiː
tajmer	tǎjmer
tajna	tâːjna
tajni	tâːjniː
tajnica	tâːjnit͡sa
tajnik	tâːjniːk
tajno	tâːjno
tajnost	tǎːjnoːst
tajnovit	tajnǒʋit
tajnovito	tajnǒʋito
tajnovitost	tajnǒʋitoːst
tajom	tâːjom
tajski	tâːjskiː
tajvan	tâjʋaːn
tajvanski	tâjʋaːnskiː
tak	tâk
tak	tâːk
takav	tǎkaːʋ
takmiti	tâkmiti
takmičar	tǎkmit͡ʃaːr
takmičarka	tǎkmit͡ʃaːrka
takmičarski	tǎkmit͡ʃarski
takmičarski	tǎkmit͡ʃarskiː
takmičiti	tǎkmit͡ʃiti
taknuti	tǎknuti
tako	tǎkoː
takoreći	takorět͡ɕi
takozvani	takǒzʋaːniː
takođe	takǒːd͡ʑe
također	takǒːd͡ʑer
taksi	tǎksi
taksimetar	tǎksimetar
taksist	tǎksist
takt	tâkt
taktika	tǎktika
taktilan	tǎktiːlan
taktičan	tǎktit͡ʃan
taktičar	tǎktit͡ʃaːr
taktički	tǎktitʃki
taktički	tǎktitʃkiː
taktni	tâktniː
talac	tǎːlat͡s
talas	tâlaːs
talasast	talǎsast
talasati	talǎsati
talasav	talǎsaʋ
talasje	tâlaːsje
talasni	tâlaːsniː
talački	tâlat͡ʃkiː
talenat	tǎlenat
talent	tǎlent
talentiran	talěntiːran
talentirano	talěntiːrano
talentiranost	talěntiːranoːst
taliban	talǐbaːn
talijan	talǐjaːn
talijanka	talǐjaːnka
talijanski	talǐjaːnski
talijanski	talǐjaːnskiː
talisman	talǐsmaːn
taliti	tǎːliti
talište	tâliːʃte
taljige	tǎʎiɡe
taljiv	tǎʎiʋ
talmud	tǎlmud
talmudski	tǎlmudskiː
talog	tǎːloɡ
tama	tǎːma
taman	tǎmaːn
taman	tǎːman
tambur	tǎmbuːr
tambura	tǎmbura
tamilski	tǎmiːlskiː
tamjan	tǎmjan
tamneti	tǎːmneti
tamnjeti	tǎːmɲeti
tamno	tâːmno
tamnoput	tamnǒput
tamo	tâmo
tamošnji	tâmoʃɲiː
tampon	tǎmpoːn
tanac	tânat͡s
tanak	tânak
tanan	tǎnan
tanbur	tǎnbuːr
tancati	tâːnt͡sati
tane	tâne
tango	tânɡo
tanker	tǎnker
tantijema	tantijěːma
tanzanija	tǎnzaːnija
tapeta	tapěːta
tapija	tǎːpija
tapiserija	tapisěrija
taraba	tǎraba
tarifa	tarǐːfa
tarifni	tǎriːfniː
tasmanija	tǎsmaːnija
tastatura	tastatǔːra
tat	tât
tata	tâta
tatarin	tâtarin
tatarski	tâtarskiː
taubek	tǎubek
tautologija	tautolǒɡija
tautološki	tautǒloʃkiː
tautosilabički	tautosilǎbit͡ʃkiː
tava	tǎːʋa
tavaf	tǎʋaːf
taze	tǎːze
taći	tât͡ɕi
tačan	tât͡ʃan
tačka	tât͡ʃka
tačkica	tât͡ʃkit͡sa
tačno	tât͡ʃno
taška	tǎʃka
tašna	tǎʃna
tašt	tâʃt
taština	taʃtǐna
tašto	tâʃto
teatar	teǎːtar
teatralan	têatraːlan
teatralno	têatraːlno
teatralnost	teatrǎːlnoːst
tebe	têbe
tebi	têbi
teg	têːɡ
tegliti	têɡliti
tegljač	těɡʎaːt͡ʃ
tegoba	teɡǒba
tegoban	têɡoːban
tegobno	têɡoːbno
tegobnost	têɡoːbnoːst
tegotan	têɡotan
teheran	têxeraːn
tehnika	těxnika
tehničar	těxnit͡ʃaːr
tehničarka	těxnit͡ʃaːrka
tehnički	těxnitʃki
tehnički	těxnitʃkiː
tehnolog	texnǒloɡ
tehnologija	texnolǒɡija
tehnološki	texnǒloʃki
tehnološki	texnǒloʃkiː
teist	těist
tek	têk
tek	têːk
teka	těːka
tekbir	těkbiːr
tekma	têkma
tekovina	těkoʋina
teksas	têksas
teksašanin	teksǎːʃanin
teksašanka	teksǎːʃaːnka
tekstil	těkstiːl
tekstopisac	tekstopǐːsat͡s
tekstualan	têkstuaːlaːn
tekstualno	têkstuaːlno
tekstura	tekstǔːra
tektonika	tektǒnika
tekući	těkuːt͡ɕiː
tekućina	tekǔt͡ɕina
tekućnik	těkuːt͡ɕniːk
tel	têl
telac	těːlat͡s
telad	têlaːd
tele	těle
telefonija	telefǒnija
telefonirati	telefonǐːrati
telefonist	telefǒnist
telefonistkinja	telefǒnistkiɲa
telefonski	telěfoːnski
telefonski	telěfoːnskiː
telegraf	telěɡraf
telegrafija	teleɡrǎfija
telegrafirati	teleɡrafǐːrati
telegrafist	teleɡrǎfist
telegrafski	telěɡrafski
telegrafski	telěɡrafskiː
telegram	têleɡram
telekomunikacija	telekomunikǎːt͡sija
telekomunikacijski	telekomunikǎːt͡siːjskiː
telence	telěːnt͡se
teleologija	teleolǒɡija
teleološki	teleǒloʃkiː
telepatija	telepǎtija
telepatski	telěpatski
telepatski	telěpatskiː
teleskop	têleskop
teleskopski	têleskopski
teleskopski	têleskopskiː
telesni	têlesniː
teletekst	têletekst
teletina	těletina
televizija	teleʋǐːzija
televizor	telěʋiːzor
teleći	tělet͡ɕiː
telešce	telěʃt͡se
teli	těli
telić	tělit͡ɕ
telohranitelj	teloxrǎniteʎ
telovežba	těloʋeʒba
telčić	tělt͡ʃit͡ɕ
tema	těːma
tematski	těmatski
tematski	těmatskiː
teme	tême
temelj	těmeʎ
temeljac	teměːʎat͡s
temeljit	teměʎit
temeljiti	teměʎiti
temeljito	teměʎito
temeljitost	teměʎitoːst
temeljni	têmeːʎniː
tempao	tempao
temperament	temperǎment
temperamentan	temperǎmentan
temperamentno	temperǎmentno
temperamentnost	temperǎmentnoːst
temperatura	temperatǔːra
templar	těmplaːr
templarski	těmplaːrskiː
tempo	těmpo
temporalan	têmporaːlan
ten	tên
tendencija	tenděnt͡sija
tendenciozan	têndent͡sioːzan
tendenciozno	têndent͡sioːzno
tendencioznost	tendent͡siǒːznoːst
tened	těned
tenedski	těnedskiː
tenis	těːnis
tenisač	tenǐsaːt͡ʃ
tenisački	tenǐsaːt͡ʃki
tenisački	tenǐsaːt͡ʃkiː
teniski	těːniskiː
tenk	tênk
tenkist	těnkist
tenkovski	těnkoʋskiː
tenzija	těnzija
teocentričan	teot͡sěntrit͡ʃan
teokracija	teokrǎt͡sija
teokratski	teǒkratski
teokratski	teǒkratskiː
teolog	teǒloɡ
teologija	teolǒɡija
teološki	teǒloʃkiː
teorem	teǒreːm
teoretik	teorětik
teoretizirati	teoretizǐːrati
teoretičar	teorětit͡ʃaːr
teoretski	teǒretski
teoretski	teǒretskiː
teorija	teǒːrija
teozof	teǒzof
teozofija	teozǒfija
teozofski	teǒzofski
teozofski	teǒzofskiː
tepati	têpati
tepih	těpix
tepsija	těpsija
tepsti	têpsti
ter	ter
terakota	terakǒta
terapeut	terapěut
terapeutski	terapěutskiː
terapija	terǎpija
terasa	terǎsa
terati	têrati
tercijar	têrt͡sijaːr
tercijaran	têrt͡sijaːran
tere	tere
teren	těreːn
teret	těret
teretana	teretǎna
teritorij	terǐtoːriːj
teritorijalni	têritorijaːlniː
terli	těrli
termin	těrmiːn
terminologija	terminolǒɡija
terminološki	terminǒloʃkiː
termodinamika	termodinǎmika
termopauza	termopâuza
termopile	termǒpile
termopilski	termǒpilskiː
termosfera	termosfěːra
teror	těroːr
teroristički	terorǐstitʃki
teroristički	terorǐstitʃkiː
terorizam	terorǐzam
terzija	těrzija
terzijan	terzǐjaːn
tesan	těːsan
tesati	těsati
teskera	têskera
tesnac	těsnat͡s
tesno	têːsno
test	têst
testenina	testenǐna
testirati	testǐːrati
testis	têstis
testosteron	testostěroːn
teta	têta
tetica	têtit͡sa
tetiva	tětiʋa
tetka	têtka
tetovaža	tetoʋǎːʒa
tetovirati	tetoʋǐːrati
tetrarh	tětrarx
teutonski	těutoːnskiː
teza	těːza
tezga	tězɡa
teći	têt͡ɕi
tečan	têt͡ʃan
tešiti	têʃiti
teško	têːʃko
težak	těʒaːk
težak	těːʒak
težanje	teʒaɲe
težitba	teʒitba
težiti	těːʒiti
težište	têʒiːʃte
ti	tîː
tibet	tǐbet
tibetanac	tibetǎːnat͡s
tibetanski	tibětaːnskiː
tibetski	tǐbetskiː
tica	tît͡sa
ticati	tǐːt͡sati
tigrica	tǐɡrit͡sa
tih	tîx
tiho	tîxo
tihomir	tîxomiːr
tijekom	tijekom
tijesan	tjěːsan
tijesno	tjêːsno
tikati	tǐːkati
tikva	tîkʋa
tikvan	tǐkʋan
timar	tǐmaːr
tinejdžer	tǐnejd͡ʒer
tinjati	tǐɲati
tip	tîːp
tipičan	tǐpit͡ʃan
tipično	tǐpit͡ʃno
tipičnost	tǐpit͡ʃnoːst
tipka	tîpka
tipkati	tîpkati
tipkač	tǐpkaːt͡ʃ
tipkovnica	tipkǒːʋnit͡sa
tipograf	tipǒɡraf
tipografija	tipoɡrǎfija
tipografski	tipǒɡrafski
tipografski	tipǒɡrafskiː
tipologija	tipolǒɡija
tipološki	tipǒloʃki
tipološki	tipǒloʃkiː
tirana	tirǎna
tiranac	tirǎːnat͡s
tiranosaur	tiranosǎur
tiranski	tǐranski
tiranski	tǐranskiː
tirkiz	tǐrkiːz
tiskara	tǐskara
tiskarstvo	tiskǎːrstʋo
tiskati	tîskati
tiskovina	tǐskoʋina
tisutnjik	tîsutɲiːk
tisućljeće	tǐsut͡ɕʎet͡ɕe
tisućnik	tǐsut͡ɕniːk
tisuću	tǐsut͡ɕu
titl	tǐtl
titograd	tîtoɡraːd
titoist	titǒist
titoistički	titoǐstit͡ʃkiː
titoizam	titoǐzam
titraj	tîtraːj
titrati	tîtrati
titula	tîtula
tja	tja
tjedni	tjêdniː
tjedno	tjêdno
tjelesni	tjêlesniː
tjelešce	tjelěʃt͡se
tjelohranitelj	tjeloxrǎniteʎ
tjelovježba	tjěloʋjeʒba
tjeme	tjême
tjerati	tjêrati
tjesnac	tjěsnat͡s
tjesnačnik	tjěsnat͡ʃniːk
tjestenina	tjestenǐna
tješiti	tjêʃiti
tkanina	tkǎnina
tkanje	tkǎːɲe
tkati	tkâti
tko	tkô
tkogod	tkǒɡod
tlak	tlâːk
tlakomjer	tlâkomjeːr
tlo	tlô
tmast	tmâst
tmuran	tmǔːran
toalet	toǎlet
tobdžija	tǒbd͡ʒija
tobelija	tobělija
tobolac	tǒbolat͡s
tobom	tôboːm
tobože	tǒboʒe
tobožnji	tǒboʒɲiː
toga	tǒːɡa
toharski	tôxarskiː
tok	tôːk
tokata	tokǎta
tokijski	tǒkiːjskiː
tokom	tôːkom
toksikologija	toksikolǒɡija
toksin	tǒksiːn
toksički	tǒksit͡ʃki
toksično	tǒksit͡ʃno
tolerancija	tolerǎnt͡sija
tolerantan	tolerǎntan
tolerantno	tolerǎntno
tolerantnost	tolerǎntnoːst
tolik	tǒlik
toliko	tolǐkoː
toljaga	tǒʎaɡa
tomahavk	tǒmaxaʋk
tomislav	tǒmislaʋ
ton	tôːn
tona	tôna
tonalan	tǒnaːlan
tonaža	tonǎːʒa
tonski	tôːnskiː
tonuti	tǒnuti
tonzilektomija	tonzilektǒmija
tonzura	tonzǔːra
top	tôp
topao	tôpao
topiti	tǒpiti
topiv	tǒpiʋ
topić	tǒpit͡ɕ
toplana	toplǎna
toplice	tǒplit͡se
toplina	toplǐna
topljiv	tǒpʎiʋ
toplo	tôplo
toplokrvan	tôplokrːʋan
toplomer	tôplomeːr
toplomjer	tôplomjeːr
toplota	toplǒta
topništvo	tôpniʃtʋo
topologija	topolǒɡija
topološki	topǒloʃkiː
toponim	topǒniːm
toponimija	toponǐmija
toponimski	topǒnimskiː
toptati	tôptati
topuz	tǒpuz
topčić	tǒpt͡ʃit͡ɕ
tor	tôːr
toranj	tǒːraɲ
torba	tǒːrba
torbar	tǒrbaːr
toreador	torěaːdoːr
toreadorski	torěaːdorskiː
tork	tork
torlački	tǒrlat͡ʃkiː
tornado	tǒrnaːdo
tornati	tǒrnati
tornjati	tǒrɲati
tornjić	tǒrɲit͡ɕ
torokati	torǒkati
torpedirati	torpedǐːrati
torpedni	tǒrpeːdniː
torpedo	torpěːdo
torta	tôːrta
tortura	tortǔːra
torzija	tǒrzija
torzijski	tǒrziːjskiː
toskana	toskǎna
toskanski	tǒskaːnskiː
toskijski	tǒskiːjski
toskijski	tǒskiːjskiː
totalan	tôtaːlan
totalitaran	tôtalitaːran
totalitarist	totalitǎrist
totalitaristički	totalitarǐstit͡ʃki
totalitaristički	totalitarǐstit͡ʃkiː
totalitarizam	totalitarǐzam
totalitarno	tôtalitaːrno
totalitet	totalǐteːt
totalno	tôtaːlno
totem	tǒteːm
totemist	totěmist
totemistički	totemǐstit͡ʃki
totemistički	totemǐstit͡ʃkiː
totemizam	totemǐzam
totemski	tǒteːmskiː
tovariš	toʋâːriʃ
toviti	tǒʋiti
točak	tǒt͡ʃak
točan	tôt͡ʃan
točiti	tǒt͡ʃiti
točka	tôt͡ʃka
točkica	tôt͡ʃkit͡sa
točno	tôt͡ʃno
točnost	tôt͡ʃnoːst
trabant	trǎbant
trabunjati	trabǔɲati
tradicija	trǎdiːt͡sija
tradicijski	trǎdiːt͡sijski
tradicionalan	trâdit͡sionaːlan
tradicionalist	tradit͡sionǎlist
tradicionalistički	tradit͡sionalǐstit͡ʃki
tradicionalistički	tradit͡sionalǐstit͡ʃkiː
tradicionalizam	tradit͡sionalǐzam
tradicionalno	trâdit͡sionaːlno
tradicionalnost	tradit͡sionǎːlnoːst
trafika	trǎfika
trag	trâːɡ
tragalac	trǎɡalat͡s
tragati	trǎɡati
tragač	trǎɡaːt͡ʃ
tragedija	trǎɡeːdija
tragikomedija	traɡikǒmeːdija
tragikomičan	traɡikǒmit͡ʃan
tragičan	trǎɡit͡ʃan
tragičar	trǎɡit͡ʃaːr
tragično	trǎɡit͡ʃno
tragičnost	trǎɡit͡ʃnoːst
traheja	traxěːja
trahtur	trǎxtuːr
trajan	trâːjan
trajati	trâjati
trajekt	trǎjekt
trajektni	trǎjektniː
trajno	trâːjno
trajnost	trǎːjnoːst
traka	trâka
trakija	trâːkija
traktat	trǎktaːt
traljav	trâʎaʋ
traljavo	trâʎaʋo
traljavost	trâʎaʋoːst
tramontana	tramǒntaːna
trampa	trâːmpa
trampiti	trâmpiti
transakcija	transǎkt͡sija
transakcijski	transǎkt͡siːjskiː
transatlantski	transǎtlantskiː
transcendencija	transt͡senděnt͡sija
transcendentalan	trânst͡sendentaːlan
transcendentalizam	transt͡sendentalǐzam
transcendentalnost	transt͡sendentǎːlnoːst
transcendentan	transt͡senděntaːn
transcendirati	transt͡sendǐːrati
transfer	trǎnsfeːr
transferirati	transferǐːrati
transferni	trǎnsfeːrniː
transformacija	transformǎːt͡sija
transformacijski	transformǎːt͡siːjskiː
transformator	transfǒrmaːtor
transformirati	transformǐːrati
transfuzija	trǎnsfuːzija
transgresija	transɡrěsija
transgresivan	trânsɡresiːʋan
transkripcija	transkrǐpt͡sija
transkripcijski	transkrǐpt͡siːjskiː
translacija	translǎːt͡sija
transliteracija	transliterǎːt͡sija
transliterirati	transliterǐːrati
transmisija	transmǐsija
transmisijski	transmǐsiːjskiː
transmisioni	trânsmisioːniː
transparentan	transpǎrentan
transparentno	transpǎrentno
transparentnost	transpǎrentnoːst
transplantacija	transplantǎːt͡sija
transplantacijski	transplantǎt͡siːjskiː
transponirati	transponǐːrati
transporter	transpǒrteːr
transportirati	transportǐːrati
transportni	trǎnsportniː
transverzala	transʋerzǎːla
transverzalan	trânsʋerzaːlan
transvestitski	transʋěstiːtskiː
tranzicija	trǎnziːt͡sija
tranzicijski	trǎnziːt͡siːjskiː
tranzistor	trǎnzistor
tranzistorski	trǎnzistorskiː
tranzit	trǎnziːt
tranzitivan	trânzitiːʋan
tranzitivnost	tranzitǐːʋnoːst
tranzitni	trǎnziːtniː
tranzitoran	trânzitoːran
tranša	trâːnʃa
trapav	trâpaʋ
trapavac	trâpaʋat͡s
trapavo	trâpaʋo
trapavost	trâpaʋoːst
traper	trâper
traperice	trâperit͡se
trapez	trǎpeːz
trapezist	trapězist
trapezoid	trapezǒiːd
trapezoidan	trâpezoiːdan
trasa	trâsa
tratina	trâtina
tratinčica	trǎtiːnt͡ʃit͡sa
tratiti	trâtiti
trauma	trǎuma
traumatizirati	traumatizǐːrati
traumatičan	traumǎtit͡ʃan
traumatolog	traumatǒloɡ
traumatologija	traumatolǒɡija
traumatološki	traumatǒloʃkiː
trava	trǎːʋa
travanj	trâːʋaɲ
travanjski	trâːʋaɲskiː
travar	trǎʋaːr
travestija	traʋěstija
travka	trâːʋka
travnat	trǎʋnat
travnjak	trâːʋɲaːk
travurina	traʋǔrina
traćiti	trât͡ɕiti
trač	trât͡ʃ
tračanin	trǎːt͡ʃanin
tračara	trǎt͡ʃara
tračati	trât͡ʃati
tračer	trât͡ʃer
tračerski	trât͡ʃerski
tračerski	trât͡ʃerskiː
trački	trâːt͡ʃkiː
tračnica	trât͡ʃnit͡sa
tražilac	trǎʒilat͡s
tražilo	trǎʒilo
tražiti	trǎːʒiti
trbuhozborac	trbuxozbǒːrat͡s
trbušni	třbuʃniː
treba	trěːba
trebati	trêbati
trebiti	trěːbiti
tref	trêf
trem	trêːm
trend	trênd
trener	trěːner
trenerski	trěːnerskiː
trening	trěːninɡ
trenirati	trenǐːrati
trenirka	trěniːrka
trenje	trěːɲe
trenutak	trenǔːtak
trenutan	trênuːtan
trenutačan	trênutaːt͡ʃan
trenutačno	trênutaːt͡ʃno
trenuti	trênuti
trenutno	trênuːtno
trepavica	trêpaʋit͡sa
treperav	trepěraʋ
treperavo	trepěraʋo
treperiti	trepěriti
trepet	trêpeːt
trepnuti	trêpnuti
treptaj	trêptaːj
treptati	trěptati
treptav	trêptaʋ
treptavo	trêptaʋo
tresač	trěsaːt͡ʃ
tresti	trêːsti
tretirati	tretǐːrati
tretman	trětmaːn
trezan	trěːzan
trezniti	trěːzniti
trezno	trêːzno
trezor	trězoːr
trezven	trêzʋen
trezvenjak	trezʋěɲaːk
trezvenjakinja	trezʋeɲǎkiɲa
trezvenjački	trezʋěɲaːt͡ʃki
trezvenjački	trezʋěɲaːt͡ʃkiː
trezvenjaštvo	trezʋeɲǎːʃtʋo
trezveno	trêzʋeno
trezvenost	trêzʋenoːst
treći	trêt͡ɕiː
trećina	tret͡ɕǐna
treš	trêʃ
trgati	tr̂ɡati
trgnuti	tr̂ɡnuti
trgovati	trɡǒʋati
trgovački	třɡoʋatʃki
trgovački	třɡoʋatʃkiː
trgovina	trɡǒʋina
trgovinski	třɡoʋiːnskiː
trgovište	třɡoʋiːʃte
trgovkinja	třɡoːʋkiɲa
tri	trîː
triangl	triǎːnɡl
triangulacija	trianɡulǎːt͡sija
triangularan	trîanɡulaːran
triangulirati	trianɡulǐːrati
tribalistički	tribalǐstit͡ʃki
tribalistički	tribalǐstit͡ʃkiː
tribalizam	tribalǐzam
tribati	tribati
tribun	trǐbuːn
tribunal	tribǔnaːl
trica	trîtsa
tricikl	trit͡sǐkl
triftong	trǐftonɡ
triftonški	trǐftonʃkiː
trigonometrija	triɡonomětrija
trigonometrijski	triɡonomětriːjskiː
trijas	trîjaːs
trijasni	trîjaːsniː
trijeba	trijěba
trijebiti	trijěːbiti
trijem	trijêːm
trijezan	trjěːzan
trijezniti	trijěːzniti
trijezno	trjêːzno
trijumfalan	trîjumfaːlan
trijumfalno	trîjumfaːlno
trijumfirati	trijumfǐːrati
trijumvir	trijǔmʋiːr
trijumvirat	trijumʋǐraːt
trik	trîk
triler	trîler
trilogija	trilǒɡija
tripartitan	trîpartiːtaːn
triptih	trǐptix
triput	trǐːput
tritagonist	tritaɡǒnist
trivijalan	trîʋijaːlan
trivijalizirati	triʋijalizǐːrati
trivijalno	trîʋijaːlno
tričav	trît͡ʃaʋ
tričavo	trît͡ʃaʋo
trk	tr̂ːk
trkačica	trkǎt͡ʃit͡sa
trljati	třːʎati
trn	tr̂ːn
