abbadísin	apatiːsɪn
tilræðismaðurinn	tʰɪlraiðɪsmaːðʏrɪn
tilræðið	tʰɪlraiðɪð
tilsettum	tʰɪlsɛhtʏm
tilskildir	tʰɪlscɪltɪr
tilskildu	tʰɪlscɪltʏ
tilskildum	tʰɪlscɪltʏm
tilskilin	tʰɪlscɪlɪn
tilskilinna	tʰɪlscɪlɪna
tilskipanir	tʰɪlscɪpanɪr
tilskipanirnar	tʰɪlscɪpanɪtnar
tilskipun	tʰɪlscɪpʏn
tilskipunar	tʰɪlscɪpʏnar
tilskipunarinnar	tʰɪlscɪpʏnarɪnar
tilskipunum	tʰɪlscɪpʏnʏm
tilslakanir	tʰɪlstlakanɪr
tilstilli	tʰɪlstɪtlɪ
tilstuðlan	tʰɪlstʏðlan
tilstyrk	tʰɪlstɪr̥k
tilsvarandi	tʰɪlsvarantɪ
tilsvör	tʰɪlsvœr
tilsvörum	tʰɪlsvœrʏm
tilsögn	tʰɪlsœkn̥
tiltak	tʰɪltʰak
tiltakagóður	tʰɪltʰakakouːðʏr
tiltakanlega	tʰɪltʰakanlɛɣa
tiltekin	tʰɪltʰɛcɪn
tiltekinn	tʰɪltʰɛcɪn
tiltekinna	tʰɪltʰɛcɪna
tiltekinni	tʰɪltʰɛcɪnɪ
tiltekins	tʰɪltʰɛcɪns
tiltekið	tʰɪltʰɛcɪð
tiltekna	tʰɪltʰɛhkna
tilteknar	tʰɪltʰɛhknar
tilteknir	tʰɪltʰɛhknɪr
tilteknu	tʰɪltʰɛhknʏ
tilteknum	tʰɪltʰɛhknʏm
tiltekt	tʰɪltʰɛxt
tiltrú	tʰɪltʰru
tiltæk	tʰɪltʰaik
tiltækar	tʰɪltʰaikar
tiltæki	tʰɪltʰaicɪ
tiltækt	tʰɪltʰaixt
tiltækum	tʰɪltʰaikʏm
tiltækur	tʰɪltʰajkʏr
tiltók	tʰɪltʰouk
tiltökumál	tʰɪltʰœkʏmauːl
tiltölulega	tʰɪltʰœlʏlɛɣa
tilurð	tʰɪːlʏrð
tilvaldar	tʰɪlvaltar
tilvalin	tʰɪlvalɪn
tilvalinn	tʰɪlvalɪn
tilvalið	tʰɪlvalɪð
tilvera	tʰɪlvɛra
tilveran	tʰɪlvɛran
tilverknað	tʰɪlvɛr̥knað
tilveru	tʰɪlvɛrʏ
tilveruna	tʰɪlvɛrʏna
tilverunnar	tʰɪlvɛrʏnar
tilverunni	tʰɪlvɛrʏnɪ
tilverurétt	tʰɪlvɛrʏrjɛht
tilverustig	tʰɪlvɛrʏstɪːɣ
tilverustigi	tʰɪlvɛrʏstijɪ
tilvik	tʰɪlvɪk
tilvika	tʰɪlvɪka
tilviki	tʰɪlvɪcɪ
tilvikinu	tʰɪlvɪcɪnʏ
tilvikum	tʰɪlvɪkʏm
tilviljana	tʰɪlvɪljana
tilviljanakennd	tʰɪlvɪljanacʰɛnt
tilviljanir	tʰɪlvɪljanɪr
tilviljun	tʰɪlvɪljʏn
tilviljunin	tʰɪlvɪljʏnɪn
tilviljunum	tʰɪlvɪljʏnʏm
tilvist	tʰɪlvɪst
tilvistarkreppu	tʰɪlvɪstarkrɛhpʏ
tilvistarvanda	tʰɪlvɪstarvanta
tilvitnanir	tʰɪlvɪhtnanɪr
tilvitnun	tʰɪlvɪhtnʏn
tilvitnunum	tʰɪlvɪhtnʏnʏm
tilvonandi	tʰɪlvɔnantɪ
tilvísanir	tʰɪlvisanɪr
tilvísun	tʰɪlvisʏn
tilvísunum	tʰɪlvisɔnʏm
tilætlaðan	tʰɪːlaihtlaðan
tilætluð	tʰɪːlaihtlʏð
tilætluðum	tʰɪːlaihtlʏðʏm
tilþrif	tʰɪlθrɪv
tilþrifum	tʰɪlθrɪvʏm
timbri	tʰɪmprɪ
timbrinu	tʰɪmprɪnʏ
timbur	tʰɪmpʏr
timburhús	tʰɪmpʏrhuːs
timburhúsi	tʰɪmpʏrhuːsɪ
timburmenn	tʰɪmpʏrmɛn
timburmönnum	tʰɪmpʏrmœnʏm
timburskorti	tʰɪmpʏrskɔr̥tɪ
timburstofunni	tʰɪmpʏrstɔvʏnɪ
timburvinnsla	tʰɪmpʏrvɪnstla
timjan	tʰɪmjan
tin	tʰɪːn
tind	tʰɪnt
tinda	tʰɪnta
tindana	tʰɪntana
tindaskaga	tʰɪntaskaːɣa
tindastól	tʰɪntastouːl
tindastóli	tʰɪntastouːlɪ
tindastóll	tʰɪntastoutl̥
tindastóls	tʰɪntastouls
tindastólsmenn	tʰɪntastoulsmɛn
tindi	tʰɪntɪ
tindinn	tʰɪntɪn
tindinum	tʰɪntɪnʏm
tindrandi	tʰɪntrantɪ
tindruðu	tʰɪntrʏðʏ
tindsson	tʰɪntsɔːn
tindunum	tʰɪntɔnʏm
tindur	tʰɪntʏr
tingrímur	tʰiŋkrimʏr
tinna	tʰɪna
tinnason	tʰɪnasɔːn
tinnu	tʰɪnʏ
tipl	tʰɪhpl
tippa	tʰɪhpa
tippinu	tʰɪhpɪnʏ
titil	tʰɪːtɪl
titilhlutverkinu	tʰɪːtɪl̥ʏːtvɛr̥cɪnʏ
titilhlutverkið	tʰɪːtɪl̥ʏːtvɛr̥cɪð
titilinn	tʰɪːtɪlɪn
titill	tʰɪːtɪtl̥
titillinn	tʰɪːtɪtlɪn
titilslagnum	tʰɪːtɪlstlaknʏm
titla	tʰɪhtla
titlar	tʰɪhtlar
titli	tʰɪhtlɪ
titlinum	tʰɪhtlɪnʏm
titlum	tʰɪhtlʏm
titra	tʰɪːtra
titrandi	tʰɪːtrantɪ
titraði	tʰɪːtraðɪ
titringi	tʰɪːtriɲcɪ
titringurinn	tʰɪːtriŋkʏrɪn
titruðu	tʰɪːtrʏðʏ
tittlinga	tʰɪhtliŋka
tittlingaskít	tʰɪhtliŋkasciːt
tittlinginn	tʰɪhtliɲcɪn
tjakka	tʰjahka
tjald	tʰjalt
tjalda	tʰjalta
tjaldabaki	tʰjaltapaːcɪ
tjaldanna	tʰjaltana
tjaldað	tʰjaltað
tjaldbúðirnar	tʰjaltpuðɪtnar
tjaldbúðum	tʰjaltpuðʏm
tjaldbúðunum	tʰjaltpuðɔnʏm
tjaldi	tʰjaltɪ
tjaldinu	tʰjaltɪnʏ
tjaldið	tʰjaltɪð
tjaldsins	tʰjaltsɪns
tjaldstæði	tʰjaltstaiðɪ
tjaldstæðinu	tʰjaltstaiðɪnʏ
tjaldsvæði	tʰjaltsvaiðɪ
tjaldvagn	tʰjaltvakn̥
tjaldvagninum	tʰjaltvaknɪnʏm
tjara	tʰjaːra
tjarnarborg	tʰjatnarpɔrk
tjarnarbíói	tʰjartnarpiːjou
tjarnarbúð	tʰjartnarpuːð
tjarnarferðina	tʰjartnarfɛrðɪna
tjarnargötu	tʰjatnarkœːtʏ
tjarnarinnar	tʰjartnarɪnar
tjarnir	tʰjartnɪr
tjatjatja	tʰjatʰjatʰja
tjill	tʰjɪl
tjá	tʰjauː
tjái	tʰjauːɪ
tjáir	tʰjauːɪr
tjáning	tʰjauːniŋk
tjáningar	tʰjauːniŋkar
tjáningarfrelsi	tʰjauːniŋkarfrɛlsɪ
tjáningarfullur	tʰjaːuniŋkarfʏtlʏr
tjáningin	tʰjaːuniɲcɪn
tjáningu	tʰjauːniŋkʏ
tjáskiptahjálpartækjum	tʰjaːuscɪftaçaul̥par̥tʰaːjcʏm
tjáð	tʰjauːð
tjáði	tʰjauːðɪ
tjáðu	tʰjauːðʏ
tjón	tʰjouːn
tjóna	tʰjouːna
tjónabíll	tʰjouːnapitl̥
tjónaskuld	tʰjouːnaskʏlt
tjóni	tʰjouːnɪ
tjónið	tʰjouːnɪð
tjóns	tʰjouns
tjónum	tʰjouːnʏm
tjónvaldur	tʰjounvaltʏr
tjöld	tʰjœlt
tjöldin	tʰjœltɪn
tjöldum	tʰjœltʏm
tjöldunum	tʰjœltɔnʏm
tjörguðu	tʰjœrkʏðʏ
tjörn	tʰjœrtn̥
tjörnesi	tʰjœrnɛsɪ
tjörnin	tʰjœrtnɪn
tjörnina	tʰjœrtnɪna
tjörninni	tʰjœrtnɪnɪ
tjörnum	tʰjœrtnʏm
tjörnunum	tʰjœrtnɔnʏm
tjöru	tʰjœːrʏ
tjörubundið	tʰjœːrʏpʏntɪð
tjöruhreinsi	tʰjœːrʏr̥ɛjnsɪ
tjörva	tʰjœrva
tjörvi	tʰjœrvɪ
tm	tʰjɛːɛm
tobba	tʰɔpa
tobbi	tʰɔpɪ
toffí	tʰɔfi
tog	tʰɔːɣ
toga	tʰɔːɣa
togar	tʰɔːɣar
togara	tʰɔːɣara
togarann	tʰɔːɣaran
togaranum	tʰɔːɣaranʏm
togarar	tʰɔːɣarar
togararalli	tʰɔːɣararalɪ
togarinn	tʰɔːɣarɪn
togast	tʰɔːɣast
togað	tʰɔːɣað
togaði	tʰɔːɣaðɪ
togga	tʰɔka
toginleitur	tʰɔːjɪnleiːtʏr
togið	tʰɔjɪð
tognaði	tʰɔknaðɪ
togspili	tʰɔxspɪlɪ
togstreita	tʰɔxstreita
togstreitu	tʰɔxstreitʏ
togstyrkurinn	tʰɔxstɪr̥kʏrɪn
togum	tʰɔːɣʏm
togurum	tʰɔːɣʏrʏm
toguðu	tʰɔːɣʏðʏ
toguðust	tʰɔːɣʏðʏst
togveiðiskips	tʰɔɣvɛjðɪscɪfs
tokyo	tʰouːcʰiou
tolkiens	tʰɔl̥ciɛns
toll	tʰɔtl̥
tolla	tʰɔtla
tollar	tʰɔtlar
tollgæslu	tʰɔtl̥caistlʏ
tolli	tʰɔtlɪ
tollir	tʰɔtlɪr
tollkerfis	tʰɔtlcʰɛrvɪs
tollskrifstofunni	tʰɔtlskrɪfstɔvʏnɪ
tollstjóri	tʰɔtlstjourɪ
tollstjórn	tʰɔtlstjourtn̥
tollum	tʰɔtlʏm
tollumdæmi	tʰɔtlʏmtajːmɪ
tollur	tʰɔtlʏr
tollyfirvöld	tʰɔtlɪvɪrvœlt
tom	tʰɔːm
tombólu	tʰɔmpoulʏ
tomma	tʰɔma
tommi	tʰɔmɪ
tommu	tʰɔmʏ
tommum	tʰɔmʏm
tonn	tʰɔn
tonna	tʰɔna
tonni	tʰɔnɪ
tonnið	tʰɔnɪð
tonnum	tʰɔnʏm
topp	tʰɔhp
toppa	tʰɔhpa
toppbaráttu	tʰɔhpaːrauhtʏ
toppbaráttunni	tʰɔhparauhtʏnɪ
toppbílanna	tʰɔhpilana
toppbíll	tʰɔhpitl̥
toppbúnaður	tʰɔhpunaðʏr
toppgrind	tʰɔhpkrɪnt
topphlöðnu	tʰɔhpl̥œðnʏ
toppi	tʰɔhpɪ
toppinn	tʰɔhpɪn
topplið	tʰɔhplɪð
topplúgu	tʰɔhpluʏ
toppmaður	tʰɔhpmaðʏr
toppnum	tʰɔhpnʏm
toppstandi	tʰɔhpstantɪ
toppsæti	tʰɔhpsaitɪ
toppsætinu	tʰɔhpsaitɪnʏ
toppsætið	tʰɔhpsaitɪð
toppurinn	tʰɔhpʏrɪn
torf	tʰɔrv
torfa	tʰɔrva
torfadóttir	tʰɔrvatouhtɪr
torfadóttur	tʰɔrvatouhtʏr
torfason	tʰɔrvasɔːn
torfasona	tʰɔrvasɔːna
torfasonar	tʰɔrvasɔːnar
torfastöðum	tʰɔrvastœːðʏm
torfasyni	tʰɔrvasɪːnɪ
torfbæ	tʰɔrvpai
torfbæinn	tʰɔrvpaijɪn
torfbænum	tʰɔrvpainʏm
torfbær	tʰɔrpajr
torfi	tʰɔrvɪ
torfkirkjur	tʰɔrcʰɪr̥cʏr
torfu	tʰɔrvʏ
torfum	tʰɔrvʏm
torfunesi	tʰɔrvʏnɛsɪ
torfveggur	tʰɔrvɛkʏr
torfæru	tʰɔfairʏ
torg	tʰɔrk
torgi	tʰɔrcɪ
torginu	tʰɔrcɪnʏ
torgið	tʰɔrcɪð
torgsins	tʰɔrksɪns
torgum	tʰɔrkʏm
tormerki	tʰɔrmɛr̥cɪ
toronto	tʰourɔn̥tou
torræð	tʰɔraið
tortryggin	tʰɔr̥trɪcɪn
tortryggið	tʰɔr̥trɪcɪð
tortryggni	tʰɔr̥trɪknɪ
tortíma	tʰɔr̥tima
tortíming	tʰɔr̥timiŋk
tortímingar	tʰɔr̥timiŋkar
tortímingu	tʰɔr̥timiŋkʏ
tortímt	tʰɔr̥tim̥t
torvelt	tʰɔrvɛl̥t
tosa	tʰɔːsa
tosaði	tʰɔːsaðɪ
toskana	tʰɔskana
toskanía	tʰɔskanija
tottar	tʰɔhtar
tottaði	tʰɔhtaðɪ
toyota	tʰɔijouta
traf	tʰrav
trafala	tʰraːvala
traffik	tʰrafɪk
traktor	tʰraxtɔr
traktornum	tʰraxtɔrtnʏm
trans	tʰrans
traust	tʰrœist
trausta	tʰrœista
traustadóttir	tʰrœistatouhtɪr
traustadóttur	tʰrœjstatouhtʏr
traustan	tʰrœistan
traustar	tʰrœistar
traustari	tʰrœistarɪ
traustason	tʰrœistasɔːn
traustasyni	tʰrœjstasɪːnɪ
traustataki	tʰrœistataːcɪ
trausti	tʰrœistɪ
traustir	tʰrœistɪr
traustið	tʰrœistɪð
traustri	tʰrœistrɪ
trausts	tʰrœists
traustu	tʰrœistʏ
traustum	tʰrœistʏm
traustur	tʰrœistʏr
traustvekjandi	tʰrœistvɛːcantɪ
trauðla	tʰrœiðla
traðargil	tʰraːðarcɪl
traðirnar	tʰraːðɪtnar
traðk	tʰraθk
traðkað	tʰraθkað
traðkaði	tʰraθkaðɪ
trefilinn	tʰrɛːvɪlɪn
trefjaplast	tʰrɛfjapʰlast
trefjaplötum	tʰrɛfjapʰlœːtʏm
trefli	tʰrɛplɪ
treg	tʰrɛːɣ
trega	tʰrɛːɣa
tregatárin	tʰrɛːɣatauːrɪn
tregir	tʰreijɪr
treglega	tʰrɛɣlɛɣa
tregt	tʰrɛxt
tregur	tʰrɛːɣʏr
tregðu	tʰrɛɣðʏ
treiler	tʰreiːlɛr
trekk	tʰrɛhk
trekt	tʰrɛxt
treyja	tʰreiːja
treyju	tʰreijʏ
treyjum	tʰrɛjʏm
treyjuna	tʰreijʏna
treyjunni	tʰreijʏnɪ
treyst	tʰreist
treysta	tʰreista
treystandi	tʰreistantɪ
treysti	tʰreistɪ
treystir	tʰreistɪr
treystirðu	tʰreistɪrʏ
treystist	tʰreistɪst
treystu	tʰreistʏ
treystum	tʰreistʏm
treður	tʰrɛːðʏr
trilla	tʰrɪla
trillu	tʰrɪlʏ
trippið	tʰrɪhpɪð
trissur	tʰrɪsʏr
tristan	tʰrɪstan
trix	tʰrɪks
trjáa	tʰrjauːa
trjábolinn	tʰrjauːpɔlɪn
trjábörk	tʰrjauːpœr̥k
trjágrein	tʰrjauːkrein
trjágreinar	tʰrjauːkreinar
trjágreinum	tʰrjauːkreinʏm
trjágróðri	tʰrjauːkrouðrɪ
trjágróður	tʰrjauːkrouðʏr
trjám	tʰrjauːm
trjánna	tʰrjauna
trjánum	tʰrjauːnʏm
trjáplöntur	tʰrjauːplœn̥tʏr
trjárækt	tʰrjauːraixt
trjásneiðunum	tʰrjaːustnɛjðɔnʏm
trjátoppunum	tʰrjauːtɔhpɔnʏm
trog	tʰrɔːɣ
trogið	tʰrɔːjɪð
trollið	tʰrɔlɪð
tromma	tʰrɔma
trommararnir	tʰrɔmaratnɪr
trommari	tʰrɔmarɪ
trommarinn	tʰrɔmarɪn
trommuleikara	tʰrɔmʏleiːkara
trommuleikararnir	tʰrɔmʏlɛːjkaratnɪr
trommuleikari	tʰrɔmʏleiːkarɪ
trommuleikarinn	tʰrɔmʏlɛːjkarɪn
trommur	tʰrɔmʏr
trommurnar	tʰrɔmʏtnar
tromp	tʰrɔm̥p
trompað	tʰrɔm̥pað
trompet	tʰrɔm̥pɛt
trompetinn	tʰrɔm̥pɛtɪn
trompásinn	tʰrɔm̥pausɪn
tromsö	tʰrɔmsœ
troða	tʰrɔːða
troðfull	tʰrɔðfʏtl̥
troðfullur	tʰrɔðfʏtlʏr
troðin	tʰrɔːðɪn
troðinn	tʰrɔːðɪn
troðið	tʰrɔːðɪð
troðnar	tʰrɔðnar
troðningi	tʰrɔðniŋkɪ
troðninginn	tʰrɔðniɲcɪn
troðningnum	tʰrɔðniŋknʏm
troðningur	tʰrɔðniŋkʏr
trufla	tʰrʏpla
truflandi	tʰrʏplantɪ
truflanir	tʰrʏplanɪr
truflar	tʰrʏplar
truflað	tʰrʏplað
truflaði	tʰrʏplaðɪ
truflaður	tʰrʏplaðʏr
trufli	tʰrʏplɪ
truflun	tʰrʏplʏn
truflunum	tʰrʏplʏnʏm
trufluð	tʰrʏplʏð
trukk	tʰrʏhk
trygg	tʰrɪk
trygga	tʰrɪka
tryggan	tʰrɪkan
tryggari	tʰrɪkarɪ
tryggi	tʰrɪcɪ
tryggilega	tʰrɪcɪlɛɣa
trygging	tʰrɪciŋk
trygginga	tʰrɪciŋka
tryggingafélaga	tʰrɪciŋkafjɛːlaɣa
tryggingafélaganna	tʰrɪciŋkafjɛːlaɣana
tryggingafélagi	tʰrɪciŋkafjɛːlaijɪ
tryggingafélagið	tʰrɪciŋkafjɛːlaijɪð
tryggingafélög	tʰrɪciŋkafjɛːlœɣ
tryggingafélögin	tʰrɪciŋkafjɛːlœijɪn
tryggingamiðstöðin	tʰrɪciŋkamɪðstœðɪn
tryggingamiðstöðinni	tʰrɪciŋkamɪðstœðɪnɪ
tryggingamiðstöðvarinnar	tʰrɪciŋkamɪðstœðvarɪnar
tryggingamálaráðherra	tʰrɪciŋkamaularauːðhɛra
trygginganefndar	tʰrɪciŋkanɛmtar
tryggingar	tʰrɪciŋkar
tryggingargjald	tʰrɪciŋkarcalt
tryggingargjaldið	tʰrɪciŋkarcaltɪð
tryggingarnar	tʰrɪciŋkatnar
tryggingastofnun	tʰrɪciŋkastɔpnʏn
tryggingastofnunar	tʰrɪciŋkastɔpnʏnar
tryggingu	tʰrɪciŋkʏ
tryggingum	tʰrɪciŋkʏm
tryggir	tʰrɪcɪr
tryggja	tʰrɪca
trygglynd	tʰrɪklɪnt
trygglyndi	tʰrɪklɪntɪ
tryggt	tʰrɪxt
tryggur	tʰrɪkʏr
tryggva	tʰrɪkva
tryggvabraut	tʰrɪkvaprœit
tryggvadóttir	tʰrɪkvatouhtɪr
tryggvadóttur	tʰrɪkvatouhtʏr
tryggvagata	tʰrɪkvakaːta
tryggvagötu	tʰrɪkvakœːtʏ
tryggvason	tʰrɪkvasɔːn
tryggvasonar	tʰrɪkvasɔːnar
tryggvasyni	tʰrɪkvasɪːnɪ
tryggvi	tʰrɪkvɪ
tryggð	tʰrɪɣð
tryggðar	tʰrɪɣðar
tryggði	tʰrɪɣðɪ
tryggðir	tʰrɪɣðɪr
tryggðu	tʰrɪɣðʏ
tryggður	tʰrɪɣðʏr
tryllist	tʰrɪtlɪst
tryllt	tʰrɪl̥t
trylltan	tʰrɪl̥tan
trylltist	tʰrɪl̥tɪst
trylltum	tʰrɪl̥tʏm
tryðu	tʰrɪːðʏ
trássi	tʰrausɪ
tré	tʰrjɛː
trébekk	tʰrjɛːpɛhk
trébrú	tʰrjɛːpru
trébrúna	tʰrjɛːpruna
trégrind	tʰrjɛːkrɪnt
trégólfinu	tʰrjɛːkoulvɪnʏ
tréhnakkar	tʰrjɛːn̥ahkar
trékallana	tʰrjɛːkatlana
trékvartil	tʰrjɛːkʰvartɪl
trékyllisvík	tʰrjɛːcɪtlɪsviːk
trén	tʰrjɛːn
trénu	tʰrjɛːnʏ
trés	tʰrjɛːs
trésins	tʰrjɛːsɪns
tréskurður	tʰrjɛːskʏrðʏr
trésmiðja	tʰrjɛːsmɪðja
trésmiður	tʰrjɛːsmɪðʏr
trésmiðurinn	tʰrjɛːsmɪðʏrɪn
trésmíði	tʰrjɛːsmiðɪ
tréstubba	tʰrjɛstʏpa
tréð	tʰrjɛːð
trítla	tʰrihtla
trítlaði	tʰrihtlaðɪ
tríó	tʰriːjou
tríói	tʰriːjouɪ
tríóinu	tʰriːjouɪnʏ
tríóið	tʰriːjouɪð
tríósins	tʰriːjousɪns
tróju	tʰrouːjʏ
trónir	tʰrouːnɪr
trónuðu	tʰrouːnʏðʏ
tróð	tʰrouːð
tróðst	tʰrouðst
tróðu	tʰrouːðʏ
tróðust	tʰrouːðʏst
tröll	tʰrœtl̥
trölladeig	tʰrœtlateiːɣ
tröllahópnum	tʰrœtlahouhpnʏm
tröllatrú	tʰrœtlatruː
tröllaukna	tʰrœtlœihkna
tröllin	tʰrœtlɪn
trönubyggingar	tʰrœːnʏpɪciŋkar
tröppu	tʰrœhpʏ
tröppum	tʰrœhpʏm
tröppuna	tʰrœhpʏna
tröppunni	tʰrœhpʏnɪ
tröppunum	tʰrœhpɔnʏm
tröppur	tʰrœhpʏr
tröppurnar	tʰrœhpʏtnar
tröð	tʰrœːð
tröðina	tʰrœːðɪna
trú	tʰruː
trúa	tʰruːa
trúandi	tʰruːantɪ
trúar	tʰruːar
trúarbragða	tʰruːarpraɣða
trúarbrögð	tʰruːarprœɣð
trúarbrögðum	tʰruːarprœɣðʏm
trúarefnum	tʰruːarɛpnʏm
trúarhreyfinga	tʰruːar̥ɛːjviŋka
trúarhugmyndir	tʰruːarhʏɣmɪntɪr
trúarinnar	tʰruːarɪnar
trúarleg	tʰruːarlɛɣ
trúarlega	tʰruːarlɛɣa
trúarlegri	tʰruːarlɛɣrɪ
trúarlegt	tʰruːarlɛxt
trúarlegum	tʰruːarlɛɣʏm
trúarofstæki	tʰruːarɔfstajcɪ
trúarreglu	tʰruːarɛklʏ
trúarstefin	tʰruːarstɛːvɪn
trúað	tʰruːað
trúaður	tʰruːaðʏr
trúboð	tʰruːpɔð
trúboða	tʰruːpɔða
trúboðarnir	tʰruːpɔðatnɪr
trúboði	tʰruːpɔðɪ
trúboðinn	tʰruːpɔðɪn
trúboðsherferðar	tʰruːpɔðshɛr̥fɛrðar
trúbrots	tʰruːprɔts
trúfélaga	tʰruːfjɛlaɣa
trúi	tʰruːɪ
trúin	tʰruːɪn
trúir	tʰruːɪr
trúirðu	tʰruːɪrʏ
trúið	tʰruːɪð
trúlausra	tʰruːlœisra
trúlega	tʰruːlɛɣa
trúlegt	tʰruːlɛxt
trúleysingja	tʰruːleisiɲca
trúleysingjar	tʰruːleisiɲcar
trúlofuninni	tʰruːlɔvʏnɪnɪ
trúlofuð	tʰruːlɔvʏð
trúmennsku	tʰruːmɛnskʏ
trúmál	tʰruːmaul
trúmálum	tʰruːmaulʏm
trúna	tʰruːna
trúnað	tʰruːnað
trúnaðar	tʰruːnaðar
trúnaðarmaður	tʰruːnaðarmaːðʏr
trúnaðarmál	tʰruːnaðarmauːl
trúnaðarstarfa	tʰruːnaðarstarva
trúnaðarstörf	tʰruːnaðarstœrv
trúnaðarstörfum	tʰruːnaðarstœrvʏm
trúnaðarsími	tʰruːnaðarsiːmɪ
trúnaðartraust	tʰruːnaðartʰrœist
trúnaðartrausts	tʰruːnaðartʰrœists
trúnaðartóni	tʰruːnaðartʰouːnɪ
trúnaði	tʰruːnaðɪ
trúnaður	tʰruːnaðʏr
trúnni	tʰrunɪ
trúr	tʰruːr
trútt	tʰruht
trúum	tʰruːʏm
trúuð	tʰruːʏð
trúuðu	tʰruːʏðʏ
trúverðug	tʰruːvɛrðʏɣ
trúverðugar	tʰruːvɛrðʏɣar
trúverðugleika	tʰruːvɛrðʏɣleika
trúverðugt	tʰruːvɛrðʏxt
trúverðugur	tʰruːvɛrðʏɣʏr
trúðar	tʰruːðar
trúði	tʰruːðɪ
trúðu	tʰruːðʏ
trúðum	tʰruːðʏm
trúður	tʰruːðʏr
trýna	tʰriːna
trýni	tʰriːnɪ
trýninu	tʰriːnɪnʏ
trýnu	tʰriːnʏ
tug	tʰʏːɣ
tuga	tʰʏːɣa
tuggið	tʰʏcɪð
tuggði	tʰʏɣðɪ
tugi	tʰʏːjɪ
tugir	tʰʏːjɪr
tugmilljóna	tʰʏɣmɪljouna
tugum	tʰʏːɣʏm
tugur	tʰʏːɣʏr
tugþraut	tʰʏxθrœit
tugþúsundir	tʰʏxθusʏntɪr
tukt	tʰʏxt
tuldra	tʰʏltra
tuldrandi	tʰʏltrantɪ
tuldrar	tʰʏltrar
tuldraði	tʰʏltraðɪ
tuldur	tʰʏltʏr
tulinius	tʰuːlɪnijʏs
tuma	tʰʏːma
tumason	tʰʏːmasɔːn
tumi	tʰʏːmɪ
tundri	tʰʏntrɪ
tundurdufl	tʰʏntʏrtʏfl̥
tunga	tʰuŋka
tungan	tʰuŋkan
tungl	tʰuŋl
tungla	tʰuŋla
tungli	tʰuŋklɪ
tunglinu	tʰuŋlɪnʏ
tunglið	tʰuŋlɪð
tungls	tʰuŋls
tunglsins	tʰuŋlsɪns
tunglskini	tʰuŋlscɪnɪ
tunglskininu	tʰuŋlscɪnɪnʏ
tunglskinið	tʰuŋlscɪnɪð
tunglsljósi	tʰuŋlstljousɪ
tunglsljósinu	tʰuŋlstljousɪnʏ
tunglsljósið	tʰuŋlstljousɪð
tungltímatal	tʰuŋltʰimatʰaːl
tunglum	tʰuŋlʏm
tungnaá	tʰuŋnaaːu
tungnár	tʰuŋn̥aur
tungu	tʰuŋkʏ
tungubroddinum	tʰuŋkʏprɔtɪnʏm
tungudal	tʰuŋkʏtaːl
tunguhreppi	tʰuŋkʏr̥ɛhpɪ
tungum	tʰuŋkʏm
tungumál	tʰuŋkʏmauːl
tungumála	tʰuŋkʏmauːla
tungumálakennslu	tʰuŋkʏmaulacɛnstlʏ
tungumálakunnáttu	tʰuŋkʏmaulakʏnauhtʏ
tungumáli	tʰuŋkʏmauːlɪ
tungumálinu	tʰuŋkʏmauːlɪnʏ
tungumálið	tʰuŋkʏmauːlɪð
tungumáls	tʰuŋkʏmauls
tungumálsins	tʰuŋkʏmaulsɪns
tungumálum	tʰuŋkʏmauːlʏm
tunguna	tʰuŋkʏna
tungunnar	tʰuŋkʏnar
tungunni	tʰuŋkʏnɪ
tungur	tʰuŋkʏr
tungutak	tʰuŋkʏtaːk
tungutalið	tʰuŋkʏtʰaːlɪð
tunguvegi	tʰuŋkʏveiːjɪ
tunna	tʰʏna
tunnu	tʰʏnʏ
tunnuna	tʰʏnʏna
tunnunni	tʰʏnʏnɪ
tunnur	tʰʏnʏr
tunnurnar	tʰʏnʏtnar
turbo	tʰurpou
turn	tʰʏrtn̥
turna	tʰʏrtna
turnar	tʰʏrtnar
turnarnir	tʰʏrtnatnɪr
turnherbergi	tʰʏrtn̥hɛrpɛcɪ
turni	tʰʏrtnɪ
turninn	tʰʏrtnɪn
turninum	tʰʏrtnɪnʏm
turnum	tʰʏrtnʏm
turnunum	tʰʏrtnɔnʏm
tusku	tʰʏskʏ
tuskunum	tʰʏskɔnʏm
tuskur	tʰʏskʏr
tuskurnar	tʰʏskʏtnar
tussa	tʰʏsa
tutl	tʰʏtl
tuttugasta	tʰʏhtʏɣasta
tuttugasti	tʰʏhtʏɣastɪ
tuttugu	tʰʏhtʏɣʏ
tuttugustu	tʰʏhtʏɣʏstʏ
tuða	tʰʏːða
tuðar	tʰʏːðar
tuðaði	tʰʏːðaðɪ
tveggja	tʰvɛca
tveim	tʰvɛːm
tveimur	tʰvɛːmʏr
tveir	tʰveiːr
tvenn	tʰvɛn
tvenna	tʰvɛna
tvennar	tʰvɛnar
tvenndir	tʰvɛntɪr
tvennir	tʰvɛnɪr
tvenns	tʰvɛns
tvennt	tʰvɛn̥t
tvennu	tʰvɛnʏ
tvennum	tʰvɛnʏm
tvinna	tʰvɪna
tvist	tʰvɪst
tvista	tʰvɪsta
tvisvar	tʰvɪːsvar
tvo	tʰvɔː
tvær	tʰvaiːr
tvíbreitt	tʰviːpreiht
tvíbura	tʰviːpʏra
