'day	daɪ̯
mangaway	mɐŋawaɪ̯
manggagantso	mɐŋɡɐɰant͡ʃo
manggantso	mɐŋɡant͡ʃo
manggas	mɐŋɡas
manggulo	mɐŋɡʊlo
manghalik	mɐŋhɐlik
manghawa	mɐŋhawɐ
manghimasok	mɐŋhɪmasok
manghuhula	mɐŋhʊhulɐʔ
manghula	mɐŋhulɐʔ
manghusga	mɐŋhʊsɡa
manghuthot	mɐŋhʊthot
mangikil	mɐŋixɪl
mangilit	mɐŋilɪt
manginginom	mɐŋɪŋinom
mangingisda	mɐŋɪŋɪsdaʔ
mangisay	mɐŋisaɪ̯
mangisda	mɐŋɪsdaʔ
mangitlog	mɐŋɪtloɡ
mangkukulam	mɐŋkʊxulɐm
manglicmot	mɐŋlikmot
mangmang	mɐŋmaŋ
mangoba	mɐŋobɐ
mangobra	mɐŋobɾɐ
mangopya	mɐŋopjɐ
mangubra	mɐŋʊbɾa
manguiat	maŋɪɐt
mangulabnan	mɐŋʊlabnɐn
mangulangot	mɐŋʊlaŋot
mangupit	mɐŋupɪt
mangutang	mɐŋutɐŋ
manhid	mɐŋhid
maniago	mɐniɐɰo
maniego	mɐɲeɰo
manigarilyo	mɐnɪɰɐɾiljo
manikin	mɐnɪxin
manilaw	mɐnilaʊ̯
manilip	mɐnilɪp
manindigan	mɐnɪndiɰɐn
maniobra	mɐniobɾɐ
maniquiz	mɐnixɪs
manlaban	mɐnlɐban
manlait	mɐnlaʔɪt
manlalakbay	mɐnlɐlɐkbaɪ̯
manlalaro	mɐnlɐlaɾoʔ
manlangit	mɐnlaŋɪt
manlapaz	mɐnlapɐs
manlapig	mɐnlapɪɡ
manligaw	mɐnliɰaʊ̯
manliligaw	mɐnlɪliɰaʊ̯
manlililok	mɐnlɪlilok
manloko	mɐnloxo
manloloko	mɐnloloxo
manlutac	mɐnlutɐk
manok	mɐnok
manrique	mɐnɾixe
mansanas	mɐnsanɐs
mansanitas	mɐnsɐnitɐs
mansiyon	mɐnʃon
mantika	mɐntixɐʔ
manuhol	mɐnuhol
manuntok	mɐnʊntok
manunugal	mɐnʊnuɰɐl
manyak	maɲɐk
mapagmatyag	mɐpɐɡmɐt͡ʃaɡ
mapagsamantala	mɐpɐɡsɐmɐntɐla
mapahiya	mɐpɐhɪaʔ
mapalad	mɐpalɐd
mapanghusga	mɐpaŋhʊsɡa
mapangutya	mɐpaŋʊt͡ʃaʔ
mapaniil	mɐpɐnɪil
mapera	mɐpeɾɐ
mapusyaw	mɐpʊʃɐu
maralit	mɐɾalɪt
maramot	mɐɾamot
marani	mɐɾɐniʔ
marapao	mɐɾapɐo
maravilla	mɐɾɐbiljɐ
marbella	mɐɾbellɐ
marcial	maɾʃɐl
mariko	mɐɾixo
marinduque	mɐɾɪnduxe
mariseko	mɐɾɪsexo
maristela	mɐɾɪstelɐ
marites	maɾɪtes
mariñas	mɐɾiɲɐs
marquinez	mɐɾkines
martilyo	mɐɾtiljo
martinez	mɐɾtines
marungis	mɐɾuŋɪs
marupok	mɐɾʊpok
masabon	masɐbon
masabon	mɐsɐbon
masahiro	mɐsɐhiɾo
masaker	mɐsaxeɾ
masamid	masɐmid
masangcay	mɐsaŋkaɪ̯
masangkay	mɐsaŋkaɪ̯
maselan	mɐselɐn
maski	mɐski
masukal	mɐsuxɐl
masurot	mɐsuɾot
masyado	mɐʃɐdo
mata	mɐta
mataasnakahoy	mɐtɐʔasnɐxɐhoɪ̯
matae	mɐtɐʔe
matalo	mɐtalo
matatakutin	mɐtɐtɐxʊtin
matauhan	mɐtɐʔuhɐn
matematika	mɐtematɪxa
materyalismo	mɐteɾjɐlismo
matibag	mɐtibɐɡ
matigas	mɐtɪɰas
matisod	mɐtisod
matrapik	mɐtɾapɪk
matunog	mɐtʊnoɡ
maulan	mɐʔʊlan
mauleon	maʊ̯leon
maunahan	maʊ̯nahɐn
maya	majɐ
maybahay	maɪ̯bahaɪ̯
mayuga	mɐjuɰɐ
mayumi	mɐjumɪ
mañago	mɐɲɐɰo
mañalac	mɐɲɐlɐk
medalya	medaljɐ
medina	medinɐ
megan	meɰɐn
megumi	meɰumɪ
mejia	mehiɐ
mekanismo	mexɐnismo
mendoza	mendosɐ
menorca	menoɾkɐ
mental	mentɐl
meryenda	meɾjendɐ
mesa	mesɐ
mga	mɐŋa
michelena	mɪt͡ʃelenɐ
michiko	mɪt͡ʃixo
midori	mɪdoɾɪ
mijares	mɪd͡ʒaɾes
mikiko	mɪxiko
miklawas	mɪklawɐs
miksipat	mɪksɪpat
milagro	mɪlaɡɾo
militante	mɪlɪtante
militar	mɪlɪtaɾ
milya	miljɐ
minako	mɪnaxo
minami	mɪnamɪ
mindanao	mɪndanaʊ̯
mindanaw	mɪndanaʊ̯
mingming	mɪŋmiŋ
minviluz	mɪnbilʊs
miranda	mɪɾandɐ
misako	mɪsaxo
misteryo	mɪsteɾjo
misteryoso	mɪsteɾjoso
misyon	mɪʃon
mitsa	mɪt͡ʃa
miyembro	mjembɾo
miyuki	mjʊxɪ
modernisasyon	modeɾnɪsɐʃon
moises	moɪ̯ses
monako	monɐxo
mondragon	mondɾaɰon
monica	monɪxɐ
monopolisasyon	monopolɪsɐʃon
montealegre	monteɐleɡɾe
montecalvo	montexalbo
montejo	ʔɐlkaɪ̯de
montillano	montɪllano
montinola	montɪnolɐ
montoya	montojɐ
motoko	motoxo
mukha	mʊkhaʔ
mukha	mʊxaʔ
mulapik	mʊlapɪk
mulkaphay	mʊlkɐphaɪ̯
munggo	mʊŋɡo
mura	muɾɐ
mursiko	mʊɾsixo
musika	musɪxɐ
musoleyo	mʊsolejo
mustasa	mʊstasɐ
mutuc	mutʊk
muñoz	mʊɲos
nabasa	nabasɐ
nabasa	nabɐsaʔ
nabasa	nɐbasɐ
nabasa	nɐbɐsaʔ
nacpil	nakpɪl
nagbabaon	nɐɡbɐbaʔon
nagbabaon	nɐɡbɐbɐʔon
nagbaon	nɐɡbaʔon
nagbaon	nɐɡbɐʔon
nakakaalarma	nɐxɐkɐɐlaɾmɐ
nakakabingi	nɐxɐkɐbɪŋi
nakakabobo	nɐxɐkɐbobo
nakakabuwisit	nɐxɐkɐbwisɪt
nakakabwisit	nɐxɐkɐbwisɪt
nakakahawa	nɐxɐkɐhawɐ
nakakaintriga	nɐxɐkɐʔɪntɾiɰɐ
nakakaloko	nɐxɐkɐloxo
nakakatakot	nɐxɐkɐtaxot
nakamulaga	nɐxɐmʊlɐɰaʔ
nakawin	nɐxawɪn
nakibahagi	mɐxɪbɐhaɰɪʔ
nako	nɐxo
nakpil	nakpɪl
naku	nɐxu
naman	nɐman
nancy	nansɪ
nangka	nɐŋkaʔ
nanlilimahid	nɐnlɪlɪmahɪd
naoko	naoxo
naomi	naomɪ
naptalina	nɐptɐlinɐ
narvaez	nɐɾbaes
nasaan	nasɐn
nasaan	nasɐʔan
natae	natɐʔe
natae	nɐtɐʔe
natsuko	nɐt͡ʃuxo
natural	nɐtʊɾal
navoa	naboɐ
negosasyon	neɰosɐʃon
negosyador	neɰoʃɐdoɾ
negosyante	neɰoʃɐnte
negra	neɡɾɐ
ngalan	ŋalɐn
nganga	ŋaŋɐʔ
nganga	ŋɐŋa
ngayon	ŋɐjon
ngimay	ŋimaɪ̯
nguya	ŋujɐʔ
nibel	nɪbel
nicdao	nikdɐo
nietes	ɲetes
niknik	nɪknik
nikotina	nɪxotinɐ
nilabasan	nɪlɐbɐsan
nilabhan	nɪlɐbhan
ninang	ninɐŋ
ninyo	nɪɲɔ
niyo	ɲo
niyog	ɲoɡ
nobela	nobelɐ
nobleza	noblesɐ
nobuhisa	nobʊhisɐ
noriega	noɾjeɰɐ
noriko	noɾixo
norwega	noɾweɰɐ
noypi	noɪ̯pɪ
obligacion	ʔoblɪɰaʃon
ocampo	ʔoxampo
olaguer	ʔolaɰeɾ
olaivar	ʔolaɪ̯bɐɾ
olalia	ʔolalɪɐ
olanda	ʔolandɐ
olats	ʔolat͡s
olayvar	ʔolaɪ̯bɐɾ
oliba	ʔolibɐ
oligarka	ʔolɪɰaɾkɐ
oligarkiya	ʔolɪɰɐɾkiɐ
oligopolyo	ʔolɪɰopoljo
oliva	ʔolibɐ
olivares	ʔolɪbaɾes
olivera	ʔolɪbeɾɐ
oliveros	ʔolɪbeɾos
olongapo	ʔoloŋɐpo
ongkiko	ʔoŋkixo
onomastika	ʔonomastɪxa
opasidad	ʔopɐsɪdad
opeña	ʔopeɲɐ
opisyales	ʔopɪʃɐles
oportunista	ʔopoɾtʊnistɐ
opyum	ʔopjʊm
oracion	ʔoɾaʃon
orasyon	ʔoɾɐʃon
ordenansa	ʔoɾdenansɐ
orendain	ʔoɾendaɪ̯n
oribello	ʔoɾɪbello
orkid	ʔoɾkɪd
ortega	ʔoɾteɰɐ
osamu	ʔosamʊ
paa	pɐʔa
paasa	pɐʔasɐ
pabor	pɐboɾ
paborito	pɐboɾable
pacana	pɐxanɐ
pacaña	pɐxaɲɐ
pader	pɐdeɾ
padilla	pɐdiljɐ
padrino	pɐdɾino
pag	pɐɡ
pagala	pɐɰalɐʔ
pagbabasa	pɐɡbɐbɐsa
pagbabasa	pɐɡbɐbɐsaʔ
pagbasehan	pɐɡbɐsehɐn
pagbati	pɐɡbatɪʔ
pagbati	pɐɡbɐti
pagbubukid	pɐɡbʊbuxɪd
pagbubuntis	pɐɡbʊbʊntis
pagcaliwagan	pɐɡkɐlɪwaɰɐn
pagdilao	pɐɡdilaʊ̯
pagdinig	pɐɡdɪniɡ
pagdudahan	pɐɡdʊdahɐn
paggatas	pɐɡɡatɐs
paggiba	pɐɡɡɪbaʔ
paghahabol	pɐɡhɐhabol
paghuhukom	pɐɡhʊhʊxom
pagi	paɰɪ
pagitan	pɐɰitɐn
pagka	pɐɡka
pagkabilanggo	pɐɡkɐbɪlɐŋɡoʔ
pagkabuhay	pɐɡkabuhaɪ̯
pagkabuhay	pɐɡkɐbuhaɪ̯
pagkabuhay	pɐɡkɐbʊhaɪ̯
pagkaigkasin	pɐɡkɐʔɪɡkasɪn
pagkakataon	pɐɡkɐxɐtɐʔon
pagkapangulo	pɐɡkapɐŋulo
pagmamadali	pɐɡmɐmɐdɐliʔ
pagnanakaw	pɐɡnɐnaxaʊ̯
pagpag	pɐɡpaɡ
pagsamantalahan	pɐɡsɐmɐntɐlɐhan
pagsanjan	pɐɡsɐŋhan
pagsasabansa	pɐɡsɐsɐbɐnsaʔ
pagsasaka	pɐɡsɐsaxɐ
pagsuway	pɐɡswaɪ̯
pagtae	pɐɡtaʔe
pagtakhan	pɐɡtakhɐn
pagtakpan	pɐɡtɐkpan
pagtalikod	pɐɡtɐlixod
pagtaluhan	pɐɡtɐluhɐn
pagtalunan	pɐɡtɐlunɐn
pagtalunan	pɐɡtɐlʊnan
pagtawanan	paɡtɐwanɐn
pagtripan	pɐɡtɾɪpan
pagtutulungan	pɐɡtʊtʊlʊŋan
paguia	paɡjɐ
pahamak	pɐhamɐk
pahina	pahɪnɐ
pahinga	pɐhɪŋa
pahintulot	pɐhɪntulot
pahiyain	pɐhɪɐʔin
pain	paʔɪn
pajares	pɐd͡ʒaɾes
pakla	pɐkla
pako	paxoʔ
pako	pɐxoʔ
pakulo	pɐxʊloʔ
pakupya	pɐxʊpjaʔ
pala	palɐ
pala	palɐʔ
pala	pɐla
pala	pɐlaʔ
palaaway	pɐlɐʔɐwaɪ̯
palabas	pɐlɐbas
palabasa	pɐlɐbɐsa
palabasan	palɐbasɐn
palaboy	pɐlaboɪ̯
palacol	pɐlaxol
palafox	pɐlafoks
palahaw	pɐlahaʊ̯
palaisipan	pɐlaɪ̯sɪpan
palaka	pɐlɐxaʔ
palakol	pɐlɐxol
palaman	pɐlɐman
palamuti	pɐlɐmʊtiʔ
palansak	pɐlɐnsak
palasihayan	pɐlɐsɪhajɐn
palasihayanan	pɐlasihɐjɐnan
palaspas	pɐlɐspas
palayan	pɐlɐjan
palayasin	pɐlɐjasɪn
palda	paldɐ
palikuran	palɪxuɾɐn
palima	pɐlimɐ
palisoc	pɐlisok
palit	pɐlit
palitada	pɐlɪtadɐ
palitadahan	pɐlɪtɐdahɐn
palitan	pɐlitɐn
palitan	pɐlɪtan
paliwanag	pɐlɪwanɐɡ
palomares	pɐlomaɾes
pamahalaan	pɐmɐhɐlaan
pamahiin	pamɐhiʔɪn
pamahiin	pamɐhɪʔin
pamahiin	pɐmɐhɪʔin
pamalo	pɐmaloʔ
pamamahagi	pɐmɐmɐhaɰɪʔ
pamamanhikan	pɐmɐmɐŋhixɐn
pamamaril	pɐmɐmɐɾil
pamaypay	pɐmaɪ̯paɪ̯
pambansa	pɐmbɐnsaʔ
pambati	pɐmbɐti
pambilo	pɐmbɪlo
pamilyar	pɐmɪljaɾ
pamilyaridad	pɐmɪljɐɾɪdad
pamimilosopo	pɐmɪmɪlosopo
paminta	pɐmɪnta
pamintuan	pɐmintʊɐn
panalangin	pɐnɐlaŋɪn
panalo	pɐnalo
pananabotahe	pɐnɐnɐbotahe
pananagutan	pɐnɐnɐɰutɐn
pananawagan	pɐnɐnɐwaɰɐn
pananim	pɐnɐnim
pandaigdig	pɐndaɪ̯ɡdiɡ
pandemya	pɐndemjɐ
pandikit	pɐndɪxit
pandiwa	pɐndiwɐʔ
panelo	pɐnelo
pangako	pɐŋaxoʔ
pangalan	pɐŋalɐn
pangangasiwa	pɐŋɐŋɐsiwɐʔ
pangatnig	pɐŋɐtniɡ
panggupit	pɐŋɡʊpit
panghalip	pɐŋhɐlip
panghimasukan	pɐŋhɪmɐsuxɐn
panghimpapawid	pɐŋhɪmpɐpɐwid
pangkaraniwan	pɐŋkɐɾɐniwɐn
pangngalan	pɐŋŋalɐn
pangulo	pɐŋulo
panguman	pɐŋʊman
panhik	pɐŋhik
panibughuin	pɐnɪbʊɡhuʔɪn
paninigarilyo	pɐnɪnɪɰɐɾiljo
panirahan	panɪɾahɐn
panirahanan	pɐnɪɾɐhanɐn
panitikan	panɪtɪxan
panlaqui	pɐnlaxɪ
panlikod	pɐnlɪxod
panlikuran	panlɪxʊɾan
panlinis	pɐnlinɪs
panlipunan	pɐnlipunɐn
pansamantala	pɐnsɐmɐntɐla
pansin	pɐnsin
pantablay	pɐntɐblaɪ̯
pantig	pantɪɡ
pantoja	pɐntohɐ
panukala	pɐnʊxalɐʔ
papagayo	pɐpɐɰajo
papagtaluhan	papɐɡtɐluhɐn
papagtalunan	papɐɡtɐlunɐn
papagtalunan	papɐɡtɐlʊnan
papagtawanan	papɐɡtɐwanɐn
papansin	pɐpansɪn
papasyalan	papɐʃɐlan
papaya	pɐpajɐ
paraan	pɐɾɐʔan
parada	pɐɾadɐ
paragas	pɐɾaɰɐs
paraikit	pɐɾɐʔɪxit
parayno	pɐɾaɪ̯no
pareño	pɐɾeɲo
pari	paɾɪʔ
parilla	pɐɾillɐ
parinig	pɐɾɪniɡ
parke	pɐɾke
parreño	pɐɾeɲo
parusa	pɐɾusɐ
pasakalye	pɐsɐxalje
pasaway	pɐsawaɪ̯
pasay	pasaɪ̯
pasig	pasɪɡ
pasista	pɐsistɐ
pasiya	pɐʃa
pasko	pɐsko
paskuwa	pɐskuɐ
pasonanca	pɐsonaŋkɐ
pastol	pɐstol
pastor	pɐstoɾ
pastora	pɐstoɾɐ
pastulan	pɐstulɐn
pasugalan	pasʊɰalɐn
pasuguan	pɐsʊɰuʔɐn
pasukan	pɐsuxɐn
pasukan	pɐsʊxan
pasulo	pɐsulo
pasyal	pɐʃal
pasyalan	pɐʃɐlɐn
pasyente	pɐʃente
patahian	pɐtɐhiʔɐn
patatas	pɐtatɐs
patayin	pɐtɐjin
patiag	pat͡ʃɐɡ
patibong	pɐtɪboŋ
pating	pɐtiŋ
patintero	pɐtɪnteɾo
patiño	pɐtiɲo
patnubay	pɐtnubaɪ̯
patutsada	pɐtʊt͡ʃadɐ
paupahan	paʊ̯pahɐn
paupahan	paʊ̯pɐhan
pawatas	pɐwɐtas
pawikan	pɐwixɐn
pawis	pawɪs
pawis	pɐwis
pawisan	pɐwisɐn
pawisan	pɐwɪsan
payapa	pɐjapɐʔ
payatot	pɐjatot
paypay	paɪ̯paɪ̯
payumo	pɐjumo
paz	pɐs
pekas	pexɐs
peke	pexeʔ
peking	pexɪŋ
peklat	peklɐt
pekulyar	pexʊljaɾ
pekulyaridad	pexʊljɐɾɪdad
pelikula	pelixʊla
peluka	peɾuxɐ
penikula	penixʊla
peninsula	peninsʊla
peninsulares	peninsʊlaɾes
penitensiya	penɪtenʃa
pensiyon	penʃon
pensiyonado	penʃonado
peras	peɾɐs
perera	peɾeɾɐ
perlas	peɾlɐs
perya	peɾjɐ
pestisidyo	pestɪsid͡ʒo
peñaflor	peɲɐfloɾ
peñaflorida	peɲɐfloɾidɐ
peñaranda	peɲɐɾandɐ
pg	pid͡ʒɪ
piga	pɪɰaʔ
pigain	pɪɰɐʔin
pigsa	pɪɡsa
pigsa	pɪɡsaʔ
pihikan	pɪhixɐn
pilantik	pɪlɐntik
pilantropo	pɪlantɾopo
pilapil	pɪlapɪl
pilat	pilɐt
pilipinas	pɪlɪpinɐs
pilosopiya	pɪlosopiɐ
pilosopo	pɪlosopo
piloto	pɪloto
pinaghihinalaan	pɪnɐɡhɪhɪnɐlaɐn
pinagsamantalahan	pɪnɐɡsɐmɐntɐlɐhan
pinagtaluhan	pɪnaɡtɐluhɐn
pinagtalunan	pɪnaɡtɐlunɐn
pinagtalunan	pɪnaɡtɐlʊnan
pinagtawanan	pɪnaɡtɐwanɐn
pinapagtaluhan	pɪnapɐɡtɐluhɐn
pinapagtalunan	pɪnapɐɡtɐlunɐn
pinapagtalunan	pɪnapɐɡtɐlʊnan
pinapagtawanan	pɪnapɐɡtɐwanɐn
pinapasyalan	pɪnapɐʃɐlan
pinas	pɪnas
pinasyalan	pɪnɐʃɐlan
pindot	pɪndot
pinggan	pɪŋɡan
pinlac	pinlɐk
pinlandiya	pɪnland͡ʒa
pinlandya	pɪnland͡ʒɐ
pinsan	pinsɐn
pintakasi	pɪntɐxasɪ
pintuan	pɪntuʔɐn
pinya	pɪɲa
pipi	pipɪ
pipi	pipɪʔ
pipi	pɪpi
pipi	pɪpiʔ
piraso	pɪɾaso
pirmahan	pɪɾmɐhan
pirurutong	pɪɾʊɾutoŋ
pisan	pisɐn
pisan	pɪsan
piskal	pɪskal
piskalya	pɪskaljɐ
piskalya	pɪskɐlja
pisngi	pɪsŋi
pista	pɪsta
pistola	pɪstolɐ
pitumbuko	pɪtumbʊxo
pitumpu	pɪtumpuʔ
piyano	pjɐno
piyo	pjoʔ
pizarro	pɪsaɾɾo
plais	plaɪ̯s
plakard	plaxɐɾd
planas	planɐs
planeta	plɐnetɐ
planetaryum	plɐnetaɾjʊm
plapla	plaplɐ
plaslayt	plaslaɪ̯t
plastik	plastɪk
platito	plɐtito
plawta	plaʊ̯tɐ
policarpio	polɪxaɾpjo
polintan	polintɐn
politika	politɪxa
politikal	politɪxal
politikal	polɪtɪxal
politiko	politɪxo
polonya	poloɲɐ
ponema	ponemɐ
poon	pʊn
portugal	poɾtʊɰal
portuges	poɾtʊɰes
posas	posɐs
post	poʊst
potensiyal	potenʃal
prangka	pɾaŋkɐ
praning	pɾanɪŋ
prayoridad	pɾɐjoɾidɐd
presensiya	pɾesenʃa
pribilehiyo	pɾɪbɪlehio
probinsiyano	pɾobɪnʃano
proklamasyon	pɾoklɐmɐʃon
propagandista	pɾopɐɰɐndistɐ
propesyon	pɾopeʃon
propesyonal	pɾopeʃonal
propesyonalismo	pɾopeʃonɐlismo
protekta	pɾotektɐ
prudente	pɾʊdente
pua	pʊɐ
puday	pʊdaɪ̯
pudpod	pʊdpod
pugad	puɰɐd
pugo	puɰoʔ
pugok	pʊɰok
pugon	pʊɰon
pugot	pʊɰot
pugutan	pʊɰutɐn
puhunan	pʊhunɐn
puke	puxe
puke	puxeʔ
puki	puxɪ
puki	puxɪʔ
pukyutan	pʊkjutɐn
pulahan	pʊlɐhan
pulbura	pʊlbʊɾa
pulgada	pʊlɡadɐ
pulgas	pʊlɡas
pulikat	pʊlixɐt
pulis	pʊlis
pulmonya	pʊlmoɲa
pulo	pʊloʔ
pulot	pʊlot
pulubi	pʊlubɪ
pulutan	pʊlutɐn
pumarada	pʊmɐɾadɐ
pumatay	pʊmɐtaɪ̯
pumula	pʊmʊla
pumutok	pʊmʊtok
pundasyon	pʊndaʃon
pundido	pʊndido
punerarya	pʊneɾaɾjɐ
punongbayan	pʊnoŋbajɐn
punongkahoy	pʊnoŋkahoɪ̯
punsalang	pʊnsalɐŋ
punso	pʊnso
punso	pʊnsoʔ
puntahan	pʊntɐhan
puntirya	pʊntɪɾja
punzalan	pʊnsalɐn
pusa	pusɐʔ
pusod	pʊsod
puson	pʊson
pusta	pʊsta
pustahan	pʊstahɐn
pustiso	pʊstiso
pusyaw	pʊʃau
putakti	pʊtɐkti
puwas	pwas
puwes	pwes
puyat	pujɐt
puyat	pʊjat
puyod	pʊjod
quezon	kxeson
quiambao	kjɐmbaʊ̯
quiapo	kjɐpoʔ
quimpo	kximpo
quintos	kxintos
quirante	kxɪɾante
quisumbing	kxɪsumbɪŋ
quitain	kxitaɪ̯n
quiñones	kxɪɲones
racelis	ɾɐselɪs
ragas	ɾaɰɐs
ragasa	ɾɐɰasɐ
ragsak	ɾɐɡsak
ragudo	ɾɐɰudo
raha	ɾahɐ
rajah	ɾahɐ
raket	ɾaxet
rali	ɾalɪ
raliyista	ɾɐlɪjistɐ
rambulan	ɾɐmbulɐn
rason	ɾɐson
raw	ɾaʊ̯
reaño	ɾeɐɲo
rebentador	ɾebentɐdoɾ
rebisa	ɾebɪsa
regala	ɾeɰalɐ
rehas	ɾehɐs
rehimen	ɾehɪmen
rekisito	ɾexɪsito
rekisitos	ɾexɪsitos
relihiyon	ɾelɪhɪon
remolatsa	ɾemolat͡ʃɐ
remulla	ɾemullɐ
reodica	ɾeodixɐ
replyan	ɾeplɐjan
resistensya	ɾesɪstenʃɐ
resurreccion	ɾesʊɾekʃon
retratista	ɾetɾɐtistɐ
reyna	ɾeɪ̯nɐ
ricafort	ɾɪxafoɾt
ricarte	ɾɪxaɾte
rimarim	ɾɪmaɾɪm
rimas	ɾimɐs
rin	ɾɪn
rivero	ɾɪbeɾo
riyan	ɾjan
rizal	ɾɪsal
rocafort	ɾoxafoɾt
rodrigo	ɾodɾiɰo
rodriguez	ɾodɾiɰes
rombaoa	ɾumbawɐ
roxas	ɾohɐs
rulloda	ɾʊllodɐ
rumupok	ɾʊmʊpok
rusoblanka	ɾʊsoblaŋkɐ
rusya	ɾuʃɐ
ruta	ɾutɐ
saan	sɐʔan
saba	sɐba
sabana	sɐbanɐ
sabangan	sɐbaŋɐn
sabater	sɐbateɾ
sabihin	sɐbihɪn
sabila	sabɪla
sabog	sɐboɡ
sabon	sɐbon
saboy	saboɪ̯
sabsab	sabsɐb
sabunan	sɐbunɐn
sabunan	sɐbʊnan
sabunin	sɐbʊnin
sabunot	sɐbunot
sabunutan	sɐbʊnutɐn
saburo	sɐbuɾo
sacdalan	sɐkdalɐn
sadie	seɪ̯dɪ
sadya	sɐd͡ʒaʔ
saga	saɰɐʔ
sagana	sɐɰanɐ
sagimuymoy	saɰimujmoj
saging	saɰɪŋ
saguinsin	sɐɰinsɪn
sagun	saɰʊn
saha	sahɐʔ
sahagun	sɐhaɰʊn
sahog	sɐhoɡ
saing	saʔɪŋ
sais	sɐʔis
sakal	sɐxal
sakali	sɐxalɪʔ
sakdal	sɐkdal
sakit	sɐxit
sakitin	sɐxitɪn
saksak	sɐksak
saksi	sɐksi
saksihan	sɐksɪhan
sakuna	sɐxʊna
sala	salɐ
salagubang	sɐlɐɰubɐŋ
salamat	sɐlamɐt
salap	salɐp
salap	sɐlap
salapi	sɐlɐpiʔ
salarin	sɐlɐɾin
salaula	sɐlɐʔulɐʔ
salawal	sɐlɐwal
salazar	sɐlɐsaɾ
salba	sɐlba
saldaña	sɐldaɲɐ
salinlahi	sɐlɪnlahɪʔ
salitre	sɐlitɾe
salonga	sɐloŋɡɐ
salud	salʊd
salumbides	sɐlumbides
salvacion	sɐlbasɪon
salvador	sɐlbɐdoɾ
salvatierra	salbɐt͡ʃeɾɐ
samahan	sɐmahɐn
samahan	sɐmɐhan
samaniego	sɐmɐɲeɰo
samantala	sɐmɐntalɐʔ
samid	sɐmid
samonte	sɐmonte
sampaloc	sɐmpalok
sampalok	sɐmpalok
sampan	sɐmpan
sampay	sɐmpaɪ̯
sampayan	sɐmpajɐn
sana	sɐna
sangalang	sɐŋɡalɐŋ
sanggol	sɐŋɡol
sanggumay	sɐŋɡumaɪ̯
sangkot	sɐŋkot
sangla	sɐŋlaʔ
sanidad	sɐnɪdad
sanitaryo	sɐnɪtaɾjo
sanke	sɐŋke
sanki	sɐŋki
santiago	sɐnt͡ʃaɰo
sapa	sapɐʔ
sapak	sapɐk
sapak	sɐpak
sapatos	sɐpatos
sapodilya	sɐpodiljɐ
sapok	sɐpok
saquing	saxɪŋ
saranggola	sɐɾɐŋɡolɐ
sarimanok	sɐɾɪmɐnok
sasakyan	sasɐkjan
sasakyan	sɐsɐkjan
satomi	sɐtomɪ
saturno	sɐtuɾno
sawa	sawɐʔ
sawa	sɐwa
sawa	sɐwaʔ
saway	sawaɪ̯
sawayin	sɐwɐjin
sawi	sɐwiʔ
sayson	saɪ̯son
segismundo	seɰɪsmundo
segui	seɰɪ
segunda	seɰundɐ
selan	selɐn
selang	selɐŋ
selda	seldɐ
selular	selulɐɾ
semantika	semantɪxɐ
semaña	semaɲɐ
seminar	seminɐɾ
seminaryo	semɪnaɾjo
sentensiya	sentenʃɐ
sentensiyahan	sentenʃɐhan
sentigrado	sentɪɡɾado
sentimo	sentɪmo
sepulturero	sepʊltʊɾeɾo
seremonya	seɾemoɲɐ
serna	seɾnɐ
setsuko	set͡ʃuxo
setyembre	set͡ʃembɾe
shabu	ʃɐbu
shizuko	shɪsuxo
shohei	shoheɪ̯
siason	ʃɐson
sibayan	sɪbajɐn
sibug	sibʊɡ
sibuyas	sɪbujɐs
sidras	sidɾɐs
siga	siɰɐʔ
siga	sɪɰaʔ
sigarilyas	sɪɰɐɾiljɐs
sige	sɪɰe
siguraduhin	sɪɰʊɾɐduhɪn
siguro	sɪɰuɾo
sigwasan	sɪɡwasɐn
sihay	sihaɪ̯
sihayan	sɪhajɐn
siko	sixo
sikreto	sɪkɾeto
siksin	sɪksin
silayan	sɪlajɐn
silid	sɪlid̪
silidkaphay	sɪlɪdkɐphaɪ̯
silidlawas	sɪlɪdlawɐs
silindro	sɪlindɾo
simbahan	sɪmbahɐn
simbulan	sɪmbulɐn
simenteryo	sɪmenteɾjo
simento	sɪmento
simpatiko	sɪmpatɪxo
sinag	sinɐɡ
sinamomo	sɪnɐmomo
sinapupunan	sɪnɐpʊpunɐn
sinat	sinɐt
sinauna	sɪnaʊ̯nɐ
sinco	siŋko
sinelas	sɪnelɐs
singgapur	sɪŋɡɐpuɾ
singil	sɪŋil
singkit	sɪŋkit
sinigwelas	sɪnɪɡwelɐs
sinturon	sɪntʊɾon
sinukmani	sɪnʊkmanɪ
sioson	ʃoson
siping	sipɪŋ
sipnayan	sɪpnajɐn
sipon	sɪpon
sipon	sɪpʔon
sipsip	sipsɪp
sira	siɾɐʔ
sira	sɪɾaʔ
sirain	sɪɾaʔɪn
sirena	sɪɾenɐ
sirwelas	sɪɾwelɐs
sisi	sisɪ
sisid	sisɪd
sisihan	sɪsɪhan
sitse	sɪt͡ʃe
sitwasyon	sɪtwɐʃon
siya	ʃa
siyampu	ʃɐmpʊ
siyempre	ʃempɾe
siyesta	ʃestɐ
siyete	ʃete
siyokoy	ʃoxoɪ̯
