ա	ɑ
տրանսիլվանիա	dɾɑnsilvɑnjɑ
տրանսպորտ	dəɾɑnspɔɾd
տրապիզոն	dɾɑbizɔn
տրդատ	dəɾtʰɑd
տրենաժոր	dɾɛnɑʒɔɾ
տրիբոլոգիա	dɾipʰɔlɔkʰjɑ
տրիբունա	dɾipʰunɑ
տրիպոլի	dɾibɔli
տրիպուրա	dɾibuɾɑ
տրոլեյբուս	dɾɔlɛjpʰus
տրոհել	dəɾɔhɛl
տրոմբոն	dɾɔmpʰɔn
տրոցկիզմ	dɾɔt͡sʰkizm
տրուսիկ	dɾusiɡ
տրցակ	dəɾt͡sʰɑɡ
տրցակաձեւ	dəɾt͡sʰɑɡɑt͡sʰɛv
տրցակել	dəɾt͡sʰɑɡɛl
տփղիս	dəpʰχis
ր	ɾə
րաբունապետ	ɾɑpʰunɑbɛd
րաֆֆի	ɾɑfːi
րե	ɾɛ
րոպե	ɾɔbɛ
րոպեական	ɾɔbɛjɑɡɑn
ց	t͡sʰə
ցախ	t͡sʰɑχ
ցախանոց	t͡sʰɑχɑnɔt͡sʰ
ցախատուն	t͡sʰɑχɑdun
ցած	t͡sʰɑd͡z
ցածր	t͡sʰɑd͡zəɾ
ցածրահասակ	t͡sʰɑd͡zɾɑhɑsɑɡ
ցամաք	t͡sʰɑmɑkʰ
ցամաքահանում	t͡sʰɑmɑkʰɑhɑnum
ցամաքային	t͡sʰɑmɑkʰɑjin
ցայգ	t͡sʰɑjkʰ
ցայսօր	t͡sʰɑjsɔɾ
ցանել	t͡sʰɑnɛl
ցանկ	t͡sʰɑŋɡ
ցանկալ	t͡sʰɑŋɡɑl
ցանկալի	t͡sʰɑŋɡɑli
ցանկանալ	t͡sʰɑŋɡɑnɑl
ցանկապատ	t͡sʰɑŋɡɑbɑd
ցանկություն	t͡sʰɑŋɡutʰʏn
ցանց	t͡sʰɑnt͡sʰ
ցանցաթաղանթ	t͡sʰɑnt͡sʰɑtʰɑʁɑntʰ
ցանցահեն	t͡sʰɑnt͡sʰɑhɛn
ցանցաճոճ	t͡sʰɑnt͡sʰɑd͡ʒɔd͡ʒ
ցանցել	t͡sʰɑnt͡sʰɛl
ցանցենի	t͡sʰɑnt͡sʰɛni
ցասկոտ	t͡sʰɑskɔd
ցավ	t͡sʰɑv
ցավալ	t͡sʰɑvɑl
ցավակցություն	t͡sʰɑvɑkʰt͡sʰutʰʏn
ցավել	t͡sʰɑvɛl
ցավոք	t͡sʰɑvɔkʰ
ցատկ	t͡sʰɑdɡ
ցատկել	t͡sʰɑdɡɛl
ցար	t͡sʰɑɾ
ցարական	t͡sʰɑɾɑɡɑn
ցացիկի	t͡sʰɑt͡sʰiɡi
ցաք	t͡sʰɑkʰ
ցաքատ	t͡sʰɑkʰɑd
ցաքի	t͡sʰɑkʰi
ցել	t͡sʰɛl
ցեխ	t͡sʰɛχ
ցեծ	t͡sʰɛd͡z
ցեղ	t͡sʰɛʁ
ցեղասպան	t͡sʰɛʁɑspɑn
ցեղասպանություն	t͡sʰɛʁɑspɑnutʰʏn
ցեմենտ	t͡sʰɛmɛnd
ցեյլոն	t͡sʰɛjlɔn
ցենտներ	t͡sʰɛndnɛɾ
ցերեկ	t͡sʰɛɾɛɡ
ցերեկույթ	t͡sʰɛɾɛɡujtʰ
ցեց	t͡sʰɛt͡sʰ
ցիգան	t͡sʰikʰɑn
ցիկլոն	t͡sʰiɡlɔn
ցին	t͡sʰin
ցինգա	t͡sʰiŋkʰɑ
ցինիզմ	t͡sʰinizm
ցինկ	t͡sʰiŋɡ
ցիռ	t͡sʰiɾ
ցիրկոնիում	t͡sʰiɾɡɔnijum
ցից	t͡sʰit͡sʰ
ցիցերոն	t͡sʰit͡sʰɛɾɔn
ցլամարտ	t͡sʰəlɑmɑɾd
ցխինվալ	t͡sʰχinvɑl
ցխինք	t͡sʰəχiŋkʰ
ցյուրիխ	t͡sʰʏɾiχ
ցնդուկ	t͡sʰəntʰuɡ
ցնծալ	t͡sʰənd͡zɑl
ցնծություն	t͡sʰənd͡zutʰʏn
ցնորամիտ	t͡sʰənɔɾɑmid
ցնորք	t͡sʰənɔɾkʰ
ցնցոտի	t͡sʰənt͡sʰɔdi
ցնցուղ	t͡sʰənt͡sʰuʁ
ցո	t͡sʰɔ
ցոլակ	t͡sʰɔlɑɡ
ցող	t͡sʰɔʁ
ցողկ	t͡sʰɔχk
ցողուն	t͡sʰɔʁun
ցորեն	t͡sʰɔɾɛn
ցուլ	t͡sʰul
ցույց	t͡sʰujt͡sʰ
ցունամի	t͡sʰunɑmi
ցուպ	t͡sʰub
ցուրտ	t͡sʰuɾd
ցուցաբերել	t͡sʰut͡sʰɑpʰɛɾɛl
ցուցադրական	t͡sʰut͡sʰɑtʰɾɑɡɑn
ցուցադրել	t͡sʰut͡sʰɑtʰɾɛl
ցուցակ	t͡sʰut͡sʰɑɡ
ցուցակում	t͡sʰut͡sʰɑɡum
ցուցահանդես	t͡sʰut͡sʰɑhɑntʰɛs
ցուցանակ	t͡sʰut͡sʰɑnɑɡ
ցուցանել	t͡sʰut͡sʰɑnɛl
ցուցասրահ	t͡sʰut͡sʰɑsəɾɑh
ցուցարար	t͡sʰut͡sʰɑɾɑɾ
ցուցափեղկ	t͡sʰut͡sʰɑpʰɛχk
ցտել	t͡sʰədɛl
ցտեսություն	t͡sʰədɛsutʰʏn
ցրդենի	t͡sʰəɾtʰɛni
ցրդի	t͡sʰəɾtʰi
ցրել	t͡sʰəɾɛl
ցրտավուն	t͡sʰəɾdɑvun
ցցունք	t͡sʰət͡sʰuŋkʰ
ւ	və
փ	pʰə
փազլ	pʰɑzəl
փաթեթ	pʰɑtʰɛtʰ
փաթեթավորում	pʰɑtʰɛtʰɑvɔɾum
փաթիլ	pʰɑtʰil
փալաս	pʰɑlɑs
փախ	pʰɑχ
փախլավա	pʰɑχlɑvɑ
փախնել	pʰɑχnɛl
փախուստ	pʰɑχust
փախչել	pʰɑχt͡ʃʰɛl
փախստական	pʰɑχəstɑɡɑn
փախստյա	pʰɑχəstjɑ
փախցնել	pʰɑχt͡sʰənɛl
փակ	pʰɑɡ
փակագիծ	pʰɑɡɑkʰid͡z
փական	pʰɑɡɑn
փականագործ	pʰɑɡɑnɑkʰɔɾd͡z
փականք	pʰɑɡɑŋkʰ
փակել	pʰɑɡɛl
փակյալ	pʰɑɡjɑl
փակուղի	pʰɑɡuʁi
փահլեւան	pʰɑhlɛvɑn
փահլեւանություն	pʰɑhlɛvɑnutʰʏn
փաղանգ	pʰɑʁɑŋkʰ
փաղեժ	pʰɑʁɛʒ
փաղփ	pʰɑχpʰ
փամփշտակալ	pʰɑmpʰəʃtɑɡɑl
փամփուշտ	pʰɑmpʰuʃt
փայլ	pʰɑjl
փայլածու	pʰɑjlɑd͡zu
փայլակ	pʰɑjlɑɡ
փայլատակել	pʰɑjlɑdɑɡɛl
փայլել	pʰɑjlɛl
փայլյուն	pʰɑjlʏn
փայլում	pʰɑjlum
փայլուն	pʰɑjlun
փայլունակ	pʰɑjlunɑɡ
փայլունակություն	pʰɑjlunɑɡutʰʏn
փայլունանալ	pʰɑjlunɑnɑl
փայլունացնել	pʰɑjlunɑt͡sʰənɛl
փայլունացում	pʰɑjlunɑt͡sʰum
փայլունացվել	pʰɑjlunɑt͡sʰvɛl
փայլունություն	pʰɑjlunutʰʏn
փայծաղ	pʰɑjd͡zɑʁ
փայտ	pʰɑjd
փայտածուխ	pʰɑjdɑd͡zuχ
փայտակարան	pʰɑjdɑɡɑɾɑn
փայտահատ	pʰɑjdɑhɑd
փայտանոց	pʰɑjdɑnɔt͡sʰ
փայտեղեն	pʰɑjdɛʁɛn
փայտիկ	pʰɑjdiɡ
փայտյա	pʰɑjdjɑ
փայտոջիլ	pʰɑjdɔt͡ʃʰil
փայտփորիկ	pʰɑjtʰpʰɔɾiɡ
փայփայել	pʰɑjpʰɑjɛl
փանջարա	pʰɑnt͡ʃʰɑɾɑ
փաշա	pʰɑʃɑ
փաշինյան	pʰɑʃinjɑn
փաչա	pʰɑt͡ʃʰɑ
փապ	pʰɑb
փապար	pʰɑbɑɾ
փառահեղ	pʰɑɾɑhɛʁ
փառամոլ	pʰɑɾɑmɔl
փառամոլություն	pʰɑɾɑmɔlutʰʏn
փառանձեմ	pʰɑɾɑnt͡sʰɛm
փառասեր	pʰɑɾɑsɛɾ
փառասիրություն	pʰɑɾɑsiɾutʰʏn
փառոք	pʰɑɾɔkʰ
փառք	pʰɑɾkʰ
փասթաթուղթ	pʰɑstʰɑtʰuχtʰ
փասիան	pʰɑsjɑn
փասվորդ	pʰɑsvɔɾtʰ
փաստ	pʰɑst
փաստաբան	pʰɑstɑpʰɑn
փաստաթուղթ	pʰɑstɑtʰuχtʰ
փաստահավաք	pʰɑstɑhɑvɑkʰ
փաստարկ	pʰɑstɑɾɡ
փաստարկել	pʰɑstɑɾɡɛl
փաստարկություն	pʰɑstɑɾɡutʰʏn
փաստարկում	pʰɑstɑɾɡum
փաստարկվել	pʰɑstɑɾɡvɛl
փաստացի	pʰɑstɑt͡sʰi
փաստել	pʰɑstɛl
փաստոն	pʰɑstɔn
փաստորեն	pʰɑstɔɾɛn
փաստում	pʰɑstum
փաստվել	pʰɑstvɛl
փարա	pʰɑɾɑ
փարաջա	pʰɑɾɑt͡ʃʰɑ
փարավոն	pʰɑɾɑvɔn
փարգալ	pʰɑɾkʰɑl
փարթամ	pʰɑɾtʰɑm
փարթամագեղ	pʰɑɾtʰɑmɑkʰɛʁ
փարթամակեցություն	pʰɑɾtʰɑmɑɡɛt͡sʰutʰʏn
փարթամակյաց	pʰɑɾtʰɑmɑɡjɑt͡sʰ
փարթամանալ	pʰɑɾtʰɑmɑnɑl
փարթամապես	pʰɑɾtʰɑmɑbɛs
փարթամորովայն	pʰɑɾtʰɑmɔɾɔvɑjn
փարթամություն	pʰɑɾtʰɑmutʰʏn
փարթի	pʰɑɾtʰi
փարիզ	pʰɑɾiz
փարիզյան	pʰɑɾizjɑn
փարիխան	pʰɑɾiχɑn
փարիսաբար	pʰɑɾisɑpʰɑɾ
փարիսական	pʰɑɾisɑɡɑn
փարիսականություն	pʰɑɾisɑɡɑnutʰʏn
փարիսեցի	pʰɑɾisɛt͡sʰi
փարիսեցիաբար	pʰɑɾisɛt͡sʰjɑpʰɑɾ
փարիսեցիական	pʰɑɾisɛt͡sʰjɑɡɑn
փարիսեցիորեն	pʰɑɾisɛt͡sʰiɔɾɛn
փարիսեցիություն	pʰɑɾisɛt͡sʰiutʰʏn
փարոս	pʰɑɾɔs
փարչ	pʰɑɾt͡ʃʰ
փարպեցի	pʰɑɾbɛt͡sʰi
փարպի	pʰɑɾbi
փարսադան	pʰɑɾsɑtʰɑn
փարվել	pʰɑɾvɛl
փափագ	pʰɑpʰɑkʰ
փափազյան	pʰɑpʰɑzjɑn
փափախ	pʰɑpʰɑχ
փափկամորթ	pʰɑpʰkɑmɔɾtʰ
փափկացում	pʰɑpʰkɑt͡sʰum
փափուկ	pʰɑpʰuɡ
փեդ	pʰɛtʰ
փեթակ	pʰɛtʰɑɡ
փեհլիվանյան	pʰɛhlivɑnjɑn
փեղկ	pʰɛχk
փեյջեր	pʰɛjt͡ʃʰɛɾ
փենջաբ	pʰɛnt͡ʃʰɑpʰ
փենջաբի	pʰɛnt͡ʃʰɑpʰi
փեշ	pʰɛʃ
փեշթախթա	pʰɛʃtʰɑχtʰɑ
փեշմարգա	pʰɛʃmɑɾkʰɑ
փեշքեշ	pʰɛʃkʰɛʃ
փեչ	pʰɛt͡ʃʰ
փեսա	pʰɛsɑ
փեսացու	pʰɛsɑt͡sʰu
փետ	pʰɛd
փետել	pʰɛdɛl
փետուր	pʰɛduɾ
փետրել	pʰɛdɾɛl
փետրվար	pʰɛdəɾvɑɾ
փետրվարյան	pʰɛdəɾvɑɾjɑn
փերի	pʰɛɾi
փերիխան	pʰɛɾiχɑn
փերիխանյան	pʰɛɾiχɑnjɑn
փիլաքյան	pʰilɑkʰjɑn
փիլթա	pʰiltʰɑ
փիլիպպոս	pʰilibːɔs
փիլիսոփա	pʰilisɔpʰɑ
փիլիսոփայություն	pʰilisɔpʰɑjutʰʏn
փիլիսոփոս	pʰilisɔpʰɔs
փիղ	pʰiʁ
փիճի	pʰid͡ʒi
փիճխ	pʰid͡ʒχ
փիչխ	pʰit͡ʃʰχ
փիրուզ	pʰiɾuz
փիրուզա	pʰiɾuzɑ
փիփերթ	pʰipʰɛɾtʰ
փլաժ	pʰlɑʒ
փլավ	pʰəlɑf
փլատակ	pʰəlɑdɑɡ
փլել	pʰəlɛl
փլվել	pʰəlvɛl
փխենյան	pʰəχɛnjɑn
փղշտացի	pʰəʁəʃtɑt͡sʰi
փղոսկր	pʰəʁɔskɾ
փմձ	pʰəmət͡sʰə
փյունիկ	pʰʏniɡ
փյունիկեցի	pʰʏniɡɛt͡sʰi
փյունիկիա	pʰʏniɡjɑ
փյուր	pʰʏɾ
փնթի	pʰəntʰi
փնտրել	pʰəndɾɛl
փշատ	pʰəʃɑd
փշուր	pʰəʃuɾ
փշրանք	pʰəʃɾɑŋkʰ
փշրել	pʰəʃɾɛl
փոթ	pʰɔtʰ
փոթի	pʰɔtʰi
փոթորիկ	pʰɔtʰɔɾiɡ
փոխ	pʰɔχ
փոխաբերություն	pʰɔχɑpʰɛɾutʰʏn
փոխան	pʰɔχɑn
փոխանակ	pʰɔχɑnɑɡ
փոխանակել	pʰɔχɑnɑɡɛl
փոխանակություն	pʰɔχɑnɑɡutʰʏn
փոխանցել	pʰɔχɑnt͡sʰɛl
փոխառել	pʰɔχɑɾɛl
փոխառություն	pʰɔχɑɾutʰʏn
փոխարեն	pʰɔχɑɾɛn
փոխարինել	pʰɔχɑɾinɛl
փոխարինող	pʰɔχɑɾinɔʁ
փոխարինում	pʰɔχɑɾinum
փոխել	pʰɔχɛl
փոխզիջում	pʰɔχzit͡ʃʰum
փոխհատուցել	pʰɔχhɑdut͡sʰɛl
փոխնախագահ	pʰɔχnɑχɑkʰɑh
փոխնախարար	pʰɔχnɑχɑɾɑɾ
փոխվարչապետ	pʰɔχvɑɾt͡ʃʰɑbɛd
փոկ	pʰɔɡ
փոկեա	pʰɔɡɛɑ
փոկիա	pʰɔɡjɑ
փող	pʰɔʁ
փողահար	pʰɔʁɑhɑɾ
փողատեր	pʰɔʁɑdɛɾ
փողացավ	pʰɔʁɑt͡sʰɑv
փողերակ	pʰɔʁɛɾɑɡ
փողկապ	pʰɔχkɑb
փողոտել	pʰɔʁɔdɛl
փողորակ	pʰɔʁɔɾɑɡ
փողոց	pʰɔʁɔt͡sʰ
փողրակ	pʰɔʁɾɑɡ
փոշեծծիչ	pʰɔʃɛd͡zəd͡zit͡ʃʰ
փոշեկուլ	pʰɔʃɛɡul
փոշի	pʰɔʃi
փոշտ	pʰɔʃt
փոս	pʰɔs
փոսուռա	pʰɔsuɾɑ
փոստ	pʰɔst
փոստային	pʰɔstɑjin
փոստանջյան	pʰɔstɑnt͡ʃʰjɑn
փոր	pʰɔɾ
փորագրություն	pʰɔɾɑkʰɾutʰʏn
փորել	pʰɔɾɛl
փորթուգալիա	pʰɔɾtʰukʰɑljɑ
փորլուծ	pʰɔɾlud͡z
փորձ	pʰɔɾt͡sʰ
փորձագետ	pʰɔɾt͡sʰɑkʰɛd
փորձառություն	pʰɔɾt͡sʰɑɾutʰʏn
փորձարկել	pʰɔɾt͡sʰɑɾɡɛl
փորձարկիչ	pʰɔɾt͡sʰɑɾɡit͡ʃʰ
փորձարկող	pʰɔɾt͡sʰɑɾɡɔʁ
փորձարկու	pʰɔɾt͡sʰɑɾɡu
փորձարկություն	pʰɔɾt͡sʰɑɾɡutʰʏn
փորձարկում	pʰɔɾt͡sʰɑɾɡum
փորձարկվել	pʰɔɾt͡sʰɑɾɡvɛl
փորձել	pʰɔɾt͡sʰɛl
փորձություն	pʰɔɾt͡sʰutʰʏn
փորոտիք	pʰɔɾɔdikʰ
փորոք	pʰɔɾɔkʰ
փորսող	pʰɔɾsɔʁ
փորսուղ	pʰɔɾsuʁ
փոցխ	pʰɔt͡sʰχ
փութ	pʰutʰ
փութալ	pʰutʰɑl
փութաջան	pʰutʰɑt͡ʃʰɑn
փութաջանորեն	pʰutʰɑt͡ʃʰɑnɔɾɛn
փութաջանություն	pʰutʰɑt͡ʃʰɑnutʰʏn
փութացնել	pʰutʰɑt͡sʰənɛl
փութով	pʰutʰɔv
փուլ	pʰul
փուլային	pʰulɑjin
փույթ	pʰujtʰ
փունջ	pʰunt͡ʃʰ
փուշ	pʰuʃ
փուշթու	pʰuʃtʰu
փուշտիպան	pʰuʃtibɑn
փուչ	pʰut͡ʃʰ
փուչիկ	pʰut͡ʃʰiɡ
փուռ	pʰuɾ
փուտ	pʰud
փուք	pʰukʰ
փուքս	pʰukʰs
փոփոխություն	pʰɔpʰɔχutʰʏn
փոքր	pʰɔkʰəɾ
փոքրամասնություն	pʰɔkʰɾɑmɑsnutʰʏn
փոքրատառ	pʰɔkʰɾɑdɑɾ
փոքրացնել	pʰɔkʰɾɑt͡sʰənɛl
փոքրիկ	pʰɔkʰɾiɡ
փչակ	pʰət͡ʃʰɑɡ
փչանալ	pʰət͡ʃʰɑnɑl
փչացած	pʰət͡ʃʰɑt͡sʰɑd͡z
փչել	pʰət͡ʃʰɛl
փռթկացնել	pʰəɾtʰkɑt͡sʰənɛl
փռյուգական	pʰəɾʏkʰɑɡɑn
փռյուգերեն	pʰəɾʏkʰɛɾɛn
փռյուգիա	pʰəɾʏkʰjɑ
փռշտալ	pʰəɾəʃtɑl
փռշտոց	pʰəɾəʃtɔt͡sʰ
փսիխոզ	pʰsiχɔz
փսխել	pʰəsχɛl
փսխունք	pʰəsχuŋkʰ
փտած	pʰədɑd͡z
փտել	pʰədɛl
փրթել	pʰəɾtʰɛl
փրկագին	pʰəɾɡɑkʰin
փրկանք	pʰəɾɡɑŋkʰ
փրկել	pʰəɾɡɛl
փրկիչ	pʰəɾɡit͡ʃʰ
փրփուր	pʰəɾpʰuɾ
փրփրալ	pʰəɾpʰəɾɑl
փրփրել	pʰəɾpʰəɾɛl
փրփրեմ	pʰəɾpʰəɾɛm
փրփրուկ	pʰəɾpʰəɾuɡ
փքաբլիթ	pʰəkʰɑpʰəlitʰ
փքել	pʰəkʰɛl
փքում	pʰəkʰum
փքուն	pʰəkʰun
փքունություն	pʰəkʰunutʰʏn
փքուռույց	pʰəkʰuɾujt͡sʰ
փքվել	pʰəkʰvɛl
ք	kʰə
քաբաբ	kʰɑpʰɑpʰ
քաբուլ	kʰɑpʰul
քաթար	kʰɑtʰɑɾ
քալամ	kʰɑlɑm
քալանթարյան	kʰɑlɑntʰɑɾjɑn
քած	kʰɑd͡z
քակել	kʰɑɡɛl
քակոր	kʰɑɡɔɾ
քահանա	kʰɑhɑnɑ
քահրիբար	kʰɑhɾipʰɑɾ
քաղաք	kʰɑʁɑkʰ
քաղաքագետ	kʰɑʁɑkʰɑkʰɛd
քաղաքական	kʰɑʁɑkʰɑɡɑn
քաղաքականություն	kʰɑʁɑkʰɑɡɑnutʰʏn
քաղաքակրթություն	kʰɑʁɑkʰɑɡəɾtʰutʰʏn
քաղաքապետ	kʰɑʁɑkʰɑbɛd
քաղաքապետացու	kʰɑʁɑkʰɑbɛdɑt͡sʰu
քաղաքավար	kʰɑʁɑkʰɑvɑɾ
քաղաքավարի	kʰɑʁɑkʰɑvɑɾi
քաղաքացի	kʰɑʁɑkʰɑt͡sʰi
քաղաքացիական	kʰɑʁɑkʰɑt͡sʰijɑɡɑn
քաղաքացիություն	kʰɑʁɑkʰɑt͡sʰiutʰʏn
քաղբանտարկյալ	kʰɑχpʰɑndɑɾɡjɑl
քաղբյուրո	kʰɑχpʰʏɾɔ
քաղդեա	kʰɑχtʰɛjɑ
քաղդեացի	kʰɑχtʰɛɑt͡sʰi
քաղել	kʰɑʁɛl
քաղկեդոն	kʰɑʁɡɛtʰɔn
քաղհասարակություն	kʰɑχhɑsɑɾɑɡutʰʏn
քաղվածք	kʰɑʁvɑt͡sʰkʰ
քաղց	kʰɑχt͡sʰ
քաղցել	kʰɑχt͡sʰɛl
քաղցկեղ	kʰɑχt͡sʰkɛʁ
քաղցր	kʰɑχt͡sʰəɾ
քաղցրահամ	kʰɑχt͡sʰɾɑhɑm
քաղցրավուն	kʰɑχt͡sʰɾɑvun
քամակ	kʰɑmɑɡ
քամանչա	kʰɑmɑnt͡ʃʰɑ
քամել	kʰɑmɛl
քամի	kʰɑmi
քամոտ	kʰɑmɔd
քամոց	kʰɑmɔt͡sʰ
քայլ	kʰɑjl
քայլել	kʰɑjlɛl
քայլերգ	kʰɑjlɛɾkʰ
քայլերթ	kʰɑjlɛɾtʰ
քան	kʰɑn
քանակ	kʰɑnɑɡ
քանակական	kʰɑnɑɡɑɡɑn
քանակություն	kʰɑnɑɡutʰʏn
քանան	kʰɑnɑn
քանանացի	kʰɑnɑnɑt͡sʰi
քանդակ	kʰɑntʰɑɡ
քանդակագործ	kʰɑntʰɑɡɑkʰɔɾd͡z
քանդել	kʰɑntʰɛl
քանզի	kʰɑnzi
քանթալ	kʰɑntʰɑl
քանի	kʰɑni
քանիցս	kʰɑnit͡sʰəs
քանոն	kʰɑnɔn
քանորդ	kʰɑnɔɾtʰ
քաշ	kʰɑʃ
քաշան	kʰɑʃɑn
քաշել	kʰɑʃɛl
քաշմիրի	kʰɑʃmiɾi
քաոս	kʰɑɔs
քաոսական	kʰɑɔsɑɡɑn
քաոսային	kʰɑɔsɑjin
քաոսայնորեն	kʰɑɔsɑjnɔɾɛn
քաոսայնություն	kʰɑɔsɑjnutʰʏn
քաչալ	kʰɑt͡ʃʰɑl
քաջ	kʰɑt͡ʃʰ
քաջալերանք	kʰɑt͡ʃʰɑlɛɾɑŋkʰ
քաջալերել	kʰɑt͡ʃʰɑlɛɾɛl
քաջալերություն	kʰɑt͡ʃʰɑlɛɾutʰʏn
քաջություն	kʰɑt͡ʃʰutʰʏn
քաջվարդ	kʰɑt͡ʃʰvɑɾtʰ
քաջք	kʰɑt͡ʃʰkʰ
քառակուսի	kʰɑɾɑɡusi
քառանիստ	kʰɑɾɑnist
քառյակ	kʰɑɾjɑɡ
քառորդ	kʰɑɾɔɾtʰ
քառուղի	kʰɑɾuʁi
քասթինգ	kʰɑstʰiŋkʰ
քավ	kʰɑv
քավարան	kʰɑvɑɾɑn
քավել	kʰɑvɛl
քավության	kʰɑvutʰjɑn
քավություն	kʰɑvutʰʏn
քար	kʰɑɾ
քարաթոթոշ	kʰɑɾɑtʰɔtʰɔʃ
քարածերպ	kʰɑɾɑd͡zɛɾb
քարածուխ	kʰɑɾɑd͡zuχ
քարաճիկ	kʰɑɾɑd͡ʒiɡ
քարայր	kʰɑɾɑjɾ
քարանձավ	kʰɑɾɑnt͡sʰɑv
քարասոխ	kʰɑɾɑsɔχ
քարավան	kʰɑɾɑvɑn
քարափ	kʰɑɾɑpʰ
քարաքոս	kʰɑɾɑkʰɔs
քարբ	kʰɑɾpʰ
քարեղեն	kʰɑɾɛʁɛn
քարճիկ	kʰɑɾd͡ʒiɡ
քարման	kʰɑɾmɑn
քարշ	kʰɑɾʃ
քարշել	kʰɑɾʃɛl
քարոզ	kʰɑɾɔz
քարոզարշավ	kʰɑɾɔzɑɾʃɑv
քարոզել	kʰɑɾɔzɛl
քարոզիչ	kʰɑɾɔzit͡ʃʰ
քարոզչություն	kʰɑɾɔzt͡ʃʰutʰʏn
քարուկիր	kʰɑɾuɡiɾ
քարտ	kʰɑɾd
քարտաշ	kʰɑɾdɑʃ
քարտաշյան	kʰɑɾdɑʃjɑn
քարտեզ	kʰɑɾdɛz
քարտեզագիր	kʰɑɾdɛzɑkʰiɾ
քարտեզագրական	kʰɑɾdɛzɑkʰɾɑɡɑn
քարտես	kʰɑɾdɛs
քարտուղար	kʰɑɾduʁɑɾ
քարտուղարուհի	kʰɑɾduʁɑɾuhi
քացախ	kʰɑt͡sʰɑχ
քացի	kʰɑt͡sʰi
քաք	kʰɑkʰ
քաքել	kʰɑkʰɛl
քե	kʰɛ
քեզ	kʰɛz
քել	kʰɛl
քելե	kʰɛlɛ
քելել	kʰɛlɛl
քելեխ	kʰɛlɛχ
քելեկյան	kʰɛlɛɡjɑn
քեմբրիջ	kʰɛmpʰɾit͡ʃʰ
քեմոն	kʰɛmɔn
քեն	kʰɛn
քենակալ	kʰɛnɑɡɑl
քենեկալ	kʰɛnɛɡɑl
քենի	kʰɛni
քենիա	kʰɛnjɑ
քեշիշյան	kʰɛʃiʃjɑn
քեոպս	kʰɛɔbs
քեոփս	kʰɛɔpʰs
քեռակին	kʰɛɾɑɡin
քեռայր	kʰɛɾɑjɾ
քեռեկին	kʰɛɾɛɡin
քեռի	kʰɛɾi
քեռորդի	kʰɛɾɔɾtʰi
քեռու	kʰɛɾu
քերական	kʰɛɾɑɡɑn
քերականագետ	kʰɛɾɑɡɑnɑkʰɛd
քերականագիտական	kʰɛɾɑɡɑnɑkʰidɑɡɑn
քերականագիտություն	kʰɛɾɑɡɑnɑkʰidutʰʏn
քերականական	kʰɛɾɑɡɑnɑɡɑn
քերականորեն	kʰɛɾɑɡɑnɔɾɛn
քերականություն	kʰɛɾɑɡɑnutʰʏn
քերել	kʰɛɾɛl
քերթել	kʰɛɾtʰɛl
քերծել	kʰɛɾd͡zɛl
քերոբ	kʰɛɾɔpʰ
քերոբյան	kʰɛɾɔpʰjɑn
քեֆ	kʰɛf
քթածակ	kʰətʰɑd͡zɑɡ
քթանցք	kʰətʰɑnt͡sʰkʰ
քթնել	kʰətʰnɛl
քթոց	kʰətʰɔt͡sʰ
քթվել	kʰətʰvɛl
քիբրիթ	kʰipʰɾitʰ
քիթ	kʰitʰ
քիլ	kʰil
քիլիմ	kʰilim
քիմիա	kʰimjɑ
քիմիական	kʰimjɑɡɑn
քիմիապես	kʰimjɑbɛs
քիմիկոս	kʰimiɡɔs
քիմիոն	kʰimjɔn
քիմմաքրում	kʰimːɑkʰɾum
քիմոն	kʰimɔn
քիմք	kʰimkʰ
քինգստոն	kʰiŋkʰstɔn
քիշնեւ	kʰiʃnɛv
քիոս	kʰiɔs
քիչ	kʰit͡ʃʰ
քիրազ	kʰiɾɑz
քիրմանշահ	kʰiɾmɑnʃɑh
քիփ	kʰipʰ
քլինթոն	kʰlintʰɔn
քլոր	kʰlɔɾ
քլունգ	kʰəluŋkʰ
քծինք	kʰəd͡ziŋkʰ
քծնանք	kʰəd͡znɑŋkʰ
քծնել	kʰəd͡znɛl
քծնվել	kʰəd͡znəvɛl
քմային	kʰəmɑjin
քմայնացում	kʰəmɑjnɑt͡sʰum
քմեր	kʰəmɛɾ
քմծիծաղ	kʰəmd͡zid͡zɑʁ
քյաբաբ	kʰjɑpʰɑpʰ
քյալամ	kʰjɑlɑm
քյամանչա	kʰjɑmɑnt͡ʃʰɑ
քյանդրբազություն	kʰjɑntʰəɾpʰɑzutʰʏn
քյաչալ	kʰjɑt͡ʃʰɑl
քյասիբ	kʰjɑsipʰ
քյավառ	kʰjɑvɑɾ
քյար	kʰjɑɾ
քյարփինջ	kʰjɑɾpʰint͡ʃʰ
քյափիկ	kʰjɑpʰiɡ
քյոլն	kʰjɔln
քյոխվա	kʰjɔχvɑ
քյոմուր	kʰjɔmuɾ
քյոռ	kʰjɔɾ
քյուֆթա	kʰʏftʰɑ
քյուֆտա	kʰʏfdɑ
քնաբեր	kʰənɑpʰɛɾ
քնած	kʰənɑd͡z
քնամուկ	kʰənɑmuɡ
քնաշրջիկ	kʰənɑʃəɾt͡ʃʰiɡ
քնաշրջություն	kʰənɑʃəɾt͡ʃʰutʰʏn
քնապարկ	kʰənɑbɑɾɡ
