да	dˈɑ
біргеміз	bɪɾɡemˈɪz
бірлестіктері	bɪɾlestɪkteɾˈɪ
біріктіруші	bɪɾɪktɪɾwʃˈɪ
біріктіріліп	bɪɾɪktɪɾɪlˈɪp
бірің	bɪɾˈɪŋ
бітпеді	bɪtpedˈɪ
бүгінгінің	buɡɪnɡɪnˈɪŋ
бүлдірген	buɫdɪɾɡˈen
бүтіндей	butɪndˈej
бұзушыларды	bˈʊzwʃəɫɑɾdə
бұзылмайды	bˈʊzəɫmɑjdə
бұзылмауын	bˈʊzəɫmɑwən
бұйыратын	bˈʊjəɾɑtən
бұлақтардан	bʊɫɑqtɑɾdˈɑn
бұлдырап	bˈʊɫdəɾɑp
бұлтартпайтын	bʊɫtɑɾtpˈɑjtən
бұлттай	bʊɫttˈɑj
бұрмалаған	bʊɾmɑɫɑʀˈɑn
бұрғаны	bʊɾʀˈɑnə
бұтына	bˈʊtənɑ
бұға	bʊʀˈɑ
бұғының	bˈʊʀənəŋ
бәске	bæskˈe
бөктеріндегі	bɵkteɾɪndeɡˈɪ
бөлумен	bɵɫwmˈen
бөлшектеуге	bɵɫʃektewɡˈe
бөлікке	bɵlɪkkˈe
бөлімдегі	bɵlɪmdeɡˈɪ
бөлінгенімен	bɵlɪnɡenɪmˈen
бөлініпті	bɵlɪnɪptˈɪ
вагондарға	vɑɡondɑɾʀˈɑ
вальс	vˈɑɫʔs
вебсайтына	vebsˈɑjtənɑ
ведомствосының	vedomstvˈosənəŋ
велокомандасы	veɫokomɑndˈɑsə
велокомандасының	veɫokomɑndˈɑsənəŋ
венгрлер	venɡɾlˈeɾ
видеолары	vəjdeoɫɑɾə
видеосюжет	vəjdeosjuʒet
газдардың	ɡɑzdˈɑɾdəŋ
газетЕл	ɡɑzˈetˈeɫ
газетЖер	ɡɑzˈetʒˈeɾ
газетМұндай	ɡɑzˈetmʊndˈɑj
газетпен	ɡɑzetpˈen
газетҚытай	ɡɑzˈetqətɑj
генералға	ɡeneɾɑɫʀˈɑ
географиясы	ɡeoɡɾˈɑfəjjasə
гепатиті	ɡepˈɑtəjtɪ
гепатитін	ɡepˈɑtəjtɪn
гигиена	ɡəjɡəjenɑ
гимні	ɡəjmnɪ
гипс	ɡəjps
гомосексуалдарға	ɡomosekswɑɫdɑɾʀˈɑ
госпитальға	ɡˈospəjtɑɫʔʀɑ
градусты	ɡɾˈɑdwstə
гранттары	ɡɾɑnttˈɑɾə
графика	ɡɾˈɑfəjkɑ
губерниялық	ɡwbˈeɾnəjjaɫəq
дайындалыпты	dˈɑjəndɑɫəptə
дайындамақ	dˈɑjəndɑmɑq
далам	dɑɫˈɑm
дамытуымыз	dˈɑmətwəməz
дарияның	dˈɑɾəjjanəŋ
даттап	dɑttˈɑp
даурықпа	dˈɑwɾəqpɑ
даусымды	dˈɑwsəmdə
даярлады	dɑjaɾɫˈɑdə
даярлауды	dɑjaɾɫˈɑwdə
дақылдары	dˈɑqəɫdɑɾə
даңғылымен	dˈɑŋʀəɫəmen
даңғылын	dˈɑŋʀəɫən
девальвациялық	devɑɫʔvˈɑtsəjjaɫəq
дейсіңдер	dejsɪŋdˈeɾ
делегациялары	deleɡˈɑtsəjjaɫɑɾə
демалыстағы	demˈɑɫəstɑʀə
деместен	demestˈen
дендей	dendˈej
денсаулығымызды	densˈɑwɫəʀəməzdə
денсаулықтың	densˈɑwɫəqtəŋ
депозиттік	depˈozəjttɪk
депортацияланды	depoɾtˈɑtsəjjaɫɑndə
депосы	depˈosə
дереккөзге	deɾekkɵzɡˈe
дереккөзіне	deɾekkɵzɪnˈe
джинсы	dʒəjnsə
диалогы	dəjɑɫoɡə
диаспораларының	dəjɑspoɾɑɫɑɾənəŋ
диванға	dəjvɑnʀɑ
диктатураға	dəjktɑtwɾɑʀɑ
динамикасын	dəjnɑməjkɑsən
дипломатиясы	dəjpɫomɑtəjjasə
дипломдарын	dəjpɫomdɑɾən
дипломдық	dəjpɫomdəq
директорлардың	dəjɾektoɾɫɑɾdəŋ
директорларын	dəjɾektoɾɫɑɾən
додасын	dodˈɑsən
домалаған	domɑɫɑʀˈɑn
донорлардың	donoɾɫˈɑɾdəŋ
досың	dˈosəŋ
дотация	dotˈɑtsəjja
доңғалағы	doŋʀɑɫˈɑʀə
дуылдап	dwəɫdɑp
дінде	dɪndˈe
дүнием	dˈunəjem
дәлелдейтіндей	dæleɫdejtɪndˈej
дәлелдеме	dæleɫdemˈe
дәме	dæmˈe
дәмесі	dæmesˈɪ
дәмханалардың	dæmxɑnɑɫˈɑɾdəŋ
дәстүрінен	dæstuɾɪnˈen
дәулескер	dæwleskˈeɾ
ев	ˈev
евроға	evɾoʀˈɑ
еге	eɡˈe
егеуқұйрықтар	eɡewqˈʊjɾəqtɑɾ
егістікке	eɡɪstɪkkˈe
еденін	edenˈɪn
езіліп	ezɪlˈɪp
екпін	ekpˈɪn
елдімекенде	eɫdɪmekendˈe
елдімекені	eɫdɪmekenˈɪ
елестеп	elestˈep
елшілігін	eɫʃɪlɪɡˈɪn
елшіліктер	eɫʃɪlɪktˈeɾ
елшіліктерінің	eɫʃɪlɪkteɾɪnˈɪŋ
еліктеп	elɪktˈep
елімізден	elɪmɪzdˈen
еліңнің	elɪŋnˈɪŋ
емделетін	emdeletˈɪn
емессіз	emessˈɪz
емтиханда	ˈemtəjxɑndɑ
енгізбек	enɡɪzbˈek
енгізілгелі	enɡɪzɪɫɡelˈɪ
енди	ˈendəj
еншіледі	enʃɪledˈɪ
епископы	ˈepəjskopə
ережесінің	eɾeʒesɪnˈɪŋ
ерекшеліктерді	eɾekʃelɪkteɾdˈɪ
ереуілшілермен	eɾewɪɫʃɪleɾmˈen
еруге	eɾwɡˈe
ерімен	eɾɪmˈen
есептейсіз	eseptejsˈɪz
есептелді	esepteɫdˈɪ
есепшісі	esepʃɪsˈɪ
есеңгіретіп	eseŋɡɪɾetˈɪp
ескертетін	eskeɾtetˈɪn
ескертулері	eskeɾtwleɾˈɪ
естіле	estɪlˈe
естімей	estɪmˈej
естімейді	estɪmejdˈɪ
есігінде	esɪɡɪndˈe
етегінде	eteɡɪndˈe
ететіндігі	etetɪndɪɡˈɪ
еткенге	etkenɡˈe
еткізіп	etkɪzˈɪp
етпегенін	etpeɡenˈɪn
етпеуге	etpewɡˈe
етіңіздер	etɪŋɪzdˈeɾ
ешбірінің	eʃbɪɾɪnˈɪŋ
ештеңем	eʃteŋˈem
еңсеріп	eŋseɾˈɪp
жабдықталмаған	ʒˈɑbdəqtɑɫmɑʀɑn
жазбауды	ʒɑzbˈɑwdə
жазушыдан	ʒˈɑzwʃədɑn
жазушылармен	ʒˈɑzwʃəɫɑɾmen
жазылдым	ʒˈɑzəɫdəm
жазылмақ	ʒˈɑzəɫmɑq
жазылғандықтан	ʒˈɑzəɫʀɑndəqtɑn
жайланып	ʒɑjɫˈɑnəp
жаймен	ʒɑjmˈen
жайсыздау	ʒˈɑjsəzdɑw
жайылуы	ʒˈɑjəɫwə
жалақысымен	ʒɑɫˈɑqəsəmen
жалпылай	ʒˈɑɫpəɫɑj
жалғастырамын	ʒɑɫʀˈɑstəɾɑmən
жалғастырғысы	ʒɑɫʀˈɑstəɾʀəsə
жамандықтан	ʒɑmˈɑndəqtɑn
жамбастап	ʒɑmbɑstˈɑp
жанашырлар	ʒɑnˈɑʃəɾɫɑɾ
жандануына	ʒɑndˈɑnwənɑ
жанданған	ʒɑndɑnʀˈɑn
жандарында	ʒɑndˈɑɾəndɑ
жанкештілер	ʒɑnkeʃtɪlˈeɾ
жанкештілердің	ʒɑnkeʃtɪleɾdˈɪŋ
жанкүйерлерін	ʒɑnkujeɾleɾˈɪn
жанталас	ʒɑntɑɫˈɑs
жанталасады	ʒɑntɑɫɑsˈɑdə
жанталасты	ʒɑntɑɫˈɑstə
жануарларын	ʒɑnwɑɾɫˈɑɾən
жапсыра	ʒˈɑpsəɾɑ
жарамайтынын	ʒɑɾɑmˈɑjtənən
жараспайтын	ʒɑɾɑspˈɑjtən
жарастырып	ʒɑɾˈɑstəɾəp
жарасым	ʒɑɾˈɑsəm
жаратушы	ʒɑɾˈɑtwʃə
жариялаушы	ʒˈɑɾəjjaɫɑwʃə
жариялылыққа	ʒˈɑɾəjjaɫəɫəqqɑ
жарлықты	ʒˈɑɾɫəqtə
жармасқан	ʒɑɾmɑsqˈɑn
жармаған	ʒɑɾmɑʀˈɑn
жарымын	ʒˈɑɾəmən
жарыған	ʒˈɑɾəʀɑn
жарығынан	ʒˈɑɾəʀənɑn
жасайсың	ʒɑsˈɑjsəŋ
жасайтынына	ʒɑsˈɑjtənənɑ
жасалар	ʒɑsɑɫˈɑɾ
жасалынатын	ʒɑsˈɑɫənɑtən
жасаттым	ʒɑsˈɑttəm
жасағанымыз	ʒɑsɑʀˈɑnəməz
жасағанға	ʒɑsɑʀɑnʀˈɑ
жасақтады	ʒɑsɑqtˈɑdə
жаспын	ʒˈɑspən
жастығы	ʒˈɑstəʀə
жасыруды	ʒˈɑsəɾwdə
жатақханалары	ʒɑtɑqxɑnɑɫˈɑɾə
жатпастан	ʒɑtpɑstˈɑn
жатқам	ʒɑtqˈɑm
жатқаның	ʒɑtqˈɑnəŋ
жауапкершіліктің	ʒɑwɑpkeɾʃɪlɪktˈɪŋ
жауапсыздығынан	ʒɑwˈɑpsəzdəʀənɑn
жауаптыларды	ʒɑwˈɑptəɫɑɾdə
жауларының	ʒɑwɫˈɑɾənəŋ
жаулау	ʒɑwɫˈɑw
жауыздар	ʒˈɑwəzdɑɾ
жауынгердің	ʒˈɑwənɡeɾdɪŋ
жаяудың	ʒɑjˈawdəŋ
жағада	ʒɑʀɑdˈɑ
жағалаудың	ʒɑʀɑɫˈɑwdəŋ
жағылып	ʒˈɑʀəɫəp
жағымпаздықты	ʒˈɑʀəmpɑzdəqtə
жақсарғаны	ʒɑqsɑɾʀˈɑnə
жақтырмады	ʒˈɑqtəɾmɑdə
жақындатуға	ʒˈɑqəndɑtwʀɑ
жақындығын	ʒˈɑqəndəʀən
жаңалықтарда	ʒɑŋˈɑɫəqtɑɾdɑ
жаңалықтарының	ʒɑŋˈɑɫəqtɑɾənəŋ
жаңаөзендіктерге	ʒɑŋɑɵzendɪkteɾɡˈe
жаңсақтық	ʒɑŋsˈɑqtəq
жаңылысып	ʒˈɑŋəɫəsəp
жаһанданудың	ʒɑhɑndˈɑnwdəŋ
жаһанданған	ʒɑhɑndɑnʀˈɑn
жегенде	ʒeɡendˈe
желкен	ʒeɫkˈen
жерлестеріміз	ʒeɾlesteɾɪmˈɪz
жеріме	ʒeɾɪmˈe
жеткізушілер	ʒetkɪzwʃɪlˈeɾ
жетуін	ʒetwˈɪn
жетістіктерімізді	ʒetɪstɪkteɾɪmɪzdˈɪ
жеңімпаздарының	ʒeŋɪmpɑzdˈɑɾənəŋ
жеңістері	ʒeŋɪsteɾˈɪ
жж	ʒəʒə
жизнь	ʒəjznʔ
жиналамыз	ʒəjnɑɫɑməz
жинақта	ʒəjnɑqtɑ
жинақтарының	ʒəjnɑqtɑɾənəŋ
жиындарының	ʒəjəndɑɾənəŋ
жиынтығын	ʒəjəntəʀən
жиһадшылары	ʒəjhɑdʃəɫɑɾə
жобамыз	ʒobˈɑməz
жойғанын	ʒojʀˈɑnən
жолдардан	ʒoɫdɑɾdˈɑn
жолдаса	ʒoɫdɑsˈɑ
жолдастарын	ʒoɫdɑstˈɑɾən
жолдастың	ʒoɫdˈɑstəŋ
жолдасын	ʒoɫdˈɑsən
жолыққанын	ʒˈoɫəqqɑnən
жорта	ʒoɾtˈɑ
жорығы	ʒˈoɾəʀə
жоямыз	ʒojˈaməz
жоғалтамыз	ʒoʀɑɫtˈɑməz
жоғарылығы	ʒoʀˈɑɾəɫəʀə
жоқтардың	ʒoqtˈɑɾdəŋ
жоңғарға	ʒoŋʀɑɾʀˈɑ
журген	ʒwɾɡˈen
жуыр	ʒwəɾ
жылыжайға	ʒəɫəʒɑjʀɑ
жылытады	ʒəɫətɑdə
жыртығымызды	ʒəɾtəʀəməzdə
жырылып	ʒəɾəɫəp
жырғап	ʒəɾʀɑp
жығылатын	ʒəʀəɫɑtən
жығылуына	ʒəʀəɫwənɑ
жыққаны	ʒəqqɑnə
жібергеннен	ʒɪbeɾɡennˈen
жігері	ʒɪɡeɾˈɪ
жүгіре	ʒuɡɪɾˈe
жүдеген	ʒudeɡˈen
жүзілік	ʒuzɪlˈɪk
жүйелерді	ʒujeleɾdˈɪ
жүйесіз	ʒujesˈɪz
жүкші	ʒukʃˈɪ
жүргенімен	ʒuɾɡenɪmˈen
жүргенімізге	ʒuɾɡenɪmɪzɡˈe
жүргізбеген	ʒuɾɡɪzbeɡˈen
жүргіздім	ʒuɾɡɪzdˈɪm
жүргізушіні	ʒuɾɡɪzwʃɪnˈɪ
жүргізілгені	ʒuɾɡɪzɪɫɡenˈɪ
жүргізілсе	ʒuɾɡɪzɪɫsˈe
жүрме	ʒuɾmˈe
жүрмесін	ʒuɾmesˈɪn
жұдырықтасады	ʒˈʊdəɾəqtɑsɑdə
жұлған	ʒʊɫʀˈɑn
жұмсайтындар	ʒʊmsˈɑjtəndɑɾ
жұмыртқасын	ʒˈʊməɾtqɑsən
жұмыссыздықпен	ʒˈʊməssəzdəqpen
жұмысымнан	ʒˈʊməsəmnɑn
жұрттық	ʒˈʊɾttəq
жұртымыз	ʒˈʊɾtəməz
жұтады	ʒʊtˈɑdə
жәдігерлердің	ʒædɪɡeɾleɾdˈɪŋ
жәндік	ʒændˈɪk
жәрдемақымен	ʒæɾdemˈɑqəmen
жөнелтуге	ʒɵneɫtwɡˈe
заманымызда	zɑmˈɑnəməzdɑ
зарығып	zˈɑɾəʀəp
заттық	zˈɑttəq
зауыттарға	zˈɑwəttɑɾʀɑ
заңгерлермен	zɑŋɡeɾleɾmˈen
заңдардан	zɑŋdɑɾdˈɑn
заңдастырды	zɑŋdˈɑstəɾdə
заңнамаларға	zɑŋnɑmɑɫɑɾʀˈɑ
зейнетақымды	zejnetˈɑqəmdə
зерттеуінің	zeɾttewɪnˈɪŋ
зираттар	zəjɾɑttɑɾ
зомбылық	zˈombəɫəq
зоотехник	zootˈexnəjk
зұлматтың	zʊɫmˈɑttəŋ
игерілді	əjɡeɾɪɫdɪ
израилдік	əjzɾɑəjɫdɪk
иландыра	əjɫɑndəɾɑ
или	əjɫəj
имамдардан	əjmɑmdɑɾdɑn
имамдарының	əjmɑmdɑɾənəŋ
импорттайды	əjmpoɾttɑjdə
индустриясын	əjndwstɾəjjasən
инстанцияға	əjnstɑntsəjjaʀɑ
институттарына	əjnstəjtwttɑɾənɑ
интеллигенциясының	əjnteɫɫəjɡentsəjjasənəŋ
интервью	əjnteɾvʔju
интернатында	əjnteɾnɑtəndɑ
иншалла	əjnʃɑɫɫɑ
исламнан	əjsɫɑmnɑn
исламшылардың	əjsɫɑmʃəɫɑɾdəŋ
иығымнан	əjəʀəmnɑn
кабинеттен	kˈɑbəjnetten
кабинетті	kˈɑbəjnettɪ
каникулда	kˈɑnəjkwɫdɑ
капитализмнің	kˈɑpəjtɑɫəjzmnɪŋ
кардинал	kˈɑɾdəjnɑɫ
карталар	kɑɾtɑɫˈɑɾ
картасынан	kɑɾtˈɑsənɑn
каталондық	kɑtɑɫˈondəq
кедейге	kedejɡˈe
кедейдің	kedejdˈɪŋ
кезді	kezdˈɪ
кейбіреулерге	kejbɪɾewleɾɡˈe
кейбіреуін	kejbɪɾewˈɪn
кейіпкерін	kejɪpkeɾˈɪn
кейіс	kejˈɪs
келгем	keɫɡˈem
келгенімді	keɫɡenɪmdˈɪ
келгенінде	keɫɡenɪndˈe
келетіндерді	keletɪndeɾdˈɪ
келетіндіктерін	keletɪndɪkteɾˈɪn
келеңсіздіктерді	keleŋsɪzdɪkteɾdˈɪ
келмейтіндер	keɫmejtɪndˈeɾ
келмесін	keɫmesˈɪn
келмеу	keɫmˈew
келмеуіне	keɫmewɪnˈe
келтірейін	keɫtɪɾejˈɪn
келіспейтіндіктерін	kelɪspejtɪndɪkteɾˈɪn
кемиді	kˈeməjdɪ
кентке	kentkˈe
кеніштегі	kenɪʃteɡˈɪ
кеніштеріне	kenɪʃteɾɪnˈe
кептеліс	keptelˈɪs
кепілдеме	kepɪɫdemˈe
кепілдігі	kepɪɫdɪɡˈɪ
кербез	keɾbˈez
кестеде	kestedˈe
кестесіне	kestesɪnˈe
кеткендерді	ketkendeɾdˈɪ
кеткенмен	ketkenmˈen
кетпегенде	ketpeɡendˈe
кеудемнен	kewdemnˈen
кешеннен	keʃennˈen
кешкендерін	keʃkendeɾˈɪn
кешкенін	keʃkenˈɪn
кештен	keʃtˈen
кешіру	keʃˈɪɾw
кеңейді	keŋejdˈɪ
кеңестерін	keŋesteɾˈɪn
кикілжіңге	kəjkɪɫʒɪŋɡe
кикілжіңнің	kəjkɪɫʒɪŋnɪŋ
килограмын	kəjɫoɡɾɑmən
киноларын	kəjnoɫɑɾən
кинофестиваліне	kəjnofestəjvɑlɪne
киімдерге	kəjɪmdeɾɡe
киімнен	kəjɪmnen
класта	kɫɑstˈɑ
климатты	kɫəjmɑttə
колониялардың	koɫˈonəjjaɫɑɾdəŋ
командаларында	komɑndɑɫˈɑɾəndɑ
командасындағы	komɑndˈɑsəndɑʀə
коммунизмді	kˈommwnəjzmdɪ
коммунистерді	kˈommwnəjsteɾdɪ
компанияларындағы	kompˈɑnəjjaɫɑɾəndɑʀə
компартияны	kompˈɑɾtəjjanə
компьютерлердің	kompʔjuteɾleɾdˈɪŋ
комсомолдық	komsomˈoɫdəq
конгреске	konɡɾeskˈe
конгресте	konɡɾestˈe
конденсаты	kondensˈɑtə
конкурстардың	konkwɾstˈɑɾdəŋ
контейнердің	kontejneɾdˈɪŋ
коп	kˈop
корольдіктің	koɾoɫʔdɪktˈɪŋ
корпорациясын	koɾpoɾˈɑtsəjjasən
корпустың	kˈoɾpwstəŋ
космостық	kosmˈostəq
креатив	kɾeˈɑtəjv
кредиторлармен	kɾˈedəjtoɾɫɑɾmen
кредиттер	kɾˈedəjtteɾ
куратор	kwɾɑtˈoɾ
курстық	kwɾstəq
кірісетінін	kɪɾɪsetɪnˈɪn
кіріскені	kɪɾɪskenˈɪ
кісендеулі	kɪsendewlˈɪ
кітаппен	kɪtɑppˈen
күдігім	kudɪɡˈɪm
күдігімен	kudɪɡɪmˈen
күзетеді	kuzetedˈɪ
күзетшінің	kuzetʃɪnˈɪŋ
күйеубаласына	kujewbɑɫˈɑsənɑ
күйзелткен	kujzeɫtkˈen
күйкі	kujkˈɪ
күнелтуде	kuneɫtwdˈe
күнімде	kunɪmdˈe
күрекпен	kuɾekpˈen
күресемін	kuɾesemˈɪn
күтімге	kutɪmɡˈe
күшейтпек	kuʃejtpˈek
күшімізбен	kuʃɪmɪzbˈen
кәсіптерін	kæsɪpteɾˈɪn
көбеюін	kɵbejuˈɪn
көбінше	kɵbɪnʃˈe
көздерінде	kɵzdeɾɪndˈe
көзімізді	kɵzɪmɪzdˈɪ
көкшіл	kɵkʃˈɪɫ
көкөністер	kɵkɵnɪstˈeɾ
көлемімен	kɵlemɪmˈen
көмбе	kɵmbˈe
көмекпен	kɵmekpˈen
көмектесуден	kɵmekteswdˈen
көмірқышқыл	kɵmˈɪɾqəʃqəɫ
көну	kˈɵnw
көпірге	kɵpɪɾɡˈe
көргендігін	kɵɾɡendɪɡˈɪn
көрде	kɵɾdˈe
көрден	kɵɾdˈen
көрермендеріне	kɵɾeɾmendeɾɪnˈe
көретінмін	kɵɾetɪnmˈɪn
көрмекші	kɵɾmekʃˈɪ
көрмеу	kɵɾmˈew
көрсеткіштерінің	kɵɾsetkɪʃteɾɪnˈɪŋ
көрсетсек	kɵɾsetsˈek
көрсетілуіне	kɵɾsetɪɫwɪnˈe
көрсетілімге	kɵɾsetɪlɪmɡˈe
көрсетіліміне	kɵɾsetɪlɪmɪnˈe
көрушілер	kɵɾwʃɪlˈeɾ
көрінбеген	kɵɾɪnbeɡˈen
көріністерге	kɵɾɪnɪsteɾɡˈe
көрісі	kɵɾɪsˈɪ
көсемдердің	kɵsemdeɾdˈɪŋ
көтергендер	kɵteɾɡendˈeɾ
көтермеген	kɵteɾmeɡˈen
көтерілгеніне	kɵteɾɪɫɡenɪnˈe
көтерілістен	kɵteɾɪlɪstˈen
көшбасшылардың	kɵʃbˈɑsʃəɫɑɾdəŋ
көшеттер	kɵʃettˈeɾ
лагерьлер	ɫɑɡeɾʔlˈeɾ
ластануына	ɫɑstˈɑnwənɑ
лауазымдағы	ɫɑwˈɑzəmdɑʀə
легионы	lˈeɡəjonə
лек	lˈek
ливандық	ɫəjvɑndəq
лиганың	ɫəjɡɑnəŋ
литвалық	ɫəjtvɑɫəq
лицензиядан	ɫəjtsenzəjjadɑn
люкс	ɫjˈuks
м	mə
мазмұндық	mɑzmˈʊndəq
майланып	mɑjɫˈɑnəp
малшының	mˈɑɫʃənəŋ
малыңды	mˈɑɫəŋdə
мамырына	mˈɑməɾənɑ
манадан	mɑnɑdˈɑn
марганец	mɑɾɡɑnˈets
марка	mɑɾkˈɑ
маршруты	mˈɑɾʃɾwtə
матчтарын	mɑtt͡ʃtˈɑɾən
мафияның	mˈɑfəjjanəŋ
махаббаттан	mɑxɑbbɑttˈɑn
машинадан	mˈɑʃəjnɑdɑn
мақсаттарда	mɑqsɑttɑɾdˈɑ
мақтаулар	mɑqtɑwɫˈɑɾ
мақұлдайтын	mɑqʊɫdˈɑjtən
маңдайшасында	mɑŋdɑjʃˈɑsəndɑ
маңдайында	mɑŋdˈɑjəndɑ
медальдарымен	medɑɫʔdˈɑɾəmen
медиамагнат	mˈedəjɑmɑɡnɑt
медиаресурс	mˈedəjɑɾeswɾs
межелеген	meʒeleɡˈen
межелеу	meʒelˈew
мейрамымен	mejɾˈɑməmen
мекенжайға	mekenʒɑjʀˈɑ
меморандумды	memoɾˈɑndwmdə
менеджерлерінің	menedʒeɾleɾɪnˈɪŋ
менталитетін	mentˈɑɫəjtetɪn
меншіктегі	menʃɪkteɡˈɪ
мерейін	meɾejˈɪn
механика	mexˈɑnəjkɑ
меңгерушісінің	meŋɡeɾwʃɪsɪnˈɪŋ
миграцияға	məjɡɾɑtsəjjaʀɑ
мидай	məjdɑj
микрофонды	məjkɾofondə
модаға	modɑʀˈɑ
модельге	modeɫʔɡˈe
модельді	modeɫʔdˈɪ
моджахед	modʒɑxˈed
мойнымды	mˈojnəmdə
мойнымызда	mˈojnəməzdɑ
мойындамауы	mˈojəndɑmɑwə
мойындатты	mˈojəndɑttə
мойындауды	mˈojəndɑwdə
мойынсұнбай	mˈojənsʊnbɑj
молая	moɫɑjˈa
моральға	moɾɑɫʔʀˈɑ
мультимедиалық	mwɫʔtəjmedəjɑɫəq
муниципалды	mwnəjtsəjpɑɫdə
мылтығымен	məɫtəʀəmen
мылтығының	məɫtəʀənəŋ
мысырлық	məsəɾɫəq
мэрінің	meɾɪnˈɪŋ
мюзикл	mjˈuzəjkɫ
мінберінде	mɪnbeɾɪndˈe
міндеттеуді	mɪndettewdˈɪ
мүдделерінің	muddeleɾɪnˈɪŋ
мүддемізді	muddemɪzdˈɪ
мүйізі	mujɪzˈɪ
мүмкіндіктерінің	mumkɪndɪkteɾɪnˈɪŋ
мүмкіншіліктері	mumkɪnʃɪlɪkteɾˈɪ
мүсіндерді	musɪndeɾdˈɪ
мүфтилер	mˈuftəjleɾ
мүшесімен	muʃesɪmˈen
мүшәйрасы	muʃæjɾˈɑsə
мұнайшылардан	mʊnˈɑjʃəɫɑɾdɑn
мұнараны	mʊnɑɾˈɑnə
мұнарасының	mʊnɑɾˈɑsənəŋ
мұнтаздай	mʊntɑzdˈɑj
мұнымыз	mˈʊnəməz
мұражайдағы	mʊɾɑʒɑjdˈɑʀə
мұқабасында	mʊqɑbˈɑsəndɑ
мәжбүрлеуге	mæʒbuɾlewɡˈe
мәжбүрліктен	mæʒbuɾlɪktˈen
мәжілістен	mæʒɪlɪstˈen
мәжілісіндегі	mæʒɪlɪsɪndeɡˈɪ
мәлімдей	mælɪmdˈej
мәлімдемесімен	mælɪmdemesɪmˈen
мәліметтерде	mælɪmetteɾdˈe
мәліметтерімен	mælɪmetteɾɪmˈen
мәселесіндегі	mæselesɪndeɡˈɪ
мәтінге	mætɪnɡˈe
мәтінмен	mætɪnmˈen
мәтініне	mætɪnɪnˈe
мөлшерлемесі	mɵɫʃeɾlemesˈɪ
назы	nˈɑzə
налыды	nˈɑɫədə
намысым	nˈɑməsəm
намысқой	nˈɑməsqoj
наннан	nɑnnˈɑn
наразыларға	nɑɾˈɑzəɫɑɾʀɑ
наразылығымды	nɑɾˈɑzəɫəʀəmdə
насихатты	nˈɑsəjxɑttə
науқандық	nɑwqˈɑndəq
нағашымның	nɑʀˈɑʃəmnəŋ
ниетінің	nəjetɪnɪŋ
нобайы	nobˈɑjə
номиналды	nˈoməjnɑɫdə
нықтай	nəqtɑj
нұрға	nʊɾʀˈɑ
нәрседе	næɾsedˈe
нәсілшілдікке	næsɪɫʃɪɫdɪkkˈe
нәсіп	næsˈɪp
нөлден	nɵɫdˈen
нөмірді	nɵmɪɾdˈɪ
образдар	obɾɑzdˈɑɾ
одақтардың	odɑqtˈɑɾdəŋ
озатын	ozˈɑtən
озу	ˈozw
ойламайсыз	ojɫɑmˈɑjsəz
ойланасың	ojɫɑnˈɑsəŋ
ойластыруы	ojɫˈɑstəɾwə
ойлаңыз	ojɫˈɑŋəz
ойнаймыз	ojnˈɑjməz
ойнайтыны	ojnˈɑjtənə
ойнағысы	ojnˈɑʀəsə
ойылған	ˈojəɫʀɑn
ойындарымен	ˈojəndɑɾəmen
ойыншыларына	ˈojənʃəɫɑɾənɑ
ойыншысына	ˈojənʃəsənɑ
ойыңызда	ˈojəŋəzdɑ
олардағы	oɫɑɾdˈɑʀə
олигархиялық	ˈoɫəjɡɑɾxəjjaɫəq
омырау	ˈoməɾɑw
омыртқасын	ˈoməɾtqɑsən
ондайларға	ondɑjɫɑɾʀˈɑ
оперативтік	opeɾˈɑtəjvtɪk
оптимистер	ˈoptəjməjsteɾ
оразасын	oɾɑzˈɑsən
оралсам	oɾɑɫsˈɑm
оратылып	oɾˈɑtəɫəp
орданың	oɾdˈɑnəŋ
орденінің	oɾdenɪnˈɪŋ
орналастырдық	oɾnɑɫˈɑstəɾdəq
