va	ʋˈæ
boyliklarni	bˌɑjɫyklˈæɾny
bozorlarida	bˌɑzɑɾlæɾˈydæ
boʻlakli	bolˈækɫy
boʻlimini	bˌoɫymˈyny
boʻlishdan	boɫˈyʃdæn
boʻlishidir	bˌoɫyʃˈydyɾ
boʻlmadi	boɫmˈædy
bukilmalar	bˌʊkyɫmˈælæɾ
bulardan	bʊlˈæɾdæn
buyen	bˈʊjen
buyumlarini	bˌʊjʊmlæɾˈyny
byusti	bjˈʊsty
chakana	t͡Sækˈænæ
chamasida	t͡Sˌæmæsˈydæ
changi	t͡Sˈæŋy
chaqaloq	t͡Sæqˈæɫɑq
chaqirilgan	t͡Sˌæqyɾˈyɫɡæn
chastotalar	t͡Sˌæstɑtˈælæɾ
chegarasidan	t͡Sˌeɡæɾæsˈydæn
chekinishga	t͡Sˌekynˈyʃɡæ
chempionatlarida	t͡Sˌempyˌɑnætlæɾˈydæ
chigʻanoq	t͡Syʁˈænɑq
chiqishdi	t͡Syqˈyʃdy
chiqishidan	t͡Sˌyqyʃˈydæn
chiqishlari	t͡Sˌyqyʃlˈæɾy
chiqqanda	t͡Syqqˈændæ
chorrahasi	t͡Sˌɑɾɾæhˈæsy
choʻkindilar	t͡Sˌokyndˈylæɾ
choʻkish	t͡Sˈokyʃ
choʻqqilari	t͡Sˌoqqylˈæɾy
chuqurlikkacha	t͡Sˌʊqʊɾɫykkˈæt͡Sæ
dalaga	dælˈæɡæ
daraxtlarga	dˌæɾæχtlˈæɾɡæ
daryodan	dæɾjˈɑdæn
davlatdan	dæʋlˈætdæn
davolanmasa	dˌæʋɑlænmˈæsæ
davrlarning	dæʋɾlˈæɾnyŋ
dehqonchilikka	dˌehqɑnt͡Syɫˈykkæ
dehqonlarning	dˌehqɑnlˈæɾnyŋ
devorga	deʋˈɑɾɡæ
diabet	dyˈæbet
diapazonli	dˌyæpæzˈɑnɫy
doiraviy	dˌɑyɾˈæʋyj
dorixonalar	dˌɑɾyχɑnˈælæɾ
dostonning	dɑstˈɑnnyŋ
doʻstligi	dostɫˈyɡy
dramalarida	dɾˌæmælæɾˈydæ
duradgorlik	dˌʊɾædɡˈɑɾɫyk
duragaylar	dˌʊɾæɡˈæjlæɾ
efemer	efˌemeɾ
egallashi	ˌeɡæɫlˈæʃy
egasining	ˌeɡæsˈynyŋ
egilgan	eɡˈyɫɡæn
ehtiros	ehtˈyɾɑs
ekinlarga	ˌekynlˈæɾɡæ
ekinlaridan	ˌekynlæɾˈydæn
ekinzor	ekˈynzɑɾ
ekliptika	ˌekɫyptˈykæ
ekma	ˈekmæ
ekran	ˈekɾæn
elchilar	eɫt͡Sˈylæɾ
elektrolit	ˌelektɾˈɑɫyt
elektrostatik	ˌelektɾɑstˈætyk
emal	ˈemæɫ
empirik	empˈyɾyk
engil	ˈeŋyɫ
erga	ˈeɾɡæ
erish	ˈeɾyʃ
eritmada	ˌeɾytmˈædæ
erituvchilar	ˌeɾytʊʋt͡Sˈylæɾ
esadigan	ˌesædˈyɡæn
eshituv	eʃˈytʊʋ
eslatib	eslˈætyb
et	ˈet
etagida	ˌetæɡˈydæ
eti	ˈety
etilganda	ˌetyɫɡˈændæ
etilishini	ˌetyɫyʃˈyny
etilmaydi	ˌetyɫmˈæjdy
etkazib	etkˈæzyb
fanini	fˌænˈyny
fantastik	fˌæntˈæstyk
faoliyatga	fˌæɑɫyjˈætɡæ
farklanadi	fˌæɾklænˈædy
fashizmga	fˌæʃˈyzmɡæ
federatsiya	fˌedeɾætsˈyjæ
fenotipik	fˌenɑtˈypyk
filmlarni	fˌyɫmlˈæɾny
filmning	fˌyɫmnyŋ
flyuorit	fɫjˌʊˈɑɾyt
fokus	fˌɑkʊs
fondlar	fˌɑndlæɾ
forma	fˌɑɾmæ
foydalana	fˌɑjdælˈænæ
foydalanganlar	fˌɑjdælæŋˈænlæɾ
galaktika	ɡˌælæktˈykæ
gapirib	ɡæpˈyɾyb
gavdalanadi	ɡˌæʋdælænˈædy
gazdan	ɡˈæzdæn
gazlardan	ɡæzlˈæɾdæn
gazlari	ɡæzlˈæɾy
gazli	ɡˈæzɫy
genetikasi	ɡˌenetykˈæsy
geologi	ɡˌeɑɫˈɑɡy
gigiyenasi	ɡˌyɡyjenˈæsy
gipertoniya	ɡˌypeɾtɑnˈyjæ
girih	ɡˈyɾyh
grek	ɡɾˈek
gugurt	ɡˈʊɡʊɾt
gullagan	ɡʊɫlˈæɡæn
gumbazi	ɡʊmbˈæzy
gʻaltak	ʁˈæɫtæk
gʻayritabiiy	ʁˌæjɾytæbˈyyj
gʻazallariga	ʁˌæzæɫlæɾˈyɡæ
gʻori	ʁˈɑɾy
halol	hˈæɫɑɫ
hammom	hˈæmmɑm
haqiqatan	hˌæqyqˈætæn
harakatida	hˌæɾækætˈydæ
harakatlarda	hˌæɾækætlˈæɾdæ
haridor	hæɾˈydɑɾ
haroratning	hˌæɾɑɾˈætnyŋ
havodan	hæʋˈɑdæn
haykalchalar	hˌæjkæɫt͡Sˈælæɾ
hil	hˈyɫ
hisobladi	hˌysɑblˈædy
hisoblar	hysˈɑblæɾ
holi	hˈɑɫy
hollardagina	hˌɑɫlæɾdæɡˈynæ
homiladorlikning	hˌɑmylˌædɑɾɫˈyknyŋ
hosildorligi	hˌɑsyɫdɑɾɫˈyɡy
hosilning	hɑsˈyɫnyŋ
hoʻl	hˈoɫ
hujayralarni	hˌʊd͡ʒæjɾælˈæɾny
hukmdorning	hʊkmdˈɑɾnyŋ
hukmronligining	hˌʊkmɾɑnɫyɡˈynyŋ
huquqidan	hˌʊqʊqˈydæn
huquqshunos	hˌʊqʊqʃˈʊnɑs
idealistik	ˌydeæɫˈystyk
idishga	ydˈyʃɡæ
ifodaviy	yfˌɑdˈæʋyj
ijrochilar	ˌyd͡ʒɾɑt͡Sˈylæɾ
ijrochilari	ˌyd͡ʒɾɑt͡Sylˈæɾy
ildizida	ˌyɫdyzˈydæ
ilmiga	yɫmˈyɡæ
impulsi	ympˈʊɫsy
impulslarini	ˌympʊɫslæɾˈyny
indeyslarning	ˌyndejslˈæɾnyŋ
individ	yndˈyʋyd
individlar	ˌyndyʋˈydlæɾ
insektitsidlar	ˌynsektytsˈydlæɾ
inshootlarini	ˌynʃɑˌɑtlæɾˈyny
iqlimning	yqɫˈymnyŋ
iqtisodi	ˌyqtysˈɑdy
isbotlash	ysbˈɑtlæʃ
ishining	yʃˈynyŋ
ishlarning	yʃlˈæɾnyŋ
ishlatilib	ˌyʃlætˈyɫyb
ishlovchilar	ˌyʃɫɑʋt͡Sˈylæɾ
ishning	ˈyʃnyŋ
ismidan	ysmˈydæn
istagi	ystˈæɡy
iyulida	ˌyjʊɫˈydæ
izoh	ˈyzɑh
jadid	d͡ʒˈædyd
jala	d͡ʒˈælæ
jamiyatlar	d͡ʒˌæmyjˈætlæɾ
jamoada	d͡ʒˌæmɑˈædæ
janubi	d͡ʒænˈʊby
jar	d͡ʒˈæɾ
jarroxlik	d͡ʒæɾɾˈɑχɫyk
jihozlandi	d͡ʒˌyhɑzlˈændy
jinsga	d͡ʒˈynsɡæ
joylarning	d͡ʒɑjlˈæɾnyŋ
joylashgani	d͡ʒˌɑjlæʃɡˈæny
jumlasidan	d͡ʒˌʊmlæsˈydæn
ka	kˈæ
kadmiy	kˈædmyj
kafedrasining	kæfˌedɾæsˈynyŋ
kalava	kælˈæʋæ
kaliti	kæɫˈyty
kamerasida	kˌæmeɾæsˈydæ
kasalxonaga	kˌæsæɫχɑnˈæɡæ
kategoriyasi	kˌæteɡˌɑɾyjˈæsy
kechirdi	ket͡Sˈyɾdy
kechirishi	kˌet͡Syɾˈyʃy
keltirildi	kˌeɫtyɾˈyɫdy
kesiladi	kˌesylˈædy
kesimi	kesˈymy
ketidan	ketˈydæn
ketishdan	ketˈyʃdæn
kimning	kˈymnyŋ
kimyogar	kymjˈɑɡæɾ
kira	kˈyɾæ
kislorodli	kˌysɫɑɾˈɑdɫy
kislotani	kˌysɫɑtˈæny
kitoblarning	kˌytɑblˈæɾnyŋ
kitobxonlar	kˌytɑbχˈɑnlæɾ
kiyimi	kyjˈymy
knyazligi	knjæzɫˈyɡy
kogerent	kɑɡˈeɾent
koinot	kɑˈynɑt
komissarligi	kˌɑmyssæɾɫˈyɡy
kompozitsion	kˌɑmpɑzytsˈyɑn
kondensator	kˌɑndensˈætɑɾ
konlardan	kɑnlˈæɾdæn
konlarning	kɑnlˈæɾnyŋ
konsertlar	kɑnsˈeɾtlæɾ
konsertlari	kˌɑnseɾtlˈæɾy
koshinlar	kɑʃˈynlæɾ
koʻchalaridan	kˌot͡Sælæɾˈydæn
koʻchatlar	kot͡Sˈætlæɾ
koʻchirildi	kˌot͡Syɾˈyɫdy
koʻkarib	kokˈæɾyb
koʻliga	koɫˈyɡæ
koʻprigi	kopɾˈyɡy
koʻprogʻini	kˌopɾɑʁˈyny
koʻrinishiga	kˌoɾynyʃˈyɡæ
koʻrishadi	kˌoɾyʃˈædy
koʻzgu	kˈozɡʊ
kritik	kɾˈytyk
kubok	kˈʊbɑk
kuchaytirdi	kˌʊt͡Sæjtˈyɾdy
kuchidan	kʊt͡Sˈydæn
kuchlanishni	kˌʊt͡Slænˈyʃny
kuchlariga	kˌʊt͡Slæɾˈyɡæ
kuchni	kˈʊt͡Sny
kuli	kˈʊɫy
kunduz	kˈʊndʊz
kunni	kˈʊnny
kurashlari	kˌʊɾæʃlˈæɾy
kurilish	kʊɾˈyɫyʃ
kurtaklari	kˌʊɾtæklˈæɾy
lagan	lˈæɡæn
lahjalari	lˌæhd͡ʒælˈæɾy
lampalar	læmpˈælæɾ
landshafti	lændʃˈæftˌy
lashkarlari	lˌæʃkæɾlˈæɾy
leksikasi	lˌeksykˈæsy
lentalar	lentˈælæɾ
ligi	ɫˈyɡy
limon	ɫˈymɑn
lirikasi	ɫˌyɾykˈæsy
lotincha	ɫɑtˈynt͡Sæ
lugʻatlar	ɫʊʁˈætlæɾ
lyoss	ɫjˈɑss
mahkamlangan	mˌæhkæmlˈæŋæn
mahsulotini	mˌæhsʊɫɑtˈyny
majlislari	mˌæd͡ʒɫyslˈæɾy
maktabdan	mæktˈæbdæn
manbadan	mænbˈædæn
manbadir	mænbˈædyɾ
manfaatdor	mænfˌæˈætdɑɾ
manjurlar	mænd͡ʒˈʊɾlæɾ
mansubligi	mˌænsʊbɫˈyɡy
maqolalarga	mˌæqɑlælˈæɾɡæ
maqsadini	mˌæqsædˈyny
marhum	mˈæɾhʊm
markazini	mˌæɾkæzˈyny
martagacha	mˌæɾtæɡˈæt͡Sæ
mashgʻulot	mæʃʁˈʊɫɑt
mashgʻulotlari	mˌæʃʁʊɫɑtlˈæɾy
mashhurdir	mæʃhˈʊɾdyɾ
massagetlar	mˌæssæɡˈetlæɾ
massiv	mˈæssyʋ
matbuotida	mˌætbʊɑtˈydæ
materiallaridan	mˌæteɾˌyæɫlæɾˈydæn
materiallarini	mˌæteɾˌyæɫlæɾˈyny
matnini	mætnˈyny
maydonidagi	mˌæjdɑnydˈæɡy
maydonlarining	mˌæjdɑnlæɾˈynyŋ
mayl	mˈæjɫ
maymunlar	mæjmˈʊnlæɾ
mazhabiga	mˌæzhæbˈyɡæ
medallar	medˈæɫlæɾ
mehmonxonalar	mˌehmɑnχɑnˈælæɾ
mehnatkash	mehnˈætkæʃ
mehnatkashlar	mˌehnætkˈæʃlæɾ
melioratsiya	mˌeɫyˌɑɾætsˈyjæ
merosiga	mˌeɾɑsˈyɡæ
metal	mˈetæɫ
metalldan	metˈæɫɫdæn
metallga	metˈæɫɫɡæ
metrni	mˈetɾny
mezon	mˈezɑn
mildiratib	mˌyɫdyɾˈætyb
minut	mˈynʊt
miyada	myjˈædæ
monastiri	mˌɑnæstˈyɾy
moylar	mˈɑjlæɾ
moʻl	mˈoɫ
moʻynali	mojnˈæɫy
muammosini	mˌʊæmmɑsˈyny
muhitlar	mʊhˈytlæɾ
mukofotga	mˌʊkɑfˌɑtɡæ
mum	mˈʊm
munozara	mˌʊnɑzˈæɾæ
mushkul	mˈʊʃkʊɫ
mushtarak	mʊʃtˈæɾæk
mushuk	mˈʊʃʊk
musobaqalarini	mˌʊsɑbˌæqælæɾˈyny
musson	mˈʊssɑn
mustahkamlandi	mˌʊstæhkæmlˈændy
mustamlakachilari	mˌʊstæmlˌækæt͡Sylˈæɾy
mutafakkir	mˌʊtæfˌækkyɾ
mutaxassislarni	mˌʊtæχˌæssyslˈæɾny
mutaxassislarning	mˌʊtæχˌæssyslˈæɾnyŋ
muzdan	mˈʊzdæn
muzliklari	mˌʊzɫyklˈæɾy
naqqosh	nˈæqqɑʃ
nashrning	nˈæʃɾnyŋ
natijalarni	nˌætyd͡ʒælˈæɾny
navigatsiya	nˌæʋyɡætsˈyjæ
naycha	nˈæjt͡Sæ
naychalari	nˌæjt͡Sælˈæɾy
naysimon	næjsˈymɑn
nazariyalari	nˌæzæɾˌyjælˈæɾy
nazoratida	nˌæzɑɾætˈydæ
nazoratiga	nˌæzɑɾætˈyɡæ
negizini	nˌeɡyzˈyny
nishonlash	nyʃˈɑnlæʃ
nol	nˈɑɫ
nomda	nˈɑmdæ
norasmiy	nɑɾˈæsmyj
novda	nˈɑʋdæ
nuqtadan	nʊqtˈædæn
nurni	nˈʊɾny
obrazli	ɑbɾˈæzɫy
obroʻ	ˈɑbɾo
ohirida	ˌɑhyɾˈydæ
okeandagi	ˌɑkeændˈæɡy
okeanga	ˌɑkeˈæŋæ
oldisotdi	ˌɑɫdysˈɑtdy
olimlardan	ˌɑɫymlˈæɾdæn
olimlaridan	ˌɑɫymlæɾˈydæn
oltoy	ˈɑɫtɑj
omillariga	ˌɑmyɫlæɾˈyɡæ
ongi	ˈɑŋy
operatori	ˌɑpeɾætˈɑɾy
oqibati	ˌɑqybˈæty
organining	ˌɑɾɡænˈynyŋ
organizmdan	ˌɑɾɡænˈyzmdæn
organizmlarni	ˌɑɾɡænyzmlˈæɾny
orollarni	ˌɑɾɑɫlˈæɾny
orqasiga	ˌɑɾqæsˈyɡæ
orti	ˈɑɾty
ortish	ˈɑɾtyʃ
osha	ˈɑʃæ
osilib	ɑsˈyɫyb
osmonda	ɑsmˈɑndæ
ozarbayjonliklar	ˌɑzæɾbˌæjd͡ʒɑnɫˈyklæɾ
ozuqalar	ˌɑzʊqˈælæɾ
oʻladi	olˈædy
oʻlchamdagi	ˌoɫt͡Sæmdˈæɡy
oʻlchashlar	oɫt͡Sˈæʃlæɾ
oʻldirib	oɫdˈyɾyb
oʻlkasidagi	ˌoɫkæsydˈæɡy
oʻngga	ˈoŋɡæ
oʻqidi	oqˈydy
oʻrganilishi	ˌoɾɡænyɫˈyʃy
oʻrib	ˈoɾyb
oʻrinlardan	ˌoɾynlˈæɾdæn
oʻrtalarigacha	ˌoɾtælˌæɾyɡˈæt͡Sæ
oʻsimliklarining	ˌosymɫˌyklæɾˈynyŋ
oʻsuvchi	osˈʊʋt͡Sy
oʻtgandan	otɡˈændæn
oʻtmishga	otmˈyʃɡæ
oʻtmishi	otmˈyʃy
oʻxshashligi	ˌoχʃæʃɫˈyɡy
oʻymakorlik	ˌojmækˈɑɾɫyk
oʻzanda	ozˈændæ
oʻzgarmay	ozɡˈæɾmæj
oʻzgartiriladi	ˌozɡæɾtˌyɾylˈædy
oʻzgartirishi	ˌozɡæɾtyɾˈyʃy
oʻzgartiruvchi	ˌozɡæɾtyɾˈʊʋt͡Sy
oʻzoʻzidan	ˌozozˈydæn
partenogenez	pˌæɾtenɑɡˈenez
pasaygan	pæsˈæjɡæn
pasaytirish	pˌæsæjtˈyɾyʃ
pechlarda	pet͡Slˈæɾdæ
plastinkasimon	plˌæstynkæsˈymɑn
plazmasi	plæzmˈæsy
podshohi	pɑdʃˈɑhy
pogʻonasining	pˌɑʁɑnæsˈynyŋ
polietilen	pˌɑɫyetˈylen
posyolkasi	pˌɑsjɑɫkˈæsy
poyaning	pɑjˈænyŋ
poydevor	pɑjdˈeʋɑɾ
poydevori	pˌɑjdeʋˈɑɾy
poytaxtiga	pˌɑjtæχtˈyɡæ
prizma	pɾˈyzmæ
prorektor	pɾɑɾˈektɑɾ
proyektiv	pɾɑjˈektyʋ
pulga	pˈʊɫɡæ
pulni	pˈʊɫny
punkt	pˈʊnkt
pyx	pjχ
qabilalaridan	qˌæbylˌælæɾˈydæn
qabilaviy	qˌæbylˈæʋyj
qadamlar	qædˈæmlæɾ
qadriyatlar	qˌædɾyjˈætlæɾ
qadriyatlari	qˌædɾyjætlˈæɾy
qahramonlarning	qˌæhɾæmɑnlˈæɾnyŋ
qalampir	qælˈæmpyɾ
qarzga	qˈæɾzɡæ
qashshoqlik	qæʃʃˈɑqɫyk
qasos	qˈæsɑs
qatlamidan	qˌætlæmˈydæn
qatlamning	qætlˈæmnyŋ
qatnaydigan	qˌætnæjdˈyɡæn
qatorlab	qætˈɑɾlæb
qildirish	qyɫdˈyɾyʃ
qilinganidan	qˌyɫyŋænˈydæn
qilinishini	qˌyɫynyʃˈyny
qir	qˈyɾ
qirgʻoqlarida	qˌyɾʁɑqlæɾˈydæ
qirlar	qˈyɾlæɾ
qismlaridagi	qˌysmlæɾydˈæɡy
qisqarish	qysqˈæɾyʃ
qiyinlashtiradi	qˌyjynlˌæʃtyɾˈædy
qiymatining	qˌyjmætˈynyŋ
qizamiq	qyzˈæmyq
qiziga	qyzˈyɡæ
qizlari	qyzlˈæɾy
qizning	qˈyznyŋ
qoidaga	qˌɑydˈæɡæ
qonuniyat	qˌɑnʊnˈyjæt
qoyalarga	qˌɑjælˈæɾɡæ
qoziq	qˈɑzyq
qoʻlidagi	qˌoɫydˈæɡy
qoʻltiqlari	qˌoɫtyqlˈæɾy
qoʻmitasining	qˌomytæsˈynyŋ
qoʻpol	qˈopɑɫ
qoʻriq	qˈoɾyq
qoʻyishda	qojˈyʃdæ
qulab	qˈʊlæb
qulashi	qʊlˈæʃy
quriladigan	qˌʊɾylædˈyɡæn
qurilishini	qˌʊɾyɫyʃˈyny
qurilmalarning	qˌʊɾyɫmælˈæɾnyŋ
quruqlikdagi	qˌʊɾʊqɫykdˈæɡy
qusish	qˈʊsyʃ
qutbi	qˈʊtby
quti	qˈʊty
quyilishi	qˌʊjyɫˈyʃy
quyuq	qˈʊjʊq
radiotoʻlqinlar	ɾˌædyˌɑtoɫqˈynlæɾ
raqqosa	ɾæqqˈɑsæ
rayonlari	ɾˌæjɑnlˈæɾy
reaksiyalarga	ɾˌeæksˌyjælˈæɾɡæ
rejasiga	ɾˌed͡ʒæsˈyɡæ
rejimda	ɾed͡ʒˈymdæ
rekord	ɾˈekɑɾd
respublikalari	ɾˌespʊbɫˌykælˈæɾy
rivojlanishda	ɾˌyʋɑd͡ʒlænˈyʃdæ
rivojlantirgan	ɾˌyʋɑd͡ʒlæntˈyɾɡæn
rom	ɾˈɑm
romanini	ɾˌɑmænˈyny
ruboiy	ɾʊbˈɑyj
ruhan	ɾˈʊhæn
ruslarning	ɾʊslˈæɾnyŋ
sado	sˈædɑ
sahifa	sæhˈyfˌæ
samarasi	sˌæmæɾˈæsy
sanalar	sænˈælæɾ
saqlagan	sæqlˈæɡæn
savdosotiq	sˌæʋdɑsˈɑtyq
sayqal	sˈæjqæɫ
sellyulozaqogʻoz	sˌeɫɫjʊɫˌɑzæqˈɑʁɑz
sepiladi	sˌepylˈædy
sepish	sˈepyʃ
seriyasi	sˌeɾyjˈæsy
sexlari	seχlˈæɾy
shafqatsizlik	ʃæfqˌætsˈyzɫyk
shaftoli	ʃæftˌɑɫy
shaharlararo	ʃˌæhæɾlæɾˈæɾɑ
shakllantirishga	ʃˌækɫlæntyɾˈyʃɡæ
shakllarga	ʃækɫlˈæɾɡæ
shamollatish	ʃˌæmɑɫlˈætyʃ
sharning	ʃˈæɾnyŋ
sharqi	ʃˈæɾqy
shaxta	ʃˈæχtæ
shayboniylar	ʃˌæjbɑnˈyjlæɾ
shevasi	ʃeʋˈæsy
shifoxonalar	ʃyfˌɑχɑnˈælæɾ
shirinlik	ʃyɾˈynɫyk
shkala	ʃkˈælæ
shoira	ʃɑˈyɾæ
shovqin	ʃˈɑʋqyn
sianid	syˈænyd
sifatlarini	syfˌætlæɾˈyny
siklida	sykɫˈydæ
sinchiklab	synt͡Sˈyklæb
singan	sˈyŋæn
sinonimi	sˌynɑnˈymy
siqish	sˈyqyʃ
sirki	sˈyɾky
sirtidagi	sˌyɾtydˈæɡy
siyosatni	sˌyjɑsˈætny
sizga	sˈyzɡæ
soatiga	sˌɑætˈyɡæ
soatlik	sɑˈætɫyk
sochib	sˈɑt͡Syb
sohalarga	sˌɑhælˈæɾɡæ
sohalarni	sˌɑhælˈæɾny
somoniylar	sˌɑmɑnˈyjlæɾ
sotadi	sɑtˈædy
sotsiologik	sˌɑtsyɑɫˈɑɡyk
sovishi	sɑʋˈyʃy
sovitkichlar	sˌɑʋytkˈyt͡Slæɾ
sozlash	sˈɑzlæʃ
soʻlak	sˈolæk
soʻm	sˈom
soʻzini	sozˈyny
soʻzining	sozˈynyŋ
standartlar	stændˈæɾtlæɾ
strukturaga	stɾˌʊktʊɾˈæɡæ
studiyasida	stˌʊdyjæsˈydæ
subekvatorial	sˌʊbekʋˌætɑɾˈyæɫ
sudning	sˈʊdnyŋ
sugʻorishda	sˌʊʁɑɾˈyʃdæ
surgi	sˈʊɾɡy
surma	sˈʊɾmæ
surnay	sˈʊɾnæj
suvlardan	sʊʋlˈæɾdæn
suvlarida	sˌʊʋlæɾˈydæ
suvsiz	sˈʊʋsyz
suyukliklar	sˌʊjʊkɫˈyklæɾ
suzadi	sʊzˈædy
suzgichlari	sˌʊzɡyt͡Slˈæɾy
taassurot	tˌææssˈʊɾɑt
tabaqalari	tˌæbæqælˈæɾy
tabiatan	tˌæbyˈætæn
tadqiqoti	tˌædqyqˈɑty
takrorlanishi	tˌækɾɑɾlænˈyʃy
takrorlanuvchi	tˌækɾɑɾlænˈʊʋt͡Sy
tani	tˈæny
tanishib	tænˈyʃyb
taqib	tˈæqyb
taqsimot	tæqsˈymɑt
taraflama	tˌæɾæflˌæmæ
tariqati	tˌæɾyqˈæty
tarixchisi	tˌæɾyχt͡Sˈysy
tarjimai	tˌæɾd͡ʒymˈæy
tarjimalar	tˌæɾd͡ʒymˈælæɾ
tarmoqlariga	tˌæɾmɑqlæɾˈyɡæ
tarqatilgan	tˌæɾqætˈyɫɡæn
tasdiklangan	tˌæsdyklˈæŋæn
tasdiqlash	tæsdˈyqlæʃ
tashkilotlarining	tˌæʃkyɫˌɑtlæɾˈynyŋ
tavsiyalar	tˌæʋsyjˈælæɾ
tegishlidir	tˌeɡyʃɫˈydyɾ
tekisliklari	tˌekysɫyklˈæɾy
tekshiradi	tˌekʃyɾˈædy
tekshirgan	tekʃˈyɾɡæn
televizor	tˌeleʋˈyzɑɾ
temirdan	temˈyɾdæn
temperaturalar	tˌempeɾˌætʊɾˈælæɾ
temperaturali	tˌempeɾˌætʊɾˈæɫy
tenglamalarni	tˌeŋlæmælˈæɾny
tepaliklar	tˌepæɫˈyklæɾ
termal	tˈeɾmæɫ
texnikani	tˌeχnykˈæny
tezpishar	tezpˈyʃæɾ
tiklab	tˈyklæb
tilshunosi	tˌyɫʃʊnˈɑsy
timsollar	tymsˈɑɫlæɾ
tip	tˈyp
tishi	tˈyʃy
tizimdan	tyzˈymdæn
tizimli	tyzˈymɫy
tizimni	tyzˈymny
tizma	tˈyzmæ
togʻlardagi	tˌɑʁlæɾdˈæɡy
togʻlaridagi	tˌɑʁlæɾydˈæɡy
togʻligi	tɑʁɫˈyɡy
toifasiga	tˌɑyfˌæsˈyɡæ
tokning	tˈɑknyŋ
tolalarining	tˌɑlælæɾˈynyŋ
tolasidan	tˌɑlæsˈydæn
tomoshabinga	tˌɑmɑʃæbˈyŋæ
topologiya	tˌɑpɑɫɑɡˈyjæ
topshiriq	tɑpʃˈyɾyq
tortuvchi	tɑɾtˈʊʋt͡Sy
toshadi	tɑʃˈædy
toshlari	tɑʃlˈæɾy
totalitar	tˌɑtæɫˈytæɾ
tovushlarning	tˌɑʋʊʃlˈæɾnyŋ
toʻdasi	todˈæsy
toʻgʻridan	toʁɾˈydæn
toʻkilib	tokˈyɫyb
toʻlashga	tolˈæʃɡæ
toʻlqini	toɫqˈyny
toʻplamga	toplˈæmɡæ
toʻplamidan	tˌoplæmˈydæn
toʻqimalarining	tˌoqymˌælæɾˈynyŋ
toʻqimalarning	tˌoqymælˈæɾnyŋ
toʻra	tˈoɾæ
tugʻildi	tʊʁˈyɫdy
turilgan	tʊɾˈyɫɡæn
turkiycha	tʊɾkˈyjt͡Sæ
turklarning	tʊɾklˈæɾnyŋ
turkumlar	tʊɾkˈʊmlæɾ
turlarni	tʊɾlˈæɾny
tushunilgan	tˌʊʃʊnˈyɫɡæn
tusini	tʊsˈyny
tuxumlari	tˌʊχʊmlˈæɾy
uchadigan	ˌʊt͡Sædˈyɡæn
uchala	ʊt͡Sˈælæ
uchastkasi	ˌʊt͡Sæstkˈæsy
uchlik	ˈʊt͡Sɫyk
uchratib	ʊt͡Sɾˈætyb
uchuvchan	ʊt͡Sˈʊʋt͡Sæn
uglevodorod	ˌʊɡleʋɑdˈɑɾɑd
ulgurji	ʊɫɡˈʊɾd͡ʒy
umurtqalilarda	ˌʊmʊɾtqˌæɫylˈæɾdæ
unsuri	ʊnsˈʊɾy
urugʻlanish	ˌʊɾʊʁlˈænyʃ
urugʻlar	ʊɾˈʊʁlæɾ
urushini	ˌʊɾʊʃˈyny
urushni	ʊɾˈʊʃny
uslublar	ʊsɫˈʊblæɾ
ustunli	ʊstˈʊnɫy
usuldan	ʊsˈʊɫdæn
uyushtirib	ˌʊjʊʃtˈyɾyb
uzbek	ˈʊzbek
uzunlikda	ˌʊzʊnɫˈykdæ
vagon	ʋˈæɡɑn
vagonsozlik	ʋˌæɡɑnsˈɑzɫyk
vakolatxonalari	ʋˌækɑlˌætχɑnælˈæɾy
vaqtidan	ʋæqtˈydæn
vaqtli	ʋˈæqtɫy
vazifasidir	ʋˌæzyfˌæsˈydyɾ
vazirlar	ʋæzˈyɾlæɾ
vaziyatdan	ʋˌæzyjˈætdæn
vaziyatini	ʋˌæzyjætˈyny
versiyalari	ʋˌeɾsyjælˈæɾy
vohasidagi	ʋˌɑhæsydˈæɡy
vositasiga	ʋˌɑsytæsˈyɡæ
xalqiga	χæɫqˈyɡæ
xalqlarga	χæɫqlˈæɾɡæ
xaqida	χæqˈydæ
xarobalari	χˌæɾɑbælˈæɾy
xattotlik	χættˈɑtɫyk
xomaki	χɑmˈæky
xonaki	χɑnˈæky
xonlar	χˈɑnlæɾ
xossa	χˈɑssæ
xotirasida	χˌɑtyɾæsˈydæ
xrllarda	χˈaɾɫlˈæɾdæ
xromosomalarning	χɾˌɑmɑsˌɑmælˈæɾnyŋ
xudoga	χʊdˈɑɡæ
xudolar	χʊdˈɑlæɾ
xush	χˈʊʃ
xususiylashtirish	χˌʊsʊsˌyjlæʃtˈyɾyʃ
yadroli	jædɾˈɑɫy
yadroning	jædɾˈɑnyŋ
yakkanavoz	jˌækkænˈæʋɑz
yakunlanadi	jˌækʊnlænˈædy
yalligʻlanishga	jˌæɫɫyʁlænˈyʃɡæ
yaralandi	jˌæɾælˈændy
yaramaydi	jˌæɾæmˈæjdy
yarata	jæɾˈætæ
yasama	jæsˈæmæ
yashar	jˈæʃæɾ
yashashgan	jæʃˈæʃɡæn
yeki	jˈeky
yelka	jˈeɫkæ
yerdamida	jˌeɾdæmˈydæ
yetkazdi	jetkˈæzdy
yetmagan	jetmˈæɡæn
yodgorliklarda	jˌɑdɡɑɾɫyklˈæɾdæ
yonganda	jɑŋˈændæ
