је	je
сећи	sˈɛt͡ɕɪ
силоване	sˈilovˌɐnɛ
силовито	sˈilovˌɪto
симетричног	sˈimɛtrˌɪt͡ʃnoɡ
симпозијумима	sˈimpozˌɪjʊmˌɪmɐ
симфонијским	sˈimfonˌɪjskɪm
синхронизован	sˈinhronˌɪzovɐn
сиријска	sˈirɪjskɐ
сиромашнијим	sˈiromˌɐʃnɪjɪm
систематским	sˈistɛmˌɐtskɪm
системско	sˈistɛmsko
ситнијих	sˈitnɪjɪh
скакаонице	skˈakɐˌonɪt͡sɛ
скалама	skˈalɐmɐ
скандинавских	skˈandɪnˌɐfskɪh
скандирали	skˈandɪrˌɐlɪ
скелетних	skˈɛlɛtnɪh
скечева	skˈɛt͡ʃɛvɐ
скинуте	skˈinʊtɛ
скиту	skˈitʊ
скијаши	skˈijɐʃɪ
складних	sklˈadnɪh
склапао	sklˈapɐo
склоништима	sklˈonɪʃtˌɪmɐ
склопове	sklˈopovɛ
склопљени	sklˈopʎenɪ
сконцентрисан	skˈont͡sɛntrˌɪsɐn
скопски	skˈopskɪ
скопског	skˈopskoɡ
скраћеним	skrˈat͡ɕɛnɪm
скраћују	skrˈat͡ɕʊjʊ
скровишту	skrˈovɪʃtʊ
скротум	skrˈotʊm
славонски	slˈavonskɪ
славонских	slˈavonskɪh
слетела	slˈɛtɛlɐ
слећу	slˈɛt͡ɕʊ
сливовима	slˈivovˌɪmɐ
сликани	slˈikɐnɪ
слободнији	slˈobodnˌɪjɪ
сложенице	slˈoʒɛnˌɪt͡sɛ
слоновима	slˈonovˌɪmɐ
служена	slˈuʒɛnɐ
слушкињу	slˈuʃkɪɲʊ
смерницама	smˈɛrnɪt͡sˌɐmɐ
смерове	smˈɛrovɛ
смеђих	smˈɛd͡ʑɪh
смењени	smˈɛɲenɪ
смислили	smˈislɪlɪ
снабдео	snˈabdɛo
сналажљивост	snˈalɐʒʎˌɪvost
снижавања	snˈiʒɐvˌɐɲɐ
снопови	snˈopovɪ
соку	sˈokʊ
сомборски	sˈomborskɪ
сортиране	sˈortɪrˌɐnɛ
сортирани	sˈortɪrˌɐnɪ
сочивима	sˈot͡ʃɪvˌɪmɐ
соће	sˈot͡ɕɛ
спалиле	spˈalɪlɛ
спартанског	spˈɑrtɐnskoɡ
спасењу	spˈasɛɲʊ
спасиоци	spˈasɪˌot͡sɪ
спева	spˈɛvɐ
спецификацију	spˈɛt͡sɪfˌɪkɐt͡sˌɪjʊ
специјалаца	spˈɛt͡sɪjˌɐlɐt͡sɐ
специјализацији	spˈɛt͡sɪjˌɐlɪzˌɐt͡sɪjɪ
специјалитете	spˈɛt͡sɪjˌɐlɪtˌɛtɛ
сплитски	splˈitskɪ
сплитског	splˈitskoɡ
сплитском	splˈitskom
споразумевања	spˈorɐzˌʊmɛvˌɐɲɐ
спорама	spˈorɐmɐ
спратови	sprˈatovɪ
спремила	sprˈɛmɪlɐ
спретности	sprˈɛtnostɪ
спречавањем	sprˈɛt͡ʃɐvˌɐɲem
спринтер	sprˈintɛr
спријечи	sprˈijet͡ʃɪ
спровођене	sprˈovod͡ʑˌɛnɛ
спруд	sprˈud
српскохрватском	srpskˈohrvɐtskom
срушило	srˈuʃɪlo
стављани	stˈavljɐnɪ
стажом	stˈaʒom
стакленој	stˈaklɛnoj
стандардизоване	stˈandɑrdˌɪzovˌɐnɛ
становању	stˈanovˌɐɲʊ
старала	stˈɑrɐlɐ
старне	stˈɑrnɛ
старјешина	stˈɑrjeʃˌɪnɐ
стајаћа	stˈɑjɐt͡ɕɐ
стајаћих	stˈɑjɐt͡ɕɪh
стваране	stvˈɑrɐnɛ
стеновити	stˈɛnovˌɪtɪ
стереотипе	stˈɛrɛˌotɪpɛ
стилизован	stˈilɪzˌovɐn
стилску	stˈilskʊ
стимулусе	stˈimʊlˌʊsɛ
столара	stˈolɑrɐ
стомаком	stˈomɐkom
стојеће	stˈojet͡ɕɛ
страствену	strˈastvɛnʊ
стратишту	strˈatɪʃtʊ
стрепње	strˈɛpɲe
стриптиз	strˈiptɪz
стрицем	strˈit͡sɛm
стријељани	strˈijeʎˌɐnɪ
стрмој	strmˈoj
строгости	strˈoɡostɪ
строфи	strˈofɪ
стрпљив	strpʎˈiv
структурним	strˈuktʊrnɪm
струне	strˈunɛ
стручак	strˈut͡ʃɐk
стручка	strˈut͡ʃkɐ
ступањем	stˈupɐɲem
ступцима	stˈupt͡sɪmɐ
субјективним	sˈubjektˌɪvnɪm
сувенири	sˈuvɛnˌɪrɪ
суверено	sˈuvɛrˌɛno
сувишних	sˈuvɪʃnɪh
сувља	sˈuvljɐ
сугестија	sˈuɡɛstˌɪjɐ
судијског	sˈudɪjskoɡ
сузбити	sˈuzbɪtɪ
сукобљавао	sˈukobʎˌɐvɐo
сулфида	sˈulfɪdɐ
сумира	sˈumɪrɐ
сумпорна	sˈumpornɐ
сунчано	sˈunt͡ʃɐno
суоснивач	sˈuosnˌɪvɐt͡ʃ
супарничке	sˈupɑrnˌɪt͡ʃkɛ
супротстављала	sˈuprotstˌɐvljɐlɐ
сурогат	sˈuroɡɐt
сурфовање	sˈurfovˌɐɲe
сусреле	sˈusrɛlɛ
сушено	sˈuʃɛno
сушном	sˈuʃnom
суштинских	sˈuʃtɪnskɪh
суђењем	sˈud͡ʑɛɲem
схватиле	shvˈatɪlɛ
сјеверозападном	sjˈevɛrˌozɐpˌɐdnom
табака	tˈabɐkɐ
таблицу	tˈablɪt͡sʊ
таблом	tˈablom
таг	tˈaɡ
тага	tˈaɡɐ
такмичећи	tˈakmɪt͡ʃˌɛt͡ɕɪ
таксони	tˈaksonɪ
тактичко	tˈaktɪt͡ʃko
таласном	tˈalɐsnom
талентима	tˈalɛntˌɪmɐ
тамнозелени	tˈamnozˌɛlɛnɪ
тампон	tˈampon
тангенте	tˈaŋɡɛntɛ
танкер	tˈaŋkɛr
таписерија	tˈapɪsˌɛrɪjɐ
тајанствена	tˈɑjɐnstvˌɛnɐ
тањири	tˈaɲɪrɪ
тврдоглава	tvrdˈoɡlɐvɐ
тегљач	tˈɛɡʎɐt͡ʃ
телеграма	tˈɛlɛɡrˌɐmɐ
телохранитељи	tˈɛlohrˌɐnɪtˌɛʎɪ
тематским	tˈɛmɐtskɪm
темељито	tˈɛmɛʎˌɪto
темпера	tˈɛmpɛrɐ
тенковским	tˈɛŋkofskɪm
теоретску	tˈɛorˌɛtskʊ
терцијарни	tˈɛrt͡sɪjˌɑrnɪ
тестере	tˈɛstɛrɛ
тестирала	tˈɛstɪrˌɐlɐ
тестиси	tˈɛstɪsɪ
техничаре	tˈɛhnɪt͡ʃˌɑrɛ
техно	tˈɛhno
тикве	tˈikvɛ
тинејџерске	tˈinejd͡ʒˌɛrskɛ
тинејџерских	tˈinejd͡ʒˌɛrskɪh
типик	tˈipɪk
типски	tˈipskɪ
тихим	tˈihɪm
толеранцији	tˈolɛrˌɐnt͡sɪjɪ
толиким	tˈolɪkɪm
толиког	tˈolɪkoɡ
топовском	tˈopofskom
топовњача	tˈopovɲˌɐt͡ʃɐ
трагач	trˈaɡɐt͡ʃ
траженом	trˈaʒɛnom
тражену	trˈaʒɛnʊ
трактату	trˈaktɐtʊ
транспортовани	trˈansportˌovɐnɪ
трансформаторе	trˈansformˌɐtorɛ
трајним	trˈɑjnɪm
трајнији	trˈɑjnɪjɪ
тресе	trˈɛsɛ
третирала	trˈɛtɪrˌɐlɐ
треш	trˈɛʃ
трешња	trˈɛʃɲɐ
тржних	trʒnˈih
трибун	trˈibʊn
тригонометријске	trˈiɡonˌomɛtrˌɪjskɛ
тријумфује	trˈijʊmfˌʊje
тродимензионалну	trˈodɪmˌɛnzɪˌonɐlnʊ
трострука	trˈostrʊkɐ
трпеле	trpˈɛlɛ
трудноћом	trˈudnot͡ɕom
трља	trʎˈa
тумача	tˈumɐt͡ʃɐ
тумула	tˈumʊlɐ
тунику	tˈunɪkʊ
туп	tˈup
тупи	tˈupɪ
турбомлазног	tˈurbomlˌɐznoɡ
туристичкој	tˈurɪstˌɪt͡ʃkoj
убацила	ˈubɐt͡sˌɪlɐ
убедљивих	ˈubɛdʎˌɪvɪh
убодом	ˈubodom
убрзаним	ˈubrzɐnɪm
убрзањем	ˈubrzɐɲem
убрзању	ˈubrzɐɲʊ
увезени	ˈuvɛzˌɛnɪ
увело	ˈuvɛlo
увећавала	ˈuvɛt͡ɕˌɐvɐlɐ
увијање	ˈuvɪjˌɐɲe
увлачење	ˈuvlɐt͡ʃˌɛɲe
уводили	ˈuvodˌɪlɪ
увредљивим	ˈuvrɛdʎˌɪvɪm
угинуо	ˈuɡɪnˌʊo
угоститељство	ˈuɡostˌɪtɛʎstvo
удавила	ˈudɐvˌɪlɐ
удавили	ˈudɐvˌɪlɪ
удахне	ˈudɐhnɛ
удовицама	ˈudovˌɪt͡sɐmɐ
удубљен	ˈudʊbʎen
узајамну	ˈuzɑjˌɐmnʊ
узбудљив	ˈuzbʊdʎɪv
узгајана	ˈuzɡɑjˌɐnɐ
узнемири	ˈuznɛmˌɪrɪ
узроковали	ˈuzrokˌovɐlɪ
укинули	ˈukɪnˌʊlɪ
уклапао	ˈuklɐpˌɐo
уклесане	ˈuklɛsˌɐnɛ
уклесаним	ˈuklɛsˌɐnɪm
уклопила	ˈuklopˌɪlɐ
уклопљен	ˈuklopʎen
украдено	ˈukrɐdˌɛno
укрцавања	ˈukrt͡sɐvˌɐɲɐ
укрштена	ˈukrʃtɛnɐ
уличном	ˈulɪt͡ʃnom
улове	ˈulovɛ
уложе	ˈuloʒɛ
ултиматума	ˈultɪmˌɐtʊmɐ
ултраљубичастог	ˈultrɐʎˌʊbɪt͡ʃˌɐstoɡ
умањене	ˈumɐɲˌenɛ
умањила	ˈumɐɲˌɪlɐ
умно	ˈumno
уморне	ˈumornɛ
унапредили	ˈunɐprˌɛdɪlɪ
универзалности	ˈunɪvˌɛrzɐlnˌostɪ
уносити	ˈunosˌɪtɪ
уоквирен	ˈuokvˌɪrɛn
уоквирене	ˈuokvˌɪrɛnɛ
уоквирује	ˈuokvˌɪrʊje
уочених	ˈuot͡ʃˌɛnɪh
уп	ˈup
упечатљиве	ˈupɛt͡ʃˌɐtʎɪvɛ
упечатљивим	ˈupɛt͡ʃˌɐtʎɪvɪm
уписало	ˈupɪsˌɐlo
уписане	ˈupɪsˌɐnɛ
уписом	ˈupɪsom
упозоравали	ˈupozˌorɐvˌɐlɪ
упозорен	ˈupozˌorɛn
упоредиве	ˈuporˌɛdɪvɛ
упоређивати	ˈuporˌɛd͡ʑɪvˌɐtɪ
упропастио	ˈupropˌɐstɪo
уравнотежена	ˈurɐvnˌotɛʒˌɛnɐ
урбанистичким	ˈurbɐnˌɪstɪt͡ʃkɪm
уреде	ˈurɛdɛ
уредништву	ˈurɛdnˌɪʃtvʊ
урезима	ˈurɛzˌɪmɐ
уређеног	ˈurɛd͡ʑˌɛnoɡ
уртикарије	ˈurtɪkˌɑrɪje
урушава	ˈurʊʃˌɐvɐ
усаглашавање	ˈusɐɡlˌɐʃɐvˌɐɲe
усамљеним	ˈusɐmʎˌenɪm
уситњавање	ˈusɪtɲˌɐvɐɲe
ускладиштене	ˈusklɐdˌɪʃtɛnɛ
ускраћена	ˈuskrɐt͡ɕˌɛnɐ
услиједила	ˈuslɪjˌedɪlɐ
усмртивши	ˈusmrtɪfʃɪ
усног	ˈusnoɡ
усталило	ˈustɐlˌɪlo
устаничког	ˈustɐnˌɪt͡ʃkoɡ
устаљеном	ˈustɐʎˌenom
устоличен	ˈustolˌɪt͡ʃɛn
уступању	ˈustʊpˌɐɲʊ
уступити	ˈustʊpˌɪtɪ
утамничио	ˈutɐmnˌɪt͡ʃɪo
утеха	ˈutɛhɐ
ухапсити	ˈuhɐpsˌɪtɪ
уцена	ˈut͡sɛnɐ
учвршћење	ˈut͡ʃvrʃt͡ɕɛɲe
учвршћују	ˈut͡ʃvrʃt͡ɕʊjʊ
учености	ˈut͡ʃɛnˌostɪ
учесталим	ˈut͡ʃɛstˌɐlɪm
училе	ˈut͡ʃɪlɛ
училиште	ˈut͡ʃɪlˌɪʃtɛ
учинци	ˈut͡ʃɪnt͡sɪ
учитељицу	ˈut͡ʃɪtˌɛʎɪt͡sʊ
уједињењем	ˈujedˌɪɲeɲem
уједначена	ˈujednˌɐt͡ʃɛnɐ
фазна	fˈaznɐ
фалило	fˈalɪlo
фамилијама	fˈamɪlˌɪjɐmɐ
фармацеутска	fˈɑrmɐt͡sˌɛʊtskɐ
фајловима	fˈɑjlovˌɪmɐ
феминизму	fˈɛmɪnˌɪzmʊ
феникс	fˈɛnɪks
феномену	fˈɛnomˌɛnʊ
ферментација	fˈɛrmɛntˌɐt͡sɪjɐ
ферментацију	fˈɛrmɛntˌɐt͡sɪjʊ
филогенетски	fˈiloɡˌɛnɛtskɪ
финансирани	fˈinɐnsˌɪrɐnɪ
фламенко	flˈamɛŋko
фоликула	fˈolɪkˌʊlɐ
фолијом	fˈolɪjom
фонтова	fˈontovɐ
формулацију	fˈormʊlˌɐt͡sɪjʊ
фотографских	fˈotoɡrˌɐfskɪh
фотографском	fˈotoɡrˌɐfskom
фрактура	frˈaktʊrɐ
фрањевци	frˈaɲeft͡sɪ
фреквентном	frˈɛkvɛntnom
фрејм	frˈejm
фрижидеру	frˈiʒɪdˌɛrʊ
фризерски	frˈizɛrskɪ
фруле	frˈulɛ
фузију	fˈuzɪjʊ
функционалној	fˈuŋkt͡sɪˌonɐlnoj
фјорда	fjˈordɐ
хармонично	xˈɑrmonˌɪt͡ʃno
харфе	xˈɑrfɛ
хацијенде	xˈat͡sɪjˌendɛ
хватању	xvˈatɐɲʊ
хеленске	xˈɛlɛnskɛ
хемичари	xˈɛmɪt͡ʃˌɑrɪ
хемотерапије	xˈɛmotˌɛrɐpˌɪje
херметички	xˈɛrmɛtˌɪt͡ʃkɪ
хетеросексуалне	xˈɛtɛrˌosɛksˌʊɐlnɛ
хиперплазије	xˈipɛrplˌɐzɪje
хипотензија	xˈipotˌɛnzɪjɐ
хипофизе	xˈipofˌɪzɛ
хитом	xˈitom
хлађена	xlˈad͡ʑɛnɐ
холистички	xˈolɪstˌɪt͡ʃkɪ
хомосексуалце	xˈomosˌɛksʊˌɐlt͡sɛ
хотелијерство	xˈotɛlˌɪjerstvo
храбрим	xrˈabrɪm
храстовине	xrˈastovˌɪnɛ
хрватскога	xrvˈaːtskoɡɐ
хрт	xrt
хтело	xtˈɛlo
цариградском	t͡sˈɑrɪɡrˌɐtskom
царицом	t͡sˈɑrɪt͡som
цевовод	t͡sˈɛvovod
цезар	t͡sˈɛzɑr
централизма	t͡sˈɛntrɐlˌɪzmɐ
церемонијални	t͡sˈɛrɛmˌonɪjˌɐlnɪ
цењеног	t͡sˈɛɲenoɡ
циглу	t͡sˈiɡlʊ
цилиндричан	t͡sˈilɪndrˌɪt͡ʃɐn
цистерна	t͡sˈistɛrnɐ
циљна	t͡sˈiʎnɐ
црвенкаста	t͡srvˈɛŋkɐstɐ
црвима	t͡srvˈimɐ
цртајући	t͡srtˈɑjʊt͡ɕɪ
цртом	t͡srtˈom
цури	t͡sˈurɪ
чакре	t͡ʃˈakrɛ
чардака	t͡ʃˈɑrdɐkɐ
чаробном	t͡ʃˈɑrobnom
часних	t͡ʃˈasnɪh
челику	t͡ʃˈɛlɪkʊ
челици	t͡ʃˈɛlɪt͡sɪ
челичну	t͡ʃˈɛlɪt͡ʃnʊ
честитки	t͡ʃˈɛstɪtkɪ
четвора	t͡ʃˈɛtvorɐ
четвртасти	t͡ʃˈɛtvrtɐstɪ
четинарима	t͡ʃˈɛtɪnˌɑrɪmɐ
четничкој	t͡ʃˈɛtnɪt͡ʃkoj
чинимо	t͡ʃˈinɪmo
чинија	t͡ʃˈinɪjɐ
чирева	t͡ʃˈirɛvɐ
чистити	t͡ʃˈistɪtɪ
чињење	t͡ʃˈiɲeɲe
чланицом	t͡ʃlˈanɪt͡som
чудотворна	t͡ʃˈudotvˌornɐ
чулни	t͡ʃˈulnɪ
шамана	ʃˈamɐnɐ
шампионатима	ʃˈampɪˌonɐtˌɪmɐ
шапа	ʃˈapɐ
шареним	ʃˈɑrɛnɪm
шармантан	ʃˈɑrmɐntɐn
шеснаестој	ʃˈɛsnɐˌɛstoj
шетњом	ʃˈɛtɲom
шешири	ʃˈɛʃɪrɪ
шећерну	ʃˈɛt͡ɕɛrnʊ
шиндре	ʃˈindrɛ
шифри	ʃˈifrɪ
шифром	ʃˈifrom
шиљак	ʃˈiʎɐk
шкотска	ʃkˈotskɐ
шкољком	ʃkˈoʎkom
штали	ʃtˈalɪ
шталу	ʃtˈalʊ
штампарска	ʃtˈampɑrskɐ
штапова	ʃtˈapovɐ
штопера	ʃtˈopɛrɐ
штрајком	ʃtrˈɑjkom
шумовитом	ʃˈumovˌɪtom
шупља	ʃˈupʎɐ
јабучица	jˈabʊt͡ʃˌɪt͡sɐ
јадранској	jˈadrɐnskoj
јанга	jˈaŋɡɐ
јарке	jˈɑrkɛ
јарку	jˈɑrkʊ
јаруга	jˈɑrʊɡɐ
јахач	jˈahɐt͡ʃ
једнокрилац	jˈednokrˌɪlɐt͡s
једноспратна	jˈednosprˌɐtnɐ
једноставнијим	jˈednostˌɐvnɪjɪm
једрења	jˈedrɛɲɐ
једрилицом	jˈedrɪlˌɪt͡som
језичне	jˈezɪt͡ʃnɛ
јеретици	jˈerɛtˌɪt͡sɪ
јерменској	jˈermɛnskoj
јесам	jˈesɐm
јина	jˈinɐ
јонска	jˈonskɐ
јужноамеричких	jˈuʒnoˌɐmɛrˌɪt͡ʃkɪh
јурисдикцијама	jˈurɪzdˌɪkt͡sɪjˌɐmɐ
јутарње	jˈutɑrɲe
јутјуб	jˈutjʊb
љубазност	ʎˈubɐznost
љубичасту	ʎˈubɪt͡ʃˌɐstʊ
љушти	ʎˈuʃtɪ
љуштуре	ʎˈuʃtʊrɛ
њујоршком	ɲˈujorʃkom
ћивот	t͡ɕˈivot
ћутао	t͡ɕˈutɐo
џип	d͡ʒˈip
API	ˈapɪ
Adventures	ˈadvɛntˌʊrɛs
Again	ˈaɡɐɪn
Atlantic	ˈatlɐntɪt͡s
CISC	t͡sˈist͡s
Can	t͡sˈan
Catalogue	t͡sˈatɐlˌoɡʊɛ
Center	t͡sˈɛntɛr
Christopher	t͡shrˈistophɛr
Daniel	dˈanɪɛl
Douglas	dˈo͡ʊɡlɐs
Early	ˈɛɑrlɪ
Guardian	ɡˈuɑrdˌɪɐn
Island	ˈislɐnd
Java	jˈavɐ
Knight	knˈikht
Las	lˈas
Lazenby	lˈazɛnbɪ
Mark	mˈɑrk
Modern	mˈodɛrn
More	mˈorɛ
Need	nˈɛɛd
Only	ˈonlɪ
PHP	pˈəxˌəpˌə
Park	pˈɑrk
Radio	rˈadɪo
Ray	rˈaj
Ready	rˈɛɐdɪ
Real	rˈɛɐl
Report	rˈɛport
Saint	sˈaɪnt
Sea	sˈɛɐ
Simon	sˈimon
States	stˈatɛs
Systems	sˈistɛms
TDI	ddˈi
US	ˈus
Universal	ˈunɪvˌɛrsɐl
Vision	vˈisɪon
Wall	vˈall̩
Ward	vˈɑrd
Women	vˈomɛn
iOS	ɪˈosˌə
id	ˈid
ius	ˈiʊs
kN	kˈənˈə
non	nˈon
spp	sˈəpˌəpˌə
Ђани	d͡ʑˈanɪ
Ђеновом	d͡ʑˈɛnovom
Ђурђеви	d͡ʑˈurd͡ʑɛvɪ
ЈЕФ	jˈef
Јабланицу	jˈablɐnˌɪt͡sʊ
Јавности	jˈavnostɪ
Јаги	jˈaɡɪ
Јаковљев	jˈakovljev
Јангце	jˈaŋkt͡sɛ
Јанков	jˈaŋkov
Јануар	jˈanʊɑr
Јапанац	jˈapɐnɐt͡s
Јеванђељу	jˈevɐnd͡ʑˌɛʎʊ
Језда	jˈezdɐ
Језида	jˈezɪdɐ
Јелачић	jˈelɐt͡ʃɪt͡ɕ
Јелен	jˈelɛn
Јелића	jˈelɪt͡ɕɐ
Јелка	jˈelkɐ
Јенсен	jˈensɛn
Јоасаф	jˈoɐsɐf
Јованку	jˈovɐŋkʊ
Јованова	jˈovɐnˌovɐ
Јоланда	jˈolɐndɐ
Јонског	jˈonskoɡ
Јоце	jˈot͡sɛ
Југовић	jˈuɡovɪt͡ɕ
Југотон	jˈuɡoton
Јужноафрички	jˈuʒnoˌɐfrɪt͡ʃkɪ
Јукатана	jˈukɐtˌɐnɐ
Јулијус	jˈulɪjʊs
Јупици	jˈupɪt͡sɪ
Њутнове	ɲˈutnovɛ
Ћелави	t͡ɕˈɛlɐvɪ
Ћурчић	t͡ɕˈurt͡ʃɪt͡ɕ
Џеликл	d͡ʒˈɛlɪkl̩
Џеферсона	d͡ʒˈɛfɛrsˌonɐ
Џејна	d͡ʒˈejnɐ
Џејсону	d͡ʒˈejsonʊ
Џимијем	d͡ʒˈimɪjem
Џоија	d͡ʒˈoɪjɐ
Џофри	d͡ʒˈofrɪ
Џубило	d͡ʒˈubɪlo
Џудо	d͡ʒˈudo
Џулијет	d͡ʒˈulɪjet
Џуниор	d͡ʒˈunɪor
АКС	ˈaks
Абвер	ˈabvɛr
Авантура	ˈavɐntˌʊrɐ
Августов	ˈavɡʊstov
Августом	ˈavɡʊstom
Авенија	ˈavɛnˌɪjɐ
Агесилаја	ˈaɡɛsˌɪlɑjɐ
Агрипине	ˈaɡrɪpˌɪnɛ
Агуеро	ˈaɡʊˌɛro
Адемар	ˈadɛmɑr
Аден	ˈadɛn
Администратор	ˈadmɪnˌɪstrɐtor
Адрија	ˈadrɪjɐ
Аин	ˈaɪn
Акваријум	ˈakvɑrˌɪjʊm
Акропоља	ˈakropˌoʎɐ
Аксентије	ˈaksɛntˌɪje
Аладину	ˈalɐdˌɪnʊ
Алдо	ˈaldo
Алечковић	ˈalɛt͡ʃkˌovɪt͡ɕ
Алеја	ˈalejɐ
Алстер	ˈalstɛr
Амазона	ˈamɐzˌonɐ
Амнести	ˈamnɛstɪ
Амстел	ˈamstɛl
Анадолија	ˈanɐdˌolɪjɐ
Ангела	ˈaŋɡɛlɐ
Ангола	ˈaŋɡolɐ
Андреом	ˈandrɛom
Андронику	ˈandronˌɪkʊ
Анжујски	ˈanʒʊjskɪ
Аница	ˈanɪt͡sɐ
Анонимни	ˈanonˌɪmnɪ
Анселмо	ˈansɛlmo
Антверпен	ˈantvɛrpɛn
Апатину	ˈapɐtˌɪnʊ
Апенинском	ˈapɛnˌɪnskom
Арабију	ˈɑrɐbˌɪjʊ
Арана	ˈɑrɐnɐ
Аранђеловдан	ˈɑrɐnd͡ʑˌɛlovdɐn
Аргументи	ˈɑrɡʊmˌɛntɪ
Аргун	ˈɑrɡʊn
Аристид	ˈɑrɪstɪd
Арктику	ˈɑrktɪkʊ
Архиепископије	ˈɑrhɪˌɛpɪskˌopɪje
Архијерејског	ˈɑrhɪjˌerejskoɡ
Атлетска	ˈatlɛtskɐ
Афонсо	ˈafonso
Аце	ˈat͡sɛ
Ајленд	ˈɑjlɛnd
Баб	bˈab
Бабовић	bˈabovɪt͡ɕ
Бабушница	bˈabʊʃnˌɪt͡sɐ
Баварску	bˈavɑrskʊ
Балканолошки	bˈalkɐnˌoloʃkɪ
Бански	bˈanskɪ
Барбари	bˈɑrbɑrɪ
Барбоса	bˈɑrbosɐ
Барбуде	bˈɑrbʊdɛ
Баркер	bˈɑrkɛr
Басо	bˈaso
Бајрам	bˈɑjrɐm
Бездан	bˈɛzdɐn
Белами	bˈɛlɐmɪ
Белатрикс	bˈɛlɐtrɪks
Белгијанци	bˈɛlɡɪjˌɐnt͡sɪ
Белгијска	bˈɛlɡɪjskɐ
Белфасту	bˈɛlfɐstʊ
Беноа	bˈɛnoɐ
Бернала	bˈɛrnɐlɐ
Беси	bˈɛsɪ
Бешлић	bˈɛʃlɪt͡ɕ
Бејт	bˈejt
Биариц	bˈiɑrɪt͡s
Бибијан	bˈibɪjɐn
Бизерти	bˈizɛrtɪ
Бизерту	bˈizɛrtʊ
Биографски	bˈioɡrˌɐfskɪ
Бирчанин	bˈirt͡ʃɐnɪn
Бисери	bˈisɛrɪ
Бијелицки	bˈijelˌɪt͡skɪ
Бијелој	bˈijeloj
Благај	blˈaɡɑj
Близанци	blˈizɐnt͡sɪ
Блокада	blˈokɐdɐ
Блуз	blˈuz
Бобана	bˈobɐnɐ
Богова	bˈoɡovɐ
Богородичина	bˈoɡorˌodɪt͡ʃˌɪnɐ
Богословског	bˈoɡoslˌofskoɡ
Богословском	bˈoɡoslˌofskom
Божићне	bˈoʒɪt͡ɕnɛ
Бомбе	bˈombɛ
Бонапарте	bˈonɐpˌɑrtɛ
Бонели	bˈonɛlɪ
Бонена	bˈonɛnɐ
Боно	bˈono
Бону	bˈonʊ
Боравио	bˈorɐvˌɪo
Борач	bˈorɐt͡ʃ
Борбу	bˈorbʊ
Борден	bˈordɛn
Борислава	bˈorɪslˌɐvɐ
Борота	bˈorotɐ
Босиљка	bˈosɪʎkɐ
Бохемији	bˈohɛmˌɪjɪ
Бојани	bˈojɐnɪ
Бољетинац	bˈoʎetˌɪnɐt͡s
Бољшевици	bˈoʎʃɛvˌɪt͡sɪ
Брамел	brˈamɛl
Бранковићи	brˈaŋkovˌɪt͡ɕɪ
Браунинг	brˈaʊnɪŋɡ
Бренд	brˈɛnd
Брест	brˈɛst
Брета	brˈɛtɐ
Британску	brˈitɐnskʊ
Бркића	brkˈit͡ɕɐ
Брна	brnˈa
Брнабић	brnˈabɪt͡ɕ
Бронзану	brˈonzɐnʊ
Бројчано	brˈojt͡ʃɐno
Брука	brˈukɐ
Брунеја	brˈunejɐ
Брунхилду	brˈunhɪldʊ
Бу	bˈu
Будимира	bˈudɪmˌɪrɐ
Буковик	bˈukovɪk
Буковици	bˈukovˌɪt͡sɪ
Бјеловару	bjˈelovˌɑrʊ
ВБА	vˈəbˌəˌɐ
ВВКЈ	vˈəvˌəkˌəjˌə
Важне	vˈaʒnɛ
Валдемар	vˈaldɛmɑr
Ванга	vˈaŋɡɐ
Варошица	vˈɑroʃˌɪt͡sɐ
Ваљевског	vˈaʎefskoɡ
Веи	vˈɛɪ
Веровала	vˈɛrovˌɐlɐ
Верони	vˈɛronɪ
Веронику	vˈɛronˌɪkʊ
Верују	vˈɛrʊjʊ
Весне	vˈɛsnɛ
Вечни	vˈɛt͡ʃnɪ
Веље	vˈɛʎe
Виде	vˈidɛ
Видели	vˈidɛlɪ
Виктору	vˈiktorʊ
Вилијема	vˈilɪjˌemɐ
Вилкс	vˈilks
Вилњусу	vˈilɲʊsʊ
Винковцима	vˈiŋkoft͡sˌɪmɐ
Винслоу	vˈinslo͡ʊ
