--nya	--ɲa
terjerat	tərdʒərat
terjerembab	tərdʒərəmbab
terjerumus	tərdʒərumus
terjinjing	tərdʒindʒiŋ
terjual	tərdʒual
terjun	tərdʒun
terjungkit	tərdʒuŋkit
terka	tərka
terkaan	tərkaʔan
terkadang	tərkadaŋ
terkait	tərkait
terkaji	tərkadʒi
terkalahkan	tərkalahkan
terkam	tərkam
terkaman	tərkaman
terkandas	tərkandas
terkandung	tərkanduŋ
terkap	tərkap
terkatakan	tərkatakan
terkawal	tərkawal
terkaya	tərkaja
terkebelakang	tərkəbəlakaŋ
terkecai	tərkətʃai
terkecil	tərkətʃil
terkecuali	tərkətʃuali
terkecéwa	tərkətʃewa
terkedai	tərkədai
terkeji	tərkədʒi
terkejut	tərkədʒut
terkekang	tərkəkaŋ
terkelap	tərkəlap
terkelempai	tərkələmpai
terkelepai	tərkələpai
terkelik	tərkəliʔ
terkelola	tərkəlola
terkelopak	tərkəlopaʔ
terkeloyak	tərkəlojaʔ
terkelu	tərkəlu
terkeluar	tərkəluar
terkelubak	tərkəlubaʔ
terkeluk	tərkəluʔ
terkelupas	tərkəlupas
terkelépék	tərkəlepeʔ
terkempa	tərkəmpa
terkemuka	tərkəmuka
terkena	tərkəna
terkenal	tərkənal
terkenang	tərkənaŋ
terkencing	tərkəntʃiŋ
terkendali	tərkəndali
terkentut	tərkəntut
terkepal	tərkəpal
terkepil	tərkəpil
terkepoh	tərkəpoh
terkepung	tərkəpuŋ
terkerak	tərkəraʔ
terkerangka	tərkəraŋka
terkerat	tərkərat
terkeréséng	tərkəreseŋ
terkesan	tərkəsan
terkesiap	tərkəsiap
terkesima	tərkəsima
terketuk	tərkətuʔ
terkilan	tərkilan
terkira	tərkira
terkongkong	tərkoŋkoŋ
terkorup	tərkorup
terkoyak	tərkojaʔ
terkuasai	tərkuasai
terkuat	tərkuat
terkubur	tərkubur
terkucil	tərkutʃil
terkul	tərkul
terkulai	tərkulai
terkumpul	tərkumpul
terkunci	tərkuntʃi
terkup	tərkup
terkuras	tərkuras
terkurung	tərkuruŋ
terkutuk	tərkutuʔ
terkécoh	tərketʃoh
terkéhél	tərkehel
terkékéh	tərkekeh
terképak	tərkepaʔ
terlak	tərlaʔ
terlaksana	tərlaʔsana
terlalu	tərlalu
terlambat	tərlambat
terlampau	tərlampau
terlanggar	tərlaŋgar
terlanjur	tərlandʒur
terlantar	tərlantar
terlatih	tərlatih
terlebih	tərləbih
terlelap	tərləlap
terlentang	tərləntaŋ
terlepas	tərləpas
terlepaskan	tərləpaskan
terlerai	tərlərai
terletak	tərlətaʔ
terlibat	tərlibat
terlihat	tərlihat
terlindung	tərlinduŋ
terlintas	tərlintas
terlipat	tərlipat
terliur	tərliur
terluang	tərluaŋ
terluka	tərluka
terlukis	tərlukis
terlukiskan	tərlukiskan
terlupa	tərlupa
terluput	tərluput
terléka	tərleka
terlémpar	tərlempar
terléna	tərlena
terléwat	tərlewat
terma	tərma
termahal	tərmahal
termakan	tərmakan
termakbul	tərmaʔbul
termaksud	tərmaʔsud
termaktub	tərmaʔtub
termangu	tərmaŋu
termasuk	tərmasuʔ
termasyhur	tərmasjhur
termengkelan	tərməŋkəlan
termenung	tərmənuŋ
termesra	tərməsra
termeterai	tərmətərai
termuda	tərmuda
termundur	tərmundur
terna	tərna
ternak	tərnaʔ
ternakan	tərnakan
ternama	tərnama
ternampak	tərnampaʔ
ternganga	tərŋaŋa
ternilai	tərnilai
ternyata	tərɲata
terobos	tərobos
terobosan	tərobosan
teroka	təroka
teromol	təromol
terongko	təroŋko
teropong	təropoŋ
teror	təror
terowong	tərowoŋ
terowongan	tərowoŋan
terpa	tərpa
terpaan	tərpaʔan
terpacul	tərpatʃul
terpadamkan	tərpadamkan
terpadu	tərpadu
terpagut	tərpagut
terpahat	tərpahat
terpakai	tərpakai
terpaksa	tərpaʔsa
terpaku	tərpaku
terpal	tərpal
terpalit	tərpalit
terpampang	tərpampaŋ
terpamér	tərpamer
terpana	tərpana
terpancang	tərpantʃaŋ
terpancar	tərpantʃar
terpancing	tərpantʃiŋ
terpandang	tərpandaŋ
terpanggil	tərpaŋgil
terpantas	tərpantas
terpasang	tərpasaŋ
terpaut	tərpaut
terpecah	tərpətʃah
terpecahkan	tərpətʃahkan
terpegah	tərpəgah
terpegan	tərpəgan
terpegun	tərpəgun
terpejam	tərpədʒam
terpekak	tərpəkaʔ
terpekik	tərpəkiʔ
terpelajar	tərpəladʒar
terpelanting	tərpəlantiŋ
terpelencit	tərpələntʃit
terpelengak	tərpələŋaʔ
terpelesat	tərpələsat
terpelihara	tərpəlihara
terpelintir	tərpəlintir
terpelosot	tərpəlosot
terpeluk	tərpəluʔ
terpelécok	tərpəletʃoʔ
terpelékok	tərpəlekoʔ
terpelését	tərpəleset
terpencar	tərpəntʃar
terpencil	tərpəntʃil
terpendam	tərpəndam
terpengaruh	tərpəŋaruh
terpenggal	tərpəŋgal
terpenjara	tərpəndʒara
terpentang	tərpəntaŋ
terpenting	tərpəntiŋ
terpenuhi	tərpənuhi
terperangah	tərpəraŋah
terperangkap	tərpəraŋkap
terperap	tərpərap
terperedus	tərpərədus
terperenyak	tərpərəɲaʔ
terperenyuk	tərpərəɲuʔ
terperikan	tərpərikan
terperiksa	tərpəriʔsa
terperinci	tərpərintʃi
terperintah	tərpərintah
terperohong	tərpərohoŋ
terperonyok	tərpəroɲoʔ
terperosok	tərpərosoʔ
terperuak	tərpəruaʔ
terperuk	tərpəruʔ
terpesona	tərpəsona
terpeta	tərpəta
terpetik	tərpətiʔ
terpidana	tərpidana
terpijak	tərpidʒaʔ
terpikat	tərpikat
terpikul	tərpikul
terpilah	tərpilah
terpilih	tərpilih
terpilin	tərpilin
terpimpin	tərpimpin
terpinga-pinga	tərpiŋa-piŋa
terpinggir	tərpiŋgir
terpisah	tərpisah
terpisahkan	tərpisahkan
terpotong	tərpotoŋ
terpuji	tərpudʒi
terpukau	tərpukau
terpukul	tərpukul
terpulang	tərpulaŋ
terpusat	tərpusat
terputus	tərputus
terpépér	tərpeper
terpépét	tərpepet
terpésong	tərpesoŋ
tersadai	tərsadai
tersaji	tərsadʒi
tersalah	tərsalah
tersalib	tərsalib
tersambung	tərsambuŋ
tersandung	tərsanduŋ
tersangka	tərsaŋka
tersangkut	tərsaŋkut
tersapu	tərsapu
tersasar	tərsasar
tersayang	tərsajaŋ
tersebab	tərsəbab
tersebar	tərsəbar
terseberang	tərsəbəraŋ
terseberangi	tərsəbəraŋi
tersebut	tərsəbut
tersedak	tərsədaʔ
tersedia	tərsədia
tersedianya	tərsədiaɲa
tersedih	tərsədih
tersedot	tərsədot
terseduh	tərsəduh
tersekang	tərsəkaŋ
tersekap	tərsəkap
tersekat	tərsəkat
terselak	tərsəlaʔ
terselam	tərsəlam
terselami	tərsəlami
terselap	tərsəlap
terselat	tərsəlat
terselempang	tərsələmpaŋ
terselenggara	tərsələŋgara
terselesaikan	tərsələsaikan
terselidiki	tərsəlidiki
terselip	tərsəlip
terselit	tərsəlit
terselubung	tərsəlubuŋ
terselulur	tərsəlulur
terselusur	tərsəlusur
tersemai	tərsəmai
tersemat	tərsəmat
tersembam	tərsəmbam
tersembul	tərsəmbul
tersembunyi	tərsəmbuɲi
tersembur	tərsəmbur
tersempal	tərsəmpal
tersempil	tərsəmpil
tersempul	tərsəmpul
tersemu	tərsəmu
tersenak	tərsənaʔ
tersendal	tərsəndal
tersendam	tərsəndam
tersendat	tərsəndat
tersendiri	tərsəndiri
tersendorong	tərsəndoroŋ
tersengat	tərsəŋat
tersengguk	tərsəŋguʔ
tersengih	tərsəŋih
tersengkang	tərsəŋkaŋ
tersentak	tərsəntaʔ
tersentil	tərsəntil
tersentuh	tərsəntuh
tersentuk	tərsəntuʔ
tersenyawa	tərsəɲawa
tersenyum	tərsəɲum
tersepit	tərsəpit
tersepuh	tərsəpuh
tersepuk	tərsəpuʔ
terserah	tərsərah
terserampang	tərsərampaŋ
terserampuk	tərsərampuʔ
terserandung	tərsəranduŋ
terserang	tərsəraŋ
terserap	tərsərap
terserat	tərsərat
terserempak	tərsərəmpaʔ
tersergam	tərsərgam
terserimpung	tərsərimpuŋ
terseringing	tərsəriŋiŋ
terserompok	tərsərompoʔ
terserondok	tərsərondoʔ
terserot	tərsərot
terseruduk	tərsəruduʔ
terserunda	tərsərunda
terserémpét	tərsərempet
tersesak	tərsəsaʔ
tersesat	tərsəsat
tersetrum	tərsətrum
tersiar	tərsiar
tersiksa	tərsiʔsa
tersilap	tərsilap
tersimpan	tərsimpan
tersimpul	tərsimpul
tersinggung	tərsiŋguŋ
tersingkap	tərsiŋkap
tersingkir	tərsiŋkir
tersipu	tərsipu
tersiram	tərsiram
tersirat	tərsirat
tersisa	tərsisa
tersisih	tərsisih
tersisihkan	tərsisihkan
tersohor	tərsohor
tersumbat	tərsumbat
tersungkur	tərsuŋkur
tersusul	tərsusul
tersusun	tərsusun
tersélak	tərselaʔ
terséndok	tərsendoʔ
tersénggol	tərseŋgol
terséngkang	tərseŋkaŋ
terséngét	tərseŋet
terséntralisasi	tərsentralisasi
tersérak	tərseraʔ
tersérét	tərseret
tertahan	tərtahan
tertambat	tərtambat
tertampan	tərtampan
tertampar	tərtampar
tertanam	tərtanam
tertanggal	tərtaŋgal
tertangguh	tərtaŋguh
tertanggung	tərtaŋguŋ
tertangkap	tərtaŋkap
tertanya	tərtaɲa
tertarik	tərtariʔ
tertata	tərtata
tertawa	tərtawa
tertawan	tərtawan
tertegak	tərtəgaʔ
tertegun	tərtəgun
tertekan	tərtəkan
tertekun	tərtəkun
tertelan	tərtəlan
tertelentang	tərtələntaŋ
tertelungkup	tərtəluŋkup
tertembus	tərtəmbus
tertempuh	tərtəmpuh
tertemukan	tərtəmukan
tertendang	tərtəndaŋ
tertentang	tərtəntaŋ
tertentu	tərtəntu
tertera	tərtəra
tertib	tərtib
tertidur	tərtidur
tertikam	tərtikam
tertimbun	tərtimbun
tertimbus	tərtimbus
tertimpa	tərtimpa
tertindas	tərtindas
tertinggal	tərtiŋgal
tertinggi	tərtiŋgi
tertipu	tərtipu
tertolak	tərtolaʔ
tertolong	tərtoloŋ
tertonjol	tərtondʒol
tertua	tərtua
tertuduh	tərtuduh
tertuju	tərtudʒu
tertujukan	tərtudʒukan
tertulis	tərtulis
tertumbuk	tərtumbuʔ
tertumpah	tərtumpah
tertumpu	tərtumpu
tertunda	tərtunda
tertunggak	tərtuŋgaʔ
tertunggu	tərtuŋgu
tertunjuk	tərtundʒuʔ
tertusuk	tərtusuʔ
tertutup	tərtutup
tertutupi	tərtutupi
tertébar	tərtebar
tertéléng	tərteleŋ
tertémbak	tərtembaʔ
terténggang	tərteŋgaŋ
terténggék	tərteŋgeʔ
terubuk	tərubuʔ
terucap	tərutʃap
terucapkan	tərutʃapkan
terucuk	tərutʃuʔ
teruja	tərudʒa
teruji	tərudʒi
teruk	təruʔ
terukir	tərukir
terukur	tərukur
terum	tərum
terumba	tərumba
terumbu	tərumbu
terumbuk	tərumbuʔ
teruna	təruna
terung	təruŋ
terunggul	təruŋgul
terungkai	təruŋkai
terungkap	təruŋkap
terungku	təruŋku
teruntuk	təruntuʔ
teruntum	təruntum
terurai	tərurai
terurus	tərurus
terus	tərus
terusan	tərusan
terusi	tərusi
terusik	tərusiʔ
terusir	tərusir
terutama	tərutama
terwujud	tərwudʒud
terwélu	tərwelu
terélakkan	tərelaʔkan
teréndak	tərendaʔ
terétét	təretet
tes	təs
teserlah	təsərlah
teserling	təsərliŋ
tesmak	təsmaʔ
tetak	tətaʔ
tetakan	tətakan
tetal	tətal
tetampan	tətampan
tetamu	tətamu
tetangga	tətaŋga
tetangganya	tətaŋgaɲa
tetap	tətap
tetapi	tətapi
tetar	tətar
tetas	tətas
teteguk	tətəguʔ
teter	tətər
tetibar	tətibar
tetikus	tətikus
tetirah	tətirah
tetua	tətua
tetuang	tətuaŋ
tetélo	tətelo
tgl	tgl
tiada	tiada
tiadanya	tiadaɲa
tiang	tiaŋ
tiap	tiap
tiara	tiara
tiarap	tiarap
tiba	tiba
tidak	tidaʔ
tidaklah	tidaʔlah
tidaknya	tidaʔɲa
tidur	tidur
tidur.	tidur.
tidurlah	tidurlah
tidurnya	tidurɲa
tifus	tifus
tiga	tiga
tigabelas	tigabəlas
tigapuluh	tigapuluh
tik	tiʔ
tika	tika
tikai	tikai
tikam	tikam
tikaman	tikaman
tikar	tikar
tiku	tiku
tikungan	tikuŋan
tikus	tikus
tikét	tiket
tilam	tilam
tilik	tiliʔ
tim	tim
timah	timah
timang	timaŋ
timangan	timaŋan
timba	timba
timbal	timbal
timbalan	timbalan
timbang	timbaŋ
timbangan	timbaŋan
timbanya	timbaɲa
timbul	timbul
timbun	timbun
timbunan	timbunan
timbus	timbus
timor	timor
timpa	timpa
timpal	timpal
timpang	timpaŋ
timun	timun
timur	timur
tin	tin
tindak	tindaʔ
tindakan	tindakan
tindakannya	tindakanɲa
tindas	tindas
tindih	tindih
tinggal	tiŋgal
tinggalan	tiŋgalan
tinggalnya	tiŋgalɲa
tinggi	tiŋgi
tinggi.	tiŋgi.
tingginya	tiŋgiɲa
tingkah	tiŋkah
tingkah-laku	tiŋkah-laku
tingkap	tiŋkap
tingkapan	tiŋkapan
tingkat	tiŋkat
tingkatan	tiŋkatan
tingkatkan	tiŋkatkan
tinja	tindʒa
tinjau	tindʒau
tinjauan	tindʒauan
tinju	tindʒu
tinjunya	tindʒuɲa
tinta	tinta
tiong	tioŋ
tip	tip
tipe	tipə
tipis	tipis
tipografi	tipografi
tipu	tipu
tipuan	tipuan
tirai	tirai
tiram	tiram
tirani	tirani
tiras	tiras
tiri	tiri
tirinya	tiriɲa
tiris	tiris
tiru	tiru
tiruan	tiruan
tirus	tirus
tis	tis
tisik	tisiʔ
tisu	tisu
titah	titah
titel	titəl
titi	titi
titian	titian
titik	titiʔ
titipan	titipan
titir	titir
titis	titis
titisan	titisan
titit	titit
tiung	tiuŋ
tiup	tiup
tiupan	tiupan
tobat	tobat
todak	todaʔ
toh	toh
tohor	tohor
tok	toʔ
toko	toko
tokoh	tokoh
tokok	tokoʔ
tokong	tokoŋ
toksik	toʔsiʔ
toksikologi	toʔsikologi
toksin	toʔsin
tokék	tokeʔ
tol	tol
tolak	tolaʔ
tolakan	tolakan
tolan	tolan
toleran	toləran
toleransi	toləransi
tolok	toloʔ
tolol	tolol
tolong	toloŋ
toléh	toleh
toman	toman
tomat	tomat
tombak	tombaʔ
tombol	tombol
tompok	tompoʔ
tompokan	tompokan
ton	ton
tonase	tonasə
tong	toŋ
tonggak	toŋgaʔ
tonggék	toŋgeʔ
tonggéng	toŋgeŋ
tongkang	toŋkaŋ
tongkat	toŋkat
tongkatnya	toŋkatɲa
tongkol	toŋkol
tongsan	toŋsan
tonik	toniʔ
tonjol	tondʒol
tonjolan	tondʒolan
tonton	tonton
tontonan	tontonan
top	top
topan	topan
topang	topaŋ
topi	topi
topik	topiʔ
topinya	topiɲa
topografi	topografi
topéng	topeŋ
torak	toraʔ
torpedo	torpədo
torpédo	torpedo
toréh	toreh
toréhan	torehan
total	total
totalitas	totalitas
totalitér	totaliter
totalitérisme	totaliterismə
totok	totoʔ
tradisi	tradisi
tradisional	tradisional
tradisionalisme	tradisionalismə
trafo	trafo
tragik	tragiʔ
tragis	tragis
tragédi	tragedi
trak	traʔ
trakom	trakom
traktor	traʔtor
transaksi	transaʔsi
transfer	transfər
transformasi	transformasi
transformator	transformator
transfusi	transfusi
transisi	transisi
transistor	transistor
transit	transit
transitif	transitif
transmigran	transmigran
transmigrasi	transmigrasi
transmisi	transmisi
transparan	transparan
transplantasi	transplantasi
transportasi	transportasi
trauma	trauma
trayék	trajeʔ
tribunal	tribunal
trigonométri	trigonometri
trik	triʔ
trilateral	trilatəral
trilingga	triliŋga
triliun	triliun
triliunan	triliunan
trilogi	trilogi
trinitas	trinitas
tripléks	tripleʔs
triwangsa	triwaŋsa
triwulan	triwulan
trofi	trofi
trombon	trombon
trombosis	trombosis
tromol	tromol
tropika	tropika
tropis	tropis
trotoar	trotoar
truf	truf
truk	truʔ
trék	treʔ
trém	trem
trén	tren
trénd	trend
tua	tua
tuah	tuah
tuai	tuai
tuaian	tuaian
tuak	tuaʔ
tuala	tuala
tualang	tualaŋ
tuam	tuam
tuan	tuan
tuang	tuaŋ
tuangan	tuaŋan
tuanku	tuanku
tuannya	tuanɲa
tuanya	tuaɲa
tuas	tuas
tuba	tuba
tuban	tuban
tubi	tubi
tubir	tubir
tubruk	tubruʔ
tubuh	tubuh
tubuhnya	tubuhɲa
tuding	tudiŋ
tuduh	tuduh
tuduhan	tuduhan
tuduhkan	tuduhkan
tudung	tuduŋ
tudungnya	tuduŋɲa
tugas	tugas
tugaskan	tugaskan
tugasnya	tugasɲa
tugu	tugu
tuju	tudʒu
tujuan	tudʒuan
tujuannya	tudʒuanɲa
tujuh	tudʒuh
tukal	tukal
tukang	tukaŋ
tukar	tukar
tukaran	tukaran
tukik	tukiʔ
tukul	tukul
tukun	tukun
tulah	tulah
tulang	tulaŋ
tulangnya	tulaŋɲa
tulat	tulat
tuli	tuli
tulis	tulis
tulisan	tulisan
tulisannya	tulisanɲa
tulisnya	tulisɲa
tulus	tulus
tulé	tule
tulén	tulen
tum	tum
tuma	tuma
tumang	tumaŋ
tumbang	tumbaŋ
tumbuh	tumbuh
tumbuhan	tumbuhan
tumbuk	tumbuʔ
tumbén	tumben
tumis	tumis
tumit	tumit
tumor	tumor
tumpah	tumpah
tumpahan	tumpahan
tumpang	tumpaŋ
tumpangan	tumpaŋan
tumpas	tumpas
tumpat	tumpat
tumpu	tumpu
tumpuan	tumpuan
tumpuk	tumpuʔ
tumpukan	tumpukan
tumpul	tumpul
tun	tun
tuna	tuna
tunaaksara	tunaʔaʔsara
tunai	tunai
tunakarya	tunakarja
tunang	tunaŋ
tunangan	tunaŋan
tunanétra	tunanetra
tunas	tunas
tunasusila	tunasusila
tunawisma	tunawisma
tunda	tunda
tunduk	tunduʔ
tungau	tuŋau
tunggak	tuŋgaʔ
tunggakan	tuŋgakan
tunggal	tuŋgal
tunggal’’	tuŋgalʔʔ
tunggang	tuŋgaŋ
tunggangan	tuŋgaŋan
tungging	tuŋgiŋ
tunggu	tuŋgu
tunggul	tuŋgul
tungkai	tuŋkai
tungku	tuŋku
tungkus	tuŋkus
tunjang	tundʒaŋ
tunjangan	tundʒaŋan
tunjuk	tundʒuʔ
tuntas	tuntas
tuntun	tuntun
tuntunan	tuntunan
tuntut	tuntut
tuntutan	tuntutan
tuntutannya	tuntutanɲa
tupai	tupai
tupang	tupaŋ
turbin	turbin
turi	turi
turis	turis
turisme	turismə
turnamén	turnamen
turun	turun
turunan	turunan
turus	turus
turut	turut
turutan	turutan
tustél	tustel
tusuk	tusuʔ
tutor	tutor
tutorial	tutorial
tuts	tuts
tutul	tutul
tutup	tutup
tutupan	tutupan
tutur	tutur
tuyul	tujul
téater	teatər
téatris	teatris
tébak	tebaʔ
téban	teban
tébanan	tebanan
tébar	tebar
tébaran	tebaran
tébok	teboʔ
tébéng	tebeŋ
tédéng	tedeŋ
téga	tega
tégel	tegəl
téh	teh
téja	tedʒa
téji	tedʒi
ték-ték	tek-teʔ
téka	teka
tékad	tekad
tékan	tekan
tékat	tekat
tékel	tekəl
téken	tekən
tékenan	tekənan
téker	tekər
tékeran	tekəran
téklok	teʔloʔ
téknik	teʔniʔ
téknikus	teʔnikus
téknis	teʔnis
téknisi	teʔnisi
téknokrat	teʔnoʔrat
téknologi	teʔnologi
téknologiwan	teʔnologiwan
téko	teko
tékoh	tekoh
tékong	tekoŋ
tékpi	teʔpi
téks	teʔs
tékstil	teʔstil
tékstur	teʔstur
téktonik	teʔtoniʔ
téktonis	teʔtonis
tékté	teʔte
tékték	teʔteʔ
tékék	tekeʔ
tél	tel
téla	tela
télan	telan
télefon	teləfon
télegram	teləgram
télepon	teləpon
télepon.	teləpon.
téleponnya	teləponɲa
télevisi	teləvisi
télor	telor
télé	tele
téléfoni	telefoni
téléfoto	telefoto
télégraf	telegraf
télégrafi	telegrafi
télégrafis	telegrafis
télégram	telegram
télékomunikasi	telekomunikasi
téléks	teleʔs
téléng	teleŋ
télépati	telepati
télépok	telepoʔ
télépon	telepon
téléprinter	teleprintər
télér	teler
téléskop	teleskop
télévisi	televisi
tém	tem
téma	tema
tématik	tematiʔ
tématisasi	tematisasi
témbak	tembaʔ
témbakan	tembakan
témbang	tembaŋ
témbok	temboʔ
témbong	temboŋ
témbék	tembeʔ
témpang	tempaŋ
témperamén	tempəramen
témperatur	tempəratur
témperau	tempərau
témplok	temploʔ
témplék	templeʔ
témpo	tempo
témpoh	tempoh
témpong	tempoŋ
témporér	temporer
témpé	tempe
témpél	tempel
témpélan	tempelan
témpéléng	tempeleŋ
téméh	temeh
ténang	tenaŋ
ténar	tenar
ténda	tenda
ténder	tendər
téndénsius	tendensius
téng	teŋ
ténggang	teŋgaŋ
ténggok	teŋgoʔ
ténggék	teŋgeʔ
ténggér	teŋger
ténggéran	teŋgeran
téngkoh	teŋkoh
téngkék	teŋkeʔ
téngkél	teŋkel
téngkés	teŋkes
téngok	teŋoʔ
ténis	tenis
ténjét	tendʒet
ténok	tenoʔ
ténong	tenoŋ
ténor	tenor
ténsi	tensi
téntakel	tentakəl
téntamén	tentamen
téntatif	tentatif
téntir	tentir
ténténg	tenteŋ
téodolit	teodolit
téokrasi	teoʔrasi
téokratis	teoʔratis
téolog	teolog
téologi	teologi
téologis	teologis
téori	teori
téorisasi	teorisasi
téorétikus	teoretikus
téorétis	teoretis
téosofi	teosofi
tépak	tepaʔ
téplok	teploʔ
tépo	tepo
tépok	tepoʔ
tépos	tepos
tépéh	tepeh
tépék	tepeʔ
tér	ter
térakota	terakota
térapi	terapi
térapéutik	terapeutiʔ
téras	teras
térasing	terasiŋ
téraso	teraso
téring	teriŋ
téritorial	teritorial
téritorium	teritorium
térmal	termal
términ	termin
términal	terminal
términologi	terminologi
térmodinamika	termodinamika
térmométer	termometər
térmonuklir	termonuʔlir
térmos	termos
térmostat	termostat
térok	teroʔ
térong	teroŋ
téror	teror
téroris	teroris
térorisme	terorismə
térpéntin	terpentin
térsiér	tersier
térung	teruŋ
térés	teres
tés	tes
tésaurus	tesaurus
tésis	tesis
téstamén	testamen
tésting	testiŋ
téstis	testis
tétanus	tetanus
tétoron	tetoron
tétra	tetra
téték	teteʔ
tétélan	tetelan
tétélo	tetelo
tétér	teter
tétés	tetes
tétésan	tetesan
téwas	tewas
téyan	tejan
uang	uaŋ
uangnya	uaŋɲa
uap	uap
ubah	ubah
uban	uban
ubanan	ubanan
ubat	ubat
ubi	ubi
ubin	ubin
ubun	ubun
ubun-ubun	ubun-ubun
ubur	ubur
ucap	utʃap
ucapan	utʃapan
ucapannya	utʃapanɲa
ucapnya	utʃapɲa
uci	utʃi
udam	udam
udang	udaŋ
udara	udara
udik	udiʔ
ufti	ufti
ufuk	ufuʔ
ugama	ugama
ugut	ugut
ugutan	ugutan
ujang	udʒaŋ
ujar	udʒar
ujaran	udʒaran
ujarnya	udʒarɲa
uji	udʒi
ujian	udʒian
ujung	udʒuŋ
ujungnya	udʒuŋɲa
ukir	ukir
ukiran	ukiran
ukulélé	ukulele
ukupan	ukupan
ukur	ukur
ukuran	ukuran
ulah	ulah
ulam	ulam
ulama	ulama
ulaman	ulaman
ulang	ulaŋ
ulangan	ulaŋan
ular	ular
ulas	ulas
ulasan	ulasan
ulat	ulat
ulet	ulət
uli	uli
ulin	ulin
ulit	ulit
ultimatum	ultimatum
ultrasonik	ultrasoniʔ
ulu	ulu
ulung	uluŋ
ulur	ulur
uluran	uluran
ulét	ulet
umat	umat
umbai	umbai
umbi	umbi
umbut	umbut
umpama	umpama
umpamakan	umpamakan
umpamanya	umpamaɲa
umpan	umpan
umpat	umpat
umpuk	umpuʔ
umrah	umrah
umu	umu
umum	umum
umumkan	umumkan
umumnya	umumɲa
umur	umur
umurnya	umurɲa
um’at	umʔat
uncang	untʃaŋ
undan	undan
undang	undaŋ
undang-undang	undaŋ-undaŋ
undangan	undaŋan
undi	undi
undian	undian
undur	undur
unggas	uŋgas
unggul	uŋgul
unggun	uŋgun
ungka	uŋka
ungkap	uŋkap
ungkapan	uŋkapan
ungkapkan	uŋkapkan
ungkit	uŋkit
ungku	uŋku
ungsi	uŋsi
ungu	uŋu
uni	uni
unik	uniʔ
union	union
unit	unit
universal	univərsal
univérsal	universal
univérsitas	universitas
unjuk	undʒuʔ
unjukan	undʒukan
unjur	undʒur
unjuran	undʒuran
unsur	unsur
unta	unta
untai	untai
untaian	untaian
untuk	untuʔ
untuknya	untuʔɲa
untung	untuŋ
untungnya	untuŋɲa
upacara	upatʃara
upah	upah
upahan	upahan
upaya	upaja
upayanya	upajaɲa
upeti	upəti
upik	upiʔ
ura	ura
ura-ura	ura-ura
urai	urai
uraian	uraian
urakan	urakan
uranium	uranium
urap	urap
urapan	urapan
urat	urat
urban	urban
urbanisasi	urbanisasi
urgén	urgen
urgénsi	urgensi
uri	uri
urun	urun
urung	uruŋ
urus	urus
urusan	urusan
urut	urut
urutan	urutan
usah	usah
usaha	usaha
usahanya	usahaɲa
usahawan	usahawan
usai	usai
usang	usaŋ
usia	usia
usianya	usiaɲa
usik	usiʔ
usil	usil
usir	usir
uskup	uskup
ustaz	ustaz
ustazah	ustazah
usul	usul
usulan	usulan
usung	usuŋ
usungan	usuŋan
usus	usus
usut	usut
utama	utama
utamanya	utamaɲa
utan	utan
utang	utaŋ
utangnya	utaŋɲa
utara	utara
utas	utas
utilitas	utilitas
utopia	utopia
utuh	utuh
utus	utus
utusan	utusan
uzur	uzur
vagina	vagina
vaksin	vaʔsin
vaksinasi	vaʔsinasi
vakum	vakum
vandalisme	vandalismə
vanili	vanili
variabel	variabəl
varian	varian
variasi	variasi
variétas	varietas
vas	vas
vaselin	vasəlin
vaskular	vaskular
vaséktomi	vaseʔtomi
verbal	vərbal
via	via
vidéo	video
vikariat	vikariat
vikaris	vikaris
violét	violet
virologi	virologi
virus	virus
visa	visa
visi	visi
visual	visual
visum	visum
vital	vital
vitamin	vitamin
viétnam	vietnam
vokal	vokal
vokasional	vokasional
voli	voli
voltase	voltasə
volume	volumə
vulgar	vulgar
vulkanisasi	vulkanisasi
vulkanologi	vulkanologi
végetasi	vegətasi
véktor	veʔtor
véna	vena
véntilasi	ventilasi
véntrikel	ventrikəl
vérbal	verbal
vérifikasi	verifikasi
vérsi	versi
vérsus	versus
vértikal	vertikal
véteran	vetəran
véto	veto
wa	wa
waad	waʔad
wabah	wabah
wacana	watʃana
wadah	wadah
wadam	wadam
waduh	waduh
waduk	waduʔ
wafat	wafat
wagon	wagon
wah	wah
wahab	wahab
wahai	wahai
waham	waham
wahana	wahana
wahi	wahi
wahid	wahid
wahyu	wahju
wain	wain
waja	wadʒa
wajah	wadʒah
wajahnya	wadʒahɲa
wajan	wadʒan
wajar	wadʒar
wajib	wadʒib
wajik	wadʒiʔ
wak	waʔ
wakaf	wakaf
wakil	wakil
waktu	waʔtu
waktumu	waʔtumu
waktunya	waʔtuɲa
walafiat	walafiat
walang	walaŋ
walau	walau
walaupun	walaupun
walhal	walhal
walhasil	walhasil
wali	wali
walimah	walimah
wallah	wallah
