ve	vɛ
gelseler	ɟˈælselɛr
generallerinin	ɟeneɾaɫleɾinˈɪn
genişlediği	ɟenɪʃledijˈɪ
genişlemeler	ɟenɪʃlˈemelɛr
genişlemesidir	ɟenɪʃlemesˈidɪr
genişlettiler	ɟenɪʃletːilˈɛr
genlerini	ɟænleɾinˈɪ
geometrisinin	ɟeomɛtrisinˈɪn
gerekleri	ɟeɾɛkleɾˈɪ
gerekliliğine	ɟeɾɛklilijinˈɛ
gerekliliğinin	ɟeɾɛklilijinˈɪn
gerekmesi	ɟeɾɛkmesˈɪ
gereksinimlere	ɟeɾɛksinɪmleɾˈɛ
gereksinme	ɟeɾɛksˈɪnmɛ
gerildi	ɟeɾɪldˈɪ
gerildiği	ɟeɾɪldijˈɪ
gerilere	ɟeɾileɾˈɛ
gerillalar	ɟeɾˈɪlɫaɫar
gerisinden	ɟeɾisɪndˈæn
gerisini	ɟeɾisinˈɪ
gerçekleşebilecek	ɟɛrt͡ʃɛkleʃebiled͡ʒˈɛk
gerçekleşmekte	ɟɛrt͡ʃɛklɛʃmɛktˈɛ
gerçekleşmesinden	ɟɛrt͡ʃɛklɛʃmesɪndˈæn
gerçekleştirecektir	ɟɛrt͡ʃɛklɛʃtiɾed͡ʒˈɛktɪr
gerçekleştirilebilmesi	ɟɛrt͡ʃɛklɛʃtiɾilebɪlmesˈɪ
gerçekçiliğin	ɟɛrt͡ʃɛkt͡ʃilijˈɪn
gerçi	ɟɛrt͡ʃˈɪ
getirebileceğini	ɟetiɾebiled͡ʒejinˈɪ
getirecekti	ɟetiɾed͡ʒɛktˈɪ
getirilmekte	ɟetiɾɪlmɛktˈɛ
getirilmesidir	ɟetiɾɪlmesˈidɪr
getirmemesi	ɟetɪrmemesˈɪ
getirse	ɟetˈɪrsɛ
geyşa	ɟɛjʃˈa
gezegenlerarası	ɟezeɟænleɾaɾasˈɯ
gezegenlerden	ɟezeɟænlɛrdˈæn
gezintisi	ɟezɪntisˈɪ
gezisini	ɟezisinˈɪ
gezisinin	ɟezisinˈɪn
geçerliliğinin	ɟet͡ʃɛrlilijinˈɪn
geçinmeye	ɟet͡ʃˈɪnmejɛ
geçireceğini	ɟet͡ʃiɾed͡ʒejinˈɪ
geçirilirken	ɟet͡ʃiɾilˈɪrcæn
geçirilme	ɟet͡ʃiɾˈɪlmɛ
geçişlerinde	ɟet͡ʃɪʃleɾɪndˈɛ
giderilmiştir	ɟideɾɪlmˈɪʃtɪr
gidin	ɟidˈɪn
gidiyorlardı	ɟidijɔrɫardˈɯ
gidişatına	ɟidiʃatɯnˈa
ginseng	ɟɪnsˈænɡ
girebileceği	ɟiɾebiled͡ʒejˈɪ
girebilmesi	ɟiɾebɪlmesˈɪ
girenlerin	ɟiɾænleɾˈɪn
girilmektedir	ɟiɾɪlmɛktˈedɪr
girilmiştir	ɟiɾɪlmˈɪʃtɪr
girişmişti	ɟiɾɪʃmɪʃtˈɪ
girmişler	ɟɪrmɪʃlˈɛr
gitmişler	ɟɪtmɪʃlˈɛr
gitsin	ɟɪtsˈɪn
gittik	ɟitːˈɪk
giyildi	ɟijɪldˈɪ
giyotinle	ɟijotˈɪnlɛ
giysili	ɟɪjsilˈɪ
gizlemiştir	ɟɪzlemˈɪʃtɪr
glikojen	ɡlikoʒˈæn
glokom	ɡɫokˈɔm
graf	ɡrˈaf
grevini	ɡrevinˈɪ
grisi	ɡrisˈɪ
gruplarıdır	ɡrʊpɫaɾˈɯdɯr
gruptadır	ɡrʊptˈadɯr
gurbet	ɡʊrbˈɛt
guru	ɡuɾˈʊ
gökadalarda	ɟœkadaɫardˈa
gökdelenin	ɟœkdˈelenɪn
gölgelerin	ɟœlɟeleɾˈɪn
gömen	ɟœmˈæn
gömlekler	ɟœmlɛklˈɛr
gömülmesini	ɟœmølmesinˈɪ
gönderdiğinde	ɟœndɛrdijɪndˈɛ
gönderecekti	ɟœndeɾed͡ʒɛktˈɪ
gönderilmesinden	ɟœndeɾɪlmesɪndˈæn
göndermekte	ɟœndɛrmɛktˈɛ
gönlü	ɟœnlˈø
gör	ɟˈœr
gördüklerine	ɟœrdøkleɾinˈɛ
görecelilik	ɟœɾed͡ʒelilˈɪk
görevlilerden	ɟœɾɛvlilɛrdˈæn
görevlilere	ɟœɾɛvlileɾˈɛ
görmekle	ɟœrmˈɛklɛ
görmektir	ɟœrmˈɛktɪr
görülebiliyor	ɟœɾylebilˈijɔr
görülebiliyordu	ɟœɾylebilˈijɔrdʊ
görülmese	ɟœɾˈølmesɛ
görülmeyebilir	ɟœɾølmejebilˈɪr
görülünce	ɟœɾylˈønd͡ʒɛ
görün	ɟœɾˈøn
görünebilirler	ɟœɾynebilɪrlˈɛr
görünmesinin	ɟœɾønmesinˈɪn
görüntülemeye	ɟœɾøntylˈemejɛ
görüntülenmiştir	ɟœɾøntylænmˈɪʃtɪr
görüntüsüdür	ɟœɾøntysˈydør
görüntüsünden	ɟœɾøntysøndˈæn
görünümdedir	ɟœɾynømdˈedɪr
görünüyorlar	ɟœɾynˈyjɔrɫar
görüşle	ɟœɾˈøʃlɛ
görüşmesinin	ɟœɾøʃmesinˈɪn
görüşüldüğü	ɟœɾyʃøldˈøː
gösterdiklerini	ɟœstɛrdɪkleɾinˈɪ
gösterelim	ɟœsteɾelˈɪm
gösteremez	ɟœsteɾemˈɛz
göstergelerinden	ɟœstɛrɟeleɾɪndˈæn
gösterildiğine	ɟœsteɾɪldijinˈɛ
gösterilebilecek	ɟœsteɾilebiled͡ʒˈɛk
gösterilmeyen	ɟœsteɾɪlmejˈæn
gösterimlerinin	ɟœsteɾɪmleɾinˈɪn
gösteriyorlardı	ɟœsteɾijɔrɫardˈɯ
göstermelerini	ɟœstɛrmeleɾinˈɪ
göstermesinin	ɟœstɛrmesinˈɪn
götürebilir	ɟœtyɾebilˈɪr
götürmekle	ɟœtørmˈɛklɛ
götürmesine	ɟœtørmesinˈɛ
gözetimine	ɟœzetiminˈɛ
gözetmeden	ɟœzˈɛtmedæn
gözlemine	ɟœzleminˈɛ
gözlemle	ɟœzlˈæmlɛ
gözlemlerinde	ɟœzlæmleɾɪndˈɛ
gözlenmiş	ɟœzlænmˈɪʃ
gözleyen	ɟœzlejˈæn
göçmenlerden	ɟœt͡ʃmænlɛrdˈæn
göğsünü	ɟœːsynˈø
güder	ɟydˈɛr
gülmece	ɟˈølmed͡ʒɛ
günahsız	ɟynˈahsɯz
güncellemeye	ɟønd͡ʒællˈemejɛ
güncellenebilir	ɟønd͡ʒællenebilˈɪr
gündemdedir	ɟøndæmdˈedɪr
gündü	ɟøndˈø
güneydoğudan	ɟynɛjdoːudˈan
güreşçiyi	ɟyɾɛʃt͡ʃijˈɪ
gürültüden	ɟyɾøltydˈæn
gürültüsüne	ɟyɾøltysynˈɛ
gütmektedir	ɟøtmɛktˈedɪr
güvendiğini	ɟyvændijinˈɪ
güvenilen	ɟyvenilˈæn
güvertesine	ɟyvɛrtesinˈɛ
güzelliğine	ɟyzællijinˈɛ
güzergah	ɟyzɛrɡˈah
güçlendirdiği	ɟøt͡ʃlændɪrdijˈɪ
güçlenmeye	ɟøt͡ʃlˈænmejɛ
haberlerinde	habɛrleɾɪndˈɛ
habis	habˈɪs
hadi	hadˈɪ
haftasonları	haftasɔnɫaɾˈɯ
hafızayı	hafɯzajˈɯ
hahamlar	hahamɫˈar
halifeliğe	halifelijˈɛ
halifeyi	halifejˈɪ
halindeydiler	halɪndɛjdilˈɛr
hamileliğin	hamilelijˈɪn
hamileydi	hamilɛjdˈɪ
hammaddesi	hammadːesˈɪ
hanedandan	hanedandˈan
hanedanların	hanedanɫaɾˈɯn
hangisini	hanɟisinˈɪ
hanlığın	hanɫɯɯˈɯn
hanımefendi	hanɯmefændˈɪ
hanımlar	hˈanɯmɫar
hapisteki	hapɪstekˈɪ
harabeler	haɾabelˈɛr
hararetle	haɾaɾˈɛtlɛ
harcamalarına	hard͡ʒamaɫaɾɯnˈa
harcanabilir	hard͡ʒanabilˈɪr
harcarlar	hard͡ʒarɫˈar
harekâtlarda	haɾekatɫardˈa
harekâtlarını	haɾekatɫaɾɯnˈɯ
harekâtıdır	haɾekatˈɯdɯr
haremi	haɾemˈɪ
haritadaki	haɾitadakˈɪ
harçla	hˈart͡ʃɫa
hastalarla	hastaɫˈarɫa
hatasının	hatasɯnˈɯn
hatlarındaki	hatɫaɾɯndakˈɪ
hatırlamadığını	hatɯrɫamadɯɯɯnˈɯ
hatırlarlar	hatɯrɫarɫˈar
hatırlatma	hatɯrɫˈatma
hatırlatmaktadır	hatɯrɫatmaktˈadɯr
hatırlayan	hatɯrɫajˈan
hatırına	hatɯɾɯnˈa
havacılığa	havad͡ʒɯɫɯɯˈa
havadar	havadˈar
havalandırmayı	havaɫandˈɯrmajɯ
havalimanını	havalimanɯnˈɯ
havasından	havasɯndˈan
havuzunu	havuzunˈʊ
havzasını	havzasɯnˈɯ
hayalindeki	hajalɪndekˈɪ
hayaliyle	hajalˈɪjlɛ
hayattadır	hajatːˈadɯr
hayranlarıyla	hajranɫaɾˈɯjɫa
hayranlıkla	hajranɫˈɯkɫa
hayvanlarında	hajvanɫaɾɯndˈa
hayvanıdır	hajvanˈɯdɯr
hazne	haznˈɛ
hazırlayıcısı	hazɯrɫajɯd͡ʒɯsˈɯ
hecenin	hˈed͡ʒɛnɪn
hedefle	hedˈɛflɛ
hedeflenmişti	hedɛflænmɪʃtˈɪ
hekimliğinde	hekɪmlijɪndˈɛ
helak	heɫˈak
hesaplanmasına	hesapɫanmasɯnˈa
heykellerinde	hɛjkælleɾɪndˈɛ
heykellerinden	hɛjkælleɾɪndˈæn
heykellerle	hɛjkællˈɛrlɛ
hidrofilik	hɪdrofilˈɪk
hikayeyi	hikajejˈɪ
hileleri	hileleɾˈɪ
hilâfet	hilafˈɛt
hipersonik	hipɛrsonˈɪk
hipoplazi	hipɔpɫazˈɪ
hisarın	hisaɾˈɯn
hislerine	hɪsleɾinˈɛ
hissedebilir	hɪssedebilˈɪr
hissettiler	hɪssetːilˈɛr
hisseye	hˈɪssejɛ
hissiyatı	hɪssijatˈɯ
hizasından	hizasɯndˈan
hizmetkarları	hɪzmɛtkarɫaɾˈɯ
hizmetle	hɪzmˈɛtlɛ
homojenlik	homoʒænlˈɪk
hortlak	hɔrtɫˈak
hoşlanmadı	hɔʃɫˈanmadɯ
hoşnutsuzluğuna	hɔʃnʊtsʊzɫuːnˈa
http	hˌɛtˌɛtˌɛpˈɛ
husustur	husˈʊstʊr
huzurunu	huzuɾunˈʊ
hâkimiyetine	hakimijetinˈɛ
hâlinden	halɪndˈæn
höyükten	hœjøktˈæn
hükumet	hykumˈɛt
hükümdarlarından	hykømdarɫaɾɯndˈan
hükümdarına	hykømdaɾɯnˈa
hükümlere	hykømleɾˈɛ
hümayunu	hymajunˈʊ
hünerlerini	hynɛrleɾinˈɪ
hırsızların	hɯrsɯzɫaɾˈɯn
hızlandırılması	hɯzɫandɯɾɯɫmasˈɯ
iSight	ˈisˈɪɟht
iWork	ˈiwˈɔrk
icad	id͡ʒˈad
idarecilerinin	idaɾed͡ʒileɾinˈɪn
idareden	idˈaɾedæn
iddiasındadır	idːiasɯndˈadɯr
idealizm	idealˈɪzm
ideolojiler	ideoɫoʒilˈɛr
idiyse	idˈɪjsɛ
ifadelerde	ifadelɛrdˈɛ
ihracatçı	ɪhrad͡ʒatt͡ʃˈɯ
ihracatına	ɪhrad͡ʒatɯnˈa
ikilemde	ikilæmdˈɛ
ikilileri	ikilileɾˈɪ
ikincileri	ikɪnd͡ʒileɾˈɪ
ikliminden	ɪklimɪndˈæn
ikrar	ɪkrˈar
iktisap	ɪktisˈap
iktisatçı	ɪktisatt͡ʃˈɯ
ilerleyebildi	ilɛrlejebɪldˈɪ
ilerleyişine	ilɛrlejiʃinˈɛ
iletiler	iletilˈɛr
iletileri	iletileɾˈɪ
iletiminin	iletiminˈɪn
iletkenleri	ilɛtkænleɾˈɪ
ilga	ɪlɡˈa
ilgilendiklerini	ɪlɟilændɪkleɾinˈɪ
ilgilenip	ɪlɟilenˈɪp
ilhamı	ɪlhamˈɯ
ilkesinden	ɪlkesɪndˈæn
imajlar	imaʒɫˈar
imalathaneleri	imaɫathaneleɾˈɪ
imkânlara	ɪmkanɫaɾˈa
imkânlarına	ɪmkanɫaɾɯnˈa
imparatoriçesi	ɪmpaɾatoɾit͡ʃesˈɪ
imperium	ɪmpeɾˈiʊm
imzacı	ɪmzad͡ʒˈɯ
imzalamadan	ɪmzaɫˈamadan
imzalamadı	ɪmzaɫˈamadɯ
inandılar	inandɯɫˈar
inanmadığını	inanmadɯɯɯnˈɯ
inanması	inanmasˈɯ
inançlarda	inant͡ʃɫardˈa
incelenmelidir	ɪnd͡ʒelænmelˈidɪr
inceliklerini	ɪnd͡ʒelɪkleɾinˈɪ
incil	ɪnd͡ʒˈɪl
indirdiler	ˈɪndɪrdilɛr
indirgenmiştir	ɪndɪrɟænmˈɪʃtɪr
indirilmek	ɪndiɾɪlmˈɛk
indirilmeye	ɪndiɾˈɪlmejɛ
indis	ɪndˈɪs
indiğini	ɪndijinˈɪ
ineğin	inejˈɪn
inisiyatifini	inisijatifinˈɪ
inmeden	ˈɪnmedæn
insanlarıyla	ɪnsanɫaɾˈɯjɫa
integraller	ɪntɛɟraɫlˈɛr
interpolasyon	ɪntɛrpoɫasjˈɔn
inşaasına	ɪnʃaasɯnˈa
inşaatından	ɪnʃaatɯndˈan
irtifaya	ɪrtifajˈa
irşad	ɪrʃˈad
isimlendirdi	isɪmlˈændɪrdɪ
isimsel	isɪmsˈæl
islami	ɪsɫamˈɪ
isnad	ɪsnˈad
ispatlamış	ɪspatɫamˈɯʃ
istasyonlara	ɪstasjɔnɫaɾˈa
istatistiklerin	ɪstatɪstɪkleɾˈɪn
istekle	ɪstˈɛklɛ
isteklere	ɪstɛkleɾˈɛ
isteklerinden	ɪstɛkleɾɪndˈæn
isteksizdir	ɪstˈɛksɪzdɪr
istemesiydi	ɪstemesɪjdˈɪ
istemeyince	ɪstemejˈɪnd͡ʒɛ
istemişlerdi	ɪstemɪʃlɛrdˈɪ
isteniyor	ɪstenˈijɔr
istikrarsızlığa	ɪstɪkrarsɯzɫɯɯˈa
istikrarının	ɪstɪkraɾɯnˈɯn
istilasında	ɪstiɫasɯndˈa
istiyordur	ɪstˈijɔrdʊr
ithalatın	ɪthaɫatˈɯn
itirafları	itiɾafɫaɾˈɯ
ivmesini	ɪvmesinˈɪ
iyileşip	ijileʃˈɪp
iyileşmeyi	ijilˈɛʃmejɪ
iyileştirdiği	ijilɛʃtɪrdijˈɪ
iyileştirilmesine	ijilɛʃtiɾɪlmesinˈɛ
iyimserlik	ijɪmsɛrlˈɪk
iyodür	ijˈodør
iyonlarını	ijɔnɫaɾɯnˈɯ
izdüşüm	ɪzdˈyʃøm
ize	izˈɛ
izlemenin	ɪzlˈemenɪn
izleyenleri	ɪzlejænleɾˈɪ
izleyicilerinin	ɪzlejid͡ʒileɾinˈɪn
izleyicisine	ɪzlejid͡ʒisinˈɛ
içerebilen	it͡ʃeɾebilˈæn
içeriklerle	it͡ʃeɾɪklˈɛrlɛ
içeriksel	it͡ʃeɾɪksˈæl
içerikten	it͡ʃeɾɪktˈæn
içermektedirler	it͡ʃɛrmɛktˈedɪrlɛr
içermiyor	it͡ʃɛrmˈijɔr
içgörü	ɪt͡ʃɟœɾˈø
içilebilir	it͡ʃilebilˈɪr
içmektedir	ɪt͡ʃmɛktˈedɪr
içtiğini	ɪt͡ʃtijinˈɪ
iğ	ˈɪj
iğnenin	ɪjnenˈɪn
işaretlerle	iʃaɾɛtlˈɛrlɛ
işaretten	iʃaɾetːˈæn
işaretçisi	iʃaɾɛtt͡ʃisˈɪ
işbirlikçisi	ɪʃbɪrlɪkt͡ʃisˈɪ
işgalciler	ɪʃɡaɫd͡ʒilˈɛr
işgalcilere	ɪʃɡaɫd͡ʒileɾˈɛ
işgücünü	ɪʃɟyd͡ʒynˈø
işkembe	ɪʃkæmbˈɛ
işkenceden	ɪʃkˈænd͡ʒɛdæn
işletildi	ɪʃletɪldˈɪ
işleyebilir	ɪʃlejebilˈɪr
işleyenler	ɪʃlejænlˈɛr
işlik	ɪʃlˈɪk
işçiyi	ɪʃt͡ʃijˈɪ
janrı	ʒanrˈɯ
jeli	ʒelˈɪ
jestler	ʒɛstlˈɛr
jips	ʒˈɪps
jüride	ʒyɾidˈɛ
jüriye	ʒyɾijˈɛ
kabağı	kabaːˈɯ
kabuğundaki	kabʊːndakˈɪ
kabza	kabzˈa
kadehi	kadehˈɪ
kadere	kadeɾˈɛ
kaderleri	kadɛrleɾˈɪ
kadırgadan	kadɯrɡadˈan
kafadar	kafadˈar
kafataslarının	kafatasɫaɾɯnˈɯn
kahvehaneler	kahvehanelˈɛr
kahyası	kahjasˈɯ
kalacağım	kaɫad͡ʒˈaːɯm
kalanın	kˈaɫanɯn
kalbindeki	kaɫbɪndekˈɪ
kaldırılacağı	kaɫdɯɾɯɫad͡ʒaːˈɯ
kalecilik	kaled͡ʒilˈɪk
kalibrelik	kalˈɪbrelɪk
kalkerli	kaɫkɛrlˈɪ
kalmalıdır	kaɫmaɫˈɯdɯr
kalpleri	kaɫpleɾˈɪ
kalıcılığı	kaɫɯd͡ʒɯɫɯɯˈɯ
kalınlaşması	kaɫɯnɫaʃmasˈɯ
kalınlığının	kaɫɯnɫɯɯɯnˈɯn
kalınmış	kaɫɯnmˈɯʃ
kalıyorlar	kaɫˈɯjɔrɫar
kamaralı	kamˈaɾaɫɯ
kameralarda	kameɾaɫardˈa
kampüsünün	kampysynˈøn
kampındaki	kampɯndakˈɪ
kamyona	kamjonˈa
kamyoneti	kamjonetˈɪ
kanamadan	kanˈamadan
kandil	kandˈɪl
kandırıldığını	kandɯɾɯɫdɯɯɯnˈɯ
kanepe	kanepˈɛ
kantin	kantˈɪn
kanundur	kanˈʊndʊr
kanıtlamıştı	kanɯtɫamɯʃtˈɯ
kapandığında	kapandɯɯɯndˈa
kapanmadan	kapˈanmadan
kapanışı	kapanɯʃˈɯ
kapatacağını	kapatad͡ʒaːɯnˈɯ
kapatmasını	kapatmasɯnˈɯ
kapatılana	kapatɯɫanˈa
kapatıldıktan	kapatɯɫdɯktˈan
kapatılmıştı	kapatɯɫmɯʃtˈɯ
kapatırlar	kapatɯrɫˈar
kapağa	kapˈaː
kapiller	kapɪllˈɛr
kapladı	kˈapɫadɯ
kaplamak	kapɫamˈak
kaplamıştır	kapɫamˈɯʃtɯr
kaplanmıştı	kapɫanmɯʃtˈɯ
kapıcılar	kapɯd͡ʒɯɫˈar
karaborsa	kaɾabˈɔrsa
karakolun	kaɾakoɫˈʊn
karanlığından	kaɾanɫɯɯɯndˈan
karardı	kaɾardˈɯ
kararlaştırılır	kaɾarɫaʃtɯɾɯɫˈɯr
karayı	kˈaɾajɯ
karboksilik	karbɔksilˈɪk
karbonatlı	karbonatɫˈɯ
karbondioksiti	karbɔndiɔksitˈɪ
kardiyoloji	kardijoɫoʒˈɪ
karesini	kaɾesinˈɪ
kargaşalık	karɡaʃaɫˈɯk
karlılık	karɫɯɫˈɯk
kartalın	kartaɫˈɯn
kartografik	kartɔɡrafˈɪk
kartından	kartɯndˈan
karım	kˈaɾɯm
karıncayiyen	kaɾɯnd͡ʒajijˈæn
karışmaktadır	kaɾɯʃmaktˈadɯr
karıştırmıştır	kaɾɯʃtɯrmˈɯʃtɯr
karışıklıkların	kaɾɯʃɯkɫɯkɫaɾˈɯn
karışıklığın	kaɾɯʃɯkɫɯɯˈɯn
karşılamakta	karʃɯɫamaktˈa
karşılamayan	karʃɯɫamajˈan
karşılanmamış	karʃɯɫanmamˈɯʃ
karşılanmasına	karʃɯɫanmasɯnˈa
karşılayamaz	karʃɯɫajamˈaz
karşılaşarak	karʃɯɫaʃaɾˈak
karşılaşmalara	karʃɯɫaʃmaɫaɾˈa
karşılaşmalarına	karʃɯɫaʃmaɫaɾɯnˈa
karşılaşmalarından	karʃɯɫaʃmaɫaɾɯndˈan
karşılaştırılan	karʃɯɫaʃtɯɾɯɫˈan
karşılaşırken	karʃɯɫaʃˈɯrcæn
karşılaşırız	karʃɯɫaʃˈɯɾɯz
karşınıza	kˈarʃɯnɯza
karşısındakini	karʃɯsɯndakinˈɪ
kaslarında	kasɫaɾɯndˈa
kastedilmektedir	kastedɪlmɛktˈedɪr
kastetmek	kastɛtmˈɛk
kasıtsız	kasˈɯtsɯz
kataloğunu	kataɫoːunˈʊ
katana	katanˈa
kategorilerden	kateɡoɾilɛrdˈæn
katlandı	katɫandˈɯ
katlarından	katɫaɾɯndˈan
katledilmesi	katledɪlmesˈɪ
katliamını	katliamɯnˈɯ
katması	katmasˈɯ
katmayı	kˈatmajɯ
katsayılarının	katsajɯɫaɾɯnˈɯn
katılabilmektedir	katɯɫabɪlmɛktˈedɪr
katılana	katɯɫanˈa
katıları	katɯɫaɾˈɯ
katılmışlardı	katɯɫmɯʃɫardˈɯ
katılımcılarının	katɯɫɯmd͡ʒɯɫaɾɯnˈɯn
katılımından	katɯɫɯmɯndˈan
katıyor	katˈɯjɔr
kavgasında	kavɡasɯndˈa
kavramaya	kavrˈamaja
kavrayan	kavrajˈan
kavurma	kavˈʊrma
kavuşarak	kavuʃaɾˈak
kavuşma	kavˈʊʃma
kavşakta	kavʃaktˈa
kayakçı	kajakt͡ʃˈɯ
kaybedeceğini	kajbeded͡ʒejinˈɪ
kaybedene	kajbedenˈɛ
kaybetmenin	kajbˈɛtmenɪn
kaybetmişlerdi	kajbɛtmɪʃlɛrdˈɪ
kaybolacak	kajboɫad͡ʒˈak
kaybolduğunda	kajbɔɫdʊːndˈa
kaydadeğer	kajdadejˈɛr
kaydedildiğini	kajdedɪldijinˈɪ
kaydediliyor	kajdedilˈijɔr
kaydettirdi	kajdetːɪrdˈɪ
kaydolmuş	kajdɔɫmˈʊʃ
kaydından	kajdɯndˈan
kaydığı	kajdɯɯˈɯ
kaygının	kajɡɯnˈɯn
kayıklarla	kajɯkɫˈarɫa
kayıttır	kajɯtːˈɯr
kazalarının	kazaɫaɾɯnˈɯn
kazancını	kazand͡ʒɯnˈɯ
kazanları	kazanɫaɾˈɯ
kazanmalarını	kazanmaɫaɾɯnˈɯ
kazdığı	kazdɯɯˈɯ
kazıldı	kazɯɫdˈɯ
kaçakların	kat͡ʃakɫaɾˈɯn
kaşıkla	kaʃˈɯkɫa
kbit	kbˈɪt
kebabı	kebabˈɯ
kedilere	kedileɾˈɛ
kehanetinde	kehanetɪndˈɛ
kelimede	kelˈimedɛ
kelimesidir	kelimesˈidɪr
kemanlar	kemanɫˈar
kemerden	kemɛrdˈæn
kemerdir	kemˈɛrdɪr
kendiside	kændisidˈɛ
kesecek	kesed͡ʒˈɛk
kesilmesinin	kesɪlmesinˈɪn
kesir	kesˈɪr
kesirleri	kesɪrleɾˈɪ
kestiğini	kɛstijinˈɪ
keyifle	kejˈɪflɛ
keçilerin	ket͡ʃileɾˈɪn
keşfetmesiyle	kɛʃfɛtmesˈɪjlɛ
keşfetmeyi	kɛʃfˈɛtmejɪ
keşfettikleri	kɛʃfetːɪkleɾˈɪ
keşiflerde	keʃɪflɛrdˈɛ
keşiflere	keʃɪfleɾˈɛ
keşmekeş	kɛʃmekˈɛʃ
kinetiği	kinetijˈɪ
kinin	kinˌɪn
kip	kˈɪp
kiraladıkları	kiɾaɫadɯkɫaɾˈɯ
kiralayan	kiɾaɫajˈan
kirazı	kiɾazˈɯ
kitaptı	kitaptˈɯ
kitapçıda	kitapt͡ʃɯdˈa
kitin	kitˈɪn
kitlesinden	kɪtlesɪndˈæn
klanları	kɫanɫaɾˈɯ
klasiklerinin	kɫasɪkleɾinˈɪn
klasörler	kɫasœrlˈɛr
klavyeleri	kɫavjeleɾˈɪ
klavyeli	kɫavjelˈɪ
klinikler	klinɪklˈɛr
klorit	kɫoɾˈɪt
klâsik	klasˈɪk
koaksiyel	koaksijˈæl
koalisyondan	koalɪsjɔndˈan
kodlanmıştır	kɔdɫanmˈɯʃtɯr
kojenerasyon	koʒeneɾasjˈɔn
koleksiyoner	kolɛksijonˈɛr
kolonda	koɫɔndˈa
kolonilerden	koɫonilɛrdˈæn
kolonize	koɫˈonizɛ
kolyesini	kɔɫjesinˈɪ
komisyonları	komɪsjɔnɫaɾˈɯ
komisyonlarında	komɪsjɔnɫaɾɯndˈa
komutunu	komutunˈʊ
komünizmi	komynɪzmˈɪ
konacak	konad͡ʒˈak
konferanslarına	kɔnfeɾansɫaɾɯnˈa
konformal	kɔnfɔrmˈaɫ
konisinin	konisinˈɪn
konnektör	kɔnnɛktˈœr
konsantrasyonlarda	kɔnsantrasjɔnɫardˈa
konsantrasyonlarını	kɔnsantrasjɔnɫaɾɯnˈɯ
konsensüs	kɔnsænsˈøs
konseptinde	kɔnsɛptɪndˈɛ
konseptleri	kɔnsɛptleɾˈɪ
konserlerinden	kɔnsɛrleɾɪndˈæn
kontun	kɔntˈʊn
konulduğunu	konʊɫduːnˈʊ
konusuysa	konusˈʊjsa
konuşmayla	konˈʊʃmajɫa
konuştular	konʊʃtuɫˈar
konuşulması	konuʃʊɫmasˈɯ
konuşuluyordu	konuʃuɫˈujɔrdʊ
konçertosunu	kɔnt͡ʃɛrtosunˈʊ
kooperatifleri	koopeɾatɪfleɾˈɪ
koordinasyonunu	koɔrdinasjonunˈʊ
koordinatlarda	koɔrdinatɫardˈa
koparan	kopaɾˈan
koparılmış	kopaɾɯɫmˈɯʃ
koparıp	kopaɾˈɯp
kopmasına	kɔpmasɯnˈa
kopmaya	kˈɔpmaja
kopyalanır	kɔpjaɫanˈɯr
kopyaların	kɔpjaɫaɾˈɯn
kopyasına	kɔpjasɯnˈa
korkarlar	kɔrkarɫˈar
kornet	kɔrnˈɛt
korozyona	koɾɔzjonˈa
kortları	kɔrtɫaɾˈɯ
kortta	kɔrtːˈa
koruluk	koɾuɫˈʊk
korumalarına	koɾumaɫaɾɯnˈa
korunacak	koɾunad͡ʒˈak
korunmaktaydı	koɾʊnmaktajdˈɯ
korunmasından	koɾʊnmasɯndˈan
korunmayan	koɾʊnmajˈan
koruyacağına	koɾujad͡ʒaːɯnˈa
kovalama	kovˈaɫama
kovarak	kovaɾˈak
kovmuştur	kɔvmˈʊʃtʊr
kovuklarında	kovʊkɫaɾɯndˈa
koylar	kɔjɫˈar
koymasıyla	kɔjmasˈɯjɫa
koyuyordu	kojˈujɔrdʊ
koçluğu	kɔt͡ʃɫˈʊː
koşmuş	kɔʃmˈʊʃ
koşullarıyla	koʃʊɫɫaɾˈɯjɫa
kraldı	kraɫdˈɯ
kralıydı	kraɫɯjdˈɯ
kreması	kremasˈɯ
kristalografisi	krɪstaɫɔɡrafisˈɪ
kriterlerin	kritɛrleɾˈɪn
kromozomların	kromozɔmɫaɾˈɯn
kronikleri	kronɪkleɾˈɪ
kronu	kronˈʊ
kuadratik	kuadratˈɪk
kubbeden	kubːedˈæn
kubbeleri	kubːeleɾˈɪ
kulaklarının	kuɫakɫaɾɯnˈɯn
kulesini	kulesinˈɪ
kullanacaktı	kʊɫɫanad͡ʒaktˈɯ
kullanmada	kʊɫɫˈanmada
kullanılamayacağını	kʊɫɫanɯɫamajad͡ʒaːɯnˈɯ
kullanılana	kʊɫɫanɯɫanˈa
kullanılmamakta	kʊɫɫanɯɫmamaktˈa
kullanılmamasını	kʊɫɫanɯɫmamasɯnˈɯ
kullanılmasa	kʊɫɫanˈɯɫmasa
kullanılmıyor	kʊɫɫanɯɫmˈɯjɔr
kullanılış	kʊɫɫanɯɫˈɯʃ
kullanılışı	kʊɫɫanɯɫɯʃˈɯ
kullanış	kʊɫɫanˈɯʃ
kulüplerine	kuløpleɾinˈɛ
