'll	l,əl
unreadable	ʌnɹˈiːdəbəl
unready	ʌnɹˈɛdi
unreal	ʌnɹˈiəl
unrealised	ʌnɹˈiəlaɪzd
unrealistic	ʌnɹiəlˈɪstɪk
unrealistically	ʌnɹiəlˈɪstɪkli
unreality	ʌnɹɪˈælɪti
unreason	ʌnɹˈiːzən
unreasonable	ɐnɹˈiːznəbəl,ʌnɹˈiːzənəbəl
unreasonableness	ʌnɹˈiːzənəbəlnəs
unreasonably	ʌnɹˈiːzənəbli
unreasoning	ʌnɹˈiːzənɪŋ
unreceptive	ˌʌnɹɪsˈɛptɪv
unrecognisable	ˌʌnɹˈɛkəɡnˌaɪzəbəl
unrecognisably	ˌʌnɹˈɛkəɡnˌaɪzəbli
unrecognised	ˌʌnɹˈɛkəɡnˌaɪzd
unreconciled	ˌʌnɹˈɛkənsˌaɪld
unreconstructed	ˌʌnɹˌiːkənstɹˈʌktɪd
unrecorded	ˌʌnɹɪkˈɔːdɪd
unredeemed	ˌʌnɹɪdˈiːmd
unrefined	ˌʌnɹɪfˈaɪnd
unreflective	ˌʌnɹɪflˈɛktɪv
unreformed	ˌʌnɹɪfˈɔːmd
unregarded	ˌʌnɹɪɡˈɑːdɪd
unregistered	ˌʌnɹˈɛdʒɪstəd
unregulated	ˌʌnɹˈɛɡjuːlˌeɪtɪd
unrehearsed	ˌʌnɹɪhˈɜːsd
unrelated	ˌʌnɹɪlˈeɪtɪd
unreleased	ˌʌnɹɪlˈiːsd
unrelenting	ˌʌnɹɪlˈɛntɪŋ
unrelentingly	ˌʌnɹɪlˈɛntɪŋli
unreliability	ˌʌnɹɪlˌaɪəbˈɪlɪti
unreliable	ˌɐnɹɪlˈaɪəbəl,ˌʌnɹɪlˈaɪəbəl
unrelieved	ˌʌnɹɪlˈiːvd
unremarkable	ˌʌnɹɪmˈɑːkəbəl
unremarked	ˌʌnɹɪmˈɑːkt
unremembered	ˌʌnɹɪmˈɛmbəd
unremitting	ˌʌnɹiːmˈɪtɪŋ
unremittingly	ˌʌnɹiːmˈɪtɪŋli
unrepairable	ˌʌnɹɪpˈeəɹəbəl
unrepeatable	ˌʌnɹɪpˈiːtəbəl
unrepentant	ˌʌnɹɪpˈɛntənt
unreported	ˌʌnɹɪpˈɔːtɪd
unrepresentative	ˌʌnɹˌɛpɹɪzˈɛntətˌɪv
unrepresented	ˌʌnɹˌɛpɹɪzˈɛntɪd
unrequited	ˌʌnɹɪkwˈaɪtɪd
unreserved	ˌʌnɹɪsˈɜːvd
unreservedly	ˌʌnɹɪsˈɜːvɪdli
unresolvable	ˌʌnɹɪzˈɒlvəbəl
unresolved	ˌʌnɹɪzˈɒlvd
unresponsive	ˌʌnɹɪspˈɒnsɪv
unrest	ɐnɹˈɛst,ʌnɹˈɛst
unrestrained	ˌʌnɹɪstɹˈeɪnd
unrestricted	ˌʌnɹɪstɹˈɪktɪd
unreturnable	ˌʌnɹɪtˈɜːnəbəl
unreturned	ˌʌnɹɪtˈɜːnd
unrewarded	ˌʌnɹɪwˈɔːdɪd
unrewarding	ˌʌnɹɪwˈɔːdɪŋ
unrhymed	ʌnɹˈaɪmd
unrighteous	ʌnɹˈaɪtʃəs
unripe	ʌnɹˈaɪp
unrivalled	ʌnɹˈaɪvəld
unroll	ʌnɹˈəʊl
unrolled	ʌnɹˈəʊld
unrolling	ʌnɹˈəʊlɪŋ
unromantic	ʌnɹəʊmˈæntɪk
unruffled	ʌnɹˈʌfəld
unruliness	ʌnɹˈuːlinəs
unruly	ʌnɹˈuːli
unsaddle	ʌnsˈædəl
unsaddling	ʌnsˈædlɪŋ
unsafe	ʌnsˈeɪf
unsafely	ʌnsˈeɪfli
unsaid	ʌnsˈɛd
unsalable	ʌnsˈeɪləbəl
unsaleable	ʌnsˈeɪləbəl
unsalted	ʌnsˈɒltɪd
unsanctioned	ʌnsˈɑːnkʃənd
unsanitary	ʌnsˈænɪtəɹi
unsatisfactory	ˌɐnsətɪsfˈæktəɹi,ʌnsˌætɪsfˈæktəɹˌi
unsatisfied	ʌnsˈætɪsfˌaɪd
unsatisfying	ʌnsˈætɪsfˌaɪɪŋ
unsaturated	ʌnsˈætʃəɹˌeɪtɪd
unsaved	ʌnsˈeɪvd
unsavoury	ʌnsˈeɪvɜːɹi
unsay	ʌnsˈeɪ
unscarred	ʌnskˈɑːd
unscathed	ʌnskˈeɪðd
unscheduled	ʌnʃˈɛdjuːld
unschooled	ʌnskˈuːld
unscientific	ʌnsaɪəntˈɪfɪk
unscramble	ʌnskɹˈæmbəl
unscrambled	ʌnskɹˈæmbəld
unscrambling	ʌnskɹˈæmblɪŋ
unscratched	ʌnskɹˈætʃt
unscrew	ʌnskɹˈuː
unscrewed	ʌnskɹˈuːd
unscrewing	ʌnskɹˈuːɪŋ
unscrews	ʌnskɹˈuːz
unscripted	ʌnskɹˈɪptɪd
unscrupulous	ʌnskɹˈuːpjʊləs
unscrupulously	ʌnskɹˈuːpjʊləsli
unseal	ʌnsˈiːl
unsealed	ʌnsˈiːld
unsearchable	ʌnsˈɜːtʃəbəl
unseasonable	ʌnsˈiːzənəbəl
unseasonably	ʌnsˈiːzənəbli
unseasonal	ʌnsˈiːzənəl
unseasoned	ʌnsˈiːzənd
unseat	ʌnsˈiːt
unseated	ʌnsˈiːtɪd
unseating	ʌnsˈiːtɪŋ
unseats	ʌnsˈiːts
unseaworthy	ʌnsˈiːwɜːði
unsecured	ʌnsɪkjˈɔːd
unseeded	ʌnsˈiːdɪd
unseeing	ʌnsˈiːɪŋ
unseemly	ʌnsˈiːmli
unseen	ʌnsˈiːn
unsegmented	ʌnsɛɡmˈɛntɪd
unselfconscious	ʌnsɛlfkˈɒnʃəs
unselfconsciously	ʌnsɛlfkˈɒnʃəsli
unselfish	ʌnsˈɛlfɪʃ
unselfishly	ʌnsˈɛlfɪʃli
unselfishness	ʌnsˈɛlfɪʃnəs
unsellable	ʌnsˈɛləbəl
unsent	ʌnsˈɛnt
unsentimental	ʌnsˌɛntɪmˈɛntəl
unserious	ʌnsˈiəɹɪəs
unserviceable	ʌnsˈɜːvɪsəbəl
unset	ʌnsˈɛt
unsettle	ʌnsˈɛtəl
unsettled	ʌnsˈɛtəld
unsettles	ʌnsˈɛtəlz
unsettling	ʌnsˈɛtlɪŋ
unsettlingly	ʌnsˈɛtəlɪŋli
unsex	ʌnsˈɛks
unsexed	ʌnsˈɛkst
unshackled	ʌnʃˈækəld
unshakable	ʌnʃˈeɪkəbəl
unshakeable	ʌnʃˈeɪkəbəl
unshaken	ʌnʃˈeɪkən
unshaped	ʌnʃˈeɪpt
unshaven	ʌnʃˈeɪvən
unsheathe	ʌnʃˈiːð
unsheathed	ʌnʃˈiːðd
unshockable	ʌnʃˈɒkəbəl
unsighted	ʌnsˈaɪtɪd
unsightly	ʌnsˈaɪtli
unsigned	ɐnsˈaɪnd,ʌnsˈaɪnd
unsinkable	ʌnsˈɪŋkəbəl
unskilled	ʌnskˈɪld
unsliced	ʌnslˈaɪst
unsmiling	ʌnsmˈaɪlɪŋ
unsociable	ʌnsˈəʊʃiəbəl
unsocial	ʌnsˈəʊʃəl
unsoiled	ʌnsˈɔɪld
unsold	ʌnsˈəʊld
unsolicited	ʌnsəlˈɪsɪtɪd
unsolvable	ʌnsˈɒlvəbəl
unsolved	ʌnsˈɒlvd
unsophisticated	ʌnsəfˈɪstɪkˌeɪtɪd
unsorted	ʌnsˈɔːtɪd
unsound	ʌnsˈaʊnd
unsparing	ʌnspˈeəɹɪŋ
unsparingly	ʌnspˈeəɹɪŋli
unspeakable	ʌnspˈiːkəbəl
unspeakably	ʌnspˈiːkəbli
unspecific	ʌnspəsˈɪfɪk
unspecified	ʌnspˈɛsɪfˌaɪd
unspectacular	ʌnspɛktˈækjʊlɐ
unspent	ʌnspˈɛnt
unspiritual	ʌnspˈɪɹɪtʃˌuːəl
unspoiled	ʌnspˈɔɪld
unspoilt	ʌnspˈɔɪlt
unspoken	ʌnspˈəʊkən
unsporting	ʌnspˈɔːtɪŋ
unsportsmanlike	ʌnspˈɔːtsmənlˌaɪk
unspotted	ʌnspˈɒtɪd
unsprung	ʌnspɹˈʌŋ
unstable	ɐnstˈeɪbəl,ʌnstˈeɪbəl
unstained	ʌnstˈeɪnd
unsteadily	ʌnstˈɛdɪli
unsteadiness	ʌnstˈɛdɪnəs
unsteady	ʌnstˈɛdi
unstick	ʌnstˈɪk
unsticking	ʌnstˈɪkɪŋ
unstinting	ʌnstˈɪntɪŋ
unstintingly	ʌnstˈɪntɪŋli
unstirred	ʌnstˈɜːd
unstoppable	ʌnstˈɒpəbəl
unstrap	ʌnstɹˈæp
unstrapped	ʌnstɹˈæpt
unstressed	ʌnstɹˈɛst
unstructured	ʌnstɹˈʌktʃəd
unstrung	ʌnstɹˈʌŋ
unstuck	ʌnstˈʌk
unstudied	ʌnstˈʌdɪd
unstylish	ʌnstˈaɪlɪʃ
unsubscribe	ɐnsəbskɹˈaɪb,ʌnsəbskɹˈaɪb
unsubsidised	ʌnsˈʌbsɪdˌaɪzd
unsubstantiated	ʌnsəbstˈænʃɪˌeɪtɪd
unsubtle	ʌnsˈʌtəl
unsubtly	ʌnsˈʌtəlˌi
unsuccessful	ʌnsəksˈɛsfəl,ˌɐnsəksˈɛsfəl
unsuccessfully	ʌnsəksˈɛsfəli
unsuitability	ʌnsˌuːtəbˈɪlɪti
unsuitable	ʌnsˈuːtəbəl,ɐnsˈuːtəbəl
unsuitably	ʌnsˈuːtəbli
unsuited	ʌnsˈuːtɪd
unsullied	ʌnsˈʌlid
unsung	ʌnsˈʌŋ
unsupervised	ʌnsˈuːpəvˌaɪzd
unsupportable	ʌnsəpˈɔːtəbəl
unsupported	ʌnsəpˈɔːtɪd
unsuppressed	ʌnsəpɹˈɛst
unsure	ɐnʃˈɔː,ʌnʃˈɔː
unsurpassable	ʌnsəpˈɑːsəbəl
unsurpassed	ʌnsəpˈɑːst
unsurprised	ʌnsəpɹˈaɪzd
unsurprising	ʌnsəpɹˈaɪzɪŋ
unsurprisingly	ʌnsəpɹˈaɪzɪŋli
unsuspected	ʌnsəspˈɛktɪd
unsuspecting	ʌnsəspˈɛktɪŋ
unsustainable	ʌnsəstˈeɪnəbəl
unsweetened	ʌnswˈiːtənd
unswerving	ʌnswˈɜːvɪŋ
unswervingly	ʌnswˈɜːvɪŋli
unsympathetic	ʌnsˌɪmpəθˈɛtɪk
untagged	ʌntˈæɡd
untainted	ʌntˈeɪntɪd
untalented	ʌntˈæləntɪd
untamed	ʌntˈeɪmd
untangle	ʌntˈæŋɡəl
untangled	ʌntˈæŋɡəld
untangles	ʌntˈæŋɡəlz
untangling	ʌntˈæŋɡəlɪŋ
untapped	ʌntˈæpt
untarnished	ʌntˈɑːnɪʃt
untasted	ʌntˈeɪstɪd
untasteful	ʌntˈeɪstfəl
untaught	ʌntˈɔːt
untaxed	ʌntˈækst
unteach	ʌntˈiːtʃ
unteachable	ʌntˈiːtʃəbəl
untempered	ʌntˈɛmpəd
untenable	ʌntˈɛnəbəl
untenanted	ʌntˈɛnəntɪd
untended	ʌntˈɛndɪd
untested	ʌntˈɛstɪd
untethered	ʌntˈɛðəd
unthankful	ʌnθˈæŋkfəl
unthinkable	ʌnθˈɪŋkəbəl
unthinkably	ʌnθˈɪŋkəbli
unthinking	ʌnθˈɪŋkɪŋ
unthinkingly	ʌnθˈɪŋkɪŋli
unthought	ʌnθˈɔːt
unthread	ʌnθɹˈɛd
untidier	ʌntˈaɪdiɐ
untidiest	ʌntˈaɪdiəst
untidily	ʌntˈaɪdili
untidiness	ʌntˈaɪdinəs
untidy	ʌntˈaɪdi
untie	ʌntˈaɪ
untied	ʌntˈaɪd
unties	ʌntˈaɪz
until	ɐntˈɪl,ʌntˈɪl
untimely	ʌntˈaɪmli
untiring	ʌntˈaɪəɹɪŋ
untitled	ɐntˈaɪtəld,ʌntˈaɪtəld
unto	ˈʌntʊ,ˈɐntuː
untold	ʌntˈəʊld
untouchable	ʌntˈʌtʃəbəl
untouchables	ʌntˈʌtʃəbəlz
untouched	ɐntˈɐtʃt,ʌntˈʌtʃt
untoward	ʌntʊwˈɔːd
untraceable	ʌntɹˈeɪsəbəl
untraditional	ʌntɹɐdˈɪʃənəl
untrained	ʌntɹˈeɪnd
untrammelled	ʌntɹˈæməld
untranslated	ʌntɹænslˈeɪtɪd
untreatable	ʌntɹˈiːtəbəl
untreated	ʌntɹˈiːtɪd
untried	ʌntɹˈaɪd
untrimmed	ʌntɹˈɪmd
untrodden	ʌntɹˈɒdən
untroubled	ʌntɹˈʌbəld
untrue	ʌntɹˈuː,ɐntɹˈuː
untrustworthy	ʌntɹˈʌstwɜːði
untruth	ɐntɹˈuːθ,ʌntɹˈuːθ
untruthful	ʌntɹˈuːθfəl
untruths	ʌntɹˈuːθs
untuck	ʌntˈʌk
untuned	ʌntjˈuːnd
unturned	ʌntˈɜːnd
untutored	ʌntjˈuːtəd
untwist	ʌntwˈɪst
untwisted	ʌntwˈɪstɪd
untwisting	ʌntwˈɪstɪŋ
untying	ʌntˈaɪɪŋ
untypical	ʌntˈɪpɪkəl
unusable	ʌnjˈuːzəbəl
unused	ɐnjˈuːzd
unusual	ʌnjˈuːʒuːəl,ɐnjˈuːʒʊəl
unusually	ʌnjˈuːʒuːəli,ɐnjˈuːʒʊəli
unutterable	ʌnˈʌtəɹəbəl
unutterably	ʌnˈʌtəɹəbli
unvalued	ʌnvˈæljuːd
unvarnished	ʌnvˈɑːnɪʃt
unvarying	ʌnvˈeəɹiɪŋ
unveil	ʌnvˈeɪl
unveiled	ʌnvˈeɪld
unveiling	ʌnvˈeɪlɪŋ
unveils	ʌnvˈeɪlz
unventilated	ʌnvˈɛntɪlˌeɪtɪd
unverifiable	ʌnvˈɛɹɪfˌaɪəbəl
unverified	ʌnvˈɛɹɪfˌaɪd
unversed	ʌnvˈɜːsd
unvisited	ʌnvˈɪzɪtɪd
unwanted	ɐnwˈɒntɪd,ʌnwˈɒntɪd
unwarranted	ʌnwˈɒɹəntɪd
unwary	ʌnwˈeəɹi
unwashed	ʌnwˈɒʃt
unwatchable	ʌnwˈɒtʃəbəl
unwatched	ʌnwˈɒtʃt
unwavering	ʌnwˈeɪvəɹɪŋ
unwearable	ʌnwˈeəɹəbəl
unwearied	ʌnwˈiəɹɪd
unwed	ʌnwˈɛd
unwelcome	ʌnwˈɛlkʌm
unwelcoming	ʌnwˈɛlkʌmɪŋ
unwell	ʌnwˈɛl
unwholesome	ʌnhˈəʊlsʌm
unwieldy	ʌnwˈiːldi
unwilling	ʌnwˈɪlɪŋ,ɐnwˈɪlɪŋ
unwillingly	ʌnwˈɪlɪŋli
unwillingness	ʌnwˈɪlɪŋnəs
unwind	ʌnwˈaɪnd
unwinding	ʌnwˈaɪndɪŋ
unwinds	ʌnwˈaɪndz
unwise	ʌnwˈaɪz
unwisely	ʌnwˈaɪzli
unwitting	ʌnwˈɪtɪŋ
unwittingly	ʌnwˈɪtɪŋli
unwonted	ʌnwˈɒntɪd
unworkable	ʌnwˈɜːkəbəl
unworldly	ʌnwˈɜːldli
unworn	ʌnwˈɔːn
unworried	ʌnwˈʌɹɪd
unworthiest	ʌnwˈɜːðɪəst
unworthiness	ʌnwˈɜːðɪnəs
unworthy	ʌnwˈɜːði
unwound	ʌnwˈaʊnd
unwrap	ɐnɹˈæp,ʌnɹˈæp
unwrapped	ʌnɹˈæpt
unwrapping	ʌnɹˈæpɪŋ
unwraps	ʌnɹˈæps
unwritten	ʌnɹˈɪtən
unyielding	ʌnjˈiːldɪŋ
unyoked	ʌnjˈəʊkt
unzip	ʌnzˈɪp,ɐnzˈɪp
unzipped	ʌnzˈɪpt
unzipping	ʌnzˈɪpɪŋ
unzips	ʌnzˈɪps
up	ˈʌp,ˈɐp
upbeat	ʌpbˈiːt
upbraid	ʌpbɹˈeɪd
upbraided	ʌpbɹˈeɪdɪd
upbraiding	ʌpbɹˈeɪdɪŋ
upbringing	ʌpbɹˈɪŋɪŋ
upbringings	ʌpbɹˈɪŋɪŋz
upcoming	ˈɐpkˌɐmɪŋ,ʌpkˈʌmɪŋ
update	ɐpdˈeɪt,ˈɐpdˌeɪt
updated	ɐpdˈeɪtɪd,ʌpdˈeɪtɪd
updates	ˈʌpdeɪts,ˈɐpdˌeɪts,ɐpdˈeɪts
updating	ɐpdˈeɪtɪŋ,ʌpdˈeɪtɪŋ
updo	ʌpdˈəʊ
updraught	ʌpdɹˈɑːft
updraughts	ʌpdɹˈɑːfts
upend	ʌpˈɛnd
upended	ʌpˈɛndɪd
upends	ʌpˈɛndz
upfront	ˈʌpfɹʌnt
upgrade	ˈɐpgɹˌeɪd,ɐpgɹˈeɪd
upgraded	ʌpɡɹˈeɪdɪd
upgrades	ˈɐpgɹˌeɪdz,ɐpgɹˈeɪdz
upgrading	ɐpgɹˈeɪdɪŋ,ʌpɡɹˈeɪdɪŋ
upheaval	ʌphˈiːvəl
upheavals	ʌphˈiːvəlz
upheld	ʌphˈɛld
uphill	ʌphˈɪl
uphills	ʌphˈɪlz
uphold	ʌphˈəʊld
upholder	ʌphˈəʊldɐ
upholders	ʌphˈəʊldəz
upholding	ʌphˈəʊldɪŋ
upholds	ʌphˈəʊldz
upholster	ʌpˈəʊlstɐ
upholstered	ʌpˈəʊlstəd
upholsterer	ʌpˈəʊlstəɹɐ
upholsterers	ʌpˈəʊlstəɹəz
upholstering	ʌpˈəʊlstəɹɪŋ
upholstery	ʌpˈəʊlstəɹi
upkeep	ˈʌpkiːp
upland	ˈʌplənd
uplands	ˈʌpləndz
uplift	ˌɐplˈɪft,ˈɐplˌɪft
uplifted	ʌplˈɪftɪd
uplifting	ʌplˈɪftɪŋ
uplifts	ʌplˈɪfts
upload	ˈɐplˌəʊd,ˈʌpləʊd
uploaded	ˈɐplˌəʊdɪd,ˈʌpləʊdɪd
uploading	ˈʌpləʊdɪŋ
uploads	ˈʌpləʊdz
upmarket	ˈʌpmɑːkˌɪt
upmost	ˈʌpməʊst
upon	əpˈɒn
upped	ˈʌpt
upper	ˈɐpə,ˈʌpɐ
uppercase	ˈʌpəkˌeɪs
uppercut	ˈʌpəkˌʌt
uppercuts	ˈʌpəkˌʌts
uppermost	ˈʌpəmˌəʊst
uppers	ˈʌpəz
upping	ˈʌpɪŋ
uppish	ˈʌpɪʃ
uppity	ˈʌpɪti
upraised	ʌpɹˈeɪzd
uprate	ˈʌpɹeɪt
uprated	ˈʌpɹeɪtɪd
uprating	ˈʌpɹeɪtɪŋ
upright	ˈɐpɹˌaɪt,ˈʌpɹaɪt
uprightness	ˈʌpɹaɪtnəs
uprights	ˈʌpɹaɪts
uprise	ˈʌpɹaɪz
uprising	ˈʌpɹaɪzɪŋ
uprisings	ˈʌpɹaɪzɪŋz
upriver	ˈʌpɹɪvɐ
uproar	ˈʌpɹɔː
uproarious	ʌpɹˈɔːɹɪəs
uproariously	ʌpɹˈɔːɹɪəsli
uproars	ˈʌpɹɔːz
uproot	ʌpɹˈuːt
uprooted	ʌpɹˈuːtɪd
uprooting	ʌpɹˈuːtɪŋ
uproots	ʌpɹˈuːts
ups	ˈʌps,ˈɐps
upscale	ˈʌpskeɪl
upset	ɐpsˈɛt,ˈɐpsˌɛt
upsetting	ʌpsˈɛtɪŋ
upshot	ˈʌpʃɒt
upshots	ˈʌpʃɒts
upside	ˈʌpsaɪd,ˈɐpsˌaɪd
upsides	ˈʌpsaɪdz
upsilon	ˈʌpsɪlən
upskirt	ˈɐpskˌɜːt
upstage	ʌpstˈeɪdʒ
upstaged	ʌpstˈeɪdʒd
upstages	ʌpstˈeɪdʒɪz
upstaging	ʌpstˈeɪdʒɪŋ
upstairs	ɐpstˈɛəz
upstanding	ʌpstˈændɪŋ
upstart	ˈʌpstɑːt
upstarts	ˈʌpstɑːts
upstate	ʌpstˈeɪt
upstream	ʌpstɹˈiːm
upsurge	ˈʌpsɜːdʒ
upswell	ˈʌpswɛl
upswing	ˈʌpswɪŋ
uptake	ˈʌpteɪk
uptakes	ˈʌpteɪks
uptick	ˈʌptɪk
uptight	ʌptˈaɪt
uptown	ˈʌptaʊn
upturn	ˈʌptɜːn
upturned	ˈʌptɜːnd
upturning	ˈʌptɜːnɪŋ
upturns	ˈʌptɜːnz
upward	ˈɐpwəd,ˈʌpwəd
upwardly	ˈʌpwədli
upwards	ˈɐpwədz,ˈʌpwədz
upwell	ˈʌpwɛl
upwelling	ˈʌpwəlɪŋ
upwind	ˈʌpwɪnd
uranium	jʊɹˈeɪnɪəm,jɔːɹˈeɪniəm
uranus	jʊɹˈeɪnəs,jˈʊɹənəs
urban	ˈɜːbən
urbane	ˈɜːbeɪn
urbanisation	ˌɜːbɐnaɪzˈeɪʃən
urbanised	ˈɜːbɐnˌaɪzd
urbanism	ˈɜːbənˌɪzəm
urbanite	ˈɜːbɐnˌaɪt
urchin	ˈɜːtʃɪn
urchins	ˈɜːtʃɪnz
urea	jɔːɹˈiə
ureter	jˈɔːɹɛtɐ
urethane	jˈɔːɹiːθˌeɪn
urethra	jˈɔːɹɛθɹɐ
urethral	jˈɔːɹɛθɹəl
urge	ˈɜːdʒ
urged	ˈɜːdʒd
urgency	ˈɜːdʒənsi
urgent	ˈɜːdʒənt
urgently	ˈɜːdʒəntli
urges	ˈɜːdʒɪz
urging	ˈɜːdʒɪŋ
urgings	ˈɜːdʒɪŋz
uric	jˈɔːɹɪk
urinal	jˈɔːɹɪnəl
urinals	jˈɔːɹɪnəlz
urinalysis	jˌɔːɹɪnˈæləsˌɪs
urinary	jˈɔːɹɪnəɹi
urinate	jˈɔːɹɪnˌeɪt
urinated	jˈɔːɹɪnˌeɪtɪd
urinates	jˈɔːɹɪnˌeɪts
urinating	jˈɔːɹɪnˌeɪtɪŋ
urination	jˌɔːɹɪnˈeɪʃən
urine	jˈʊəɹɪn,jˈɔːɹɪn,jˈʊəɹaɪn
urn	ˈɜːn
urns	ˈɜːnz
urological	jˌɔːɹəlˈɒdʒɪkəl
urologist	jɔːɹˈɒlədʒˌɪst
urologists	jɔːɹˈɒlədʒˌɪsts
urology	jɔːɹˈɒlədʒi
ursine	ˈɜːsaɪn
urticaria	ˌɜːtɪkˈeəɹiə
uruguay	jˈʊəɹəgwˌaɪ
urus	jˈɔːɹəs
urushiol	jˈɔːɹəʃɪˌɒl
us	ˈɐs,ˈʌs
usability	jˌuːzəbˈɪlɪti
usable	jˈuːzəbəl
usage	jˈuːsɪdʒ
usages	jˈuːsɪdʒɪz
use	jˈuːz,jˈuːs
useable	jˈuːzəbəl
used	jˈuːzd
useful	jˈuːsfəl
usefully	jˈuːzfəli
usefulness	jˈuːsfəlnəs
useless	jˈuːsləs,jˈuːslɪs
uselessly	jˈuːsləsli
uselessness	jˈuːsləsnəs
user	jˈuːzɐ,jˈuːzə
username	jˈuːzənˌeɪm
users	jˈuːzəz
uses	jˈuːsɪz,jˈuːzɪz
usher	ˈʌʃɐ,ˈɐʃə
ushered	ˈʌʃəd
usherette	ˌʌʃəɹˈɛt
usherettes	ˌʌʃəɹˈɛts
ushering	ˈʌʃəɹɪŋ
ushers	ˈʌʃəz
using	jˈuːzɪŋ
usual	jˈuːʒʊəl,jˈuːʒuːəl
usually	jˈuːʒʊəli,jˈuːʒuːəli
usurer	jˈuːzjʊɹɐ
usurers	jˈuːzjʊɹəz
usurp	juːzˈɜːp,juːsˈɜːp
usurpation	juːzˈɜːpˈeɪʃən
usurped	juːzˈɜːpt
usurper	juːzˈɜːpɐ
usurping	juːzˈɜːpɪŋ
usury	jˈuːzjʊɹi
ut	ˈʌt
utah	jˈuːtˌɑː,jˈuːtˌɔː
utensil	juːtˈɛnsəl
utensils	juːtˈɛnsəlz
uteri	jˈuːtəɹˌi
uterine	jˈuːtəɹˌiːn
uterus	jˈuːtəɹəs
utile	jˈuːtaɪl
utilisation	jˌuːtɪlaɪzˈeɪʃən
utilise	jˈuːtəlˌaɪz
utilised	jˈuːtəlˌaɪzd
utilises	jˈuːtəlˌaɪzɪz
utilising	jˈuːtəlˌaɪzɪŋ
utilitarian	jˌuːtɪlɪtˈeəɹiən
utilitarianism	jˌuːtɪlɪtˈeəɹiənˌɪzəm
utilitarians	jˌuːtɪlɪtˈeəɹiənz
utilities	juːtˈɪlɪtiz
utility	juːtˈɪlɪti
utilization	jˌuːtɪlaɪzˈeɪʃən
utilize	jˈuːtɪlˌaɪz
utmost	ˈɐtməʊst,ˈʌtməʊst
utopia	juːtˈəʊpiə
utopian	juːtˈəʊpiən
utopianism	juːtˈəʊpiənˌɪzəm
utopians	juːtˈəʊpiənz
utopias	juːtˈəʊpiəz
uts	ˈʌts
utter	ˈɐtə,ˈʌtɐ
utterance	ˈʌtəɹəns,ˈɐtəɹəns
utterances	ˈʌtəɹənsɪz
uttered	ˈʌtəd
uttering	ˈʌtəɹɪŋ
utterly	ˈɐtəli,ˈʌtəli
uttermost	ˈʌtəmˌəʊst
utters	ˈʌtəz
uvula	jˈuːvjʊlɐ
uxorious	ʌksˈɔːɹɪəs
uxoriousness	ʌksˈɔːɹɪəsnəs
uzbekistan	ɐzbˌɛkɪstˈɑːn,ʊzbˌɛkɪstˈɑːn
v	vˈiː
vac	vˈæk
vacancies	vˈeɪkənsɪz,vˈeɪkənsiz
vacancy	vˈeɪkənsi
vacant	vˈeɪkənt
vacantly	vˈeɪkəntli
vacate	vˈeɪkeɪt
vacated	vˈeɪkeɪtɪd
vacates	vˈeɪkeɪts
vacating	vˈeɪkeɪtɪŋ
vacation	vəkˈeɪʃən,veɪkˈeɪʃən
vacationing	veɪkˈeɪʃənɪŋ
vacations	veɪkˈeɪʃənz,vəkˈeɪʃənz
vaccinate	vˈæksɪnˌeɪt
vaccinated	vˈæksɪnˌeɪtɪd
vaccinates	vˈæksɪnˌeɪts
vaccinating	vˈæksɪnˌeɪtɪŋ
vaccination	vˌæksɪnˈeɪʃən
vaccinations	vˌæksɪnˈeɪʃənz
vaccinator	vˈæksɪnˌeɪtɐ
vaccine	vˈæksiːn,væksˈiːn
vaccines	væksˈiːnz
vaccinia	væksˈɪniə
vacillated	vˈæsɪlˌeɪtɪd
vacillates	vˈæsɪlˌeɪts
vacillating	vˈæsɪlˌeɪtɪŋ
vacillation	vˌæsɪlˈeɪʃən
vacuity	vækjˈuːɪti
vacuous	vˈækjuːəs
vacuousness	vˈækjuːəsnəs
vacuum	vˈækjuːm
vacuumed	vˈækjuːmd
vacuuming	vˈækjuːmɪŋ
vacuums	vˈækjuːmz
vagabond	vˈæɡɐbˌɒnd
vagabonds	vˈæɡɐbˌɒndz
vagal	vˈæɡəl
vagaries	vˈeɪɡəɹˌɪz
vagary	vˈeɪɡəɹˌi
vagina	vədʒˈaɪnɐ,vədʒˈaɪnə
vaginal	vˈædʒɪnəl
vaginally	vˈædʒɪnəli
vaginas	vədʒˈaɪnəz
vagrancy	vˈeɪɡɹənsi
vagrant	vˈeɪɡɹənt
vagrants	vˈeɪɡɹənts
vague	vˈeɪg,vˈeɪɡ
vaguely	vˈeɪɡli,vˈeɪgli
vagueness	vˈeɪɡnəs
vaguer	vˈeɪɡɐ
vaguest	vˈeɪɡəst
vagus	vˈæɡəs
vail	vˈeɪl
vain	vˈeɪn
vainest	vˈeɪnəst
vainglorious	veɪŋɡlˈɔːɹɪəs
vaingloriousness	veɪŋɡlˈɔːɹɪəsnəs
vainglory	vˈeɪŋɡləɹˌi
vainly	vˈeɪnli
vair	vˈeə
val	vˈæl
valance	vˈæləns
valances	vˈælənsɪz
vale	vˈeɪl
valediction	vˌælɪdˈɪkʃən
valedictorian	vˌælɪdɪktˈɔːɹiən
valedictory	vˈælɪdˌɪktəɹˌi
valency	vˈeɪlnsi
valentine	vˈæləntˌaɪn
