㔂	lan²⁴
緩急	uan²²⁻²¹kip̚³²
緩慢	huan²²⁻²¹ban²²
緩慢	uan²²⁻²¹ban²²
緩期	uan²²⁻²¹ki²⁴
緩衝	uan²²⁻²¹t͡ɕʰiɔŋ⁴⁴
緬	biɛn²²
緬	biɛn⁵³
緬因	biɛn⁵³⁻⁴⁴in⁴⁴
緬懷	biɛn⁵³⁻⁴⁴huai²⁴
緬甸	biɛn⁵³⁻⁴⁴tiɛn²²
緬甸語	biɛn⁵³⁻⁴⁴tiɛn²²⁻²¹ɡu⁵³
緯	ui²²
緯	ui⁵³
緯度	ui⁵³⁻⁴⁴tɔ²²
練	liɛn²²
練㾪牙	liɛn²²⁻²¹san⁵³⁻⁴⁴ɡe²⁴
練㾪話	liɛn²²⁻²¹san⁵³⁻⁴⁴ue²²
練仙	liɛn²²⁻²¹ɕiɛn⁴⁴
練功	liɛn²²⁻²¹kaŋ⁴⁴
練功	liɛn²²⁻²¹kɔŋ⁴⁴
練字	liɛn²²⁻²¹d͡ʑi²²
練戇話	liɛn²²⁻²¹ɡɔŋ²²⁻²¹ue²²
練武	liɛn²²⁻²¹bu⁵³
練牙	liɛn²²⁻²¹ɡe²⁴
練習	liɛn²²⁻²¹ɕip̚⁴
練達	liɛn²²⁻²¹tat̚⁴
縋	lui²²
縖草	ha²⁴⁻²²t͡sʰaʊ⁵³
縛	hɔk̚⁴
縛	pak̚⁴
縛粽	pak̚⁴⁻³²t͡saŋ²¹
縛跤	pak̚⁴⁻³²kʰa⁴⁴
縛跤鞋	pak̚⁴⁻³²kʰa⁴⁴⁻²²ue²⁴
縛頭鬃尾	pak̚⁴⁻³²tʰaʊ²⁴⁻²²t͡saŋ⁴⁴⁻²²be⁵³
縛頭鬃尾仔	pak̚⁴⁻³²tʰaʊ²⁴⁻²²t͡saŋ⁴⁴⁻²²be⁵³⁻⁴⁴a⁵³
縝密	t͡ɕin⁵³⁻⁴⁴bit̚⁴
縣	hiɛn²²
縣	kuãi²²
縣份	kuãi²²⁻²¹hun²²
縣城	kuãi²²⁻²¹ɕiã²⁴
縣志	kuãi²²⁻²¹t͡ɕi²¹
縣長	kuãi²²⁻²¹tiũ⁵³
縫	hɔŋ²²
縫	hɔŋ²⁴
縫	paŋ²⁴
縫	pʰaŋ²²
縫䋎	paŋ²⁴⁻²²tʰĩ²²
縫紉	hɔŋ²⁴⁻²²lim²²
縫補	hɔŋ²⁴⁻²²pɔ⁵³
縫製	pʰaŋ²²⁻²¹t͡se²¹
縫針	paŋ²⁴⁻²²t͡ɕiam⁴⁴
縫隙	hɔŋ²²⁻²¹kʰiɪk̚³²
縮	soʔ³²
縮	sɔk̚³²
縮	ɕiɔk̚³²
縮印	sɔk̚³²⁻⁴in²¹
縮寫	sɔk̚³²⁻⁴ɕia⁵³
縮小	sɔk̚³²⁻⁴ɕiaʊ⁵³
縮小	ɕiɔk̚³²⁻⁴ɕiaʊ⁵³
縮影	sɔk̚³²⁻⁴iã⁵³
縮影	sɔk̚³²⁻⁴iɪŋ⁵³
縮手	sɔk̚³²⁻⁴t͡ɕʰiu⁵³
縮水	sɔk̚³²⁻⁴t͡sui⁵³
縮減	sɔk̚³²⁻⁴kiam⁵³
縮短	sɔk̚³²⁻⁴te⁵³
縮短	sɔk̚³²⁻⁴tuan⁵³
縮短	ɕiɔk̚³²⁻⁴te⁵³
縮短	ɕiɔk̚³²⁻⁴tuan⁵³
縮編	sɔk̚³²⁻⁴piɛn⁴⁴
縱	t͡ɕiɔŋ²¹
縱	t͡ɕʰiɔŋ²¹
縱使	t͡ɕʰiɔŋ²¹⁻⁵³su⁵³
縱向	t͡ɕʰiɔŋ²¹⁻⁵³hiɔŋ²¹
縱容	t͡ɕʰiɔŋ²¹⁻⁵³iɔŋ²⁴
縱情	t͡ɕʰiɔŋ²¹⁻⁵³t͡ɕiɪŋ²⁴
縱橫	t͡ɕʰiɔŋ²¹⁻⁵³hiɪŋ²⁴
縱欲	t͡ɕʰiɔŋ²¹⁻⁵³iɔk̚⁴
縱深	t͡ɕʰiɔŋ²¹⁻⁵³t͡ɕʰim⁴⁴
縱火	t͡ɕʰiɔŋ²¹⁻⁵³he⁵³
縱火	t͡ɕʰiɔŋ²¹⁻⁵³hɔ̃⁵³
縱然	t͡ɕʰiɔŋ²¹⁻⁵³liɛn²⁴
縱縱	t͡ɕʰiɔŋ⁵³⁻⁴⁴t͡ɕʰiɔŋ⁵³
縱貫	t͡ɕʰiɔŋ²¹⁻⁵³kuan²¹
縱身	t͡ɕʰiɔŋ²¹⁻⁵³ɕin⁴⁴
縱隊	t͡ɕʰiɔŋ²¹⁻⁵³tui²²
縲	lui²⁴
縲絏	lui²⁴⁻²²ɕiɛt̚³²
縴	kʰiɛn⁴⁴
縴夫	kʰiɛn⁴⁴⁻²²hu⁴⁴
縷	lu⁵³
縷析	lu⁵³⁻⁴⁴ɕiɪk̚³²
縹	pʰiaʊ⁴⁴
縹緲	pʰiaʊ⁴⁴⁻²²biaʊ⁵³
總	t͡saŋ⁵³
總	t͡sɔŋ⁵³
總人口	t͡sɔŋ⁵³⁻⁴⁴d͡ʑin²⁴⁻²²kʰaʊ⁵³
總公司	t͡sɔŋ⁵³⁻⁴⁴kɔŋ⁴⁴⁻²²ɕi⁴⁴
總共	t͡sɔŋ⁵³⁻⁴⁴kiɔŋ²²
總則	t͡sɔŋ⁵³⁻⁴⁴t͡ɕiɪk̚³²
總動員	t͡sɔŋ⁵³⁻⁴⁴tɔŋ²²⁻²¹uan²⁴
總務	t͡sɔŋ⁵³⁻⁴⁴bu²²
總匯	t͡sɔŋ⁵³⁻⁴⁴hue²²
總司令	t͡sɔŋ⁵³⁻⁴⁴su⁴⁴⁻²²liɪŋ²²
總和	t͡sɔŋ⁵³⁻⁴⁴ho²⁴
總帳	t͡sɔŋ⁵³⁻⁴⁴t͡saŋ²¹
總得	t͡sɔŋ⁵³⁻⁴⁴tit̚³²
總得	t͡sɔŋ⁵³⁻⁴⁴tiɪk̚³²
總括	t͡sɔŋ⁵³⁻⁴⁴kuat̚³²
總攏	t͡sɔŋ⁵³⁻⁴⁴laŋ⁵³
總攬	t͡sɔŋ⁵³⁻⁴⁴lam⁵³
總數	t͡sɔŋ⁵³⁻⁴⁴sɔ²¹
總數	t͡sɔŋ⁵³⁻⁴⁴ɕiaʊ²¹
總是	t͡sɔŋ⁵³⁻⁴⁴ɕi²²
總會	t͡sɔŋ⁵³⁻⁴⁴hue²²
總機	t͡sɔŋ⁵³⁻⁴⁴ki⁴⁴
總歸	t͡sɔŋ⁵³⁻⁴⁴kui⁴⁴
總無	t͡sɔŋ⁵³⁻⁴⁴bo²⁴
總無講	t͡sɔŋ⁵³⁻⁴⁴bo²⁴⁻²²kɔŋ⁵³
總理	t͡sɔŋ⁵³⁻⁴⁴li⁵³
總監	t͡sɔŋ⁵³⁻⁴⁴kam²¹
總目	t͡sɔŋ⁵³⁻⁴⁴bɔk̚⁴
總督	t͡sɔŋ⁵³⁻⁴⁴tɔk̚³²
總督府	t͡sɔŋ⁵³⁻⁴⁴tɔk̚³²⁻⁴hu⁵³
總稱	t͡sɔŋ⁵³⁻⁴⁴t͡ɕʰiɪŋ⁴⁴
總算	t͡sɔŋ⁵³⁻⁴⁴suan²¹
總算	t͡sɔŋ⁵³⁻⁴⁴sŋ̍²¹
總管	t͡sɔŋ⁵³⁻⁴⁴kuan⁵³
總結	t͡sɔŋ⁵³⁻⁴⁴kiɛt̚³²
總統	t͡sɔŋ⁵³⁻⁴⁴tʰɔŋ⁵³
總經理	t͡sɔŋ⁵³⁻⁴⁴kiɪŋ⁴⁴⁻²²li⁵³
總綱	t͡sɔŋ⁵³⁻⁴⁴kaŋ⁴⁴
總編輯	t͡sɔŋ⁵³⁻⁴⁴piɛn⁴⁴⁻²²t͡ɕip̚³²
總編輯	t͡sɔŋ⁵³⁻⁴⁴pʰiɛn⁴⁴⁻²²t͡ɕip̚³²
總著	t͡sɔŋ⁵³⁻⁴⁴tioʔ⁴
總裁	t͡sɔŋ⁵³⁻⁴⁴t͡sʰaɪ²⁴
總角	t͡sɔŋ⁵³⁻⁴⁴kak̚³²
總計	t͡sɔŋ⁵³⁻⁴⁴ke²¹
總評	t͡sɔŋ⁵³⁻⁴⁴pʰiɪŋ²⁴
總講	t͡sɔŋ⁵³⁻⁴⁴kɔŋ⁵³
總貿	t͡sɔŋ⁵³⁻⁴⁴baʊʔ⁴
總部	t͡sɔŋ⁵³⁻⁴⁴pɔ²²
總量	t͡sɔŋ⁵³⁻⁴⁴liɔŋ²²
總鋪	t͡sɔŋ⁵³⁻⁴⁴pʰɔ²²
總長	t͡sɔŋ⁵³⁻⁴⁴tiũ⁵³
總隊	t͡sɔŋ⁵³⁻⁴⁴tui²²
總額	t͡sɔŋ⁵³⁻⁴⁴ɡiaʔ⁴
總體	t͡sɔŋ⁵³⁻⁴⁴tʰe⁵³
績	t͡ɕiɪk̚³²
績效	t͡ɕiɪk̚³²⁻⁴haʊ²²
繁	huan²⁴
繁多	huan²⁴⁻²²to⁴⁴
繁密	huan²⁴⁻²²bit̚⁴
繁忙	huan²⁴⁻²²baŋ²⁴
繁忙	huan²⁴⁻²²bɔŋ²⁴
繁星	huan²⁴⁻²²ɕiɪŋ⁴⁴
繁榮	huan²⁴⁻²²iɪŋ²⁴
繁殖	huan²⁴⁻²²ɕit̚⁴
繁瑣	huan²⁴⁻²²so⁵³
繁盛	huan²⁴⁻²²ɕiɪŋ²²
繁育	huan²⁴⁻²²iɔk̚⁴
繁茂	huan²⁴⁻²²mɔ̃²²
繁華	huan²⁴⁻²²hua²⁴
繁衍	huan²⁴⁻²²iɛn⁵³
繁複	huan²⁴⁻²²hɔk̚³²
繁重	huan²⁴⁻²²tiɔŋ²²
繁雜	huan²⁴⁻²²t͡sap̚⁴
繁體	huan²⁴⁻²²tʰe⁵³
繁體字	huan²⁴⁻²²tʰe⁵³⁻⁴⁴li²²
繃	piɪŋ⁴⁴
繃	pĩ⁴⁴
繃帶	piɪŋ⁴⁴⁻²²taɪ²¹
繃面皮	pĩ⁴⁴⁻²²bin²²⁻²¹pʰe²⁴
織	t͡ɕit̚³²
織	t͡ɕiɪk̚³²
織女	t͡ɕit̚³²⁻⁴lu⁵³
織女星	t͡ɕit̚³²⁻⁴lu⁵³⁻⁴⁴t͡ɕʰĩ⁴⁴
織布	t͡ɕit̚³²⁻⁴pɔ²¹
織布機	t͡ɕit̚³²⁻⁴pɔ²¹⁻⁵³ki⁴⁴
織機	t͡ɕit̚³²⁻⁴ki⁴⁴
織機	t͡ɕit̚³²⁻⁴kui⁴⁴
織物	t͡ɕit̚³²⁻⁴but̚⁴
織補	t͡ɕit̚³²⁻⁴pɔ⁵³
繚	liaʊ²⁴
繚亂	liaʊ²⁴⁻²²luan²²
繞	liaʊ⁵³
繞口令	liaʊ⁵³⁻⁴⁴kʰaʊ⁵³⁻⁴⁴liɪŋ²²
繞道	liaʊ⁵³⁻⁴⁴to²²
繡	ɕiu²¹
繡房	ɕiu²¹⁻⁵³paŋ²⁴
繡球	ɕiu²¹⁻⁵³kiu²⁴
繡球花	ɕiu²¹⁻⁵³kiu²⁴⁻²²hue⁴⁴
繡花	ɕiu²¹⁻⁵³hue⁴⁴
繡花針	ɕiu²¹⁻⁵³hue⁴⁴⁻²²t͡ɕiam⁴⁴
繡閣	ɕiu²¹⁻⁵³koʔ³²
繩	t͡ɕin²⁴
繩	ɕin²⁴
繩	ɕiɪŋ²⁴
繩之以法	t͡ɕin²⁴⁻²²t͡ɕi⁴⁴⁻²²i⁵³⁻⁴⁴huat̚³²
繩墨	t͡ɕin²⁴⁻²²bak̚³²
繩索	ɕiɪŋ²⁴⁻²²soʔ³²
繪	hue²²
繪	kue²²
繪圖	kue²²⁻²¹tɔ²⁴
繪畫	hue²²⁻²¹ua²²
繪製	hue²²⁻²¹t͡se²¹
繫	he²²
繭	kiɛn⁵³
繳	kiaʊ⁵³
繳交	kiaʊ⁵³⁻⁴⁴kaʊ⁴⁴
繳付	kiaʊ⁵³⁻⁴⁴hu²¹
繳仙	kiaʊ⁵³⁻⁴⁴ɕiɛn⁴⁴
繳伴	kiaʊ⁵³⁻⁴⁴pʰuã²²
繳場	kiaʊ⁵³⁻⁴⁴tiũ²⁴
繳岫	kiaʊ⁵³⁻⁴⁴ɕiu²²
繳本	kiaʊ⁵³⁻⁴⁴pun⁵³
繳東	kiaʊ⁵³⁻⁴⁴tɔŋ⁴⁴
繳械	kiaʊ⁵³⁻⁴⁴haɪ²²
繳械	kiaʊ⁵³⁻⁴⁴haɪ²⁴
繳棍	kiaʊ⁵³⁻⁴⁴kun²¹
繳注	kiaʊ⁵³⁻⁴⁴tu²¹
繳獲	kiaʊ⁵³⁻⁴⁴hiɪk̚⁴
繳納	kiaʊ⁵³⁻⁴⁴lap̚⁴
繳跤	kiaʊ⁵³⁻⁴⁴kʰa⁴⁴
繳間	kiaʊ⁵³⁻⁴⁴kiɪŋ⁴⁴
繳頭	kiaʊ⁵³⁻⁴⁴tʰaʊ²⁴
繳鬼	kiaʊ⁵³⁻⁴⁴kui⁵³
繹	iɪk̚⁴
繼	ke²¹
繼任	ke²¹⁻⁵³lim²²
繼子	ke²¹⁻⁵³t͡su⁵³
繼承	ke²¹⁻⁵³ɕiɪŋ²⁴
繼母	ke²¹⁻⁵³bu⁵³
繼父	ke²¹⁻⁵³hu²²
繼續	ke²¹⁻⁵³ɕiɔk̚⁴
繼續教育	ke²¹⁻⁵³ɕiɔk̚⁴⁻³²kaʊ²¹⁻⁵³iɔk̚⁴
繽	pin⁴⁴
繽紛	pin⁴⁴⁻²²hun⁴⁴
纂	t͡sʰuan²¹
續	sua²¹
續	ɕiɔk̚⁴
續假	ɕiɔk̚⁴⁻³²ka⁵³
續假	ɕiɔk̚⁴⁻³²ke²¹
續航	ɕiɔk̚⁴⁻³²haŋ²⁴
續集	ɕiɔk̚⁴⁻³²t͡ɕip̚⁴
纍	lui²⁴
纏	tiɛn²⁴
纏	tĩ²⁴
纏絆	tĩ²⁴⁻²²puã²¹
纏綿	tiɛn²⁴⁻²²biɛn²⁴
纏繞	tiɛn²⁴⁻²²liaʊ⁵³
纏身	tĩ²⁴⁻²²ɕin⁴⁴
纓	iã⁴⁴
纓	iɪŋ⁴⁴
纖	t͡ɕʰiam⁴⁴
纖	ɕiam⁴⁴
纖巧	t͡ɕʰiam⁴⁴⁻²²kʰiaʊ⁵³
纖巧	ɕiam⁴⁴⁻²²kʰiaʊ⁵³
纖細	t͡ɕʰiam⁴⁴⁻²²se²¹
纖細	ɕiam⁴⁴⁻²²se²¹
纖維	t͡ɕʰiam⁴⁴⁻²²bi²⁴
纖維	ɕiam⁴⁴⁻²²bi²⁴
纛	to²²
纛	tɔk̚⁴
纜	lam⁵³
纜車	lam⁵³⁻⁴⁴t͡ɕʰia⁴⁴
缶	hɔ⁵³
缸	kŋ̍⁴⁴
缸	kɔŋ⁴⁴
缺	kʰeʔ³²
缺	kʰiʔ³²
缺	kʰuat̚³²
缺乏	kʰuat̚³²⁻⁴huat̚⁴
缺勤	kʰuat̚³²⁻⁴kʰun²⁴
缺口	kʰuat̚³²⁻⁴kʰaʊ⁵³
缺喙	kʰiʔ³²⁻⁵³t͡sʰui²¹
缺少	kʰuat̚³²⁻⁴t͡ɕio⁵³
缺少	kʰuat̚³²⁻⁴ɕiaʊ⁵³
缺席	kʰuat̚³²⁻⁴ɕiɪk̚⁴
缺德	kʰuat̚³²⁻⁴tiɪk̚³²
缺欠	kʰeʔ³²⁻⁵³kʰiam²¹
缺欠	kʰueʔ³²⁻⁵³kʰiam²¹
缺水	kʰuat̚³²⁻⁴t͡sui⁵³
缺漏	kʰuat̚³²⁻⁴laʊ²²
缺痕	kʰiʔ³²⁻⁵³hun²⁴
缺糧	kʰuat̚³²⁻⁴niũ²⁴
缺缺	kʰiʔ³²⁻⁵³kʰuat̚³²
缺脣	kʰiʔ³²⁻⁵³tun²⁴
缺角	kʰiʔ³²⁻⁵³kak̚³²
缺貨	kʰuat̚³²⁻⁴he²¹
缺陷	kʰuat̚³²⁻⁴ham²²
缺點	kʰuat̚³²⁻⁴tiam⁵³
缽	puat̚³²
缽	puaʔ³²
罄	kʰiɪŋ²¹
罈	tʰam²⁴
罌粟	iɪŋ⁴⁴⁻²²ɕiɪk̚³²
罐	kuan²¹
罐仔	kuan²¹⁻⁵³a⁵³
罐頭	kuan²¹⁻⁵³tʰaʊ²⁴
罔	bɔŋ⁵³
罔去	bɔŋ⁵³⁻⁴⁴kʰi²¹
罔度	bɔŋ⁵³⁻⁴⁴tɔ²²
罔用	bɔŋ⁵³⁻⁴⁴iɪŋ²²
罔講	bɔŋ⁵³⁻⁴⁴kɔŋ⁵³
罔趖	bɔŋ⁵³⁻⁴⁴so²⁴
罔飼	bɔŋ⁵³⁻⁴⁴t͡ɕʰi²²
罕	han⁵³
罕	huã⁵³
罕得	han⁵³⁻⁴⁴tit̚³²
罕有	han⁵³⁻⁴⁴iu⁵³
罕見	han⁵³⁻⁴⁴kiɛn²¹
罕見	han⁵³⁻⁴⁴kĩ²¹
罟	kɔ⁴⁴
罩	ta²¹
罩	taʊ²¹
罩衫	ta²¹⁻⁵³sã⁴⁴
罩霧	ta²¹⁻⁵³bu²²
罪	t͡se²²
罪	t͡sue²²
罪人	t͡sue²²⁻²¹lin²⁴
罪名	t͡sue²²⁻²¹miã²⁴
罪大惡極	t͡sue²²⁻²¹taɪ²²⁻²¹ɔk̚³²⁻⁴kiɪk̚⁴
罪嫌	t͡sue²²⁻²¹hiam²⁴
罪孽	t͡sue²²⁻²¹ɡiɛt̚⁴
罪惡	t͡sue²²⁻²¹ɔk̚³²
罪惡感	t͡sue²²⁻²¹ɔk̚³²⁻⁴kam⁵³
罪犯	t͡sue²²⁻²¹huan²²
罪狀	t͡sue²²⁻²¹t͡sɔŋ²²
罪行	t͡sue²²⁻²¹hiɪŋ²⁴
罪證	t͡sue²²⁻²¹t͡ɕiɪŋ²¹
罪責	t͡sue²²⁻²¹t͡ɕiɪk̚³²
罪過	t͡se²²⁻²¹kua²¹
罪過	t͡sue²²⁻²¹ko²¹
罪過	t͡sue²²⁻²¹kua²¹
罪魁禍首	t͡sue²²⁻²¹kʰue⁴⁴⁻²²ho²²⁻²¹ɕiu⁵³
置	ti²¹
置備	ti²¹⁻⁵³pi²²
置產	ti²¹⁻⁵³san⁵³
置疑	ti²¹⁻⁵³ɡi²⁴
置身	ti²¹⁻⁵³ɕin⁴⁴
置辦	ti²¹⁻⁵³pan²²
罰	huat̚⁴
罰則	huat̚⁴⁻³²t͡ɕiɪk̚³²
罰單	huat̚⁴⁻³²tuã⁴⁴
罰徛	huat̚⁴⁻³²kʰia²²
罰款	huat̚⁴⁻³²kʰuan⁵³
罰球	huat̚⁴⁻³²kiu²⁴
罰金	huat̚⁴⁻³²kim⁴⁴
罰錢	huat̚⁴⁻³²t͡ɕĩ²⁴
署	su⁵³
署名	su⁵³⁻⁴⁴miã²⁴
署理	su⁵³⁻⁴⁴li⁵³
署長	su⁵³⁻⁴⁴tiũ⁵³
罵	mã²²
罵	mẽ²²
罵人	mẽ²²⁻²¹laŋ²⁴
罵名	mã²²⁻²¹biɪŋ²⁴
罷	pa²²
罷休	pa²²⁻²¹hiu⁴⁴
罷免	pa²²⁻²¹biɛn⁵³
罷官	pa²²⁻²¹kuã⁴⁴
罷工	pa²²⁻²¹kaŋ⁴⁴
罷課	pa²²⁻²¹kʰo²¹
罹難	li²⁴⁻²²lan²²
罹難	lo²⁴⁻²²lan²²
罾	t͡ɕiɪŋ⁴⁴
羅	lo²⁴
羅列	lo²⁴⁻²²liɛt̚⁴
羅安達	lo²⁴⁻²²an⁴⁴⁻²²tat̚⁴
羅德西亞	lo²⁴⁻²²tiɪk̚³²⁻⁴se⁴⁴⁻²²a⁴⁴
羅東	lo²⁴⁻²²tɔŋ⁴⁴
羅源	lo²⁴⁻²²ɡuan²⁴
羅漢	lo²⁴⁻²²han²¹
羅漢果	lo²⁴⁻²²han²¹⁻⁵³ko⁵³
羅盤	lo²⁴⁻²²puã²⁴
羅省枝利	lo²⁴⁻²²ɕiɪŋ⁵³⁻⁴⁴ki⁴⁴⁻²²laɪ²²
羅網	lo²⁴⁻²²baŋ²²
羅織	lo²⁴⁻²²t͡ɕit̚³²
羅致	lo²⁴⁻²²ti²¹
羅蘭	lo²⁴⁻²²lan²⁴
羅鍋	lo²⁴⁻²²ko⁴⁴
羅馬	lo²⁴⁻²²mã⁵³
羅馬字	lo²⁴⁻²²mã⁵³⁻⁴⁴li²²
羅馬尼亞	lo²⁴⁻²²mã⁵³⁻⁴⁴nĩ²⁴⁻²²a⁴⁴
羅馬帝國	lo²⁴⁻²²mã⁵³⁻⁴⁴te²¹⁻⁵³kɔk̚³²
羅馬數字	lo²⁴⁻²²mã⁵³⁻⁴⁴sɔ²¹⁻⁵³li²²
羅馬書	lo²⁴⁻²²mã⁵³⁻⁴⁴su⁴⁴
羆	pʰi²⁴
羈	ki⁴⁴
羈	kua⁴⁴
羈押	ki⁴⁴⁻²²aʔ³²
羈留	ki⁴⁴⁻²²liu²⁴
羈絆	ki⁴⁴⁻²²puan²¹
羈跤	kua⁴⁴⁻²²kʰa⁴⁴
羊	iũ²⁴
羊	iɔŋ²⁴
羊咩咩	iũ²⁴⁻²²mẽ⁴⁴mẽ⁴⁴
羊奶	iũ²⁴⁻²²nĩ⁴⁴
羊栱𡳞脬	iũ²⁴⁻²²kɔŋ⁵³⁻⁴⁴lan²²⁻²¹pʰa⁴⁴
羊母	iũ²⁴⁻²²bu⁵³
羊毛	iũ²⁴⁻²²mŋ̍²⁴
羊水	iũ²⁴⁻²²t͡sui⁵³
羊牢	iũ²⁴⁻²²tiaʊ²⁴
羊犅	iũ²⁴⁻²²kaŋ⁵³
羊眩	iũ²⁴⁻²²hin²⁴
羊羔	iũ²⁴⁻²²ko⁴⁴
羊羔裘	iũ²⁴⁻²²ko⁴⁴⁻²²hiu²⁴
羊肉	iũ²⁴⁻²²baʔ³²
羊舌	iɔŋ²⁴⁻²²ɕiɛt̚⁴
羊角	iũ²⁴⁻²²kak̚³²
羊角風	iũ²⁴⁻²²kak̚³²⁻⁴hɔŋ⁴⁴
羋	bi⁵³
羌	kʰiɔŋ⁴⁴
羌族	kʰiɔŋ⁴⁴⁻²²t͡sɔk̚⁴
美	bi⁵³
美不勝收	bi⁵³⁻⁴⁴put̚³²⁻⁴ɕiɪŋ²¹⁻⁵³ɕiu⁴⁴
美事	bi⁵³⁻⁴⁴su²²
美人	bi⁵³⁻⁴⁴lin²⁴
美仁	bi⁵³⁻⁴⁴d͡ʑin²⁴
美元	bi⁵³⁻⁴⁴ɡuan²⁴
美加	bi⁵³⁻⁴⁴ka⁴⁴
美化	bi⁵³⁻⁴⁴hua²¹
美名	bi⁵³⁻⁴⁴biɪŋ²⁴
美味	bi⁵³⁻⁴⁴bi²²
美商	bi⁵³⁻⁴⁴ɕiɔŋ⁴⁴
美國	bi⁵³⁻⁴⁴kɔk̚³²
美國人	bi⁵³⁻⁴⁴kɔk̚³²⁻⁴laŋ²⁴
美圓	bi⁵³⁻⁴⁴uan²⁴
美夢	bi⁵³⁻⁴⁴baŋ²²
美女	bi⁵³⁻⁴⁴lu⁵³
美好	bi⁵³⁻⁴⁴ho⁵³
美妙	bi⁵³⁻⁴⁴biaʊ²²
美學	bi⁵³⁻⁴⁴hak̚⁴
美容	bi⁵³⁻⁴⁴iɔŋ²⁴
美容師	bi⁵³⁻⁴⁴iɔŋ²⁴⁻²²su⁴⁴
美容院	bi⁵³⁻⁴⁴iɔŋ²⁴⁻²²ĩ²²
美屬	bi⁵³⁻⁴⁴ɕiɔk̚⁴
美屬維爾京群島	bi⁵³⁻⁴⁴ɕiɔk̚⁴⁻³²ui²⁴⁻²²nĩ⁵³⁻⁴⁴kiɪŋ⁴⁴⁻²²kun²⁴⁻²²to⁵³
美屬薩摩亞	bi⁵³⁻⁴⁴ɕiɔk̚⁴⁻³²sat̚³²⁻⁴mɔ̃²⁴⁻²²a⁴⁴
美工	bi⁵³⁻⁴⁴kaŋ⁴⁴
美式	bi⁵³⁻⁴⁴ɕiɪk̚³²
美德	bi⁵³⁻⁴⁴tiɪk̚³²
美意	bi⁵³⁻⁴⁴i²¹
美感	bi⁵³⁻⁴⁴kam⁵³
美景	bi⁵³⁻⁴⁴kiɪŋ⁵³
美洲	bi⁵³⁻⁴⁴t͡ɕiu⁴⁴
美滿	bi⁵³⁻⁴⁴buan⁵³
美滿	bi⁵³⁻⁴⁴muã⁵³
美濃紙	bi⁵³⁻⁴⁴lɔŋ²⁴⁻²²t͡sua⁵³
美稱	bi⁵³⁻⁴⁴t͡ɕʰiɪŋ⁴⁴
美聯社	bi⁵³⁻⁴⁴liɛn²⁴⁻²²ɕia²²
美育	bi⁵³⁻⁴⁴iɔk̚⁴
美色	bi⁵³⁻⁴⁴ɕiɪk̚³²
美術	bi⁵³⁻⁴⁴sut̚⁴
美術館	bi⁵³⁻⁴⁴sut̚⁴⁻³²kuan⁵³
美觀	bi⁵³⁻⁴⁴kuan⁴⁴
美言	bi⁵³⁻⁴⁴ɡiɛn²⁴
美譽	bi⁵³⁻⁴⁴i²²
美豔	bi⁵³⁻⁴⁴iam²²
美貌	bi⁵³⁻⁴⁴mãʊ²²
美軍	bi⁵³⁻⁴⁴kun⁴⁴
美輪美奐	bi⁵³⁻⁴⁴lun²⁴⁻²²bi⁵³⁻⁴⁴huan²¹
美酒	bi⁵³⁻⁴⁴t͡ɕiu⁵³
美金	bi⁵³⁻⁴⁴kim⁴⁴
美鈔	bi⁵³⁻⁴⁴t͡sʰaʊ⁴⁴
美食	bi⁵³⁻⁴⁴ɕit̚⁴
美髮	bi⁵³⁻⁴⁴huat̚³²
美麗	bi⁵³⁻⁴⁴le²²
羔	ko⁴⁴
羔羊	ko⁴⁴⁻²²iũ²⁴
羚羊	liɪŋ²⁴⁻²²iɔŋ²⁴
羞	t͡ɕʰiu⁴⁴
羞	ɕiu⁴⁴
羞恥	ɕiu⁴⁴⁻²²tʰi⁵³
羞愧	ɕiu⁴⁴⁻²²kʰui²¹
羞澀	ɕiu⁴⁴⁻²²ɕiap̚³²
羞辱	ɕiu⁴⁴⁻²²liɔk̚⁴
群	kun²⁴
群島	kun²⁴⁻²²to⁵³
群眾	kun²⁴⁻²²t͡ɕiɔŋ²¹
群聚	kun²⁴⁻²²t͡su²²
群起	kun²⁴⁻²²kʰi⁵³
群雄	kun²⁴⁻²²hiɔŋ²⁴
群體	kun²⁴⁻²²tʰe⁵³
羨	suan²²
羨	ɕiɛn²²
羨慕	suan²²⁻²¹bɔ²²
羨慕	ɕiɛn²²⁻²¹bɔ²²
義	ɡi²²
義不容辭	ɡi²²⁻²¹put̚³²⁻⁴iɔŋ²⁴⁻²²su²⁴
義人	ɡi²²⁻²¹lin²⁴
義俠	ɡi²²⁻²¹kiap̚³²
義勇	ɡi²²⁻²¹iɔŋ⁵³
義務	ɡi²²⁻²¹bu²²
義務教育	ɡi²²⁻²¹bu²²⁻²¹kaʊ²¹⁻⁵³iɔk̚⁴
義塚	ɡi²²⁻²¹tʰiɔŋ⁵³
義士	ɡi²²⁻²¹su²²
義工	ɡi²²⁻²¹kaŋ⁴⁴
義弟	ɡi²²⁻²¹te²²
義憤	ɡi²²⁻²¹hun²²
義憤填膺	ɡi²²⁻²¹hun²¹⁻⁵³tʰiɛn²⁴⁻²²iɪŋ⁴⁴
義母	ɡi²²⁻²¹bo⁵³
義母	ɡi²²⁻²¹bu⁵³
義氣	ɡi²²⁻²¹kʰi²¹
義烏	ɡi²²⁻²¹ɔ⁴⁴
