aarōn	aaɾoːn
terrinius	t̪ɛrrɪniʊs̠
territō	t̪ɛrrɪt̪oː
territōrium	t̪ɛrrɪt̪oːɾiʊ̃ˑ
territōriālis	t̪ɛrrɪt̪oːɾiaːl̪ɪs̠
terror	t̪ɛrrɔr
terrēnus	t̪ɛrreːnʊs̠
terrūncius	t̪ɛrruːŋkiʊs̠
tertius	t̪ɛrt̪iʊs̠
tertiusdecimus	t̪ɛrt̪iʊs̠d̪ɛkɪmʊs̠
tertiārius	t̪ɛrt̪iaːɾiʊs̠
tertiō	t̪ɛrt̪ioː
tertulliānus	t̪ɛrt̪ʊl̠l̠iaːnʊs̠
tertylliānus	t̪ɛrt̪ʏl̠l̠iaːnʊs̠
terēdō	t̪ɛɾeːd̪oː
terō	t̪ɛɾoː
terūnciī	t̪ɛɾuːŋkiiː
terūnciō	t̪ɛɾuːŋkioː
terūncī	t̪ɛɾuːŋkiː
terū̆ncius	t̪ɛɾuːŋkiʊs̠
terū̆ncius	t̪ɛɾʊŋkiʊs̠
tescum	t̪ɛs̠kʊ̃ˑ
tessaracostē	t̪ɛs̠s̠aɾakɔs̠t̪eː
tessarescaedecatītae	t̪ɛs̠s̠aɾɛs̠kae̯d̪ɛkat̪iːt̪ae̯
tessellārius	t̪ɛs̠s̠ɛl̠l̠aːɾiʊs̠
tessellātor	t̪ɛs̠s̠ɛl̠l̠aːt̪ɔr
tessellātus	t̪ɛs̠s̠ɛl̠l̠aːt̪ʊs̠
tessellō	t̪ɛs̠s̠ɛl̠l̠oː
tessera	t̪ɛs̠s̠ɛɾa
testeus	t̪ɛs̠t̪eʊs̠
testiculus	t̪ɛs̠t̪ɪkʊɫ̪ʊs̠
testificor	t̪ɛs̠t̪ɪfɪkɔr
testimōnium	t̪ɛs̠t̪ɪmoːniʊ̃ˑ
testis	t̪ɛs̠t̪ɪs̠
testitrahus	t̪ɛs̠t̪ɪt̪ɾahʊs̠
testor	t̪ɛs̠t̪ɔr
testuācium	t̪ɛs̠t̪ʊaːkiʊ̃ˑ
testāceus	t̪ɛs̠t̪aːkeʊs̠
testāmentum	t̪ɛs̠t̪aːmɛn̪t̪ʊ̃ˑ
testāmentō	t̪ɛs̠t̪aːmɛn̪t̪oː
testātor	t̪ɛs̠t̪aːt̪ɔr
testātrīx	t̪ɛs̠t̪aːt̪ɾiːks̠
testū	t̪ɛs̠t̪uː
testūdineus	t̪ɛs̠t̪uːd̪ɪneʊs̠
testūdō	t̪ɛs̠t̪uːd̪oː
tetigit	t̪ɛt̪ɪɡɪt̪
tetius	t̪ɛt̪iʊs̠
tetragōnus	t̪ɛt̪ɾaɡoːnʊs̠
tetrarchēs	t̪ɛt̪ɾarkʰeːs̠
tettius	t̪ɛt̪t̪iʊs̠
teubneriānus	t̪eu̯bnɛɾiaːnʊs̠
teucrus	t̪eu̯kɾʊs̠
teumēssus	t̪eu̯meːs̠s̠ʊs̠
teuriscī	t̪eu̯rɪs̠kɪ
teurnia	t̪eu̯rnia
teuta	t̪eu̯t̪a
teuthrānia	t̪eu̯t̪ʰɾaːnia
teutomatus	t̪eu̯t̪ɔmat̪ʊs̠
teutonicus	t̪eu̯t̪ɔnɪkʊs̠
texia	t̪ɛks̠ia
textile	t̪ɛks̠t̪ɪɫ̪ɛ
textilis	t̪ɛks̠t̪ɪl̪ɪs̠
textor	t̪ɛks̠t̪ɔr
textrīnum	t̪ɛks̠t̪ɾiːnʊ̃ˑ
textrīnus	t̪ɛks̠t̪ɾiːnʊs̠
textrīx	t̪ɛks̠t̪ɾiːks̠
textus	t̪ɛks̠t̪ʊs̠
textōrius	t̪ɛks̠t̪oːɾiʊs̠
textūra	t̪ɛks̠t̪uːɾa
texuandrī	t̪ɛks̠ʊan̪d̪ɾiː
texānus	t̪ɛks̠aːnʊs̠
texēnsis	t̪ɛks̠ẽːs̠ɪs̠
texō	t̪ɛks̠oː
teāte	t̪eaːt̪ɛ
teātīnus	t̪eaːt̪iːnʊs̠
thaddaeus	t̪ʰad̪d̪ae̯ʊs̠
thaginēs	t̪ʰaɡɪneːs̠
thailandicus	t̪ʰaɪɫ̪an̪d̪ɪkʊs̠
thala	t̪ʰaɫ̪a
thalamae	t̪ʰaɫ̪amae̯
thalamus	t̪ʰaɫ̪amʊs̠
thalamēgus	t̪ʰaɫ̪ameːɡʊs̠
thalictrum	t̪ʰal̪ɪkt̪ɾʊ̃ˑ
thallium	t̪ʰal̠l̠iʊ̃ˑ
thalutae	t̪ʰaɫ̪ʊt̪ae̯
thamesis	t̪ʰamɛs̠ɪs̠
thapsacus	t̪ʰaps̠akʊs̠
thapsagum	t̪ʰaps̠aɡʊ̃ˑ
thasos	t̪ʰas̠ɔs̠
thaubasium	t̪ʰau̯bas̠iʊ̃ˑ
thaumacia	t̪ʰau̯makia
thea	t̪ʰea
thebasa	t̪ʰɛbas̠a
thelpūsa	t̪ʰɛɫ̪puːs̠a
thelyrrhizos	t̪ʰɛl̪ʏrrɪzzɔs̠
thema	t̪ʰɛma
thematicus	t̪ʰɛmat̪ɪkʊs̠
themiscȳra	t̪ʰɛmɪs̠kyːɾa
themistius	t̪ʰɛmɪs̠t̪iʊs̠
themistoclēs	t̪ʰɛmɪs̠t̪ɔkɫ̪eːs̠
themisōnium	t̪ʰɛmɪs̠oːniʊ̃ˑ
thenae	t̪ʰɛnae̯
theocritus	t̪ʰeɔkɾɪt̪ʊs̠
theodiscus	t̪ʰeɔd̪ɪs̠kʊs̠
theodorus	t̪ʰeɔd̪ɔɾʊs̠
theologia	t̪ʰeɔɫ̪ɔɡia
theologicus	t̪ʰeɔɫ̪ɔɡɪkʊs̠
theologālis	t̪ʰeɔɫ̪ɔɡaːl̪ɪs̠
theophanius	t̪ʰeɔpʰaniʊs̠
theophilus	t̪ʰeɔpʰɪɫ̪ʊs̠
theophrastus	t̪ʰeɔpʰɾas̠t̪ʊs̠
theosophe	t̪ʰeɔs̠ɔpʰɛ
theosophus	t̪ʰeɔs̠ɔpʰʊs̠
therapnae	t̪ʰɛɾapnae̯
therma	t̪ʰɛrma
thermoacētica	t̪ʰɛrmɔakeːt̪ɪka
thermoacētica	t̪ʰɛrmɔakeːt̪ɪkaː
thermolīmōsus	t̪ʰɛrmɔl̪iːmoːs̠ʊs̠
thermum	t̪ʰɛrmʊ̃ˑ
thermus	t̪ʰɛrmʊs̠
thermōdōn	t̪ʰɛrmoːd̪oːn
thervingī	t̪ʰɛrwɪŋɡiː
thesis	t̪ʰɛs̠ɪs̠
thespiae	t̪ʰɛs̠piae̯
thespis	t̪ʰɛs̠pɪs̠
thesprōtia	t̪ʰɛs̠pɾoːt̪ia
thesprōtī	t̪ʰɛs̠pɾoːt̪iː
thessalia	t̪ʰɛs̠s̠al̪ia
thestor	t̪ʰɛs̠t̪ɔr
thetaedia	t̪ʰɛt̪ae̯d̪ia
thetidium	t̪ʰɛt̪ɪd̪iʊ̃ˑ
theudōria	t̪ʰeu̯d̪oːɾia
thevestē	t̪ʰɛwɛs̠t̪eː
theāgenēs	t̪ʰeaːɡɛneːs̠
theātra	t̪ʰeaːt̪ɾa
theātricus	t̪ʰeaːt̪ɾɪkʊs̠
theātrum	t̪ʰeaːt̪ɾʊ̃ˑ
theātrālis	t̪ʰeaːt̪ɾaːl̪ɪs̠
theātrī	t̪ʰeaːt̪ɾiː
theātrīs	t̪ʰeaːt̪ɾiːs̠
theātrō	t̪ʰeaːt̪ɾoː
theātrōrum	t̪ʰeaːt̪ɾoːɾʊ̃ˑ
theōria	t̪ʰeoːɾia
theōrēma	t̪ʰeoːɾeːma
theōrēmation	t̪ʰeoːɾeːmat̪iɔn
thiasus	t̪ʰias̠ʊs̠
thibetānus	t̪ʰɪbɛt̪aːnʊs̠
thisbē	t̪ʰɪs̠beː
thlasiās	t̪ʰɫ̪as̠iaːs̠
thmūis	t̪ʰmuːɪs̠
thoanī	t̪ʰɔaniː
thoaris	t̪ʰɔaɾɪs̠
tholus	t̪ʰɔɫ̪ʊs̠
thomna	t̪ʰɔmna
thomēnsis	t̪ʰɔmẽːs̠ɪs̠
thorae	t̪ʰɔɾae̯
thoricus	t̪ʰɔɾɪkʊs̠
thorius	t̪ʰɔɾiʊs̠
thorānius	t̪ʰɔɾaːniʊs̠
thracicus	t̪ʰɾakɪkʊs̠
thraecibus	t̪ʰɾae̯kɪbʊs̠
thraex	t̪ʰɾae̯ks̠
thranis	t̪ʰɾanɪs̠
thrasybūlus	t̪ʰɾas̠ʏbuːɫ̪ʊs̠
thrauston	t̪ʰɾau̯s̠t̪ɔn
thraustus	t̪ʰɾau̯s̠t̪ʊs̠
thria	t̪ʰɾia
thridax	t̪ʰɾɪd̪aks̠
thrissa	t̪ʰɾɪs̠s̠a
thronium	t̪ʰɾɔniʊ̃ˑ
thronus	t̪ʰɾɔnʊs̠
thrācia	t̪ʰɾaːkia
thrācius	t̪ʰɾaːkiʊs̠
thrāsciās	t̪ʰɾaːs̠kiaːs̠
thrāx	t̪ʰɾaːks̠
thrēnoedia	t̪ʰɾeːnoe̯d̪ia
thrēnōdia	t̪ʰɾeːnoːd̪ia
thrīps	t̪ʰɾiːps̠
thubēs	t̪ʰʊbeːs̠
thunnus	t̪ʰʊnnʊs̠
thunnārius	t̪ʰʊnnaːɾiʊs̠
thuringiēnsis	t̪ʰʊɾɪŋɡiẽːs̠ɪs̠
thyamis	t̪ʰyamɪs̠
thyatīra	t̪ʰyat̪iːɾa
thybris	t̪ʰʏbɾɪs̠
thydonos	t̪ʰʏd̪ɔnɔs̠
thyia	t̪ʰʏja
thymbra	t̪ʰʏmbɾa
thymbrara	t̪ʰʏmbɾaɾa
thymbrium	t̪ʰʏmbɾiʊ̃ˑ
thyme	t̪ʰʏmɛ
thymelaea	t̪ʰʏmɛɫ̪ae̯a
thymelicus	t̪ʰʏmɛl̪ɪkʊs̠
thymium	t̪ʰʏmiʊ̃ˑ
thymniās	t̪ʰʏmniaːs̠
thymum	t̪ʰʏmʊ̃ˑ
thymus	t̪ʰʏmʊs̠
thymēna	t̪ʰʏmeːna
thynnārius	t̪ʰʏnnaːɾiʊs̠
thyrea	t̪ʰʏɾea
thyrsiger	t̪ʰʏrs̠ɪɡɛr
thyrsus	t̪ʰʏrs̠ʊs̠
thysdrus	t̪ʰʏs̠d̪ɾʊs̠
thyssagetae	t̪ʰʏs̠s̠aɡɛt̪ae̯
thyssus	t̪ʰʏs̠s̠ʊs̠
thāis	t̪ʰaːɪs̠
thēca	t̪ʰeːka
thēganussa	t̪ʰeːɡanʊs̠s̠a
thēmacus	t̪ʰeːmakʊs̠
thēra	t̪ʰeːɾa
thērapontigonus	t̪ʰeːɾapɔn̪t̪ɪɡɔnʊs̠
thēriaca	t̪ʰeːɾiaka
thērionarcia	t̪ʰeːɾiɔnarkia
thērāmenēs	t̪ʰeːɾaːmɛneːs̠
thēsaurizō	t̪ʰeːs̠au̯rɪzzoː
thēsaurus	t̪ʰeːs̠au̯rʊs̠
thēse͡us	t̪ʰeːs̠eu̯s̠
thī	t̪ʰiː
thīa	t̪ʰiːa
thīus	t̪ʰiːʊs̠
thōcnia	t̪ʰoːknia
thōcum	t̪ʰoːkʊ̃ˑ
thōmix	t̪ʰoːmɪks̠
thōmās	t̪ʰoːmaːs̠
thōrax	t̪ʰoːɾaks̠
thōrium	t̪ʰoːɾiʊ̃ˑ
thōrācicus	t̪ʰoːɾaːkɪkʊs̠
thūbuscum	t̪ʰuːbʊs̠kʊ̃ˑ
thūcȳdidēs	t̪ʰuːkyːd̪ɪd̪eːs̠
thūlium	t̪ʰuːl̪iʊ̃ˑ
thūlē	t̪ʰuːɫ̪eː
thūribulum	t̪ʰuːɾɪbʊɫ̪ʊ̃ˑ
thūris	t̪ʰuːɾɪs̠
thūs	t̪ʰuːs̠
thȳinus	t̪ʰyːɪnʊs̠
thȳmiātērium	t̪ʰyːmiaːt̪eːɾiʊ̃ˑ
thȳnias	t̪ʰyːnias̠
thȳridēs	t̪ʰyːɾɪd̪eːs̠
thȳrium	t̪ʰyːɾiʊ̃ˑ
tiarantus	t̪iaɾan̪t̪ʊs̠
tibarēnī	t̪ɪbaɾeːniː
tiberiade	t̪ɪbɛɾiad̪ɛ
tiberias	t̪ɪbɛɾias̠
tiberius	t̪ɪbɛɾiʊs̠
tiberēius	t̪ɪbɛɾeːjʊs̠
tiberī	t̪ɪbɛɾiː
tibiscus	t̪ɪbɪs̠kʊs̠
tibullus	t̪ɪbʊl̠l̠ʊs̠
tibī̆	t̪ɪbiː
tibī̆	t̪ɪbɪ
tibūla	t̪ɪbuːɫ̪a
tibūrēs	t̪ɪbuːɾeːs̠
tierna	t̪iɛrna
tigavae	t̪ɪɡawae̯
tigellius	t̪ɪɡɛl̠l̠iʊs̠
tigidius	t̪ɪɡɪd̪iʊs̠
tignum	t̪ɪŋnʊ̃ˑ
tignārius	t̪ɪŋnaːɾiʊs̠
tigrifer	t̪ɪɡrɪfɛr
tigris	t̪ɪɡrɪs̠
tigrānēs	t̪ɪɡraːneːs̠
tigrīnus	t̪ɪɡriːnʊs̠
tigullia	t̪ɪɡʊl̠l̠ia
tilia	t̪ɪl̪ia
tiliaventum	t̪ɪl̪iawɛn̪t̪ʊ̃ˑ
tiliāceus	t̪ɪl̪iaːkeʊs̠
tillius	t̪ɪl̠l̠iʊs̠
tilphōssium	t̪ɪɫ̪pʰoːs̠s̠iʊ̃ˑ
tilurus	t̪ɪɫ̪ʊɾʊs̠
timachus	t̪ɪmakʰʊs̠
timachī	t̪ɪmakʰiː
timefactus	t̪ɪmɛfakt̪ʊs̠
timeō	t̪ɪmeoː
timide	t̪ɪmɪd̪ɛ
timidus	t̪ɪmɪd̪ʊs̠
timoniacum	t̪ɪmɔniakʊ̃ˑ
timor	t̪ɪmɔr
timorēnsis	t̪ɪmɔɾẽːs̠ɪs̠
timosthenēs	t̪ɪmɔs̠t̪ʰɛneːs̠
timāvus	t̪ɪmaːwʊs̠
timōrātus	t̪ɪmoːɾaːt̪ʊs̠
tincontium	t̪ɪŋkɔn̪t̪iʊ̃ˑ
tinea	t̪ɪnea
tineō	t̪ɪneoː
tingis	t̪ɪŋɡɪs̠
tinguō	t̪ɪŋɡʷoː
tingō	t̪ɪŋɡoː
tinnetiō	t̪ɪnnɛt̪ioː
tinnipō	t̪ɪnnɪpoː
tinniō	t̪ɪnnioː
tinnulus	t̪ɪnnʊɫ̪ʊs̠
tinnītis	t̪ɪnniːt̪ɪs̠
tinnītus	t̪ɪnniːt̪ʊs̠
tinnītīs	t̪ɪnniːt̪iːs̠
tinnīverimus	t̪ɪnniːwɛɾiːmʊs̠
tinnīverimus	t̪ɪnniːwɛɾɪmʊs̠
tinnīveris	t̪ɪnniːwɛɾiːs̠
tinnīveris	t̪ɪnniːwɛɾɪs̠
tinnīveritis	t̪ɪnniːwɛɾiːt̪ɪs̠
tinnīveritis	t̪ɪnniːwɛɾɪt̪ɪs̠
tintinnābulum	t̪ɪn̪t̪ɪnnaːbʊɫ̪ʊ̃ˑ
tinurtium	t̪ɪnʊrt̪iʊ̃ˑ
tinēius	t̪ɪneːjʊs̠
tiomanēnsis	t̪iɔmanẽːs̠ɪs̠
tipasa	t̪ɪpas̠a
tiphyon	t̪ɪpʰyɔn
tiribazus	t̪ɪɾɪbazzʊs̠
tirida	t̪ɪɾɪd̪a
tirīnus	t̪ɪɾiːnʊs̠
tisanūsa	t̪ɪs̠anuːs̠a
tisica	t̪ɪs̠ɪka
tisica	t̪ɪs̠ɪkaː
tisicus	t̪ɪs̠ɪkʊs̠
tisicī	t̪ɪs̠ɪkiː
tisicō	t̪ɪs̠ɪkoː
tisidium	t̪ɪs̠ɪd̪iʊ̃ˑ
tisiēnus	t̪ɪs̠ieːnʊs̠
tissa	t̪ɪs̠s̠a
tissaphernēs	t̪ɪs̠s̠apʰɛrneːs̠
titarēsius	t̪ɪt̪aɾeːs̠iʊs̠
tithorea	t̪ɪt̪ʰɔɾea
tithraustēs	t̪ɪt̪ʰɾau̯s̠t̪eːs̠
tithrōnium	t̪ɪt̪ʰɾoːniʊ̃ˑ
tithymalus	t̪ɪt̪ʰʏmaɫ̪ʊs̠
titius	t̪ɪt̪iʊs̠
tituber	t̪ɪt̪ʊbɛr
titubō	t̪ɪt̪ʊboː
titulcia	t̪ɪt̪ʊɫ̪kia
titule	t̪ɪt̪ʊɫ̪ɛ
titulus	t̪ɪt̪ʊɫ̪ʊs̠
titulārem	t̪ɪt̪ʊɫ̪aːɾɛ̃ˑ
titulāria	t̪ɪt̪ʊɫ̪aːɾia
titulāris	t̪ɪt̪ʊɫ̪aːɾɪs̠
titulārēs	t̪ɪt̪ʊɫ̪aːɾeːs̠
titurnius	t̪ɪt̪ʊrniʊs̠
titus	t̪ɪt̪ʊs̠
tityus	t̪ɪt̪yʊs̠
titānius	t̪ɪt̪aːniʊs̠
titīnius	t̪ɪt̪iːniʊs̠
titūrius	t̪ɪt̪uːɾiʊs̠
tius	t̪iʊs̠
tiāra	t̪iaːɾa
tiārē	t̪iaːɾeː
tmēsis	t̪meːs̠ɪs̠
tmōlus	t̪moːɫ̪ʊs̠
toallia	t̪ɔaɪl̠l̠ia
tobagoēnsis	t̪ɔbaɡɔẽːs̠ɪs̠
toga	t̪ɔɡa
togisonus	t̪ɔɡɪs̠ɔnʊs̠
togoēnsis	t̪ɔɡɔẽːs̠ɪs̠
togātus	t̪ɔɡaːt̪ʊs̠
togōnius	t̪ɔɡoːniʊs̠
tolerantēs	t̪ɔɫ̪ɛɾan̪t̪eːs̠
tolerium	t̪ɔɫ̪ɛɾiʊ̃ˑ
tolerābilis	t̪ɔɫ̪ɛɾaːbɪl̪ɪs̠
tolerō	t̪ɔɫ̪ɛɾoː
tolimēnsis	t̪ɔl̪ɪmẽːs̠ɪs̠
tolistobogiī	t̪ɔl̪ɪs̠t̪ɔbɔɡiiː
tollō	t̪ɔl̠l̠oː
tolumnius	t̪ɔɫ̪ʊmniʊs̠
tolēnus	t̪ɔɫ̪eːnʊs̠
tolōsa	t̪ɔɫ̪oːs̠a
tolōsae	t̪ɔɫ̪oːs̠ae̯
tolōsam	t̪ɔɫ̪oːs̠ãˑ
tomarus	t̪ɔmaɾʊs̠
tomus	t̪ɔmʊs̠
tomyris	t̪ɔmʏɾɪs̠
tomērus	t̪ɔmeːɾʊs̠
tomō	t̪ɔmoː
tomōs	t̪ɔmoːs̠
tonabaeī	t̪ɔnabae̯iː
tondeō	t̪ɔn̪d̪eoː
tonget	t̪ɔŋɡɛt̪
tongeō	t̪ɔŋɡeoː
tongilius	t̪ɔŋɡɪl̪iʊs̠
tongē	t̪ɔŋɡeː
tongēre	t̪ɔŋɡeːɾɛ
tongū	t̪ɔŋɡuː
tonitrus	t̪ɔnɪt̪ɾʊs̠
tonitruum	t̪ɔnɪt̪ɾʊʊ̃ˑ
tonitruālis	t̪ɔnɪt̪ɾʊaːl̪ɪs̠
tonkinēnsis	t̪ɔŋkɪnẽːs̠ɪs̠
tonna	t̪ɔnna
tonus	t̪ɔnʊs̠
tonō	t̪ɔnoː
tonōs	t̪ɔnoːs̠
topazos	t̪ɔpazzɔs̠
topia	t̪ɔpia
topiārius	t̪ɔpiaːɾiʊs̠
topīris	t̪ɔpiːɾɪs̠
torculum	t̪ɔrkʊɫ̪ʊ̃ˑ
torculārius	t̪ɔrkʊɫ̪aːɾiʊs̠
torculō	t̪ɔrkʊɫ̪oː
tordȳlion	t̪ɔrd̪yːl̪iɔn
toretae	t̪ɔɾɛt̪ae̯
tormentum	t̪ɔrmɛn̪t̪ʊ̃ˑ
tormentīs	t̪ɔrmɛn̪t̪iːs̠
torminālis	t̪ɔrmɪnaːl̪ɪs̠
torminōsus	t̪ɔrmɪnoːs̠ʊs̠
tornadotus	t̪ɔrnad̪ɔt̪ʊs̠
tornus	t̪ɔrnʊs̠
tornātilis	t̪ɔrnaːt̪ɪl̪ɪs̠
tornī	t̪ɔrniː
tornō	t̪ɔrnoː
torpeō	t̪ɔrpeoː
torpidus	t̪ɔrpɪd̪ʊs̠
torpor	t̪ɔrpɔr
torpē	t̪ɔrpeː
torpēdō	t̪ɔrpeːd̪oː
torpēs	t̪ɔrpeːs̠
torpēscō	t̪ɔrpeːs̠koː
torqueō	t̪ɔrkᶣeoː
torquātus	t̪ɔrkʷaːt̪ʊs̠
torquēs	t̪ɔrkᶣeːs̠
torrefaciō	t̪ɔrrɛfakioː
torrefactum	t̪ɔrrɛfakt̪ʊ̃ˑ
torrefactūrus	t̪ɔrrɛfakt̪uːɾʊs̠
torreō	t̪ɔrreoː
torridus	t̪ɔrrɪd̪ʊs̠
torror	t̪ɔrrɔr
torsiō	t̪ɔrs̠ioː
torsiōne	t̪ɔrs̠ioːnɛ
torsiōnēs	t̪ɔrs̠ioːneːs̠
torsiōnī	t̪ɔrs̠ioːniː
tortiō	t̪ɔrt̪ioː
tortuōsus	t̪ɔrt̪ʊoːs̠ʊs̠
tortūra	t̪ɔrt̪uːɾa
torus	t̪ɔɾʊs̠
torvidus	t̪ɔrwɪd̪ʊs̠
torynē	t̪ɔɾʏneː
torācī	t̪ɔɾaːkiː
torāx	t̪ɔɾaːks̠
torōnē	t̪ɔɾoːneː
torōsus	t̪ɔɾoːs̠ʊs̠
tot	t̪ɔt̪
totus	t̪ɔt̪ʊs̠
toxicum	t̪ɔks̠ɪkʊ̃ˑ
toxicus	t̪ɔks̠ɪkʊs̠
trabea	t̪ɾabea
trabeātus	t̪ɾabeaːt̪ʊs̠
trabica	t̪ɾabɪka
trabs	t̪ɾaps̠
trabālis	t̪ɾabaːl̪ɪs̠
trabāria	t̪ɾabaːɾia
trabēcula	t̪ɾabeːkʊɫ̪a
trabēculātus	t̪ɾabeːkʊɫ̪aːt̪ʊs̠
trachalus	t̪ɾakʰaɫ̪ʊs̠
trachēlus	t̪ɾakʰeːɫ̪ʊs̠
trachīa	t̪ɾakʰiːa
trachōnītis	t̪ɾakʰoːniːt̪ɪs̠
tracta	t̪ɾakt̪a
tracta	t̪ɾakt̪aː
tractim	t̪ɾakt̪ɪ̃ˑ
tractogalātus	t̪ɾakt̪ɔɡaɫ̪aːt̪ʊs̠
tractomelītus	t̪ɾakt̪ɔmɛl̪iːt̪ʊs̠
tractuōsus	t̪ɾakt̪ʊoːs̠ʊs̠
tractābilis	t̪ɾakt̪aːbɪl̪ɪs̠
tractābiliter	t̪ɾakt̪aːbɪl̪ɪt̪ɛr
tractābilitās	t̪ɾakt̪aːbɪl̪ɪt̪aːs̠
tractātiō	t̪ɾakt̪aːt̪ioː
tractātor	t̪ɾakt̪aːt̪ɔr
tractātrīx	t̪ɾakt̪aːt̪ɾiːks̠
tractātōrium	t̪ɾakt̪aːt̪oːɾiʊ̃ˑ
tractōria	t̪ɾakt̪oːɾia
tractōria	t̪ɾakt̪oːɾiaː
tractōrius	t̪ɾakt̪oːɾiʊs̠
tragicus	t̪ɾaɡɪkʊs̠
tragilus	t̪ɾaɡɪɫ̪ʊs̠
tragoedia	t̪ɾaɡoe̯d̪ia
tragoedus	t̪ɾaɡoe̯d̪ʊs̠
tragopān	t̪ɾaɡɔpaːn
trahea	t̪ɾahea
trahitōrius	t̪ɾahɪt̪oːɾiʊs̠
trahārius	t̪ɾahaːɾiʊs̠
trahāx	t̪ɾahaːks̠
trahō	t̪ɾahoː
tranquillitās	t̪ɾaŋkᶣɪl̠l̠ɪt̪aːs̠
tranquillum	t̪ɾaŋkᶣɪl̠l̠ʊ̃ˑ
tranquillus	t̪ɾaŋkᶣɪl̠l̠ʊs̠
tranquillō	t̪ɾaŋkᶣɪl̠l̠oː
trapezium	t̪ɾapɛzziʊ̃ˑ
trapezūntīne	t̪ɾapɛzzuːn̪t̪iːnɛ
trapezūntīnus	t̪ɾapɛzzuːn̪t̪iːnʊs̠
trapezūs	t̪ɾapɛzzuːs̠
trasimēnus	t̪ɾas̠ɪmeːnʊs̠
tratia	t̪ɾat̪ia
traumatica	t̪ɾau̯mat̪ɪka
traumatica	t̪ɾau̯mat̪ɪkaː
traumatice	t̪ɾau̯mat̪ɪkɛ
traumaticum	t̪ɾau̯mat̪ɪkʊ̃ˑ
traumaticus	t̪ɾau̯mat̪ɪkʊs̠
traumaticī	t̪ɾau̯mat̪ɪkiː
traumaticīs	t̪ɾau̯mat̪ɪkiːs̠
traumaticō	t̪ɾau̯mat̪ɪkoː
traumaticōrum	t̪ɾau̯mat̪ɪkoːɾʊ̃ˑ
trausī	t̪ɾau̯s̠iː
travancoricus	t̪ɾawaŋkɔɾɪkʊs̠
treba	t̪ɾɛba
trebellius	t̪ɾɛbɛl̠l̠iʊs̠
trebellēnus	t̪ɾɛbɛl̠l̠eːnʊs̠
trebia	t̪ɾɛbia
trebius	t̪ɾɛbiʊs̠
trebātius	t̪ɾɛbaːt̪iʊs̠
trebāx	t̪ɾɛbaːks̠
trebōnius	t̪ɾɛboːniʊs̠
trecenta	t̪ɾɛkɛn̪t̪a
trecentae	t̪ɾɛkɛn̪t̪ae̯
trecentēsimus	t̪ɾɛkɛn̪t̪eːs̠ɪmʊs̠
trecentī	t̪ɾɛkɛn̪t̪iː
tredecim	t̪ɾɛd̪ɛkɪ̃ˑ
tredennis	t̪ɾɛd̪ɛnnɪs̠
tremebundus	t̪ɾɛmɛbʊn̪d̪ʊs̠
tremefaciō	t̪ɾɛmɛfakioː
tremefactūrus	t̪ɾɛmɛfakt̪uːɾʊs̠
tremellius	t̪ɾɛmɛl̠l̠iʊs̠
tremendus	t̪ɾɛmɛn̪d̪ʊs̠
tremipēs	t̪ɾɛmɪpeːs̠
tremithūs	t̪ɾɛmɪt̪ʰuːs̠
tremor	t̪ɾɛmɔr
tremulus	t̪ɾɛmʊɫ̪ʊs̠
tremulō	t̪ɾɛmʊɫ̪oː
tremēscō	t̪ɾɛmeːs̠koː
tremī	t̪ɾɛmiː
tremīscō	t̪ɾɛmiːs̠koː
tremō	t̪ɾɛmoː
trepidus	t̪ɾɛpɪd̪ʊs̠
trepidātiō	t̪ɾɛpɪd̪aːt̪ioː
trepidō	t̪ɾɛpɪd̪oː
tria	t̪ɾia
trianguliferus	t̪ɾiaŋɡʊl̪ɪfɛɾʊs̠
triangulum	t̪ɾiaŋɡʊɫ̪ʊ̃ˑ
triangulus	t̪ɾiaŋɡʊɫ̪ʊs̠
triangulāris	t̪ɾiaŋɡʊɫ̪aːɾɪs̠
triangulātus	t̪ɾiaŋɡʊɫ̪aːt̪ʊs̠
trias	t̪ɾias̠
triballī	t̪ɾɪbal̠l̠iː
tribas	t̪ɾɪbas̠
tribocī	t̪ɾɪbɔkiː
tribrachus	t̪ɾɪbɾakʰʊs̠
tribrachys	t̪ɾɪbɾakʰʏs̠
tribreve	t̪ɾɪbɾɛwɛ
tribrevis	t̪ɾɪbɾɛwɪs̠
tribrevēs	t̪ɾɪbɾɛweːs̠
tribulō	t̪ɾɪbʊɫ̪oː
tribuārius	t̪ɾɪbʊaːɾiʊs̠
tribuō	t̪ɾɪbʊoː
tribāle	t̪ɾɪbaːɫ̪ɛ
tribālis	t̪ɾɪbaːl̪ɪs̠
tribōn	t̪ɾɪboːn
tribūlis	t̪ɾɪbuːl̪ɪs̠
tribūnal	t̪ɾɪbuːnaɫ̪
tribūnus	t̪ɾɪbuːnʊs̠
tribūnāle	t̪ɾɪbuːnaːɫ̪ɛ
tribūnātus	t̪ɾɪbuːnaːt̪ʊs̠
tribūnītius	t̪ɾɪbuːniːt̪iʊs̠
tribūtim	t̪ɾɪbuːt̪ɪ̃ˑ
tribūtiō	t̪ɾɪbuːt̪ioː
tribūtor	t̪ɾɪbuːt̪ɔr
tribūtārius	t̪ɾɪbuːt̪aːɾiʊs̠
tribūtōrius	t̪ɾɪbuːt̪oːɾiʊs̠
