جي	ɟˈeː
بچو	bˈʌcoː
بھی	bˈʌhi
تابع	t̪aːbˈeː
تاجل	t̪aːɟˈʌl
تاجڪ	t̪aːɟˈʌk
تاجڪستان	t̪ˌaːɟəkˈɪstaːn
تاڪن	t̪aːkˈʌn
تبسم	t̪ˌəbəsˈʌm
تختن	t̪əxt̪ˈʌn
تخمينو	t̪ˌəxmˈiːnoː
تراب	t̪ərˈaːb
تقريبا	t̪ˌəqribˈaː
تل	t̪ˈʌl
تلاوت	t̪ˌəlaːˈoːt̪
تلخ	tˈalx
تمنا	t̪əmˈʌnaː
تنظيمي	t̪ˌənʐˈiːmi
توري	t̪ˈoːri
توريت	t̪oːrˈiːt̪
تڪن	t̪əkˈʌn
جاڳندي	ɟaːɡˈʌndi
جبريت	ɟˌəbrˈiːt̪
جراثيم	ɟˌəraːsˈiːm
جلندر	ɟˌələndˈʌr
جلي	ɟˈʌli
جمالو	ɟəmˈaːloː
جهرڪ	ɟˌəhərˈʌk
جهول	ɟəhˈoːl
جهولي	ɟəhˈoːli
جهڪر	ɟˌəhəkˈʌr
جوهري	ɟoːhˈʌri
جوڙايل	ɟoːr.ˈaːjal
جوڙيندڙ	ɟˌoːr.indˈʌr.
جيسينا	ɟeːsˈiːnaː
جيوڙا	ɟjˈoːr.aː
جپاني	ɟəpˈaːni
جڳهن	ɟˌəɡəhˈʌn
جھنڊي	ɟəhˈʌnɖi
حاجن	haːɟˈʌn
حبشي	həbˈʌʃi
حفص	həfˈʌʂ
حلقا	həlˈʌqaː
خارجه	xˌaːrəɟˈʌh
خاطري	xaːtˈʌri
خام	xˈaːm
خديجه	xˌədiɟˈʌh
خرابين	xˌəraːbˈiːn
خفيه	xəfˈiːh
خميسو	xəmˈiːsoː
خوابن	xʋaːbˈʌn
خواجہ	xʋaːɟˈʌh
دؤرن	dˌəa͡ʊrˈʌn
دالان	daːlˈaːn
داٻ	dˈaːb
درياخان	dˌərjaːxˈaːn
درٻارين	dˌərbaːrˈiːn
درگا	dərˈʌɡaː
دشت	dˈʌʃt̪
دفتري	dˌəfət̪ˈʌri
دليون	dəljˈoːn
دوربين	dˌoːrbˈiːn
ديدار	deːdˈaːr
ديندار	deːndˈaːr
ذهنن	zˌəhənˈʌn
ذي	zˈeː
ذھني	zəhˈʌni
رابطا	raːbˈʌtaː
رابن	raːbˈɪn
راقم	raːqˈʌm
راڄن	raːɟˈʌn
راڄڙ	raːɟˈʌr.
راڻا	rˈaːɳaː
رسا	rˈʌsaː
رسوخ	rəsˈoːx
رشد	rəʃˈʌd
رفته	rˈafəth
رنڊڪ	rənɖˈʌk
رورل	roːrˈʌl
روغن	roːɣˈʌn
رولنگ	roːlˈʌnɡ
روٽي	rˈoːʈi
ريحان	reːhˈaːn
ريزڪي	reːzˈʌki
ريلي	rˈeːli
ريڪجاويڪ	rˌeːkɟaːʋˈiːk
رپورٽن	rˌəpoːrəʈˈʌn
رٿون	rətʰˈoːn
رڪجي	rəkˈʌɟi
رھنمائي	rˌəhənmˈaːi
زاهد	zaːhˈʌd
زرخيزي	zˌərxˈiːzi
زلزلو	zˌalzˈaloː
زنجبار	zˌənəɟbˈaːr
سائٽ	sˈaːʈ
ساراھ	saːrˈaːh
سازگار	sˌaːzɡˈaːr
ساڙڻ	saːr.ˈʌɳ
ساڳيون	saːɡjˈoːn
سجدو	səɟˈʌdoː
سجدي	səɟˈʌdi
سختيون	səxt̪jˈoːn
سرجن	sˌərəɟˈʌn
سرس	sərˈʌs
سرشتن	sˌərəʃt̪ˈʌn
سرمايي	sˌərmˈaːji
سرپرست	sˌərəpərˈʌst̪
سرگس	sˌərəɡˈʌs
سس	sˈʌs
سفرناما	sˌəfərnˈaːmaː
سلمان	sˌəlmˈaːn
سلو	sˈʌloː
سمجهندي	sˌəməɟəhˈʌndi
سمجهون	sˌəməɟhˈoːn
سميجو	səmˈiːɟoː
سمپورن	sˌəmpuːrˈʌn
سندري	səndˈʌri
سنهري	sˌənəhˈʌri
سنهڙو	sˌənəhˈʌr.oː
سنوارڻ	sˌənʋaːrˈʌɳ
سنگتي	sənɡˈʌt̪i
سنگر	sənɡˈʌr
سهرو	səhˈʌroː
سهولتن	sˌəhoːlət̪ˈʌn
سوء	sˈoː
سوئي	sˈoːi
سوات	sʋˈaːt̪
سودو	sˈoːdoː
سوراشٽر	sˌoːraːʃəʈˈʌr
سونپيو	sˈoːnpjoː
سوڙهي	soːr.ˈʌhi
سيمينارن	sˌeːminaːrˈʌn
سينگاريو	seːnɡˈaːrjoː
سيوهاڻي	sjoːhˈaːɳi
سيوھڻ	sjoːhˈʌɳ
سيکاٽ	seːkʰˈaːʈ
سيڪس	seːkˈʌs
سيڪڙي	seːkˈʌr.i
سپ	sˈʌp
سپڙ	səpˈʌr.
سڌارو	sədʰˈaːroː
سڌين	sədʰˈiːn
سڏيندو	səɖˈiːndoː
سگھڙ	səɡʰˈʌr.
سھارو	səhˈaːroː
شائر	ʃaːˈɪr
شاهجهاني	ʃˌaːhəɟhˈaːni
شاگردياڻي	ʃˌaːɡrdjˈaːɳi
شاھپور	ʃˌaːhpˈoːr
شرم	ʃərˈʌm
شمع	ʃˈʌmaː
شهريار	ʃˌəhərjˈaːr
شهريت	ʃˌəhərˈiːt̪
شهنشاهت	ʃˌəhənʃaːhˈʌt̪
شودر	ʃoːdˈʌr
شيو	ʃjˈoː
شڌ	ʃˈʌdʰ
شھرت	ʃˌəhərˈʌt̪
صحيون	ʂəhjˈoːn
صدف	ʂədˈʌf
صفي	ʂˈʌfi
صليب	ʂəlˈiːb
صہ	ʂˈʌh
ضابطن	zˌaːbətˈʌn
ضخيم	zəxˈiːm
طبقا	təbˈʌqaː
طرفي	tərˈʌfi
طهر	təhˈʌr
ظاھري	ʐaːhˈʌri
عبدالحفيظ	ˌabdˌaːləhfˈiːʐ
عبدالوهاب	ˌabdˌaːloːhˈaːb
عشرت	ˌaʃərˈʌt̪
عصمت	ˌaʂəmˈʌt̪
عقيل	ˈaqjal
عهدنامي	ˌahədnˈaːmi
غدار	ɣədˈaːr
غداري	ɣədˈaːri
غرض	ɣərˈʌz
غلبي	ɣˌəlbˈiː
غلطين	ɣˌəltˈiːn
فاتحن	fˌaːt̪əhˈʌn
فاسفورس	fˌaːsfoːrˈʌs
فرضن	fˌərəzˈʌn
فريسڪو	fˌərisˈʌkoː
فضول	fəzˈoːl
فلسفين	fˌələsfˈiːn
فلپ	fəlˈʌp
قبرص	qˌəbərˈʌʂ
قفقاز	qˌəfqˈaːz
قلندري	qˌələndˈʌri
لائبيريا	lˌaːɪbˈiːrjaː
لاري	lˈaːri
لاشعور	lˌaːʃaːˈoːr
لاڏائو	laːɖˈaːoː
لاڏاڻي	laːɖˈaːɳi
لاگ	lˈaːɡ
لب	lˈʌb
لبيا	ləbjˈaː
لنڪن	lˌənəkˈʌn
لهجا	ləhˈʌɟaː
ليڪا	lˈeːkaː
لٽجي	ləʈˈʌɟi
لڙايون	lˌər.aːjˈoːn
لکتون	lˌəkʰt̪ˈuːn
لڪائڻ	lˌəkaːˈɪɳ
لڳائيندا	lˌəɡaːˈiːndaː
لڳڀڳ	lˌəɡəbʰˈʌɡ
لھجو	ləhˈʌɟoː
لھجي	ləhˈʌɟi
مائيڪل	mˌaːikˈʌl
مات	mˈaːt̪
ماحوليات	mˌaːhoːliˈaːt
ماريندا	maːrˈiːndaː
ماريندڙ	mˌaːrindˈʌr.
مارٽن	mˌaːrəʈˈʌn
ماڊرن	mˌaːɖərˈʌn
متاع	mˈʌt̪aː
مجاهدين	mˌəɟaːhədˈiːn
محاصرو	mˌəhaːʂˈʌroː
محبتي	mˌəhəbˈʌt̪i
محمدي	mˌəhəmˈʌdi
محيط	məhˈiːt
مدير	mədˈiːr
مذڪر	mʊzˈakːar
مرهٺي	mˌərəhˈʌʈʰi
مسیح	mˈʌsih
مشاهدا	mˌəʃaːhˈʌdaː
مشترڪ	mˌəʃt̪ərˈʌk
مشروط	mˌəʃrˈuːt
مشورا	məʃˈoːraː
مطالبي	mʊtˈaːlɪbˌiː
مظاهرن	mˌəʐaːhərˈʌn
معائنو	maːˈɪnoː
معتدل	mˌaːt̪ədˈʌl
معقول	maːqˈoːl
معلوماتي	mˌaːloːmˈaːt̪i
معمار	maːmˈaːr
مقدمن	mʊqˈadmn
ملاڪا	məlˈaːkaː
ملتوي	məlˈʌt̪ʋi
منجهانئن	mˌənəɟhaːnˈʌn
منحصر	mˌənəhəʂˈʌr
مهارن	mˌəhaːrˈʌn
موومينٽ	mʋˌoːminˈʌʈ
موڪليون	mˌoːkljˈoːn
مياڻ	mjˈaːɳ
مينگهواڙ	mˌeːnɡəhʋˈaːr.
مٽر	məʈˈʌr
مٽن	məʈˈʌn
مچي	mˈʌci
مڇر	məcʰˈʌr
مڪتبه	mˌəkət̪əbˈʌh
نااميد	nˌaːaːmˈiːd
نابود	naːbˈoːd
ناريون	naːrjˈoːn
نانو	nˈaːnoː
نسخ	nəsˈʌx
نشاستي	nəʃˈaːst̪i
نفاذ	nəfˈaːz
نفساني	nˌəfsˈaːni
نقص	nəqˈʌʂ
نقصانن	nˌəqʂaːnˈʌn
نقطو	nəqˈʌtoː
نقطي	nəqˈʌti
ننجا	nənˈʌɟaː
نوشهرو	nˌoːʃəhˈʌroː
نوع	nˈuː
نيچ	nˈeːc
نکاد	nəkʰˈaːd
هالي	hˈaːli
هانگ	hˈaːnɡ
هجو	hˈʌɟoː
هروڀرو	hˌəroːbʰˈʌroː
هلنديون	hˌəlndjˈoːn
هليون	həljˈoːn
هندومت	hˌɪnduːmˈʌt̪
هيل	hˈeːl
هيونسانگ	hjoːnsˈaːnɡ
هيٺانهين	hˌeːʈʰaːnhˈiːn
هيگ	hˈeːɡ
هٽ	hˈʌʈ
واعظ	ʋaːˈaːʐ
واڪ	ʋˈaːk
وتايو	ʋət̪ˈaːjoː
وجد	ʋəɟˈʌd
وجدان	ʋˌəɟdˈaːn
وراڻي	ʋərˈaːɳi
ورھين	ʋˌərhˈiːn
وسڪارو	ʋˌəskˈaːroː
وفاداري	ʋˌəfaːdˈaːri
ويزن	ʋeːzˈʌn
ويساک	ʋeːsˈaːkʰ
ويلي	ʋˈeːli
ويٽو	ʋˈeːʈoː
ويڙھاڪ	ʋeːr.hˈaːk
وٺائڻ	ʋˌəʈʰaːˈɪɳ
وچم	ʋəcˈʌm
وڊيوز	ʋəɖjˈoːz
وڏيرا	ʋəɖˈiːraː
وڙھڻ	ʋər.hˈʌɳ
وڪڙن	ʋˌəkər.ˈʌn
ياب	jˈaːb
ياقوت	jaːqˈoːt̪
يونس	jˈoːns
يڪتاري	jˌəkt̪ˈaːri
ٺيڪيدار	ʈʰˌeːkidˈaːr
ٻاجهر	bˌaːɟəhˈʌr
ٻانهون	bˌaːnhˈoːn
ٻانهين	bˌaːnhˈiːn
ٻانھن	bˈaːnhn
ٻاونجاهه	bˌaːoːnɟaːhˈʌh
ٻرن	bərˈʌn
ٻورو	bˈoːroː
ٻوڙا	bˈoːr.aː
ٻيڻو	bˈeːɳoː
ٻٽير	bəʈˈiːr
ٽئڪس	ʈəkˈʌs
ٽنڊوآدم	ʈˌənɖʋaːdˈʌm
ٽنگيل	ʈˈʌnɡjal
ٽورنامينٽ	ʈˌoːrnˌaːminˈʌʈ
ٽوپ	ʈˈoːp
ٽيبل	ʈeːbˈʌl
ٽيليڪاسٽ	ʈˌeːlikaːsˈʌʈ
ٽڙي	ʈˈʌr.i
ٽکڙ	ʈəkʰˈʌr.
ٽڪراء	ʈəkˈʌraː
پئدائش	pˌədaːˈɪʃ
پارٽ	paːrˈʌʈ
پاسيرو	paːsˈiːroː
پالش	paːlˈʌʃ
پاپولر	pˌaːpoːlˈʌr
پاڻيء	pˈaːɳi
پبلڪيشن	pˌəbəlkiʃˈʌn
پتر	pət̪ˈʌr
پتل	pət̪ˈʌl
پختا	pˈʌxt̪aː
پختونخوا	pˌəxt̪uːnˈʌxʋaː
پرتي	pərˈʌt̪i
پرده	pərdˈʌh
پرزائيڊنگ	pˌərzˌaːiɖˈʌnɡ
پرهه	pˌərəhˈʌh
پروسيس	pˌəroːsˈiːs
پروٽو	pərˈoːʈoː
پروڊيوس	pˌəroːɖjˈoːs
پريزيڊنسي	pˌəriziɖˈʌnsi
پلاننگ	pˌəlaːnˈʌnɡ
پمپ	pˈʌmp
پهلوي	pəhˈʌlʋi
پهچن	pˌəhəcˈʌn
پورهيي	poːrˈʌhji
پوسٽل	pˌoːsəʈˈʌl
پوڄيندا	poːɟˈiːndaː
پيالي	pjˈaːli
پيروڪارن	pˌeːroːkaːrˈʌn
پيٽرول	pˌeːʈrˈoːl
پٺ	pˈʌʈʰ
پٽڻ	pəʈˈʌɳ
پپر	pəpˈʌr
پڪڙ	pəkˈʌr.
پھاڙ	pəhˈaːr.
پھچائي	pˌəhcˈaːi
ٿنڀن	ʈˌənəbʰˈʌn
ٿيسز	tʰeːsˈʌz
ڀائٽيو	bʰˈaːʈjoː
ڀاڻس	bʰaːɳˈʌs
ڀريندا	bʰərˈiːndaː
ڀوڏيسر	bʰˌoːɖisˈʌr
ڀڪشو	bʰəkˈʌʃoː
ڄاڻائين	ɟˌaːɳaːˈiːn
ڄيٺ	ɟˈeːʈʰ
ڄيٺانند	ɟˌeːʈʰaːnˈʌnd
چادرون	cˌaːdrˈoːn
چانڊڪي	caːnɖˈʌki
چاچڙ	caːcˈʌr.
چاڙھڻ	caːr.hˈʌɳ
چنبا	cənbˈaː
چورائيندو	cˌoːraːˈiːndoː
چيائينس	cjaːˈiːns
چيتن	ceːt̪ˈʌn
چيلهار	cˌeːlhˈaːr
چيلھ	ceːlˈʌh
چڙهيو	cər.ˈʌhjoː
چڙھي	cˈʌr.hi
چڱن	cˌəŋ̩ˈʌn
ڇلو	cʰˈʌloː
ڇنڇر	cʰˌənəcʰˈʌr
ڇڙوڇڙ	cʰˌər.oːcʰˈʌr.
ڊائريڪشن	ɖˌaːɪrˌiːkəʃˈʌn
ڊرائنگ	ɖˌəraːˈɪnɡ
ڊرگھ	ɖərˈʌɡʰ
ڊويزنل	ɖʋˌeːzənˈʌl
ڊگھا	ɖˈʌɡʰaː
ڌماڪن	dʰˌəmaːkˈʌn
ڌيء	dʰˈeː
ڍولڪ	ɖʰoːlˈʌk
ڏامر	ɖaːmˈʌr
ڏنس	ɖˈʌns
ڏنگي	ɖˈʌnɡi
ڏوھاري	ɖoːhˈaːri
ڏوھن	ɖoːhˈʌn
ڏيتي	ɖˈeːt̪i
ڏڪر	ɖəkˈʌr
ڦريل	pʰˈʌrjal
ڦهلائڻ	pʰˌəhəlaːˈɪɳ
ڦڦڙ	pʰəpʰˈʌr.
ڦڪو	pʰˈʌkoː
کؤنر	kʰˌəa͡ʊnˈʌr
کائن	kʰaːˈɪn
کارائجي	kʰˌaːraːˈɪɟi
کاڌائين	kʰˌaːdʰaːˈiːn
کرج	kʰərˈʌɟ
کري	kʰˈʌri
کلاڙي	kʰəlˈaːr.i
کنئي	kʰənˈʌi
کنڊرن	kʰˌənɖərˈʌn
کوليا	kʰˈoːljaː
کيل	kʰˈeːl
کڏون	kʰəɖˈoːn
کہ	kʰˈʌh
ڪاتب	kaːt̪ˈʌb
ڪاروهنوار	kˌaːroːhənʋˈaːr
ڪاسٽر	kˌaːsəʈˈʌr
ڪالونيون	kˌaːloːnjˈoːn
ڪاميڊي	kaːmˈiːɖi
ڪاڪي	kˈaːki
ڪتبخاني	kˌət̪əbxˈaːni
ڪتو	kˈʌt̪oː
ڪس	kˈʌs
ڪشادي	kəʃˈaːdi
ڪشتو	kˈʌʃt̪oː
ڪلاڪار	kˌəlaːkˈaːr
ڪلثوم	kˌəlsˈuːm
ڪلفٽن	kˌələfəʈˈʌn
ڪلي	kˈʌli
ڪمرو	kəmˈʌroː
ڪنگز	kənɡˈʌz
ڪوئن	koːˈɪn
ڪوتا	kˈoːt̪aː
ڪورنگي	koːrˈʌnɡi
ڪومل	koːmˈʌl
ڪوٺيندا	koːʈʰˈiːndaː
ڪوڏ	kˈoːɖ
ڪوڙا	kˈoːr.aː
ڪيم	kˈeːm
ڪيڙا	kˈeːr.aː
ڪيڪ	kˈeːk
ڪچري	kəcˈʌri
ڪڍندي	kəɖʰˈʌndi
ڪڍيون	kəɖʰjˈoːn
ڪڙيو	kˈʌr.joː
ڪڪڙن	kˌəkər.ˈʌn
گا	ɡˈaː
گائڪي	ɡaːˈɪki
گروئن	ɡˌəroːˈɪn
گرونانڪ	ɡˌəroːnaːnˈʌk
گلان	ɡəlˈaːn
گلستان	ɡˌəlˈɪstaːn
گهاري	ɡəhˈaːri
گهرايل	ɡˌəhərˈaːjal
گهرڙا	ɡˌəhərˈʌr.aː
گهم	ɡəhˈʌm
گهيريل	ɡəhˈiːrjal
گوڏن	ɡoːɖˈʌn
گيلاني	ɡeːlˈaːni
گڏاپ	ɡəɖˈaːp
گڏھ	ɡəɖˈʌh
گھوڙو	ɡʰˈoːr.oː
گھيري	ɡʰˈeːri
گھڙي	ɡʰˈʌr.i
ڳاله	ɡaːlˈʌh
ڳالھھ	ɡˌaːləhˈʌh
ڳنڍيو	ɡənˈʌɖʰjoː
ڳڻي	ɡˈʌɳi
ھاسپيٽل	hˌaːspiʈˈʌl
ھاضمي	haːzˈʌmi
ھلايو	həlˈaːjoː
ھينئر	heːnˈʌr
ھينري	heːnˈʌri
ھڏن	həɖˈʌn
آدرش	ˌaːdərˈʌʃ
آريجا	aːrˈiːɟaː
آرڪڊ	ˌaːrəkˈʌɖ
آفاق	aːfˈaːq
آلات	ˌaːlˈaːt
آندائون	ˌaːndaːˈoːn
آنرري	ˌaːnərˈʌri
آنرس	ˌaːnərˈʌs
آهسته	ˌaːhəst̪ˈʌh
آهنگي	aːhˈʌnɡi
آچاريا	aːcˈaːrjaː
آڏي	ˈaːɖi
آکيري	aːkʰˈiːri
آڱوٺي	ˌaːŋ̩ˈoːʈʰi
ائٽمن	ˌaʈəmˈʌn
ابوالبقا	abʋˈaːləbqaː
ابڙا	abˈʌr.aː
اثرائتو	ˌasraːˈɪt̪oː
اثير	asˈiːr
اجائي	aɟˈaːi
اجايو	aɟˈaːjoː
اجلاسن	ˌaɟlaːsˈʌn
اخباري	ˌaxbˈaːri
اداڪارائن	ˌadaːkˌaːraːˈɪn
ادو	ˈadoː
ارادن	ˌaraːdˈʌn
ارطغرل	ˌarətˌəɣərˈʌl
ارون	arˈoːn
ارڙھن	ˌarər.hˈʌn
ازخود	ˌazxˈoːd
اسرار	ˌasrˈaːr
اسود	asˈoːd
اسپورٽس	ˌaspˌoːrəʈˈʌs
اسٿان	ˌastʰˈaːn
اصفهان	ˌaʂəfhˈaːn
افتتاحي	ˌɪftɪt̪ˈaːhi
الائنس	ˌalaːˈɪns
الاساطير	ˌalaːsaːtˈiːr
الحسن	ˌaləhəsˈʌn
الدوله	ˌaldoːlˈʌh
المال	ˌalmˈaːl
المومنين	ˌalmˌoːmnˈiːn
الهڏنو	ˌaləhəɖˈʌnoː
الوطني	ˌaloːtˈʌni
امريڪا	ˌamrˈiːkaː
املهه	ˌamələhˈʌh
انسائيڪلو	ˌansaːikˈʌloː
انضمام	ˌanəzmˈaːm
انفرميشن	ˌanəfˌərmiʃˈʌn
انقلابن	ˌɪnqɪlaːbˈʌn
انڌو	ˈandʰoː
اورنگ	uːrˈʌnɡ
اوزون	uːzˈoːn
اوسط	uːsˈʌt
اولمپڪ	ˌuːləmpˈʌk
اوٽ	ˈuːʈ
اوچا	ˈuːcaː
ايجنسين	ˌeːɟnsˈiːn
ايندڙن	ˌeːndər.ˈʌn
اينٽلانٽڪ	ˌeːnəʈlaːnəʈˈʌk
ايٽ	ˈeːʈ
ايڊز	eːɖˈʌz
ايڪسچينج	ˌeːkəscinˈʌɟ
ايڪٽر	ˌeːkəʈˈʌr
اٿئي	aʈˈʌi
اڏامڻ	ˌaɖaːmˈʌɳ
اڏايو	aɖˈaːjoː
اڏرڻ	ˌaɖərˈʌɳ
اڻاٺ	aɳˈaːʈʰ
اڻلڀ	ˌaɳəlˈʌbʰ
اڻويھين	ˌaɳʋihˈiːn
اڻٿڪ	ˌaɳəʈˈʌk
باراني	bˈaːraːnˌiː
باشعور	bˈaːʃaːˌoːr
بالله	bˈaːləlˌəh
باندر	bˈaːndər
باڊي	bˈaːɖi
باگڙين	bˈaːɡr.ˌiːn
بدقسمتي	bˌədəqˌəsəmˈʌt̪i
بدي	bˈʌdi
بذات	bˌəzˈaːt
براهمڻ	bˌəraːhəmˈʌɳ
برلا	bərˈʌlaː
برنارڊشا	bˌərnˌaːrəɖˈʌʃaː
برهان	bˌərhˈaːn
برو	bˈʌroː
بسال	bəsˈaːl
بشمول	bˌəʃmˈuːl
بلو	bˈʌloː
بنگلا	bənɡˈʌlaː
بها	bˈʌhaː
بهڻ	bəhˈʌɳ
بو	bˈoː
بولي	bˈoːli
بونا	bˈoːnaː
بيري	bˈeːri
بيلجيم	bˈeːlɟˌiːm
بيڪٽيريا	bˈeːkʈˌiːrjaː
بپتسما	bˌəpət̪əsˈʌmaː
بڊو	bˈʌɖoː
بڙدي	bər.ˈʌdi
بگهاڙ	bˌəɡhˈaːr.
بگڙي	bəɡˈʌr.i
بھاول	bˌəhaːˈoːl
تا	t̪ˈaː
تاثرات	t̪ˌaːsərˈaːt
تاڙي	t̪ˈaːr.i
تباه	t̪əbˈaːh
تحريري	t̪ˌəhrˈiːri
تحفا	t̪əhˈʌfaː
ترغيب	t̪ˌərɣˈiːb
تسڪين	t̪ˌəskˈiːn
تعجب	t̪aːɟˈʌb
تلهار	t̪ˌəlhˈaːr
تمثيلي	t̪ˌəmsˈiːli
تنتن	t̪ˌənət̪ˈʌn
تندور	t̪əndˈuːr
توسيع	t̪ˈoːsi
توکان	t̪oːkʰˈaːn
تياريون	t̪jaːrjˈoːn
تيرن	t̪eːrˈʌn
تڪسيد	t̪ˌəksˈiːd
تڻو	t̪ˈʌɳoː
ثواب	sʋˈaːb
جئسيه	ɟəsˈiːh
جاسوس	ɟaːsˈoːs
جاسوسن	ɟˌaːsoːsˈʌn
جدائي	ɟˈʊdaːˌiː
جلاوطني	ɟˌəlaːoːtˈʌni
جم	ɟˈʌm
جميعت	ɟəmˈiːt̪
جنتا	ɟənˈʌt̪aː
جهليو	ɟəhˈʌljoː
جهنڊ	ɟəhˈʌnɖ
جهيڙو	ɟəhˈiːr.oː
جهڙوڪر	ɟˌəhər.uːkˈʌr
جهڳٽو	ɟˌəhəɡˈʌʈoː
جوائن	ɟˈaʋaːˈɪn
جوابده	ɟˈaʋaːbˌədəh
جيروسلم	ɟˌeːroːsəlˈʌm
جيسيه	ɟeːsˈiːh
جيم	ɟˈeːm
جيڏيون	ɟeːɖjˈoːn
جڪ	ɟˈʌk
جھوڪ	ɟəhˈoːk
حاجيبايوف	hˌaːɟibˈaːjoːf
حرفن	hˌərəfˈʌn
حرمين	hˌərmˈiːn
حرڪتون	hˌərəkt̪ˈoːn
حسابي	hˌəsaːbˈiː
حلب	həlˈʌb
حوارين	hʋaːrˈiːn
خطيب	xətˈiːb
خودڪار	xˈʊdkaːr
خيبرپختونخوا	xˌeːbərˌəpxt̪oːnˈʌxʋaː
درٻيلي	dˌərbˈiːli
درپيش	dˌərpˈiːʃ
دستبردار	dˌəst̪əbrdˈaːr
دلشاد	dˌəlʃˈaːd
ديھون	deːhˈoːn
دک	dˈʌkʰ
ذمري	zəmˈʌri
راجائون	rˌaːɟaːˈoːn
راما	rˈaːmaː
رامچندر	rˌaːməcəndˈʌr
رانا	rˈaːnaː
راڄو	rˈaːɟoː
راڌا	rˈaːdʰaː
رجعت	rəɟˈaːt̪
رخن	rˈʊxn
رساله	rˌəsaːlˈʌh
رشتي	rˈʌʃt̪i
رفتي	rˈafətˌiː
رقبو	rˌəqbˈoː
رليون	rəljˈoːn
رنگا	rˈʌnɡaː
روماني	roːmˈaːni
روپوش	roːpˈoːʃ
ريجنل	rˌeːɟənˈʌl
ريفرينڊم	rˌeːfrinɖˈʌm
ريڙهي	reːr.ˈʌhi
ريڪارڊ	rˌeːkaːrˈʌɖ
رکو	rˈʌkʰoː
رڪارڊنگ	rˌəkaːrəɖˈʌnɡ
زر	zˈʌr
زهريلي	zˌəhərˈiːli
زيادتي	zjaːdˈʌt̪i
سائنسز	sˌaːɪnsˈʌz
سالو	sˈaːloː
ساهي	sˈaːhi
ساهڙ	saːhˈʌr.
ساٺ	sˈaːʈʰ
ساڙ	sˈaːr.
سبڪتگين	sˌəbəkˌət̪ɡˈiːn
ستابو	sˌət̪aːbˈoː
سجاڳي	səɟˈaːɡi
سرندي	sərˈʌndi
سرواڻي	sərʋˈaːɳi
سفارتخاني	sˌəfaːrˌət̪xˈaːni
سفرنامن	sˌəfərnaːmˈʌn
سفيرن	sˌəfirˈʌn
سلطانن	sˌəltaːnˈʌn
سلفر	sˌələfˈʌr
سمائجي	sˌəmaːˈɪɟi
سناتن	sˌənaːt̪ˈʌn
سنجيده	sˌənɟidˈʌh
سندرو	səndˈʌroː
سنڀاليندڙ	sˌənbʰˌaːlindˈʌr.
سهاسي	səhˈaːsi
سوجھرو	sˌoːɟəhˈʌroː
سورن	soːrˈʌn
سوري	sˈoːri
سوليماني	sˌoːlimˈaːni
سونھري	sˈoːnhri
سوڄن	soːɟˈʌn
سوڙهو	soːr.ˈʌhoː
سيارچن	sjaːrcˈʌn
سياسيات	sjˌaːsiˈaːt
سيدنا	seːdˈʌnaː
سيلرا	seːlˈʌraː
سيوا	sjʋˈaː
سيکاري	seːkʰˈaːri
سپت	səpˈʌt̪
سڃاتل	sˌəɲaːt̪ˈʌl
سچا	sˈʌcaː
سڙڪ	sər.ˈʌk
سگهاري	sˌəɡhˈaːri
سھراب	sˌəhrˈaːb
شاهديون	ʃˌaːhədjˈoːn
شاهپور	ʃˌaːhəpˈoːr
شاگردي	ʃaːɡˈʌrdi
شاھجھان	ʃˌaːhəɟhˈaːn
شاھڪار	ʃˌaːhkˈaːr
شاھہ	ʃaːhˈʌh
شرما	ʃərˈʌmaː
شق	ʃˈʌq
شمالي	ʃəmˈaːli
شمل	ʃəmˈʌl
شناس	ʃənˈaːs
شھادت	ʃˌəhaːdˈʌt̪
صابر	ʂaːbˈɪr
صفتن	ʂˌəfət̪ˈʌn
صوتي	ʂˈoːt̪i
طبقات	tˌəbəqˈaːt
طرفو	tərˈʌfoː
طنزيه	tˌənzˈiːh
طيب	tˈeːb
عادتن	ˌaːdət̪ˈʌn
عادي	ˈaːdi
عبادتگاهن	abˈaːdət̪ɡaːhˌən
عبادتگاهه	abˈaːdət̪ɡaːhˌəh
عتاب	at̪ˈaːb
عدي	ˈadi
عرفات	ˌarəfˈaːt
علحدگي	ˌaləhədˈʌɡi
علميت	ˌalmˈiːt̪
علييف	aljˈiːf
عماد	amˈaːd
عمدن	ˌamədˈʌn
عنات	ˌanˈaːt
عيدي	aˈiːdi
غفار	ɣəfˈaːr
غيرقانوني	ɣˌeːrqaːnˈoːni
فال	fˈaːl
فانٽ	faːnˈʌʈ
فتوح	fˈʌt̪oːh
فرخ	fərˈʌx
فرهنگ	fˌərəhˈʌnɡ
فلمساز	fˈɪlmsaːz
فورٽ	foːrˈʌʈ
قافين	qaːfˈiːn
قباچي	qəbˈaːci
قبض	qəbˈʌz
قربت	qˌərəbˈʌt̪
قريبي	qˌəribˈiː
قيدخاني	qˌeːdxˈaːni
لائبريرين	lˌaːɪbrirˈiːn
لائجي	laːˈɪɟi
لانچر	laːncˈʌr
لانگ	lˈaːnɡ
لاڏ	lˈaːɖ
لاھي	lˈaːhi
لبنان	lˌəbnˈaːn
لسان	ləsˈaːn
لغتن	lˌəɣət̪ˈʌn
لقبن	lˌəqəbˈʌn
