а	ɑ
таємниця	tɐjemnɪt͡sʲɐ
таємницям	tɐjemnɪt͡sʲɐm
таємницями	tɐjemnɪt͡sʲɐme
таємницях	tɐjemnɪt͡sʲɐx
таємниці	tɐjemnɪt͡sʲi
таїланд	tɐjiɫɑnd
таїландець	tɐjiɫɑndet͡sʲ
таїландка	tɐjiɫɑndkɐ
таїландський	tɐjiɫɑnd͡zʲsʲkei̯
таїсія	tɐjisʲijɐ
твар	tʋɑr
тварина	tʋɐrenɑ
тварина	tʋɐrɪnɐ
твердий	tʋerdɪi̯
тверезий	tʋerɛzei̯
творити	twɔrɪte
твоя	twɔjɑ
твоє	twɔjɛ
твої	twɔji
твій	tʲʋʲii̯
твір	tʲʋʲir
твітнути	tʲʋʲitnʊte
те	tɛ
театр	teɑtr
тебе	tebɛ
теж	tɛʒ
тезис	tɛzes
текст	tɛkst
текстовий	tekstɔʋɪi̯
текстовий	tɛkstɔʋei̯
текти	tektɪ
телебачення	teɫebɑt͡ʃenʲːɐ
телеведуча	teɫeʋedut͡ʃɐ
телеведучий	teɫeʋedut͡ʃei̯
телевізор	teɫeʋʲizɔr
телевізійний	teɫeʋʲizʲii̯nei̯
телеглядач	teɫeɦlʲɐdɑt͡ʃ
телеглядачка	teɫeɦlʲɐdɑt͡ʃkɐ
телеканал	teɫekɐnɑɫ
телескоп	teɫeskɔp
телефон	teɫefɔn
телефонувати	teɫefɔnʊʋɑte
телугу	tɛɫʊɦʊ
теля	telʲɑ
тем	tɛm
тема	tɛmɐ
тематичний	temɐtɪt͡ʃnei̯
темний	tɛmnei̯
темниця	temnɪt͡sʲɐ
температура	temperɐturɐ
темрява	tɛmrʲɐʋɐ
тенденція	tendɛnʲt͡sʲijɐ
теніс	tɛnʲis
теолог	teɔɫɔɦ
теологічний	teɔɫoɦʲit͡ʃnei̯
теологія	teɔɫɔɦʲijɐ
теоретичний	teɔretɪt͡ʃnei̯
теорій	teɔrʲii̯
теорію	teɔrʲijʊ
теорія	teɔrʲijɐ
теоріям	teɔrʲijɐm
теоріями	teɔrʲijɐme
теоріях	teɔrʲijɐx
теоріє	teɔrʲije
теорією	teɔrʲijejʊ
теорії	teɔrʲiji
тепер	tepɛr
теперішній	tepɛrʲiʃnʲii̯
теплий	tɛpɫei̯
теплиця	tepɫɪt͡sʲɐ
тепло	tepɫɔ
тепло	tɛpɫɔ
тепловий	tepɫɔʋɪi̯
теплота	tepɫɔtɑ
терапевтичний	terɐpeu̯tɪt͡ʃnei̯
терапія	terɐpʲijɐ
теребейчук	terebei̯t͡ʃuk
терем	tɛrem
терен	terɛn
терен	tɛren
територіальна	teretɔrʲiɑlʲnɐ
територіальний	teretɔrʲiɑlʲnei̯
територія	teretɔrʲijɐ
території	teretɔrʲiji
термодинаміка	termɔdenɑmʲikɐ
термодинамічний	termɔdenɐmʲit͡ʃnei̯
термометр	termɔmetr
термометричний	termɔmetrɪt͡ʃnei̯
термометрія	termɔmɛtʲrʲijɐ
термін	tɛrmʲin
терміновий	termʲinɔʋei̯
термінологічний	termʲinɔɫoɦʲit͡ʃnei̯
термінологія	termʲinɔɫɔɦʲijɐ
терміт	termʲit
термітник	termʲitnek
тернопіль	ternɔpʲilʲ
тероризм	terɔrɪzm
терпеливий	terpeɫɪʋei̯
терпеливість	terpeɫɪʋʲisʲtʲ
терплячий	terplʲɑt͡ʃei̯
терплячість	terplʲɑt͡ʃʲisʲtʲ
терпіння	terpʲinʲːɐ
терпіти	terpʲite
терти	tɛrte
тесля	tɛsʲlʲɐ
тестування	testʊʋɑnʲːɐ
тестувати	testʊʋɑte
тесть	tɛsʲtʲ
тетеря	teterʲɑ
тетеря	tetɛrʲɐ
тетяна	tetʲɑnɐ
технократичний	texnɔkrɐtɪt͡ʃnei̯
технократія	texnɔkrɑtʲijɐ
технологічний	texnɔɫoɦʲit͡ʃnei̯
технологія	texnɔɫɔɦʲijɐ
технічний	texnʲit͡ʃnei̯
течія	tet͡ʃʲijɑ
теща	tɛʃt͡ʃɐ
ти	tɪ
тигр	tɪɦr
тиждень	tɪʒdenʲ
тижня	tɪʒnʲɐ
тим	tɪm
тими	tɪme
тимошенко	temɔʃɛnkɔ
тимчасовий	temt͡ʃɐsɔʋei̯
тип	tɪp
типовий	tepɔʋei̯
типовий	tepɔʋɪi̯
тирана	terɑnɐ
тис	tɪs
тиск	tɪsk
тисяч	tɪsʲɐt͡ʃ
тисяча	tɪsʲɐt͡ʃɐ
тисячний	tɪsʲɐt͡ʃnei̯
тисячоліттю	tesʲɐt͡ʃolʲitʲːʊ
тисячоліття	tesʲɐt͡ʃolʲitʲːɐ
тисячоліттям	tesʲɐt͡ʃolʲitʲːɐm
тисячоліттями	tesʲɐt͡ʃolʲitʲːɐme
тисячоліттях	tesʲɐt͡ʃolʲitʲːɐx
тисячолітті	tesʲɐt͡ʃolʲitʲːi
тисячоліть	tesʲɐt͡ʃolʲitʲ
титар	tɪtɐr
тих	tɪx
тихий	tɪxei̯
тиша	tɪʃɐ
тишина	teʃenɑ
ткаля	tkɑlʲɐ
ткати	tkɑte
тло	tɫɔ
тлумач	tɫʊmɑt͡ʃ
тлумачити	tɫʊmɑt͡ʃete
тлустий	tɫustei̯
тля	tʲlʲɑ
тобою	tɔbɔjʊ
тобто	tɔbtɔ
тобі	tobʲi
товар	tɔʋɑr
товариство	tɔʋɐrɪstwɔ
товариш	tɔʋɑreʃ
товаришка	tɔʋɑreʃkɐ
товмач	tɔu̯mɑt͡ʃ
товстий	tɔu̯stɪi̯
того	tɔɦɔ
тоді	todʲi
тодішній	todʲiʃnʲii̯
тож	tɔʒ
той	tɔi̯
токар	tɔkɐr
токсикологічний	tɔksekɔɫoɦʲit͡ʃnei̯
токсикологія	tɔksekɔɫɔɦʲijɐ
токсичний	tɔksɪt͡ʃnei̯
токіо	tɔkʲiɔ
толерантний	tɔɫerɑntnei̯
толерантність	tɔɫerɑntʲnʲisʲtʲ
том	tɔm
тому	tomu
тому	tɔmʊ
тонкий	tɔnkei̯
тонкий	tɔnkɪi̯
тонна	tɔnːɐ
топографічний	tɔpɔɦrɐfʲit͡ʃnei̯
топографія	tɔpɔɦrɑfʲijɐ
тополею	tɔpɔɫejʊ
тополь	tɔpɔlʲ
тополю	tɔpɔlʲʊ
тополя	tɔpɔlʲɐ
тополям	tɔpɔlʲɐm
тополями	tɔpɔlʲɐme
тополях	tɔpɔlʲɐx
тополі	tɔpɔlʲi
топір	topʲir
торба	tɔrbɐ
торговий	tɔrɦɔʋei̯
торгівля	torɦʲiu̯lʲɐ
торкати	tɔrkɑte
торкатися	tɔrkɑtesʲɐ
торкнути	torknute
торкнутися	torknutesʲɐ
торпеда	tɔrpɛdɐ
торт	tɔrt
торік	torʲik
тотальний	tɔtɑlʲnei̯
тоталітаризм	tɔtɐlʲitɐrɪzm
тоталітарний	tɔtɐlʲitɑrnei̯
точка	tɔt͡ʃkɐ
точний	tɔt͡ʃnei̯
точно	tɔt͡ʃnɔ
тошо	tɔʃɔ
тощо	tɔʃt͡ʃɔ
тою	tɔjʊ
тої	tɔji
трав'яний	trɐʋjɐnɪi̯
трав'янистий	trɐʋjɐnɪstei̯
трава	trɐʋɑ
травень	trɑʋenʲ
травлення	trɑu̯ɫenʲːɐ
травмувати	trɐu̯mʊʋɑte
травоїдний	trɐwɔjidnei̯
трагедій	trɐɦɛdʲii̯
трагедію	trɐɦɛdʲijʊ
трагедія	trɐɦɛdʲijɐ
трагедіям	trɐɦɛdʲijɐm
трагедіями	trɐɦɛdʲijɐme
трагедіях	trɐɦɛdʲijɐx
трагедіє	trɐɦɛdʲije
трагедією	trɐɦɛdʲijejʊ
трагедії	trɐɦɛdʲiji
трагічний	trɐɦʲit͡ʃnei̯
традиційний	trɐdet͡sʲii̯nei̯
традиційно	trɐdet͡sʲii̯nɔ
традицію	trɐdɪt͡sʲijʊ
традиція	trɐdɪt͡sʲijɐ
трактор	trɑktɔr
трактористка	trɐktɔrɪstkɐ
трамвай	trɐmʋɑi̯
транзит	trɐnzɪt
транзитний	trɐnzɪtnei̯
трансплантацій	trɐnspɫɐntɑt͡sʲii̯
трансплантація	trɐnspɫɐntɑt͡sʲijɐ
трансплантації	trɐnspɫɐntɑt͡sʲiji
транспорт	trɑnspɔrt
транспортний	trɑnspɔrtnei̯
транспортувати	trɐnspɔrtʊʋɑte
трансформацій	trɐnsfɔrmɑt͡sʲii̯
трансформацію	trɐnsfɔrmɑt͡sʲijʊ
трансформація	trɐnsfɔrmɑt͡sʲijɐ
трансформаціям	trɐnsfɔrmɑt͡sʲijɐm
трансформаціями	trɐnsfɔrmɑt͡sʲijɐme
трансформаціях	trɐnsfɔrmɑt͡sʲijɐx
трансформацією	trɐnsfɔrmɑt͡sʲijejʊ
трансформації	trɐnsfɔrmɑt͡sʲiji
трансформувати	trɐnsfɔrmʊʋɑte
трапитися	trɑpetesʲɐ
траплятися	trɐplʲɑtesʲɐ
траєкторія	trɐjektɔrʲijɐ
треба	trɛbɐ
тремпель	trɛmpelʲ
тренер	trɛner
тренування	trenʊʋɑnʲːɐ
тренувати	trenʊʋɑte
тренінг	trɛnʲinɦ
трепанація	trepɐnɑt͡sʲijɐ
третій	trɛtʲii̯
трефа	trɛfɐ
три	trɪ
трибунал	trebʊnɑɫ
тривалий	treʋɑɫei̯
тривалість	treʋɑlʲisʲtʲ
тривати	treʋɑte
тривимірний	treʋɪmʲirnei̯
тривога	trewɔɦɐ
тригліцерид	treɦlʲit͡serɪd
тридцятий	tred͡zʲt͡sʲɑtei̯
тридцятиліття	tred͡zʲt͡sʲɐtelʲitʲːɐ
тридцятиріччя	tred͡zʲt͡sʲɐterʲit͡ʃʲːɐ
тридцять	trɪd͡zʲt͡sʲɐtʲ
трикутний	trekutnei̯
трикутник	trekutnek
тримати	tremɑte
тринадцятий	trenɑd͡zʲt͡sʲɐtei̯
тринадцять	trenɑd͡zʲt͡sʲɐtʲ
триповерховий	trepɔʋerxɔʋei̯
триста	trɪstɐ
тристоронній	trestɔrɔnʲːii̯
трок	trɔk
троль	trɔlʲ
трон	trɔn
тротуар	trɔtʊɑr
тротуарам	trɔtʊɑrɐm
тротуарами	trɔtʊɑrɐme
тротуарах	trɔtʊɑrɐx
тротуари	trɔtʊɑre
тротуарі	trɔtʊɑrʲi
тротуарів	trɔtʊɑrʲiu̯
трохи	trɔxe
троянда	trɔjɑndɐ
троє	trɔje
труба	trʊbɑ
трубкозуб	trʊbkozub
трубопровід	trʊbɔprɔʋʲid
трудний	trʊdnɪi̯
трудність	trudʲnʲisʲtʲ
трудовий	trʊdɔʋɪi̯
трудівник	trʊdʲiu̯nɪk
труна	trʊnɑ
труп	trup
трупа	pret͡ʃɪnɐ
трутень	trutenʲ
труїти	trʊjite
трьохсот	tʲrʲɔxsɔt
трьохсотий	tʲrʲɔxsɔtei̯
трясти	tʲrʲɐstɪ
тріска	tʲrʲiskɐ
тріска	tʲrʲiskɑ
тріумфальна	tʲrʲiʊmfɑlʲnɐ
тріумфальний	tʲrʲiʊmfɑlʲnei̯
тріщина	tʲrʲiʃt͡ʃenɐ
ту	tu
туалет	tʊɐɫɛt
тугий	tʊɦɪi̯
туди	tʊdɪ
туз	tuz
туман	tʊmɑn
тунелеві	tʊnɛɫeʋʲi
тунелем	tʊnɛɫem
тунель	tʊnɛlʲ
тунелю	tʊnɛlʲʊ
тунелям	tʊnɛlʲɐm
тунелями	tʊnɛlʲɐme
тунелях	tʊnɛlʲɐx
тунелі	tʊnɛlʲi
тунелів	tʊnɛlʲiu̯
туніс	tʊnʲis
тупий	tʊpɪi̯
тура	tʊrɑ
турбота	tʊrbɔtɐ
турецький	tʊrɛt͡sʲkei̯
туреччина	tʊrɛt͡ʃːenɐ
туризм	tʊrɪzm
турист	tʊrɪst
туристичний	tʊrestɪt͡ʃnei̯
туристка	tʊrɪstkɐ
туркменістан	tʊrkmenʲistɑn
турків	turkʲiu̯
турнікет	tʊrnʲikɛt
турнір	tʊrnʲir
турок	turɔk
турчанка	tʊrt͡ʃɑnkɐ
тут	tut
тхір	tʲxʲir
тюлень	tʲʊɫɛnʲ
тюремний	tʲʊrɛmnei̯
тюрма	tʲʊrmɑ
тютюн	tʲʊtʲun
тюхтій	tʲʊxtʲii̯
тягати	tʲɐɦɑte
тягнути	tʲɐɦnute
тягти	tʲɐɦtɪ
тяжкий	tʲɐʒkɪi̯
тяти	tʲɑte
ті	tʲi
тій	tʲii̯
тікати	tʲikɐte
тікати	tʲikɑte
тілесний	tʲiɫɛsnei̯
тіло	tʲiɫɔ
тільки	tʲilʲke
тілі	tʲilʲi
тім	tʲim
тім'я	tʲimjɐ
тінь	tʲinʲ
тіні	tʲinʲi
тісний	tʲisnɪi̯
тістечко	tʲistet͡ʃkɔ
тісто	tʲistɔ
тітка	tʲitkɐ
тією	tʲijɛjʊ
тієї	tʲijɛji
убивати	ʊbeʋɑte
убивство	ʊbɪu̯stwɔ
убити	ʊbɪte
убогий	ʊbɔɦei̯
ув'язнення	ʊʋjɑznenʲːɐ
ув'язнити	ʊʋjɐznɪte
ув'язнювати	ʊʋjɑzʲnʲʊʋɐte
увага	ʊʋɑɦɐ
уважний	ʊʋɑʒnei̯
увесь	ʊʋɛsʲ
увечері	ʊʋɛt͡ʃerʲi
увімкнути	ʊʋʲimknute
уганда	ʊɦɑndɐ
угода	ʊɦɔdɐ
угорець	ʊɦɔret͡sʲ
угорка	ʊɦɔrkɐ
угорський	ʊɦɔrsʲkei̯
угорськомовний	ʊɦɔrsʲkɔmɔu̯nei̯
угорщина	ʊɦɔrʃt͡ʃenɐ
удача	ʊdɑt͡ʃɐ
удосвіта	ʊdɔsʲʋʲitɐ
удосконалити	ʊdɔskɔnɑɫete
удосконалювати	ʊdɔskɔnɑlʲʊʋɐte
ужгород	uʒɦɔrɔd
уже	ʊʒɛ
уживати	ʊʒeʋɑte
ужити	ʊʒɪte
узагальнити	ʊzɐɦɑlʲnete
узагальнювати	ʊzɐɦɑlʲnʲʊʋɐte
узаконити	ʊzɐkɔnete
узаконювати	ʊzɐkɔnʲʊʋɐte
узбекистан	ʊzbekestɑn
узлісся	ʊzʲlʲisʲːɐ
узяти	ʊzʲɑte
україна	ʊkrɐjinɐ
україна	ʊkrɑjinɐ
українець	ʊkrɐjinet͡sʲ
україни	ʊkrɐjine
українка	ʊkrɐjinkɐ
україно	ʊkrɐjinɔ
україномовний	ʊkrɐjinɔmɔu̯nei̯
українофоб	ʊkrɐjinɔfɔb
україною	ʊkrɐjinɔjʊ
українська	ʊkrɐjinʲsʲkɐ
українське	ʊkrɐjinʲsʲke
український	ʊkrɐjinʲsʲkei̯
українським	ʊkrɐjinʲsʲkem
українськими	ʊkrɐjinʲsʲkeme
українських	ʊkrɐjinʲsʲkex
українського	ʊkrɐjinʲsʲkɔɦɔ
українському	ʊkrɐjinʲsʲkɔmʊ
українською	ʊkrɐjinʲsʲkɔjʊ
української	ʊkrɐjinʲsʲkɔji
українську	ʊkrɐjinʲsʲkʊ
українські	ʊkrɐjinsʲkʲi
українській	ʊkrɐjinsʲkʲii̯
українськім	ʊkrɐjinsʲkʲim
україну	ʊkrɐjinʊ
українці	ʊkrɐjinʲt͡sʲi
україні	ʊkrɐjinʲi
українізація	ʊkrɐjinʲizɑt͡sʲijɐ
укріп	ʊkrʲip
укус	ʊkus
ультиматум	ʊlʲtemɑtʊm
улюбленець	ʊlʲubɫenet͡sʲ
улюблений	ʊlʲubɫenei̯
улюбленка	ʊlʲubɫenkɐ
уманець	ʊmɐnɛt͡sʲ
умань	umɐnʲ
умерти	ʊmɛrte
умикати	ʊmekɑte
умирати	ʊmerɑte
умисний	ʊmɪsnei̯
умова	ʊmɔʋɐ
умовах	ʊmɔʋɐx
умовний	ʊmɔu̯nei̯
уможливити	ʊmɔʒɫɪʋete
уможливлювати	ʊmɔʒɫɪu̯lʲʊʋɐte
уміння	ʊmʲinʲːɐ
уміти	ʊmʲite
унеможливити	ʊnemɔʒɫɪʋete
унеможливлювати	ʊnemɔʒɫɪu̯lʲʊʋɐte
уникати	ʊnekɑte
уникнути	ʊnɪknʊte
універсальний	ʊnʲiʋersɑlʲnei̯
універсальність	ʊnʲiʋersɑlʲnʲisʲtʲ
університет	ʊnʲiʋersetɛt
університетський	ʊnʲiʋersetɛt͡sʲkei̯
унікальний	ʊnʲikɑlʲnei̯
уособити	ʊɔsɔbete
уособлювати	ʊɔsɔblʲʊʋɐte
упасти	ʊpɑste
упевнений	ʊpɛu̯nenei̯
упевненість	ʊpɛu̯nenʲisʲtʲ
упередження	ʊperɛd͡ʒenʲːɐ
уповноважити	ʊpɔu̯nɔʋɑʒete
уповноважувати	ʊpɔu̯nɔʋɑʒʊʋɐte
уподібнення	ʊpodʲibnenʲːɐ
упорядковувати	ʊpɔrʲɐdkɔwʊʋɐte
упорядкувати	ʊpɔrʲɐdkʊʋɑte
управління	ʊprɐu̯lʲinʲːɐ
управлінський	ʊprɐu̯lʲinʲsʲkei̯
ураган	ʊrɐɦɑn
ураження	ʊrɑʒenʲːɐ
урбанізація	ʊrbɐnʲizɑt͡sʲijɐ
урбанізм	ʊrbɐnʲizm
урбанізувати	ʊrbɐnʲizʊʋɑte
уродливий	ʊrɔdɫɪʋei̯
урожай	ʊrɔʒɑi̯
урок	urɔk
урок	ʊrɔk
урочистий	ʊrɔt͡ʃɪstei̯
уряд	urʲɐd
уряд	ʊrʲɑd
урядовий	ʊrʲɐdɔʋei̯
урізноманітнити	ʊrʲiznɔmɐnʲitnete
урізноманітнювати	ʊrʲiznɔmɐnʲitʲnʲʊʋɐte
усвідомити	ʊsʲʋʲidɔmete
усвідомлювати	ʊsʲʋʲidɔmlʲʊʋɐte
ускладнити	ʊskɫɐdnɪte
ускладнювати	ʊskɫɑdʲnʲʊʋɐte
усмішка	usʲmʲiʃkɐ
усмішка	ʊsʲmʲiʃkɐ
усний	usnei̯
успадковувати	ʊspɐdkɔwʊʋɐte
успадкувати	ʊspɐdkʊʋɑte
успіх	usʲpʲix
успішний	ʊsʲpʲiʃnei̯
успішно	ʊsʲpʲiʃnɔ
уста	ʊstɑ
уставати	ʊstɐʋɑte
установа	ʊstɐnɔʋɐ
установити	ʊstɐnɔʋɪte
установлювати	ʊstɐnɔu̯lʲʊʋɐte
устриця	ustret͡sʲɐ
усувати	ʊsʊʋɑte
усунути	ʊsunʊte
усьому	ʊsʲɔmʊ
усім	ʊsʲim
утомлений	ʊtɔmɫenei̯
уточнити	ʊtɔt͡ʃnɪte
уточнювати	ʊtɔt͡ʃnʲʊʋɐte
утрат	ʊtrɑt
утрата	ʊtrɑtɐ
утратам	ʊtrɑtɐm
утратами	ʊtrɑtɐme
утратах	ʊtrɑtɐx
утрати	ʊtrɑte
утратою	ʊtrɑtɔjʊ
утрату	ʊtrɑtʊ
утраті	ʊtrɑtʲi
утруднити	ʊtrʊdnɪte
утруднювати	ʊtrudʲnʲʊʋɐte
учасник	ʊt͡ʃɑsnek
учасниця	ʊt͡ʃɑsnet͡sʲɐ
участь	ut͡ʃɐsʲtʲ
учениця	ʊt͡ʃenɪt͡sʲɐ
учень	ut͡ʃenʲ
учитель	ʊt͡ʃɪtelʲ
учити	ʊt͡ʃɪte
учора	ʊt͡ʃɔrɐ
уява	ʊjɑʋɐ
уявити	ʊjɐʋɪte
уявлення	ʊjɑu̯ɫenʲːɐ
уявляти	ʊjɐu̯lʲɑte
уявіть	ʊjɐʋʲitʲ
фабрика	fɑbrekɐ
фавна	fɑu̯nɐ
фагот	fɐɦɔt
фаза	fɑzɐ
файний	fɑi̯nei̯
файно	fɑi̯nɔ
факт	fɑkt
фактичний	fɐktɪt͡ʃnei̯
фактично	fɐktɪt͡ʃnɔ
фальсифікація	fɐlʲsefʲikɑt͡sʲijɐ
фальсифікування	fɐlʲsefʲikʊʋɑnʲːɐ
фальсифікувати	fɐlʲsefʲikʊʋɑte
фальш	fɑlʲʃ
фальшивий	fɐlʲʃɪʋei̯
фараон	fɐrɐɔn
фарба	fɑrbɐ
фармакологічний	fɐrmɐkɔɫoɦʲit͡ʃnei̯
фармакологія	fɐrmɐkɔɫɔɦʲijɐ
фармацевтика	fɐrmɐt͡sɛu̯tekɐ
фармацевтичний	fɐrmɐt͡seu̯tɪt͡ʃnei̯
фарфор	fɐrfɔr
фарфор	fɑrfɔr
фасад	fɐsɑd
фауна	fɑʊnɐ
фах	fɑx
фахівець	fɐxʲiʋɛt͡sʲ
фашизм	fɐʃɪzm
федерацій	federɑt͡sʲii̯
федерацію	federɑt͡sʲijʊ
федерація	federɑt͡sʲijɐ
федераціям	federɑt͡sʲijɐm
федераціями	federɑt͡sʲijɐme
федераціях	federɑt͡sʲijɐx
федерацією	federɑt͡sʲijejʊ
федерації	federɑt͡sʲiji
федорович	fedɔrɔʋet͡ʃ
федір	fɛdʲir
фей	fɛi̯
феміністичний	femʲinʲistɪt͡ʃnei̯
феміністський	femʲinʲisʲkei̯
феномен	fenɔmen
ферзь	fɛrzʲ
ферма	fɛrmɐ
фермент	fermɛnt
ферії	fɛrʲiji
фестиваль	festeʋɑlʲ
фею	fɛjʊ
фея	fɛjɐ
феям	fɛjɐm
феями	fɛjɐme
феях	fɛjɐx
феє	fɛje
феєю	fɛjejʊ
феї	fɛji
фоб	fɔb
фольга	fɔlʲɦɐ
фольга	fɔlʲɦɑ
фольклор	fɔlʲkɫɔr
фонд	fɔnd
фонтан	fɔntɑn
форель	fɔrɛlʲ
форма	fɔrmɐ
формальний	fɔrmɑlʲnei̯
формування	fɔrmʊʋɑnʲːɐ
формула	fɔrmʊɫɐ
формулювати	fɔrmʊlʲʊʋɑte
фортепіано	fɔrtepʲiɑnɔ
фосфат	fɔsfɑt
фосфор	fɔsfɔr
фотель	fɔtɛlʲ
фотограф	fɔtɔɦrɐf
фотографій	fɔtɔɦrɑfʲii̯
фотографічний	fɔtɔɦrɐfʲit͡ʃnei̯
фотографію	fɔtɔɦrɑfʲijʊ
фотографія	fɔtɔɦrɑfʲijɐ
фотографіям	fɔtɔɦrɑfʲijɐm
фотографіями	fɔtɔɦrɑfʲijɐme
фотографіях	fɔtɔɦrɑfʲijɐx
фотографіє	fɔtɔɦrɑfʲije
фотографією	fɔtɔɦrɑfʲijejʊ
фотографії	fɔtɔɦrɑfʲiji
фотосинтез	fɔtɔsɪntez
фотосинтетичний	fɔtɔsentetɪt͡ʃnei̯
фрагмент	frɐɦmɛnt
фрагмента	frɐɦmɛntɐ
фрагментам	frɐɦmɛntɐm
фрагментами	frɐɦmɛntɐme
фрагментах	frɐɦmɛntɐx
фрагменти	frɐɦmɛnte
фрагментові	frɐɦmɛntɔʋʲi
фрагментом	frɐɦmɛntɔm
фрагменту	frɐɦmɛntʊ
фрагменті	frɐɦmɛnʲtʲi
фрагментів	frɐɦmɛnʲtʲiu̯
фразеологічний	frɐzeɔɫoɦʲit͡ʃnei̯
фразеологія	frɐzeɔɫɔɦʲijɐ
фракція	frɑkt͡sʲijɐ
француз	frɐnt͡suz
французький	frɐnt͡suzʲkei̯
франція	frɑnʲt͡sʲijɐ
фриз	frɪz
фрукт	frukt
фруктовий	frʊktɔʋei̯
фрустрація	frʊstrɑt͡sʲijɐ
фундаментальний	fʊndɐmentɑlʲnei̯
функціональний	fʊnkt͡sʲiɔnɑlʲnei̯
функціонувати	fʊnkt͡sʲiɔnʊʋɑte
функція	funkt͡sʲijɐ
фургон	fʊrɦɔn
фюзеляж	fʲʊzelʲɑʒ
фігура	fʲiɦurɐ
фізика	fʲizekɐ
фізичний	fʲizɪt͡ʃnei̯
фізіолог	fʲizʲiɔɫɔɦ
фізіологічний	fʲizʲiɔɫoɦʲit͡ʃnei̯
фізіологія	fʲizʲiɔɫɔɦʲijɐ
фіксація	fʲiksɑt͡sʲijɐ
філантропічний	fʲiɫɐntropʲit͡ʃnei̯
філологічний	fʲiɫɔɫoɦʲit͡ʃnei̯
філологія	fʲiɫɔɫɔɦʲijɐ
