aalboaiei	aalbŏajej
începură	ɨntʃepurə
începuse	ɨntʃepuse
începuseră	ɨntʃepuserə
început	ɨntʃeput
începutul	ɨntʃeputul
începând	ɨntʃepɨnd
începător	ɨntʃepətor
începătură	ɨntʃepəturə
încerc	ɨntʃerk
încerca	ɨntʃerka
încercare	ɨntʃerkare
încercarea	ɨntʃerkarĕa
încercară	ɨntʃerkarə
încercase	ɨntʃerkase
încercat	ɨntʃerkat
încercată	ɨntʃerkatə
încercați	ɨntʃerkatsʲ
încerce	ɨntʃertʃe
încercuire	ɨntʃerkuire
încercuit	ɨntʃerkuit
încercând	ɨntʃerkɨnd
încercăm	ɨntʃerkəm
încercăna	ɨntʃerkəna
încercănare	ɨntʃerkənare
încercănat	ɨntʃerkənat
încercări	ɨntʃerkərʲ
încet	ɨntʃet
înceta	ɨntʃeta
încetare	ɨntʃetare
încetară	ɨntʃetarə
încetat	ɨntʃetat
încetează	ɨntʃetĕazə
înceteze	ɨntʃeteze
încetezi	ɨntʃetezʲ
încetineală	ɨntʃetinĕalə
încetinel	ɨntʃetinel
încetini	ɨntʃetini
încetinire	ɨntʃetinire
încetinise	ɨntʃetinise
încetinit	ɨntʃetinit
încetinitor	ɨntʃetinitor
încetișor	ɨntʃetiʃor
încetișorul	ɨntʃetiʃorul
încetul	ɨntʃetul
încetățenire	ɨntʃetətsenire
încetățenit	ɨntʃetətsenit
încețoșa	ɨntʃetsoʃa
încețoșare	ɨntʃetsoʃare
încețoșat	ɨntʃetsoʃat
încețoșată	ɨntʃetsoʃatə
încețoșeze	ɨntʃetsoʃeze
închega	ɨnkʲ̩eɡa
închegare	ɨnkʲ̩eɡare
închegat	ɨnkʲ̩eɡat
închegată	ɨnkʲ̩eɡatə
închegătoare	ɨnkʲ̩eɡətŏare
închegător	ɨnkʲ̩eɡətor
închegătură	ɨnkʲ̩eɡəturə
închegățică	ɨnkʲ̩eɡətsikə
închei	ɨnkʲ̩ej
încheia	ɨnkʲ̩eja
încheiase	ɨnkʲ̩ejase
încheiat	ɨnkʲ̩ejat
încheiate	ɨnkʲ̩ejate
încheiată	ɨnkʲ̩ejatə
încheiați	ɨnkʲ̩ejatsʲ
încheiem	ɨnkʲ̩ejem
încheiere	ɨnkʲ̩ejere
încheierea	ɨnkʲ̩ejerĕa
încheietor	ɨnkʲ̩ejetor
închiaburire	ɨnkʲ̩jaburire
închiaburit	ɨnkʲ̩jaburit
închid	ɨnkʲ̩id
închide	ɨnkʲ̩ide,ɨnkide
închidere	ɨnkʲ̩idere
închiderea	ɨnkʲ̩iderĕa
închideți	ɨnkʲ̩idetsʲ
închidă	ɨnkʲ̩idə
închina	ɨnkʲ̩ina
închinare	ɨnkʲ̩inare
închinat	ɨnkʲ̩inat
închinga	ɨnkʲ̩inɡa
închingare	ɨnkʲ̩inɡare
închingat	ɨnkʲ̩inɡat
închinăciune	ɨnkʲ̩inətʃ̩une
închinător	ɨnkʲ̩inətor
închiondorare	ɨnkʲ̩̩ondorare
închipui	ɨnkʲ̩ipui
închipuire	ɨnkʲ̩ipuire
închipuit	ɨnkʲ̩ipuit
închipuiți	ɨnkʲ̩ipuitsʲ
închircire	ɨnkʲ̩irtʃire
închircit	ɨnkʲ̩irtʃit
închiria	ɨnkʲ̩irija
închiriat	ɨnkʲ̩irijat
închiriază	ɨnkʲ̩irijazə
închiriem	ɨnkʲ̩irijem
închiriere	ɨnkʲ̩irijere
închiriez	ɨnkʲ̩irijez
închis	ɨnkʲ̩is
închise	ɨnkʲ̩ise
închisei	ɨnkʲ̩isej
închisese	ɨnkʲ̩isese
închisoare	ɨnkʲ̩isŏare
închista	ɨnkʲ̩ista
închistare	ɨnkʲ̩istare
închistat	ɨnkʲ̩istat
închituire	ɨnkʲ̩ituire
închizătoare	ɨnkʲ̩izətŏare
închizător	ɨnkʲ̩izətor
închiși	ɨnkʲ̩iʃʲ
încifra	ɨntʃifra
încifrare	ɨntʃifrare
încifrat	ɨntʃifrat
încinchit	ɨntʃinkʲ̩it
încincire	ɨntʃintʃire
încincit	ɨntʃintʃit
încinge	ɨntʃindʒe
încingere	ɨntʃindʒere
încins	ɨntʃins
înciocăla	ɨntʃ̩okəla
înciocălare	ɨntʃ̩okəlare
înciocălat	ɨntʃ̩okəlat
înciripa	ɨntʃiripa
înciripare	ɨntʃiripare
înciripat	ɨntʃiripat
înciuda	ɨntʃ̩uda
înciudare	ɨntʃ̩udare
înciudat	ɨntʃ̩udat
încleia	ɨnkleja
încleială	ɨnklejalə
încleiat	ɨnklejat
încleiere	ɨnklejere
încleșta	ɨnkleʃta
încleștare	ɨnkleʃtare
încleștat	ɨnkleʃtat
încleștați	ɨnkleʃtatsʲ
înclicheta	ɨnklikʲ̩eta
înclichetaj	ɨnklikʲ̩etaʒ
înclichetare	ɨnklikʲ̩etare
înclichetat	ɨnklikʲ̩etat
înclina	ɨnklina
înclinare	ɨnklinare
înclinat	ɨnklinat
înclinație	ɨnklinatsije
încoa	ɨnkŏa
încoace	ɨnkŏatʃe
încolea	ɨnkolĕa
încolo	ɨnkolo
încolona	ɨnkolona
încolonare	ɨnkolonare
încolonat	ɨnkolonat
încolăceală	ɨnkolətʃ̩alə
încolăci	ɨnkolətʃi
încolăcire	ɨnkolətʃire
încolăcit	ɨnkolətʃit
încolăcitură	ɨnkolətʃiturə
încolătăci	ɨnkolətətʃi
încolătăcire	ɨnkolətətʃire
încolătăcit	ɨnkolətətʃit
încolțat	ɨnkoltsat
încolțire	ɨnkoltsire
încolțise	ɨnkoltsise
încolțit	ɨnkoltsit
încomat	ɨnkomat
încondeia	ɨnkondeja
încondeiat	ɨnkondejat
încondeiere	ɨnkondejere
încondeietură	ɨnkondejeturə
înconjoară	ɨnkonʒŏarə
înconjur	ɨnkonʒur
înconjura	ɨnkonʒura
înconjurare	ɨnkonʒurare
înconjurară	ɨnkonʒurarə
înconjurat	ɨnkonʒurat
înconjurau	ɨnkonʒuraw
înconjurăm	ɨnkonʒurəm
înconjurător	ɨnkonʒurətor
încontra	ɨnkontra
încontrare	ɨnkontrare
încopciere	ɨnkoptʃijere
încorda	ɨnkorda
încordare	ɨnkordare
încordat	ɨnkordat
încordată	ɨnkordatə
încordător	ɨnkordətor
încordătură	ɨnkordəturə
încornora	ɨnkornora
încornorare	ɨnkornorare
încornorat	ɨnkornorat
încorona	ɨnkorona
încoronare	ɨnkoronare
încoronat	ɨnkoronat
încorseta	ɨnkorseta
încorsetare	ɨnkorsetare
încorsetat	ɨnkorsetat
încotoșma	ɨnkotoʃma
încotoșmare	ɨnkotoʃmare
încotoșmat	ɨnkotoʃmat
încotoșmăna	ɨnkotoʃməna
încotoșmănare	ɨnkotoʃmənare
încotoșmănat	ɨnkotoʃmənat
încotoșmănire	ɨnkotoʃmənire
încotoșmănit	ɨnkotoʃmənit
încotro	ɨnkotro
încotrova	ɨnkotrova
încovoia	ɨnkovoja
încovoială	ɨnkovojalə
încovoiat	ɨnkovojat
încovoiată	ɨnkovojatə
încovoiere	ɨnkovojere
încovoietură	ɨnkovojeturə
încovriga	ɨnkovriɡa
încovrigare	ɨnkovriɡare
încovrigat	ɨnkovriɡat
încrede	ɨnkrede
încredere	ɨnkredere
încrederea	ɨnkrederĕa
încrederii	ɨnkrederij
încredința	ɨnkredintsa
încredințare	ɨnkredintsare
încredințat	ɨnkredintsat
încremeneală	ɨnkremenĕalə
încremeni	ɨnkremeni
încremenire	ɨnkremenire
încremenit	ɨnkremenit
încrengătură	ɨnkrenɡəturə
încresta	ɨnkresta
încrestare	ɨnkrestare
încrestat	ɨnkrestat
încrezut	ɨnkrezut
încrezător	ɨnkrezətor
încreț	ɨnkrets
încreți	ɨnkretsi
încrețire	ɨnkretsire
încrețit	ɨnkretsit
încrețitură	ɨnkretsiturə
încropire	ɨnkropire
încropit	ɨnkropit
încrucire	ɨnkrutʃire
încrucit	ɨnkrutʃit
încrucișa	ɨnkrutʃiʃa
încrucișare	ɨnkrutʃiʃare
încrucișat	ɨnkrutʃiʃat
încrunta	ɨnkrunta
încruntare	ɨnkruntare
încruntat	ɨnkruntat
încruntătură	ɨnkruntəturə
încrustațiune	ɨnkrustatsiune
încrușire	ɨnkruʃire
încrușit	ɨnkruʃit
încrâncena	ɨnkrɨntʃena
încrâncenare	ɨnkrɨntʃenare
încrâncenat	ɨnkrɨntʃenat
încrâncina	ɨnkrɨntʃina
încrâncinare	ɨnkrɨntʃinare
încuia	ɨnkuja
încuiat	ɨnkujat
încuibare	ɨnkuibare
încuibat	ɨnkuibat
încuie	ɨnkuje
încuiere	ɨnkujere
încuietoare	ɨnkujetŏare
încuietură	ɨnkujeturə
încujba	ɨnkuʒba
încujbare	ɨnkuʒbare
încujbat	ɨnkuʒbat
încumeta	ɨnkumeta
încumetare	ɨnkumetare
încumetat	ɨnkumetat
încumete	ɨnkumete
încumetere	ɨnkumetere
încumetrire	ɨnkumetrire
încumăta	ɨnkuməta
încumătare	ɨnkumətare
încunjur	ɨnkunʒur
încunjura	ɨnkunʒura
încunjurare	ɨnkunʒurare
încunjurat	ɨnkunʒurat
încunoștința	ɨnkunoʃtintsa
încunoștințare	ɨnkunoʃtintsare
încunoștințat	ɨnkunoʃtintsat
încununa	ɨnkununa
încununare	ɨnkununare
încununat	ɨnkununat
încura	ɨnkura
încuraja	ɨnkuraʒa
încurajare	ɨnkuraʒare
încurajat	ɨnkuraʒat
încurajator	ɨnkuraʒator
încurare	ɨnkurare
încurat	ɨnkurat
încurca	ɨnkurka
încurcală	ɨnkurkalə
încurcare	ɨnkurkare
încurcat	ɨnkurkat
încurcături	ɨnkurkəturʲ
încurcătură	ɨnkurkəturə
încurela	ɨnkurela
încurelare	ɨnkurelare
încurelat	ɨnkurelat
încuscrire	ɨnkuskrire
încuviința	ɨnkuvijintsa
încuviințare	ɨnkuvijintsare
încuviințat	ɨnkuvijintsat
încâina	ɨnkɨjna
încâinare	ɨnkɨjnare
încâini	ɨnkɨjni
încâinire	ɨnkɨjnire
încâinit	ɨnkɨjnit
încâlceală	ɨnkɨltʃ̩alə
încâlcire	ɨnkɨltʃire
încâlcit	ɨnkɨltʃit
încâlcitură	ɨnkɨltʃiturə
încântare	ɨnkɨntare
încântat	ɨnkɨntat
încântată	ɨnkɨntatə
încântați	ɨnkɨntatsʲ
încântător	ɨnkɨntətor
încârdoșa	ɨnkɨrdoʃa
încârdoșare	ɨnkɨrdoʃare
încârduire	ɨnkɨrduire
încârduit	ɨnkɨrduit
încârliga	ɨnkɨrliɡa
încârligare	ɨnkɨrliɡare
încârligat	ɨnkɨrliɡat
încât	ɨnkɨt
încăibăra	ɨnkəjbəra
încăibărare	ɨnkəjbərare
încăiera	ɨnkəjera
încăierare	ɨnkəjerare
încăierat	ɨnkəjerat
încăierătură	ɨnkəjerəturə
încălca	ɨnkəlka
încălcare	ɨnkəlkare
încălcat	ɨnkəlkat
încăleca	ɨnkəleka
încălecare	ɨnkəlekare
încălecat	ɨnkəlekat
încălica	ɨnkəlika
încălicare	ɨnkəlikare
încălicat	ɨnkəlikat
încălușa	ɨnkəluʃa
încălușare	ɨnkəluʃare
încălușat	ɨnkəluʃat
încălzire	ɨnkəlzire
încălzit	ɨnkəlzit
încălzite	ɨnkəlzite
încălzitor	ɨnkəlzitor
încălăra	ɨnkələra
încălărare	ɨnkələrare
încălța	ɨnkəltsa
încălțare	ɨnkəltsare
încălțat	ɨnkəltsat
încălțăminte	ɨnkəltsəminte
încălțătoare	ɨnkəltsətŏare
încălțător	ɨnkəltsətor
încămite	ɨnkəmite
încăpea	ɨnkəpĕa
încăpere	ɨnkəpere
încăperea	ɨnkəperĕa
încăperi	ɨnkəperʲ
încăperii	ɨnkəperij
încăperile	ɨnkəperile
încăperilor	ɨnkəperilor
încăpui	ɨnkəpuj
încăpuire	ɨnkəpuire
încăpuit	ɨnkəpuit
încăpuse	ɨnkəpuse
încăput	ɨnkəput
încăputa	ɨnkəputa
încăputare	ɨnkəputare
încăputat	ɨnkəputat
încăpușa	ɨnkəpuʃa
încăpușare	ɨnkəpuʃare
încăpușat	ɨnkəpuʃat
încăpușire	ɨnkəpuʃire
încăpăstra	ɨnkəpəstra
încăpăstrare	ɨnkəpəstrare
încăpăstrat	ɨnkəpəstrat
încăpăstri	ɨnkəpəstri
încăpăstrire	ɨnkəpəstrire
încăpăstrit	ɨnkəpəstrit
încăpător	ɨnkəpətor
încăpățâna	ɨnkəpətsɨna
încăpățânare	ɨnkəpətsɨnare
încăpățânat	ɨnkəpətsɨnat
încărca	ɨnkərka
încărcare	ɨnkərkare
încărcat	ɨnkərkat
încărcate	ɨnkərkate
încărcată	ɨnkərkatə
încărcării	ɨnkərkərij
încărcător	ɨnkərkətor
încărcătură	ɨnkərkəturə
încărunți	ɨnkəruntsi
încărunțire	ɨnkəruntsire
încărunțit	ɨnkəruntsit
încătușa	ɨnkətuʃa
încătușare	ɨnkətuʃare
încătușat	ɨnkətuʃat
încătărăma	ɨnkətərəma
încătărămare	ɨnkətərəmare
încătărămat	ɨnkətərəmat
îndarn	ɨndarn
îndatina	ɨndatina
îndatinare	ɨndatinare
îndatinat	ɨndatinat
îndatora	ɨndatora
îndatorare	ɨndatorare
îndatorat	ɨndatorat
îndatorință	ɨndatorintsə
îndatorire	ɨndatorire
îndatorit	ɨndatorit
îndatoritor	ɨndatoritor
îndată	ɨndatə
înde	ɨnde
îndeamnă	ɨndĕamnə
îndeaproape	ɨndeaprŏape
îndelete	ɨndelete
îndeletnicire	ɨndeletnitʃire
îndelung	ɨndelunɡ
îndelunga	ɨndelunɡa
îndelungare	ɨndelunɡare
îndelungat	ɨndelunɡat
îndelungată	ɨndelunɡatə
îndemna	ɨndemna
îndemnare	ɨndemnare
îndemnase	ɨndemnase
îndemnat	ɨndemnat
îndemâna	ɨndemɨna
îndemânare	ɨndemɨnare
îndemânatec	ɨndemɨnatek
îndemânatic	ɨndemɨnatik
îndemânos	ɨndemɨnos
îndemănatec	ɨndemənatek
îndemănos	ɨndemənos
îndeobște	ɨndeobʃte
îndeosebi	ɨndeosebi
îndeplinire	ɨndeplinire
îndeplinit	ɨndeplinit
îndepărta	ɨndepərta
îndepărtare	ɨndepərtare
îndepărtat	ɨndepərtat
îndepărtate	ɨndepərtate
îndepărtăm	ɨndepərtəm
îndesa	ɨndesa
îndesare	ɨndesare
îndesat	ɨndesat
îndeseară	ɨndesĕarə
îndesire	ɨndesire
îndesit	ɨndesit
îndestula	ɨndestula
îndestulare	ɨndestulare
îndestulat	ɨndestulat
îndestulător	ɨndestulətor
îndiguire	ɨndiɡuire
îndiguit	ɨndiɡuit
îndobitocire	ɨndobitotʃire
îndobitocit	ɨndobitotʃit
îndoca	ɨndoka
îndocare	ɨndokare
îndocat	ɨndokat
îndoctrina	ɨndoktrina
îndoctrinare	ɨndoktrinare
îndoctrinat	ɨndoktrinat
îndoi	ɨndoi
îndoială	ɨndojalə
îndoielnic	ɨndojelnik
îndoios	ɨndojos
îndoire	ɨndoire
îndoit	ɨndoit
îndoite	ɨndoite
îndoitură	ɨndoiturə
îndolia	ɨndolija
îndoliat	ɨndolijat
îndoliere	ɨndolijere
îndopa	ɨndopa
îndopare	ɨndopare
îndopat	ɨndopat
îndosaria	ɨndosarija
îndosariat	ɨndosarijat
îndosariere	ɨndosarijere
îndosire	ɨndosire
îndosit	ɨndosit
îndrepta	ɨndrepta
îndreptar	ɨndreptar
îndreptare	ɨndreptare
îndreptară	ɨndreptarə
îndreptat	ɨndreptat
îndreptată	ɨndreptatə
îndreptau	ɨndreptaw
îndrepte	ɨndrepte
îndreptui	ɨndreptui
îndreptuire	ɨndreptuire
îndreptuit	ɨndreptuit
îndreptător	ɨndreptətor
îndreptățire	ɨndreptətsire
îndreptățit	ɨndreptətsit
îndrituire	ɨndrituire
îndrituit	ɨndrituit
îndruga	ɨndruɡa
îndrugare	ɨndruɡare
îndrugat	ɨndruɡat
îndruma	ɨndruma
îndrumar	ɨndrumar
îndrumare	ɨndrumare
îndrumat	ɨndrumat
îndrumată	ɨndrumatə
îndrumător	ɨndrumətor
îndrăcire	ɨndrətʃire
îndrăcit	ɨndrətʃit
îndrăgire	ɨndrədʒire
îndrăgit	ɨndrədʒit
îndrăgitor	ɨndrədʒitor
îndrăgostire	ɨndrəɡostire
îndrăgostit	ɨndrəɡostit
îndrăzneală	ɨndrəznĕalə
îndrăzneț	ɨndrəznets
îndrăznire	ɨndrəznire
îndrăznit	ɨndrəznit
îndrăznitor	ɨndrəznitor
înduioșa	ɨndujoʃa
înduioșare	ɨndujoʃare
înduioșat	ɨndujoʃat
înduioșire	ɨndujoʃire
înduioșit	ɨndujoʃit
înduioșător	ɨndujoʃətor
îndulcire	ɨndultʃire
îndulcit	ɨndultʃit
îndulcitor	ɨndultʃitor
îndumnezei	ɨndumnezei
îndumnezeire	ɨndumnezeire
îndumnezeit	ɨndumnezeit
îndupleca	ɨndupleka
înduplecare	ɨnduplekare
înduplecat	ɨnduplekat
înduplece	ɨndupletʃe
înduplecător	ɨnduplekətor
îndurat	ɨndurat
îndurera	ɨndurera
îndurerare	ɨndurerare
îndurerat	ɨndurerat
îndurător	ɨndurətor
îndușmăni	ɨnduʃməni
îndușmănire	ɨnduʃmənire
îndușmănit	ɨnduʃmənit
îndârjeală	ɨndɨrʒĕalə
îndârjire	ɨndɨrʒire
îndârjit	ɨndɨrʒit
îndârjită	ɨndɨrʒitə
îndărăpnic	ɨndərəpnik
îndărăpt	ɨndərəpt
îndărăt	ɨndərət
îndărătele	ɨndərətele
îndărătelea	ɨndərətelĕa
îndărătnic	ɨndərətnik
îndărătnici	ɨndərətnitʃi
îndărătnicie	ɨndərətnitʃije
îndărătnicire	ɨndərətnitʃire
îndărătul	ɨndərətul
înec	ɨnek
îneca	ɨneka
înecare	ɨnekare
înecat	ɨnekat
înecăcios	ɨnekətʃ̩os
înecăciune	ɨnekətʃ̩une
înecător	ɨnekətor
înfeuda	ɨnfeuda
înfeudare	ɨnfeudare
înfeudat	ɨnfeudat
înfia	ɨnfija
înfiat	ɨnfijat
înfiera	ɨnfijera
înfierare	ɨnfijerare
înfierat	ɨnfijerat
înfierbânt	ɨnfjerbɨnt
înfierbânta	ɨnfijerbɨnta
înfierbântare	ɨnfijerbɨntare
înfierbântat	ɨnfijerbɨntat
înfierbântător	ɨnfijerbɨntətor
înfiere	ɨnfijere
înfietor	ɨnfijetor
înfige	ɨnfidʒe
înfigere	ɨnfidʒere
înfigăreț	ɨnfiɡərets
înființa	ɨnfijintsa
înființare	ɨnfijintsare
înființat	ɨnfijintsat
înfiola	ɨnfiola
înfiolare	ɨnfiolare
înfiolat	ɨnfiolat
înfiora	ɨnfiora
înfiorare	ɨnfiorare
înfiorat	ɨnfiorat
înfiorătoare	ɨnfiorətŏare
înfiorător	ɨnfiorətor
înfipse	ɨnfipse
înfipt	ɨnfipt
înfira	ɨnfira
înfirare	ɨnfirare
înfirat	ɨnfirat
înfiripa	ɨnfiripa
înfiripare	ɨnfiripare
înfiripat	ɨnfiripat
înflora	ɨnflora
înflorare	ɨnflorare
înflorat	ɨnflorat
înflori	ɨnflori
înflorire	ɨnflorire
înflorit	ɨnflorit
înfloritor	ɨnfloritor
înfloritură	ɨnfloriturə
înflăcăra	ɨnfləkəra
înflăcărare	ɨnfləkərare
înflăcărat	ɨnfləkərat
înfoca	ɨnfoka
înfocare	ɨnfokare
înfocat	ɨnfokat
înfofolire	ɨnfofolire
înfofolit	ɨnfofolit
înfoia	ɨnfoja
înfoiat	ɨnfojat
înfoiată	ɨnfojatə
înfoiere	ɨnfojere
înfometa	ɨnfometa
înfometare	ɨnfometare
înfometat	ɨnfometat
înfometați	ɨnfometatsʲ
înfrica	ɨnfrika
înfricare	ɨnfrikare
înfricat	ɨnfrikat
înfricoșa	ɨnfrikoʃa
înfricoșare	ɨnfrikoʃare
înfricoșat	ɨnfrikoʃat
înfricoșătoare	ɨnfrikoʃətŏare
înfricoșător	ɨnfrikoʃətor
înfrigura	ɨnfriɡura
înfrigurare	ɨnfriɡurare
înfrigurat	ɨnfriɡurat
înfrumoșa	ɨnfrumoʃa
înfrumoșare	ɨnfrumoʃare
înfrumoșat	ɨnfrumoʃat
înfrumuseța	ɨnfrumusetsa
înfrumusețare	ɨnfrumusetsare
înfrumusețat	ɨnfrumusetsat
înfrunt	ɨnfrunt
înfrunta	ɨnfrunta
înfruntare	ɨnfruntare
înfruntat	ɨnfruntat
înfrunte	ɨnfrunte
înfruntăi	ɨnfruntəj
înfrunzire	ɨnfrunzire
înfrunzit	ɨnfrunzit
înfrupta	ɨnfrupta
înfruptare	ɨnfruptare
înfrâna	ɨnfrɨna
înfrânare	ɨnfrɨnare
înfrânat	ɨnfrɨnat
înfrânge	ɨnfrɨndʒe
înfrângere	ɨnfrɨndʒere
înfrângerea	ɨnfrɨndʒerĕa
înfrânt	ɨnfrɨnt
înfrățire	ɨnfrətsire
înfrățit	ɨnfrətsit
înfrățitor	ɨnfrətsitor
înfuleca	ɨnfuleka
înfulecare	ɨnfulekare
înfulecat	ɨnfulekat
înfulecați	ɨnfulekatsʲ
înfulece	ɨnfuletʃe
înfulica	ɨnfulika
înfulicare	ɨnfulikare
înfulicat	ɨnfulikat
înfumura	ɨnfumura
înfumurare	ɨnfumurare
înfumurat	ɨnfumurat
înfunda	ɨnfunda
înfundai	ɨnfundaj
înfundare	ɨnfundare
înfundase	ɨnfundase
înfundat	ɨnfundat
înfundătoare	ɨnfundətŏare
înfundătură	ɨnfundəturə
înfurca	ɨnfurka
înfurcare	ɨnfurkare
înfurcat	ɨnfurkat
înfurcire	ɨnfurtʃire
înfurcit	ɨnfurtʃit
înfurcitură	ɨnfurtʃiturə
înfurcătură	ɨnfurkəturə
înfuria	ɨnfurija
înfuriat	ɨnfurijat
înfuriere	ɨnfurijere
înfurnica	ɨnfurnika
înfurnicare	ɨnfurnikare
înfurnicat	ɨnfurnikat
înfăptuire	ɨnfəptuire
înfăptuit	ɨnfəptuit
înfăptuitor	ɨnfəptuitor
înfășa	ɨnfəʃa
înfășare	ɨnfəʃare
înfășat	ɨnfəʃat
înfășura	ɨnfəʃura
înfășurare	ɨnfəʃurare
înfășurat	ɨnfəʃurat
înfășurător	ɨnfəʃurətor
înfășurătură	ɨnfəʃurəturə
înfăța	ɨnfətsa
înfățare	ɨnfətsare
înfățat	ɨnfətsat
înfățișa	ɨnfətsiʃa
înfățișare	ɨnfətsiʃare
înfățișat	ɨnfətsiʃat
înfățoșa	ɨnfətsoʃa
înfățoșare	ɨnfətsoʃare
înfățoșat	ɨnfətsoʃat
îngemăna	ɨndʒeməna
îngemănare	ɨndʒemənare
îngemănat	ɨndʒemənat
îngenunche	ɨndʒenunkʲ̩e
îngenunchere	ɨndʒenunkʲ̩ere
înger	ɨndʒer
îngeraș	ɨndʒeraʃ
îngerași	ɨndʒeraʃʲ
îngerea	ɨndʒerĕa
îngerel	ɨndʒerel
îngeresc	ɨndʒeresk
îngerește	ɨndʒereʃte
îngeri	ɨndʒerʲ
înghemui	ɨngʲ̩emui
înghemuire	ɨngʲ̩emuire
înghesuială	ɨngʲ̩esujalə
înghesuiau	ɨngʲ̩esujaw
înghesuire	ɨngʲ̩esuire
înghesuiseră	ɨngʲ̩esuiserə
înghesuit	ɨngʲ̩esuit
înghesuiți	ɨngʲ̩esuitsʲ
îngheț	ɨngʲ̩ets
îngheța	ɨngʲ̩etsa
înghețare	ɨngʲ̩etsare
înghețat	ɨngʲ̩etsat
înghețate	ɨngʲ̩etsate
înghețată	ɨngʲ̩etsatə
înghețe	ɨngʲ̩etse
înghețăm	ɨngʲ̩etsəm
înghimpa	ɨngʲ̩impa
înghimpare	ɨngʲ̩impare
înghimpat	ɨngʲ̩impat
înghionti	ɨngʲ̩̩onti
înghiți	ɨngʲ̩itsi
înghițire	ɨngʲ̩itsire
înghițit	ɨngʲ̩itsit
înghițitoare	ɨngʲ̩itsitŏare
înghițitură	ɨngʲ̩itsiturə
îngloba	ɨnɡloba
înglobare	ɨnɡlobare
înglobat	ɨnɡlobat
îngloda	ɨnɡloda
înglodare	ɨnɡlodare
înglodat	ɨnɡlodat
înglodire	ɨnɡlodire
înglotire	ɨnɡlotire
înglotit	ɨnɡlotit
îngreunare	ɨnɡreunare
îngreunat	ɨnɡreunat
îngreunau	ɨnɡreunaw
îngrețoșa	ɨnɡretsoʃa
îngrețoșare	ɨnɡretsoʃare
îngrețoșat	ɨnɡretsoʃat
îngrija	ɨnɡriʒa
îngrijare	ɨnɡriʒare
îngrijat	ɨnɡriʒat
îngrijea	ɨnɡriʒĕa
îngrijesc	ɨnɡriʒesk
îngriji	ɨnɡriʒi
îngrijim	ɨnɡriʒim
îngrijire	ɨnɡriʒire
îngrijiri	ɨnɡriʒirʲ
îngrijirii	ɨnɡriʒirij
îngrijit	ɨnɡriʒit
îngrijite	ɨnɡriʒite
îngrijitor	ɨnɡriʒitor
îngrijită	ɨnɡriʒitə
îngrijiți	ɨnɡriʒitsʲ
îngrijora	ɨnɡriʒora
îngrijorare	ɨnɡriʒorare
îngrijorat	ɨnɡriʒorat
îngrijorată	ɨnɡriʒoratə
îngrijorător	ɨnɡriʒorətor
îngrijura	ɨnɡriʒura
îngrijurare	ɨnɡriʒurare
îngrijurat	ɨnɡriʒurat
îngroape	ɨnɡrŏape
îngroapă	ɨnɡrŏapə
îngropa	ɨnɡropa
îngropare	ɨnɡropare
îngropat	ɨnɡropat
îngropăciune	ɨnɡropətʃ̩une
îngrozire	ɨnɡrozire
îngrozit	ɨnɡrozit
îngrozite	ɨnɡrozite
îngrozitoare	ɨnɡrozitŏare
îngrozitor	ɨnɡrozitor
îngroziți	ɨnɡrozitsʲ
îngroșa	ɨnɡroʃa
îngroșare	ɨnɡroʃare
îngroșat	ɨnɡroʃat
îngroșător	ɨnɡroʃətor
îngruzire	ɨnɡruzire
îngruzit	ɨnɡruzit
îngrădea	ɨnɡrədĕa
îngrădire	ɨnɡrədire
îngrădit	ɨnɡrədit
îngrăditor	ɨnɡrəditor
îngrăditură	ɨnɡrəditurə
îngrămădeală	ɨnɡrəmədĕalə
îngrămădire	ɨnɡrəmədire
îngrămădit	ɨnɡrəmədit
îngrășa	ɨnɡrəʃa
îngrășare	ɨnɡrəʃare
îngrășasem	ɨnɡrəʃasem
îngrășat	ɨnɡrəʃat
îngrășământ	ɨnɡrəʃəmɨnt
îngrășătoare	ɨnɡrəʃətŏare
îngrășător	ɨnɡrəʃətor
îngrășătorie	ɨnɡrəʃətorije
îngurluire	ɨnɡurluire
îngurzire	ɨnɡurzire
îngurzit	ɨnɡurzit
îngurzitură	ɨnɡurziturə
îngust	ɨnɡust
îngusta	ɨnɡusta
îngustare	ɨnɡustare
îngustat	ɨnɡustat
înguste	ɨnɡuste
îngustime	ɨnɡustime
îngustu	ɨnɡustu
îngâmfa	ɨnɡɨmfa
îngâmfare	ɨnɡɨmfare
îngâmfat	ɨnɡɨmfat
îngâna	ɨnɡɨna
îngânare	ɨnɡɨnare
îngânat	ɨnɡɨnat
îngândura	ɨnɡɨndura
îngândurare	ɨnɡɨndurare
îngândurat	ɨnɡɨndurat
îngăduia	ɨnɡəduja
îngăduială	ɨnɡədujalə
îngăduie	ɨnɡəduje
îngăduință	ɨnɡəduintsə
îngăduire	ɨnɡəduire
îngăduisem	ɨnɡəduisem
îngăduit	ɨnɡəduit
îngăduitoare	ɨnɡəduitŏare
îngăduitor	ɨnɡəduitor
îngăima	ɨnɡəima
îngăimare	ɨnɡəimare
îngăimat	ɨnɡəimat
îngăimeală	ɨnɡəimĕalə
îngăimător	ɨnɡəimətor
îngăla	ɨnɡəla
îngălare	ɨnɡəlare
îngălat	ɨnɡəlat
îngălbenire	ɨnɡəlbenire
