کے	keː
ڈسنے	ɖˈʌsnˌeː
ڈسے	ɖˈʌseː
ڈومنی	ɖˈoːmnˌiː
ڈویلپ	ɖaʋˈiːləp
ڈٹا	ɖˈʌʈaː
ڈپلوما	ɖˌəplˈoːmaː
ڈھانک	ɖʰˈaːnk
ڈھکو	ɖʰˈʌkoː
ڈھیرے	ɖʰˈeːreː
ڈھیٹ	ɖʰˈiːʈ
ڈیرک	ɖˈeːrək
ڈیزرٹ	ɖeːzˈʌrʈ
ڈیموکریٹس	ɖˌeːmoːkrˈiːʈs
ڈینسٹی	ɖˈeːnsʈi
ڈیوڈنڈ	ɖˌeːoːɖˈʌnɖ
ڈیویڈنڈ	ɖˌeːʋiɖˈʌnɖ
ڈیٹرنس	ɖˌeːʈərˈʌns
ڈیٹونیٹرز	ɖˌeːʈoːniʈˈʌrz
کااستحصال	kaːˌɪstˌeːhʂˈaːl
کااستقبال	kˌaːaːsˌətəqbˈaːl
کاالیکشن	kˌaːaːlˈeːkʃan
کاانتخابی	kˌaːaːnˌətxˈaːbi
کابہترین	kˌaːbəhˌətrˈiːn
کاتخمینہ	kˌaːtəxmˈiːnˌa
کاتسلسل	kˈaːtəsˌələsˌəl
کاتصور	kˌaːtʂˈoːr
کاحجم	kˈaːhəɟˌəm
کاخاص	kaːxˈaːʂ
کاخیر	kaːxˈiːr
کارنرز	kˌaːrənˈʌrz
کاروبا	kaːrˈoːbaː
کارپٹنگ	kˈaːrəpʈɪnɡ
کارکمپنیوں	kˌaːrəkˈʌmpənˌiõː
کاریگروں	kaːrˈiːɡrˌõː
کاسائبرکرائم	kˌaːsa͡ɪbˌərəkrˈa͡ɪm
کاسال	kaːsˈaːl
کاشوق	kaːʃˈoːq
کاعہدہ	kaːˈaːhədˌa
کافائنل	kaːfˈa͡ɪnəl
کالعد	kaːlˈaːd
کالےجادو	kˌaːleːɟˈaːdoː
کامرض	kˈaːmərˌəz
کامقدر	kˈaːməqˌədər
کانجی	kˈaːnɟi
کانسٹبل	kˈaːnsʈəbˌəl
کانفرنسی	kˌaːnəfərˈʌnsi
کاٹلنگ	kˈaːʈlˌɪnɡ
کاٹکٹ	kˈaːʈəkˌəʈ
کاٹھیا	kˈaːʈʰjaː
کاپیوں	kˈaːpiˌõː
کاکریڈٹ	kˌaːkrˈiːɖəʈ
کرائیگی	kˌəraːˈiːɡi
کرادیے	kərˈaːdjeː
کرتاصوبہ	kˌərtaːʂˈuːba
کرجاتے	kˌərɟˈaːteː
کرخود	kˌərxˈuːd
کردارا	kɪrdˈaːraː
کرداراداکیا	kˌɪrdaːraːdˈaːkjaː
کرررہے	kˈʌrərˌərhˌeː
کرسامنے	kˌərsˈaːmnˌeː
کرطلوع	kˈʌrətluː
کرغستان	kˌərəɣɪstˈaːn
کرفیونافذ	kˌərfˌeːoːnˈaːfɪz
کرلینی	kˌərlˈiːni
کرنہیں	kˈʌrənhẽː
کرنیں	kˈʌrnˌẽː
کروارہی	kərʋˈaːrhˌiː
کروالیں	kərʋˈaːlẽː
کریموف	kˌərimˈoːf
کسیلیہ	kˌəsilˈiːa
کشمیربھرپور	kˌəʃmˌiːrəbʰˌərpˈoːr
کشیدگیکراچی	kˌəʃidɡikrˈaːci
کفریہ	kʊfrˈiːa
کلبرگی	kˈʌləbˌərɡˌiː
کلرسیداں	kˌələrsˈiːdãː
کلریکل	kˌəlrˈiːkəl
کلمتی	kˈʌləmti
کلینیکل	klinˈiːkəl
کمپوزٹ	kəmpˈoːzəʈ
کمیتی	kˌəmiˈati
کمیونٹیز	kˌəmeːˈoːnʈiz
کنسلٹنسی	kˌənsələʈˈʌnsi
کنونش	kənˈoːnəʃ
کنوینس	kənʋˈiːns
کنٹی	kˈanʈi
کنڈیشنگ	kənɖˈiːʃənɡ
کنڈیکٹ	kənɖˈeːkʈ
کوئنٹن	koːˈɪnəʈˌən
کواسلامی	kaʋˌɪslˈaːmi
کواسلحہ	kaʋˈaːsəlˌəhəˌa
کوامریکی	kˌaʋaːmrˈiːki
کواین	kˌaʋaːˈiːn
کوبروقت	kˌoːbrˈoːqət
کوبلوچستان	kˌoːblˌoːcɪstˈaːn
کوتاہ	koːtˈaːh
کوخود	koːxˈoːd
کودیکھنے	koːdˈiːkʰnˌeː
کورئیر	kˌoːrˈiːr
کوریائی	kˈoːrjaːˌiː
کوسیکورٹی	kˌoːsikˈoːrʈi
کوصحت	kˈoːʂəhˌət
کوفراموش	kˌoːfraːmˈoːʃ
کوفعال	koːfˈaːl
کولون	koːlˈoːn
کولوٹنے	koːlˈoːʈnˌeː
کومذاکرات	kˌoːmzˌaːkərˈaːt
کومعلوم	koːmˈaːluːm
کوموجودہ	kˌoːmoːɟˈuːda
کونپلیں	kˈoːnpəlˌẽː
کوچار	koːcˈaːr
کوگولی	koːɡˈoːli
کوگھر	kˈoːɡʰər
کویی	kˈaʋji
کچلنا	kˈʌcəlnaː
کچنار	kˌəcnˈaːr
کھرڑیانوالہ	kʰˌərr.jˈaːnʋaːla
کھمبی	kʰˈʊmbi
کھچڑی	kʰˈɪcr.i
کھگہ	kʰˈʌɡˌa
کھی	kʰˈiː
کھیلو	kʰˈeːloː
کہتاہوں	kɛhtˈaːhõː
کیاا	kjˈaːaː
کیرج	kˈeːrəɟ
کیشیئر	kˌeːʃiˈar
کیمٹی	kˈeːmʈˌiː
کینولا	keːnˈoːlaː
کیوب	kˈeːʋəb
کیولری	keːˈoːlrˌiː
گالوں	ɡˈaːlõː
گاڈفادر	ɡˌaːɖfˈaːdɪr
گرائونڈز	ɡˌəraːˈoːnɖz
گرافرز	ɡˌəraːfˈʌrz
گرداس	ɡərdˈaːs
گردان	ɡərdˈaːn
گرفتارملزم	ɡˈɪrɪftˌaːrmˈʊlzˌɪm
گرڈسٹیشن	ɡˌərɖəsʈeːʃˈan
گزارنی	ɡʊzˈaːrni
گزارکے	ɡʊzˈaːrkeː
گزشہ	ɡˈʌzəʃa
گس	ɡˈʌs
گستاخان	ɡˌəstaːxˈaːn
گلوز	ɡəlˈoːz
گلوکوز	ɡˌəloːkˈoːz
گملے	ɡˈʌmlˌeː
گوئیوں	ɡˈoːiˌõː
گورنرکو	ɡˌaʋarnˈarkoː
گونا	ɡˈoːnaː
گونواز	ɡˈoːnʋaːz
گوٹ	ɡˈoːʈ
گویائی	ɡˈaʋjaːˌiː
گٹڈ	ɡˈʌʈəɖ
گٹکے	ɡˈʌʈkˌeː
گھبراتی	ɡʰˌəbrˈaːti
گھوٹ	ɡʰˈoːʈ
گھٹے	ɡʰˈʌʈeː
گھڑے	ɡʰˈʌr.eː
گیسز	ɡˈeːsəz
ھائی	həˈaːi
ہائیٹ	haːˈiːʈ
ہائیڈ	haːˈiːɖ
ہارتے	hˈaːrtˌeː
ہارمونز	hˌaːrmˈoːnəz
ہالہ	hˈaːlˌa
ہاکنگ	hˈaːkɪnɡ
ہرماہ	hˌərmˈaːh
ہرچیز	hərcˈiːz
ہسپتالو	hˌəsəptˈaːloː
ہشاش	həʃˈaːʃ
ہن	hˈʌn
ہنجروال	hˌənɟərʋˈaːl
ہندکو	hˈɪndəkˌoː
ہواجبکہ	haʋˈaːɟəbˌəkˌa
ہوامیں	haʋˈaːmẽː
ہونڈا	hˈoːnɖaː
ہوٹلنگ	hˈoːʈlˌɪnɡ
ہوگاجبکہ	hoːɡˈaːɟəbˌəkˌa
ہوگن	hˈoːɡən
ہچکولے	hɪckˈoːleː
ہیاور	hjaːˈoːr
ہیروشیما	hˌiːroːʃˈiːmaː
ہیسکول	hˌeːskˈoːl
ہیضہ	hˈeːzˌa
ہےجو	hˈeːɟoː
یاسرعرفات	jˌaːsrˌaːrəfˈaːt
یاکہ	jˈaːkˌa
یسے	jˈʌseː
ینگی	jˈʌnɡˌiː
ینی	jˈʌni
یوروگوئے	jˌɔroːɡˈoːeː
یون	jˈɔn
یونیفائیڈ	jˌɔnifaːˈiːɖ
یوٹی	jˈɔʈi
یوکرینی	jˌɔkrˈiːni
یی	jˈiː
آذادی	aːzˈaːdi
آرتھو	ˈaːrtʰˌoː
آرمینیا	ˌaːrmˈiːnjaː
آرگنا	ˈaːrɡanˌaː
آری	ˈaːri
آسٹر	ˈaːsʈər
آضاخیل	ˌaːzaːxˈiːl
آقائے	aːqˈaːeː
آلائش	aːlˈa͡ɪʃ
آمدپر	ˈaːmədˌəpər
آملا	ˈaːmlˌaː
آناشروع	aːnˈaːʃɪrˌuː
آنندی	aːnˈʌndi
آوٴں	ˈaːˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɣʊnnˌa
آوے	ˈaːʋeː
آٹزم	ˌaːʈɪzˈam
آٹھوں	ˈaːʈʰõː
آڈیٹرجنرل	aːɖˈiːʈərˌəɟənˌərəl
آگسٹا	aːɡˈʌsʈaː
آگسٹائن	ˌaːɡsʈˈa͡ɪn
آیااور	ˌaːjaːaːˈoːr
آیاجس	aːjˈaːɟəs
ئض	zˈʌ
ئق	qˈʌ
ئٹس	ʈˈʌs
ئیڈ	ˈeːɖ
ائنٹ	ˈa͡ɪnʈ
ائیرمارشل	ˌa͡ɪirmˈaːrəʃˌəl
ائیں	ˈa͡ɪẽː
اتروا	ʊtˈarʋaː
اتروں	ˈʊtrõː
اتھارتی	atʰˈaːrtˌiː
احمدبلور	ˌɛhmədˌəblˈoːr
احمدصدیقی	ˌɛhmədˌəʂdˈiːqi
اخبارکی	ˌaxbˈaːrkˌiː
اختتا	ˈaxtətˌaː
اختررسول	ˈaxtərˌərsˌoːl
اخراکات	ˌaxrˌaːkˈaːt
اداکاراوں	ˌadaːkaːrˈaːõː
ارا	ˈaraː
اردلی	ˈardəlˌiː
ارضیاتی	ˌarzjˈaːti
ارمغان	ˌarəmɣˈaːn
ازیبلا	azˈiːblˌaː
استفسارکیا	ɪstˈafsaːrkjaː
استھان	ˌastʰˈaːn
اسمبلنگ	asˈʌmbəlˌɪnɡ
اسمعیل	ˌasmaˈiːl
اسموکنگ	ˌasmˈoːkɪnɡ
اسو	ˈasoː
اسٹرنگز	ˈɪsʈərˌənəɡˌəz
اسٹریم	ˌɪsʈərˈiːm
اسٹمپ	ɪsʈˈʌmp
اسٹو	ˈɪsʈoː
اسٹیئرنگ	ˌɪsʈiˈarɪnɡ
اسٹیڈیمز	ˌɪsʈiɖˈiːməz
اسپیئر	ˌɪspiˈar
اسکاؤٹ	ˌaskaːˈoːʈ
اسکارٹ	ˌaskˈaːrʈ
اسکاوٴٹس	ˈalɪfsˈiːnkˈaːfˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrʈˈeːsˈiːn
اسکولی	ɪskˈuːli
اسیسمنٹ	asˈiːsəmˌənʈ
اشہد	ˈaʃhad
اصف	ˈaʂəf
اعجازاحمدچوہدری	ˌaːɟaːzˌaːhəmˌədcˈoːhədri
اعجازافضل	ˌaːɟaːzˈaːfəzˌəl
اعزازت	eːzˈaːzt
اغو	ˈaɣoː
افتاء	ˈaftˌaː
افکاری	ˌafkˈaːri
اقبالیات	ˌaqbˌaːliˈaːt
اقدامت	ˌaqdˈaːmət
الاٹیز	ˌalaːʈˈiːz
البرادعی	albˌəraːdˈai
التماس	ˌɪltɪmˈaːs
الجواب	alɟˈaʋaːb
الحبیب	alhəbˈiːb
الحقیقت	alhəqˈiːqət
الد	ˈaləd
الذکر	alzˈɪkr
الرازی	alrˈaːzi
الرسول	alrasˈuːl
الرشق	alrˈʌʃəq
السی	ˈalsˌiː
الشعبی	alʃˈɔbi
الشکور	alʃakˈuːr
الضحی	alzˈʌhi
العابدی	alˈaːbdˌiː
الفاورق	alfˈaːʋərˌəq
الفطرکے	alfˈɪθrkeː
الہاشم	alhˈaːʃɪm
امتیازات	ˌɪmtjaːzˈaːt
امپیریل	ˈampirˌiːl
امیداروں	ʊmˈiːdaːrˌõː
امیرہانی	ˌamirhˈaːni
انبارمیں	ˈanbaːrmẽː
انتباہی	ˌɪntɪbˈaːhi
انجیل	ɪnɟˈiːl
اندازا	ˈandaːzˌaː
انسائیکلو	ˈansaːˌiːklˌoː
انسدادڈینگی	ˌɪnsɪdˌaːdɖˈiːnɡˌiː
انشاءاللہ	ˌɪnʃaːˈaːləla
انضباتی	ˌɪnzɪbˈaːti
انورنے	ˈanʋarnˌeː
انچارچ	ancˈaːrc
انکلوژن	ˌanəklˈoːʒən
انکولہ	ɪnkˈoːlˌa
انگشت	ˈanɡʊʃt
اوبی	ˈoːbi
اورآزادی	ˌoːraːzˈaːdi
اوراراکین	ˌoːraːraːkˈiːn
اوراصغر	oːrˈaːʂəɣˌər
اوربعدازاں	ˌoːrbˈaːdaːzˌãː
اوربڑی	ˈoːrəbr.i
اوربیرون	ˌoːrbirˈoːn
اورشاہد	ˌoːrʃˈaːhəd
اورشہداء	ˌoːrəʃˈʌhdaː
اورصنعتی	ˌoːrəʂnˈaːti
اورطبی	ˈoːrətbi
اورطویل	ˌoːrtʋˈiːl
اورعملے	oːrˈaːmlˌeː
اورلواحقین	ˌoːrlʋˌaːhəqˈiːn
اورماڑہ	ˌoːrmˈaːr.ˌa
اورمحب	ˈoːrəmˌəhəb
اورملحقہ	ˌoːrmˈʊlhˌɪqa
اورملزم	ˌoːrmˈʊlzˌɪm
اورمنتخب	ˈoːrəmˌənətˌəxəb
اورموثر	ˌoːrmˈoːsər
اورموجود	ˌoːrmoːɟˈuːd
اورناجائز	ˌoːrnaːɟˈa͡ɪz
اورویسٹ	oːrʋˈiːsʈ
اورپارلیمنٹ	ˌoːrpˌaːrlˈiːmənʈ
اورپروپیگنڈا	ˌoːrəproːpiɡˈʌnɖaː
اورچیئرمین	ˌoːrciˈarmˌiːn
اورڈویژن	ˈoːrɖʋiʒˌən
اورکارکردگی	ˌoːrkaːrkˈardɡi
اورکاشتکاروں	ˌoːrkˈaːʃtəkˌaːrõː
اورکبھی	ˈoːrəkbʰi
اورہسپتال	ˌoːrəhˌəsəptˈaːl
اوزکو	ˈoːzkˌoː
اوقصور	ˌoːqʂˈoːr
اولادیں	oːlˈaːdẽː
اوورزمیں	oːʋˈarzəmˌẽː
اوڑھے	ˈoːr.heː
اٹھان	ʊʈʰˈaːn
اپنانی	ˌapnˈaːni
اپناکام	ˌapnaːkˈaːm
اپنایاکہ	ˌapnaːjˈaːkˌa
اچھاماحول	ˌacʰaːmaːhˈoːl
اچھوت	acʰˈuːt
اچھوتے	acʰˈuːteː
اکائیاں	akˈaːjãː
اکاسی	akˈaːsi
اکاوٴنٹنٹس	ˈalɪfkˈaːfˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnʈˈeːnˈuːnʈˈeːsˈiːn
اکتاہٹ	ˌʊktaːhˈaʈ
اکز	ˈakəz
اکسیر	ˌaksˈiːr
اکنامی	ˌaknˈaːmi
اکیا	ˈakjaː
اگائی	aɡˈaːi
اگرایسا	ˌaɡraːjˈasaː
اہلکاراور	ˌahəlkaːrˈaːʋər
اہلکارتعینات	ˌahəlkaːrtaˌiːnˈaːt
اہلکارزخمی	ˌahəlkˈaːrəzˌəxmˌiː
اہو	ˈahoː
ایرر	ˈeːrər
ایرینا	eːrˈiːnaː
ایفیشنسی	ˌeːfiʃˈʌnsi
ایلزبتھ	ˈeːləzˌəbətʰ
ایلم	ˈeːləm
ایمسیٹ	ˌeːmsˈiːʈ
ایمپاورمنٹ	ˈeːmpaːʋˌərəmˌənʈ
ایڈجسمنٹ	ˈeːɖəɟˌəsəmˌənʈ
ایڈمز	ˈeːɖəmˌəz
ایڈوائز	ˈeːɖʋa͡ɪz
ایڈیشل	eːɖˈiːʃəl
ایڈیلیڈاوول	ˌeːɖilˌiːɖaːʋˈoːl
ایکسائزاینڈ	ˌeːksˌa͡ɪzaːjˈanɖ
ایکسپلورر	ˌeːkəsˌəplˈoːrər
بائیزئی	baːˈiːzˌiː
بابرغوری	bˌaːbərɣˈoːri
بازیاں	bˈaːzjãː
باسیج	baːsˈiːɟ
باقائدگی	baːqˈa͡ɪdɡˌiː
بالغوں	bˈaːlɣˌõː
بالم	bˈaːlɪm
بالیاں	bˈaːljãː
باڑا	bˈaːr.aː
بایزید	bˌaːjazˈiːd
بجر	bˈʌɟər
بجلیاں	bəɟˈʌljãː
بجھائی	bˈʊɟhaːˌiː
بدتمیز	bˈadtamˌiːz
برآمدہوئی	bˌəraːmˌədhˈoːi
برامدی	bərˈaːmdˌiː
براڈبینڈ	bˌəraːɖbˈiːnɖ
بروکار	bˌəroːkˈaːr
بریل	bərˈiːl
بسایا	bəsˈaːjaː
بسز	bˈʌsəz
بسکٹوں	bˈʌsəkʈõː
بقائی	bəqˈaːi
بلاو	bəlˈaːoː
بلاوا	bəlˈaːʋaː
بلوے	bˈʌlʋeː
بنادے	bənˈaːdeː
بناوٴں	bˈeːnˈuːnˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɣʊnnˌa
بنایااور	bˌənaːjˌaːaːˈoːr
بنایاجا	bˌənaːjˈaːɟaː
بنایاجارہاہے	bˌənaːjˌaːɟaːrhˈaːheː
بنایاجاسکے	bˌənaːjaːɟˈaːskˌeː
بندہونے	bˌəndəhˈoːneː
بوبک	bˈoːbək
بوپارا	boːpˈaːraː
بچتا	bˈʌctˌaː
بڈرکنی	bˈʌɖərˌəknˌiː
بکریال	bˌəkrjˈaːl
بکھیرتے	bɪkʰˈeːrteː
بکھیرے	bɪkʰˈeːreː
بھاتے	bʰˈaːteː
بھوجا	bʰˈoːɟaː
بھومی	bʰˈoːmi
بھڑ	bʰˈʌr.
بہبودآبادی	bˈɛhbuːdˌaːbaːdˌiː
بیرئیرز	bˌeːrˈiːrz
بیریئر	bˌeːriˈar
بیز	bˈeːz
بیضوی	bˈeːzʋi
بیلس	bˈeːləs
بینظیرآباد	bˌeːnʐˌiːraːbˈaːd
بینکو	bˈeːnkˌoː
بیٹھتی	bˈeːʈʰtˌiː
بیڈروم	bˌeːɖrˈoːm
بیڑیاں	bˈeːr.jãː
بیگانہ	beːɡˈaːnˌa
تاجرو	tˈaːɟrˌoː
تالیف	taːlˈiːf
تانگے	tˈaːnɡˌeː
تاہی	tˈaːhi
تتہ	tˈʌta
تجاویزات	tˌəɟaːʋˌiːzˈaːt
تحرک	tahˈarrʊk
تخفظ	tˈʌxəfˌəʐ
تخمینوں	tˌəxmˈiːnõː
تدبیریں	tˌədbˈiːrẽː
تربیلاڈیم	tˌərbˌiːlaːɖˈiːm
ترلے	tˈʌrlˌeː
تشدداور	tˌəʃəddˈaːʋər
تشددسے	tˈʌʃədˌədsˌeː
تصاویرنے	tˌəʂaːʋˈiːrnˌeː
تصرف	taʂˈarrʊf
تعمیرمیں	tˈaːmirmẽː
تفکر	tafˈakːʊr
تلتے	tˈʌltˌeː
تماشائیو	tˌəmaːʃaːˈeːoː
تماشوں	təmˈaːʃõː
تنخواؤں	tˌənxʋaːˈoːn
تنزانیہ	tˌənzaːnˈiːa
تنزیل	tˌənzˈiːl
تواپنی	tˈaʋaːpni
توسب	tˈoːsəb
تولیدی	toːlˈiːdi
تونائی	toːnˈaːi
توڑکر	tˈoːr.əkˌər
تکفیریت	tˌəkfˌiːriˈat
تکلم	takˈallʊm
تھاما	tʰˈaːmaː
تھرپس	tʰˈʌrəpˌəs
تھیوری	tʰeːˈoːri
تہوں	tˈʌhõː
تیانجن	tjˈaːnɟən
تیرتی	tˈeːrtˌiː
تیغ	tˈeːɣ
جائزطر	ɟˈa͡ɪzətˌər
جائفل	ɟˈa͡ɪfəl
جابز	ɟˈaːbɪz
جارہیں	ɟˈaːrhˌẽː
جازت	ɟˈaːzət
جامشورہ	ɟˌaːmʃˈoːrˌa
جاناچاہیے	ɟˌaːnaːcˈaːhjeː
جانثاران	ɟˌaːnsaːrˈaːn
جانز	ɟˈaːnəz
جاگیریں	ɟaːɡˈiːrẽː
جدیدترین	ɟˌədidˌətrˈiːn
جرا	ɟˈʌraː
جراثیموں	ɟˌəraːsˈiːmõː
جرنیلی	ɟˈarneːlˌiː
جلدبازی	ɟˌələdbˈaːzi
جلدصحت	ɟˈʌlədˌəʂəhˌət
جلیبی	ɟəlˈiːbi
جماعتون	ɟˌamaːtˈoːn
جمز	ɟˈʌməz
جمیکن	ɟəmˈiːkən
جنیاتی	ɟənjˈaːti
جونک	ɟˈoːnək
جونیر	ɟoːnˈiːr
جوڈی	ɟˈoːɖi
جوکوئی	ɟoːkˈoːi
جگمگا	ɟˈaɡmaɡˌaː
جگمگاتی	ɟˈaɡmaɡˌaːti
جگنو	ɟˈʊɡnuː
جگہہ	ɟˈʌɡəhˌəa
جھ	ɟʰˈʌ
جھرمٹ	ɟʰˈʌrəmˌəʈ
جھلسا	ɟʰˈʊlsaː
جھلکتا	ɟʰˈʌləktaː
جھنجھٹ	ɟʰˈʌnɟʰəʈ
جھو	ɟʰˈoː
جھومتے	ɟʰˈoːmtˌeː
جھونکنا	ɟʰˈoːnəknaː
جھوک	ɟʰˈoːk
جھکانے	ɟʰʊkˈaːneː
جھکایا	ɟʰʊkˈaːjaː
جیسیکا	ɟeːsˈiːkaː
جینسی	ɟˈeːnsi
حادثوں	hˈaːdsˌõː
حادثہکراچی	hˌaːdəsˌəhəkrˈaːci
حان	hˈaːn
حبشہ	hˈʌbəʃa
حتساب	hˌətsˈaːb
حجا	hˈʌɟaː
حداد	hədˈaːd
حرب	hˈʌrəb
حصو	hˈʌʂoː
حلیفوں	həlˈiːfõː
حمائیت	hˌəmaːiˈat
حملہآسٹریلین	hˌəməlhˈaːsʈərˌiːlin
حملہبڈھ	hˈʌməlˌəhəbˌəɖʰ
حملہجمرود	hˌəməlˌəhəɟˌəmrˈoːd
حملہپیرس	hˌəməlhpˈiːrəs
حناء	hˈʌnaː
حنان	hənˈaːn
حکیموں	həkˈiːmõː
خامس	xˈaːmɪs
خانبرسلز	xˈaːnbərˌəsəlˌəz
خانلاپتہ	xˌaːnlˈaːptˌa
خانمتحدہ	xˌaːnmʊtˈahɪdˌa
خانمخدوم	xˌaːnəmˌəxdˈoːm
خرو	xˈʌroː
خرچی	xˈʌrci
خرہ	xˈʌrˌa
خریدتا	xərˈiːdtˌaː
خطرنا	xˈʌtərnaː
خودکفیل	xˈʊdkəfˌiːl
خیبرپختونخواکی	xˌeːbərˌəpxtˌoːnxʋˈaːki
دادن	dˈaːdɪn
دباکر	dəbˈaːkər
درنسل	dərˈʌnsəl
درہے	dˈʌrhˌeː
دستانے	dˌəstˈaːneː
دعو	dˈaːoː
دعوتیں	daːˈoːtẽː
دعوں	dˈaːõː
دلو	dˈʌloː
دلہوں	dˈʊlhõː
دوبجے	dˈoːbɟˌeː
دودو	dˈoːdoː
دورویہ	dˈoːrʋiˌa
دوستین	dˌoːstˈiːn
دوعالم	daʋˈaːləm
دوہ	dˈoːa
دوہزارریسٹورنٹس	dˌoːhzaːrrˈiːsʈoːrˌənəʈs
دھاتیں	dʰˈaːtẽː
دھارواڑ	dʰˈaːrʋaːr.
دھماکےبڈھ	dʰˌəmaːkˈeːbəɖʰ
دھماکےسردار	dʰˌəmaːkˌeːsrdˈaːr
دھماکےواہگہ	dʰˌəmaːkeːʋˈaːhəɡa
دھماکےچیئرمین	dʰˌəmaːkˌeːciˈarmˌiːn
دھویا	dʰˈoːjaː
دیتےہوئے	dˌeːteːhˈoːeː
دیلیز	deːlˈiːz
دیکھانے	deːkʰˈaːneː
دیکھاگیا	deːkʰˈaːɡjaː
دیگرافراد	dˌeːɡrˌaːfrˈaːd
دیگرشہروں	dˌeːɡərəʃˈʌhrõː
ذرمبادلہ	zˌərmbˈaːdəla
ذوالقر	zʊlqˈʌr
ذکری	zˈʌkrˌiː
رائتے	rˈaːteː
راجڑ	rˈaːɟər.
راجگان	rˌaːɟɡˈaːn
رامن	rˈaːmɪn
رانڈ	rˈaːnɖ
رانیا	rˈaːnjaː
راوئینز	rˌaːʋˈiːnəz
راکی	rˈaːki
راگھون	raːɡʰˈoːn
راہداریوں	rˈaːhdaːrˌiõː
راہموں	rˈaːhmõː
رحیمی	rəhˈiːmi
رروائیاں	rərʋˈaːjãː
رروائیوں	rərʋˈaːiˌõː
رسولی	rasˈuːli
رشکئی	rˈʌʃəki
رغیر	rəɣˈiːr
رمحمد	rˈʌməhˌəməd
رنزبناکر	rˌənəzˌəbnˈaːkər
رنویرسنگھ	rənʋˈiːrəsˌənəɡʰ
روزلاہور	rˌoːzlaːhˈoːr
روزینہ	roːzˈiːnˌa
رولا	rˈoːlaː
رولنمبر	rˌoːlənˈʌmbər
رومینٹک	roːmˈiːnʈək
روٹھے	rˈoːʈʰeː
روپانی	roːpˈaːni
روکاوٹ	roːkˈaːʋəʈ
رویائی	rˌaʋaiˈaːi
رویندر	rˌaʋaˈindər
رویو	raʋˈaiˌoː
رٹس	rˈʌʈəs
رپنجاب	rˌəpnɟˈaːb
رکتے	rˈʊkteː
رکرنا	rˈʌkərnaː
رکعت	rəkˈaːt
ریسٹورینٹ	rˈeːsʈoːrˌiːnʈ
ریسپی	rˈeːspˌiː
ریسکیوآپریشن	rˌeːskˌeːʋaːpreːʃˈan
ریشمیا	reːʃˈʌmjaː
ریفائنریوں	reːfˈa͡ɪnrˌiõː
ریفلنگ	rˈeːflˌɪnɡ
ریمانڈکے	reːmˈaːnɖəkˌeː
رینا	rˈiːnaː
ریوینج	reːʋˈiːnɟ
ریپورٹ	reːpˈoːrʈ
ریڈل	rˈeːɖəl
ریڈکریسنٹ	rˌeːɖəkrˈiːsənʈ
ریڑھیاں	rˈeːr.hjãː
ریکو	rˈeːkoː
ریکوئسٹ	reːkˈoːɪsʈ
ریں	rˈẽ
زائچہ	zˈa͡ɪca
زاری	zˈaːri
زاہدحسین	zˌaːhədˌəhəsˈiːn
زیراثر	zeːrˈaːsər
زیوارت	zeːʋˈaːrət
ساؤتھی	saːˈoːtʰi
سائرس	sˈa͡ɪrəs
سائیلن	saːˈiːlən
سائیکلون	sˌaːiklˈoːn
سادھے	sˈaːdʰeː
سافٹا	sˈaːfʈˌaː
سانجھ	sˈaːnɟʰ
ساڑھی	sˈaːr.hi
سبزل	sˈʌbəzˌəl
سبسکرائب	sˌəbəsˌəkrˈa͡ɪb
ستمبرسے	sətˈʌmbərseː
سخاکوٹ	sˌəxaːkˈoːʈ
سرجوڑ	sˈarɟoːr.
سرحدمیں	sarhˈadmẽː
سرحدکی	sarhˈadki
سرمست	sˈarmast
سروجنی	sərˈoːɟnˌiː
سروش	sərˈoːʃ
سروکئی	sərˈoːkˌiː
سرویس	sərʋˈiːs
سرکولیشن	sˌərkˌuːleːʃˈan
سسٹر	sɪsʈˈar
سعوی	sˈaːʋi
سفینہ	səfˈiːnˌa
سلسلوں	sˈɪlsˌɪlõː
سلہری	səlˈʌhri
سلیمہ	səlˈiːmˌa
سلیوشن	sˌəleːˈoːʃən
سمعیہ	sˌəmaˈiːa
سملی	sˈʌmlˌiː
سمویا	səmˈoːjaː
سمیہ	səmˈiːa
سنجیو	sənɟˈeːoː
سوئزرلینڈ	soːˈɪzərlinɖ
سورنسن	soːrˈʌnsən
سورو	sˈoːroː
سولانا	soːlˈaːnaː
سونڈ	sˈoːnɖ
سي	sˈiː
سٹیپ	sʈˈeːp
سٹیگ	sʈˈeːɡ
سپرمارکیٹ	sˌəpərmaːrkˈiːʈ
سپروائزری	sʊpˈarʋa͡ɪzri
سچیاں	sˈʌcjãː
سکیورٹیحوالے	sˌəkeːoːrʈˈiːhʋaːlˌeː
سہارالے	sˌəhaːrˈaːleː
سہنا	sˈɛhnaː
سہنے	sˈɛhneː
سیرل	sˈeːrəl
سیلنڈر	seːlˈʌnɖər
سینڈی	sˈeːnɖi
سیڈا	sˈeːɖaː
سیکریٹ	sˌeːkrˈiːʈ
سیگریٹ	sˌeːɡrˈiːʈ
سےایک	sˌeːaːˈiːk
