က	ka̰
အာနုဘော်	ʔànṵbɔ̀
အာဖဂန်နစ်စတန်	ʔàpʰəɡàɴnɪʔsətàɴ
အာဖရိက	ʔàpʰəɹḭka̰
အာမခံ	ʔàma̰ɡàɴ
အာမခံသေတ္တာ	ʔàma̰ɡàɴθɪʔtà
အာမေဍိတ်	ʔàmèdeɪʔ
အာမေးနီးယား	ʔàméníjá
အာယုဗ္ဗေဒ	ʔàjoʊʔbèda̰
အာရပ်	ʔàɹaʔ
အာရာမ	ʔàjàma̰
အာရာမ်	ʔàjàɴ
အာရိုက်	ʔàjaɪʔ
အာရုံကြော	ʔàjòʊɴd͡ʑɔ́
အာရှ	ʔàʃa̰
အာလယ	ʔàləja̰
အာလာပသလ္လာပ	ʔàlàpa̰θəlàpa̰
အာလူး	ʔàlú
အာလူးပူရီ	ʔàlúpùjì
အာလူးဖုတ်	ʔàlúpʰoʊʔ
အာဝါဟဝိဝါဟ	ʔàwàha̰wḭwàha̰
အာဟာရ	ʔàhàja̰
အာဟာရဗေဒ	ʔàhàja̰bèda̰
အား	ʔá
အားကစား	ʔáɡəzá
အားကိုး	ʔákó
အားနည်း	ʔánɛ́
အားနာ	ʔánà
အားနာပါးနာ	ʔánàpánà
အားလပ်ရက်	ʔálaʔjɛʔ
အားလုံး	ʔálóʊɴ
အိတ်	ʔeɪʔ
အိန္ဒိယ	ʔèɪɴdḭja̰
အိန္ဒြာ	ʔèɪɴdɹà
အိန္ဒြေ	ʔèɪɴdɹè
အိပ်	ʔeɪʔ
အိပ်ခန်း	ʔeɪʔkʰáɴ
အိပ်မက်	ʔeɪʔmɛʔ
အိပ်ရာ	ʔeɪʔjà
အိပ်ရာလိပ်	ʔeɪʔjàleɪʔ
အိမ်	ʔèɪɴ
အိမ်တက်မင်္ဂလာ	ʔèɪɴtɛʔmɪ̀ɴɡəlà
အိမ်ထောင်	ʔèɪɴdàʊɴ
အိမ်ထောင်	ʔèɪɴtʰàʊɴ
အိမ်ထောင်ပြု	ʔèɪɴdàʊɴpjṵ
အိမ်နီးချင်း	ʔèɪɴníd͡ʑɪ́ɴ
အိမ်မြှောင်	ʔèɪɴm̥jàʊɴ
အိမ်ရှေ့မင်း	ʔèɪɴʃḛmɪ́ɴ
အိမ်ရှေ့မင်းသား	ʔèɪɴʃḛmɪ́ɴðá
အိမ်လည်	ʔèɪɴlè
အိမ်သာ	ʔèɪɴðà
အိမ်သူ	ʔèɪɴðù
အို	ʔò
အိုက်စလန်	ʔaɪʔsəlàɴ
အိုက်တင်	ʔaɪʔtɪ̀ɴ
အိုင်ဒီယာ	ʔàɪɴdìjà
အိုင်ဗရီကို့စ်	ʔàɪɴbəɹìko̰s
အိုင်ယာလန်	ʔàɪɴjəlàɴ
အိုင်အိုင်	ʔàɪɴʔàɪɴ
အိုဗာတင်း	ʔòbàtɪ́ɴ
အိုမန်	ʔòmàɴ
အိုရှန်းနီးယား	ʔòʃáɴníjá
အိုလံပစ်	ʔòlàɴpɪʔ
အိုး	ʔó
အီကြာကွေး	ʔìt͡ɕàkwé
အီကွေတာ	ʔìkwètà
အီကွေတာဂီနီ	ʔìkwètàɡìnì
အီကွေဒေါ	ʔìkwèdɔ́
အီဂျစ်	ʔìd͡ʑɪʔ
အီစတာ	ʔìsətà
အီတလီ	ʔìta̰lì
အီနောင်	ʔìnàʊɴ
အီရတ်	ʔìɹaʔ
အီရန်	ʔìɹàɴ
အီရီထရီးယား	ʔìɹìtʰəɹíjá
အီသီယိုးပီးယား	ʔìθìjópíjá
အီး	ʔí
အီးပေါက်	ʔípaʊʔ
အီးမေးလ်	ʔímél
အုတ်	ʔoʊʔ
အုတ်ကြွပ်	ʔoʊʔt͡ɕʊʔ
အုန်း	ʔóʊɴ
အုန်းဆီ	ʔóʊɴzì
အုန်းထမင်း	ʔóʊɴtʰəmɪ́ɴ
အုန်းနို့	ʔóʊɴno̰
အုန်းနို့ခေါက်ဆွဲ	ʔóʊɴno̰kʰaʊʔsʰwɛ́
အုန်းမှန်ကူ	ʔóʊɴm̥àɴɡù
အုံး	ʔóʊɴ
အူ	ʔù
အူမကြီး	ʔùma̰d͡ʑí
အောက်	ʔaʊʔ
အောက်ဆီဂျင်	ʔaʊʔsʰìd͡ʑɪ̀ɴ
အောက်တိုဘာ	ʔaʊʔtòbà
အောက်မြစ်	ʔaʊʔmjɪʔ
အောက်လွှတ်တော်	ʔaʊʔl̥ʊʔtɔ̀
အောက်သား	ʔaʊʔðá
အောင်	ʔàʊɴ
အောင်ပွဲ	ʔàʊɴbwɛ́
အောင်လံ	ʔàʊɴlàɴ
အော့	ʔɔ̰
အော့အန်	ʔɔ̰ʔàɴ
အော်	ʔɔ̀
အော်ကေ့ကြည်	ʔɔ̀kḛt͡ɕì
အော်တိုမေးရှင်း	ʔɔ̀tòméʃɪ́ɴ
အော်ဒါ	ʔɔ̀dà
အော်ပရာ	ʔɔ̀pəɹà
အေး	ʔé
အဲဒါ	ʔɛ́dà
အဲဒါဘာလဲ	ʔɛ́dàbàlɛ́
အဲဒီ	ʔɛ́dì
အဲဒီဟာ	ʔɛ́dìhà
အဲလစ်ဇဘက်	ʔɛ́lɪʔza̰bɛʔ
ဣ	ʔḭ
ဣန္ဒာ	ʔḭndà
ဣန္ဒြေ	ʔèɪɴdɹè
ဣရိယာပုတ်	ʔḭɹḭjàboʊʔ
ဥ	ʔṵ
ဥက္ကဋ္ဌ	ʔoʊʔkəθa̰
ဥက္ကာ	ʔoʊʔkà
ဥက္ကာခဲ	ʔoʊʔkàɡɛ́
ဥက္ကာပျံ	ʔoʊʔkàbjàɴ
ဥဂ္ဂါ	ʔṵɡɡà
ဥစ္စာ	ʔoʊʔsà
ဥဇဘက်ကစ္စတန်	ʔṵzəbɛʔkɪʔsətàɴ
ဥဏ္ဏလုံ	ʔòʊɴnəlòʊɴ
ဥဏ္ဏလုံမွေးရှင်	ʔòʊɴnəlòʊɴm̥wéʃɪ̀ɴ
ဥဏှဂူ	ʔòʊɴn̥əɡù
ဥဏှိဿ	ʔṵn̥eɪʔθa̰
ဥတု	ʔṵdṵ
ဥတ္တရ	ʔoʊʔtəja̰
ဥတ္တရခဏ္ဍ	ʔoʊʔtəɹa̰kʰànda̰
ဥဒေါင်း	ʔṵdáʊɴ
ဥပဒေ	ʔṵba̰dè
ဥပဒေပညာ	ʔṵbədèpjɪ̀ɴɲà
ဥပဓိရုပ်	ʔṵpa̰dḭjoʊʔ
ဥပမာ	ʔṵbəmà
ဥပရာဇာ	ʔṵpəɹàzà
ဥပါကြယ်	ʔṵpàt͡ɕɛ̀
ဥပါဒါန်	ʔṵpàdàn
ဥပါယ်	ʔṵpɛ̀
ဥပါလိ	ʔṵpàlḭ
ဥပုသ်	ʔṵboʊʔ
ဥပေက္ခါ	ʔṵpɛʔkʰà
ဥမင်	ʔṵmɪ̀ɴ
ဥမ္မာ	ʔṵmmà
ဥယျာဉ်	ʔṵjɪ̀ɴ
ဥရုဂွေး	ʔṵɹṵʔṵɡwé
ဥရောပ	ʔṵɹɔ́pa̰
ဥသျှစ်	ʔoʊʔʃɪʔ
ဥုံ	ʔòʊɴ
ဥဿဖရား	ʔoʊʔθəpʰəjá
ဦလန်ဘာတာ	ʔùlàɴbàtà
ဦး	ʔú
ဦးကြီး	ʔúd͡ʑí
ဦးခိုက်	ʔúkʰaɪʔ
ဦးချ	ʔút͡ɕʰa̰
ဦးချို	ʔúd͡ʑò
ဦးခွံ	ʔúɡʊ̀ɴ
ဦးထုပ်	ʔoʊʔtʰoʊʔ
ဦးနှောက်	ʔóʊɴn̥aʊʔ
ဦးပဉ္စင်း	ʔúbəzɪ́ɴ
ဦးလေး	ʔúlé
ဧက	ʔèka̰
ဧကရာဇ်	ʔèɡəjɪʔ
ဧကရာဇ်	ʔèɡəɹɪʔ
ဧကရီ	ʔèkəjì
ဧကာဒသမ	ʔèkàda̰θəma̰
ဧည့်	ʔḛ
ဧည့်သည်	ʔḛðè
ဧဏီ	ʔènì
ဧပြီ	ʔèbjì
ဩကာသ	ʔɔ́ɡàθa̰
ဩဂုတ်	ʔɔ́ɡoʊʔ
ဩစတြီးယား	ʔɔ́sətəɹìja̰
ဩစတြေးလျ	ʔɔ́sətəɹélja̰
ဩဇာ	ʔɔ́zà
ဩဇာသီး	ʔɔ́zàθí
ဩဌဇ	ʔɔ́tʰəza̰
ဩရသ	ʔɔ́jəθa̰
ဩရိဿ	ʔɔ́ɹeɪʔθa̰
ဩသဓ	ʔɔ́θəda̰
၌	n̥aɪʔ
၍	jwḛ
၎	ləɡáʊɴ
၎င်း	ləɡáʊɴ
၏	ʔḭ
