άβλαβοσ	avlavos
συζητημένοσ	sizitimenos
συζητιέμαι	sizitçeme
συζητούμαι	sizitume
συζητούμε	sizitume
συζητώ	sizito
συκή	siki
συκιά	sicʝa
συκοφάντησ	sikofandis
συλλέγομαι	sileɣome
συλλέγω	sileɣo
συλλέκτησ	silektis
συλλέχθηκα	silexθika
συλλέχτηκα	silextika
συλλογίζομαι	siloʝizome
συμβολομεταφραστέσ	siɱvolometafɾastes
συμβολομεταφραστή	siɱvolometafɾasti
συμβολομεταφραστήσ	siɱvolometafɾastis
συμβολομεταφραστών	siɱvolometafɾaston
συμβουλή	siɱvuli
συμβουλεύθηκα	siɱvulefθika
συμβουλεύομαι	siɱvulevome
συμβουλεύτηκα	siɱvuleftika
συμβουλεύω	siɱvulevo
συμβούλευσα	siɱvulefsa
συμβούλεψα	siɱvulepsa
συμβούλιο	siɱvulio
συμπάθησα	simbaθiso
συμπαθάω	simbaθao
συμπαθήθηκα	simbaθiθika
συμπαθιέμαι	simbaθçeme
συμπαθώ	simbaθo
συμπεθερεύω	simbeθeɾevo
συμπεριφέρθηκα	simbeɾifeɾθika
συμπεριφέρομαι	simbeɾifeɾome
συμπεριφορά	simbeɾifoɾa
συμπλέω	simbleo
συμπλήρωσα	simbliɾono
συμπληρώθηκα	simbliɾoθika
συμπληρώνομαι	simbliɾonome
συμπληρώνω	simbliɾono
συμπληρώσεισ	simbliɾosis
συμπολεμίστρια	simbolemistria
συμπολεμιστήσ	simbolemistis
συμπρωταγωνιστέσ	simbɾotaɣonistes
συμπρωταγωνιστή	simbɾotaɣonisti
συμπρωταγωνιστών	simbɾotaɣoniston
συμφυρμέ	siɱfirme
συμφυρμοί	siɱfirmi
συμφυρμού	siɱfirmu
συμφυρμούσ	siɱfirmius
συμφυρμό	siɱfirmo
συμφυρμόσ	siɱfirmos
συμφυρμών	siɱfirmon
συμφωνημένοσ	siɱfonimenos
συμφωνούμαι	siɱfonume
συμφωνούμε	siɱfonume
συμφωνώ	siɱfono
συμφύομαι	siɱfiome
συμφώνησα	siɱfonisa
συνάπτομαι	sinaptome
συνάπτομε	sinaptome
συνάπτουμε	sinaptume
συνάπτω	sinapto
συνάφθηκα	sinafθika
συνάφθηκαν	sinafθikan
συνέγραψα	sineɣrapsa
συνέδεσα	sineðesa
συνέθλιψα	sineθlipsa
συνέθλιψε	sineθlipse
συνέκοψα	sinekopsa
συνέλεξα	sineleksa
συνέπλευσα	sineplefsa
συνέρραψα	sineɾapsa
συνέρρευσα	sinerefsa
συνέρχομαι	sinerxome
συνέτριψα	sinetɾipsa
συνέτριψε	sinetɾipse
συνέχεια	sineçia
συνήθησ	siniθis
συνήθωσ	siniθos
συνήλθα	sinilθa
συνήρθα	sinirθa
συνήφθη	sinifθi
συνήφθην	sinifθin
συνήφθησαν	sinifθisan
συνήψα	sinipsa
συναίρεση	sineresi
συναίρεσησ	sineresis
συναιρέσεισ	sineresis
συναιρέσεων	sinereseon
συναιρέσεωσ	sinereseos
συναναστράφηκα	sinanastɾafika
συναναστρέφομαι	sinanastɾefome
συνδέθηκα	sinðeθika
συνδέομαι	sinðeome
συνδέομε	sinðeome
συνδέουμε	sinðeume
συνδέσεισ	sinðesis
συνδέω	sinðeo
συνδιασκέπτομαι	sinðiasceptome
συνδιασκέπτομαι	sinði̯asceptome
συνδιασκέφθηκα	sinðiascefθika
συνδυάζομαι	sinðiazome
συνδυάζομε	sinðiazome
συνδυάζουμε	sinðiazume
συνδυάζω	sinðiazo
συνδυάσθηκα	sinðiasθika
συνδυάστηκα	sinðiastika
συνεβούλευσα	sinevulefsa
συνεγράφην	sineɣrafin
συνεδέθην	sineðeθin
συνεθλίβη	sineθlivi
συνεθλίβην	sineθlivin
συνεθλίβησαν	sineθlivisan
συνελέγην	sineleʝin
συνεννοήθηκα	sinenoiθika
συνεννοούμαι	sinenoume
συνεννόηση	sinenoisi
συνεργάζομαι	sineɾɣazome
συνετρίβη	sinetɾivi
συνετρίβην	sinetɾivin
συνετρίβησαν	sinetɾivisan
συνεχάρη	sinexari
συνεχάρην	sinexarin
συνεχάρησαν	sinexaɾisan
συνεχίζομαι	sineçizome
συνεχίζομε	sineçizome
συνεχίζουμε	sineçizume
συνεχίζω	sineçizo
συνεχίστηκα	sineçistika
συνεχώσ	sinexos
συνηθισμένα	siniθizmena
συνηθισμένε	siniθizmene
συνηθισμένεσ	siniθizmenes
συνηθισμένη	siniθizmeni
συνηθισμένησ	siniθizmenis
συνηθισμένο	siniθizmeno
συνηθισμένοι	siniθizmeni
συνηθισμένοσ	siniθizmenos
συνηθισμένου	siniθizmenu
συνηθισμένουσ	siniθizmenus
συνηθισμένων	siniθizmenon
συνθετικά	sinθetika
συνθλίβομαι	sinθlivome
συνθλίβω	sinθlivo
συνθλίφτηκα	sinθliftika
συνθλίφτηκαν	sinθliftikan
συνθλίφτηκε	sinθliftice
συνθλιφτήκαν	sinθliftikan
συνθλιφτήκανε	sinθliftikane
συνιστώ	sinisto
συνοδέ	sinoðe
συνοδοί	sinoði
συνοδού	sinoðu
συνοδούσ	sinoðus
συνοδό	sinoðo
συνοδόσ	sinoðos
συνοδών	sinoðon
συνοριοφυλάκων	sinoriofilakon
συνοριοφύλακα	sinoriofilaka
συνοριοφύλακασ	sinoriofilakas
συνοριοφύλακεσ	sinoriofilaces
συνουσία	sinusia
συντομεύθηκα	sindomefθika
συντομεύομαι	sindomevome
συντομεύτηκα	sindomeftika
συντρίβομαι	sindrivome
συντρίβω	sindrivo
συντρίφθηκα	sindrifθika
συντρίφθηκαν	sindrifθikan
συντρίφθηκε	sindrifθice
συντρίφτηκα	sindriftika
συντρίφτηκαν	sindriftikan
συντρίφτηκε	sindriftice
συντριπτικόσ	sindriptikos
συντριφτήκαν	sindriftikan
συντριφτήκανε	sindriftikane
συνόρου	sinoru
συνόρων	sinoron
συνόψεισ	sinopsis
συνόψεων	sinopseon
συνόψεωσ	sinopseos
συριζα	siɾiza
συριζαίοσ	siɾizeos
συρράπτομαι	siɾaptome
συρράπτομε	siɾaptome
συρράπτουμε	siɾaptume
συρράπτω	siɾapto
συρράφηκα	siɾafika
συρράφθηκα	siɾafθika
συρρέω	sireo
συσκέπτομαι	sisceptome
συσκέφθηκα	siscefθika
συσσωρεύθηκα	sisoɾefθika
συσσωρεύομαι	sisoɾevome
συσσωρεύτηκα	sisoɾeftika
συσσωρεύω	sisoɾevo
σφάχτησ	sfaçtis
σφαλιάρα	sfaʎaɾa
σφαλιάρισμα	sfaʎaɾizma
σφαλιαρίζω	sfaʎaɾizo
σφαλιαρίτσα	sfaʎaɾitsa
σφιγκτήρασ	sfiŋɡtiɾas
σφιχτά	sfixta
σφιχταγκάλιασα	sfixtaŋɡaʎasa
σφιχταγκαλιάζομαι	sfixtaŋɡaʎazome
σφιχταγκαλιάζω	sfixtaŋɡaʎazo
σφιχταγκαλιάστηκα	sfixtaŋɡaʎastika
σφουγγοκωλάριοσ	sfuŋɡokolaɾios
σφραγίζω	sfɾaʝizo
σφυρί	sfiri
σφυρίζομαι	sfirizome
σφυρίζω	sfirizo
σφυρίχτηκα	sfirixtika
σφύζω	sfizo
σφύριξα	sfiriksa
σχίζομαι	sçizome
σχίζω	sçizo
σχεδιάζω	sçeðiazo
σχετικά	sçetika
σχημάτισα	sçimatisa
σχηματίζομαι	sçimatizome
σχηματίζω	sçimatizo
σχηματίστηκα	sçimatistika
σχολίου	sxoliu
σχολίων	sxolion
σχόλιο	sxolio
σωκράτησ	sokɾatis
σωματικόσ	somatikos
σωματικώσ	somatikos
σωπαίνω	sopeno
σωρέ	soɾe
σωροί	soɾi
σωρού	soɾu
σωρούσ	soɾus
σωρό	soɾo
σωρόσ	soɾos
σωρών	soɾon
σόι	soi
σύδεντρο	siðendro
σύκο	siko
σύμβουλοσ	siɱvulos
σύναψα	sinapsa
σύνδεσα	sinðesa
σύνθλιψα	sinθlipsa
σύνθλιψε	sinθlipse
σύννεφο	sinefo
σύνορα	sinora
σύνορο	sinoro
σύνορον	sinoron
σύνοψη	sinopsi
σύνοψησ	sinopsis
σύνταξη	sindaksi
σύντριψα	sindɾipsa
σύντριψε	sindripse
σύρθηκα	sirθika
σύρομαι	sirome
σύρω	siro
σύστημα	sistima
σώγαμπροσ	soɣambɾos
σώζω	sozo
σώμα	soma
σώπα	sopa
σώπασα	sopasa
σώπασε	sopase
σώσε	sose
τάθηκα	taθika
τάλαντο	talando
τάλιρο	taliɾo
τάμα	tama
τάμεσησ	tamesis
τάρανδοσ	taɾanðos
τάραξα	taraksa
τάφηκα	tafika
τάφρε	tafre
τάφρο	tafro
τάφροι	tafri
τάφροσ	tafros
τάφρου	tafru
τάφρουσ	tafrus
τάφρων	tafron
τάχα	taxa
τάχατε	taxate
τάχατεσ	taxates
τέλεια	telia
τέλειωσα	teʎosa
τέλι	teli
τέρπομαι	teɾpome
τέρπομε	teɾpome
τέρπουμε	teɾpume
τέρπω	teɾpo
τέρψεισ	teɾpsis
τέταρτο	tetaɾto
τέταρτοσ	tetaɾtos
τέχνη	texni
τέωσ	teos
τήνε	tine
τήνο	tino
τήνοσ	tinos
τίνα	tina
τίνασ	tinas
τίνεσ	tines
τίνι	tini
τίνοσ	tinos
τίνων	tinon
τίσι	tisi
ταίρι	teri
ταιριάζετε	terʝazete
ταιριάζω	terʝazo
ταλέντο	talendo
ταλαίπωροσ	talepoɾos
ταλαιπωρήθηκα	talepoɾiθika
ταλαιπωρία	talepoɾia
ταλαιπωρημένοσ	talepoɾimenos
ταλαιπωριέμαι	talepoɾʝeme
ταλαιπωρούμαι	talepoɾume
ταλαιπωρούμε	talepoɾume
ταλαιπωρώ	talepoɾo
ταλαιπώρησα	taelporisa
ταλαντούχοσ	talanduxos
ταμείο	tamio
τανάγρα	tanaɣɾa
ταξιδεύω	taksiðevo
ταξιτζήσ	taksindzis
ταξιτζού	taksindzu
ταπεινώνομαι	tapinonome
ταπεινώνω	tapinono
ταράζομαι	tarazome
ταράζω	tarazo
ταράχθηκα	taraxθika
ταράχτηκα	taraxtika
ταριχεύθηκα	taɾixefθika
ταριχεύομαι	taɾixevome
ταριχεύτηκα	taɾixeftika
ταριχεύω	taɾixevo
ταρό	taɾo
τασάκι	tasaci
ταυ	taf
ταὐτομετάβατοσ	taftometavatos
ταχυδακτυλουργία	taçiðaktiluɾʝia
ταχυδακτυλουργόσ	taçiðaktiluɾɣos
ταχυδρομείο	taçiðɾomio
ταχυδρομικόσ	taçiðɾomikos
ταχυδρόμοσ	taçiðɾomos
ταχυφαγείο	taçifaʝio
ταχύτητα	taçitita
τείνομαι	tinome
τείνομε	tinome
τείνουμε	tinume
τείνω	tino
τελέσθηκα	telesθika
τελέστηκα	telestika
τελείωσα	teliosa
τελειώθηκα	telioθika
τελειώνομαι	telionome
τελειώνω	teliono
τελειώνω	teʎono
τελεσμένοσ	telezmenos
τελευταία	teleftea
τελευταίοσ	telefteos
τελευταίωσ	telefteos
τελούμαι	telume
τελούμε	telume
τελῶ	telo
τελώ	telo
τεμπέλιασα	tembeʎasa
τεμπελιάζω	tembeʎazo
τεσσερισήμισι	teseɾisimisi
τετάρτη	tetaɾti
τετρακόσια	tetɾakosça
τετριμμένα	tetrimena
τετριμμέναι	tetrimene
τετριμμένασ	tetrimenas
τετριμμένε	tetrimene
τετριμμένεσ	tetrimenes
τετριμμένη	tetrimeni
τετριμμένην	tetrimenin
τετριμμένησ	tetrimenis
τετριμμένο	tetrimeno
τετριμμένοι	tetrimeni
τετριμμένοσ	tetrimenos
τετριμμένου	tetrimenu
τετριμμένουσ	tetrimenus
τετριμμένων	tetrimenon
τεχνολογία	texnoloʝia
τεχνολογίασ	texnoloʝias
τεχνολογίεσ	texnoloʝies
τεχνολογιῶν	texnoloʝion
τεχνολογιών	texnoloʝion
τεχνολόγε	texnoloʝe
τεχνολόγο	texnoloɣo
τεχνολόγοι	texnoloʝi
τεχνολόγοσ	texnoloɣos
τεχνολόγου	texnoloɣu
τεχνολόγουσ	texnoloɣus
τεχνολόγων	texnoloɣon
τεϊομαντεία	teiomandia
τζάκι	dzaci
τζάμπα	tsamba
τζένη	dzeni
τζέτζησ	dzedzis
τζαμπέ	tsambe
τζερτζελέσ	dzeɾdzeles
τζιν	dzin
τζόρτζια	dzoɾdzia
τηγανητόσ	tiɣanitos
τηλεθέαση	tileθeasi
τηλεθεάτρια	tileθeatɾia
τηλεθεατήσ	tileθeatis
τηλεσκόπιον	tileskopion
τηλεφωνάω	tilefonao
τηλεφωνήθηκα	tilefoniθika
τηλεφωνιέμαι	tilefoɲeme
τηλεφωνώ	tilefono
τηλεφώνησα	tilefonisa
τησ	tis
τιμή	timi
τιμοκατάλογε	timokataloʝe
τιμοκατάλογο	timokataloɣo
τιμοκατάλογοι	timokataloʝi
τιμοκατάλογοσ	timokataloɣos
τιμοκαταλόγου	timokataloɣu
τιμοκαταλόγουσ	timokataloɣus
τιμοκαταλόγων	timokataloɣon
τιμολόγιο	timoloʝo
τιμονιέρησ	timoɲeɾis
τιμόνι	timoni
τισ	tis
τιτάν	titan
τιτάνα	titana
τιτάνασ	titanas
τιτάνεσ	titanes
τιτάνοσ	titanos
τιτάνων	titanon
το	to
τολμάω	tolmao
τομάρι	tomaɾi
τον	ton
τοποθέτησα	topoθetisa
τοποθετήθηκα	topoθetiθika
τοποθετημένοσ	topoθeto
τοποθετούμαι	topoθetume
τοποθετούμε	topoθetume
τοποθετώ	topoθeto
τορπίλη	toɾpili
τορόντο	toɾondo
τοστιέρα	tostçeɾa
τουβλάκι	tuvlaci
τουρκοκρατία	tuɾkokɾatia
τούβλο	tuvlo
τούμπανο	tubano
τούμπανο	tumbano
τούρκικοσ	tuɾcikos
τούρτα	tuɾta
τούρτασ	tuɾtas
τούρτεσ	tuɾtes
τούτοισ	tutis
τούτοσ	tutos
τράπηκα	tɾapika
τρέμω	tremo
τρέπομαι	trepome
τρέπομε	tɾepome
τρέπουμε	tɾepume
τρέπω	trepo
τρίβομαι	trivome
τρίβω	trivo
τρίγωνον	tɾiɣonon
τρίζω	trizo
τρίκαλα	tɾikala
τρίπολη	tɾipoli
τρίτοσ	tɾitos
τρίτων	tɾiton
τρίφτηκα	triftika
τραβάω	tɾavao
τραβηγμένοσ	tɾaviɣmenos
τραβιέμαι	tɾavʝeme
τραβώ	tɾavo
τραγουδάω	tɾaɣuðao
τραγουδήθηκα	tɾaɣuðiθika
τραγουδημένοσ	tɾaɣuðimenos
τραγουδιέμαι	tɾaɣuðʝeme
τραγουδισμένοσ	tɾaɣuðizmenos
τραγουδιστήσ	tɾaɣuðistis
τραγουδώ	tɾaɣuðo
τραγούδησα	tɾaɣuðisa
τρανσ	tɾans
τραπέζι	tɾapezi
τραπέζια	tɾapezia
τραπέζια	tɾapezʝa
τραυματίασ	tɾavmatias
τραύμα	tɾavma
τρεισ	tɾis
τρεισήμισι	tɾisimisi
τρελάθηκα	tɾelaθika
τρελή	treli
τρελαίνομαι	tɾelenome
τρελοκομείο	tɾelokomio
τρεχούμενη	tɾexumeni
τρεχούμενο	tɾexumeno
τρεχούμενοι	tɾexumeni
τρεχούμενοσ	tɾexumenos
τριάκοντα	tɾiakonda
τριάντα	trianda
τριακόσια	tɾiakosça
τριμμένα	trimena
τριμμένε	trimene
τριμμένεσ	trimenes
τριμμένη	trimeni
τριμμένησ	trimenis
τριμμένο	trimeno
τριμμένοι	trimeni
τριμμένοσ	trimenos
τριμμένου	trimenu
τριμμένουσ	trimenus
τριμμένων	trimenon
τριπολιτσά	tɾipolitsa
τριταγωνιστέσ	tritaɣonistes
τριταγωνιστή	tritaɣonisti
τριταγωνιστών	tritaɣoniston
τριφύλλι	tɾifili
τρομάζω	tromazo
τρομαγμένη	tɾomaɣmeni
τρομαγμένοι	tɾomaɣmeni
τρομαγμένοσ	tɾomaɣmenos
τρομοκράτησ	tɾomokɾatis
τρομοκράτησα	tɾomokɾatisa
τρομοκράτισσα	tɾomokɾatisa
τρομοκρατήθηκα	tɾomokɾatiθika
τρομοκρατία	tɾomokɾatia
τρομοκρατημένοσ	tɾomokɾatimenos
τρομοκρατούμαι	tɾomokɾatume
τρομοκρατούμε	tɾomokɾatume
τρομοκρατώ	tɾomokɾato
τροχονόμοσ	tɾoxonomos
τροχόσπιτο	tɾoxospito
τρυγόνα	triɣona
τρυγόνασ	triɣonas
τρυγόνεσ	triɣones
τρυγόνι	triɣoni
τρυγόνων	triɣonon
τρυπάω	tɾipao
τρυπήθηκα	tɾipiθika
τρυπημένοσ	tɾipimenos
τρυπιέμαι	tɾipçeme
τρυπώ	tɾipo
τρωάδα	troaða
τρόμοσ	tromos
τρύπα	tɾipa
τρύπησα	tɾipao
τρώω	tɾoo
τσάκωνασ	tsakonas
τσάμπα	tsamba
τσέκαρα	tsekaɾa
τσέκαρε	tsekaɾe
τσίρλα	tsiɾla
τσίσα	tsisa
τσίσια	tsisça
τσίτσα	tsitsa
τσίτσασ	tsitsas
τσίτσεσ	tsitses
τσίτσιδοσ	tsitsiðos
τσακωνιά	tsakoɲa
τσακωνιάσ	tsakoɲas
τσακωνικά	tsakonika
τσακωνικέ	tsakonice
τσακωνικέσ	tsakonices
τσακωνική	tsakonici
τσακωνικήσ	tsakonicis
τσακωνικοί	tsakonici
τσακωνικού	tsakoniku
τσακωνικούσ	tsakonikus
τσακωνικό	tsakoniko
τσακωνικόσ	tsakonikos
τσακωνικών	tsakonikon
τσακώνικα	tsakonika
τσακώνικε	tsakonice
τσακώνικεσ	tsakonices
τσακώνικη	tsakonici
τσακώνικησ	tsakonicis
τσακώνικο	tsakoniko
τσακώνικοι	tsakonici
τσακώνικοσ	tsakonikos
τσακώνικου	tsakoniku
τσακώνικουσ	tsakonikus
τσακώνικων	tsakonikon
τσακώνομαι	tsakonome
τσακώνω	tsakono
τσαμπουκάσ	tsambukas
τσεκάριζα	tsekaɾiza
τσεκάριζε	tsekaɾize
τσεκάρισα	tsekaɾisa
τσεκάρισε	tsekaɾise
τσεκάρομαι	tsekaɾome
τσεκάρω	tsekaɾo
τσεκαρίστηκα	pondaɾistika
τσιγαρίλα	tsiɣaɾila
τσιγγάνοσ	tsiŋɡanos
τσιμπουκότρυπα	tsimbukotɾipa
τσιμπουκώνω	tsimbukono
τσιμπούκι	tsimbuci
τσιτσί	tsitsi
τσιτσίδι	tsitsiði
τσιφούτησ	tsifutis
τσογλάνι	tsoɣlani
τσογλαναράσ	tsoɣlanaɾas
τσουράπι	tsuɾapi
τσουράπια	tsuɾapça
τσουραπιού	tsuɾapçu
τσουραπιών	tsuɾapçon
τσόγλανοσ	tsoɣlanos
τσόντα	tsonda
