aarōn	aːarɔn
ventrālis	vɛn̪t̪raːlis
ventulus	vɛn̪t̪ulus
ventī	vɛn̪t̪i
ventīs	vɛn̪t̪is
ventō	vɛn̪t̪ɔ
ventōs	vɛn̪t̪ɔs
ventōsus	vɛn̪t̪ɔːzus
venulēius	vɛnulɛːjus
venus	vɛːnus
venusia	vɛnuːzia
venustior	vɛnust̪iɔr
venustus	vɛnust̪us
venustō	vɛnust̪ɔ
venutius	vɛnuːt͡sius
venāfrum	vɛnaːfrum
venēfica	vɛnɛːfika
venēficium	vɛnɛfiːt͡ʃium
venēficus	vɛnɛːfikus
venēnifer	vɛnɛːnifɛr
venēnum	vɛnɛːnum
venēnāre	vɛnɛnaːrɛ
venēnātus	vɛnɛnaːt̪us
venēnōsus	vɛnɛnɔːzus
venīlia	vɛniːlia
venīmus	vɛniːmus
venīmus	vɛːnimus
venīre	vɛniːrɛ
verberābundus	vɛrbɛrabun̪d̪us
verberō	vɛrbɛrɔ
verbigerāns	vɛrbiːd͡ʒɛrans
verbigerō	vɛrbiːd͡ʒɛrɔ
verbum	vɛrbum
verbālis	vɛrbaːlis
verbālēs	vɛrbaːlɛs
verbānus	vɛrbaːnus
verbātim	vɛrbaːt̪im
verbēna	vɛrbɛːna
verbīnum	vɛrbiːnum
verbōsus	vɛrbɔːzus
vercellae	vɛrt͡ʃɛllɛ
vereasueca	vɛrɛazuːɛka
verendus	vɛrɛn̪d̪us
vereor	vɛːrɛɔr
vergellus	vɛrd͡ʒɛllus
vergilius	vɛrd͡ʒiːlius
vergilī	vɛrd͡ʒiːli
vergivius	vɛrd͡ʒiːvius
vergunnī	vɛrɡunni
vergō	vɛrɡɔ
vermiculor	vɛrmiːkulɔr
vermiculātus	vɛrmikulaːt̪us
vermiferus	vɛrmiːfɛrus
vermifōrmis	vɛrmifɔrmis
vermina	vɛrmina
verminōsus	vɛrminɔːzus
vermis	vɛrmis
vermēs	vɛrmɛs
verna	vɛrna
vernāculus	vɛrnaːkulus
vernīx	vɛrniks
veromanduī	vɛrɔman̪d̪ui
verpa	vɛrpa
verpus	vɛrpus
verre	vɛrrɛ
verrius	vɛrrius
verrucīnī	vɛrrut͡ʃiːni
verrēs	vɛrrɛs
verrō	vɛrrɔ
verrūca	vɛrruːka
verrūcōsus	vɛrrukɔːzus
versicolor	vɛrsiːkɔlɔr
versiculus	vɛrsiːkulus
versificātor	vɛrsifikaːt̪ɔr
versificātōrī	vɛrsifikat̪ɔːri
versificō	vɛrsiːfikɔ
versifōrmis	vɛrsifɔrmis
versipellis	vɛrsipɛllis
versiō	vɛrsiɔ
versor	vɛrsɔr
versum	vɛrsum
versābundus	vɛrsabun̪d̪us
versātilis	vɛrsaːt̪ilis
versō	vɛrsɔ
versū	vɛrsu
versūtiloquus	vɛrsut̪iːlɔkwus
versūtus	vɛrsuːt̪us
vertacomicorī	vɛrt̪akɔmiːkɔri
vertebra	vɛrt̪ɛbra
vertebrālis	vɛrt̪ɛbraːlis
vertebrātus	vɛrt̪ɛbraːt̪us
vertex	vɛrt̪ɛks
vertibilis	vɛrt̪iːbilis
verticillātus	vɛrt̪it͡ʃillaːt̪us
verticālis	vɛrt̪ikaːlis
vertēre	vɛrt̪ɛrɛ
vertēre	vɛrt̪ɛːrɛ
vertīginōsus	vɛrt̪id͡ʒinɔːzus
vertīgō	vɛrt̪iːɡɔ
vertō	vɛrt̪ɔ
verulae	vɛːrulɛ
verulamium	vɛrulaːmium
vervēcīnus	vɛrvɛt͡ʃiːnus
vervēx	vɛrvɛks
verāgrī	vɛraːɡri
verēcundia	vɛrɛkun̪d̪ia
verēcundiam	vɛrɛkun̪d̪iam
verēcundus	vɛrɛkun̪d̪us
verēdus	vɛrɛːd̪us
verēdārius	vɛrɛd̪aːrius
verū	vɛːru
verūs	vɛːrus
verūtum	vɛruːt̪um
verūtus	vɛruːt̪us
vesaevus	vɛzɛːvus
vesbius	vɛsbius
vescellium	vɛʃʃɛllium
vescia	vɛʃʃia
vesculārius	vɛskulaːrius
veseris	vɛːzɛris
vesnius	vɛsnius
vespa	vɛspa
vespasius	vɛspaːzius
vespasiānus	vɛspaziaːnus
vesper	vɛspɛr
vesperiēs	vɛspɛːriɛs
vespertīliō	vɛspɛrt̪iːliɔ
vespertīnus	vɛspɛrt̪iːnus
vesperāscō	vɛspɛraskɔ
vesperūgō	vɛspɛruːɡɔ
vespillō	vɛspillɔ
vesprōnius	vɛsprɔːnius
vesta	vɛst̪a
vester	vɛst̪ɛr
vestibulum	vɛst̪iːbulum
vestibulāris	vɛst̪ibulaːris
vestibulō	vɛst̪iːbulɔ
vestilius	vɛst̪iːlius
vestis	vɛst̪is
vestiēns	vɛst̪iɛns
vestiō	vɛst̪iɔ
vestricius	vɛst̪riːt͡ʃius
vestrius	vɛst̪rius
vestrum	vɛst̪rum
vestrī	vɛst̪ri
vestālis	vɛst̪aːlis
vestīgium	vɛst̪iːd͡ʒium
vestīgō	vɛst̪iːɡɔ
vestīmentum	vɛst̪imɛn̪t̪um
vestītis	vɛst̪iːt̪is
vestītus	vɛst̪iːt̪us
vestītīs	vɛst̪iːt̪is
vestīverimus	vɛst̪ivɛriːmus
vestīverimus	vɛst̪ivɛːrimus
vestīveris	vɛst̪iːvɛris
vestīveritis	vɛst̪ivɛriːt̪is
vestīveritis	vɛst̪ivɛːrit̪is
vestōrius	vɛst̪ɔːrius
vesunna	vɛzunna
vesuviō	vɛzuːviɔ
vesvius	vɛsvius
vesēvus	vɛzɛːvus
vetera	vɛːt̪ɛra
veterante	vɛt̪ɛran̪t̪ɛ
veternus	vɛt̪ɛrnus
veterāmentārius	vɛt̪ɛramɛn̪t̪aːrius
veterānus	vɛt̪ɛraːnus
veterātōrius	vɛt̪ɛrat̪ɔːrius
veterēs	vɛːt̪ɛrɛs
veterētum	vɛt̪ɛrɛːt̪um
veterō	vɛːt̪ɛrɔ
vettius	vɛt̪t̪ius
vettiēnus	vɛt̪t̪iɛːnus
vettōna	vɛt̪t̪ɔːna
vettōnēs	vɛt̪t̪ɔːnɛs
vetula	vɛːt̪ula
vetulus	vɛːt̪ulus
vetulēnus	vɛt̪ulɛːnus
vetulōnia	vɛt̪ulɔːnia
veturius	vɛt̪uːrius
vetus	vɛːt̪us
vetustus	vɛt̪ust̪us
vetīlius	vɛt̪iːlius
vetō	vɛːt̪ɔ
vexillifer	vɛksillifɛr
vexō	vɛksɔ
viadus	viːad̪us
viam	viːam
vibilius	vibiːlius
vibrābundus	vibrabun̪d̪us
vibrātiuncula	vibrat͡siuŋkula
vibrātiō	vibraːt͡siɔ
vibrō	viːbrɔ
vibulānus	vibulaːnus
vibō	viːbɔ
vibōnēs	vibɔːnɛs
vice	viːt͡ʃɛ
vicerēgālis	vit͡ʃɛrɛɡaːlis
vicia	viːt͡ʃia
vicibus	viːt͡ʃibus
vicirius	vit͡ʃiːrius
vicis	viːt͡ʃis
vicissitās	vit͡ʃissit̪as
victam	vikt̪am
victima	vikt̪ima
victimārius	vikt̪imaːrius
victimāriō	vikt̪imaːriɔ
victimō	vikt̪imɔ
victor	vikt̪ɔr
victuma	vikt̪uma
victus	vikt̪us
victōria	vikt̪ɔːria
victōriātus	vikt̪ɔriaːt̪us
victōriōsus	vikt̪ɔriɔːzus
vicārius	vikaːrius
vicāriāle	vikariaːlɛ
vicāriālis	vikariaːlis
vicāriānus	vikariaːnus
vicēnsimus	vit͡ʃɛnsimus
videntēs	vid̪ɛn̪t̪ɛs
videō	viːd̪ɛɔ
vidua	viːd̪ua
viducassēs	vid̪ukassɛs
viduus	viːd̪uus
viduō	viːd̪uɔ
vidē	viːd̪ɛ
vidēlicet	vid̪ɛːlit͡ʃɛt̪
vidēmus	vid̪ɛːmus
vidēre	vid̪ɛːrɛ
vidēte	vid̪ɛːt̪ɛ
vidētur	vid̪ɛːt̪ur
viennēnsis	viɛnnɛnsis
vietnamia	viɛt̪naːmia
vietnamicus	viɛt̪naːmikus
vietnamēnsis	viɛt̪namɛnsis
vieō	viːɛɔ
vigellius	vid͡ʒɛllius
vigentēs	vid͡ʒɛn̪t̪ɛs
vigeō	viːd͡ʒɛɔ
vigia	viːd͡ʒia
vigil	viːd͡ʒil
vigilantēs	vid͡ʒilan̪t̪ɛs
vigilia	vid͡ʒiːlia
vigilāns	viːd͡ʒilans
vigilō	viːd͡ʒilɔ
vigor	viːɡɔr
vigornia	viɡɔrnia
vigorniēnsis	viɲɲɔrniɛnsis
vigēscō	vid͡ʒɛskɔ
vigōrandō	viɡɔran̪d̪ɔ
vigōre	viɡɔːrɛ
vigōrem	viɡɔːrɛm
vigōrā	viɡɔːra
vigōrārem	viɡɔraːrɛm
vigōrārās	viɡɔːraras
vigōrārēs	viɡɔraːrɛs
vigōrās	viɡɔːras
vigōrāsse	viɡɔrassɛ
vigōrāssem	viɡɔrassɛm
vigōrāssēs	viɡɔrassɛs
vigōrēs	viɡɔːrɛs
vigōrō	viɡɔːrɔ
villōsus	villɔːzus
vincentius	vin̠ʲt͡ʃɛnt͡sius
vincere	vin̠ʲt͡ʃɛrɛ
vincibilis	vin̠ʲt͡ʃiːbilis
vinciō	vin̠ʲt͡ʃiɔ
vinculantēs	viŋkulan̪t̪ɛs
vinculum	viŋkulum
vinculō	viŋkulɔ
vincēre	vin̠ʲt͡ʃɛːrɛ
vincō	viŋkɔ
vindelicia	vin̪d̪ɛliːt͡ʃia
vindelicus	vin̪d̪ɛːlikus
vindelicī	vin̪d̪ɛːlit͡ʃi
vindex	vin̪d̪ɛks
vindicium	vin̪d̪iːt͡ʃium
vindicius	vin̪d̪iːt͡ʃius
vindicta	vin̪d̪ikt̪a
vindicālis	vin̪d̪ikaːlis
vindicātiō	vin̪d̪ikaːt͡siɔ
vindicō	vin̪d̪ikɔ
vindilis	vin̪d̪ilis
vindius	vin̪d̪ius
vindobala	vin̪d̪ɔːbala
vindobona	vin̪d̪ɔːbɔna
vindonissa	vin̪d̪ɔnissa
vinius	viːnius
vinxerimus	viŋksɛriːmus
vinxerimus	viŋksɛːrimus
vinxeris	viŋksɛris
vinxeritis	viŋksɛriːt̪is
vinxeritis	viŋksɛːrit̪is
viola	viːɔla
violentus	viɔlɛn̪t̪us
violet	viːɔlɛt̪
violāceus	viɔlaːt͡ʃɛus
violāscēns	viɔlaʃʃɛns
violēns	viːɔlɛns
violō	viːɔlɔ
vipitēnum	vipit̪ɛːnum
vipiō	viːpiɔ
vipstānus	vipst̪aːnus
vipsānius	vipsaːnius
vira	viːra
viram	viːram
vireō	viːrɛɔ
virgilius	vird͡ʒiːlius
virgineus	vird͡ʒiːnɛus
virginicus	vird͡ʒiːnikus
virginitās	vird͡ʒiːnit̪as
virginius	vird͡ʒiːnius
virginiāna	vird͡ʒiniaːna
virginiānus	vird͡ʒiniaːnus
virginiānās	vird͡ʒiniaːnas
virginiānō	vird͡ʒiniaːnɔ
virginiānōs	vird͡ʒiniaːnɔs
virginālis	vird͡ʒinaːlis
virgultus	virɡul̪t̪us
virguncula	virɡuŋkula
virgātus	virɡaːt̪us
virgētum	vird͡ʒɛːt̪um
virgō	virɡɔ
viridiflōrus	virid̪iflɔːrus
viridis	viːrid̪is
viridomarus	virid̪ɔːmarus
viridulus	viriːd̪ulus
viridō	viːrid̪ɔ
viriplaca	viriːplaka
virius	viːrius
viriāthus	viriaːt̪us
virodūnum	virɔd̪uːnum
virovesca	virɔvɛska
virtuōsus	virt̪uɔːzus
virtūs	virt̪us
virāgō	viraːɡɔ
virās	viːras
virē	viːrɛ
virēscō	virɛskɔ
virētum	virɛːt̪um
virī	viːri
virīlior	viriːliɔr
virīlis	viriːlis
virō	viːrɔ
virūnum	viruːnum
visbyēnsis	visbiɛnsis
viscera	viʃʃɛra
viscericola	viʃʃɛriːkɔla
viscivorus	viʃʃiːvɔrus
viscō	viskɔ
viscōnsinia	viskɔnsiːnia
viscōsus	viskɔːzus
visellius	vizɛllius
vispelliō	vispɛlliɔ
vispillō	vispillɔ
visucius	vizuːt͡ʃius
visurgis	vizurd͡ʒis
vitellia	vit̪ɛllia
vitellius	vit̪ɛllius
vitellus	vit̪ɛllus
vitellīnus	vit̪ɛlliːnus
vitium	viːt͡sium
vitiēnsis	vit͡siɛnsis
vitiō	viːt͡siɔ
vitiōsitas	vit͡siɔːzit̪as
vitiōsus	vit͡siɔːzus
vitodūrum	vit̪ɔd̪uːrum
vitrasius	vit̪raːzius
vitreus	viːt̪rɛus
vitripennis	vit̪ripɛnnis
vitrum	viːt̪rum
vitrūvius	vit̪ruːvius
vitta	vit̪t̪a
vittea	vit̪t̪ɛa
vitticollis	vit̪t̪ikɔllis
vittātus	vit̪t̪aːt̪us
vitula	viːt̪ula
vitulus	viːt̪ulus
vitumnus	vit̪umnus
vituperābilis	vit̪upɛraːbilis
vituperātiō	vit̪upɛraːt͡siɔ
vituperātor	vit̪upɛraːt̪ɔr
vituperō	vit̪uːpɛrɔ
vitus	viːt̪us
viverra	vivɛrra
viverrīnus	vivɛrriːnus
viāre	viaːrɛ
viāticum	viaːt̪ikum
viāticus	viaːt̪ikus
viātor	viaːt̪ɔr
viātrīce	viat̪riːt͡ʃɛ
viātrīcibus	viat̪riːt͡ʃibus
viātrīcēs	viat̪riːt͡ʃɛs
viātrīx	viaːt̪riks
viātōrī	viat̪ɔːri
viēs	viːɛs
viētus	viɛːt̪us
viētūrus	viɛt̪uːrus
viō	viːɔ
vocitus	vɔːt͡ʃit̪us
vocitō	vɔːt͡ʃit̪ɔ
vocābulum	vɔkaːbulum
vocāmen	vɔkaːmɛn
vocātis	vɔkaːt̪is
vocātīs	vɔkaːt̪is
vocātīvus	vɔkat̪iːvus
vocāverimus	vɔkavɛriːmus
vocāverimus	vɔkavɛːrimus
vocāveris	vɔkaːvɛris
vocāveritis	vɔkavɛriːt̪is
vocāveritis	vɔkavɛːrit̪is
vocīvus	vɔt͡ʃiːvus
vocō	vɔːkɔ
vocōnius	vɔkɔːnius
voivoda	vɔjvɔd̪a
vojvoda	vɔjvɔd̪a
vola	vɔːla
volaemum	vɔlɛːmum
volantēs	vɔlan̪t̪ɛs
volcae	vɔl̠ʲt͡ʃɛ
volcārum	vɔlkaːrum
volcās	vɔlkas
volcātius	vɔlkaːt͡sius
volcīs	vɔl̠ʲt͡ʃis
volerō	vɔːlɛrɔ
volgō	vɔlɡɔ
volitō	vɔːlit̪ɔ
volnerō	vɔlnɛrɔ
volnius	vɔlnius
volpēs	vɔlpɛs
volscius	vɔl̠ʲʃius
volscē	vɔl̠ʲʃɛ
volscī	vɔl̠ʲʃi
volsiniī	vɔlsiːnii
voltis	vɔl̪t̪is
voltur	vɔl̪t̪ur
volturcius	vɔl̪t̪urt͡ʃius
volturius	vɔl̪t̪uːrius
voltēius	vɔl̪t̪ɛːjus
volubilis	vɔluːbilis
volucer	vɔːlut͡ʃɛr
volucripēs	vɔluːkripɛs
volumnius	vɔlumnius
volumnus	vɔlumnus
voluntābundus	vɔlun̪t̪abun̪d̪us
voluntārius	vɔlun̪t̪aːrius
voluntās	vɔlun̪t̪as
volup	vɔːlup
voluptuōsus	vɔlupt̪uɔːzus
voluptārius	vɔlupt̪aːrius
voluptās	vɔlupt̪as
volusius	vɔluːzius
volusus	vɔːluzus
volusēnus	vɔluzɛːnus
volux	vɔːluks
voluī	vɔːlui
volvam	vɔlvam
volve	vɔlvɛ
volvendō	vɔlvɛn̪d̪ɔ
volveram	vɔlvɛram
volverem	vɔlvɛrɛm
volverimus	vɔlvɛriːmus
volverimus	vɔlvɛːrimus
volveris	vɔlvɛris
volveris	vɔlvɛːris
volveritis	vɔlvɛriːt̪is
volveritis	vɔlvɛːrit̪is
volverās	vɔlvɛras
volverēs	vɔlvɛrɛs
volvās	vɔlvas
volvēs	vɔlvɛs
volvī	vɔlvi
volvō	vɔlvɔ
volānē	vɔlaːnɛ
volāterrae	vɔlat̪ɛrrɛ
volāticus	vɔlaːt̪ikus
volātile	vɔlaːt̪ilɛ
volātilis	vɔlaːt̪ilis
volēns	vɔːlɛns
volūbilis	vɔluːbilis
volūcra	vɔluːkra
volūmen	vɔluːmɛn
volūtābrum	vɔlut̪aːbrum
volūtō	vɔluːt̪ɔ
vomica	vɔːmika
vomicus	vɔːmikus
vomitum	vɔːmit̪um
vomitus	vɔːmit̪us
vomitō	vɔːmit̪ɔ
vomitōrium	vɔmit̪ɔːrium
vomitōrius	vɔmit̪ɔːrius
vomānus	vɔmaːnus
vomāx	vɔːmaks
vomēre	vɔmɛːrɛ
vomēre	vɔːmɛrɛ
vomō	vɔːmɔ
vonōnēs	vɔnɔːnɛs
vopiscus	vɔpiskus
voreda	vɔːrɛd̪a
vorganium	vɔrɡaːnium
vormatia	vɔrmaːt͡sia
vorogium	vɔrɔːd͡ʒium
vorsipellis	vɔrsipɛllis
vorsum	vɔrsum
vortex	vɔrt̪ɛks
vorticēs	vɔrt̪it͡ʃɛs
vorācitās	vɔraːt͡ʃit̪as
vorāginōsa	vɔrad͡ʒinɔːza
vorāginōse	vɔrad͡ʒinɔːzɛ
vorāginōsus	vɔrad͡ʒinɔːzus
vorāginōsās	vɔrad͡ʒinɔːzas
vorāginōsī	vɔrad͡ʒinɔːzi
vorāginōsō	vɔrad͡ʒinɔːzɔ
vorāginōsōs	vɔrad͡ʒinɔːzɔs
vorāgō	vɔraːɡɔ
vorāta	vɔraːt̪a
vorātrīna	vɔrat̪riːna
vorātrīnā	vɔrat̪riːna
vorātrīx	vɔraːt̪riks
vorāx	vɔːraks
vorō	vɔːrɔ
voster	vɔst̪ɛr
votūrī	vɔt̪uːri
voveō	vɔːvɛɔ
vulcānus	vulkaːnus
vulcānālia	vulkanaːlia
vulgientēs	vul̠ʲd͡ʒiɛn̪t̪ɛs
vulgivagus	vul̠ʲd͡ʒiːvaɡus
vulgāris	vulɡaːris
vulgāriter	vulɡaːrit̪ɛr
vulgārēs	vulɡaːrɛs
vulgāta	vulɡaːt̪a
vulgātus	vulɡaːt̪us
vulgō	vulɡɔ
vulnerābilis	vulnɛraːbilis
vulnerō	vulnɛrɔ
vulnificus	vulniːfikus
vulpiō	vulpiɔ
vulpēcula	vulpɛːkula
vulpēs	vulpɛs
vulpīnus	vulpiːnus
vulsō	vulsɔ
vult	vul̪t̪
vultis	vul̪t̪is
vultur	vul̪t̪ur
vulturius	vul̪t̪uːrius
vulturnus	vul̪t̪urnus
vulturīnus	vul̪t̪uriːnus
vultus	vul̪t̪us
vyomina	viɔːmina
vādās	vaːd̪as
vādō	vaːd̪ɔ
vāgiō	vaːd͡ʒiɔ
vāgor	vaːɡɔr
vāgīna	vad͡ʒiːna
vāgīnālis	vad͡ʒinaːlis
vāgītus	vad͡ʒiːt̪us
vāna	vaːna
vāne	vaːnɛ
vāniloquentia	vanilɔkwɛnt͡sia
vāniloquus	vaniːlɔkwus
vānitās	vaːnit̪as
vānus	vaːnus
vānās	vaːnas
vānēscō	vanɛskɔ
vānī	vaːni
vānō	vaːnɔ
vānōs	vaːnɔs
vāpulāte	vapulaːt̪ɛ
vāpulō	vaːpulɔ
vāre	vaːrɛ
vāricus	vaːrikus
vārus	vaːrus
vārēnus	varɛːnus
vārōnis	varɔːnis
vārōnēs	varɔːnɛs
vāsa	vaːza
vāsculōsus	vaskulɔːzus
vāstus	vast̪us
vāstābundus	vast̪abun̪d̪us
vāstātōrius	vast̪at̪ɔːrius
vāstō	vast̪ɔ
vāticinius	vat̪it͡ʃiːnius
vāticinor	vat̪iːt͡ʃinɔr
vātrāx	vaːt̪raks
vātēs	vaːt̪ɛs
vātī̆cānus	vat̪ikaːnus
vēcors	vɛːkɔrs
vēctis	vɛkt̪is
vēdiovis	vɛd̪iːɔvis
vēdius	vɛːd̪ius
vēdīus	vɛd̪iːus
vēgrandis	vɛɡran̪d̪is
vēiovis	vɛːjɔvis
vēiānius	vɛjaːnius
vēiī	vɛːji
vējovis	vɛːjɔvis
vēla	vɛːla
vēles	vɛːlɛs
vēlifer	vɛːlifɛr
vēlificor	vɛliːfikɔr
vēliger	vɛːlid͡ʒɛr
vēlitor	vɛːlit̪ɔr
vēlitātus	vɛlit̪aːt̪us
vēlitātūrus	vɛlit̪at̪uːrus
vēlius	vɛːlius
vēlum	vɛːlum
vēlā	vɛːla
vēlāmen	vɛlaːmɛn
vēlārium	vɛlaːrium
vēlās	vɛːlas
vēlīs	vɛːlis
vēlō	vɛːlɔ
vēlōciter	vɛlɔːt͡ʃit̪ɛr
vēlōcitās	vɛlɔːt͡ʃit̪as
vēlōcius	vɛlɔːt͡ʃius
vēlōx	vɛːlɔks
vēmēns	vɛːmɛns
vēndibilis	vɛn̪d̪iːbilis
vēnditiō	vɛn̪d̪iːt͡siɔ
vēnditō	vɛn̪d̪it̪ɔ
vēndō	vɛn̪d̪ɔ
vēnerat	vɛːnɛrat̪
vēnerimus	vɛnɛriːmus
vēnerimus	vɛnɛːrimus
vēneris	vɛːnɛris
vēneritis	vɛnɛriːt̪is
vēneritis	vɛnɛːrit̪is
vēnerō	vɛːnɛrɔ
vēneō	vɛːnɛɔ
vēnitūrus	vɛnit̪uːrus
vēnor	vɛːnɔr
vēnum	vɛːnum
vēnus	vɛːnus
vēnābulum	vɛnaːbulum
vēnālis	vɛnaːlis
vēnālitās	vɛnaːlit̪as
vēnālīcius	vɛnaliːt͡ʃius
vēnāticus	vɛnaːt̪ikus
vēnātilis	vɛnaːt̪ilis
vēnātiō	vɛnaːt͡siɔ
vēnātor	vɛnaːt̪ɔr
vēnātrīx	vɛnaːt̪riks
vēnōsa	vɛnɔːza
vēnōse	vɛnɔːzɛ
vēnōsus	vɛnɔːzus
vēnōsās	vɛnɔːzas
vēnōsī	vɛnɔːzi
vēnōsō	vɛnɔːzɔ
vēnōsōs	vɛnɔːzɔs
vēpallidus	vɛpallid̪us
vēr	vɛr
vēra	vɛːra
vēre	vɛːrɛ
vērificō	vɛriːfikɔ
vēriloquium	vɛrilɔːkwium
vērior	vɛːriɔr
vēritās	vɛːrit̪as
vērumtamen	vɛrun̪t̪amɛn
vērānius	vɛraːnius
vērāx	vɛːraks
vērē	vɛːrɛ
vērī	vɛːri
vērōna	vɛrɔːna
vērōnae	vɛrɔːnɛ
vērōnam	vɛrɔːnam
vēscor	vɛskɔr
vēscus	vɛskus
vēsānia	vɛzaːnia
vēsāniēns	vɛzaːniɛns
vēsāniō	vɛzaːniɔ
vēsānus	vɛzaːnus
vēsīca	vɛziːka
vēsīcula	vɛziːkula
vēsīculōsus	vɛzikulɔːzus
vēsīcārius	vɛzikaːrius
vēsīcō	vɛziːkɔ
vēxillum	vɛksillum
vēxī	vɛksi
vē̆rnus	vɛrnus
vē̆rnālis	vɛrnaːlis
vībius	viːbius
vībrissae	vibrissɛ
vībulēnus	vibulɛːnus
vīcentia	vit͡ʃɛnt͡sia
vīcentiēnsis	vit͡ʃɛnt͡siɛnsis
vīcentīne	vit͡ʃɛn̪t̪iːnɛ
vīcentīnus	vit͡ʃɛn̪t̪iːnus
vīctus	vikt̪us
vīctuālis	vikt̪uaːlis
vīculus	viːkulus
vīcus	viːkus
vīcānus	vikaːnus
vīcātim	vikaːt̪im
vīcēsimus	vit͡ʃɛːzimus
vīcētia	vit͡ʃɛːt͡sia
vīcētiēnsis	vit͡ʃɛt͡siɛnsis
vīcētīnus	vit͡ʃɛt̪iːnus
vīcīna	vit͡ʃiːna
vīcīne	vit͡ʃiːnɛ
vīcīnia	vit͡ʃiːnia
vīcīnitās	vit͡ʃiːnit̪as
vīcīnor	vit͡ʃiːnɔr
vīcīnus	vit͡ʃiːnus
vīcīnālis	vit͡ʃinaːlis
vīcīnāta	vit͡ʃinaːt̪a
vīcīnē	vit͡ʃiːnɛ
vīcō	viːkɔ
vīdulus	viːd̪ulus
vīgintisexvir	vid͡ʒin̪t̪izɛksvir
vīgintisexvirātus	vid͡ʒin̪t̪izɛksviraːt̪us
vīgintisēvir	vid͡ʒin̪t̪izɛːvir
vīgintisēvirātus	vid͡ʒin̪t̪izɛviraːt̪us
vīgintivir	vid͡ʒin̪t̪ivir
vīgintivirālis	vid͡ʒin̪t̪iviraːlis
vīgintivirātus	vid͡ʒin̪t̪iviraːt̪us
vīgintī	vid͡ʒin̪t̪i
vīgēsimus	vid͡ʒɛːzimus
vīlia	viːlia
vīlificō	viliːfikɔ
vīlis	viːlis
vīlitās	viːlit̪as
vīllānus	villaːnus
vīllāris	villaːris
vīllāticus	villaːt̪ikus
vīlī	viːli
vīmen	viːmɛn
vīmineus	vimiːnɛus
vīminālis	viminaːlis
vīminētum	viminɛːt̪um
vīnctiō	viŋkt͡siɔ
vīnctor	viŋkt̪ɔr
vīnctūra	viŋkt̪uːra
vīndēmia	vin̪d̪ɛːmia
vīndēmiālis	vin̪d̪ɛmiaːlis
vīndēmiō	vin̪d̪ɛːmiɔ
vīnea	viːnɛa
vīneus	viːnɛus
vīneālis	vinɛaːlis
vīneārius	vinɛaːrius
vīnibua	viniːbua
vīnicius	viniːt͡ʃius
vīnicolor	viniːkɔlɔr
vīnifer	viːnifɛr
vīnitōrius	vinit̪ɔːrius
vīnolentus	vinɔlɛn̪t̪us
vīnulentus	vinulɛn̪t̪us
vīnum	viːnum
vīnāceus	vinaːt͡ʃɛus
vīnālis	vinaːlis
vīnārius	vinaːrius
vīnētum	vinɛːt̪um
vīnō	viːnɔ
vīnōsus	vinɔːzus
vīpera	viːpɛra
vīperea	vipɛːrɛa
vīperee	vipɛːrɛɛ
vīpereī	vipɛːrɛi
vīpereō	vipɛːrɛɔ
vīra	viːra
vīrulentus	virulɛn̪t̪us
vīrus	viːrus
vīrēs	viːrɛs
vīrī	viːri
vīsa	viːza
vīsibilis	viziːbilis
vīsibiliter	vizibiːlit̪ɛr
vīsibilitās	vizibiːlit̪as
vīsificus	viziːfikus
vīsitātis	vizit̪aːt̪is
vīsitātīs	vizit̪aːt̪is
vīsitāverimus	vizit̪avɛriːmus
vīsitāverimus	vizit̪avɛːrimus
vīsitāveris	vizit̪aːvɛris
vīsitāveritis	vizit̪avɛriːt̪is
vīsitāveritis	vizit̪avɛːrit̪is
vīsitō	viːzit̪ɔ
vīsiō	viːziɔ
vīsor	viːzɔr
vīsum	viːzum
vīsus	viːzus
vīsuālis	vizuaːlis
vīsuālitās	vizuaːlit̪as
vīsō	viːzɔ
vīsōre	vizɔːrɛ
vīsōrem	vizɔːrɛm
vīsōribus	vizɔːribus
vīsōris	vizɔːris
vīsōrum	vizɔːrum
vīsōrēs	vizɔːrɛs
vīsōrī	vizɔːri
vīta	viːt̪a
vīteus	viːt̪ɛus
vītex	viːt̪ɛks
vītiparra	vit̪iparra
vītis	viːt̪is
vītulāmen	vit̪ulaːmɛn
vītābundus	vit̪abun̪d̪us
vītālis	vit̪aːlis
vītāre	vit̪aːrɛ
vītīs	viːt̪is
vītō	viːt̪ɔ
vīventēs	vivɛn̪t̪ɛs
vīvidus	viːvid̪us
vīvificō	viviːfikɔ
vīviparus	viviːparus
vīvum	viːvum
vīvus	viːvus
vīvāciter	vivaːt͡ʃit̪ɛr
vīvācitās	vivaːt͡ʃit̪as
vīvācitātī	vivat͡ʃit̪aːt̪i
vīvārium	vivaːrium
vīvāx	viːvaks
vīvō	viːvɔ
vōbīs	vɔːbis
vōbīscum	vɔbiskum
vōbīsmet	vɔbismɛt̪
vōciferor	vɔt͡ʃiːfɛrɔr
vōciferātiō	vɔt͡ʃifɛraːt͡siɔ
vōcificō	vɔt͡ʃiːfikɔ
vōcula	vɔːkula
vōculātiō	vɔkulaːt͡siɔ
vōcāliter	vɔkaːlit̪ɛr
vōcālitās	vɔkaːlit̪as
vōdanus	vɔːd̪anus
vōmer	vɔːmɛr
vōs	vɔs
vōsmet	vɔsmɛt̪
vōta	vɔːt̪a
vōtam	vɔːt̪am
