а	a
убиец	ubijɛt͡s
убиство	ubistvɔ
убоден	ubɔdɛn
увезувач	uvɛzuvat͡ʃ
уверува	uvɛɾuva
уво	uvɔ
увод	uvɔt
угар	uɡar
угарење	uɡaɾɛɲɛ
угари	uɡaɾi
угледност	uɡlɛdnɔst
угнетеност	uɡnɛtɛnɔst
угодник	uɡɔdnik
угоре	uɡɔɾɛ
угостителство	uɡɔstitɛɫstvɔ
ударнички	udarnit͡ʃki
удобност	udɔbnɔst
удолу	udɔɫu
удопство	udɔpstvɔ
ужас	uʒas
узурпаторски	uzurpatɔrski
узурпација	uzurpat͡sija
указ	ukas
улица	ulit͡sa
уличарски	ulit͡ʃarski
ум	um
умее	umɛɛ
умереност	umɛɾɛnɔst
уметник	umɛtnik
уметница	umɛtnit͡sa
уметнички	umɛtnit͡ʃki
уметништво	umɛtniʃtvɔ
уметност	umɛtnɔst
умешност	umɛʃnɔst
умник	umnik
умотворба	umɔtvɔrba
умува	umuva
унгарија	unɡaɾija
унгарски	uŋɡarski
универзитет	univɛrzitɛt
уникатност	unikatnɔst
унија	unija
уплашеност	upɫaʃɛnɔst
управен	upravɛn
управничка	upravnit͡ʃka
управнички	upravnit͡ʃki
упропастеност	uprɔpastɛnɔst
урбанизација	urbanizat͡sija
ургентен	urɡɛntɛn
уредничка	urɛdnit͡ʃka
уреднички	urɛdnit͡ʃki
уредност	uɾɛdnɔst
урологија	uɾɔɫɔɡija
усвојлив	usvɔjlif
условност	usɫɔvnɔst
условува	usɫɔvuva
услужливост	usɫuʒlivɔst
услужува	usɫuʒuva
усмрденост	usmr̩dɛnɔst
усмртува	usmr̩tuva
усогласеност	usɔɡɫasɛnɔst
успаниченост	uspanit͡ʃɛnɔst
успех	uspɛx
успешност	uspɛʃnɔst
усрден	usr̩dɛn
усрдност	usr̩dnɔst
уста	usta
устав	ustaf
уставност	ustavnɔst
усте	ustɛ
устичка	ustit͡ʃka
устројство	ustrɔjstvɔ
утопија	utɔpija
утре	utrɛ
утрина	utrina
утро	utrɔ
утробен	utrɔbɛn
уфрлен	ufr̩lɛn
учебен	ut͡ʃɛbɛn
учебник	ut͡ʃɛbnik
учебнички	ut͡ʃɛbnit͡ʃki
ученик	ut͡ʃɛnik
учениче	ut͡ʃɛnit͡ʃɛ
учење	ut͡ʃɛɲɛ
учител	ut͡ʃitɛɫ
учителство	ut͡ʃitɛɫstvɔ
учкур	ut͡ʃkur
учкури	ut͡ʃkuɾi
уши	uʃi
ушле	uʃlɛ
фабрика	fabrika
фазанов	fazanɔf
факт	fakt
факултет	fakuɫtɛt
фала	faɫa
фаличност	falit͡ʃnɔst
фалсификаторски	faɫsifikatɔrski
фалсификација	faɫsifikat͡sija
фалта	faɫta
фанатичен	fanatit͡ʃɛn
фараон	faɾaɔn
фармација	farmat͡sija
фармерки	farmɛrki
фасцинација	fast͡sinat͡sija
фати	fati
фаќа	faca
февруари	fɛvruaɾi
федерација	fɛdɛrat͡sija
фелдмаршал	fɛɫdmarʃaɫ
фенер	fɛnɛr
фенерче	fɛnɛrt͡ʃɛ
фереџе	fɛɾɛd͡ʒɛ
ферментација	fɛrmɛntat͡sija
фетиш	fɛtiʃ
феудализам	fɛudalizam
фигаро	fiɡaɾɔ
физиологија	fizijɔɫɔɡija
физиономија	fizijɔnɔmija
физиотерапија	fizijɔtɛrapija
фиксација	fiksat͡sija
фиксност	fiksnɔst
филантропија	fiɫantrɔpija
филм	fiɫm̩
филмче	fiɫm̩t͡ʃɛ
филогенетски	fiɫɔɡɛnɛtski
филолог	fiɫɔɫɔk
филологија	fiɫɔɫɔɡija
филтерски	fiɫtɛrski
филтрација	fiɫtrat͡sija
филхармонија	fiɫxarmɔnija
фирма	firma
фитнес	fitnɛs
флејта	flɛjta
флејтист	flɛjtist
флорет	fɫɔrɛt
флорети	fɫɔrɛti
флоскула	fɫɔskuɫa
флуктуација	fɫuktuat͡sija
фобија	fɔbija
фондација	fɔndat͡sija
фондовски	fɔndɔfski
фонт	fɔnt
фонтови	fɔntɔvi
форма	fɔrma
формализација	fɔrmalizat͡sija
формациски	fɔrmat͡siski
формација	fɔrmat͡sija
формулација	fɔrmuɫat͡sija
формулира	fɔrmuliɾa
фосилен	fɔsilɛn
фотелја	fɔtɛlja
фотогеничност	fɔtɔɡɛnit͡ʃnɔst
фотоќелија	fɔtɔcɛlija
фреквенциски	frɛkvɛnt͡siski
фрижидер	friʒidɛr
фронт	frɔnt
фрустрација	frustrat͡sija
фстаци	fstat͡si
фудбал	fudbaɫ
фунафути	funafuti
фунафутиски	funafutiski
фурна	furna
фурнаџија	furnad͡ʒija
фустан	fustan
фустанче	fustant͡ʃɛ
фушерски	fuʃɛrski
халуцинација	xaɫut͡sinat͡sija
хамбургер	xamburɡɛr
хаос	xaɔs
хаотичност	xaɔtit͡ʃnɔst
харзувал	xarzuvaɫ
харизматичност	xaɾizmatit͡ʃnɔst
хармонизација	xarmɔnizat͡sija
хармонично	xarmɔnit͡ʃnɔ
хартивче	xartift͡ʃɛ
хартија	xartija
хафниум	xafnijum
хајка	xajka
хеликоптер	xɛlikɔptɛr
хеликоптери	xɛlikɔptɛɾi
хелсиншки	xɛɫsinʃki
хемичарски	xɛmit͡ʃarski
хемотерапија	xɛmɔtɛrapija
хералд	xɛɾaɫt
хералди	xɛɾaɫdi
хералдика	xɛraɫdika
херцег	xɛrt͡sɛk
херцеговина	xɛrt͡sɛɡɔvina
хибернација	xibɛrnat͡sija
хидрант	xidrant
хипопотомонстросесквипедалиофобија	xipɔpɔtɔmɔnstrɔsɛskvipɛdalijɔfɔbija
хировитост	xirɔvitɔst
хистерија	xistɛɾija
хистологија	xistɔɫɔɡija
хит	xit
хлороформ	xɫɔɾɔfɔrm̩
хмељ	xmɛl
хомонимија	xɔmɔnimija
хомофонија	xɔmɔfɔnija
хонијара	xɔnijaɾa
хонијарски	xɔnijarski
хотел	xɔtɛɫ
хотелски	xɔtɛɫski
храбар	xrabar
храм	xram
храна	xrana
хранливост	xranlivɔst
хрват	xr̩vat
хрватка	xr̩vatka
хрватски	xr̩vatski
хроника	xrɔnika
хроничарски	xrɔnit͡ʃarski
ц	ǀ
цаблан	t͡sabɫan
цап	t͡sap
цар	t͡sar
царица	t͡saɾit͡sa
царство	t͡sarstvɔ
царува	t͡saɾuva
цвет	t͡svɛt
цветче	t͡svɛtt͡ʃɛ
цвеќарски	t͡svɛcarski
цвеќарство	t͡svɛcarstvɔ
цвеќе	t͡svɛcɛ
цвеќенце	t͡svɛcɛnt͡sɛ
цвеќуле	t͡svɛculɛ
целисходност	t͡sɛlisxɔdnɔst
целовит	t͡sɛɫɔvit
целосен	t͡sɛɫɔsɛn
целосност	t͡sɛɫɔsnɔst
целувка	t͡sɛɫufka
цензор	t͡sɛnzɔr
цензорски	t͡sɛnzɔrski
централизација	t͡sɛntralizat͡sija
центрира	t͡sɛntriɾa
центурија	t͡sɛntuɾija
цеца	t͡sɛt͡sa
цеѓ	tsɛc
цигара	t͡siɡaɾa
цигари	t͡siɡaɾi
цигарче	t͡siɡart͡ʃɛ
циглен	t͡siɡlɛn
цикличност	t͡siklit͡ʃnɔst
циметов	t͡simɛtɔf
цимоли	t͡simɔli
циник	t͡sinik
циничност	t͡sinit͡ʃnɔst
цинков	t͡siŋkɔf
циркулација	t͡sirkuɫat͡sija
циркуски	t͡sirkuski
цифра	t͡sifra
цица	t͡sit͡sa
цицач	t͡sit͡sat͡ʃ
циција	t͡sit͡sija
цол	t͡sɔɫ
црвен	t͡sr̩vɛn
црвена	t͡sr̩vɛna
црви	t͡sr̩vi
црвило	t͡sr̩viɫɔ
црвливост	t͡sr̩vlivɔst
црева	t͡srɛva
црево	t͡srɛvɔ
црешов	t͡srɛʃɔf
црква	t͡sr̩kva
црквичка	t͡sr̩kvit͡ʃka
црн	t͡sr̩n̩
црногорец	t͡sr̩nɔɡɔɾɛt͡s
црногорка	t͡sr̩nɔɡɔrka
црнокос	t͡sr̩nɔkɔs
цртичка	t͡sr̩tit͡ʃka
цутка	t͡sutka
цутне	t͡sutnɛ
ццц	ǀǀǀ
чавкин	t͡ʃafkin
чаеви	t͡ʃaɛvi
чамец	t͡ʃamɛt͡s
чамче	t͡ʃamt͡ʃɛ
чанта	t͡ʃanta
чаршаф	t͡ʃarʃaf
чаршафче	t͡ʃarʃaft͡ʃɛ
час	t͡ʃas
часовничарски	t͡ʃasɔvnit͡ʃarski
чај	t͡ʃaj
чајник	t͡ʃajnik
чајче	t͡ʃajt͡ʃɛ
чајџилница	t͡ʃajd͡ʒiɫnit͡sa
чајџилници	t͡ʃajd͡ʒiɫnit͡si
чевел	t͡ʃɛvɛɫ
чевличка	t͡ʃɛvlit͡ʃka
чедност	t͡ʃɛdnɔst
чедо	t͡ʃɛdɔ
чедоубиство	t͡ʃɛdɔubistvɔ
чека	t͡ʃɛka
чекан	t͡ʃɛkan
чеканче	t͡ʃɛkant͡ʃɛ
чекмеџе	t͡ʃɛkmɛd͡ʒɛ
челенка	t͡ʃɛlɛŋka
челенки	t͡ʃɛlɛŋki
чело	t͡ʃɛɫɔ
чембала	t͡ʃɛmbaɫa
чембалист	t͡ʃɛmbalist
чембалисти	t͡ʃɛmbalisti
чембалистка	t͡ʃɛmbalistka
чембалистки	t͡ʃɛmbalistki
чембало	t͡ʃɛmbaɫɔ
чепорест	t͡ʃɛpɔɾɛst
черга	t͡ʃɛrɡa
череп	t͡ʃɛɾɛp
чесност	t͡ʃɛsnɔst
честина	t͡ʃɛstina
често	t͡ʃɛstɔ
честољубивост	t͡ʃɛstɔlubivɔst
четворица	t͡ʃɛtvɔɾit͡sa
четворче	t͡ʃɛtvɔrt͡ʃɛ
четврток	t͡ʃɛtvr̩tɔk
четири	t͡ʃɛtiɾi
четириесет	t͡ʃɛtirijɛsɛt
четиринаесет	t͡ʃɛtiɾinaɛsɛt
четиристотини	t͡ʃɛtiɾistɔtini
четка	t͡ʃɛtka
четкичка	t͡ʃɛtkit͡ʃka
четник	t͡ʃɛtnik
чешел	t͡ʃɛʃɛɫ
чешелче	t͡ʃɛʃɛɫt͡ʃɛ
чешки	t͡ʃɛʃki
чешма	t͡ʃɛʃma
чешмен	t͡ʃɛʃmɛn
чешмиче	t͡ʃɛʃmit͡ʃɛ
чешмичка	t͡ʃɛʃmit͡ʃka
чивит	t͡ʃivit
чивија	t͡ʃivija
чизмичка	t͡ʃizmit͡ʃka
чим	t͡ʃim
чиниче	t͡ʃinit͡ʃɛ
чинија	t͡ʃinija
чиновништво	t͡ʃinɔvniʃtvɔ
число	t͡ʃisɫɔ
чистачки	t͡ʃistat͡ʃki
чистосрдечност	t͡ʃistɔsr̩dɛt͡ʃnɔst
чистота	t͡ʃistɔta
чистотник	t͡ʃistɔtnik
читанка	t͡ʃitaŋka
читател	t͡ʃitatɛɫ
читателка	t͡ʃitatɛɫka
читање	t͡ʃitaɲɛ
чифлиг	t͡ʃiflik
чичков	t͡ʃit͡ʃkɔf
чиј	t͡ʃij
чкрапа	t͡ʃkrapa
чкрапав	t͡ʃkrapaf
чкрта	t͡ʃkr̩ta
чкртне	t͡ʃkr̩tnɛ
член	t͡ʃlɛn
членува	t͡ʃlɛnuva
човек	t͡ʃɔvɛk
човека	t͡ʃɔvɛka
човеков	t͡ʃɔvɛkɔf
човекон	t͡ʃɔvɛkɔn
човекот	t͡ʃɔvɛkɔt
човекоубиство	t͡ʃɔvɛkɔubistvɔ
човекољубивост	t͡ʃɔvɛkɔlubivɔst
човеку	t͡ʃɔvɛku
човештво	t͡ʃɔvɛʃtvɔ
чорап	t͡ʃɔɾap
чорапче	t͡ʃɔɾapt͡ʃɛ
чорба	t͡ʃɔrba
чорбичка	t͡ʃɔrbit͡ʃka
чотра	t͡ʃɔtra
чоха	t͡ʃɔxa
чпп	t͡ʃəpəpə
чува	t͡ʃuva
чуварка	t͡ʃuvarka
чуден	t͡ʃudɛn
чудесија	t͡ʃudɛsija
чудесно	t͡ʃudɛsnɔ
чудесност	t͡ʃudɛsnɔst
чудно	t͡ʃudnɔ
чудност	t͡ʃudnɔst
чудо	t͡ʃudɔ
чукало	t͡ʃukaɫɔ
чума	t͡ʃuma
чумен	t͡ʃumɛn
чупе	t͡ʃupɛ
чури	t͡ʃuɾi
чутура	t͡ʃutuɾa
шал	ʃaɫ
шаман	ʃaman
шамивче	ʃamift͡ʃɛ
шанец	ʃanɛt͡s
шапка	ʃapka
шапкарка	ʃapkarka
шапкарски	ʃapkarski
шарпланинец	ʃarpɫaninɛt͡s
шарпланинка	ʃarpɫaniŋka
шарпланинки	ʃarpɫaniŋki
шарпланинци	ʃarpɫanint͡si
шарпланинче	ʃarpɫanint͡ʃɛ
шарпланинчиња	ʃarpɫanint͡ʃiɲa
шатка	ʃatka
шаткин	ʃatkin
шаторски	ʃatɔrski
шаховски	ʃaxɔfski
шашавост	ʃaʃavɔst
шајка	ʃajka
шверцер	ʃvɛrt͡sɛr
шверцерка	ʃvɛrt͡sɛrka
шегаџиски	ʃɛɡad͡ʒiski
шегобиство	ʃɛɡɔbistvɔ
шеговит	ʃɛɡɔvit
шеесет	ʃɛɛsɛt
шерифов	ʃɛɾifɔf
шеријат	ʃɛɾijat
шеснаесет	ʃɛsnaɛsɛt
шест	ʃɛst
шестар	ʃɛstar
шестмина	ʃɛstmina
шестнаесет	ʃɛstnaɛsɛt
шестотини	ʃɛstɔtini
шефовство	ʃɛfɔfstvɔ
шешир	ʃɛʃir
шеширче	ʃɛʃirt͡ʃɛ
шејтан	ʃɛjtan
шеќер	ʃɛcɛr
шеќерче	ʃɛcɛrt͡ʃɛ
шилеже	ʃilɛʒɛ
шилест	ʃilɛst
шинтер	ʃintɛr
шиптар	ʃiptar
шише	ʃiʃɛ
шишуле	ʃiʃulɛ
шија	ʃija
шкафче	ʃkaft͡ʃɛ
шкембе	ʃkɛmbɛ
школа	ʃkɔɫa
шлака	ʃɫaka
шлапа	ʃɫapa
шмат	ʃmat
шмата	ʃmata
шминка	ʃmiŋka
шнајдер	ʃnajdɛr
шнајдерка	ʃnajdɛrka
шокираност	ʃɔkiɾanɔst
шот	ʃɔt
шпионски	ʃpijɔnski
шпионство	ʃpijɔnstvɔ
шпорет	ʃpɔɾɛt
шпоретче	ʃpɔɾɛtt͡ʃɛ
шраф	ʃraf
шрафче	ʃraft͡ʃɛ
штава	ʃtava
штави	ʃtavi
штедар	ʃtɛdar
штедливост	ʃtɛdlivɔst
штедрост	ʃtɛdrɔst
штекер	ʃtɛkɛr
штетност	ʃtɛtnɔst
штеточинец	ʃtɛtɔt͡ʃinɛt͡s
штитеничка	ʃtitɛnit͡ʃka
штитенички	ʃtitɛnit͡ʃki
штица	ʃtit͡sa
штичка	ʃtit͡ʃka
штрафче	ʃtraft͡ʃɛ
штрајк	ʃtrajk
штрајкувач	ʃtrajkuvat͡ʃ
штрк	ʃtr̩k
штурец	ʃtuɾɛt͡s
штурче	ʃturt͡ʃɛ
шума	ʃuma
шуми	ʃumi
шумичка	ʃumit͡ʃka
шумолење	ʃumɔlɛɲɛ
шумоли	ʃumɔli
шупа	ʃupa
шупливост	ʃuplivɔst
шура	ʃuɾa
шушкав	ʃuʃkaf
шушкавост	ʃuʃkavɔst
ѓавол	ɟavɔɫ
ѓаволест	ɟavɔlɛst
ѓаволка	ɟavɔɫka
ѓаволов	ɟavɔɫɔf
ѓаволски	ɟavɔɫski
ѓаволче	ɟavɔɫt͡ʃɛ
ѓаволштина	ɟavɔɫʃtina
ѓакон	ɟakɔn
ѓаконски	ɟakɔnski
ѓаконство	ɟakɔnstvɔ
ѓаур	ɟaur
ѓаурка	ɟaurka
ѓеврек	ɟɛvrɛk
ѓеврече	ɟɛvrɛt͡ʃɛ
ѓезве	ɟɛzvɛ
ѓердан	ɟɛrdan
ѓерданче	ɟɛrdant͡ʃɛ
ѓоа	ɟɔa
ѓомлезе	ɟɔmlɛzɛ
ѓомлезец	ɟɔmlɛzɛt͡s
ѓон	ɟɔn
ѓонови	ɟɔnɔvi
ѓубре	ɟubrɛ
ѓубренце	ɟubrɛnt͡sɛ
ѓубри	ɟubri
ѓубриво	ɟubrivɔ
ѓуле	ɟulɛ
ѓум	ɟum
ѓумбир	ɟumbir
ѓумови	ɟumɔvi
ѓуптин	ɟuptin
ѓуптинка	ɟuptiŋka
ѕвезда	d͡zvɛzda
ѕвездалија	d͡zvɛzdalija
ѕвезден	d͡zvɛzdɛn
ѕвездест	d͡zvɛzdɛst
ѕвезди	d͡zvɛzdi
ѕвездичка	d͡zvɛzdit͡ʃka
ѕвездолик	d͡zvɛzdɔlik
ѕвек	d͡zvɛk
ѕвекне	d͡zvɛknɛ
ѕвекнува	d͡zvɛknuva
ѕвекот	d͡zvɛkɔt
ѕвер	d͡zvɛr
ѕвери	d͡zvɛɾi
ѕверка	d͡zvɛrka
ѕверови	d͡zvɛɾɔvi
ѕверски	d͡zvɛrski
ѕверство	d͡zvɛrstvɔ
ѕверче	d͡zvɛrt͡ʃɛ
ѕвечалка	d͡zvɛt͡ʃaɫka
ѕвечало	d͡zvɛt͡ʃaɫɔ
ѕвечарка	d͡zvɛt͡ʃarka
ѕвечи	d͡zvɛt͡ʃi
ѕвечка	d͡zvɛt͡ʃka
ѕвечлив	d͡zvɛt͡ʃlif
ѕвонар	d͡zvɔnar
ѕвонарски	d͡zvɔnarski
ѕвони	d͡zvɔni
ѕвонлив	d͡zvɔnlif
ѕвоно	d͡zvɔnɔ
ѕвонче	d͡zvɔnt͡ʃɛ
ѕвончест	d͡zvɔnt͡ʃɛst
ѕврцне	d͡zvr̩t͡snɛ
ѕе	d͡zæ
ѕевгар	d͡zɛvɡar
ѕемне	d͡zɛmnɛ
ѕенѕа	d͡zɛnd͡za
ѕиври	d͡zivri
ѕид	d͡zit
ѕида	d͡zida
ѕидар	d͡zidar
ѕидарски	d͡zidarski
ѕидарство	d͡zidarstvɔ
ѕиден	d͡zidɛn
ѕидина	d͡zidina
ѕидови	d͡zidɔvi
ѕирка	d͡zirka
ѕирне	d͡zirnɛ
ѕрцки	d͡zr̩t͡ski
ѕуница	d͡zunit͡sa
ѕунлив	d͡zunlif
ѕури	d͡zuɾi
ја	ja
јабанџија	jaband͡ʒija
јаболкница	jabɔɫknit͡sa
јаболко	jabɔɫkɔ
јаболков	jabɔɫkɔf
јаболче	jabɔɫt͡ʃɛ
јаболчест	jabɔɫt͡ʃɛst
јаболчница	jabɔɫt͡ʃnit͡sa
јава	java
јаваскрипт	javaskript
јавач	javat͡ʃ
јавачка	javat͡ʃka
јавачки	javat͡ʃki
јаве	javɛ
јавен	javɛn
јави	javi
јавне	javnɛ
јавност	javnɔst
јавор	javɔr
јавува	javuva
јаглен	jaɡlɛn
јаглениса	jaɡlɛnisa
јагленисува	jaɡlɛnisuva
јагленов	jaɡlɛnɔf
јагленче	jaɡlɛnt͡ʃɛ
јаглерод	jaɡlɛɾɔt
јагне	jaɡnɛ
јагненце	jaɡnɛnt͡sɛ
јагнешки	jaɡnɛʃki
јагнуле	jaɡnulɛ
јагода	jaɡɔda
јагодичка	jaɡɔdit͡ʃka
јагодов	jaɡɔdɔf
јаготче	jaɡɔtt͡ʃɛ
јагуар	jaɡuar
јагула	jaɡuɫa
јад	jat
јаде	jadɛ
јадеж	jadɛʃ
јаден	jadɛn
јадец	jadɛt͡s
