we	βˈe
parlak	pˈɑrɫɑq
partiýasyndan	pˌɑrtijɑθˈɯnnɑn
pasportlary	pˌɑθportɫˈɑrɯ
patentlenen	pˌɑtentlˈenen
paýdarlarynyň	pˌɑjdɑrɫɑrˈɯnɯŋ
paýlaýar	pɑjɫˈɑjɑr
peselmegi	pˌeθelmˈeʁi
peýdalanmaly	pˌejdɑɫɑnmˈɑɫɯ
peýdalanylar	pˌejdɑɫɑnˈɯɫɑr
polimer	poɫˈimer
polis	pˈoɫiθ
polisini	pˌoɫiθˈini
politehniki	pˌoɫitehnˈiki
portunda	portˈʊnno
poçtany	pot͡ʃtˈonʊ
predmet	prˈedmet
professory	profˌeθθˈorʊ
prokurorynyň	prˌoqʊrorˈʊnʊŋ
proporsional	prˌoporθiˈonoɫ
pudaklardaky	pˌʊdoqɫordˈɑːqɯ
pugtalandyrýar	pˌʊʁtoɫonnˈɯrjɑr
pugtalanmagyna	pˌʊʁtoɫˌonmɑʁˈɯnɑ
pursatlar	pʊrθˈotɫɑr
pursaty	pʊrθˈotʊ
pälwanlarynyň	pˌælβɑnɫɑrˈɯnɯŋ
päsgelçiliklerden	pˌæθʁelt͡ʃˌiliklˈerden
raýatlygynyň	rˌɑjɑtɫɯʁˈɯnɯŋ
rekordy	rekˈordʊ
resminamadyr	rˌeθminɑmˈɑdɯr
rowaýatlar	rˌoβojˈɑtɫɑr
rugsatnamasy	rˌʊʁθotnɑmˈɑθɯ
sagdynlygy	θˌɑʁdɯnɫˈɯʁɯ
sahnalar	θɑxnˈɑɫɑr
saklanyldy	θˌɑqɫɑnˈɯɫɫɯ
saklanylmaga	θˌɑqɫɑnɯɫmˈɑʁɑ
saklanylyp	θˌɑqɫɑnˈɯɫɯp
saklanylyşy	θˌɑqɫɑnɯɫˈɯʃɯ
salgyda	θɑɫʁˈɯdɑ
salynmaga	θˌɑɫɯnmˈɑʁɑ
sapaklarynyň	θˌɑpɑqɫɑrˈɯnɯŋ
saparlaryna	θˌɑpɑrɫɑrˈɯnɑ
sargyt	θˈɑrʁɯt
sebite	θeβˈite
sebitinden	θˌeβitˈinnen
sebitini	θˌeβitˈini
sebitlerdäki	θˌeβitlerdˈæːkɪ
seljerip	θeld͡ʒˈerip
seljerişini	θˌeld͡ʒeriʃˈini
sergilerine	θˌerʁilerˈine
sesler	θˈeθler
seýilgähde	θˌejilʁˈæhde
seýilgähleriň	θˌejilʁæhlˈeriŋ
sil	θˈil
smartfon	θmˈɑrtfˌon
sogap	θˈoʁoːp
sowgadyny	θˌoβʁodˈʊnʊ
ssuda	θθˈʊdo
stansiýalary	θθˌɑnθijɑɫˈɑrɯ
statusyny	θθˌɑtʊθˈʊnʊ
strategiýany	θθrˌɑteʁijˈɑnɯ
strategiýasyna	θθrˌɑteʁˌijɑθˈɯnɑ
substrat	θˈʊβθθrɑt
substratyň	θʊβθθrˈɑtɯŋ
sylagyny	θˌɯɫɑʁˈɯnɯ
synanyşarlar	θˌɯnɑnɯʃˈɑrɫɑr
syrkawyň	θɯrqˈoβɯŋ
syýahata	θˌɯjɑxˈɑtɑ
syýahatçylyga	θˌɯjɑxˌɑt͡ʃt͡ʃɯɫˈɯʁɑ
syýahatçylygyny	θˌɯjɑxˌɑt͡ʃt͡ʃɯɫɯʁˈɯnɯ
söwdalarynda	θˌœβdɑɫɑrˈɯnnɑ
sözbaşy	θœðβˈɑʃɯ
söze	θˈœðœ
söýýän	θˈœjjæn
sülçüler	θølt͡ʃˈølœr
sütünleriniň	θˌøtønlœrˈønøŋ
süýşürmek	θˌøːjʃørmˈœk
tabşyrylanda	tˌɑβʃɯrɯɫˈɑnnɑ
talapnamalary	tˌɑɫɑpnˌɑmɑɫˈɑrɯ
tamamlandan	tˌɑmɑmɫˈɑnnɑn
tapgyrlaryny	tˌɑpʁɯrɫɑrˈɯnɯ
tapylmady	tˌɑpɯɫmˈɑdɯ
taýyn	tˈɑjɯn
taýýarlanmak	tˌɑjjɑrɫɑnmˈɑq
taýýarlanylmagynyň	tˌɑjjɑrɫˌɑnɯɫmɑʁˈɯnɯŋ
taýýarlap	tɑjjˈɑrlɑːp
taýýarlaýjynyň	tˌɑjjɑrɫɑjd͡ʒˈɯnɯŋ
teatrlarynyň	tˌeɑtrɫɑrˈɯnɯŋ
tehnikalara	tˌehnikɑɫˈɑrɑ
tejribesinden	tˌed͡ʒriβeθˈinnen
tekizlemek	tˌekiðlemˈek
telegraf	telˈeʁrɑf
telewideniýe	tˌelœβˌidenˈije
telewideniýede	tˌelœβˌidenijˈede
temasy	temˈɑθɯ
temmisiniň	tˌemmiθˈiniŋ
temperaturanyň	tˌemperˌɑtʊrˈonʊŋ
temperaturasyny	tˌemperˌɑtʊroθˈʊnɯ
tennisiň	tennˈiθiŋ
terminalyny	tˌerminɑɫˈɯnɯ
teňňe	tˈeŋŋe
tokaýdan	toqˈojdɑn
tokaýlygy	tˌoqojɫˈɯʁɯ
toplandy	topɫˈonnʊ
toýun	tˈojʊn
tugrasy	tʊʁrˈoθʊ
turbageçirijiniň	tˌʊrβoɡˌet͡ʃirid͡ʒˈiniŋ
turbina	tʊrβˈinɑ
tutluşygy	tˌʊtɫʊʃˈʊʁʊ
tälimçiniň	tˌælimt͡ʃˈiniŋ
tölege	tœlˈœʁœ
tölenendigi	tˌœlœnœnnˈiʁi
ugradyp	ʊʁrˈodʊp
ulaglaryny	ˌʊɫoʁɫorˈɯnɯ
ulanmakda	ˌʊɫonmˈoqdɑ
ulanmaly	ˌʊɫonmˈoɫɯ
ulanylandygy	ˌʊɫonˌʊɫɑnnˈɯʁɯ
ulanyljak	ˌʊɫonˈʊɫd͡ʒɑq
ulgamlara	ˌʊɫʁomɫˈɑrɑ
ulydyr	ʊɫˈʊdʊr
umumydöwlet	ˌʊmʊmʊdˈœβlœt
urgusy	ʊrʁˈʊθʊ
usulyna	ˌʊθʊɫˈʊnɑ
utuldy	ʊtˈʊɫɫʊ
uzakda	ʊðˈoqdo
uçarmansyz	ˌʊt͡ʃormˈonθʊð
uýgunlaşan	ˌʊjʁʊnɫˈoʃon
uýmak	ʊjmˈɑq
wagtlyk	βˈɑʁtɫɯq
wajyplygy	βˌɑd͡ʒɯpɫˈɯʁɯ
watany	βɑtˈɑnɯ
watançy	βɑtˈɑnt͡ʃɯ
wekillerinden	βˌekillerˈinnen
ygtyýarlyklar	ˌɯʁtɯjɑrɫˈɯqɫɑr
yhlasy	ɯxɫˈɑθɯ
ykdysadyýete	ˌɯqdɯθˌɑdɯjˈete
ykdysadyýetimizde	ˌɯqdɯθˌɑdɯjˌetimˈiððe
ykdysadyýetimize	ˌɯqdɯθˌɑdɯjˌetimˈiðe
ylalaşygynyň	ˌɯɫɑɫˌɑʃɯʁˈɯnɯŋ
ynamsyzlyk	ˌɯnɑmθˈɯðɫɯq
ynamynyň	ˌɯnɑmˈɯnɯŋ
ynamyň	ɯnˈɑmɯŋ
zalyndan	ðɑɫˈɯnnɑn
zehinler	ðehˈinler
zenanlarymyz	ðˌenɑnɫɑrˈɯmɯð
zenanyň	ðenˈɑnɯŋ
Ätiýaçlandyrýanyň	ˌætijˌɑt͡ʃɫɑnnɯrjˈɑnɯŋ
Ätiýaçsyzlandyryş	ˌætijˌɑt͡ʃθɯðɫɑnnˈɯrɯʃ
Çek	t͡ʃˈek
Çärýek	t͡ʃˈærjek
Ölçegleriň	ˌœlt͡ʃœʁlˈœriŋ
Özbek	ˈœðβœk
Ýaşamak	jˌɑʃɑmˈɑq
Ýelken	jˈelken
Ýewropadan	jˌœβropˈodon
Ýewropany	jˌœβropˈonʊ
Ýeňiji	jeŋˈid͡ʒi
Ýokanç	jˈoqont͡ʃ
Ýolagçy	joɫˈoʁt͡ʃʊ
Ýyllyk	jˈɯɫɫɯq
ädimleriň	ˌædimlˈeriŋ
äleme	ælˈeme
ätiýaçlandyrmagynyň	ˌætijˌɑt͡ʃɫɑnnˌɯrmɑʁˈɯnɯŋ
ätiýaçlandyryjylaryň	ˌætijˌɑt͡ʃɫɑnnˌɯrɯd͡ʒɯɫˈɑrɯŋ
ätiýaçlandyryşa	ˌætijˌɑt͡ʃɫɑnnɯrˈɯʃɑ
ätiýaçlandyrýana	ˌætijˌɑt͡ʃɫɑnnɯrjˈɑnɑ
çagalaryna	t͡ʃˌɑʁɑɫɑrˈɯnɑ
çagyrylýan	t͡ʃˌɑʁɯrˈɯɫjɑn
çalymdaş	t͡ʃɑɫˈɯmnɑʃ
çalyşdylar	t͡ʃˌɑɫɯʃdˈɯɫɑr
çalyşmaly	t͡ʃˌɑɫɯʃmˈɑɫɯ
çalyşýandygyny	t͡ʃˌɑɫɯʃjˌɑnnɯʁˈɯnɯ
çapyp	t͡ʃˈɑpɯp
çapyşyklaryna	t͡ʃˌɑpɯʃˌɯqɫɑrˈɯnɑ
çekijidir	t͡ʃˌekid͡ʒˈidir
çekmeýärler	t͡ʃˌekmejˈærler
çuňlugy	t͡ʃʊŋɫˈʊʁʊ
çykarylsa	t͡ʃˌɯqɑrˈɯɫθɑ
çykmagyny	t͡ʃˌɯqmɑʁˈɯnɯ
çykyşda	t͡ʃɯqˈɯʃdɑ
çäklendirilmedik	t͡ʃˌæklennˌirilmˈedik
çäklendirmeleriň	t͡ʃˌæklennˌirmelˈeriŋ
çözgüde	t͡ʃœðʁˈødœ
çözgütlere	t͡ʃˌœðʁøtlˈœrœ
çözüldi	t͡ʃœðˈøllø
ödemek	ˌœdœmˈœk
önümlerinde	ˌœnømlœrˈønne
öwrülipdir	ˌœβrølˈøpdir
öwrülmelidir	ˌœβrølmœlˈødør
öwürmegiň	ˌœβørmˈœʁøŋ
öwüşgine	ˌœβøʃʁˈønœ
özgerýän	œðʁˈœrjæn
öňüniň	œŋˈønøŋ
üpjünçiligiň	ˌøpd͡ʒønt͡ʃølˈøʁiŋ
üstaşyry	ˌøθθɑʃˈɯrɯ
üstünligiň	ˌøθθønlˈøʁøŋ
üçýaşar	øt͡ʃjˈɑʃɑr
ýagdaýyndan	jˌɑʁdɑjˈɯnnɑn
ýanwary	jɑnβˈɑrɯ
ýanwaryna	jˌɑnβɑrˈɯnɑ
ýaragsyz	jɑrˈɑʁθɯð
ýarysy	jɑrˈɯθɯ
ýaryşdylar	jˌɑrɯʃdˈɯɫɑr
ýaryşmak	jˌɑrɯʃmˈɑq
ýatak	jˈɑtɑq
ýataklarynda	jˌɑtɑqɫɑrˈɯnnɑ
ýaýrap	jˈɑjrɑp
ýekşenbe	jekʃˈenme
ýerlenilmegi	jˌerlenilmˈeʁi
ýetirişi	jˌetirˈiʃi
ýetirmedik	jˌetirmˈedik
ýetişdiren	jˌetiʃdˈiren
ýetişmegi	jˌetiʃmˈeʁi
ýeňilleşdirýän	jˌeŋilleʃdˈirjæn
ýigit	jˈiʁit
ýitgisiz	jitʁˈiθið
ýokardaky	jˌoqordˈɑːqɯ
ýokarlandyrdy	jˌoqorɫonnˈɯrdɯ
ýolbaşçylygynyň	jˌoɫβoʃʃˌʊɫɯʁˈɯnɯŋ
ýoldaşlary	jˌoɫɫoʃɫˈorʊ
ýumurtganyň	jˌʊmʊrtʁˈɑnɯŋ
ýumuşçysyna	jˌʊmʊʃʃʊθˈʊnɑ
ýurduny	jʊrdˈʊnʊ
ýygnamaga	jˌɯʁnɑmˈɑʁɑ
ýygymlar	jɯʁˈɯmɫɑr
ýygyndysyna	jˌɯʁɯnnɯθˈɯnɑ
ýygyndysyny	jˌɯʁɯnnɯθˈɯnɯ
ýöreýän	jœrˈœjæn
ýüklenip	jøklˈœnøp
ýükläp	jˈøklæːp
ýüzmekde	jøðmˈœkde
ň	ˈɛŋ
Şaýy	ʃˈɑjɯ
Şweýsariýanyň	ʃβˌejθɑrijˈɑnɯŋ
şadessanyň	ʃˌɑdeθθˈɑnɯŋ
şadyýanlyk	ʃˌɑdɯjˈɑnɫɯq
şahamçasy	ʃˌɑxɑmt͡ʃˈɑθɯ
şahasy	ʃɑxˈɑθɯ
şahsdan	ʃˈɑxθθɑn
şahsyýet	ʃɑxθˈɯjet
şahyrlaryň	ʃˌɑxɯrɫˈɑrɯŋ
şaýlary	ʃɑjɫˈɑrɯ
şereketiniň	ʃˌereketˈiniŋ
şertlendirilen	ʃˌertlennirˈilen
şertnamalarda	ʃˌertnɑmɑɫˈɑrdɑ
şolary	ʃoɫˈorʊ
şugla	ʃˈʊʁɫo
şäherara	ʃˌæherˈɑrɑ
şäherjigine	ʃˌæherd͡ʒiʁˈine
şäherçeleri	ʃˌæhert͡ʃelˈeri
şäherýaka	ʃˌæherjˈɑqɑ
Ženewa	ʒenˈœβɑ
žurnal	ʒˈʊrnoɫ
Abu	ˈɑβʊ
Agyr	ˈɑʁɯr
Akmyrat	ɑqmˈɯrɑt
Alyhezretiňiziň	ˌɑɫɯxˌeðretiŋˈiðiŋ
Aspirantura	ˌɑθpirɑntˈʊro
Awstraliýa	ˌoβθθrɑɫˈijɑ
Aziýadan	ˌɑðijˈɑdɑn
Açylyş	ɑt͡ʃˈɯɫɯʃ
Aýazbabanyň	ˌɑjɑðβɑβˈɑnɯŋ
Aýlar	ˈɑjɫɑr
Aýlyk	ˈɑːjɫɯq
Badaglyýewa	bˌɑdɑʁɫɯjˈœβɑ
Balkanabadyň	bˌɑɫqɑnɑβˈɑdɯŋ
Baltika	bɑɫtˈikɑ
Basketbol	bɑθkˈetβoɫ
Başlangyç	bɑʃɫˈɑnʁɯt͡ʃ
Berdiýew	berdˈijœβ
Binagärlik	bˌinɑɡˈærlik
Biribaryň	bˌiriβˈɑrɯŋ
Bosgunlaryň	bˌoθʁʊnɫˈorʊŋ
Budapeştde	bˌʊdopˈeʃtde
Buzly	bˈʊðɫʊ
Bäsleşikde	bˌæθleʃˈikde
Bäş	bˈæːʃ
Bäşim	bˈæʃim
Bürgüt	bˈørʁøt
Bütewi	bøtˈœβø
Dalaşgärleri	dˌɑɫɑʃʁærlˈeri
Deputatyň	dˌepʊtˈotʊŋ
Dermanlyk	dermˈɑnɫɯq
Didar	dˈidɑːr
Düzüminde	dˌøðømˈønnœ
Ekiş	ˈekiʃ
Esenguly	ˌeθenʁˈʊɫʊ
Eýranda	ejrˈɑnnɑ
Festiwala	fˌeθθiβˈɑɫɑ
Filippinleriň	fˌilippinlˈeriŋ
Gaplaňgyr	ɡɑpɫˈɑŋŋɯr
Garabogazsulfat	ɡˌɑrɑβˌoʁoθθˈʊɫfˌot
Garagumda	ɡˌɑrɑʁˈʊmno
Garaşsyzlygyna	ɡˌɑrɑʃθˌɯðɫɯʁˈɯnɑ
Gaznasynyň	ɡˌɑðnɑθˈɯnɯŋ
Gaýgysyz	ɡɑjʁˈɯθɯð
Golaý	ɡˈoɫoj
Goýum	ɡˈojʊm
Goýumlaryň	ɡˌojʊmɫˈorʊŋ
Group	ʁrˈoʊp
Gurulýan	ɡʊrˈʊɫjɑn
Gyrgyzystanda	ɡˌɯrʁɯðɯθθˈɑnnɑ
Gül	ɡˈøl
Güneş	ɡˈønœʃ
HJ	hd͡ʒ
Hakyky	xɑqˈɯqɯ
Hartiýasy	xˌɑrtijˈɑθɯ
Hasap	xˈɑθɑp
Hatda	xˈɑtdɑː
Haýyşnama	xˌɑjɯʃnˈɑːmɑ
Hemra	hˈemrɑ
Hoş	xˈoʃ
Iňlis	ˈiŋliθ
Işlere	iʃlˈere
Janly	d͡ʒˈɑːnɫɯ
Jedelleri	d͡ʒˌedellˈeri
Jon	d͡ʒˈon
Kanunlary	qˌɑnʊnɫˈorʊ
Karantin	qɑrˈɑntin
Kenar	kˈenɑr
Kompýuter	qompjˈʊter
Konferensiýa	qonfˌerenθˈijɑ
Konferensiýasyna	qonfˌerenθˌijɑθˈɯnɑ
Kuwwatly	qʊββˈotɫʊ
Latyn	ɫˈɑtɯn
MILLIKART	millˈikɑrt
Mallaryň	mɑɫɫˈɑrɯŋ
Margiana	mˌɑrʁiˈɑnɑ
Margwelaşwili	mˌɑrʁβelɑʃβˈili
Maýyp	mˈɑjɯp
Maşgalanyň	mˌɑʃʁɑɫˈɑnɯŋ
Media	medˈiɑ
Meredow	merˈedoβ
Metjidiň	metd͡ʒˈidiŋ
Milan	mˈilɑn
Ministrlikler	mˌiniθθrlˈikler
Mohamed	moxˈomed
Muzdsuz	mˈʊððθʊð
Muzeýleriň	mˌʊðejlˈeriŋ
Myradow	mɯrˈɑdoβ
Mümkin	mˈømkøːn
Müşderiler	mˌøʃdœrˈølœr
Naýbaşy	nɑjbˈɑʃɯ
Nepalyň	nepˈɑɫɯŋ
Neşiriň	neʃˈiriŋ
Nowruzyň	noβrˈʊðʊŋ
Nursultan	nʊrθˈʊɫton
Orazow	orˈoðoβ
Parahat	pɑrˈɑxɑt
Parzdepe	pɑrððˈepe
Putiniň	pʊtˈiniŋ
Pälwan	pˈælβɑn
Rahmon	rˈɑxmon
Resminamalar	rˌeθminɑmˈɑɫɑr
Resminamalaryň	rˌeθminˌɑmɑɫˈɑrɯŋ
Rezolýusiýasy	rˌeðoɫjˌʊθijˈɑθɯ
Sahna	θˈɑxnɑ
Sarahs	θˈɑrɑxθ
Saýat	θˈɑjɑt
Singapur	θinʁˈɑpʊr
Suwda	θˈʊβdo
Swerdlowsk	θβˈerdɫoβθk
Talabyň	tɑɫˈɑβɯŋ
Telekeçi	tˌelekˈet͡ʃi
Telekeçileriň	tˌelekˌet͡ʃilˈeriŋ
The	thˈe
Tohumçylyk	tˌoxʊmt͡ʃˈʊɫʊq
Toparymyzyň	tˌoporʊmˈʊðɯŋ
Toplumda	topɫˈʊmno
Topragyň	toprˈoʁʊŋ
Tussag	tˈʊθθoʁ
Türgenlerimiziň	tˌørʁœnlˌerimˈiðiŋ
Türki	tˈørkø
Türkmenenergo	tˌørkmœnenˈerʁo
Umumymilli	ˌʊmʊmʊmˈilli
Uniwersitetiň	ˌʊniβˌerθitˈetiŋ
Uçastok	ʊt͡ʃˈoθθoq
WTF	βtf
Watanyna	βˌɑtɑnˈɯnɑ
Wekiliýetiň	βˌekilijˈetiŋ
Wengriýanyň	βˌenʁrijˈɑnɯŋ
Wesýet	βˈeθjet
Weterinariýa	βˌeterˌinɑrˈijɑ
Ysraýyl	ɯθrˈɑjɯɫ
Yzyna	ɯðˈɯnɑ
Zamun	ðˈɑmʊn
Zerurlyk	ðerˈʊrɫʊq
Zyýan	ðˈɯjɑn
adamda	ɑdˈɑmnɑ
agzalyk	ɑʁðˈɑɫɯq
aktiwler	ɑqtˈiβler
aktlary	ɑqtɫˈɑrɯ
aladasynyň	ˌɑɫɑdɑθˈɯnɯŋ
altysyny	ˌɑɫtɯθˈɯnɯ
alyjylary	ˌɑɫɯd͡ʒɯɫˈɑrɯ
alymlara	ˌɑɫɯmɫˈɑrɑ
alyşmagy	ˌɑɫɯʃmˈɑʁɯ
alşyp	ˈɑɫʃɯp
aprelindäki	ˌɑprelindˈæːkɪ
aragatnaşygyny	ˌɑrɑʁˌɑtnɑʃɯʁˈɯnɯ
aralaşmak	ˌɑrɑɫɑʃmˈɑq
aralygyndaky	ˌɑrɑɫˌɯʁɯndˈɑːqɯ
artdyrylmagyny	ˌɑrtdɯrˌɯɫmɑʁˈɯnɯ
artýandygy	ˌɑrtjɑnnˈɯʁɯ
arzan	ˈɑrðɑn
atletikaçylaryň	ˌɑtletˌikɑt͡ʃɯɫˈɑrɯŋ
aty	ˈɑtɯ
atyjy	ɑtˈɯd͡ʒɯ
atylan	ɑtˈɯɫɑn
atşynaslar	ˌɑtʃɯnˈɑθɫɑr
atşynaslarynyň	ˌɑtʃɯnˌɑθɫɑrˈɯnɯŋ
awgustyndaky	ˌoβʁʊθθʊndˈɑːqɯ
awiasiýasyny	ˌoβiˌɑθijɑθˈɯnɯ
awto	ˈoβto
awçylyk	oβt͡ʃˈɯɫɯq
azaldylmagy	ˌɑðɑɫɫɯɫmˈɑʁɯ
azalmagy	ˌɑðɑɫmˈɑʁɯ
azatlyklaryna	ˌɑðɑtɫˌɯqɫɑrˈɯnɑ
açary	ɑt͡ʃˈɑrɯ
açyklygy	ˌɑt͡ʃɯqɫˈɯʁɯ
açyklygyny	ˌɑt͡ʃɯqɫɯʁˈɯnɯ
açylandygy	ˌɑt͡ʃɯɫɑnnˈɯʁɯ
açýarlar	ɑt͡ʃjˈɑrɫɑr
aýdylyşy	ˌɑjdɯɫˈɯʃɯ
aýnadan	ɑjnˈɑdɑn
aýrylandygy	ˌɑjrɯɫɑnnˈɯʁɯ
aýtmaga	ɑjtmˈɑːʁɑ
aýyplanýana	ˌɑjɯpɫɑnjˈɑnɑ
aýyrmalar	ˌɑjɯrmˈɑɫɑr
aşgabatlylary	ˌɑʃʁɑβˌɑtɫɯɫˈɑrɯ
aşyrylandygy	ˌɑʃɯrˌɯɫɑnnˈɯʁɯ
baglanyşyklydygyny	bˌɑʁɫɑnˌɯʃɯqɫˌɯdɯʁˈɯnɯ
baglarynda	bˌɑʁɫɑrˈɯnnɑ
baglaşylmagyna	bˌɑʁɫɑʃˌɯɫmɑʁˈɯnɑ
bagynda	bɑʁˈɯnnɑ
bagyşlady	bˌɑʁɯʃɫˈɑdɯ
bagyşlanyldy	bˌɑʁɯʃɫɑnˈɯɫɫɯ
bagşylarynyň	bˌɑʁʃɯɫɑrˈɯnɯŋ
balet	bˈɑɫet
banklarda	bɑnkɫˈɑrdɑ
bankomatlaryň	bˌɑnqomotɫˈorɯŋ
bankyny	bɑnqˈɯnɯ
barlaghanasy	bˌɑrɫɑʁxɑnˈɑθɯ
barlaglara	bˌɑrɫɑʁɫˈɑrɑ
barlap	bˈɑrlɑːp
basmaly	bɑθmˈɑɫɯ
batyr	bˈɑːtɯr
bazarlaryň	bˌɑðɑrɫˈɑrɯŋ
baýlaşýar	bɑjɫˈɑʃjɑr
başarjaňlyk	bˌɑʃɑrd͡ʒˈɑŋɫɯq
başarypdyr	bˌɑʃɑrˈɯpdɯr
başlamagyna	bˌɑʃɫɑmɑʁˈɯnɑ
başlangyçlarynda	bˌɑʃɫɑnʁˌɯt͡ʃɫɑrˈɯnnɑ
başly	bˈɑʃɫɯ
başlygyň	bɑʃɫˈɯʁɯŋ
başlyk	bˈɑʃɫɯq
baştutanyny	bˌɑʃtʊtonˈʊnɯ
bedewde	bedˈœβde
bekedinde	bˌekedˈinne
belgilerHalkara	belʁˈilerxɑɫqˈɑːrɑ
bellenilmegine	bˌellenˌilmeʁˈine
bellenmedik	bˌellenmˈedik
belliklerini	bˌelliklerˈini
benzini	benðˈini
bergiler	berʁˈiler
berilmese	bˌerilmˈeθe
beripdirler	bˌeripdˈirler
bermekligiň	bˌermeklˈiʁiŋ
berýärin	berjˈæːrin
bezegler	beðˈeʁler
bildirilmegi	bˌillirilmˈeʁi
bildirmegi	bˌillirmˈeʁi
bilermeniniň	bˌilermenˈiniŋ
bilimler	bilˈimler
biliner	bilˈiner
binalardan	bˌinɑɫˈɑrdɑn
bioserişdeleriniň	bˌioθˌeriʃdˌelerˈiniŋ
birleşdirer	bˌirleʃdˈirer
birleşmegi	bˌirleʃmˈeʁi
birleşmesinden	bˌirleʃmeθˈinnen
biržalar	birʒˈɑɫɑr
bişirýän	biʃˈirjæn
blanklary	bɫɑnkɫˈɑrɯ
boksçy	bˈoqθt͡ʃɯ
bolmagydyr	bˌoɫmoʁˈʊdʊr
bolçulygy	bˌoɫt͡ʃʊɫˈʊʁʊ
borjuna	bord͡ʒˈʊno
borçlydyr	bort͡ʃɫˈɯdɯr
bozmalaryň	bˌoðmoɫˈorɯŋ
boý	bˈoj
boşatmaly	bˌoʃotmˈoɫɯ
bron	brˈon
buýan	bˈʊjɑn
buýrujysy	bˌʊjrʊd͡ʒˈʊθʊ
buýsanyp	bʊjθˈɑnɯp
bäsdeşler	bæθθˈeʃler
bäsleşikden	bˌæθleʃˈikden
bäsleşildi	bˌæθleʃˈilli
bäşisiniň	bˌæʃiθˈiniŋ
böleklerinden	bˌœlœklœrˈinnen
bölüji	bœlˈød͡ʒø
býujete	bjʊd͡ʒˈete
da	dˈɑ
daglarynyň	dˌɑʁɫɑrˈɯnɯŋ
dagyň	dˈɑʁɯŋ
daýanjy	dɑjˈɑnd͡ʒɯ
daýanmak	dˌɑjɑnmˈɑq
daýhanlarymyzyň	dˌɑjxɑnɫˌɑrɯmˈɯðɯŋ
deglip	dˈeʁlip
deklarantyň	dˌekɫɑrˈɑntɯŋ
demirgazygynda	dˌemirʁˌɑðɯʁˈɯnnɑ
demokratiýalaşdyrmak	dˌemoqrˌotijˌɑɫɑʃdɯrmˈɑq
departamentiniň	dˌepɑrtˌɑmentˈiniŋ
depginlerine	dˌepʁinlerˈine
deputatyň	dˌepʊtˈotʊŋ
derrew	dˈerrœβ
derýalar	derjˈɑɫɑr
derýalaryň	dˌerjɑɫˈɑrɯŋ
derňewe	derŋˈœβe
deňeşdirmek	dˌeŋeʃdirmˈek
dillerde	dillˈerde
direktorynyň	dˌirektorˈʊnʊŋ
diwarlar	diβˈɑrɫɑr
diwarlaryň	dˌiβɑrɫˈɑrɯŋ
diwersifikasiýalaşdyrmagyň	dˌiβerθifˌikɑθˌijɑɫˌɑʃdɯrmˈɑʁɯŋ
dogluşyny	dˌoʁɫʊʃˈʊnʊ
dokamak	dˌoqomˈoq
dokumentiň	dˌoqʊmˈentiŋ
dolandyrýarlar	dˌoɫonnʊrjˈɑrɫɑr
dolanşygy	dˌoɫonʃˈʊʁɯ
doping	dˈopinʁ
dowamlylygynyň	dˌoβomɫˌʊɫɯʁˈɯnɯŋ
dowarlaryň	dˌoβorɫˈorɯŋ
duralgasynyň	dˌʊroɫʁoθˈɯnɯŋ
durdy	dˈʊrdʊ
durlup	dˈʊrɫʊp
durmaga	dʊrmˈoʁo
dursun	dˈʊrθʊn
duzuny	dʊðˈʊnʊ
duşuşar	dʊʃˈʊʃor
däplerimize	dˌæplerimˈiðe
döredilýändigi	dˌœrœdˌøljænnˈiʁi
döwrebaplaşdyryldy	dˌœβrœβˌɑpɫɑʃdɯrˈɯɫɫɯ
döwrümiziň	dˌœβrømˈøðøŋ
döwründäkiden	dˌœβrønnækˈøden
döwürlere	dˌœβørlˈœrœ
dünýäsinden	dˌønjæθˈinnen
düzgünleşdirilýän	dˌøðʁønlˌœʃdørˈiljæn
düzgünleşdirmesi	dˌøðʁønlˌœʃdørmˈeθi
düzgünleşdirýär	dˌøðʁønlœʃdˈørjæːr
düzgünnamalar	dˌøðʁønnɑmˈɑɫɑr
düzüler	døðˈølœr
düzülip	døðˈøløp
düzülipdir	dˌøðølˈøpdir
düzülmegini	dˌøðølmœʁˈønø
düşündirilmelidir	dˌøʃønnˌørølmelˈidir
düşünjeleri	dˌøʃønd͡ʒœlˈœri
düşünjesi	dˌøʃønd͡ʒˈœθø
düşürmäge	dˌøʃørmˈæːɡe
edilmeýän	ˌedilmˈejæn
ediniji	ˌedinˈid͡ʒi
edinmekde	ˌedinmˈekde
edinýäris	ˌedinjˈæːriθ
ekspertizanyň	ˌekθpertiðˈɑnɯŋ
eksponatlar	ˌekθponˈotɫor
ekstremizme	ˌekθθremˈiðme
eline	elˈine
eltilmeli	ˌeltilmˈeli
eltip	ˈeltip
emelleri	ˌemellˈeri
eminlik	emˈinlik
emissiýasynyň	ˌemiθθˌijɑθˈɯnɯŋ
energetikasyny	ˌenerʁˌetikɑθˈɯnɯ
enjamlaşdyrylyp	ˌend͡ʒɑmɫˌɑʃdɯrˈɯɫɯp
eramyzdan	ˌerɑmˈɯððɑn
erkini	erkˈini
estakada	ˌeθθɑqˈɑdɑ
etmekligiň	ˌetmeklˈiʁiŋ
etmişi	etmˈiʃi
etmişiň	etmˈiʃiŋ
etnografiki	ˌetnoʁrofˌiki
etraplar	etrˈɑpɫɑr
etraplary	ˌetrɑpɫˈɑrɯ
