a	ɑː
tiwesdæg	tiːwesdæj
to	toː
toberstan	toːberstɑn
tobrecan	toːbrekɑn
tocnyssan	toːknyssɑn
tocweþan	toːkweθɑn
tocyme	toːkyme
tocyrran	toːt͡ʃyrrɑn
todreosan	toːdre͜oːsɑn
todrifan	toːdriːfɑn
todæg	toːdæj
todælan	toːdæːlɑn
toeacan	toːæ͜ɑːkɑn
tofaran	toːfɑrɑn
tofeallan	toːfæ͜ɑllɑn
toferan	toːfeːrɑn
toflowan	toːfloːwɑn
togan	toːɡɑːn
togang	toːɡɑnɡ
togean	toːjæ͜ɑːn
togeanes	toːjæ͜ɑːnes
togecorennes	toːjekorennes
togeiecendlic	toːjei͜yːt͡ʃendliːt͡ʃ
togeotan	toːje͜oːtɑn
togesceadan	toːjeʃæ͜ɑːdɑn
togesceadan	toːjeʃɑːdɑn
togian	toɡiɑn
togotennes	toːɡotennes
togædere	toːɡædere
togædre	toːɡædere
toh	toːx
toheawan	toːxæ͜ɑːwɑn
tohladan	toːxlɑdɑn
tohopa	toːxopɑ
tohreran	toːxreːrɑn
tohweorfan	toːxwe͜orfɑn
tohyht	toːxyxt
toiecan	toːi͜yːt͡ʃɑn
toiecnes	toːi͜yːt͡ʃnes
tol	toːl
tolicgan	toːlijjɑn
toliesan	toːli͜yːsɑn
toll	toll
tolucan	toːluːkɑn
tolysan	toːlyːsɑn
tolætan	toːlæːtɑn
tom	toːm
tomearcian	toːmæ͜ɑrkiɑn
tomearcodnes	toːmæ͜ɑrkodnes
tonama	toːnɑmɑ
tonemnan	toːnemnɑn
torfian	torfiɑn
torht	torxt
torn	torn
torr	torr
tosamnian	toːsɑmniɑn
tosawan	toːsɑːwɑn
tosceadan	toːʃæ͜ɑːdɑn
tosceadan	toːʃɑːdɑn
toscriþan	toːʃriːθɑn
tosendan	toːsendɑn
toseþan	toːseːθɑn
toslitan	toːsliːtɑn
tosmeagan	toːsmæ͜ɑːjɑn
tosundrian	toːsundriɑn
tosyndrian	toːsyndriɑn
toteon	toːte͜oːn
totwæman	toːtwæːmɑn
totwæmednes	toːtwæːmednes
toweard	toːwæ͜ɑrd
toweardnes	toːwæ͜ɑrdnes
toweorpan	toːwe͜orpɑn
toweorpendlic	toːwe͜orpendliːt͡ʃ
toworpennes	toːworpennes
towrecan	toːwrekɑn
towritan	toːwriːtɑn
toætiecan	toːæti͜yːt͡ʃɑn
toætiecnes	toːæti͜yːt͡ʃnes
toþ	toːθ
toþgar	toːθɡɑːr
toþleas	toːθlæ͜ɑːs
toþsticca	toːθstikkɑ
traht	trɑxt
trahtian	trɑxtiɑn
trahtnian	trɑxtniɑn
tramet	trɑːmet
tredan	tredɑn
treg	treɡ
treg	treːj
trega	treɡɑ
trendel	trendel
treow	tre͜oːw
treowe	tre͜oːwe
treowlice	tre͜oːwliːt͡ʃe
treowsian	tre͜oːwsiɑn
treowwyrhta	tre͜oːwwyrxtɑ
triewe	tri͜yːwe
triewen	tri͜ywen
trig	trij
triwen	triwen
trog	troɡ
troh	trox
trucian	trukiɑn
trum	trum
truwian	truːwiɑn
trymman	trymmɑn
tu	tuː
tucian	tuːkiɑn
tudor	tuːdor
tulge	tulje
tulge	tulɡe
tumbere	tumbere
tumbian	tumbiɑn
tun	tuːn
tunge	tunɡe
tunggelælle	tunɡjelælle
tunglen	tunɡlen
tunglere	tunɡlere
tungol	tunɡol
tungolbære	tunɡolbæːre
tungolcræft	tunɡolkræft
tungolcræftiga	tunɡolkræftiɡɑ
tunne	tunne
turf	turf
turfum	turfum
turnian	turniɑn
turtle	turtle
tusc	tuːsk
tux	tuːks
tuxas	tuːksɑs
twa	twɑː
twegen	tweːjen
twelf	twelf
twelffeald	twelffæ͜ɑld
twelfta	twelftɑ
twentig	tweːntij
twentigfeald	tweːntijfæ͜ɑld
twentigoþa	tweːntiɡoθɑ
tweo	twe͜oː
tweogan	twe͜oːjɑn
tweowa	twe͜owɑ
twiccian	twikkiɑn
twidælan	twidæːlɑn
twiecge	twiejje
twiefealdnes	twi͜yfæ͜ɑldnes
twifeald	twifæ͜ɑld
twifealdnes	twifæ͜ɑldnes
twifere	twifeːre
twiferlæcan	twifeːrlæːt͡ʃɑn
twifete	twifeːte
twig	twij
twih	twiːx
twihycgan	twixyjjɑn
twin	twin
twinn	twinn
twirædness	twiræːdness
twiscyldig	twiʃyldij
twisla	twislɑ
twyfeald	twyfæ͜ɑld
twyfealdnys	twyfæ͜ɑldnys
twæde	twæːde
twæman	twæːmɑn
twæming	twæːminɡ
tydre	tyːdre
tyge	tyje
tyht	tyxt
tyhtan	tyxtɑn
tyhten	tyxten
tyhtend	tyxtend
tyhtendlic	tyxtendliːt͡ʃ
tyhtere	tyxtere
tyhting	tyxtinɡ
tyhtnes	tyxtnes
tynan	tyːnɑn
tyncen	tynt͡ʃen
tynder	tynder
tyrf	tyrf
tysca	tyʃʃɑ
tæc	tæːt͡ʃ
tæcan	tæːt͡ʃɑn
tæcaþ	tæːt͡ʃɑθ
tæce	tæːt͡ʃe
tæcen	tæːt͡ʃen
tæcende	tæːt͡ʃende
tæcest	tæːt͡ʃest
tæceþ	tæːt͡ʃeθ
tæcing	tæːt͡ʃinɡ
tæcst	tæːkst
tæcung	tæːt͡ʃunɡ
tæcþ	tæːkθ
tægel	tæjel
tægl	tæjl
tæht	tæːxt
tæhte	tæːxte
tæhten	tæːxten
tæhtest	tæːxtest
tæhton	tæːxton
tælan	tæːlɑn
tælg	tælɡ
tælmearc	tælmæ͜ɑrk
tænel	tæːnel
tæppa	tæppɑ
tæppe	tæppe
tæppere	tæppere
tæppestre	tæppestre
tæppian	tæppiɑn
tæsan	tæːsɑn
uder	uːder
ufan	ufɑn
uferian	uferiɑn
uferor	uferor
ufeweard	ufewæ͜ɑrd
ufor	ufor
uht	uːxt
uhta	uːxtɑ
uhtcaru	uːxtkɑru
uhtceare	uːhtt͡ʃæːɑ̯re
uhtcearu	uːxtt͡ʃæ͜ɑru
ulan	uːlɑn
ule	uːle
ultor	ultor
unasundrodlic	unɑːsundrodliːt͡ʃ
unbryce	unbryt͡ʃe
unbryce	unbryːt͡ʃe
unc	unk
uncamprof	unkɑmproːf
uncer	unker
uncit	uŋkit
unclæne	unklæːne
uncnyttan	unknyttɑn
uncumliþe	unkumliːθe
uncumliþnes	unkumliːθnes
uncuþ	unkuːθ
undeadlic	undæ͜ɑːdliːt͡ʃ
undeadlicnes	undæ͜ɑːdliːknes
undeop	unde͜oːp
under	under
underberan	underberɑn
underbugan	underbuːɡɑn
underburg	underburɡ
underbæc	underbæk
undercierran	undert͡ʃi͜yrrɑn
undercyrran	undert͡ʃyrrɑn
underfon	underfoːn
undergan	underɡɑːn
undergangan	underɡɑnɡɑn
underiendlic	underjendliːt͡ʃ
undern	undern
underneoþan	underne͜oθɑn
underniman	undernimɑn
undernmæl	undernmæːl
undersecan	underseːt͡ʃɑn
undersmeagan	undersmæ͜ɑːjɑn
understandan	understɑndɑn
understondan	understondɑn
underwritan	underwriːtɑn
underþeodan	underθe͜oːdɑn
undiere	undi͜yːre
undon	undoːn
undruncen	undrunken
undæd	undæːd
uneaþe	unæ͜ɑːθe
unefen	unefen
unfealdan	unfæ͜ɑldɑn
unforbugendlic	unforbuɡendliːt͡ʃ
unforbugendlice	unforbuɡendliːt͡ʃe
unforesceawod	unforeʃæ͜ɑːwod
unforht	unforxt
unfrod	unfroːd
unfrodnes	unfroːdnes
unfulfremed	unfulfremed
unfulfremednes	unfulfremednes
unfæger	unfæjer
ungeendiendlic	unjeendi͜yndliːt͡ʃ
ungefæd	unjefæd
ungehiersum	unjexi͜yːrsum
ungehiersumnes	unjexi͜yːrsumnes
ungelic	unjeliːt͡ʃ
ungelicnes	unjeliːknes
ungelæred	unjelæːred
ungemæte	unjemæːte
ungenemnendlic	unjenemnendliːt͡ʃ
ungescead	unjeʃɑːd
ungesewenlic	unjesewenliːt͡ʃ
ungeswenced	unjeswent͡ʃed
ungewemmed	unjewemmed
ungewemmednes	unjewemmednes
ungewintred	unjewintred
ungewiss	unjewiss
ungewunelic	unjewuneliːt͡ʃ
ungewæpnod	unjewæːpnod
ungeþyldig	unjeθyldij
ungleaw	unɡlæ͜ɑːw
ungleawlice	unɡlæ͜ɑːwliːt͡ʃe
ungleawnes	unɡlæ͜ɑːwnes
ungleawscipe	unɡlæ͜ɑːwʃipe
ungod	unɡoːd
ungripendlic	unɡriːpendliːt͡ʃ
ungyrdan	unɡyrdɑn
unhal	unxɑːl
unhalig	unxɑːlij
unhiersumnes	unxi͜yːrsumnes
unhlisa	unxliːsɑ
unlar	unlɑːr
unligne	unliːjne
unlucan	unluːkɑn
unlust	unlust
unlyft	unlyft
unlæd	unlæːd
unmann	unmɑnn
unmennisclic	unmenniʃliːt͡ʃ
unmihtig	unmixtij
unmihtlic	unmixtliːt͡ʃ
unmiltsiendlic	unmiltsiendliːt͡ʃ
unmyltsiendlic	unmyltsiendliːt͡ʃ
unmæte	unmæːte
unnan	unnɑn
unnytlic	unnytliːt͡ʃ
unnytlice	unnytliːt͡ʃe
unnytnes	unnytnes
unnytt	unnytt
unnytwierþe	unnytwi͜yrθe
unnytwyrþe	unnytwyrθe
unriht	unrixt
unrihthæmed	unrixtxæːmed
unrihtwif	unrixtwiːf
unrihtwis	unrixtwiːs
unrihtwisnes	unrixtwiːsnes
unripe	unriːpe
unsawen	unsɑːwen
unscrydan	unʃryːdɑn
unscyld	unʃyld
unscyldig	unʃyldij
unseald	unsæ͜ɑld
unsoþ	unsoːθ
unsoþian	unsoːθiɑn
unstaþolfæst	unstɑθolfæst
unstaþolfæstnes	unstɑθolfæstnes
unstæfwis	unstæfwiːs
unsur	unsuːr
unswefn	unswefn
unsyferlic	unsyːferliːt͡ʃ
unsyferness	unsyːferness
unsyfre	unsyːfre
unsælig	unsæːlij
untiegan	unti͜yːjɑn
untigan	untiːjɑn
untime	untiːme
untrum	untrum
untrumian	untrumiɑn
untrumnes	untrumnes
untweolice	untwe͜oːliːt͡ʃe
untwiefeald	untwi͜yfæ͜ɑld
untwifeald	untwifæ͜ɑld
untynan	untyːnɑn
unwealt	unwæ͜ɑlt
unweder	unweder
unwemme	unwemme
unwemming	unwemminɡ
unweorþlic	unwe͜orθliːt͡ʃ
unwindan	unwindɑn
unwis	unwiːs
unwislice	unwiːsliːt͡ʃe
unwitod	unwitod
unwittig	unwittij
unwiþmetendlic	unwiθmetendliːt͡ʃ
unwynsum	unwynsum
unwæstmbære	unwæstmbæːre
unwæterig	unwæterij
unþanc	unθɑnk
unþeaw	unθæ͜ɑːw
up	up
upbregdan	upbrejdɑn
upcuman	upkumɑn
upcund	upkund
upeard	upæ͜ɑrd
upengel	upenjel
upflering	upfleːrinɡ
upfæreld	upfæreld
upgan	upɡɑːn
upgang	upɡɑnɡ
upp	upp
uppe	uppe
upriht	uprixt
uprihte	uprixte
uprodor	uprodor
ur	uːr
ure	uːre
us	uːs
usc	uːsk
user	uːser
usic	uːsit͡ʃ
ut	uːt
utan	uːtɑn
utanlandes	uːtɑnlɑndes
utdragan	uːtdrɑɡɑn
ute	uːte
utera	uːterɑ
uterra	uːterrɑ
utfus	uːtfuːs
utfæreld	uːtfæreld
utgan	uːtɡɑːn
utgang	uːtɡɑnɡ
utgefeoht	uːtjefe͜oxt
utlaga	uːtlɑɡɑ
utlenda	uːtlendɑ
utlendisc	uːtlendiʃ
utlædan	uːtlæːdɑn
utlæs	uːtlæːs
uton	uton
utscyte	uːtʃyte
uu	w
uþmæte	uːθmæːte
uþwita	uːθwitɑ
uþwitegung	uːθwiteɡunɡ
uþwitian	uːθwitiɑn
uþwitlic	uːθwitliːt͡ʃ
wa	wɑː
wac	wɑːk
wacan	wɑkɑn
waccor	wɑkkor
wacian	wɑkiɑn
wacian	wɑːkiɑn
wacnes	wɑːknes
wacol	wɑkol
wacor	wɑkor
wacu	wɑku
wacung	wɑkunɡ
wad	wɑːd
wadan	wɑdɑn
wafian	wɑfiɑn
wafian	wɑːfiɑn
wag	wɑːɡ
wagegan	wɑɡejɑn
wagian	wɑɡiɑn
wagrift	wɑːɡrift
wagþyrel	wɑːɡθyːrel
waldhere	wɑldxere
walhhnutu	wɑlxxnutu
wamb	wɑmb
wambadl	wɑmbɑːdl
wan	wɑn
wancol	wɑnkol
wand	wɑnd
wandeweorpe	wɑndewe͜orpe
wandian	wɑndiɑn
wandrian	wɑndriɑn
wang	wɑnɡ
wange	wɑnɡe
wangteþ	wɑnɡteːθ
wangtoþ	wɑnɡtoːθ
wanian	wɑniɑn
wanian	wɑːniɑn
wann	wɑnn
wansceaft	wɑnʃæ͜ɑft
wansælig	wɑnsæːlij
warian	wɑriɑn
warnian	wɑrniɑn
waroþ	wɑroθ
waru	wɑru
wascan	wɑskɑn
wase	wɑːse
wasend	wɑːsend
wawa	wɑːwɑ
wawan	wɑːwɑn
we	weː
wea	wæ͜ɑː
wealas	wæ͜ɑːlɑs
wealcan	wæ͜ɑlkɑn
wealcian	wæ͜ɑlkiɑn
wealcol	wæ͜ɑlkol
weald	wæ͜ɑld
wealda	wæ͜ɑldɑ
wealdan	wæ͜ɑldɑn
wealdend	wæ͜ɑldend
wealdende	wæ͜ɑldende
wealh	wæ͜ɑlx
wealhhafoc	wæ͜ɑlxxɑfok
wealhheafoc	wæ͜ɑlxxæ͜ɑfok
wealhhnutu	wæ͜ɑlxxnutu
wealhstod	wæ͜ɑlxstod
wealhþeow	wæ͜ɑlxθe͜oːw
weall	wæ͜ɑll
weallan	wæ͜ɑllɑn
weallian	wæ͜ɑlliɑn
wean	wæ͜ɑːn
weana	wæ͜ɑːnɑ
weard	wæ͜ɑrd
weardian	wæ͜ɑrdiɑn
weardsteall	wæ͜ɑrdstæ͜ɑll
wearg	wæ͜ɑrɡ
weargcweþan	wæ͜ɑrɡkweθɑn
wearh	wæ͜ɑrx
wearm	wæ͜ɑrm
wearn	wæ͜ɑrn
wearnian	wæ͜ɑrniɑn
wearp	wæ͜ɑrp
wearr	wæ͜ɑrr
wearriht	wæ͜ɑrrixt
wearte	wæ͜ɑrte
weatacen	wæ͜ɑːtɑːken
weax	wæ͜ɑks
weaxan	wæ͜ɑksɑn
weaxcandel	wæ͜ɑkskɑndel
webb	webb
webba	webbɑ
webbestre	webbestre
weccan	wett͡ʃɑn
wecg	wejj
wecgan	wejjɑn
wedd	wedd
weddian	weddiɑn
weddung	weddunɡ
weden	weːden
weder	weder
wederas	wederɑs
wedertacen	wedertɑːken
wedlac	wedlɑːk
wefan	wefɑn
weg	wej
wegan	weɡɑn
wegleas	wejlæ͜ɑːs
wehha	wexxɑ
wel	wel
wela	welɑ
weland	welɑnd
weler	weler
welisc	weːliʃ
well	well
welund	welund
welwillende	welwillende
welwillendlice	welwillendliːt͡ʃe
welwillendnes	welwillendnes
weman	weːmɑn
wemman	wemmɑn
wemmend	wemmend
wemming	wemminɡ
wen	weːn
wenan	weːnɑn
wendan	wendɑn
wendelsæ	wendelsæː
wenden	wenden
wending	wendinɡ
wendlas	wendlɑs
wendle	wendle
wenian	weniɑn
weninga	weːninɡɑ
wenn	wenn
wennan	wennɑn
wenunga	weːnunɡɑ
weod	we͜oːd
weodian	we͜oːdiɑn
weodmonaþ	we͜oːdmoːnɑθ
weofod	we͜oːfod
weoh	we͜oːx
weohsteall	we͜oːxstæ͜ɑll
weorc	we͜ork
weorcræden	we͜orkræːden
weorcsum	we͜orksum
weornan	we͜ornɑn
weorod	we͜orod
weorold	we͜orold
weoroldræden	we͜oroldræːden
weorpan	we͜orpɑn
weorþ	we͜orθ
weorþan	we͜orθɑn
weorþian	we͜orθiɑn
weorþleas	we͜orθlæ͜ɑːs
weorþlic	we͜orθliːt͡ʃ
weorþmynd	we͜orθmynd
weorþscipe	we͜orθʃipe
weorþung	we͜orθunɡ
wepan	weːpɑn
wer	wer
wera	werɑ
weras	werɑs
werc	werk
werg	werɡ
werian	werjɑn
werig	weːrij
werleas	werlæ͜ɑːs
werlic	werliːt͡ʃ
werod	werod
werwulf	werwulf
wesan	wesɑn
wesan	weːsɑn
wese	weːse
wesend	wesend
wesende	wesende
west	west
westan	weːstɑn
weste	weːste
westen	weːsten
westerne	westerne
westseaxa	westsæ͜ɑksɑ
westseaxan	westsæ͜ɑksɑn
westseaxe	westsæ͜ɑkse
wexan	weksɑn
weðer	weθer
weþe	weːθe
weþer	weθer
wiber	wiber
wic	wiːt͡ʃ
wican	wiːkɑn
wicca	witt͡ʃɑ
wiccan	witt͡ʃɑn
wicce	witt͡ʃe
wiccecræft	witt͡ʃekræft
wiccedom	witt͡ʃedoːm
wiccung	witt͡ʃunɡ
wice	wike
wiceard	wiːt͡ʃæ͜ɑrd
wicg	wijj
wicga	wiɡɡɑ
wicing	wiːkinɡ
wicing	wiːt͡ʃinɡ
wicu	wiku
wid	wiːd
wide	wiːde
widewe	widewe
widherian	wiːdxerjɑn
widmære	wiːdmæːre
widmærsian	wiːdmæːrsiɑn
widmærsung	wiːdmæːrsunɡ
widsiþ	wiːdsiːθ
widuwe	widuwe
wieldan	wi͜yldɑn
wielisc	wi͜yːliʃ
wielm	wi͜ylm
wieltan	wi͜yltɑn
wielwan	wi͜ylwɑn
wierdan	wi͜yrdɑn
wiergan	wi͜yrjɑn
wiergen	wi͜yrjen
wiergnes	wi͜yrjnes
wiergþu	wi͜yrɡθu
wiernan	wi͜yrnɑn
wierrest	wi͜yrrest
wiers	wi͜yrs
wiersa	wi͜yrsɑ
wierþe	wi͜yrθe
wif	wiːf
wifer	wifer
wiffreond	wiːffre͜oːnd
wifgemana	wiːfjemɑːnɑ
wifhad	wiːfxɑːd
wifhand	wiːfxɑnd
wifhired	wiːfxiːred
wifian	wiːfiɑn
wifleas	wiːflæ͜ɑːs
wiflic	wiːfliːt͡ʃ
wifman	wiːfmɑn
wifmann	wiːfmɑnn
wifmenn	wiːfmenn
wig	wiːj
wiga	wiɡɑ
wigan	wiːɡɑn
wigbære	wiːjbæːre
wiges	wiːɡes
wigle	wijle
wiglere	wiɡlere
wiglian	wiɡliɑn
wiglung	wiɡlunɡ
wigsmiþ	wiːjsmiθ
wigweorþung	wiːjwe͜orθunɡ
wih	wiːx
wiht	wixt
wihtland	wixtlɑnd
wihtsæta	wixtsæːtɑ
wihtwara	wixtwɑrɑ
wihtware	wixtwɑre
wil	wil
wilcuma	wilkumɑ
wilddeor	wildde͜oːr
wilde	wilde
wildor	wildor
wilgesiþ	wiljesiːθ
wilian	wiliɑn
wilisc	wiːliʃ
willa	willɑ
willan	willɑn
willian	williɑn
wilnian	wilniɑn
wilnung	wilnunɡ
wilweorþung	wilwe͜orθunɡ
wimpel	wimpel
win	wiːn
winberige	wiːnberije
wincel	wint͡ʃel
wincian	winkiɑn
wind	wind
windan	windɑn
windbære	windbæːre
windig	windij
windruncen	wiːndrunken
windscofl	windʃofl
wine	wine
wineard	wiːnæ͜ɑrd
winemæg	winemæːj
winescipe	wineʃipe
winestra	winestrɑ
wingeard	wiːnjæ͜ɑrd
winhate	wiːnxɑːte
winnan	winnɑn
winstre	winstre
winter	winter
winterbiter	winterbiter
winterburna	winterburnɑ
winterceald	wintert͡ʃæ͜ɑld
wintercearig	wintert͡ʃæ͜ɑrij
winterdun	winterduːn
winterdæg	winterdæj
winterfeorm	winterfe͜orm
winterfylleþ	winterfylleθ
wintergegang	winterjeɡɑnɡ
wintergerim	winterjeriːm
wintergetæl	winterjetæl
wintergeweorp	winterjewe͜orp
wintergewæde	winterjewæːde
winterhus	winterxuːs
winterlic	winterliːt͡ʃ
winterlæcan	winterlæːt͡ʃɑn
winterrim	winterriːm
winterscur	winterʃuːr
winterselde	winterselde
winterset	winterset
wintersetl	wintersetl
wintersufel	wintersufel
wintertid	wintertiːd
winterwylle	winterwylle
wintreow	wiːntre͜oːw
wintrig	wintrij
wiodu	wi͜udu
wipian	wiːpiɑn
wir	wiːr
wis	wiːs
wisa	wiːsɑ
wisdom	wiːsdoːm
wise	wiːse
wisian	wiːsiɑn
wisle	wiːsle
wisleland	wiːslelɑnd
wislemuþa	wiːslemuːθɑ
wislice	wiːsliːt͡ʃe
wisnes	wiːsnes
wist	wist
wiste	wiste
wit	wit
wita	witɑ
witan	witɑn
witan	wiːtɑn
wite	wiːte
witegestre	wiːteɡestre
witena	witenɑ
witleas	witlæ͜ɑːs
witleast	witlæ͜ɑːst
witnes	witnes
witod	witod
witodlic	witodliːt͡ʃ
witodlice	witodliːt͡ʃe
witt	witt
wittig	wittij
wituma	witumɑ
witword	witword
wixlan	wikslɑn
wiðersaca	wiθersɑkɑ
wiðsæcgan	wiθsæjjɑn
wiþ	wiθ
wiþblawan	wiθblɑːwɑn
wiþbregdan	wiθbrejdɑn
wiþceosan	wiθt͡ʃe͜oːsɑn
wiþcostian	wiθkostiɑn
wiþcwedennes	wiθkwedennes
wiþcweþan	wiθkweθɑn
wiþercrist	wiθerkrist
wiþercweþan	wiθerkweθɑn
wiþercyrr	wiθert͡ʃyrr
wiþerhabban	wiθerxɑbbɑn
wiþerhlinian	wiθerxliniɑn
wiþerian	wiθeriɑn
wiþersaca	wiθersɑkɑ
wiþersæc	wiθersæk
wiþerwinna	wiθerwinnɑ
wiþfaran	wiθfɑrɑn
wiþfon	wiθfoːn
wiþgan	wiθɡɑːn
wiþgripan	wiθɡriːpɑn
wiþhabban	wiθxɑbbɑn
wiþheardian	wiθxæ͜ɑrdiɑn
wiþhycgan	wiθxyjjɑn
wiþig	wiːθij
wiþinnan	wiθinnɑn
wiþlædan	wiθlæːdɑn
wiþmetan	wiθmetɑn
wiþmetendlic	wiθmetendliːt͡ʃ
wiþmetenlic	wiθmetenliːt͡ʃ
wiþmetennes	wiθmetennes
wiþsacan	wiθsɑkɑn
wiþsacendlic	wiθsɑkendliːt͡ʃ
wiþsecgan	wiθsejjɑn
wiþsettan	wiθsettɑn
wiþsprecan	wiθsprekɑn
wiþstandan	wiθstɑndɑn
wiþteon	wiθte͜oːn
wiþutan	wiθuːtɑn
wiþweorpan	wiθwe͜orpɑn
wiþþe	wiθθe
wiþþingian	wiθθinɡiɑn
wlacu	wlɑku
wlanc	wlɑnk
wlancian	wlɑnkiɑn
wlatian	wlɑːtiɑn
wlencan	wlent͡ʃɑn
wlencu	wlenku
wlisp	wlisp
wlitan	wliːtɑn
wlite	wlite
wlitebeorht	wlitebe͜orxt
wliteleas	wlitelæ͜ɑːs
wlitig	wlitij
wlæc	wlæk
wlætian	wlæːtiɑn
wocon	woːkon
wod	woːd
woda	woːdɑ
woden	woːden
wodnes	woːdnes
wodnesdæg	woːdnesdæj
wogere	woːɡere
wogian	woːɡiɑn
woh	woːx
wohbogen	woːxboɡen
wohceapung	woːxt͡ʃæ͜ɑːpunɡ
wohdom	woːxdoːm
wohdæd	woːxdæːd
wohfotede	woːxfoːtede
wohfremmende	woːxfremmende
wohful	woːxful
wohfull	woːxfull
wohfulnes	woːxfulnes
wohgeorn	woːxje͜orn
wohgestreon	woːxjestre͜oːn
wohhandede	woːxxɑndede
wohhian	woxxiɑn
wohhæmed	woːxxæːmed
wohhæmende	woːxxæːmende
wohhæmere	woːxxæːmere
wohlic	woːxliːt͡ʃ
wohlice	woːxliːt͡ʃe
wohnes	woːxnes
wohsum	woːxsum
wol	woːl
wolberende	woːlberende
wolberendlic	woːlberendliːt͡ʃ
wolbryne	woːlbryne
wolbærnes	woːlbæːrnes
wolcen	wolken
wolcn	wolkn
wolde	wolde
woldæg	woːldæj
wolgewinn	woːljewinn
wolnes	woːlnes
wom	woːm
woma	woːmɑ
womm	womm
wong	wonɡ
wop	woːp
worc	work
word	word
worda	wordɑ
wordfæst	wordfæst
wordgecwide	wordjekwide
wordhord	wordxord
wordig	wordij
wordlaþu	wordlɑθu
wordmittung	wordmittunɡ
wordpredicung	wordpredikunɡ
wordsawere	wordsɑːwere
worhana	worxɑnɑ
worian	woːriɑn
woriend	woːriend
woriende	woːriende
worn	worn
worold	worold
woroldar	woroldɑːr
woruld	woruld
woruldlic	woruldliːt͡ʃ
worð	worθ
worþ	worθ
wos	woːs
woþ	woːθ
wracu	wrɑku
wrang	wrɑnɡ
wrað	wrɑːθ
wraþ	wrɑːθ
wrecan	wrekɑn
wrecca	wrett͡ʃɑ
wrecend	wrekend
wrecnes	wreknes
wrecscipe	wrekʃipe
wregan	wreːjɑn
wregendlic	wreːjendliːt͡ʃ
wrenc	wrent͡ʃ
wrencan	wrent͡ʃɑn
wrenna	wrennɑ
wreon	wre͜oːn
wrid	wriːd
wrigian	wriːjiɑn
wringan	wrinɡɑn
wrist	wrist
writ	writ
writan	wriːtɑn
writaþ	wriːtɑθ
writere	wriːtere
wrixlan	wrikslɑn
wriþan	wriːθɑn
wroht	wroːxt
wrohtsawere	wroːxtsɑːwere
wrot	wroːt
wrotan	wroːtɑn
wrungon	wrunɡon
wræc	wræk
wræcca	wrætt͡ʃɑ
wræclast	wræklɑːst
wrætlic	wræːtliːt͡ʃ
wrætt	wræːtt
wræþan	wræːθɑn
wræþþo	wræːθθo
wræþþu	wræːθθu
wucu	wuku
wudere	wudere
wudian	wudiɑn
wudig	wudij
wudiht	wudixt
wudu	wudu
wudubora	wuduborɑ
wudubære	wudubæːre
wuducoc	wudukok
wuduculfre	wudukulfre
wudufeoh	wudufe͜ox
wudufugol	wudufuɡol
wudufæsten	wudufæsten
wuduhana	wuduxɑnɑ
wuduielfen	wudui͜ylfen
wuduland	wudulɑnd
wudulic	wuduliːt͡ʃ
wudulæs	wudulæːs
wuduræden	wuduræːden
wudusnite	wudusniːte
wuduwasa	wuduwɑːsɑ
wuduwe	wuduwe
wuduælfen	wuduælfen
wuduþistel	wuduθistel
wuffa	wuffɑ
wuldor	wuldor
wuldorbeag	wuldorbæ͜ɑːɡ
wuldorbeagian	wuldorbæ͜ɑːɡiɑn
wuldorbeah	wuldorbæ͜ɑːx
wuldorcyning	wuldorkyninɡ
wuldordream	wuldordræ͜ɑːm
wuldorfull	wuldorfull
wuldorfullian	wuldorfulliɑn
wuldorfullice	wuldorfulliːt͡ʃe
wuldorfæder	wuldorfæder
wuldorgast	wuldorɡɑːst
wuldorgeflogena	wuldorjefloɡenɑ
wuldorgeweorc	wuldorjewe͜ork
wuldorgifu	wuldorjifu
wuldorgimm	wuldorjimm
wuldorhama	wuldorxɑmɑ
wuldorheap	wuldorxæ͜ɑːp
wuldorhelm	wuldorxelm
wuldorlean	wuldorlæ͜ɑːn
wuldorlic	wuldorliːt͡ʃ
wuldorlice	wuldorliːt͡ʃe
wuldormaga	wuldormɑːɡɑ
wuldornyttung	wuldornyttunɡ
wuldorsang	wuldorsɑnɡ
wuldorsped	wuldorspeːd
wuldorspedig	wuldorspeːdij
wuldorwerod	wuldorwerod
wuldorword	wuldorword
wuldorþrymm	wuldorθrymm
wuldrian	wuldriɑn
wuldrig	wuldrij
wuldrung	wuldrunɡ
wulf	wulf
wulfheort	wulfxe͜ort
wulfstan	wulfstɑːn
wull	wull
wuna	wunɑ
wund	wund
wundian	wundiɑn
wundor	wundor
wundorful	wundorful
wundorlic	wundorliːt͡ʃ
wundorlice	wundorliːt͡ʃe
wundortacen	wundortɑːken
wundrian	wundriɑn
wunian	wuniɑn
wunne	wunne
wunnon	wunnon
wunung	wununɡ
wurde	wurde
wurma	wurmɑ
wurþan	wurθɑn
wusc	wuːsk
wuscbearn	wuːskbæ͜ɑrn
wyda	wydɑ
wylf	wylf
wylfen	wylfen
wyllan	wyllɑn
wyllen	wyllen
wylm	wylm
wynful	wynful
wynfull	wynfull
wynfæst	wynfæst
wynleas	wynlæ͜ɑːs
wynlic	wynliːt͡ʃ
wynn	wynn
wynsum	wynsum
wynsumness	wynsumness
wyrcan	wyrt͡ʃɑn
wyrcean	wyrt͡ʃɑn
