a	a˧˥
vào vai	jaw˦˨jaj˧˥
vào vụ	jaw˦˨ju˨ˀ˩ʔ
vào đám	jaw˦˨dam˩˧
vào đề	jaw˦˨de˦˨
vào đời	jaw˦˨dɤj˦˨
vày	jăj˦˨
vày cầu	jăj˦˨kɤ̆w˦˨
vày vò	jăj˦˨jɔ˦˨
vá	ja˩˧
vá chín	ja˩˧cin˩˧
vá chằng vá đụp	ja˩˧căŋ˦˨ja˩˧dup˨ˀ˩ʔ
vá may	ja˩˧măj˧˥
vá quàng	ja˩˧waŋ˦˨
vá sống	ja˩˧ʂoŋ͡m˩˧
vá trùm vá đụp	ja˩˧ʈum˦˨ja˩˧dup˨ˀ˩ʔ
vá trời lấp biển	ja˩˧ʈɤj˦˨lɤ̆p˦˥biəŋ˧˩˨
vá trời lắp biển	ja˩˧ʈɤj˦˨lăp˦˥biəŋ˧˩˨
vá víu	ja˩˧jiw˩˧
vác	jak˦˥
vác mặt	jak˦˥măk˨ˀ˩ʔ
vác mặt lên	jak˦˥măk˨ˀ˩ʔlen˧˥
vác nêu cắm ruộng chùa	jak˦˥nɛu˧˥kăm˩˧ʐuəŋ˨ˀ˩ʔcuə˦˨
vác-xin	jak˦˥-sin˧˥
vách	jak˦˥
vách ngăn	jak˦˥ŋăŋ˧˥
vách quế	jak˦˥we˩˧
vách đá	jak˦˥da˩˧
vái	jaj˩˧
vái dài	jaj˩˧jaj˦˨
vái lạy	jaj˩˧lăj˨ˀ˩ʔ
vái trời	jaj˩˧ʈɤj˦˨
ván	jaŋ˩˧
ván bìa	jaŋ˩˧biə˦˨
ván khuôn	jaŋ˩˧xuəŋ˧˥
ván ngựa	jaŋ˩˧ŋɯə˨ˀ˩ʔ
ván thiên	jaŋ˩˧tʰiəŋ˧˥
ván thuyền	jaŋ˩˧tʰwiəŋ˦˨
ván thôi	jaŋ˩˧tʰoj˧˥
ván đã đóng thuyền	jaŋ˩˧da˧˩˨dɔŋ͡m˩˧tʰwiəŋ˦˨
ván địa	jaŋ˩˧diə˨ˀ˩ʔ
váng	jaŋ˩˧
váng huyết	jaŋ˩˧hwiək˦˥
váng mình sốt mẩy	jaŋ˩˧min˦˨ʂok͡p˦˥mɤ̆j˧˩˨
váng vất	jaŋ˩˧jɤ̆k˦˥
váng óc	jaŋ˩˧ɔk͡p˦˥
váng đầu	jaŋ˩˧dɤ̆w˦˨
vát	jak˦˥
váy	jăj˩˧
váy cộc	jăj˩˧kok͡p˨ˀ˩ʔ
váy trong	jăj˩˧ʈɔŋ͡m˧˥
váy xòe	jăj˩˧swe˦˨
váy áo	jăj˩˧aw˩˧
váy đầm	jăj˩˧dɤ̆m˦˨
vâm	jɤ̆m˧˥
vân	jɤ̆ŋ˧˥
vân an	jɤ̆ŋ˧˥aŋ˧˥
vân anh	jɤ̆ŋ˧˥an˧˥
vân bình	jɤ̆ŋ˧˥bin˦˨
vân canh	jɤ̆ŋ˧˥kan˧˥
vân chéo	jɤ̆ŋ˧˥ceo˩˧
vân côn	jɤ̆ŋ˧˥koŋ͡m˧˥
vân cơ	jɤ̆ŋ˧˥kɤ˧˥
vân cẩu	jɤ̆ŋ˧˥kɤ̆w˧˩˨
vân diên	jɤ̆ŋ˧˥jiəŋ˧˥
vân du	jɤ̆ŋ˧˥ju˧˥
vân dương	jɤ̆ŋ˧˥jɯəŋ˧˥
vân hoà	jɤ̆ŋ˧˥hwa˦˨
vân hà	jɤ̆ŋ˧˥ha˦˨
vân hán	jɤ̆ŋ˧˥haŋ˩˧
vân hải	jɤ̆ŋ˧˥haj˧˩˨
vân hồ	jɤ̆ŋ˧˥ho˦˨
vân hội	jɤ̆ŋ˧˥hoj˨ˀ˩ʔ
vân khánh	jɤ̆ŋ˧˥xan˩˧
vân kiều	jɤ̆ŋ˧˥kiəw˦˨
vân mòng	jɤ̆ŋ˧˥mɔŋ͡m˦˨
vân mẫu	jɤ̆ŋ˧˥mɤ̆w˧˩˨
vân mồng	jɤ̆ŋ˧˥moŋ͡m˦˨
vân mộng	jɤ̆ŋ˧˥moŋ͡m˨ˀ˩ʔ
vân nam	jɤ̆ŋ˧˥nam˧˥
vân nội	jɤ̆ŋ˧˥noj˨ˀ˩ʔ
vân phong	jɤ̆ŋ˧˥fɔŋ͡m˧˥
vân phú	jɤ̆ŋ˧˥fu˩˧
vân phúc	jɤ̆ŋ˧˥fuk͡p˦˥
vân sam	jɤ̆ŋ˧˥ʂam˧˥
vân sơn	jɤ̆ŋ˧˥ʂɤŋ˧˥
vân thuỷ	jɤ̆ŋ˧˥tʰwi˧˩˨
vân thê	jɤ̆ŋ˧˥tʰe˧˥
vân trung	jɤ̆ŋ˧˥ʈuŋ͡m˧˥
vân trình	jɤ̆ŋ˧˥ʈin˦˨
vân trường	jɤ̆ŋ˧˥ʈɯəŋ˦˨
vân trục	jɤ̆ŋ˧˥ʈuk͡p˨ˀ˩ʔ
vân tùng	jɤ̆ŋ˧˥tuŋ͡m˦˨
vân tương	jɤ̆ŋ˧˥tɯəŋ˧˥
vân tảo	jɤ̆ŋ˧˥taw˧˩˨
vân từ	jɤ̆ŋ˧˥tɯ˦˨
vân tự	jɤ̆ŋ˧˥tɯ˨ˀ˩ʔ
vân ve	jɤ̆ŋ˧˥jɛ˧˥
vân vi	jɤ̆ŋ˧˥ji˧˥
vân vân	jɤ̆ŋ˧˥jɤ̆ŋ˧˥
vân vê	jɤ̆ŋ˧˥je˧˥
vân vũ	jɤ̆ŋ˧˥ju˧˩˨
vân vụ	jɤ̆ŋ˧˥ju˨ˀ˩ʔ
vân xuân	jɤ̆ŋ˧˥swɤ̆ŋ˧˥
vân yên	jɤ̆ŋ˧˥iɛŋ˧˥
vân âm	jɤ̆ŋ˧˥ɤ̆m˧˥
vân điểm	jɤ̆ŋ˧˥diəm˧˩˨
vân đoạn	jɤ̆ŋ˧˥dwaŋ˨ˀ˩ʔ
vân đình	jɤ̆ŋ˧˥din˦˨
vân đồn	jɤ̆ŋ˧˥doŋ͡m˦˨
vâng	jɤ̆ŋ˧˥
vâng chỉ	jɤ̆ŋ˧˥ci˧˩˨
vâng dạ	jɤ̆ŋ˧˥ja˨ˀ˩ʔ
vâng lĩnh	jɤ̆ŋ˧˥lin˧˩˨
vâng lời	jɤ̆ŋ˧˥lɤj˦˨
vâng vâng dạ dạ	jɤ̆ŋ˧˥jɤ̆ŋ˧˥ja˨ˀ˩ʔja˨ˀ˩ʔ
vây	jɤ̆j˧˥
vây bắt	jɤ̆j˧˥băk˦˥
vây bọc	jɤ̆j˧˥bɔk͡p˨ˀ˩ʔ
vây bủa	jɤ̆j˧˥buə˧˩˨
vây cá	jɤ̆j˧˥ka˩˧
vây cánh	jɤ̆j˧˥kan˩˧
vây cước	jɤ̆j˧˥kɯək˦˥
vây dồn	jɤ̆j˧˥joŋ͡m˦˨
vây hãm	jɤ̆j˧˥ham˧˩˨
vây quanh	jɤ̆j˧˥wan˧˥
vây ráp	jɤ̆j˧˥ʐap˦˥
vây vo	jɤ̆j˧˥jɔ˧˥
vây vẫy	jɤ̆j˧˥jɤ̆j˧˩˨
vây ép	jɤ̆j˧˥ɛp˦˥
vây điểm diệt viện	jɤ̆j˧˥diəm˧˩˨jiək˨ˀ˩ʔjiəŋ˨ˀ˩ʔ
vã	ja˧˩˨
vãi	jaj˧˩˨
vãi cứt	jaj˧˩˨kɯk˦˥
vãi ra quần	jaj˧˩˨ʐa˧˥wɤ̆ŋ˦˨
vãn	jaŋ˧˩˨
vãn anh	jaŋ˧˩˨an˧˥
vãn ca	jaŋ˧˩˨ka˧˥
vãn cảnh	jaŋ˧˩˨kan˧˩˨
vãn duyên	jaŋ˧˩˨jwiəŋ˧˥
vãn hồi	jaŋ˧˩˨hoj˦˨
vãn niên	jaŋ˧˩˨niəŋ˧˥
vãn sinh	jaŋ˧˩˨ʂin˧˥
vãng	jaŋ˧˩˨
vãng cảnh	jaŋ˧˩˨kan˧˩˨
vãng lai	jaŋ˧˩˨laj˧˥
vãng phản	jaŋ˧˩˨faŋ˧˩˨
vè	jɛ˦˨
vè vè	jɛ˦˨jɛ˦˨
vèo	jeo˦˨
vèo vèo	jeo˦˨jeo˦˨
vé	jɛ˩˧
vé số	jɛ˩˧ʂo˩˧
véc ni	jɛk˦˥ni˧˥
véc-ni	jɛk˦˥-ni˧˥
véc-tơ	jɛk˦˥-tɤ˧˥
vén	jɛŋ˩˧
vén gốc	jɛŋ˩˧ɣok͡p˦˥
vén tay áo sô đốt nhà táng giấy	jɛŋ˩˧tăj˧˥aw˩˧ʂo˧˥dok͡p˦˥ɲa˦˨taŋ˩˧jɤ̆j˩˧
vén váy không nên	jɛŋ˩˧jăj˩˧xoŋ͡m˧˥nen˧˥
véo	jeo˩˧
véo von	jeo˩˧jɔŋ͡m˧˥
véo vó	jeo˩˧jɔ˩˧
vét	jɛk˦˥
vét chợ cầu chẳng được cái kim	jɛk˦˥cɤ˨ˀ˩ʔkɤ̆w˦˨căŋ˧˩˨dɯək˨ˀ˩ʔkaj˩˧kim˧˥
vét kiệt	jɛk˦˥kiək˨ˀ˩ʔ
vét nồi ba mươi cũng đầy niêu mốt	jɛk˦˥noj˦˨ba˧˥mɯəj˧˥kuŋ͡m˧˩˨dɤ̆j˦˨niəw˧˥mok͡p˦˥
vét sòng	jɛk˦˥ʂɔŋ͡m˦˨
vét tông	jɛk˦˥toŋ͡m˧˥
vét xi	jɛk˦˥si˧˥
vét-tông	jɛk˦˥-toŋ͡m˧˥
vét-xi	jɛk˦˥-si˧˥
vê	je˧˥
vên	jen˧˥
vên vên	jen˧˥jen˧˥
vênh	jen˧˥
vênh mặt	jen˧˥măk˨ˀ˩ʔ
vênh tịch	jen˧˥tit˨ˀ˩ʔ
vênh vang	jen˧˥jaŋ˧˥
vênh vác	jen˧˥jak˦˥
vênh váo	jen˧˥jaw˩˧
vênh vênh	jen˧˥jen˧˥
vênh vểnh	jen˧˥jen˧˩˨
vêu	jɛu˧˥
vêu mõm	jɛu˧˥mɔm˧˩˨
vêu vao	jɛu˧˥jaw˧˥
vì	ji˦˨
vì chưng	ji˦˨cɯŋ˧˥
vì chống	ji˦˨coŋ͡m˩˧
vì cầu	ji˦˨kɤ̆w˦˨
vì kèo	ji˦˨keo˦˨
vì là	ji˦˨la˦˨
vì lẽ	ji˦˨lɛ˧˩˨
vì nể	ji˦˨ne˧˩˨
vì nỗi	ji˦˨noj˧˩˨
vì rằng	ji˦˨ʐăŋ˦˨
vì sao	ji˦˨ʂaw˧˥
vì sông nên phải luỵ đò	ji˦˨ʂoŋ͡m˧˥nen˧˥faj˧˩˨lwi˨ˀ˩ʔdɔ˦˨
vì sông nên phải lụy đò	ji˦˨ʂoŋ͡m˧˥nen˧˥faj˧˩˨luj˨ˀ˩ʔdɔ˦˨
vì thế	ji˦˨tʰe˩˧
vì trẻ con mất lòng người lớn	ji˦˨ʈɛ˧˩˨kɔŋ͡m˧˥mɤ̆k˦˥lɔŋ͡m˦˨ŋɯəj˦˨lɤŋ˩˧
vì vậy	ji˦˨jɤ̆j˨ˀ˩ʔ
ví	ji˩˧
ví bằng	ji˩˧băŋ˦˨
ví chăng	ji˩˧căŋ˧˥
ví dù	ji˩˧ju˦˨
ví dầu	ji˩˧jɤ̆w˦˨
ví dặm	ji˩˧jăm˨ˀ˩ʔ
ví dụ	ji˩˧ju˨ˀ˩ʔ
ví như	ji˩˧ɲɯ˧˥
ví phỏng	ji˩˧fɔŋ͡m˧˩˨
ví thử	ji˩˧tʰɯ˧˩˨
ví von	ji˩˧jɔŋ͡m˧˥
ví ví von von	ji˩˧ji˩˧jɔŋ͡m˧˥jɔŋ͡m˧˥
ví đầm	ji˩˧dɤ̆m˦˨
vía	jiə˩˧
vía van	jiə˩˧jaŋ˧˥
vích	jit˦˥
vít	jit˦˥
víu	jiw˩˧
vò	jɔ˦˨
vò chín khúc	jɔ˦˨cin˩˧xuk͡p˦˥
vò tơ	jɔ˦˨tɤ˧˥
vò vò	jɔ˦˨jɔ˦˨
vò võ	jɔ˦˨jɔ˧˩˨
vò võ như vọ nằm sương	jɔ˦˨jɔ˧˩˨ɲɯ˧˥jɔ˨ˀ˩ʔnăm˦˨ʂɯəŋ˧˥
vò vẽ	jɔ˦˨jɛ˧˩˨
vò xé	jɔ˦˨sɛ˩˧
vò đầu	jɔ˦˨dɤ̆w˦˨
vò đầu bóp trán	jɔ˦˨dɤ̆w˦˨bɔp˦˥ʈaŋ˩˧
vò đầu bứt tai	jɔ˦˨dɤ̆w˦˨bɯk˦˥taj˧˥
vò đầu vò tai	jɔ˦˨dɤ̆w˦˨jɔ˦˨taj˧˥
vòi	jɔj˦˨
vòi hoa sen	jɔj˦˨hwa˧˥ʂɛŋ˧˥
vòi nhụy	jɔj˦˨ɲuj˨ˀ˩ʔ
vòi nước	jɔj˦˨nɯək˦˥
vòi rồng	jɔj˦˨ʐoŋ͡m˦˨
vòi sen	jɔj˦˨ʂɛŋ˧˥
vòi trứng	jɔj˦˨ʈɯŋ˩˧
vòi voi	jɔj˦˨jɔj˧˥
vòi vĩnh	jɔj˦˨jin˧˩˨
vòi vọi	jɔj˦˨jɔj˨ˀ˩ʔ
vòm	jɔm˦˨
vòm bán nguyệt	jɔm˦˨baŋ˩˧ŋwiək˨ˀ˩ʔ
vòm bát úp	jɔm˦˨bak˦˥up˦˥
vòm canh	jɔm˦˨kan˧˥
vòm chéo	jɔm˦˨ceo˩˧
vòm chống	jɔm˦˨coŋ͡m˩˧
vòm cuốn	jɔm˦˨kuəŋ˩˧
vòm cây	jɔm˦˨kɤ̆j˧˥
vòm hóa	jɔm˦˨hwa˩˧
vòm họng	jɔm˦˨hɔŋ͡m˨ˀ˩ʔ
vòm miệng	jɔm˦˨miəŋ˨ˀ˩ʔ
vòm mềm	jɔm˦˨mem˦˨
vòm núi	jɔm˦˨nuj˩˧
vòm trời	jɔm˦˨ʈɤj˦˨
vòn	jɔŋ͡m˦˨
vòn vọt	jɔŋ͡m˦˨jɔk͡p˨ˀ˩ʔ
vòng	jɔŋ͡m˦˨
vòng bi	jɔŋ͡m˦˨bi˧˥
vòng cung	jɔŋ͡m˦˨kuŋ͡m˧˥
vòng cổ	jɔŋ͡m˦˨ko˧˩˨
vòng găng	jɔŋ͡m˦˨ɣăŋ˧˥
vòng hoa	jɔŋ͡m˦˨hwa˧˥
vòng kiềng	jɔŋ͡m˦˨kiəŋ˦˨
vòng luẩn quẩn	jɔŋ͡m˦˨lwɤ̆ŋ˧˩˨wɤ̆ŋ˧˩˨
vòng luồn	jɔŋ͡m˦˨luəŋ˦˨
vòng mép	jɔŋ͡m˦˨mɛp˦˥
vòng nguyệt quế	jɔŋ͡m˦˨ŋwiək˨ˀ˩ʔwe˩˧
vòng quanh	jɔŋ͡m˦˨wan˧˥
vòng quay	jɔŋ͡m˦˨wăj˧˥
vòng tay	jɔŋ͡m˦˨tăj˧˥
vòng trong vòng ngoài	jɔŋ͡m˦˨ʈɔŋ͡m˧˥jɔŋ͡m˦˨ŋwaj˦˨
vòng tránh thai	jɔŋ͡m˦˨ʈan˩˧tʰaj˧˥
vòng tròn	jɔŋ͡m˦˨ʈɔŋ͡m˦˨
vòng tuần hoàn lớn	jɔŋ͡m˦˨twɤ̆ŋ˦˨hwaŋ˦˨lɤŋ˩˧
vòng tuần hoàn nhỏ	jɔŋ͡m˦˨twɤ̆ŋ˦˨hwaŋ˦˨ɲɔ˧˩˨
vòng tên	jɔŋ͡m˦˨ten˧˥
vòng vo	jɔŋ͡m˦˨jɔ˧˥
vòng vây	jɔŋ͡m˦˨jɤ̆j˧˥
vòng vèo	jɔŋ͡m˦˨jeo˦˨
vòng đai	jɔŋ͡m˦˨daj˧˥
vòng đua	jɔŋ͡m˦˨duə˧˥
vòng đệm	jɔŋ͡m˦˨dem˨ˀ˩ʔ
vó	jɔ˩˧
vó câu	jɔ˩˧kɤ̆w˧˥
vó kí	jɔ˩˧ki˩˧
vóc	jɔk͡p˦˥
vóc dáng	jɔk͡p˦˥jaŋ˩˧
vóc dạc	jɔk͡p˦˥jak˨ˀ˩ʔ
vóc hạ	jɔk͡p˦˥ha˨ˀ˩ʔ
vóc hạc	jɔk͡p˦˥hak˨ˀ˩ʔ
vóc ngọc mình vàng	jɔk͡p˦˥ŋɔk͡p˨ˀ˩ʔmin˦˨jaŋ˦˨
vóc quấn cột cầu	jɔk͡p˦˥wɤ̆ŋ˩˧kok͡p˨ˀ˩ʔkɤ̆w˦˨
vóc vạc	jɔk͡p˦˥jak˨ˀ˩ʔ
vói	jɔj˩˧
vón	jɔŋ͡m˩˧
vóng	jɔŋ͡m˩˧
vót	jɔk͡p˦˥
vô	jo˧˥
vô biên	jo˧˥biəŋ˧˥
vô bào	jo˧˥baw˦˨
vô bổ	jo˧˥bo˧˩˨
vô bờ	jo˧˥bɤ˦˨
vô bờ bến	jo˧˥bɤ˦˨ben˩˧
vô can	jo˧˥kaŋ˧˥
vô chánh phủ	jo˧˥can˩˧fu˧˩˨
vô chánh trị	jo˧˥can˩˧ʈi˨ˀ˩ʔ
vô chính phủ	jo˧˥cin˩˧fu˧˩˨
vô chính trị	jo˧˥cin˩˧ʈi˨ˀ˩ʔ
vô chủ	jo˧˥cu˧˩˨
vô chừng	jo˧˥cɯŋ˦˨
vô công rồi nghề	jo˧˥koŋ͡m˧˥ʐoj˦˨ŋe˦˨
vô công rỗi nghề	jo˧˥koŋ͡m˧˥ʐoj˧˩˨ŋe˦˨
vô cùng	jo˧˥kuŋ͡m˦˨
vô cùng tận	jo˧˥kuŋ͡m˦˨tɤ̆ŋ˨ˀ˩ʔ
vô cùng vô tận	jo˧˥kuŋ͡m˦˨jo˧˥tɤ̆ŋ˨ˀ˩ʔ
vô căn cứ	jo˧˥kăŋ˧˥kɯ˩˧
vô cơ	jo˧˥kɤ˧˥
vô cương	jo˧˥kɯəŋ˧˥
vô cố	jo˧˥ko˩˧
vô cớ	jo˧˥kɤ˩˧
vô cực	jo˧˥kɯk˨ˀ˩ʔ
vô danh	jo˧˥jan˧˥
vô danh tiểu tốt	jo˧˥jan˧˥tiəw˧˩˨tok͡p˦˥
vô duyên	jo˧˥jwiəŋ˧˥
vô duyên chưa nói đã cười	jo˧˥jwiəŋ˧˥cɯə˧˥nɔj˩˧da˧˩˨kɯəj˦˨
vô dưỡng	jo˧˥jɯəŋ˧˩˨
vô dụng	jo˧˥juŋ͡m˨ˀ˩ʔ
vô gia cư	jo˧˥ja˧˥kɯ˧˥
vô giao	jo˧˥jaw˧˥
vô giá	jo˧˥ja˩˧
vô giá trị	jo˧˥ja˩˧ʈi˨ˀ˩ʔ
vô giác	jo˧˥jak˦˥
vô giáo dục	jo˧˥jaw˩˧juk͡p˨ˀ˩ʔ
vô hi vọng	jo˧˥hi˧˥jɔŋ͡m˨ˀ˩ʔ
vô hiệu	jo˧˥hiəw˨ˀ˩ʔ
vô hiệu hoá	jo˧˥hiəw˨ˀ˩ʔhwa˩˧
vô hiệu hóa	jo˧˥hiəw˨ˀ˩ʔhwa˩˧
vô hiệu lực	jo˧˥hiəw˨ˀ˩ʔlɯk˨ˀ˩ʔ
vô hình	jo˧˥hin˦˨
vô hình trung	jo˧˥hin˦˨ʈuŋ͡m˧˥
vô hướng	jo˧˥hɯəŋ˩˧
vô hại	jo˧˥haj˨ˀ˩ʔ
vô hạn	jo˧˥haŋ˨ˀ˩ʔ
vô hạn định	jo˧˥haŋ˨ˀ˩ʔdin˨ˀ˩ʔ
vô hạn độ	jo˧˥haŋ˨ˀ˩ʔdo˨ˀ˩ʔ
vô hạnh	jo˧˥han˨ˀ˩ʔ
vô hậu	jo˧˥hɤ̆w˨ˀ˩ʔ
vô học	jo˧˥hɔk͡p˨ˀ˩ʔ
vô học vô thuật	jo˧˥hɔk͡p˨ˀ˩ʔjo˧˥tʰwɤ̆k˨ˀ˩ʔ
vô hồi	jo˧˥hoj˦˨
vô hồi kì trận	jo˧˥hoj˦˨ki˦˨ʈɤ̆ŋ˨ˀ˩ʔ
vô hồn	jo˧˥hoŋ͡m˦˨
vô khuẩn	jo˧˥xwɤ̆ŋ˧˩˨
vô kháng	jo˧˥xaŋ˩˧
vô khối	jo˧˥xoj˩˧
vô kinh	jo˧˥kin˧˥
vô kế	jo˧˥ke˩˧
vô kế khả thi	jo˧˥ke˩˧xa˧˩˨tʰi˧˥
vô kể	jo˧˥ke˧˩˨
vô kỉ luật	jo˧˥ki˧˩˨lwɤ̆k˨ˀ˩ʔ
vô liêm sỉ	jo˧˥liəm˧˥ʂi˧˩˨
vô lo	jo˧˥lɔ˧˥
vô lo vô lự	jo˧˥lɔ˧˥jo˧˥lɯ˨ˀ˩ʔ
vô loài	jo˧˥lwaj˦˨
vô loại	jo˧˥lwaj˨ˀ˩ʔ
vô luân	jo˧˥lwɤ̆ŋ˧˥
vô luận	jo˧˥lwɤ̆ŋ˨ˀ˩ʔ
vô lí	jo˧˥li˩˧
vô lý	jo˧˥li˩˧
vô lương	jo˧˥lɯəŋ˧˥
vô lương tâm	jo˧˥lɯəŋ˧˥tɤ̆m˧˥
vô lượng	jo˧˥lɯəŋ˨ˀ˩ʔ
vô lượng vô biên	jo˧˥lɯəŋ˨ˀ˩ʔjo˧˥biəŋ˧˥
vô lại	jo˧˥laj˨ˀ˩ʔ
vô lễ	jo˧˥le˧˩˨
vô lối	jo˧˥loj˩˧
vô lực	jo˧˥lɯk˨ˀ˩ʔ
vô mưu	jo˧˥mɯw˧˥
vô nam dụng nữ	jo˧˥nam˧˥juŋ͡m˨ˀ˩ʔnɯ˧˩˨
vô nghiệm	jo˧˥ŋiəm˨ˀ˩ʔ
vô nghì	jo˧˥ŋi˦˨
vô nghĩa	jo˧˥ŋiə˧˩˨
vô nghĩa lí	jo˧˥ŋiə˧˩˨li˩˧
vô nghệ	jo˧˥ŋe˨ˀ˩ʔ
vô nguyên tắc	jo˧˥ŋwiəŋ˧˥tăk˦˥
vô ngã	jo˧˥ŋa˧˩˨
vô ngạn	jo˧˥ŋaŋ˨ˀ˩ʔ
vô ngần	jo˧˥ŋɤ̆ŋ˦˨
vô nhân	jo˧˥ɲɤ̆ŋ˧˥
vô nhân bạc nghĩa	jo˧˥ɲɤ̆ŋ˧˥bak˨ˀ˩ʔŋiə˧˩˨
vô nhân thiểu đức	jo˧˥ɲɤ̆ŋ˧˥tʰiəw˧˩˨dɯk˦˥
vô nhân đạo	jo˧˥ɲɤ̆ŋ˧˥daw˨ˀ˩ʔ
vô niệu	jo˧˥niəw˨ˀ˩ʔ
vô năng	jo˧˥năŋ˧˥
vô phép	jo˧˥fɛp˦˥
vô phép vô tắc	jo˧˥fɛp˦˥jo˧˥tăk˦˥
vô phúc	jo˧˥fuk͡p˦˥
vô phúc đáo tụng đình	jo˧˥fuk͡p˦˥daw˩˧tuŋ͡m˨ˀ˩ʔdin˦˨
vô phương	jo˧˥fɯəŋ˧˥
vô phước	jo˧˥fɯək˦˥
vô sinh	jo˧˥ʂin˧˥
vô song	jo˧˥ʂɔŋ͡m˧˥
vô sư vô pháp	jo˧˥ʂɯ˧˥jo˧˥fap˦˥
vô sản	jo˧˥ʂaŋ˧˩˨
vô sản chuyên chính	jo˧˥ʂaŋ˧˩˨cwiəŋ˧˥cin˩˧
vô sản hoá	jo˧˥ʂaŋ˧˩˨hwa˩˧
vô sản hóa	jo˧˥ʂaŋ˧˩˨hwa˩˧
vô sắc	jo˧˥ʂăk˦˥
vô sỉ	jo˧˥ʂi˧˩˨
vô số	jo˧˥ʂo˩˧
vô sự	jo˧˥ʂɯ˨ˀ˩ʔ
vô sự tiểu thần tiên	jo˧˥ʂɯ˨ˀ˩ʔtiəw˧˩˨tʰɤ̆ŋ˦˨tiəŋ˧˥
vô tang	jo˧˥taŋ˧˥
vô thanh	jo˧˥tʰan˧˥
vô thiên lủng	jo˧˥tʰiəŋ˧˥luŋ͡m˧˩˨
vô thuỷ vô chung	jo˧˥tʰwi˧˩˨jo˧˥cuŋ͡m˧˥
vô thường	jo˧˥tʰɯəŋ˦˨
vô thưởng vô phạt	jo˧˥tʰɯəŋ˧˩˨jo˧˥fak˨ˀ˩ʔ
vô thượng	jo˧˥tʰɯəŋ˨ˀ˩ʔ
vô thần	jo˧˥tʰɤ̆ŋ˦˨
vô thần luận	jo˧˥tʰɤ̆ŋ˦˨lwɤ̆ŋ˨ˀ˩ʔ
vô thời hiệu	jo˧˥tʰɤj˦˨hiəw˨ˀ˩ʔ
vô thời hạn	jo˧˥tʰɤj˦˨haŋ˨ˀ˩ʔ
vô thủy chung	jo˧˥tʰuj˧˩˨cuŋ͡m˧˥
vô thủy vô chung	jo˧˥tʰuj˧˩˨jo˧˥cuŋ͡m˧˥
vô thức	jo˧˥tʰɯk˦˥
vô thừa kế	jo˧˥tʰɯə˦˨ke˩˧
vô thừa nhận	jo˧˥tʰɯə˦˨ɲɤ̆ŋ˨ˀ˩ʔ
vô thừa tự	jo˧˥tʰɯə˦˨tɯ˨ˀ˩ʔ
vô tiền khoáng hậu	jo˧˥tiəŋ˦˨xwaŋ˩˧hɤ̆w˨ˀ˩ʔ
vô tiểu nhân bất thành quân tử	jo˧˥tiəw˧˩˨ɲɤ̆ŋ˧˥bɤ̆k˦˥tʰan˦˨wɤ̆ŋ˧˥tɯ˧˩˨
vô trang	jo˧˥ʈaŋ˧˥
vô tranh	jo˧˥ʈan˧˥
vô tri	jo˧˥ʈi˧˥
vô tri vô giác	jo˧˥ʈi˧˥jo˧˥jak˦˥
vô trách nhiệm	jo˧˥ʈak˦˥ɲiəm˨ˀ˩ʔ
vô trùng	jo˧˥ʈuŋ͡m˦˨
vô trạo	jo˧˥ʈaw˨ˀ˩ʔ
vô tuyến	jo˧˥twiəŋ˩˧
vô tuyến truyền hình	jo˧˥twiəŋ˩˧ʈwiəŋ˦˨hin˦˨
vô tuyến truyền thanh	jo˧˥twiəŋ˩˧ʈwiəŋ˦˨tʰan˧˥
vô tuyến viễn thông	jo˧˥twiəŋ˩˧jiəŋ˧˩˨tʰoŋ͡m˧˥
vô tuyến điện	jo˧˥twiəŋ˩˧diəŋ˨ˀ˩ʔ
vô tuyến điện tử học	jo˧˥twiəŋ˩˧diəŋ˨ˀ˩ʔtɯ˧˩˨hɔk͡p˨ˀ˩ʔ
vô tài	jo˧˥taj˦˨
vô tâm	jo˧˥tɤ̆m˧˥
vô tâm vô tính	jo˧˥tɤ̆m˧˥jo˧˥tin˩˧
vô tình	jo˧˥tin˦˨
vô tình cảm	jo˧˥tin˦˨kam˧˩˨
vô tích sự	jo˧˥tit˦˥ʂɯ˨ˀ˩ʔ
vô tính	jo˧˥tin˩˧
vô tư	jo˧˥tɯ˧˥
vô tư lự	jo˧˥tɯ˧˥lɯ˨ˀ˩ʔ
vô tận	jo˧˥tɤ̆ŋ˨ˀ˩ʔ
vô tỉ	jo˧˥ti˧˩˨
vô tổ chức	jo˧˥to˧˩˨cɯk˦˥
vô tội	jo˧˥toj˨ˀ˩ʔ
vô tội vạ	jo˧˥toj˨ˀ˩ʔja˨ˀ˩ʔ
vô tửu bất thành lễ	jo˧˥tɯw˧˩˨bɤ̆k˦˥tʰan˦˨le˧˩˨
vô tự	jo˧˥tɯ˨ˀ˩ʔ
vô uý	jo˧˥wi˩˧
vô vi	jo˧˥ji˧˥
vô vàn	jo˧˥jaŋ˦˨
vô vật bất linh	jo˧˥jɤ̆k˨ˀ˩ʔbɤ̆k˦˥lin˧˥
vô vị	jo˧˥ji˨ˀ˩ʔ
vô vọng	jo˧˥jɔŋ͡m˨ˀ˩ʔ
vô ích	jo˧˥it˦˥
vô ý	jo˧˥i˩˧
vô ý thức	jo˧˥i˩˧tʰɯk˦˥
