Ⴁ	b
ტოპოგრაფია	tʼɔpʼɔɡrɑpʰiɑ
ტოპოგრაფიულად	tʼɔpʼɔɡrɑpʰiulɑd
ტოპოგრაფიული	tʼɔpʼɔɡrɑpʰiuli
ტორეადორი	tʼɔrɛɑdɔri
ტორი	tʼɔri
ტოროლა	tʼɔrɔlɑ
ტორპედო	tʼɔrpʼɛdɔ
ტორსი	tʼɔrsi
ტორტი	tʼɔrtʼi
ტორფი	tʼɔrpʰi
ტორფიანი	tʼɔrpʰiɑni
ტორფნარი	tʼɔrpʰnɑri
ტოტალიზატორი	tʼɔtʼɑlizɑtʼɔri
ტოტებიანი	tʼɔtʼɛbiɑni
ტოტემი	tʼɔtʼɛmi
ტოტი	tʼɔtʼi
ტოქსიკოლოგი	tʼɔkʰsikʼɔlɔɡi
ტოქსიკოლოგია	tʼɔkʰsikʼɔlɔɡiɑ
ტოქსიკური	tʼɔkʰsikʼuri
ტოქსიკურობა	tʼɔkʰsikʼurɔbɑ
ტრაბახი	tʼrɑbɑxi
ტრაბახით	tʼrɑbɑxitʰ
ტრაგედია	tʼrɑɡɛdiɑ
ტრაგიკომედია	tʼrɑɡikʼɔmɛdiɑ
ტრაგიკოსი	tʼrɑɡikʼɔsi
ტრაგიკულად	tʼrɑɡikʼulɑd
ტრაგიკული	tʼrɑɡikʼuli
ტრადიცია	tʼrɑdit͡siɑ
ტრადიციულად	tʼrɑdit͡siulɑd
ტრადიციული	tʼrɑdit͡siuli
ტრაექტორია	tʼrɑɛkʰtʼɔriɑ
ტრავერსზე	tʼrɑvɛrszɛ
ტრავმა	tʼrɑvmɑ
ტრავმატული	tʼrɑvmɑtʼuli
ტრაკი	tʼrɑkʼi
ტრალი	tʼrɑli
ტრამვა	tʼrɑmvɑ
ტრამვაი	tʼrɑmvɑi
ტრამპლინი	tʼrɑmpʼlini
ტრანზისტორი	tʼrɑnzistʼɔri
ტრანზიტი	tʼrɑnzitʼi
ტრანსგრესია	tʼrɑnsɡrɛsiɑ
ტრანსი	tʼrɑnsi
ტრანსკრიფცია	tʼrɑnskʼripʰt͡siɑ
ტრანსლაცია	tʼrɑnslɑt͡siɑ
ტრანსპარანტი	tʼrɑnspʼɑrɑntʼi
ტრანსპორტი	tʼrɑnspʼɔrtʼi
ტრანსპორტირი	tʼrɑnspʼɔrtʼiri
ტრანსცენდენტულად	tʼrɑnst͡sɛndɛntʼulɑd
ტრანშეა	tʼrɑnʃɛɑ
ტრაპეცია	tʼrɑpʼɛt͡siɑ
ტრაფარეტი	tʼrɑpʰɑrɛtʼi
ტრაქეა	tʼrɑkʰɛɑ
ტრაქტატი	tʼrɑkʰtʼɑtʼi
ტრაქტი	tʼrɑkʰtʼi
ტრაქტორი	tʼrɑkʰtʼɔri
ტრიადა	tʼriɑdɑ
ტრიალებს	tʼriɑlɛbs
ტრიალი	tʼriɑli
ტრიბუნა	tʼribunɑ
ტრიბუნალი	tʼribunɑli
ტრიბუნი	tʼribuni
ტრივიალურად	tʼriviɑlurɑd
ტრივიალური	tʼriviɑluri
ტრიკი	tʼrikʼi
ტრიკოტაჟი	tʼrikʼɔtʼɑʒi
ტრილოგია	tʼrilɔɡiɑ
ტრინიდადი	tʼrinidɑdi
ტრიო	tʼriɔ
ტრიპოლი	tʼripʼɔli
ტრიუმვირატი	tʼriumvirɑtʼi
ტრიუმვირი	tʼriumviri
ტრიუმო	tʼriumɔ
ტრიუმფალური	tʼriumpʰɑluri
ტრიუმფი	tʼriumpʰi
ტრიუფელი	tʼriupʰɛli
ტროგლოდიტი	tʼrɔɡlɔditʼi
ტროლი	tʼrɔli
ტრომბონი	tʼrɔmbɔni
ტრომბონისტი	tʼrɔmbɔnistʼi
ტროპი	tʼrɔpʼi
ტროპიკი	tʼrɔpʼikʼi
ტროპიკულად	tʼrɔpʼikʼulɑd
ტროპიკული	tʼrɔpʼikʼuli
ტროტუარი	tʼrɔtʼuɑri
ტრუბადური	tʼrubɑduri
ტრუიზმი	tʼruizmi
ტრუსი	tʼrusi
ტრუსიკი	tʼrusikʼi
ტრუხა	tʼruxɑ
ტუალეტი	tʼuɑlɛtʼi
ტუბერკულოზი	tʼubɛrkʼulɔzi
ტუვალუ	tʼuvɑlu
ტუზი	tʼuzi
ტუმბო	tʼumbɔ
ტუნდრა	tʼundrɑ
ტუნისი	tʼunisi
ტურა	tʼurɑ
ტურაშვილი	tʼurɑʃvili
ტურბინა	tʼurbinɑ
ტურბულენტობა	tʼurbulɛntʼɔbɑ
ტურბულენტურად	tʼurbulɛntʼurɑd
ტურბულენტური	tʼurbulɛntʼuri
ტურიზმი	tʼurizmi
ტურინი	tʼurini
ტურისტი	tʼuristʼi
ტურისტული	tʼuristʼuli
ტურნე	tʼurnɛ
ტურნირი	tʼurniri
ტურფა	tʼurpʰɑ
ტუსაღი	tʼusɑɣi
ტუტე	tʼutʼɛ
ტუჩად	tʼut͡ʃɑd
ტუჩებად	tʼut͡ʃɛbɑd
ტუჩები	tʼut͡ʃɛbi
ტუჩებით	tʼut͡ʃɛbitʰ
ტუჩების	tʼut͡ʃɛbis
ტუჩებმა	tʼut͡ʃɛbmɑ
ტუჩებო	tʼut͡ʃɛbɔ
ტუჩებს	tʼut͡ʃɛbs
ტუჩთა	tʼut͡ʃtʰɑ
ტუჩი	tʼut͡ʃi
ტუჩით	tʼut͡ʃitʰ
ტუჩის	tʼut͡ʃis
ტუჩმა	tʼut͡ʃmɑ
ტუჩნი	tʼut͡ʃni
ტუჩნო	tʼut͡ʃnɔ
ტუჩო	tʼut͡ʃɔ
ტუჩს	tʼut͡ʃs
ტფილისი	tʼpʰilisi
ტყავი	tʼqʼɑvi
ტყაპანი	tʼqʼɑpʼɑni
ტყაპანით	tʼqʼɑpʼɑnitʰ
ტყაპუჭი	tʼqʼɑpʼut͡ʃʼi
ტყე	tʼqʼɛ
ტყევით	tʼqʼɛvitʰ
ტყემალი	tʼqʼɛmɑli
ტყვარჩელი	tʼqʼvɑrt͡ʃɛli
ტყვე	tʼqʼvɛ
ტყვეობა	tʼqʼvɛɔbɑ
ტყვია	tʼqʼviɑ
ტყვიამფრქვევი	tʼqʼviɑmpʰrkʰvɛvi
ტყვნა	tʼqʼvnɑ
ტყიანი	tʼqʼiɑni
ტყისმჭრელი	tʼqʼismt͡ʃʼrɛli
ტყისქათამი	tʼqʼiskʰɑtʰɑmi
ტყნავს	tʼqʼnɑvs
ტყნაური	tʼqʼnɑuri
ტყუილად	tʼqʼuilɑd
ტყუილი	tʼqʼuili
ტყუპი	tʼqʼupʼi
უ	u
უადგილო	uɑdɡilɔ
უადგილობა	uɑdɡilɔbɑ
უადგილოდ	uɑdɡilɔd
უაზრო	uɑzrɔ
უაზრობა	uɑzrɔbɑ
უაზროდ	uɑzrɔd
უამრავი	uɑmrɑvi
უანგარო	uɑnɡɑrɔ
უანგაროდ	uɑnɡɑrɔd
უაპელაციოდ	uɑpʼɛlɑt͡siɔd
უარესი	uɑrɛsi
უარი	uɑri
უარსაყოფი	uɑrsɑqʼɔpʰi
უარყოფა	uɑrqʼɔpʰɑ
უარყოფითად	uɑrqʼɔpʰitʰɑd
უარყოფითი	uɑrqʼɔpʰitʰi
უაღრესად	uɑɣrɛsɑd
უახლოესად	uɑxlɔɛsɑd
უახლოესი	uɑxlɔɛsi
უბადლო	ubɑdlɔ
უბადრუკად	ubɑdrukʼɑd
უბადრუკი	ubɑdrukʼi
უბანი	ubɑni
უბარი	ubɑri
უბე	ubɛ
უბედურად	ubɛdurɑd
უბედურება	ubɛdurɛbɑ
უბედურები	ubɛdurɛbi
უბედური	ubɛduri
უბერავს	ubɛrɑvs
უბეჭდო	ubɛt͡ʃʼdɔ
უბიწო	ubit͡sʼɔ
უბნებლიედ	ubnɛbliɛd
უბნობა	ubnɔbɑ
უბნობს	ubnɔbs
უბრალო	ubrɑlɔ
უბრალოდ	ubrɑlɔd
უბრალოება	ubrɑlɔɛbɑ
უბრობა	ubrɔbɑ
უგანდა	uɡɑndɑ
უგემოვნო	uɡɛmɔvnɔ
უგემოვნოდ	uɡɛmɔvnɔd
უგემრიელესი	uɡɛmriɛlɛsi
უგემურად	uɡɛmurɑd
უგემური	uɡɛmuri
უგვიანესი	uɡviɑnɛsi
უგზო	uɡzɔ
უგრძესი	uɡrd͡zɛsi
უგრძნობად	uɡrd͡znɔbɑd
უგრძნობლად	uɡrd͡znɔblɑd
უგრძნობლობა	uɡrd͡znɔblɔbɑ
უგულებელყოფა	uɡulɛbɛlqʼɔpʰɑ
უგულო	uɡulɔ
უგულობა	uɡulɔbɑ
უგულოდ	uɡulɔd
უგუნებობა	uɡunɛbɔbɑ
უგუნურად	uɡunurɑd
უგუნურება	uɡunurɛbɑ
უგუნური	uɡunuri
უდაბლესად	udɑblɛsɑd
უდაბლესი	udɑblɛsi
უდაბნო	udɑbnɔ
უდაბური	udɑburi
უდავო	udɑvɔ
უდავოდ	udɑvɔd
უდანაშაულო	udɑnɑʃɑulɔ
უდარდელად	udɑrdɛlɑd
უდარდელი	udɑrdɛli
უდარდელობა	udɑrdɛlɔbɑ
უდედო	udɛdɔ
უდეტრები	udɛtʼrɛbi
უდიდებულესობა	udidɛbulɛsɔbɑ
უდიდესი	udidɛsi
უდიერად	udiɛrɑd
უდიერი	udiɛri
უდიერობა	udiɛrɔbɑ
უდრის	udris
უდროო	udrɔɔ
უდროოდ	udrɔɔd
უდრტვინველად	udrtʼvinvɛlɑd
უელსი	uɛlsi
უემოციოდ	uɛmɔt͡siɔd
უერთდებიან	uɛrtʰdɛbiɑn
უეცარი	uɛt͡sɑri
უეცრად	uɛt͡srɑd
უეცრობა	uɛt͡srɔbɑ
უეჭველი	uɛt͡ʃʼvɛli
უეჭველობა	uɛt͡ʃʼvɛlɔbɑ
უვარგისად	uvɑrɡisɑd
უვარგისი	uvɑrɡisi
უვარგისობა	uvɑrɡisɔbɑ
უვიცად	uvit͡sɑd
უვიცი	uvit͡si
უვიცობა	uvit͡sɔbɑ
უვნებელი	uvnɛbɛli
უვნებლად	uvnɛblɑd
უზადო	uzɑdɔ
უზანგი	uzɑnɡi
უზარმაზარი	uzɑrmɑzɑri
უზარმაცესი	uzɑrmɑt͡sɛsi
უზბეკეთი	uzbɛkʼɛtʰi
უზენაესად	uzɛnɑɛsɑd
უზენაესი	uzɛnɑɛsi
უზენაესობა	uzɛnɑɛsɔbɑ
უზნეო	uznɛɔ
უზნეობა	uznɛɔbɑ
უზნეოდ	uznɛɔd
უზომო	uzɔmɔ
უზომოდ	uzɔmɔd
უზრდელად	uzrdɛlɑd
უზრდელი	uzrdɛli
უზრდელობა	uzrdɛlɔbɑ
უზრდელურად	uzrdɛlurɑd
უზრუნველად	uzrunvɛlɑd
უზრუნველი	uzrunvɛli
უზრუნველობა	uzrunvɛlɔbɑ
უზურპატორი	uzurpʼɑtʼɔri
უზურპაცია	uzurpʼɑt͡siɑ
უზუსტო	uzustʼɔ
უზუსტობა	uzustʼɔbɑ
უთავო	utʰɑvɔ
უთანაბრო	utʰɑnɑbrɔ
უთანაბრობა	utʰɑnɑbrɔbɑ
უთანაბროდ	utʰɑnɑbrɔd
უთანასწორობა	utʰɑnɑst͡sʼɔrɔbɑ
უთანხმოება	utʰɑnxmɔɛbɑ
უთენია	utʰɛniɑ
უთესავს	utʰɛsɑvs
უთესლო	utʰɛslɔ
უთვალო	utʰvɑlɔ
უთვლადი	utʰvlɑdi
უთმო	utʰmɔ
უთო	utʰɔ
უთუო	utʰuɔ
უთქვამს	utʰkʰvɑms
უთხელესი	utʰxɛlɛsi
უთხრა	utʰxrɑ
უიარაღო	uiɑrɑɣɔ
უიმედო	uimɛdɔ
უიმედობა	uimɛdɔbɑ
უიმედოდ	uimɛdɔd
უინიციატივო	uinit͡siɑtʼivɔ
უინტერესო	uintʼɛrɛsɔ
უინტერესოდ	uintʼɛrɛsɔd
უიღბლო	uiɣblɔ
უიშვიათესი	uiʃviɑtʰɛsi
უკავშიროდ	ukʼɑvʃirɔd
უკამათოდ	ukʼɑmɑtʰɔd
უკან	ukʼɑn
უკანა	ukʼɑnɑ
უკანალი	ukʼɑnɑli
უკანასკნელი	ukʼɑnɑskʼnɛli
უკანონო	ukʼɑnɔnɔ
უკანონობა	ukʼɑnɔnɔbɑ
უკანონოდ	ukʼɑnɔnɔd
უკაპიკო	ukʼɑpʼikʼɔ
უკარება	ukʼɑrɛbɑ
უკარებად	ukʼɑrɛbɑd
უკაცრავად	ukʼɑt͡srɑvɑd
უკაცრიელი	ukʼɑt͡sriɛli
უკბილო	ukʼbilɔ
უკეთ	ukʼɛtʰ
უკეთესი	ukʼɛtʰɛsi
უკვალო	ukʼvɑlɔ
უკვამლო	ukʼvɑmlɔ
უკვდავები	ukʼvdɑvɛbi
უკვდავყოფა	ukʼvdɑvqʼɔpʰɑ
უკვე	ukʼvɛ
უკიდურესად	ukʼidurɛsɑd
უკიდურესი	ukʼidurɛsi
უკიდურესობა	ukʼidurɛsɔbɑ
უკლასო	ukʼlɑsɔ
უკმარისობა	ukʼmɑrisɔbɑ
უკმარობა	ukʼmɑrɔbɑ
უკმაყოფილება	ukʼmɑqʼɔpʰilɛbɑ
უკმაყოფილო	ukʼmɑqʼɔpʰilɔ
უკმაყოფილოდ	ukʼmɑqʼɔpʰilɔd
უკმეხად	ukʼmɛxɑd
უკმეხი	ukʼmɛxi
უკმეხობა	ukʼmɛxɔbɑ
უკნიდან	ukʼnidɑn
უკომპრომისო	ukʼɔmpʼrɔmisɔ
უკრავს	ukʼrɑvs
უკრაინა	ukʼrɑinɑ
უკრაინელი	ukʼrɑinɛli
უკრაინული	ukʼrɑinuli
უკრიტიკო	ukʼritʼikʼɔ
უკრიტიკოდ	ukʼritʼikʼɔd
უკუდებული	ukʼudɛbuli
უკუდო	ukʼudɔ
უკუკავშირი	ukʼukʼɑvʃiri
უკულტურო	ukʼultʼurɔ
უკუმოძრაობა	ukʼumɔd͡zrɑɔbɑ
უკურნებლად	ukʼurnɛblɑd
უკუქმედება	ukʼukʰmɛdɛbɑ
უკუქცევა	ukʼukʰt͡sɛvɑ
უკუქცევითი	ukʼukʰt͡sɛvitʰi
უკუღმა	ukʼuɣmɑ
უკუცემა	ukʼut͡sɛmɑ
ულაზათო	ulɑzɑtʰɔ
ულაზათობა	ulɑzɑtʰɔbɑ
ულაზათოდ	ulɑzɑtʰɔd
ულამაზესი	ulɑmɑzɛsi
ულამაზო	ulɑmɑzɔ
ულაყი	ulɑqʼi
ულვაშებიანი	ulvɑʃɛbiɑni
ულვაში	ulvɑʃi
ულმობელი	ulmɔbɛli
ულმობლად	ulmɔblɑd
ულმობლობა	ulmɔblɔbɑ
ულოგიკობა	ulɔɡikʼɔbɑ
ულტიმატუმი	ultʼimɑtʼumi
ულტრაბგერითი	ultʼrɑbɡɛritʰi
ულტრათანამედროვე	ultʼrɑtʰɑnɑmɛdrɔvɛ
ულტრამარინი	ultʼrɑmɑrini
ულუფა	ulupʰɑ
უმაგალითო	umɑɡɑlitʰɔ
უმაგრესი	umɑɡrɛsi
უმადურად	umɑdurɑd
უმადური	umɑduri
უმადურობა	umɑdurɔbɑ
უმავთულო	umɑvtʰulɔ
უმალესად	umɑlɛsɑd
უმამო	umɑmɔ
უმანკო	umɑnkʼɔ
უმანკოდ	umɑnkʼɔd
უმანკოება	umɑnkʼɔɛbɑ
უმარილო	umɑrilɔ
უმარტივესი	umɑrtʼivɛsi
უმაღლესად	umɑɣlɛsɑd
უმაღლესი	umɑɣlɛsi
უმახვილო	umɑxvilɔ
უმდაბლესი	umdɑblɛsi
უმდიდრესი	umdidrɛsi
უმეგობრო	umɛɡɔbrɔ
უმეგობრობა	umɛɡɔbrɔbɑ
უმზეო	umzɛɔ
უმზერს	umzɛrs
უმთავრესად	umtʰɑvrɛsɑd
უმთვარო	umtʰvɑrɔ
უმი	umi
უმიზეზო	umizɛzɔ
უმიზნო	umiznɔ
უმიზნოდ	umiznɔd
უმიწო	umit͡sʼɔ
უმლაუტი	umlɑutʼi
უმნიშვნელო	umniʃvnɛlɔ
უმნიშვნელოდ	umniʃvnɛlɔd
უმოქმედო	umɔkʰmɛdɔ
უმოქმედობა	umɔkʰmɛdɔbɑ
უმოძრაო	umɔd͡zrɑɔ
უმოძრაოდ	umɔd͡zrɑɔd
უმრავლესობა	umrɑvlɛsɔbɑ
უმტკივნეულო	umtʼkʼivnɛulɔ
უმტკივნეულოდ	umtʼkʼivnɛulɔd
უმუშევრობა	umuʃɛvrɔbɑ
უმღერის	umɣɛris
უმცირესი	umt͡sirɛsi
უმცირესობა	umt͡sirɛsɔbɑ
უმცროსი	umt͡srɔsi
უმძიმესი	umd͡zimɛsi
უმწეო	umt͡sʼɛɔ
უმწეობა	umt͡sʼɛɔbɑ
უმწეოდ	umt͡sʼɛɔd
უმწიკვლო	umt͡sʼikʼvlɔ
უმწიკვლოდ	umt͡sʼikʼvlɔd
უმჭიდროესი	umt͡ʃʼidrɔɛsi
უმხედრო	umxɛdrɔ
უნაბი	unɑbi
უნაგირა	unɑɡirɑ
უნაზესი	unɑzɛsi
უნაკლო	unɑkʼlɔ
უნაკლოდ	unɑkʼlɔd
უნამუსო	unɑmusɔ
უნამუსობა	unɑmusɔbɑ
უნამუსოდ	unɑmusɔd
უნარი	unɑri
უნარიანად	unɑriɑnɑd
უნარიანი	unɑriɑni
უნარიანობა	unɑriɑnɔbɑ
უნაყოფო	unɑqʼɔpʰɔ
უნაყოფობა	unɑqʼɔpʰɔbɑ
უნაყოფოდ	unɑqʼɔpʰɔd
უნგრეთი	unɡrɛtʰi
უნგრული	unɡruli
უნდა	undɑ
უნდობელი	undɔbɛli
უნდობლად	undɔblɑd
უნდობლობა	undɔblɔbɑ
უნებართვო	unɛbɑrtʰvɔ
უნებლიე	unɛbliɛ
უნებლიეთ	unɛbliɛtʰ
უნელესად	unɛlɛsɑd
უნივერსალურად	univɛrsɑlurɑd
უნივერსალური	univɛrsɑluri
უნივერსიტეტად	univɛrsitʼɛtʼɑd
უნივერსიტეტი	univɛrsitʼɛtʼi
უნივერსიტეტით	univɛrsitʼɛtʼitʰ
უნივერსიტეტის	univɛrsitʼɛtʼis
უნივერსიტეტმა	univɛrsitʼɛtʼmɑ
უნივერსიტეტს	univɛrsitʼɛtʼs
უნიკალურად	unikʼɑlurɑd
უნიკალური	unikʼɑluri
უნიკალურობა	unikʼɑlurɔbɑ
უნისონი	unisɔni
უნიტაზი	unitʼɑzi
უნიტარული	unitʼɑruli
უნიფიკაცია	unipʰikʼɑt͡siɑ
უნუგეშო	unuɡɛʃɔ
უნუგეშოდ	unuɡɛʃɔd
უნუნოქტიუმი	ununɔkʰtʼiumi
უნუნპენტიუმი	ununpʼɛntʼiumi
უნუნსეპტიუმი	ununsɛpʼtʼiumi
უნუნტრიუმი	ununtʼriumi
უპასუხა	upʼɑsuxɑ
უპასუხებს	upʼɑsuxɛbs
უპასუხისმგებლოდ	upʼɑsuxismɡɛblɔd
უპასუხო	upʼɑsuxɔ
უპატივცემლო	upʼɑtʼivt͡sɛmlɔ
უპატივცემლოდ	upʼɑtʼivt͡sɛmlɔd
უპატივცემულოდ	upʼɑtʼivt͡sɛmulɔd
უპატიოსნო	upʼɑtʼiɔsnɔ
უპატიოსნობა	upʼɑtʼiɔsnɔbɑ
უპატიოსნოდ	upʼɑtʼiɔsnɔd
უპატრონო	upʼɑtʼrɔnɔ
უპირატესად	upʼirɑtʼɛsɑd
