а	a
шмајхлати	ʃmâjxlati
шмекер	ʃmêker
шмеркифел	ʃmêːrkifel
шминка	ʃmîːnka
шмир	ʃmîːr
шмирвуршт	ʃmîːrʋurʃt
шмиргл	ʃmǐrɡl
шмокљан	ʃmǒkʎan
шмрк	ʃmr̂ːk
шмркати	ʃmřːkati
шмркаљ	ʃmr̂kaʎ
шмркнути	ʃmřːknuti
шмрктати	ʃmřktati
шмуглер	ʃmûɡler
шмук	ʃmûk
шмуц	ʃmût͡s
шнала	ʃnǎːla
шнапс	ʃnâps
шнауцер	ʃnǎut͡ser
шнајдер	ʃnâjder
шнајцер	ʃnǎjt͡ser
шнелфотограф	ʃnelfotoɡrâf
шнелцуг	ʃnêlt͡suːɡ
шнешлагер	ʃnêːʃlaːɡer
шнешуе	ʃnêːʃue
шнирати	ʃnǐːrati
шнит	ʃnît
шнита	ʃnîta
шнитлах	ʃnîtlax
шнитлинг	ʃnîtlinɡ
шнитхолц	ʃnîtxolt͡s
шницл	ʃnǐt͡sl
шнорер	ʃnǒːrer
шноркл	ʃnǒrkl
шну	ʃnûː
шнур	ʃnûːr
шнурбарт	ʃnûːrbaːrt
шнурбартхелтер	ʃnûːrbaːrtxelter
шовинизам	ʃoʋinǐzam
шовинистички	ʃoʋinǐstitʃki
шовинистички	ʃoʋinǐstitʃkiː
шогор	ʃôːɡor
шогорица	ʃoɡǒrit͡sa
шодер	ʃǒːder
шок	ʃôk
шокантан	ʃokǎntan
шокантно	ʃokǎntno
шокац	ʃǒkat͡s
шокирати	ʃokǐːrati
шол	ʃôːl
шопати	ʃôpati
шос	ʃôs
шоу	ʃôu
шофер	ʃǒfeːr
шоц	ʃôt͡s
шоштар	ʃôʃtaːr
шоља	ʃǒːʎa
шпага	ʃpǎːɡa
шпада	ʃpâːda
шпалир	ʃpǎliːr
шпанати	ʃpânati
шпанац	ʃpǎːnat͡s
шпанга	ʃpâːnɡa
шпандле	ʃpǎndle
шпанија	ʃpâːnija
шпанијел	ʃpǎnijel
шпански	ʃpâːnskiː
шпанунг	ʃpǎnunɡ
шпанцирати	ʃpant͡sǐːrati
шпарати	ʃpǎːrati
шпаркаса	ʃpâːrkasa
шпармајстор	ʃpǎːrmaːjstor
шпарога	ʃpǎroɡa
шпарта	ʃpâːrta
шпархет	ʃpǎrxet
шпахтл	ʃpǎxtl
шпахтла	ʃpǎxtla
шпациршток	ʃpat͡sîːrʃtok
шпајз	ʃpâjz
шпајза	ʃpâjza
шпајзеваген	ʃpǎjzeʋaːɡen
шпајскарта	ʃpâjskarta
шпајсцимер	ʃpâjst͡simer
шпајхл	ʃpǎjxl
шпајхла	ʃpǎjxla
шпањолац	ʃpaɲǒːlat͡s
шпањолска	ʃpǎɲoːlskaː
шпањолски	ʃpǎɲoːlskiː
шпањур	ʃpǎɲuːr
шпедиција	ʃpedǐːt͡sija
шпек	ʃpêk
шпеквуршт	ʃpêkʋurʃt
шпекулант	ʃpekǔlant
шпекулација	ʃpekulǎːt͡sija
шпелунка	ʃpěluːnka
шпенадл	ʃpênaːdl
шпера	ʃpěːra
шперплоча	ʃpěrplot͡ʃa
шперхакл	ʃpêrxakl
шперхолц	ʃpěrxolt͡s
шперштунде	ʃpêːrʃtunde
шпецерај	ʃpet͡sěraj
шпигелхолц	ʃpǐːɡelxolt͡s
шпигл	ʃpǐːɡl
шпикати	ʃpîkati
шпил	ʃpîl
шпилкарта	ʃpîːlkaːrta
шпилцимер	ʃpîːlt͡simer
шпилшул	ʃpîːlʃuːl
шпинат	ʃpǐnaːt
шпинати	ʃpînati
шпирит	ʃpǐrit
шписбиргер	ʃpîːsbirɡer
шписер	ʃpǐːser
шпиц	ʃpît͡s
шпицбарт	ʃpît͡sbaːrt
шпицл	ʃpǐt͡sl
шпицнаме	ʃpît͡snaːme
шпијати	ʃpǐjati
шпијун	ʃpǐjuːn
шпијунирати	ʃpijunǐːrati
шпијунка	ʃpǐjuːnka
шпиља	ʃpîʎa
шплитер	ʃplǐter
шпорна	ʃpǒːrna
шпољар	ʃpôʎaːr
шпрахрор	ʃprâːxroːr
шпрахфелер	ʃprâːxfeler
шпрајц	ʃprâjt͡s
шпренгати	ʃprênɡati
шпринт	ʃprînt
шприх	ʃprîx
шприц	ʃprît͡s
шприца	ʃprît͡sa
шпрунг	ʃprûnɡ
шпула	ʃpûla
шпур	ʃpûːr
шпуријус	ʃpûːrijus
шрамл	ʃrǎml
шрапнел	ʃrǎpnel
шрауба	ʃrǎuba
шраубнцијер	ʃrǎubnt͡sijer
шраф	ʃrâf
шрафа	ʃrâfa
шрафцигер	ʃrǎft͡siːɡer
шрафшток	ʃrǎfʃtok
шрајбер	ʃrǎjber
шрајбмашина	ʃrajbmaʃǐːna
шрајбтиш	ʃrǎjbtiʃ
шрек	ʃrêk
шрекшус	ʃrêkʃus
шрот	ʃrôt
шта	ʃtâ
штаб	ʃtâːb
штавити	ʃtâʋiti
штавише	ʃtǎʋiʃe
штагаљ	ʃtǎːɡaʎ
штака	ʃtâka
штакор	ʃtâkor
штала	ʃtâla
штамбук	ʃtâmbuk
штамбух	ʃtâmbux
штамгаст	ʃtâmɡast
штамлокал	ʃtâmlokaːl
штампарија	ʃtampǎrija
штампати	ʃtâːmpati
штанга	ʃtǎːnɡa
штанд	ʃtând
штандарац	ʃtǎndarat͡s
штанца	ʃtâːnt͡sa
штап	ʃtâːp
штапић	ʃtǎpit͡ɕ
штатут	ʃtǎtuːt
штатхалтерија	ʃtatxaltěrija
штауб	ʃtǎub
штаубзаугер	ʃtǎubzauɡer
штафажа	ʃtafǎːʒa
штафелај	ʃtafělaj
штафета	ʃtafěːta
штафир	ʃtǎfiːr
штација	ʃtǎːt͡sija
штајга	ʃtâːjɡa
штајге	ʃtâːjɡe
штајф	ʃtâjf
штег	ʃtêɡ
штедети	ʃtěːdeti
штедионица	ʃtediǒːnit͡sa
штедјети	ʃtěːdjeti
штедљив	ʃtědʎiʋ
штедљиво	ʃtědʎiʋo
штедња	ʃtěːdɲa
штедњак	ʃtêːdɲaːk
штека	ʃtêka
штекдоза	ʃtêkdoːza
штекер	ʃtêker
штекнадл	ʃtêknaːdl
штекнферд	ʃtěknferd
штекрагн	ʃtêːkraːɡn
штела	ʃtěːla
штелампа	ʃtêːlaːmpa
штемати	ʃtêmati
штемајзл	ʃtêmajzl
штемовати	ʃtêmoʋati
штемпл	ʃtěmpl
штендер	ʃtěnder
штене	ʃtěne
штенкати	ʃtênkati
штеп	ʃtêp
штерунг	ʃtěːrunɡ
штета	ʃtêta
штетан	ʃtêtan
штетити	ʃtêtiti
штетл	ʃtêtl
штетно	ʃtêtno
штетност	ʃtêtnoːst
штеточина	ʃtetǒt͡ʃina
штехер	ʃtêxer
штибра	ʃtîbra
штига	ʃtǐːɡa
штиглић	ʃtǐɡlit͡ɕ
штикати	ʃtîkati
штикла	ʃtǐkla
штил	ʃtîːl
штимати	ʃtîmati
штимунг	ʃtǐmunɡ
штинкбомба	ʃtînkboːmba
штипати	ʃtǐːpati
штипнути	ʃtǐːpnuti
штирак	ʃtǐːrak
штит	ʃtîːt
штитаст	ʃtîtast
штитити	ʃtîtiti
штитолик	ʃtitǒlik
штитоноша	ʃtitǒnoʃa
штитњача	ʃtǐːtɲat͡ʃa
штифле	ʃtǐfle
штифлхозе	ʃtǐflxoːze
штифт	ʃtîft
штих	ʃtîx
штихворт	ʃtǐxʋort
штихпроба	ʃtîxproːba
штицпункт	ʃtît͡spunkt
штицунг	ʃtǐt͡sunɡ
штићеник	ʃtît͡ɕeniːk
штићеница	ʃtît͡ɕenit͡sa
што	ʃtô
штовалац	ʃtǒʋalat͡s
штовати	ʃtǒʋati
штовише	ʃtǒʋiʃe
шток	ʃtôk
штокавац	ʃtǒːkaʋat͡s
штокавица	ʃtǒːkaʋit͡sa
штокавски	ʃtǒːkaʋskiː
штокавштина	ʃtǒːkaʋʃtina
штокфиш	ʃtǒkfiʃ
штокхауз	ʃtǒkxauz
штопати	ʃtôpati
штопати	ʃtǒːpati
штопволе	ʃtôpʋole
штопгарн	ʃtǒpɡarn
штоперица	ʃtôperit͡sa
штопл	ʃtǒpl
штоплцигер	ʃtǒplt͡siːɡer
штопнадл	ʃtôpnaːdl
штопфул	ʃtǒpful
штос	ʃtôːs
штосдемфер	ʃtôːsdemfer
штоф	ʃtôf
штрам	ʃtrâm
штрампле	ʃtrǎmple
штранга	ʃtrâːnɡa
штранд	ʃtrând
штрапац	ʃtrǎpat͡s
штрас	ʃtrâs
штрафта	ʃtrǎfta
штрај	ʃtrâj
штрајк	ʃtrâjk
штрајкач	ʃtrǎjkaːt͡ʃ
штрајкаш	ʃtrǎjkaːʃ
штрајкбрехер	ʃtrâjkbrexer
штрајфати	ʃtrâjfati
штрајх	ʃtrâjx
штрајхати	ʃtrǎjxati
штрајхер	ʃtrǎjxer
штребер	ʃtrěːber
штрек	ʃtrêk
штрека	ʃtrěka
штрена	ʃtrêna
штрик	ʃtrîk
штрих	ʃtrîx
штрихерица	ʃtrîxerit͡sa
штркаљ	ʃtřkaːʎ
штула	ʃtûla
штуцати	ʃtût͡sati
штуцнути	ʃtût͡snuti
шубара	ʃǔbara
шугав	ʃûɡaʋ
шугаман	ʃuɡǎmaːn
шукати	ʃûkati
шум	ʃûːm
шума	ʃûma
шуман	ʃûːman
шумарак	ʃumǎːrak
шумити	ʃǔːmiti
шумица	ʃûmit͡sa
шумно	ʃûːmno
шумовит	ʃumǒʋit
шупа	ʃûpa
шупак	ʃǔːpak
шупаљ	ʃǔːpaʎ
шупчина	ʃǔpt͡ʃina
шупчић	ʃǔpt͡ʃit͡ɕ
шупљикав	ʃupʎǐkaʋ
шупљина	ʃupʎǐna
шупљоглавац	ʃupʎǒɡlaʋat͡s
шура	ʃûːra
шурак	ʃurak
шурјак	ʃûrjaːk
шурјак	ʃǔrjaːk
шустер	ʃûster
шушкати	ʃûʃkati
шуштар	ʃûʃtaːr
шуштати	ʃǔʃtati
шуљати	ʃǔːʎati
шуњати	ʃǔːɲati
шчепавати	ʃt͡ʃepǎːʋati
шчепати	ʃt͡ʃěpati
шљака	ʃʎâka
шљакати	ʃʎâkati
шљакер	ʃʎâker
шљам	ʃʎâm
шљапати	ʃʎâpati
шљапнути	ʃʎâpnuti
шљахта	ʃʎâxta
шљем	ʃʎêm
шљемати	ʃʎêːmati
шљива	ʃʎîʋa
шљивик	ʃʎǐʋiːk
шљивовица	ʃʎîʋoʋit͡sa
шљунак	ʃʎǔːnak
шљунчан	ʃʎǔnt͡ʃan
шњофати	ʃɲôfati
ђ	d͡ʑ
ђавао	d͡ʑâʋao
ђаво	d͡ʑâʋoː
ђавољи	d͡ʑâʋoʎiː
ђављи	d͡ʑâʋʎiː
ђак	d͡ʑâːk
ђакон	d͡ʑâkon
ђаконат	d͡ʑakǒnaːt
ђевер	d͡ʑêʋer
ђеврек	d͡ʑěʋrek
ђердан	d͡ʑěrdaːn
ђердек	d͡ʑěrdek
ђечерма	d͡ʑět͡ʃeːrma
ђилкош	d͡ʑîːlkoʃ
ђихад	d͡ʑǐxaːd
ђогат	d͡ʑôɡat
ђубре	d͡ʑûbre
ђул	d͡ʑûːl
ђуле	d͡ʑûle
ђунах	d͡ʑǔnaːx
ј	j
ја	jâ
ја	jâː
јаблан	jâblaːn
јабука	jâbuka
јабуковача	jâbukoʋat͡ʃa
јабуковина	jâbukoʋina
јабучаст	jâbut͡ʃast
јабучица	jâbut͡ʃit͡sa
јабучни	jâbut͡ʃniː
јав	jâːʋ
јава	jǎːʋa
јавански	jǎʋaːnskiː
јавити	jǎːʋiti
јавни	jâːʋniː
јавно	jâːʋno
јавност	jǎːʋnoːst
јавор	jâʋor
јављати	jǎːʋʎati
јагањац	jâɡaɲat͡s
јагма	jǎɡma
јагмити	jǎɡmiti
јагодични	jâɡodit͡ʃniː
јагуар	jâɡuaːr
јагњад	jâɡɲaːd
јагње	jâɡɲe
јагњетина	jǎɡɲetina
јад	jâd
јадан	jâdan
јадати	jâdati
јадиковати	jǎdikoʋati
јадити	jǎːditi
јадник	jâdniːk
јадница	jâdnit͡sa
јадно	jâdno
јадран	jâdraːn
јадрански	jâdraːnskiː
јазавац	jâzaʋat͡s
јазбина	jâzbina
јак	jâk
јак	jâːk
јакета	jǎketa
јакна	jǎkna
јако	jâːko
јакост	jǎːkoːst
јакут	jǎkut
јал	jâːl
јалан	jǎlaːn
јалан	jǎːlan
јалов	jâloʋ
јаловица	jâloʋit͡sa
јалово	jâloʋo
јаловост	jâloʋoːst
јалтски	jâːltskiː
јама	jâma
јамац	jǎːmat͡s
јамачан	jǎmat͡ʃan
јамачно	jǎmat͡ʃno
јамајка	jamǎjka
јамб	jâmb
јаметина	jamětina
јамица	jâmit͡sa
јампски	jâmpskiː
јамство	jǎmstʋo
јамчити	jâmt͡ʃiti
јантарни	jântaːrniː
јануар	jânuaːr
јануарски	jânuaːrskiː
јапан	jǎpaːn
јапанац	japǎːnat͡s
јапанка	jǎpaːnka
јапански	jǎpaːnskiː
јар	jâːr
јара	jâra
јарак	jǎrak
јарак	jǎːrak
јарам	jǎːram
јарац	jârat͡s
јарбол	jâːrbol
јаргован	jarɡǒʋaːn
јарговани	jarɡoʋǎːniː
јаре	jâre
јаребица	jarěbit͡sa
јарећи	jǎret͡ɕiː
јарки	jâːrkiː
јарчев	jâːrt͡ʃeʋ
јарџеван	jard͡ʒěʋaːn
јасан	jǎsan
јасен	jâseːn
јасле	jâsle
јасно	jâsno
јасност	jâsnoːst
јаспра	jâspra
јастог	jâstoɡ
јастучни	jǎstut͡ʃniː
јатак	jâtak
јато	jâto
јатомице	jâtomit͡seː
јаук	jâuːk
јахати	jâxati
јахачица	jaxǎt͡ʃit͡sa
јахачки	jǎxaːt͡ʃki
јахачки	jǎxaːt͡ʃkiː
јахање	jâxaːɲe
јахве	jâxʋe
јахта	jâxta
јачати	jǎt͡ʃati
јачерма	jǎt͡ʃeːrma
јачина	jat͡ʃǐna
јашити	jâʃiti
јаштер	jâʃter
јајаст	jâjast
јајашце	jajǎʃt͡se
јаје	jǎːje
јајни	jâːjniː
јајник	jâːjniːk
јајовод	jâjoʋoːd
јајолик	jajǒlik
јајце	jǎːjt͡se
јањад	jâɲaːd
јањац	jǎːɲat͡s
јањетина	jǎɲetina
јањешце	jâɲeːʃt͡se
јањећи	jǎɲet͡ɕiː
јањити	jâɲiti
јањичар	jǎɲit͡ʃaːr
је	je
јебати	jěbati
јебач	jěbaːt͡ʃ
јебачица	jebǎt͡ʃit͡sa
јеванђеље	jeʋǎnd͡ʑeːʎe
јеврејин	jěʋrejin
јегуља	jěɡuʎa
јед	jêːd
једак	jêdak
један	jědan
једанаесторица	jedanaestǒrit͡sa
једанпут	jedǎmpuːt
једаћи	jědaːt͡ɕiː
једва	jêdʋa
јединац	jedǐːnat͡s
једини	jědiːniː
јединити	jedǐːniti
јединица	jedǐnit͡sa
јединка	jědiːnka
једино	jědiːno
јединствен	jedǐnstʋen
јединствено	jedǐnstʋeno
јединство	jedǐːnstʋo
јединцат	jedǐnt͡sat
једнак	jêdnaːk
једнако	jêdnaːko
једнакост	jednǎːkoːst
једначити	jednǎːt͡ʃiti
једнина	jednǐna
једнобоштво	jednǒboʃtʋo
једнобојан	jêdnoboːjan
једногласан	jednǒɡlasan
једногласно	jednǒɡlasno
једногласност	jednǒɡlasnoːst
једногласје	jednǒɡlaːsje
једноделни	jêdnodeːlniː
једнодијелни	jêdnodjeːlniː
једнодушан	jednǒduʃan
једнодушно	jednǒduʃno
једнодушност	jêdnoduʃnoːst
једноженство	jednoʒěːnstʋo
једноимен	jednǒimen
једнолик	jednǒlik
једноличан	jednǒlit͡ʃan
једноличност	jednǒlit͡ʃnoːst
једном	jědnoːm
једномишљеник	jednǒmiʃʎeniːk
једномишљеница	jednǒmiʃʎenit͡sa
једноок	jednǒok
једнорог	jêdnoroɡ
једнорук	jêdnoruk
једносмеран	jêdnosmeːran
једносмјеран	jêdnosmjeːran
једнособан	jednǒsoban
једноставан	jêdnostaːʋan
једноставно	jêdnostaːʋno
једноставност	jednostǎːʋnoːst
једностран	jednǒstran
једнострано	jednǒstrano
једностраност	jednǒstranoːst
једноћ	jědnoːt͡ɕ
једрењак	jedrěɲaːk
једрењача	jedrěɲat͡ʃa
једрење	jědreːɲe
једрило	jědrilo
једрити	jědriti
једро	jêdro
једњак	jêːdɲaːk
јеж	jêːʒ
јежев	jêːʒeʋ
јежити	jěːʒiti
јежић	jěʒit͡ɕ
језа	jěːza
језан	jêːzan
језгра	jěːzɡra
језгрица	jězɡrit͡sa
језгро	jěːzɡro
језгровит	jezɡrǒʋit
језгровито	jezɡrǒʋito
језгровитост	jezɡrǒʋitoːst
језеро	jêzero
језерски	jêzerskiː
језерце	jezěːrt͡se
језив	jěziʋ
језиво	jěziʋo
језик	jězik
језикозналац	jezikoznǎːlat͡s
језикословац	jezikoslǒːʋat͡s
језикословље	jězikosloːʋʎe
језични	jězit͡ʃniː
језовит	jezǒʋit
језовито	jezǒʋito
језуит	jezǔiːt
јек	jêːk
јека	jêka
јекавица	jěːkaʋit͡sa
јекавски	jěːkaʋski
јекавски	jěːkaʋskiː
јекнути	jěːknuti
јектика	jěktika
јела	jěːla
јелен	jělen
јело	jêlo
јеловина	jěloʋina
јелша	jêlʃa
јемен	jêmen
јеменац	jeměːnat͡s
јеменски	jêmenskiː
јемство	jěmstʋo
јендек	jěndek
јер	jêr
јербо	jêrbo
јергован	jerɡǒʋaːn
јерменија	jěrmeːnija
јесен	jêseːn
јесенас	jesěnas
јесенски	jěseːnskiː
јесетра	jěsetra
јесењи	jěseːɲiː
јестан	jêstan
јественик	jestʋěniːk
јествина	jêstʋina
јести	jêsti
јестив	jěstiʋ
јестиво	jêstiːʋo
јетра	jêtra
јетрва	jětrʋa
јетрица	jêtrit͡sa
јефтин	jêftin
јефтино	jêftino
јефтиноћа	jeftinǒt͡ɕa
јецај	jêt͡saːj
јечам	jět͡ʃam
јечати	jěːt͡ʃati
јечерма	jět͡ʃeːrma
јењавати	jeɲǎːʋati
јењати	jěɲati
јидиш	jîdiʃ
јован	jǒʋan
јога	jǒːɡa
јогунаст	jǒɡunast
јогунасто	jǒɡunasto
јок	jôk
јорган	jǒrɡan
јоргован	jorɡǒʋaːn
јоргован	jôrɡoʋaːn
јорговани	jorɡoʋǎːniː
јордан	jǒrdan
јорданац	jordǎːnat͡s
јордански	jǒrdanskiː
јосип	jǒsip
јоха	jǒːxa
још	jôʃ
јошић	jǒʃit͡ɕ
јошт	jôʃt
јоште	jôʃte
јој	joj
јој	jôːj
ју	ju
јубилеј	jubǐlej
југ	jûɡ
југозапад	juɡozǎːpad
југозападни	juɡozǎːpadniː
југозападно	juɡozǎːpadno
југоисток	juɡoǐstok
југоисточни	juɡoǐstot͡ʃniː
југоисточно	juɡoǐstot͡ʃno
југославен	juɡoslǎʋeːn
југославенски	juɡoslǎʋeːnskiː
југославија	juɡoslâʋija
југославија	juɡǒslaːʋija
јудаизам	judaǐzam
јудеја	juděja
јудејски	jǔdeːjskiː
јужина	jûʒina
јужно	jûʒno
јужњак	jûʒɲaːk
јули	jûːli
јулски	jûːlskiː
јунак	jǔnaːk
јунакиња	junǎkiɲa
јунац	jǔːnat͡s
јуначан	jûnaːt͡ʃan
јуначити	junǎːt͡ʃiti
јуначки	jǔnaːtʃki
јуначки	jǔnaːtʃkiː
јунаштво	junǎːʃtʋo
јуни	jûːni
јуница	jǔnit͡sa
јунски	jûːnskiː
јупитер	jǔpiter
јур	jûːr
јурве	jûːrʋe
јуре	jûre
јурисдикција	jurisdǐkt͡sija
јурити	jǔːriti
јуриш	jûriːʃ
јуришати	jurǐʃati
јурнути	jǔːrnuti
јурта	jûːrta
јурцати	jǔrt͡sati
јустин	jûstin
јутарњи	jûtaːrɲiː
јутрити	jûtriti
јутро	jûtro
јутром	jûtrom
јутрос	jûtroːs
јутрошњи	jûtroʃɲiː
јуха	jǔːxa
јучашњи	jǔt͡ʃaʃɲi
јуче	jǔt͡ʃeː
јучер	jǔt͡ʃeːr
јучерашњи	jut͡ʃěraʃɲiː
јучерањи	jut͡ʃěraɲiː
љ	ʎ
љага	ʎâɡa
љевак	ʎěʋaːk
љевакиња	ʎeʋǎkiɲa
љевица	ʎěʋit͡sa
љевичар	ʎěʋit͡ʃaːr
љеворук	ʎeʋǒruk
љековит	ʎekǒʋit
љепило	ʎěpilo
љепотан	ʎepǒtaːn
љепотица	ʎepǒtit͡sa
љепојка	ʎěpoːjka
љепљив	ʎěpʎiʋ
љестве	ʎêstʋe
љествица	ʎêstʋit͡sa
љети	ʎêti
љетина	ʎêtina
љето	ʎêto
љетос	ʎêtoːs
љешњак	ʎêʃɲaːk
љигав	ʎîɡaʋ
љигаво	ʎîɡaʋo
љиљан	ʎǐʎan
љубав	ʎǔːbaʋ
љубавни	ʎǔːbaːʋniː
љубавник	ʎǔːbaːʋniːk
љубавница	ʎǔːbaːʋnit͡sa
љубавнички	ʎǔːbaːʋnit͡ʃki
љубавнички	ʎǔːbaːʋnit͡ʃkiː
љубазан	ʎûbazan
љубазник	ʎûbazniːk
љубазница	ʎǔbaznit͡sa
љубазно	ʎûbazno
љубазност	ʎûbaznoːst
љубак	ʎûbak
љубакати	ʎubǎkati
љубимац	ʎubǐːmat͡s
љубитељ	ʎǔbiteʎ
љубитељица	ʎubitěʎit͡sa
љубитељски	ʎǔbiteʎski
љубитељски	ʎǔbiteʎskiː
љубити	ʎǔːbiti
љубица	ʎûbit͡sa
љубичаст	ʎûbit͡ʃast
љубичица	ʎubit͡ʃǐːt͡sa
љубнути	ʎûbnuti
љубомора	ʎubǒmora
љубоморан	ʎûbomoːran
љубоморно	ʎûbomoːrno
љубопитљив	ʎubopǐtʎiʋ
љубљана	ʎubʎǎna
љубљени	ʎûːbʎeniː
људескара	ʎuděskara
људина	ʎǔdina
људождер	ʎudǒʒder
људождерски	ʎudǒʒderskiː
људождерство	ʎudǒʒdeːrstʋo
људски	ʎǔdskiː
људскост	ʎûdskoːst
људство	ʎǔdstʋo
љупко	ʎûpko
љупкост	ʎûpkoːst
љут	ʎûːt
љутити	ʎǔːtiti
љуто	ʎûːto
љутња	ʎǔːtɲa
љуштити	ʎǔːʃtiti
љуштура	ʎǔʃtura
љуљати	ʎǔːʎati
љуљачка	ʎǔʎaːt͡ʃka
љуљашка	ʎǔʎaːʃka
љуљкати	ʎûʎkati
љуљнути	ʎûʎnuti
љуљушкати	ʎuʎǔʃkati
њ	ɲ
њакати	ɲǎːkati
ње	ɲêː
њега	ɲêɡa
његов	ɲěɡoʋ
његоватељ	ɲeɡǒʋateʎ
његоватељица	ɲeɡoʋatěʎit͡sa
његоватељичин	ɲeɡoʋatěʎit͡ʃin
његовати	ɲêɡoʋati
њедра	ɲêdra
њежан	ɲêʒan
њежно	ɲêʒno
њежност	ɲêʒnoːst
