ก.	kɔː˧
เฒ่าหัวงู	tʰaw˥˩.hua̯˩˩˦.ŋuː˧
เณร	neːn˧
เดดซี	deːt̚˦˥.siː˧
เดดสะมอเร่	deːt̚˦˥.sa˨˩.mɔː˧.reː˥˩
เดท	deːt̚˨˩
เดน	deːn˧
เดนมาร์ก	den˧.maːk̚˨˩
เดนลอว์	deːn˧.lɔː˧
เดนเวอร์	den˧.wɤː˥˩
เดรัจฉาน	deː˧.rat̚˦˥.t͡ɕʰaːn˩˩˦
เดลตา	deːl˧.taː˥˩,del˧.taː˥˩
เดลาแวร์	deː˧.laː˧.wɛː˧
เดลี	deː˧.liː˧
เดา	daw˧
เดาะ	dɔʔ˨˩
เดิน	dɤːn˧
เดินทาง	dɤːn˧.tʰaːŋ˧
เดินหน้า	dɤːn˧.naː˥˩
เดินเท้า	dɤːn˧.tʰaw˦˥
เดินเล่น	dɤːn˧.leːn˥˩
เดิม	dɤːm˧
เดิมพัน	dɤːm˧.pʰan˧
เดิ้ง	dɤːŋ˥˩
เดียรฉาน	dia̯˧.ra˦˥.t͡ɕʰaːn˩˩˦
เดียรัจฉาน	dia̯˧.rat̚˦˥.t͡ɕʰaːn˩˩˦
เดียว	dia̯w˧
เดียวกัน	dia̯w˧.kan˧
เดี่ยว	dia̯w˨˩
เดี๋ยว	dia̯w˩˩˦
เดี๋ยวนี้	dia̯w˩˩˦.niː˦˥
เดี๋ยวเดียว	dia̯w˩˩˦.dia̯w˧
เดือด	dɯa̯t̚˨˩
เดือดร้อน	dɯa̯t̚˨˩.rɔːn˦˥
เดือดเนื้อร้อนใจ	dɯa̯t̚˨˩.nɯa̯˦˥.rɔːn˦˥.t͡ɕaj˧
เดือน	dɯa̯n˧
เดือนเย็น	dɯa̯n˧.jen˧
เดือย	dɯa̯j˧
เดโช	deː˧.t͡ɕʰoː˧
เด็ก	dek̚˨˩
เด็กชาย	dek̚˨˩.t͡ɕʰaːj˧
เด็กผู้ชาย	dek̚˨˩.pʰuː˥˩.t͡ɕʰaːj˧
เด็กผู้หญิง	dek̚˨˩.pʰuː˥˩.jiŋ˩˩˦
เด็กวัด	dek̚˨˩.wat̚˦˥
เด็กสาว	dek̚˨˩.saːw˩˩˦
เด็กหญิง	dek̚˨˩.jiŋ˩˩˦
เด็กอนามัย	dek̚˨˩.ʔa˨˩.naː˧.maj˧
เด็กเจ็ดเข้าเฒ่าเจ็ดสิบ	dek̚˨˩.t͡ɕet̚˨˩.kʰaːw˥˩.tʰaw˥˩.t͡ɕet̚˨˩.sip̚˨˩,dek̚˨˩.t͡ɕet̚˨˩.kʰaw˥˩.tʰaw˥˩.t͡ɕet̚˨˩.sip̚˨˩
เด็กเปรต	dek̚˨˩.preːt̚˨˩
เด็กเมื่อวานซืน	dek̚˨˩.mɯa̯˥˩.waːn˧.sɯːn˧
เด็กเสิร์ฟ	dek̚˨˩.sɤːp̚˨˩
เด็กแว้น	dek̚˨˩.wɛːn˦˥,dek̚˨˩.wɛn˦˥
เด็กแว๊น	dek̚˨˩.wɛːn˦˥
เด็ด	det̚˨˩
เด็ดขาด	det̚˨˩.kʰaːt̚˨˩
เด็ดเดี่ยว	det̚˨˩.dia̯w˨˩
เด่	deː˨˩
เด่น	den˨˩
เด้ง	deŋ˥˩
เตง	teːŋ˧
เตย	tɤːj˧
เตรียม	tria̯m˧
เตรียมตัว	tria̯m˧.tua̯˧
เตรียมพร้อม	tria̯m˧.pʰrɔːm˦˥
เตร่	treʔ˨˩
เตลิด	ta˨˩.lɤːt̚˨˩
เตลูกู	teː˧.luː˧.kuː˧
เตหะราน	teː˧.ha˨˩.raːn˧
เตะ	teʔ˨˩
เตา	taw˧
เตาผิง	taw˧.pʰiŋ˩˩˦
เตารีด	taw˧.riːt̚˥˩
เตาอบ	taw˧.ʔop̚˨˩
เตาอบไมโครเวฟ	taw˧.ʔop̚˨˩.maj˧.kʰroː˧.weːp̚˥˩,taw˧.ʔop̚˨˩.maj˧.kʰroː˧.weːf˦˥,taw˧.ʔop̚˨˩.maj˧.kʰroː˧.weːf˥˩,taw˧.ʔop̚˨˩.maj˧.kʰroː˧.weːp̚˦˥
เตาไฟ	taw˧.faj˧
เติม	tɤːm˧
เติมเต็ม	tɤːm˧.tem˧
เติร์กเมนิสถาน	tɤːk̚˦˥.meː˧.nit̚˦˥.sa˨˩.tʰaːn˩˩˦,tɤːk̚˦˥.meː˧.nis˦˥.tʰaːn˩˩˦
เตียง	tia̯ŋ˧
เตียงหัก	tia̯ŋ˧.hak̚˨˩
เตียน	tia̯n˧
เตี่ย	tia̯˨˩
เตี้ย	tia̯˥˩
เตี๊ยม	tia̯m˦˥
เตือน	tɯa̯n˧
เต็งหนาม	teŋ˧.naːm˩˩˦
เต็นท์	ten˦˥
เต็ม	tem˧
เต็มที่	tem˧.tʰiː˥˩
เต็มใจ	tem˧.t͡ɕaj˧
เต่ง	teːŋ˨˩
เต่า	taw˨˩
เต่าทอง	taw˨˩.tʰɔːŋ˧
เต้น	ten˥˩
เต้นรำ	ten˥˩.ram˧
เต้า	taw˥˩
เต้าซี่	taw˥˩.siː˥˩
เต้าทึง	taw˥˩.tʰɯŋ˧
เต้านม	taw˥˩.nom˧
เต้าน้ำ	taw˥˩.naːm˦˥
เต้ารับ	taw˥˩.rap̚˦˥
เต้าหู้	taw˥˩.huː˥˩
เต้าฮวย	taw˥˩.hua̯j˧
เต้าเจี้ยว	taw˥˩.t͡ɕia̯w˥˩
เต้าเสียบ	taw˥˩.sia̯p̚˨˩
เต๋า	taw˩˩˦
เถร	tʰeː˩˩˦.ra˦˥.,tʰeːn˩˩˦
เถรตรง	tʰeːn˩˩˦.troŋ˧
เถรวาท	tʰeː˩˩˦.ra˦˥.waːt̚˥˩
เถอะ	tʰɤʔ˨˩
เถา	tʰaw˩˩˦
เถาวัลย์	tʰaw˩˩˦.wan˧
เถาหยวน	tʰaw˩˩˦.jua̯n˩˩˦
เถาะ	tʰɔʔ˨˩
เถาะศก	tʰɔʔ˨˩.sok̚˨˩
เถิด	tʰɤːt̚˨˩
เถียง	tʰia̯ŋ˩˩˦
เถือ	tʰɯa̯˩˩˦
เถื่อน	tʰɯa̯n˨˩
เถ้า	tʰaw˥˩
เถ้าแก่	tʰaw˥˩.kɛː˨˩
เถ้าแก่เนี้ย	tʰaw˥˩.kɛː˨˩.nia̯˦˥
เท	tʰeː˧
เทกระจาด	tʰeː˧.kra˨˩.t͡ɕaːt̚˨˩
เทคนิค	tʰek̚˦˥.nik̚˨˩
เทคนีเชียม	tʰek̚˦˥.niː˧.t͡ɕʰia̯m˥˩
เทควันโด	tʰeː˧.kʰwan˧.doː˥˩
เทคโนโลยี	tʰek̚˦˥.noː˧.loː˧.jiː˧,tʰek̚˦˥.noː˧.loː˧.jiː˥˩
เทนนิส	tʰen˧.nis˦˥,tʰen˧.nit̚˦˥
เทนเนสซี	tʰen˧.nes˦˥.siː˥˩
เทป	tʰeːp̚˦˥
เทพ	tʰeːp̚˥˩.,tʰeːp̚˥˩,tʰeːp̚˥˩.pʰa˦˥.
เทพดา	tʰeːp̚˥˩.pʰa˦˥.daː˧
เทพนิยาย	tʰeːp̚˥˩.ni˦˥.jaːj˧
เทพย	tʰeːp̚˥˩.pʰa˦˥.ja˦˥.
เทพยดา	tʰeːp̚˥˩.pʰa˦˥.ja˦˥.daː˧
เทพย์	tʰeːp̚˥˩
เทพารักษ์	tʰeː˧.pʰaː˧.rak̚˦˥
เทพี	tʰeː˧.pʰiː˧
เทมโป	tʰem˧.poː˧
เทริด	sɤːt̚˥˩
เทลลูเรียม	tʰeːl˧.luː˧.ria̯m˥˩
เทวดา	tʰeː˧.wa˦˥.daː˧
เทวนาครี	tʰeː˧.wa˦˥.naː˧.kʰa˦˥.riː˧
เทวรูป	tʰeː˧.wa˦˥.ruːp̚˥˩
เทวะ	tʰeː˧.waʔ˦˥
เทวาธิปไตย	tʰeː˧.waː˧.tʰi˦˥.pa˨˩.taj˧,tʰeː˧.waː˧.tʰip̚˦˥.pa˨˩.taj˧
เทวี	tʰeː˧.wiː˧
เทวโลก	tʰeː˧.wa˦˥.loːk̚˥˩
เทศ	tʰeːt̚˥˩,tʰeː˧.sa˨˩.,tʰeːt̚˥˩.sa˨˩.
เทศกาล	tʰeːt̚˥˩.sa˨˩.kaːn˧
เทศนา	tʰeː˧.sa˨˩.naː˧,tʰeːt̚˥˩.sa˨˩.naː˩˩˦
เทศน์	tʰeːt̚˥˩
เทศน์แหล่	tʰeːt̚˥˩.lɛː˨˩
เทศบาล	tʰeːt̚˥˩.sa˨˩.baːn˧
เทศาภิบาล	tʰeː˧.saː˩˩˦.pʰi˦˥.baːn˧
เทห์	tʰeː˧
เทอร์มอมิเตอร์	tʰɤː˧.mɔː˧.mi˦˥.tɤː˥˩
เทอร์เบียม	tʰɤː˧.bia̯m˥˩
เทอร์โมมิเตอร์	tʰɤː˧.moː˧.mi˦˥.tɤː˥˩
เทา	tʰaw˧
เทิง	tʰɤːŋ˧
เทิดทูน	tʰɤːt̚˥˩.tʰuːn˧
เทิน	tʰɤːn˧
เทียด	tʰia̯t̚˥˩
เทียน	tʰia̯n˧
เทียบ	tʰia̯p̚˥˩
เทียม	tʰia̯m˧
เที่ยง	tʰia̯ŋ˥˩
เที่ยงคืน	tʰia̯ŋ˥˩.kʰɯːn˧
เที่ยงธรรม	tʰia̯ŋ˥˩.tʰam˧
เที่ยงวัน	tʰia̯ŋ˥˩.wan˧
เที่ยว	tʰia̯w˥˩
เที่ยวบิน	tʰia̯w˥˩.bin˧
เทือก	tʰɯa̯k̚˥˩
เทือกเขา	tʰɯa̯k̚˥˩.kʰaw˩˩˦
เทเบิลเทนนิส	tʰeː˧.bɤl˥˩.tʰen˧.nis˦˥,tʰeː˧.bɤn˥˩.tʰen˧.nit̚˦˥
เท็จจริง	tʰet̚˦˥.t͡ɕiŋ˧
เท่	tʰeː˥˩
เท่งทึง	tʰeŋ˥˩.tʰɯŋ˧
เท่ห์	tʰeː˥˩
เท่า	tʰaw˥˩
เท่ากับ	tʰaw˥˩.kap̚˨˩
เท่านั้น	tʰaw˥˩.nan˦˥
เท่าเทียม	tʰaw˥˩.tʰia̯m˧
เท่าไร	tʰaw˥˩.raj˧
เท่าไหร่	tʰaw˥˩.raj˨˩
เท้า	tʰaːw˦˥
เท้าความ	tʰaːw˦˥.kʰwaːm˧
เท้าแขน	tʰaːw˦˥.kʰɛːn˩˩˦
เธอ	tʰɤː˧
เนคไท	nek̚˦˥.tʰaj˧,nek̚˦˥.tʰaj˦˥
เนตร	neːt̚˥˩
เนตรนารี	neːt̚˥˩.naː˧.riː˧
เนติบริกร	neː˧.ti˨˩.bɔː˧.ri˦˥.kɔːn˧
เนติบัณฑิต	neː˧.ti˨˩.ban˧.dit̚˨˩
เนบิวลา	neː˧.biw˧.laː˥˩
เนปทูเนียม	neːp̚˦˥.tʰuː˧.nia̯m˥˩,nep̚˦˥.tʰuː˧.nia̯m˥˩
เนปยีดอ	neː˧.piː˧.dɔː˧
เนปาล	neː˧.paːn˧
เนปีดอ	neː˧.piː˧.dɔː˧
เนย	nɤːj˧
เนยขาว	nɤːj˧.kʰaːw˩˩˦
เนยถั่ว	nɤːj˧.tʰua̯˨˩
เนยถั่วลิสง	nɤːj˧.tʰua̯˨˩.li˦˥.soŋ˩˩˦
เนยเทียม	nɤːj˧.tʰia̯m˧
เนยแข็ง	nɤːj˧.kʰɛŋ˩˩˦
เนยโกโก้	nɤːj˧.koː˧.koː˥˩
เนยใส	nɤːj˧.saj˩˩˦
เนวาดา	neː˧.waː˧.daː˥˩
เนา	naw˧
เนิน	nɤːn˧
เนินทราย	nɤːn˧.saːj˧
เนิ่น	nɤːn˥˩
เนิ่นนาน	nɤːn˥˩.naːn˧
เนียง	nia̯ŋ˧
เนียน	nia̯n˧
เนี่ย	nia̯˥˩
เนื่อง	nɯa̯ŋ˥˩
เนื้อ	nɯa̯˦˥
เนื้อความ	nɯa̯˦˥.kʰwaːm˧
เนื้อคู่	nɯa̯˦˥.kʰuː˥˩
เนื้องอก	nɯa̯˦˥.ŋɔːk̚˥˩
เนื้อที่	nɯa̯˦˥.tʰiː˥˩
เนื้อร้อง	nɯa̯˦˥.rɔːŋ˦˥
เนื้อหา	nɯa̯˦˥.haː˩˩˦
เนื้อเพลง	nɯa̯˦˥.pʰleːŋ˧
เนื้อเยื่อ	nɯa̯˦˥.jɯa̯˥˩
เนื้อเยื่อบุผิว	nɯa̯˦˥.jɯa̯˥˩.bu˨˩.pʰiw˩˩˦
เนื้อเยื่อเกี่ยวพัน	nɯa̯˦˥.jɯa̯˥˩.kia̯w˨˩.pʰan˧
เนื้อเยื่อเจริญ	nɯa̯˦˥.jɯa̯˥˩.t͡ɕa˨˩.rɤːn˧
เนื้อแดง	nɯa̯˦˥.dɛːŋ˧
เนื้อแดดเดียว	nɯa̯˦˥.dɛːt̚˨˩.dia̯w˧
เนื้อไม้	nɯa̯˦˥.maːj˦˥
เนเธอร์แลนด์	neː˧.tʰɤː˥˩.lɛːn˧
เนแบรสกา	neː˧.brɛs˦˥.kaː˥˩
เน็กไท	nek̚˦˥.tʰaj˦˥,nek̚˦˥.tʰaj˧
เน็คไท	nek̚˦˥.tʰaj˦˥,nek̚˦˥.tʰaj˧
เน็ต	net̚˨˩
เน็ตไอดอล	net̚˨˩.ʔaj˧.dɔl˥˩,net̚˨˩.ʔaj˧.dɔn˥˩
เน่า	naw˥˩
เน่าหนอน	naw˥˩.nɔːn˩˩˦
เน้น	nen˦˥
เบคอน	beː˧.kʰɔn˥˩
เบงกาลี	beːŋ˧.kaː˧.liː˧
เบญจมาศ	beːn˧.t͡ɕa˨˩.maːt̚˥˩
เบญจศก	ben˧.t͡ɕa˨˩.sok̚˨˩
เบญจา	ben˧.t͡ɕaː˧
เบญจเพศ	ben˧.t͡ɕa˨˩.pʰeːt̚˥˩
เบญจเพส	ben˧.t͡ɕa˨˩.pʰeːt̚˥˩
เบน	beːn˧
เบนซิน	beːn˧.sin˧
เบนิน	beː˧.nin˧
เบรก	breːk̚˨˩
เบรอตาญ	brɤː˧.taːn˧
เบราว์เซอร์	braw˧.sɤː˥˩
เบริลเลียม	beː˧.ril˧.lia̯m˥˩
เบรุต	beː˧.rut̚˦˥
เบลฟาสต์	bel˧.faːs˦˥
เบลารุส	beː˧.laː˧.rus˦˥,beː˧.laː˧.rut̚˦˥
เบลีซ	beː˧.liːs˦˥
เบลเกรด	bel˧.kreːt̚˨˩
เบลเยียม	beːl˧.jia̯m˥˩
เบลโมแพน	bel˧.moː˧.pʰɛːn˧
เบสบอล	beːs˦˥.bɔːl˧,beːs˦˥.bɔn˧
เบอร์	bɤː˧
เบอร์คีเลียม	bɤː˧.kʰiː˧.lia̯m˥˩
เบอร์มิวดา	bɤː˧.miw˧.daː˥˩
เบอร์รี	bɤː˧.riː˥˩
เบอร์ลิน	bɤː˧.lin˧
เบอร์เกอร์	bɤː˧.kɤː˥˩
เบอร์โทร	bɤː˧.tʰoː˧
เบา	baw˧
เบาหวาน	baw˧.waːn˩˩˦
เบาะ	bɔʔ˨˩
เบาะแส	bɔʔ˨˩.sɛː˩˩˦
เบาใจ	baw˧.t͡ɕaj˧
เบิก	bɤːk̚˨˩
เบิกความ	bɤːk̚˨˩.kʰwaːm˧
เบิกบาน	bɤːk̚˨˩.baːn˧
เบิร์น	bɤːn˧
เบิ้ล	bɤn˥˩
เบียด	bia̯t̚˨˩
เบียดเบียน	bia̯t̚˨˩.bia̯n˧
เบียน	bia̯n˧
เบียร์	bia̯˧
เบี่ยง	bia̯ŋ˨˩
เบี้ย	bia̯˥˩
เบี้ยปรับ	bia̯˥˩.prap̚˨˩
เบี้ยว	bia̯w˥˩
เบือน	bɯa̯n˧
เบื่อ	bɯa̯˨˩
เบื้อง	bɯa̯ŋ˥˩
เบื้องต้น	bɯa̯ŋ˥˩.ton˥˩
เบื๊อก	bɯa̯k̚˦˥
เบเกอรี	beː˧.kɤː˧.riː˥˩
เบเกิล	beː˧.kɤl˥˩
เบ็ด	bet̚˨˩
เบ็ดเตล็ด	bet̚˨˩.ta˨˩.let̚˨˩
เบ็นโต	ben˧.toː˧
เบ่ง	beŋ˨˩
เบ้า	baw˥˩
เบ้าฟัน	baw˥˩.fan˧
เบ๊	beː˦˥
เปตอง	peː˧.tɔŋ˧
เปน	pen˧
เปรต	preːt̚˨˩
เปรอ	prɤː˧
เปรอะ	prɤʔ˨˩
เปราะ	prɔʔ˨˩
เปรียบ	pria̯p̚˨˩
เปรียบเทียบ	pria̯p̚˨˩.tʰia̯p̚˥˩
เปรี้ยว	pria̯w˥˩
เปรู	peː˧.ruː˧
เปล	pleː˧
เปลญวน	pleː˧.jua̯n˧
เปลว	pleːw˧
เปลวไฟ	pleːw˧.faj˧
เปลี่ยน	plia̯n˨˩
เปลี่ยนแปลง	plia̯n˨˩.plɛːŋ˧
เปลี่ยนใจ	plia̯n˨˩.t͡ɕaj˧
เปลี่ยว	plia̯w˨˩
เปลี่ยวใจ	plia̯w˨˩.t͡ɕaj˧
เปลือก	plɯa̯k̚˨˩
เปลือกตา	plɯa̯k̚˨˩.taː˧
เปลือกสมอง	plɯa̯k̚˨˩.sa˨˩.mɔːŋ˩˩˦
เปลือกหอย	plɯa̯k̚˨˩.hɔj˩˩˦
เปลือกโลก	plɯa̯k̚˨˩.loːk̚˥˩
เปลือกไข่	plɯa̯k̚˨˩.kʰaj˨˩
เปลือกไม้	plɯa̯k̚˨˩.maːj˦˥
เปลือง	plɯa̯ŋ˧
เปลือย	plɯa̯j˧
เปลื้อง	plɯa̯ŋ˥˩
เปล่ง	pleŋ˨˩
เปล่า	plaːw˨˩
เปอร์เซีย	pɤː˧.sia̯˧
เปอร์เซ็นต์	pɤː˧.sen˧
เปา	paw˧
เปาบุ้นจิ้น	paw˧.bun˥˩.t͡ɕin˥˩
เปาะเปี๊ยะ	pɔʔ˨˩.pia̯ʔ˦˥
เปิงมางคอก	pɤːŋ˧.maːŋ˧.kʰɔːk̚˥˩
เปิด	pɤːt̚˨˩
เปิดการ์ด	pɤːt̚˨˩.kaːt̚˦˥
เปิดตัว	pɤːt̚˨˩.tua̯˧
เปิดเผย	pɤːt̚˨˩.pʰɤːj˩˩˦
เปิดโปง	pɤːt̚˨˩.poːŋ˧
เปิบ	pɤːp̚˨˩
เปิ่น	pɤn˨˩
เปิ๊ดสะก๊าด	pɤːt̚˦˥.sa˨˩.kaːt̚˦˥
เปีย	pia̯˧
เปียก	pia̯k̚˨˩
เปียกปอน	pia̯k̚˨˩.pɔːn˧
เปียงยาง	pia̯ŋ˧.jaːŋ˧
เปียโน	pia̯˧.noː˧
เปี่ยม	pia̯m˨˩
เปื่อย	pɯa̯j˨˩
เปื้อน	pɯa̯n˥˩
เป็ด	pet̚˨˩
เป็ดปักกิ่ง	pet̚˨˩.pak̚˨˩.kiŋ˨˩
เป็น	pen˧
เป็นกลาง	pen˧.klaːŋ˧
เป็นกันเอง	pen˧.kan˧.ʔeːŋ˧
เป็นชู้	pen˧.t͡ɕʰuː˦˥
เป็นตัวของตัวเอง	pen˧.tua̯˧.kʰɔːŋ˩˩˦.tua̯˧.ʔeːŋ˧
เป็นต่อ	pen˧.tɔː˨˩
เป็นต้น	pen˧.ton˥˩
เป็นธรรม	pen˧.tʰam˧
เป็นบ้า	pen˧.baː˥˩
เป็นมิตร	pen˧.mit̚˦˥
เป็นรอง	pen˧.rɔːŋ˧
เป็นลม	pen˧.lom˧
เป็นหูเป็นตา	pen˧.huː˩˩˦.pen˧.taː˧
เป็นห่วง	pen˧.hua̯ŋ˨˩
เป็นแผล	pen˧.pʰlɛː˩˩˦
เป็นใจ	pen˧.t͡ɕaj˧
เป่า	paw˨˩
เป่าปาก	paw˨˩.paːk̚˨˩
เป่ายิ้งฉุบ	paw˨˩.jiŋ˦˥.t͡ɕʰup̚˨˩
เป้	peː˥˩
เป้า	paw˥˩
เป้าหมาย	paw˥˩.maːj˩˩˦
เป๊ปซี่	pep̚˦˥.siː˥˩
เป๊ะ	peʔ˦˥
เผชิญ	pʰa˨˩.t͡ɕʰɤːn˧
เผชิญหน้า	pʰa˨˩.t͡ɕʰɤːn˧.naː˥˩
เผด็จการ	pʰa˨˩.det̚˨˩.kaːn˧
เผย	pʰɤːj˩˩˦
เผยอ	pʰa˨˩.jɤː˩˩˦
เผยแพร่	pʰɤːj˩˩˦.pʰrɛː˥˩
เผลอ	pʰlɤː˩˩˦
เผา	pʰaw˩˩˦
เผือ	pʰɯa̯˩˩˦
เผือก	pʰɯa̯k̚˨˩
เผื่อ	pʰɯa̯˨˩
เผื่อเลือก	pʰɯa̯˨˩.lɯa̯k̚˥˩
เผ็ด	pʰet̚˨˩
เผ็ดร้อน	pʰet̚˨˩.rɔːn˦˥
เผ่น	pʰen˨˩
เผ่า	pʰaw˨˩
เผ่าพันธุ์	pʰaw˨˩.pʰan˧
เผ่ามังกรฟ้า	pʰaw˨˩.maŋ˧.kɔːn˧.faː˦˥
เฝอ	fɤː˩˩˦
เฝือก	fɯa̯k̚˨˩
เฝ้า	faw˥˩
เพกติน	pʰek̚˦˥.tin˧
เพกา	pʰeː˧.kaː˧
เพกาซัส	pʰeː˧.kaː˧.sat̚˦˥
เพจ	pʰeːt̚˨˩
เพจเจอร์	pʰeːt̚˨˩.t͡ɕɤː˥˩
เพชฌฆาต	pʰet̚˦˥.t͡ɕʰa˦˥.kʰaːt̚˥˩
เพชร	pʰet̚˦˥,pʰet̚˦˥.,pʰet̚˦˥.t͡ɕʰa˦˥.
เพชรตัดเพชร	pʰet̚˦˥.tat̚˨˩.pʰet̚˦˥
เพชรบุรี	pʰet̚˦˥.bu˨˩.riː˧,pʰet̚˦˥.t͡ɕʰa˦˥.bu˨˩.riː˧
เพชรบูรณ์	pʰet̚˦˥.t͡ɕʰa˦˥.buːn˧
เพชรในตม	pʰet̚˦˥.naj˧.tom˧
เพดาน	pʰeː˧.daːn˧
เพดานปาก	pʰeː˧.daːn˧.paːk̚˨˩
เพทาย	pʰeː˧.tʰaːj˧
เพนกวิน	pʰen˧.kwin˥˩,pʰeːn˧.kwin˥˩
เพนซิลเวเนีย	pʰen˧.sil˧.weː˧.nia̯˧
เพรง	pʰreːŋ˧
เพรซีโอดิเมียม	pʰreː˧.siː˧.ʔoː˧.di˨˩.mia̯m˥˩
เพราะ	pʰrɔʔ˦˥
เพราะฉะนั้น	pʰrɔʔ˦˥.t͡ɕʰa˨˩.nan˦˥
เพราะว่า	pʰrɔʔ˦˥.waː˥˩
เพรียง	pʰria̯ŋ˧
เพล	pʰeːn˧
เพลง	pʰleːŋ˧
เพลงคร่ำครวญ	pʰleːŋ˧.kʰram˥˩.kʰrua̯n˧
เพลงชาติ	pʰleːŋ˧.t͡ɕʰaːt̚˥˩
เพลงสวด	pʰleːŋ˧.sua̯t̚˨˩
เพลงเพื่อชีวิต	pʰleːŋ˧.pʰɯa̯˥˩.t͡ɕʰiː˧.wit̚˦˥
เพลา	pʰeː˧.laː˧,pʰlaw˧
เพลิง	pʰlɤːŋ˧
เพลิด	pʰlɤːt̚˥˩
เพลิดเพลิน	pʰlɤːt̚˥˩.pʰlɤːn˧
เพลิน	pʰlɤːn˧
เพลีย	pʰlia̯˧
เพลี้ย	pʰlia̯˦˥
เพลโต	pʰleː˧.toː˥˩
เพศ	pʰeːt̚˥˩
เพศชาย	pʰeːt̚˥˩.t͡ɕʰaːj˧
เพศสัมพันธ์	pʰeːt̚˥˩.sam˩˩˦.pʰan˧
เพศหญิง	pʰeːt̚˥˩.jiŋ˩˩˦
เพาะ	pʰɔʔ˦˥
เพิก	pʰɤːk̚˥˩
เพิกถอน	pʰɤːk̚˥˩.tʰɔːn˩˩˦
เพิกเฉย	pʰɤːk̚˥˩.t͡ɕʰɤːj˩˩˦
เพิง	pʰɤːŋ˧
เพิ่ง	pʰɤŋ˥˩
เพิ่ม	pʰɤːm˥˩
เพียง	pʰia̯ŋ˧
เพียงพอน	pʰia̯ŋ˧.pʰɔːn˧
เพียงออ	pʰia̯ŋ˧.ʔɔː˧
เพียบ	pʰia̯p̚˥˩
เพียบพร้อม	pʰia̯p̚˥˩.pʰrɔːm˦˥
เพียร	pʰia̯n˧
เพี้ยง	pʰia̯ŋ˦˥
เพี้ยน	pʰia̯n˦˥
เพื่อ	pʰɯa̯˥˩
เพื่อน	pʰɯa̯n˥˩
เพื่อนกิน	pʰɯa̯n˥˩.kin˧
เพื่อนคู่ใจ	pʰɯa̯n˥˩.kʰuː˥˩.t͡ɕaj˧
เพื่อนตาย	pʰɯa̯n˥˩.taːj˧
เพื่อนบ้าน	pʰɯa̯n˥˩.baːn˥˩
เพื่อนร่วมงาน	pʰɯa̯n˥˩.rua̯m˥˩.ŋaːn˧
เพื่อนร่วมชั้น	pʰɯa̯n˥˩.rua̯m˥˩.t͡ɕʰan˦˥
เพื่อนร่วมห้อง	pʰɯa̯n˥˩.rua̯m˥˩.hɔŋ˥˩
เพื่อนเล่น	pʰɯa̯n˥˩.len˥˩
เพื่อนแท้	pʰɯa̯n˥˩.tʰɛː˦˥
เพื่อว่า	pʰɯa̯˥˩.waː˥˩
เพ่ง	pʰeŋ˥˩
เพ้อ	pʰɤː˦˥
เพ้อเจ้อ	pʰɤː˦˥.t͡ɕɤː˥˩
เฟซบุ๊ก	feːs˦˥.buk̚˦˥
เฟซบุ๊ค	feːs˦˥.buk̚˦˥
เฟส	feːs˥˩,feːt̚˥˩
เฟสบุ๊ก	feːs˦˥.buk̚˦˥
เฟสบุ๊ค	feːs˦˥.buk̚˦˥
เฟอร์	fɤː˧
เฟอร์นิเจอร์	fɤː˧.ni˦˥.t͡ɕɤː˥˩
เฟอร์รี	fɤː˧.riː˧
เฟอร์เมียม	fɤː˧.mia̯m˥˩
เฟอเลชิโอ	fɤː˧.leː˧.t͡ɕʰi˦˥.ʔoː˧
เฟิร์น	fɤːn˧
เฟือง	fɯa̯ŋ˧
เฟือย	fɯa̯j˧
เฟื่อง	fɯa̯ŋ˥˩
เฟื่องฟ้า	fɯa̯ŋ˥˩.faː˦˥
เฟื้อง	fɯa̯ŋ˦˥
เฟ้น	fen˦˥
เฟ้อ	fɤː˦˥
เภท	pʰeːt̚˥˩
เภสัชกร	pʰeː˧.sat̚˨˩.t͡ɕʰa˦˥.kɔːn˧
เม.ย.	meː˧.jɔː˧
เมกอัป	meːk̚˦˥.ʔap̚˥˩
เมฆ	meːk̚˥˩
เมตตา	meːt̚˥˩.taː˧
เมตร	meːt̚˦˥
เมถุน	meː˧.tʰun˩˩˦
เมธ	meːt̚˥˩
เมน	meːn˧
เมนส์	men˧
เมนู	meː˧.nuː˧
เมนเดลีเวียม	men˧.deː˧.liː˧.wia̯m˥˩
เมรุ	meːn˧,meːn˧.,meː˧.ru˦˥.
เมรุมาศ	meː˧.ru˦˥.maːt̚˥˩
เมลานีเซีย	meː˧.laː˧.niː˧.sia̯˧
เมลเบิร์น	mel˧.bɤːn˧
เมล็ด	ma˦˥.let̚˦˥
เมล็ดพันธุ์	ma˦˥.let̚˦˥.pʰan˧
เมล์	meː˧
เมษ	meː˧.sa˨˩.,meːt̚˥˩.sa˨˩.,meːt̚˥˩
เมษบาล	meː˧.sa˨˩.baːn˧,meːt̚˥˩.sa˨˩.baːn˧
เมษปิศาจ	meːt̚˥˩.sa˨˩.pi˨˩.saːt̚˨˩,meː˧.sa˨˩.pi˨˩.saːt̚˨˩
เมษา	meː˧.saː˩˩˦
เมษายน	meː˧.saː˩˩˦.jon˧,meː˧.saː˩˩˦.jon˧.,meː˧.saː˩˩˦.jon˧.na˦˥.
เมสสิยาห์	met̚˦˥.si˨˩.jaː˧
