a	a˧˧
đồng mẫu	doŋ͡m˧˨mɤ̆w˨˩˦
đồng mắt cua	doŋ͡m˧˨măk˦˥kuə˧˧
đồng mức	doŋ͡m˧˨mɯk˦˥
đồng nam	doŋ͡m˧˨nam˧˧
đồng nghiệp	doŋ͡m˧˨ŋip˨˩˨
đồng nghĩa	doŋ͡m˧˨ŋiə˨˩˦
đồng ngũ	doŋ͡m˧˨ŋu˨˩˦
đồng ngữ	doŋ͡m˧˨ŋɯ˨˩˦
đồng nhiệm	doŋ͡m˧˨ɲim˨˩˨
đồng nhiệt	doŋ͡m˧˨ɲiək˨˩˨
đồng nhân dân tệ	doŋ͡m˧˨ɲɤ̆ŋ˧˧jɤ̆ŋ˧˧te˨˩˨
đồng nhất	doŋ͡m˧˨ɲɤ̆k˦˥
đồng nhất hóa	doŋ͡m˧˨ɲɤ̆k˦˥hwa˦˥
đồng nhất thức	doŋ͡m˧˨ɲɤ̆k˦˥tʰɯk˦˥
đồng niên	doŋ͡m˧˨niəŋ˧˧
đồng nát	doŋ͡m˧˨nat˦˥
đồng nội	doŋ͡m˧˨noj˨˩˨
đồng nữ	doŋ͡m˧˨nɯ˨˩˦
đồng phát	doŋ͡m˧˨fat˦˥
đồng phân	doŋ͡m˧˨fɤ̆ŋ˧˧
đồng phạm	doŋ͡m˧˨fam˨˩˨
đồng phẳng	doŋ͡m˧˨făŋ˨˩˦
đồng phục	doŋ͡m˧˨fuk͡p˨˩˨
đồng qui	doŋ͡m˧˨wi˧˧
đồng quy	doŋ͡m˧˨wi˧˧
đồng quà tấm bánh	doŋ͡m˧˨wa˧˨tɤ̆m˦˥ban˦˥
đồng quê	doŋ͡m˧˨we˧˧
đồng quận	doŋ͡m˧˨wɤ̆ŋ˨˩˨
đồng ra đồng vào	doŋ͡m˧˨ʐa˧˧doŋ͡m˧˨jaw˧˨
đồng ruộng	doŋ͡m˧˨ʐuəŋ˨˩˨
đồng sinh	doŋ͡m˧˨ʂin˧˧
đồng sinh đồng tử	doŋ͡m˧˨ʂin˧˧doŋ͡m˧˨tɯ˨˩˦
đồng song	doŋ͡m˧˨ʂɔŋ͡m˧˧
đồng sàng	doŋ͡m˧˨ʂaŋ˧˨
đồng sàng dị mộng	doŋ͡m˧˨ʂaŋ˧˨ji˨˩˨moŋ͡m˨˩˨
đồng sở hữu	doŋ͡m˧˨ʂɤ˨˩˦hɯw˨˩˦
đồng sự	doŋ͡m˧˨ʂɯ˨˩˨
đồng thanh	doŋ͡m˧˨tʰan˧˧
đồng thau	doŋ͡m˧˨tʰăw˧˧
đồng thiếp	doŋ͡m˧˨tʰip˦˥
đồng thoà	doŋ͡m˧˨tʰwa˧˨
đồng thoại	doŋ͡m˧˨tʰwaj˨˩˨
đồng thân	doŋ͡m˧˨tʰɤ̆ŋ˧˧
đồng thòa	doŋ͡m˧˨tʰwa˧˨
đồng thời	doŋ͡m˧˨tʰɤj˧˨
đồng tiền	doŋ͡m˧˨tiəŋ˧˨
đồng tiền liền khúc	doŋ͡m˧˨tiəŋ˧˨liəŋ˧˨xuk͡p˦˥
đồng trinh	doŋ͡m˧˨ʈin˧˧
đồng triều	doŋ͡m˧˨ʈiəw˧˨
đồng triện	doŋ͡m˧˨ʈiəŋ˨˩˨
đồng trùng hợp	doŋ͡m˧˨ʈuŋ͡m˧˨hɤp˨˩˨
đồng trắng nước trong	doŋ͡m˧˨ʈăŋ˦˥nɯək˦˥ʈɔŋ͡m˧˧
đồng trụ	doŋ͡m˧˨ʈu˨˩˨
đồng trục	doŋ͡m˧˨ʈuk͡p˨˩˨
đồng tuế	doŋ͡m˧˨twe˦˥
đồng tác giả	doŋ͡m˧˨tak˦˥ja˨˩˦
đồng tâm	doŋ͡m˧˨tɤ̆m˧˧
đồng tâm hiệp lực	doŋ͡m˧˨tɤ̆m˧˧hip˨˩˨lɯk˨˩˨
đồng tâm hợp ý	doŋ͡m˧˨tɤ̆m˧˧hɤp˨˩˨i˦˥
đồng tâm nhất trí	doŋ͡m˧˨tɤ̆m˧˧ɲɤ̆k˦˥ʈi˦˥
đồng tình	doŋ͡m˧˨tin˧˨
đồng tính	doŋ͡m˧˨tin˦˥
đồng tính luyến ái	doŋ͡m˧˨tin˦˥lwiəŋ˦˥aj˦˥
đồng tông	doŋ͡m˧˨toŋ͡m˧˧
đồng tướng	doŋ͡m˧˨tɯəŋ˦˥
đồng tản	doŋ͡m˧˨taŋ˨˩˦
đồng tịch đồng sàng	doŋ͡m˧˨tit˨˩˨doŋ͡m˧˨ʂaŋ˧˨
đồng tộc	doŋ͡m˧˨tok͡p˨˩˨
đồng tộc; đồng tông	doŋ͡m˧˨tok͡p˨˩˨doŋ͡m˧˨toŋ͡m˧˧
đồng từ	doŋ͡m˧˨tɯ˧˨
đồng tử	doŋ͡m˧˨tɯ˨˩˦
đồng viện	doŋ͡m˧˨jiəŋ˨˩˨
đồng vòng	doŋ͡m˧˨jɔŋ͡m˧˨
đồng văn	doŋ͡m˧˨jăŋ˧˧
đồng vận	doŋ͡m˧˨jɤ̆ŋ˨˩˨
đồng vị	doŋ͡m˧˨ji˨˩˨
đồng vị ngữ	doŋ͡m˧˨ji˨˩˨ŋɯ˨˩˦
đồng vị phóng xạ	doŋ͡m˧˨ji˨˩˨fɔŋ͡m˦˥sa˨˩˨
đồng vọng	doŋ͡m˧˨jɔŋ͡m˨˩˨
đồng áng	doŋ͡m˧˨aŋ˦˥
đồng âm	doŋ͡m˧˨ɤ̆m˧˧
đồng ý	doŋ͡m˧˨i˦˥
đồng đanh	doŋ͡m˧˨dan˧˧
đồng đen	doŋ͡m˧˨dɛŋ˧˧
đồng điếu	doŋ͡m˧˨diəw˦˥
đồng điền	doŋ͡m˧˨diəŋ˧˨
đồng điều	doŋ͡m˧˨diəw˧˨
đồng điệu	doŋ͡m˧˨diəw˨˩˨
đồng đại	doŋ͡m˧˨daj˨˩˨
đồng đạo	doŋ͡m˧˨daw˨˩˨
đồng đảng	doŋ͡m˧˨daŋ˨˩˦
đồng đất	doŋ͡m˧˨dɤ̆k˦˥
đồng đẳng	doŋ͡m˧˨dăŋ˨˩˦
đồng đều	doŋ͡m˧˨dɛu˧˨
đồng đỏ	doŋ͡m˧˨dɔ˨˩˦
đồng đội	doŋ͡m˧˨doj˨˩˨
đồng ấu	doŋ͡m˧˨ɤ̆w˦˥
đổ	do˨˩˦
đổ bác	do˨˩˦bak˦˥
đổ bể	do˨˩˦be˨˩˦
đổ bệnh	do˨˩˦ben˨˩˨
đổ bộ	do˨˩˦bo˨˩˨
đổ cung long	do˨˩˦kuŋ͡m˧˧lɔŋ͡m˧˧
đổ dầu vào lửa	do˨˩˦jɤ̆w˧˨jaw˧˨lɯə˨˩˦
đổ dồn	do˨˩˦joŋ͡m˧˨
đổ ghèn	do˨˩˦ɣɛŋ˧˨
đổ gục	do˨˩˦ɣuk͡p˨˩˨
đổ hào quang	do˨˩˦haw˧˨waŋ˧˧
đổ hồi	do˨˩˦hoj˧˨
đổ khuôn	do˨˩˦xuəŋ˧˧
đổ lên đầu	do˨˩˦len˧˧dɤ̆w˧˨
đổ lại	do˨˩˦laj˨˩˨
đổ lỗi	do˨˩˦loj˨˩˦
đổ lộn	do˨˩˦loŋ͡m˨˩˨
đổ lời	do˨˩˦lɤj˧˨
đổ máu	do˨˩˦măw˦˥
đổ mưa	do˨˩˦mɯə˧˧
đổ mồ hôi	do˨˩˦mo˧˨hoj˧˧
đổ mồ hôi hột	do˨˩˦mo˧˨hoj˧˧hok͡p˨˩˨
đổ mồ hôi sôi nước	do˨˩˦mo˧˨hoj˧˧ʂoj˧˧nɯək˦˥
đổ mồ hôi sôi nước mắt	do˨˩˦mo˧˨hoj˧˧ʂoj˧˧nɯək˦˥măk˦˥
đổ ngã	do˨˩˦ŋa˨˩˦
đổ ngờ	do˨˩˦ŋɤ˧˨
đổ nhào	do˨˩˦ɲaw˧˨
đổ nhớt cho nheo	do˨˩˦ɲɤk˦˥cɔ˧˧ɲeo˧˧
đổ nát	do˨˩˦nat˦˥
đổ oan	do˨˩˦waŋ˧˧
đổ quanh	do˨˩˦wan˧˧
đổ quán xiêu đình	do˨˩˦waŋ˦˥siəw˧˧din˧˨
đổ quạu	do˨˩˦wăw˨˩˨
đổ ra sông ra biển	do˨˩˦ʐa˧˧ʂoŋ͡m˧˧ʐa˧˧biəŋ˨˩˦
đổ riệt	do˨˩˦ʐiək˨˩˨
đổ rụi	do˨˩˦ʐuj˨˩˨
đổ thóc giống ra mà ăn	do˨˩˦tʰɔk͡p˦˥joŋ͡m˦˥ʐa˧˧ma˧˨ăŋ˧˧
đổ thùng	do˨˩˦tʰuŋ͡m˧˨
đổ thừa	do˨˩˦tʰɯə˧˨
đổ tại	do˨˩˦taj˨˩˨
đổ tội	do˨˩˦toj˨˩˨
đổ vãi	do˨˩˦jaj˨˩˦
đổ vạ	do˨˩˦ja˨˩˨
đổ vấy	do˨˩˦jɤ̆j˦˥
đổ vấy đổ vá	do˨˩˦jɤ̆j˦˥do˨˩˦ja˦˥
đổ vỡ	do˨˩˦jɤ˨˩˦
đổ xuống sông xuống biển	do˨˩˦suəŋ˦˥ʂoŋ͡m˧˧suəŋ˦˥biəŋ˨˩˦
đổ xô	do˨˩˦so˧˧
đổ đi	do˨˩˦di˧˧
đổ điêu	do˨˩˦diəw˧˧
đổ đom đóm	do˨˩˦dɔm˧˧dɔm˦˥
đổ đó	do˨˩˦dɔ˦˥
đổ đầu	do˨˩˦dɤ̆w˧˨
đổ đầy	do˨˩˦dɤ̆j˧˨
đổ đốn	do˨˩˦doŋ͡m˦˥
đổ đống	do˨˩˦doŋ͡m˦˥
đổ đồng	do˨˩˦doŋ͡m˧˨
đổ đồng quang	do˨˩˦doŋ͡m˧˨waŋ˧˧
đổ ải	do˨˩˦aj˨˩˦
đổi	doj˨˩˦
đổi bát mồ hôi lấy bát cơm	doj˨˩˦bat˦˥mo˧˨hoj˧˧lɤ̆j˦˥bat˦˥kɤm˧˧
đổi chiều	doj˨˩˦ciəw˧˨
đổi chác	doj˨˩˦cak˦˥
đổi công	doj˨˩˦koŋ͡m˧˧
đổi dòng	doj˨˩˦jɔŋ͡m˧˨
đổi dạ	doj˨˩˦ja˨˩˨
đổi dời	doj˨˩˦jɤj˧˨
đổi giận làm lành	doj˨˩˦jɤ̆ŋ˨˩˨lam˧˨lan˧˨
đổi giọng	doj˨˩˦jɔŋ͡m˨˩˨
đổi hướng	doj˨˩˦hɯəŋ˦˥
đổi khác	doj˨˩˦xak˦˥
đổi lấy	doj˨˩˦lɤ̆j˦˥
đổi lẫn	doj˨˩˦lɤ̆ŋ˨˩˦
đổi lốt	doj˨˩˦lok͡p˦˥
đổi mới	doj˨˩˦mɤj˦˥
đổi ngôi	doj˨˩˦ŋoj˧˧
đổi ngựa giữa đàng	doj˨˩˦ŋɯə˨˩˨jɯə˨˩˦daŋ˧˨
đổi phiên	doj˨˩˦fiəŋ˧˧
đổi thay	doj˨˩˦tʰăj˧˧
đổi thịt thay da	doj˨˩˦tʰit˨˩˨tʰăj˧˧ja˧˧
đổi tiền	doj˨˩˦tiəŋ˧˨
đổi trao	doj˨˩˦ʈaw˧˧
đổi trắng thay đen	doj˨˩˦ʈăŋ˦˥tʰăj˧˧dɛŋ˧˧
đổi tuyển	doj˨˩˦twiəŋ˨˩˦
đổi vai	doj˨˩˦jaj˧˧
đổi ý	doj˨˩˦i˦˥
đổi điện	doj˨˩˦diəŋ˨˩˨
đổi đời	doj˨˩˦dɤj˧˨
đổng	doŋ͡m˨˩˦
đổng lí	doŋ͡m˨˩˦li˦˥
đổng nhung	doŋ͡m˨˩˦ɲuŋ͡m˧˧
đỗ	do˨˩˦
đỗ cô-ve	do˨˩˦ko˧˧-jɛ˧˧
đỗ nành	do˨˩˦nan˧˨
đỗ quyên	do˨˩˦wiɛŋ˧˧
đỗ trọng	do˨˩˦ʈɔŋ͡m˨˩˨
đỗ trọng nam	do˨˩˦ʈɔŋ͡m˨˩˨nam˧˧
đỗ tương	do˨˩˦tɯəŋ˧˧
đỗ ván	do˨˩˦jaŋ˦˥
đỗ vũ	do˨˩˦ju˨˩˦
đỗ xanh	do˨˩˦san˧˧
đỗ đen	do˨˩˦dɛŋ˧˧
đỗ đạt	do˨˩˦dat˨˩˨
đỗi	doj˨˩˦
độ	do˨˩˨
"độ ""không"" tuyệt đối"	do˨˩˨xoŋ͡m˧˧twiək˨˩˨doj˦˥
độ cao	do˨˩˨kaw˧˧
độ chuẩn	do˨˩˨cwɤ̆ŋ˨˩˦
độ chín	do˨˩˨cin˦˥
độ chính xác	do˨˩˨cin˦˥sak˦˥
độ chừng	do˨˩˨cɯŋ˧˨
độ dài	do˨˩˨jaj˧˨
độ dẫn điện	do˨˩˨jɤ̆ŋ˨˩˦diəŋ˨˩˨
độ dốc	do˨˩˨jok͡p˦˥
độ hồn	do˨˩˨hoŋ͡m˧˨
độ ken-vin	do˨˩˨kɛŋ˧˧-jin˧˧
độ không	do˨˩˨xoŋ͡m˧˧
độ khẩu	do˨˩˨xɤ̆w˨˩˦
độ kinh	do˨˩˨kin˧˧
độ kiềm	do˨˩˨kim˧˨
độ lượng	do˨˩˨lɯəŋ˨˩˨
độ lệch	do˨˩˨let˨˩˨
độ lệch pha	do˨˩˨let˨˩˨fa˧˧
độ mặn	do˨˩˨măŋ˨˩˨
độ nhạy	do˨˩˨ɲăj˨˩˨
độ nhật	do˨˩˨ɲɤ̆k˨˩˨
độ nhớt	do˨˩˨ɲɤk˦˥
độ nào	do˨˩˨naw˧˨
độ này	do˨˩˨năj˧˨
độ nét	do˨˩˨nɛt˦˥
độ nọ	do˨˩˨nɔ˨˩˨
độ phì	do˨˩˨fi˧˨
độ phóng xạ	do˨˩˨fɔŋ͡m˦˥sa˨˩˨
độ sinh	do˨˩˨ʂin˧˧
độ tan	do˨˩˨taŋ˧˧
độ thân	do˨˩˨tʰɤ̆ŋ˧˧
độ thế	do˨˩˨tʰe˦˥
độ tin cậy	do˨˩˨tin˧˧kɤ̆j˨˩˨
độ trì	do˨˩˨ʈi˧˨
độ trước	do˨˩˨ʈɯək˦˥
độ tuổi lao động	do˨˩˨tuəj˨˩˦law˧˧doŋ͡m˨˩˨
độ tụ	do˨˩˨tu˨˩˨
độ vong	do˨˩˨jɔŋ͡m˧˧
độ võng	do˨˩˨jɔŋ͡m˨˩˦
độ vĩ	do˨˩˨ji˨˩˦
độ xen-xi-út	do˨˩˨sɛŋ˧˧-si˧˧-uk͡p˦˥
độ điện li	do˨˩˨diəŋ˨˩˨li˧˧
độ đường	do˨˩˨dɯəŋ˧˨
độ đậm	do˨˩˨dɤ̆m˨˩˨
độ đặc	do˨˩˨dăk˨˩˨
độ đặm	do˨˩˨dăm˨˩˨
độ độc	do˨˩˨dok͡p˨˩˨
độ ẩm	do˨˩˨ɤ̆m˨˩˦
độ ẩm không khí	do˨˩˨ɤ̆m˨˩˦xoŋ͡m˧˧xi˦˥
độc	dok͡p˨˩˨
độc bình	dok͡p˨˩˨bin˧˨
độc bạch	dok͡p˨˩˨bat˨˩˨
độc bản	dok͡p˨˩˨baŋ˨˩˦
độc ca	dok͡p˨˩˨ka˧˧
độc canh	dok͡p˨˩˨kan˧˧
độc chiêu	dok͡p˨˩˨ciəw˧˧
độc chiếm	dok͡p˨˩˨cim˦˥
độc chuyên	dok͡p˨˩˨cwiəŋ˧˧
độc chúc	dok͡p˨˩˨cuk͡p˦˥
độc chất	dok͡p˨˩˨cɤ̆k˦˥
độc chất học	dok͡p˨˩˨cɤ̆k˦˥hɔk͡p˨˩˨
độc cước	dok͡p˨˩˨kɯək˦˥
độc cần	dok͡p˨˩˨kɤ̆ŋ˧˨
độc diễn	dok͡p˨˩˨jiəŋ˨˩˦
độc dược	dok͡p˨˩˨jɯək˨˩˨
độc dạ	dok͡p˨˩˨ja˨˩˨
độc dữ	dok͡p˨˩˨jɯ˨˩˦
độc giả	dok͡p˨˩˨ja˨˩˦
độc huyền	dok͡p˨˩˨hwiəŋ˧˨
độc hại	dok͡p˨˩˨haj˨˩˨
độc hại nghề nghiệp	dok͡p˨˩˨haj˨˩˨ŋe˧˨ŋip˨˩˨
độc khí	dok͡p˨˩˨xi˦˥
độc kế	dok͡p˨˩˨ke˦˥
độc lập	dok͡p˨˩˨lɤ̆p˨˩˨
độc lực	dok͡p˨˩˨lɯk˨˩˨
độc miệng	dok͡p˨˩˨miəŋ˨˩˨
độc mồm độc miệng	dok͡p˨˩˨mom˧˨dok͡p˨˩˨miəŋ˨˩˨
độc mộc	dok͡p˨˩˨mok͡p˨˩˨
độc nhãn	dok͡p˨˩˨ɲaŋ˨˩˦
độc nhất	dok͡p˨˩˨ɲɤ̆k˦˥
độc nhất vô nhị	dok͡p˨˩˨ɲɤ̆k˦˥jo˧˧ɲi˨˩˨
độc quyền	dok͡p˨˩˨wiɛŋ˧˨
độc quyền hoá	dok͡p˨˩˨wiɛŋ˧˨hwa˦˥
độc thoại	dok͡p˨˩˨tʰwaj˨˩˨
độc thoại nội tâm	dok͡p˨˩˨tʰwaj˨˩˨noj˨˩˨tɤ̆m˧˧
độc thân	dok͡p˨˩˨tʰɤ̆ŋ˧˧
độc thần	dok͡p˨˩˨tʰɤ̆ŋ˧˨
độc thần giáo	dok͡p˨˩˨tʰɤ̆ŋ˧˨jaw˦˥
độc thần luận	dok͡p˨˩˨tʰɤ̆ŋ˧˨lwɤ̆ŋ˨˩˨
độc thụ	dok͡p˨˩˨tʰu˨˩˨
độc thủ	dok͡p˨˩˨tʰu˨˩˦
độc trời	dok͡p˨˩˨ʈɤj˧˨
độc trụ	dok͡p˨˩˨ʈu˨˩˨
độc tài	dok͡p˨˩˨taj˧˨
độc tính	dok͡p˨˩˨tin˦˥
độc tôn	dok͡p˨˩˨toŋ͡m˧˧
độc tấu	dok͡p˨˩˨tɤ̆w˦˥
độc tố	dok͡p˨˩˨to˦˥
độc vận	dok͡p˨˩˨jɤ̆ŋ˨˩˨
độc xướng	dok͡p˨˩˨sɯəŋ˦˥
độc xộc vào miệng	dok͡p˨˩˨sok͡p˨˩˨jaw˧˨miəŋ˨˩˨
độc ác	dok͡p˨˩˨ak˦˥
độc âm	dok͡p˨˩˨ɤ̆m˧˧
độc đinh	dok͡p˨˩˨din˧˧
độc điệu	dok͡p˨˩˨diəw˨˩˨
độc đoán	dok͡p˨˩˨dwaŋ˦˥
độc đáo	dok͡p˨˩˨daw˦˥
độc đạo	dok͡p˨˩˨daw˨˩˨
độc đắc	dok͡p˨˩˨dăk˦˥
độc địa	dok͡p˨˩˨diə˨˩˨
độc ẩm	dok͡p˨˩˨ɤ̆m˨˩˦
đội	doj˨˩˨
đội bóng	doj˨˩˨bɔŋ͡m˦˥
đội bảng	doj˨˩˨baŋ˨˩˦
đội cầu	doj˨˩˨kɤ̆w˧˨
đội cận vệ	doj˨˩˨kɤ̆ŋ˨˩˨je˨˩˨
đội giá	doj˨˩˨ja˦˥
đội giời	doj˨˩˨jɤj˧˨
đội hình	doj˨˩˨hin˧˨
đội hợp xướng	doj˨˩˨hɤp˨˩˨sɯəŋ˦˥
đội kèn	doj˨˩˨kɛŋ˧˨
đội lốt	doj˨˩˨lok͡p˦˥
đội lốt hươu lấy sữa	doj˨˩˨lok͡p˦˥hɯəw˧˧lɤ̆j˦˥ʂɯə˨˩˦
đội mâm	doj˨˩˨mɤ̆m˧˧
đội ngũ	doj˨˩˨ŋu˨˩˦
đội phó	doj˨˩˨fɔ˦˥
đội quân	doj˨˩˨wɤ̆ŋ˧˧
đội quân ngầm	doj˨˩˨wɤ̆ŋ˧˧ŋɤ̆m˧˨
đội quân nhạc	doj˨˩˨wɤ̆ŋ˧˧ɲak˨˩˨
đội quân thứ năm	doj˨˩˨wɤ̆ŋ˧˧tʰɯ˦˥năm˧˧
đội sếp	doj˨˩˨ʂep˦˥
đội sổ	doj˨˩˨ʂo˨˩˦
đội trưởng	doj˨˩˨ʈɯəŋ˨˩˦
đội trời	doj˨˩˨ʈɤj˧˨
đội trời đạp đất	doj˨˩˨ʈɤj˧˨dap˨˩˨dɤ̆k˦˥
đội tuyển	doj˨˩˨twiəŋ˨˩˦
đội tuồng	doj˨˩˨tuəŋ˧˨
đội viên	doj˨˩˨jiəŋ˧˧
đội xếp	doj˨˩˨sep˦˥
đội đá vá trời	doj˨˩˨da˦˥ja˦˥ʈɤj˧˨
đội đèn	doj˨˩˨dɛŋ˧˨
đội đơn	doj˨˩˨dɤŋ˧˧
đội ơn	doj˨˩˨ɤŋ˧˧
độn	doŋ͡m˨˩˨
độn thuỷ	doŋ͡m˨˩˨tʰwi˨˩˦
độn thổ	doŋ͡m˨˩˨tʰo˨˩˦
độn thủy	doŋ͡m˨˩˨tʰuj˨˩˦
độn tóc	doŋ͡m˨˩˨tɔk͡p˦˥
độn vai	doŋ͡m˨˩˨jaj˧˧
độn địa	doŋ͡m˨˩˨diə˨˩˨
động	doŋ͡m˨˩˨
động binh	doŋ͡m˨˩˨bin˧˧
động biển	doŋ͡m˨˩˨biəŋ˨˩˦
động bào tử	doŋ͡m˨˩˨baw˧˨tɯ˨˩˦
động bào tử nang	doŋ͡m˨˩˨baw˧˨tɯ˨˩˦naŋ˧˧
động chạm	doŋ͡m˨˩˨cam˨˩˨
động cơ	doŋ͡m˨˩˨kɤ˧˧
động cơ nhiệt	doŋ͡m˨˩˨kɤ˧˧ɲiək˨˩˨
động cơ phản lực	doŋ͡m˨˩˨kɤ˧˧faŋ˨˩˦lɯk˨˩˨
động cơ vĩnh cửu	doŋ͡m˨˩˨kɤ˧˧jin˨˩˦kɯw˨˩˦
động cơ điện	doŋ͡m˨˩˨kɤ˧˧diəŋ˨˩˨
động cơ đốt ngoài	doŋ͡m˨˩˨kɤ˧˧dok͡p˦˥ŋwaj˧˨
động cơ đốt trong	doŋ͡m˨˩˨kɤ˧˧dok͡p˦˥ʈɔŋ͡m˧˧
động cấn	doŋ͡m˨˩˨kɤ̆ŋ˦˥
động cỡn	doŋ͡m˨˩˨kɤŋ˨˩˦
động danh từ	doŋ͡m˨˩˨jan˧˧tɯ˧˨
động dao	doŋ͡m˨˩˨jaw˧˧
động dung	doŋ͡m˨˩˨juŋ͡m˧˧
động dại	doŋ͡m˨˩˨jaj˨˩˨
động dạng	doŋ͡m˨˩˨jaŋ˨˩˨
động dục	doŋ͡m˨˩˨juk͡p˨˩˨
động dụng	doŋ͡m˨˩˨juŋ͡m˨˩˨
động hình	doŋ͡m˨˩˨hin˧˨
động hóa học	doŋ͡m˨˩˨hwa˦˥hɔk͡p˨˩˨
động học	doŋ͡m˨˩˨hɔk͡p˨˩˨
động hớn	doŋ͡m˨˩˨hɤŋ˦˥
động kinh	doŋ͡m˨˩˨kin˧˧
động lòng	doŋ͡m˨˩˨lɔŋ͡m˧˨
động lượng	doŋ͡m˨˩˨lɯəŋ˨˩˨
động lực	doŋ͡m˨˩˨lɯk˨˩˨
động lực học	doŋ͡m˨˩˨lɯk˨˩˨hɔk͡p˨˩˨
động mạch	doŋ͡m˨˩˨mat˨˩˨
động mạch chủ	doŋ͡m˨˩˨mat˨˩˨cu˨˩˦
động mạch cảnh	doŋ͡m˨˩˨mat˨˩˨kan˨˩˦
động mạch vành	doŋ͡m˨˩˨mat˨˩˨jan˧˨
động mả	doŋ͡m˨˩˨ma˨˩˦
động mồ động mả	doŋ͡m˨˩˨mo˧˨doŋ͡m˨˩˨ma˨˩˦
động ngữ	doŋ͡m˨˩˨ŋɯ˨˩˦
động não	doŋ͡m˨˩˨naw˨˩˦
động năng	doŋ͡m˨˩˨năŋ˧˧
động phòng	doŋ͡m˨˩˨fɔŋ͡m˧˨
động phòng hoa chúc	doŋ͡m˨˩˨fɔŋ͡m˧˨hwa˧˧cuk͡p˦˥
động rồ	doŋ͡m˨˩˨ʐo˧˨
động rừng	doŋ͡m˨˩˨ʐɯŋ˧˨
động sản	doŋ͡m˨˩˨ʂaŋ˨˩˦
động thai	doŋ͡m˨˩˨tʰaj˧˧
động thái	doŋ͡m˨˩˨tʰaj˦˥
động thổ	doŋ͡m˨˩˨tʰo˨˩˦
động thổ mộc	doŋ͡m˨˩˨tʰo˨˩˦mok͡p˨˩˨
động tiên	doŋ͡m˨˩˨tiəŋ˧˧
động toả nguyên phong	doŋ͡m˨˩˨twa˨˩˦ŋwiəŋ˧˧fɔŋ͡m˧˧
động trời	doŋ͡m˨˩˨ʈɤj˧˨
động tác	doŋ͡m˨˩˨tak˦˥
động tác giả	doŋ͡m˨˩˨tak˦˥ja˨˩˦
động tâm	doŋ͡m˨˩˨tɤ̆m˧˧
động tình	doŋ͡m˨˩˨tin˧˨
động tính từ	doŋ͡m˨˩˨tin˦˥tɯ˧˨
động tĩnh	doŋ͡m˨˩˨tin˨˩˦
động từ	doŋ͡m˨˩˨tɯ˧˨
động từ ngoại động	doŋ͡m˨˩˨tɯ˧˨ŋwaj˨˩˨doŋ͡m˨˩˨
động từ nội động	doŋ͡m˨˩˨tɯ˧˨noj˨˩˨doŋ͡m˨˩˨
động tử	doŋ͡m˨˩˨tɯ˨˩˦
động viên	doŋ͡m˨˩˨jiəŋ˧˧
động vật	doŋ͡m˨˩˨jɤ̆k˨˩˨
động vật chí	doŋ͡m˨˩˨jɤ̆k˨˩˨ci˦˥
động vật có vú	doŋ͡m˨˩˨jɤ̆k˨˩˨kɔ˦˥ju˦˥
động vật có xương sống	doŋ͡m˨˩˨jɤ̆k˨˩˨kɔ˦˥sɯəŋ˧˧ʂoŋ͡m˦˥
động vật học	doŋ͡m˨˩˨jɤ̆k˨˩˨hɔk͡p˨˩˨
động vật không xương sống	doŋ͡m˨˩˨jɤ̆k˨˩˨xoŋ͡m˧˧sɯəŋ˧˧ʂoŋ͡m˦˥
động vật nguyên sinh	doŋ͡m˨˩˨jɤ̆k˨˩˨ŋwiəŋ˧˧ʂin˧˧
động điên	doŋ͡m˨˩˨diəŋ˧˧
động điện	doŋ͡m˨˩˨diəŋ˨˩˨
động đào	doŋ͡m˨˩˨daw˧˨
động đĩ	doŋ͡m˨˩˨di˨˩˦
động đất	doŋ͡m˨˩˨dɤ̆k˦˥
động đất động cát	doŋ͡m˨˩˨dɤ̆k˦˥doŋ͡m˨˩˨kat˦˥
động đậy	doŋ͡m˨˩˨dɤ̆j˨˩˨
động địa kinh thiên	doŋ͡m˨˩˨diə˨˩˨kin˧˧tʰiəŋ˧˧
động đực	doŋ͡m˨˩˨dɯk˨˩˨
độp	dop˨˩˨
độp một cái	dop˨˩˨mok͡p˨˩˨kaj˦˥
đột	dok͡p˨˩˨
đột biến	dok͡p˨˩˨biəŋ˦˥
đột khởi	dok͡p˨˩˨xɤj˨˩˦
đột kích	dok͡p˨˩˨kit˦˥
đột ngột	dok͡p˨˩˨ŋok͡p˨˩˨
đột nhiên	dok͡p˨˩˨ɲiəŋ˧˧
đột nhập	dok͡p˨˩˨ɲɤ̆p˨˩˨
đột phá	dok͡p˨˩˨fa˦˥
đột phá khẩu	dok͡p˨˩˨fa˦˥xɤ̆w˨˩˦
đột phát	dok͡p˨˩˨fat˦˥
đột quỵ	dok͡p˨˩˨wi˨˩˨
đột qụy	dok͡p˨˩˨wi˨˩˨
đột rập	dok͡p˨˩˨ʐɤ̆p˨˩˨
đột trận	dok͡p˨˩˨ʈɤ̆ŋ˨˩˨
đột tử	dok͡p˨˩˨tɯ˨˩˦
đột xuất	dok͡p˨˩˨swɤ̆k˦˥
đớ	dɤ˦˥
đớ họng	dɤ˦˥hɔŋ͡m˨˩˨
đớ lưỡi	dɤ˦˥lɯəj˨˩˦
đới	dɤj˦˥
đới cầu	dɤj˦˥kɤ̆w˧˨
đới nguyệt	dɤj˦˥ŋwiək˨˩˨
