a	ɒ
rétje	reːcːɛ
rétoromán	reːtoromaːn
rév	reːv
révai	reːvɒji
révbe	reːvbɛ
révek	reːvɛk
réven	reːvɛn
révátkelés	reːvaːtkɛleːʃ
révén	reːveːn
révész	reːveːs
révészek	reːveːsɛk
réz	reːz
rézbe	reːzbɛ
rézben	reːzbɛn
rézből	reːzbøːl
rézen	reːzɛn
rézhez	reːshɛz
rézig	reːziɡ
rézként	reːskeːnt
réznek	reːznɛk
réznél	reːzneːl
rézre	reːzrɛ
rézről	reːzrøːl
réztől	reːstøːl
rézzel	reːzːɛl
rézzé	reːzːeː
rézért	reːzeːrt
rí	riː
rím	riːm
rímek	riːmɛk
rímel	riːmɛl
rítus	riːtuʃ
rítusok	riːtuʃok
ró	roː
róbert	roːbɛrt
ród	roːd
ródd	roːdː
ródium	roːdijum
ródli	roːdli
ródlidomb	roːdlidomb
ródlik	roːdlik
róhat	roːɦɒt
róid	roːjid
rój	roːj
róka	roːkɒ
rókák	roːkaːk
róla	roːlɒ
rólad	roːlɒd
rólam	roːlɒm
rólatok	roːlɒtok
róluk	roːluk
rólunk	roːluŋk
róma	roːmɒ
római	roːmɒji
rómeó	roːmɛoː
rómába	roːmaːbɒ
rómában	roːmaːbɒn
rómán	roːmaːn
rón	roːn
róna	roːnɒ
róni	roːni
rónán	roːnaːn
rósz	roːs
rót	roːt
róttak	roːtːɒk
róttam	roːtːɒm
róttatok	roːtːɒtok
róttuk	roːtːuk
róttunk	roːtːuŋk
rótták	roːtːaːk
róttál	roːtːaːl
róttátok	roːtːaːtok
rózsa	roːʒɒ
rózsaablak	roːʒɒɒblɒk
rózsaablaka	roːʒɒɒblɒkɒ
rózsaablakai	roːʒɒɒblɒkɒji
rózsaablakaid	roːʒɒɒblɒkɒjid
rózsaablakaik	roːʒɒɒblɒkɒjik
rózsaablakaim	roːʒɒɒblɒkɒjim
rózsaablakaink	roːʒɒɒblɒkɒjiŋk
rózsaablakaitok	roːʒɒɒblɒkɒjitok
rózsaablakod	roːʒɒɒblɒkod
rózsaablakok	roːʒɒɒblɒkok
rózsaablakom	roːʒɒɒblɒkom
rózsaablakot	roːʒɒɒblɒkot
rózsaablakotok	roːʒɒɒblɒkotok
rózsaablakuk	roːʒɒɒblɒkuk
rózsaablakunk	roːʒɒɒblɒkuŋk
rózsafüzér	roːʒɒfyzeːr
rózsafüzérek	roːʒɒfyzeːrɛk
rózsaolaj	roːʒɒolɒj
rózsaszín	roːʒɒsiːn
rózsaszínű	roːʒɒsiːnyː
rózsaszínűek	roːʒɒsiːnyːɛk
rózsatermesztés	roːʒɒtɛrmɛsteːʃ
rózsák	roːʒaːk
rózsás	roːʒaːʃ
rózsásabb	roːʒaːʃɒbː
rózsát	roːʒaːt
röf	røf
röffen	røfːɛn
röffent	røfːɛnt
röfög	røføɡ
röfögtök	røføktøk
rög	røɡ
rögtön	røktøn
rögtönzés	røktønzeːʃ
rögtönzések	røktønzeːʃɛk
rögtönöz	røktønøz
rögzít	røɡziːt
rögzíteni	røɡziːtɛni
rögzítő	røɡziːtøː
rögök	røɡøk
rögös	røɡøʃ
röhög	røhøɡ
röntgen	røŋɡɛn
röntgenek	røŋɡɛnɛk
röntgenfelvétel	røŋɡɛɱfɛlveːtɛl
röntgenfelvételek	røŋɡɛɱfɛlveːtɛlɛk
röntgénium	røndɡeːnijum
röpköd	røpkød
röplabda	røplɒbdɒ
röplabdacsapat	røplɒbdɒt͡ʃɒpɒt
röplabdacsapatok	røplɒbdɒt͡ʃɒpɒtok
röpül	røpyl
rövid	røvid
rövidcsőrű	røvitt͡ʃøːryː
rövidebb	røvidɛbː
rövidebben	røvidɛbːɛn
röviden	røvidɛn
rövidesen	røvidɛʃɛn
rövidlátás	røvidlaːtaːʃ
rövidnadrág	røvidnɒdraːɡ
rövidzár	røvid͡zaːr
rövidáru	røvidaːru
rövidít	røvidiːt
rövidített	røvidiːtɛtː
rövidítettebb	røvidiːtɛtːɛbː
rövidítés	røvidiːteːʃ
rövidítések	røvidiːteːʃɛk
rövidül	røvidyl
rúd	ruːd
rúdugrás	ruːduɡraːʃ
rúg	ruːɡ
rúgj	ruːɡʝ
rúgsz	ruːks
rúgás	ruːɡaːʃ
rúgások	ruːɡaːʃok
rúpia	ruːpijɒ
rút	ruːt
rúzs	ruːʒ
rúzsok	ruːʒok
rücske	ryt͡ʃkɛ
rügy	ryɟ
rüh	ry
rüh	ryx
rüh	ryɦ
rühbe	rybɛ
rühbe	ryxbɛ
rühben	rybɛn
rühben	ryxbɛn
rühből	rybøːl
rühből	ryxbøːl
rühell	ryɦɛlː
rühellsz	ryɦɛls
rühhel	ryxːɛl
rühhé	ryxːeː
rühhöz	ryxːøz
rühhöz	ryɦøz
rühig	ryɦiɡ
rühként	rykeːnt
rühként	ryxkeːnt
rühnek	rynɛk
rühnek	ryxnɛk
rühnél	ryneːl
rühnél	ryxneːl
rühre	ryrɛ
rühre	ryxrɛ
rühről	ryrøːl
rühről	ryxrøːl
rühtől	rytøːl
rühtől	ryxtøːl
rühvel	ryvɛl
rühvé	ryveː
rühért	ryɦeːrt
rühök	ryɦøk
rühön	ryɦøn
rühöt	ryɦøt
rőzse	røːʒɛ
rőzsék	røːʒeːk
s	ɛʃː
s	ʃ
sablon	ʃɒblon
sablonja	ʃɒbloɲːɒ
sablonjai	ʃɒbloɲːɒji
sablonjaid	ʃɒbloɲːɒjid
sablonjaik	ʃɒbloɲːɒjik
sablonjaim	ʃɒbloɲːɒjim
sablonjaink	ʃɒbloɲːɒjiŋk
sablonjaitok	ʃɒbloɲːɒjitok
sablonjuk	ʃɒbloɲːuk
sablonod	ʃɒblonod
sablonok	ʃɒblonok
sablonokon	ʃɒblonokon
sablonokra	ʃɒblonokrɒ
sablonom	ʃɒblonom
sablonon	ʃɒblonon
sablonotok	ʃɒblonotok
sablonra	ʃɒblonrɒ
sablonunk	ʃɒblonuŋk
sah	ʃɒx
sahhal	ʃɒxːɒl
sahhá	ʃɒxːaː
sajka	ʃɒjkɒ
sajkacsont	ʃɒjkɒt͡ʃont
sajkacsontok	ʃɒjkɒt͡ʃontok
sajkák	ʃɒjkaːk
sajna	ʃɒjnɒ
sajnos	ʃɒjnoʃ
sajnál	ʃɒjnaːl
sajnálat	ʃɒjnaːlɒt
sajnálatok	ʃɒjnaːlɒtok
sajnálatos	ʃɒjnaːlɒtoʃ
sajnálattal	ʃɒjnaːlɒtːɒl
sajnálj	ʃɒjnaːjː
sajnálja	ʃɒjnaːjːɒ
sajnáljuk	ʃɒjnaːjːuk
sajnálják	ʃɒjnaːjːaːk
sajnáljátok	ʃɒjnaːjːaːtok
sajnálod	ʃɒjnaːlod
sajnálom	ʃɒjnaːlom
sajt	ʃɒjt
sajtburger	ʃɒjdburɡɛr
sajtburgerek	ʃɒjdburɡɛrɛk
sajtkukac	ʃɒjtkukɒt͡s
sajtok	ʃɒjtok
sajtot	ʃɒjtot
sajttorta	ʃɒjtortɒ
sajttortához	ʃɒjtortaːɦoz
sajtó	ʃɒjtoː
sajtóban	ʃɒjtoːbɒn
sajtófotó	ʃɒjtoːfotoː
sajtók	ʃɒjtoːk
sajtómágnás	ʃɒjtoːmaːɡnaːʃ
sajtómágnások	ʃɒjtoːmaːɡnaːʃok
sajtószabadság	ʃɒjtoːsɒbɒt͡ʃːaːɡ
sajtót	ʃɒjtoːt
sajtótájékoztató	ʃɒjtoːtaːjeːkostɒtoː
sajtótájékoztatója	ʃɒjtoːtaːjeːkostɒtoːjɒ
sajtótájékoztatóján	ʃɒjtoːtaːjeːkostɒtoːjaːn
sajtótájékoztatók	ʃɒjtoːtaːjeːkostɒtoːk
sajtótájékoztatókon	ʃɒjtoːtaːjeːkostɒtoːkon
sajtótájékoztatón	ʃɒjtoːtaːjeːkostɒtoːn
sajtótól	ʃɒjtoːtoːl
saját	ʃɒjaːt
sajátba	ʃɒjaːdbɒ
sajátban	ʃɒjaːdbɒn
sajátból	ʃɒjaːdboːl
sajáthoz	ʃɒjaːthoz
sajátig	ʃɒjaːtiɡ
sajátként	ʃɒjaːtkeːnt
sajátnak	ʃɒjaːtnɒk
sajátnál	ʃɒjaːtnaːl
sajátok	ʃɒjaːtok
sajátokat	ʃɒjaːtokɒt
sajátokba	ʃɒjaːtoɡbɒ
sajátokban	ʃɒjaːtoɡbɒn
sajátokból	ʃɒjaːtoɡboːl
sajátokhoz	ʃɒjaːtokhoz
sajátokig	ʃɒjaːtokiɡ
sajátokkal	ʃɒjaːtokːɒl
sajátokká	ʃɒjaːtokːaː
sajátokként	ʃɒjaːtokːeːnt
sajátoknak	ʃɒjaːtoknɒk
sajátoknál	ʃɒjaːtoknaːl
sajátokon	ʃɒjaːtokon
sajátokra	ʃɒjaːtokrɒ
sajátokról	ʃɒjaːtokroːl
sajátoktól	ʃɒjaːtoktoːl
sajátokért	ʃɒjaːtokeːrt
sajáton	ʃɒjaːton
sajátos	ʃɒjaːtoʃ
sajátosabb	ʃɒjaːtoʃɒbː
sajátosság	ʃɒjaːtoʃːaːɡ
sajátossága	ʃɒjaːtoʃːaːɡɒ
sajátosságai	ʃɒjaːtoʃːaːɡɒji
sajátosságok	ʃɒjaːtoʃːaːɡok
sajátot	ʃɒjaːtot
sajátra	ʃɒjaːtrɒ
sajátról	ʃɒjaːtroːl
sajátság	ʃɒjaːt͡ʃːaːɡ
sajáttal	ʃɒjaːtːɒl
sajáttá	ʃɒjaːtːaː
sajáttól	ʃɒjaːtːoːl
sajátért	ʃɒjaːteːrt
sakk	ʃɒkː
sakkbajnokság	ʃɒɡbɒjnokʃaːɡ
sakkbajnokságok	ʃɒɡbɒjnokʃaːɡok
sakkbábu	ʃɒɡbaːbu
sakkbábuk	ʃɒɡbaːbuk
sakkfigura	ʃɒkfiɡurɒ
sakkfigurák	ʃɒkfiɡuraːk
sakkjátszma	ʃɒkjaːt͡smɒ
sakkjáték	ʃɒkjaːteːk
sakkjátékos	ʃɒkjaːteːkoʃ
sakkjátékosok	ʃɒkjaːteːkoʃok
sakkmester	ʃɒkmɛʃtɛr
sakkmesterek	ʃɒkmɛʃtɛrɛk
sakkok	ʃɒkːok
sakktábla	ʃɒktaːblɒ
sakktáblák	ʃɒktaːblaːk
sakál	ʃɒkaːl
sakálok	ʃɒkaːlok
salamon	ʃɒlɒmon
salavári	ʃɒlɒvaːri
salgótarján	ʃɒlɡoːtɒrjaːn
saller	ʃɒlːɛr
salvador	sɒlvɒdor
saláta	ʃɒlaːtɒ
salátaboglárka	ʃɒlaːtɒboɡlaːrkɒ
salátaboglárkák	ʃɒlaːtɒboɡlaːrkaːk
salátaöntet	ʃɒlaːtɒøntɛt
saláták	ʃɒlaːtaːk
samesz	ʃɒmɛs
sameszok	ʃɒmɛsok
sampinyon	ʃɒmpiɲon
sampon	ʃɒmpon
samponok	ʃɒmponok
samponoz	ʃɒmponoz
samu	ʃɒmu
sanghaj	ʃɒŋkhɒj
sanyi	ʃɒɲi
sanzon	ʃɒnzon
sapka	ʃɒpkɒ
sapkák	ʃɒpkaːk
sara	ʃɒrɒ
sarad	ʃɒrɒd
sarak	ʃɒrɒk
saram	ʃɒrɒm
sarat	ʃɒrɒt
saratok	ʃɒrɒtok
sarc	ʃɒrt͡s
sarj	ʃɒrʝ
sarja	ʃɒrjɒ
sarjad	ʃɒrjɒd
sarjaddz	ʃɒrjɒd͡zː
sarjak	ʃɒrjɒk
sarjat	ʃɒrjɒt
sark	ʃɒrk
sarka	ʃɒrkɒ
sarkad	ʃɒrkɒd
sarkallt	ʃɒrkɒlt
sarkalt	ʃɒrkɒlt
sarkam	ʃɒrkɒm
sarkantyú	ʃɒrkɒɲcuː
sarkantyúk	ʃɒrkɒɲcuːk
sarkantyús	ʃɒrkɒɲcuːʃ
sarkat	ʃɒrkɒt
sarki	ʃɒrki
sarkin	ʃɒrkin
sarkit	ʃɒrkit
sarkkutató	ʃɒrkutɒtoː
sarkkutatók	ʃɒrkutɒtoːk
sarkok	ʃɒrkok
sarkom	ʃɒrkom
sarkon	ʃɒrkon
sarkot	ʃɒrkot
sarkában	ʃɒrkaːbɒn
sarkán	ʃɒrkaːn
sarkára	ʃɒrkaːrɒ
sarkát	ʃɒrkaːt
sarkú	ʃɒrkuː
sarkúak	ʃɒrkuːɒk
sarló	ʃɒrloː
sarlók	ʃɒrloːk
sarlósfecske	ʃɒrloːʃfɛt͡ʃkɛ
sarlósfecskék	ʃɒrloːʃfɛt͡ʃkeːk
sarok	ʃɒrok
sarokban	ʃɒroɡbɒn
sarokcsont	ʃɒrokt͡ʃont
sarokcsontok	ʃɒrokt͡ʃontok
sarokház	ʃɒrokhaːz
saru	ʃɒru
saruk	ʃɒruk
sarunk	ʃɒruŋk
sarzsi	ʃɒrʒi
sarát	ʃɒraːt
sas	ʃɒʃ
sasa	ʃɒʃɒ
sasok	ʃɒʃok
sassá	ʃɒʃːaː
sast	ʃɒʃt
satu	ʃɒtu
satuk	ʃɒtuk
satun	ʃɒtun
satut	ʃɒtut
satöbbi	ʃɒtøbːi
sav	ʃɒv
sava	ʃɒvɒ
savad	ʃɒvɒd
savai	ʃɒvɒji
savait	ʃɒvɒjit
savak	ʃɒvɒk
savam	ʃɒvɒm
savanyít	ʃɒvɒɲiːt
savanyú	ʃɒvɒɲuː
savanyúbb	ʃɒvɒɲuːbː
savanyúság	ʃɒvɒɲuːʃaːɡ
savanyúságok	ʃɒvɒɲuːʃaːɡok
savas	ʃɒvɒʃ
savasabb	ʃɒvɒʃɒbː
savasság	ʃɒvɒʃːaːɡ
savat	ʃɒvɒt
savig	ʃɒviɡ
savtartalom	ʃɒftɒrtɒlom
savó	ʃɒvoː
schmidt	ʃmitː
script	skript
scripted	skriptɛd
scsi	skaːzi
scsí	ʃt͡ʃiː
se	ʃɛ
seb	ʃɛb
sebaj	ʃɛbɒj
sebbe	ʃɛbːɛ
sebben	ʃɛbːɛn
sebek	ʃɛbɛk
seben	ʃɛbɛn
sebes	ʃɛbɛʃ
sebesség	ʃɛbɛʃːeːɡ
sebessége	ʃɛbɛʃːeːɡɛ
sebességek	ʃɛbɛʃːeːɡɛk
sebességet	ʃɛbɛʃːeːɡɛt
sebességváltó	ʃɛbɛʃːeːɡvaːltoː
sebességváltók	ʃɛbɛʃːeːɡvaːltoːk
sebességét	ʃɛbɛʃːeːɡeːt
sebességű	ʃɛbɛʃːeːɡyː
sebestyén	ʃɛbɛʃceːn
sebet	ʃɛbɛt
sebez	ʃɛbɛz
sebezhetetlen	ʃɛbɛshɛtɛtlɛn
sebezhetetlenebb	ʃɛbɛshɛtɛtlɛnɛbː
sebhely	ʃɛphɛj
sebhez	ʃɛphɛz
sebnek	ʃɛbnɛk
sebre	ʃɛbrɛ
sebtapasz	ʃɛptɒpɒs
sebzés	ʃɛbzeːʃ
sebész	ʃɛbeːs
sebészek	ʃɛbeːsɛk
sebészet	ʃɛbeːsɛt
sebészetek	ʃɛbeːsɛtɛk
sebészeti	ʃɛbeːsɛti
sebészi	ʃɛbeːsi
sebészkés	ʃɛbeːskeːʃ
sebő	ʃɛbøː
sebők	ʃɛbøːk
segg	ʃɛɡː
segge	ʃɛɡːɛ
seggen	ʃɛɡːɛn
seggfej	ʃɛkfɛj
segglyuk	ʃɛɡjuk
segéd	ʃɛɡeːd
segédek	ʃɛɡeːdɛk
segédige	ʃɛɡeːdiɡɛ
segédigék	ʃɛɡeːdiɡeːk
segédtelepítő	ʃɛɡeːtːɛlɛpiːtøː
segély	ʃɛɡeːj
segélyek	ʃɛɡeːjɛk
segélykiáltás	ʃɛɡeːjkijaːltaːʃ
segít	ʃɛɡiːt
segítene	ʃɛɡiːtɛnɛ
segítenek	ʃɛɡiːtɛnɛk
segíteni	ʃɛɡiːtɛni
segítenéd	ʃɛɡiːtɛneːd
segítenék	ʃɛɡiːtɛneːk
segítenél	ʃɛɡiːtɛneːl
segíteném	ʃɛɡiːtɛneːm
segítenének	ʃɛɡiːtɛneːnɛk
segítenénk	ʃɛɡiːtɛneːŋk
segítenétek	ʃɛɡiːtɛneːtɛk
segítesz	ʃɛɡiːtɛs
segítettem	ʃɛɡiːtɛtːɛm
segíthet	ʃɛɡiːthɛt
segíti	ʃɛɡiːti
segíts	ʃɛɡiːt͡ʃː
segítsetek	ʃɛɡiːt͡ʃːɛtɛk
segítség	ʃɛɡiːt͡ʃːeːɡ
segítsége	ʃɛɡiːt͡ʃːeːɡɛ
segítségek	ʃɛɡiːt͡ʃːeːɡɛk
segítséget	ʃɛɡiːt͡ʃːeːɡɛt
segítséggel	ʃɛɡiːt͡ʃːeːɡːɛl
segítségnyújtás	ʃɛɡiːt͡ʃːeːɡɲuːjtaːʃ
segítségre	ʃɛɡiːt͡ʃːeːɡrɛ
segítségére	ʃɛɡiːt͡ʃːeːɡeːrɛ
segítségért	ʃɛɡiːt͡ʃːeːɡeːrt
segítségét	ʃɛɡiːt͡ʃːeːɡeːt
segítségével	ʃɛɡiːt͡ʃːeːɡeːvɛl
segítés	ʃɛɡiːteːʃ
segítése	ʃɛɡiːteːʃɛ
segítő	ʃɛɡiːtøː
segítőbb	ʃɛɡiːtøːbː
segítők	ʃɛɡiːtøːk
segítőkész	ʃɛɡiːtøːkeːs
sehogy	ʃɛɦoɟ
sehogyan	ʃɛɦoɟɒn
sehol	ʃɛɦol
sehonnan	ʃɛɦonːɒn
sehonnét	ʃɛɦonːeːt
sehova	ʃɛɦovɒ
sehová	ʃɛɦovaː
sehun	ʃɛɦun
sehány	ʃɛɦaːɲ
sejk	ʃɛjk
sejt	ʃɛjt
sejtbiológia	ʃɛjdbijoloːɡijɒ
sejtek	ʃɛjtɛk
sejtelem	ʃɛjtɛlɛm
sejtelme	ʃɛjtɛlmɛ
sejtelmek	ʃɛjtɛlmɛk
sejtelmes	ʃɛjtɛlmɛʃ
sejtelmesebb	ʃɛjtɛlmɛʃɛbː
sejtelmélet	ʃɛjtɛlmeːlɛt
sejtelméletek	ʃɛjtɛlmeːlɛtɛk
sejtet	ʃɛjtɛt
sejtettem	ʃɛjtɛtːɛm
sejtfal	ʃɛjtfɒl
sejtfalak	ʃɛjtfɒlɒk
sejthalál	ʃɛjthɒlaːl
sejthalálok	ʃɛjthɒlaːlok
sejthártya	ʃɛjthaːrcɒ
sejthártyák	ʃɛjthaːrcaːk
sejtközpont	ʃɛjtkøspont
sejtközpontok	ʃɛjtkøspontok
sejtmag	ʃɛjtmɒɡ
sejtmagok	ʃɛjtmɒɡok
sejtmembrán	ʃɛjtmɛmbraːn
sejtmembránok	ʃɛjtmɛmbraːnok
sejtnedvüreg	ʃɛjtnɛdvyrɛɡ
sejtnedvüregek	ʃɛjtnɛdvyrɛɡɛk
sejtosztódás	ʃɛjtostoːdaːʃ
sejtosztódások	ʃɛjtostoːdaːʃok
sejtszervecske	ʃɛjtsɛrvɛt͡ʃkɛ
sejtszervecskék	ʃɛjtsɛrvɛt͡ʃkeːk
sejttan	ʃɛjtɒn
sejttani	ʃɛjtɒni
sejtű	ʃɛjtyː
sekrestye	ʃɛkrɛʃcɛ
sekrestyék	ʃɛkrɛʃceːk
sekrestyés	ʃɛkrɛʃceːʃ
sekrestyések	ʃɛkrɛʃceːʃɛk
sekély	ʃɛkeːj
sekélyebb	ʃɛkeːjɛbː
sekélyek	ʃɛkeːjɛk
sekélyes	ʃɛkeːjɛʃ
sekélyesebb	ʃɛkeːjɛʃɛbː
sellő	ʃɛlːøː
sellők	ʃɛlːøːk
selyem	ʃɛjɛm
selyemgubó	ʃɛjɛmɡuboː
selyme	ʃɛjmɛ
selymek	ʃɛjmɛk
selymes	ʃɛjmɛʃ
sem	ʃɛm
sematikus	ʃɛmɒtikuʃ
sematikusabban	ʃɛmɒtikuʃɒbːɒn
sematikusan	ʃɛmɒtikuʃɒn
semeddig	ʃɛmɛdːiɡ
semekkora	ʃɛmɛkːorɒ
semelyik	ʃɛmɛjik
semelyiküké	ʃɛmɛjikykeː
semennyi	ʃɛmɛɲːi
semleges	ʃɛmlɛɡɛʃ
semlegesek	ʃɛmlɛɡɛʃɛk
semlegesnem	ʃɛmlɛɡɛʃnɛm
semlegesnemű	ʃɛmlɛɡɛʃnɛmyː
semlegesség	ʃɛmlɛɡɛʃːeːɡ
semlegesít	ʃɛmlɛɡɛʃiːt
semmelweis	sɛmːɛlvɛjs
semmi	ʃɛmːi
semmibe	ʃɛmːibɛ
semmibevétel	ʃɛmːibɛveːtɛl
semmiből	ʃɛmːibøːl
semmiféle	ʃɛmːifeːlɛ
semmiféleképpen	ʃɛmːifeːlɛkeːpːɛn
semmihez	ʃɛmːiɦɛz
semmik	ʃɛmːik
semmikor	ʃɛmːikor
semmiképp	ʃɛmːikeːpː
semmiképpen	ʃɛmːikeːpːɛn
semmilyen	ʃɛmːijɛn
semmire	ʃɛmːirɛ
semmirekellő	ʃɛmːirɛkɛlːøː
semmirekellők	ʃɛmːirɛkɛlːøːk
semmis	ʃɛmːiʃ
semmisség	ʃɛmːiʃːeːɡ
semmiség	ʃɛmːiʃeːɡ
semmiségek	ʃɛmːiʃeːɡɛk
semmiségeket	ʃɛmːiʃeːɡɛkɛt
semmit	ʃɛmːit
semmitől	ʃɛmːitøːl
semmivel	ʃɛmːivɛl
semmivé	ʃɛmːiveː
semmiért	ʃɛmːijeːrt
senki	ʃɛŋki
senkiföldje	ʃɛŋkifølɟɛ
senkije	ʃɛŋkijɛ
senkijét	ʃɛŋkijeːt
senkim	ʃɛŋkim
senkin	ʃɛŋkin
senkinek	ʃɛŋkinɛk
senkit	ʃɛŋkit
senkié	ʃɛŋkijeː
senkiét	ʃɛŋkijeːt
seper	ʃɛpɛr
seprő	ʃɛprøː
seprők	ʃɛprøːk
seprű	ʃɛpryː
ser	ʃɛr
serbli	ʃɛrbli
serblik	ʃɛrblik
sercli	ʃɛrt͡sli
sereg	ʃɛrɛɡ
seregek	ʃɛrɛɡɛk
seregély	ʃɛrɛɡeːj
seregélyek	ʃɛrɛɡeːjɛk
seriff	ʃɛrif
serkentőszer	ʃɛrkɛntøːsɛr
serleg	ʃɛrlɛɡ
serlegek	ʃɛrlɛɡɛk
serpenyő	ʃɛrpɛɲøː
serpenyők	ʃɛrpɛɲøːk
sertés	ʃɛrteːʃ
sertéscomb	ʃɛrteːʃt͡somb
sertéscombok	ʃɛrteːʃt͡sombok
sertések	ʃɛrteːʃɛk
sertésinfluenza	ʃɛrteːʃiɱfluɛnzɒ
sertészsír	ʃɛrteːʒːiːr
settenkedik	ʃɛtːɛŋkɛdik
sezlon	ʃɛzlon
show	ʃoː
sicc	ʃit͡sː
siemens	siːmɛns
siemensi	siːmɛnsi
siess	ʃijɛʃː
siet	ʃijɛt
siethet	ʃijɛthɛt
sietnek	ʃijɛtnɛk
sietsz	ʃijɛt͡sː
siettek	ʃijɛtːɛk
sifonér	ʃifoneːr
siker	ʃikɛr
sikere	ʃikɛrɛ
sikeredik	ʃikɛrɛdik
sikerek	ʃikɛrɛk
sikereket	ʃikɛrɛkɛt
sikeres	ʃikɛrɛʃ
sikeresen	ʃikɛrɛʃɛn
sikeressé	ʃikɛrɛʃːeː
sikerre	ʃikɛrːɛ
sikerrel	ʃikɛrːɛl
sikert	ʃikɛrt
sikertelen	ʃikɛrtɛlɛn
sikertelenebb	ʃikɛrtɛlɛnɛbː
sikertörténet	ʃikɛrtørteːnɛt
sikerét	ʃikɛreːt
sikerül	ʃikɛryl
sikerülni	ʃikɛrylni
sikerülnie	ʃikɛrylnijɛ
sikerült	ʃikɛrylt
sikerültek	ʃikɛryltɛk
siket	ʃikɛt
siketfajd	ʃikɛtfɒjd
siketfajdok	ʃikɛtfɒjdok
sikk	ʃikː
sikkasztás	ʃikːɒstaːʃ
sikkasztások	ʃikːɒstaːʃok
sikkes	ʃikːɛʃ
siklik	ʃiklik
sikló	ʃikloː
siklók	ʃikloːk
sikolt	ʃikolt
sikoly	ʃikoj
sikolyok	ʃikojok
siksze	ʃiksɛ
sikál	ʃikaːl
sikátor	ʃikaːtor
sikátorok	ʃikaːtorok
sikér	ʃikeːr
sikít	ʃikiːt
silány	ʃilaːɲ
sim	sim
sima	ʃimɒ
simogat	ʃimoɡɒt
simogatás	ʃimoɡɒtaːʃ
simon	ʃimon
simul	ʃimul
simulékony	ʃimuleːkoɲ
simán	ʃimaːn
simít	ʃimiːt
sincs	ʃint͡ʃ
sincsen	ʃint͡ʃɛn
sincsenek	ʃint͡ʃɛnɛk
sing	ʃiŋɡ
singcsont	ʃiŋkt͡ʃont
singcsontok	ʃiŋkt͡ʃontok
sinológia	ʃinoloːɡijɒ
sintó	ʃintoː
sipirc	ʃipirt͡s
sipos	ʃipoʃ
sirokkó	ʃirokːoː
sirokkók	ʃirokːoːk
sirály	ʃiraːj
sirályok	ʃiraːjok
sisak	ʃiʃɒk
sisakja	ʃiʃɒkjɒ
sisakjai	ʃiʃɒkjɒji
sisakjaid	ʃiʃɒkjɒjid
sisakjaik	ʃiʃɒkjɒjik
sisakjaim	ʃiʃɒkjɒjim
sisakjaink	ʃiʃɒkjɒjiŋk
sisakjaitok	ʃiʃɒkjɒjitok
sisakjuk	ʃiʃɒkjuk
sisakod	ʃiʃɒkod
sisakok	ʃiʃɒkok
sisakom	ʃiʃɒkom
sisakotok	ʃiʃɒkotok
sisakunk	ʃiʃɒkuŋk
sitt	ʃitː
sitted	ʃitːɛd
sitten	ʃitːɛn
sittet	ʃitːɛt
sivatag	ʃivɒtɒɡ
sivataga	ʃivɒtɒɡɒ
sivatagi	ʃivɒtɒɡi
sivatagja	ʃivɒtɒɡjɒ
sivatagok	ʃivɒtɒɡok
sivatagos	ʃivɒtɒɡoʃ
sivít	ʃiviːt
siófok	ʃijoːfok
skalp	ʃkɒlp
skalpok	ʃkɒlpok
skalpol	ʃkɒlpol
skaláris	ʃkɒlaːriʃ
skandináv	ʃkɒndinaːv
skanzen	ʃkɒnzɛn
skanzenek	ʃkɒnzɛnɛk
skarlát	ʃkɒrlaːt
skatulya	ʃkɒtujɒ
skatulyák	ʃkɒtujaːk
skizofrén	ʃkizofreːn
skorbut	ʃkorbut
skorpió	ʃkorpijoː
skorpiók	ʃkorpijoːk
skála	ʃkaːlɒ
skálák	ʃkaːlaːk
skálán	ʃkaːlaːn
skócia	ʃkoːt͡sijɒ
skót	ʃkoːt
skótfajd	ʃkoːtfɒjd
skótfajdok	ʃkoːtfɒjdok
skótok	ʃkoːtok
skótom	ʃkoːtom
slejm	ʃlɛjm
slepp	ʃlɛpː
slicc	ʃlit͡sː
sliccel	ʃlit͡sːɛl
sláger	ʃlaːɡɛr
slágerlista	ʃlaːɡɛrliʃtɒ
smakkol	ʃmɒkːol
smaragd	ʃmɒrɒɡd
smaragdgyűrű	ʃmɒrɒɡdɟyːryː
smaragdok	ʃmɒrɒɡdok
smaragdvaránusz	ʃmɒrɒɡdvɒraːnus
smaragdzöld	ʃmɒrɒɡdzøld
smink	ʃmiŋk
sminkek	ʃmiŋkɛk
sminkel	ʃmiŋkɛl
sminkkel	ʃmiŋkɛl
smokk	ʃmokː
sms	ɛʃɛmɛʃ
snidling	ʃnidliŋɡ
snitt	ʃnitː
snóder	ʃnoːdɛr
snóderol	ʃnoːdɛrol
snóderolás	ʃnoːdɛrolaːʃ
soa	ʃoɒ
sodor	ʃodor
sodorideg	ʃodoridɛɡ
sodoridegek	ʃodoridɛɡɛk
sodra	ʃodrɒ
sodródik	ʃodroːdik
sofőr	ʃoføːr
sofőrök	ʃoføːrøk
sofőröket	ʃoføːrøkɛt
soha	ʃoɦɒ
sohase	ʃoɦɒʃɛ
sohasem	ʃoɦɒʃɛm
sok	ʃok
sokadalmak	ʃokɒdɒlmɒk
sokadalom	ʃokɒdɒlom
sokadik	ʃokɒdik
sokak	ʃokɒk
