ͷ	t͡sʼ
ἀφίκετο	apʰǐːketo
ἀφίκετο	aɸiketo
ἀφίκοντο	afikondo
ἀφίκοντο	afikonto
ἀφίκοντο	apʰikonto
ἀφίκοντο	apʰǐːkonto
ἀφίκοντο	aɸikonto
ἀφίστημι	afistimi
ἀφίστημι	apʰistemi
ἀφίστημι	apʰístɛːmi
ἀφίστημι	aɸistimi
ἀφαίρεσισ	aferesis
ἀφαίρεσισ	apʰǎi̯resis
ἀφαίρεσισ	apʰɛrɛsis
ἀφαίρεσισ	aɸɛresis
ἀφαιρέω	afereo
ἀφαιρέω	apʰai̯réɔː
ἀφαιρέω	apʰɛrɛo
ἀφαιρέω	aɸɛreo
ἀφαιρήσεται	aferisete
ἀφαιρήσεται	apʰai̯rɛ̌ːsetai̯
ἀφαιρήσεται	apʰɛresɛtɛ
ἀφαιρήσεται	aɸɛrisetɛ
ἀφαιρετικόσ	aferetikos
ἀφαιρετικόσ	apʰai̯retikós
ἀφαιρετικόσ	apʰɛrɛtikos
ἀφαιρετικόσ	aɸɛretikos
ἀφαυρόσ	afavros
ἀφαυρόσ	apʰau̯rós
ἀφαυρόσ	apʰawros
ἀφαυρόσ	aɸaβros
ἀφικνέομαι	afikneome
ἀφικνέομαι	apʰiknéomai̯
ἀφικνέομαι	apʰiknɛomɛ
ἀφικνέομαι	aɸikneomɛ
ἀφικνεῖται	afiknite
ἀφικνεῖται	apʰiknitɛ
ἀφικνεῖται	apʰiknêːtai̯
ἀφικνεῖται	aɸiknitɛ
ἀφικνοῦνται	afiknunde
ἀφικνοῦνται	afiknunte
ἀφικνοῦνται	apʰiknuntɛ
ἀφικνοῦνται	apʰiknôːntai̯
ἀφικνοῦνται	aɸiknuntɛ
ἀφικόμεθ'	afikomeθ
ἀφικόμεθ'	apʰikomɛtʰ
ἀφικόμεθ'	apʰiːkómetʰ
ἀφικόμεθ'	aɸikomeθ
ἀφικόμεθα	afikomeθa
ἀφικόμεθα	apʰikomɛtʰa
ἀφικόμεθα	apʰiːkómetʰa
ἀφικόμεθα	aɸikomeθa
ἀφικόμενοι	afikomeni
ἀφικόμενοι	afikomeny
ἀφικόμενοι	apʰikomɛny
ἀφικόμενοι	apʰiːkómenoi̯
ἀφικόμενοι	aɸikomeny
ἀφικόμενοσ	afikomenos
ἀφικόμενοσ	apʰikomɛnos
ἀφικόμενοσ	apʰiːkómenos
ἀφικόμενοσ	aɸikomenos
ἀφιστάμενοσ	afistamenos
ἀφιστάμενοσ	apʰistamɛnos
ἀφιστάμενοσ	apʰistámenos
ἀφιστάμενοσ	aɸistamenos
ἀφισταμένοισ	afistamenis
ἀφισταμένοισ	afistamenys
ἀφισταμένοισ	apʰistaménoi̯s
ἀφισταμένοισ	apʰistamɛnys
ἀφισταμένοισ	aɸistamenys
ἀφνειόν	afnion
ἀφνειόν	apʰneːón
ἀφνειόν	apʰnion
ἀφνειόν	aɸnion
ἀφνειόσ	afnios
ἀφνειόσ	apʰneːós
ἀφνειόσ	apʰnios
ἀφνειόσ	aɸnios
ἀφορίζω	aforizo
ἀφορίζω	apʰorizo
ἀφορίζω	apʰorízdɔː
ἀφορίζω	aɸorizo
ἀφορισμόσ	aforizmos
ἀφορισμόσ	apʰorizmos
ἀφορισμόσ	apʰorizmós
ἀφορισμόσ	aɸorizmos
ἀφρική	africi
ἀφρική	apʰrike
ἀφρική	aɸriki
ἀφρική	aːpʰrikɛ̌ː
ἀφροδίτη	afroðiti
ἀφροδίτη	apʰrodite
ἀφροδίτη	apʰrodǐːtɛː
ἀφροδίτη	aɸroðiti
ἀφροδίτηι	afroðiti
ἀφροδίτηι	apʰrodite
ἀφροδίτηι	apʰrodǐːtɛːi̯
ἀφροδίτηι	aɸroðiti
ἀφροδισιακόσ	afroðisiakos
ἀφροδισιακόσ	aɸroðisiakos
ἀφροδισιακόσ	hapʰrodisiakos
ἀφροδισιακόσ	hapʰrodisiakós
ἀφροσύνη	afrosini
ἀφροσύνη	afrosyni
ἀφροσύνη	apʰrosyne
ἀφροσύνη	apʰrosýnɛː
ἀφροσύνη	aɸrosyni
ἀφρόδιτοσ	afroðitos
ἀφρόδιτοσ	apʰroditos
ἀφρόδιτοσ	apʰródiːtos
ἀφρόδιτοσ	aɸroðitos
ἀφρόσ	afros
ἀφρόσ	apʰros
ἀφρόσ	apʰrós
ἀφρόσ	aɸros
ἀφυπνίζω	afipnizo
ἀφυπνίζω	afypnizo
ἀφυπνίζω	apʰypnizo
ἀφυπνίζω	apʰypnízdɔː
ἀφυπνίζω	aɸypnizo
ἀφωνία	afonia
ἀφωνία	apʰonia
ἀφωνία	apʰɔːníaː
ἀφωνία	aɸonia
ἀφύη	afii
ἀφύη	afyi
ἀφύη	apʰye
ἀφύη	apʰýɛː
ἀφύη	aɸyi
ἀφύσσω	afiso
ἀφύσσω	afysso
ἀφύσσω	apʰysso
ἀφύσσω	apʰýssɔː
ἀφύσσω	aɸysso
ἀχάνη	akʰane
ἀχάνη	akʰǎːnɛː
ἀχάνη	axani
ἀχάτησ	akʰates
ἀχάτησ	akʰǎːtɛːs
ἀχάτησ	axatis
ἀχάτου	akʰatu
ἀχάτου	akʰǎːtoː
ἀχάτου	axatu
ἀχέρων	akʰérɔːn
ἀχέρων	akʰɛron
ἀχέρων	axeron
ἀχέρων	açeron
ἀχέων	akʰéɔːn
ἀχέων	akʰɛon
ἀχέων	axeon
ἀχέων	açeon
ἀχαΐα	akʰaia
ἀχαΐα	akʰaːíaː
ἀχαΐα	axaia
ἀχαιίδα	akʰai̯ída
ἀχαιίδα	akʰɛida
ἀχαιίδα	axɛiða
ἀχαιίδα	açeiða
ἀχαιίσ	akʰai̯ís
ἀχαιίσ	akʰɛis
ἀχαιίσ	axɛis
ἀχαιίσ	açeis
ἀχαιιάδων	akʰai̯iádɔːn
ἀχαιιάδων	akʰɛiadon
ἀχαιιάδων	axɛiaðon
ἀχαιιάδων	açeiaðon
ἀχαιιάσ	akʰai̯iás
ἀχαιιάσ	akʰɛias
ἀχαιιάσ	axɛias
ἀχαιιάσ	açeias
ἀχαιμένησ	akʰai̯ménɛːs
ἀχαιμένησ	akʰɛmɛnes
ἀχαιμένησ	axɛmenis
ἀχαιμένησ	açemenis
ἀχαιμενίδησ	akʰai̯menídɛːs
ἀχαιμενίδησ	akʰɛmɛnides
ἀχαιμενίδησ	axɛmeniðis
ἀχαιμενίδησ	açemeniðis
ἀχαιμενίσ	akʰai̯menís
ἀχαιμενίσ	akʰɛmɛnis
ἀχαιμενίσ	axɛmenis
ἀχαιμενίσ	açemenis
ἀχαιοί	akʰai̯ǒi̯
ἀχαιοί	akʰɛy
ἀχαιοί	axɛy
ἀχαιοί	açei
ἀχαιοί	açey
ἀχαιοῖσ	akʰai̯ôi̯s
ἀχαιοῖσ	akʰɛys
ἀχαιοῖσ	axɛys
ἀχαιοῖσ	açeis
ἀχαιοῖσ	açeys
ἀχαιοῖσιν	akʰai̯ôi̯sin
ἀχαιοῖσιν	akʰɛysin
ἀχαιοῖσιν	axɛysin
ἀχαιοῖσιν	açeisin
ἀχαιοῖσιν	açeysin
ἀχαιούσ	akʰai̯ǒːs
ἀχαιούσ	akʰɛus
ἀχαιούσ	axɛus
ἀχαιούσ	açeus
ἀχαιῶν	akʰai̯ɔ̂ːn
ἀχαιῶν	akʰɛon
ἀχαιῶν	axɛon
ἀχαιῶν	açeon
ἀχαιόσ	akʰai̯ós
ἀχαιόσ	akʰɛos
ἀχαιόσ	axɛos
ἀχαιόσ	açeos
ἀχαρναί	akʰarnǎi̯
ἀχαρναί	akʰarnɛ
ἀχαρναί	axarne
ἀχαρναί	axarnɛ
ἀχαρνεύσ	akʰarneʍs
ἀχαρνεύσ	akʰarněu̯s
ἀχαρνεύσ	axarnefs
ἀχαρνεύσ	axarneɸs
ἀχελῶιοσ	akʰelɔ̂ːi̯os
ἀχελῶιοσ	akʰɛloos
ἀχελῶιοσ	axeloos
ἀχελῶιοσ	açeloos
ἀχερωΐσ	akʰerɔːís
ἀχερωΐσ	akʰɛrois
ἀχερωΐσ	axerois
ἀχερωΐσ	açerois
ἀχεύων	akʰewon
ἀχεύων	akʰěu̯ɔːn
ἀχεύων	axeβon
ἀχεύων	açevon
ἀχιλεῦ	akʰilew
ἀχιλεῦ	akʰilêu̯
ἀχιλεῦ	axileβ
ἀχιλεῦ	açilev
ἀχιλεύσ	akʰileʍs
ἀχιλεύσ	akʰilěu̯s
ἀχιλεύσ	axileɸs
ἀχιλεύσ	açilefs
ἀχιλῆα	akʰilea
ἀχιλῆα	akʰilɛ̂ːa
ἀχιλῆα	axilia
ἀχιλῆα	açilia
ἀχιλῆοσ	akʰileos
ἀχιλῆοσ	akʰilɛ̂ːos
ἀχιλῆοσ	axilios
ἀχιλῆοσ	açilios
ἀχιλῆϊ	akʰilei
ἀχιλῆϊ	akʰilɛ̂ːi
ἀχιλῆϊ	axilii
ἀχιλῆϊ	açilii
ἀχιλλέωσ	akʰilléɔːs
ἀχιλλέωσ	akʰillɛos
ἀχιλλέωσ	axilleos
ἀχιλλέωσ	açileos
ἀχιλλέωσ	açilleos
ἀχιλλᾶσ	axillas
ἀχιλλᾶσ	açilas
ἀχιλλᾶσ	açillas
ἀχιλλεῦ	akʰillew
ἀχιλλεῦ	akʰillêu̯
ἀχιλλεῦ	axilleβ
ἀχιλλεῦ	açilev
ἀχιλλεῦ	açillev
ἀχιλλεύσ	akʰilleʍs
ἀχιλλεύσ	akʰillěu̯s
ἀχιλλεύσ	axilleɸs
ἀχιλλεύσ	açilefs
ἀχιλλεύσ	açillefs
ἀχιλλῆα	akʰillea
ἀχιλλῆα	akʰillɛ̂ːa
ἀχιλλῆα	axillia
ἀχιλλῆα	açilia
ἀχιλλῆα	açillia
ἀχιλλῆοσ	akʰilleos
ἀχιλλῆοσ	akʰillɛ̂ːos
ἀχιλλῆοσ	axillios
ἀχιλλῆοσ	açilios
ἀχιλλῆοσ	açillios
ἀχιλλῆϊ	akʰillei
ἀχιλλῆϊ	akʰillɛ̂ːi
ἀχιλλῆϊ	axillii
ἀχιλλῆϊ	açilii
ἀχιλλῆϊ	açillii
ἀχλύσ	akʰlys
ἀχλύσ	akʰly̌ːs
ἀχλύσ	akʰlýs
ἀχλύσ	axlis
ἀχλύσ	axlys
ἀχνύμενοι	akʰnymɛny
ἀχνύμενοι	akʰnýmenoi̯
ἀχνύμενοι	axnimeni
ἀχνύμενοι	axnymeny
ἀχνύμενοσ	akʰnymɛnos
ἀχνύμενοσ	akʰnýmenos
ἀχνύμενοσ	axnimenos
ἀχνύμενοσ	axnymenos
ἀχράδινοσ	akʰradinos
ἀχράδινοσ	akʰrádinos
ἀχράδινοσ	axraðinos
ἀχράσ	akʰras
ἀχράσ	akʰrás
ἀχράσ	axras
ἀχραδαμύλα	akʰradamyla
ἀχραδαμύλα	akʰradamy̌ːlaː
ἀχραδαμύλα	axraðamila
ἀχραδαμύλα	axraðamyla
ἀχρεῖοσ	akʰrios
ἀχρεῖοσ	akʰrêːos
ἀχρεῖοσ	axrios
ἀχρηματία	akʰrematia
ἀχρηματία	akʰrɛːmatíaː
ἀχρηματία	axrimatia
ἀχρηματίαν	akʰrematian
ἀχρηματίαν	akʰrɛːmatíaːn
ἀχρηματίαν	axrimatian
ἀχυροθήκη	akʰyrotʰeke
ἀχυροθήκη	akʰyrotʰɛ̌ːkɛː
ἀχυροθήκη	axyroθiki
ἀχυροθήκη	açiroθici
ἀχυροθήκη	açyroθici
ἀχύρινοσ	akʰyrinos
ἀχύρινοσ	akʰýrinos
ἀχύρινοσ	axyrinos
ἀχύρινοσ	açirinos
ἀχύρινοσ	açyrinos
ἀψίνθινοσ	apsintʰinos
ἀψίνθινοσ	apsinθinos
ἀψίνθινοσ	apsíntʰinos
ἀψίνθιον	apsintʰion
ἀψίνθιον	apsinθion
ἀψίνθιον	apsíntʰion
ἀψινθίτησ	apsintʰites
ἀψινθίτησ	apsintʰǐːtɛːs
ἀψινθίτησ	apsinθitis
ἀῶ	ao
ἀῶ	aɔ̂ː
ἀῶθεν	aotʰɛn
ἀῶθεν	aoθen
ἀῶθεν	aːɔ̂ːtʰen
ἀῶιντο	aondo
ἀῶιντο	aonto
ἀῶιντο	aɔ̂ːi̯nto
ἀῶιο	aoo
ἀῶιο	aɔ̂ːi̯o
ἀῶισθε	aostʰɛ
ἀῶισθε	aosθe
ἀῶισθε	aɔ̂ːi̯stʰe
ἀῶισθον	aostʰon
ἀῶισθον	aosθon
ἀῶισθον	aɔ̂ːi̯stʰon
ἀῶιτο	aoto
ἀῶιτο	aɔ̂ːi̯to
ἀῶμαι	aome
ἀῶμαι	aomɛ
ἀῶμαι	aɔ̂ːmai̯
ἀῶνται	aonde
ἀῶνται	aonte
ἀῶνται	aontɛ
ἀῶνται	aɔ̂ːntai̯
ἀωμένη	aomeni
ἀωμένη	aomɛne
ἀωμένη	aɔːménɛː
ἀϊδήσ	aides
ἀϊδήσ	aidɛ̌ːs
ἀϊδήσ	aiðis
ἀϊδνόσ	aidnos
ἀϊδνόσ	aidnós
ἀϊδνόσ	aiðnos
ἀϋτή	aiti
ἀϋτή	ayte
ἀϋτή	ayti
ἀϋτή	ayːtɛ̌ː
ἀϋτῆσ	aitis
ἀϋτῆσ	aytes
ἀϋτῆσ	aytis
ἀϋτῆσ	ayːtɛ̂ːs
ἀόρατοσ	aoratos
ἀόρατοσ	aóraːtos
ἀώιμεθα	aomeθa
ἀώιμεθα	aomɛtʰa
ἀώιμεθα	aɔ̌ːi̯metʰa
ἀώιμην	aomen
ἀώιμην	aomin
ἀώιμην	aɔ̌ːi̯mɛːn
ἀώισθην	aostʰen
ἀώισθην	aosθin
ἀώισθην	aɔ̌ːi̯stʰɛːn
ἀώμεθα	aomeθa
ἀώμεθα	aomɛtʰa
ἀώμεθα	aɔ̌ːmetʰa
ἀώμενον	aomenon
ἀώμενον	aomɛnon
ἀώμενον	aɔ̌ːmenon
ἀώμενοσ	aomenos
ἀώμενοσ	aomɛnos
ἀώμενοσ	aɔ̌ːmenos
ἁ	a
ἁ	ha
ἁ	haː
ἁβροδίαιτον	avroðieton
ἁβροδίαιτον	aβroðiɛton
ἁβροδίαιτον	habrodiɛton
ἁβροδίαιτον	habrodíai̯ton
ἁβροδίαιτοσ	avroðietos
ἁβροδίαιτοσ	aβroðiɛtos
ἁβροδίαιτοσ	habrodiɛtos
ἁβροδίαιτοσ	habrodíai̯tos
ἁβρῶσ	avros
ἁβρῶσ	aβros
ἁβρῶσ	habros
ἁβρῶσ	habrɔ̂ːs
ἁβρόσ	avros
ἁβρόσ	aβros
ἁβρόσ	habros
ἁβρόσ	habrós
ἁγία	aɣia
ἁγία	aʝia
ἁγία	haɡia
ἁγία	haɡíaː
ἁγίαζε	aɣiaze
ἁγίαζε	aʝiaze
ἁγίαζε	haɡiazɛ
ἁγίαζε	haɡíazde
ἁγίασ	aɣias
ἁγίασ	aʝias
ἁγίασ	haɡias
ἁγίασ	haɡíaːs
ἁγίζει	aɣizi
ἁγίζει	aʝizi
ἁγίζει	haɡizi
ἁγίζει	haɡízdeː
ἁγίζεισ	aɣizis
ἁγίζεισ	aʝizis
ἁγίζεισ	haɡizis
ἁγίζεισ	haɡízdeːs
ἁγίζετε	aɣizete
ἁγίζετε	aʝizete
ἁγίζετε	haɡizɛtɛ
ἁγίζετε	haɡízdete
ἁγίζετον	aɣizeton
ἁγίζετον	aʝizeton
ἁγίζετον	haɡizɛton
ἁγίζετον	haɡízdeton
ἁγίζομεν	aɣizomen
ἁγίζομεν	aʝizomen
ἁγίζομεν	haɡizomɛn
ἁγίζομεν	haɡízdomen
ἁγίζουσι	aɣizusi
ἁγίζουσι	aʝizusi
ἁγίζουσι	haɡizusi
ἁγίζουσι	haɡízdoːsi
ἁγίζω	aɣizo
ἁγίζω	aʝizo
ἁγίζω	haɡizo
ἁγίζω	haɡízdɔː
ἁγησίλαοσ	aɣisilaos
ἁγησίλαοσ	aʝisilaos
ἁγησίλαοσ	haɡesilaos
ἁγησίλαοσ	haːɡɛːsílaːos
ἁγησίλασ	aɣisilas
ἁγησίλασ	aʝisilas
ἁγησίλασ	haɡesilas
ἁγησίλασ	haːɡɛːsílaːs
ἁγιάζει	aɣiazi
ἁγιάζει	aʝiazi
ἁγιάζει	haɡiazi
ἁγιάζει	haɡiázdeː
ἁγιάζειν	aɣiazin
ἁγιάζειν	aʝiazin
ἁγιάζειν	haɡiazin
ἁγιάζειν	haɡiázdeːn
ἁγιάζεισ	aɣiazis
ἁγιάζεισ	aʝiazis
ἁγιάζεισ	haɡiazis
ἁγιάζεισ	haɡiázdeːs
ἁγιάζεσθαι	aɣiazesθɛ
ἁγιάζεσθαι	aʝiazesθe
ἁγιάζεσθαι	haɡiazɛstʰɛ
ἁγιάζεσθαι	haɡiázdestʰai̯
ἁγιάζεσθε	aɣiazesθe
ἁγιάζεσθε	aʝiazesθe
ἁγιάζεσθε	haɡiazɛstʰɛ
ἁγιάζεσθε	haɡiázdestʰe
ἁγιάζεσθον	aɣiazesθon
ἁγιάζεσθον	aʝiazesθon
ἁγιάζεσθον	haɡiazɛstʰon
ἁγιάζεσθον	haɡiázdestʰon
ἁγιάζεται	aɣiazetɛ
ἁγιάζεται	aʝiazete
ἁγιάζεται	haɡiazɛtɛ
ἁγιάζεται	haɡiázdetai̯
ἁγιάζετε	aɣiazete
ἁγιάζετε	aʝiazete
ἁγιάζετε	haɡiazɛtɛ
ἁγιάζετε	haɡiázdete
ἁγιάζετον	aɣiazeton
ἁγιάζετον	aʝiazeton
ἁγιάζετον	haɡiazɛton
ἁγιάζετον	haɡiázdeton
ἁγιάζηι	aɣiazi
ἁγιάζηι	aʝiazi
ἁγιάζηι	haɡiaze
ἁγιάζηι	haɡiázdɛːi̯
ἁγιάζηισ	aɣiazis
ἁγιάζηισ	aʝiazis
ἁγιάζηισ	haɡiazes
ἁγιάζηισ	haɡiázdɛːi̯s
ἁγιάζησθε	aɣiazisθe
ἁγιάζησθε	aʝiazisθe
ἁγιάζησθε	haɡiazestʰɛ
ἁγιάζησθε	haɡiázdɛːstʰe
ἁγιάζησθον	aɣiazisθon
ἁγιάζησθον	aʝiazisθon
ἁγιάζησθον	haɡiazestʰon
ἁγιάζησθον	haɡiázdɛːstʰon
ἁγιάζηται	aɣiazitɛ
ἁγιάζηται	aʝiazite
ἁγιάζηται	haɡiazetɛ
ἁγιάζηται	haɡiázdɛːtai̯
ἁγιάζητε	aɣiazite
ἁγιάζητε	aʝiazite
ἁγιάζητε	haɡiazetɛ
ἁγιάζητε	haɡiázdɛːte
ἁγιάζητον	aɣiaziton
ἁγιάζητον	aʝiaziton
ἁγιάζητον	haɡiazeton
ἁγιάζητον	haɡiázdɛːton
ἁγιάζοι	aɣiazy
ἁγιάζοι	aʝiazi
ἁγιάζοι	aʝiazy
ἁγιάζοι	haɡiazy
ἁγιάζοι	haɡiázdoi̯
ἁγιάζοιεν	aɣiazyen
ἁγιάζοιεν	aʝiazien
ἁγιάζοιεν	aʝiazyen
ἁγιάζοιεν	haɡiazyɛn
ἁγιάζοιεν	haɡiázdoi̯en
ἁγιάζοιμεν	aɣiazymen
ἁγιάζοιμεν	aʝiazimen
ἁγιάζοιμεν	aʝiazymen
ἁγιάζοιμεν	haɡiazymɛn
ἁγιάζοιμεν	haɡiázdoi̯men
ἁγιάζοιμι	aɣiazymi
ἁγιάζοιμι	aʝiazimi
ἁγιάζοιμι	aʝiazymi
ἁγιάζοιμι	haɡiazymi
ἁγιάζοιμι	haɡiázdoi̯mi
ἁγιάζοιντο	aɣiazynto
ἁγιάζοιντο	aʝiazindo
ἁγιάζοιντο	aʝiazynto
ἁγιάζοιντο	haɡiazynto
ἁγιάζοιντο	haɡiázdoi̯nto
ἁγιάζοιο	aɣiazyo
ἁγιάζοιο	aʝiazio
ἁγιάζοιο	aʝiazyo
ἁγιάζοιο	haɡiazyo
ἁγιάζοιο	haɡiázdoi̯o
ἁγιάζοισ	aɣiazys
ἁγιάζοισ	aʝiazis
ἁγιάζοισ	aʝiazys
ἁγιάζοισ	haɡiazys
ἁγιάζοισ	haɡiázdoi̯s
ἁγιάζοισθε	aɣiazysθe
ἁγιάζοισθε	aʝiazisθe
ἁγιάζοισθε	aʝiazysθe
ἁγιάζοισθε	haɡiazystʰɛ
ἁγιάζοισθε	haɡiázdoi̯stʰe
ἁγιάζοισθον	aɣiazysθon
ἁγιάζοισθον	aʝiazisθon
ἁγιάζοισθον	aʝiazysθon
ἁγιάζοισθον	haɡiazystʰon
ἁγιάζοισθον	haɡiázdoi̯stʰon
ἁγιάζοιτε	aɣiazyte
ἁγιάζοιτε	aʝiazite
ἁγιάζοιτε	aʝiazyte
ἁγιάζοιτε	haɡiazytɛ
ἁγιάζοιτε	haɡiázdoi̯te
ἁγιάζοιτο	aɣiazyto
ἁγιάζοιτο	aʝiazito
ἁγιάζοιτο	aʝiazyto
ἁγιάζοιτο	haɡiazyto
ἁγιάζοιτο	haɡiázdoi̯to
ἁγιάζοιτον	aɣiazyton
ἁγιάζοιτον	aʝiaziton
ἁγιάζοιτον	aʝiazyton
ἁγιάζοιτον	haɡiazyton
ἁγιάζοιτον	haɡiázdoi̯ton
ἁγιάζομαι	aɣiazomɛ
ἁγιάζομαι	aʝiazome
ἁγιάζομαι	haɡiazomɛ
ἁγιάζομαι	haɡiázdomai̯
ἁγιάζομεν	aɣiazomen
ἁγιάζομεν	aʝiazomen
ἁγιάζομεν	haɡiazomɛn
ἁγιάζομεν	haɡiázdomen
ἁγιάζονται	aɣiazontɛ
ἁγιάζονται	aʝiazonde
ἁγιάζονται	aʝiazonte
ἁγιάζονται	haɡiazontɛ
ἁγιάζονται	haɡiázdontai̯
ἁγιάζου	aɣiazu
ἁγιάζου	aʝiazu
ἁγιάζου	haɡiazu
ἁγιάζου	haɡiázdoː
ἁγιάζουσι	aɣiazusi
ἁγιάζουσι	aʝiazusi
ἁγιάζουσι	haɡiazusi
ἁγιάζουσι	haɡiázdoːsi
ἁγιάζω	aɣiazo
ἁγιάζω	aʝiazo
ἁγιάζω	haɡiazo
ἁγιάζω	haɡiázdɔː
ἁγιάζωμαι	aɣiazomɛ
ἁγιάζωμαι	aʝiazome
ἁγιάζωμαι	haɡiazomɛ
ἁγιάζωμαι	haɡiázdɔːmai̯
ἁγιάζωμεν	aɣiazomen
ἁγιάζωμεν	aʝiazomen
ἁγιάζωμεν	haɡiazomɛn
ἁγιάζωμεν	haɡiázdɔːmen
ἁγιάζων	aɣiazon
ἁγιάζων	aʝiazon
ἁγιάζων	haɡiazon
ἁγιάζων	haɡiázdɔːn
ἁγιάζωνται	aɣiazontɛ
ἁγιάζωνται	aʝiazonde
ἁγιάζωνται	aʝiazonte
ἁγιάζωνται	haɡiazontɛ
ἁγιάζωνται	haɡiázdɔːntai̯
ἁγιάζωσι	aɣiazosi
ἁγιάζωσι	aʝiazosi
ἁγιάζωσι	haɡiazosi
ἁγιάζωσι	haɡiázdɔːsi
ἁγιαζέσθω	aɣiazesθo
ἁγιαζέσθω	aʝiazesθo
ἁγιαζέσθω	haɡiazdéstʰɔː
ἁγιαζέσθω	haɡiazɛstʰo
ἁγιαζέσθων	aɣiazesθon
ἁγιαζέσθων	aʝiazesθon
ἁγιαζέσθων	haɡiazdéstʰɔːn
ἁγιαζέσθων	haɡiazɛstʰon
ἁγιαζέτω	aɣiazeto
ἁγιαζέτω	aʝiazeto
ἁγιαζέτω	haɡiazdétɔː
ἁγιαζέτω	haɡiazɛto
ἁγιαζέτων	aɣiazeton
ἁγιαζέτων	aʝiazeton
ἁγιαζέτων	haɡiazdétɔːn
ἁγιαζέτων	haɡiazɛton
ἁγιαζοίμεθα	aɣiazymeθa
ἁγιαζοίμεθα	aʝiazimeθa
ἁγιαζοίμεθα	aʝiazymeθa
ἁγιαζοίμεθα	haɡiazdǒi̯metʰa
ἁγιαζοίμεθα	haɡiazymɛtʰa
ἁγιαζοίμην	aɣiazymin
ἁγιαζοίμην	aʝiazimin
ἁγιαζοίμην	aʝiazymin
ἁγιαζοίμην	haɡiazdǒi̯mɛːn
ἁγιαζοίμην	haɡiazymen
ἁγιαζοίσθην	aɣiazysθin
ἁγιαζοίσθην	aʝiazisθin
ἁγιαζοίσθην	aʝiazysθin
ἁγιαζοίσθην	haɡiazdǒi̯stʰɛːn
ἁγιαζοίσθην	haɡiazystʰen
ἁγιαζοίτην	aɣiazytin
ἁγιαζοίτην	aʝiazitin
ἁγιαζοίτην	aʝiazytin
ἁγιαζοίτην	haɡiazdǒi̯tɛːn
ἁγιαζοίτην	haɡiazyten
ἁγιαζόμεθα	aɣiazomeθa
ἁγιαζόμεθα	aʝiazomeθa
ἁγιαζόμεθα	haɡiazdómetʰa
ἁγιαζόμεθα	haɡiazomɛtʰa
ἁγιαζόμενοσ	aɣiazomenos
ἁγιαζόμενοσ	aʝiazomenos
ἁγιαζόμενοσ	haɡiazdómenos
ἁγιαζόμενοσ	haɡiazomɛnos
ἁγιαζόντων	aɣiazonton
ἁγιαζόντων	aʝiazondon
ἁγιαζόντων	aʝiazonton
ἁγιαζόντων	haɡiazdóntɔːn
ἁγιαζόντων	haɡiazonton
ἁγιαζώμεθα	aɣiazomeθa
ἁγιαζώμεθα	aʝiazomeθa
ἁγιαζώμεθα	haɡiazdɔ̌ːmetʰa
ἁγιαζώμεθα	haɡiazomɛtʰa
ἁγιασμόσ	aɣiazmos
ἁγιασμόσ	aʝiazmos
ἁγιασμόσ	haɡiazmos
ἁγιασμόσ	haɡiazmós
ἁγιωσύνη	aɣiosyni
ἁγιωσύνη	aʝiosini
ἁγιωσύνη	aʝiosyni
ἁγιωσύνη	haɡiosyne
ἁγιωσύνη	haɡiɔːsýnɛː
ἁγιότησ	aɣiotis
ἁγιότησ	aʝiotis
ἁγιότησ	haɡiotes
ἁγιότησ	haɡiótɛːs
ἁγνή	aɣni
ἁγνή	haɡne
ἁγνή	haɡnɛ̌ː
ἁγνίζω	aɣnizo
ἁγνίζω	haɡnizo
ἁγνίζω	haɡnízdɔː
ἁγνεία	aɣnia
ἁγνεία	haɡnia
ἁγνεία	haɡněːaː
ἁγνισμόσ	aɣnizmos
ἁγνισμόσ	haɡnizmos
ἁγνισμόσ	haɡnizmós
ἁγνόσ	aɣnos
ἁγνόσ	haɡnos
ἁγνόσ	haɡnós
ἁγνότησ	aɣnotis
ἁγνότησ	haɡnotes
ἁγνότησ	haɡnótɛːs
ἁδινά	aðina
ἁδινά	hadina
ἁδινά	hadiná
ἁδινά	hadinǎː
ἁδινόσ	aðinos
ἁδινόσ	hadinos
ἁδινόσ	hadinós
ἁδριανουπολίτησ	aðrianupolitis
ἁδριανουπολίτησ	hadrianupolites
ἁδριανούπολισ	aðrianupolis
ἁδριανούπολισ	hadrianupolis
ἁδρόσ	aðros
ἁδρόσ	hadros
ἁδρόσ	hadrós
ἁθρόα	aθroa
ἁθρόα	hatʰroa
ἁθρόα	hatʰróa
ἁθρόα	hatʰróaː
ἁθρόοι	aθroi
ἁθρόοι	aθroy
ἁθρόοι	hatʰroy
