və	vˈæ
külün	cylˈyn
kürəyini	cyɾæjinˈi
kütləsidir	cytlæsidˈir
kəfən	cæfˈæn
kəlləsinin	cællæsinˈin
kəlləyə	cællˈæjæ
kələmin	cælæmˈin
kəmiyyətlərə	cæmijjætlˈæɾæ
kənarlaşdırılan	cænarɫaʃdɯɾɯɫˈan
kənarlaşdırır	cænarɫaʃdɯɾˈɯr
kəndlisinin	cændlisinˈin
kərpici	cærpid͡ʒˈi
kəsilər	cæsilˈær
kəsiyini	cæsijinˈi
kəsişməsinə	cæsiʃmæsˈinæ
kətandan	cætandˈan
kəvər	cævˈær
kəşfdən	cæʃfdˈæn
laboratoriyanı	ɫaboɾatoɾijanˈɯ
ladı	ɫadˈɯ
laklar	ɫaçɫˈar
landşafta	ɫandʃaftˈa
landşaftlarında	ɫandʃaftɫaɾɯndˈa
latıncadan	ɫatɯnd͡ʒadˈan
layihələndirilmişdir	ɫajihælændiɾilmiʃdˈir
layihələrlə	ɫajihælˈærlæ
laylara	ɫajɫaɾˈa
laylarda	ɫajɫardˈa
laylarından	ɫajɫaɾɯndˈan
leykositlər	lejcositlˈær
leytmotiv	lejtmotˈiv
liberallaşdırılması	libeɾaɫɫaʃdɯɾɯɫmasˈɯ
liderimiz	lideɾimˈiz
limanlara	limanɫaɾˈa
limanlarda	limanɫardˈa
limfatik	limfatˈiç
liseyini	lisejinˈi
liseyinin	lisejinˈin
liturgik	liturɟˈiç
livr	lˈivər
lobbi	ɫobbˈi
lobyadan	ɫobjadˈan
lokomotivi	ɫocomotivˈi
loqistika	ɫoɡisticˈa
loqosunda	ɫoɡosundˈa
loqosunu	ɫoɡosunˈu
loğman	ɫoːmˈan
lupa	ɫupˈa
lüminessensiya	lyminessˈensia
ləhcələrin	læhd͡ʒælæɾˈin
ləngidirdi	lænɟidirdˈi
ləngidən	lænɟidˈæn
ləqəbindən	læɡæbindˈæn
lətlidir	lætlidˈir
ləyaqətinin	læjaɡætinˈin
ləzzəti	læzzætˈi
macəralarını	mad͡ʒæɾaɫaɾɯnˈɯ
macərasına	mad͡ʒæɾasɯnˈa
madaylar	madajɫˈar
maddəlik	maddælˈiç
magistralları	maɟistraɫɫaɾˈɯ
magistrantlar	maɟistrantɫˈar
magistraturada	maɟistratuɾadˈa
mahiyyətin	mahijjætˈin
mak	mˈaç
maldarları	maɫdarɫaɾˈɯ
malikanələr	malicanælˈær
mamontun	mamontˈun
mandarin	mandaɾˈin
maraqlandırmır	maɾaɡɫandɯrmˈɯr
maraqlanması	maɾaɡɫanmasˈɯ
marketinqin	marcet͡sinɡˈin
marşrutlarının	marʃrutɫaɾɯnˈɯn
marşrutunu	marʃrutunˈu
masonlar	masonɫˈar
materialşünaslıq	mateɾiaɫʃynasɫˈɯx
mavzoley	mavzolˈej
max	mˈax
mayalanması	majaɫanmasˈɯ
mayasını	majasɯnˈɯ
mayeləşdirilmiş	majelæʃdiɾilmˈiʃ
mayesində	majesˈindæ
mayesinin	majesinˈin
mağazalara	maːzaɫaɾˈa
medalyonun	medaɫjonˈun
mehmanxanada	mehmanxanadˈa
mehmanxananın	mehmanxananˈɯn
melanin	meɫanˈin
melodiyaların	meɫodijaɫaɾˈɯn
memara	memaɾˈa
membranların	membranɫaɾˈɯn
menecerləri	mened͡ʒerlæɾˈi
menşeviklərin	menʃeviçlæɾˈin
meridianı	meɾidianˈɯ
meridional	meɾidionˈaɫ
metamorfizmə	metamorfˈizmæ
metamorfozla	metamorfozɫˈa
meteorologiya	met͡seoɾoɫˈoɟia
metroda	metrodˈa
mexanizmlərdən	mexanizmlærdˈæn
meydançalarında	mejdant͡ʃaɫaɾɯndˈa
meyitlər	mejitlˈær
meylinin	mejlinˈin
meyvədir	mejvædˈir
meşəaltı	meʃæaɫtˈɯ
miflərlə	miflˈærlæ
mikrobun	miçrobˈun
mikroorqanizmlərdən	miçroorɡanizmlærdˈæn
mildən	mildˈæn
milisinin	milisinˈin
milliyətindən	millijætindˈæn
millətçiliyini	millætt͡ʃilijinˈi
millətçilərin	millætt͡ʃilæɾˈin
milyonçuları	miljont͡ʃuɫaɾˈɯ
milçəklər	milt͡ʃæçlˈær
minadan	minadˈan
mineraldır	mineɾaɫdˈɯr
minerallarından	mineɾaɫɫaɾɯndˈan
mineralıdır	mineɾaɫɯdˈɯr
mineralının	mineɾaɫɯnˈɯn
miniatürlərində	miniatyrlæɾˈindæ
miniatürün	miniatyɾˈyn
minnətdarlıqla	minnætdarɫɯɡɫˈa
miomasının	miomasɯnˈɯn
miqdarlarda	miɡdarɫardˈa
miqrasiyalar	miɡrasijaɫˈar
mirasına	miɾasɯnˈa
mirasının	miɾasɯnˈɯn
missiyasında	missijasɯndˈa
missiyaya	missijajˈa
mitinqləri	mit͡sinɡlæɾˈi
mitinqə	mit͡sˈinɡæ
mitoz	mitˈoz
modemlər	modemlˈær
modernizm	modernˈizm
mol	mˈoɫ
mollaların	moɫɫaɫaɾˈɯn
monarxistlər	monarxistlˈær
monarxiyadır	monarxijadˈɯr
monastra	monastrˈa
monastrına	monastrɯnˈa
monopoliya	monopˈolia
montmorillonit	montmoɾilɫonˈit
mumdan	mumdˈan
musiqilərində	musiɡilæɾˈindæ
mussonları	mussonɫaɾˈɯ
muzeyindən	muzejindˈæn
muğamlarda	muːamɫardˈa
möhkəmləndirərək	mœhcæmlændiɾæɾˈæç
möhrü	mœhrˈy
mövsümlə	mœvsˈymlæ
müasirlərimizin	myasirlæɾimizˈin
müasirlərinə	myasirlæɾˈinæ
mübadiləyə	mybadilˈæjæ
mübaliğə	mybalˈijæ
mübaliğəli	mybalijælˈi
mübarizədir	mybaɾizædˈir
mübarizələrinə	mybaɾizælæɾˈinæ
mücahidlərin	myd͡ʒahidlæɾˈin
müddətlə	myddˈætlæ
müdrikliyə	mydriçlˈijæ
müdriklər	mydriçlˈær
mühacirlərə	myhad͡ʒirlˈæɾæ
mühacirətinin	myhad͡ʒiɾætinˈin
mühafizəkarlıq	myhafizæcarɫˈɯx
mühafizəçinin	myhafizæt͡ʃinˈin
mühasibatlıq	myhasibatɫˈɯx
mühazirəsində	myhaziɾæsˈindæ
mühitlərində	myhitlæɾˈindæ
mühərriklərə	myhærriçlˈæɾæ
mükafatlandırılmış	mycafatɫandɯɾɯɫmˈɯʃ
mükafatlandırır	mycafatɫandɯɾˈɯr
mükəmməllik	mycæmmællˈiç
mülahizəsinə	myɫahizæsˈinæ
mülkiyyətçi	mylcijjætt͡ʃˈi
mülkiyəti	mylcijætˈi
mümkünlüyünə	mymcynlyjˈynæ
müqavilədir	myɡavilædˈir
müqəddiməsi	myɡæddimæsˈi
müqəddəsliyi	myɡæddæslijˈi
müqəddəsliyini	myɡæddæslijinˈi
müraciətlərin	myɾad͡ʒiætlæɾˈin
müridlər	myɾidlˈær
mürəkkəbliyinə	myɾæçcæblijˈinæ
mürəkkəbləşdirir	myɾæçcæblæʃdiɾˈir
mürəkkəbləşmiş	myɾæçcæblæʃmˈiʃ
mürəkkəbə	myɾæçcˈæbæ
müstəmləkələrini	mystæmlæcælæɾinˈi
müstəmləkəçiliyə	mystæmlæcæt͡ʃilˈijæ
müstəntiqi	mystæntiɡˈi
müstəvinin	mystævinˈin
mütaliəyə	mytaliˈæjæ
mütləqiyyəti	mytlæɡijjætˈi
mütəxəsis	mytæxæsˈis
müvafıq	myvafˈɯx
müvvəqəti	myvvæɡætˈi
müvəffəqiyyətinə	myvæffæɡijjætˈinæ
müzəffər	myzæffˈær
müğənnilərdən	myːænnilærdˈæn
müşahidəçiləri	myʃahidæt͡ʃilæɾˈi
müşahidəçiyə	myʃahidæt͡ʃˈijæ
müştərilərlə	myʃtæɾilˈærlæ
müəyyənləşməsində	myæjjænlæʃmæsˈindæ
mıx	mˈɯx
məbədlərindən	mæbædlæɾindˈæn
məclisini	mæd͡ʒlisinˈi
məcmusunu	mæd͡ʒmusunˈu
məcmuələr	mæd͡ʒmuælˈær
mədrəsələri	mædræsælæɾˈi
məhkumlara	mæhcumɫaɾˈa
məkkəlilər	mæçcælilˈær
məmləkətdə	mæmlæcˈætdæ
məmnuniyyət	mæmnunijjˈæt
məmulatlarında	mæmuɫatɫaɾɯndˈa
məmurlarından	mæmurɫaɾɯndˈan
mənalıdır	mænaɫɯdˈɯr
mənbəli	mænbælˈi
mənbələridir	mænbælæɾidˈir
mənfəətini	mænfæætinˈi
mənfəətləri	mænfæætlæɾˈi
mənimsəməkdə	mænimsæmˈæçdæ
mənimsənilməsini	mænimsænilmæsinˈi
məntiqdən	mæntiɡdˈæn
məntəqələrə	mæntæɡælˈæɾæ
məqamlarla	mæɡamɫarɫˈa
məqsədim	mæɡsædˈim
mərasimdir	mæɾasimdˈir
mərmilərdən	mærmilærdˈæn
mərmərindən	mærmæɾindˈæn
mərtəbələrin	mærtæbælæɾˈin
mərtəbələrinin	mærtæbælæɾinˈin
məscidindəki	mæsd͡ʒidindæcˈi
məskunlaşmamış	mæscunɫaʃmamˈɯʃ
məskənin	mæscænˈin
məsləhətləşmə	mæslæhætlˈæʃmæ
məsnəvisi	mæsnævisˈi
mətbuatdan	mætbuatdˈan
mətbəxini	mætbæxinˈi
mətləbləri	mætlæblæɾˈi
məxfilik	mæxfilˈiç
məxluqları	mæxɫuɡɫaɾˈɯ
məxsusluğunu	mæxsusɫuːnˈu
məzarlığa	mæzarɫɯɯˈa
məzarından	mæzaɾɯndˈan
məzhəkə	mæzhˈæcæ
məşhurdu	mæʃhurdˈu
məşhurluğunun	mæʃhurɫuːnˈun
məşqlərdə	mæʃɡlˈærdæ
məşuqu	mæʃuɡˈu
nad	nˈad
nahiyələr	nahijælˈær
nahiyəsini	nahijæsinˈi
namazların	namazɫaɾˈɯn
namazında	namazɯndˈa
naqillərin	naɡillæɾˈin
narahatlığa	naɾahatɫɯɯˈa
naxışlarından	naxɯʃɫaɾɯndˈan
nazirliklərin	nazirliçlæɾˈin
necəliyi	ned͡ʒælijˈi
nefə	nˈefæ
nekropolundan	neçropoɫundˈan
nevrologiya	nevroɫˈoɟia
neyronların	nejronɫaɾˈɯn
neytrallaşdırır	nejtraɫɫaʃdɯɾˈɯr
nigahından	niɟahɯndˈan
nihilizmin	nihilizmˈin
niyyətinin	nijjætinˈin
niyyətlərindən	nijjætlæɾindˈæn
nohur	nohˈur
nohurlarda	nohurɫardˈa
nokautla	nocautɫˈa
nomenklatura	nomençɫatuɾˈa
nominasiyalar	nominasijaɫˈar
novellalar	novelɫaɫˈar
novellası	novelɫasˈɯ
novruz	novrˈuz
noyonun	nojonˈun
nömrələrə	nœmrælˈæɾæ
nömrəni	nœmrænˈi
nöqtəvari	nœɡtævaɾˈi
nüansları	nyansɫaɾˈɯ
nümayişlərdə	nymajiʃlˈærdæ
nümayişlərində	nymajiʃlæɾˈindæ
nüvələrdə	nyvælˈærdæ
nəcisin	næd͡ʒisˈin
nəqletmə	næɡlˈetmæ
nərgizava	nærɟizavˈa
nəticələnəcək	nætid͡ʒælænæd͡ʒˈæç
nəvaziş	nævazˈiʃ
nəvəsini	nævæsinˈi
nəzakət	næzacˈæt
nəşinin	næʃinˈin
nəşriyyata	næʃrijjatˈa
nəşrlərini	næʃrlæɾinˈi
obelisk	obelˈisç
obrazlarda	obrazɫardˈa
obyektivi	objeçtivˈi
olduqlarının	oɫduɡɫaɾɯnˈɯn
olmamışam	oɫmamɯʃˈam
olmaqları	oɫmaɡɫaɾˈɯ
olmağla	oɫmaːɫˈa
olmağından	oɫmaːɯndˈan
olmuşsa	oɫmuʃsˈa
olum	oɫˈum
olunanadək	oɫunanadˈæç
olunandır	oɫunandˈɯr
olunmamalıdır	oɫunmamaɫɯdˈɯr
olunmaqda	oɫunmaɡdˈa
olunmasın	oɫunmasˈɯn
olunmazdır	oɫunmazdˈɯr
onbaşı	onbaʃˈɯ
onilliklərində	onilliçlæɾˈindæ
onlarsız	onɫarsˈɯz
onurğasızların	onurɣasɯzɫaɾˈɯn
operasına	opeɾasɯnˈa
operatorunun	opeɾatoɾunˈun
oraqvari	oɾaɡvaɾˈi
orderi	ordeɾˈi
ordinator	ordinatˈor
orogen	oɾoɟˈen
orqanlarla	orɡanɫarɫˈa
ortopediya	ortopˈedia
otağıdır	otaːɯdˈɯr
otdan	otdˈan
otlaqlarında	otɫaɡɫaɾɯndˈa
oturacağında	otuɾad͡ʒaːɯndˈa
ovalıqlarda	ovaɫɯɡɫardˈa
over	ovˈer
ovlaya	ovɫajˈa
ovlayırdılar	ovɫajɯrdɯɫˈar
oxucusuna	oxud͡ʒusunˈa
oxuduğuna	oxuduːnˈa
oxundan	oxundˈan
oxunmasına	oxunmasɯnˈa
oxşadığı	oxʃadɯɯˈɯ
oyanmasına	ojanmasɯnˈa
oyanmış	ojanmˈɯʃ
oyanmışdır	ojanmɯʃdˈɯr
oykonimlər	ojconimlˈær
oymalarla	ojmaɫarɫˈa
oymaları	ojmaɫaɾˈɯ
oymaqlar	ojmaɡɫˈar
oynama	ojnamˈa
oynamaqdadır	ojnamaɡdadˈɯr
oğlanlarla	oːɫanɫarɫˈa
oğlun	oːɫˈun
oğrunun	oːɾunˈun
oğulluğu	oːuɫɫˈuː
oğurlanan	oːurɫanˈan
oğurluqla	oːurɫuɡɫˈa
oğurluğa	oːurɫuːˈa
paltarla	paɫtarɫˈa
palçığa	paɫt͡ʃɯɯˈa
panteizm	panteˈizm
papalar	papaɫˈar
papaları	papaɫaɾˈɯ
papaya	papajˈa
paradlar	paɾadɫˈar
parafinlərin	paɾafinlæɾˈin
parametrik	paɾametrˈiç
paranormal	paɾanormˈaɫ
parolu	paɾoɫˈu
parovoz	paɾovˈoz
parçadır	part͡ʃadˈɯr
parçasında	part͡ʃasɯndˈa
pasportunu	pasportunˈu
payın	pajˈɯn
pedal	pedˈaɫ
perspektivliyi	perspeçtivlijˈi
peso	pesˈo
peyvəndlər	pejvændlˈær
pifaqorçular	pifaɡort͡ʃuɫˈar
pillələrini	pillælæɾinˈi
pillənini	pillæninˈi
pinqvin	pinɡvˈin
pirimidin	piɾimidˈin
pirinin	piɾinˈin
pisləşən	pislæʃˈæn
piyadasını	pijadasɯnˈɯ
pişiklərinin	piʃiçlæɾinˈin
pişiyinin	piʃijinˈin
plafon	pɫafˈon
plandakı	pɫandacˈɯ
planetlərdə	pɫanetlˈærdæ
planlanmış	pɫanɫanmˈɯʃ
platformalara	pɫatformaɫaɾˈa
plenum	plenˈum
plevrit	plevrˈit
plitələrinin	plitælæɾinˈin
pnevmoniyalar	pnevmonijaɫˈar
podaqra	podaɡrˈa
podiumda	podiumdˈa
pokemon	pocemˈon
poladlar	poɫadɫˈar
polifunksional	polifunçsionˈaɫ
polkunda	poɫcundˈa
populyarlaşdırılması	popuɫjarɫaʃdɯɾɯɫmasˈɯ
portretidir	portret͡sidˈir
portuqalların	portuɡaɫɫaɾˈɯn
postamenti	postamentˈi
potensiallı	potensiaɫɫˈɯ
pozulmasıdır	pozuɫmasɯdˈɯr
pravoslavlar	pravosɫavɫˈar
prefiksi	prefiçsˈi
presviterian	presvit͡seɾiˈan
prioriteti	prioɾit͡set͡sˈi
prodüserlərindən	prodyserlæɾindˈæn
prodüsserlik	prodysserlˈiç
profildən	profildˈæn
proqnozlaşdırmağa	proɡnozɫaʃdɯrmˈaː
proqramlaşdırmanı	proɡramɫaʃdɯrmanˈɯ
prospektindəki	prospeçtindæcˈi
proteini	proteinˈi
prototipidir	prototipidˈir
psixoloqların	psixoɫoɡɫaɾˈɯn
publika	publicˈa
pulcuqlarının	puɫd͡ʒuɡɫaɾɯnˈɯn
pyesindən	pjesindˈæn
pəhləvanlar	pæhlævanɫˈar
pələngləri	pælænɟlæɾˈi
pərgar	pærɟˈar
qabaqcıllarından	ɡabaɡd͡ʒɯɫɫaɾɯndˈan
qabarmış	ɡabarmˈɯʃ
qabarıqlıq	ɡabaɾɯɡɫˈɯx
qabağından	ɡabaːɯndˈan
qabıqdəyişmə	ɡabɯɡdæjˈiʃmæ
qabıqlarını	ɡabɯɡɫaɾɯnˈɯ
qabırğaları	ɡabɯrɣaɫaɾˈɯ
qadınına	ɡadɯnɯnˈa
qadınını	ɡadɯnɯnˈɯ
qaidəsinə	ɡa͡ɪdæsˈinæ
qalaktikası	ɡaɫaçticasˈɯ
qalanlara	ɡaɫanɫaɾˈa
qaldıracaq	ɡaɫdɯɾad͡ʒˈax
qaldırmaqdır	ɡaɫdɯrmaɡdˈɯr
qaldırırdılar	ɡaɫdɯɾɯrdɯɫˈar
qalereyasına	ɡaleɾejasɯnˈa
qalereyasını	ɡaleɾejasɯnˈɯ
qalmamalıdır	ɡaɫmamaɫɯdˈɯr
qalmasa	ɡaɫmasˈa
qalmayaraq	ɡaɫmajaɾˈax
qalvanik	ɡaɫvanˈiç
qalxarkən	ɡaɫxarcˈæn
qalıntıları	ɡaɫɯntɯɫaɾˈɯ
qalığına	ɡaɫɯɯɯnˈa
qametlər	ɡametlˈær
qanadlarla	ɡanadɫarɫˈa
qanlarını	ɡanɫaɾɯnˈɯ
qanunauyğunluqlarının	ɡanunaujɣunɫuɡɫaɾɯnˈɯn
qanunidir	ɡanunidˈir
qanunsuzluq	ɡanunsuzɫˈux
qanunundan	ɡanunundˈan
qapalıdır	ɡapaɫɯdˈɯr
qapanan	ɡapanˈan
qapaqlar	ɡapaɡɫˈar
qapıdır	ɡapɯdˈɯr
qapılarında	ɡapɯɫaɾɯndˈa
qaranquşu	ɡaɾanɡuʃˈu
qarda	ɡardˈa
qardaşlığa	ɡardaʃɫɯɯˈa
qarmaqlar	ɡarmaɡɫˈar
qarğıdalının	ɡarɣɯdaɫɯnˈɯn
qarıncığı	ɡaɾɯnd͡ʒɯɯˈɯ
qarışdırma	ɡaɾɯʃdɯrmˈa
qarışdırıla	ɡaɾɯʃdɯɾɯɫˈa
qarışdırılıb	ɡaɾɯʃdɯɾɯɫˈɯb
qarışıqda	ɡaɾɯʃɯɡdˈa
qarşıladığı	ɡarʃɯɫadɯɯˈɯ
qarşılama	ɡarʃɯɫamˈa
qarşılaşaraq	ɡarʃɯɫaʃaɾˈax
qarşılaşmalarda	ɡarʃɯɫaʃmaɫardˈa
qarşılaşmışdı	ɡarʃɯɫaʃmɯʃdˈɯ
qastrolda	ɡastroɫdˈa
qatılanlar	ɡatɯɫanɫˈar
qatıldıqdan	ɡatɯɫdɯɡdˈan
qatılsa	ɡatɯɫsˈa
qayanı	ɡajanˈɯ
qaynadılması	ɡajnadɯɫmasˈɯ
qaynamağa	ɡajnamˈaː
qaynaqlanmaqdadır	ɡajnaɡɫanmaɡdadˈɯr
qaynaqlarını	ɡajnaɡɫaɾɯnˈɯ
qaynağına	ɡajnaːɯnˈa
qaytarılıb	ɡajtaɾɯɫˈɯb
qayğılarına	ɡajɣɯɫaɾɯnˈa
qayğının	ɡajɣɯnˈɯn
qayıdacağı	ɡajɯdad͡ʒaːˈɯ
qayıdacağına	ɡajɯdad͡ʒaːɯnˈa
qayıtdım	ɡajɯtdˈɯm
qazandan	ɡazandˈan
qazanmalı	ɡazanmaɫˈɯ
qazanmasının	ɡazanmasɯnˈɯn
qazaraq	ɡazaɾˈax
qazilər	ɡazilˈær
qaçmasından	ɡat͡ʃmasɯndˈan
qaçırması	ɡat͡ʃɯrmasˈɯ
qaçırmağa	ɡat͡ʃɯrmˈaː
qaçırmış	ɡat͡ʃɯrmˈɯʃ
qaçırıldığını	ɡat͡ʃɯɾɯɫdɯɯɯnˈɯ
qaçırılmış	ɡat͡ʃɯɾɯɫmˈɯʃ
qaşıqlar	ɡaʃɯɡɫˈar
qeder	ɡedˈer
qellər	ɡellˈær
qeydiyyatını	ɡejdijjatɯnˈɯ
qidalarla	ɡidaɫarɫˈa
qisa	ɡisˈa
qitələri	ɡitælæɾˈi
qitəsindəki	ɡitæsindæcˈi
qiyamlar	ɡijamɫˈar
qlaukoma	ɡɫaucomˈa
qocalara	ɡod͡ʒaɫaɾˈa
qocaların	ɡod͡ʒaɫaɾˈɯn
qonaqlardan	ɡonaɡɫardˈan
qopuzun	ɡopuzˈun
qorunmanın	ɡoɾunmanˈɯn
qorunurlar	ɡoɾunurɫˈar
qoruyarkən	ɡoɾujarcˈæn
qorxaqlıq	ɡorxaɡɫˈɯx
qorxmayan	ɡorxmajˈan
qorxusuz	ɡorxusˈuz
qovma	ɡovmˈa
qovmaqla	ɡovmaɡɫˈa
qovucu	ɡovud͡ʒˈu
qovuldular	ɡovuɫduɫˈar
qovurun	ɡovuɾˈun
qoysunlar	ɡojsunɫˈar
qozbel	ɡozbˈel
qoşan	ɡoʃˈan
qoşması	ɡoʃmasˈɯ
qoşmağa	ɡoʃmˈaː
qoşquda	ɡoʃɡudˈa
qoşulacaq	ɡoʃuɫad͡ʒˈax
qoşulduqda	ɡoʃuɫduɡdˈa
qoşulmadı	ɡoʃuɫmadˈɯ
qrafa	ɡrafˈa
qramdan	ɡramdˈan
qrammatikasını	ɡrammaticasɯnˈɯ
qrantları	ɡrantɫaɾˈɯ
qrantı	ɡrantˈɯ
qripə	ɡrˈipæ
qriqoryan	ɡriɡorjˈan
qruplaşmalarının	ɡrupɫaʃmaɫaɾɯnˈɯn
qubalı	ɡubaɫˈɯ
qucaq	ɡud͡ʒˈax
quldurlarına	ɡuɫdurɫaɾɯnˈa
quldurlarından	ɡuɫdurɫaɾɯndˈan
qullarını	ɡuɫɫaɾɯnˈɯ
qulplu	ɡuɫpɫˈu
qumların	ɡumɫaɾˈɯn
qunut	ɡunˈut
qurar	ɡuɾˈar
quraşdırılırdı	ɡuɾaʃdɯɾɯɫɯrdˈɯ
qurluşu	ɡurɫuʃˈu
qurtarırlar	ɡurtaɾɯrɫˈar
qurtulmağın	ɡurtuɫmaːˈɯn
qurtulur	ɡurtuɫˈur
qurucularının	ɡuɾud͡ʒuɫaɾɯnˈɯn
quruduqdan	ɡuɾuduɡdˈan
qurulanda	ɡuɾuɫandˈa
qurultayını	ɡuɾuɫtajɯnˈɯ
quruluşludur	ɡuɾuɫuʃɫudˈur
qutucuq	ɡutud͡ʒˈux
quyruqlarını	ɡujruɡɫaɾɯnˈɯ
quyruqsuz	ɡujruɡsˈuz
quşarmudu	ɡuʃarmudˈu
qövsün	ɡœvsˈyn
qübbələr	ɡybbælˈær
qüllələrdən	ɡyllælærdˈæn
qüvvəli	ɡyvvælˈi
qüvvətləndirir	ɡyvvætlændiɾˈir
qüvvətləndirmək	ɡyvvætlændirmˈæç
qıcıq	ɡɯd͡ʒˈɯx
qılıncların	ɡɯɫɯnd͡ʒɫaɾˈɯn
qınayan	ɡɯnajˈan
qırğınına	ɡɯrɣɯnɯnˈa
qırğınının	ɡɯrɣɯnɯnˈɯn
qırılmasının	ɡɯɾɯɫmasɯnˈɯn
qırıqlar	ɡɯɾɯɡɫˈar
qırış	ɡɯɾˈɯʃ
qısqanan	ɡɯsɡanˈan
qısqanclıqla	ɡɯsɡand͡ʒɫɯɡɫˈa
qıt	ɡˈɯt
qızılbaşları	ɡɯzɯɫbaʃɫaɾˈɯ
qığırdağın	ɡɯɯɯrdaːˈɯn
qəbirsanlığında	ɡæbirsanɫɯɯɯndˈa
qəhrəmanla	ɡæhræmanɫˈa
qəlir	ɡælˈir
qəlsəmələri	ɡælsæmælæɾˈi
qənaətlə	ɡænaˈætlæ
qərargahından	ɡæɾarɟahɯndˈan
qərarverici	ɡæɾarveɾid͡ʒˈi
qərarıyla	ɡæɾaɾɯjɫˈa
qərərgah	ɡæɾærɟˈah
qərəz	ɡæɾˈæz
qəsdin	ɡæsdˈin
qəsrindən	ɡæsrindˈæn
qəsəbədəki	ɡæsæbædæcˈi
qətidir	ɡætidˈir
qətldən	ɡætldˈæn
qətliamları	ɡætliamɫaɾˈɯ
qətliamın	ɡætliamˈɯn
qəzetdən	ɡæzetdˈæn
qəzəbləndirdi	ɡæzæblændirdˈi
qəzəblənib	ɡæzæblænˈib
radiasiyasını	radiasijasɯnˈɯ
radiorabitə	radioɾabˈitæ
radiostansiyası	radiostansijasˈɯ
radiusuna	radiusunˈa
raketlərə	racetlˈæɾæ
rastlaşan	rastɫaʃˈan
raunddan	raunddˈan
rayonlararası	rajonɫaɾaɾasˈɯ
rayonlarla	rajonɫarɫˈa
razılaşmalara	razɯɫaʃmaɫaɾˈa
razılaşmışdı	razɯɫaʃmɯʃdˈɯ
reagent	reaɟˈent
reallığına	reaɫɫɯɯɯnˈa
rejimlərin	reʒimlæɾˈin
rejissorlarından	reʒissorɫaɾɯndˈan
rekonstruktiv	reconstruçtˈiv
rektorudur	reçtoɾudˈur
relyeflərlə	reljeflˈærlæ
remix	remˈix
repertuarından	repertuaɾɯndˈan
respublikalarına	respublicaɫaɾɯnˈa
respublikamıza	respublicamɯzˈa
respublikasına	respublicasɯnˈa
restoranların	restoɾanɫaɾˈɯn
restoranının	restoɾanɯnˈɯn
reytinqdə	rejtˈinɡdæ
rezervuar	rezervuˈar
riskinə	riscˈinæ
ritmin	ritmˈin
roluyla	roɫujɫˈa
romanlardan	romanɫardˈan
rotasiya	rotˈasia
rotası	rotasˈɯ
ruhlandırmışdır	ruhɫandɯrmɯʃdˈɯr
rübündən	rybyndˈæn
rücu	ryd͡ʒˈu
rütbəni	rytbænˈi
rütubətliyi	rytubætlijˈi
rəhmsiz	ræhmsˈiz
rəngarənglik	rænɟaɾænɟlˈiç
rəngkarlığının	rænɟcarɫɯɯɯnˈɯn
rəqiblə	ræɡˈiblæ
rəsmilərini	ræsmilæɾinˈi
rəsmilərinə	ræsmilæɾˈinæ
rəsədxanasında	ræsædxanasɯndˈa
rəvayətlə	rævajˈætlæ
saatlarına	saatɫaɾɯnˈa
sabahkı	sabahcˈɯ
sabitliyinə	sabitlijˈinæ
sadədən	sadædˈæn
sah	sˈah
sahibkara	sahibcaɾˈa
sahibə	sahˈibæ
saiti	sa͡ɪt͡sˈi
sakitdir	sacitdˈir
sakitləşdi	sacitlæʃdˈi
salavat	saɫavˈat
saldo	saɫdˈo
salisil	salisˈil
samitdən	samitdˈæn
samitlərin	samitlæɾˈin
samurlar	samurɫˈar
sancır	sand͡ʒˈɯr
sandıqda	sandɯɡdˈa
sanlı	sanɫˈɯ
sarayıdır	saɾajɯdˈɯr
sasani	sasanˈi
savadsızlıq	savadsɯzɫˈɯx
saxlayanlar	saxɫajanɫˈar
saxsıdan	saxsɯdˈan
sayaq	sajˈax
saydığını	sajdɯɯɯnˈɯ
saymır	sajmˈɯr
sayılar	sajɯɫˈar
sayılaraq	sajɯɫaɾˈax
sayılırmış	sajɯɫɯrmˈɯʃ
sağalıb	saːɫˈɯb
segah	seɟˈah
sehrinə	sehrˈinæ
sekretor	seçretˈor
sektorlara	seçtorɫaɾˈa
sektorundakı	seçtoɾundacˈɯ
semestrdən	semestrdˈæn
seminarda	seminardˈa
seminariyaya	seminaɾijajˈa
senyor	senjˈor
senzor	senzˈor
senzuradan	senzuɾadˈan
serbiyalı	serbijaɫˈɯ
serblərə	serblˈæɾæ
seriallara	seɾiaɫɫaɾˈa
serialını	seɾiaɫɯnˈɯ
seriyalarından	seɾijaɫaɾɯndˈan
seriyalıq	seɾijaɫˈɯx
serjantı	serʒantˈɯ
sertifikatlara	sertificatɫaɾˈa
serverin	serveɾˈin
sevgilinin	sevɟilinˈin
sevgilisindən	sevɟilisindˈæn
sevilmiş	sevilmˈiʃ
sevincinə	sevind͡ʒˈinæ
sevindi	sevindˈi
sevinib	sevinˈib
sevmiş	sevmˈiʃ
sevmədiyini	sevmædijinˈi
sevə	sˈevæ
seyrçi	sejrt͡ʃˈi
sezar	sezˈar
seçilsə	set͡ʃˈilsæ
seçilənə	set͡ʃilˈænæ
seçimdən	set͡ʃimdˈæn
sianid	sianˈid
sifarişin	sifaɾiʃˈin
sifətində	sifætˈindæ
