ँ	ə̃
सकत	s̪əkət̪
सकता	s̪əkt̪äː
सकना	s̪əkn̪äː
सकर्मक	s̪əkəɾmək
सकल	s̪əkəl̪
सकार	s̪əkäːɾ
सक्त	s̪əkt̪
सक्रिय	s̪əkɾɪj
सक्षम	s̪əkʃə̃m
सक्सेना	s̪əks̪eːn̪äː
सख़्ती	s̪əkʰt̪iː
सख़्ती	s̪əxt̪iː
सखा	s̪əkʰäː
सख्खर	s̪əkʰkʰəɾ
सगाई	s̪əɡäːiː
सघन	s̪əɡʱə̃n̪
सघोष	s̪əɡʱoːʃ
सच	s̪ət͡ʃ
सचमुच	s̪ət͡ʃmʊt͡ʃ
सचित्र	s̪ət͡ʃɪt̪ɾᵊ
सचिव	s̪ət͡ʃɪʋ
सच्चरित्र	s̪ət̚t͡ʃəɾɪt̪ɾᵊ
सच्चा	s̪ət̚t͡ʃäː
सजल	s̪əd͡ʒəl̪
सज़ा	s̪əd͡ʒäː
सज़ा	s̪əzäː
सजाना	s̪əd͡ʒäːn̪äː
सजावट	s̪əd͡ʒäːʋəʈ
सजावटी	s̪əd͡ʒäːʋʈiː
सजीवता	s̪əd͡ʒiːʋt̪äː
सज्जन	s̪əd̚d͡ʒə̃n̪
सज्जा	s̪əd̚d͡ʒäː
सज्जित	s̪əd̚d͡ʒɪt̪
सटकना	s̪əʈəkn̪äː
सटीक	s̪əʈiːk
सट्टा	s̪əʈ̚ʈäː
सट्टेबाज़	s̪əʈ̚ʈeːbäːd͡ʒ
सट्टेबाज़	s̪əʈ̚ʈeːbäːz
सट्टेबाज़ी	s̪əʈ̚ʈeːbäːd͡ʒiː
सट्टेबाज़ी	s̪əʈ̚ʈeːbäːziː
सड़क	s̪əɽək
सड़कछाप	s̪əɽəkt͡ʃʰäːp
सड़ना	s̪əɽn̪äː
सड़सठ	s̪əɽs̪əʈʰ
सड़ियल	s̪əɽijəl̪
सतलुज	s̪ət̪l̪ʊd͡ʒ
सतह	s̪ət̪əɦ
सतहत्तर	s̪ət̪ʰət̪̚t̪əɾ
सताना	s̪ət̪äːn̪äː
सत्तर	s̪ət̪̚t̪əɾ
सत्ता	s̪ət̪̚t̪äː
सत्ताईस	s̪ət̪̚t̪äːiːs̪
सत्तानवे	s̪ət̪̚t̪ä̃ːn̪weː
सत्तारूढ़	s̪ət̪̚t̪äːɾuːɽʱ
सत्तावन	s̪ət̪̚t̪äːʋə̃n̪
सत्तावाद	s̪ət̪̚t̪äːʋäːd̪
सत्तासी	s̪ət̪̚t̪äːs̪iː
सत्य	s̪ət̪jᵊ
सत्याग्रह	s̪ət̪jäːɡɾəɦ
सत्यापन	s̪ət̪jäːpə̃n̪
सत्यापनों	s̪ət̪jäːpn̪õː
सत्रह	s̪ət̪ɾəɦ
सत्वर	s̪ət̪wəɾ
सदन	s̪əd̪ə̃n̪
सदमा	s̪əd̪mäː
सदर	s̪əd̪əɾ
सदर	s̪əd̪ɾ
सदरी	s̪əd̪ɾiː
सदस्य	s̪əd̪əs̪jᵊ
सदा	s̪əd̪äː
सदाबहार	s̪əd̪äːbəɦäːɾ
सदिश	s̪əd̪ɪʃ
सदैव	s̪əd̪ɛːʋ
सद्भावना	s̪əd̪bʱäːʋn̪äː
सधुक्कड़ी	s̪əd̪ʱʊk̚kəɽiː
सन	s̪ə̃n̪
सनक	s̪ən̪ək
सनकना	s̪ən̪əkn̪äː
सनसनी	s̪ə̃n̪s̪ən̪iː
सनसनीख़ेज़	s̪ə̃n̪s̪ən̪iːkʰeːd͡ʒ
सनसनीख़ेज़	s̪ə̃n̪s̪ən̪iːxeːz
सनातन	s̪ən̪äːt̪ə̃n̪
सन्	s̪ə̃n̪
सन्दूक़चा	s̪ə̃n̪d̪uːkt͡ʃäː
सन्दूक़चा	s̪ə̃n̪d̪uːqt͡ʃäː
सन्देह	s̪ə̃n̪d̪eːɦ
सन्नाटा	s̪ə̃n̪n̪äːʈäː
सन्निकट	s̪ə̃n̪n̪ɪkəʈ
सन्निकटन	s̪ə̃n̪n̪ɪkəʈə̃n̪
सपूत	s̪əpuːt̪
सप्तक	s̪əpt̪ək
सप्ताह	s̪əpt̪äːɦ
सप्ताहांत	s̪əpt̪äːɦä̃ːn̪t̪
सफल	s̪əpʰəl̪
सफ़र	s̪əfəɾ
सफ़र	s̪əpʰəɾ
सफ़रनामा	s̪əfəɾn̪äːmäː
सफ़रनामा	s̪əpʰəɾn̪äːmäː
सफ़ाई	s̪əfäːiː
सफ़ाई	s̪əpʰäːiː
सफ़ेद	s̪əfeːd̪
सफ़ेद	s̪əpʰeːd̪
सफेद	s̪əfeːd̪
सफेद	s̪əpʰeːd̪
सब	s̪əb
सबक	s̪əbək
सबक	s̪əbəq
सबब	s̪əbəb
सबील	s̪əbiːl̪
सबूत	s̪əbuːt̪
सब्ज़ी	s̪əbd͡ʒiː
सब्ज़ी	s̪əbziː
सब्ज़ीमंडी	s̪əbd͡ʒiːmə̃ɳɖiː
सब्ज़ीमंडी	s̪əbziːmə̃ɳɖiː
सब्र	s̪əbəɾ
सब्र	s̪əbɾ
सभा	s̪əbʱäː
सभ्य	s̪əbʱjᵊ
सभ्यता	s̪əbʱjət̪äː
सम	s̪ə̃m
समंदर	s̪əmə̃n̪d̪əɾ
समकालीन	s̪ə̃mkäːl̪ĩːn̪
समकोण	s̪ə̃mkõːɳ
समक्ष	s̪əməkʃ
समझदार	s̪əməd͡ʒʱd̪äːɾ
समझना	s̪əməd͡ʒʱn̪äː
समझाना	s̪ə̃md͡ʒʱäːn̪äː
समझौता	s̪ə̃md͡ʒʱɔːt̪äː
समतल	s̪ə̃mt̪əl̪
समधी	s̪ə̃md̪ʱiː
समनुषंगी	s̪ə̃mn̪ʊʃə̃ŋɡiː
समन्वय	s̪əmə̃n̪wəj
समबाहु	s̪ə̃mbäːɦuː
सममिति	s̪ə̃mmɪt̪iː
समय	s̪əməj
समयसारणी	s̪əməjs̪äːɾɳiː
समयसारिणी	s̪əməjs̪äːɾɪɳiː
समयादेश	s̪əməjäːd̪eːʃ
समयानुसार	s̪ə̃mjäːn̪ʊs̪äːɾ
समरूप	s̪ə̃mɾuːp
समर्थ	s̪əməɾt̪ʰ
समर्थक	s̪əməɾt̪ʰək
समर्थन	s̪əməɾt̪ʰə̃n̪
समर्पण	s̪əməɾpə̃ɳ
समष्टि	s̪əməʃʈiː
समसामयिक	s̪ə̃ms̪ä̃ːmjɪk
समस्या	s̪əməs̪jäː
समाकलन	s̪əmäːkl̪ə̃n̪
समाचार	s̪əmäːt͡ʃäːɾ
समाचारपत्र	s̪əmäːt͡ʃäːɾpət̪ɾᵊ
समाज	s̪əmäːd͡ʒ
समाजवाद	s̪əmäːd͡ʒʋäːd̪
समाजवादी	s̪əmäːd͡ʒʋäːd̪iː
समाजसेवा	s̪əmäːd͡ʒs̪eːʋäː
समाधान	s̪əmäːd̪ʱä̃ːn̪
समाधि	s̪əmäːd̪ʱiː
समान	s̪əmä̃ːn̪
समाना	s̪əmäːn̪äː
समापन	s̪əmäːpə̃n̪
समामेलक	s̪əmäːmeːl̪ək
समामेलन	s̪əmäːmeːl̪ə̃n̪
समामेलित	s̪əmäːmeːl̪ɪt̪
समायोजन	s̪əmäːjoːd͡ʒə̃n̪
समायोजित	s̪əmäːjoːd͡ʒɪt̪
समारोह	s̪əmäːɾoːɦ
समालोचना	s̪əmäːl̪oːt͡ʃn̪äː
समावेश	s̪əmäːʋeːʃ
समास	s̪əmäːs̪
समिट	s̪əmɪʈ
समिति	s̪əmɪt̪iː
समीकरण	s̪əmiːkəɾə̃ɳ
समीक्षा	s̪əmiːkʃäː
समीप	s̪əmiːp
समीर	s̪əmiːɾ
समुच्चय	s̪əmʊt̚t͡ʃəj
समुच्चयबोधक	s̪əmʊt̚t͡ʃəjboːd̪ʱək
समुत्थान	s̪əmʊt̪̚t̪ʰä̃ːn̪
समुदाय	s̪əmʊd̪äːj
समुद्र	s̪əmʊd̪ɾᵊ
समूह	s̪əmuːɦ
समूहन	s̪əmuːɦə̃n̪
समृद्धिकरण	s̪ə̃mɾɪd̪̚d̪ʱɪkəɾə̃ɳ
समेकन	s̪əmeːkə̃n̪
समेटना	s̪əmeːʈn̪äː
समेत	s̪əmeːt̪
समोसा	s̪əmoːs̪äː
सम्पत्ति	s̪ə̃mpət̪̚t̪iː
सम्पादक	s̪ə̃mpäːd̪ək
सम्पादन	s̪ə̃mpäːd̪ə̃n̪
सम्पूर्ण	s̪ə̃mpuːɾɳ
सम्बन्धी	s̪ə̃mbə̃n̪d̪ʱiː
सम्मति	s̪ə̃mmət̪iː
सम्मान	s̪ə̃mmä̃ːn̪
सम्मानजनक	s̪ə̃mmä̃ːn̪d͡ʒən̪ək
सम्मिलन	s̪ə̃mmɪl̪ə̃n̪
सम्मिलित	s̪ə̃mmɪl̪ɪt̪
सम्मिश्रण	s̪ə̃mmɪʃɾə̃ɳ
सम्मुख	s̪ə̃mmʊkʰ
सम्मेलन	s̪ə̃mmeːl̪ə̃n̪
सम्यक्	s̪ə̃mjək
सम्राज्ञी	s̪ə̃mɾäːɡjiː
सम्राट	s̪ə̃mɾäːʈ
सयाना	s̪əjäːn̪äː
सय्याद	s̪əjjäːd̪
सर	s̪əɾ
सरंजाम	s̪əɾə̃n̪d͡ʒä̃ːm
सरकंडा	s̪əɾkə̃ɳɖäː
सरकाना	s̪əɾkäːn̪äː
सरकार	s̪əɾkäːɾ
सरगोधा	s̪əɾɡoːd̪ʱäː
सरद	s̪əɾəd̪
सरदार	s̪əɾd̪äːɾ
सरदी	s̪əɾd̪iː
सरपंच	s̪əɾpə̃n̪t͡ʃ
सरफ़रोश	s̪əɾfəɾoːʃ
सरफ़रोश	s̪əɾpʰəɾoːʃ
सरफिरा	s̪əɾpʰɪɾäː
सरल	s̪əɾəl̪
सरलीकृत	s̪əɾl̪iːkɾɪt̪
सरसठ	s̪əɾs̪əʈʰ
सरसों	s̪əɾs̪õː
सरस्वती	s̪əɾəs̪ʋət̪iː
सरहद	s̪əɾɦəd̪
सरहदी	s̪əɾɦəd̪iː
सराइकी	s̪əɾäːɪkiː
सराफ़ा	s̪əɾäːfäː
सराफ़ा	s̪əɾäːpʰäː
सराबोर	s̪əɾäːboːɾ
सराय	s̪əɾäːj
सराहना	s̪əɾäːɦn̪äː
सरी	s̪əɾiː
सरीखा	s̪əɾiːkʰäː
सरीसृप	s̪əɾiːs̪ɾɪp
सरूर	s̪əɾuːɾ
सरेआम	s̪əɾeːä̃ːm
सरोज	s̪əɾoːd͡ʒ
सरोद	s̪əɾoːd̪
सरोरुह	s̪əɾoːɾʊɦ
सर्किल	s̪əɾkɪl̪
सर्जन	s̪əɾd͡ʒə̃n̪
सर्द	s̪əɾd̪
सर्दी	s̪əɾd̪iː
सर्प	s̪əɾp
सर्पिल	s̪əɾpɪl̪
सर्ब	s̪əɾb
सर्बिया	s̪əɾbijäː
सर्वत्र	s̪əɾʋət̪ɾᵊ
सर्वथा	s̪əɾʋt̪ʰäː
सर्वथा	s̪əɾʋət̪ʰäː
सर्वदलीय	s̪əɾʋd̪əl̪iːjᵊ
सर्वनाम	s̪əɾʋn̪ä̃ːm
सर्वनाम	s̪əɾʋən̪ä̃ːm
सर्वप्रथम	s̪əɾʋpɾət̪ʰə̃m
सर्वश्रेष्ठ	s̪əɾʋəʃɾeːʂʈʰ
सर्वसम्मति	s̪əɾʋs̪ə̃mmət̪iː
सर्वसाधारण	s̪əɾʋs̪äːd̪ʱäːɾə̃ɳ
सर्वहारा	s̪əɾʋɦäːɾäː
सर्वांगसम	s̪əɾʋä̃ːŋɡs̪ə̃m
सर्वाधिक	s̪əɾʋäːd̪ʱɪk
सर्विस	s̪əɾʋɪs̪
सर्वेक्षण	s̪əɾʋeːkʃə̃ɳ
सर्वोच्च	s̪əɾʋoːt̚t͡ʃ
सर्वोदय	s̪əɾʋoːd̪əj
सर्वोपरि	s̪əɾʋoːpəɾiː
सर्षप	s̪əɾʃəp
सलवार	s̪əl̪ʋäːɾ
सलहज	s̪əl̪ɛɦɛd͡ʒ
सलाउद्दीन	s̪əl̪äːʊd̪̚d̪ĩːn̪
सलाख	s̪əl̪äːkʰ
सलाम	s̪əl̪ä̃ːm
सलामत	s̪əl̪äːmət̪
सलामी	s̪əl̪äːmiː
सलाह	s̪əl̪äːɦ
सलाहकार	s̪əl̪äːɦkäːɾ
सलीक़ा	s̪əl̪iːkäː
सलीक़ा	s̪əl̪iːqäː
सलीब	s̪əl̪iːb
सलीम	s̪əl̪ĩːm
सलूक	s̪əl̪uːk
सलोतरी	s̪əl̪oːt̪ɾiː
सलोना	s̪əl̪oːn̪äː
सल्तनत	s̪əl̪t̪ən̪ət̪
सवर्ण	s̪əʋəɾɳ
सवा	s̪əʋäː
सवाना	s̪əʋäːn̪äː
सवार	s̪əʋäːɾ
सवाल	s̪əʋäːl̪
सवेरा	s̪əʋeːɾäː
सवेरे	s̪əʋeːɾeː
सशंक	s̪əʃə̃ŋk
सशक्तिकरण	s̪əʃəkt̪ɪkəɾə̃ɳ
सशस्त्र	s̪əʃəs̪t̪ɾᵊ
सशुल्क	s̪əʃʊl̪k
ससुर	s̪əs̪ʊɾ
ससुराल	s̪əs̪ʊɾäːl̪
सस्ता	s̪əs̪t̪äː
सस्ताई	s̪əs̪t̪äːiː
सस्तापन	s̪əs̪t̪äːpə̃n̪
सस्यविज्ञान	s̪əs̪jəʋɪɡjä̃ːn̪
सहकर्मी	s̪ɛɦkəɾmiː
सहकारी	s̪ɛɦkäːɾiː
सहचर	s̪ɛɦt͡ʃəɾ
सहज	s̪ɛɦɛd͡ʒ
सहजात	s̪ɛɦd͡ʒäːt̪
सहन	s̪əɦn̪
सहन	s̪ɛɦɛ̃n̪
सहना	s̪ɛɦn̪äː
सहपाठी	s̪ɛɦpäːʈʰiː
सहबद्ध	s̪ɛɦbəd̪d̪ʱ
सहभागी	s̪ɛɦbʱäːɡiː
सहमत	s̪ɛɦmət̪
सहमति	s̪ɛɦmət̪iː
सहयोग	s̪ɛɦjoːɡ
सहयोगी	s̪ɛɦjoːɡiː
सहर	s̪ɛɦɛɾ
सहरा	s̪ɛɦɾäː
सहरी	s̪ɛɦɾiː
सहलाना	s̪ɛɦl̪äːn̪äː
सहवास	s̪ɛɦʋäːs̪
सहसंयोजक	s̪ɛɦs̪ə̃joːd͡ʒək
सहसा	s̪ɛɦs̪äː
सहस्र	s̪ɛɦɛs̪t̪ɾᵊ
सहस्र	s̪ɛɦɛs̪ɾᵊ
सहस्रपाद	s̪ɛɦɛs̪ɾəpäːd̪
सहस्रमान	s̪ɛɦɛs̪ɾəmä̃ːn̪
सहस्रिमान	s̪ɛɦɛs̪ɾɪmä̃ːn̪
सहायक	s̪əɦäːjək
सहायता	s̪əɦäːjt̪äː
सहारा	s̪əɦäːɾäː
सहित	s̪əɦɪt̪
सही	s̪əɦiː
सहेजना	s̪əɦeːd͡ʒn̪äː
सहेली	s̪əɦeːl̪iː
सहोदर	s̪əɦoːd̪əɾ
स़िफ़र	s̪ɪfəɾ
स़िफ़र	s̪ɪpʰəɾ
साँई	s̪ä̃ːiː
साँझ	s̪ä̃ːn̪d͡ʒʱ
साँड़	s̪ä̃ːɽ
साँप	s̪ä̃ːp
साँवला	s̪ä̃ːʋl̪äː
साँस	s̪ä̃ːs̪
सांख्यिकी	s̪ä̃ːkʰjɪkiː
सांझ	s̪ä̃ːn̪d͡ʒʱ
सांड	s̪ä̃ːɳɖ
सांडा	s̪ä̃ːɳɖäː
सांद्रता	s̪ä̃ːn̪d̪ɾət̪äː
सांप	s̪ä̃ːp
सांप्रदायिकता	s̪ä̃ːpɾəd̪äːjɪkt̪äː
सांबर	s̪ä̃ːmbəɾ
सांस	s̪ä̃ːn̪s̪
सांसद	s̪ä̃ːn̪s̪əd̪
सांस्कृतिक	s̪ä̃ːn̪s̪kɾɪt̪ɪk
साइकल	s̪äːɪkəl̪
साइकिल	s̪äːɪkɪl̪
साइप्रस	s̪äːɪpɾəs̪
साउथहैंपटन	s̪äːʊt̪ʰɦɛ̃ːmpʈə̃n̪
साउथॉल	s̪äːʊt̪ʰɔl̪
साक्षर	s̪äːkʃəɾ
साक्षात्कार	s̪äːkʃäːt̪käːɾ
साक्षी	s̪äːkʃiː
साक्ष्य	s̪äːkʃjᵊ
साख	s̪äːkʰ
साग	s̪äːɡ
सागर	s̪äːɡəɾ
सागौन	s̪äːɡɔ̃ːn̪
साजन	s̪äːd͡ʒə̃n̪
साज़	s̪äːd͡ʒ
साज़	s̪äːz
साज़िश	s̪äːd͡ʒɪʃ
साज़िश	s̪äːzɪʃ
साझा	s̪äːd͡ʒʱäː
साझेदार	s̪äːd͡ʒʱeːd̪äːɾ
साझेदारी	s̪äːd͡ʒʱeːd̪äːɾiː
साठ	s̪äːʈʰ
साड़ी	s̪äːɽiː
साढ़े	s̪äːɽʱeː
सात	s̪äːt̪
सातवाहन	s̪äːt̪wäːɦə̃n̪
साथ	s̪äːt̪ʰ
साथसाथ	s̪äːt̪ʰs̪äːt̪ʰ
साथी	s̪äːt̪ʰiː
साद	s̪äːd̪
सादगी	s̪äːd̪əɡiː
सादा	s̪äːd̪äː
सादिक़ाबाद	s̪äːd̪ɪkäːbäːd̪
सादिक़ाबाद	s̪äːd̪ɪqäːbäːd̪
साधन	s̪äːd̪ʱə̃n̪
साधना	s̪äːd̪ʱn̪äː
साधारण	s̪äːd̪ʱäːɾə̃ɳ
साधारणतः	s̪äːd̪ʱäːɾə̃ɳt̪əɦ
साध्वी	s̪äːd̪ʱʋiː
सानी	s̪äːn̪iː
साप्ताहिक	s̪äːpt̪äːɦɪk
साफ	s̪äːf
साफ	s̪äːpʰ
साफ़	s̪äːf
साफ़	s̪äːpʰ
साबिक	s̪äːbɪk
साबिक	s̪äːbɪq
साबिक़	s̪äːbɪk
साबिक़	s̪äːbɪq
साबित	s̪äːbɪt̪
साबू	s̪äːbuː
साबूदाना	s̪äːbuːd̪äːn̪äː
साम	s̪ä̃ːm
सामग्री	s̪äːməɡɾiː
सामन	s̪äːmə̃n̪
सामना	s̪ä̃ːmn̪äː
सामने	s̪ä̃ːmn̪eː
सामरिक	s̪ä̃ːmɾɪk
सामर्थ्य	s̪äːməɾt̪ʰjə
सामवेद	s̪ä̃ːmweːd̪
सामान	s̪äːmä̃ːn̪
सामान्यतः	s̪äːmä̃ːn̪jət̪əɦ
सामान्यीकृत	s̪äːmä̃ːn̪jiːkɾɪt̪
सामी	s̪äːmiː
सामुदायिक	s̪äːmʊd̪äːjɪk
सामूहिक	s̪äːmuːɦɪk
साम्य	s̪ä̃ːmjᵊ
साम्यवाद	s̪ä̃ːmjəʋäːd̪
साम्यावस्था	s̪ä̃ːmjäːʋəs̪t̪ʰäː
साम्राज्य	s̪ä̃ːmɾäːd͡ʒjᵊ
साम्राज्यवाद	s̪ä̃ːmɾäːd͡ʒjəʋäːd̪
सायबान	s̪äːjbä̃ːn̪
साया	s̪äːjäː
सारंगी	s̪äːɾə̃ŋɡiː
सारणी	s̪äːɾɳiː
सारथी	s̪äːɾət̪ʰiː
सारस	s̪äːɾəs̪
सारा	s̪äːɾäː
सारांश	s̪äːɾä̃ːn̪ʃ
सार्थ	s̪äːɾt̪ʰ
सार्थक	s̪äːɾt̪ʰək
सार्वजनिक	s̪äːɾʋd͡ʒən̪ɪk
सार्वत्रिक	s̪äːɾʋət̪ɾɪk
सार्वभौमिक	s̪äːɾʋəbʱɔːmɪk
साल	s̪äːl̪
सालगिरह	s̪äːl̪ɡɪɾəɦ
सालन	s̪äːl̪ə̃n̪
सालभर	s̪äːl̪bʱəɾ
सालाना	s̪äːl̪äːn̪äː
सावधानी	s̪äːʋd̪ʱäːn̪iː
सास	s̪äːs̪
साहसी	s̪äːɦs̪iː
साहित्य	s̪äːɦɪt̪jᵊ
साहित्यिक	s̪äːɦɪt̪jɪk
साहिब	s̪äːb
साहिब	s̪äːɦb
साहिब	s̪äːɦəb
साहिब	s̪äːɦɪb
साहिल	s̪äːɦɪl̪
साही	s̪äːɦiː
साहूकार	s̪äːɦuːkäːɾ
सिंगापुर	s̪ɪ̃ŋɡäːpʊɾ
सिंघ	s̪ɪ̃ŋɡʱ
सिंचाई	s̪ɪ̃n̪t͡ʃäːiː
सिंचित	s̪ɪ̃n̪t͡ʃɪt̪
सिंदूर	s̪ɪ̃n̪d̪uːɾ
सिंह	s̪ɪ̃ŋɡʱ
सिंहला	s̪ɪ̃ŋɡʱl̪äː
सिंहला	s̪ɪ̃ŋɡʱəl̪äː
सिंहाली	s̪ɪ̃ɦäːl̪iː
सिंहासन	s̪ɪ̃ŋɡʱäːs̪ə̃n̪
सिकंदर	s̪ɪkə̃n̪d̪əɾ
सिकंदराबाद	s̪ɪkə̃n̪d̪əɾäːbäːd̪
सिकोड़ना	s̪ɪkoːɽn̪äː
सिक्का	s̪ɪk̚käː
सिक्किम	s̪ɪk̚kɪ̃m
सिगरेट	s̪ɪɡəɾeːʈ
सिगार	s̪ɪɡäːɾ
सिचुआन	s̪ɪt͡ʃʊä̃ːn̪
सिडनी	s̪ɪɖn̪iː
सितंबर	s̪ɪt̪ə̃mbəɾ
सितम	s̪ɪt̪ə̃m
सितारा	s̪ɪt̪äːɾäː
सिद्ध	s̪ɪd̪d̪ʱ
सिद्धांत	s̪ɪd̪̚d̪ʱä̃ːn̪t̪
सिनेमा	s̪ɪn̪eːmäː
सिनेमाघर	s̪ɪn̪eːmäːɡʱəɾ
सिपाही	s̪ɪpäːɦiː
सिफ़त	s̪ɪfət̪
सिफ़त	s̪ɪpʰət̪
सिफ़र	s̪ɪfəɾ
सिफ़र	s̪ɪpʰəɾ
सिफ़ारत	s̪ɪfäːɾət̪
सिफ़ारत	s̪ɪpʰäːɾət̪
सिफ़ारतख़ाना	s̪ɪfäːɾət̪xäːn̪äː
सिफ़ारतख़ाना	s̪ɪpʰäːɾət̪kʰäːn̪äː
सिफ़ारिश	s̪ɪfäːɾɪʃ
सिफ़ारिश	s̪ɪpʰäːɾɪʃ
सिमटना	s̪ɪməʈn̪äː
सिया	s̪ijäː
सियापति	s̪ijäːpət̪iː
सियाप्पा	s̪ijäːp̚päː
सियार	s̪ijäːɾ
सियालकोट	s̪ijäːl̪koːʈ
सियाह	s̪ijäːɦ
सियाही	s̪ijäːɦiː
सियोल	s̪ijoːl̪
सिर	s̪ɪɾ
सिरका	s̪ɪɾkäː
सिरदर्द	s̪ɪɾd̪əɾd̪
सिरहाना	s̪ɪɾɦäːn̪äː
सिरा	s̪ɪɾäː
सिर्फ	s̪ɪɾf
सिर्फ	s̪ɪɾpʰ
सिलपट	s̪ɪl̪pəʈ
सिलवट	s̪ɪl̪ʋəʈ
सिलवाना	s̪ɪl̪ʋäːn̪äː
सिलसिला	s̪ɪl̪s̪ɪl̪äː
सिलाई	s̪ɪl̪äːiː
सिसकना	s̪ɪs̪əkn̪äː
सी	s̪iː
सींग	s̪ĩːŋɡ
सीखना	s̪iːkʰn̪äː
सीख़चा	s̪iːkʰt͡ʃäː
सीख़चा	s̪iːxt͡ʃäː
सीट	s̪iːʈ
सीठा	s̪iːʈʰäː
सीढ़ी	s̪iːɽʱiː
सीता	s̪iːt̪äː
सीताफल	s̪iːt̪äːpʰəl̪
सीधा	s̪iːd̪ʱäː
सीना	s̪iːn̪äː
सीनेट	s̪iːn̪eːʈ
सीनेटर	s̪iːn̪eːʈəɾ
सीमा	s̪iːmäː
सीमित	s̪iːmɪt̪
सीरत	s̪iːɾət̪
सीरिया	s̪iːɾijäː
सीस	s̪iːs̪
सुंदर	s̪ʊ̃n̪d̪əɾ
सुंदरता	s̪ʊ̃n̪d̪əɾt̪äː
सुअर	s̪ʊəɾ
सुई	s̪uːiː
सुईकार	s̪ʊiːkäːɾ
सुईदाब	s̪ʊiːd̪äːb
सुक़रात	s̪ʊkɾäːt̪
सुक़रात	s̪ʊqɾäːt̪
सुकून	s̪ʊkũːn̪
सुख	s̪ʊkʰ
सुखपूर्वक	s̪ʊkʰpuːɾʋək
सुखमय	s̪ʊkʰməj
सुखाना	s̪ʊkʰäːn̪äː
सुगंध	s̪ʊɡə̃n̪d̪ʱ
सुगन्ध	s̪ʊɡə̃n̪d̪ʱ
सुग्गा	s̪ʊɡɡäː
सुचारु	s̪ʊt͡ʃäːɾuː
सुझाना	s̪ʊd͡ʒʱäːn̪äː
सुझाव	s̪ʊd͡ʒʱäːʋ
सुडौल	s̪ʊɖɔːl̪
सुथरा	s̪ʊt̪ʰɾäː
सुधार	s̪ʊd̪ʱäːɾ
सुधारक	s̪ʊd̪ʱäːɾək
सुधारना	s̪ʊd̪ʱäːɾn̪äː
सुधारवादी	s̪ʊd̪ʱäːɾʋäːd̪iː
सुनना	s̪ʊ̃n̪n̪äː
सुनवाई	s̪ʊ̃n̪wäːiː
सुनसान	s̪ʊ̃n̪s̪ä̃ːn̪
सुनहरा	s̪ʊn̪ɛɦɾäː
सुनाई	s̪ʊn̪äːiː
सुनाना	s̪ʊn̪äːn̪äː
सुनामी	s̪ʊn̪äːmiː
सुनार	s̪ʊn̪äːɾ
सुनीत	s̪ʊn̪iːt̪
सुन्दर	s̪ʊ̃n̪d̪əɾ
सुन्नत	s̪ʊ̃n̪n̪ət̪
सुन्नी	s̪ʊ̃n̪n̪iː
सुपुर्द	s̪ʊpʊɾd̪
सुप्रभात	s̪ʊpɾəbʱäːt̪
सुबकना	s̪ʊbəkn̪äː
सुबह	s̪ʊbəɦ
सुबह	s̪ʊbɦᵊ
सुबह	s̪ʊbʱə
सुबोध	s̪ʊboːd̪ʱ
सुभानअल्लाह	s̪ʊbʱä̃ːn̪‿əl̪l̪äːɦ
सुमन	s̪ʊmə̃n̪
सुमात्रा	s̪ʊmäːt̪ɾäː
सुर	s̪ʊɾ
सुरंग	s̪ʊɾə̃ŋɡ
सुरक्षा	s̪ʊɾəkʃäː
सुरक्षाबल	s̪ʊɾəkʃäːbəl̪
सुरत	s̪ʊɾət̪
सुरमा	s̪ʊɾmäː
सुराख़	s̪ʊɾäːkʰ
सुराख़	s̪ʊɾäːx
सुरिनाम	s̪ʊɾɪn̪ä̃ːm
सुरीला	s̪ʊɾiːl̪äː
सुर्ख़ाब	s̪ʊɾkʰäːb
सुर्ख़ाब	s̪ʊɾxäːb
सुर्ख़ी	s̪ʊɾkʰiː
सुर्ख़ी	s̪ʊɾxiː
सुलझा	s̪ʊl̪d͡ʒʱäː
सुलझाना	s̪ʊl̪d͡ʒʱäːn̪äː
सुलभ	s̪ʊl̪əbʱ
सुलवाना	s̪ʊl̪ʋäːn̪äː
सुलह	s̪ʊl̪əɦ
सुलाना	s̪ʊl̪äːn̪äː
सुलेमान	s̪ʊl̪eːmä̃ːn̪
सुल्टाना	s̪ʊl̪ʈäːn̪äː
सुल्ताना	s̪ʊl̪t̪äːn̪äː
सुविख्यात	s̪ʊʋɪkʰjäːt̪
सुविधा	s̪ʊʋɪd̪ʱäː
सुशासन	s̪ʊʃäːs̪ə̃n̪
सुसंगत	s̪ʊs̪ə̃ŋɡət̪
सुसंस्कृत	s̪ʊs̪ə̃n̪s̪kɾɪt̪
सुसज्जित	s̪ʊs̪əd̚d͡ʒɪt̪
सुस्ताना	s̪ʊs̪t̪äːn̪äː
सुस्ती	s̪ʊs̪t̪iː
सुस्वादु	s̪ʊs̪ʋäːd̪uː
सुस्सा	s̪ʊs̪s̪äː
