ա	ɑ
չիբուխ	t͡ʃʰibuχ
չիդար	t͡ʃʰidɑɾ
չիթ	t͡ʃʰitʰ
չիլի	t͡ʃʰili
չիլիական	t͡ʃʰilijɑkɑn
չիլիացի	t͡ʃʰilijɑt͡sʰi
չիլինգարյան	t͡ʃʰiliŋɡɑɾjɑn
չիկագո	t͡ʃʰikɑɡɔ
չիղջ	t͡ʃʰiʁd͡ʒ
չինական	t͡ʃʰinɑkɑn
չինաստան	t͡ʃʰinɑstɑn
չինար	t͡ʃʰinɑɾ
չինարեն	t͡ʃʰinɑɾɛn
չինարի	t͡ʃʰinɑɾi
չինացի	t͡ʃʰinɑt͡sʰi
չինգաչունգ	t͡ʃʰiŋɡɑt͡ʃʰuŋɡ
չիներեն	t͡ʃʰinɛɾɛn
չիշ	t͡ʃʰiʃ
չիշիկ	t͡ʃʰiʃik
չիպ	t͡ʃʰip
չիտա	t͡ʃʰitɑ
չիր	t͡ʃʰiɾ
չիք	t͡ʃʰikʰ
չիֆթ	t͡ʃʰiftʰ
չկա	t͡ʃʰəkɑ
չկայացած	t͡ʃʰəkɑjɑt͡sʰɑt͡s
չղջիկ	t͡ʃʰəχt͡ʃʰik
չմուշկ	t͡ʃʰəmuʃk
չնայած	t͡ʃʰənɑjɑt͡s
չոբան	t͡ʃʰɔbɑn
չոր	t͡ʃʰɔɾ
չորաթան	t͡ʃʰɔɾɑtʰɑn
չորանալ	t͡ʃʰɔɾɑnɑl
չորավուն	t͡ʃʰɔɾɑvun
չորացնել	t͡ʃʰɔɾɑt͡sʰnɛl
չորեքկին	t͡ʃʰɔɾɛkʰkin
չորեքշաբթի	t͡ʃʰɔɾɛkʰʃɑpti
չորեքշաբթի	t͡ʃʰɔɾɛkʰʃɑpʰtʰi
չորթան	t͡ʃʰɔɾtʰɑn
չորիցս	t͡ʃʰɔɾit͡sʰəs
չորոց	t͡ʃʰɔɾɔt͡sʰ
չորս	t͡ʃʰɔɾs
չորրորդ	t͡ʃʰɔɾɔɾtʰ
չորրորդ	t͡ʃʰɔɾːɔɾtʰ
չորքոտանի	t͡ʃʰɔɾkʰɔtɑni
չու	t͡ʃʰu
չուգուն	t͡ʃʰuɡun
չուլ	t͡ʃʰul
չուլան	t͡ʃʰulɑn
չուխա	t͡ʃʰuχɑ
չուվաշերեն	t͡ʃʰuvɑʃɛɾɛn
չոփ	t͡ʃʰɔpʰ
չոփիկ	t͡ʃʰɔpʰik
չոքել	t͡ʃʰɔkʰɛl
չսիրած	t͡ʃʰəsiɾɑt͡s
չվան	t͡ʃʰəvɑn
չվառ	t͡ʃʰəvɑr
չվել	t͡ʃʰəvɛl
չվերթ	t͡ʃʰəvɛɾtʰ
չտես	t͡ʃʰətɛs
չփլախ	t͡ʃʰəpʰlɑχ
չքանալ	t͡ʃʰəkʰɑnɑl
չքավոր	t͡ʃʰəkʰɑvɔɾ
չքնաղ	t͡ʃʰəkʰnɑʁ
չքսեին	t͡ʃʰəkʰəsɛin
չքսեինք	t͡ʃʰəkʰəsɛjiŋkʰ
պ	pə
պագ	pɑkʰ
պագանել	pɑɡɑnɛl
պագել	pɑkʰɛl
պագնել	pɑkʰnɛl
պադեզդ	pɑdɛzd
պադոշ	pɑdɔʃ
պալադիում	pɑlɑdijum
պալայերեն	pɑlɑjɛɾɛn
պալասատովի	pɑlɑsɑtəvi
պալատ	pɑlɑt
պալատական	pɑlɑtɑkɑn
պալար	pɑlɑɾ
պալարախտ	pɑlɑɾɑχt
պալի	pɑli
պալիկիր	pɑlikiɾ
պախկվոցի	pɑχkvɔt͡sʰi
պակ	pɑk
պակաս	pɑkɑs
պակասել	pɑkɑsɛl
պակասեցնել	pɑkɑsɛt͡sʰnɛl
պակասուրդ	pɑkɑsuɾtʰ
պակիստան	pɑkistɑn
պահ	pɑh
պահածո	pɑhɑt͡sɔ
պահածոյանալ	pɑhɑt͡sɔjɑnɑl
պահածոյացնել	pɑhɑt͡sɔjɑt͡sʰnɛl
պահակ	pɑhɑk
պահանջ	pɑhɑnd͡ʒ
պահանջարկ	pɑhɑnd͡ʒɑɾk
պահանջել	pɑhɑnd͡ʒɛl
պահապան	pɑhɑpɑn
պահարան	pɑhɑɾɑn
պահել	pɑhɛl
պահեստ	pɑhɛst
պահլավերեն	pɑhlɑvɛɾɛn
պահպանակ	pɑhpɑnɑk
պահպանել	pɑhpɑnɛl
պահպանողական	pɑhpɑnɔʁɑkɑn
պահք	pɑhkʰ
պաղ	pɑʁ
պաղատել	pɑʁɑtɛl
պաղեստին	pɑʁɛstin
պաղպաղակ	pɑχpɑʁɑk
պաճիճ	pɑt͡ʃit͡ʃ
պաճուճ	pɑt͡ʃut͡ʃ
պաճուճաբան	pɑt͡ʃut͡ʃɑbɑn
պաճուճաբանել	pɑt͡ʃut͡ʃɑbɑnɛl
պաճուճաբանություն	pɑt͡ʃut͡ʃɑbɑnutʰjun
պաճուճաբար	pɑt͡ʃut͡ʃɑbɑɾ
պաճույճ	pɑt͡ʃujt͡ʃ
պամիրյան	pɑmiɾjɑn
պայթական	pɑjtʰɑkɑn
պայթել	pɑjtʰɛl
պայթյուն	pɑjtʰjun
պայծառ	pɑjt͡sɑr
պայման	pɑjmɑn
պայմանագիր	pɑjmɑnɑɡiɾ
պայմանական	pɑjmɑnɑkɑn
պայմանավոր	pɑjmɑnɑvɔɾ
պայմանավորել	pɑjmɑnɑvɔɾɛl
պայմանավորվածություն	pɑjmɑnɑvɔɾvɑt͡sutʰjun
պայմանավորվել	pɑjmɑnɑvɔɾvɛl
պայուսակ	pɑjsɑk
պայուսակ	pɑjusɑk
պայուսյակ	pɑjusjɑk
պայտ	pɑjt
պայտար	pɑjtɑɾ
պայքար	pɑjkʰɑɾ
պան	pɑn
պանակ	pɑnɑk
պանամա	pɑnɑmɑ
պանդոկ	pɑndɔk
պանթեոն	pɑntʰɛɔn
պանթուրքիզմ	pɑntʰuɾkʰizm
պանթուրքիստ	pɑntʰuɾkʰist
պանիր	pɑniɾ
պանծալ	pɑnt͡sɑl
պանրխոտ	pɑnəɾχɔt
պաշար	pɑʃɑɾ
պաշտամունք	pɑʃtɑmuŋkʰ
պաշտել	pɑʃtɛl
պաշտոն	pɑʃtɔn
պաշտոնական	pɑʃtɔnɑkɑn
պաշտոնակից	pɑʃtɔnɑkit͡sʰ
պաշտոնավոր	pɑʃtɔnɑvɔɾ
պաշտոնյա	pɑʃtɔnjɑ
պաշտպան	pɑʃpɑn
պաշտպան	pɑʃtpɑn
պաշտպանական	pɑʃpɑnɑkɑn
պաշտպանական	pɑʃtpɑnɑkɑn
պաշտպանել	pɑʃpɑnɛl
պաշտպանել	pɑʃtpɑnɛl
պաշտպանության	pɑʃpɑnutʰjɑn
պաշտպանության	pɑʃtpɑnutʰjɑn
պաշտպանություն	pɑʃpɑnut͡sʰjun
պաշտպանություն	pɑʃtpɑnutʰjun
պաչ	pɑt͡ʃʰ
պաչել	pɑt͡ʃʰɛl
պաչիկ	pɑt͡ʃʰik
պապ	pɑp
պապա	pɑpɑ
պապական	pɑpɑkɑn
պապայա	pɑpɑjɑ
պապանձել	pɑpɑnd͡zɛl
պապանձեցնել	pɑpɑnd͡zɛt͡sʰnɛl
պապանձվել	pɑpɑnd͡zvɛl
պապի	pɑpi
պապիկ	pɑpik
պապկա	pɑpkɑ
պառակտություն	pɑrɑktutʰjun
պառավ	pɑrɑv
պառլամենտ	pɑrlɑmɛnt
պառկել	pɑrkɛl
պաս	pɑs
պաստառ	pɑstɑr
պաստեղ	pɑstɛʁ
պասքամ	pɑskʰɑm
պատ	pɑt
պատահաբար	pɑtɑhɑbɑɾ
պատահար	pɑtɑhɑɾ
պատահել	pɑtɑhɛl
պատան	pɑtɑn
պատանդ	pɑtɑnd
պատանեկիկ	pɑtɑnɛkik
պատանեկություն	pɑtɑnɛkutʰjun
պատանի	pɑtɑni
պատանյակ	pɑtɑnjɑk
պատառ	pɑtɑr
պատառաքաղ	pɑtɑrɑkʰɑʁ
պատառել	pɑtɑrɛl
պատասխան	pɑtɑsχɑn
պատասխանատու	pɑtɑsχɑnɑtu
պատասխանատվությամբ	pɑtɑsχɑnɑtvutʰjɑmb
պատասխանատվություն	pɑtɑsχɑnɑtvutʰjun
պատասխանել	pɑtɑsχɑnɛl
պատատուկ	pɑtɑtuk
պատարագ	pɑtɑɾɑkʰ
պատգամ	pɑdɡɑm
պատգամ	pɑtɡɑm
պատգամավոր	pɑdɡɑmɑvɔɾ
պատգամավոր	pɑtɡɑmɑvɔɾ
պատգամավորացու	pɑtɡɑmɑvɔɾɑt͡sʰu
պատգարակ	pɑtɡɑɾɑk
պատել	pɑtɛl
պատենտ	pɑtɛnt
պատերազմ	pɑtɛɾɑzm
պատժամիջոց	pɑtʒɑmit͡ʃʰɔt͡sʰ
պատժել	pɑtʒɛl
պատժում	pɑtʒum
պատժվել	pɑtəʒvɛl
պատիժ	pɑtiʒ
պատիկ	pɑtik
պատիվ	pɑtiv
պատկանել	pɑtkɑnɛl
պատկառանք	pɑtkɑrɑŋkʰ
պատկառել	pɑtkɑrɛl
պատկառելի	pɑtkɑrɛli
պատկառելիություն	pɑtkɑrɛliutʰjun
պատկառեցուցիչ	pɑtkɑrɛt͡sʰut͡sʰit͡ʃʰ
պատկեր	pɑtkɛɾ
պատկերահան	pɑtkɛɾɑhɑn
պատկերասրահ	pɑtkɛɾɑsəɾɑh
պատկերացնել	pɑtkɛɾɑt͡sʰnɛl
պատկերացում	pɑtkɛɾɑt͡sʰum
պատկերել	pɑtkɛɾɛl
պատճառ	pɑtt͡ʃɑr
պատճառական	pɑtt͡ʃɑrɑkɑn
պատճառական	pɑt͡ʃɑrɑkɑn
պատճառավ	pɑtt͡ʃɑrɑv
պատճառել	pɑtt͡ʃɑrɛl
պատճառել	pɑt͡ʃɑrɛl
պատճառով	pɑtt͡ʃɑrɔv
պատճե	pɑtt͡ʃɛ
պատճեն	pɑtt͡ʃɛn
պատճենահան	pɑtt͡ʃɛnɑhɑn
պատմագիտություն	pɑtmɑɡitutʰjun
պատմական	pɑtmɑkɑn
պատմել	pɑtmɛl
պատմություն	pɑtmutʰjun
պատմուճակ	pɑtmut͡ʃɑk
պատմուճան	pɑtmut͡ʃɑn
պատմվածք	pɑtməvɑt͡skʰ
պատյան	pɑtjɑn
պատնեշ	pɑtnɛʃ
պատշաճ	pɑtʃɑt͡ʃ
պատշգամբ	pɑtəʃɡɑmb
պատուհան	pɑtuhɑn
պատուհանագոգ	pɑtuhɑnɑɡɔkʰ
պատուհաս	pɑtuhɑs
պատռել	pɑtrɛl
պատվանդան	pɑtvɑndɑn
պատվաստանյութ	pɑtvɑstɑnjutʰ
պատվաստել	pɑtvɑstɛl
պատվաստում	pɑtvɑstum
պատվար	pɑtvɑɾ
պատվարժան	pɑtvɑɾʒɑn
պատվեր	pɑtvɛɾ
պատվիրակություն	pɑtviɾɑkutʰjun
պատվիրան	pɑtviɾɑn
պատվիրել	pɑtviɾɛl
պատվոգիր	pɑtvɔɡiɾ
պատրանք	pɑtɾɑŋkʰ
պատրաստ	pɑtɾɑst
պատրաստակամ	pɑtɾɑstɑkɑm
պատրաստել	pɑtɾɑstɛl
պատրաստություն	pɑtɾɑstutʰjun
պատրաստվել	pɑtɾɑstvɛl
պատրինջ	pɑtɾind͡ʒ
պատրվակ	pɑtəɾvɑk
պար	pɑɾ
պարաբոլ	pɑɾɑbɔl
պարագա	pɑɾɑɡɑ
պարագվայ	pɑɾɑɡvɑj
պարադոքս	pɑɾɑdɔkʰs
պարադոքսային	pɑɾɑdɔkʰsɑjin
պարան	pɑɾɑn
պարանոց	pɑɾɑnɔt͡sʰ
պարաշյուտ	pɑɾɑʃjut
պարապ	pɑɾɑp
պարապել	pɑɾɑpɛl
պարասրահ	pɑɾɑsəɾɑh
պարավանդ	pɑɾɑvɑnd
պարարտ	pɑɾɑɾt
պարարտանյութ	pɑɾɑɾtɑnjutʰ
պարացելս	pɑɾɑt͡sʰɛls
պարբերություն	pɑɾbɛɾutʰjun
պարբրիս	pɑɾbɾis
պարգեւ	pɑɾkʰɛv
պարգեւավճար	pɑɾkʰɛvɑvət͡ʃɑɾ
պարգեւել	pɑɾkʰɛvɛl
պարեգոտ	pɑɾɛɡɔt
պարել	pɑɾɛl
պարեն	pɑɾɛn
պարենքիմ	pɑɾɛŋkʰim
պարետ	pɑɾɛt
պարետային	pɑɾɛtɑjin
պարզ	pɑɾz
պարզաբանում	pɑɾzɑbɑnum
պարզապես	pɑɾzɑpɛs
պարզորոշ	pɑɾzɔɾɔʃ
պարզորոշաբար	pɑɾzɔɾɔʃɑbɑɾ
պարզունակ	pɑɾzunɑk
պարթեւ	pɑɾtʰɛv
պարթեւաստան	pɑɾtʰɛvɑstɑn
պարթեւստան	pɑɾtʰɛfstɑn
պարիկ	pɑɾik
պարիսպ	pɑɾisp
պարծանք	pɑɾt͡sɑŋkʰ
պարծենալ	pɑɾt͡sɛnɑl
պարկ	pɑɾk
պարկապզուկ	pɑɾkɑpəzuk
պարկավոր	pɑɾkɑvɔɾ
պարկել	pɑɾkɛl
պարկեշտ	pɑɾkɛʃt
պարմեզան	pɑɾmɛzɑn
պարմենիդես	pɑɾmɛnidɛs
պարող	pɑɾɔʁ
պարոն	pɑɾɔn
պարուհի	pɑɾuhi
պարույկ	pɑɾujk
պարույր	pɑɾujɾ
պարուրել	pɑɾuɾɛl
պարս	pɑɾs
պարսավանք	pɑɾsɑvɑŋkʰ
պարսատիկ	pɑɾsɑtik
պարսիկ	pɑɾsik
պարսկական	pɑɾskɑkɑn
պարսկահայ	pɑɾskɑhɑj
պարսկանալ	pɑɾskɑnɑl
պարսկաստան	pɑɾskɑstɑn
պարսկացնել	pɑɾskɑt͡sʰnɛl
պարսկացում	pɑɾskɑt͡sʰum
պարսկերեն	pɑɾskɛɾɛn
պարսք	pɑɾskʰ
պարտ	pɑɾt
պարտադիր	pɑɾtɑdiɾ
պարտականություն	pɑɾtɑkɑnutʰjun
պարտավ	pɑɾtɑv
պարտավորություն	pɑɾtɑvɔɾutʰjun
պարտատեր	pɑɾtɑtɛɾ
պարտատոմս	pɑɾtɑtɔms
պարտեզ	pɑɾtɛz
պարտիա	pɑɾtjɑ
պարտիզան	pɑɾtizɑn
պարտիզանական	pɑɾtizɑnɑkɑn
պարտիզպան	pɑɾtizpɑn
պարտիք	pɑɾtikʰ
պարտություն	pɑɾtutʰjun
պարտվել	pɑɾtvɛl
պարտվող	pɑɾtvɔʁ
պարտվողական	pɑɾtvɔʁɑkɑn
պարտք	pɑɾtkʰ
պացիենտ	pɑt͡sʰjɛnt
պափլագոնիա	pɑpʰlɑɡɔnjɑ
պե	pɛ
պեդալ	pɛdɑl
պելագիոս	pɛlɑɡiɔs
պեկ	pɛk
պեկին	pɛkin
պեղել	pɛʁɛl
պենալ	pɛnɑl
պենզա	pɛnzɑ
պեչենի	pɛt͡ʃʰɛni
պես	pɛs
պեսո	pɛsɔ
պեստիցիդ	pɛstit͡sʰid
պետ	pɛt
պետական	pɛtɑkɑn
պետականություն	pɛtɑkɑnutʰjun
պետերբուրգ	pɛtɛɾbuɾɡ
պետհամարանիշ	pɛthɑmɑɾɑniʃ
պետություն	pɛtutʰjun
պետպատվեր	pɛtpɑtvɛɾ
պետրոզավոդսկ	pɛtɾɔzɑvɔdsk
պետրոս	pɛtɾɔs
պետրոսյան	pɛtɾɔsjɑn
պետք	pɛtkʰ
պերեստրոյկա	pɛɾɛstɾɔjkɑ
պերիլա	pɛɾilɑ
պերկես	pɛɾkɛs
պերճ	pɛɾt͡ʃ
պերճախոս	pɛɾt͡ʃɑχɔs
պերճաղիճ	pɛɾt͡ʃɑʁit͡ʃ
պերճանք	pɛɾt͡ʃɑŋkʰ
պերմ	pɛɾm
պերմանենտ	pɛɾmɑnɛnt
պերու	pɛɾu
պզուկ	pəzuk
պիեմոնտ	pjɛmɔnt
պիզա	pizɑ
պիզայական	pizɑjɑkɑn
պիզացի	pizɑt͡sʰi
պիլիպինո	pilipinɔ
պիղատոս	piʁɑtɔs
պիղծ	piχt͡s
պինգվին	piŋɡvin
պինդ	pind
պինդարոս	pindɑɾɔs
պինդոս	pindɔs
պինչ	pint͡ʃʰ
պիոն	pijɔn
պիսակ	pisɑk
պիսիդիա	pisidjɑ
պիսիստրատոս	pisistɾɑtɔs
պիստակ	pistɑk
պիստակենի	pistɑkɛni
պիվա	pivɑ
պիտակ	pitɑk
պիտանացու	pitɑnɑt͡sʰu
պիտանի	pitɑni
պիտաչոկ	pitɑt͡ʃʰɔk
պիտի	piti
պիտո	pitɔ
պիտույք	pitujkʰ
պիրենեյան	piɾɛnɛjɑn
պիրենեյներ	piɾɛnɛjnɛɾ
պիցունդա	pit͡sʰundɑ
պիցցա	pit͡sʰːɑ
պլագիատոր	plɑɡjɑtɔɾ
պլասկագուբցի	plɑskɑɡupʰt͡sʰi
պլաստիկ	plɑstik
պլատոն	plɑtɔn
պլենար	plɛnɑɾ
պլերոմա	plɛɾɔmɑ
պլինիոս	pliniɔs
պլյաժ	pljɑʒ
պլյաժ	pəljɑʒ
պլոկել	pəlɔkɛl
պլոճիկ	pəlɔt͡ʃik
պլոր	pəlɔɾ
պլուզ	pəluz
պլուտարքոս	plutɑɾkʰɔs
պլուտոն	plutɔn
պլուտոնիում	plutɔnijum
պղինձ	pəʁind͡z
պղծել	pəχt͡sɛl
պղնձաձույլ	pəʁənd͡zɑd͡zujl
պղնձարջասպ	pəʁənd͡zɑɾd͡ʒɑsp
պղպեղ	pəχpɛʁ
պղպջակ	pəχpəd͡ʒɑk
պճեղ	pət͡ʃɛʁ
պճնվել	pət͡ʃnəvɛl
պյութագորաս	pjutʰɑɡɔɾɑs
պյուռոս	pjurɔs
պյուռոսյան	pjurɔsjɑn
պն	pənə
պնակ	pənɑk
պնդակազմ	pəndɑkɑzm
պնդել	pəndɛl
պնդուկ	pənduk
պնդօղակ	pəndɔʁɑk
պնոմպեն	pənɔmpɛn
պնչատ	pənt͡ʃʰɑt
պոդգորիցա	pɔdɡɔɾit͡sʰɑ
պոդոլսկ	pɔdɔlsk
պոզ	pɔz
պոզիտիվ	pɔzitiv
պոզիտիվիզմ	pɔzitivizm
պոզիտրոն	pɔzitɾɔn
պոլաբերեն	pɔlɑbɛɾɛn
պոլիմեր	pɔlimɛɾ
պոլիոմիելիտ	pɔlijɔmjɛlit
պոլիս	pɔlis
պոլկա	pɔlkɑ
պոլոճիկ	pɔlɔt͡ʃik
պոլոնիում	pɔlɔnijum
պոլտավա	pɔltɑvɑ
պոկել	pɔkɛl
պոկեր	pɔkɛɾ
պող	pɔʁ
պողոս	pɔʁɔs
պողոսյան	pɔʁɔsjɑn
պողովատ	pɔʁɔvɑt
պողոտա	pɔʁɔtɑ
պողպատ	pɔχpɑt
պոմիդոր	pɔmidɔɾ
պոմպ	pɔmp
պոմպեյ	pɔmpɛj
պոնչիկ	pɔnt͡ʃʰik
պոնտոս	pɔntɔs
պոչ	pɔt͡ʃʰ
պոչազգեստ	pɔt͡ʃʰɑzɡɛst
պոչատ	pɔt͡ʃʰɑt
պոչիկ	pɔt͡ʃʰik
պոչուկ	pɔt͡ʃʰuk
պոպոզ	pɔpɔz
պոպոկ	pɔpɔk
պոպուլիզմ	pɔpulizm
պոպուլիստ	pɔpulist
պոպոք	pɔpɔkʰ
պոռնիկ	pɔrnik
պոռնկանոց	pɔrnəkɑnɔt͡sʰ
պոռնկատուն	pɔrnəkɑtun
պոռնկություն	pɔrnəkutʰjun
պոռնոգրաֆիա	pɔrnɔɡɾɑfjɑ
պոռոչ	pɔrɔt͡ʃʰ
պոռոչագին	pɔrɔt͡ʃʰɑɡin
պոռոչել	pɔrɔt͡ʃʰɛl
պոռոչյուն	pɔrɔt͡ʃʰjun
պոռոտ	pɔrɔt
պոռոտաբան	pɔrɔtɑbɑn
պոռոտաբանել	pɔrɔtɑbɑnɛl
պոռոտաբանություն	pɔrɔtɑbɑnutʰjun
պոռոտախոս	pɔrɔtɑχɔs
պոռոտախոսել	pɔrɔtɑχɔsɛl
պոռոտախոսություն	pɔrɔtɑχɔsutʰjun
պոստմոդեռնիզմ	pɔstmɔdɛrnizm
պորուչիկ	pɔɾut͡ʃʰik
պորտ	pɔɾt
պորտալար	pɔɾtɑlɑɾ
պորտապար	pɔɾtɑpɑɾ
պորտուգալական	pɔɾtuɡɑlɑkɑn
պորտուգալացի	pɔɾtuɡɑlɑt͡sʰi
պորտուգալերեն	pɔɾtuɡɑlɛɾɛn
պորտուգալիա	pɔɾtuɡɑljɑ
պորտվեյն	pɔɾtvɛjn
պուատիեցի	puɑtjɛt͡sʰi
պուլպուլակ	pulpulɑk
պուլսար	pulsɑɾ
պուճախ	put͡ʃɑχ
պուճուր	put͡ʃuɾ
պուճուրիկ	put͡ʃuɾik
պույտ	pujt
պուպուլ	pupul
պուպուլիկ	pupulik
պուտին	putin
պուտուկ	putuk
պուրակ	puɾɑk
պուրի	puɾi
պուց	put͡sʰ
պչրուհի	pət͡ʃʰɾuhi
պռաշիվկա	prɑʃifkɑ
պսակ	pəsɑk
պսկով	pəskɔv
պստիկ	pəstik
պտեր	pətɛɾ
պտկաքար	pətkɑkʰɑɾ
պտկունք	pətkuŋkʰ
պտղաբեր	pətʁɑbɛɾ
պտղատու	pətʁɑtu
պտղոմեոս	pətʁɔmɛɔs
պտուկ	pətuk
պտուղ	pətuʁ
պտույտ	pətujt
պտուտակ	pətutɑk
պտուտակահան	pətutɑkɑhɑn
պտտահողմ	pətətɑhɔʁm
պտտել	pətətɛl
պրագա	pɾɑɡɑ
պրակ	pəɾɑk
պրակ	pɾɑk
պրակտիկ	pɾɑktik
պրակրիտ	pɾɑkɾit
պրահա	pɾɑhɑ
պրայա	pɾɑjɑ
պրաս	pəɾɑs
պրիամոս	pɾjɑmɔs
պրիզմա	pɾizmɑ
պրիմիտիվ	pɾimitiv
պրինտեր	pɾintɛɾ
պրինց	pəɾint͡sʰ
պրիշտինա	pɾiʃtinɑ
պրիվետ	pɾivɛt
պրծնել	pəɾt͡snɛl
պրոդուկտիվ	pɾɔduktiv
պրոթեզ	pɾɔtʰɛz
պրոլետար	pɾɔlɛtɑɾ
պրոլյուվիալ	pɾɔljuvijɑl
պրոկլետիե	pɾɔklɛtjɛ
պրոմեթիում	pɾɔmɛtʰijum
պրոպագանդա	pɾɔpɑɡɑndɑ
պրոսպեկտ	pɾɔspɛkt
պրովանս	pɾɔvɑns
պրովանսերեն	pɾɔvɑnsɛɾɛn
պրոտակտինիում	pɾɔtɑktinijum
պրոտոն	pɾɔtɔn
պրոցես	pɾɔt͡sʰɛs
պրոֆեսիոնալ	pɾɔfɛsiɔnɑl
պրոֆեսոր	pɾɔfɛsɔɾ
պրտու	pəɾtu
ջ	d͡ʒə
ջազ	d͡ʒɑz
ջազվա	d͡ʒɑzvɑ
ջազվե	d͡ʒɑzvɛ
ջալալ	d͡ʒɑlɑl
ջակարտա	d͡ʒɑkɑɾtɑ
ջահ	d͡ʒɑh
ջահել	d͡ʒɑhɛl
ջահիլ	d͡ʒɑhil
ջահուկյան	d͡ʒɑhukjɑn
ջահուկցի	d͡ʒɑhukt͡sʰi
ջահուկցյան	d͡ʒɑhukt͡sʰjɑn
ջաղաց	d͡ʒɑʁɑt͡sʰ
ջաղացք	d͡ʒɑʁɑt͡sʰkʰ
ջայլամ	d͡ʒɑjlɑm
ջայնիզմ	d͡ʒɑjnizm
ջայվ	d͡ʒɑjv
ջան	d͡ʒɑn
ջանալ	d͡ʒɑnɑl
ջանասեր	d͡ʒɑnɑsɛɾ
ջանասիրաբար	d͡ʒɑnɑsiɾɑbɑɾ
ջանասիրություն	d͡ʒɑnɑsiɾutʰjun
ջանավար	d͡ʒɑnɑvɑɾ
ջանք	d͡ʒɑŋkʰ
ջառջառ	d͡ʒɑrd͡ʒɑr
ջատագով	d͡ʒɑtɑɡɔv
ջարդ	d͡ʒɑɾtʰ
ջարքանդ	d͡ʒɑɾkʰɑnd
ջե	d͡ʒɛ
ջեբ	d͡ʒɛb
ջեզվե	d͡ʒɛzvɛ
ջենովա	d͡ʒɛnɔvɑ
ջենովական	d͡ʒɛnɔvɑkɑn
ջենովացի	d͡ʒɛnɔvɑt͡sʰi
ջեռ	d͡ʒɛr
ջեռուցել	d͡ʒɛrut͡sʰɛl
ջերմ	d͡ʒɛɾm
ջերմաչափ	d͡ʒɛɾmɑt͡ʃʰɑpʰ
ջերմաստիճան	d͡ʒɛɾmɑstit͡ʃɑn
ջերմոց	d͡ʒɛɾmɔt͡sʰ
ջերմություն	d͡ʒɛɾmutʰjun
ջերմուկ	d͡ʒɛɾmuk
ջիբեյլ	d͡ʒibɛjl
ջիբութի	d͡ʒibutʰi
ջիբրալթար	d͡ʒibɾɑltʰɑɾ
ջիգիթ	d͡ʒiɡitʰ
ջիգյար	d͡ʒiɡjɑɾ
ջիլ	d͡ʒil
ջիհադ	d͡ʒihɑd
ջիղ	d͡ʒiʁ
ջիմ	d͡ʒim
ջին	d͡ʒin
ջինջ	d͡ʒind͡ʒ
ջինս	d͡ʒins
ջիպ	d͡ʒip
ջհուդ	d͡ʒəhud
ջհուդամասոն	d͡ʒəhudɑmɑsɔn
ջղային	d͡ʒəʁɑjin
ջղայն	d͡ʒəʁɑjn
ջղայնանալ	d͡ʒəʁɑjnɑnɑl
ջղայնացնել	d͡ʒəʁɑjnɑt͡sʰnɛl
ջնար	d͡ʒənɑɾ
ջնջել	d͡ʒənd͡ʒɛl
ջնջոց	d͡ʒənd͡ʒɔt͡sʰ
ջո	d͡ʒɔ
ջոկ	d͡ʒɔk
ջոկել	d͡ʒɔkɛl
ջորի	d͡ʒɔɾi
ջորջիա	d͡ʒɔɾd͡ʒijɑ
ջութ	d͡ʒutʰ
ջութակ	d͡ʒutʰɑk
ջուլհակ	d͡ʒulhɑk
ջուլհակահաստոց	d͡ʒulhɑkɑhɑstɔt͡sʰ
ջուղաբ	d͡ʒuʁɑb
ջունգլի	d͡ʒuŋɡli
ջուր	d͡ʒuɾ
ջուրը	d͡ʒuɾə
ջուրջով	d͡ʒuɾd͡ʒɔv
ջվալ	d͡ʒəvɑl
ջրախոզուկ	d͡ʒəɾɑχɔzuk
ջրածին	d͡ʒəɾɑt͡sin
ջրածնային	d͡ʒəɾɑt͡snɑjin
ջրահարս	d͡ʒəɾɑhɑɾs
ջրաղաց	d͡ʒəɾɑʁɑt͡sʰ
ջրամբար	d͡ʒəɾɑmbɑɾ
ջրային	d͡ʒəɾɑjin
ջրանուն	d͡ʒəɾɑnun
ջրանցք	d͡ʒəɾɑnt͡sʰkʰ
ջրասամույր	d͡ʒəɾɑsɑmujɾ
ջրասուզակ	d͡ʒəɾɑsuzɑk
ջրատար	d͡ʒəɾɑtɑɾ
ջրարգելակ	d͡ʒəɾɑɾkʰɛlɑk
ջրարջ	d͡ʒəɾɑɾt͡ʃʰ
ջրափոս	d͡ʒəɾɑpʰɔs
ջրաքիս	d͡ʒəɾɑkʰis
ջրեղեն	d͡ʒəɾɛʁɛn
ջրի	d͡ʒəɾi
ջրիմուռ	d͡ʒəɾimur
ջրիմուռներ	d͡ʒəɾimurnɛɾ
ջրծաղիկ	d͡ʒəɾt͡sɑʁik
ջրկոտեմ	d͡ʒəɾkɔtɛm
ջրհեղեղ	d͡ʒəɾhɛʁɛʁ
ջրհոր	d͡ʒəɾhɔɾ
ջրհորդան	d͡ʒəɾhɔɾdɑn
ջրշուն	d͡ʒəɾʃun
ջրպան	d͡ʒəɾpɑn
ջրվեժ	d͡ʒəɾvɛʒ
ջրցան	d͡ʒəɾt͡sʰɑn
ջրօրհնեք	d͡ʒəɾɔɾhnɛkʰ
ռ	rə
ռա	rɑ
