да	dˈɒ
ничәмә	niɕˈæmæ
ниятем	nijˈætem
ниятләр	nijˈætlær
нияттән	nijˈættæn
ныгып	nˈɯʁɯp
ныгытты	nɯʁˈɯttɯ
ныгытыр	nɯʁˈɯtɯr
нәзарәтен	nˌæzɑrˈæten
нәрсәгәдер	nˌærsæɣˈæder
нәселдән	næsˈeldæn
нәшриятка	nˌæʃrijˈætqɑ
оештырмакчы	ˌoeʃtɯrmˈɑqɕɯ
оештыруның	ˌoeʃtɯrˈunɯŋ
озаткан	ozˈɑtqɑn
озынрак	ozˈɯnrɑq
омтылышына	ˌomtɯɫɯʃˈɯnɑ
оныттырырга	ˌonɯttɯrˈɯrʁɑ
операцияләр	ˌoperˌɑtsijˈælær
орым	ˈorɯm
оттырган	ottˈɯrʁɑn
офисында	ˌofisˈɯndɑ
офшор	ˈofʃor
очкычларның	ˌoɕqɯɕɫˈɑrnɯŋ
очрашканнан	ˌoɕrɑʃqˈɑnnɑn
очсызрак	oɕsˈɯzrɑq
очучының	ˌoɕuɕˈɯnɯŋ
ошаткан	oʃˈɑtqɑn
пакеты	pɒqˈetɯ
паника	pɒnˈiqɑ
паркын	pˈɒrqɯn
парламентларында	pˌɒrɫɒmˌentɫɑrˈɯndɑ
пассажирларга	pˌɒssɒʒirɫˈɑrʁɑ
пафос	pˈɒfos
персонажлар	pˌersonˈɑʒɫɑr
петицияне	pˌetitsijˈæne
пикетын	pikˈetɯn
пилотлы	piɫˈotɫɯ
планетасы	pɫˌɒnetˈɑsɯ
планшет	pɫˈɒnʃet
планшетлар	pɫɒnʃˈetɫɑr
планында	pɫɒnˈɯndɑ
платформасы	pɫˌɒtformˈɑsɯ
пленумда	plenˈumdɑ
позицияне	pˌozitsijˈæne
позициясенә	pˌozitsˌijæsˈenæ
полициядән	pˌoɫitsijˈædæn
популярлаша	pˌopuɫjɑrɫˈɑʃɑ
портретлары	pˌortretɫˈɑrɯ
потенциал	pˌotentsˈiɑɫ
права	prˈɑwɑ
президентыннан	prˌezidentˈɯnnɑn
президиумда	prˌezidiˈumdɑ
проблемадан	prˌobɫemˈɑdɑn
проблемасына	prˌobɫemɑsˈɯnɑ
проблемлы	probɫˈemɫɯ
продукцияне	prˌoduqtsijˈæne
продюсерлык	prˌodjysˈerɫɯq
проекттан	proˈeqttɑn
прокурорына	prˌoqurorˈɯnɑ
пропагандасын	prˌopɑʁɑndˈɑsɯn
пропагандасына	prˌopɑʁˌɑndɑsˈɯnɑ
протон	prˈoton
процесска	protsˈessqɑ
пычрата	pɯɕrˈɑtɑ
пычратып	pɯɕrˈɑtɯp
пәйгамбәрләр	pˌæɪʁɑmbˈærlær
расачыл	rɒsˈɒɕɯɫ
расламый	rɒsɫˈɒmɯj
реабилитация	rˌeɑbˌilitɑtsˈijæ
регионнарга	rˌeɣionnˈɑrʁɑ
регуляр	reʁˈuɫjɑr
режимының	rˌeʒimˈɯnɯŋ
рекламалау	rˌeqɫɑmɑɫˈɑu
ремонтка	remˈontqɑ
республикабыз	rˌespubɫiqˈɑbɯz
республикабызда	rˌespubɫˌiqɑbˈɯzdɑ
республикасындагы	rˌespubɫˌiqɑsɯndˈɑʁɯ
ресурсларын	rˌesursɫˈɑrɯn
референдумын	rˌeferendˈumɯn
ризамын	rizˈɑmɯn
руска	rˈusqɑ
руслаштыру	rˌusɫɑʃtˈɯru
русның	rˈusnɯŋ
руханиларны	rˌuxɑniɫˈɑrnɯ
рәистәшләренең	rˌæistˌæʃlærˈeneŋ
рәнҗетә	rænʑˈetæ
рәсемнәргә	rˌæsemnˈærɣæ
рәсмиләрдән	rˌæsmilˈærdæn
рәтләрдә	rætlˈærdæ
рәхмәтебезне	rˌæxmætebˈezne
рөхсәтне	rœxsˈætne
сабыйларын	sˌɒbɯjɫˈɑrɯn
сайлавының	sˌɒɪɫɑwˈɯnɯŋ
сайланганда	sˌɒɪɫɑŋʁˈɑndɑ
сайлаучыларны	sˌɒɪɫˌɑuɕɯɫˈɑrnɯ
саклагыч	sɒqɫˈɒʁɯɕ
сакчыларына	sˌɒqɕɯɫɑrˈɯnɑ
салуын	sɒɫˈuɯn
салют	sˈɒɫjut
саммитына	sˌɒmmitˈɯnɑ
санавын	sɒnˈɑwɯn
саннардан	sɒnnˈɒrdɑn
саннарның	sɒnnˈɒrnɯŋ
сарайны	sˌɒrɒˈɪnɯ
сатылу	sɒtˈɯɫu
себертатарларның	sˌebertˌɑtɑrɫˈɑrnɯŋ
секундта	seqˈundtɑ
секцияләрдә	sˌektsijælˈærdæ
секциясендә	sˌektsijæsˈendæ
сепаратистларны	sˌepɑrˌɑtistɫˈɑrnɯ
сериалда	sˌeriˈɑɫdɑ
сериалларны	sˌeriɑɫɫˈɑrnɯ
сеңдергән	seŋdˈerɣæn
сиздем	sˈizdem
сизмим	sˈizmim
символын	simwˈoɫɯn
синхрон	sˈiŋxron
сирәктер	sirˈækter
словак	sɫˈowɑq
солтан	sˈoɫtɑn
сорамыйбыз	sˌorɑmˈɯjbɯz
сораучыларга	sˌorɑˌuɕɯɫˈɑrʁɑ
сорт	sˈort
сословие	sˌosɫowˈie
союз	sˈojuz
соңырак	soŋˈɯrɑq
спектакльләрдә	spˌeqtɑqɫʔɫˈærdæ
спорттагы	sporttˈɑʁɯ
статистикага	stˌɒtistiqˈɑʁɑ
стратегияне	strˌɒteɣijˈæne
структурасын	strˌuqturˈɑsɯn
сугарга	suʁˈɑrʁɑ
сугышмый	suʁˈɯʃmɯj
сугышуын	sˌuʁɯʃˈuɯn
сугышчының	sˌuʁɯʃɕˈɯnɯŋ
сузды	sˈuzdɯ
сулышы	suɫˈɯʃɯ
сумма	sˈummɑ
сумнар	sˈumnɑr
сурәтләргә	sˌurætlˈærɣæ
сызыгына	sˌɯzɯʁˈɯnɑ
сыйныфның	sɯjnˈɯfnɯŋ
сыйныфтагы	sˌɯjnɯftˈɑʁɯ
сыналган	sɯnˈɑɫʁɑn
сындырып	sɯndˈɯrɯp
сынчы	sˈɯnɕɯ
сыный	sˈɯnɯj
сығып	sˈɯʁɯp
сюжетлар	sjyʒˈetɫɑr
сүзлекләрне	sˌyzleklˈærne
сүзләрем	syzlˈærem
сүзтезмә	syztˈezmæ
сүндерелгән	sˌynderˈelɣæn
сүндерергә	sˌynderˈerɣæ
сүндерә	syndˈeræ
сәхнәдәге	sˌæxnædˈæɣe
сөенәбез	sˌœenˈæbez
сөйләгәч	sˌœɪlˈæɣæɕ
сөйләмдә	sˌœɪlˈæmdæ
сөйләмәде	sˌœɪlæmˈæde
сөйләрлек	sˌœɪlˈærlek
сөйләшкәнем	sˌœɪlæʃkˈænem
сөйләшсәк	sˌœɪlˈæʃsæk
сөйләшүчеләрнең	sˌœɪlˌæʃyɕelˈærneŋ
сөргененең	sˌœrɣenˈeneŋ
сөяк	sˈœjæk
сөякләр	sœjˈæklær
табип	tˈɒbip
табиплар	tɒbˈipɫɑr
табылмаса	tˌɒbɯɫmˈɑsɑ
тавышның	tɑwˈɯʃnɯŋ
тактасына	tˌɒqtɒsˈɯnɑ
тактаташ	tɒqtˈɒtɑʃ
такымда	tɒqˈɯmdɑ
талибанга	tˌɒɫibˈɑŋʁɑ
талпынып	tɒɫpˈɯnɯp
таныйм	tˈɒnɯjm
таныклыклар	tˌɒnɯqɫˈɯqɫɑr
танылса	tɒnˈɯɫsɑ
танытуга	tˌɒnɯtˈuʁɑ
танышканнан	tˌɒnɯʃqˈɑnnɑn
таныштыручы	tˌɒnɯʃtɯrˈuɕɯ
тапмаганнар	tˌɒpmɒʁˈɑnnɑr
тапмадым	tɒpmˈɒdɯm
тапмый	tˈɒpmɯj
тапҡыр	tˈɒpqɯr
таратабыз	tˌɒrɒtˈɑbɯz
таратканнар	tˌɒrɒtqˈɑnnɑr
тарафынан	tˌɒrɒfˈɯnɑn
тарттым	tˈɒrttɯm
тартылучылар	tˌɒrtɯɫuɕˈɯɫɑr
татарстаннарның	tˌɒtɒrstɑnnˈɑrnɯŋ
тауарларына	tˌɒuˌɑrɫɑrˈɯnɑ
тауларында	tˌɒuɫɑrˈɯndɑ
ташкын	tˈɒʃqɯn
ташламый	tɒʃɫˈɒmɯj
таяну	tɒjˈɑnu
таянычы	tˌɒjɑnˈɯɕɯ
театрларга	tˌeɑtrɫˈɑrʁɑ
телефонга	tˌelefˈoŋʁɑ
телидер	telˈider
теләгәндә	tˌelæɣˈændæ
теманың	temˈɑnɯŋ
теория	tˌeorˈijæ
теориясенә	tˌeorˌijæsˈenæ
теркәлүгә	tˌerkælˈyɣæ
территория	tˌerritorˈijæ
терәлә	terˈælæ
техникасын	tˌexniqˈɑsɯn
технологиясен	tˌexnoɫˌoʁijˈæsen
тешсез	tˈeʃsez
тиде	tˈide
тикмәгә	tikmˈæɣæ
тикшерүен	tˌikʃerˈyen
тикшерүләргә	tˌikʃerylˈærɣæ
типография	tˌipoʁrɑfˈijæ
тирәнәя	tˌirænˈæjæ
тишеп	tˈiʃep
токмач	tˈoqmɑɕ
томанлы	tomˈɑnɫɯ
томнан	tˈomnɑn
тоннель	tˈonnelʔ
тормаса	tormˈɑsɑ
тормаска	tormˈɑsqɑ
тормышыбызны	tˌormɯʃɯbˈɯznɯ
торсыннар	torsˈɯnnɑr
торучыларга	tˌoruɕɯɫˈɑrʁɑ
торучыларның	tˌoruɕɯɫˈɑrnɯŋ
тоткарларга	tˌotqɑrɫˈɑrʁɑ
тоткында	totqˈɯndɑ
тотмаган	totmˈɑʁɑn
тотучыларны	tˌotuɕɯɫˈɑrnɯ
тотындылар	tˌotɯndˈɯɫɑr
традицияне	trˌɒditsijˈæne
традициясенә	trˌɒditsˌijæsˈenæ
тудыруны	tˌudɯrˈunɯ
тудырырлык	tˌudɯrˈɯrɫɯq
туйда	tuˈɪdɑ
туйдырды	tˌuɪdˈɯrdɯ
туйдырып	tˌuɪdˈɯrɯp
туктагыз	tuqtˈɑʁɯz
тупладык	tupɫˈɑdɯq
туплыйлар	tupɫˈɯjɫɑr
тура	tˈurɑ
турысын	turˈɯsɯn
тынычланыр	tˌɯnɯɕɫˈɑnɯr
тырнак	tˈɯrnɑq
тыңлагач	tɯŋɫˈɑʁɑɕ
тыңласаң	tɯŋɫˈɑsɑŋ
тыңлаучыларга	tˌɯŋɫɑˌuɕɯɫˈɑrʁɑ
тюркология	tjˌurqoɫoʁˈijæ
түбәсендә	tˌybæsˈendæ
түбәтәйле	tˌybætæˈɪle
түгелкырымтатарча	tˌyɣeɫqˌɯrɯmtɑtˈɑrɕɑ
түләдем	tylˈædem
түләүләрне	tˌylæylˈærne
түләүләрнең	tˌylæylˈærneŋ
түренә	tyrˈenæ
тәгаләнең	tˌæʁɑɫˈæneŋ
тәгълиматы	tˌæɣʔlimˈɑtɯ
тәгәрәп	tæɣˈæræp
тәкъдимем	tækʔdˈimem
тәлап	tˈæɫɑp
тәлинкәләр	tˌælinkˈælær
тәләп	tˈælæp
тәмамлаганда	tˌæmɑmɫɑʁˈɑndɑ
тәмамланса	tˌæmɑmɫˈɑnsɑ
тәме	tˈæme
тәне	tˈæne
тәнен	tˈænen
тәрбияләде	tˌærbijælˈæde
тәрбияләнергә	tˌærbijˌælænˈerɣæ
тәрбиясендә	tˌærbijæsˈendæ
тәреләрне	tˌærelˈærne
тәртипсез	tærtˈipsez
тәрҗемәгә	tˌærʑemˈæɣæ
тәҗрибәләр	tˌæʑribˈælær
тәүлектән	tˌæylˈektæn
төбе	tˈœbe
төзекләндерелде	tˌœzeklˌænderˈelde
төзелешләргә	tˌœzeleʃlˈærɣæ
төзелми	tœzˈelmi
төзелүгә	tˌœzelˈyɣæ
төзүен	tœzˈyen
төрдәге	tœrdˈæɣe
төрен	tˈœren
төрмәләрдәге	tˌœrmælærdˈæɣe
төшенчәләре	tˌœʃenɕælˈære
төшергәннән	tˌœʃerɣˈænnæn
төшкә	tˈœʃkæ
төшүдән	tœʃˈydæn
удмуртларның	ˌudmurtɫˈɑrnɯŋ
уеннардан	ˌuennˈɑrdɑn
узганын	uzʁˈɑnɯn
уздыруның	ˌuzdɯrˈunɯŋ
уйламыйбыз	ˌuɪɫɑmˈɯjbɯz
уйланам	ˌuɪɫˈɑnɑm
уйласын	ˌuɪɫˈɑsɯn
уйнаса	ˌuɪnˈɑsɑ
уйната	ˌuɪnˈɑtɑ
уйнаудан	ˌuɪnɑˈudɑn
уйнаулары	ˌuɪnˌɑuɫˈɑrɯ
укуларда	ˌuquɫˈɑrdɑ
укучыларыбызга	ˌuquɕˌɯɫɑrɯbˈɯzʁɑ
укыганын	ˌuqɯʁˈɑnɯn
укыйсың	uqˈɯjsɯŋ
укымыйлар	ˌuqɯmˈɯjɫɑr
укытканнар	ˌuqɯtqˈɑnnɑr
укытмау	ˌuqɯtmˈɑu
укытучыны	ˌuqɯtuɕˈɯnɯ
укытучысын	ˌuqɯtuɕˈɯsɯn
укытылды	ˌuqɯtˈɯɫdɯ
укытылуы	ˌuqɯtɯɫˈuɯ
ундүрт	ˈundyrt
урлыйлар	urɫˈɯjɫɑr
урманны	urmˈɑnnɯ
урынының	ˌurɯnˈɯnɯŋ
урыслаштыруга	ˌurɯsɫˌɑʃtɯrˈuʁɑ
устав	ˈustɑw
утрауга	ˌutrɑˈuʁɑ
утта	ˈuttɑ
утырасың	ˌutɯrˈɑsɯŋ
утырдылар	ˌutɯrdˈɯɫɑr
утыртуны	ˌutɯrtˈunɯ
утыруларын	ˌutɯruɫˈɑrɯn
уфтанып	uftˈɑnɯp
учакта	uɕˈɑqtɑ
уятыр	ujˈɑtɯr
уңайрак	ˌuŋɑˈɪrɑq
файдаланалар	fˌɒɪdˌɑɫɑnˈɑɫɑr
фактлары	fɒqtɫˈɒrɯ
фамилияләр	fˌɒmilijˈælær
фаразларны	fˌɒrɒzɫˈɑrnɯ
фатирдан	fɒtˈirdɑn
фатирлы	fɒtˈirɫɯ
фатирын	fɒtˈirɯn
фахишә	fɒxˈiʃæ
фаҗигаләре	fˌɒʑiʁɑɫˈære
фаҗигасы	fˌɒʑiʁˈɑsɯ
федерациясен	fˌederˌɑtsijˈæsen
фестивалекырымтатарча	fˌestiwˌɑɫeqˌɯrɯmtɑtˈɑrɕɑ
фетнәгә	fetnˈæɣæ
фикеребезчә	fˌikerebˈezɕæ
фикерләрем	fˌikerlˈærem
фильмнан	fˈiɫʔmnɑn
фильмнарда	fiɫʔmnˈɑrdɑ
финансланган	fˌinɑnsɫˈɑŋʁɑn
фиркадә	firqˈɑdæ
формалары	fˌormɑɫˈɑrɯ
формаларын	fˌormɑɫˈɑrɯn
форматтагы	fˌormɑttˈɑʁɯ
фотоларда	fˌotoɫˈɑrdɑ
футболны	futbˈoɫnɯ
футболчылар	fˌutboɫɕˈɯɫɑr
футболчылары	fˌutboɫɕɯɫˈɑrɯ
фэнтэзи	fentˈezi
фәләнчә	fælˈænɕæ
фәнендә	fænˈendæ
фәненнән	fænˈennæn
фәрманнар	færmˈɑnnɑr
хайваннарга	xˌɒɪwɑnnˈɑrʁɑ
хаклар	xˈɒqɫɒr
хаксызлык	xɒqsˈɯzɫɯq
хакыйкый	xɒqˈɯjqɯj
хакыннан	xɒqˈɯnnɑn
халыкларыбыз	xˌɒɫɯqɫɑrˈɯbɯz
халыкларында	xˌɒɫɯqɫɑrˈɯndɑ
халыкныкы	xˌɒɫɯqnˈɯqɯ
ханбикә	xɒnbˈikæ
ханбикәсе	xˌɒnbikˈæse
хартия	xɒrtˈijæ
хартиясе	xˌɒrtijˈæse
хатларда	xɒtɫˈɒrdɑ
хет	xˈet
хеҙмәт	xˈeðmæt
хисабыннан	xˌisɑbˈɯnnɑn
хисапларын	xˌisɑpɫˈɑrɯn
хисапның	xisˈɑpnɯŋ
хискә	xˈiskæ
хиҗапны	xiʑˈɑpnɯ
ходай	xodˈɑɪ
хокукка	xoqˈuqqɑ
хосуси	xosˈusi
хуҗаларын	xˌuʑɑɫˈɑrɯn
хуҗаларыннан	xˌuʑɑɫɑrˈɯnnɑn
хуҗалыклары	xˌuʑɑɫɯqɫˈɑrɯ
хуҗасын	xuʑˈɑsɯn
хәбәрдән	xæbˈærdæn
хәбәрчесен	xˌæbærɕˈesen
хәбәрчесенең	xˌæbærɕesˈeneŋ
хәйрияче	xˌæɪrijˈæɕe
хәлифәлек	xˌælifˈælek
хәмерсез	xæmˈersez
хәстәрен	xæstˈæren
хәтеренә	xˌæterˈenæ
хәтирәләрен	xˌætirælˈæren
хөкемдары	xˌœkemdˈɑrɯ
хөкемен	xœkˈemen
хөрмәтне	xœrmˈætne
цифрлы	tsˈifrɫɯ
чагылды	ɕɒʁˈɯɫdɯ
чагын	ɕˈɒʁɯn
чагыннан	ɕɒʁˈɯnnɑn
чагыштырсаң	ɕˌɒʁɯʃtˈɯrsɑŋ
чакларны	ɕɒqɫˈɒrnɯ
чакыручылар	ɕˌɒqɯruɕˈɯɫɑr
чакырыр	ɕɒqˈɯrɯr
чалымнары	ɕˌɒɫɯmnˈɑrɯ
чамалый	ɕɒmˈɒɫɯj
чапкан	ɕˈɒpqɒn
чарасыз	ɕɒrˈɒsɯz
чатырларда	ɕˌɒtɯrɫˈɑrdɑ
чатыры	ɕɒtˈɯrɯ
челтәрне	ɕeltˈærne
чери	ɕˈeri
четрекле	ɕetrˈekle
чиратлап	ɕirˈɑtɫɑp
чиреге	ɕirˈeɣe
чиркәс	ɕˈirkæs
чистартырга	ɕˌistɑrtˈɯrʁɑ
читлек	ɕˈitlek
читләшкән	ɕitlˈæʃkæn
читләштерергә	ɕˌitlæʃterˈerɣæ
чуар	ɕˈuɑr
чума	ɕˈumɑ
чыгармау	ɕˌɯʁɑrmˈɑu
чыгарылгач	ɕˌɯʁɑrˈɯɫʁɑɕ
чыгуыннан	ɕˌɯʁuˈɯnnɑn
чыгымнарның	ɕˌɯʁɯmnˈɑrnɯŋ
чыгышлардан	ɕˌɯʁɯʃɫˈɑrdɑn
чыгышлы	ɕɯʁˈɯʃɫɯ
чыгышта	ɕɯʁˈɯʃtɑ
чык	ɕˈɯq
чыкмавы	ɕɯqmˈɑwɯ
чыктымы	ɕɯqtˈɯmɯ
чәршәмбедә	ɕˌærʃæmbˈedæ
чәчеп	ɕˈæɕep
чәчкәләр	ɕæɕkˈælær
чөй	ɕˈœɪ
шаккатты	ʃɒqqˈɒttɯ
шанлы	ʃˈɒnɫɯ
шартлата	ʃɒrtɫˈɒtɑ
шартлатып	ʃɒrtɫˈɒtɯp
шартлаулардан	ʃˌɒrtɫɒuɫˈɑrdɑn
шахматчы	ʃɒxmˈɒtɕɯ
шашлык	ʃˈɒʃɫɯq
шаярта	ʃɒjˈɑrtɑ
шигарләре	ʃˌiʁɑrɫˈære
шигърияткә	ʃˌiɣʔrijˈætkæ
шикләнәләр	ʃˌiklænˈælær
шифаханә	ʃˌifɑxˈɑnæ
шифаханәгә	ʃˌifɑxɑnˈæɣæ
шовинистлары	ʃˌowinistɫˈɑrɯ
шпион	ʃpˈion
шрифт	ʃrˈift
штатлар	ʃtˈɒtɫɒr
штатын	ʃtˈɒtɯn
шулайдыр	ʃˌuɫɑˈɪdɯr
шулпа	ʃˈuɫpɑ
шуралары	ʃˌurɑɫˈɑrɯ
шыгый	ʃˈɯʁɯj
шәхесен	ʃæxˈesen
шәхесенә	ʃˌæxesˈenæ
шәҗәрәсе	ʃˌæʑærˈæse
шәһәрләрен	ʃˌæhærlˈæren
шөһрәте	ʃœhrˈæte
ыргытып	ɯrʁˈɯtɯp
ычкындырырга	ˌɯɕqɯndɯrˈɯrʁɑ
ышанды	ɯʃˈɑndɯ
ышандым	ɯʃˈɑndɯm
ышандырдылар	ˌɯʃɑndɯrdˈɯɫɑr
эзлим	ˈezlim
эзләүдән	ˌezlæˈydæn
эзәрлекләнүе	ˌezærlˌeklænˈye
экономикасы	ˌeqonˌomiqˈɑsɯ
экономия	ˌeqonomˈijæ
экраннарда	ˌeqrɑnnˈɑrdɑ
экспедиция	ˌekspeditsˈijæ
экспертлары	ˌekspertɫˈɑrɯ
экспорт	ˈeqsport
элде	ˈelde
элементларын	ˌelementɫˈɑrɯn
элитаның	ˌelitˈɑnɯŋ
элү	ˈely
эске	ˈeske
эстрадасына	ˌestrɑdɑsˈɯnɑ
эстрадасындагы	ˌestrɑdˌɑsɯndˈɑʁɯ
эчемлекләрне	ˌeɕemleklˈærne
эчүчелек	ˌeɕyɕˈelek
эчүчеләр	ˌeɕyɕˈelær
эшкуарларга	ˌeʃquɑrɫˈɑrʁɑ
эшкәрткән	eʃkˈærtkæn
эшлик	ˈeʃlik
эшләгәнгә	ˌeʃlæɣˈæŋɣæ
эшләгәннәрен	ˌeʃlæɣænnˈæren
эшләй	eʃlˈæɪ
эшләмәдем	ˌeʃlæmˈædem
эшләнүе	ˌeʃlænˈye
эшләнәчәк	ˌeʃlænˈæɕæk
эшләсеннәр	ˌeʃlæsˈennær
югалачак	jˌuʁɑɫˈɑɕɑq
югалтсак	juʁˈɑɫtsɑq
югалтуга	jˌuʁɑɫtˈuʁɑ
юлладым	juɫɫˈɑdɯm
юллана	juɫɫˈɑnɑ
юлчылык	juɫɕˈɯɫɯq
юнәлешенә	jˌynæleʃˈenæ
ябуга	jɑbˈuʁɑ
ябылгач	jɑbˈɯɫʁɑɕ
ябыштырылган	jˌɑbɯʃtɯrˈɯɫʁɑn
язачак	jɑzˈɑɕɑq
язганы	jɑzʁˈɑnɯ
язмадым	jɑzmˈɑdɯm
язсак	jˈɑzsɑq
язсаң	jˈɑzsɑŋ
язуларга	jˌɑzuɫˈɑrʁɑ
язуның	jɑzˈunɯŋ
языйк	jˈɑzɯjq
язылганы	jˌɑzɯɫʁˈɑnɯ
язылгач	jɑzˈɯɫʁɑɕ
якламады	jˌɑqɫɑmˈɑdɯ
якшәмбегә	jˌækʃæmbˈeɣæ
ялгышмасам	jˌɑɫʁɯʃmˈɑsɑm
яллар	jˈɑɫɫɑr
ялларга	jɑɫɫˈɑrʁɑ
ялы	jˈɑɫɯ
янауларга	jˌɑnɑuɫˈɑrʁɑ
яннарына	jˌɑnnɑrˈɯnɑ
яннарында	jˌɑnnɑrˈɯndɑ
яраган	jɑrˈɑʁɑn
яраклаштыру	jˌɑrɑqɫɑʃtˈɯru
яраклаштырылган	jˌɑrɑqɫˌɑʃtɯrˈɯɫʁɑn
яралануын	jˌɑrɑɫɑnˈuɯn
ярамаганлыгын	jˌɑrɑmˌɑʁɑnɫˈɯʁɯn
яратканын	jˌɑrɑtqˈɑnɯn
яратса	jɑrˈɑtsɑ
яратылган	jˌɑrɑtˈɯɫʁɑn
ярдәмләшеп	jˌærdæmlˈæʃep
ярлыгы	jɑrɫˈɯʁɯ
ярлылар	jɑrɫˈɯɫɑr
ярымутрауның	jˌɑrɯmˌutrɑˈunɯŋ
ярындагы	jˌɑrɯndˈɑʁɯ
ярышларга	jˌɑrɯʃɫˈɑrʁɑ
ярышны	jɑrˈɯʃnɯ
ярышып	jɑrˈɯʃɯp
ясалмаган	jˌɑsɑɫmˈɑʁɑn
ясалмый	jɑsˈɑɫmɯj
ясалса	jɑsˈɑɫsɑ
ясалуын	jˌɑsɑɫˈuɯn
ясалып	jɑsˈɑɫɯp
ясамыйлар	jˌɑsɑmˈɯjɫɑr
ясасалар	jˌɑsɑsˈɑɫɑr
ясаудан	jˌɑsɑˈudɑn
ясаучыларга	jˌɑsɑˌuɕɯɫˈɑrʁɑ
ятса	jˈɑtsɑ
ятуына	jˌɑtuˈɯnɑ
яудыра	jˌɑudˈɯrɑ
яусын	jɑˈusɯn
яхшымы	jɑxʃˈɯmɯ
яхшыруын	jˌɑxʃɯrˈuɯn
яшемә	jæʃˈemæ
яшәмибез	jˌæʃæmˈibez
яшәмәсен	jˌæʃæmˈæsen
яңгырамый	jˌɑŋʁɯrˈɑmɯj
яңгырарга	jˌɑŋʁɯrˈɑrʁɑ
яңгыраса	jˌɑŋʁɯrˈɑsɑ
Җаек	ʑˈɒek
Җылы	ʑˈɯɫɯ
Җырны	ʑˈɯrnɯ
Җүчи	ʑˈyɕi
җайлаша	ʑˌɒɪɫˈɑʃɑ
җанисәптән	ʑˌɒnisˈæptæn
җаннарын	ʑɒnnˈɒrɯn
җеназасына	ʑˌenɑzɑsˈɯnɑ
җибәрелүен	ʑˌibærelˈyen
җибәрсәң	ʑibˈærsæŋ
җигәргә	ʑiɣˈærɣæ
җиләге	ʑilˈæɣe
җимерде	ʑimˈerde
җимерелүен	ʑˌimerelˈyen
җимерүче	ʑˌimerˈyɕe
җинаятьләрнең	ʑˌinɑjætʔlˈærneŋ
җирлеккә	ʑirlˈekkæ
җитешеп	ʑitˈeʃep
җитешсезлекләргә	ʑˌiteʃsˌezleklˈærɣæ
җитештерүчеләргә	ʑˌiteʃtˌeryɕelˈærɣæ
җиткерәсе	ʑˌitkerˈæse
җиткәндер	ʑitkˈænder
җитәкләргә	ʑˌitæklˈærɣæ
җитәкчесеннән	ʑˌitækɕesˈennæn
җиңелүе	ʑˌiŋelˈye
җиңелүен	ʑˌiŋelˈyen
җиңәчәгенә	ʑˌiŋæɕæɣˈenæ
җиңәчәк	ʑiŋˈæɕæk
җиһазларда	ʑˌihɑzɫˈɑrdɑ
җыелуын	ʑˌɯeɫˈuɯn
җыелышларында	ʑˌɯeɫˌɯʃɫɑrˈɯndɑ
җыентыклары	ʑˌɯentɯqɫˈɑrɯ
җыенучылар	ʑˌɯenuɕˈɯɫɑr
җыештыручы	ʑˌɯeʃtɯrˈuɕɯ
җыештырып	ʑˌɯeʃtˈɯrɯp
җыйдым	ʑˈɯjdɯm
җылыну	ʑɯɫˈɯnu
җылырак	ʑɯɫˈɯrɑq
җырлаганда	ʑˌɯrɫɑʁˈɑndɑ
җырчыбыз	ʑɯrɕˈɯbɯz
җырчылардан	ʑˌɯrɕɯɫˈɑrdɑn
җырчыларыбыз	ʑˌɯrɕɯɫɑrˈɯbɯz
җәзаларны	ʑˌæzɑɫˈɑrnɯ
җәмәгатьчелектән	ʑˌæmæʁˌɑtʔɕelˈektæn
җәнҗаллар	ʑænʑˈɑɫɫɑr
җәнҗаллы	ʑænʑˈɑɫɫɯ
җәяүле	ʑˌæjæˈyle
җәһәннәм	ʑæhˈænnæm
Үзебезгә	ˌyzebˈezɣæ
Үзәге	yzˈæɣe
Үлемсез	ylˈemsez
Үсеп	ˈysep
үгез	ˈyɣez
үзаңның	yzˈɑŋnɯŋ
үзаңына	ˌyzɑŋˈɯnɑ
үзбилгеләнгән	ˌyzbilɣelˈæŋɣæn
үзгәреше	ˌyzɣærˈeʃe
үзгәртер	yzɣˈærter
үзгәртмичә	ˌyzɣærtmˈiɕæ
үзенчәлекне	ˌyzenɕælˈekne
үзәкләренең	ˌyzæklærˈeneŋ
үзәнлеге	ˌyzænlˈeɣe
үлсә	ˈylsæ
үтенү	ytˈeny
үтерүчеләрне	ˌyterˌyɕelˈærne
үткәрмәкче	ˌytkærmˈækɕe
үткәрмәскә	ˌytkærmˈæskæ
үтәлгән	ytˈælɣæn
үтәлеше	ˌytælˈeʃe
Һааг	hˈɒɒʁ
Һадиева	hˌɒdiˈewɑ
Һамбург	hˈɒmburʁ
Һинд	hˈind
Һолландиядә	hˌoɫɫɑndijˈædæ
