अ	ɐ
शौर्य	ɕɑwɾjɐ
शौर्य	ɕɑ́ːwɾjɐ
श्चन्द्र	ɕt͡ɕɐn̪d̪ɾɐ
श्चन्द्र	ɕt͡ɕɐn̪d̪ɾɐ́
श्मश्रु	ɕmɐɕɾu
श्मश्रु	ɕmɐ́ɕɾu
श्याव	ɕjɑːʋɐ
श्याव	ɕjɑːʋɐ́
श्येन	ɕjeːn̪ɐ
श्येन	ɕjɐjn̪ɐ́
श्रद्दधाति	ɕɾɐd̪d̪ɐd̪ʱɑːt̪i
श्रद्दधाति	ɕɾɐ́d̪d̪ɐd̪ʱɑːt̪i
श्रद्धा	ɕɾɐd̪d̪ʱɑː
श्रद्धा	ɕɾɐd̪d̪ʱɑ́ː
श्रमिका	ɕɾɐmikɑː
श्रम्भति	ɕɾɐmbʱɐt̪i
श्रयति	ɕɾɐjɐt̪i
श्रयति	ɕɾɐ́jɐt̪i
श्रवण	ɕɾɐʋɐɳɐ
श्रवस्	ɕɾɐʋɐs̪
श्रवस्	ɕɾɐ́ʋɐs̪
श्रामणेर	ɕɾɑːmɐɳeːɾɐ
श्रामणेर	ɕɾɑːmɐɳɐjɾɐ
श्रावण	ɕɾɑːʋɐɳɐ
श्रिया	ɕɾijɑː
श्री	ɕɾiː
श्री	ɕɾíː
श्रीणीतः	ɕɾiːɳiːt̪ɐh
श्रुत	ɕɾut̪ɐ
श्रुत	ɕɾut̪ɐ́
श्रुति	ɕɾut̪i
श्रुति	ɕɾút̪i
श्रेयस्	ɕɾeːjɐs̪
श्रेयस्	ɕɾɐ́jjɐs̪
श्रेष्ठ	ɕɾeːʂʈʰɐ
श्रेष्ठ	ɕɾɐ́jiʂʈʰɐ
श्रोणि	ɕɾoːɳi
श्रोणि	ɕɾɐ́wɳi
श्रोत्र	ɕɾoːt̪ɾɐ
श्रोत्र	ɕɾɐ́wt̪ɾɐ
श्रोमत	ɕɾoːmɐt̪ɐ
श्रोमत	ɕɾɐ́wmɐt̪ɐ
श्लक्ष्ण	ɕl̪ɐkʂɳɐ
श्लक्ष्ण	ɕl̪ɐkʂɳɐ́
श्लाघते	ɕl̪ɑːɡʱɐt̪eː
श्लाघते	ɕl̪ɑ́ːɡʱɐt̪ɐj
श्लिष्यतः	ɕl̪iʂjɐt̪ɐh
श्लिष्यति	ɕl̪iʂjɐt̪i
श्लिष्यन्ति	ɕl̪iʂjɐn̪t̪i
श्लिष्यसि	ɕl̪iʂjɐs̪i
श्लोक	ɕl̪oːkɐ
श्लोक	ɕl̪ɐ́wkɐ
श्वन्	ɕʋɐn̪
श्वन्	ɕʋɐ́n̪
श्वशुर	ɕʋɐɕuɾɐ
श्वशुर	ɕʋɐ́ɕuɾɐ
श्वश्रू	ɕʋɐɕɾuː
श्वश्रू	ɕʋɐɕɾúː
श्वसन	ɕʋɐs̪ɐn̪ɐ
श्वसन	ɕʋɐs̪ɐn̪ɐ́
श्वस्	ɕʋɐs̪
श्वस्	ɕʋɐ́s̪
श्वास	ɕʋɑːs̪ɐ
श्वास	ɕʋɑːs̪ɐ́
श्विन्दताम्	ɕʋin̪d̪ɐt̪ɑːm
श्विन्दे	ɕʋin̪d̪eː
श्विन्दे	ɕʋin̪d̪ɐj
श्वेत	ɕʋeːt̪ɐ
श्वेत	ɕʋɐjt̪ɐ́
षकार	ʂɐkɑːɾɐ
षड्विंशति	ʂɐɖʋĩɕɐt̪i
षड्विंशति	ʂɐ́ɖʋĩɕɐt̪i
षण्णवति	ʂɐɳɳɐʋɐt̪i
षण्णवति	ʂɐ́ɳɳɐʋɐt̪i
षण्मास	ʂɐɳmɑːs̪ɐ
षष्	ʂɐʂ
षष्	ʂɐ́ʂ
षष्टि	ʂɐʂʈi
षष्टि	ʂɐʂʈí
षाण्मासिक	ʂɑːɳmɑːs̪ikɐ
षाण्मासिक	ʂɑːɳmɑːs̪ikɐ́
षोडशन्	ʂoːɖɐɕɐn̪
षोडशन्	ʂɐ́wɖɐɕɐn̪
षोळशन्	ʂoːɭ̆ɐɕɐn̪
षोळशन्	ʂɐwɭ̆ɐɕɐn̪
ष्ठीवति	ʂʈʰiːʋɐt̪i
ष्ठीवति	ʂʈʰíːʋɐt̪i
स	s̪ɐ
स	s̪ɐ́
संकलन	s̪ɐŋkɐl̪ɐn̪ɐ
संकल्प	s̪ɐŋkɐl̪pɐ
संकल्प	s̪ɐŋkɐl̪pɐ́
संकल्पः	s̪ɐŋkɐl̪pɐh
संकल्पम्	s̪ɐŋkɐl̪pɐm
संकल्पयोः	s̪ɐŋkɐl̪pɐjoːh
संकल्पयोः	s̪ɐŋkɐl̪pɐjɐwh
संकल्पस्य	s̪ɐŋkɐl̪pɐs̪jɐ
संकल्पाः	s̪ɐŋkɐl̪pɑːh
संकल्पात्	s̪ɐŋkɐl̪pɑːt̪
संकल्पानाम्	s̪ɐŋkɐl̪pɑːn̪ɑːm
संकल्पान्	s̪ɐŋkɐl̪pɑːn̪
संकल्पाभ्याम्	s̪ɐŋkɐl̪pɑːbʱjɑːm
संकल्पाय	s̪ɐŋkɐl̪pɑːjɐ
संकल्पासः	s̪ɐŋkɐl̪pɑːs̪ɐh
संकल्पे	s̪ɐŋkɐl̪peː
संकल्पे	s̪ɐŋkɐl̪pɐj
संकल्पेन	s̪ɐŋkɐl̪peːn̪ɐ
संकल्पेन	s̪ɐŋkɐl̪pɐjn̪ɐ
संकल्पेभिः	s̪ɐŋkɐl̪peːbʱih
संकल्पेभिः	s̪ɐŋkɐl̪pɐjbʱih
संकल्पेभ्यः	s̪ɐŋkɐl̪peːbʱjɐh
संकल्पेभ्यः	s̪ɐŋkɐl̪pɐjbʱjɐh
संकल्पेषु	s̪ɐŋkɐl̪peːʂu
संकल्पेषु	s̪ɐŋkɐl̪pɐjʂu
संकल्पैः	s̪ɐŋkɐl̪pɑjh
संकल्पैः	s̪ɐŋkɐl̪pɑːjh
संकल्पौ	s̪ɐŋkɐl̪pɑw
संकल्पौ	s̪ɐŋkɐl̪pɑːw
संक्रमण	s̪ɐŋkɾɐmɐɳɐ
संक्रमण	s̪ɐŋkɾɐ́mɐɳɐ
संक्रमित	s̪ɐŋkɾɐmit̪ɐ
संगणक	s̪ɐŋɡɐɳɐkɐ
संगीत	s̪ɐŋɡiːt̪ɐ
संग्रथन	s̪ɐŋɡɾɐt̪ʰɐn̪ɐ
संग्रन्थन	s̪ɐŋɡɾɐn̪t̪ʰɐn̪ɐ
संचारक	s̪ɐɲt͡ɕɑːɾɐkɐ
संचालक	s̪ɐɲt͡ɕɑːl̪ɐkɐ
संजय	s̪ɐɲd͡ʑɐjɐ
संज्ञा	s̪ɐɲd͡ʑɲɑː
संज्ञा	s̪ɐɲd͡ʑɲɑ́ː
संज्ञापद	s̪ɐɲd͡ʑɲɑːpɐd̪ɐ
संतापयति	s̪ɐn̪t̪ɑːpɐjɐt̪i
संदिह्	s̪ɐn̪d̪iɦ
संदेह	s̪ɐn̪d̪eːɦɐ
संदेह	s̪ɐn̪d̪ɐjɦɐ́
संध्या	s̪ɐn̪d̪ʱjɑː
संध्या	s̪ɐn̪d̪ʱjɑ́ː
संनिरुणद्धि	s̪ɐ̃n̪iɾuɳɐd̪d̪ʱi
संनिर्गच्छति	s̪ɐ̃n̪iɾɡɐtt͡ɕʰɐt̪i
संन्यासिनी	s̪ɐ̃n̪jɑːs̪in̪iː
संन्यासिन्	s̪ɐ̃n̪jɑːs̪in̪
संन्यासी	s̪ɐ̃n̪jɑːs̪iː
संभोग	s̪ɐmbʱoːɡɐ
संभोग	s̪ɐmbʱɐ́wɡɐ
संयम	s̪ɐ̃jɐmɐ
संयमिनी	s̪ɐ̃jɐmin̪iː
संयमिन्	s̪ɐ̃jɐmin̪
संयमी	s̪ɐ̃jɐmiː
संयुक्त	s̪ɐ̃jukt̪ɐ
संयुक्त	s̪ɐ̃́jukt̪ɐ
संयुज्	s̪ɐ̃jud͡ʑ
संयोग	s̪ɐ̃joːɡɐ
संयोग	s̪ɐ̃jɐwɡɐ
संरक्षित	s̪ɐ̃ɾɐkʂit̪ɐ
संलक्षण	s̪ɐ̃l̪ɐkʂɐɳɐ
संलक्ष्	s̪ɐ̃l̪ɐkʂ
संलग्न	s̪ɐ̃l̪ɐɡn̪ɐ
संलयन	s̪ɐ̃l̪ɐjɐn̪ɐ
संवत्सर	s̪ɐ̃ʋɐt̪s̪ɐɾɐ
संवत्सर	s̪ɐ̃ʋɐt̪s̪ɐɾɐ́
संवर्धन	s̪ɐ̃ʋɐɾd̪ʱɐn̪ɐ
संवहन	s̪ɐ̃ʋɐɦɐn̪ɐ
संवेग	s̪ɐ̃ʋeːɡɐ
संवेग	s̪ɐ̃ʋɐjɡɐ
संसार	s̪ɐ̃s̪ɑːɾɐ
संसिद्धि	s̪ɐ̃s̪id̪d̪ʱi
संस्कृत	s̪ɐ̃s̪kr̩t̪ɐ
संस्कृत	s̪ɐ̃s̪kr̩t̪ɐ́
संस्कृत	s̪ɐ̃́s̪kr̩t̪ɐ
सकार	s̪ɐkɑːɾɐ
सकृत्	s̪ɐkr̩t̪
सकृत्	s̪ɐkŕ̩t̪
सक्त	s̪ɐkt̪ɐ
सक्त	s̪ɐkt̪ɐ́
सखा	s̪ɐkʰɑː
सगर्भ्य	s̪ɐɡɐɾbʱjɐ
सगर्भ्य	s̪ɐ́ɡɐɾbʱjɐ
सङ्ख्या	s̪ɐŋkʰjɑː
सङ्ग	s̪ɐŋɡɐ
सङ्गणक	s̪ɐŋɡɐɳɐkɐ
सच	s̪ɐt͡ɕɐ
सचते	s̪ɐt͡ɕɐt̪eː
सचते	s̪ɐ́t͡ɕɐt̪ɐj
सचा	s̪ɐt͡ɕɑː
सचा	s̪ɐ́t͡ɕɑː
सज्जन	s̪ɐdd͡ʑɐn̪ɐ
सज्जा	s̪ɐdd͡ʑɑː
सज्जित	s̪ɐdd͡ʑit̪ɐ
सज्ज्	s̪ɐdd͡ʑ
सञ्जय	s̪ɐɲd͡ʑɐjɐ
सञ्ज्	s̪ɐɲd͡ʑ
सटीक	s̪ɐʈiːkɐ
सतर्क	s̪ɐt̪ɐɾkɐ
सती	s̪ɐt̪iː
सती	s̪ɐt̪íː
सत्	s̪ɐt̪
सत्	s̪ɐ́t̪
सत्त्र	s̪ɐt̪t̪ɾɐ
सत्त्र	s̪ɐt̪t̪ɾɐ́
सत्त्व	s̪ɐt̪t̪ʋɐ
सत्त्व	s̪ɐt̪t̪ʋɐ́
सत्य	s̪ɐt̪jɐ
सत्य	s̪ɐt̪jɐ́
सत्यतया	s̪ɐt̪jɐt̪ɐjɑː
सत्यतयोः	s̪ɐt̪jɐt̪ɐjoːh
सत्यतयोः	s̪ɐt̪jɐt̪ɐjɐwh
सत्यता	s̪ɐt̪jɐt̪ɑː
सत्यताः	s̪ɐt̪jɐt̪ɑːh
सत्यतानाम्	s̪ɐt̪jɐt̪ɑːn̪ɑːm
सत्यताभिः	s̪ɐt̪jɐt̪ɑːbʱih
सत्यताभ्यः	s̪ɐt̪jɐt̪ɑːbʱjɐh
सत्यताभ्याम्	s̪ɐt̪jɐt̪ɑːbʱjɑːm
सत्यताम्	s̪ɐt̪jɐt̪ɑːm
सत्यतायाः	s̪ɐt̪jɐt̪ɑːjɑːh
सत्यतायाम्	s̪ɐt̪jɐt̪ɑːjɑːm
सत्यतायै	s̪ɐt̪jɐt̪ɑːjɑj
सत्यतायै	s̪ɐt̪jɐt̪ɑːjɑːj
सत्यतासु	s̪ɐt̪jɐt̪ɑːs̪u
सत्यते	s̪ɐt̪jɐt̪eː
सत्यते	s̪ɐt̪jɐt̪ɐj
सदस्	s̪ɐd̪ɐs̪
सदस्	s̪ɐ́d̪ɐs̪
सदस्पति	s̪ɐd̪ɐs̪pɐt̪i
सदस्पति	s̪ɐ́d̪ɐs̪pɐt̪i
सदस्य	s̪ɐd̪ɐs̪jɐ
सदस्य	s̪ɐd̪ɐs̪jɐ́
सदा	s̪ɐd̪ɑː
सदा	s̪ɐ́d̪ɑː
सदैव	s̪ɐd̪ɑjʋɐ
सदैव	s̪ɐd̪ɑːjʋɐ
सन	s̪ɐn̪ɐ
सन	s̪ɐ́n̪ɐ
सनक	s̪ɐn̪ɐkɐ
सनक	s̪ɐn̪ɐkɐ́
सना	s̪ɐn̪ɑː
सना	s̪ɐ́n̪ɑː
सनातन	s̪ɐn̪ɑːt̪ɐn̪ɐ
सनातन	s̪ɐn̪ɑːt̪ɐ́n̪ɐ
सनिता	s̪ɐn̪it̪ɑː
सनितुर्	s̪ɐn̪it̪uɾ
सनितुर्	s̪ɐn̪it̪úɾ
सनिष्यति	s̪ɐn̪iʂjɐt̪i
सनुतर्	s̪ɐn̪ut̪ɐɾ
सनुतर्	s̪ɐn̪ut̪ɐ́ɾ
सनुते	s̪ɐn̪ut̪eː
सनुते	s̪ɐn̪ut̪ɐj
सनोति	s̪ɐn̪oːt̪i
सनोति	s̪ɐn̪ɐ́wt̪i
सन्	s̪ɐn̪
सन्ति	s̪ɐn̪t̪i
सन्ति	s̪ɐ́n̪t̪i
सन्धान	s̪ɐn̪d̪ʱɑːn̪ɐ
सन्यात्	s̪ɐn̪jɑːt̪
सपत्नी	s̪ɐpɐt̪n̪iː
सपत्नी	s̪ɐpɐ́t̪n̪iː
सप्त	s̪ɐpt̪ɐ
सप्त	s̪ɐpt̪ɐ́
सप्तति	s̪ɐpt̪ɐt̪i
सप्तति	s̪ɐpt̪ɐt̪í
सप्तदश	s̪ɐpt̪ɐd̪ɐɕɐ
सप्तदश	s̪ɐpt̪ɐ́d̪ɐɕɐ
सप्तन्	s̪ɐpt̪ɐn̪
सप्तन्	s̪ɐpt̪ɐ́n̪
सप्तम	s̪ɐpt̪ɐmɐ
सप्तम	s̪ɐpt̪ɐmɐ́
सप्तविंशति	s̪ɐpt̪ɐʋĩɕɐt̪i
सप्तविंशति	s̪ɐpt̪ɐ́ʋĩɕɐt̪i
सप्ताह	s̪ɐpt̪ɑːɦɐ
सफल	s̪ɐpʰɐl̪ɐ
सभाजयति	s̪ɐbʱɑːd͡ʑɐjɐt̪i
सभ्य	s̪ɐbʱjɐ
सम	s̪ɐmɐ
सम	s̪ɐmɐ́
समकार	s̪ɐmɐkɑːɾɐ
समय	s̪ɐmɐjɐ
समय	s̪ɐmɐjɐ́
समलंकृत	s̪ɐmɐl̪ɐŋkr̩t̪ɐ
समस्	s̪ɐmɐs̪
समह	s̪ɐmɐɦɐ
समा	s̪ɐmɑː
समा	s̪ɐ́mɑː
समाकुरुते	s̪ɐmɑːkuɾut̪eː
समाकुरुते	s̪ɐmɑːkuɾut̪ɐj
समास	s̪ɐmɑːs̪ɐ
समासेन	s̪ɐmɑːs̪eːn̪ɐ
समासेन	s̪ɐmɑːs̪ɐjn̪ɐ
समि	s̪ɐmi
समुद्र	s̪ɐmud̪ɾɐ
समुद्र	s̪ɐmud̪ɾɐ́
समूह	s̪ɐmuːɦɐ
समूह	s̪ɐmuːɦɐ́
सम्	s̪ɐm
सम्पत्ति	s̪ɐmpɐt̪t̪i
सम्पादन	s̪ɐmpɑːd̪ɐn̪ɐ
सम्प्रददाति	s̪ɐmpɾɐd̪ɐd̪ɑːt̪i
सम्भोग	s̪ɐmbʱoːɡɐ
सम्भोग	s̪ɐmbʱɐwɡɐ
सम्मुख	s̪ɐmmukʰɐ
सम्मुख	s̪ɐmmukʰɐ́
सम्राज्	s̪ɐmɾɑːd͡ʑ
सम्राज्	s̪ɐmɾɑ́ːd͡ʑ
सम्राट्	s̪ɐmɾɑːʈ
सम्राट्	s̪ɐmɾɑ́ːʈ
सरति	s̪ɐɾɐt̪i
सरति	s̪ɐ́ɾɐt̪i
सरत्	s̪ɐɾɐt̪
सरत्	s̪ɐ́ɾɐt̪
सरल	s̪ɐɾɐl̪ɐ
सरस्	s̪ɐɾɐs̪
सरस्	s̪ɐ́ɾɐs̪
सरस्वती	s̪ɐɾɐs̪ʋɐt̪iː
सरस्वती	s̪ɐ́ɾɐs̪ʋɐt̪iː
सरु	s̪ɐɾu
सरु	s̪ɐ́ɾu
सरोज	s̪ɐɾoːd͡ʑɐ
सरोज	s̪ɐɾɐwd͡ʑɐ
सर्ग	s̪ɐɾɡɐ
सर्जन	s̪ɐɾd͡ʑɐn̪ɐ
सर्जन	s̪ɐ́ɾd͡ʑɐn̪ɐ
सर्प	s̪ɐɾpɐ
सर्प	s̪ɐɾpɐ́
सर्पिस्	s̪ɐɾpis̪
सर्पिस्	s̪ɐɾpís̪
सर्म	s̪ɐɾmɐ
सर्म	s̪ɐ́ɾmɐ
सर्व	s̪ɐɾʋɐ
सर्व	s̪ɐ́ɾʋɐ
सर्वनामन्	s̪ɐɾʋɐn̪ɑːmɐn̪
सर्षप	s̪ɐɾʂɐpɐ
सव	s̪ɐʋɐ
सव	s̪ɐʋɐ́
सवितृ	s̪ɐʋit̪r̩
सवितृ	s̪ɐʋit̪ŕ̩
सवीमन्	s̪ɐʋiːmɐn̪
सवीमन्	s̪ɐ́ʋiːmɐn̪
सव्य	s̪ɐʋjɐ
सव्य	s̪ɐʋjɐ́
सस	s̪ɐs̪ɐ
सस	s̪ɐs̪ɐ́
ससान	s̪ɐs̪ɑːn̪ɐ
सस्पिञ्जर	s̪ɐs̪piɲd͡ʑɐɾɐ
सस्पिञ्जर	s̪ɐs̪píɲd͡ʑɐɾɐ
सस्य	s̪ɐs̪jɐ
सस्य	s̪ɐs̪jɐ́
सस्वार	s̪ɐs̪ʋɑːɾɐ
सह	s̪ɐɦɐ
सह	s̪ɐɦɐ́
सहति	s̪ɐɦɐt̪i
सहते	s̪ɐɦɐt̪eː
सहते	s̪ɐ́ɦɐt̪ɐj
सहवास	s̪ɐɦɐʋɑːs̪ɐ
सहवास	s̪ɐɦɐ́ʋɑːs̪ɐ
सहस्	s̪ɐɦɐs̪
सहस्	s̪ɐ́ɦɐs̪
सहस्र	s̪ɐɦɐs̪ɾɐ
सहस्र	s̪ɐɦɐ́s̪ɾɐ
सहस्रिमान	s̪ɐɦɐs̪ɾimɑːn̪ɐ
साकम्	s̪ɑːkɐm
साकम्	s̪ɑːkɐ́m
साक्षिणी	s̪ɑːkʂiɳiː
साक्षिन्	s̪ɑːkʂin̪
साक्षी	s̪ɑːkʂiː
साढ	s̪ɑːɖʱɐ
साढ	s̪ɑːɖʱɐ́
साढृ	s̪ɑːɖʱr̩
साढृ	s̪ɑ́ːɖʱr̩
सात	s̪ɑːt̪ɐ
सात	s̪ɑːt̪ɐ́
साद	s̪ɑːd̪ɐ
साद	s̪ɑːd̪ɐ́
सादः	s̪ɑːd̪ɐh
सादम्	s̪ɑːd̪ɐm
सादयोः	s̪ɑːd̪ɐjoːh
सादयोः	s̪ɑːd̪ɐjɐwh
सादस्य	s̪ɑːd̪ɐs̪jɐ
सादाः	s̪ɑːd̪ɑːh
सादात्	s̪ɑːd̪ɑːt̪
सादानाम्	s̪ɑːd̪ɑːn̪ɑːm
सादान्	s̪ɑːd̪ɑːn̪
सादाभ्याम्	s̪ɑːd̪ɑːbʱjɑːm
सादाय	s̪ɑːd̪ɑːjɐ
सादासः	s̪ɑːd̪ɑːs̪ɐh
सादे	s̪ɑːd̪eː
सादे	s̪ɑːd̪ɐj
सादेन	s̪ɑːd̪eːn̪ɐ
सादेन	s̪ɑːd̪ɐjn̪ɐ
सादेभिः	s̪ɑːd̪eːbʱih
सादेभिः	s̪ɑːd̪ɐjbʱih
सादेभ्यः	s̪ɑːd̪eːbʱjɐh
सादेभ्यः	s̪ɑːd̪ɐjbʱjɐh
सादेषु	s̪ɑːd̪eːʂu
सादेषु	s̪ɑːd̪ɐjʂu
सादैः	s̪ɑːd̪ɑjh
सादैः	s̪ɑːd̪ɑːjh
सादौ	s̪ɑːd̪ɑw
सादौ	s̪ɑːd̪ɑːw
साधु	s̪ɑːd̪ʱu
साधु	s̪ɑːd̪ʱú
साध्य	s̪ɑːd̪ʱjɐ
साध्य	s̪ɑːd̪ʱjɐ́
साध्वलंकृत	s̪ɑːd̪ʱʋɐl̪ɐŋkr̩t̪ɐ
साप्ताहिक	s̪ɑːpt̪ɑːɦikɐ
साम	s̪ɑːmɐ
सामन्	s̪ɑːmɐn̪
सामन्	s̪ɑ́ːmɐn̪
सामवेद	s̪ɑːmɐʋeːd̪ɐ
सामवेद	s̪ɑ́ːmɐʋɐjd̪ɐ́
सामान्य	s̪ɑːmɑːn̪jɐ
सामि	s̪ɑːmi
सामि	s̪ɑːmí
सायं	s̪ɑːjɐm
सायंकाल	s̪ɑːjɐŋkɑːl̪ɐ
सायम्	s̪ɑːjɐm
सार	s̪ɑːɾɐ
सार्थ	s̪ɑːɾt̪ʰɐ
सार्थ	s̪ɑ́ːɾt̪ʰɐ
साळ्हृ	s̪ɑːɭ̆ɦr̩
साळ्हृ	s̪ɑ́ːɭ̆ɦr̩
सावधान	s̪ɑːʋɐd̪ʱɑːn̪ɐ
सास्वर्ति	s̪ɑːs̪ʋɐɾt̪i
सिंह	s̪ĩɦɐ
सिंह	s̪ĩɦɐ́
सिंहपुर	s̪ĩɦɐpuɾɐ
सिंहपुर	s̪ĩɦɐ́puɾɐ
सित	s̪it̪ɐ
सित	s̪it̪ɐ́
सिद्ध	s̪id̪d̪ʱɐ
सिद्धार्थ	s̪id̪d̪ʱɑːɾt̪ʰɐ
सिनीतः	s̪in̪iːt̪ɐh
सिन्धु	s̪in̪d̪ʱu
सिन्धु	s̪ín̪d̪ʱu
सिन्व	s̪in̪ʋɐ
सिसर्ति	s̪is̪ɐɾt̪i
सिसर्ति	s̪ís̪ɐɾt̪i
सिस्वरिषति	s̪is̪ʋɐɾiʂɐt̪i
सीक्षते	s̪iːkʂɐt̪eː
सीक्षते	s̪íːkʂɐt̪ɐj
सीता	s̪iːt̪ɑː
सीदति	s̪iːd̪ɐt̪i
सीदति	s̪íːd̪ɐt̪i
सीव्यति	s̪iːʋjɐt̪i
सीव्यति	s̪íːʋjɐt̪i
सुऊति	s̪uuːt̪i
सुऊति	s̪uuːt̪í
सुख	s̪ukʰɐ
सुख	s̪ukʰɐ́
सुखिन्	s̪ukʰin̪
सुगन्ध	s̪uɡɐn̪d̪ʱɐ
सुनीत	s̪un̪iːt̪ɐ
सुन्दर	s̪un̪d̪ɐɾɐ
सुन्दरी	s̪un̪d̪ɐɾiː
सुपर्ण	s̪upɐɾɳɐ
सुपर्ण	s̪upɐɾɳɐ́
सुम्न	s̪umn̪ɐ
सुम्न	s̪umn̪ɐ́
सुर	s̪uɾɐ
सुरक्षा	s̪uɾɐkʂɑː
सुरा	s̪uɾɑː
सुरा	s̪úɾɑː
सुवति	s̪uʋɐt̪i
सुवति	s̪uʋɐ́t̪i
सुवर्ण	s̪uʋɐɾɳɐ
सुवर्ण	s̪uʋɐ́ɾɳɐ
सुवर्णभूमि	s̪uʋɐɾɳɐbʱuːmi
सुवर्णभूमि	s̪uʋɐ́ɾɳɐbʱuːmi
सुशेव	s̪uɕeːʋɐ
सुशेव	s̪uɕɐ́jʋɐ
सुशेवस्	s̪uɕeːʋɐs̪
सुशेवस्	s̪uɕɐ́jʋɐs̪
सुशेव्य	s̪uɕeːʋjɐ
सुशेव्य	s̪uɕɐ́jʋjɐ
सुशोक	s̪uɕoːkɐ
सुशोक	s̪uɕɐ́wkɐ
सुश्चन्द्र	s̪uɕt͡ɕɐn̪d̪ɾɐ
सुश्चन्द्र	s̪uɕt͡ɕɐn̪d̪ɾɐ́
सुश्रप	s̪uɕɾɐpɐ
सुश्रप	s̪uɕɾɐ́pɐ
सुश्रवस्	s̪uɕɾɐʋɐs̪
सुश्रवस्	s̪uɕɾɐ́ʋɐs̪
सुसंस्कृत	s̪us̪ɐ̃s̪kr̩t̪ɐ
सुसंस्कृत	s̪ús̪ɐ̃s̪kr̩t̪ɐ
सुसज्जित	s̪us̪ɐdd͡ʑit̪ɐ
सुस्वादु	s̪us̪ʋɑːd̪u
सुस्वादु	s̪ús̪ʋɑːd̪u
सुस्वूर्षति	s̪us̪ʋuːɾʂɐt̪i
सू	s̪uː
सू	s̪úː
सूकर	s̪uːkɐɾɐ
सूकर	s̪uːkɐɾɐ́
सूक्त	s̪uːkt̪ɐ
सूक्त	s̪uːkt̪ɐ́
सूक्ष्म	s̪uːkʂmɐ
सूक्ष्म	s̪uːkʂmɐ́
सूची	s̪uːt͡ɕiː
सूची	s̪uːt͡ɕíː
सूतिका	s̪uːt̪ikɑː
सूतिका	s̪úːt̪ikɑː
सूतिकागार	s̪uːt̪ikɑːɡɑːɾɐ
सूतिकागार	s̪úːt̪ikɑːɡɑːɾɐ
सूतिकागृह	s̪uːt̪ikɑːɡr̩ɦɐ
सूतिकागृह	s̪úːt̪ikɑːɡr̩ɦɐ
सूत्र	s̪uːt̪ɾɐ
सूत्र	s̪úːt̪ɾɐ
सूद	s̪uːd̪ɐ
सूद	s̪úːd̪ɐ
सूनु	s̪uːn̪u
सूनु	s̪uːn̪ú
सूर	s̪uːɾɐ
सूर	s̪úːɾɐ
सूर्य	súːɾijɐ
सूर्य	s̪uːɾjɐ
सूर्यकान्ति	s̪uːɾjɐkɑːn̪t̪i
सूर्यकान्ति	s̪úːɾjɐkɑːn̪t̪i
सृक	s̪r̩kɐ
सृक	s̪r̩kɐ́
सृगाल	s̪r̩ɡɑːl̪ɐ
सृगाल	s̪r̩ɡɑːl̪ɐ́
सृष्ट	s̪r̩ʂʈɐ
सृष्ट	s̪r̩ʂʈɐ́
सृष्टि	s̪r̩ʂʈi
सृष्टि	s̪r̩ʂʈí
सृष्टि	s̪ŕ̩ʂʈi
सेतु	s̪eːt̪u
सेतु	s̪ɐ́jt̪u
सेधति	s̪eːd̪ʱɐt̪i
सेधति	s̪ɐ́jd̪ʱɐt̪i
सेना	s̪eːn̪ɑː
सेना	s̪ɐ́jn̪ɑː
सेने	s̪eːn̪eː
सेने	s̪ɐjn̪ɐj
सेवा	s̪eːʋɑː
सेवा	s̪ɐjʋɑː
सेवि	s̪eːʋi
सेवि	s̪ɐjʋi
सेविका	s̪eːʋikɑː
सेविका	s̪ɐjʋikɑː
सैनिक	s̪ɑjn̪ikɐ
सैनिक	s̪ɑːjn̪ikɐ
सोढ	s̪oːɖʱɐ
सोढ	s̪ɐwɖʱɐ
सोम	s̪oːmɐ
सोम	s̪ɐ́wmɐ
सोल्लुण्ठ	s̪oːl̪l̪uɳʈʰɐ
सोल्लुण्ठ	s̪ɐwl̪l̪uɳʈʰɐ
सौचिक	s̪ɑwt͡ɕikɐ
सौचिक	s̪ɑːwt͡ɕikɐ
सौर	s̪ɑwɾɐ
सौर	s̪ɑːwɾɐ
सौर्य	s̪ɑwɾjɐ
सौर्य	s̪ɑːwɾjɐ
स्कन्ध	s̪kɐn̪d̪ʱɐ
स्कन्ध	s̪kɐn̪d̪ʱɐ́
स्कम्भ	s̪kɐmbʱɐ
स्कम्भ	s̪kɐmbʱɐ́
स्कुनाति	s̪kun̪ɑːt̪i
स्कुनाति	s̪kun̪ɑ́ːt̪i
स्कुनीतः	s̪kun̪iːt̪ɐh
स्कुन्दताम्	s̪kun̪d̪ɐt̪ɑːm
स्कुन्दे	s̪kun̪d̪eː
स्कुन्दे	s̪kun̪d̪ɐj
स्खलन	s̪kʰɐl̪ɐn̪ɐ
स्तन	s̪t̪ɐn̪ɐ
स्तन	s̪t̪ɐ́n̪ɐ
स्तनति	s̪t̪ɐn̪ɐt̪i
स्तनति	s̪t̪ɐ́n̪ɐt̪i
स्तभ्नीतः	s̪t̪ɐbʱn̪iːt̪ɐh
स्तम्भ	s̪t̪ɐmbʱɐ
स्तर	s̪t̪ɐɾɐ
स्तरिमन्	s̪t̪ɐɾimɐn̪
स्तरी	s̪t̪ɐɾiː
स्तरी	s̪t̪ɐɾíː
