uchinjo	utʃiⁿɗʒo
alipwe	alipwe
miitu	miitu
apungaye	apuᵑgaje
uchunguzi	utʃuᵑguzi
andisi	aⁿɗisi
mnajua	mnaʄua
kidogo	kiɗoɠo
lisilofahamika	lisilofahamika
tukubalike	tukuɓalike
atakapotoa	atakapotoa
nahofu	nahofu
gulabi	ɠulaɓi
ulizonipa	ulizonipa
jazila	ʄazila
kumpisha	kumpiʃa
admeri	aɗmeɾi
kimeanguliwa	kimeaᵑguliwa
mkahukumiwa	mkahukumiwa
nimetoka	nimetoka
uliokatwakatwa	uliokatwakatwa
suluti	suluti
yanayokuja	janajokuʄa
aliyoyaona	alijojaona
kuniambia	kuniaᵐɓia
binda	ɓiⁿɗa
tayarisho	tajaɾiʃo
ilianguka	iliaᵑguka
zilianguka	ziliaᵑguka
jenerali	ʄeneɾali
budhara	ɓuɗhaɾa
kedroni	Keɗɾoni
tinyango	tiɲaᵑgo
mhamaji	mhamaʄi
roga	ɾoɠa
mandhari	maⁿɗhaɾi
jamhuri	ʄamhuɾi
pogolewa	poɠolewa
ionyeshe	ioɲeʃe
mbunge	ᵐɓuᵑge
dema	ɗema
iskarioti	Iskaɾioti
nakumbuka	nakuᵐɓuka
kibahaluli	kiɓahaluli
vinavyotandazw	vinavjotaⁿɗazw
mjiari	mʄiaɾi
makunjo	makuⁿɗʒo
nyemelewa	ɲemelewa
mteremo	mteɾemo
naweza	naweza
wenzo	weⁿzo
mchirizi	mtʃiɾizi
wakavunjika	wakavuⁿɗʒika
zaidi	zaiɗi
kipilipili	kipilipili
wakazikanyag	wakazikaɲaɠ
kulitunza	kulituⁿza
kipombe	kipoᵐɓe
hufanywa	hufaɲwa
atamsaliti	atamsaliti
mikataba	mikataɓa
kitini	kitini
tawishwa	tawiʃwa
nyara	ɲaɾa
aliyetukuka	alijetukuka
msunguti	msuᵑguti
mtaangamia	mtaaᵑgamia
uana	uana
makuti	makuti
niteswayo	niteswajo
anayepambwa	anajepaᵐɓwa
lilitokea	lilitokea
inamngojea	inamᵑgoʄea
chotea	tʃotea
shahiri	ʃahiɾi
likizama	likizama
vyombo	vjoᵐɓo
makomafi	makomafi
sapasapa	sapasapa
mmwangaluchi	mmwaᵑgalutʃi
anayepepea	anajepepea
mtekenyo	mtekeɲo
gombakofi	ɠoᵐɓakofi
bajuni	Baʄuni
shono	ʃono
kinaponywew	kinapoɲwew
mliyenichinj	mlijenitʃiⁿɗʒ
kumjamii	kumʄamii
maharimu	mahaɾimu
aida	aiɗa
hiniwa	hiniwa
ukiningoja	ukiniᵑgoʄa
wakalala	wakalala
aandame	aaⁿɗame
kifedha	kifeɗha
waiga	waiɠa
hatujatenda	hatuʄateⁿɗa
vingirika	viᵑgiɾika
msogeo	msoɠeo
tumepata	tumepata
tita	tita
miiku	miiku
menyeka	meɲeka
loisi	Loisi
huganda	huɠaⁿɗa
anakuja	anakuʄa
akamkataa	akamkataa
kuyafikiria	kujafikiɾia
atakeyenisal	atakejenisal
bubwi	ɓuɓwi
kwatua	kwatua
anayenunua	anajenunua
nikiigawa	nikiiɠawa
utajuta	utaʄuta
halifa	halifa
kibeberu	kiɓeɓeɾu
mfariki	mfaɾiki
anayevipa	anajevipa
mpayukaji	mpajukaʄi
utundu	utuⁿɗu
mnatuunga	mnatuuᵑga
unaohusu	unaohusu
kuyatema	kujatema
asijisingiz	asiʄisiᵑgiz
nayapenda	najapeⁿɗa
tandua	taⁿɗua
washirika	waʃiɾika
mmenilazimi	mmenilazimi
waridi	waɾiɗi
shuari	ʃuaɾi
wakawasimami	wakawasimami
mabanda	maɓaⁿɗa
inayoimaris	inajoimaɾis
ficha	fitʃa
kufahamu	kufahamu
shuzi	ʃuzi
ovaroli	ovaɾoli
timvi	tiᵐvi
gorong'ondo	ɠoɾoŋoⁿɗo
kafani	kafani
bambia	ɓaᵐɓia
lkawa	lkawa
perema	peɾema
wanaofurahi	wanaofuɾahi
zoza	zoza
bali	ɓali
azifasiri	azifasiɾi
kufagilia	kufaɠilia
amelikuza	amelikuza
nimemtawaza	nimemtawaza
kero	keɾo
uharibikaji	uhaɾiɓikaʄi
ameacha	ameatʃa
sijidai	siʄiɗai
pachika	patʃika
mgahawa	mɠahawa
limesimama	limesimama
mwanajopo	mwanaʄopo
kikwakwa	kikwakwa
kufichwa	kufitʃwa
hakitaweza	hakitaweza
linalotokana	linalotokana
zindika	ziⁿɗika
watapaswa	watapaswa
banjia	ɓaⁿɗʒia
mikanju	mikaⁿɗʒu
mpepea	mpepea
anaposindika	anaposiⁿɗika
hutavuliwa	hutavuliwa
dhoofika	ɗhoofika
ladumu	laɗumu
nawahakikish	nawahakikiʃ
utesaji	utesaʄi
faresi	Faɾesi
kumzungumza	kumzuᵑgumza
hukausha	hukauʃa
sikua	sikua
bwelamvuvi	ɓwelaᵐvuvi
sebule	seɓule
farumani	faɾumani
akajiweka	akaʄiweka
kusimamishwa	kusimamiʃwa
hikima	hikima
mlinitendea	mliniteⁿɗea
amtawale	amtawale
mtakacho	mtakatʃo
kuwaosha	kuwaoʃa
yatakapotuki	jatakapotuki
jitamkia	ʄitamkia
hadhirisha	haɗhiɾiʃa
fahamuni	fahamuni
kukutembelea	kukuteᵐɓelea
akaawambia	akaawaᵐɓia
huutambua	huutaᵐɓua
ulaya	Ulaja
nagaagaa	naɠaaɠaa
akamwita	akamwita
alichokitaraj	alitʃokitaɾaʄ
uchama	utʃama
mavumbo	mavuᵐɓo
arabla	Aɾaɓla
huchaniwa	hutʃaniwa
itawajia	itawaʄia
kuchafua	kutʃafua
vumbi	vuᵐɓi
huambukizik	huaᵐɓukizik
wanashangaa	wanaʃaᵑgaa
pona	pona
unaiba	unaiɓa
inayopakwa	inajopakwa
mkomo	mkomo
pumnziko	pumⁿziko
kuwashangaza	kuwaʃaᵑgaza
mihadi	mihaɗi
inspekta	inspekta
aukwa	aukwa
ptoyo	Ptojo
anawaombea	anawaoᵐɓea
akaizidisha	akaiziɗiʃa
wahaini	wahaini
waombeeni	waoᵐɓeeni
nitakayemtum	nitakajemtum
tunayoifany	tunajoifaɲ
lakabu	lakaɓu
anaikaribia	anaikaɾiɓia
kuyachukua	kujatʃukua
pungua	puᵑgua
hanipokei	hanipokei
nyanyia	ɲaɲia
tutafuatana	tutafuatana
mkondo	mkoⁿɗo
ulinipenda	ulinipeⁿɗa
lampendeza	lampeⁿɗeza
kisengenya	kiseᵑgeɲa
viwara	viwaɾa
kashangazwa	kaʃaᵑgazwa
kaongozwa	kaoᵑgozwa
kijacho	kiʄatʃo
makoshi	makoʃi
mrisho	Mɾiʃo
anawafukuza	anawafukuza
mkutane	mkutane
hatukutumia	hatukutumia
wareno	Waɾeno
kilichotayari	kilitʃotajaɾi
staku	Staku
yaliyopondwa	jalijopoⁿɗwa
kuzingirisha	kuziᵑgiɾiʃa
mashapo	maʃapo
kuchunguzwa	kutʃuᵑguzwa
sayidi	sajiɗi
wanafuatana	wanafuatana
maini	maini
zikavishwa	zikaviʃwa
mbezi	ᵐɓezi
sawijika	sawiʄika
angurumaye	aᵑguɾumaje
kefle	kefle
kimete	kimete
kokota	kokota
kulisifu	kulisifu
anapotaka	anapotaka
akapachika	akapatʃika
taalamu	taalamu
kushonewa	kuʃonewa
tulizana	tulizana
abinusi	aɓinusi
adhibiwa	aɗhiɓiwa
walikimbia	walikiᵐɓia
kukipiga	kukipiɠa
wakapita	wakapita
majimaji	maʄimaʄi
mkasiri	mkasiɾi
halitekelez	halitekelez
mapinduo	mapiⁿɗuo
aliifanya	aliifaɲa
kuyapa	kujapa
enga	eᵑga
amependezwa	amepeⁿɗezwa
doyeza	ɗojeza
tiketi	tiketi
kuniinua	kuniinua
dhuhuri	ɗhuhuɾi
kujibu	kuʄiɓu
lililoachwa	lililoatʃwa
chakachisha	tʃakatʃiʃa
anapocheza	anapotʃeza
pokeeni	pokeeni
watiriri	watiɾiɾi
festo	Festo
washangilie	waʃaᵑgilie
ahuweni	ahuweni
kukikukutua	kukikukutua
turkana	Tuɾkana
ninamfahamu	ninamfahamu
mifanano	mifanano
mkawini	Mkawini
vifumbu	vifuᵐɓu
ripuripu	ɾipuɾipu
mazeruzeru	mazeɾuzeɾu
nyokoa	ɲokoa
ukoka	ukoka
ukahaba	ukahaɓa
umemtimizia	umemtimizia
murka	Muɾka
ajemi	aʄemi
msururu	msuɾuɾu
ukambe	ukaᵐɓe
makabari	makaɓaɾi
hukuvunjika	hukuvuⁿɗʒika
mbivu	ᵐɓivu
waliogopa	walioɠopa
kukazwa	kukazwa
haiwatoshi	haiwatoʃi
wasengenyi	waseᵑgeɲi
hupigana	hupiɠana
yasiyotarajiwa	jasijotaɾaʄiwa
kikomo	kikomo
atawatenganis	atawateᵑganis
ngomeni	ᵑgomeni
semezana	semezana
hautetereki	hauteteɾeki
taga	taɠa
vitakoma	vitakoma
mipunga	mipuᵑga
zaweza	zaweza
yahe	jahe
niwe	niwe
udagaa	uɗaɠaa
kirefu	kiɾefu
anayejulikana	anajeʄulikana
ninachostah	ninatʃostah
wiano	wiano
ameongozana	ameoᵑgozana
waosha	waoʃa
walioongoka	waliooᵑgoka
chipukio	tʃipukio
msitende	msiteⁿɗe
fundika	fuⁿɗika
zimfikie	zimfikie
mwega	mweɠa
msiutumie	msiutumie
yangetendwa	jaᵑgeteⁿɗwa
mshale	mʃale
kutotenda	kutoteⁿɗa
kumuaibisha	kumuaiɓiʃa
waliokuja	waliokuʄa
amleaye	amleaje
chaweza	tʃaweza
magenge	maɠeᵑge
loragai	Loɾaɠai
ziraili	Ziɾaili
yakazuka	jakazuka
kuamkia	kuamkia
visongo	visoᵑgo
tunayosema	tunajosema
itakuwaje	itakuwaʄe
ndaragwa	Nɗaɾaɠwa
iliyomwagwa	ilijomwaɠwa
kupokezana	kupokezana
likauvamia	likauvamia
akawaacha	akawaatʃa
kirukacho	kiɾukatʃo
mtenzi	mteⁿzi
tapisho	tapiʃo
ndubi	ⁿɗuɓi
inayosimamishw	inajosimamiʃw
kumbuu	kuᵐɓuu
nayajua	najaʄua
unachompa	unatʃompa
humu	humu
hayamkini	hajamkini
akiamini	akiamini
ulikowashin	ulikowaʃin
atagaye	ataɠaje
ninayowaamur	ninajowaamuɾ
yu	ju
hamvipati	haᵐvipati
mkunguni	mkuᵑguni
gagadua	ɠaɠaɗua
kilirambaza	kiliɾaᵐɓaza
roja	ɾoʄa
inatawaliwa	inatawaliwa
ukawakalish	ukawakaliʃ
dade	ɗaɗe
ninamtii	ninamtii
uwaziri	uwaziɾi
adili	aɗili
nikamdaka	nikamɗaka
chongewa	tʃoᵑgewa
hujivika	huʄivika
kastabini	kastaɓini
sokondo	sokoⁿɗo
weka	weka
mchinjeni	mtʃiⁿɗʒeni
buldani	ɓulɗani
ulipowakabi	ulipowakaɓi
walikiuka	walikiuka
nirudishe	niɾuɗiʃe
uwanjani	uwaⁿɗʒani
stusha	stuʃa
zifuatavyo	zifuatavjo
alivyomwambi	alivjomwaᵐɓi
tamviri	taᵐviɾi
majambazi	maʄaᵐɓazi
antifona	antifona
vinategemea	vinateɠemea
ikajibu	ikaʄiɓu
ayami	ajami
yadokoka	jaɗokoka
jitu	ʄitu
ondo	oⁿɗo
tuanguke	tuaᵑguke
nilivyopata	nilivjopata
tawili	tawili
nitakachokuna	nitakatʃokuna
amaria	amaɾia
vigawanyo	viɠawaɲo
tegatega	teɠateɠa
amhurumiavy	amhuɾumiavj
machezo	matʃezo
kiua	kiua
mizengwe	mizeᵑgwe
wanazokutol	wanazokutol
mkamlete	mkamlete
ukora	ukoɾa
hufungiwa	hufuᵑgiwa
utakapong'a	utakapoŋa
huenda	hueⁿɗa
hadidi	haɗiɗi
limba	liᵐɓa
anayemdai	anajemɗai
mnayostahil	mnajostahil
hajatimiza	haʄatimiza
laza	laza
jihadhari	ʄihaɗhaɾi
ueneavyo	ueneavjo
mabadiliko	maɓaɗiliko
kujishughuli	kuʄiʃuɠhuli
makisi	makisi
kukilamba	kukilaᵐɓa
king'irimoto	kiŋiɾimoto
kilichosukwa	kilitʃosukwa
mbwambo	ᵐɓwaᵐɓo
banangisha	ɓanaᵑgiʃa
palipoandikw	palipoaⁿɗikw
hupigiliwa	hupiɠiliwa
utongozaji	utoᵑgozaʄi
nimeletewa	nimeletewa
nzao	ⁿzao
nikakuta	nikakuta
nyaka	ɲaka
misisitizo	misisitizo
hajafahamu	haʄafahamu
unaokaa	unaokaa
suduri	suɗuɾi
natoweka	natoweka
pazuri	pazuɾi
guruto	ɠuɾuto
waharabu	wahaɾaɓu
mifundo	mifuⁿɗo
pujufu	puʄufu
linapozinga	linapoziᵑga
gugumua	ɠuɠumua
kumjaribu	kumʄaɾiɓu
utaiwezesha	utaiwezeʃa
wakamwonyesh	wakamwoɲeʃ
akawatokea	akawatokea
kupindapind	kupiⁿɗapiⁿɗ
usituadhibu	usituaɗhiɓu
akaichovya	akaitʃovja
sizi	sizi
akiingia	akiiᵑgia
dhiki	ɗhiki
ukapasuliwa	ukapasuliwa
utaletwa	utaletwa
mmoja	mmoʄa
nyang'anya	ɲaŋaɲa
mkamba	mkaᵐɓa
wakupendao	wakupeⁿɗao
nyegeza	ɲeɠeza
bariyo	ɓaɾijo
anachomwona	anatʃomwona
matambazi	mataᵐɓazi
useme	useme
hungojea	huᵑgoʄea
vijuvi	viʄuvi
ajinabi	aʄinaɓi
kulieleza	kulieleza
walipomtamb	walipomtaᵐɓ
wakafahamu	wakafahamu
pepa	pepa
pema	pema
vikamilifu	vikamilifu
wakupuzi	wakupuzi
nikamtuma	nikamtuma
msurupwenye	msuɾupweɲe
ramsa	ɾamsa
tunayoihubi	tunajoihuɓi
hija	hiʄa
misufi	misufi
anayeondoka	anajeoⁿɗoka
hitimu	hitimu
yanapomiminika	janapomiminika
walivyofundi	walivjofuⁿɗi
maadilifu	maaɗilifu
abudika	aɓuɗika
ambikisha	aᵐɓikiʃa
balungi	ɓaluᵑgi
alipoandika	alipoaⁿɗika
nyuso	ɲuso
mnawanyonya	mnawaɲoɲa
akufanyie	akufaɲie
kuibia	kuiɓia
mielekeo	mielekeo
wakamsulibis	wakamsuliɓis
kijulikanacho	kiʄulikanatʃo
pigakofi	piɠakofi
wakianguka	wakiaᵑguka
nakidi	nakiɗi
nashangaa	naʃaᵑgaa
mchemraba	mtʃemɾaɓa
kuyatafakari	kujatafakaɾi
tunaanza	tunaaⁿza
ramramu	ɾamɾamu
kikabila	kikaɓila
kinachosababisha	kinatʃosaɓaɓiʃa
akaiangamiza	akaiaᵑgamiza
analoitwa	analoitwa
unaoshika	unaoʃika
wametushtush	wametuʃtuʃ
alionao	alionao
ubashashi	uɓaʃaʃi
keekee	keekee
ulipokea	ulipokea
akiona	akiona
hautupigi	hautupiɠi
faluda	faluɗa
iwaokoa	iwaokoa
wayapatie	wajapatie
mkandaa	mkaⁿɗaa
jahili	ʄahili
waliowatia	waliowatia
mkunzo	mkuⁿzo
mkunjuo	mkuⁿɗʒuo
huzingatia	huziᵑgatia
wametoroka	wametoɾoka
alioupeleka	alioupeleka
wabatizwe	waɓatizwe
usifike	usifike
ambisa	aᵐɓisa
huyu	huju
kufukizia	kufukizia
watamwamini	watamwamini
lililolazwa	lililolazwa
mataga	mataɠa
kunitolea	kunitolea
kisiwe	kisiwe
yakiangaliw	jakiaᵑgaliw
uundaji	uuⁿɗaʄi
akawapeleka	akawapeleka
yametulia	jametulia
ukayaache	ukajaatʃe
olimpiki	Olimpiki
haoni	haoni
udifu	uɗifu
alfia	alfia
lene	lene
vinavyoungana	vinavjouᵑgana
yalifunuliw	jalifunuliw
marigat	Maɾiɠat
kupambazuke	kupaᵐɓazuke
itahubiriwa	itahuɓiɾiwa
kujitenga	kuʄiteᵑga
nisilazimike	nisilazimike
fyatuko	fjatuko
wakashaurian	wakaʃauɾian
wasso	Wasso
linakusanyika	linakusaɲika
chimba	tʃiᵐɓa
mkumbi	mkuᵐɓi
kumtaja	kumtaʄa
ninayetaka	ninajetaka
amwadhibu	amwaɗhiɓu
athari	aθaɾi
chokozeka	tʃokozeka
uthubutu	uθuɓutu
bwagiza	ɓwaɠiza
umelazwa	umelazwa
bauliwa	ɓauliwa
mwashiri	mwaʃiɾi
dendea	ɗeⁿɗea
tepua	tepua
hakijatowek	hakiʄatowek
visusuli	visusuli
kuikidhi	kuikiɗhi
changanyika	tʃaᵑgaɲika
aliyetahiri	alijetahiɾi
halitakupata	halitakupata
kulambulika	kulaᵐɓulika
nasaba	nasaɓa
wamehatarish	wamehataɾiʃ
ufanye	ufaɲe
kisha	kiʃa
kukuamini	kukuamini
husukumwa	husukumwa
afendi	afeⁿɗi
matlai	matlai
amili	amili
hautaniona	hautaniona
abidi	aɓiɗi
kijego	kiʄeɠo
akamtenga	akamteᵑga
kitangatanga	kitaᵑgataᵑga
kukodisha	kukoɗiʃa
wasalamu	wasalamu
vioteo	vioteo
kuthibitish	kuθiɓitiʃ
mliusikia	mliusikia
birigiji	ɓiɾiɠiʄi
utuongezee	utuoᵑgezee
mjukuu	mʄukuu
nisilotaka	nisilotaka
asiyepingana	asijepiᵑgana
naye	naje
taiti	taiti
katmiri	katmiɾi
kumdai	kumɗai
balaam	Balaam
kamsimamia	kamsimamia
fedhehe	feɗhehe
kalamka	kalamka
hawajali	hawaʄali
vikwamizo	vikwamizo
kibuja	kiɓuʄa
tambue	taᵐɓue
uingiapo	uiᵑgiapo
mdundo	mɗuⁿɗo
thuluthi	θuluθi
kugonga	kuɠoᵑga
asiyetupinga	asijetupiᵑga
blasto	Blasto
waliojipanga	walioʄipaᵑga
samanga	Samaᵑga
amemhakikishi	amemhakikiʃi
waliandika	waliaⁿɗika
anamfufua	anamfufua
kukutu	kukutu
mmehuzunika	mmehuzunika
tatizi	tatizi
kukifanya	kukifaɲa
msuguano	msuɠuano
ngumu	ᵑgumu
buli	ɓuli
tukajipatie	tukaʄipatie
uliwafanya	uliwafaɲa
danda	ɗaⁿɗa
hahe	hahe
machame	Matʃame
mafiga	mafiɠa
maelezo	maelezo
unamfalia	unamfalia
kumtizama	kumtizama
sabilia	saɓilia
husemwa	husemwa
huwasha	huwaʃa
wakawaka	wakawaka
harambee	haɾaᵐɓee
vikaufu	vikaufu
mtanzi	mtaⁿzi
bene	ɓene
nje	ⁿɗʒe
babaako	ɓaɓaako
chanuo	tʃanuo
tunajua	tunaʄua
hatoi	hatoi
unaozunguka	unaozuᵑguka
uteketezaji	uteketezaʄi
hupendwa	hupeⁿɗwa
nazipenda	nazipeⁿɗa
wanangurumo	wanaᵑguɾumo
wanaonizing	wanaoniziᵑg
sikuyatoa	sikujatoa
jitangazia	ʄitaᵑgazia
kuadhimisha	kuaɗhimiʃa
kukunjamana	kukuⁿɗʒamana
wakiambiana	wakiaᵐɓiana
dokoza	ɗokoza
ilivyokacha	ilivjokatʃa
umechukia	umetʃukia
hawafurahi	hawafuɾahi
kusahihishana	kusahihiʃana
litukuke	litukuke
visombo	visoᵐɓo
mimbari	miᵐɓaɾi
halimo	halimo
ambwa	aᵐɓwa
kupaki	kupaki
kapigwa	kapiɠwa
hufungamana	hufuᵑgamana
kileo	kileo
ghera	ɠheɾa
rumbi	ɾuᵐɓi
anajitamkia	anaʄitamkia
aliyewaongoz	alijewaoᵑgoz
naini	Naini
gharikisha	ɠhaɾikiʃa
wanawasifu	wanawasifu
auladi	aulaɗi
akamwacha	akamwatʃa
ufuatao	ufuatao
liwata	liwata
kasiri	kasiɾi
zilipokaribi	zilipokaɾiɓi
wanipaka	wanipaka
kupangisha	kupaᵑgiʃa
kongomeo	koᵑgomeo
jukawaa	ʄukawaa
kuheshimika	kuheʃimika
barare	ɓaɾaɾe
ilitubidi	ilituɓiɗi
kinachojengewa	kinatʃoʄeᵑgewa
imekuponya	imekupoɲa
kukusikia	kukusikia
walipomfikia	walipomfikia
kuuzwa	kuuzwa
mnili	mnili
nakwenda	nakweⁿɗa
kisichotota	kisitʃotota
timua	timua
boya	ɓoja
angefuata	aᵑgefuata
kitubio	kituɓio
aliyeachwa	alijeatʃwa
bulibuli	ɓuliɓuli
muradi	muɾaɗi
jihini	ʄihini
yanayofanywa	janajofaɲwa
wanaozitii	wanaozitii
walaanizi	walaanizi
lalia	lalia
kanusha	kanuʃa
adhimu	aɗhimu
nimejeruhiw	nimeʄeɾuhiw
bundi	ɓuⁿɗi
hema	hema
katuni	katuni
ulivyolikoma	ulivjolikoma
mpimo	mpimo
ugaga	uɠaɠa
tapakazika	tapakazika
linavyokunj	linavjokuⁿɗʒ
shavuni	ʃavuni
septemba	Septeᵐɓa
akamhakikishi	akamhakikiʃi
kulemaza	kulemaza
umeniletea	umeniletea
alimtia	alimtia
uyabisi	ujaɓisi
atakapopiga	atakapopiɠa
nilichoandi	nilitʃoaⁿɗi
sunza	suⁿza
kilosaiko	kilosaiko
mfujaji	mfuʄaʄi
nimewapeleke	nimewapeleke
huandikwa	huaⁿɗikwa
babuliwa	ɓaɓuliwa
ashifu	aʃifu
sekeneka	sekeneka
ikaweza	ikaweza
hayeshi	hajeʃi
sijakwenda	siʄakweⁿɗa
wanijua	waniʄua
tuzua	tuzua
utondoti	utoⁿɗoti
bangua	ɓaᵑgua
papuri	papuɾi
nipandikizw	nipaⁿɗikizw
waliotenda	walioteⁿɗa
lililopasuliwa	lililopasuliwa
pangilia	paᵑgilia
zitumikazo	zitumikazo
laaniwa	laaniwa
isikie	isikie
machamkano	matʃamkano
litanikaa	litanikaa
akihema	akihema
atakayekula	atakajekula
kilipoingia	kilipoiᵑgia
chokaa	tʃokaa
punyu	puɲu
wamemwokoa	wamemwokoa
msukani	msukani
kwenyewe	kweɲewe
kulizima	kulizima
kufuliwa	kufuliwa
akabashiri	akaɓaʃiɾi
yasiyobadil	jasijoɓaɗil
jitoma	ʄitoma
zikimwishia	zikimwiʃia
usiozaa	usiozaa
kuepea	kuepea
makwa	makwa
schemu	stʃemu
vyovyote	vjovjote
vipo	vipo
kisichofaha	kisitʃofaha
pagua	paɠua
kukandika	kukaⁿɗika
kuburuga	kuɓuɾuɠa
hawavuni	hawavuni
kinachotoka	kinatʃotoka
yalitangulia	jalitaᵑgulia
bibo	ɓiɓo
yalitukia	jalitukia
astaghafiru	astaɠhafiɾu
anachofanya	anatʃofaɲa
mwenzie	mweⁿzie
kuinyunyuzi	kuiɲuɲuzi
bakshishi	ɓakʃiʃi
nguri	ᵑguɾi
walipata	walipata
hujaliwa	huʄaliwa
ukawachukia	ukawatʃukia
utwana	utwana
adua	aɗua
mkapeleleze	mkapeleleze
asiyetuacha	asijetuatʃa
ikawawakia	ikawawakia
fyoza	fjoza
nilivyolites	nilivjolites
chokeka	tʃokeka
akawapitisha	akawapitiʃa
muambatano	muaᵐɓatano
ukalime	ukalime
kimakini	kimakini
mliyo	mlijo
wamewatuma	wamewatuma
ukae	ukae
akaruka	akaɾuka
kuufadhili	kuufaɗhili
anayeliwa	anajeliwa
akanena	akanena
twamshukuru	twamʃukuɾu
kibiri	kiɓiɾi
itakuponza	itakupoⁿza
wakatoa	wakatoa
pethori	Peθoɾi
tuliyowafun	tulijowafun
unaohusika	unaohusika
ilimba	iliᵐɓa
wauguzi	wauɠuzi
jilazimishe	ʄilazimiʃe
nayasahau	najasahau
aliringa	aliɾiᵑga
paitwapo	paitwapo
uwapaye	uwapaje
mngeliifahamu	mᵑgeliifahamu
mienendo	mieneⁿɗo
pokonya	pokoɲa
mashiku	maʃiku
ilimruka	ilimɾuka
jambeni	ʄaᵐɓeni
kidondoo	kiɗoⁿɗoo
alipepea	alipepea
kuche	kutʃe
kisimi	kisimi
shauriana	ʃauɾiana
huuangazia	huuaᵑgazia
farakana	faɾakana
mari	Maɾi
hurudiwarud	huɾuɗiwaɾuɗ
walibadili	waliɓaɗili
zinazoswaliw	zinazoswaliw
asiyelituku	asijelituku
yananishuhud	jananiʃuhuɗ
machoni	matʃoni
endeleeni	eⁿɗeleeni
mstari	mstaɾi
nathubutu	naθuɓutu
kuipanda	kuipaⁿɗa
zikaendelea	zikaeⁿɗelea
uyaokoe	ujaokoe
mwangele	mwaᵑgele
pute	pute
zikiishia	zikiiʃia
viteku	viteku
kutekea	kutekea
subiani	suɓiani
mmeto	mmeto
gredi	ɠɾeɗi
vijimeza	viʄimeza
waliofanana	waliofanana
zinanilemea	zinanilemea
ushupavu	uʃupavu
tumainia	tumainia
kambaa	kaᵐɓaa
washenzi	waʃeⁿzi
waangalieni	waaᵑgalieni
ulilofanyiwa	ulilofaɲiwa
kumuadi	kumuaɗi
kanza	kaⁿza
kutakavyokuw	kutakavjokuw
uwaone	uwaone
hautaleta	hautaleta
tobi	toɓi
vibiringo	viɓiɾiᵑgo
linalosemekana	linalosemekana
migongo	miɠoᵑgo
akaukomesha	akaukomeʃa
kuwatawanya	kuwatawaɲa
kukamulia	kukamulia
unamwamini	unamwamini
akawasikia	akawasikia
yatakusifu	jatakusifu
hunijalia	huniʄalia
kifano	kifano
aliyeimba	alijeiᵐɓa
ikakimbia	ikakiᵐɓia
kisahani	kisahani
ameapa	ameapa
kumpuuza	kumpuuza
zisifutwe	zisifutwe
isiyotulia	isijotulia
walilalamika	walilalamika
inatuonyesh	inatuoɲeʃ
kuwajeruhi	kuwaʄeɾuhi
upenyo	upeɲo
mliyotenda	mlijoteⁿɗa
ninamshukur	ninamʃukuɾ
ukuhani	ukuhani
fululiza	fululiza
killegesambw	killeɠesaᵐɓw
lazimisha	lazimiʃa
mizozo	mizozo
siliyotenda	silijoteⁿɗa
taradadi	taɾaɗaɗi
wasifurahie	wasifuɾahie
mteua	mteua
ikaenda	ikaeⁿɗa
anapopigiwa	anapopiɠiwa
ataadhibiwa	ataaɗhiɓiwa
alijisingizi	aliʄisiᵑgizi
biskuti	ɓiskuti
hukuzini	hukuzini
wanaotawali	wanaotawali
mfukoni	mfukoni
mchuna	mtʃuna
sumbilia	suᵐɓilia
vunde	vuⁿɗe
chepkorio	Chepkoɾio
yaking'aa	jakiŋaa
tana	Tana
dhalilisha	ɗhaliliʃa
watakapotam	watakapotam
mauko	mauko
feruweli	feɾuweli
mwasherati	mwaʃeɾati
msiingie	msiiᵑgie
panapodhara	panapoɗhaɾa
wanaomtii	wanaomtii
kupostia	kupostia
lisitokee	lisitokee
anayewafany	anajewafaɲ
pasipo	pasipo
tindikiwa	tiⁿɗikiwa
lino	Lino
utimbi	utiᵐɓi
shemsi	ʃemsi
tuliyoyasik	tulijojasik
kunyesha	kuɲeʃa
kufukuzwa	kufukuzwa
alimwangalia	alimwaᵑgalia
hagadera	Haɠaɗeɾa
nitakamilish	nitakamiliʃ
mnayoiungam	mnajoiuᵑgam
unyonge	uɲoᵑge
shutumu	ʃutumu
japani	Japani
uambieni	uaᵐɓieni
ajilia	aʄilia
angao	aᵑgao
vinahamanika	vinahamanika
kivivu	kivivu
hupondwa	hupoⁿɗwa
tumelala	tumelala
kilichokatw	kilitʃokatw
gongonola	ɠoᵑgonola
aliyesuka	alijesuka
jugwe	ʄuɠwe
anaposwalis	anaposwalis
karihi	kaɾihi
muufuate	muufuate
mbobo	ᵐɓoɓo
msirimbi	msiɾiᵐɓi
mgaragazo	mɠaɾaɠazo
isiyoruhusu	isijoɾuhusu
mdunzi	mɗuⁿzi
kadimisho	kaɗimiʃo
akazitoa	akazitoa
kukazia	kukazia
akadhihiris	akaɗhihiɾis
unayesema	unajesema
nimepata	nimepata
bainikia	ɓainikia
wazipokee	wazipokee
wanachangia	wanatʃaᵑgia
ngadu	ᵑgaɗu
nikisha	nikiʃa
inayozuia	inajozuia
oza	oza
amewaita	amewaita
boda	ɓoɗa
huni	huni
ulioshikana	ulioʃikana
chege	tʃeɠe
shuguli	ʃuɠuli
msikilizeni	msikilizeni
nitiwe	nitiwe
