guztientzako	ɡus̻tˈient͡s̻akˌo
abiapuntu	aβˈiapuntˌu
gaizkiaren	ɡa͡ɪs̻kˈiaɾˌen
hilezkortasuna	iʎˈes̻koɾtas̺unˌa
zatirik	s̻atˈiɾˌik
maisulana	ma͡ɪs̺ˈulanˌa
lagun	laɣˈun
objektu	obɟˈektˌu
Diane	diˈanˌe
National	natˈionˌal
Barrutiak	barˈutiˌak
erregistroa	erˈeɣis̺tɾoˌa
zuena	s̻uˈenˌa
Western	uˈes̺tˌeɾn
iritsitako	iɾˈit͡s̺itakˌo
toxiko	toʃˈikˌo
jarria	ɟarˈiˌa
leloa	lelˈoˌa
lexikoa	leʃˈikoˌa
Ibon	iβˈon
zuzenketak	s̻us̻ˈenketˌak
esportatzeko	es̺pˈoɾtat͡s̻ekˌo
Globo	ɡlˈoβo
esperimentazio	es̺pˈeɾimentas̻iˌo
ahalko	aˈalkˌo
eurokoa	e͡ʊɾˈokoˌa
Beta	bˈeta
Estatuen	es̺tˈatuˌen
hizkuntzen	is̻kˈunt͡s̻ˌen
Boliviako	bolˈiβiakˌo
lurzoruan	luɾs̻ˈoɾuˌan
konparazio	konpˈaɾas̻iˌo
harrapari	arˈapaɾˌi
Bizkai	bˈis̻ka͡ɪ
Dokumentu	dokˈumentˌu
ezkontzeko	es̻kˈont͡s̻ekˌo
lo	lˈo
pribaturik	pɾiβˈatuɾˌik
publikora	puβlˈikoɾˌa
ezabatuko	es̻ˈaβatukˌo
Markinako	maɾkˈiɲakˌo
Negozio	neɣˈos̻iˌo
Antton	ancˈon
erradikalak	erˈaðikalˌak
laboreak	laβˈoɾeˌak
PPko	pˈepkˈo
formakuntza	foɾmˈakunt͡s̻ˌa
genero	ɡenˈeɾˌo
años	aɲˈos̺
biraka	biɾˈakˌa
ontzietan	ont͡s̻ˈietˌan
zeltak	s̻eltˈak
lente	lˈente
Cinema	θiɲˈemˌa
Ikerlari	ikˈeɾlaɾˌi
etiketa	etˈiketˌa
zatiketaren	s̻atˈiketaɾˌen
harremanen	arˈemanˌen
perfektuak	peɾfˈektuˌak
Pakistango	pakˈis̺tanɡˌo
boikota	bo͡ɪkˈotˌa
etengabeko	etˈenɡaβekˌo
zaporea	s̻apˈoɾeˌa
prezioa	pɾes̻ˈioˌa
juridikoak	ɟuɾˈiðikoˌak
injekzio	inɟˈeks̻iˌo
zerbitzurik	s̻eɾβˈit͡s̻uɾˌik
merkaturatu	meɾkˈatuɾatˌu
hasierak	as̺ˈieɾˌak
Parkeko	paɾkˈekˌo
naturalki	natˈuɾalkˌi
lekualdatzea	lekˈualðat͡s̻eˌa
kometaren	komˈetaɾˌen
Albiste	alβˈis̺tˌe
erreminta	erˈemintˌa
Stalinek	s̺talˈiɲˌek
egunetan	eɣˈunetˌan
mutilen	mutˈiʎˌen
diharduen	diˈaɾðuˌen
txikiari	t͡ʃikˈiaɾˌi
erruduntzat	erˈuðunt͡s̻ˌat
Dido	dˈiðo
pendulua	pendˈuluˌa
esploratzaile	es̺plˈoɾat͡s̻a͡ɪʎˌe
aintzakotzat	a͡ɪnt͡s̻ˈakot͡s̻ˌat
zuzendaritzaren	s̻us̻ˈendaɾit͡s̻aɾˌen
naturaletan	natˈuɾaletˌan
apustuak	apˈus̺tuˌak
hatzen	at͡s̻ˈen
Ondoren	ondˈoɾˌen
Himilkonen	imˈilkonˌen
ontziteria	ont͡s̻ˈiteɾiˌa
AEK	aˌek
bizkarroi	bis̻kˈarˌo͡ɪ
Txosten	t͡ʃos̺tˈen
agertzeko	aɣˈeɾt͡s̻ekˌo
perturbazio	peɾtˈuɾβas̻iˌo
Petri	pˈetɾi
erregealdiaren	erˈeɣealðiaɾˌen
hutsune	ut͡s̺ˈunˌe
obretako	oβɾˈetakˌo
estalki	es̺tˈalkˌi
kontrolatzeko	kontɾˈolat͡s̻ekˌo
sendo	s̺ˈendo
Bata	bˈata
kakaoaren	kakˈaoaɾˌen
mailarako	ma͡ɪʎˈaɾakˌo
Lorenzo	loɾˈens̻ˌo
kontsideratzen	kont͡s̺ˈiðeɾat͡s̻ˌen
bost	bˈos̺t
tituluen	titˈuluˌen
izaten	is̻ˈatˌen
udaletxe	uðˈalet͡ʃˌe
gorakada	ɡoɾˈakaðˌa
aulkiak	a͡ʊlkˈiˌak
sendoagoa	s̺endˈoaɣoˌa
Dionisiok	diˈonis̺iˌok
top	tˈop
elektroiak	elˈektɾo͡ɪˌak
arrantzaleek	arˈant͡s̻aleˌek
Ramirez	ramˈiɾˌes̻
frantsesen	fɾant͡s̺ˈes̺ˌen
bailiran	ba͡ɪʎˈiɾˌan
defenditzen	defˈendit͡s̻ˌen
Demokraziaren	demˈokɾas̻iaɾˌen
Batuetatik	batˈuetatˌik
izenburuarekin	is̻ˈenbuɾuaɾekˌin
garuneko	ɡaɾˈunekˌo
osokoak	os̺ˈokoˌak
Patagoniako	patˈaɣoniakˌo
liberalismoa	liβˈeɾalis̺moˌa
inguruk	inɡˈuɾˌuk
dutela	dutˈelˌa
turismoari	tuɾˈis̺moaɾˌi
disonantzia	dis̺ˈonant͡s̻iˌa
ertzean	eɾt͡s̻ˈeˌan
kirurgia	kiɾˈuɾɣiˌa
partziala	paɾt͡s̻ˈialˌa
Ihes	iˈes̺
irmoa	iɾmˈoˌa
eraikitako	eɾˈa͡ɪkitakˌo
exentu	eʃˈentˌu
Jose	xˈos̺e
osagaiekin	os̺ˈaɣa͡ɪekˌin
daitezkeela	da͡ɪtˈes̻keelˌa
ezabatzen	es̻ˈaβat͡s̻ˌen
Torre	tˈore
argitu	aɾɣˈitˌu
txapelketa	t͡ʃapˈelketˌa
Buruko	buɾˈukˌo
zaldiak	s̻alðˈiˌak
plakan	plakˈan
sekretupean	s̺ekɾˈetupeˌan
litezke	litˈes̻kˌe
is	ˈis̺
enpresako	enpɾˈes̺akˌo
kanpamendu	kanpˈamendˌu
izoztuta	is̻ˈos̻tutˌa
igartzen	iɣˈaɾt͡s̻ˌen
dugunean	duɣˈuneˌan
inposatzen	inpˈos̺at͡s̻ˌen
ke	kˈe
Habanako	aβˈanakˌo
Leopoldo	leˈopolðˌo
itzelezko	it͡s̻ˈeles̻kˌo
paralelo	paɾˈalelˌo
hoberenetakoa	oβˈeɾenetakoˌa
kartzela	kaɾt͡s̻ˈelˌa
direnek	diɾˈenˌek
konpartitzen	konpˈaɾtit͡s̻ˌen
galdetu	ɡalðˈetˌu
bilatu	biʎˈatˌu
Phillip	piʎˈip
Viktoria	biktˈoɾiˌa
erakargarriak	eɾˈakaɾɣariˌak
metrika	metɾˈikˌa
Fuji	fˈuji
Fakultate	fakˈultatˌe
umeei	umˈeˌe͡ɪ
Olentzero	olˈent͡s̻eɾˌo
horretaz	orˈetˌas̻
kaba	kˈaβa
errebote	erˈeβotˌe
Munich	munˈit͡ʃ
txikienek	t͡ʃikˈienˌek
kargatuta	kaɾɣˈatutˌa
funtzionarioen	funt͡s̻ˈionaɾioˌen
Poloniar	polˈoniˌaɾ
amaitzeko	amˈa͡ɪt͡s̻ekˌo
Justice	ɟus̺tˈiθˌe
ibilia	iβˈiʎiˌa
Delgado	delɣˈaðˌo
Berlinen	beɾlˈiɲˌen
tresnekin	tɾes̺nˈekˌin
dizkigute	dis̻kˈiɣutˌe
parametroak	paɾˈametɾoˌak
delinkuentzia	delˈinkuent͡s̻iˌa
bisontea	bis̺ˈonteˌa
landareen	landˈaɾeˌen
Conrad	konɾˈad
askorik	as̺kˈoɾˌik
hedabide	eðˈaβiðˌe
nazioen	nas̻ˈioˌen
zerbitzuetan	s̻eɾβˈit͡s̻uetˌan
eraikuntzetan	eɾˈa͡ɪkunt͡s̻etˌan
alfabetoa	alfˈaβetoˌa
sagarra	s̺aɣˈarˌa
Elisabet	elˈis̺aβˌet
aurretiazko	a͡ʊrˈetias̻kˌo
Ozeanoaren	os̻ˈeanoaɾˌen
handiaz	andˈiˌas̻
nabigagarria	naβˈiɣaɣariˌa
epaileak	epˈa͡ɪʎeˌak
Blair	blˈa͡ɪɾ
RNAren	ˌereˈeneaɾˌen
manifestuak	manˈifes̺tuˌak
Harria	arˈiˌa
Lockheed	lokkˈeˌed
Kiss	kˈis̺s̺
batzuk	bat͡s̻ˈuk
baturako	batˈuɾakˌo
herbeheretar	eɾβˈeeɾetˌaɾ
onerako	onˈeɾakˌo
multzoak	mult͡s̻ˈoˌak
parkeko	paɾkˈekˌo
Bordelen	boɾðˈelˌen
ou	ˈou
deituz	de͡ɪtˈus̻
Berde	bˈeɾðe
Buda	bˈuða
aldizkariaren	alðˈis̻kaɾiaɾˌen
bahitzen	baˈit͡s̻ˌen
hazkundearen	as̻kˈundeaɾˌen
funtzionalki	funt͡s̻ˈionalkˌi
tsarraren	t͡s̺arˈaɾˌen
orientazioa	oɾˈientas̻ioˌa
kulturaz	kultˈuɾˌas̻
baitzuten	ba͡ɪt͡s̻ˈutˌen
meditazio	meðˈitas̻iˌo
erabat	eɾˈaβˌat
harremanik	arˈemanˌik
iraultzaren	iɾˈa͡ʊlt͡s̻aɾˌen
hango	ˈanɡo
genezake	ɡenˈes̻akˌe
zuzendariaren	s̻us̻ˈendaɾiaɾˌen
biztanleen	bis̻tˈanleˌen
magaletan	maɣˈaletˌan
aginduko	aɣˈindukˌo
pilotaria	piʎˈotaɾiˌa
aroan	aɾˈoˌan
gomendio	ɡomˈendiˌo
m²	ˈemeβˈi
erosketa	eɾˈos̺ketˌa
Santa	s̺ˈanta
aberatsa	aβˈeɾat͡s̺ˌa
sasoiaren	s̺as̺ˈo͡ɪaɾˌen
pour	poˈuɾ
Antartikan	antˈaɾtikˌan
bulegoetan	bulˈeɣoetˌan
jeneralen	ɟenˈeɾalˌen
subjektua	s̺ubɟˈektuˌa
Basa	bˈas̺a
sozialean	s̺os̻ˈialeˌan
grafikoan	ɡɾafˈikoˌan
nahiko	naˈikˌo
Federalaren	feðˈeɾalaɾˌen
Vienara	biˈenaɾˌa
kablea	kaβlˈeˌa
udaren	uðˈaɾˌen
konposatzen	konpˈos̺at͡s̻ˌen
fabrikan	faβɾˈikˌan
helburuarekin	elβˈuɾuaɾekˌin
Niko	nˈiko
bakarrarekin	bakˈaraɾekˌin
Bakarra	bakˈarˌa
jatetxea	ɟatˈet͡ʃeˌa
erabateko	eɾˈaβatekˌo
karikatura	kaɾˈikatuɾˌa
Polizia	polˈis̻iˌa
sakontzen	s̺akˈont͡s̻ˌen
marxismoa	maɾʃˈis̺moˌa
Gaitasun	ɡa͡ɪtˈas̺ˌun
zainak	s̻a͡ɪɲˈak
Ragusa	raɣˈus̺ˌa
altzairugintza	alt͡s̻ˈa͡ɪɾuɣint͡s̻ˌa
Japonia	ɟapˈoniˌa
idazkia	iðˈas̻kiˌa
bitamina	bitˈamiɲˌa
taldearena	talðˈeaɾenˌa
laiko	lˈa͡ɪko
batekoak	batˈekoˌak
pobrea	poβɾˈeˌa
isolatutako	is̺ˈolatutakˌo
ekonomi	ekˈonomˌi
kapitalistaren	kapˈitalis̺taɾˌen
Ospitale	os̺pˈitalˌe
bisitariei	bis̺ˈitaɾiˌe͡ɪ
informatiko	infˈoɾmatikˌo
generoa	ɡenˈeɾoˌa
zientifikoaren	s̻iˈentifikoaɾˌen
nano	nˈano
idazten	iðˈas̻tˌen
etsita	et͡s̺ˈitˌa
sustraiak	s̺us̺tɾˈa͡ɪˌak
Hirietan	iɾˈietˌan
behi	bˈe͡ɪ
inperialeko	inpˈeɾialekˌo
santutegiaren	s̺antˈuteɣiaɾˌen
turismoan	tuɾˈis̺moˌan
anitzak	anˈit͡s̻ˌak
errematatzen	erˈematat͡s̻ˌen
jasanezina	ɟas̺ˈanes̻iɲˌa
Frances	fɾanθˈes̺
ibaiek	iβˈa͡ɪˌek
dagokien	daɣˈokiˌen
Udaberria	uðˈaβeriˌa
margotzeko	maɾɣˈot͡s̻ekˌo
komiki	komˈikˌi
Eraztun	eɾˈas̻tˌun
Gregory	ɡɾeɣˈoɾjj
txikiko	t͡ʃikˈikˌo
geruzaz	ɡeɾˈus̻ˌas̻
bakea	bakˈeˌa
eguzki	eɣˈus̻kˌi
Antzinaroko	ant͡s̻ˈiɲaɾokˌo
ziotena	s̻iˈotenˌa
istripuaren	is̺tɾˈipuaɾˌen
Bidaiarientzako	biðˈa͡ɪaɾient͡s̻akˌo
Mendean	mendˈeˌan
epaituak	epˈa͡ɪtuˌak
bukatuz	bukˈatˌus̻
telegrama	telˈeɣɾamˌa
Ezagunak	es̻ˈaɣunˌak
Athleticek	atlˈetikˌek
batzuengatik	bat͡s̻ˈuenɡatˌik
Dudarik	duðˈaɾˌik
faseetan	fas̺ˈeetˌan
mahaiak	maˈa͡ɪˌak
Hans	ˈans̺
Escobar	es̺kˈoβˌaɾ
zaiolako	s̻a͡ɪˈolakˌo
sakabanatu	s̺akˈaβanatˌu
hizkuntzara	is̻kˈunt͡s̻aɾˌa
haiek	ˈa͡ɪek
DS	dˌeˈes̺e
oszilatzen	os̺s̻ˈiʎat͡s̻ˌen
Udaletxeak	uðˈalet͡ʃeˌak
Orotara	oɾˈotaɾˌa
Ordenako	oɾðˈenakˌo
espezierik	es̺pˈes̻ieɾˌik
iturriaren	itˈuriaɾˌen
gatzak	ɡat͡s̻ˈak
pixkat	piʃkˈat
presidenteordea	pɾes̺ˈiðenteoɾðeˌa
tramak	tɾamˈak
konposatuaren	konpˈos̺atuaɾˌen
artikulazio	aɾtˈikulas̻iˌo
datu	dˈatu
denboraldiak	denbˈoɾalðiˌak
suediarrek	s̺uˈeðiarˌek
zauriturik	s̻a͡ʊɾˈituɾˌik
buruzagiaren	buɾˈus̻aɣiaɾˌen
End	ˈend
bestelako	bes̺tˈelakˌo
Marko	mˈaɾko
baliatzeko	balˈiat͡s̻ekˌo
fedea	feðˈeˌa
Taldeko	talðˈekˌo
estimatua	es̺tˈimatuˌa
kontzepzio	kont͡s̻ˈeps̻iˌo
Zenbakidun	s̻enbˈakiðˌun
militarraren	miʎˈitaraɾˌen
dioten	diˈoten
antolatzeko	antˈolat͡s̻ekˌo
Gurasoak	ɡuɾˈas̺oˌak
madarikatu	maðˈaɾikatˌu
Justino	ɟus̺tˈiɲˌo
Fidel	fiðˈel
zoragarria	s̻oɾˈaɣariˌa
entretenimendu	entɾˈetenimendˌu
bertsioetan	beɾt͡s̺ˈioetˌan
aurretiko	a͡ʊrˈetikˌo
Aste	ˈas̺te
berehalakoan	beɾˈealakoˌan
kostan	kos̺tˈan
herrikoiaren	erˈiko͡ɪaɾˌen
Orokorreko	oɾˈokorekˌo
Presidente	pɾes̺ˈiðentˌe
exekutiboa	eʃˈekutiβoˌa
tituluak	titˈuluˌak
mordoa	moɾðˈoˌa
Armadako	aɾmˈaðakˌo
babesak	baβˈes̺ˌak
larruazala	larˈuas̻alˌa
satiriko	s̺atˈiɾikˌo
Nafarroaren	nafˈaroaɾˌen
mozkina	mos̻kˈiɲˌa
aldatuz	alðˈatˌus̻
uharte	uˈaɾtˌe
idazlea	iðˈas̻leˌa
urik	uɾˈik
formaren	foɾmˈaɾˌen
kopuruarekin	kopˈuɾuaɾekˌin
Gabonetako	ɡaβˈonetakˌo
geltokiaren	ɡeltˈokiaɾˌen
Horietaz	ˈoɾiˌetas̻
hidrogeno	iðɾˈoɣenˌo
Eta	ˈeta
Mendizabal	mendˈis̻aβˌal
bisitari	bis̺ˈitaɾˌi
barneratzea	baɾnˈeɾat͡s̻eˌa
lagundu	laɣˈundˌu
metodoan	metˈoðoˌan
Victor	biktˈoɾ
ahalbidetuko	aˈalβiðetukˌo
Filipinetako	fiʎˈipiɲetakˌo
katalanak	katˈalanˌak
borroken	borˈokˌen
handienetan	andˈienetˌan
Ahots	aˈot͡s̺
sakabanatzea	s̺akˈaβanat͡s̻eˌa
Larunbat	laɾˈunbˌat
fakultate	fakˈultatˌe
gelaxka	ɡelˈaʃkˌa
manipulatzen	manˈipulat͡s̻ˌen
Saint	s̺ˈa͡ɪnt
itxaropenez	it͡ʃˈaɾopenˌes̻
geruzak	ɡeɾˈus̻ˌak
guztientzat	ɡus̻tˈient͡s̻ˌat
barneko	baɾnˈekˌo
Telesaila	telˈes̺a͡ɪʎˌa
solasaldi	s̺olˈas̺alðˌi
Danimarka	danˈimaɾkˌa
deiturikoak	de͡ɪtˈuɾikoˌak
erosotasun	eɾˈos̺otas̺ˌun
aplikatzea	aplˈikat͡s̻eˌa
taulen	ta͡ʊlˈen
Ibilbideak	iβˈilβiðeˌak
bien	biˈen
profesionalek	pɾofˈes̺ionalˌek
tenperatura	tenpˈeɾatuɾˌa
aske	ˈas̺ke
faltsua	falt͡s̺ˈuˌa
harrian	arˈiˌan
batez	batˈes̻
gogorreko	ɡoɣˈorekˌo
heltzean	elt͡s̻ˈeˌan
multiplo	multˈiplˌo
nahasketa	naˈas̺ketˌa
pribilegio	pɾiβˈiʎeɣiˌo
Hart	ˈaɾt
argitaratuta	aɾɣˈitaɾatutˌa
beranduago	beɾˈanduaɣˌo
gehiengoaren	ɡe͡ɪˈenɡoaɾˌen
Ospe	ˈos̺pe
baitzien	ba͡ɪt͡s̻ˈiˌen
teknikarik	teknˈikaɾˌik
klabe	klˈaβe
antzerki	ant͡s̻ˈeɾkˌi
mugei	mˈuɣe͡ɪ
mekanikoki	mekˈanikokˌi
atikoa	atˈikoˌa
konbinatua	konbˈiɲatuˌa
berarengan	beɾˈaɾenɡˌan
Nolabait	nolˈaβˌa͡ɪt
konfirmatu	konfˈiɾmatˌu
ituna	itˈunˌa
Partaide	paɾtˈa͡ɪðˌe
Katolikoaren	katˈolikoaɾˌen
zenbatespenak	s̻enbˈates̺penˌak
le	lˈe
jausten	ɟa͡ʊs̺tˈen
Mozambikeko	mos̻ˈambikekˌo
Maketa	makˈetˌa
babesleek	baβˈes̺leˌek
eszenak	es̺s̻ˈenˌak
notak	notˈak
erreinuaren	erˈe͡ɪɲuaɾˌen
mugituko	muɣˈitukˌo
ezein	es̻ˈe͡ɪn
batzuetan	bat͡s̻ˈuetˌan
arau	ˈaɾa͡ʊ
erabiliak	eɾˈaβiʎiˌak
txirrindularitza	t͡ʃirˈindulaɾit͡s̻ˌa
asmatua	as̺mˈatuˌa
mitiko	mitˈikˌo
portugaldar	poɾtˈuɣalðˌaɾ
HOLLAND	oʎˈand
Planak	planˈak
lesio	les̺ˈiˌo
zehatza	s̻eˈat͡s̻ˌa
dantzarako	dant͡s̻ˈaɾakˌo
Your	jjoˈuɾ
Txinako	t͡ʃiɲˈakˌo
Uruguaiko	uɾˈuɣua͡ɪkˌo
Zirkuitu	s̻iɾkˈuitˌu
Música	mˈus̺ikˌa
atmosferara	atmˈos̺feɾaɾˌa
larruzko	larˈus̻kˌo
emakumeak	emˈakumeˌak
Filma	fˈilma
Zalduna	s̻alðˈunˌa
desberdintasunak	des̺βˈeɾðintas̺unˌak
buelta	buˈeltˌa
inaugurazio	iɲˈa͡ʊɣuɾas̻iˌo
dinastiako	diɲˈas̺tiakˌo
Catania	katˈaniˌa
Harremanak	arˈemanˌak
eleberriak	elˈeβeriˌak
kopururik	kopˈuɾuɾˌik
arkitektuak	aɾkˈitektuˌak
igogailua	iɣˈoɣa͡ɪʎuˌa
inguruneak	inɡˈuɾuneˌak
ekarpenik	ekˈaɾpenˌik
La	lˈa
se	s̺ˈe
doktoratu	doktˈoɾatˌu
deiak	de͡ɪˈak
komeni	komˈenˌi
gogoetan	ɡoɣˈoetˌan
Zientziaren	s̻iˈent͡s̻iaɾˌen
ikaslek	ikˈas̺lˌek
bankuak	bankˈuˌak
aurrealdeko	a͡ʊrˈealðekˌo
larritu	larˈitˌu
kargura	kaɾɣˈuɾˌa
Estatubatuar	es̺tˈatuβatuˌaɾ
erremediorik	erˈemeðioɾˌik
Baltasar	baltˈas̺ˌaɾ
Fagor	faɣˈoɾ
Jauregiak	ɟa͡ʊɾˈeɣiˌak
Komitea	komˈiteˌa
frantses	fɾant͡s̺ˈes̺
estudiora	es̺tˈuðioɾˌa
Nepalgo	nepˈalɣˌo
bailara	ba͡ɪʎˈaɾˌa
irisgarritasuna	iɾˈis̺ɣaritas̺unˌa
Gordon	ɡoɾðˈon
sultana	s̺ultˈanˌa
mugatuak	muɣˈatuˌak
lapurretan	lapˈuretˌan
aurreratuak	a͡ʊrˈeɾatuˌak
doktorea	doktˈoɾeˌa
muskuluak	mus̺kˈuluˌak
finkatu	finkˈatˌu
Brasilgo	bɾas̺ˈilɣˌo
ekiditzeko	ekˈiðit͡s̻ekˌo
distiratsu	dis̺tˈiɾat͡s̺ˌu
arinen	aɾˈiɲˌen
Yolanda	jjolˈandˌa
bidegurutze	biðˈeɣuɾut͡s̻ˌe
kodetzen	koðˈet͡s̻ˌen
Homer	omˈeɾ
eutsiko	e͡ʊt͡s̺ˈikˌo
sarraskiaren	s̺arˈas̺kiaɾˌen
uhartediko	uˈaɾteðikˌo
hondarrak	ondˈarˌak
Dimentsio	dimˈent͡s̺iˌo
ageriko	aɣˈeɾikˌo
errai	ˈera͡ɪ
Hurbileko	uɾβˈiʎekˌo
Egiptora	eɣˈiptoɾˌa
metodoetan	metˈoðoetˌan
oroigarria	oɾˈo͡ɪɣariˌa
erabiltzailearen	eɾˈaβilt͡s̻a͡ɪʎeaɾˌen
Gaizka	ɡˈa͡ɪs̻ka
garatuz	ɡaɾˈatˌus̻
filosofiari	fiʎˈos̺ofiaɾˌi
nazioarte	nas̻ˈioaɾtˌe
baserritar	bas̺ˈeritˌaɾ
leial	le͡ɪˈal
inklusio	inklˈus̺iˌo
zamak	s̻amˈak
anderea	andˈeɾeˌa
gaitezen	ɡa͡ɪtˈes̻ˌen
Bulegoa	bulˈeɣoˌa
edizioaren	eðˈis̻ioaɾˌen
terminoaren	teɾmˈiɲoaɾˌen
Circus	θiɾkˈus̺
Hauez	ˈa͡ʊes̻
joka	ɟˈoka
Txikiak	t͡ʃikˈiˌak
Erdialdeko	eɾðˈialðekˌo
Andersonek	andˈeɾs̺onˌek
eraberritu	eɾˈaβeritˌu
komertzialen	komˈeɾt͡s̻ialˌen
mekanismoak	mekˈanis̺moˌak
Proteina	pɾotˈe͡ɪɲˌa
eremuak	eɾˈemuˌak
eskifaia	es̺kˈifa͡ɪˌa
zentimetro	s̻entˈimetɾˌo
etapatan	etˈapatˌan
zaletasunak	s̻alˈetas̺unˌak
Zutabeak	s̻utˈaβeˌak
Ida	ˈiða
LH	ˌeleˈat͡ʃe
gazteentzat	ɡas̻tˈeent͡s̻ˌat
zeharkatzeko	s̻eˈaɾkat͡s̻ekˌo
egiazki	eɣˈias̻kˌi
bihotzean	biˈot͡s̻eˌan
latz	lˈat͡s̻
anaiarekin	anˈa͡ɪaɾekˌin
sasoiko	s̺as̺ˈo͡ɪkˌo
Hurbilean	uɾβˈiʎeˌan
Barandiaran	baɾˈandiaɾˌan
borrokatuz	borˈokatˌus̻
funtzionatu	funt͡s̻ˈionatˌu
bidaiatzea	biðˈa͡ɪat͡s̻eˌa
Hego	ˈeɣo
aireko	a͡ɪɾˈekˌo
Egindako	eɣˈindakˌo
terapeutikoa	teɾˈape͡ʊtikoˌa
ohore	oˈoɾˌe
ustel	us̺tˈel
leundu	lˈe͡ʊndu
Helbide	elβˈiðˌe
baroiak	baɾˈo͡ɪˌak
Nina	nˈiɲa
igoz	iɣˈos̻
isurkikoa	is̺ˈuɾkikoˌa
kontsumitzeko	kont͡s̺ˈumit͡s̻ekˌo
zurda	s̻ˈuɾða
egokiago	eɣˈokiaɣˌo
erromatarrek	erˈomatarˌek
errespetua	erˈes̺petuˌa
kontseilu	kont͡s̺ˈe͡ɪʎˌu
handiago	andˈiaɣˌo
inplementatu	inplˈementatˌu
desberdina	des̺βˈeɾðiɲˌa
errusieraz	erˈus̺ieɾˌas̻
Hiztegia	is̻tˈeɣiˌa
protestetan	pɾotˈes̺tetˌan
Bellek	beʎˈek
musikagilea	mus̺ˈikaɣiʎeˌa
Azalpen	as̻ˈalpˌen
zigor	s̻iɣˈoɾ
geldiaraztea	ɡelðˈiaɾas̻teˌa
Rotten	rocˈen
egikaritzen	eɣˈikaɾit͡s̻ˌen
daitezen	da͡ɪtˈes̻ˌen
enpirikoa	enpˈiɾikoˌa
gizonezkoetan	ɡis̻ˈones̻koetˌan
orduen	oɾðˈuˌen
Handian	andˈiˌan
gortearen	ɡoɾtˈeaɾˌen
adizki	aðˈis̻kˌi
Eskubide	es̺kˈuβiðˌe
zorrotz	s̻orˈot͡s̻
baxuko	baʃˈukˌo
finkatua	finkˈatuˌa
itzultzaile	it͡s̻ˈult͡s̻a͡ɪʎˌe
kromosomaren	kɾomˈos̺omaɾˌen
oztopatzeko	os̻tˈopat͡s̻ekˌo
askotakoa	as̺kˈotakoˌa
adinaren	aðˈiɲaɾˌen
Adrian	aðɾˈiˌan
zientifikoetan	s̻iˈentifikoetˌan
Foru	fˈoɾu
gaitasunik	ɡa͡ɪtˈas̺unˌik
zerbitzatu	s̻eɾβˈit͡s̻atˌu
elurrak	elˈurˌak
Aroaren	aɾˈoaɾˌen
Etika	etˈikˌa
libre	lˈiβɾe
tarifak	taɾˈifˌak
arrakastarekin	arˈakas̺taɾekˌin
Urteak	uɾtˈeˌak
Jing	ɟˈinɡ
leihoa	le͡ɪˈoˌa
Behean	beˈeˌan
Ugaztunen	uɣˈas̻tunˌen
Kirurgia	kiɾˈuɾɣiˌa
jatorria	ɟatˈoriˌa
erabilita	eɾˈaβiʎitˌa
isilpean	is̺ˈilpeˌan
alderdietako	alðˈeɾðietakˌo
berarentzat	beɾˈaɾent͡s̻ˌat
EA	ˈea
eliteko	elˈitekˌo
egiaztatzea	eɣˈias̻tat͡s̻eˌa
habitatak	aβˈitatˌak
Wikipediako	uˈikipeðiakˌo
galerian	ɡalˈeɾiˌan
trebea	tɾeβˈeˌa
Ongizate	onɡˈis̻atˌe
bakoitzera	bakˈo͡ɪt͡s̻eɾˌa
alderako	alðˈeɾakˌo
Alboko	alβˈokˌo
handiekin	andˈiekˌin
independentea	indˈependenteˌa
azkarragoak	as̻kˈaraɣoˌak
entzungai	ent͡s̻ˈunɡˌa͡ɪ
Baso	bˈas̺o
ordezkatuta	oɾðˈes̻katutˌa
izpiak	is̻pˈiˌak
igarota	iɣˈaɾotˌa
Hau	ˈa͡ʊ
administrazioaren	admˈinis̺tɾas̻ioaɾˌen
Katolikoak	katˈolikoˌak
osatutako	os̺ˈatutakˌo
samarra	s̺amˈarˌa
Lehoi	lˈeo͡ɪ
zikloi	s̻ˈiklo͡ɪ
aurkitutako	a͡ʊɾkˈitutakˌo
txapeldunordea	t͡ʃapˈelðunoɾðeˌa
Horrekin	orˈekˌin
lekualdatu	lekˈualðatˌu
zinemetan	s̻iɲˈemetˌan
zauritutako	s̻a͡ʊɾˈitutakˌo
Poemak	poˈemˌak
azpiegituraren	as̻pˈieɣituɾaɾˌen
nagusien	naɣˈus̺iˌen
artista	aɾtˈis̺tˌa
joanez	ɟoˈanˌes̻
Gazteen	ɡas̻tˈeˌen
Egiptoko	eɣˈiptokˌo
linfozitoen	linfˈos̻itoˌen
setioan	s̺etˈioˌan
organoa	oɾɣˈanoˌa
letraz	letɾˈas̻
partitura	paɾtˈituɾˌa
ikuskera	ikˈus̺keɾˌa
Burkina	buɾkˈiɲˌa
erregularrean	erˈeɣulareˌan
bidezko	biðˈes̻kˌo
ildotik	ilðˈotˌik
Sute	s̺ˈute
asaldurak	as̺ˈalðuɾˌak
Golden	ɡolðˈen
trenbideko	tɾenbˈiðekˌo
ibairik	iβˈa͡ɪɾˌik
italiarren	itˈaliarˌen
gorengo	ɡoɾˈenɡˌo
Horia	ˈoɾiˌa
zaborra	s̻aβˈorˌa
Bohemiako	boˈemiakˌo
desegiteko	des̺ˈeɣitekˌo
