服務	fʊk˨mou˨
年齡層	li:n˨˩lɪŋ˨˩tsʰɐŋ˨˩,ni:n˨˩lɪŋ˨˩tsʰɐŋ˨˩
冁	tsʰi:n˧˥
牋	tsi:n˥
上樹	sœ:ŋ˩˧sy:˨
電話會議	ti:n˨wa:˧˥wu:i˨ji:˩˧
教務處	ka:u˧mou˨tsʰy:˧
風俗習慣	fʊŋ˥tsʊk˨tsa:p˨kwa:n˧
祝願	tsʊk˥jy:n˨
落井下石	lɔ:k˨tsɪŋ˧˥ha:˨sɛ:k˨
講到話	kɔ:ŋ˧˥tou˧wa:˨
鬼食泥	kwɐi˧˥sɪk˨lɐi˨˩,kwɐi˧˥sɪk˨nɐi˨˩
高空	kou˥hʊŋ˥
清晨	tsʰɪŋ˥sɐn˨˩
叾	tʊk˥
上座	sœ:ŋ˩˧tsɔ:˨
公飯	kʊŋ˥fa:n˨
罨	ji:m˧˥
混凝	wɐn˨jɪŋ˨˩
掉	tɛ:u˨,tsa:u˨,ti:u˨
吊床	ti:u˧tsʰɔ:ŋ˨˩
車埋去	tsʰɛ:˥ma:i˨˩hɵy˧
博和	pɔ:k˧wɔ:˨˩
數據	sou˧kɵy˧
展示	tsi:n˧˥si:˨
從嚟	tsʰʊŋ˨˩lei˨˩
舋	jɐn˧,lɐŋ˨
做電燈膽	tsou˨ti:n˨tɐŋ˥ta:m˧˥
埸	jɪk˨
效應	ha:u˨jɪŋ˧
匐	pa:k˨
豏	ha:m˩˧
重生	tsʰʊŋ˨˩sɐŋ˥,tsʊŋ˨sa:ŋ˥
芸香	wɐn˨˩hœ:ŋ˥
入行	jɐp˨hɔ:ŋ˨˩
即日	tsɪk˥jɐt˨
死不瞑目	sei˧˥pɐt˥mɪŋ˨˩mʊk˨
䯇	kʰy:t˧,kwa:t˨
絜	ki:t˧
灛	tsʰi:n˧˥
海馬	hɔ:i˧˥ma:˩˧
轟動一時	kwɐŋ˥tʊŋ˨jɐt˥si:˨˩
仆親	pʰʊk˥tsʰɐn˥
難以相信	na:n˨˩ji:˩˧sœ:ŋ˥sɵn˧,la:n˨˩ji:˩˧sœ:ŋ˥sɵn˧
幾得人驚	kei˧˥tɐk˥jɐn˨˩kɛ:ŋ˥
文科	mɐn˨˩fɔ:˥
痛改前非	tʰʊŋ˧kɔ:i˧˥tsʰi:n˨˩fei˥
家蠅	ka:˥jɪŋ˨˩
鞟	kʰwɔ:k˧
雜念	tsa:p˨li:m˨,tsa:p˨ni:m˨
學名	hɔ:k˨mɪŋ˨˩
約	jœ:k˧
衞星國	wɐi˨sɪŋ˥kwɔ:k˧
勉	mi:n˩˧
組織學	tsou˧˥tsɪk˥hɔ:k˨
㗜	tsʰɐu˧
情夫	tsʰɪŋ˨˩fu:˥
清茶	tsʰɪŋ˥tsʰa:˨˩
倒模	tou˧˥mou˧˥
㙳	hɐm˧˥
捍衛	hɔ:n˨wɐi˨
㓳	tɐi˥
刬	tsʰa:n˧˥
䜆	tsi:p˧,ni:p˨
拗	a:u˧˥,a:u˧,ŋa:u˧,ŋa:u˧˥
如今	jy:˨˩kɐm˥
彭	pʰa:ŋ˨˩,pʰɐŋ˨˩
打纈	ta:˧˥li:t˧
迎春	jɪŋ˨˩tsʰɵn˥
自命清高	tsi:˨mɪŋ˨tsʰɪŋ˥kou˥
打顫	ta:˧˥tsi:n˧
樓下	lɐu˨˩ha:˨
舅媽	kʰɐu˩˧ma:˥
焠煉	tsʰɵy˧li:n˨
公審	kʊŋ˥sɐm˧˥
隱密	jɐn˧˥mɐt˨
麵食	mi:n˨sɪk˨
㜻	ly:n˧˥
陰沉	jɐm˥tsʰɐm˨˩
蛛	tsy:˥
軟荏荏	jy:n˩˧jɐm˨˩jɐm˨˩
一分一秒	jɐt˥fɐn˥jɐt˥mi:u˩˧
佛經	fɐt˥kɪŋ˥
英尺	jɪŋ˥tsʰɛ:k˧
天蠍星	tʰi:n˥hi:t˧sɪŋ˥
芏	tou˨
璀	tsʰɵy˧˥,tsʰɵy˥
戶口名簿	wu:˩˧hɐu˧˥mɪŋ˨˩pou˨
改善	kɔ:i˧˥si:n˨
計吓條數	kɐi˧ha:˩˧tʰi:u˨˩sou˧
把屁	pa:˧˥pʰei˧
自由主義	tsi:˨jɐu˨˩tsy:˧˥ji:˨
心狠	sɐm˥hɐn˧˥
袋鼠	tɔ:i˧˥sy:˧˥
褻瀆	si:t˧tʊk˨
熟得濟	sʊk˨tɐk˥tsɐi˨
橕	tsʰa:ŋ˥
眼毛	ŋa:n˩˧mou˨˩,a:n˩˧mou˨˩
打籃球	ta:˧˥la:m˨˩kʰɐu˨˩
矺年	tsa:k˧ni:n˨˩,tsa:k˧li:n˨˩
不堪造就	pɐt˥hɐm˥tsʰou˧tsɐu˨
娙	jɪŋ˨˩
明智	mɪŋ˨˩tsi:˧
難受	la:n˨˩sɐu˨,na:n˨˩sɐu˨
盤點	pʰu:n˨˩ti:m˧˥
半句	pu:n˧kɵy˧
燦爛	tsʰa:n˧la:n˨
外資	ɔ:i˨tsi:˥,ŋɔ:i˨tsi:˥
㙝	hi:p˧
背泳	pu:i˧wɪŋ˨
郱	pʰɪŋ˨˩
當眞	tɔ:ŋ˧tsɐn˥
不	fɐu˧˥,pɐt˥
快樂	fa:i˧lɔ:k˨
沛	pʰu:i˧
支援	tsi:˥wu:n˨˩
執定	tsɐp˥tɪŋ˨
膕	kwɔ:k˧,kwɔ:k˨
充斥	tsʰʊŋ˥tsʰɪk˥
升幅	sɪŋ˥fʊk˥
猼	pɔ:k˧,pʰɔ:k˧
圈中人	hy:n˥tsʊŋ˥jɐn˨˩
平滑	pʰɪŋ˨˩wa:t˨
專向	tsy:n˥hœ:ŋ˧
可怖	hɔ:˧˥pou˧
永久	wɪŋ˩˧kɐu˧˥
電容器	ti:n˨jʊŋ˨˩hei˧
發書寒	fa:t˧sy:˥hɔ:n˨˩
𤆣餃	sa:p˨ka:u˧˥
糖	tʰɔ:ŋ˧˥,tʰɔ:ŋ˨˩
伊挹	ji:˥jɐp˥
傾唔埋	kʰɪŋ˥m̩˨˩ma:i˨˩
爛酒佬	la:n˨tsɐu˧˥lou˧˥
開辦	hɔ:i˥pa:n˨
大肚	ta:i˨tʰou˩˧
求證	kʰɐu˨˩tsɪŋ˧
獻	hi:n˧
贳	sɐi˧
健壯如牛	ki:n˨tsɔ:ŋ˧jy:˨˩ɐu˨˩,ki:n˨tsɔ:ŋ˧jy:˨˩ŋɐu˨˩
金筍汁	kɐm˥sɵn˧˥tsɐp˥
波濤	pɔ:˥tʰou˨˩
屎坑計	si:˧˥ha:ŋ˥kɐi˧˥
怕𡁶	pʰa:˧tsi:t˥
釧	tsʰy:n˧,tsʰy:n˥
塱	lɔ:ŋ˩˧
做唔嚟	tsou˨m̩˨˩lei˨˩
圪	ka:k˧,ŋɐt˨
總言之	tsʊŋ˧˥ji:n˨˩tsi:˥
縱橫天下	tsʊŋ˧wa:ŋ˨˩tʰi:n˥ha:˨
督波	tʊk˥pɔ:˥
兩虎相鬥必有一傷	lœ:ŋ˩˧fu:˧˥sœ:ŋ˥tɐu˧pi:t˥jɐu˩˧jɐt˥sœ:ŋ˥
歸心似箭	kwɐi˥sɐm˥tsʰi:˩˧tsi:n˧
掛號信	kwa:˧hou˨sɵn˧
詔示	tsi:u˧si:˨
減少	ka:m˧˥si:u˧˥
徐	tsʰɵy˨˩
櫚	lɵy˨˩,lɵy˧
毛毛蟲	mou˨˩mou˨˩tsʰʊŋ˨˩
㔃	tsy:t˨
上榜名單	sœ:ŋ˩˧pɔ:ŋ˧˥mɪŋ˨˩ta:n˥
車徒	kɵy˥tʰou˨˩
陽曆	jœ:ŋ˨˩lɪk˨
收遮	sɐu˥tsɛ:˥
扠堝	tsʰa:˩˧wɔ:˩˧
沙紙	sa:˥tsi:˧˥
豌	wu:n˥
僗	lou˨˩
由上而下	jɐu˨˩sœ:ŋ˨ji:˨˩ha:˨
純樸	sɵn˨˩pʰɔ:k˧
㨨	tsʰɐu˥,lɐu˧
停車位	tʰɪŋ˨˩tsʰɛ:˥wɐi˧˥
誄	lɵy˨,lɔ:i˨
打大翻	ta:˧˥ta:i˨fa:n˥
簧	wɔ:ŋ˨˩
手痕	sɐu˧˥hɐn˨˩
直擊	tsɪk˨kɪk˥
睒	si:m˧˥
激素	kɪk˥sou˧
購買力	kʰɐu˧ma:i˩˧lɪk˨
活到老學到老	wu:t˨tou˧lou˩˧hɔ:k˨tou˧lou˩˧
唲	wa:˥,ji:˨˩
絀	tsy:t˨,tsy:t˧,tsʰɵt˥,tsɵt˧
油漆	jɐu˨˩tsʰɐt˥
梆	pɔ:ŋ˥
千刀萬剮	tsʰi:n˥tou˥ma:n˨wa:˧˥
演唱	ji:n˧˥tsʰœ:ŋ˧
焦點	tsi:u˥ti:m˧˥
晴	tsʰɛ:ŋ˨˩,tsʰɪŋ˨˩
逾	jy:˨,jy:˨˩
汙泥	wu:˥nɐi˨˩,wu:˥lɐi˨˩
信心十足	sɵn˧sɐm˥sɐp˨tsʊk˥
擖	kʰɐt˨,kʰa:˥
茇	pa:t˨
爆發	pa:u˧fa:t˧
嬌嫩	ki:u˥ly:n˨,ki:u˥ny:n˨
有型	jɐu˩˧jɪŋ˨˩
因式分解	jɐn˥sɪk˥fɐn˥ka:i˧˥
名利	mɪŋ˨˩lei˨
嗰排	kɔ:˧˥pʰa:i˧˥
㟼	ŋou˨˩
襯衫	tsʰɐn˧sa:m˥
寡居	kwa:˧˥kɵy˥
乘勢	sɪŋ˨˩sɐi˧
開鎖匠	hɔ:i˥sɔ:˧˥tsœ:ŋ˨
雲霄	wɐn˨˩si:u˥
一望無際	jɐt˥mɔ:ŋ˨mou˨˩tsɐi˧
愛不釋手	ɔ:i˧pɐt˥sɪk˥sɐu˧˥,ŋɔ:i˧pɐt˥sɪk˥sɐu˧˥
䎠	nɔ:˨,tsi:˨˩
斷尾	tʰy:n˩˧mei˩˧
光掁掁	kwɔ:ŋ˥tsʰa:ŋ˨˩tsʰa:ŋ˨˩
一住…一住…	jɐt˥tsy:˨jɐt˥tsy:˨
挜	a:˧
䵵	tsɐt˧,tsy:t˧
宿舍	sʊk˥sɛ:˧
久仰大名	kɐu˧˥jœ:ŋ˩˧ta:i˨mɪŋ˨˩
探討	tʰa:m˧tʰou˧˥
配給品	pʰu:i˧kʰɐp˥pɐn˧˥
出師	tsʰɵt˥si:˥
信眾	sɵn˧tsʊŋ˧
狝	si:n˧˥
鳥語花香	ni:u˩˧jy:˩˧fa:˥hœ:ŋ˥,li:u˩˧jy:˩˧fa:˥hœ:ŋ˥
閑偈	ha:n˨˩kɐi˧˥
專賣店	tsy:n˥ma:i˨ti:m˧
市民	si:˩˧mɐn˨˩
捕獲	pou˨wɔ:k˨
投奔	tʰɐu˨˩pɐn˥
襟門鐘	kɐm˨mu:n˨˩tsʊŋ˥
肥過頭	fei˨˩kwɔ:˧tʰɐu˨˩
眞諦	tsɐn˥tɐi˧
喨	lœ:ŋ˨
唔論	m̩˨˩lɵn˨
進化	tsɵn˧fa:˧
遷	tsʰi:n˥
英吋	jɪŋ˥tsʰy:n˧
忢	ŋ˨
催生	tsʰɵy˥sɐŋ˥
電力學	ti:n˨lɪk˨hɔ:k˨
急急腳去	kɐp˥kɐp˥kœ:k˧hɵy˧
咸溼鬼	ha:m˨˩sɐp˥kwɐi˧˥
粗人	tsʰou˥jɐn˨˩
燹	si:n˧˥
直航	tsɪk˨hɔ:ŋ˨˩
公私不分	kʊŋ˥si:˥pɐt˥fɐn˥
崟	jɐm˨˩
財務	tsʰɔ:i˨˩mou˨
從諫如流	tsʰʊŋ˨˩ka:n˧jy:˨˩lɐu˨˩
稗	pa:i˨,pɐi˨
作禮拜	tsɔ:k˧lɐi˩˧pa:i˧
持	tsʰi:˨˩
四處張望	sei˧tsʰy:˧tsœ:ŋ˥mɔ:ŋ˨
𠵆	ta:m˧,ta:m˥
鏦	tsʰʊŋ˥
忍耐	jɐn˧˥lɔ:i˨,jɐn˧˥nɔ:i˨
閞	pi:n˨
狡詐	ka:u˧˥tsa:˧
叫唆	ki:u˧sɔ:˥
鵝行鴨步	ɔ:˨˩ha:ŋ˨˩ŋa:p˧pou˨,ɔ:˨˩ha:ŋ˨˩a:p˧pou˨,ŋɔ:˨˩ha:ŋ˨˩ŋa:p˧pou˨,ŋɔ:˨˩ha:ŋ˨˩a:p˧pou˨
王儲	wɔ:ŋ˨˩tsʰy:˩˧
囤	tʰy:n˨˩,tɵn˨
辦理	pa:n˨lei˩˧
死𡃁仔	sei˧˥lɛ:ŋ˥tsɐi˧˥
規諫	kʰwɐi˥ka:n˧
海軍陸戰隊	hɔ:i˧˥kwɐn˥lʊk˨tsi:n˧tɵy˨
裊	ni:u˩˧
諊	kʊk˥
氣勢不凡	hei˧sɐi˧pɐt˥fa:n˨˩
靈感	lɪŋ˨˩kɐm˧˥
鯉魚潭	lei˩˧jy:˨˩tʰa:m˨˩
大一	ta:i˨jɐt˥
有嘢話你知	jɐu˩˧jɛ:˩˧wa:˨lei˩˧tsi:˥,jɐu˩˧jɛ:˩˧wa:˨nei˩˧tsi:˥
贓物	tsɔ:ŋ˥mɐt˨
排水渠	pʰa:i˨˩sɵy˧˥kʰɵy˨˩
熏	fɐn˥
見到	ki:n˧tou˧˥
琰	ji:m˩˧
殷鑑	jɐn˥ka:m˧
卡介苗	kʰa:˥ka:i˧mi:u˨˩
面面俱到	mi:n˨mi:n˨kʰɵy˥tou˧
辣味	la:t˨mei˨
殆盡	tɔ:i˨tsɵn˨
反面唔認人	fa:n˧˥mi:n˧˥m̩˨˩jɪŋ˨jɐn˨˩
窸	sɪk˥
博亂	pɔ:k˧ly:n˨
証	tsɪŋ˧
水貨	sɵy˧˥fɔ:˧
上上之策	sœ:ŋ˨sœ:ŋ˨tsi:˥tsʰa:k˧
打交道	ta:˧˥ka:u˥tou˨
難能可貴	la:n˨˩lɐŋ˨˩hɔ:˧˥kwɐi˧,na:n˨˩nɐŋ˨˩hɔ:˧˥kwɐi˧
睫毛	tsi:t˨mou˨˩
從容應付	sʊŋ˥jʊŋ˨˩jɪŋ˧fu:˨
嫽交嗌	li:u˨˩ka:u˥a:i˧,li:u˨˩ka:u˥ŋa:i˧
庇護	pei˧wu:˨
孤軍	ku:˥kwɐn˥
揹包	pu:i˧pa:u˥
是非自有公論	si:˨fei˥tsi:˨jɐu˩˧kʊŋ˥lɵn˨
揮	fɐi˥
頯	kʰwɐi˨˩
籐	tʰɐŋ˨˩
岠	kɵy˨
拔身	pɐt˨sɐn˥
草蜢	tsʰou˧˥ma:ŋ˧˥
纖維	tsʰi:m˥wɐi˨˩
坐起身	tsʰɔ:˩˧hei˧˥sɐn˥
盟晒	mɐŋ˨˩sa:i˧
扶	fu:˨˩
叩	kʰɐu˧
送醫急救	sʊŋ˧ji:˥kɐp˥kɐu˧
膰	fa:n˨˩
薄撐	pɔ:k˨tsʰa:ŋ˥
[車＋立]口	li:p˥hɐu˧˥
血流如注	hy:t˧lɐu˨˩jy:˨˩tsy:˧
[扌＋咼]	wɔ:˩˧
鐵鏈	tʰi:t˧li:n˨˩
遠洋運輸	jy:n˩˧jœ:ŋ˨˩wɐn˨sy:˥
憑藉	pʰɐŋ˨˩tsɪk˨
㵵	tʰɔ:k˧,tsa:u˧,tsɵy˨
扭屎窟	nɐu˧˥si:˧˥fɐt˥,lɐu˧˥si:˧˥fɐt˥
長跑	tsʰœ:ŋ˨˩pʰa:u˧˥
腕骨	wu:n˧˥kwɐt˥
猢	wu:˨˩
幾點	kei˧˥ti:m˧˥
派司	pʰa:˥si:˨
汗如雨下	hɔ:n˨jy:˨˩jy:˩˧ha:˨
押後	ŋa:p˧hɐu˨
門鉸	mu:n˨˩ka:u˧
放寒假	fɔ:ŋ˧hɔ:n˨˩ka:˧
殘局	tsʰa:n˨˩kʊk˨
礙事	ŋɔ:i˨si:˨,ɔ:i˨si:˨
巢晒皮	tsʰa:u˨˩sa:i˧pʰei˨˩
俾嚟	pei˧˥lei˨˩
杌	ŋɐt˨
油灰水	jɐu˨˩fu:i˥sɵy˧˥
明溝	mɪŋ˨˩kʰɐu˥
摰	tsi:˧,ji:t˨
矇	mʊŋ˨˩
膜拜	mou˨˩pa:i˧
野蘭花	jɛ:˩˧la:n˨˩fa:˥
吓	ha:˩˧
鋼撈	kɔ:ŋ˧lou˥
多才多藝	tɔ:˥tsʰɔ:i˨˩tɔ:˥ŋɐi˨,tɔ:˥tsʰɔ:i˨˩tɔ:˥ɐi˨
㵿	ha:t˨,hɐu˨
著迷	tsœ:k˨mɐi˨˩
圖利	tʰou˨˩lei˨
拓荒	tʰɔ:k˧fɔ:ŋ˥
瞓到淰晒	fɐn˧tou˧lɐm˨sa:i˧,fɐn˧tou˧nɐm˨sa:i˧
史學	si:˧˥hɔ:k˨
斆	ha:u˨
雨點	jy:˩˧ti:m˧˥
結伴	ki:t˧pu:n˨
嗁	tʰɐi˨˩
飽暖	pa:u˧˥ny:n˩˧,pa:u˧˥ly:n˩˧
懸崖峭壁	jy:n˨˩ŋa:i˨˩tsʰi:u˧pɪk˥,jy:n˨˩a:i˨˩tsʰi:u˧pɪk˥
搾	tsa:˧
講番轉頭	kɔ:ŋ˧˥fa:n˥tsy:n˧tʰɐu˨˩
出古惑	tsʰɵt˥ku:˧˥wa:k˨
㕪	tɐm˧˥
辣油	la:t˨jɐu˨˩
䟗	sɛ:˨˩,si:˨,tsɐi˨
絕代佳人	tsy:t˨tɔ:i˨ka:i˥jɐn˨˩
修訂	sɐu˥tɪŋ˧
華麗	wa:˨˩lɐi˨
核融合	hɐt˨jʊŋ˨˩hɐp˨
悢	lœ:ŋ˨,lɔ:ŋ˩˧
反對黨	fa:n˧˥tɵy˧tɔ:ŋ˧˥
乾癟	kɔ:n˥pi:t˨
折騰	tsi:t˧tʰɐŋ˨˩
排除異己	pʰa:i˨˩tsʰɵy˨˩ji:˨kei˧˥
渌	lʊk˨
睇唔明	tʰɐi˧˥m̩˨˩mɪŋ˨˩
先行	si:n˥hɐŋ˨˩
學術界	hɔ:k˨sɵt˨ka:i˧
多久	tɔ:˥kɐu˧˥
霎氣	sa:p˧hei˧
唅	ŋɐn˨˩,hɐm˥,hɐm˨˩,ŋɐm˨˩,ŋɐm˨,hɐm˧
short	sɔ:t˥
閑居	ha:n˨˩kɵy˥
㩒錢	kɐm˨tsʰi:n˧˥
[言＋勻]友	kwɐn˧jɐu˧˥
䀟	ma:n˩˧,fa:i˧
食皇家飯	sɪk˨wɔ:ŋ˨˩ka:˥fa:n˨
背	pu:i˨,pu:i˧
蜜蠟	mɐt˨la:p˨
皇天	wɔ:ŋ˨˩tʰi:n˥
槍傷	tsʰœ:ŋ˥sœ:ŋ˥
未夠	mei˨kɐu˧
𡒄	lɐm˩˧
秤錘	tsʰɪŋ˧tsʰɵy˨˩
海藻	hɔ:i˧˥tsou˧˥
打千秋	ta:˧˥tsʰi:n˥tsʰɐu˥
攪到烏喱單刀	ka:u˧˥tou˧wu:˥lei˥ta:n˥tou˥
钪	kʰɔ:ŋ˧
有條不紊	jɐu˩˧tʰi:u˨˩pɐt˥mɐn˨
晒	sa:i˧
竦	sʊŋ˧˥
湧上	jʊŋ˧˥sœ:ŋ˨
洩露	si:t˧lou˨
蠕	jy:˨˩
明火白粥	mɪŋ˨˩fɔ:˧˥pa:k˨tsʊk˥
開張大吉	hɔ:i˥tsœ:ŋ˥ta:i˨kɐt˥
[氵＋囗＋又]懦	nɐp˨nɔ:˨,lɐp˨lɔ:˨
鼓勵	ku:˧˥lɐi˨
候機	hɐu˨kei˥
笑起上嚟	si:u˧hei˧˥sœ:ŋ˩˧lei˨˩
有幾度散手	jɐu˩˧kei˧˥tou˨sa:n˧˥sɐu˧˥
生活費	sɐŋ˥wu:t˨fɐi˧
好番晒	hou˧˥fa:n˥sa:i˧
掹貓尾	mɐŋ˥ma:u˥mei˩˧
遊蕩	jɐu˨˩tɔ:ŋ˨
烽火	fʊŋ˥fɔ:˧˥
輕慢	hɪŋ˥ma:n˨
東至	tʊŋ˥tsi:˧
名將	mɪŋ˨˩tsœ:ŋ˧
鐵勺	tʰi:t˧tsœ:k˧
勒令	lɐk˨lɪŋ˨
𠜱菠蘿皮	pʰɐi˥pɔ:˥lɔ:˨˩pʰei˨˩
美	mei˩˧
膈	ka:k˧
隔夜飯	ka:k˧jɛ:˨fa:n˨
陀手[扌＋能]腳	tʰɔ:˨˩sɐu˧˥nɐŋ˧kœ:k˧,tʰɔ:˨˩sɐu˧˥lɐŋ˧kœ:k˧
不可思議	pɐt˥hɔ:˧˥si:˥ji:˩˧
配給量	pʰu:i˧kʰɐp˥lœ:ŋ˨
窄搣搣	tsa:k˧mi:t˨mi:t˨
打翻電話	ta:˧˥fa:n˥ti:n˨wa:˧˥
實用	sɐt˨jʊŋ˨
玉碎	jʊk˨sɵy˧
憤恨	fɐn˩˧hɐn˨
老爹	lou˩˧tɛ:˥
晌禮	hœ:ŋ˧˥lɐi˩˧
䭈	tsi:n˥,ki:n˥
外野手	ɔ:i˨jɛ:˩˧sɐu˧˥,ŋɔ:i˨jɛ:˩˧sɐu˧˥
亂諗	ly:n˧˥lɐm˧˥,ly:n˧˥nɐm˧˥
出乎意料之外	tsʰɵt˥fu:˨˩ji:˧li:u˨tsi:˥ŋɔ:i˨,tsʰɵt˥fu:˨˩ji:˧li:u˨tsi:˥ɔ:i˨
抆屎	mɐn˧˥si:˧˥
化妝箱	fa:˧tsɔ:ŋ˥sœ:ŋ˥
筴	ka:p˧,tsʰa:k˧
喪仔	sɔ:ŋ˧tsɐi˧˥
唭	kʰei˧
拉客	la:i˥ha:k˧
扭軚	nɐu˧˥tʰa:i˩˧,lɐu˧˥tʰa:i˩˧
喼弗	kʰi:p˥fi:t˥
伻	pʰɪŋ˥,pʰɪŋ˨˩
菜圃	tsʰɔ:i˧pou˧˥
話事啤	wa:˨si:˨pʰɛ:˥
風靡一時	fʊŋ˥mei˨˩jɐt˥si:˨˩
扞	hɔ:n˨
褸翻	lɐu˥fa:n˥
乜都冇晒	mɐt˥tou˥mou˩˧sa:i˧
七年級	tsʰɐt˥ni:n˨˩kʰɐp˥,tsʰɐt˥li:n˨˩kʰɐp˥
多種經營	tɔ:˥tsʊŋ˧˥kɪŋ˥jɪŋ˨˩
婁	lɐu˨˩
抵鬧	tɐi˧˥na:u˨,tɐi˧˥la:u˨
㼪	tsa:u˥,tʰi:u˩˧,kɐp˧,tsi:p˧
燭光	tsʊk˥kwɔ:ŋ˥
歸程	kwɐi˥tsʰɪŋ˨˩
鶾	hɔ:n˨
血肉	hy:t˧jʊk˨
天宮	tʰi:n˥kʊŋ˥
理平頭	lei˩˧pʰɪŋ˨˩tʰɐu˨˩
日出	jɐt˨tsʰɵt˥
㤚	hɔ:ŋ˨˩,hɔ:ŋ˧˥
𤑕	fɐn˥
驅逐	kʰɵy˥tsʊk˨
岱	tɔ:i˨
風俗	fʊŋ˥tsʊk˨
禾稈草	wɔ:˨˩kɔ:n˧˥tsʰou˧˥
擔鋤頭	ta:m˥tsʰɔ:˨˩tʰɐu˨˩
輕鬆愉快	hɪŋ˥sʊŋ˥jy:˨˩fa:i˧
肉乾	jʊk˨kɔ:n˥
勻	wɐn˨˩
山徑	sa:n˥kɪŋ˧
壯碩	tsɔ:ŋ˧sɛ:k˨
走甩	tsɐu˧˥lɐt˥
撘	tɐp˧
古惑	ku:˧˥wa:k˨
瘌	la:t˨,la:t˧
倦遊	ky:n˨jɐu˨˩
缑	kʰɐu˥
洧	fu:i˧˥
痚	ha:u˥
發電廠	fa:t˧ti:n˨tsʰɔ:ŋ˧˥
隔籬屋	ka:k˧lei˨˩ŋʊk˥
慘酷	tsʰa:m˧˥hʊk˨
看待	hɔ:n˥tɔ:i˨
白馬王子	pa:k˨ma:˩˧wɔ:ŋ˨˩tsi:˧˥
溲	sɐu˥
附屬	fu:˨sʊk˨
老點	lou˩˧ti:m˧˥
紀律	kei˧˥lɵt˨
胸襟	hʊŋ˥kʰɐm˥
捐血人	ky:n˥hy:t˧jɐn˨˩
纔	tsʰɔ:i˨˩
飲水思源	jɐm˧˥sɵy˧˥si:˥jy:n˨˩
喢	sa:p˧
窞	ta:m˨
秀麗	sɐu˧lɐi˨
盜版書	tou˨pa:n˧˥sy:˥
大廳	ta:i˨tʰɪŋ˥
鹩	li:u˨˩
濘	nɪŋ˨
心思	sɐm˥si:˥
歷屆	lɪk˨ka:i˧
挪動	nɔ:˨˩tʊŋ˨,lɔ:˨˩tʊŋ˨
收銀處	sɐu˥ŋɐn˧˥tsʰy:˧,sɐu˥ɐn˧˥tsʰy:˧
衞生套	wɐi˨sɐŋ˥tʰou˧
公分	kʊŋ˥fɐn˥
厾穿	tʊk˥tsʰy:n˥
因果論	jɐn˥kwɔ:˧˥lɵn˨
峻峭	tsɵn˧tsʰi:u˧
畀人拼沉	pei˧˥jɐn˨˩pʰɛ:ŋ˥tsʰɐm˨˩
家族	ka:˥tsʊk˨
恭祝	kʊŋ˥tsʊk˥
萬頃碧波	ma:n˨kʰɪŋ˧˥pɪk˥pɔ:˥
肌腱	kei˥ki:n˧
夠	kɐu˧
艱深	ka:n˥sɐm˥
偢	tsʰɐu˥,tsʰi:u˧˥
落選	lɔ:k˨sy:n˧˥
車肽	tsʰɛ:˥tʰa:i˥
劏魚	tʰɔ:ŋ˥jy:˧˥
複診	fʊk˥tsʰɐn˧˥
偃	ji:n˧˥
無病呻吟	mou˨˩pɪŋ˨sɐn˥jɐm˨˩
借鑑	tsɛ:˧ka:m˧
空格	hʊŋ˥ka:k˧
受到	sɐu˨tou˧˥
絕交	tsy:t˨ka:u˥
工讀	kʊŋ˥tʊk˨
埞	tɛ:ŋ˨
點可以	ti:m˧˥hɔ:˧˥ji:˩˧
火尾	fɔ:˧˥mei˩˧
功大於過	kʊŋ˥ta:i˨jy:˥kwɔ:˧
宓	mɐt˨,fʊk˨
魚子	jy:˨˩tsi:˧˥
趕…扯	kɔ:n˧˥tsʰɛ:˧˥
水蛇	sɵy˧˥sɛ:˨˩
反戰分子	fa:n˧˥tsi:n˧fɐn˨tsi:˧˥
䫅	tʰɐm˨˩,sɐn˧
好𡃇	hou˧˥pɐi˨
外匯收入	ŋɔ:i˨wu:i˨sɐu˥jɐp˨,ɔ:i˨wu:i˨sɐu˥jɐp˨
䏲	ti:t˨
體己	tʰɐi˧˥kei˧˥
在所難免	tsɔ:i˨sɔ:˧˥la:n˨˩mi:n˩˧,tsɔ:i˨sɔ:˧˥na:n˨˩mi:n˩˧
推廣	tʰɵy˥kwɔ:ŋ˧˥
看承	hɔ:n˧sɪŋ˨˩
拜把兄弟	pa:i˧pa:˧˥hɪŋ˥tɐi˨
捱齋	ŋa:i˨˩tsa:i˥,a:i˨˩tsa:i˥
睇星	tʰɐi˧˥sɪŋ˥
麪飽屑	mi:n˨pa:u˥si:t˧
辿	tsʰi:n˨˩
皮件	pʰei˨˩ki:n˨
𢱕骨場	tɐp˨kwɐt˥tsʰœ:ŋ˨˩
結餘	ki:t˧jy:˨˩
飯票	fa:n˨pʰi:u˧
騷	sou˥
相別	sœ:ŋ˥pi:t˨
陰謀家	jɐm˥mɐu˨˩ka:˥
早餐	tsou˧˥tsʰa:n˥
好兆頭	hou˧˥si:u˨tʰɐu˨˩
同上	tʰʊŋ˨˩sœ:ŋ˨
宅	tsa:k˨
啦嘛	la:˥ma:˧
指出	tsi:˧˥tsʰɵt˥
四大皆空	sei˧ta:i˨ka:i˥hʊŋ˥
又	jɐu˨
訌	hʊŋ˨˩,hʊŋ˧
如風過耳	jy:˨˩fʊŋ˥kwɔ:˧ji:˩˧
白光	pa:k˨kwɔ:ŋ˥
䓦	ti:n˧˥
