теорією	teɔrʲijejʊ
пропозицією	prɔpɔzɪt͡sʲijejʊ
край	krɑi̯
терпеливість	terpeɫɪʋʲisʲtʲ
ремінь	rɛmʲinʲ
федераціями	federɑt͡sʲijɐme
авіатор	ɐʋʲiɑtɔr
мелодіями	meɫɔdʲijɐme
єврейський	jeu̯rɛi̯sʲkei̯
егоцентричний	eɦɔt͡sentrɪt͡ʃnei̯
заяви	zɐjɐʋɪ
арфіст	ɐrfʲist
анонімний	ɐnonʲimnei̯
динамізм	denɐmʲizm
юний	junei̯
природничої	prerɔdnɪt͡ʃɔji
зростати	zrɔstɑte
перекладати	perekɫɐdɑte
прощальний	prɔʃt͡ʃɑlʲnei̯
гідрологічний	ɦʲidrɔɫoɦʲit͡ʃnei̯
шибенице	ʃɪbenet͡se
четверо	t͡ʃɛtʋerɔ
страхіття	strɐxʲitʲːɐ
лабораторіям	ɫɐbɔrɐtɔrʲijɐm
ветхий	ʋɛtxei̯
кулемет	kʊɫemɛt
широкомасштабний	ʃerɔkɔmɐʃːtɑbnei̯
направити	nɐprɑʋete
аварія	ɐʋɑrʲijɐ
кращий	krɑʃt͡ʃei̯
організаціям	ɔrɦɐnʲizɑt͡sʲijɐm
підлоги	pʲidɫɔɦe
питальний	petɑlʲnei̯
п'єса	pjɛsɐ
автобетономішалка	ɐu̯tɔbetɔnɔmʲiʃɑɫkɐ
профанація	prɔfɐnɑt͡sʲijɐ
місяць	mʲisʲɐt͡sʲ
травоїдний	trɐwɔjidnei̯
авантюрність	ɐʋɐnʲtʲurnʲisʲtʲ
мети	mɛte
хоч	xɔt͡ʃ
ввести	ʋːestɪ
біс	bʲis
битвами	bɪtʋɐme
реанімація	reɐnʲimɑt͡sʲijɐ
довідник	dɔʋʲidnek
великодушний	ʋeɫekoduʃnei̯
оприлюднювати	ɔprelʲudʲnʲʊʋɐte
авансування	ɐʋɐnsʊʋɑnʲːɐ
пробуджуватися	probud͡ʒʊʋɐtesʲɐ
покій	pɔkʲii̯
короїд	kɔrɔjid
холодно	xɔɫɔdnɔ
дошки	dɔʃke
когнітивна	kɔɦnʲitɪu̯nɐ
процвітаючий	prɔt͡sʲʋʲitɑjʊt͡ʃei̯
конкурент	kɔnkʊrɛnt
персонально	persɔnɑlʲnɔ
покупниця	pɔkʊpnɪt͡sʲɐ
церковний	t͡serkɔu̯nei̯
бруднитися	brʊdnɪtesʲɐ
моя	mɔjɑ
експедицію	ekspedɪt͡sʲijʊ
неодмінно	neodʲmʲinːɔ
делегацією	deɫeɦɑt͡sʲijejʊ
доброзичливець	dɔbrɔzet͡ʃɫɪʋet͡sʲ
плавчиня	pɫɐu̯t͡ʃɪnʲɐ
бюст	bʲust
німий	nʲimɪi̯
шибениць	ʃɪbenet͡sʲ
черемха	t͡ʃerɛmxɐ
безжальний	beʒːɑlʲnei̯
автобудування	ɐu̯tɔbʊdʊʋɑnʲːɐ
спис	spɪs
авансоутримувач	ɐʋɐnsɔʊtrɪmʊʋɐt͡ʃ
оця	ɔt͡sʲɑ
гервасій	ɦerʋɑsʲii̯
злочинність	zɫɔt͡ʃɪnʲːisʲtʲ
токсикологія	tɔksekɔɫɔɦʲijɐ
офіційний	ɔfʲit͡sʲii̯nei̯
порахувати	pɔrɐxʊʋɑte
статистичний	stɐtestɪt͡ʃnei̯
бішкек	bʲiʃkɛk
підняти	pʲidʲnʲɑte
марево	mɑrewɔ
болгарія	bɔɫɦɑrʲijɐ
очко	ɔt͡ʃkɔ
правоохоронні	prɐwɔɔxɔrɔnʲːi
батьківщина	bɐtʲkʲiu̯ʃt͡ʃɪnɐ
перспективний	perspektɪu̯nei̯
вистачити	ʋɪstɐt͡ʃete
дзюрчалка	d͡zʲʊrt͡ʃɑɫkɐ
присутній	presutʲnʲii̯
підхід	pʲidʲxʲid
недоторканий	nedɔtɔrkɐnei̯
організм	ɔrɦɐnʲizm
канал	kɐnɑɫ
лаванда	ɫɐʋɑndɐ
вважати	ʋːɐʒɑte
бедринець	bedrɪnet͡sʲ
симбіоз	sembʲiɔz
плутократіями	pɫʊtɔkrɑtʲijɐme
визначальний	ʋeznɐt͡ʃɑlʲnei̯
ув'язнення	ʊʋjɑznenʲːɐ
опера	ɔperɐ
інспектор	inspɛktɔr
хотів	xotʲiu̯
заспокоювати	zɐspɔkɔjʊʋɐte
заморожувати	zɐmɔrɔʒʊʋɐte
залізниця	zɐlʲiznɪt͡sʲɐ
порядковий	pɔrʲɐdkɔʋei̯
затвердження	zɐtʋɛrd͡ʒenʲːɐ
наркозалежність	nɐrkɔzɐɫɛʒnʲisʲtʲ
орган	ɔrɦɑn
чай	t͡ʃɑi̯
пугач	pʊɦɑt͡ʃ
сьогоднішній	sʲɔɦɔdʲnʲiʃnʲii̯
простий	prɔstei̯
східнослов'янський	sʲxʲidnɔsɫɔʋjɑnʲsʲkei̯
заміна	zɐmʲinɐ
прогулювати	proɦulʲʊʋɐte
фрагментом	frɐɦmɛntɔm
прожитковий	prɔʒetkɔʋei̯
ефіопія	efʲiɔpʲijɐ
сповільнювати	spɔʋʲilʲnʲʊʋɐte
провокаційний	prɔwɔkɐt͡sʲii̯nei̯
емоційний	emot͡sʲii̯nei̯
розтерти	rɔztɛrte
захворювання	zɐxwɔrʲʊʋɐnʲːɐ
рученя	rʊt͡ʃenʲɑ
дитята	detʲɑtɐ
квітка	kʋʲitkɐ
режим	reʒɪm
потребувати	pɔtrebʊʋɑte
поносити	pɔnɔsɪte
переживати	pereʒeʋɑte
заручин	zɐrut͡ʃen
поспішно	posʲpʲiʃnɔ
нагадувати	nɐɦɑdʊʋɐte
десятиріччя	desʲɐterʲit͡ʃʲːɐ
енциклопедистка	ent͡sekɫɔpedɪstkɐ
віра	ʋʲirɐ
артерія	ɐrtɛrʲijɐ
терпеливий	terpeɫɪʋei̯
розбивати	rɔzbeʋɑte
надзвичайний	nɐd͡zʋet͡ʃɑi̯nei̯
яловичиною	jɑɫɔʋet͡ʃenɔjʊ
діяння	dʲijɐnʲːɐ
мотоциклах	mɔtɔt͡sɪkɫɐx
жовтень	ʒɔu̯tenʲ
залишити	zɐɫɪʃete
власний	wɫɑsnei̯
обід	ɔbʲid
слов'янку	sɫɔʋjɑnkʊ
інженерія	inʒenɛrʲijɐ
словак	sɫɔʋɑk
родитель	rɔdɪtelʲ
ізумруд	izʊmrud
доживати	dɔʒeʋɑte
таліями	tɑlʲijɐme
шведський	ʃʋɛd͡zʲsʲkei̯
ескадрилья	eskɐdrɪlʲjɐ
шаблон	ʃɐbɫɔn
авіаконструктор	ɐʋʲiɐkonstruktɔr
легітимний	ɫeɦʲitɪmnei̯
зелений	zeɫɛnei̯
агентство	ɐɦɛnstwɔ
хребет	xrebɛt
обсяг	ɔbsʲɐɦ
застудах	zɐstudɐx
заворушення	zɐworuʃenʲːɐ
зостатися	zɔstɑtesʲɐ
національність	nɐt͡sʲiɔnɑlʲnʲisʲtʲ
періодичність	perʲiɔdɪt͡ʃnʲisʲtʲ
давній	dɑu̯nʲii̯
м'язом	mjɑzɔm
ледар	ɫɛdɐr
кому	komu
іванна	iʋɑnːɐ
ворожий	wɔrɔʒei̯
інституція	instetut͡sʲijɐ
тривимірний	treʋɪmʲirnei̯
підхожий	pʲidxɔʒei̯
церемонія	t͡seremɔnʲijɐ
застосовувати	zɐstɔsɔwʊʋɐte
протидіяти	prɔtedʲijɐte
водка	wɔdkɐ
надмірний	nɐdʲmʲirnei̯
цапеня	t͡sɐpenʲɑ
автогараж	ɐu̯tɔɦɐrɑʒ
рідко	rʲidkɔ
індустріалізація	indʊstʲrʲiɐlʲizɑt͡sʲijɐ
корабель	kɔrɐbɛlʲ
клясти	klʲɐstɪ
застраховувати	zɐstrɐxɔwʊʋɐte
справу	sprɑwʊ
року	rɔkʊ
автоаерозапчастина	ɐu̯tɔɐerɔzɐpt͡ʃɐstɪnɐ
процедурний	prɔt͡sedurnei̯
працівників	prɐt͡sʲiu̯nekʲiu̯
делегації	deɫeɦɑt͡sʲiji
ті	tʲi
технічний	texnʲit͡ʃnei̯
штрафувати	ʃtrɐfʊʋɑte
машинний	mɐʃɪnːei̯
кидати	kɪdɐte
сажалка	sɑʒɐɫkɐ
механік	mexɑnʲik
надвір	nɐdʲʋʲir
трансформувати	trɐnsfɔrmʊʋɑte
клавіатурах	kɫɐʋʲiɐturɐx
дивізіями	deʋʲizʲijɐme
ваше	ʋɑʃe
виразно	ʋerɑznɔ
архітектор	ɐrxʲitɛktɔr
привабити	preʋɑbete
незалежносте	nezɐɫɛʒnɔste
щоку	ʃt͡ʃoku
тайський	tɑi̯sʲkei̯
сушарка	sʊʃɑrkɐ
смалець	smɑɫet͡sʲ
дух	dux
журавель	ʒʊrɐʋɛlʲ
погнати	pɔɦnɑte
замок	zɐmɔk
ступити	stʊpɪte
хвіст	xʋʲist
слов'янкам	sɫɔʋjɑnkɐm
п'ядун	pjɐdun
підозріливий	pʲidozʲrʲiɫeʋei̯
традиційно	trɐdet͡sʲii̯nɔ
перекладач	perekɫɐdɑt͡ʃ
прийти	prei̯tɪ
цінний	t͡sʲinːei̯
комбінація	kɔmbʲinɑt͡sʲijɐ
тими	tɪme
перепрошую	pereprɔʃʊjʊ
кажи	kɐʒɪ
батяри	bɐtʲɑre
ї	ji
дисертаціям	desertɑt͡sʲijɐm
родина	rɔdɪnɐ
бульба	bulʲbɐ
штати	ʃtɑte
середа	seredɑ
пальто	pɐlʲtɔ
сіднице	sʲidnɪt͡se
вимерти	ʋɪmerte
нічиє	nʲit͡ʃejɛ
комедія	kɔmɛdʲijɐ
міграція	mʲiɦrɑt͡sʲijɐ
австралопітек	ɐu̯strɐɫɔpʲitɛk
лягти	lʲɐɦtɪ
зяблик	zʲɑbɫek
дивувати	dewʊʋɑte
рід	rʲid
піка	pʲikɐ
солідарність	sɔlʲidɑrnʲisʲtʲ
переоцінити	pereɔt͡sʲinɪte
доцільний	dot͡sʲilʲnei̯
вікно	ʋʲiknɔ
конлі	kɔnʲlʲi
психоделічний	psexɔdelʲit͡ʃnei̯
інформатика	infɔrmɑtekɐ
підрости	pʲidrɔstɪ
емоції	emɔt͡sʲiji
ніздрях	nʲizdʲrʲɐx
бика	bekɑ
блискавка	bɫɪskɐu̯kɐ
щокам	ʃt͡ʃɔkɑm
смутний	smʊtnɪi̯
зразковий	zrɐzkɔʋei̯
геном	ɦenɔm
шибеницях	ʃɪbenet͡sʲɐx
з'ясовувати	zjɐsɔwʊʋɐte
богомаз	bɔɦɔmɑz
ідеалістка	ideɐlʲistkɐ
схвилювати	sxʋelʲʊʋɑte
їдальня	jidɑlʲnʲɐ
абрикоса	ɐbrekɔsɐ
незаконний	nezɐkɔnːei̯
успадковувати	ʊspɐdkɔwʊʋɐte
забруднювати	zɐbrudʲnʲʊʋɐte
авіапорт	ɐʋʲiɐpɔrt
співбесіда	sʲpʲiu̯bɛsʲidɐ
громадський	ɦrɔmɑd͡zʲsʲkei̯
невмирущий	neu̯meruʃt͡ʃei̯
мексиканський	meksekɑnʲsʲkei̯
авіаз'єднання	ɐʋʲiɐzjɛdnɐnʲːɐ
письменний	pesʲmɛnːei̯
безнадійно	beznɐdʲii̯nɔ
фотографій	fɔtɔɦrɑfʲii̯
електромагнетизм	eɫektrɔmɐɦnetɪzm
підсумовувати	pʲid͡zsʊmɔwʊʋɐte
убивати	ʊbeʋɑte
діл	dʲiɫ
піт	pʲit
винятковий	ʋenʲɐtkɔʋei̯
соромно	sɔrɔmnɔ
парасолька	pɐrɐsɔlʲkɐ
ковтун	kɔu̯tun
існування	isnʊʋɑnʲːɐ
потреба	pɔtrɛbɐ
курс	kurs
чайна	t͡ʃɑi̯nɐ
песимістичний	pesemʲistɪt͡ʃnei̯
молодицях	mɔɫɔdɪt͡sʲɐx
пролетаріат	prɔɫetɐrʲiɑt
привабливість	preʋɑbɫeʋʲisʲtʲ
столітті	stolʲitʲːi
моногамний	mɔnɔɦɑmnei̯
огляд	ɔɦlʲɐd
алегорія	ɐɫeɦɔrʲijɐ
термін	tɛrmʲin
крісло	krʲisɫɔ
варшав'янин	ʋɐrʃɐʋjɑnen
рідина	rʲidenɑ
марний	mɑrnei̯
принизити	prenɪzete
мілітаризація	mʲilʲitɐrezɑt͡sʲijɐ
фільм	fʲilʲm
брат	brɑt
екосистема	ekɔsestɛmɐ
фактично	fɐktɪt͡ʃnɔ
ножовий	nɔʒɔʋɪi̯
соціологія	sɔt͡sʲiɔɫɔɦʲijɐ
душевнохворий	dʊʃeu̯nɔxwɔrei̯
експеримент	eksperemɛnt
соціальний	sɔt͡sʲiɑlʲnei̯
гомосексуаліст	ɦɔmɔseksʊɐlʲist
локшина	ɫɔkʃenɐ
гусак	ɦʊsɑk
наша	nɑʃɐ
енергію	enɛrɦʲijʊ
долоні	dɔɫɔnʲi
баба	bɑbɐ
ломака	ɫɔmɑkɐ
улюбленець	ʊlʲubɫenet͡sʲ
пакет	pɐkɛt
постанова	pɔstɐnɔʋɐ
монополіст	mɔnɔpolʲist
із	iz
п'ять	pjɑtʲ
козаки	kɔzɐkɪ
китаянка	ketɐjɑnkɐ
сусідній	sʊsʲidʲnʲii̯
жебрак	ʒebrɑk
лабораторія	ɫɐbɔrɐtɔrʲijɐ
маріуполь	mɐrʲiupɔlʲ
авангард	ɐʋɐnɦɑrd
взаємодія	wzɐjemodʲijɐ
зелен	zɛɫen
неприйнятний	neprei̯nʲɐtnɪi̯
особисто	ɔsɔbɪstɔ
вирізнятися	ʋerʲizʲnʲɑtesʲɐ
менськ	mɛnʲsʲk
мелодіям	meɫɔdʲijɐm
ампер	ɐmpɛr
родовий	rɔdɔʋei̯
пропустити	prɔpʊstɪte
белград	beɫɦrɑd
аванложа	ɐʋɐnɫɔʒɐ
тато	tɑtɔ
нерухомий	nerʊxɔmei̯
узбекистан	ʊzbekestɑn
ультиматум	ʊlʲtemɑtʊm
провокація	prɔwɔkɑt͡sʲijɐ
українізація	ʊkrɐjinʲizɑt͡sʲijɐ
іванови	iʋɐnɔʋe
фагот	fɐɦɔt
ланцюг	ɫɐnʲt͡sʲuɦ
післязавтра	pʲisʲlʲɐzɑu̯trɐ
вогню	woɦnʲu
обідати	obʲidɐte
мавпа	mɑu̯pɐ
названий	nɑzʋɐnei̯
мікрохвильовка	mʲikrɔxʋelʲɔu̯kɐ
епідемічний	epʲidemʲit͡ʃnei̯
бухарест	bʊxɐrɛst
рецесія	ret͡sɛsʲijɐ
козаків	kɔzɐkʲiu̯
делегатка	deɫeɦɑtkɐ
авіаудар	ɐʋʲiɐʊdɑr
прізвище	prʲizʋeʃt͡ʃe
посередництво	pɔserɛdnet͡stwɔ
конфіскація	kɔnʲfʲiskɑt͡sʲijɐ
палестинський	pɐɫestɪnʲsʲkei̯
познайомитися	pɔznɐjɔmetesʲɐ
пролетар	prɔɫetɑr
жодний	ʒɔdnei̯
дієслово	dʲijesɫɔwɔ
авантюра	ɐʋɐnʲtʲurɐ
фізика	fʲizekɐ
україни	ʊkrɐjine
інфекціях	infɛkt͡sʲijɐx
суверенний	sʊʋerɛnːei̯
вино	ʋenɔ
гаятися	ɦɑjɐtesʲɐ
підошов	pʲidɔʃɔu̯
університет	ʊnʲiʋersetɛt
корова	kɔrɔʋɐ
колодязь	kɔɫɔdʲɐzʲ
одномовність	ɔdnɔmɔu̯nʲisʲtʲ
селянка	selʲɑnkɐ
тому	tomu
чотириста	t͡ʃɔtɪrestɐ
казка	kɑzkɐ
організаціє	ɔrɦɐnʲizɑt͡sʲije
кравець	krɐʋɛt͡sʲ
століттях	stolʲitʲːɐx
чоловіком	t͡ʃɔɫɔʋʲikɔm
неодмінний	neodʲmʲinːei̯
продавщиця	prɔdɐu̯ʃt͡ʃɪt͡sʲɐ
австралія	ɐu̯strɑlʲijɐ
імпотенція	impɔtɛnʲt͡sʲijɐ
рацію	rɑt͡sʲijʊ
інший	inʃei̯
дистанційний	destɐnʲt͡sʲii̯nei̯
здогадатися	zdɔɦɐdɑtesʲɐ
хурма	xʊrmɑ
інтелектуальний	inteɫektʊɑlʲnei̯
ізюм	izʲum
зовні	zɔu̯nʲi
смачного	smɐt͡ʃnɔɦɔ
люди	lʲude
змусити	zmusete
цукор	t͡sukɔr
сенс	sɛns
сповільнити	spɔʋʲilʲnete
будучи	budʊt͡ʃe
дипломів	depɫɔmʲiu̯
сповістити	spɔʋʲistɪte
інфекцією	infɛkt͡sʲijejʊ
дружелюбніший	drʊʒelʲubnʲiʃei̯
албанець	ɐɫbɑnet͡sʲ
шкодити	ʃkɔdete
сполучений	spoɫut͡ʃenei̯
автовізок	ɐu̯tɔʋʲizɔk
кібербезпека	kʲiberbezpɛkɐ
лівий	lʲiʋei̯
обшук	ɔbʃʊk
корисність	kɔrɪsʲnʲisʲtʲ
над	nɑd
кочерга	kɔt͡ʃerɦɑ
утраті	ʊtrɑtʲi
записати	zɐpesɑte
труп	trup
чутливість	t͡ʃʊtɫɪʋʲisʲtʲ
абшит	ɐbʃɪt
спора	spɔrɐ
угода	ʊɦɔdɐ
туристка	tʊrɪstkɐ
друкувати	drʊkʊʋɑte
терпіння	terpʲinʲːɐ
неоніла	neonʲiɫɐ
спортсмен	spɔrt͡smɛn
спроможний	sprɔmɔʒnei̯
парк	pɑrk
незрівнянний	nezʲrʲiu̯nʲɑnːei̯
хата	xɑtɐ
прокинутися	prɔkɪnʊtesʲɐ
дівер	dʲiʋer
опанувати	ɔpɐnʊʋɑte
стандарті	stɐndɑrtʲi
таліях	tɑlʲijɐx
баранина	bɐrɑnenɐ
аскет	ɐskɛt
посібник	posʲibnek
звужувати	zwuʒʊʋɐte
кречет	krɛt͡ʃet
брамами	brɑmɐme
нарешті	nɐrɛʃtʲi
топографія	tɔpɔɦrɑfʲijɐ
повільність	pɔʋʲilʲnʲisʲtʲ
діафрагмами	dʲiɐfrɑɦmɐme
випадок	ʋepɑdɔk
зайченятко	zɐi̯t͡ʃenʲɑtkɔ
суботи	sʊbɔte
знаходити	znɐxɔdete
похітливий	pɔxʲitɫɪʋei̯
зара	zɑrɐ
дата	dɑtɐ
десятеро	dɛsʲɐterɔ
продукт	produkt
певною	pɛu̯nɔjʊ
розвальні	rɔzʋɐlʲnʲi
пониззя	pɔnɪzʲːɐ
взірцеві	wzʲirt͡sɛʋʲi
збрехати	zbrexɑte
ідея	idɛjɐ
злодій	zɫɔdʲii̯
безперервний	bezperɛrwnei̯
слова	sɫɔʋɐ
шапка	ʃɑpkɐ
петицію	petɪt͡sʲijʊ
курятина	kurʲɐtenɐ
виростати	ʋerɔstɑte
гаманець	ɦɐmɐnɛt͡sʲ
омела	ɔmeɫɑ
мило	mɪɫɔ
посилювати	pɔsɪlʲʊʋɐte
японія	jɐpɔnʲijɐ
англія	ɑnɦlʲijɐ
регламентувати	reɦɫɐmentʊʋɑte
храм	xrɑm
демократ	demɔkrɑt
завдання	zɐu̯dɑnʲːɐ
банкнота	bɐnknɔtɐ
сперма	spɛrmɐ
личинка	ɫet͡ʃɪnkɐ
числовий	t͡ʃesɫɔʋɪi̯
імпортувати	impɔrtʊʋɑte
безстроковий	bezstrɔkɔʋei̯
оподаткувати	ɔpɔdɐtkʊʋɑte
паралельний	pɐrɐɫɛlʲnei̯
глобальний	ɦɫɔbɑlʲnei̯
звідки	zʲʋʲidke
диван	deʋɑn
утрати	ʊtrɑte
архонт	ɐrxɔnt
баварія	bɐʋɑrʲijɐ
абзац	ɐbzɑt͡s
користь	kɔresʲtʲ
слухачка	sɫʊxɑt͡ʃkɐ
абсцес	ɐbst͡sɛs
передчуття	pered͡ʒt͡ʃʊtʲːɑ
стрічки	stʲrʲit͡ʃke
вирішити	ʋɪrʲiʃete
ненаголошений	nenɐɦɔɫɔʃenei̯
виправляти	ʋeprɐu̯lʲɑte
феє	fɛje
соха	sɔxɑ
гормональний	ɦɔrmɔnɑlʲnei̯
вибачати	ʋebɐt͡ʃɑte
інновація	inːɔʋɑt͡sʲijɐ
рівний	rʲiu̯nei̯
павук	pɐwuk
розбіжний	rozʲbʲiʒnei̯
серце	sɛrt͡se
доріжка	dorʲiʒkɐ
модель	mɔdɛlʲ
референдуми	referɛndʊme
задовольнити	zɐdɔwɔlʲnɪte
авіапатрулювання	ɐʋʲiɐpɐtrʊlʲʊʋɑnʲːɐ
німеччина	nʲimɛt͡ʃːenɐ
плоть	pɫɔtʲ
києва	kɪjeʋɐ
постачити	pɔstɑt͡ʃete
кілограм	kʲiɫɔɦrɑm
неуважний	neʊʋɑʒnei̯
держпозика	derʒpɔzekɐ
абсолютизування	ɐbsɔlʲʊtezʊʋɑnʲːɐ
новини	nɔʋenɪ
горизонт	ɦɔrezɔnt
ландшафт	ɫɐnd͡ʒʃɑft
вівсе	ʋʲiu̯se
неґура	nɛɡʊrɐ
вагання	ʋɐɦɑnʲːɐ
наук	nɐuk
траплятися	trɐplʲɑtesʲɐ
комедіях	kɔmɛdʲijɐx
тріумфальна	tʲrʲiʊmfɑlʲnɐ
джинси	d͡ʒɪnse
службовий	sɫʊʒbɔʋei̯
етимологія	etemɔɫɔɦʲijɐ
рівність	rʲiu̯nʲisʲtʲ
абак	ɐbɑk
лайно	ɫɐi̯nɔ
здатен	zdɑten
раптом	rɑptɔm
співробітниця	sʲpʲiu̯robʲitnet͡sʲɐ
літера	lʲiterɐ
десертові	desɛrtɔʋʲi
розпитати	rɔzpetɑte
бридкий	bredkɪi̯
вдова	wdɔʋɑ
інтерв'ю	interʋju
празник	prɑznek
музикант	mʊzekɑnt
живець	ʒeʋɛt͡sʲ
господарство	ɦɔspɔdɑrstwɔ
станіслав	stɐnʲisɫɑu̯
доторкнутися	dɔtorknutesʲɐ
економічний	ekɔnomʲit͡ʃnei̯
обговорення	ɔbɦɔwɔrenʲːɐ
бензиновий	benzɪnɔʋei̯
непотрібний	nepotʲrʲibnei̯
багряний	bɐɦrʲɑnei̯
тонна	tɔnːɐ
телеглядач	teɫeɦlʲɐdɑt͡ʃ
автомобілістка	ɐu̯tɔmɔbʲilʲistkɐ
дизентерія	dezenterʲijɐ
шкіра	ʃkʲirɐ
автовідповідач	ɐu̯tɔʋʲidpɔʋʲidɑt͡ʃ
рамено	rɐmɛnɔ
оволодівати	ɔwɔɫɔdʲiʋɑte
піп	pʲip
розпізнавальний	rɔzʲpʲiznɐʋɑlʲnei̯
гріб	ɦrʲib
оглядини	ɔɦlʲɑdene
навчати	nɐu̯t͡ʃɑte
монах	mɔnɑx
талановитий	tɐɫɐnɔʋɪtei̯
горобець	ɦɔrɔbɛt͡sʲ
внаслідок	wnɑsʲlʲidɔk
абстрактний	ɐbstrɑktnei̯
декілька	dɛkʲilʲkɐ
енергіє	enɛrɦʲije
підпорядковувати	pʲidpɔrʲɐdkɔwʊʋɐte
правдивий	prɐu̯dɪʋei̯
автовагон	ɐu̯tɔʋɐɦɔn
ґрунт	ɡrunt
писанка	pɪsɐnkɐ
стабілізація	stɐbʲilʲizɑt͡sʲijɐ
неба	nɛbɐ
створювати	stwɔrʲʊʋɐte
мелодією	meɫɔdʲijejʊ
оцих	ɔt͡sɪx
абажур	ɐbɐʒur
винокур	ʋenokur
отримувати	ɔtrɪmʊʋɐte
частіше	t͡ʃɐsʲtʲiʃe
плюш	plʲuʃ
щока	ʃt͡ʃɔkɑ
салдат	sɐɫdɑt
всередині	ʍserɛdenʲi
чимось	t͡ʃɪmɔsʲ
невидимий	neʋɪdemei̯
передумова	peredʊmɔʋɐ
знедолювати	znedɔlʲʊʋɐte
вітчизняний	ʋʲit͡ʃːɪzʲnʲɐnei̯
вираз	ʋɪrɐz
автобан	ɐu̯tɔbɑn
стезя	stezʲɑ
ту	tu
таджикистан	tɐd͡ʒekestɑn
маргіналізувати	mɐrɦʲinɐlʲizʊʋɑte
заздалегідь	zɐzdɐɫeɦʲidʲ
позитивний	pɔzetɪu̯nei̯
камінь	kɑmʲinʲ
секція	sɛkt͡sʲijɐ
полководець	pɔɫkɔwɔdet͡sʲ
пацієнт	pɐt͡sʲijɛnt
горн	ɦɔrn
вуста	wʊstɑ
різнитися	rʲiznɪtesʲɐ
щоці	ʃt͡ʃot͡sʲi
незнайомка	neznɐjɔmkɐ
поїти	pɔjite
двоє	dwɔje
спрага	sprɑɦɐ
десертам	desɛrtɐm
почати	pɔt͡ʃɑte
інакше	inɑkʃe
плем'я	pɫɛmjɐ
подякувати	pɔdʲɑkʊʋɐte
