secretive	sˈiːkɹətˌɪv
wombs	wˈuːmz
conditioner	kəndˈɪʃənɐ
pasha	pˈæʃɐ
parsec	pˈɑːsɛk
ledge	lˈɛdʒ
clip	klˈɪp
oxygenated	ˈɒksɪdʒənˌeɪtɪd
fornicating	fˈɔːnɪkˌeɪtɪŋ
headsets	hˈɛdsɛts
modestly	mˈɒdəstli
colour	kˈʌlɐ,kˈɐlə
eupatorium	jˌuːpɐtˈɔːɹiəm
conurbations	kɒnəbˈeɪʃənz
dedications	dˌɛdɪkˈeɪʃənz
fiendish	fˈiːndɪʃ
adopts	ɐdˈɒpts
reimbursements	ɹˌiːɪmbˈɜːsmənts
undies	ˈʌndiz
squeamish	skwˈiːmɪʃ
wickerwork	wˈɪkəwˌɜːk
habiliments	hˈæbɪlˌɪmənts
exported	ɛkspˈɔːtɪd
bipolar	baɪpˈəʊlɐ
rightful	ɹˈaɪtfəl
untiring	ʌntˈaɪəɹɪŋ
gingerly	dʒˈɪndʒəli
sadists	sˈeɪdɪsts
athletes	ˈæθlˌiːts,ˈæθliːts
audiologist	ˌɔːdɪˈɒlədʒˌɪst
nuthatch	nˈʌθætʃ
ceding	sˈiːdɪŋ
stroke	stɹˈəʊk
stakeholder	stˈeɪkhəʊldɐ
anoint	ɐnˈɔɪnt
roadsters	ɹˈəʊdstəz
complimenting	kˈɒmplɪməntɪŋ
earpieces	ˈiəpiːsɪz
spongers	spˈʌndʒəz
jobs	dʒˈɒbz
combusts	kəmbˈʌsts
hijinks	hˈaɪdʒɪŋks
polarises	pˈəʊləɹˌaɪzɪz
misfortunes	mɪsfˈɔːtʃuːnz
communitarian	kəmjˌuːnɪtˈeəɹiən
sweetbreads	swˈiːtbɹɛdz
unsmiling	ʌnsmˈaɪlɪŋ
lineaments	lˈɪniəmənts
communion	kəmjˈuːniən,kəmjˈuːnjən
overdrive	ˈəʊvədɹˌaɪv
ethnography	ɛθnˈɒɡɹəfi
respirators	ɹɪspˈɪɹeɪtəz
drapes	dɹˈeɪps
cruciform	kɹˈuːsɪfˌɔːm
toking	tˈəʊkɪŋ
gary	gˈæɹi
volleyed	vˈɒlɪd
confession	kənfˈɛʃən
wireman	wˈaɪəmən
appearing	ɐpˈiəɹɪŋ,əpˈɪəɹɪŋ
curiosities	kjˌʊɹɪˈɒsɪtiz
cypresses	sˈaɪpɹəsɪz
ovipositor	ˈəʊvɪpˌɒsɪtɐ
virago	vɜːɹˈeɪɡəʊ
cleans	klˈiːnz
tussocky	tˈʌsəkˌi
osteogenesis	ˌɒstɪəʊdʒˈɛnɪsˌɪs
softening	sˈɒfənɪŋ
countenanced	kˈaʊntənənst
shipping	ʃˈɪpɪŋ
apostrophe	əpˈɒstɹəfi,ɐpˈɒstɹəfi
ballista	bɐlˈɪstɐ
lecture	lˈɛktʃə,lˈɛktʃɐ
sawflies	sˈɔːflaɪz
disgracefully	dɪsɡɹˈeɪsfəli
permed	pˈɜːmd
sitcom	sˈɪtkɒm
interviewed	ˈɪntəvjˌuːd
pursue	pəsjˈuː
trimmed	tɹˈɪmd
doggedness	dˈɒɡɪdnəs
antidotes	ˈæntɪdˌəʊts
tumour	tjˈuːmə,tjˈuːmɐ
chances	tʃˈɑːnsɪz
torrid	tˈɒɹɪd
impeller	ɪmpˈɛlɐ
palmistry	pˈɑːmɪstɹi
manicured	mˈænɪkjˌɔːd
parodies	pˈæɹədɪz
bastes	bˈeɪsts
birdies	bˈɜːdɪz
destructs	dɪstɹˈʌkts
overhand	ˌəʊvəhˈænd
sequence	sˈiːkwəns
pioneered	paɪənˈiəd
umbrage	ˈʌmbɹɪdʒ
exponentially	ˌɛkspənˈɛnʃəlˌi
balking	bˈɔːlkɪŋ
profiterole	pɹəfˈɪtəɹˌəʊl
lauder	lˈɔːdɐ
sacrament	sˈækɹəmənt
multiples	mˈʌltɪpəlz
cookers	kˈʊkəz
collage	kɒlˈɑːʒ
mullah	mˈʌlɐ
successors	səksˈɛsəz
avoided	ɐvˈɔɪdɪd,əvˈɔɪdɪd
circulated	sˈɜːkjʊlˌeɪtɪd
scholasticism	skəlˈɑːstɪsˌɪzəm
sweats	swˈɛts
convergence	kənvˈɜːdʒəns
fluxions	flˈʌkʃənz
disparaging	dɪspˈæɹɪdʒɪŋ
sites	sˈaɪts
yielded	jˈiːldɪd
oiks	ˈɔɪks
disrobe	dɪsɹˈəʊb
hairier	hˈeəɹɪɐ
superstrong	sˈuːpəstɹˌɒŋ
stomped	stˈɒmpt
gyro	dʒˈaɪɹəʊ
kilobytes	kˈɪləbˌaɪts
shortens	ʃˈɔːtənz
salver	sˈælvɐ
victimless	vˈɪktɪmləs
uncertainties	ʌnsˈɜːtəntɪz
nimbly	nˈɪmbli
bluecoat	blˈuːkəʊt
flails	flˈeɪlz
commons	kˈɒmənz
lawn	lˈɔːn
keepsake	kˈiːpseɪk
cultivars	kˈʌltɪvˌɑːz
conjugation	kˌɒndʒuːɡˈeɪʃən
suitors	sˈuːtəz
gaur	ɡˈɔː
regatta	ɹɪɡˈætɐ
resuscitation	ɹɪsˌʌsɪtˈeɪʃən
roulette	ɹuːlˈɛt
declared	dɪklˈeəd,dɪklˈɛəd
staining	stˈeɪnɪŋ
impediments	ɪmpˈɛdɪmənts
moonscape	mˈuːnskeɪp
conceptually	kənsˈɛptʃuːəli
leak	lˈiːk
ginger	dʒˈɪndʒə,dʒˈɪndʒɐ
etymologies	ˌɛtɪmˈɒlədʒɪz
bikers	bˈaɪkəz
paperclip	pˈeɪpəklˌɪp
matchstick	mˈætʃstɪk
swindled	swˈɪndəld
buckaroos	bˈʌkɐɹˌuːz
humiliates	hjuːmˈɪlɪˌeɪts
missives	mˈɪsɪvz
motorways	mˈəʊtəwˌeɪz
hawser	hˈɔːzɐ
enquiry	ɛnkwˈaɪəɹi,ɪnkwˈaɪəɹi
slags	slˈæɡz
breakfasting	bɹˈɛkfəstɪŋ
copulate	kˈɒpjʊlˌeɪt
mortaring	mˈɔːteəɹɪŋ
sevenths	sˈɛvənθs
lego	lˈɛgəʊ
washtub	wˈɒʃtʌb
fesses	fˈɛsɪz
consistency	kənsˈɪstənsi
crybaby	kɹˈaɪbeɪbi
peon	pˈiːən
telegraphing	tˈɛlɪɡɹˌæfɪŋ
bijouterie	baɪdʒˈaʊtəɹi
yak	jˈæk
virtu	vˈɜːtuː
cripple	kɹˈɪpəl
latticework	lˈætɪswˌɜːk
emissary	ˈɛmɪsəɹi
persuader	pəswˈeɪdɐ
meteors	mˈiːtɪəz
warblers	wˈɔːbləz
henderson	hˈɛndəsən
lasciviousness	lɐsˈɪvɪəsnəs
ryan	ɹˈaɪən
cranes	kɹˈeɪnz
craig	kɹˈeɪg
fleck	flˈɛk
panted	pˈɑːntɪd
upholder	ʌphˈəʊldɐ
crazing	kɹˈeɪzɪŋ
phobias	fˈəʊbiəz
numbed	nˈʌmd
underlings	ˈʌndəlˌɪŋz
tuxedo	tʌksˈiːdəʊ
cheep	tʃˈiːp
quailing	kwˈeɪlɪŋ
productions	pɹədˈɐkʃənz,pɹədˈʌkʃənz
antipathy	æntˈɪpəθˌi
caster	kˈɑːstɐ
measuring	mˈɛʒəɹɪŋ
peyote	pˈeɪəʊt
subsidence	sˈʌbsɪdəns
transposable	tɹænspˈəʊzəbəl
volleying	vˈɒlɪɪŋ
poachers	pˈəʊtʃəz
centrefold	sˈɛntɹɪfˌəʊld
transfer	tɹˈænsfɜː,tɹænsfˈɜː
learner	lˈɜːnɐ,lˈɜːnə
autographically	ˌɔːtəʊɡɹˈæfɪkli
wavy	wˈeɪvi
anorexia	ˌænɔːɹˈɛksiə
entombment	ɛntˈuːmmənt
egoist	ˈiːɡəʊˌɪst
expendables	ɛkspˈɛndəbəlz
horary	həɹˈɑːɹi
witter	wˈɪtɐ
unconditional	ʌnkəndˈɪʃənəl
chief	tʃˈiːf
breadboard	bɹˈɛdbɔːd
shalt	ʃˈælt
carapace	kˈæɹɐpˌeɪs
aquatints	əkwˈætɪnts
braided	bɹˈeɪdɪd
bitterness	bˈɪtənəs
galah	ɡˈælɐ
actress	ˈæktɹəs,ˈæktɹɪs
mandating	mændˈeɪtɪŋ
strayed	stɹˈeɪd
bloodhound	blˈʌdhaʊnd
chetah	tʃˈiːtə
mixers	mˈɪksəz
sabbaticals	sæbˈætɪkəlz
illegitimately	ɪlədʒˈɪtɪmətli
tonally	tˈəʊnəli
pterosaurs	tˈɛɹəsˌɔːz
dell	dˈɛl
collars	kˈɒləz
panther	pˈɑːnθɐ,pˈænθə
fineness	fˈaɪnnəs
lorn	lˈɔːn
crumhorn	kɹˈʌmhɔːn
glazed	glˈeɪzd,ɡlˈeɪzd
witticism	wˈɪtɪsˌɪzəm
gooiest	ɡˈuːɪəst
dis	dˈɪs
cesspool	sˈɛspuːl
railwaymen	ɹˈeɪlweɪmˌɛn
nutcrackers	nˈʌtkɹækəz
blanched	blˈɑːntʃt
electrocardiography	ɪlˌɛktɹəʊkˌɑːdɪˈəʊɡɹəfi
morgen	mˈɔːdʒən
discharge	dˈɪstʃˌɑːdʒ,dɪstʃˈɑːdʒ
cows	kˈaʊz
bud	bˈʌd,bˈɐd
townsmen	tˈaʊnzmɛn
darkened	dˈɑːkənd
rutherfordium	ɹˌuːðəfˈɔːdiəm
slippery	slˈɪpəɹi
equated	ɪkwˈeɪtɪd
worryingly	wˈʌɹɪɪŋli
salaam	sˈælɑːm
cackled	kˈækəld
crafty	kɹˈɑːfti
moodily	mˈuːdɪli
becquerel	bˈɛkwəɹəl
lauding	lˈɔːdɪŋ
ameliorate	ɐmˈiːliəɹˌeɪt
fighting	fˈaɪtɪŋ
antique	æntˈiːk
abscond	əbskˈɒnd,ɐbskˈɒnd
differentiable	dˈɪfəɹˌɛnʃɪəbəl
facsimiles	fæksˈɪmɪlˌɪz
chlorine	klˈɔːɹiːn
arising	əɹˈaɪzɪŋ,ɐɹˈaɪzɪŋ
waltzer	wˈɒltsɐ
cannonballs	kˈænənbˌɔːlz
disrupter	dɪsɹˈʌptɐ
mountebank	mˈaʊntɪbˌæŋk
shoplifting	ʃˈɒplɪftɪŋ
axon	ˈæksɒn
moos	mˈuːz
workhorse	wˈɜːkhɔːs
archaeologist	ˌɑːkiːˈɒlədʒˌɪst
jackanapes	dʒˈækɐnˌeɪps
reciting	ɹɪsˈaɪtɪŋ
sago	sˈeɪɡəʊ
retrievable	ɹɪtɹˈiːvəbəl
musician	mjuːzˈɪʃən
fabulously	fˈæbjʊləsli
zookeeper	zˈʊkiːpɐ
technical	tˈɛknɪkəl
stacker	stˈækɐ
pureed	pjˈɔːɹeɪd
peppery	pˈɛpəɹi
attracting	ɐtɹˈæktɪŋ
folklorists	fˈəʊklɔːɹˌɪsts
phenom	fˈɛnəm
stammers	stˈæməz
gowan	ɡˈaʊən
rapt	ɹˈæpt
reexamining	ɹiːɛɡzˈæmɪnɪŋ
isleworth	ˈaɪzəlwɜːθ
wastes	wˈeɪsts
pennyworth	pˈɛnɪwˌɜːθ
deadheading	dˈɛdhɛdɪŋ
possessors	pəzˈɛsəz
namely	nˈeɪmli
bellarmine	bˈɛlɑːmˌaɪn
bluestocking	blˈuːstɒkɪŋ
extramarital	ˈɛkstɹəmˌæɹɪtəl
housebreakers	hˈaʊsbɹeɪkəz
squelching	skwˈɛltʃɪŋ
downloadable	dˈaʊnlˌəʊdɪbəl,dˈaʊnləʊdəbəl
manumission	mˌænjuːmˈɪʃən
vaccinations	vˌæksɪnˈeɪʃənz
balked	bˈɔːlkt
interfere	ˌɪntəfˈiə,ˌɪntəfˈɪə
melt	mˈɛlt
calliper	kˈælɪpɐ
harmoniously	hɑːmˈəʊnɪəsli
remitting	ɹiːmˈɪtɪŋ
vouchsafe	vˈaʊtʃseɪf
unnecessarily	ʌnnˌɛsɪsˈɛɹəli
agriculturalists	ˈæɡɹɪkˌʌltʃəɹəlˌɪsts
atria	ˈætɹiɐ
surveys	səvˈeɪz,sˈɜːvˌeɪz
reborn	ɹɪbˈɔːn
relieves	ɹɪlˈiːvz
immortalising	ɪmˈɔːtəlˌaɪzɪŋ
comedy	kˈɒmədi
operatic	ˌɒpəɹˈætɪk
redistributed	ɹˌiːdɪstɹˈɪbjuːtɪd
complacently	kəmplˈeɪsəntli
honolulu	hˌɒnəlˈuːluː
trundles	tɹˈʌndəlz
nylon	nˈaɪlˌɒn,nˈaɪlɒn
businesslike	bˈɪznəslˌaɪk
trims	tɹˈɪmz
shoeless	ʃˈuːləs
divas	dˈiːvəz
analyze	ˈænəlˌaɪz
compensations	kˌɒmpənsˈeɪʃənz
demilitarisation	diːmˌɪlɪtəɹaɪzˈeɪʃən
bob	bˈɒb
leapfrogged	lˈiːpfɹɒɡd
boas	bˈəʊəz
disruption	dɪsɹˈʌpʃən,dɪsɹˈɐpʃən
upstage	ʌpstˈeɪdʒ
palestine	pˈæləstˌaɪn
lowest	lˈəʊɪst,lˈəʊəst
existentialism	ɛɡzɪstˈɛnʃɪəlˌɪzəm
plunged	plˈʌndʒd
displease	dɪsplˈiːz
sins	sˈɪnz
creepily	kɹˈiːpɪli
pucks	pˈʌks
sequels	sˈiːkwəlz
kern	kˈɜːn
uttermost	ˈʌtəmˌəʊst
overindulgent	ˌəʊvəɹɪndˈʌldʒənt
plumpest	plˈʌmpəst
gunplay	ɡˈʌnpleɪ
deportment	dɪpˈɔːtmənt
snugness	snˈʌɡnəs
nerval	nˈɜːvəl
skylark	skˈaɪlɑːk
bided	bˈaɪdɪd
div	dˈɪv
improver	ɪmpɹˈuːvɐ
horticulture	hˈɔːtɪkˌʌltʃɐ
politician	pˌɒlɪtˈɪʃən
disassociation	dˌɪsɐsˈəʊsɪˈeɪʃən
sojourned	sˈəʊdʒɜːnd
roaster	ɹˈəʊstɐ
susceptibilities	səsˌɛptɪbˈɪlɪtiz
bonhomie	bˈɒnəmˌiː
perimeters	pəɹˈɪmɪtəz
greenfly	ɡɹˈiːnflaɪ
phoniness	fˈəʊnɪnəs
bobsledding	bˈɒbslɛdɪŋ
juxtapositions	dʒˌʌkstɐpəzˈɪʃənz
pyres	pˈaɪəz
commendably	kəmˈɛndəbli
bye	bˈaɪ
smudges	smˈʌdʒɪz
stipe	stˈaɪp
proportionable	pɹəpˈɔːʃənəbəl
eaten	ˈiːtən
tiddlywinks	tˈɪdlɪwˌɪŋks
guesting	ɡˈɛstɪŋ
tags	tˈægz,tˈæɡz
wisecracks	wˈaɪskɹæks
grope	ɡɹˈəʊp,gɹˈəʊp
counsellor	kˈaʊnsɛlɐ
meringue	məɹˈæŋ
atheistic	ˌeɪθɪˈɪstɪk
ignorant	ˈɪɡnəɹənt,ˈɪgnəɹənt
caballero	kˌæbɐlˈeəɹəʊ
fats	fˈæts
synagogue	sˈɪnɐɡˌɒɡ
jacobus	dʒˈækɒbəs
distinct	dɪstˈɪŋkt
wiliest	wˈaɪliəst
stationers	stˈeɪʃənəz
defendant	dɪfˈɛndənt
locally	lˈəʊkəli
formlessness	fˈɔːmləsnəs
indications	ˌɪndɪkˈeɪʃənz
innovator	ˈɪnəvˌeɪtɐ
bison	bˈaɪsən
resurrecting	ɹɪsəɹˈɛktɪŋ
gilberts	ɡˈɪlbəts
unsatisfying	ʌnsˈætɪsfˌaɪɪŋ
network	nˈɛtwɜːk,nˈɛtwˌɜːk
impassively	ɪmpˈɑːsɪvli
hooted	hˈuːtɪd
mosh	mˈɒʃ
hypertrophy	hˈaɪpətɹəfi
invigoration	ɪnvˌɪɡəɹˈeɪʃən
kestrel	kˈɛstɹəl
crude	kɹˈuːd
hippopotami	hˌɪpəpətˈɑːmi
litigating	lˈɪtɪɡˌeɪtɪŋ
enters	ˈɛntəz
wobble	wˈɒbəl
produced	pɹədjˈuːst
madrigal	mˈædɹɪɡəl
bobtails	bˈɒbteɪlz
switcher	swˈɪtʃɐ
buckled	bˈʌkəld
hotspots	hˈɒtspɒts
whapping	wˈæpɪŋ
unless	ʌnlˈɛs,ɐnlˈɛs
dopiest	dˈəʊpɪəst
glycerine	ɡlˈɪsəɹˌiːn
cramping	kɹˈæmpɪŋ
retrieves	ɹɪtɹˈiːvz
coning	kˈəʊnɪŋ
submarine	sˈʌbməɹˌiːn
bowstring	bˈəʊstɹɪŋ
fissure	fˈɪʃɐ
remnant	ɹˈɛmnənt
marina	məɹˈiːnə,məɹˈiːnɐ
astrolabe	ˈæstɹəlˌeɪb
outdid	aʊtdˈɪd
tuckered	tˈʌkəd
healed	hˈiːld
orchards	ˈɔːtʃədz
aviatrix	ˌeɪvɪˈeɪtɹɪks
uptakes	ˈʌpteɪks
mascot	mˈæskɒt
pensioning	pˈɛnʃənɪŋ
jinxes	dʒˈɪŋksɪz
archivists	ˈɑːkaɪvˌɪsts
agonisingly	ˈæɡənˌaɪzɪŋli
stigmatising	stˈɪɡmɐtˌaɪzɪŋ
shmooze	ˌɛsˈeɪtʃmˈuːz
radicals	ɹˈædɪkəlz
locate	ləʊkˈeɪt,lˈəʊkˌeɪt
razorback	ɹˈeɪzəbˌæk
tireless	tˈaɪələs
bonanzas	bənˈænzəz
wattle	wˈɒtəl
hatband	hˈætbænd
pillocks	pˈɪləks
humectant	hjˈuːmɛktənt
radical	ɹˈædɪkəl
flasks	flˈɑːsks
aw	ˈɔː
jokiest	dʒˈəʊkɪəst
hay	hˈeɪ
papers	pˈeɪpəz
article	ˈɑːtɪkəl
steepest	stˈiːpəst
reworked	ɹɪwˈɜːkt
lionise	lˈaɪənaɪz
rinds	ɹˈaɪndz
characterised	kˈæɹɪktəɹˌaɪzd
mary	mˈɛəɹi
stag	stˈæɡ,stˈæg
nothingness	nˈʌθɪŋnəs
caravel	kˈæɹævəl
candy	kˈændi
flagstones	flˈæɡstəʊnz
magnifying	mˈæɡnɪfˌaɪɪŋ
satire	sˈætaɪə
truth	tɹˈuːθ
silliness	sˈɪlinəs
transpiration	tɹænspəɹˈeɪʃən
scrape	skɹˈeɪp
decals	dɪkˈælz
assert	ɐsˈɜːt,əsˈɜːt
locker	lˈɒkə,lˈɒkɐ
valorous	vˈæləɹəs
cabriole	kˈæbɹɪˌəʊl
enlargements	ɛnlˈɑːdʒmənts
banns	bˈænz
rainforest	ɹˈeɪnfˌɒɹɪst
february	fˈɛbjʊəɹi,fˈɛbɹʊəɹi
plaits	plˈeɪts
transparently	tɹænspˈæɹəntli
residue	ɹˈɛsɪdjˌuː,ɹˈɛzɪdjˌuː
hundredweights	hˈʌndɹɪdwˌeɪts
wry	ɹˈaɪ
urologist	jɔːɹˈɒlədʒˌɪst
euonymus	jˈuːənˌɪməs
grandad	ɡɹˈændæd
guava	gwˈɑːvə,ɡwˈɑːvɐ
tanking	tˈæŋkɪŋ
version	vˈɜːʒən,vˈɜːʃən
creased	kɹˈiːsd
talking	tˈɔːkɪŋ
trimaran	tɹˈaɪməɹˌæn
pounded	pˈaʊndɪd
covens	kˈʌvənz
advisors	ɐdvˈaɪzəz,ədvˈaɪzəz
design	dɪzˈaɪn
tana	tˈɑːnɐ
bargains	bˈɑːɡɪnz,bˈɑːgɪnz
equalises	ˈiːkwəlˌaɪzɪz
conflagrations	kɒnflɐɡɹˈeɪʃənz
misusing	mɪsjˈuːzɪŋ
financier	faɪnˈænsɪɐ
wogs	wˈɒɡz
fount	fˈaʊnt
demotivated	dɪmˈəʊtɪvˌeɪtɪd
furcula	fˈɜːkjʊlɐ
gingivitis	dʒˌɪŋɡɪvˈaɪtɪs
forwarding	fˈɔːwədɪŋ
scrapper	skɹˈæpɐ
dingle	dˈɪŋɡəl
hornpipe	hˈɔːnpaɪp
constant	kˈɒnstənt
overstretching	ˌəʊvəstɹˈɛtʃɪŋ
reefer	ɹˈiːfɐ
registrants	ɹˈɛdʒɪstɹənts
wolfhounds	wˈʊlfhaʊndz
soldiery	sˈəʊldɪəɹi
prepay	pɹiːpˈeɪ,pɹɪpˈeɪ
stacks	stˈæks
cellar	sˈɛlə,sˈɛlɐ
blindfolds	blˈaɪndfəʊldz
trigger	tɹˈɪgə,tɹˈɪɡɐ
fountainhead	fˈaʊntɪnhˌɛd
spinsterish	spˈɪnstəɹɪʃ
adventurists	ɐdvˈɛntʃəɹˌɪsts
kitsch	kˈɪtʃ
suggesting	sədʒˈɛstɪŋ
analyzed	ˈænəlˌaɪzd
archdeacon	ˌɑːtʃdˈiːkən
obscured	ɒbskjˈɔːd
denials	dɪnˈaɪəlz
roosting	ɹˈuːstɪŋ
clinging	klˈɪŋɪŋ
unventilated	ʌnvˈɛntɪlˌeɪtɪd
ribcage	ɹˈɪbkeɪdʒ
chauffeuring	ʃəʊfˈɜːɹɪŋ
tying	tˈaɪɪŋ
mythological	mˌɪθəlˈɒdʒɪkəl
tablecloths	tˈeɪbəlklˌɒθs
gating	ɡˈeɪtɪŋ
import	ˈɪmpˌɔːt,ɪmpˈɔːt
nationalism	nˈæʃənəlˌɪzəm
sulfide	sˈʌlfaɪd
exceed	ɪksˈiːd,ɛksˈiːd
parol	pˈæɹɒl
tatty	tˈæti
hurdle	hˈɜːdəl
thick	θˈɪk
minimises	mˈɪnɪmˌaɪzɪz
collaborationist	kəlˌæbəɹˈeɪʃənˌɪst
bailout	bˈeɪlaʊt
pests	pˈɛsts
traveler	tɹˈævələ
avail	əvˈeɪl,ɐvˈeɪl
aficionado	ɐfˌɪʃənˈɑːdəʊ
inverting	ɪnvˈɜːtɪŋ
lifesaving	lˈaɪfseɪvɪŋ
consciousness	kˈɒnʃəsnɪs,kˈɒnʃəsnəs
sores	sˈɔːz
neonate	nˈiːəʊnˌeɪt
tavern	tˈævən
hullabaloo	hˈʌlɐbˌæluː
escort	ˈɛskˌɔːt,ɪskˈɔːt
piles	pˈaɪlz
portability	pˌɔːtəbˈɪlɪti
aliveness	ɐlˈaɪvnəs
spellings	spˈɛlɪŋz
bogeymen	bˈəʊɡaɪmˌɛn
aerated	eəɹˈeɪtɪd
ravaged	ɹˈævɪdʒd
leek	lˈiːk
forestalling	fɔːstˈɔːlɪŋ
plaid	plˈeɪd
culminates	kˈʌlmɪnˌeɪts
peregrinations	pˌɛɹəɡɹɪnˈeɪʃənz
playschool	plˈeɪskuːl
cookery	kˈʊkəɹi
belle	bˈɛl
unstressed	ʌnstɹˈɛst
meccas	mˈɛkəz
catastrophes	kɐtˈæstɹəfɪz
strongmen	stɹˈɒŋmɛn
warriors	wˈɒɹɪəz
fraying	fɹˈeɪɪŋ
sternum	stˈɜːnəm
madagascar	mˌædægˈæskə
plot	plˈɒt
paddles	pˈædəlz
writer	ɹˈaɪtɐ,ɹˈaɪtə
aerobically	eəɹˈəʊbɪkli
comparatives	kəmpˈæɹətˌɪvz
anoints	ɐnˈɔɪnts
warehousemen	wˈeəhaʊsˌɛmɛn
clunker	klˈʌŋkɐ
mollified	mˈɒlɪfˌaɪd
museum	mjuːzˈiəm,mjuːzˈɪəm
donga	dˈɒŋɡɐ
patchy	pˈætʃi
calculate	kˈælkjʊlˌeɪt
lathes	lˈeɪðz
reseller	ɹiːsˈɛlə,ɹiːsˈɛlɐ
solicit	səlˈɪsɪt
shelducks	ʃˈɛldʌks
passengers	pˈæsɪndʒəz,pˈæsəndʒəz
snugger	snˈʌɡɐ
edicts	ˈiːdɪkts
emigrating	ˈɛmɪɡɹˌeɪtɪŋ
tribulations	tɹˌɪbjʊlˈeɪʃənz
noons	nˈuːnz
hydra	hˈaɪdɹɐ
colectomy	kəlˈɛktəmˌi
cagoule	kˈæɡuːl
heterogeneous	hɛtɹˈəʊdʒənˌiəs
chopsticks	tʃˈɒpstɪks
sharkskin	ʃˈɑːkskɪn
slaking	slˈeɪkɪŋ
puffing	pˈʌfɪŋ
foreseen	fɔːsˈiːn
russets	ɹˈʌsɛts
underpay	ˌʌndəpˈeɪ
rescued	ɹˈɛskjuːd
soup	sˈuːp
sunbathe	sˈʌnbeɪð
recurrent	ɹɪkˈʌɹənt
overwhelms	ˌəʊvəwˈɛlmz
sort	sˈɔːt
fanatic	fənˈætɪk,fɐnˈætɪk
carpals	kˈɑːpəlz
rumblings	ɹˈʌmblɪŋz
dales	dˈeɪlz
automated	ˈɔːtəmˌeɪtɪd
ponies	pˈəʊnɪz
regards	ɹɪɡˈɑːdz,ɹɪgˈɑːdz
mittens	mˈɪtənz
user	jˈuːzɐ,jˈuːzə
protractor	pɹətɹˈæktɐ
terrified	tˈɛɹɪfˌaɪd
tephra	tˈɛfɹɐ
standardise	stˈændədˌaɪz
wary	wˈeəɹi,wˈɛəɹi
lorna	lˈɔːnə
firesides	fˈaɪəsaɪdz
larry	lˈæɹi
dustless	dˈʌstləs
sinks	sˈɪŋks
shushing	ʃˈʌʃɪŋ
requiems	ɹˈɛkwɪˌɛmz
rogers	ɹˈɒdʒəz
flagships	flˈæɡʃɪps
crooners	kɹˈuːnəz
at	ət,ˈæt
brighten	bɹˈaɪtən
overturn	ˌəʊvətˈɜːn
cheque	tʃˈɛk
networking	nˈɛtwˌɜːkɪŋ,nˈɛtwɜːkɪŋ
punctured	pˈʌŋktʃəd
liquidiser	lˈɪkwɪdˌaɪzɐ
armours	ˈɑːməz
decline	dɪklˈaɪn
fascinations	fˌæsɪnˈeɪʃənz
ciphers	sˈaɪfəz
skilled	skˈɪld
filaments	fˈɪləmənts
chuffs	tʃˈʌfs
newborns	njˈuːbɔːnz
kyles	kˈaɪlz
cystitis	sɪstˈaɪtɪs
justifies	dʒˈʌstɪfˌaɪz
numbers	nˈɐmbəz,nˈʌmbəz
billow	bˈɪləʊ
cutoff	kˈʌtɒf
daunted	dˈɔːntɪd
dumbwaiter	dˈʌmweɪtɐ
conclusively	kənklˈuːsɪvli
pugilism	pjˈuːdʒɪlˌɪzəm
titbit	tˈɪtbɪt
streamlines	stɹˈiːmlaɪnz
nincompoop	nˈɪnkəmpˌuːp
stratospheric	stɹˌætəsfˈɛɹɪk
doses	dˈəʊsɪz
earth	ˈɜːθ
bondage	bˈɒndɪdʒ
mullen	mˈʌlən
miscellaneous	mˌɪsəlˈeɪnɪəs,mˌɪsəlˈeɪniəs
chaffing	tʃˈæfɪŋ
burt	bˈɜːt
bearding	bˈiədɪŋ
premiere	pɹˈɛmɪˌɛə,pɹˈɛmɪə,pɹˌɛmiˈeə
sirocco	sɪɹˈɒkəʊ
occipital	ˈɒksɪpˌɪtəl
breakdown	bɹˈeɪkdaʊn,bɹˈeɪkdˌaʊn
adverted	ɐdvˈɜːtɪd
rev	ɹˈɛv
warrantee	wˈɒɹɑːntˌiː
enchantments	ɛntʃˈɑːntmənts
filets	fˈɪləts
foundling	fˈaʊndlɪŋ
resourcefulness	ɹɪzˈɔːsfəlnəs
distrustful	dɪstɹˈʌstfəl
idiom	ˈɪdɪəm
kittiwake	kˈɪtɪwˌeɪk
adoringly	ɐdˈɔːɹɪŋli
creates	kɹiːˈeɪts
birthmarks	bˈɜːθmɑːks
khat	kˈɑːt
circumscribed	sˈɜːkəmskɹˌaɪbd
prognosis	pɹɒɡnˈəʊsɪs
unfaithful	ʌnfˈeɪθfəl
signposted	sˈaɪnpəʊstɪd
win	wˈɪn
invitingly	ɪnvˈaɪtɪŋli
statuesque	stˌætʃuːˈɛsk
monosyllabic	mˌɒnəʊsɪlˈæbɪk
musicologist	mjˌuːzɪkˈɒlədʒˌɪst
strongholds	stɹˈɒŋhəʊldz
stews	stjˈuːz
dozy	dˈəʊzi
wastefulness	wˈeɪstfəlnəs
freshened	fɹˈɛʃənd
actualised	ˈæktʃuːəlˌaɪzd
parquet	pˈɑːkeɪ
guileful	ɡˈaɪlfəl
carling	kˈɑːlɪŋ
speculator	spˈɛkjʊlˌeɪtɐ
sinfonia	sɪnfˈəʊniə
handlebar	hˈændəlbˌɑː
unbolt	ʌnbˈəʊlt
lungs	lˈʌŋz,lˈɐŋz
