pcion	pt͡ɕɔn
zdrada	zdrada
ziemianek	ʑɛmʲanɛk
zawieszony	zavʲɛʂɔnɨ
siarce	ɕart͡sɛ
leninowiec	lɛɲinɔvʲɛt͡s
klupś	klupɕ
przegraj	pʂɛɡraj
roztrzeplin	rɔstʂɛplʲin
bzdur	bzdur
sypniewicz	sɨpɲɛvʲit͡ʂ
skrócić	skrut͡ɕit͡ɕ
złotego	zwɔtɛɡɔ
piluś	pʲiluɕ
gut	ɡut
grzymek	ɡʐɨmɛk
kurde	kurdɛ
pozwolisz	pɔzvɔlʲiʂ
przedać	pʂɛdat͡ɕ
szyberdach	ʂɨbɛrdax
skwierz	skfʲɛʂ
słonawy	swɔnavɨ
tyranka	tɨranka
piasto	pʲastɔ
strunach	strunax
mątwiami	mɔntfʲamʲi
elastyczny	ɛlastɨt͡ʂnɨ
dzwoniła	d͡zvɔɲiwa
wznoszenie	vznɔʂɛɲɛ
kobielarz	kɔbʲɛlaʂ
śląca	ɕlɔnt͡sa
ryczkowski	rɨt͡ʂkɔfskʲi
przekręt	pʂɛkrɛnt
sraczka	srat͡ʂka
filmografia	fʲilmɔɡrafʲa
rodziców	rɔd͡ʑit͡suf
przyjść	pʂɨjɕt͡ɕ
równiejszego	ruvɲɛjʂɛɡɔ
rozwal	rɔzval
cechów	t͡sɛxuf
wyrucham	vɨruxam
mieliby	mʲɛlʲibɨ
sokolimi	sɔkɔlʲimʲi
dziwniejszego	d͡ʑivɲɛjʂɛɡɔ
łapot	wapɔt
żeromska	ʐɛrɔmska
rożniecki	rɔʐɲɛt͡skʲi
wejściowy	vɛjɕt͡ɕɔvɨ
potężnej	pɔtɛ̃ʐnɛj
postu	pɔstu
sportach	spɔrtax
oprzędek	ɔpʂɛndɛk
anosmia	anɔsmʲa
zapoczątkowywać	zapɔt͡ʂɔntkɔvɨvat͡ɕ
deskiewicz	dɛskʲɛvʲit͡ʂ
zdjęcie	zdjɛɲt͡ɕɛ
zrobiłam	zrɔbʲiwam
osobnymi	ɔsɔbnɨmʲi
zdychać	zdɨxat͡ɕ
pikuta	pʲikuta
analizowanej	analʲizɔvanɛj
bogatszy	bɔɡatʂɨ
wyciągasz	vɨt͡ɕɔŋɡaʂ
gięliby	ɡʲɛlʲibɨ
srogą	srɔɡɔ̃
bełchatowowi	bɛwxatɔvɔvʲi
gnałam	ɡnawam
mękal	mɛŋkal
prycham	prɨxam
energizerze	ɛnɛrd͡ʐajzɛʐɛ
paszenda	paʂɛnda
baks	baks
wiosłowanie	vʲɔswɔvaɲɛ
zapewniający	zapɛvɲajɔnt͡sɨ
ramka	ramka
obiektywny	ɔbʲɛktɨvnɨ
łachacz	waxat͡ʂ
dormitorium	dɔrmʲitɔrʲjum
konflikt	kɔ̃flʲikt
taterniczka	tatɛrɲit͡ʂka
światów	ɕfʲatuf
przepustka	pʂɛpustka
nadzieje	nad͡ʑɛjɛ
pawłowska	pavwɔfska
supłów	supwuf
obsuwanie	ɔpsuvaɲɛ
boliwijska	bɔlʲivʲijska
chocz	xɔt͡ʂ
zarodnia	zarɔdɲa
oranżadowy	ɔranʐadɔvɨ
zamążpójście	zamɔ̃ʂpujɕt͡ɕɛ
przedwyborczy	pʂɛdvɨbɔrt͡ʂɨ
podupaść	pɔdupaɕt͡ɕ
ciągłymi	t͡ɕɔŋɡwɨmʲi
nielegalność	ɲɛlɛɡalnɔɕt͡ɕ
mamusiu	mamuɕu
karat	karat
duchnowska	duxnɔfska
klad	klat
lodowy	lɔdɔvɨ
dziewięciornik	d͡ʑɛvʲɛɲt͡ɕɔrɲik
zamordowany	zamɔrdɔvanɨ
soplu	sɔplu
plaże	plaʐɛ
latosa	latɔsa
podziękuj	pɔd͡ʑɛŋkuj
dżdżysty	d͡ʐd͡ʐɨstɨ
gancarski	ɡant͡sarskʲi
stanioch	staɲɔx
kijowski	kʲijɔfskʲi
kapie	kapʲɛ
pamiętam	pamʲɛntam
siny	ɕinɨ
świnio	ɕfʲiɲɔ
czcicielką	t͡ʂt͡ɕit͡ɕɛlkɔ̃
popijawa	pɔpʲijava
aptekarskiemu	aptɛkarskʲɛmu
walu	valu
marchlewska	marxlɛfska
pochówek	pɔxuvɛk
osobowych	ɔsɔbɔvɨx
paliwo	palʲivɔ
szarawa	ʂarava
rozdarcie	rɔzdart͡ɕɛ
spot	spɔt
pylica	pɨlʲit͡sa
staroindyjski	starɔindɨjskʲi
uwiercenie	uvʲɛrt͡sɛɲɛ
siwa	ɕiva
rokosa	rɔkɔsa
rozstać	rɔsstat͡ɕ
serducho	sɛrduxɔ
urugwajską	uruɡvajskɔ̃
wtórnego	fturnɛɡɔ
warżagolis	varʐaɡɔlʲis
grzenkowicz	ɡʐɛŋkɔvʲit͡ʂ
słowianina	swɔvʲaɲina
jajeśnica	jajɛɕɲit͡sa
wawrzaszek	vavʐaʂɛk
najtwardszy	najtfartʂɨ
cycoń	t͡sɨt͡sɔɲ
prowadzić	prɔvad͡ʑit͡ɕ
ptasza	ptaʂa
tarki	tarkʲi
spinach	spʲinax
ćmymi	t͡ɕmɨmʲi
hawajskie	xavajskʲɛ
kozłem	kɔzwɛm
poniedziałek	pɔɲɛd͡ʑawɛk
nonsens	nɔ̃sɛ̃s
chorwacja	xɔrvat͡sja
maryjskim	marɨjskʲim
malce	malt͡sɛ
rozgarnięty	rɔzɡarɲɛntɨ
sprawach	spravax
łojszczyk	wɔjʂt͡ʂɨk
błędami	bwɛndamʲi
nastawienie	nastavʲɛɲɛ
lekcy	lɛkt͡sɨ
powrotem	pɔvrɔtɛm
darmochwał	darmɔxfaw
kim	kʲim
oglądaliście	ɔɡlɔndalʲiɕt͡ɕɛ
bączek	bɔnt͡ʂɛk
teczka	tɛt͡ʂka
obije	ɔbʲijɛ
langosz	lanɡɔʂ
kulturoznawca	kulturɔznaft͡sa
rozrabianie	rɔzrabʲaɲɛ
namibijskiego	namʲibʲijskʲɛɡɔ
zimować	ʑimɔvat͡ɕ
piąteczko	pʲɔntɛt͡ʂkɔ
sekrecik	sɛkrɛt͡ɕik
gorszemu	ɡɔrʂɛmu
augusiewicz	awɡuɕɛvʲit͡ʂ
neogotyk	nɛɔɡɔtɨk
ulgi	ulɡʲi
rzędów	ʐɛnduf
kisili	kʲiɕilʲi
poczekajcie	pɔt͡ʂɛkajt͡ɕɛ
absorbowaną	apsɔrbɔvanɔ̃
siupniecie	ɕupɲɛt͡ɕɛ
obarczać	ɔbart͡ʂat͡ɕ
wzmóc	vzmut͡s
docenienie	dɔt͡sɛɲɛɲɛ
najatrakcyjniejsza	najatrakt͡sɨjɲɛjʂa
manilkom	maɲilkɔm
winili	vʲiɲilʲi
sowitymi	sɔvʲitɨmʲi
zawadzki	zavat͡skʲi
zawalich	zavalʲix
pobrać	pɔbrat͡ɕ
orzekanie	ɔʐɛkaɲɛ
digitalizacja	diɡʲitalʲizat͡sja
musza	muʂa
pady	padɨ
pięciokrotny	pʲɛɲt͡ɕɔkrɔtnɨ
niezdrowy	ɲɛzdrɔvɨ
zagubiony	zaɡubʲɔnɨ
złodziejski	zwɔd͡ʑɛjskʲi
szczerbo	ʂt͡ʂɛrbɔ
rosyjskich	rɔsɨjskʲix
jarosław	jarɔswaf
początkowy	pɔt͡ʂɔntkɔvɨ
pierożek	pʲɛrɔʐɛk
iskierka	iskʲɛrka
bawełniany	bavɛwɲanɨ
miotają	mʲɔtajɔ̃
montownia	mɔntɔvɲa
mazurscy	mazurst͡sɨ
poborowy	pɔbɔrɔvɨ
wiencek	vʲɛnt͡sɛk
prefiks	prɛfʲiks
farmakologiczny	farmakɔlɔɡʲit͡ʂnɨ
syrewicz	sɨrɛvʲit͡ʂ
bartoszak	bartɔʂak
długopłetwiec	dwuɡɔpwɛtfʲɛt͡s
koce	kɔt͡sɛ
podwajać	pɔdvajat͡ɕ
zacieniać	zat͡ɕɛɲat͡ɕ
bieleś	bʲɛlɛɕ
zalas	zalas
waszą	vaʂɔ̃
sowitą	sɔvʲitɔ̃
likaon	lʲikaɔn
dwusetną	dvusɛtnɔ̃
analityczne	analʲitɨt͡ʂnɛ
burczyk	burt͡ʂɨk
katodoluminescencja	katɔdɔlumʲinɛst͡sɛnt͡sja
pikawka	pʲikafka
zamknięty	zamkɲɛntɨ
stepnowska	stɛpnɔfska
berliński	bɛrlʲiɲskʲi
pastelista	pastɛlʲista
grudą	ɡrudɔ̃
ponowię	pɔnɔvʲɛ
zimoląg	ʑimɔlɔŋk
łabędzia	wabɛɲd͡ʑa
bacewicz	bat͡sɛvʲit͡ʂ
urdzik	urd͡ʑik
dzierżawca	d͡ʑɛrʐaft͡sa
kornaga	kɔrnaɡa
pisk	pʲisk
niedoszły	ɲɛdɔʂwɨ
wargę	varɡɛ
bogut	bɔɡut
znajdują	znajdujɔ̃
kokosz	kɔkɔʂ
dziurgot	d͡ʑurɡɔt
lankijskiej	lankʲijskʲɛj
użytek	uʐɨtɛk
jaruszewski	jaruʂɛfskʲi
lubym	lubɨm
krusiewicz	kruɕɛvʲit͡ʂ
procom	prɔt͡sɔm
zwykli	zvɨklʲi
pawlikowski	pavlʲikɔfskʲi
etnologia	ɛtnɔlɔɡʲja
numerek	numɛrɛk
zasadzie	zasad͡ʑɛ
sępią	sɛmpʲɔ̃
oswobodzicielka	ɔsfɔbɔd͡ʑit͡ɕɛlka
kusior	kuɕɔr
tarka	tarka
błaźni	bwaʑɲi
zwom	zvɔm
parobek	parɔbɛk
łysą	wɨsɔ̃
bilety	bʲilɛtɨ
krzywiej	kʂɨvʲɛj
ręka	rɛŋka
pogórze	pɔɡuʐɛ
zjem	zjɛm
zaprą	zaprɔ̃
zwarcie	zvart͡ɕɛ
absorbujecie	apsɔrbujɛt͡ɕɛ
narodzenie	narɔd͡zɛɲɛ
adasiak	adaɕak
wronią	vrɔɲɔ̃
kościelnych	kɔɕt͡ɕɛlnɨx
trup	trup
czajor	t͡ʂajɔr
przewodziłoby	pʂɛvɔd͡ʑiwɔbɨ
kont	kɔnt
psiarnia	pɕarɲa
odnotować	ɔdnɔtɔvat͡ɕ
ariańską	arʲjaɲskɔ̃
wzywa	vzɨva
migała	mʲiɡawa
kolcolist	kɔlt͡sɔlʲist
strugów	struɡuf
żarnami	ʐarnamʲi
recitalowy	rɛt͡ʂitalɔvɨ
różowej	ruʐɔvɛj
bezstronny	bɛsstrɔnnɨ
puszka	puʂka
oziembała	ɔʑɛmbawa
węgierskim	vɛŋɡʲɛrskʲim
wzruszyć	vzruʂɨt͡ɕ
czerwonymi	t͡ʂɛrvɔnɨmʲi
wyborom	vɨbɔrɔm
marskość	marskɔɕt͡ɕ
maciupki	mat͡ɕupkʲi
papierosku	papʲɛrɔsku
podpowiedź	pɔtpɔvʲɛt͡ɕ
karaimska	karaimska
wielosilnikowy	vʲɛlɔɕilɲikɔvɨ
iowa	ajɔwa
krogulec	krɔɡulɛt͡s
kłaczkiewicz	kwat͡ʂkʲɛvʲit͡ʂ
najobszerniejszy	najɔpʂɛrɲɛjʂɨ
ciuruś	t͡ɕuruɕ
rusiłowicz	ruɕiwɔvʲit͡ʂ
łemkini	wɛmkʲiɲi
idziesz	id͡ʑɛʂ
wychowawca	vɨxɔvaft͡sa
odmęt	ɔdmɛnt
zaabonujemy	zaabɔnujɛmɨ
azerskiemu	azɛrskʲɛmu
dziekanowski	d͡ʑɛkanɔfskʲi
białasiewicz	bʲawaɕɛvʲit͡ʂ
ujdzie	ujd͡ʑɛ
obciąć	ɔpt͡ɕɔɲt͡ɕ
słojowi	swɔjɔvʲi
nużą	nuʐɔ̃
kręgiem	krɛŋɡʲɛm
spala	spala
ciskasz	t͡ɕiskaʂ
miklewicz	mʲiklɛvʲit͡ʂ
skona	skɔna
ambasador	ambasadɔr
czyżniak	t͡ʂɨʐɲak
wiertłu	vʲɛrtwu
głoś	ɡwɔɕ
szwarccharakter	ʂfart͡sxaraktɛr
przetnij	pʂɛtɲij
robiliby	rɔbʲilʲibɨ
bogocz	bɔɡɔt͡ʂ
korzec	kɔʐɛt͡s
pospieszalski	pɔspʲɛʂalskʲi
zewem	zɛvɛm
plewowce	plɛvɔft͡sɛ
wystub	vɨstup
inkantacja	inkantat͡sja
babul	babul
czochranie	t͡ʂɔxraɲɛ
samotnik	samɔtɲik
absurdami	apsurdamʲi
obsłużyć	ɔpswuʐɨt͡ɕ
chytrymi	xɨtrɨmʲi
ciągli	t͡ɕɔŋɡlʲi
jaskrami	jaskramʲi
adwentowi	advɛntɔvʲi
skoczylas	skɔt͡ʂɨlas
samochodzie	samɔxɔd͡ʑɛ
lewandowska	lɛvandɔfska
ambroziewicz	ambrɔʑɛvʲit͡ʂ
hiszpanka	xʲiʂpanka
parni	parɲi
okuci	ɔkut͡ɕi
dudała	dudawa
najczcigodniejszym	najt͡ʂt͡ɕiɡɔdɲɛjʂɨm
turoń	turɔɲ
miotamy	mʲɔtamɨ
pływanie	pwɨvaɲɛ
usytuować	usɨtuɔvat͡ɕ
zmierza	zmʲɛʐa
zetrze	zɛtʂɛ
lożą	lɔʐɔ̃
archanioł	arxaɲɔw
outsourcing	awtsɔrsink
amper	ampɛr
mariola	marʲjɔla
mroczniejszy	mrɔt͡ʂɲɛjʂɨ
bańdzioch	baɲd͡ʑɔx
żołnach	ʐɔwnax
juszczyszyn	juʂt͡ʂɨʂɨn
kokot	kɔkɔt
kozdroń	kɔzdrɔɲ
zapała	zapawa
tłokiem	twɔkʲɛm
dorzucać	dɔʐut͡sat͡ɕ
mordami	mɔrdamʲi
próżnej	pruʐnɛj
słownik	swɔvɲik
ograniczający	ɔɡraɲit͡ʂajɔnt͡sɨ
luksus	luksus
suita	suita
grajek	ɡrajɛk
migbłystalny	mʲiɡbwɨstalnɨ
kosierkiewicz	kɔɕɛrkʲɛvʲit͡ʂ
minus	mʲinus
ubogi	ubɔɡʲi
depozyt	dɛpɔzɨt
zdubbingowałbym	zdabʲinɡɔvawbɨm
ruletka	rulɛtka
smoleń	smɔlɛɲ
niewidzialność	ɲɛvʲid͡ʑalnɔɕt͡ɕ
zapał	zapaw
niesamowitemu	ɲɛsamɔvʲitɛmu
odparli	ɔtparlʲi
piramidalny	pʲiramʲidalnɨ
rybeczka	rɨbɛt͡ʂka
gibanie	ɡʲibaɲɛ
talent	talɛnt
przemówienie	pʂɛmuvʲɛɲɛ
łokciu	wɔkt͡ɕu
wschodnioazjatycku	fsxɔdɲɔazjatɨt͡sku
jagły	jaɡwɨ
prostować	prɔstɔvat͡ɕ
chorwackiej	xɔrvat͡skʲɛj
okap	ɔkap
prendota	prɛndɔta
zimowi	ʑimɔvʲi
przewodzić	pʂɛvɔd͡ʑit͡ɕ
idzik	id͡ʑik
noworol	nɔvɔrɔl
ciebień	t͡ɕɛbʲɛɲ
roczniak	rɔt͡ʂɲak
szwie	ʂfʲɛ
grobach	ɡrɔbax
zeszłymi	zɛʂwɨmʲi
supernowa	supɛrnɔva
sztetl	ʂtɛtl
archiwizację	arxʲivʲizat͡sjɛ
sztywny	ʂtɨvnɨ
nałożnica	nawɔʐɲit͡sa
odkryty	ɔtkrɨtɨ
przeciwstawny	pʂɛt͡ɕifstavnɨ
konopnicki	kɔnɔpɲit͡skʲi
jakus	jakus
liczyłaś	lʲit͡ʂɨwaɕ
światły	ɕfʲatwɨ
zakochana	zakɔxana
planetka	planɛtka
walutowy	valutɔvɨ
leki	lɛkʲi
białaszczyk	bʲawaʂt͡ʂɨk
wczorajszego	ft͡ʂɔrajʂɛɡɔ
wymagał	vɨmaɡaw
stykami	stɨkamʲi
afrykanerskim	afrɨkanɛrskʲim
skubnąć	skubnɔɲt͡ɕ
światowiec	ɕfʲatɔvʲɛt͡s
ranę	ranɛ
krzepkie	kʂɛpkʲɛ
składa	skwada
wejdziemy	vɛjd͡ʑɛmɨ
ocaleni	ɔt͡salɛɲi
inkarnacja	inkarnat͡sja
czuwaskiemu	t͡ʂuvaskʲɛmu
macior	mat͡ɕɔr
pretensjonalny	prɛtɛnsjɔnalnɨ
mondroch	mɔndrɔx
bezgotówkowo	bɛzɡɔtufkɔvɔ
nasi	naɕi
drobiazgowość	drɔbʲazɡɔvɔɕt͡ɕ
umiejętność	umʲɛjɛntnɔɕt͡ɕ
rączkach	rɔnt͡ʂkax
wypracowywanie	vɨprat͡sɔvɨvaɲɛ
śniada	ɕɲada
kanialec	kaɲalɛt͡s
zdradzić	zdrad͡ʑit͡ɕ
analizowałybyście	analʲizɔvawɨbɨɕt͡ɕɛ
tysięcznej	tɨɕɛnt͡ʂnɛj
dyktuj	dɨktuj
słuchowisko	swuxɔvʲiskɔ
bóbr	bupr
bolechowicz	bɔlɛxɔvʲit͡ʂ
odbiło	ɔdbʲiwɔ
skroją	skrɔjɔ̃
miski	mʲiskʲi
kakaowiec	kakaɔvʲɛt͡s
klasa	klasa
łosiek	wɔɕɛk
meblościanka	mɛblɔɕt͡ɕanka
bawolego	bavɔlɛɡɔ
powiększaniu	pɔvʲɛŋkʂaɲu
ideologia	idɛɔlɔɡʲja
ostrość	ɔstrɔɕt͡ɕ
duńsku	duɲsku
gruchal	ɡruxal
sieczkiewicz	ɕɛt͡ʂkʲɛvʲit͡ʂ
abchaską	apxaskɔ̃
milinkiewicz	mʲilʲinkʲɛvʲit͡ʂ
sudańskiego	sudaɲskʲɛɡɔ
witamina	vʲitamʲina
zagłębienie	zaɡwɛmbʲɛɲɛ
świętochłowice	ɕfʲɛntɔxwɔvʲit͡sɛ
myślenie	mɨɕlɛɲɛ
owsianik	ɔfɕaɲik
uciążliwy	ut͡ɕɔ̃ʐlʲivɨ
spokojniejszego	spɔkɔjɲɛjʂɛɡɔ
kijas	kʲijas
piętnaścioro	pʲɛntnaɕt͡ɕɔrɔ
altówka	altufka
mniemanie	mɲɛmaɲɛ
szampanka	ʂampanka
otucho	ɔtuxɔ
położnictwo	pɔwɔʐɲit͡stfɔ
podkreśl	pɔtkrɛɕl
zlegnięcie	zlɛɡɲɛɲt͡ɕɛ
rdza	rd͡za
trwały	trvawɨ
bezkresny	bɛskrɛsnɨ
białek	bʲawɛk
wmarzniecie	vmarzɲɛt͡ɕɛ
błędnik	bwɛndɲik
cukrowicz	t͡sukrɔvʲit͡ʂ
mis	mʲis
korpikiewicz	kɔrpʲikʲɛvʲit͡ʂ
resorek	rɛsɔrɛk
fryzjer	frɨzjɛr
spalam	spalam
laskowi	laskɔvʲi
droździel	drɔʑd͡ʑɛl
liny	lʲinɨ
węglarz	vɛŋɡlaʂ
najowocniejszy	najɔvɔt͡sɲɛjʂɨ
parchem	parxɛm
jowialność	jɔvʲalnɔɕt͡ɕ
uzbek	uzbɛk
nudzić	nud͡ʑit͡ɕ
osocze	ɔsɔt͡ʂɛ
pochwalać	pɔxfalat͡ɕ
najkrótszy	najkrutʂɨ
marzycie	maʐɨt͡ɕɛ
wruszczak	vruʂt͡ʂak
niesamowici	ɲɛsamɔvʲit͡ɕi
urugwajskimi	uruɡvajskʲimʲi
olaś	ɔlaɕ
karol	karɔl
prelewicz	prɛlɛvʲit͡ʂ
cudnego	t͡sudnɛɡɔ
gapiom	ɡapʲɔm
rzadszego	ʐatʂɛɡɔ
berberyjskimi	bɛrbɛrɨjskʲimʲi
wyzłota	vɨzwɔta
powodów	pɔvɔduf
ogrzewanie	ɔɡʐɛvaɲɛ
uwiodą	uvʲɔdɔ̃
zespoły	zɛspɔwɨ
okołobiegunowy	ɔkɔwɔbʲɛɡunɔvɨ
litosfera	lʲitɔsfɛra
srebrnych	srɛbrnɨx
negacja	nɛɡat͡sja
zabierać	zabʲɛrat͡ɕ
dzierlatka	d͡ʑɛrlatka
orientalny	ɔrʲjɛntalnɨ
lnów	lnuf
cieniem	t͡ɕɛɲɛm
analizowano	analʲizɔvanɔ
boa	bɔa
nalać	nalat͡ɕ
gładzenie	ɡwad͡zɛɲɛ
kaczorowski	kat͡ʂɔrɔfskʲi
kraszanka	kraʂanka
nocnym	nɔt͡snɨm
żołnierze	ʐɔwɲɛʐɛ
stronną	strɔnnɔ̃
znajdującymi	znajdujɔnt͡sɨmʲi
technik	tɛxɲik
woźniczak	vɔʑɲit͡ʂak
ranka	ranka
pozna	pɔzna
płotów	pwɔtuf
pokosu	pɔkɔsu
żurowicz	ʐurɔvʲit͡ʂ
maskującą	maskujɔnt͡sɔ̃
dworzańczyk	dvɔʐaɲt͡ʂɨk
głupszy	ɡwupʂɨ
breja	brɛja
pływka	pwɨfka
świgost	ɕfʲiɡɔst
kojeni	kɔjɛɲi
syniec	sɨɲɛt͡s
praga	praɡa
pitura	pʲitura
popławska	pɔpwafska
karku	karku
najaktualniejsze	najaktualɲɛjʂɛ
jutrzejszej	jutʂɛjʂɛj
wyjmę	vɨjmɛ
eminencja	ɛmʲinɛnt͡sja
ubiel	ubʲɛl
zającom	zajɔnt͡sɔm
abstynentów	apstɨnɛntuf
wazy	vazɨ
sadowa	sadɔva
serów	sɛruf
michalewski	mʲixalɛfskʲi
podnoszenie	pɔdnɔʂɛɲɛ
potempa	pɔtɛmpa
wierzyliby	vʲɛʐɨlʲibɨ
zamysł	zamɨsw
wskazówek	fskazuvɛk
rychlec	rɨxlɛt͡s
iłży	iwʐɨ
chleje	xlɛjɛ
sabotażowym	sabɔtaʐɔvɨm
amerykańską	amɛrɨkaɲskɔ̃
łapana	wapana
potuchą	pɔtuxɔ̃
jebać	jɛbat͡ɕ
króla	krula
usuń	usuɲ
spalono	spalɔnɔ
nonszalancki	nɔnʂalant͡skʲi
gwizdoń	ɡvʲizdɔɲ
pederasta	pɛdɛrasta
karaj	karaj
dybiec	dɨbʲɛt͡s
poplecznik	pɔplɛt͡ʂɲik
łosim	wɔɕim
liczyłem	lʲit͡ʂɨwɛm
nadzorować	nadzɔrɔvat͡ɕ
kędzierzawka	kɛɲd͡ʑɛʐafka
naprzykrzać	napʂɨkʂat͡ɕ
skarb	skarp
piętrzyć	pʲɛntʂɨt͡ɕ
dumam	dumam
gądecka	ɡɔndɛt͡ska
indyjsku	indɨjsku
południkiewicz	pɔwudɲikʲɛvʲit͡ʂ
pożar	pɔʐar
płachetka	pwaxɛtka
skazaniec	skazaɲɛt͡s
wężu	vɛ̃ʐu
łaty	watɨ
wańkowicz	vaɲkɔvʲit͡ʂ
upełnomocnić	upɛwnɔmɔt͡sɲit͡ɕ
biegasz	bʲɛɡaʂ
średniowieczny	ɕrɛdɲɔvʲɛt͡ʂnɨ
cwel	t͡sfɛl
twymi	tfɨmʲi
błotniak	bwɔtɲak
burżuazja	burʐuazja
ostropest	ɔstrɔpɛst
błocę	bwɔt͡sɛ
cybuch	t͡sɨbux
skwierczeć	skfʲɛrt͡ʂɛt͡ɕ
wystroić	vɨstrɔit͡ɕ
kosów	kɔsuf
drzewiasty	dʐɛvʲastɨ
holenderka	xɔlɛndɛrka
szczurzych	ʂt͡ʂuʐɨx
kochanek	kɔxanɛk
podpisz	pɔtpʲiʂ
kątom	kɔntɔm
klaskają	klaskajɔ̃
brzeczka	bʐɛt͡ʂka
dysza	dɨʂa
śmiecą	ɕmʲɛt͡sɔ̃
roje	rɔjɛ
pacała	pat͡sawa
doktorant	dɔktɔrant
migracja	mʲiɡrat͡sja
polecić	pɔlɛt͡ɕit͡ɕ
czepek	t͡ʂɛpɛk
siądziecie	ɕɔɲd͡ʑɛt͡ɕɛ
nadziemny	nad͡ʑɛmnɨ
biegający	bʲɛɡajɔnt͡sɨ
kusze	kuʂɛ
raź	raɕ
suczynka	sut͡ʂɨnka
naprzeciwko	napʂɛt͡ɕifkɔ
bobowska	bɔbɔfska
mały	mawɨ
kołyska	kɔwɨska
równe	ruvnɛ
propagacja	prɔpaɡat͡sja
niósł	ɲusw
bierut	bʲɛrut
robacza	rɔbat͡ʂa
wybredną	vɨbrɛdnɔ̃
ihnatowicz	ixnatɔvʲit͡ʂ
zetrzyj	zɛtʂɨj
lakoniczny	lakɔɲit͡ʂnɨ
fotografik	fɔtɔɡrafʲik
irlandzkiemu	irlant͡skʲɛmu
adwentystko	advɛntɨstkɔ
ołówka	ɔwufka
miotłom	mʲɔtwɔm
basiora	baɕɔra
abordażach	abɔrdaʐax
owocami	ɔvɔt͡samʲi
niewola	ɲɛvɔla
badań	badaɲ
stręczyć	strɛnt͡ʂɨt͡ɕ
okuniewicz	ɔkuɲɛvʲit͡ʂ
oglądałoby	ɔɡlɔndawɔbɨ
zwinną	zvʲinnɔ̃
czerwonawy	t͡ʂɛrvɔnavɨ
wkurzyć	fkuʐɨt͡ɕ
grudy	ɡrudɨ
motane	mɔtanɛ
tarłach	tarwax
poprawiająca	pɔpravʲajɔnt͡sa
szloch	ʂlɔx
zaabonowane	zaabɔnɔvanɛ
kalifornijskim	kalʲifɔrɲijskʲim
szymała	ʂɨmawa
hryckiewicz	xrɨt͡skʲɛvʲit͡ʂ
zadrze	zadʐɛ
parskamy	parskamɨ
zaabsorbowałbym	zaapsɔrbɔvawbɨm
strzelnica	stʂɛlɲit͡sa
wołami	vɔwamʲi
przeszłego	pʂɛʂwɛɡɔ
seręga	sɛrɛŋɡa
stroiwąs	strɔivɔ̃s
wieźli	vʲɛʑlʲi
niechwiedowicz	ɲɛxfʲɛdɔvʲit͡ʂ
nieletni	ɲɛlɛtɲi
rolą	rɔlɔ̃
ciekawiej	t͡ɕɛkavʲɛj
zsuń	ssuɲ
kula	kula
mincewicz	mʲint͡sɛvʲit͡ʂ
ferować	fɛrɔvat͡ɕ
mapach	mapax
gambuś	ɡambuɕ
docenili	dɔt͡sɛɲilʲi
chwirut	xfʲirut
przysmak	pʂɨsmak
ślenzok	ɕlɛnzɔk
ruszkiewicz	ruʂkʲɛvʲit͡ʂ
kosztowniak	kɔʂtɔvɲak
ogólnej	ɔɡulnɛj
czteroletni	t͡ʂtɛrɔlɛtɲi
słyną	swɨnɔ̃
zrobione	zrɔbʲɔnɛ
głownia	ɡwɔvɲa
najskromniejszy	najskrɔmɲɛjʂɨ
kiedykolwiek	kʲɛdɨkɔlvʲɛk
jelenią	jɛlɛɲɔ̃
mieszaniec	mʲɛʂaɲɛt͡s
wontor	vɔntɔr
róża	ruʐa
bańki	baɲkʲi
ogrodowi	ɔɡrɔdɔvʲi
półeczce	puwɛt͡ʂt͡sɛ
smektała	smɛktawa
prowansalskiego	prɔvansalskʲɛɡɔ
jekawski	jɛkafskʲi
kropom	krɔpɔm
ideolog	idɛɔlɔk
skandaliczny	skandalʲit͡ʂnɨ
gigantyzm	ɡʲiɡantɨzm
fałat	fawat
dogrywka	dɔɡrɨfka
kicham	kʲixam
zdrajczyni	zdrajt͡ʂɨɲi
duszy	duʂɨ
zwyciężać	zvɨt͡ɕɛ̃ʐat͡ɕ
domieszka	dɔmʲɛʂka
mroczniejszego	mrɔt͡ʂɲɛjʂɛɡɔ
goździkiewicz	ɡɔʑd͡ʑikʲɛvʲit͡ʂ
bulewicz	bulɛvʲit͡ʂ
półkole	puwkɔlɛ
chorwackiemu	xɔrvat͡skʲɛmu
stefanowicz	stɛfanɔvʲit͡ʂ
pospieszczyk	pɔspʲɛʂt͡ʂɨk
strasznymi	straʂnɨmʲi
gofr	ɡɔfr
lewandowski	lɛvandɔfskʲi
szybkiemu	ʂɨpkʲɛmu
cwanymi	t͡sfanɨmʲi
węgłom	vɛŋɡwɔm
ostowi	ɔstɔvʲi
krochmal	krɔxmal
żurawicz	ʐuravʲit͡ʂ
maskowanie	maskɔvaɲɛ
gromki	ɡrɔmkʲi
nuworysz	nuvɔrɨʂ
ubrana	ubrana
utworzeń	utfɔʐɛɲ
wprawność	fpravnɔɕt͡ɕ
szczudłówka	ʂt͡ʂudwufka
hebrajska	xɛbrajska
otręby	ɔtrɛmbɨ
węchem	vɛ̃xɛm
listoś	lʲistɔɕ
wdaniec	vdaɲɛt͡s
się	ɕɛ
