pamīsus	pamiːzus
illīus	illiːus
singiliō	sin̠ʲd͡ʒiːliɔ
saturātī	sat̪uraːt̪i
fastīdiōsus	fast̪id̪iɔːzus
cōnstīpō	kɔnst̪iːpɔ
hierarcha	iɛrarka
tentem	t̪ɛn̪t̪ɛm
admovēs	ad̪mɔvɛs
gāvia	ɡaːvia
perizōma	pɛridd͡zɔːma
cēra	t͡ʃɛːra
nazianzēnī	nadd͡ziand͡zɛːni
calos	kaːlɔs
illābundus	illabun̪d̪us
vitula	viːt̪ula
mūnerāverimus	munɛravɛːrimus
abscīsa	apʃiːza
āctitō	akt̪it̪ɔ
trīstis	t̪rist̪is
anaticula	anat̪iːkula
agōn	aːɡɔn
acesīnus	at͡ʃɛziːnus
moechīa	mɛkiːa
meum	mɛːum
hyperīdēs	ipɛriːd̪ɛs
pisaurum	pizau̯rum
pusillus	puzillus
affectiō	affɛkt͡siɔ
alluvius	alluːvius
habitāveritis	abit̪avɛriːt̪is
hilderīcus	il̪d̪ɛriːkus
vēnōsa	vɛnɔːza
oaxēs	ɔaksɛs
irrītāta	irrit̪aːt̪a
surruō	surruɔ
reor	rɛːɔr
messōrius	mɛssɔːrius
invītō	inviːt̪ɔ
cāsābundus	kazabun̪d̪us
phāsis	faːzis
resplendeō	rɛsplɛn̪d̪ɛɔ
hiō	iːɔ
pēnis	pɛːnis
clāmōsus	klamɔːzus
athamānēs	at̪amaːnɛs
dictāveris	d̪ikt̪aːvɛris
casālēs	kazaːlɛs
angōlānōs	aŋɡɔlaːnɔs
ambulandō	ambulan̪d̪ɔ
voltis	vɔl̪t̪is
gustāveritis	ɡust̪avɛriːt̪is
kilonēnsis	t͡ʃilɔnɛnsis
chrysās	kriːzas
plantō	plan̪t̪ɔ
laxante	laksan̪t̪ɛ
plūtarchō	plut̪arkɔ
explōdō	ɛksplɔːd̪ɔ
aquilīne	akwiliːnɛ
lectīcula	lɛkt̪iːkula
scia	ʃiːa
frāctūra	frakt̪uːra
suētius	suɛːt͡sius
pācālis	pakaːlis
morbificō	mɔrbiːfikɔ
optābilis	ɔpt̪aːbilis
tāmarēnsis	t̪amarɛnsis
fabrāteria	fabrat̪ɛːria
omnivora	ɔmniːvɔra
jūturna	jut̪urna
encaustum	ɛŋkau̯st̪um
laevius	lɛːvius
gāvius	ɡaːvius
cactus	kakt̪us
experīmentālis	ɛkspɛrimɛn̪t̪aːlis
praedispōnō	prɛd̪ispɔːnɔ
lōrīcātō	lɔrikaːt̪ɔ
persorbeō	pɛrsɔrbɛɔ
agnōmen	aɲɲɔːmɛn
brevicollis	brɛvikɔllis
dīgressiō	d̪iɡrɛssiɔ
suōrum	suɔːrum
cognātiō	kɔɲɲaːt͡siɔ
immolāverimus	immɔlavɛːrimus
faecula	fɛːkula
resolvō	rɛzɔlvɔ
spīrō	spiːrɔ
lūcā	luːka
sarsūrius	sarsuːrius
sittius	sit̪t̪ius
cautim	kau̯t̪im
cōnfectrīx	kɔnfɛkt̪riks
tacendus	t̪at͡ʃɛn̪d̪us
roseus	rɔːzɛus
cōnsuantae	kɔnsuan̪t̪ɛ
ardus	ard̪us
sydracī	siːd̪rat͡ʃi
tylissus	t̪ilissus
parospus	parɔspus
thāis	t̪aːis
vetula	vɛːt̪ula
incendiāriō	in̠ʲt͡ʃɛn̪d̪iaːriɔ
cedo	t͡ʃɛːd̪ɔ
īnfōrmātīvī	infɔrmat̪iːvi
possessiō	pɔssɛssiɔ
lānūgine	lanuːd͡ʒinɛ
thetaedia	t̪ɛt̪ɛːd̪ia
cōnservātīvus	kɔnsɛrvat̪iːvus
colōrō	kɔlɔːrɔ
fictiliārius	fikt̪iliaːrius
opellius	ɔpɛllius
commemorātiō	kɔmmɛmɔraːt͡siɔ
cirsion	t͡ʃirsiɔn
reaedificō	rɛɛd̪iːfikɔ
lanista	lanist̪a
minimē	miːnimɛ
permeō	pɛrmɛɔ
lūcubrātōrius	lukubrat̪ɔːrius
iūnius	juːnius
nigriceps	niːɡrit͡ʃɛps
celtis	t͡ʃɛl̪t̪is
travancoricus	t̪ravaŋkɔːrikus
paradīsus	parad̪iːzus
excors	ɛkskɔrs
collaudātiō	kɔllau̯d̪aːt͡siɔ
meāveritis	mɛavɛːrit̪is
indicātūra	in̪d̪ikat̪uːra
pervēneritis	pɛrvɛnɛriːt̪is
selās	sɛːlas
fafīnius	fafiːnius
oggerō	ɔdd͡ʒɛrɔ
praecīdō	prɛt͡ʃiːd̪ɔ
aporiātus	apɔriaːt̪us
cyllēnē	t͡ʃillɛːnɛ
supervēneris	supɛrvɛːnɛris
digitat	d̪iːd͡ʒit̪at̪
turpis	t̪urpis
caesarēa	t͡ʃɛzarɛːa
compēnsārēs	kɔmpɛnsaːrɛs
disiungō	d̪isjuŋɡɔ
olentia	ɔlɛnt͡sia
senectus	sɛnɛkt̪us
eldamarī	ɛl̪d̪aːmari
interrumpō	in̪t̪ɛrrumpɔ
negātor	nɛɡaːt̪ɔr
sophista	sɔfist̪a
neutrōs	nɛu̯t̪rɔs
cessātiō	t͡ʃɛssaːt͡siɔ
leontopetalō	lɛɔn̪t̪ɔpɛːt̪alɔ
misceō	miʃʃɛɔ
viscōnsinia	viskɔnsiːnia
amplificō	ampliːfikɔ
multiflōrus	mul̪t̪iflɔːrus
inquilīnus	iŋkwiliːnus
excalceō	ɛkskal̠ʲt͡ʃɛɔ
reformīdō	rɛfɔrmiːd̪ɔ
pyrifolius	pirifɔːlius
faventia	favɛnt͡sia
crīnītus	kriniːt̪us
salictum	salikt̪um
inprōvīsus	imprɔviːzus
adūlātor	ad̪ulaːt̪ɔr
perdoceō	pɛrd̪ɔːt͡ʃɛɔ
quotus	kwɔːt̪us
diaeta	d̪iɛːt̪a
chrysogaster	krizɔɡast̪ɛr
inquiētātus	iŋkwiɛt̪aːt̪us
diagōn	d̪iːaɡɔn
quōminus	kwɔːminus
cōnsultum	kɔnsul̪t̪um
kururiēnsis	kururiɛnsis
aciculātus	at͡ʃikulaːt̪us
convomō	kɔnvɔmɔ
mȳthologicus	mit̪ɔlɔːd͡ʒikus
cooperātīve	kɔɔpɛrat̪iːvɛ
nūper	nuːpɛr
imprōdictus	imprɔd̪ikt̪us
aestuō	ɛst̪uɔ
sulpicius	sulpiːt͡ʃius
mēlēs	mɛːlɛs
hēdyphōn	ɛːd̪ifɔn
cooperātīvī	kɔɔpɛrat̪iːvi
margarītātus	marɡarit̪aːt̪us
extrārius	ɛkst̪raːrius
tiomanēnsis	t͡siɔmanɛnsis
glomerāverimus	ɡlɔmɛravɛriːmus
suffruticibus	suffrut̪iːt͡ʃibus
agaricum	aɡaːrikum
simēna	simɛːna
annātum	annaːt̪um
īnfuscō	infuskɔ
morimēnē	mɔrimɛːnɛ
contāctus	kɔn̪t̪akt̪us
cinereus	t͡ʃinɛːrɛus
scandō	skan̪d̪ɔ
cartilāgineus	kart̪ilad͡ʒiːnɛus
repetītiō	rɛpɛt̪iːt͡siɔ
ruanda	ruan̪d̪a
augustobrīga	au̯ɡust̪ɔbriːɡa
labefactāveritis	labɛfakt̪avɛriːt̪is
placia	plaːt͡ʃia
bacchānal	bakkaːnal
corōnāmentum	kɔrɔnamɛn̪t̪um
cherūbīm	kɛːrubim
onoma	ɔːnɔma
negibundus	nɛd͡ʒibun̪d̪us
ovālisporus	ɔvalispɔrus
acanthophorus	akan̪t̪ɔːfɔrus
adōrante	ad̪ɔran̪t̪ɛ
enorchis	ɛnɔrkis
flēre	flɛːrɛ
fimārium	fimaːrium
immerēns	immɛːrɛns
parricīdium	parrit͡ʃiːd̪ium
contābundus	kɔn̪t̪abun̪d̪us
quīnquepertītus	kwiŋkwɛpɛrt̪iːt̪us
obtrūsus	ɔpt̪ruːzus
dīmicō	d̪iːmikɔ
odiāta	ɔd̪iaːt̪a
angustō	aŋɡust̪ɔ
indāgāns	in̪d̪aːɡans
interstēllāris	in̪t̪ɛrst̪ɛllaːris
vēdīus	vɛd̪iːus
o	ɔ
herticcheī	ɛrt̪ikkɛi
barbaricus	barbaːrikus
supergāvīsūrus	supɛrɡavizuːrus
mastichē	mast̪ikɛ
numerātiō	numɛraːt͡siɔ
thūs	t̪us
chrȳsolithus	krizɔːlit̪us
allaudō	allau̯d̪ɔ
cercēris	t͡ʃɛrt͡ʃɛːris
affleō	afflɛɔ
ingruō	iŋɡruɔ
nōnāgēnāriōs	nɔnad͡ʒɛnaːriɔs
interventus	in̪t̪ɛrvɛn̪t̪us
fusciceps	fuʃʃit͡ʃɛps
benefica	bɛnɛːfika
comprehēnsibilis	kɔmprɛɛnsiːbilis
cōnfluō	kɔnfluɔ
argōus	arɡɔːus
līvidum	liːvid̪um
magniloquium	maɲɲilɔːkwium
anarrīnon	anarriːnɔn
gythōnēs	d͡ʒit̪ɔːnɛs
prōrogātor	prɔrɔɡaːt̪ɔr
ēnatō	ɛːnat̪ɔ
semel	sɛːmɛl
acidovorāns	at͡ʃid̪ɔːvɔrans
octōgēnāriō	ɔkt̪ɔd͡ʒɛnaːriɔ
singamēs	siŋɡamɛs
obserātus	ɔpsɛraːt̪us
taricheae	t̪ariːkɛɛ
evagorās	ɛvaːɡɔras
ēvellō	ɛvɛllɔ
temperō	t̪ɛmpɛrɔ
circulātōris	t͡ʃirkulat̪ɔːris
disceptō	d̪iʃʃɛpt̪ɔ
redintegrāsceret	rɛd̪in̪t̪ɛɡraʃʃɛrɛt̪
mardī	mard̪i
fiscellus	fiʃʃɛllus
spōnsālia	spɔnsaːlia
armāmentārium	armamɛn̪t̪aːrium
altercor	al̪t̪ɛrkɔr
trēpālium	t̪rɛpaːlium
respīrō	rɛspiːrɔ
indēclīve	in̪d̪ɛkliːvɛ
schola	skɔːla
sōrex	sɔːrɛks
gobiēnsis	ɡɔbiɛnsis
sufflō	sufflɔ
friō	friːɔ
tobagoēnsis	t̪ɔbaɡɔɛnsis
essent	ɛssɛn̪t̪
sublīmam	subliːmam
siglum	siːɡlum
lōrīcō	lɔriːkɔ
gravāverimus	ɡravavɛːrimus
mellītus	mɛlliːt̪us
faucēs	fau̯t͡ʃɛs
chrȳseus	kriːzɛus
vīcīnē	vit͡ʃiːnɛ
antecellō	an̪t̪ɛt͡ʃɛllɔ
complētam	kɔmplɛːt̪am
effūdit	ɛffuːd̪it̪
jūcundō	jukun̪d̪ɔ
adductōribus	ad̪d̪ukt̪ɔːribus
pudōrātus	pud̪ɔraːt̪us
fessior	fɛssiɔr
tularēnsis	t̪ularɛnsis
ēmūtō	ɛmuːt̪ɔ
arduus	ard̪uus
teubneriānus	t̪ɛu̯bnɛriaːnus
inclūsōs	iŋkluːzɔs
largior	lard͡ʒiɔr
hospitium	ɔspiːt͡sium
ērogātōrius	ɛrɔɡat̪ɔːrius
exardēscō	ɛksard̪ɛskɔ
dīlūcidus	d̪iluːt͡ʃid̪us
spatula	spaːt̪ula
nessus	nɛssus
pervenit	pɛrvɛnit̪
quārtālī	kwart̪aːli
desticius	d̪ɛst̪iːt͡ʃius
bāsiō	baːziɔ
vēneris	vɛːnɛris
rōbīginōsus	rɔbid͡ʒinɔːzus
peroptātus	pɛrɔpt̪aːt̪us
galeos	ɡaːlɛɔs
studēns	st̪uːd̪ɛns
strictim	st̪rikt̪im
vōcālitās	vɔkaːlit̪as
profundus	prɔfun̪d̪us
rodumna	rɔd̪umna
praedor	prɛːd̪ɔr
suppēdō	suppɛːd̪ɔ
saenius	sɛːnius
refellō	rɛfɛllɔ
addua	ad̪d̪ua
stymphālus	st̪imfaːlus
meō	mɛːɔ
cotylus	kɔːt̪ilus
torōnē	t̪ɔrɔːnɛ
obtruncātus	ɔpt̪ruŋkaːt̪us
ingrāte	iŋɡraːt̪ɛ
donnus	d̪ɔnnus
quercēns	kwɛrt͡ʃɛns
illiberi	illiːbɛri
capācitās	kapaːt͡ʃit̪as
umbrōsus	umbrɔːzus
samarīa	samariːa
veturius	vɛt̪uːrius
abrōnius	abrɔːnius
imitātīva	imit̪at̪iːva
essentia	ɛssɛnt͡sia
abnegō	abnɛɡɔ
annuō	annuɔ
cōmissātiō	kɔmissaːt͡siɔ
exustiō	ɛksust̪iɔ
aequāliter	ɛkwaːlit̪ɛr
drindiō	d̪rin̪d̪iɔ
imāginantī	imad͡ʒinan̪t̪i
cantharis	kan̪t̪aris
ātripectorālis	at̪ripɛkt̪ɔraːlis
lyristēs	lirist̪ɛs
dēfēnsīvō	d̪ɛfɛnsiːvɔ
cruce	kruːt͡ʃɛ
obulcō	ɔbulkɔ
lītigātis	lit̪iɡaːt̪is
dēbuerimus	d̪ɛbuɛːrimus
perplexōs	pɛrplɛksɔs
albēns	albɛns
paradīgma	parad̪iɡma
podē	pɔːd̪ɛ
chāonia	kaɔːnia
docilis	d̪ɔːt͡ʃilis
camulodūnum	kamulɔd̪uːnum
benefactiō	bɛnɛfakt͡siɔ
michigānia	mikiɡaːnia
olisīpō	ɔliziːpɔ
pūnctipennis	puŋkt̪ipɛnnis
pellicius	pɛlliːt͡ʃius
dēglūbō	d̪ɛɡluːbɔ
mariba	maːriba
syntheticus	sin̪t̪ɛːt̪ikus
orbiculāris	ɔrbikulaːris
mutiēnus	fafiːnius
īlias	iːlias
bacurdus	bakurd̪us
bellātor	bɛllaːt̪ɔr
charisius	kariːzius
absinthītārum	apsin̪t̪iːt̪arum
graeca	ɡrɛːka
fossātum	fɔssaːt̪um
rubriceps	ruːbrit͡ʃɛps
apprīmō	appriːmɔ
abacūc	aːbakuk
lēgirupiō	lɛd͡ʒiruːpiɔ
albitūdō	albit̪uːd̪ɔ
māternitātis	mat̪ɛrnit̪aːt̪is
papillōsus	papillɔːzus
alāzona	aladd͡zɔna
dēcermina	d̪ɛt͡ʃɛrmina
hiems	iːɛmps
scarus	skaːrus
aesis	ɛːzis
intolerābilis	in̪t̪ɔlɛraːbilis
horisius	ɔriːzius
cōnsulātus	kɔnsulaːt̪us
cōnfoederandum	kɔnfɛd̪ɛran̪d̪um
fossiō	fɔssiɔ
binōminis	binɔːminis
vōta	vɔːt̪a
sagochlamys	saɡɔːklamis
salueris	saluːɛris
saturī	saːt̪uri
contrāstō	kɔn̪t̪rast̪ɔ
capitō	kaːpit̪ɔ
lībāveritis	libavɛːrit̪is
persapiēns	pɛrsaːpiɛns
taciturnus	t̪at͡ʃit̪urnus
danaba	d̪aːnaba
encyclopaedīa	ɛn̠ʲt͡ʃiklɔpɛd̪iːa
inpollūtus	impɔlluːt̪us
triumphātor	t̪riumfaːt̪ɔr
amardus	amard̪us
apertās	apɛrt̪as
ibēricō	ibɛːrikɔ
dēfīnītīvī	d̪ɛfinit̪iːvi
incursō	iŋkursɔ
ūva	uːva
arōmatizō	arɔmat̪idd͡zɔ
novāverimus	nɔvavɛːrimus
edētānī	ɛd̪ɛt̪aːni
nāvālis	navaːlis
glōriōsē	ɡlɔriɔːzɛ
hierācītis	iɛrat͡ʃiːt̪is
fortuīte	fɔrt̪uiːt̪ɛ
hippocampus	ippɔkampus
illitterātus	illit̪t̪ɛraːt̪us
carente	karɛn̪t̪ɛ
cōnfer	kɔnfɛr
inhiō	injɔ
lacrimātiō	lakrimaːt͡siɔ
terracia	t̪ɛrraːt͡ʃia
subferentia	supfɛrɛnt͡sia
negrana	nɛːɡrana
praeripiō	prɛriːpiɔ
liquēscō	likwɛskɔ
dīxerimus	d̪iksɛːrimus
dēmentia	d̪ɛmɛnt͡sia
jēntō	jɛn̪t̪ɔ
ortaciās	ɔrt̪aːt͡ʃias
ravennās	ravɛnnas
cōnstāns	kɔnst̪ans
paestum	pɛst̪um
appulsūrus	appulsuːrus
abōminātiō	abɔminaːt͡siɔ
pāgānō	paɡaːnɔ
cavernātim	kavɛrnaːt̪im
mētor	mɛːt̪ɔr
corsoīdēs	kɔrsɔiːd̪ɛs
baletum	baːlɛt̪um
sōlempnis	sɔlɛmpnis
lagūsa	laɡuːza
nīsȳrus	niziːrus
gargōnius	ɡarɡɔːnius
facētia	fat͡ʃɛːt͡sia
geōmetricus	d͡ʒɛɔmɛːt̪rikus
urbānē	urbaːnɛ
casa	kaːza
dissecandō	d̪issɛkan̪d̪ɔ
vīpereō	vipɛːrɛɔ
imāginor	imaːd͡ʒinɔr
ūranō	uːranɔ
coitiō	kɔiːt͡siɔ
tūberculōsōs	t̪ubɛrkulɔːzɔs
abdērītānus	abd̪ɛrit̪aːnus
supportāre	suppɔrt̪aːrɛ
angusticlāvius	aŋɡust̪iklaːvius
dīminuō	d̪imiːnuɔ
honōrārium	ɔnɔraːrium
utcumque	ut̪kuŋkwɛ
mūnicipium	munit͡ʃiːpium
nūdium	nuːd̪ium
īnsulēnsis	insulɛnsis
follicō	fɔllikɔ
vīsitō	viːzit̪ɔ
cēnsūra	t͡ʃɛnsuːra
ignāvus	iɲɲaːvus
pecū	pɛːku
adulterīna	ad̪ul̪t̪ɛriːna
complūtum	kɔmpluːt̪um
coryna	kɔːrina
iōnēnsis	iɔnɛnsis
zagōrus	d͡zaɡɔːrus
taeniātus	t̪ɛniaːt̪us
centumvirātus	t͡ʃɛn̪t̪umviraːt̪us
reamer	rɛːamɛr
inēbriātiō	inɛbriaːt͡siɔ
numquam	nuŋkwam
calda	kal̪d̪a
pastārum	past̪aːrum
plūmōsus	plumɔːzus
amoeba	amɛːba
foedifragās	fɛd̪iːfraɡas
indicātis	in̪d̪ikaːt̪is
fluōrum	fluɔːrum
grātor	ɡraːt̪ɔr
discontinuō	d̪iskɔn̪t̪iːnuɔ
fētidus	fɛːt̪id̪us
pō̆lypus	pɔːlipus
aurūginōsus	au̯rud͡ʒinɔːzus
tābificus	t̪abiːfikus
catēgoria	kat̪ɛɡɔːria
habiter	aːbit̪ɛr
thasos	t̪aːzɔs
ansibariī	ansibaːrii
ibērus	ibɛːrus
lanceola	lan̠ʲt͡ʃɛːɔla
quadrifīnālis	kwad̪rifinaːlis
plūtarchī	plut̪arki
nīdificō	nid̪iːfikɔ
collūstrium	kɔllust̪rium
gravāveris	ɡravaːvɛris
tripālis	t̪ripaːlis
pathētice	pat̪ɛːt̪it͡ʃɛ
sophistam	sɔfist̪am
praeterfugiō	prɛt̪ɛrfuːd͡ʒiɔ
sētania	sɛt̪aːnia
scrōfīnus	skrɔfiːnus
ēditīcius	ɛd̪it̪iːt͡ʃius
merīdiātiō	mɛrid̪iaːt͡siɔ
cȳanēscēns	t͡ʃianɛʃʃɛns
ēviscerāte	ɛviʃʃɛraːt̪ɛ
sēnsibilitās	sɛnsibiːlit̪as
īnfāmātīs	infamaːt̪is
refrāctāriolus	rɛfrakt̪ariːɔlus
pēniculāmenta	pɛnikulamɛn̪t̪a
thysdrus	t̪isd̪rus
ligāmen	liɡaːmɛn
nīdifōrmī	nid̪ifɔrmi
spelta	spɛl̪t̪a
cōlātum	kɔlaːt̪um
aliōs	aːliɔs
cosmographus	kɔsmɔːɡrafus
nū̆cleāte	nuklɛaːt̪ɛ
relēgō	rɛlɛːɡɔ
brannodūnum	brannɔd̪uːnum
mōnstrātīs	mɔnst̪raːt̪is
esset	ɛssɛt̪
benedīcibilis	bɛnɛd̪it͡ʃiːbilis
clīō	kliːɔ
lībāmen	libaːmɛn
gabiī	ɡaːbii
forāminōsus	fɔraminɔːzus
tūtissimō	t̪ut̪issimɔ
cōnfersus	kɔnfɛrsus
dēprēndō	d̪ɛprɛn̪d̪ɔ
megaris	mɛːɡaris
rhodos	rɔːd̪ɔs
colubrīnus	kɔlubriːnus
latex	laːt̪ɛks
cāsibus	kaːzibus
bronchia	brɔŋkia
aceriphyllus	at͡ʃɛrifillus
tuīs	t̪uːis
carneus	karnɛus
manicon	maːnikɔn
interpoler	in̪t̪ɛrpɔlɛr
solidus	sɔːlid̪us
glaber	ɡlaːbɛr
brunnescēns	brunnɛʃʃɛns
boliviānus	bɔliviaːnus
amigdalinus	amiɡd̪aːlinus
cācabātus	kakabaːt̪us
cuprum	kuːprum
doctōrō	d̪ɔkt̪ɔːrɔ
praecōgitō	prɛkɔːd͡ʒit̪ɔ
cōnspicābundus	kɔnspikabun̪d̪us
attexō	at̪t̪ɛksɔ
tuitiōnis	t̪uit͡siɔːnis
dījūdicō	d̪ijuːd̪ikɔ
cauda	kau̯d̪a
singultissimē	siŋɡul̪t̪issimɛ
pendēre	pɛn̪d̪ɛːrɛ
cinnamōmum	t͡ʃinnamɔːmum
octogēsa	ɔkt̪ɔd͡ʒɛːza
nescius	nɛʃʃius
vīnea	viːnɛa
vagus	vaːɡus
vērumtamen	vɛrun̪t̪amɛn
nocturnus	nɔkt̪urnus
nauseō	nau̯sɛɔ
quadrātice	kwad̪raːt̪it͡ʃɛ
iūdiciālis	jud̪it͡ʃiaːlis
apertārem	apɛrt̪aːrɛm
manuālis	manuaːlis
purpurō	purpurɔ
ananiās	anaːnias
sabbatizō	sabbat̪idd͡zɔ
palātua	palaːt̪ua
onerātīs	ɔnɛraːt̪is
allicefaciō	allit͡ʃɛfaːt͡ʃiɔ
masculīna	maskuliːna
laevus	lɛːvus
pullārius	pullaːrius
eho	ɛːɔ
tallāgium	t̪allaːd͡ʒium
plagiā	plaːd͡ʒia
sturium	st̪uːrium
thisbē	t̪isbɛ
umbōnius	umbɔːnius
zēa	d͡zɛːa
cōnfricō	kɔnfrikɔ
bucculēius	bukkulɛːius
obdūrēfēcerant	ɔbd̪urɛfɛːt͡ʃɛran̪t̪
redintegrātus	rɛd̪in̪t̪ɛɡraːt̪us
obsōnāre	ɔpsɔnaːrɛ
frīgidulus	frid͡ʒiːd̪ulus
caetrōnius	t͡ʃɛt̪rɔːnius
explicāsse	ɛksplikassɛ
cōgitanda	kɔd͡ʒit̪an̪d̪a
collum	kɔllum
montānus	mɔn̪t̪aːnus
laxātīs	laksaːt̪is
apertātī	apɛrt̪aːt̪i
augītēs	au̯d͡ʒiːt̪ɛs
perfricō	pɛrfrikɔ
cherronēsos	kɛrrɔnɛːzɔs
importūnus	impɔrt̪uːnus
grabaeī	ɡrabɛːi
interritus	in̪t̪ɛrrit̪us
optāverimus	ɔpt̪avɛriːmus
solide	sɔːlid̪ɛ
dūmus	d̪uːmus
pāstō	past̪ɔ
allātus	allaːt̪us
ampullor	ampullɔr
tūrodī	t̪uːrɔd̪i
inbēcillis	imbɛt͡ʃillis
amīcālis	amikaːlis
fūmant	fuːman̪t̪
mosae	mɔːzɛ
subnūcleāris	subnuklɛaːris
nōmināverimus	nɔminavɛːrimus
bregma	brɛɡma
saturēs	saːt̪urɛs
perstrepō	pɛrst̪rɛpɔ
anculus	aŋkulus
inductītius	in̪d̪ukt̪iːt͡sius
competītiō	kɔmpɛt̪iːt͡siɔ
fuissent	fuissɛn̪t̪
perlūcidulus	pɛrlut͡ʃiːd̪ulus
fontānus	fɔn̪t̪aːnus
diffindō	d̪iffin̪d̪ɔ
platōn	plaːt̪ɔn
tametsī	t̪amɛt̪si
būticulārius	but̪ikulaːrius
fumārium	fumaːrium
brevirōstris	brɛvirɔst̪ris
explicābilis	ɛksplikaːbilis
figulus	fiːɡulus
textile	t̪ɛkst̪ilɛ
sequor	sɛːkwɔr
cōnstāte	kɔnst̪aːt̪ɛ
inaurāverimus	inau̯ravɛːrimus
alligō	alliɡɔ
stēllāns	st̪ɛllans
fūmante	fuman̪t̪ɛ
nicobaricus	nikɔbaːrikus
phōsphorus	fɔsfɔrus
circumvenit	t͡ʃirkumvɛnit̪
subfodiō	supfɔːd̪iɔ
circulāris	t͡ʃirkulaːris
fūstīgō	fust̪iːɡɔ
beneficium	bɛnɛfiːt͡ʃium
glūtinō	ɡluːt̪inɔ
mendīcātīs	mɛn̪d̪ikaːt̪is
conquīsītiō	kɔŋkwiziːt͡siɔ
perlateō	pɛrlaːt̪ɛɔ
promēthium	prɔmɛːt̪ium
quadrāle	kwad̪raːlɛ
ziboetēs	d͡zibɛːt̪ɛs
piscīna	piʃʃiːna
nāsus	naːzus
vīcentīne	vit͡ʃɛn̪t̪iːnɛ
flūctuō	flukt̪uɔ
pīla	piːla
inritus	inrit̪us
percommodus	pɛrkɔmmɔd̪us
sarcinōsus	sart͡ʃinɔːzus
ingeniātor	in̠ʲd͡ʒɛniaːt̪ɔr
cōbaltum	kɔbal̪t̪um
abnumerō	abnuːmɛrɔ
adnāvigātum	ad̪naviɡaːt̪um
labōrātōrium	labɔrat̪ɔːrium
convellō	kɔnvɛllɔ
ēmētior	ɛmɛːt͡siɔr
discipulus	d̪iʃʃiːpulus
calamistrum	kalamist̪rum
dīgestīvōs	d̪id͡ʒɛst̪iːvɔs
cognōminō	kɔɲɲɔːminɔ
redintegrāscit	rɛd̪in̪t̪ɛɡraʃʃit̪
sikkimēnsis	sitt͡ʃimɛnsis
matīnus	mat̪iːnus
ērudīta	ɛrud̪iːt̪a
patrōcinor	pat̪rɔːt͡ʃinɔr
canōrus	kanɔːrus
carastaseī	karast̪aːzɛi
histī	ist̪i
condūcenter	kɔn̪d̪ut͡ʃɛn̪t̪ɛr
sex	sɛks
aborīgineus	abɔrid͡ʒiːnɛus
aiiō	aːjɔ
nerviī	nɛrvii
contemplābundus	kɔn̪t̪ɛmplabun̪d̪us
pulcellus	pul̠ʲt͡ʃɛllus
illigātīs	illiɡaːt̪is
ēlumbis	ɛlumbis
cōnsimilō	kɔnsiːmilɔ
simila	siːmila
panax	paːnaks
implōrātīs	implɔraːt̪is
conger	kɔn̠ʲd͡ʒɛr
plataneus	plat̪aːnɛus
paedagōgus	pɛd̪aɡɔːɡus
adjectīvus	ad̪jɛkt̪iːvus
brumōsus	brumɔːzus
abāctor	abakt̪ɔr
lāmellātus	lamɛllaːt̪us
crānium	kraːnium
ācte	akt̪ɛ
adtonō	at̪t̪ɔnɔ
scrūtor	skruːt̪ɔr
obrogātus	ɔbrɔɡaːt̪us
myocardium	miɔkard̪ium
delminium	d̪ɛlmiːnium
taurocenta	t̪au̯rɔt͡ʃɛn̪t̪a
incurvō	iŋkurvɔ
tuitiōnibus	t̪uit͡siɔːnibus
pichinchēnsis	pikiŋkɛnsis
macritās	maːkrit̪as
olīvāceus	ɔlivaːt͡ʃɛus
alte	al̪t̪ɛ
corrōsīvōs	kɔrrɔziːvɔs
exhūmōrō	ɛksumɔːrɔ
gravō	ɡraːvɔ
inclūsī	iŋkluːzi
būbula	buːbula
intrōrumpō	in̪t̪rɔrumpɔ
fossor	fɔssɔr
prōlābor	prɔlaːbɔr
canere	kaːnɛrɛ
oxyartēs	ɔksiart̪ɛs
supergredior	supɛrɡrɛːd̪iɔr
megarōstris	mɛɡarɔst̪ris
holarcticus	ɔlarkt̪ikus
bebrycēs	bɛːbrit͡ʃɛs
memoror	mɛːmɔrɔr
assevērātiō	assɛvɛraːt͡siɔ
pūblīpor	publiːpɔr
obserāverimus	ɔpsɛravɛːrimus
iūmentum	jumɛn̪t̪um
vesperāscō	vɛspɛraskɔ
inaedificō	inɛd̪iːfikɔ
elatium	ɛlaːt͡sium
stallius	st̪allius
scirtus	ʃirt̪us
mundānō	mun̪d̪aːnɔ
alacer	aːlat͡ʃɛr
sōlicitus	sɔliːt͡ʃit̪us
dryopēs	d̪riːɔpɛs
talabrīga	t̪alabriːɡa
foedifragōrum	fɛd̪ifraɡɔːrum
laena	lɛːna
tremī	t̪rɛːmi
cēpheus	t͡ʃɛːfɛus
rādō	raːd̪ɔ
orobis	ɔːrɔbis
īnsistō	insist̪ɔ
latus	laːt̪us
aliēnās	aliɛːnas
perhennis	pɛrɛnnis
capella	kapɛlla
quassābundus	kwassabun̪d̪us
scordion	skɔrd̪iɔn
ostreātus	ɔst̪rɛaːt̪us
capitōlīnus	kapit̪ɔliːnus
pluit	pluːit̪
slovacia	slɔvaːt͡ʃia
stacta	st̪akt̪a
quīnquevirātus	kwiŋkwɛviraːt̪us
tyrannis	t̪irannis
nōtōrius	nɔt̪ɔːrius
