астрономија	astronǒmija
неподмитљив	nepodmǐtʎiʋ
красица	krâsit͡sa
лабудица	lâbudit͡sa
незграпно	nêzɡraːpno
прерушивати	preruʃǐːʋati
заплашити	zǎplaʃiti
еликсир	elǐksiːr
билур	bǐluːr
простирати	prǒstirati
чути	t͡ʃûti
монголски	mǒnɡoːlskiː
настрано	nǎstrano
етиопски	etǐopskiː
андрологија	androlǒɡija
лиричар	lǐrit͡ʃaːr
кардиолог	kardiǒloɡ
абонент	abǒnent
штопл	ʃtǒpl
версајски	ʋěrsajskiː
пробијати	probǐːjati
трапавост	trâpaʋoːst
јагње	jâɡɲe
значка	znât͡ʃka
кошарач	koʃǎraːt͡ʃ
атлетика	atlětika
експанзија	ekspǎnzija
црћи	t͡sr̂t͡ɕi
одмамљивати	odmamʎǐːʋati
коврџав	kǒʋrd͡ʒaʋ
ирански	ǐraːnskiː
стог	stôːɡ
квадратни	kʋǎdraːtniː
неправедан	nêpraʋedan
изгарати	izɡǎːrati
продаја	prôdaja
хоџа	xôd͡ʒa
варав	ʋâraʋ
растопити	rastǒpiti
академски	akǎdemski
непријатно	nêprijaːtno
сиц	sît͡s
кратковрат	krâtkoʋraːt
трептаво	trêptaʋo
трајан	trâːjan
рубац	rǔːbat͡s
конференција	konferěnt͡sija
шилер	ʃǐler
тампон	tǎmpoːn
штула	ʃtûla
вече	ʋêt͡ʃeː
погодан	pôɡodan
трпеза	třpeza
ујак	ûjaːk
ђердан	d͡ʑěrdaːn
весељаковић	ʋeseʎǎːkoʋit͡ɕ
плодоред	plôdoreːd
грм	ɡr̂m
настанак	nǎstanak
безбожнички	bězboʒnit͡ʃkiː
урезати	ǔrezati
разочарати	razot͡ʃǎːrati
гузица	ɡǔzit͡sa
ефикасан	êfikasan
трсје	tr̂ːsje
мезе	měze
врети	ʋrêti
зачуђивати	zat͡ʃud͡ʑǐːʋati
тискати	tîskati
увјерљиво	uʋjěrʎiʋo
хармоника	xarmǒnika
илузија	ǐluːzija
гдјекад	ɡdjěkad
надвијати	nadʋǐːjati
хвалити	xʋǎːliti
академичарски	akaděmitʃaːrskiː
сервис	sěrʋiːs
јерменија	jěrmeːnija
замјерљив	zamjěrʎiʋ
смеса	smêsa
мећава	mět͡ɕaʋa
пустолов	pûstoloːʋ
алатни	ǎlaːtniː
абел	ǎːbel
хомозигот	xomozǐɡoːt
чехуља	t͡ʃěxuʎa
раскошно	rǎːskoʃno
достићи	dǒstit͡ɕi
скраћивати	skrat͡ɕǐːʋati
неспремно	něspremno
засјењивати	zasjeɲǐːʋati
сијамски	sǐjaːmskiː
око	ôko
фантом	fǎntoːm
загрлити	zǎɡrliti
слушалац	slǔʃalat͡s
котлар	kǒtlaːr
пенетрирати	penetrǐːrati
шпандле	ʃpǎndle
ублажити	ublǎːʒiti
убого	ûboɡo
убрзати	ubřzati
магичност	mǎɡit͡ʃnoːst
лингвиста	lǐnɡʋista
корист	kôriːst
копрена	kǒprena
пацијент	pat͡sijěnt
сагибљивост	saɡǐbʎiʋoːst
истородан	îstorodan
драматичан	dramǎtit͡ʃan
двосмисленост	dʋǒsmislenoːst
трудница	trûːdnit͡sa
шпилшул	ʃpîːlʃuːl
жетва	ʒêtʋa
бљувати	bʎǔʋati
мотика	mǒtika
љ	ʎ
зеленашки	zelěnaːʃki
штопволе	ʃtôpʋole
апокрифан	apǒkrifan
кифла	kǐːfla
бламажа	blamǎːʒa
трапезист	trapězist
навићи	nǎʋit͡ɕi
уругвајац	uruɡʋǎːjat͡s
чредо	t͡ʃrěːdo
обрезивати	obrezǐːʋati
генетика	ɡenětika
фактично	fǎktit͡ʃno
пачић	pât͡ʃit͡ɕ
безбожник	bězboʒniːk
партизанка	partǐzaːnka
увјетан	ǔːʋjetan
була	bǔːla
возачки	ʋǒzaːtʃki
дактилографски	daktilǒɡrafski
штедионица	ʃtediǒːnit͡sa
крилатица	krilǎtit͡sa
штека	ʃtêka
извињење	izʋiɲěːɲe
секрецијски	sekrěːt͡siːjskiː
устајати	ǔstajati
житарица	ʒitǎrit͡sa
наглавачке	naɡlaʋǎt͡ʃkeː
пуцати	pût͡sati
сипати	sîpati
фаталистички	fatalǐstit͡ʃki
старалац	stǎralat͡s
ас	âs
крин	krîːn
помоћник	pomǒt͡ɕniːk
члан	t͡ʃlâːn
реално	rêaːlno
сестрински	sěstriːnski
ледоломац	ledolǒːmat͡s
наранча	nǎraːnt͡ʃa
рус	rûs
етномузикологија	etnomuzikolǒɡija
једнострано	jednǒstrano
антисоцијалан	antisǒt͡sijaːlan
божићни	bǒʒit͡ɕniː
дио	dîo
довикивати	doʋikǐːʋati
новосађанка	noʋosǎːdʑanka
волга	ʋôːlɡa
криминализираност	kriminalǐziːranoːst
вјечан	ʋjêt͡ʃan
слоница	slǒnit͡sa
битанга	bǐtaːnɡa
тип	tîːp
банкнота	banknǒːta
помоћу	pômot͡ɕu
постајати	pǒstajati
шраф	ʃrâf
албанолошкиња	albanǒloʃkiɲa
пољски	pǒʎskiː
присебан	prǐːseban
краниометрија	kraniomětrija
тијеком	tijekom
криза	krǐːza
критицизам	kritit͡sǐzam
велепосланица	ʋelepǒslanit͡sa
лансирати	lansǐːrati
загрепсти	zǎɡrepsti
сељанин	sěʎanin
капут	kǎpuːt
несвјестан	něsʋjestan
колосално	kôlosaːlno
клопка	klôpka
исповијест	ǐspoʋjeːst
разговорни	râzɡoʋoːrniː
бахато	bǎxato
чмарни	t͡ʃmâːrniː
копиле	kôpile
виспрен	ʋîspren
верност	ʋěːrnoːst
акламација	aklamǎːt͡sija
алигатор	alǐɡaːtor
збунити	zbǔːniti
слузав	slûzaʋ
бјелорусија	bjelorǔsija
команда	kǒmaːnda
декрет	děkreːt
подвостручити	podʋǒstrut͡ʃiti
хазард	xǎzard
немилосрдно	nêmilosrdno
савјетовати	sǎːʋjetoʋati
допремати	doprěːmati
милош	mîloʃ
крварити	krʋǎːriti
направа	nâːpraʋa
ћилимарство	t͡ɕilimǎːrstʋo
божиј	bôʒiːj
једноимен	jednǒimen
техника	těxnika
некомпетентност	nekompetěntnoːst
инсталација	instalǎːt͡sija
поласкати	pǒlaskati
шлептрегерица	ʃleptrěːɡerit͡sa
разлабавити	rǎzlabaʋiti
краљев	krǎːʎeʋ
имунитет	imunǐteːt
кохерентан	koxerěntan
капура	kǎpura
оседлати	ǒsedlati
тундра	tûːndra
једнодијелни	jêdnodjeːlniː
марксизам	marksǐzam
кравал	krǎʋaːl
немало	němalo
некакав	nêkakaːʋ
криводочанин	kriʋodǒːt͡ʃanin
бљедило	bʎědilo
оркестрација	orkestrǎːt͡sija
сутра	sûtra
магијски	mǎɡiːjskiː
радијалан	râdijaːlan
перископ	pěriskop
благо	blâɡo
пресољавати	presoʎǎːʋati
фрижидер	friʒǐdeːr
разлика	rǎːzlika
офталмолошки	oftalmǒloʃki
протестант	protěstant
три	trîː
дволичан	dʋǒlit͡ʃan
макнути	mǎknuti
дрвенаст	dr̂ʋenast
полугодиште	poluɡǒdiːʃte
спелеолог	speleǒloɡ
бојник	bôːjniːk
мехур	mêxuːr
целовит	t͡selǒʋit
бајаги	bajǎɡi
одвајати	odʋǎːjati
подбел	pǒdbel
традицијски	trǎdiːt͡sijski
заслужено	zǎsluːʒeno
ослањати	ǒslaɲati
веродостојан	ʋerodǒːstoːjan
конобарица	konobǎrit͡sa
крочити	krǒt͡ʃiti
запазити	zǎpaziti
рационалисткиња	rat͡sionǎlistkiɲa
кредит	krědiːt
моралан	mǒraːlan
штирак	ʃtǐːrak
изгубљен	ǐzɡubʎen
гутање	ɡǔtaːɲe
расути	rǎsuːti
шаљивац	ʃǎʎiʋat͡s
брзо	br̂ːzo
сирота	sirǒta
завладати	zaʋlǎːdati
простријети	prǒstrijeːti
плусквамперфект	pluskʋampěrfekt
спасавати	spasǎːʋati
комеморација	komemorǎːt͡sija
већ	ʋêt͡ɕ
баштина	bâʃtina
свјетина	sʋjětina
бајунет	bajǔneːt
зумбул	zǔmbul
трагичност	trǎɡit͡ʃnoːst
хаићански	xaǐːt͡ɕanskiː
задњи	zâdɲiː
грејати	ɡrejati
надимати	nǎdimati
избалансирати	izbalansǐːrati
проналазач	pronalǎzaːt͡ʃ
слагање	slǎːɡaːɲe
ћуприја	t͡ɕǔprija
рало	râlo
нећемо	nêːt͡ɕeːmo
општи	ôpʃtiː
прокопавати	prokopǎːʋati
флегма	flěɡma
цио	t͡sîo
стиснути	stîsnuti
сјета	sjêta
момчад	mômt͡ʃaːd
полинезијски	polǐneːziːjskiː
ртањ	r̂taɲ
јајник	jâːjniːk
завидљивац	zaʋǐdʎiʋat͡s
канцелар	kant͡sělaːr
неуљудан	nêuʎudan
пловучац	ploʋǔːt͡ʃat͡s
несвјестица	něsʋjestit͡sa
дервишки	děrʋiːʃki
арабица	arǎbit͡sa
млитавост	mlîtaʋoːst
дрводеља	drʋǒdeʎa
аванс	ǎʋans
плурализам	pluralǐzam
азијатски	azǐjatski
танго	tânɡo
рвати	řʋati
неизвесност	nêizʋesnoːst
шлабекати	ʃlaběːkati
патологија	patolǒɡija
погађач	poɡǎd͡ʑaːt͡ʃ
сокна	sǒkna
шиљити	ʃǐːʎiti
луес	lǔes
ударати	ǔdarati
шенгајст	ʃêːnɡajst
конвент	kǒnʋent
схрвати	sxřʋati
хиндуистички	xinduǐstitʃki
акростих	âkrostix
гаранција	ɡarǎnt͡sija
котва	kôtʋa
упорност	upǒːrnoːst
савитљив	saʋǐtʎiʋ
лепило	lěpilo
због	zbôɡ
наиван	nâiːʋan
палеж	pǎːleʒ
акцептор	ǎkt͡septor
судионик	sudiǒniːk
ентузијазам	entuzijǎzam
претопити	pretǒpiti
реноме	renǒmeː
козмодром	kôzmodrom
издржљив	izdřʒʎiʋ
клицати	klît͡sati
душа	dǔːʃa
прилагодљивост	prilaɡǒdʎiʋoːst
ткогод	tkǒɡod
обичај	ôbit͡ʃaːj
мијех	mijêːx
потпетица	pǒtpetit͡sa
возачица	ʋozǎt͡ʃit͡sa
припасти	prǐpasti
суматра	sǔmatra
повезница	pǒʋeznit͡sa
киштра	kîʃtra
објелодањивати	objelodaɲǐːʋati
инфаркт	ǐnfarkt
поверовати	pǒʋeroʋati
па	pa
шницл	ʃnǐt͡sl
родница	rôdnit͡sa
ненавидети	nenǎːʋideti
подстрићи	pǒdstrit͡ɕi
тријезнити	trijěːzniti
шкодан	ʃkôdan
селица	sělit͡sa
тисућљеће	tǐsut͡ɕʎet͡ɕe
инокулација	inokulǎːt͡sija
седало	sêdalo
угрожавати	uɡroʒǎːʋati
вратарица	ʋratǎrit͡sa
лаик	lǎik
краћати	krǎt͡ɕati
балити	bâliti
кос	kôːs
мишји	mîʃjiː
сластан	slâstan
нем	nêːm
излог	ǐzloɡ
лабаво	lâbaʋo
анексијски	aněksiːjski
кремењача	kreměɲat͡ʃa
размењивати	razmeɲǐːʋati
обдукција	obdǔkt͡sija
масажа	masǎːʒa
хрват	xřʋaːt
зациктати	zat͡sǐktati
кајкавац	kǎjkaʋat͡s
картел	kǎrtel
непрепознатљивост	neprepoznǎtʎiʋoːst
слепоочница	slepoǒt͡ʃnit͡sa
јоргован	jôrɡoʋaːn
класик	klǎsik
узлетати	uzlěːtati
мадрац	mǎdrat͡s
разазнавати	razaznǎːʋati
гркљан	ɡřkʎan
церемонијално	t͡sêremonijaːlno
ловочувар	loʋot͡ʃǔʋaːr
кајак	kâjaːk
крпеж	křːpeʒ
боровница	borǒːʋnit͡sa
просити	prǒsiti
два	dʋâː
ноћни	nǒt͡ɕniː
лагодност	lâɡodnoːst
пута	pǔːtaː
кракат	krǎkat
марсовски	mârsoʋski
завладавати	zaʋladǎːʋati
паран	pâːran
руптура	ruptǔːra
интелигенција	inteliɡěnt͡sija
бета	bêta
колица	kolǐːt͡sa
џамија	d͡ʒǎːmija
словенски	slǒʋeːnski
адсорпција	adsǒrpt͡sija
јудаизам	judaǐzam
изабран	îzabraːn
тотемистички	totemǐstit͡ʃki
гностицизам	ɡnostit͡sǐzam
бијег	bjêːɡ
маестро	maěstro
премда	prêmda
кринка	krîːnka
дубровачки	dǔbroʋat͡ʃkiː
наручје	nǎːruːt͡ʃje
сврсисходан	sʋr̂sisxodan
насукати	nasǔːkati
биљка	bîːʎka
сељанка	sěʎaːnka
филантропкиња	filǎntropkiɲa
казнени	kǎzneniː
наредник	nǎːredniːk
конвенционално	kônʋent͡sionaːlno
платина	plǎtina
кечеви	kěːt͡ʃeʋi
полијетати	polijěːtati
мошња	mǒʃɲa
кружни	krûːʒniː
канаринац	kanarǐːnat͡s
механика	mexǎnika
ћоравити	t͡ɕôraʋiti
пријенос	prjěːnos
међу	mêd͡ʑu
здјела	zdjêla
измерив	izměriʋ
неплодан	něplodan
фашисткиња	fǎʃistkiɲa
дуд	dûd
холокауст	xolokǎust
фаустовски	fǎustoʋski
покал	pǒkaːl
девијација	deʋijǎːt͡sija
сношљиво	snǒʃʎiʋo
извести	ǐzʋesti
албум	ǎlbuːm
хигијена	xiɡijěːna
симултан	sîmultaːn
септички	sěptit͡ʃkiː
жардинијера	ʒardinijěːra
вити	ʋîti
надљудски	nâdʎudskiː
жудјети	ʒǔːdjeti
наломити	nalǒmiti
компулзија	kompǔːlzija
одвојив	odʋǒjiʋ
лет	lêːt
увриједити	uʋrjěːditi
старчић	stǎrt͡ʃit͡ɕ
радиоактивно	radioǎktiːʋno
таксист	tǎksist
корити	kǒriti
подругивати	podruɡǐːʋati
коза	kǒza
истакнут	ǐstaknuːt
истрага	îstraɡa
забољети	zabǒʎeti
превремен	preʋremen
опсидијан	opsidǐjaːn
плавичаст	plǎʋit͡ʃast
проминентно	prominěntno
сакрализирати	sakralizǐːrati
сафир	sǎfiːr
супстанција	supstǎnt͡sija
салутирати	salutǐːrati
утурати	utǔːrati
боловање	bôloʋaːɲe
улепшавати	ulepʃǎːʋati
мрк	mr̂k
мостра	mǒstra
бизантински	bizǎntiːnskiː
певац	pěːʋat͡s
честито	t͡ʃěstito
школовати	ʃkôloʋati
скратити	skrǎːtiti
жлеб	ʒlêːb
калуп	kǎlup
зубић	zǔbit͡ɕ
игдје	îɡdje
писмо	pǐːsmo
копачица	kopǎt͡ʃit͡sa
курански	kǔraːnskiː
хвалисати	xʋǎlisati
жалост	ʒâloːst
затвореник	zatʋorěniːk
притварати	pritʋǎːrati
вечерати	ʋět͡ʃerati
сјај	sjâːj
богаташев	boɡatǎːʃeʋ
усвајати	usʋǎːjati
хтијење	xtîjeːɲe
мистериозан	mîsterioːzan
јављати	jǎːʋʎati
потопити	potǒpiti
каматни	kâmatniː
неумјестан	nêumjestan
алтруистички	altruǐstitʃkiː
побунити	pobǔːniti
надокнађивати	nadoknad͡ʑǐːʋati
учење	ǔt͡ʃeːɲe
дебео	děbeo
риза	rǐːza
знаменит	znaměnit
одакле	ôdaːkle
ургентно	urɡěntno
тричаво	trît͡ʃaʋo
ахат	âxaːt
развратно	rǎzʋratno
појести	pǒjesti
ћилимара	t͡ɕilǐmara
амбивалентан	ambiʋǎlentan
свећа	sʋěːt͡ɕa
луксембург	lûksemburɡ
верифицирати	ʋerifit͡sǐːrati
сумњив	sǔmɲiʋ
одмамити	odmǎːmiti
прозвати	prǒzʋati
непристрано	neprǐstrano
цијепати	t͡sijěːpati
хумористичност	xumorǐstit͡ʃnoːst
рушилачки	rǔʃilat͡ʃkiː
популаран	pôpulaːran
памтивијек	pǎmtiʋijeːk
