berendezés	bɛrɛndɛzeːʃ
teljesítése	tɛjːɛʃiːteːʃɛ
ábrán	aːbraːn
vágya	vaːɟɒ
fejér	fɛjeːr
homlokokra	homlokokrɒ
festékszóró	fɛʃteːksoːroː
mintát	mintaːt
agancsért	ɒɡɒnt͡ʃeːrt
lábakon	laːbɒkon
csontszövet	t͡ʃontsøvɛt
őreája	øːrɛaːjɒ
hűvösebb	hyːvøʃɛbː
toleránsabb	tolɛraːnʃɒbː
válnánk	vaːlnaːŋk
vörösborok	vørøʒborok
túlzottan	tuːlzotːɒn
korrekciók	korːɛkt͡sijoːk
útján	uːcːaːn
éhbelek	eːbɛlɛk
legrémisztőbb	lɛɡreːmistøːbː
szolgáltatásokat	solɡaːltɒtaːʃokɒt
csipke	t͡ʃipkɛ
ihatóbb	iɦɒtoːbː
olvastátok	olvɒʃtaːtok
biztosítók	bistoʃiːtoːk
kvirtmínusz	kvirtmiːnus
citromok	t͡sitromok
veszted	vɛstɛd
vittétek	vitːeːtɛk
kutatok	kutɒtok
zársz	zaːrs
sokunk	ʃokuŋk
gyöngytyúk	ɟøɲcuːk
spion	ʃpijon
cinegék	t͡sinɛɡeːk
cégei	t͡seːɡɛji
szeressék	sɛrɛʃːeːk
tantervük	tɒntɛrvyk
megjelenés	mɛɡjɛlɛneːʃ
tegnapjai	tɛɡnɒpjɒji
ugyan	uɟɒn
világegyetem	vilaːɡɛɟɛtɛm
élőfej	eːløːfɛj
legzöldebb	lɛɡzøldɛbː
háncsrész	haːnt͡ʃreːs
dohány	doɦaːɲ
adományaid	ɒdomaːɲɒjid
álruhák	aːrːuɦaːk
imámok	imaːmok
elegekkel	ɛlɛɡɛkːɛl
terméke	tɛrmeːkɛ
eunuch	ɛunuxː
játszotok	jaːt͡sːotok
infekció	iɱfɛkt͡sijoː
hozzászólástól	hozːaːsoːlaːʃtoːl
feleség	fɛlɛʃeːɡ
legkozmopolitább	lɛkːozmopolitaːbː
koronák	koronaːk
én	eːn
istennel	iʃtɛnːɛl
terccel	tɛrt͡sɛl
felkelések	fɛlkɛleːʃɛk
zoknik	zoknik
memóriakártya	mɛmoːrijɒkaːrcɒ
lehetőségekről	lɛhɛtøːʃeːɡɛkrøːl
fűzöld	fyːzøld
köhögni	køhøɡni
rózsaszín	roːʒɒsiːn
untat	untɒt
kertészekről	kɛrteːsɛkrøːl
öten	øtɛn
bohémia	boɦeːmijɒ
anyag	ɒɲɒɡ
etimológiák	ɛtimoloːɡijaːk
melletti	mɛlːɛtːi
kerekek	kɛrɛkɛk
embléma	ɛmbleːmɒ
kellessem	kɛlːɛʃːɛm
romantika	romɒntikɒ
legelkötelezettebb	lɛɡɛlkøtɛlɛzɛtːɛbː
elismer	ɛliʃmɛr
ellenzék	ɛlːɛnzeːk
holdkő	holtkøː
karma	kɒrmɒ
levele	lɛvɛlɛ
tisztázódik	tistaːzoːdik
hegyesszögek	hɛɟɛʃsøɡɛk
paklik	pɒklik
sósavak	ʃoːʃɒvɒk
vakondok	vɒkondok
vonjalak	voɲːɒlɒk
maradéktalanul	mɒrɒdeːktɒlɒnul
kezdeményezésére	kɛzdɛmeːɲɛzeːʃeːrɛ
faji	fɒji
szép	seːp
figyelőlistákban	fiɟɛløːliʃtaːɡbɒn
perjel	pɛrjɛl
zeném	zɛneːm
panasz	pɒnɒs
állná	aːlnaː
felelőtlenség	fɛlɛløːtlɛnʃeːɡ
menedékhely	mɛnɛdeːkhɛj
lengj	lɛŋɡʝ
komponens	komponɛnʃ
gyógyszertári	ɟoːcsɛrtaːri
aduba	ɒdubɒ
mégis	meːɡiʃ
csuklókról	t͡ʃukloːkroːl
tehetném	tɛhɛtneːm
ösvények	øʃveːɲɛk
lelkesedés	lɛlkɛʃɛdeːʃ
szeméttelep	sɛmeːtːɛlɛp
alkatúak	ɒlkɒtuːɒk
ajándékozásokért	ɒjaːndeːkozaːʃokeːrt
euklidesz	ɛuklidɛs
krisztadelfiánus	kristɒdɛlfijaːnuʃ
megrémül	mɛɡreːmyl
csengőhang	t͡ʃɛŋɡøːɦɒŋɡ
alkalmi	ɒlkɒlmi
leglegendásabb	lɛɡlɛɡɛndaːʃɒbː
bevásárlóközpontok	bɛvaːʃaːrloːkøspontok
bokazokni	bokɒzokni
fotókat	fotoːkɒt
rühre	ryrɛ
vetsz	vɛt͡sː
tudatos	tudɒtoʃ
hitetlenkedve	hitɛtlɛŋkɛdvɛ
bojtorján	bojtorjaːn
vödre	vødrɛ
légszennyezés	leːksɛɲːɛzeːʃ
bajos	bɒjoʃ
keresi	kɛrɛʃi
költemény	køltɛmeːɲ
bárányhimlők	baːraːɲɦimløːk
kiolthatatlanabb	kijolthɒtɒtlɒnɒbː
szennyez	sɛɲːɛz
bocskora	bot͡ʃkorɒ
távolabb	taːvolɒbː
basa	bɒʃɒ
eldönteni	ɛldøntɛni
figyelőlistából	fiɟɛløːliʃtaːboːl
ozmózisok	ozmoːziʃok
nyálak	ɲaːlɒk
datolyád	dɒtojaːd
falevele	fɒlɛvɛlɛ
kojot	kojot
hanyatt	hɒɲɒtː
kerékvágás	kɛreːkvaːɡaːʃ
rendezőt	rɛndɛzøːt
legbefogadóbb	lɛɡbɛfoɡɒdoːbː
trágyázás	traːɟaːzaːʃ
feneketlen	fɛnɛkɛtlɛn
nyilasok	ɲilɒʃok
ettük	ɛtːyk
eurót	ɛuroːt
hányhat	haːɲɦɒt
legdiadalmasabb	lɛɡdijɒdɒlmɒʃɒbː
olvasottabb	olvɒʃotːɒbː
hinnem	hinːɛm
etiológia	ɛtijoloːɡijɒ
cipőtalp	t͡sipøːtɒlp
pöcök	pøt͡søk
árny	aːrɲ
magammá	mɒɡɒmːaː
siketfajd	ʃikɛtfɒjd
kajásabb	kɒjaːʃɒbː
posztmodern	postmodɛrn
szabó	sɒboː
földrengések	føldrɛŋɡeːʃɛk
skalpol	ʃkɒlpol
leghangulatosabb	lɛkhɒŋɡulɒtoʃɒbː
adományozások	ɒdomaːɲozaːʃok
ejj	ɛjː
ágytól	aːctoːl
unokaöcs	unokɒøt͡ʃː
elbeszél	ɛlbɛseːl
hangfala	hɒŋkfɒlɒ
legjátékosabb	lɛɡjaːteːkoʃɒbː
társkeresők	taːrʃkɛrɛʃøːk
utad	utɒd
krokodilkönny	krokodilkøɲː
ülést	yleːʃt
izmú	izmuː
nyilvántartásba	ɲilvaːntɒrtaːʒbɒ
nyakakon	ɲɒkɒkon
kártékonyabb	kaːrteːkoɲɒbː
kompromittál	kompromitːaːl
okokat	okokɒt
körbevesz	kørbɛvɛs
büntetését	byntɛteːʃeːt
újvilág	uːjvilaːɡ
áramlás	aːrɒmlaːʃ
tündérek	tyndeːrɛk
zimankó	zimɒŋkoː
mágnes	maːɡnɛʃ
keresztlányok	kɛrɛstlaːɲok
baromság	bɒromʃaːɡ
multi	multi
időbeosztás	idøːbɛostaːʃ
kérdésként	keːrdeːʃkeːnt
diagnosztikák	dijɒɡnostikaːk
színvonalat	siːɱvonɒlɒt
szívélyes	siːveːjɛʃ
apáca	ɒpaːt͡sɒ
váltottál	vaːltotːaːl
tabu	tɒbu
gyümölcstelen	ɟymølt͡ʃtɛlɛn
lidércek	lideːrt͡sɛk
mögöttünk	møɡøtːyŋk
tartományban	tɒrtomaːɲbɒn
legbiztonságosabb	lɛɡbistonʃaːɡoʃɒbː
magyarokká	mɒɟɒrokːaː
tél	teːl
leli	lɛli
jótett	joːtɛtː
vízimadár	vizimɒdaːr
pereled	pɛrɛlɛd
pénze	peːnzɛ
várjuk	vaːrjuk
panaszos	pɒnɒsoʃ
kontaktlencsék	kontɒktlɛnt͡ʃeːk
előadók	ɛløːɒdoːk
fejünket	fɛjyŋkɛt
záporok	zaːporok
televízió	tɛlɛviːzijoː
húznotok	huːznotok
disztribúció	distribuːt͡sijoː
gépi	ɡeːpi
otrombaságok	otrombɒʃaːɡok
agának	ɒɡaːnɒk
riporternő	riportɛrnøː
ezoterikus	ɛzotɛrikuʃ
okokon	okokon
fegyverhordozók	fɛɟvɛrɦordozoːk
csalogány	t͡ʃɒloɡaːɲ
meg	mɛɡ
alelnök	ɒlɛlnøk
gimel	ɡimɛl
kölcsön	kølt͡ʃøn
esélyeket	ɛʃeːjɛkɛt
családtalan	t͡ʃɒlaːtːɒlɒn
kéred	keːrɛd
öröm	ørøm
tartalmi	tɒrtɒlmi
fahéjuk	fɒɦeːjuk
szombati	sombɒti
tisza	tisɒ
fókát	foːkaːt
pireneusok	pirɛnɛuʃok
ütné	ytneː
sofőrök	ʃoføːrøk
helyiségek	hɛjiʃeːɡɛk
írtalak	iːrtɒlɒk
nyugalom	ɲuɡɒlom
keresztül	kɛrɛstyl
javítani	jɒviːtɒni
átlagosnál	aːtlɒɡoʃnaːl
programokra	proɡrɒmokrɒ
bokákhoz	bokaːkhoz
radiológus	rɒdijoloːɡuʃ
pókháló	poːkhaːloː
vagonok	vɒɡonok
körív	køriːv
százhuszonnégy	saːshusonːeːɟ
kertészeknél	kɛrteːsɛkneːl
illik	ilːik
kort	kort
örömeit	ørømɛjit
lepkék	lɛpkeːk
csáb	t͡ʃaːb
fogja	foɡjɒ
fennek	fɛnːɛk
célcsoport	t͡seːlt͡ʃoport
hozomány	hozomaːɲ
varrótűk	vɒrːoːtyːk
halogénlámpa	hɒloɡeːnlaːmpɒ
fanszőrzet	fɒnsøːrzɛt
szíveskedjetek	siːvɛʃkɛɟːɛtɛk
idétlen	ideːtlɛn
hamupipőke	hɒmupipøːkɛ
előtt	ɛløːtː
kockázata	kot͡skaːzɒtɒ
sóhajt	ʃoːɦɒjt
legbabonásabb	lɛɡbɒbonaːʃɒbː
oldalaink	oldɒlɒjiŋk
csillár	t͡ʃilːaːr
beszédhiba	bɛseːthibɒ
hagyományként	hɒɟomaːɲkeːnt
samponoz	ʃɒmponoz
szimplább	simplaːbː
hasat	hɒʃɒt
fejekig	fɛjɛkiɡ
lovagra	lovɒɡrɒ
dzsesszzene	d͡ʒɛzːɛnɛ
ezeregyszáz	ɛzɛrɛcsaːz
monitorai	monitorɒji
meghűlés	mɛkhyːleːʃ
büszkeségek	byskɛʃeːɡɛk
sajátig	ʃɒjaːtiɡ
akikről	ɒkikrøːl
tudósabb	tudoːʃɒbː
dalszövegei	dɒlsøvɛɡɛji
falevelektől	fɒlɛvɛlɛktøːl
tetszetős	tɛt͡sːɛtøːʃ
makramé	mɒkrɒmeː
fazekas	fɒzɛkɒʃ
rádzsputok	raːt͡ʃputok
reggelikről	rɛɡːɛlikrøːl
pánsípok	paːnʃiːpok
sárkányhajó	ʃaːrkaːɲɦɒjoː
bólint	boːlint
méltányol	meːltaːɲol
vesznünk	vɛsnyŋk
jótékonyabb	joːteːkoɲɒbː
rúpia	ruːpijɒ
vesemedence	vɛʃɛmɛdɛnt͡sɛ
rémbe	reːmbɛ
trónok	troːnok
házsárt	haːʒaːrt
klórok	kloːrok
mimögöttünk	mimøɡøtːyŋk
legyint	lɛɟint
sortok	ʃortok
alkalmaktól	ɒlkɒlmɒktoːl
számlája	saːmlaːjɒ
mennyek	mɛɲːɛk
dobtatok	doptɒtok
vak	vɒk
témakörök	teːmɒkørøk
alkotmányok	ɒlkotmaːɲok
használatok	hɒsnaːlɒtok
ökológus	økoloːɡuʃ
cinikusok	t͡sinikuʃok
nyereg	ɲɛrɛɡ
házityúk	haːzicuːk
külföldre	kylføldrɛ
cigaretta	t͡siɡɒrɛtːɒ
lagúna	lɒɡuːnɒ
ápol	aːpol
orkán	orkaːn
kavicsos	kɒvit͡ʃoʃ
vetélkedik	vɛteːlkɛdik
szóközök	soːkøzøk
megtekint	mɛktɛkint
körzeté	kørzɛteː
futóversenyek	futoːvɛrʃɛɲɛk
mozgalom	mozɡɒlom
athén	ɒteːn
morálisabban	moraːliʃɒbːɒn
luxembourg	luksɛmburɡ
őzike	øːzikɛ
madámok	mɒdaːmok
hadd	hɒd
autópályán	ɒutoːpaːjaːn
egyenlőség	ɛɟːɛnløːʃeːɡ
magamért	mɒɡɒmeːrt
vérfürdő	veːrfyrdøː
céhből	t͡seːxbøːl
csinálok	t͡ʃinaːlok
foghat	fokhɒt
fénysugarak	feːɲʃuɡɒrɒk
modalitások	modɒlitaːʃok
növelése	nøvɛleːʃɛ
vallomás	vɒlːomaːʃ
szemhéj	sɛmɦeːj
javára	jɒvaːrɒ
olajfák	olɒjfaːk
zuzmót	zuzmoːt
fejném	fɛjneːm
anatómia	ɒnɒtoːmijɒ
akiknél	ɒkikneːl
bujtsd	bujd͡ʒd
szipka	sipkɒ
aranysakál	ɒrɒɲʃɒkaːl
ekcéma	ɛkt͡seːmɒ
csapni	t͡ʃɒpni
hajótörött	hɒjoːtørøtː
augusztusok	ɒuɡustuʃok
ajánlható	ɒjaːnlɦɒtoː
legolvashatatlanabb	lɛɡolvɒʃhɒtɒtlɒnɒbː
modell	modɛlː
szabályt	sɒbaːjt
fahéjakra	fɒɦeːjɒkrɒ
lombtalan	lomptɒlɒn
egzisztenciális	ɛɡzistɛnt͡sijaːliʃ
bumerángok	bumɛraːŋɡok
utcaseprők	ut͡sːɒʃɛprøːk
kollektívabb	kolːɛktiːvɒbː
jegyében	jɛɟeːbɛn
gyehenna	ɟɛhɛnːɒ
ragadhat	rɒɡɒthɒt
haramia	hɒrɒmijɒ
park	pɒrk
durvább	durvaːbː
folsav	folʃɒv
mifelénk	mifɛleːŋk
artériás	ɒrteːrijaːʃ
oldat	oldɒt
méhlepény	meːlɛpeːɲ
kasszafúró	kɒsːɒfuːroː
fodrászat	fodraːsɒt
széria	seːrijɒ
logaritmusok	loɡɒritmuʃok
uraknak	urɒknɒk
birsalmafával	birʃɒlmɒfaːvɒl
vederbe	vɛdɛrbɛ
bájos	baːjoʃ
ősibb	øːʃibː
heréknek	hɛreːknɛk
kielégítés	kijɛleːɡiːteːʃ
ezúttal	ɛzuːtːɒl
menekszik	mɛnɛksik
írjátok	iːrjaːtok
mindhez	minthɛz
fagyizom	fɒɟizom
inkvizíció	iŋkviziːt͡sijoː
merjed	mɛrjɛd
másodfokú	maːʃotfokuː
keltitek	kɛltitɛk
legeretnekebb	lɛɡɛrɛtnɛkɛbː
repülünk	rɛpylyŋk
leggyöngébb	lɛɡɟøŋɡeːbː
ajtónál	ɒjtoːnaːl
megközelítő	mɛkːøzɛliːtøː
társalapító	taːrʃɒlɒpiːtoː
vágynál	vaːɟnaːl
faron	fɒron
tarts	tɒrt͡ʃ
vertelek	vɛrtɛlɛk
illetékek	ilːɛteːkɛk
gyűjteményeket	ɟyːjtɛmeːɲɛkɛt
kerékpártúrák	kɛreːkpaːrtuːraːk
képernyőn	keːpɛrɲøːn
nincstelenek	nint͡ʃtɛlɛnɛk
várjad	vaːrjɒd
hajlik	hɒjlik
sütünk	ʃytyŋk
fennhangon	fɛnɦɒŋɡon
harisnyák	hɒriʃɲaːk
konzerveink	konzɛrvɛjiŋk
egerészik	ɛɡɛreːsik
árul	aːrul
orvostanhallgató	orvoʃtɒnɦɒlɡɒtoː
legbűnösebb	lɛɡbyːnøʃɛbː
készítés	keːsiːteːʃ
sparherd	ʃpɒrɦɛrd
énmögöttem	eːmːøɡøtːɛm
páráját	paːraːjaːt
dévadászi	deːvɒdaːsi
összetétel	øsːɛteːtɛl
véren	veːrɛn
képzeletbeli	keːbzɛlɛdbɛli
européer	ɛuropeːjɛr
ammónium	ɒmːoːnijum
sündisznók	ʃyndisnoːk
bálnavadászat	baːlnɒvɒdaːsɒt
asz	ɒs
kornett	kornɛtː
fűrészek	fyːreːsɛk
válaszoltak	vaːlɒsoltɒk
sírba	ʃiːrbɒ
milyené	mijɛneː
kínál	kiːnaːl
mitológia	mitoloːɡijɒ
legárvább	lɛɡaːrvaːbː
gyorsételek	ɟorʃeːtɛlɛk
karika	kɒrikɒ
szenny	sɛɲː
ászok	aːsok
tanúsít	tɒnuːʃiːt
egységeket	ɛcʃeːɡɛkɛt
fagyaszt	fɒɟɒst
dzsipjei	d͡ʒipjɛji
áramlik	aːrɒmlik
pulóverek	puloːvɛrɛk
bevonása	bɛvonaːʃɒ
szavazás	sɒvɒzaːʃ
szófia	soːfijɒ
féltestvér	feːltɛʃtveːr
dadaizmus	dɒdɒjizmuʃ
tárgyalást	taːrɟɒlaːʃt
műértő	myːjeːrtøː
professzorokon	profɛsːorokon
rühbe	rybɛ
elsőbbség	ɛlʃøːpʃeːɡ
elhanyagoltabb	ɛlɦɒɲɒɡoltɒbː
értéktelen	eːrteːktɛlɛn
környezetben	kørɲɛzɛdbɛn
gyakorlása	ɟɒkorlaːʃɒ
könyöknyúlvány	køɲøkɲuːlvaːɲ
patronázsok	pɒtronaːʒok
egyesülés	ɛɟːɛʃyleːʃ
oszlop	oslop
fekvőhely	fɛkvøːɦɛj
holdak	holdɒk
dekorációk	dɛkoraːt͡sijoːk
hagyott	hɒɟotː
szecessziók	sɛt͡sɛsːijoːk
mosakodások	moʃɒkodaːʃok
amikké	ɒmikːeː
avokádó	ɒvokaːdoː
elkülönít	ɛlkyløniːt
ciklohexán	t͡sikloɦɛksaːn
gyíkok	ɟiːkok
bírok	biːrok
biztonságosabb	bistonʃaːɡoʃɒbː
róka	roːkɒ
alanynak	ɒlɒɲnɒk
juhba	jubɒ
paraguay	pɒrɒɡvaːj
szépirodalmi	seːpirodɒlmi
előléptetés	ɛløːleːptɛteːʃ
legméltóbb	lɛɡmeːltoːbː
billenőkapcsoló	bilːɛnøːkɒpt͡ʃoloː
dicséreteken	dit͡ʃeːrɛtɛkɛn
reméli	rɛmeːli
recenziók	rɛt͡sɛnzijoːk
szerkesztett	sɛrkɛstɛtː
figyelőlistákhoz	fiɟɛløːliʃtaːkhoz
lakomázik	lɒkomaːzik
zuhanyzom	zuɦɒɲzom
alkalmankénti	ɒlkɒlmɒŋkeːnti
nevelni	nɛvɛlni
legazonosabb	lɛɡɒzonoʃɒbː
kéreg	keːrɛɡ
vasútvonalak	vɒʃuːtvonɒlɒk
kertjei	kɛrcɛji
zenedéid	zɛnɛdeːjid
dobon	dobon
jóváhagynák	joːvaːɦɒɟnaːk
akarjuk	ɒkɒrjuk
elszámoltatható	ɛlsaːmoltɒthɒtoː
övéért	øveːjeːrt
gagyi	ɡɒɟi
abakuszom	ɒbɒkusom
egyeztet	ɛɟːɛstɛt
fontos	fontoʃ
fertőtlenít	fɛrtøːtlɛniːt
szerkó	sɛrkoː
lián	lijaːn
tájkép	taːjkeːp
dobnod	dobnod
sárgább	ʃaːrɡaːbː
tartalmát	tɒrtɒlmaːt
palackozott	pɒlɒt͡skozotː
vádat	vaːdɒt
történethez	tørteːnɛthɛz
iparokhoz	ipɒrokhoz
ízületi	iːzylɛti
alkonyataid	ɒlkoɲɒtɒjid
pintér	pinteːr
gondolkodom	ɡondolkodom
cseppjeik	t͡ʃɛpjɛjik
szabadságharc	sɒbɒt͡ʃːaːkhɒrt͡s
alkotást	ɒlkotaːʃt
állok	aːlːok
legyenek	lɛɟɛnɛk
ékek	eːkɛk
élei	eːlɛji
agancsaim	ɒɡɒnt͡ʃɒjim
egészként	ɛɡeːskeːnt
használjátok	hɒsnaːjːaːtok
késhet	keːʃhɛt
ábráért	aːbraːjeːrt
játékkal	jaːteːkːɒl
v	v
szabadabban	sɒbɒdɒbːɒn
mauzóleumok	mɒuzoːlɛumok
ültem	yltɛm
kísérő	kiʃeːrøː
imbolyog	imbojoɡ
audienciák	ɒudijɛnt͡sijaːk
kormányrendelet	kormaːɲrɛndɛlɛt
kesztyűben	kɛscyːbɛn
lóversenypályák	loːvɛrʃɛɲpaːjaːk
trombózis	tromboːziʃ
élelmiszerboltot	eːlɛlmisɛrboltot
kétségbeesetten	keːt͡ʃːeːɡbɛɛʃɛtːɛn
elégtelen	ɛleːktɛlɛn
ültetvények	yltɛtveːɲɛk
szennyezések	sɛɲːɛzeːʃɛk
révbe	reːvbɛ
csorda	t͡ʃordɒ
tibor	tibor
akciófilmek	ɒkt͡sijoːfilmɛk
juhnak	juxnɒk
kiinduló	kiinduloː
vízvezeték	viːzvɛzɛteːk
gargarizál	ɡɒrɡɒrizaːl
sehogyan	ʃɛɦoɟɒn
fennmarad	fɛmːɒrɒd
tanítanunk	tɒniːtɒnuŋk
bemelegítés	bɛmɛlɛɡiːteːʃ
ultizik	ultizik
legfokozatosabb	lɛkfokozɒtoʃɒbː
nyelvről	ɲɛlvrøːl
etelka	ɛtɛlkɒ
országban	orsaːɡbɒn
konjugált	koɲːuɡaːlt
bankotok	bɒŋkotok
jellemzően	jɛlːɛmzøːɛn
sportújságírás	ʃportuːjʃaːɡiːraːʃ
kielégít	kijɛleːɡiːt
sorol	ʃorol
hasábburgonyát	hɒʃaːbːurɡoɲaːt
sötétzöld	ʃøteːdzøld
tanuló	tɒnuloː
poroddal	porodːɒl
informál	iɱformaːl
tigrisekként	tiɡriʃɛkːeːnt
mekka	mɛkːɒ
ostyája	oʃcaːjɒ
jó	joː
szemzug	sɛmzuɡ
csípős	t͡ʃiːpøːʃ
mamuton	mɒmuton
munkája	muŋkaːjɒ
habcsók	hɒpt͡ʃoːk
gésák	ɡeːʃaːk
lhásza	laːsɒ
vontam	vontɒm
kéztőcsontok	keːstøːt͡ʃontok
utolérni	utoleːrni
fattyúsor	fɒcːuːʃor
póznák	poːznaːk
válnotok	vaːlnotok
kibírhatatlan	kibiːrɦɒtɒtlɒn
kivonulás	kivonulaːʃ
tanítómesterek	tɒniːtoːmɛʃtɛrɛk
marékkal	mɒreːkːɒl
mielőttünk	mijɛløːtːyŋk
albumok	ɒlbumok
legeltet	lɛɡɛltɛt
aranyak	ɒrɒɲɒk
becsukod	bɛt͡ʃukod
bélmozgás	beːlmozɡaːʃ
felelőtlenebb	fɛlɛløːtlɛnɛbː
gázló	ɡaːzloː
terveim	tɛrvɛjim
életszínvonal	eːlɛt͡sːiːɱvonɒl
engedelmességek	ɛŋɡɛdɛlmɛʃːeːɡɛk
háttérzenék	haːtːeːrzɛneːk
csipa	t͡ʃipɒ
segít	ʃɛɡiːt
költészetek	kølteːsɛtɛk
mentetek	mɛntɛtɛk
ablakaitok	ɒblɒkɒjitok
hagytuk	hɒctuk
hajszín	hɒjsiːn
fejesek	fɛjɛʃɛk
szelíd	sɛliːd
laksz	lɒks
síel	ʃiːjɛl
ál	aːl
rájuk	raːjuk
hamva	hɒɱvɒ
méteres	meːtɛrɛʃ
sava	ʃɒvɒ
fedélzeti	fɛdeːlzɛti
pusztítás	pustiːtaːʃ
haldoklók	hɒldokloːk
vetnélek	vɛtneːlɛk
ingatlan	iŋɡɒtlɒn
üzenetek	yzɛnɛtɛk
thaiföld	taːjføld
thaiok	taːjok
soproni	ʃoproni
törekszik	tørɛksik
giccsesebb	ɡit͡ʃːɛʃɛbː
apához	ɒpaːɦoz
optikusok	optikuʃok
könyvjelzők	køɲvjɛlzøːk
kollégákhoz	kolːeːɡaːkhoz
távcsövek	taːft͡ʃøvɛk
érted	eːrtɛd
gyerekekkel	ɟɛrɛkɛkːɛl
húsvétok	huːʃveːtok
kurkuma	kurkumɒ
szmoking	smokiŋɡ
kiszámít	kisaːmiːt
tulajdonosnők	tulɒjdonoʃnøːk
kelsz	kɛls
puskapor	puʃkɒpor
válnia	vaːlnijɒ
haszontalanabb	hɒsontɒlɒnɒbː
fejkendők	fɛjkɛndøːk
székeiden	seːkɛjidɛn
fejdísz	fɛjdiːs
tartása	tɒrtaːʃɒ
tasak	tɒʃɒk
látnivaló	laːtnivɒloː
szagok	sɒɡok
sejtek	ʃɛjtɛk
igenbe	iɡɛmbɛ
héttől	heːtːøːl
szexuális	sɛksuaːliʃ
fasizmus	fɒʃizmuʃ
lefoglal	lɛfoɡlɒl
zsorzsett	ʒorʒɛtː
viselet	viʃɛlɛt
bérgyilkos	beːrɟilkoʃ
obszidián	opsidijaːn
bankokká	bɒŋkokːaː
kibernetikusok	kibɛrnɛtikuʃok
vacsorátok	vɒt͡ʃoraːtok
bokálya	bokaːjɒ
alanyokról	ɒlɒɲokroːl
rendeletben	rɛndɛlɛdbɛn
jönnénk	jønːeːŋk
ereklye	ɛrɛkjɛ
búvó	buːvoː
ismeretelmélet	iʃmɛrɛtɛlmeːlɛt
ipszilonok	ipsilonok
hajtűk	hɒjtyːk
legrégebbi	lɛɡreːɡɛbːi
folyamatokkal	fojɒmɒtokːɒl
jóért	joːjeːrt
kapuinkra	kɒpujiŋkrɒ
megadás	mɛɡɒdaːʃ
összegyűjteni	øsːɛɟyːjtɛni
koszok	kosok
tömeges	tømɛɡɛʃ
nevelő	nɛvɛløː
hagyományokból	hɒɟomaːɲoɡboːl
integrációk	intɛɡraːt͡sijoːk
képnek	keːpnɛk
körülbelül	kørylbɛlyl
harcművész	hɒrt͡smyːveːs
lélegzetelállítóbb	leːlɛɡzɛtɛlaːlːiːtoːbː
kísérteties	kiːʃeːrtɛtijɛʃ
jutnom	jutnom
szerződések	sɛrzøːdeːʃɛk
rivalg	rivɒlɡ
alkujuk	ɒlkujuk
régieket	reːɡijɛkɛt
szelfit	sɛlfit
őszinteség	øːsintɛʃeːɡ
fejhez	fɛjɦɛz
elérését	ɛleːreːʃeːt
vonít	voniːt
moziban	mozibɒn
raktározás	rɒktaːrozaːʃ
itala	itɒlɒ
vázol	vaːzol
elír	ɛliːr
petymeg	pɛcmɛɡ
kontytetők	koɲctɛtøːk
zárnod	zaːrnod
következmény	køvɛtkɛzmeːɲ
cégetek	t͡seːɡɛtɛk
mesterünk	mɛʃtɛryŋk
megyét	mɛɟeːt
rejtelem	rɛjtɛlɛm
említés	ɛmliːteːʃ
iránta	iraːntɒ
névmás	neːvmaːʃ
nyald	ɲɒld
tekervények	tɛkɛrveːɲɛk
melyként	mɛjkeːnt
egyformák	ɛcformaːk
szubjektivitás	subjɛktivitaːʃ
homlokokhoz	homlokokhoz
zsebtolvajok	ʒɛptolvɒjok
kultuszfilm	kultusfilm
úr	uːr
ingerem	iŋɡɛrɛm
kömény	kømeːɲ
cseppjük	t͡ʃɛpjyk
szavakban	sɒvɒɡbɒn
szócsalád	soːt͡ʃɒlaːd
napvilág	nɒpvilaːɡ
kimutatja	kimutɒcːɒ
házasságoknak	haːzɒʃːaːɡoknɒk
hitről	hitrøːl
vonatokat	vonɒtokɒt
öljék	øjːeːk
órákon	oːraːkon
száznegyvenkettő	saːznɛɟvɛŋkɛtːøː
polgárok	polɡaːrok
köszönhetően	køsønɦɛtøːɛn
tolódik	toloːdik
milyenekbe	mijɛnɛɡbɛ
többség	tøpʃeːɡ
engesztelés	ɛŋɡɛstɛleːʃ
térig	teːriɡ
másokból	maːʃoɡboːl
szaporodás	sɒporodaːʃ
társa	taːrʃɒ
kigúnyol	kiɡuːɲol
távirányítók	taːviraːɲiːtoːk
sátorfa	ʃaːtorfɒ
előttem	ɛløːtːɛm
csacsog	t͡ʃɒt͡ʃoɡ
használja	hɒsnaːjːɒ
pár	paːr
vakablakod	vɒkɒblɒkod
gondnokunk	ɡondnokuŋk
olyanból	ojɒmboːl
bankokra	bɒŋkokrɒ
égtájak	eːktaːjɒk
haladék	hɒlɒdeːk
furcsán	furt͡ʃaːn
halmazokhoz	hɒlmɒzokhoz
iparnál	ipɒrnaːl
halát	hɒlaːt
megsértés	mɛkʃeːrteːʃ
változatot	vaːltozɒtot
arcában	ɒrt͡saːbɒn
játékokat	jaːteːkokɒt
kürtről	kyrtrøːl
vonzanának	vonzɒnaːnɒk
dicsekedik	dit͡ʃɛkɛdik
ceruzatartó	t͡sɛruzɒtɒrtoː
szabotál	sɒbotaːl
varsa	vɒrʃɒ
térképek	teːrkeːpɛk
szélrózsák	seːrːoːʒaːk
szimmetriák	simːɛtrijaːk
tanultál	tɒnultaːl
fővel	føːvɛl
harcolunk	hɒrt͡soluŋk
exon	ɛkson
