აღმოუფხვრელი	ɑɣmɔupʰxvrɛli
დაუფასებელი	dɑupʰɑsɛbɛli
უმაგრესი	umɑɡrɛsi
ჯოგურად	d͡ʒɔɡurɑd
საქორწილო	sɑkʰɔrt͡sʼilɔ
ბიწმენდი	bit͡sʼmɛndi
უკრიტიკო	ukʼritʼikʼɔ
მწუხარედ	mt͡sʼuxɑrɛd
სიმლაშე	simlɑʃɛ
სიღატაკე	siɣɑtʼɑkʼɛ
საბჭომ	sɑbt͡ʃʼɔm
გარნიზონი	ɡɑrnizɔni
გაახურეთ	ɡɑɑxurɛtʰ
ნამდვილად	nɑmdvilɑd
ღვინო	ɣvinɔ
დაუზიანებელი	dɑuziɑnɛbɛli
გაერთიანება	ɡɑɛrtʰiɑnɛbɑ
ჩაასწორებს	t͡ʃɑɑst͡sʼɔrɛbs
ტორფი	tʼɔrpʰi
უკარებად	ukʼɑrɛbɑd
ფიზიოლოგია	pʰiziɔlɔɡiɑ
უემოციოდ	uɛmɔt͡siɔd
ხე	xɛ
ამორჩეული	ɑmɔrt͡ʃɛuli
სულგრძელობა	sulɡrd͡zɛlɔbɑ
გადოლინიუმი	ɡɑdɔliniumi
პირადი	pʼirɑdi
სტატია	stʼɑtʼiɑ
ჩამოკონკილი	t͡ʃɑmɔkʼɔnkʼili
ტეხასი	tʼɛxɑsi
ბედობა	bɛdɔbɑ
გამოუცდელი	ɡɑmɔut͡sdɛli
ბიზონი	bizɔni
ჭაობი	t͡ʃʼɑɔbi
მესპილენძე	mɛspʼilɛnd͡zɛ
ბოლქვი	bɔlkʰvi
დაუბეგრავი	dɑubɛɡrɑvi
იანვარი	iɑnvɑri
გართულებული	ɡɑrtʰulɛbuli
გონგი	ɡɔnɡi
მხოლოდდამხოლოდ	mxɔlɔddɑmxɔlɔd
ორბიტული	ɔrbitʼuli
დაგრძელება	dɑɡrd͡zɛlɛbɑ
იორკშირი	iɔrkʼʃiri
მოძრაობა	mɔd͡zrɑɔbɑ
პაშტეტი	pʼɑʃtʼɛtʼi
ძაღლიშვილი	d͡zɑɣliʃvili
პორფირი	pʼɔrpʰiri
პლაზმა	pʼlɑzmɑ
შეთანხმებული	ʃɛtʰɑnxmɛbuli
შეხება	ʃɛxɛbɑ
ვარამი	vɑrɑmi
პარალელი	pʼɑrɑlɛli
ჰომოსექსუალი	hɔmɔsɛkʰsuɑli
მალულად	mɑlulɑd
ფონემა	pʰɔnɛmɑ
კომპასი	kʼɔmpʼɑsi
ძერა	d͡zɛrɑ
ამოძირკვავს	ɑmɔd͡zirkʼvɑvs
რენესანსი	rɛnɛsɑnsi
ალავერდი	ɑlɑvɛrdi
გულფიცხი	ɡulpʰit͡sxi
ყოფილი	qʼɔpʰili
ნაკადი	nɑkʼɑdi
აკვნები	ɑkʼvnɛbi
აგვისტოთი	ɑɡvistʼɔtʰi
დამალობანა	dɑmɑlɔbɑnɑ
მიმღეობა	mimɣɛɔbɑ
ბუნებრივად	bunɛbrivɑd
პიზა	pʼizɑ
მთელი	mtʰɛli
დინამიკა	dinɑmikʼɑ
ეჭვიანობა	ɛt͡ʃʼviɑnɔbɑ
აბდაუბდა	ɑbdɑubdɑ
ბროკერი	brɔkʼɛri
დოყლაპია	dɔqʼlɑpʼiɑ
ძველი	d͡zvɛli
მორჩილობა	mɔrt͡ʃilɔbɑ
ხოჭო	xɔt͡ʃʼɔ
ბროშურა	brɔʃurɑ
გუთები	ɡutʰɛbi
ქრთამავს	kʰrtʰɑmɑvs
დედამიწას	dɛdɑmit͡sʼɑs
აპოგეა	ɑpʼɔɡɛɑ
ირლანდიური	irlɑndiuri
მიწურული	mit͡sʼuruli
ხელშეწყობა	xɛlʃɛt͡sʼqʼɔbɑ
იმერეთს	imɛrɛtʰs
ხოხობი	xɔxɔbi
სასმისი	sɑsmisi
ბუდისტი	budistʼi
ზავთი	zɑvtʰi
თოჯინა	tʰɔd͡ʒinɑ
სპონტანური	spʼɔntʼɑnuri
იზოლატორი	izɔlɑtʼɔri
სახალხოდ	sɑxɑlxɔd
გულოვანი	ɡulɔvɑni
კენტავრი	kʼɛntʼɑvri
იურისტი	iuristʼi
მელოდიურობა	mɛlɔdiurɔbɑ
ყველა	qʼvɛlɑ
მანქანამ	mɑnkʰɑnɑm
ექსტაზური	ɛkʰstʼɑzuri
სირცხვილი	sirt͡sxvili
სრულიად	sruliɑd
დაკვანძული	dɑkʼvɑnd͡zuli
კომპაქტურად	kʼɔmpʼɑkʰtʼurɑd
არამოდურად	ɑrɑmɔdurɑd
ქამელეონი	kʰɑmɛlɛɔni
დაბრუნება	dɑbrunɛbɑ
ბოლერო	bɔlɛrɔ
ბერავს	bɛrɑvs
იაფი	iɑpʰi
ასახიჩრებს	ɑsɑxit͡ʃrɛbs
ერთგული	ɛrtʰɡuli
არტერიული	ɑrtʼɛriuli
ტომი	tʼɔmi
ფერფლისფერი	pʰɛrpʰlispʰɛri
რძე	rd͡zɛ
პრინციპული	pʼrint͡sipʼuli
მავნე	mɑvnɛ
ჰუსარი	husɑri
მიმართ	mimɑrtʰ
კრაკოვი	kʼrɑkʼɔvi
ნაყალბევი	nɑqʼɑlbɛvi
საბურავი	sɑburɑvi
სულფიდი	sulpʰidi
პირმა	pʼirmɑ
ჩაფხუტი	t͡ʃɑpʰxutʼi
ღება	ɣɛbɑ
ბაქარა	bɑkʰɑrɑ
არნახული	ɑrnɑxuli
ბავშვური	bɑvʃvuri
ზედამხედველი	zɛdɑmxɛdvɛli
მართლა	mɑrtʰlɑ
ბათქაში	bɑtʰkʰɑʃi
დაე	dɑɛ
ამპუტაცია	ɑmpʼutʼɑt͡siɑ
აბრამიშვილი	ɑbrɑmiʃvili
რამეები	rɑmɛɛbi
თებო	tʰɛbɔ
ნაგავი	nɑɡɑvi
მუდმივი	mudmivi
ავადმყოფობა	ɑvɑdmqʼɔpʰɔbɑ
ბაქიობა	bɑkʰiɔbɑ
დიაკრიტიკული	diɑkʼritʼikʼuli
ორატორად	ɔrɑtʼɔrɑd
სასტიკად	sɑstʼikʼɑd
რესტავრაცია	rɛstʼɑvrɑt͡siɑ
ვენა	vɛnɑ
არომატულად	ɑrɔmɑtʼulɑd
დროები	drɔɛbi
ვორონეჟი	vɔrɔnɛʒi
შეზღუდული	ʃɛzɣuduli
კონსერვატორი	kʼɔnsɛrvɑtʼɔri
შეუფასებელი	ʃɛupʰɑsɛbɛli
კომოდი	kʼɔmɔdi
სურვილი	survili
ბუკმეკერი	bukʼmɛkʼɛri
აკუმულატორი	ɑkʼumulɑtʼɔri
რესპუბლიკური	rɛspʼublikʼuri
დიქტორი	dikʰtʼɔri
დაბრუნებას	dɑbrunɛbɑs
ამაღელვებელი	ɑmɑɣɛlvɛbɛli
ანგინა	ɑnɡinɑ
რეპეტიცია	rɛpʼɛtʼit͡siɑ
გველთევზა	ɡvɛltʰɛvzɑ
საბაგირო	sɑbɑɡirɔ
კოლორადო	kʼɔlɔrɑdɔ
კინკლი	kʼinkʼli
დებილობა	dɛbilɔbɑ
დამკვრელური	dɑmkʼvrɛluri
უხეშად	uxɛʃɑd
ხევსურული	xɛvsuruli
ლირა	lirɑ
ჩართული	t͡ʃɑrtʰuli
თავხედური	tʰɑvxɛduri
ეტიმოლოგია	ɛtʼimɔlɔɡiɑ
ჯვარედინად	d͡ʒvɑrɛdinɑd
რითაც	ritʰɑt͡s
ლოკაუტი	lɔkʼɑutʼi
უგრძნობლობა	uɡrd͡znɔblɔbɑ
პროექტი	pʼrɔɛkʰtʼi
სენსორული	sɛnsɔruli
ნომინალურად	nɔminɑlurɑd
ჰეტეროსექსუალობა	hɛtʼɛrɔsɛkʰsuɑlɔbɑ
პროცესია	pʼrɔt͡sɛsiɑ
მეთხილამურე	mɛtʰxilɑmurɛ
მალვა	mɑlvɑ
ანარქია	ɑnɑrkʰiɑ
ბაფთა	bɑpʰtʰɑ
ნაღვერდალი	nɑɣvɛrdɑli
გენეტიკური	ɡɛnɛtʼikʼuri
ქვეყანას	kʰvɛqʼɑnɑs
გრძელცხვირა	ɡrd͡zɛlt͡sxvirɑ
მთვარეს	mtʰvɑrɛs
მახე	mɑxɛ
შუშხუნა	ʃuʃxunɑ
გათიშე	ɡɑtʰiʃɛ
სასიამოვნოდ	sɑsiɑmɔvnɔd
სცენა	st͡sɛnɑ
თავიდან	tʰɑvidɑn
აირადი	ɑirɑdi
საჰაერო	sɑhɑɛrɔ
მრავლობითი	mrɑvlɔbitʰi
ექსტაზურად	ɛkʰstʼɑzurɑd
უანგარო	uɑnɡɑrɔ
თბილისი	tʰbilisi
კულტურად	kʼultʼurɑd
საფრანგეთი	sɑpʰrɑnɡɛtʰi
გაფრენა	ɡɑpʰrɛnɑ
ეკონომიურობა	ɛkʼɔnɔmiurɔbɑ
რადიატორი	rɑdiɑtʼɔri
ფქვილი	pʰkʰvili
დემოკრატიულად	dɛmɔkʼrɑtʼiulɑd
ტაძრით	tʼɑd͡zritʰ
სისხლისღვრა	sisxlisɣvrɑ
კენტი	kʼɛntʼi
ქარქაში	kʰɑrkʰɑʃi
ატომური	ɑtʼɔmuri
სამოცდაოთხი	sɑmɔt͡sdɑɔtʰxi
განსხვავება	ɡɑnsxvɑvɛbɑ
მოკლევადიანი	mɔkʼlɛvɑdiɑni
კენია	kʼɛniɑ
ტკაცუნი	tʼkʼɑt͡suni
მოწყალება	mɔt͡sʼqʼɑlɛbɑ
ენაგეთი	ɛnɑɡɛtʰi
ვნახე	vnɑxɛ
წვენი	t͡sʼvɛni
დივანი	divɑni
მკვირცხლი	mkʼvirt͡sxli
თავსაფარი	tʰɑvsɑpʰɑri
რეზო	rɛzɔ
სკანერი	skʼɑnɛri
ხველა	xvɛlɑ
ხვრინავს	xvrinɑvs
სათვალე	sɑtʰvɑlɛ
ცხვარი	t͡sxvɑri
სახლაკი	sɑxlɑkʼi
ხურდა	xurdɑ
კუპლეტი	kʼupʼlɛtʼi
ექსპრომტი	ɛkʰspʼrɔmtʼi
მწუხარება	mt͡sʼuxɑrɛbɑ
სახელმწიფო	sɑxɛlmt͡sʼipʰɔ
სამეცნიერო	sɑmɛt͡sniɛrɔ
უზუსტო	uzustʼɔ
ლილვი	lilvi
მეცნიერული	mɛt͡sniɛruli
ნაპირისაკენ	nɑpʼirisɑkʼɛn
ფრიტრედერი	pʰritʼrɛdɛri
მძივი	md͡zivi
აუტსაიდერი	ɑutʼsɑidɛri
ვარიაცია	vɑriɑt͡siɑ
ფეოდალიზმი	pʰɛɔdɑlizmi
ბალეტი	bɑlɛtʼi
მოკასინი	mɔkʼɑsini
მესაკუთრული	mɛsɑkʼutʰruli
ვირტუალურად	virtʼuɑlurɑd
რუმინეთი	ruminɛtʰi
ხარი	xɑri
პალინდრომი	pʼɑlindrɔmi
ოდისეა	ɔdisɛɑ
ვაჟი	vɑʒi
მატადორი	mɑtʼɑdɔri
გადახდის	ɡɑdɑxdis
არიმანი	ɑrimɑni
მარტივი	mɑrtʼivi
ბოლიანი	bɔliɑni
შარადა	ʃɑrɑdɑ
ინსტიტუტმა	instʼitʼutʼmɑ
სტალაქტიტი	stʼɑlɑkʰtʼitʼi
ორპარტიული	ɔrpʼɑrtʼiuli
რქა	rkʰɑ
მზე	mzɛ
წუნია	t͡sʼuniɑ
მავრიტანული	mɑvritʼɑnuli
ცინიზმი	t͡sinizmi
კორიდორი	kʼɔridɔri
გზებს	ɡzɛbs
კედელი	kʼɛdɛli
ქარსი	kʰɑrsi
დეკორატორი	dɛkʼɔrɑtʼɔri
სანაქებო	sɑnɑkʰɛbɔ
გარდაცვალებით	ɡɑrdɑt͡svɑlɛbitʰ
სავალდებულო	sɑvɑldɛbulɔ
კაფე	kʼɑpʰɛ
პიანინო	pʼiɑninɔ
პლედი	pʼlɛdi
უცენზურო	ut͡sɛnzurɔ
უდაბლესად	udɑblɛsɑd
ზაფხულის	zɑpʰxulis
კი	kʼi
სიმფონია	simpʰɔniɑ
უმადურობა	umɑdurɔbɑ
კეთილად	kʼɛtʰilɑd
თუნდაც	tʰundɑt͡s
მეყვავილეობა	mɛqʼvɑvilɛɔbɑ
უკვალო	ukʼvɑlɔ
რეფლექტორი	rɛpʰlɛkʰtʼɔri
ლეტარგიულად	lɛtʼɑrɡiulɑd
მიწათმოქმედი	mit͡sʼɑtʰmɔkʰmɛdi
თერმოსტატურად	tʰɛrmɔstʼɑtʼurɑd
დისკოტეკა	diskʼɔtʼɛkʼɑ
კოლიტი	kʼɔlitʼi
ქერქი	kʰɛrkʰi
წარსულში	t͡sʼɑrsulʃi
პარტნიორობა	pʼɑrtʼniɔrɔbɑ
ანთროპოლოგი	ɑntʰrɔpʼɔlɔɡi
ბაზარი	bɑzɑri
ჯაჭვი	d͡ʒɑt͡ʃʼvi
ლურჯა	lurd͡ʒɑ
პილპილიანი	pʼilpʼiliɑni
ლინოლეუმი	linɔlɛumi
თინათინი	tʰinɑtʰini
სკოლის	skʼɔlis
ათლეტი	ɑtʰlɛtʼi
იატაკი	iɑtʼɑkʼi
ესთეტი	ɛstʰɛtʼi
სილა	silɑ
პარაშუტი	pʼɑrɑʃutʼi
შემდეგი	ʃɛmdɛɡi
ტაჯიკეთი	tʼɑd͡ʒikʼɛtʰi
ნაწევარი	nɑt͡sʼɛvɑri
ფავორიტი	pʰɑvɔritʼi
უდაბნო	udɑbnɔ
ასტრონომი	ɑstʼrɔnɔmi
სასწავლო	sɑst͡sʼɑvlɔ
ჭაღარა	t͡ʃʼɑɣɑrɑ
მედიუმი	mɛdiumi
სიხარული	sixɑruli
ივნისით	ivnisitʰ
უმეგობრო	umɛɡɔbrɔ
ფრანკი	pʰrɑnkʼi
არია	ɑriɑ
ბართლომე	bɑrtʰlɔmɛ
ჩარხი	t͡ʃɑrxi
უზნეო	uznɛɔ
ატესტატი	ɑtʼɛstʼɑtʼi
არანორმალური	ɑrɑnɔrmɑluri
სამახსოვრო	sɑmɑxsɔvrɔ
ნიჰილისტური	nihilistʼuri
ესე	ɛsɛ
რაყიფი	rɑqʼipʰi
თანახმად	tʰɑnɑxmɑd
კონტრალტო	kʼɔntʼrɑltʼɔ
დაისი	dɑisi
თვითნებურად	tʰvitʰnɛburɑd
ფრანკლინი	pʰrɑnkʼlini
პირუტყვული	pʼirutʼqʼvuli
ზემოქმედება	zɛmɔkʰmɛdɛbɑ
სტატიამ	stʼɑtʼiɑm
გაფინა	ɡɑpʰinɑ
ფილტრი	pʰiltʼri
ბუდე	budɛ
დიზენტერია	dizɛntʼɛriɑ
საიდან	sɑidɑn
განხორციელება	ɡɑnxɔrt͡siɛlɛbɑ
გეოპოლიტიკა	ɡɛɔpʼɔlitʼikʼɑ
დაუტოვებიათ	dɑutʼɔvɛbiɑtʰ
ჯოჯო	d͡ʒɔd͡ʒɔ
მთვარედ	mtʰvɑrɛd
ცურავს	t͡surɑvs
შარიანობა	ʃɑriɑnɔbɑ
კედლები	kʼɛdlɛbi
ცინიკოსი	t͡sinikʼɔsi
აფხაზური	ɑpʰxɑzuri
ძუკნა	d͡zukʼnɑ
ტრაქტატი	tʼrɑkʰtʼɑtʼi
ქსენონი	kʰsɛnɔni
ხმადაბლა	xmɑdɑblɑ
დედა	dɛdɑ
თამადა	tʰɑmɑdɑ
მთლიანი	mtʰliɑni
ფსიქოზი	pʰsikʰɔzi
დარჩება	dɑrt͡ʃɛbɑ
კროსვორდი	kʼrɔsvɔrdi
განუწყვეტლად	ɡɑnut͡sʼqʼvɛtʼlɑd
შუაგული	ʃuɑɡuli
დავიწყეთ	dɑvit͡sʼqʼɛtʰ
მოლეკულური	mɔlɛkʼuluri
ტერიტორია	tʼɛritʼɔriɑ
ზანზარით	zɑnzɑritʰ
ორკესტრანტი	ɔrkʼɛstʼrɑntʼi
ულტრაბგერითი	ultʼrɑbɡɛritʰi
ჭა	t͡ʃʼɑ
გაბატონებულად	ɡɑbɑtʼɔnɛbulɑd
ნამეტანი	nɑmɛtʼɑni
აქცია	ɑkʰt͡siɑ
არაბული	ɑrɑbuli
რაინდი	rɑindi
ჩალიჩი	t͡ʃɑlit͡ʃi
გამოსახული	ɡɑmɔsɑxuli
ვეშაპი	vɛʃɑpʼi
სვაზილენდი	svɑzilɛndi
კრებულები	kʼrɛbulɛbi
რუდოლფი	rudɔlpʰi
პროვიდენციალურად	pʼrɔvidɛnt͡siɑlurɑd
ინდოეთი	indɔɛtʰi
სპირიტისტი	spʼiritʼistʼi
არჩევნები	ɑrt͡ʃɛvnɛbi
სლავური	slɑvuri
პალესტინა	pʼɑlɛstʼinɑ
უმოძრაო	umɔd͡zrɑɔ
გრილად	ɡrilɑd
წარმართი	t͡sʼɑrmɑrtʰi
განსაკუთრებით	ɡɑnsɑkʼutʰrɛbitʰ
ჟენევა	ʒɛnɛvɑ
ატამი	ɑtʼɑmi
ლაურა	lɑurɑ
იასპი	iɑspʼi
ელიზა	ɛlizɑ
კაცობრიობა	kʼɑt͡sɔbriɔbɑ
ოპტიკურად	ɔpʼtʼikʼurɑd
უკნიდან	ukʼnidɑn
სიმდაბლე	simdɑblɛ
სამოცდაჩვიდმეტი	sɑmɔt͡sdɑt͡ʃvidmɛtʼi
ფისკალური	pʰiskʼɑluri
წილი	t͡sʼili
ათჯერადი	ɑtʰd͡ʒɛrɑdi
ორმოცდარვა	ɔrmɔt͡sdɑrvɑ
სიგარა	siɡɑrɑ
მოკლავს	mɔkʼlɑvs
ბაზრობა	bɑzrɔbɑ
აგიდელი	ɑɡidɛli
ანტიგმირი	ɑntʼiɡmiri
კონტრაბასი	kʼɔntʼrɑbɑsi
გამოცემა	ɡɑmɔt͡sɛmɑ
ალბომი	ɑlbɔmi
გყავთ	ɡqʼɑvtʰ
პაემანით	pʼɑɛmɑnitʰ
დინასტია	dinɑstʼiɑ
ლოგარითმული	lɔɡɑritʰmuli
ეპიზოდი	ɛpʼizɔdi
განმანათლებლობა	ɡɑnmɑnɑtʰlɛblɔbɑ
მოდერი	mɔdɛri
უეჭველი	uɛt͡ʃʼvɛli
ჟანგმიწა	ʒɑnɡmit͡sʼɑ
სამეული	sɑmɛuli
რასული	rɑsuli
მნათე	mnɑtʰɛ
ბანდა	bɑndɑ
ვაი	vɑi
ოთხნაწილიანი	ɔtʰxnɑt͡sʼiliɑni
კავკასიას	kʼɑvkʼɑsiɑs
პომპა	pʼɔmpʼɑ
ნახატი	nɑxɑtʼi
ლაზათიანად	lɑzɑtʰiɑnɑd
მინუსი	minusi
დოგმატური	dɔɡmɑtʼuri
ნაჭრილობევი	nɑt͡ʃʼrilɔbɛvi
არგამოყენება	ɑrɡɑmɔqʼɛnɛbɑ
მანერულობა	mɑnɛrulɔbɑ
სელაპი	sɛlɑpʼi
ქვამარილი	kʰvɑmɑrili
გრადაცია	ɡrɑdɑt͡siɑ
ტრაფარეტი	tʼrɑpʰɑrɛtʼi
უსახურავო	usɑxurɑvɔ
ჟინჟღლიანი	ʒinʒɣliɑni
სამელნე	sɑmɛlnɛ
აღმზრდელი	ɑɣmzrdɛli
ჩქაროსნული	t͡ʃkʰɑrɔsnuli
ინკუბაცია	inkʼubɑt͡siɑ
კონდუქტორი	kʼɔndukʰtʼɔri
მავრიტანია	mɑvritʼɑniɑ
ფაშატი	pʰɑʃɑtʼi
სჯა	sd͡ʒɑ
ინსპექტორი	inspʼɛkʰtʼɔri
ციცა	t͡sit͡sɑ
ხალასი	xɑlɑsi
რუტინული	rutʼinuli
დევალვაცია	dɛvɑlvɑt͡siɑ
ვაქცინა	vɑkʰt͡sinɑ
ტკბილი	tʼkʼbili
მეთქი	mɛtʰkʰi
აპკოვანი	ɑpʼkʼɔvɑni
ჰარამხანა	hɑrɑmxɑnɑ
პლანეტა	pʼlɑnɛtʼɑ
ქუდი	kʰudi
ნიჰილიზმი	nihilizmi
სიმაღლე	simɑɣlɛ
ამომწურავი	ɑmɔmt͡sʼurɑvi
კათოლიკე	kʼɑtʰɔlikʼɛ
ბატკანი	bɑtʼkʼɑni
სიამი	siɑmi
მოშლის	mɔʃlis
კვინტეტი	kʼvintʼɛtʼi
ადიუტანტი	ɑdiutʼɑntʼi
დივერსანტი	divɛrsɑntʼi
ჰედონიზმი	hɛdɔnizmi
აღწერა	ɑɣt͡sʼɛrɑ
ყაზახეთი	qʼɑzɑxɛtʰi
ასო	ɑsɔ
ლინზა	linzɑ
ვარდკაჭაჭა	vɑrdkʼɑt͡ʃʼɑt͡ʃʼɑ
პოლონიუმი	pʼɔlɔniumi
ესპანეთით	ɛspʼɑnɛtʰitʰ
საფრანგეთს	sɑpʰrɑnɡɛtʰs
კომუნიკე	kʼɔmunikʼɛ
არც	ɑrt͡s
მოწყობილობა	mɔt͡sʼqʼɔbilɔbɑ
