خطابت	xətˈaːbət
سیریزکا	seːrˈiːzkˌaː
مسئلہ	mˈʌsəla
ٹرافیاں	ʈrˈaːfjãː
پزیر	pəzˈiːr
زیاں	zjˈãː
سینٹی	sˈeːnʈi
ڈھکے	ɖʰˈʌkeː
تھوڑی	tʰˈoːr.i
دلایا	dɪlˈaːjaː
جرائد	ɟərˈa͡ɪd
پھیلاؤ	pʰeːlˈaːoː
اشہد	ˈaʃhad
حیدرپانے	hˌeːdərpˈaːneː
مدھم	mˈʌdʰəm
دلیر	dəlˈiːr
اتوارکے	ˌɪltɪʋˈaːrkˌeː
متحد	mʊtˈahɪd
مانگنے	mˈaːnɡneː
دھڑکتا	dʰˈʌr.əktaː
سنکیانگ	sˌənkjˈaːnɡ
سیور	sˈeːʋər
ئینگے	ˈeːnɡˌeː
بعدمیڈیا	bˌaːdmˈiːɖjaː
محمودخان	mˌɛhmuːdxˈaːn
اصطلاح	ˌɪʂtɪlˈaːh
سائیڈز	saːˈiːɖz
اعزازکے	eːzˈaːzkeː
ششی	ʃˈʌʃi
مرکل	mˈʌrəkˌəl
ترقیاتی	tˌərqjˈaːti
ناگفتہ	naːɡˈʊfta
پیالے	pjˈaːleː
زمہ	zˈʌmˌa
ابیٹ	abˈiːʈ
مرحلہ	mˈarhalˌa
بڑے	bˈʌr.eː
آرزکو	ˈaːrəzkoː
نوعیت	nˈoːiˌat
کودیکھتے	koːdˈiːkʰtˌeː
پلانٹس	pəlˈaːnʈs
ہنہ	hˈʌnˌa
سائکل	sˈa͡ɪkəl
حاجن	hˈaːɟɪn
انکلیو	ˌanəklˈeːoː
جیون	ɟˈeːʋən
منڈلاتا	mˌənɖəlˈaːtaː
خاصیت	xˌaːʂiˈat
یونیورسٹیوں	jˌɔneːoːrˈʌsʈiˌõː
پوسٹر	pˈoːsʈər
افغانستاں	ˌafɣˈaːnsətˌãː
امان	amˈaːn
ضیاع	zjˈaː
اکتا	ˈʊktaː
مسک	mˈʌsək
اورفرقہ	ˈoːrəfˌərəqa
طے	tˈeː
سقم	sˈʌqəm
تیسرا	tˈiːsraː
سپلائی	sˌəplˈaːi
سمندر	səmˈʌndər
دلاو	dəlˈaːoː
فاران	faːrˈaːn
ہونیوالی	hˌoːneːʋˈaːli
تیمار	timˈaːr
ماؤنٹ	maːˈoːnʈ
اسٹیو	ɪsʈˈeːoː
نوزائیدہ	nˌoːzaːˈiːda
حاکم	hˈaːkəm
فیلڈنگ	fˈeːlɖɪnɡ
ہوسٹلز	hˈoːsʈəlˌəz
باشعور	bˌaːʃaˈuːr
پھاٹک	pʰˈaːʈək
رنگارنگ	rˌənɡˈaːrɪnɡ
بارپھر	bˈaːrəpʰˌər
سسرال	sʊsrˈaːl
آرکا	ˈaːrkˌaː
کمشنرز	kˌəməʃənˈʌrz
کشمیرسے	kˌəʃmˈiːrsˌeː
کامریڈ	kˌaːmrˈiːɖ
کودہشتگرد	koːdˈɛhʃˈatɡərd
سلالہ	səlˈaːlˌa
عاشر	ˈaːʃər
ایشلے	ˈeːʃlˌeː
دیاسلام	djˌɪslˈaːm
خلفان	xˌəlfˈaːn
فر	fˈʌr
چرچز	cˈʌrcəz
فورسزکا	fˈoːrəsˌəzkˌaː
زیرآب	zeːrˈaːb
قص	qˈʌʂ
پہنچان	pahˈʊncaːn
شوخ	ʃˈoːx
نیٹکو	nˈeːʈkˌoː
وآمان	ʋaːmˈaːn
اورکوئٹہ	ˌoːrkoːˈɪʈˌa
دسیتاب	dˌəsitˈaːb
لوپ	lˈoːp
ٹنے	ʈˈʌneː
عراقی	arˈaːqi
تبصروں	tˈabʂarˌõː
خواتین	xˌaʋaːtˈiːn
پرابلم	pərˈaːbəlˌəm
انویسٹی	anʋˈiːsʈi
دھماکےسعودی	dʰˌəmaːkˌeːsaːˈoːdi
پریتم	pərˈiːtəm
پیداہوئے	pˌeːdaːhˈoːeː
جینکوز	ɟˌeːnkˈoːz
بدتر	bˈadtar
فکریہ	fˈɪkriˌa
باباجی	baːbˈaːɟi
صاحبزادے	ʂˌaːhɪbzˈaːdeː
بوئے	bˈoːeː
فل	fˈʊl
یٹر	jˈʌʈər
چیمبرمیں	cˈeːmbərmẽː
فریکوئنسی	fˌərikoːˈɪnsi
بولٹن	bˈoːləʈˌən
چچی	cˈʌci
آرہے	ˈaːrhˌeː
انیسویں	anˈiːsʋẽː
الفا	ˈalfˌaː
اسیروں	asˈiːrõː
تعریفوں	tˈaːrifˌõː
جماعت	ɟamˈaːt
آفس	ˈaːfɪs
ایون	eːˈoːn
گھوسٹ	ɡʰˈoːsʈ
پیروکاروں	pˌeːroːkˈaːrõː
زیم	zˈeːm
کنسرٹ	kənsˈʌrʈ
صبری	ʂˈʌbrˌiː
ایونٹ	eːˈoːnʈ
پراثرانداز	pˌəraːsrˈaːndaːz
سٹون	sʈˈoːn
تھرٹی	tʰˈʌrʈi
معالجین	mˌaːlɟˈiːn
تارڑسے	tˈaːrər.seː
عام	ˈaːm
ساؤتھ	saːˈoːtʰ
ڈھڈیال	ɖʰəɖjˈaːl
شیرا	ʃˈeːraː
ائیرلائنز	ˌa͡ɪirlˈa͡ɪnəz
تحاشہ	təhˈaːʃˌa
حصوصی	həʂˈoːʂi
وزہ	ʋˈʌzˌa
اسکندریہ	ɪskˈandarˌiːa
دل	dˈɪl
سریاب	sərjˈaːb
کیتھ	kˈeːtʰ
فلنگ	fˈʌlənɡ
چترالی	cɪtrˈaːli
پراعتراض	pˌəraːˌaːtrˈaːz
لائن	lˈa͡ɪn
گیااس	ɡjaːˈaːs
اکھٹی	ˈakʰʈˌiː
تکرار	tˌəkrˈaːr
مٹانا	mɪʈˈaːnaː
سوکھی	sˈoːkʰi
قانون	qˈaːnuːn
ترجیحات	tˌərɟihˈaːt
حمایتیوں	hɪmˈaːjatˌiõː
ویٹرن	ʋˈeːʈərˌən
کالجیٹ	kˌaːlɟˈiːʈ
دیوے	dˈeːʋeː
عبدالرب	ˌabdˈaːlərˌəb
واپڈانے	ʋˌaːpɖˈaːneː
فارنسک	faːrˈʌnsək
دوسالوں	doːsˈaːlõː
پٹاخہ	pəʈˈaːxˌa
پتھراوٴ	pˈeːtˈeːdɔcˈaʃmihˌeːrˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːr
ٹیوٹس	ʈeːˈoːʈs
مہارتیں	məhˈaːrtˌẽː
ویریزن	ʋeːrˈiːzən
اورسی	ˈoːrsˌiː
ٹاورز	ʈaːʋˈʌrz
کیولری	keːˈoːlrˌiː
کاصوبہ	kaːʂˈuːba
سمویا	səmˈoːjaː
چاٹ	cˈaːʈ
امپیریل	ˈampirˌiːl
لٹا	lˈʌʈaː
ڈوگ	ɖˈoːɡ
تادم	tˈaːdɪm
پائل	pˈa͡ɪl
بندرگاہوں	bˌəndərɡˈaːhõː
خشت	xˈʌʃt
سمجھتا	sˈʌməɟʰtaː
وکلاء	ʋˈʌklˌaː
قمقموں	qˈʌməqmõː
ریڈار	reːɖˈaːr
سڑ	sˈʌr.
عیدا	ˈiːdaː
ایڈمن	ˈeːɖəmˌən
کھٹمنڈو	kʰˌəʈəmˈʌnɖoː
لاٹھیوں	lˈaːʈʰiˌõː
پیروی	pˈeːrʋi
کمارا	kʊmˈaːraː
ریٹیلرز	rˌeːʈilˈʌrz
فاسفورس	fˌaːsfˈoːrəs
خالصہ	xˈaːləʂa
بجرنگی	bˈʌɟərˌənɡˌiː
قاعدگی	qˈaːjdɡi
کرسٹوفر	kˌərsʈˈoːfər
کاحوالہ	kˈaːhʋaːla
کلینڈر	kˌalenɖˈar
گف	ɡˈʌf
پیندے	pˈeːndeː
گان	ɡˈaːn
انتہاپسندی	ˌɪntɪhˌaːpəsˈʌndi
اوران	oːrˈaːn
دکھ	dˈʌkʰ
خلاصہ	xəlˈaːʂˌa
جھنڈیوں	ɟʰˈʌnɖiˌõː
توجہی	tˈoːɟhˌiː
قیام	qˈajaːm
سرٹیفیکیشن	sˌərʈifˌiːkeːʃˈan
اسداللہ	ˌasdˈaːləla
بانٹ	bˈaːnʈ
اوربم	ˈoːrəbˌəm
ڈبوری	ɖʊbˈoːri
صوبہ	ʂˈuːba
اوربعد	ˌoːrbˈaːd
ریٹائرمنٹ	reːʈˈa͡ɪrəmˌənʈ
سٹیفن	sʈˈeːfən
مایوسیاں	mˈaːjuːsjˌãː
کنڈے	kˈʌnɖeː
ڈیجی	ɖˈeːɟi
پیداوری	peːdˈaːʋrˌiː
کیاجائیگا	kjˌaːɟaːˈiːɡaː
انیتا	anˈiːtaː
طوبی	tˈoːbi
اینٹ	ˈeːnʈ
احمق	ˈɛhməq
ٹریبونلز	ʈreːbˈoːnəlˌəz
کیمونسٹ	keːmˈoːnˌɪsʈ
ماش	mˈaːʃ
بیاں	bˈajãː
کھوتا	kʰˈoːtaː
بھیجتی	bʰˈeːɟtˌiː
پشتہ	pˈʌʃta
فلور	fəlˈoːr
لکشمی	lˈʌkəʃmi
دھمکا	dʰˈʌmkˌaː
کنگسٹن	kˌənəɡˈʌsʈən
سپردگی	sʊpˈʊrdɡi
باکمال	bˌaːkmˈaːl
قواعدوضوابط	qˌaʋaːɪdˈoːzʋaːbˌət
مگران	mˌəɡrˈaːn
بتانا	bətˈaːnaː
جری	ɟˈʌri
ابراہیم	ˌɪbraːhˈiːm
سدھارتھ	sədʰˈaːrətʰ
شادیوں	ʃˈaːdiˌõː
بچالیا	bəcˈaːljaː
منامہ	mənˈaːmˌa
بھگت	bʰˈʌɡət
بنایااور	bˌənaːjˌaːaːˈoːr
نابود	naːbˈoːd
لکھنے	lˈɪkʰneː
غازی	ɣˈaːzi
کوریئر	kˌoːriˈar
درباروں	dˌərbˈaːrõː
نمازوں	namˈaːzõː
برامدی	bərˈaːmdˌiː
پیسٹی	pˈeːsʈi
اساتذہ	asˈaːtza
کنفیوژن	kˌənfeːˈoːʒən
محصول	mɛhʂˈuːl
دت	dˈʌt
جھول	ɟʰˈoːl
جھڑپیں	ɟʰˈʌr.pˌẽː
اورصوبے	ˌoːrʂˈuːbeː
کوپارٹی	koːpˈaːrʈi
نوشہرو	noːʃˈʌhroː
پڑیں	pˈʌr.ẽː
سرکاری	sˌərkˈaːri
ملبوس	mˌəlbˈuːs
افسران	ˌafsˈaraːn
پیمانوں	peːmˈaːnõː
دینگی	dˈeːnɡi
امبار	ˈambaːr
زیادتیاں	zjaːdˈʌtjãː
اقداما	ˌaqdˈaːmaː
آرٹیکل	ˈaːrʈikˌəl
کھوہ	kʰˈoːa
سائنس	sˈa͡ɪns
اینیمل	eːnˈiːməl
نازیہ	naːzˈiːa
چھ	cʰˈeh
سوم	sˈoːm
دوسری	dˈuːsri
بڑھی	bˈar.hi
وزیرپانی	ʋˌəzirpˈaːni
وجاہت	ʋəɟˈaːhət
دباﺅ	dəbˈaːoː
عمرانہ	ˈʊmraːna
سالم	sˈaːlɪm
دنگ	dˈʌnɡ
فارمل	fˈaːrəmˌəl
امپائروں	ˈampa͡ɪrˌõː
آمرانہ	ˌaːmrˈaːnˌa
تیونس	tjˈuːnɪs
کوفتے	kˈoːftˌeː
ابوبکر	abˈoːbəkˌər
واحد	ʋˈaːhɪd
شراب	ʃərˈaːb
کامنہ	kˈaːməna
پچھلے	pˈɪcʰleː
آری	ˈaːri
تیرتی	tˈeːrtˌiː
روڈگلیکسوٹاؤن	rˌoːɖəɡliksoːʈaːˈoːn
ہزا	hˈʌzaː
دھوم	dʰˈuːm
ہوجاؤں	hˌoːɟaːˈoːn
انسپیکٹر	ɪnspˈeːkʈər
غارتگری	ɣˈaːrətˌəɡrˌiː
ڈیجٹ	ɖˈeːɟəʈ
منظرنامے	mˌanʐˈarnaːmˌeː
اسپیل	ɪspˈiːl
کونشانہ	kˌoːnɪʃˈaːna
بذات	bˌəzˈaːt
سلامپورہ	səlˈaːmpoːra
بھانجوں	bʰˈaːnɟõː
میزبانوں	mˌeːzbˈaːnõː
تقریبات	tˌəqrˌiːbˈaːt
ویٹرنز	ʋˈeːʈərˌənəz
انضباطی	ˌɪnzɪbˈaːti
شناسی	ʃənˈaːsi
حیلوں	hˈiːlõː
ٹداپ	ʈədˈaːp
الحدیث	alhədˈiːs
طرہ	tˈʌrˌa
فاؤنٹین	fˌaːoːnʈˈiːn
اسکالرز	ˌaskaːlˈʌrz
صنوبر	ʂənˈoːbər
وورثہ	ʋˈoːrəsa
منکشف	mʊnkˈaʃɪf
بھرو	bʰˈʌroː
ائندہ	ˈa͡ɪnda
ہنگم	hˈʌnəɡˌəm
مرمر	mˈʌrəmˌər
صدرات	ʂˌədərˈaːt
جمیلہ	ɟəmˈiːlˌa
شہیدکی	ʃəhˈiːdkˌiː
اسرائیل	ˌɪsraːˈiːl
آہنی	ˈaːhni
صریح	ʂərˈiːh
گڈ	ɡˈʌɖ
کرناٹکا	kˌərnˈaːʈkˌaː
بریفنگ	bərˈiːfənɡ
جیولوجیکل	ɟˌeːoːloːɟˈiːkəl
اووروں	oːʋˈarõː
پٹرو	pˈʌʈrˌoː
نگیں	nˈaɡĩː
زار	zˈaːr
سلائیڈنگ	sˌəlaːˈiːɖɪnɡ
ماڈ	mˈaːɖ
اسٹرٹیجک	ˌɪsʈərʈˈiːɟək
دودن	dˈoːdən
جلتے	ɟˈʌltˌeː
پاکستانکراچی	pˌaːkəstaːnˌəkrˈaːci
جنرلوں	ɟˈʌnərlõː
مسلمین	mˈʊslˌɪmin
اطہار	ˌathˈaːr
نائنٹین	nˌa͡ɪnʈˈiːn
سیشن	sˈeːʃən
پکڑتا	pˈʌkər.taː
پرافسوس	pˌəraːfsˈoːs
جانچنے	ɟˈaːncənˌeː
برسنے	bˈʌrəsneː
افرادزخمی	ˌafrˈaːdəzˌəxmˌiː
تیغ	tˈeːɣ
پیرائے	peːrˈaːeː
فارمیٹ	fˈɔːrmɛʈ
منت	mɪnˈat
مکس	mˈɪks
پرسنز	pˈʌrəsˌənəz
سناتے	sˈʊnaːtˌeː
کمیونٹی	kˌəmeːˈoːnʈi
اسنا	ˌɪsnaː
ووڈافون	ʋˌoːɖaːfˈoːn
ناپا	nˈaːpaː
ایڈمنسٹریشن	ˈeːɖmɪnˌɪsʈreːʃˌan
پرتعینات	pˌərtˌainˈaːt
اوررمضان	ˌoːrərˌəmzˈaːn
ئی	ˈiː
کرنیوالوں	kˌərneːʋˈaːlõː
پکایا	pəkˈaːjaː
اعجا	ˈaːɟaː
قبیلے	qəbˈiːleː
کوآئندہ	kaʋˈaːɪndˌa
سرانجا	sərˈaːnɟaː
چندریگر	cˌəndərˈiːɡər
مناواں	mənˈaːʋãː
ادارتی	ɪdˈaːrtˌiː
قیادتوں	qˈajaːdtõː
لوٹے	lˈoːʈeː
شوگرملز	ʃˈoːɡərˌəməlˌəz
سموں	sˈʌmõː
وزراعت	ʋˌʊzaraːˈaːt
شومی	ʃˈoːmi
اطلاق	ˌɪtlˈaːq
کوارٹرز	kaʋˈaːrʈərz
جذبہ	ɟˈaðba
کیلئےسپریم	kˌeːlˌeːsəprˈiːm
مجبوریاں	mˌəɟbˈuːrjãː
لیسی	lˈeːsi
سیکھے	sˈiːkʰeː
رینجز	rˈeːnɟəz
اورامریکہ	ˌoːraːmrˈiːkˌa
اوررومانیہ	ˌoːrrˌoːmaːnˈiːa
کواسلامی	kaʋˌɪslˈaːmi
سنیل	sənˈiːl
کاٹھیا	kˈaːʈʰjaː
ڈیبیو	ɖeːbˈeːoː
بناپر	bənˈaːpər
ایئر	eːˈar
نبھانے	nɪbʰˈaːneː
لڑوں	lˈʌr.õː
اورگوجرانوالہ	ˌoːrɡˌoːɟrˈaːnʋaːla
ہونٹوں	hˈoːnʈõː
تدبیریں	tˌədbˈiːrẽː
ٹاکرے	ʈˈaːkrˌeː
وملائم	ʋˌəmʊlˈaːɪm
بھوت	bʰˈoːt
شہدادکوٹ	ʃˈɛhdaːdkoːʈ
اورماڑہ	ˌoːrmˈaːr.ˌa
میرو	mˈeːroː
رق	rˈʌq
چھینا	cʰˈiːnaː
الجھنے	ʊlˈaɟhneː
امیرجماعت	ˌamirˌəɟmˈaːat
تولیدی	toːlˈiːdi
ریسٹورینٹ	rˈeːsʈoːrˌiːnʈ
مقاصد	məqˈaːʂɪd
روٹا	rˈoːʈaː
سینیٹرز	sˌeːniʈˈʌrz
ملبوسات	mˌəlbˌuːsˈaːt
بھورے	bʰˈoːreː
خلفائے	xˌəlfˈaːeː
عائیں	ˈaːẽː
رحلت	rˈʌhəlˌət
بنیادی	bˌʊniˈaːdi
سیونگ	seːˈoːnɡ
سٹرائیک	sˌəʈraːˈiːk
چنگل	cˈʌnəɡˌəl
رزق	rˈɪzq
زخمی	zˈʌxmˌiː
آیئے	aːˈiːeː
بینچوں	bˈeːncõː
کوروسی	koːrˈoːsi
پروبیشن	pˌəroːbeːʃˈan
پکائے	pəkˈaːeː
حجم	hˈʌɟəm
ذیل	zˈeːl
ڈائٹ	ɖˈa͡ɪʈ
نکتہ	nˈʊkta
گلا	ɡˈʌlaː
زلفکار	zʊlfkˈaːr
چھاؤں	cʰaːˈoːn
ومبلڈن	ʋəmbˈʌlɖən
برآ	bˈʌraː
پیچھے	pˈiːcʰeː
صلاحتیں	ʂəlˈaːhətˌẽː
جنوں	ɟˈʌnõː
تشد	tˈʌʃəd
بٹل	bˈʌʈəl
ہیل	hˈeːl
یاری	jˈaːri
موکو	mˈoːkoː
ڈالرفی	ɖˈaːlərfi
فروگزاشت	fˌəroːɡzˈaːʃt
الوطنی	alˈoːtnˌiː
گفتگوکررہے	ɡʊftɡˈoːkərˌərhˌeː
روزگار	rˌoːzɡˈaːr
بجھوانے	bˈʊɟhʋaːnˌeː
چرچل	cˈʌrcəl
ومنصوبہ	ʋˌəmənʂˈuːba
نائیلہ	naːˈiːlˌa
حصے	hˈɪʂeː
اعتراز	ˈeːtɪrˌaːz
اسکارف	ˌaskˈaːrəf
پمفلٹس	pˌəməfəlˈʌʈs
ریکارڈر	reːkˈaːrɖər
دھاندلیوں	dʰˈaːndəlˌiõː
قدیمی	qədˈiːmi
سٹورٹ	sʈˈoːrʈ
یادگاروں	jˌaːdɡˈaːrõː
مرتد	mˈʌrətˌəd
ترجمہ	tˈarɟˌʊma
ادئیگی	ˌadˈiːɡi
سیمولیٹر	sˌeːmoːlˈiːʈər
فیسیں	fˈeːsẽː
یونیورس	jˌɔneːˈoːrəs
اعزازحاصل	eːzˈaːzhaːʂˌɪl
حکمرانو	hˌʊkmarˈaːnoː
بھجوادیئے	bʰˌəɟʋaːdˈiːeː
اسا	ˈasaː
سفیرسے	səfˈiːrsˌeː
ناچاقی	naːcˈaːqi
ٹورڈی	ʈˈoːrɖi
الپوری	ˌalpˈoːri
جلانا	ɟəlˈaːnaː
خاکہ	xˈaːkˌa
سپاہی	sɪpˈaːhi
بھکی	bʰˈʌki
علحیدہ	ˌalhˈiːda
ناڈو	nˈaːɖoː
ڈیزائننگ	ɖeːzˈa͡ɪnɪnɡ
ریونیو	rˌeːoːnˈeːoː
کولہی	kˈoːlhˌiː
باکسر	bˈaːkəsˌər
بنکر	bˈʌnəkˌər
یوسفی	jˈɔsfˌiː
ہنگو	hˈʌnɡˌoː
میڈرڈ	meːɖˈʌrɖ
نفیس	nəfˈiːs
ایشو	ˈeːʃoː
تصدیق	tˌəʂdˈiːq
یونینوں	jɔnˈiːnõː
فریگیٹ	fˌəriɡˈiːʈ
کاٹے	kˈaːʈeː
خامیاں	xˈaːmjãː
تیزکرنے	tˈeːzəkˌərnˌeː
ویںآ	ʋˈẽaː
کےلئے	kˈeːlˌeː
نیوکلئیر	nˌeːoːkˌəlˈiːr
شیریں	ʃˈiːĩː
ذوالحج	zʊlhˈʌɟ
ہاسٹلز	hˈaːsʈəlˌəz
تیلدار	tˌeːldˈaːr
قریبا	qərˈiːbaː
اختلافی	ˌɪxtɪlˈaːfi
دستہ	dˈʌstˌa
خری	xˈʌri
اسٹیڈیمز	ˌɪsʈiɖˈiːməz
ماتحت	mˈaːtəhˌət
شیڈیول	ʃˌeːɖeːˈoːl
لگوائیں	ləɡʋˈaːẽː
تناظرمیں	tənˈaːʐərmẽː
ملائشیا	məlˈa͡ɪʃjaː
کرکٹروں	kˌərkʈˈarõː
کرلیں	kˈʌrlˌẽː
چاندنی	cˈaːndni
فلسفے	fˈalsafˌeː
کونسلنگ	kˈoːnsəlˌɪnɡ
لوئیر	loːˈiːr
بڈنگ	bˈʌɖɪnɡ
آندھی	ˈaːndʰi
بہائے	bəhˈaːeː
آئیگی	aːˈiːɡi
بنیں	bˈʌnẽː
پچاس	pəcˈaːs
کردیاجائے	kˌərdjaːɟˈaːeː
خریدنا	xərˈiːdnˌaː
اوردیہی	ˈoːrdihˌiː
نوکے	nˈoːkeː
پرفروخت	pˌərəfrˈoːxt
کودیکھ	koːdˈiːkʰ
موٹرولا	mˌoːʈrˈoːlaː
ایسی	ˈeːsi
نہریں	nˈɛhɛrˌẽː
لتو	lˈʌtoː
لکھے	lˈɪkʰeː
ڈائریا	ɖˈa͡ɪrjaː
اہلی	ˈahli
روزکوئٹہمیں	rˌoːzkoːˈɪʈhmˌẽː
ساحرہ	sˈaːhəra
گواہ	ɡaʋˈaːh
بتادیا	bˌətaːdˈiːaː
آرٹی	ˈaːrʈi
گورنمنٹ	ɡaʋˈarnmanʈ
زمتو	zˈʌmtˌoː
پونم	puːnˈam
اعتمادمیں	ˈeːtɪmˌaːdmˌẽː
العباد	alabˈaːd
میکر	mˈeːkər
ایوینٹس	eːʋˈiːnʈs
صرف	ʂˈɪrf
مسیح	məsˈiːh
فوڈز	fˈoːɖz
کرشن	kˈʌrəʃˌən
گلیڈی	ɡəlˈiːɖi
واشنگ	ʋˈaːʃɪnɡ
لائبہ	lˈa͡ɪbˌa
ضے	zˈeː
کردکھایا	kˌərdəkʰˈaːjaː
آراء	ˈaːraː
مغلاں	mˈʌɣlˌãː
عطرے	ˈɪtreː
آفیسرلاہورطیب	ˌaːfisˌərlˌaːhoːrtˈiːb
ہیمسٹرنگ	heːmˈʌsʈərˌɪnɡ
نثارسے	nɪsˈaːrseː
گاتے	ɡˌaːteː
برابری	bərˈaːbrˌiː
رضیہ	rəzˈiːa
کارسرکار	kˌaːrəsˌərkˈaːr
ڈاکٹر	ɖˌaːkʈˈar
ریتلی	rˈeːtlˌiː
چھیڑ	cʰˈeːr.
ورکرزکنونشن	ʋˌərəkˌərəzˌəknˈoːnəʃˌən
جمخانہ	ɟˌəmxˈaːnˌa
حیاتین	hˌajaːtˈiːn
تقرری	taqˈarʊrˌiː
مشروب	mˌəʃrˈuːb
پروگرام	proɡrˈaːm
لگائیں	ləɡˈaːẽː
سائوتھ	saːˈoːtʰ
پرنظر	pˈʌrənˌəʐər
پوتی	pˈoːti
سبزہ	sˈʌbəza
کرداراداکیا	kˌɪrdaːraːdˈaːkjaː
الدریویش	aldˌəreːʋˈiːʃ
لیشن	lˈeːʃən
پرکام	pˌərkˈaːm
ملکانی	mˌəlkˈaːni
ٹرو	ʈrˈoː
ونڈر	ʋˈʌnɖər
نینو	nˈeːnoː
زاویئے	zaːʋˈiːeː
گبر	ɡˈʌbər
گلاسکو	ɡlˈaːskoː
لنڈ	lˈʌnɖ
لاتعلق	laːtˈaːlʊq
چیخنے	cˈiːxneː
چھکے	cʰˈʌkeː
عہدیداران	ˈahdidˌaːraːn
بتوں	bʊtˈoːn
فیلڈرز	fˈeːlɖərz
مخواہ	məxʋˈaːh
انویسٹرز	anʋˈiːsʈərz
مرتا	mˈʌrtˌaː
سہانے	sʊhˈaːneː
ڈکیٹ	ɖəkˈiːʈ
سوالوں	saʋˈaːlõː
آذر	ˈaːzər
بڑھکوں	bˈar.hkõː
فیرر	fˈeːrər
سي	sˈiː
ڈیٹونیٹر	ɖˌeːʈoːnˈiːʈər
چھٹانک	cʰəʈˈaːnək
سلطان	sʊltˈaːn
نادہندگی	nˌaːdahˈɪndɡi
ریلو	rˈeːloː
دیکھتے	dˈeːkʰtˌeː
مانتا	mˈaːntˌaː
فراہم	fərˈaːhəm
تفصیل	tˌəfʂˈiːl
اقتباسات	ˌɪqtɪbˌaːsˈaːt
انکرپٹڈ	ˈanəkˌərəpˌəʈəɖ
طیاروں	tˌaiˈaːrõː
ہمت	hɪmmˈat
پرہم	pˈʌrəhˌəm
انفو	ˈanfˌoː
شکور	ʃakˈuːr
حربی	hˈʌrbˌiː
ریشنلائزیشن	rˌeːʃənla͡ɪzeːʃˈan
پربند	pˌərəbˈʌnd
دواخانہ	dˌaʋaːxˈaːnˌa
کااختیار	kaːˈaːxtjaːr
اتارا	ʊtˈaːraː
میٹنگ	mˈiːʈˈɪnɡ
ونسق	ʋˈʌnsəq
زونگ	zˈoːnɡ
بیسک	bˈeːsək
تھانا	tʰˌaːnaː
کاکسی	kˈaːksˌiː
کولکتہ	kˈoːləkta
تفہیم	tˌəfhˈiːm
منڈل	mˈʌnɖəl
فٹنس	fˈɪʈnɪs
کوعلاج	kˌaʋaːlˈaːɟ
الحسنین	alhˌəsnˈiːn
ہائیرایجوکیشن	hˌaːirˌaːjaɟˌoːkeːʃˈan
ذوہیب	zoːhˈiːb
اگرصبر	ˈaɡərˌəʂəbˌər
ممنوع	mˈʌmnˌuː
کاشف	kˈaːʃɪf
قوم	qˈoːm
کھینچی	kʰˈeːnci
سزاوٴں	sˈiːnzˈeːˈalɪfˈoːlˈetəcʰˈehsˈaːtcˈaːrnˈuːnɣʊnnˌa
اورلاہور	ˌoːrlaːhˈoːr
دہشتگر	dˈɛhʃˈatɡər
موٹورولا	mˌoːʈoːrˈoːlaː
گیاجہاں	ɡjˈaːɟhˌãː
خاصی	xˈaːʂi
انتقامی	ˌɪntɪqˈaːmi
چشموں	cˈʌʃmˌõː
اورقانون	ˌoːrqaːnˈoːn
سیگریٹ	sˌeːɡrˈiːʈ
فائدہ	fˈa͡ɪda
لالو	lˈaːloː
سائیٹ	saːˈiːʈ
ککس	kˈʌkəs
نمایاں	nˈʊmaːjˌãː
جلاکر	ɟəlˈaːkər
پہنچائے	pahˈʊncaːˌeː
برنگ	bˈʌrənɡ
انوسٹمنٹ	anˈoːsʈəmˌənʈ
موٹرسائیکلوں	mˌoːʈərsaːˈiːklˌõː
ٹوانہ	ʈaʋˈaːnˌa
اجمعین	ˌaɟmaˈiːn
ایگزام	ˌeːɡzˈaːm
نمازہ	namˈaːza
عیاری	ajˈaːri
چھڑالیا	cʰər.ˈaːljaː
شرینگل	ʃərˈiːnəɡˌəl
اورآج	oːrˈaːɟ
مارتھ	mˈaːrətʰ
مسماری	mˌəsmˈaːri
ور	ʋˈʌr
چاہنے	cˈaːhneː
بابری	bˈaːbrˌiː
خوشنودی	xʊʃnˈuːdi
مادام	maːdˈaːm
الیکٹرسٹی	ɪlˈeːkʈrɪsˌɪʈi
پلیٹ	plˈeːʈ
جائینگے	ɟaːˈiːnɡˌeː
بااثر	baːˈaːsər
خواہش	xʋˈaːhɪʃ
گلہائے	ɡˌəlhˈaːeː
مچلکے	mˈʌcəlkeː
معاوضہ	mʊˈaːʋɪza
اورمجھے	ˈoːrəmɟʰeː
سیپ	sˈiːp
عبدالقدوس	ˌabdˌaːləqdˈoːs
کمانڈنگ	kəmˈaːnɖɪnɡ
چہرہ	cˈɛhra
کرشنا	kˈʌrəʃnaː
باقائدگی	baːqˈa͡ɪdɡˌiː
پاسزجاری	pˌaːsəzɟˈaːri
ارادوں	ɪrˈaːdõː
سلامتی	səlˈaːmtˌiː
کامیاب	kˈaːmjaːb
کشمیروالو	kˌəʃmˈiːrʋaːlˌoː
ریٹائر	reːʈˈa͡ɪr
کاراستہ	kaːrˈaːstˌa
فرزند	fˌərəzˈʌnd
لمز	lˈʌməz
کیلاش	keːlˈaːʃ
