Əbüləsvar	æbylæsvˈar
Kelt	cˈelt
Körpüdən	cœrpydˈæn
oksigenin	oçsiɟenˈin
Dmitriyeviç	dmitrijevˈit͡ʃ
göstərmişdi	ɟœstærmiʃdˈi
canavara	d͡ʒanavaɾˈa
Caya	d͡ʒajˈa
boşluqlar	boʃɫuɡɫˈar
məhkəməsi	mæhcæmæsˈi
təsvirlərindən	tæsvirlæɾindˈæn
çətinliklərə	t͡ʃætinliçlˈæɾæ
proqramdan	proɡramdˈan
Apple	applˈe
qarışıqlıqlar	ɡaɾɯʃɯɡɫɯɡɫˈar
ittihamların	ittihamɫaɾˈɯn
müstəvinin	mystævinˈin
Prendik	prendˈiç
Səlcuqların	sæld͡ʒuɡɫaɾˈɯn
Bond	bˈond
zənginləşdirmiş	zænɟinlæʃdirmˈiʃ
Yuqo	juɡˈo
maliyyəyə	malijjˈæjæ
Fridmanın	fridmanˈɯn
la	ɫˈa
dua	duˈa
başlarından	baʃɫaɾɯndˈan
adli	adlˈi
qlükozaya	ɡlycozajˈa
Sanders	sandˈers
olay	oɫˈaj
qəniməti	ɡænimætˈi
fazaların	fazaɫaɾˈɯn
Bədri	bædrˈi
səfirliyini	sæfirlijinˈi
ağrıların	aːɾɯɫaɾˈɯn
Lotar	ɫotˈar
atoluna	atoɫunˈa
bölünən	bœlynˈæn
simpoziumun	simpoziumˈun
yelpik	jelpˈiç
Rəssamın	ræssamˈɯn
məbləğə	mæblˈæːæ
avar	avˈar
günündə	ɟynˈyndæ
dəyişməsinin	dæjiʃmæsinˈin
Kompozisiya	compozˈisia
Qarabağinin	ɡaɾabaːinˈin
qoşulmuşdular	ɡoʃuɫmuʃduɫˈar
sərdabə	særdˈabæ
sahillərində	sahillæɾˈindæ
Xarəzmşahların	xaɾæzmʃahɫaɾˈɯn
möminləri	mœminlæɾˈi
tısbağalar	tɯsbaːɫˈar
gəmilər	ɟæmilˈær
İsmayıla	ismajɯɫˈa
Bahadır	bahadˈɯr
çariça	t͡ʃaɾit͡ʃˈa
şeirlərindəki	ʃeirlæɾindæcˈi
Polli	poɫlˈi
gəmiqayırma	ɟæmiɡajɯrmˈa
nektar	neçtˈar
işləyib	iʃlæjˈib
nival	nivˈaɫ
Avestada	avestadˈa
camaat	d͡ʒamaˈat
qoltuğunda	ɡoɫtuːndˈa
intuitiv	intuit͡sˈiv
otaraq	otaɾˈax
qovşağında	ɡovʃaːɯndˈa
qvardiyasının	ɡvardijasɯnˈɯn
Əbrəqunus	æbræɡunˈus
Çiçəkyanlığı	t͡ʃit͡ʃæçjanɫɯɯˈɯ
Konsepsiya	consˈepsia
ipdən	ipdˈæn
gələn	ɟælˈæn
epidemiyanın	epidemijanˈɯn
sorğusunda	sorɣusundˈa
qızdırılan	ɡɯzdɯɾɯɫˈan
əsilzadələrin	æsilzadælæɾˈin
İnsanlara	insanɫaɾˈa
tənzimləməyə	tænzimlæmˈæjæ
şerlərindən	ʃerlæɾindˈæn
kəndli	cændlˈi
monarx	monˈarx
Eminin	eminˈin
natürmort	natyrmˈort
Rəhmani	ræhmanˈi
Şahab	ʃahˈab
xatırlanan	xatɯrɫanˈan
söhbətin	sœhbætˈin
Mayalanmadan	majaɫanmadˈan
klipdə	çlˈipdæ
termik	termˈiç
Qədiri	ɡædiɾˈi
antena	antenˈa
normalarına	normaɫaɾɯnˈa
qırğının	ɡɯrɣɯnˈɯn
izlədiyi	izlædijˈi
Tağıbəy	taːɯbˈæj
məhəllələrdə	mæhællælˈærdæ
ehkamları	ehcamɫaɾˈɯ
çevrilsə	t͡ʃevrˈilsæ
məncə	mˈænd͡ʒæ
klublardan	çɫubɫardˈan
Saamilər	saamilˈær
Çaylar	t͡ʃajɫˈar
Dünyamalı	dynjamaɫˈɯ
şahzadələr	ʃahzadælˈær
Romi	romˈi
dövrlə	dˈœvrlæ
girəcəyində	ɟiɾæd͡ʒæjˈindæ
Statik	statˈiç
mağarası	maːɾasˈɯ
kəndidir	cændidˈir
xəritəsində	xæɾitæsˈindæ
bəhanələrlə	bæhanælˈærlæ
arxitekturasını	arxit͡seçtuɾasɯnˈɯ
Sionist	sionˈist
götürməli	ɟœt͡syrmælˈi
təlimatçı	tælimatt͡ʃˈɯ
Məmmədhüseyn	mæmmædhysˈejn
eşitmək	eʃitmˈæç
Duel	duˈel
konfederasiya	confedeɾˈasia
element	elemˈent
dillərdə	dillˈærdæ
kömürün	cœmyɾˈyn
təyinatından	tæjinatɯndˈan
yaxınlarını	jaxɯnɫaɾɯnˈɯ
basqını	basɡɯnˈɯ
Beril	beɾˈil
portuqalların	portuɡaɫɫaɾˈɯn
Tatarlar	tatarɫˈar
Margaret	marɟaɾˈet
Voice	void͡ʒˈe
Malerin	maleɾˈin
sözlərdir	sœzlærdˈir
hücumlarında	hyd͡ʒumɫaɾɯndˈa
artması	artmasˈɯ
vəziri	væziɾˈi
osetinlərin	oset͡sinlæɾˈin
Əbdüləziz	æbdylæzˈiz
Napoleon	napoleˈon
texnologiya	texnoɫˈoɟia
Bəyannamənin	bæjannamænˈin
Dyakonov	djaconˈov
işlənməsindən	iʃlænmæsindˈæn
qardaş	ɡardˈaʃ
terrorçularının	terrort͡ʃuɫaɾɯnˈɯn
istifadədə	istifadˈædæ
qanununa	ɡanununˈa
Ünsizadə	ynsizˈadæ
əyarlı	æjarɫˈɯ
öldürüldükdən	œldyɾyldyçdˈæn
saplaqları	sapɫaɡɫaɾˈɯ
minimal	minimˈaɫ
qərbdən	ɡærbdˈæn
Asəf	asˈæf
Information	ɯnformatiˈon
təzyiqlərə	tæzjiɡlˈæɾæ
dirçəlişi	dirt͡ʃæliʃˈi
bişirilib	biʃiɾilˈib
balansına	baɫansɯnˈa
Suriyanın	suɾijanˈɯn
Mahmudabad	mahmudabˈad
vadidə	vadˈidæ
qablar	ɡabɫˈar
zəiflədir	zæiflædˈir
non	nˈon
ortalarınadək	ortaɫaɾɯnadˈæç
aşqarlardan	aʃɡarɫardˈan
abunəçiləri	abunæt͡ʃilæɾˈi
hislərinin	hislæɾinˈin
Olsen	oɫsˈen
uzunluqları	uzunɫuɡɫaɾˈɯ
Döyüşlər	dœjyʃlˈær
DS	dˌesˈe
Qızxanım	ɡɯzxanˈɯm
edirəm	ediɾˈæm
Buqronun	buɡronˈun
bayrağına	bajraːɯnˈa
idealı	ideaɫˈɯ
dollara	doɫɫaɾˈa
mürəkkəbliyinə	myɾæçcæblijˈinæ
rastlanılır	rastɫanɯɫˈɯr
Ölümün	œlymˈyn
başının	baʃɯnˈɯn
hövzədə	hœvzˈædæ
İsgəndərin	isɟændæɾˈin
ləqəblərindən	læɡæblæɾindˈæn
Səyyarə	sæjjˈaɾæ
terapevtik	teɾapevtˈiç
Əlibala	ælibaɫˈa
göllər	ɟœllˈær
böldülər	bœldylˈær
məntəqələrində	mæntæɡælæɾˈindæ
azalıb	azaɫˈɯb
ekzogen	eçzoɟˈen
sertifikatlaşdırma	sertificatɫaʃdɯrmˈa
liderlik	liderlˈiç
səsləndirir	sæslændiɾˈir
səbəbkar	sæbæbcˈar
Naxçıvana	naxt͡ʃɯvanˈa
uşağını	uʃaːɯnˈɯ
mundialın	mundiaɫˈɯn
konsepsiyasını	consepsijasɯnˈɯ
hazırlayacağı	hazɯrɫajad͡ʒaːˈɯ
həvəsləndirirdi	hævæslændiɾirdˈi
Antonov	antonˈov
hidrometeoroloji	hidromet͡seoɾoɫoʒˈi
ekipajı	ecipaʒˈɯ
dərmanların	dærmanɫaɾˈɯn
Xatun	xatˈun
tanınan	tanɯnˈan
şifrləmə	ʃifrlˈæmæ
sərvətlərindən	særvætlæɾindˈæn
bütövlük	byt͡sœvlˈyç
düşmənin	dyʃmænˈin
alan	aɫˈan
Malayziyanın	maɫajzijanˈɯn
Nizamidən	nizamidˈæn
əsarətindən	æsaɾætindˈæn
filoloji	fiɫoɫoʒˈi
panteonunun	panteonunˈun
yaddaşından	jaddaʃɯndˈan
Növbə	nˈœvbæ
mərtəbəsi	mærtæbæsˈi
xovsuz	xovsˈuz
ümumiliyi	ymumilijˈi
sözlərindəki	sœzlæɾindæcˈi
Arena	aɾenˈa
Aleksandrovka	aleçsandrovcˈa
yaralıların	jaɾaɫɯɫaɾˈɯn
yanaşıb	janaʃˈɯb
qüvvələrinin	ɡyvvælæɾinˈin
krallıqlar	çraɫɫɯɡɫˈar
dağlaləsi	daːɫalæsˈi
araşdırmalarda	aɾaʃdɯrmaɫardˈa
Buşun	buʃˈun
Cəsədin	d͡ʒæsædˈin
Cena	d͡ʒenˈa
tərkibinə	tærcibˈinæ
kafirləri	cafirlæɾˈi
lansetşəkilli	ɫansetʃæcillˈi
həbsxanasında	hæbsxanasɯndˈa
tağtavanı	taːtavanˈɯ
Makedoniya	macedˈonia
Paralimpiya	paɾalˈimpia
Fauna	faunˈa
sertifikatını	sertificatɯnˈɯ
bayramlarında	bajramɫaɾɯndˈa
posta	postˈa
suvarılması	suvaɾɯɫmasˈɯ
diviziyalarının	divizijaɫaɾɯnˈɯn
qapalı	ɡapaɫˈɯ
Bilirəm	biliɾˈæm
Parisə	paɾˈisæ
sərgilərdə	særɟilˈærdæ
pakta	paçtˈa
İsveçrəyə	isvet͡ʃrˈæjæ
etmədən	etmædˈæn
toplanmasında	topɫanmasɯndˈa
zəhmətkeşlərinin	zæhmætceʃlæɾinˈin
əqidəsini	æɡidæsinˈi
psixikası	psixicasˈɯ
dillərinə	dillæɾˈinæ
fiziki	fizicˈi
mütaliəyə	mytaliˈæjæ
udaraq	udaɾˈax
töhfəni	tœhfænˈi
cərəyanlarla	d͡ʒæɾæjanɫarɫˈa
qazanacağına	ɡazanad͡ʒaːɯnˈa
irimiqyaslı	iɾimiɡjasɫˈɯ
DiKaprio	dˈicapriˈo
birləşmələrlə	birlæʃmælˈærlæ
proqramla	proɡramɫˈa
tapılmasını	tapɯɫmasɯnˈɯ
ədəbiyyatçı	ædæbijjatt͡ʃˈɯ
oxuduğunu	oxuduːnˈu
səlləllahu	sællælɫahˈu
illərinin	illæɾinˈin
doğurmur	doːurmˈur
sorağı	soɾaːˈɯ
Avstraliyada	avstralijadˈa
yeyib	jejˈib
haşiyələnmişdir	haʃijælænmiʃdˈir
əmirlərindən	æmirlæɾindˈæn
hökmdarlar	hœçmdarɫˈar
dənizdir	dænizdˈir
bugünədək	buɟynædˈæç
kəmiyyətini	cæmijjætinˈi
Peter	pet͡sˈer
düzəlişlər	dyzæliʃlˈær
klubları	çɫubɫaɾˈɯ
laboratoriyada	ɫaboɾatoɾijadˈa
bölgələrdəki	bœlɟælærdæcˈi
istəmirik	istæmiɾˈiç
zalına	zaɫɯnˈa
şotlandiyalı	ʃotɫandijaɫˈɯ
prizma	prizmˈa
təbəələr	tæbæælˈær
nəyinsə	næjˈinsæ
qalırsa	ɡaɫɯrsˈa
kommun	commˈun
ehtiyat	ehtijˈat
Friedrich	friedrˈid͡ʒh
hamılıqla	hamɯɫɯɡɫˈa
mərd	mˈærd
Hüseynzadənin	hysejnzadænˈin
tozunu	tozunˈu
muzey	muzˈej
örtülmə	œrtˈylmæ
Federasiya	fedeɾˈasia
Ərdəbilə	ærdæbˈilæ
Dilan	diɫˈan
yumurtaşəkillidir	jumurtaʃæcillidˈir
Bəstəkar	bæstæcˈar
disk	dˈisç
Rəqibləri	ræɡiblæɾˈi
Martin	martˈin
dəyişdirildi	dæjiʃdiɾildˈi
biçənək	bit͡ʃænˈæç
Qardaşlıq	ɡardaʃɫˈɯx
qurumu	ɡuɾumˈu
titullar	tituɫɫˈar
studiyaya	studijajˈa
Lu	ɫˈu
şagirdlərə	ʃaɟirdlˈæɾæ
alınmağa	aɫɯnmˈaː
arxalanırdı	arxaɫanɯrdˈɯ
hazırdır	hazɯrdˈɯr
Kitsin	citsˈin
ziyanvericiləri	zijanveɾid͡ʒilæɾˈi
dərinlikdə	dæɾinlˈiçdæ
keçidinin	cet͡ʃidinˈin
açılar	at͡ʃɯɫˈar
quyruğunda	ɡujruːndˈa
Rayder	rajdˈer
İnqilaba	inɡiɫabˈa
Narzan	narzˈan
müqaviləni	myɡavilænˈi
Polina	polinˈa
yatdı	jatdˈɯ
xanalı	xanaɫˈɯ
səviyyələrinə	sævijjælæɾˈinæ
döyüşdə	dœjˈyʃdæ
yağan	jˈaːn
deməkdən	demæçdˈæn
polyarlaşma	poɫjarɫaʃmˈa
göstərər	ɟœstæɾˈær
Lazım	ɫazˈɯm
ümidlə	ymˈidlæ
ayrılana	ajrɯɫanˈa
Valerian	valeɾiˈan
banklarda	bançɫardˈa
şişməsi	ʃiʃmæsˈi
Disk	dˈisç
toplayırlar	topɫajɯrɫˈar
İmperiyası	impeɾijasˈɯ
olunanlara	oɫunanɫaɾˈa
əcdadının	æd͡ʒdadɯnˈɯn
istiot	istiˈot
millətin	millætˈin
Marağayi	maɾaːjˈi
yanacaqları	janad͡ʒaɡɫaɾˈɯ
dielektrik	dieleçtrˈiç
saniyədə	sanijˈædæ
Qüdsün	ɡydsˈyn
Alexander	alexandˈer
çütləşməyə	t͡ʃytlæʃmˈæjæ
undan	undˈan
gənəsi	ɟænæsˈi
xəstəxanaları	xæstæxanaɫaɾˈɯ
sərgilənməsi	særɟilænmæsˈi
çubuğunu	t͡ʃubuːnˈu
Adelaida	adeɫa͡ɪdˈa
Muay	muˈaj
Origin	oɾiɟˈin
Şuşaya	ʃuʃajˈa
Hatəmi	hatæmˈi
timsahının	timsahɯnˈɯn
çağırdı	t͡ʃaːɯrdˈɯ
istedadlar	istedadɫˈar
Tövratda	tœvratdˈa
Setan	setˈan
adlandıran	adɫandɯɾˈan
Georginin	ɟeorɟinˈin
Oyuq	ojˈux
Selevkilər	selevcilˈær
ağadan	aːdˈan
keçərlidir	cet͡ʃærlidˈir
ümumtürk	ymumtˈyrç
politeist	polit͡seˈist
enerjisidir	enerʒisidˈir
yaşamını	jaʃamɯnˈɯ
dəyərləndirirdi	dæjærlændiɾirdˈi
gec	ɟˈed͡ʒ
olmasıdır	oɫmasɯdˈɯr
Qars	ɡˈars
verilər	veɾilˈær
hədəflərinin	hædæflæɾinˈin
COOH	d͡ʒoˈoh
Vyanaya	vjanajˈa
hökumətlərə	hœcumætlˈæɾæ
övladlarıdır	œvɫadɫaɾɯdˈɯr
avropoid	avropoˈid
feldmarşal	feldmarʃˈaɫ
qotik	ɡotˈiç
damarları	damarɫaɾˈɯ
doğrudursa	doːɾudursˈa
göstərilən	ɟœstæɾilˈæn
möcüzəsi	mœd͡ʒyzæsˈi
Batırşa	batɯrʃˈa
Peyğəmbər	pejɣæmbˈær
yaşlıların	jaʃɫɯɫaɾˈɯn
istinin	istinˈin
mülklərə	mylçlˈæɾæ
Nəsibə	næsˈibæ
Beyləqanda	bejlæɡandˈa
gözləmək	ɟœzlæmˈæç
Sumqayıtın	sumɡajɯtˈɯn
düymələri	dyjmælæɾˈi
folklor	foɫçɫˈor
romanı	romanˈɯ
redaktorudur	redaçtoɾudˈur
erkəyin	ercæjˈin
sayıldığı	sajɯɫdɯɯˈɯ
kraterləri	çraterlæɾˈi
yaşayır	jaʃajˈɯr
sairə	sˈa͡ɪɾæ
Laskaris	ɫascaɾˈis
innervasiya	innervˈasia
ağılsızlıq	aːɯɫsɯzɫˈɯx
Konservatoriyada	conservatoɾijadˈa
pin	pˈin
Horas	hoɾˈas
müəllim	myællˈim
Timin	timˈin
Manila	maniɫˈa
sürətlənmiş	syɾætlænmˈiʃ
dodaq	dodˈax
toplamışdı	topɫamɯʃdˈɯ
Artist	artˈist
ustasına	ustasɯnˈa
sınaq	sɯnˈax
qəpik	ɡæpˈiç
düzəlişləri	dyzæliʃlæɾˈi
biliciləri	bilid͡ʒilæɾˈi
elamlılar	eɫamɫɯɫˈar
siniflərinə	siniflæɾˈinæ
tədbirlərini	tædbirlæɾinˈi
sözdə	sˈœzdæ
lazımlı	ɫazɯmɫˈɯ
Bizansa	bizansˈa
xərclənən	xærd͡ʒlænˈæn
pişiklərinin	piʃiçlæɾinˈin
mərtəbəsini	mærtæbæsinˈi
bəlalar	bæɫaɫˈar
zamanı	zamanˈɯ
vaiz	vˈa͡ɪz
Təşkilatında	tæʃciɫatɯndˈa
platformasının	pɫatformasɯnˈɯn
Eksponatların	eçsponatɫaɾˈɯn
qoşulmuşdu	ɡoʃuɫmuʃdˈu
çarxının	t͡ʃarxɯnˈɯn
antik	antˈiç
Arxivinin	arxivinˈin
tükü	tycˈy
Nəticələr	nætid͡ʒælˈær
materiallardan	mateɾiaɫɫardˈan
aktının	açtɯnˈɯn
şəkilçisini	ʃæcilt͡ʃisinˈi
olunması	oɫunmasˈɯ
Uralsda	uɾaɫsdˈa
faciədə	fad͡ʒiˈædæ
dayandırmağı	dajandɯrmaːˈɯ
vuruşub	vuɾuʃˈub
bəzəyirdi	bæzæjirdˈi
alına	aɫɯnˈa
səhhətinin	sæhhætinˈin
etdirirdi	etdiɾirdˈi
dincə	dˈind͡ʒæ
qızıla	ɡɯzɯɫˈa
geyən	ɟejˈæn
bağlara	baːɫaɾˈa
gedilən	ɟedilˈæn
Markis	marcˈis
metabolik	metabolˈiç
NEXUS	nexˈus
vuruşan	vuɾuʃˈan
Düşüncələr	dyʃynd͡ʒælˈær
komiks	comˈiçs
şerlərdə	ʃerlˈærdæ
müxtəlifliyinə	myxtæliflijˈinæ
düşməsidir	dyʃmæsidˈir
əkilirdi	æcilirdˈi
yayımı	jajɯmˈɯ
Polad	poɫˈad
İdarəetmə	idaɾæˈetmæ
tökdü	tœçdˈy
yarışmalarda	jaɾɯʃmaɫardˈa
uğurla	uːrɫˈa
türkmənlərin	tyrçmænlæɾˈin
insanlardır	insanɫardˈɯr
əyilib	æjilˈib
fayda	fajdˈa
sıxışdırılaraq	sɯxɯʃdɯɾɯɫaɾˈax
Əliyevlə	ælijˈevlæ
Görüntü	ɟœɾyntˈy
Xanımananın	xanɯmananˈɯn
astronomik	astronomˈiç
ölkə	ˈœlcæ
lövhəciklər	lœvhæd͡ʒiçlˈær
teleskop	telescˈop
ayağın	ajaːˈɯn
rüsumlar	rysumɫˈar
stansiyasındakı	stansijasɯndacˈɯ
klublar	çɫubɫˈar
göylər	ɟœjlˈær
planlaşdırmışdır	pɫanɫaʃdɯrmɯʃdˈɯr
konsentrasiyasına	consentrasijasɯnˈa
tutulmur	tutuɫmˈur
Əbdürrəhmanın	æbdyrræhmanˈɯn
kəsilə	cæsˈilæ
göstərişini	ɟœstæɾiʃinˈi
Mirzağa	mirzˈaː
mülahizəsi	myɫahizæsˈi
yaradıcılığı	jaɾadɯd͡ʒɯɫɯɯˈɯ
Mövzunun	mœvzunˈun
məhsullarıdır	mæhsuɫɫaɾɯdˈɯr
Madonnanın	madonnanˈɯn
mədəniyyətini	mædænijjætinˈi
sudan	sudˈan
adada	adadˈa
çəmənləri	t͡ʃæmænlæɾˈi
Qılınc	ɡɯɫˈɯnd͡ʒ
Çempionatda	t͡ʃempionatdˈa
komitənin	comitænˈin
oymaqları	ojmaɡɫaɾˈɯ
proton	protˈon
Rəngi	rænɟˈi
Huseyn	husˈejn
onilliklərdə	onilliçlˈærdæ
müqavimətini	myɡavimætinˈi
Security	sed͡ʒuɾˈitj
Qaytaq	ɡajtˈax
Avstriyada	avstrijadˈa
massivin	massivˈin
Industrial	ɯndustriˈaɫ
bişirilmiş	biʃiɾilmˈiʃ
Daşkənddə	daʃcˈænddæ
ümumiyyətlə	ymumijjˈætlæ
estrada	estradˈa
Müxtəsər	myxtæsˈær
bəstələnmişdir	bæstælænmiʃdˈir
Ankaraya	ancaɾajˈa
cisimdən	d͡ʒisimdˈæn
forumda	foɾumdˈa
partnyoru	partnjoɾˈu
Kennetin	cennet͡sˈin
keçmir	cet͡ʃmˈir
tutmasına	tutmasɯnˈa
axışır	axɯʃˈɯr
açmaq	at͡ʃmˈax
aydınlaşdı	ajdɯnɫaʃdˈɯ
UNIX	unˈɯx
tərcüməçiləri	tærd͡ʒymæt͡ʃilæɾˈi
sağ	sˈaː
qiymətləndirilib	ɡijmætlændiɾilˈib
bölümlüdür	bœlymlydˈyr
oğlanlarını	oːɫanɫaɾɯnˈɯ
hicrət	hid͡ʒrˈæt
ziddiyyətlərinin	ziddijjætlæɾinˈin
kifayətlənirlər	cifajætlænirlˈær
İşlənmiş	iʃlænmˈiʃ
Tang	tˈanɟ
kombinasiyaları	combinasijaɫaɾˈɯ
qovuşdu	ɡovuʃdˈu
Təşkilat	tæʃciɫˈat
Lids	lˈids
sonuncunun	sonund͡ʒunˈun
üstünlüyünün	ystynlyjynˈyn
salınmasının	saɫɯnmasɯnˈɯn
aranı	aɾanˈɯ
südur	sydˈur
istəmək	istæmˈæç
əksidir	æçsidˈir
Dəməşqdə	dæmˈæʃɡdæ
NAND	nˈand
Ələsgər	ælæsɟˈær
Lupin	ɫupˈin
Tarixçinin	taɾixt͡ʃinˈin
tanıtmağa	tanɯtmˈaː
olduqları	oɫduɡɫaɾˈɯ
oymağının	ojmaːɯnˈɯn
Fomalhaut	fomaɫhaˈut
Artists	artˈists
Bağırsaq	baːɯrsˈax
ağırlığındadır	aːɯrɫɯɯɯndadˈɯr
Gimnaziyanın	ɟimnazijanˈɯn
Apokalipsis	apocalipsˈis
nizamnaməsinə	nizamnamæsˈinæ
Pişəvərinin	piʃævæɾinˈin
döyülmüş	dœjylmˈyʃ
işindən	iʃindˈæn
Şikayətlər	ʃicajætlˈær
bizvari	bizvaɾˈi
yarayır	jaɾajˈɯr
kisəsinin	cisæsinˈin
knyazları	çnjazɫaɾˈɯ
şivə	ʃˈivæ
Səhifə	sæhˈifæ
yumurtaları	jumurtaɫaɾˈɯ
Tuti	tutˈi
Bitkini	bitcinˈi
düşündüklərini	dyʃyndyçlæɾinˈi
Sarqon	sarɡˈon
sistemini	sisteminˈi
turnirlərində	turnirlæɾˈindæ
tapa	tapˈa
tərifləmiş	tæɾiflæmˈiʃ
mükafatlarının	mycafatɫaɾɯnˈɯn
payına	pajɯnˈa
Quruluşu	ɡuɾuɫuʃˈu
Ovacık	ovad͡ʒˈɯç
Zəminə	zæmˈinæ
cərəyanlarından	d͡ʒæɾæjanɫaɾɯndˈan
əvvəllərində	ævvællæɾˈindæ
məhəbbətinin	mæhæbbætinˈin
İqbal	iɡbˈaɫ
yaylağında	jajɫaːɯndˈa
daşınmasına	daʃɯnmasɯnˈa
ellər	ellˈær
Ailəvi	a͡ɪlævˈi
kifayətlənmir	cifajætlænmˈir
bilmirsiniz	bilmirsinˈiz
İsveçrə	isvˈet͡ʃræ
istədiyindən	istædijindˈæn
işıqlandırılmasını	iʃɯɡɫandɯɾɯɫmasɯnˈɯ
səfirliyi	sæfirlijˈi
qapıya	ɡapɯjˈa
mütəfəkkirləri	mytæfæçcirlæɾˈi
qatarında	ɡataɾɯndˈa
oğlunu	oːɫunˈu
Esxil	esxˈil
mayeləri	majelæɾˈi
İcra	id͡ʒrˈa
Yusifbəyov	jusifbæjˈov
Yoruba	joɾubˈa
Hospital	hospitˈaɫ
qafiyələnir	ɡafijælænˈir
Rasselin	rasselˈin
mey	mˈej
qiymətindən	ɡijmætindˈæn
yüksəklikdən	jyçsæçliçdˈæn
Qalileo	ɡalileˈo
namizədi	namizædˈi
vurğulanmış	vurɣuɫanmˈɯʃ
uzatmaq	uzatmˈax
xanəndələri	xanændælæɾˈi
sürməsinə	syrmæsˈinæ
ruhları	ruhɫaɾˈɯ
Ilkin	ɯɫcˈin
yeridilmiş	jeɾidilmˈiʃ
ASELSAN	aselsˈan
çimərlik	t͡ʃimærlˈiç
qayıdıb	ɡajɯdˈɯb
xüsusda	xysusdˈa
Şeyxiyyə	ʃejxˈijjæ
Fil	fˈil
obrazının	obrazɯnˈɯn
qanunlarından	ɡanunɫaɾɯndˈan
Eylin	ejlˈin
Anqola	anɡoɫˈa
Vençur	vent͡ʃˈur
Monaş	monˈaʃ
dəbdən	dæbdˈæn
katiblər	catiblˈær
IRC	ˈɯrd͡ʒ
mürəttib	myɾættˈib
pozan	pozˈan
yerləşdirilmişdir	jerlæʃdiɾilmiʃdˈir
artımla	artɯmɫˈa
etmişdi	etmiʃdˈi
mürşidi	myrʃidˈi
axtardı	axtardˈɯ
işarədir	iʃaɾædˈir
laylı	ɫajɫˈɯ
Proses	prosˈes
mülki	mylcˈi
odunu	odunˈu
koordinatı	coordinatˈɯ
dipollar	dipoɫɫˈar
strategiya	stratˈeɟia
kişilərinin	ciʃilæɾinˈin
hicab	hid͡ʒˈab
Zərdabın	zærdabˈɯn
Avropanın	avropanˈɯn
krallıqda	çraɫɫɯɡdˈa
cihazlarında	d͡ʒihazɫaɾɯndˈa
olmuştur	oɫmuʃtˈur
Tacikistanın	tad͡ʒicistanˈɯn
əqrəb	æɡrˈæb
liderliyində	liderlijˈindæ
Ozon	ozˈon
Up	ˈup
Remus	remˈus
sərnişini	særniʃinˈi
sıralı	sɯɾaɫˈɯ
Atlar	atɫˈar
konusu	conusˈu
sualı	suaɫˈɯ
arabaların	aɾabaɫaɾˈɯn
Forumda	foɾumdˈa
şöbəsidir	ʃœbæsidˈir
buynuzlu	bujnuzɫˈu
dağlarını	daːɫaɾɯnˈɯ
keramikanın	ceɾamicanˈɯn
Miyanəci	mijanæd͡ʒˈi
dayağı	dajaːˈɯ
bildirilmişdi	bildiɾilmiʃdˈi
Hacıbəyovun	had͡ʒɯbæjovˈun
sporadik	spoɾadˈiç
başlandı	baʃɫandˈɯ
Adət	adˈæt
Mehrəli	mehrælˈi
sarsıntılar	sarsɯntɯɫˈar
Xanı	xanˈɯ
tapmışlar	tapmɯʃɫˈar
sümüklərinin	symyçlæɾinˈin
kilsəsinə	cilsæsˈinæ
Polo	poɫˈo
titul	titˈuɫ
həbsxanası	hæbsxanasˈɯ
qazıntılardan	ɡazɯntɯɫardˈan
götürmür	ɟœt͡syrmˈyr
Uilyams	uiljˈams
oranı	oɾanˈɯ
təltiflərə	tæltiflˈæɾæ
Şaş	ʃˈaʃ
kataloquna	cataɫoɡunˈa
saxlanıldığı	saxɫanɯɫdɯɯˈɯ
Breton	bretˈon
əlaqəsi	æɫaɡæsˈi
işsiz	iʃsˈiz
Nizamnamə	nizamnˈamæ
Məlumatlara	mæɫumatɫaɾˈa
ixracatı	ixrad͡ʒatˈɯ
kadrarxası	cadrarxasˈɯ
müsəlmanlarına	mysælmanɫaɾɯnˈa
nokaut	nocaˈut
Sərhəddə	særhˈæddæ
mənfəət	mænfæˈæt
içkidir	it͡ʃcidˈir
uzunluğa	uzunɫuːˈa
repertuarının	repertuaɾɯnˈɯn
ölkələrdəki	œlcælærdæcˈi
fraksiyaya	fraçsijajˈa
respondentin	respondentˈin
Tələbələrə	tælæbælˈæɾæ
Müzakirələr	myzaciɾælˈær
zərdüştilik	zærdyʃtilˈiç
narazıdır	naɾazɯdˈɯr
qalıqlarla	ɡaɫɯɡɫarɫˈa
əsasi	æsasˈi
soydaşlarımız	sojdaʃɫaɾɯmˈɯz
raunddan	raunddˈan
Cəbrail	d͡ʒæbrˈa͡ɪl
Leypsiqdə	lejpsˈiɡdæ
tamaşaçının	tamaʃat͡ʃɯnˈɯn
qəbil	ɡæbˈil
perspektivindən	perspeçtivindˈæn
birləşmələrini	birlæʃmælæɾinˈi
qazandıran	ɡazandɯɾˈan
Kilimancaro	cilimand͡ʒaɾˈo
döydü	dœjdˈy
qoruq	ɡoɾˈux
məsələ	mæsˈælæ
Məhəmmədsadıq	mæhæmmædsadˈɯx
bioqrafı	bioɡrafˈɯ
janrından	ʒanrɯndˈan
əlaqələri	æɫaɡælæɾˈi
qovub	ɡovˈub
hallarla	haɫɫarɫˈa
yaxalayıb	jaxaɫajˈɯb
düşmür	dyʃmˈyr
qalmadığından	ɡaɫmadɯɯɯndˈan
