артуына	ˈɑɾtwənɑ
еңбектерінің	eŋbekteɾɪnˈɪŋ
танытуда	tˈɑnətwdɑ
дипломатияның	dəjpɫomɑtəjjanəŋ
Арслан	ɑɾsɫˈɑn
әрқайсысымыз	æɾqˈɑjsəsəməz
жинауы	ʒəjnɑwə
тетіктер	tetɪktˈeɾ
күйреуі	kujɾewˈɪ
жабылғанын	ʒˈɑbəɫʀɑnən
қуанбаса	qwɑnbɑsˈɑ
арттырудың	ˈɑɾttəɾwdəŋ
тамған	tɑmʀˈɑn
Ринат	ɾəjnɑt
для	dɫjˈa
душқа	dwʃqˈɑ
Царнаевқа	tsɑɾnɑevqˈɑ
құнсызданған	qˈʊnsəzdɑnʀɑn
ауруға	ɑwɾwʀˈɑ
белгілерін	beɫɡɪleɾˈɪn
бұрыла	bˈʊɾəɫɑ
айтқанды	ɑjtqˈɑndə
экспортынан	ekspˈoɾtənɑn
Таңатар	tɑŋɑtˈɑɾ
дәлізін	dælɪzˈɪn
ақиқат	ˈɑqəjqɑt
Байтұрсынұлына	bɑjtˈʊɾsənʊɫənɑ
түсіндірген	tusɪndɪɾɡˈen
отырғызу	ˈotəɾʀəzw
жаңартқан	ʒɑŋɑɾtqˈɑn
ұйымдарын	ˈʊjəmdɑɾən
қаншалықты	qɑnʃˈɑɫəqtə
қаланды	qɑɫˈɑndə
Досқалиев	dosqˈɑɫəjev
туысқаны	twəsqɑnə
Норвегия	noɾvˈeɡəjja
философия	fəjɫosofəjja
Асанәлі	ɑsɑnælˈɪ
лажы	ɫˈɑʒə
критерий	kɾəjteɾəjj
көктемде	kɵktemdˈe
газетАлматының	ɡɑzˈetɑɫmˈɑtənəŋ
жайтпен	ʒɑjtpˈen
балада	bɑɫɑdˈɑ
сепаратистер	sepɑɾˈɑtəjsteɾ
сырттан	səɾttɑn
палатасындағы	pɑɫɑtˈɑsəndɑʀə
сәтке	sætkˈe
буы	bwə
ұйымдарының	ˈʊjəmdɑɾənəŋ
тоймайды	tojmˈɑjdə
спортшыларға	spˈoɾtʃəɫɑɾʀɑ
Қайсыбір	qˈɑjsəbɪɾ
тұрғысындағы	tˈʊɾʀəsəndɑʀə
Макаревич	mɑkɑɾˈevəjt͡ʃ
жерсіз	ʒeɾsˈɪz
аудандарындағы	ɑwdɑndˈɑɾəndɑʀə
Мұнайдың	mʊnˈɑjdəŋ
қырықтың	qəɾəqtəŋ
жарияланғанын	ʒˈɑɾəjjaɫɑnʀɑnən
тұттым	tˈʊttəm
қызғалдақ	qəzʀɑɫdɑq
жеріне	ʒeɾɪnˈe
Бастапқыда	bɑstˈɑpqədɑ
еліне	elɪnˈe
байланыстардың	bɑjɫˈɑnəstɑɾdəŋ
елдімекенде	eɫdɪmekendˈe
досы	dˈosə
босатыңдар	bosˈɑtəŋdɑɾ
асқанда	ɑsqɑndˈɑ
Кіші	kɪʃˈɪ
аспандата	ɑspɑndɑtˈɑ
ауыры	ˈɑwəɾə
қатардың	qɑtˈɑɾdəŋ
даңқ	dˈɑŋq
әшкерелеуге	æʃkeɾelewɡˈe
тұншықтырған	tˈʊnʃəqtəɾʀɑn
Магаданда	mɑɡɑdɑndˈɑ
Кишиневтің	kəjʃəjnevtɪŋ
жұмсалатыны	ʒʊmsɑɫˈɑtənə
қалталарына	qɑɫtɑɫˈɑɾənɑ
жайттан	ʒɑjttˈɑn
Парижге	pˈɑɾəjʒɡe
айналмасын	ɑjnɑɫmˈɑsən
Радиосының	ɾˈɑdəjosənəŋ
кезекті	kezektˈɪ
көретінін	kɵɾetɪnˈɪn
Гүлжанат	ɡuɫʒɑnˈɑt
қиятын	qəjjatən
өзгерістерді	ɵzɡeɾɪsteɾdˈɪ
өлемін	ɵlemˈɪn
Мерейтой	meɾejtˈoj
мектеп	mektˈep
біліктілік	bɪlɪktɪlˈɪk
тигізеді	təjɡɪzedɪ
тапсырыстар	tˈɑpsəɾəstɑɾ
Сайлаушылардың	sɑjɫˈɑwʃəɫɑɾdəŋ
межелеген	meʒeleɡˈen
Бердімұхамедовтің	beɾdɪmʊxɑmedovtˈɪŋ
шеруін	ʃeɾwˈɪn
ұсынылатын	ˈʊsənəɫɑtən
жарақаттаған	ʒɑɾɑqɑttɑʀˈɑn
борышымды	bˈoɾəʃəmdə
шыда	ʃədɑ
жұмды	ʒˈʊmdə
тұрмауы	tʊɾmˈɑwə
талғажау	tɑɫʀɑʒˈɑw
қондырғы	qˈondəɾʀə
көшедегі	kɵʃedeɡˈɪ
құқығынан	qˈʊqəʀənɑn
жырлау	ʒəɾɫɑw
жарамдылық	ʒɑɾˈɑmdəɫəq
Мосулдағы	moswɫdˈɑʀə
Қараусыз	qɑɾˈɑwsəz
білдіру	bɪɫdˈɪɾw
сарынымен	sˈɑɾənəmen
археологиялық	ɑɾxeoɫˈoɡəjjaɫəq
бұрынғыдан	bˈʊɾənʀədɑn
тоқтатқанын	toqtɑtqˈɑnən
көмекшісін	kɵmekʃɪsˈɪn
бастасаң	bɑstɑsˈɑŋ
қойғаным	qojʀˈɑnəm
Ақылға	ˈɑqəɫʀɑ
тамашалай	tɑmɑʃɑɫˈɑj
қоздырып	qˈozdəɾəp
көрсеңіз	kɵɾseŋˈɪz
құнарсыз	qʊnˈɑɾsəz
Әлмағамбетованың	æɫmɑʀɑmbetovˈɑnəŋ
шығындарына	ʃəʀəndɑɾənɑ
Мулла	mwɫɫˈɑ
қысымының	qəsəmənəŋ
үйір	ujˈɪɾ
қосылмаса	qˈosəɫmɑsɑ
тұрсыңдар	tˈʊɾsəŋdɑɾ
парақшаларына	pɑɾɑqʃɑɫˈɑɾənɑ
Садықовтың	sˈɑdəqovtəŋ
Аустрияның	ˈɑwstɾəjjanəŋ
төзімді	tɵzɪmdˈɪ
Құқықтық	qˈʊqəqtəq
шөбере	ʃɵbeɾˈe
аспады	ɑspˈɑdə
төлесең	tɵlesˈeŋ
демеді	demedˈɪ
ақтауды	ɑqtˈɑwdə
алмағандығын	ɑɫmɑʀˈɑndəʀən
өзбек	ɵzbˈek
студия	stwdəjja
Шеберхана	ʃebeɾxɑnˈɑ
бұлбұлы	bʊɫbˈʊɫə
қолжаулық	qoɫʒˈɑwɫəq
Қыздарымыз	qəzdɑɾəməz
бұлағы	bʊɫˈɑʀə
дертінен	deɾtɪnˈen
қабылдаймын	qˈɑbəɫdɑjmən
қамытынан	qˈɑmətənɑn
армандары	ɑɾmɑndˈɑɾə
саладағы	sɑɫɑdˈɑʀə
құзыретіне	qˈʊzəɾetɪne
шығарылатыны	ʃəʀɑɾəɫɑtənə
артықшылықтарды	ˈɑɾtəqʃəɫəqtɑɾdə
тұлғаға	tʊɫʀɑʀˈɑ
құқай	qʊqˈɑj
парақор	pɑɾɑqˈoɾ
салаларды	sɑɫɑɫˈɑɾdə
баруына	bˈɑɾwənɑ
шыбықпен	ʃəbəqpen
Бекболат	bekboɫˈɑt
маркетингтік	mɑɾkˈetəjnɡtɪk
зардабына	zɑɾdˈɑbənɑ
ауылында	ˈɑwəɫəndɑ
тауарлық	tɑwˈɑɾɫəq
жұлдыздар	ʒˈʊɫdəzdɑɾ
Әкем	ækˈem
байлау	bɑjɫˈɑw
дүбірлі	dubɪɾlˈɪ
Нұрзия	nˈʊɾzəjja
түсініспеушілік	tusɪnɪspewʃɪlˈɪk
зинақорлық	zəjnɑqoɾɫəq
Дәрігерлердің	dæɾɪɡeɾleɾdˈɪŋ
астронавтар	ɑstɾonɑvtˈɑɾ
өтініштің	ɵtɪnɪʃtˈɪŋ
Бөлмеде	bɵɫmedˈe
Испанияны	əjspɑnəjjanə
депутаттардан	depwtɑttɑɾdˈɑn
қатысудың	qˈɑtəswdəŋ
жасырмаймыз	ʒˈɑsəɾmɑjməz
партиялардан	pˈɑɾtəjjaɫɑɾdɑn
рәсімделген	ɾæsɪmdeɫɡˈen
білмейтіндерін	bɪɫmejtɪndeɾˈɪn
санаңды	sɑnˈɑŋdə
балуаны	bɑɫwˈɑnə
тартпаймыз	tɑɾtpˈɑjməz
Құрбанчаева	qʊɾbɑnt͡ʃɑevˈɑ
жазылмайтын	ʒˈɑzəɫmɑjtən
командаласы	komɑndɑɫˈɑsə
шығарасың	ʃəʀɑɾɑsəŋ
оралту	oɾˈɑɫtw
жиһаздарын	ʒəjhɑzdɑɾən
саусағы	sɑwsˈɑʀə
Степанов	stepɑnˈov
Әлбетте	æɫbettˈe
Қыздары	qəzdɑɾə
Зиманов	zəjmɑnov
Өңкей	ɵŋkˈej
референдумдар	ɾefeɾendwmdˈɑɾ
кенеттен	kenettˈen
Ибраев	əjbɾɑev
Құрандағы	qʊɾɑndˈɑʀə
кедергілердің	kedeɾɡɪleɾdˈɪŋ
Апаттан	ɑpɑttˈɑn
шегіртке	ʃeɡɪɾtkˈe
құрастыруға	qʊɾˈɑstəɾwʀɑ
талқылаудан	tˈɑɫqəɫɑwdɑn
Атушева	ɑtwʃevˈɑ
дәлелдесін	dæleɫdesˈɪn
Исландия	əjsɫɑndəjja
модельді	modeɫʔdˈɪ
пәні	pænˈɪ
Школяренко	ʃkoɫjaɾenkˈo
апталық	ɑptˈɑɫəq
мотоциклмен	motˈotsəjkɫmen
Даниил	dˈɑnəjəjɫ
Жақыповқа	ʒˈɑqəpovqɑ
тауының	tˈɑwənəŋ
қайтар	qɑjtˈɑɾ
Алмат	ɑɫmˈɑt
Заводченков	zɑvodt͡ʃenkˈov
жеңілдік	ʒeŋɪɫdˈɪk
қысыммен	qəsəmmen
компаниямен	kompˈɑnəjjamen
Дугин	dwɡəjn
Чехиядан	t͡ʃˈexəjjadɑn
білдірмеген	bɪɫdɪɾmeɡˈen
фунтқа	fwntqˈɑ
қатысуына	qˈɑtəswənɑ
қыстағы	qəstɑʀə
берілмейтіні	beɾɪɫmejtɪnˈɪ
га	ɡˈɑ
Гита	ɡəjtɑ
тағысын	tˈɑʀəsən
ұйымдарына	ˈʊjəmdɑɾənɑ
Аурухананың	ɑwɾwxɑnˈɑnəŋ
шекарашылары	ʃekɑɾˈɑʃəɫɑɾə
судьяға	swdʔjaʀˈɑ
ұлыма	ˈʊɫəmɑ
ұры	ˈʊɾə
Леонардо	leonɑɾdˈo
шешер	ʃeʃˈeɾ
қақалып	qɑqˈɑɫəp
Мүгедектерге	muɡedekteɾɡˈe
геосаяси	ɡeosɑjˈasəj
қаласынан	qɑɫˈɑsənɑn
капиталынан	kˈɑpəjtɑɫənɑn
суша	swʃˈɑ
Дайындайтын	dˈɑjəndɑjtən
жиналыстарын	ʒəjnɑɫəstɑɾən
шеберлік	ʃebeɾlˈɪk
сайлауды	sɑjɫˈɑwdə
кезеңдер	kezeŋdˈeɾ
Батысқазақстандық	bˈɑtəsqɑzɑqstɑndəq
болысты	bˈoɫəstə
шаммен	ʃɑmmˈen
күшейтуді	kuʃejtwdˈɪ
қонақтап	qonɑqtˈɑp
Зайд	zˈɑjd
маңдайында	mɑŋdˈɑjəndɑ
бағыттары	bˈɑʀəttɑɾə
қорғалуына	qoɾʀˈɑɫwənɑ
протестанттық	pɾotestˈɑnttəq
оқырмандарымен	ˈoqəɾmɑndɑɾəmen
шумақтарын	ʃwmɑqtˈɑɾən
Литер	ɫəjteɾ
басталатынын	bɑstɑɫˈɑtənən
көршінің	kɵɾʃɪnˈɪŋ
өліммен	ɵlɪmmˈen
Махмадов	mɑxmɑdˈov
Троцкийдің	tɾˈotskəjjdɪŋ
өлшемге	ɵɫʃemɡˈe
масканы	mɑskˈɑnə
Дүйсенбі	dujsenbˈɪ
бақшасы	bɑqʃˈɑsə
толғағы	toɫʀˈɑʀə
шығармалар	ʃəʀɑɾmɑɫɑɾ
болмай	boɫmˈɑj
Баймағамбет	bɑjmɑʀɑmbˈet
дауларын	dɑwɫˈɑɾən
тоқтатыңдар	toqtˈɑtəŋdɑɾ
Ислам	əjsɫɑm
бойжеткен	bojʒetkˈen
радиацияның	ɾˈɑdəjɑtsəjjanəŋ
ұсыныстарды	ˈʊsənəstɑɾdə
айтылуға	ˈɑjtəɫwʀɑ
кетемін	ketemˈɪn
Асхаттың	ɑsxˈɑttəŋ
тарифі	tˈɑɾəjfɪ
жыраққа	ʒəɾɑqqɑ
соқпай	soqpˈɑj
қайсысы	qˈɑjsəsə
мазақтап	mɑzɑqtˈɑp
жұлқылап	ʒˈʊɫqəɫɑp
қиындаған	qəjəndɑʀɑn
қарамауы	qɑɾɑmˈɑwə
жегенде	ʒeɡendˈe
туар	twˈɑɾ
талқылайтын	tˈɑɫqəɫɑjtən
Лим	ɫəjm
өндіріс	ɵndɪɾˈɪs
Басылым	bˈɑsəɫəm
жертөле	ʒeɾtɵlˈe
интеграцияны	əjnteɡɾɑtsəjjanə
себебіміз	sebebɪmˈɪz
жылытады	ʒəɫətɑdə
Сима	səjmɑ
бойлары	bojɫˈɑɾə
атомдық	ɑtˈomdəq
құлады	qʊɫˈɑdə
қуанар	qwɑnˈɑɾ
суытқан	swətqɑn
Маша	mɑʃˈɑ
оғына	ˈoʀənɑ
ошағында	oʃˈɑʀəndɑ
қоржынның	qˈoɾʒənnəŋ
ұшырағаны	ˈʊʃəɾɑʀɑnə
Шәкірұлы	ʃækɪɾˈʊɫə
республикаларға	ɾˈespwbɫəjkɑɫɑɾʀɑ
тауларын	tɑwɫˈɑɾən
келмейтіні	keɫmejtɪnˈɪ
төленсе	tɵlensˈe
билеген	bəjleɡen
ресейлік	ɾesejlˈɪk
бардай	bɑɾdˈɑj
конкурстар	konkwɾstˈɑɾ
Мұқаң	mʊqˈɑŋ
үйренуі	ujɾenwˈɪ
Храпуновтардың	xɾɑpwnovtˈɑɾdəŋ
асырылғанын	ˈɑsəɾəɫʀɑnən
жылындағы	ʒəɫəndɑʀə
сілтейтін	sɪɫtejtˈɪn
аударма	ɑwdɑɾmˈɑ
барысын	bˈɑɾəsən
сөзіме	sɵzɪmˈe
Симферопольде	səjmfeɾopoɫʔde
Қорған	qoɾʀˈɑn
жылының	ʒəɫənəŋ
ойым	ˈojəm
жарасына	ʒɑɾˈɑsənɑ
Римма	ɾəjmmɑ
бюросы	bjuɾˈosə
тапқандай	tɑpqɑndˈɑj
тайдырып	tˈɑjdəɾəp
орынтақ	ˈoɾəntɑq
нақтылық	nˈɑqtəɫəq
Әбдіхалықова	æbdɪxˈɑɫəqovɑ
сайлаулардың	sɑjɫɑwɫˈɑɾdəŋ
қоса	qosˈɑ
куәсі	kwæsˈɪ
Полигонның	pˈoɫəjɡonnəŋ
адаммын	ɑdˈɑmmən
Жансәуле	ʒɑnsæwlˈe
сарапшылары	sɑɾˈɑpʃəɫɑɾə
қылыш	qəɫəʃ
мысқалдай	məsqɑɫdɑj
тетік	tetˈɪk
баптайтын	bɑptˈɑjtən
Мурси	mwɾsəj
айналма	ɑjnɑɫmˈɑ
Диктатор	dəjktɑtoɾ
Пшонка	pʃonkˈɑ
ауызашарға	ˈɑwəzɑʃɑɾʀɑ
Ник	nəjk
провинция	pɾˈovəjntsəjja
Джафари	dʒɑfˈɑɾəj
ғаламторды	ʀɑɫɑmtˈoɾdə
саммитте	sˈɑmməjtte
жазылғанымен	ʒˈɑzəɫʀɑnəmen
қалатындай	qɑɫˈɑtəndɑj
бергенді	beɾɡendˈɪ
кептірілген	keptɪɾɪɫɡˈen
қақтап	qɑqtˈɑp
оқулықпен	ˈoqwɫəqpen
Мадридте	mˈɑdɾəjdte
ишан	əjʃɑn
оқырманға	ˈoqəɾmɑnʀɑ
араласуынан	ɑɾɑɫˈɑswənɑn
жеткенімен	ʒetkenɪmˈen
Монакода	monɑkodˈɑ
ызаланып	əzɑɫɑnəp
мәліметтерге	mælɪmetteɾɡˈe
кейіпкер	kejɪpkˈeɾ
учаскелер	wt͡ʃɑskelˈeɾ
Мелдешов	meɫdeʃˈov
Ливияны	ɫəjvəjjanə
принцип	pɾəjntsəjp
ұзатпай	ʊzɑtpˈɑj
жанашырларына	ʒɑnˈɑʃəɾɫɑɾənɑ
аттылар	ˈɑttəɫɑɾ
келіссе	kelɪssˈe
өтінішімізді	ɵtɪnɪʃɪmɪzdˈɪ
алкогольдік	ɑɫkoɡoɫʔdˈɪk
түсініп	tusɪnˈɪp
дипломатиясы	dəjpɫomɑtəjjasə
оқылуы	ˈoqəɫwə
құрмай	qʊɾmˈɑj
ағылуда	ˈɑʀəɫwdɑ
зоры	zˈoɾə
түрін	tuɾˈɪn
Елорда	eɫoɾdˈɑ
дүкенін	dukenˈɪn
қойғаннан	qojʀɑnnˈɑn
дүниетанымдық	dˈunəjetɑnəmdəq
төрағалары	tɵɾɑʀɑɫˈɑɾə
Амангелді	ɑmɑnɡeɫdˈɪ
Эфиопия	ˈefəjopəjja
шалағай	ʃɑɫɑʀˈɑj
азайта	ɑzɑjtˈɑ
сыйластық	səjɫɑstəq
үрейі	uɾejˈɪ
азаймайды	ɑzɑjmˈɑjdə
жеттім	ʒettˈɪm
айтты	ˈɑjttə
тұрғызатын	tˈʊɾʀəzɑtən
мәлімдеуде	mælɪmdewdˈe
бөлінеді	bɵlɪnedˈɪ
жасауда	ʒɑsɑwdˈɑ
қызыл	qəzəɫ
жезөкше	ʒezɵkʃˈe
Қарасай	qɑɾɑsˈɑj
шен	ʃˈen
қудалай	qwdɑɫˈɑj
кәсіпорындармен	kæsɪpˈoɾəndɑɾmen
қаздай	qɑzdˈɑj
Павлодарлық	pɑvɫodˈɑɾɫəq
тайған	tɑjʀˈɑn
көтерем	kɵteɾˈem
Хайыровты	xˈɑjəɾovtə
қайтарылмаған	qɑjtˈɑɾəɫmɑʀɑn
өзгелерге	ɵzɡeleɾɡˈe
үмітіміз	umɪtɪmˈɪz
тасқынын	tˈɑsqənən
ойлайтындарды	ojɫˈɑjtəndɑɾdə
шаруашылық	ʃɑɾwˈɑʃəɫəq
жүйеден	ʒujedˈen
Әкеме	ækemˈe
диск	dəjsk
Жақияновты	ʒˈɑqəjjanovtə
жіберіпті	ʒɪbeɾɪptˈɪ
Буштың	bwʃtəŋ
Терещенко	teɾeʃʃenkˈo
шыққандықтан	ʃəqqɑndəqtɑn
Хиджаб	xəjdʒɑb
Әбіловке	æbɪɫovkˈe
Қалғаны	qɑɫʀˈɑnə
қайраткерлерімен	qɑjɾɑtkeɾleɾɪmˈen
Есдәулет	esdæwlˈet
бригадаға	bɾəjɡɑdɑʀɑ
күйеуімнен	kujewɪmnˈen
жалғастырса	ʒɑɫʀˈɑstəɾsɑ
Басқалар	bɑsqɑɫˈɑɾ
Британиядан	bɾəjtɑnəjjadɑn
беларус	beɫˈɑɾws
сыпайы	səpɑjə
өркендеуіне	ɵɾkendewɪnˈe
елдерден	eɫdeɾdˈen
қорыта	qˈoɾətɑ
күдікті	kudɪktˈɪ
қазағына	qɑzˈɑʀənɑ
ұрлатып	ʊɾɫˈɑtəp
әкімдігіндегі	ækɪmdɪɡɪndeɡˈɪ
Савченкоға	sɑvt͡ʃenkoʀˈɑ
үндеумен	undewmˈen
коммунизмнің	kˈommwnəjzmnɪŋ
Путинге	pwtəjnɡe
Әблязовтің	æbɫjazovtˈɪŋ
қаптатып	qɑptˈɑtəp
баспахана	bɑspɑxɑnˈɑ
тапсырманың	tˈɑpsəɾmɑnəŋ
оркестрдің	oɾkestɾdˈɪŋ
Шалғайдағы	ʃɑɫʀɑjdˈɑʀə
Вербняк	veɾbnjˈak
тұғыр	tˈʊʀəɾ
кей	kˈej
тұрғандарды	tʊɾʀɑndˈɑɾdə
Жәнібек	ʒænɪbˈek
құм	qˈʊm
боксшымен	bˈoksʃəmen
саясатынан	sɑjasˈɑtənɑn
Қабанбайдың	qɑbɑnbˈɑjdəŋ
таңдағаны	tɑŋdɑʀˈɑnə
бояу	bojˈaw
Мәскеулік	mæskewlˈɪk
ашпады	ɑʃpˈɑdə
порталының	poɾtˈɑɫənəŋ
пакетке	pɑketkˈe
Еуроодақты	ewɾoodˈɑqtə
Келісімге	kelɪsɪmɡˈe
үреймен	uɾejmˈen
құрылыста	qˈʊɾəɫəstɑ
жібермейтін	ʒɪbeɾmejtˈɪn
қылаң	qəɫɑŋ
басшысы	bˈɑsʃəsə
Денисов	dˈenəjsov
ойлап	ojɫˈɑp
Шәріпжанов	ʃæɾɪpʒɑnˈov
жасақтары	ʒɑsɑqtˈɑɾə
ноутбук	nˈowtbwk
институттың	əjnstəjtwttəŋ
қағажу	qɑʀˈɑʒw
тәкаппарлық	tækɑppˈɑɾɫəq
бекетінен	beketɪnˈen
редактор	ɾedɑktˈoɾ
Батыста	bˈɑtəstɑ
құлайтын	qʊɫˈɑjtən
принциптеріне	pɾəjntsəjpteɾɪne
әскерилермен	æskˈeɾəjleɾmen
серпи	sˈeɾpəj
өткізбейді	ɵtkɪzbejdˈɪ
бақылауға	bˈɑqəɫɑwʀɑ
нарқы	nˈɑɾqə
күдіктелген	kudɪkteɫɡˈen
Жұмысты	ʒˈʊməstə
күдікке	kudɪkkˈe
Қожанасырдың	qoʒɑnˈɑsəɾdəŋ
отырайын	ˈotəɾɑjən
сүнниттердің	sˈunnəjtteɾdɪŋ
мамандыққа	mɑmˈɑndəqqɑ
бесік	besˈɪk
үкімінің	ukɪmɪnˈɪŋ
облыстық	ˈobɫəstəq
тілші	tɪɫʃˈɪ
тұрғанын	tʊɾʀˈɑnən
кешенінде	keʃenɪndˈe
санаудың	sɑnˈɑwdəŋ
тауарларға	tɑwɑɾɫɑɾʀˈɑ
шәкірттерінің	ʃækɪɾtteɾɪnˈɪŋ
Зин	zəjn
ассамблеяда	ɑssɑmblejadˈɑ
тоқсанда	toqsɑndˈɑ
қосылуға	qˈosəɫwʀɑ
Фелипе	fˈeɫəjpe
Иманова	əjmɑnovɑ
ЯОБ	jaˈob
кезіккен	kezɪkkˈen
сценарийі	stsenˈɑɾəjjɪ
проблемасын	pɾoblemˈɑsən
павильон	pˈɑvəjɫʔon
клубына	kɫwbənɑ
мұрнынан	mˈʊɾnənɑn
толқыған	tˈoɫqəʀɑn
тергеудің	teɾɡewdˈɪŋ
басылатын	bˈɑsəɫɑtən
принциптер	pɾəjntsəjpteɾ
таңға	tɑŋʀˈɑ
палатадан	pɑɫɑtɑdˈɑn
басшыдан	bˈɑsʃədɑn
Мәселен	mæselˈen
шыдай	ʃədɑj
Джорджия	dʒˈoɾdʒəjja
желісіне	ʒelɪsɪnˈe
акт	ˈɑkt
қағаздың	qɑʀˈɑzdəŋ
заңын	zˈɑŋən
толтырудың	tˈoɫtəɾwdəŋ
асыра	ˈɑsəɾɑ
Джобс	dʒˈobs
қайраткерлері	qɑjɾɑtkeɾleɾˈɪ
қарасора	qɑɾɑsoɾˈɑ
мойындауға	mˈojəndɑwʀɑ
бұйырмаған	bˈʊjəɾmɑʀɑn
Потешкина	potˈeʃkəjnɑ
Хиддинк	xəjddəjnk
орталықтарды	oɾtˈɑɫəqtɑɾdə
Тәжікстанға	tæʒɪkstɑnʀˈɑ
анықтамаларды	ˈɑnəqtɑmɑɫɑɾdə
каталониялық	kɑtɑɫˈonəjjaɫəq
қаз	qˈɑz
Пак	pˈɑk
беретіндігі	beɾetɪndɪɡˈɪ
орнатылатын	oɾnˈɑtəɫɑtən
жусатып	ʒwsˈɑtəp
зәулім	zæwlˈɪm
агрессор	ɑɡɾessˈoɾ
бірдеңені	bɪɾdeŋenˈɪ
ұстағанына	ʊstɑʀˈɑnənɑ
азайтатын	ɑzɑjtˈɑtən
чемпионатқа	t͡ʃˈempəjonɑtqɑ
делінген	delɪnɡˈen
кешеуілдеп	keʃewɪɫdˈep
күйеуге	kujewɡˈe
жиыннан	ʒəjənnɑn
дәлелденбегенін	dæleɫdenbeɡenˈɪn
меншігінде	menʃɪɡɪndˈe
Тоқсан	toqsˈɑn
өкпесін	ɵkpesˈɪn
сарғыш	sˈɑɾʀəʃ
басылмаған	bˈɑsəɫmɑʀɑn
ұтысқа	ˈʊtəsqɑ
Жапаров	ʒɑpɑɾˈov
құбылатын	qˈʊbəɫɑtən
тұқымының	tˈʊqəmənəŋ
жұмыстардан	ʒˈʊməstɑɾdɑn
үлесті	ulestˈɪ
қамқорлығы	qɑmqˈoɾɫəʀə
Шәріпова	ʃæɾɪpovˈɑ
әке	ækˈe
асырылуына	ˈɑsəɾəɫwənɑ
республикаларының	ɾˈespwbɫəjkɑɫɑɾənəŋ
алыңыздар	ˈɑɫəŋəzdɑɾ
сылдыр	səɫdəɾ
баспасөзінің	bɑspɑsɵzɪnˈɪŋ
кешенімен	keʃenɪmˈen
Рашит	ɾˈɑʃəjt
куртка	kwɾtkˈɑ
жүйкем	ʒujkˈem
ұйымдастыратынын	ˈʊjəmdɑstəɾɑtənən
қоғамындағы	qoʀˈɑməndɑʀə
сонау	sonˈɑw
топтардан	toptɑɾdˈɑn
Тұяқбайдың	tʊjaqbˈɑjdəŋ
азайтуы	ɑzˈɑjtwə
тақырыбын	tˈɑqəɾəbən
төмендеткен	tɵmendetkˈen
Құтқару	qʊtqˈɑɾw
Жиабао	ʒəjɑbɑo
Байменов	bɑjmenˈov
шындықтан	ʃəndəqtɑn
адамсың	ɑdˈɑmsəŋ
қайтсін	qɑjtsˈɪn
Көкше	kɵkʃˈe
апайым	ɑpˈɑjəm
айбынын	ˈɑjbənən
істейтіндердің	ɪstejtɪndeɾdˈɪŋ
өткерді	ɵtkeɾdˈɪ
шыққандарды	ʃəqqɑndɑɾdə
өлеңде	ɵleŋdˈe
Балаларымыз	bɑɫɑɫˈɑɾəməz
Бауман	bɑwmˈɑn
сараптаманың	sɑɾɑptɑmˈɑnəŋ
жиылып	ʒəjəɫəp
қысқарды	qəsqɑɾdə
өсімдік	ɵsɪmdˈɪk
пәндер	pændˈeɾ
сөндірушілер	sɵndɪɾwʃɪlˈeɾ
айтарымыз	ɑjtˈɑɾəməz
Мұғалім	mʊʀɑlˈɪm
аяқталысымен	ɑjaqtˈɑɫəsəmen
орынтағы	ˈoɾəntɑʀə
одан	odˈɑn
диқандары	dəjqɑndɑɾə
ауды	ˈɑwdə
Маңғыстаумұнайгаз	mˈɑŋʀəstɑwmʊnɑjɡɑz
ескертпей	eskeɾtpˈej
Айдарбек	ɑjdɑɾbˈek
Смиттің	sməjttɪŋ
Хабибуллин	xˈɑbəjbwɫɫəjn
бауырмал	bˈɑwəɾmɑɫ
толықтырған	tˈoɫəqtəɾʀɑn
келіннің	kelɪnnˈɪŋ
сыныптарында	sənəptɑɾəndɑ
ботқа	botqˈɑ
тарихшылары	tˈɑɾəjxʃəɫɑɾə
кемшілігін	kemʃɪlɪɡˈɪn
сараптамаға	sɑɾɑptɑmɑʀˈɑ
байытылған	bˈɑjətəɫʀɑn
бастағанының	bɑstɑʀˈɑnənəŋ
өтпекші	ɵtpekʃˈɪ
шаңғысы	ʃˈɑŋʀəsə
