künjekleriniň	kˌønd͡ʒœklerˈiniŋ
Ätiýaçlandyryşyň	ˌætijˌɑt͡ʃɫɑnnɯrˈɯʃɯŋ
On	ˈoːn
Dünýäde	dønjˈæːde
üzümiň	øðˈømøŋ
amatlyklary	ˌɑmɑtɫɯqɫˈɑrɯ
ýygymynyň	jˌɯʁɯmˈɯnɯŋ
garaýar	ɡɑrˈɑjɑr
Konserniň	qonθˈerniŋ
Ygtyýarnama	ˌɯʁtɯjɑrnˈɑːmɑ
tehnikasyny	tˌehnikɑθˈɯnɯ
däl	dˈæːl
Tanyşdyryş	tˌɑnɯʃdˈɯrɯʃ
uçurymlary	ˌʊt͡ʃʊrʊmɫˈorɯ
işlenen	iʃlˈenen
geçipdir	ɡet͡ʃˈipdir
baýramyň	bɑjrˈɑmɯŋ
baglaryň	bɑʁɫˈɑrɯŋ
duşuşmaga	dˌʊʃʊʃmˈoʁo
önümlere	ˌœnømlˈœrœ
ýurduny	jʊrdˈʊnʊ
Prezident	preðˈident
tele	tˈele
standartlary	θθˌɑnnɑrtɫˈɑrɯ
kesdi	kˈeθθi
taýýarladylar	tˌɑjjɑrɫɑdˈɯɫɑr
ýazylýar	jɑðˈɯɫjɑr
myhman	mˈɯxmɑːn
kätibi	kætˈiβi
hödürlemäge	hˌœdørlœmˈæːɡe
bölekler	bœlˈœklœr
ýarysyndan	jˌɑrɯθˈɯnnɑn
soňraky	θoŋrˈoqʊ
isleglerini	ˌiθleʁlerˈini
işlejek	iʃlˈed͡ʒek
konstitusion	qˌonθθitʊθˈion
bellemek	bˌellemˈek
abadanlaşdyryş	ˌɑβɑdˌɑnɫɑʃdˈɯrɯʃ
gelmegini	ɡˌelmeʁˈini
mejlisleri	mˌed͡ʒliθlˈeri
zaýalanmagy	ðˌɑjɑɫɑnmˈɑʁɯ
geçenden	ɡet͡ʃˈennen
Örän	ˈœræːn
ýatlasak	jɑtɫˈɑθɑq
boşan	bˈoʃon
amatlydyr	ˌɑmɑtɫˈɯdɯr
aşyran	ɑʃˈɯrɑn
gündizki	ɡønnˈøðkø
Üns	ˈønθ
hökmünde	hœkmˈønnœ
abzallar	ɑβðˈɑɫɫɑr
gatnaşyklara	ɡˌɑtnɑʃɯqɫˈɑrɑ
Operator	ˌoperˈɑtor
Watançy	βɑtˈɑnt͡ʃɯ
halylaryň	xˌɑɫɯɫˈɑrɯŋ
ekinler	ekˈinler
tebigata	tˌeβiʁˈɑtɑ
karar	qˈɑrɑr
ARETI	ɑrˈeti
Gowaça	ɡoβˈot͡ʃo
çözmegi	t͡ʃœðmˈœʁø
eserler	eθˈerler
Döwletiň	dœβlˈœtøŋ
güwä	ɡˈøβæ
Birleşiginiň	bˌirleʃiʁˈiniŋ
ýerlenildi	jˌerlenˈilli
diline	dilˈine
girmäge	ɡirmˈæːɡe
hödürlediler	hˌœdørlœdˈølœr
toý	tˈoj
Kodeksde	qodˈekθθe
Duşuşyklaryň	dˌʊʃʊʃʊqɫˈorɯŋ
obany	oβˈonʊ
dolandyryşy	dˌoɫonnʊrˈɯʃɯ
makala	mɑqˈɑɫɑ
goýýarys	ɡojjˈɑrɯθ
rugsady	rʊʁθˈodʊ
tehnikalaryň	tˌehnikɑɫˈɑrɯŋ
gitmeginiň	ɡˌitmeʁˈiniŋ
geçmedik	ɡet͡ʃmˈedik
gaýduwsyzlyk	ɡˌɑjdʊβθˈʊðɫʊq
döwürlerinde	dˌœβørlœrˈønne
bilip	bˈilip
garşylap	ɡɑrʃˈɯlɑːp
söýginiň	θœjɡˈiniŋ
şäherçesiniň	ʃˌæhert͡ʃeθˈiniŋ
garamagyna	ɡˌɑrɑmɑʁˈɯnɑ
Zyýan	ðˈɯjɑn
ýaýramagyna	jˌɑjrɑmɑʁˈɯnɑ
bildirýändigi	bˌillirjænnˈiʁi
hasabatlylygy	xˌɑθɑβˌɑtɫɯɫˈɯʁɯ
geçiriljekdigine	ɡˌet͡ʃirˌild͡ʒekdiʁˈine
kottejleriň	qˌotted͡ʒlˈeriŋ
etdirip	etdˈirip
eýýamynda	ˌejjɑmˈɯnnɑ
tölenmäge	tˌœlœnmˈæːɡe
garşydaşynyň	ɡˌɑrʃɯdɑʃˈɯnɯŋ
Magdanly	mɑʁdˈɑnɫɯ
ýagdaýlaryny	jˌɑʁdɑjɫɑrˈɯnɯ
şatlygyny	ʃˌɑtɫɯʁˈɯnɯ
bölmek	bœːlmˈœk
adama	ɑdˈɑmɑ
geçirýändigini	ɡˌet͡ʃirjˌænniʁˈini
Gözel	ɡˈœðœl
işewürligiň	ˌiʃœβørlˈøʁøŋ
ynanmazlyk	ˌɯnɑnmaðɫˈɯq
saýlanyldy	θˌɑjɫɑnˈɯɫɫɯ
orta	ˈorto
banklaryň	bɑnkɫˈɑrɯŋ
şäherler	ʃæhˈerler
awtorlary	ˌoβtorɫˈorʊ
ösdürmekde	ˌœθθørmˈœkde
temperaturasynyň	tˌemperˌɑtʊroθˈʊnɯŋ
konserni	qonθˈerni
ýerleşmek	jˌerleʃmˈek
Ýeňiji	jeŋˈid͡ʒi
özüňe	œːðˈøŋœ
ýagdaýyň	jɑʁdˈɑjɯŋ
gelmegine	ɡˌelmeʁˈine
ýitirilen	jˌitirˈilen
ýatda	jˈɑtdɑ
garamaga	ɡˌɑrɑmˈɑʁɑ
Sagdynlyk	θɑʁdˈɯnɫɯq
şäherçeleri	ʃˌæhert͡ʃelˈeri
maldarçylygy	mˌɑɫɫɑrt͡ʃɯɫˈɯʁɯ
goldamagynda	ɡˌoɫɫomoʁˈɯnnɑ
öwüşginli	ˌœβøʃʁˈønlø
Neşirýat	neʃˈirjɑt
Hindistan	hinnˈiθθɑn
şekilini	ʃˌekilˈini
almaga	ɑɫmˈɑʁɑ
seredilmäge	θˌeredilmˈæːɡe
gahrymanlarynyň	ɡˌɑxrɯmˌɑnɫɑrˈɯnɯŋ
býulletende	bjˌʊɫletˈenne
ulanylyşyna	ˌʊɫonˌʊɫɯʃˈɯnɑ
edýärin	edjˈæːrin
tälimçileri	tˌælimt͡ʃilˈeri
ýolbaşçylygynyň	jˌoɫβoʃʃˌʊɫɯʁˈɯnɯŋ
tolgundyryjy	tˌoɫʁʊnnʊrˈʊd͡ʒʊ
tagamlaryň	tˌɑʁɑmɫˈɑrɯŋ
ýüzüne	jøðˈønœ
ýörelgesine	jˌœrœlʁœθˈine
ynamyň	ɯnˈɑmɯŋ
Ýurdumyzy	jˌʊrdʊmˈʊðʊ
Arçman	ˈɑrt͡ʃmɑn
ömrüni	œmrˈønø
aralygyna	ˌɑrɑɫɯʁˈɯnɑ
möçberlerini	mˌœt͡ʃβœrlœrˈini
şaýatlary	ʃˌɑjɑtɫˈɑrɯ
ynamy	ɯnˈɑmɯ
ildeşlerimiziň	ˌilleʃlˌerimˈiðiŋ
öwreniş	œβrˈœnøʃ
terbiýesi	tˌerβijˈeθi
Syýahat	θɯjˈɑxɑt
arça	ˈɑrt͡ʃɑ
birleşdirmäge	bˌirleʃdirmˈæːɡe
müşderiniň	mˌøʃdœrˈønøŋ
duýduryş	dʊjdˈʊrʊʃ
baştutanynyň	bˌɑʃtʊtonˈʊnɯŋ
hereketli	hˌerekˈetli
üçin	ˈøt͡ʃøn
esaslandyryjylaryň	ˌeθɑθɫˌɑnnɯrˌɯd͡ʒɯɫˈɑrɯŋ
algydar	ɑɫʁˈɯdɑːr
orak	ˈorɑːq
razylygy	rˌɑðɯɫˈɯʁɯ
dünýäsini	dˌønjæθˈini
miweli	miβˈeli
sütünleriniň	θˌøtønlœrˈønøŋ
giňişligindäki	ɡˌiŋiʃlˌiʁindˈæːkɪ
göçürilip	ɡˌœt͡ʃørˈøløp
başarjaň	bɑʃˈɑrd͡ʒɑŋ
ulanylyp	ˌʊɫonˈʊɫɯp
diňlediler	dˌiŋledˈiler
taýýarlaýan	tˌɑjjɑrɫˈɑjɑn
ösdürmekden	ˌœθθørmˈœkden
toplumy	topɫˈʊmʊ
saglyk	θˈɑʁɫɯq
gutlaýar	ɡʊtɫˈojɑr
komitetiniň	qˌomitetˈiniŋ
etegindäki	ˌeteʁindˈæːkɪ
alynyp	ɑɫˈɯnɯp
Prezidentiniň	prˌeðidentˈiniŋ
stoluň	θθˈoɫʊŋ
möhletler	mœhlˈœtlœr
çagyrmak	t͡ʃˌɑʁɯrmˈɑq
boşadyp	boʃˈodʊp
ylalaşmadyk	ˌɯɫɑɫɑʃmˈɑdɯq
ýaňadan	jɑŋˈɑdɑn
açylýan	ɑt͡ʃˈɯɫjɑn
päsgelçiliksiz	pˌæθʁelt͡ʃilˈikθið
sanawyny	θˌɑnoβˈɯnɯ
Seýdi	θˈejdi
Onuň	ˈonʊŋ
arabaglanyşygyny	ˌɑrɑβˌɑʁɫɑnˌɯʃɯʁˈɯnɯ
Diplomat	dipɫˈomot
Media	medˈiɑ
gurnamak	ɡˌʊrnomˈoq
zolagynyň	ðˌoɫoʁˈʊnʊŋ
kartografiýa	qˌɑrtoʁrofˌijɑ
töwekgelçiligi	tˌœβœkʁˌœlt͡ʃilˈiʁi
çapyşygynyň	t͡ʃˌɑpɯʃɯʁˈɯnɯŋ
ýurdundan	jʊrdˈʊnnon
bekedine	bˌekedˈine
ätiýaçlandyryjynyň	ˌætijˌɑt͡ʃɫɑnnˌɯrɯd͡ʒˈɯnɯŋ
töleg	tˈœlœʁ
konsertiň	qonθˈertiŋ
birmeňzeş	birmˈeŋðeʃ
ätiýaçlandyryşyň	ˌætijˌɑt͡ʃɫɑnnɯrˈɯʃɯŋ
etmek	etmˈek
etmeklik	etmˈeklik
Parahatçylyk	pˌɑrɑxɑt͡ʃt͡ʃˈɯɫɯq
Çagalary	t͡ʃˌɑʁɑɫˈɑrɯ
hünär	hˈønær
ylalaşygynda	ˌɯɫɑɫˌɑʃɯʁˈɯnnɑ
hemrasynyň	hˌemrɑθˈɯnɯŋ
garşydaşlarynyň	ɡˌɑrʃɯdˌɑʃɫɑrˈɯnɯŋ
salgy	θˈɑɫʁɯ
orunlar	orˈʊnɫor
endiklerini	ˌenniklerˈini
Kärhanalaryň	kˌærxɑnɑɫˈɑrɯŋ
ýazgylarynyň	jˌɑðʁɯɫɑrˈɯnɯŋ
dabara	dɑβˈɑrɑ
seljermäniň	θˌeld͡ʒermˈæniŋ
köşkler	kˈœʃklœr
lideri	lidˈeri
şu	ʃˈʊ
nahar	nˈɑxɑr
nokadynda	nˌoqodˈʊnno
ornaşdyrylmagy	ˌornoʃdˌʊrɯɫmˈɑʁɯ
perzentlige	pˌerðentlˈiʁe
kesgitlenilýän	kˌeθʁitlenˈiljæn
resmileşdirmek	rˌeθmilˌeʃdirmˈek
türgenleşikleri	tˌørʁœnlˌeʃiklˈeri
taýýarlanylanda	tˌɑjjɑrɫˌɑnɯɫˈɑnnɑ
Toplumda	topɫˈʊmno
geçmäge	ɡet͡ʃmˈæːɡe
awtoulaglaryň	ˌoβtoˌʊɫoʁɫˈorɯŋ
ýazgysyny	jˌɑðʁɯθˈɯnɯ
teklipleri	tˌekliplˈeri
Manat	mˈɑnɑt
peýdalanylýan	pˌejdɑɫɑnˈɯɫjɑn
görkezmeli	ɡˌœrkœðmˈœli
arheologiki	ˌɑrheˌoɫoɡˈiki
amerikan	ˌɑmerˈikɑn
düzümlerindäki	dˌøðømlˌœrøndˈæːkɪ
atanyň	ɑtˈɑnɯŋ
kesgitnamasyna	kˌeθʁitnˌɑmɑθˈɯnɑ
aşakda	ɑʃˈɑːqdɑ
edijiler	ˌedid͡ʒˈiler
Täjigistanyň	tˌæd͡ʒiʁiθθˈɑnɯŋ
azalýar	ɑðˈɑɫjɑr
bäsleşigine	bˌæθleʃiʁˈine
düşdüler	døʃdˈølœr
zalyň	ðˈɑɫɯŋ
garşylyk	ɡɑrʃˈɯɫɯq
nerw	nˈerβ
Dekabr	dˈekɑβr
jedellerine	d͡ʒˌedellerˈine
uniwersitetiň	ˌʊniβˌerθitˈetiŋ
harby	xˈɑrβɯ
giçki	ɡˈit͡ʃki
pugtalandyrmaga	pˌʊʁtoɫˌonnɯrmˈɑʁɑ
obalary	ˌoβoɫˈorɯ
Aşgabada	ˌɑʃʁɑβˈɑdɑ
Dag	dˈɑːʁ
tutmagyň	tʊtmˈoʁʊŋ
hojalygyň	xˌod͡ʒoɫˈʊʁʊŋ
gurluşyklar	ɡˌʊrɫʊʃˈʊqɫor
taýýarlanyldy	tˌɑjjɑrɫɑnˈɯɫɫɯ
kabulhanasyndan	qˌɑβʊɫxˌonoθˈɯnnɑn
pudaklarynda	pˌʊdoqɫorˈɯnnɑ
halkyň	xˈɑɫqɯŋ
barlaglara	bˌɑrɫɑʁɫˈɑrɑ
finalynda	fˌinɑɫˈɯnnɑ
öweziniň	ˌœβœðˈøniŋ
täsirli	tæθˈirli
barlaglaryň	bˌɑrɫɑʁɫˈɑrɯŋ
sekiz	θˈekið
kagyzlaryň	qˌɑʁɯðɫˈɑrɯŋ
deklarant	dekɫˈɑrɑnt
Daňatar	dɑŋˈɑtɑr
esbaplary	ˌeθβɑpɫˈɑrɯ
ululygy	ˌʊɫʊɫˈʊʁʊ
Iýun	ˈijʊn
boşatmak	bˌoʃotmˈoq
öwrülipdir	ˌœβrølˈøpdir
bize	bˈiðe
baky	bˈɑqɯ
ölçegi	œlt͡ʃˈœʁø
dolunýar	doɫˈʊnjɑr
ulagyň	ʊɫˈoʁʊŋ
eteklerinde	ˌeteklerˈinne
peýdalanylmagyna	pˌejdɑɫˌɑnɯɫmɑʁˈɯnɑ
Başlygy	bɑʃɫˈɯʁɯ
gaýry	ɡˈɑjrɯ
parlamentiniň	pˌɑrɫɑmentˈiniŋ
goraýarlar	ɡˌorojˈɑrɫɑr
sylagy	θɯɫˈɑʁɯ
doktor	dˈoqtor
ykbalyny	ˌɯqβɑɫˈɯnɯ
pikirlerini	pˌikirlerˈini
goşmak	ɡoʃmˈoq
çapan	t͡ʃˈɑpɑn
hünärmen	hønˈærmœn
hukugyň	xʊqˈʊʁʊŋ
çözmekde	t͡ʃœðmˈœkdœ
ediniji	ˌedinˈid͡ʒi
seredilmegine	θˌeredˌilmeʁˈine
aýrylmaz	ɑjrˈɯɫmɑð
çalyşdylar	t͡ʃˌɑɫɯʃdˈɯɫɑr
ygtyýarlylandyrmak	ˌɯʁtɯjˌɑrɫɯɫˌɑnnɯrmˈɑq
talyby	tɑɫˈɯβɯ
bellenilen	bˌellenˈilen
güýjüni	ɡøːjd͡ʒˈønø
aňladýan	ɑŋɫˈɑdjɑn
kararlaryň	qˌɑrɑrɫˈɑrɯŋ
baýdaklarynyň	bˌɑjdɑqɫɑrˈɯnɯŋ
galdyrýan	ɡɑɫɫˈɯrjɑn
köpriniň	kœprˈønøŋ
Üçünji	øt͡ʃˈønd͡ʒø
şertidir	ʃertˈidir
ýeterlikdir	jˌeterlˈikdir
tutýan	tˈʊtjɑn
ädimleri	ˌædimlˈeri
ýanaşyk	jɑnˈɑʃɯq
serişdesine	θˌeriʃdeθˈine
ugurdaky	ˌʊʁʊrdˈɑːqɯ
basketbol	bɑθkˈetβoɫ
ulgamlar	ʊɫʁˈomɫɑr
edýäris	edjˈæːriθ
jar	d͡ʒˈɑr
gutlaýaryn	ɡˌʊtɫojˈɑrɯn
nominal	nomˈinɑɫ
gözegçiliginiň	ɡˌœðœʁt͡ʃˌøløʁˈiniŋ
bilmez	bˈilmeð
uzaldylyp	ˌʊðoɫɫˈʊɫɯp
Halkyň	xˈɑɫqɯŋ
möçberlerde	mˌœt͡ʃβœrlˈœrde
ösüşler	œθˈøʃlœr
Ýakyn	jˈɑqɯn
ýygnagyň	jɯʁnˈɑʁɯŋ
kesileni	kˌeθilˈeni
mirasyna	mˌirɑθˈɯnɑ
Ýolagçy	joɫˈoʁt͡ʃʊ
ýörişe	jœrˈøʃœ
parahatçylygyň	pˌɑrɑxˌɑt͡ʃt͡ʃɯɫˈɯʁɯŋ
pasportlary	pˌɑθportɫˈɑrɯ
halylar	xɑɫˈɯɫɑr
strategiýasyny	θθrˌɑteʁˌijɑθˈɯnɯ
pensiýany	pˌenθijˈɑnɯ
Energetika	ˌenerʁetˈikɑ
öndürijileriň	ˌœnnørˌød͡ʒølˈeriŋ
esasyna	ˌeθɑθˈɯnɑ
ynsanperwer	ˌɯnθɑnpˈerβer
häkimden	hækˈimnen
başlangyçlaryna	bˌɑʃɫɑnʁˌɯt͡ʃɫɑrˈɯnɑ
durmaýar	dʊrmˈojɑr
tehnikalaryny	tˌehnikˌɑɫɑrˈɯnɯ
Respublikasynda	rˌeθpʊβlˌikɑθˈɯnnɑ
derejedäki	dˌered͡ʒedˈæːkɪ
hödürlemegi	hˌœdørlœmˈœʁi
başlyklyk	bɑʃɫˈɯqɫɯq
saklanmagyny	θˌɑqɫɑnmɑʁˈɯnɯ
olarda	oɫˈordo
sarpa	θˈɑrpɑ
Ätiýaçlandyrylan	ˌætijˌɑt͡ʃɫɑnnɯrˈɯɫɑn
hasapda	xɑθˈɑpdɑ
meýilnamasyny	mˌejilnˌɑmɑθˈɯnɯ
bölünendir	bˌœlønˈœnnør
maslahatlara	mˌɑθɫɑxɑtɫˈɑrɑ
garaýan	ɡɑrˈɑjɑn
çeşmelerini	t͡ʃˌeʃmelerˈini
diwarlar	diβˈɑrɫɑr
guryýer	ɡʊrˈʊjer
ýörelge	jœrˈœlʁœ
bolmagynda	bˌoɫmoʁˈʊnnɑ
Ýerine	jerˈine
SMS	θmθ
Guryýer	ɡʊrˈʊjer
önüm	ˈœnøm
bähbit	bˈæhβit
tassyklaýar	tˌɑθθɯqɫˈɑjɑr
beren	bˈeren
akymynyň	ˌɑqɯmˈɯnɯŋ
gurlan	ɡˈʊrɫon
ählihalk	æhlˈihɑɫk
döwrebaplaşdyrmak	dˌœβrœβˌɑpɫɑʃdɯrmˈɑq
pudaklarda	pˌʊdoqɫˈordɑ
kanunlarda	qˌɑnʊnɫˈordo
başlanmazdan	bˌɑʃɫɑnmˈɑððɑn
Täjigistan	tˌæd͡ʒiʁˈiθθɑn
içine	it͡ʃˈine
synag	θˈɯnɑʁ
okgunly	oqʁˈʊnɫʊ
hatary	xɑtˈɑrɯ
ösdürilip	ˌœθθørˈøløp
hepdeligine	hˌepdeliʁˈine
dänäniň	dænˈæniŋ
zeýkeş	ðˈejkeʃ
ýetirildi	jˌetirˈilli
gatnaşandygyny	ɡˌɑtnɑʃˌɑnnɯʁˈɯnɯ
dörediler	dˌœrœdˈøler
buýurmasy	bˌʊjʊrmˈoθʊ
hasaplamak	xˌɑθɑpɫɑmˈɑq
ykdysadyýete	ˌɯqdɯθˌɑdɯjˈete
ara	ˈɑːrɑ
de	dˈe
etnografiki	ˌetnoʁrofˌiki
bilen	bˈilen
Toplaýyş	topɫˈojɯʃ
Bu	bˈʊː
bähbidini	bˌæhβidˈini
bildirýändiklerini	bˌillirjˌænniklerˈini
bolmagynyň	bˌoɫmoʁˈʊnʊŋ
agzybir	ɑʁðˈɯβir
belent	bˈelent
ýetmezçilik	jˌetmeðt͡ʃˈilik
adatça	ɑdˈɑt͡ʃt͡ʃɑ
melhem	mˈelhem
hasabyň	xɑθˈɑβɯŋ
awtoulagyň	ˌoβtoʊɫˈoʁʊŋ
meýilnamalaşdyrmagyň	mˌejilnˌɑmɑɫˌɑʃdɯrmˈɑʁɯŋ
ulanylýar	ˌʊɫonˈʊɫjɑr
goldawyna	ɡˌoɫɫoβˈʊno
geňeşligiň	ɡˌeŋeʃlˈiʁiŋ
ugrunyň	ʊʁrˈʊnʊŋ
Maral	mˈɑrɑɫ
Gadymy	ɡɑdˈɯmɯ
toplamak	tˌopɫomˈoq
saklanylyp	θˌɑqɫɑnˈɯɫɯp
Geljek	ɡˈeld͡ʒek
ulag	ˈʊɫoʁ
esaslandyryş	ˌeθɑθɫɑnnˈɯrɯʃ
saparyň	θɑpˈɑrɯŋ
belgili	belʁˈili
giňden	ɡˈiŋŋen
bazarlarynda	bˌɑðɑrɫɑrˈɯnnɑ
lukmançylygy	ɫˌʊqmont͡ʃʊɫˈɯʁɯ
Öýjükli	œjd͡ʒˈøklø
şaýlary	ʃɑjɫˈɑrɯ
welaýatlaryndan	βˌelɑjˌɑtɫɑrˈɯnnɑn
arzuwlar	ɑrðˈʊβɫor
diýlen	dˈijlen
geçmiş	ɡˈet͡ʃmiʃ
transformator	trɑnθfˌormˈotor
berendigi	bˌerennˈiʁi
daşalýan	dɑʃˈɑɫjɑn
döredijiliginde	dˌœrœdˌød͡ʒiliʁˈinne
bäşisine	bˌæʃiθˈine
öýüne	œjˈønœ
dury	dˈʊrʊ
ykrarnama	ˌɯqrɑrnˈɑːmɑ
hünärmenlerini	hˌønærmˌœnlerˈini
gözelligine	ɡˌœðœlløʁˈøne
Konstitusiýada	qˌonθθitˌʊθijˈɑdɑ
ordeni	ordˈeni
ýokarlandyrmaga	jˌoqorɫˌonnɯrmˈɑʁɑ
ýüztutmasy	jˌøðtʊtmˈoθʊ
ödemek	ˌœdœmˈœk
aprel	ˈɑprel
jebir	d͡ʒˈeβir
Möhüm	mˈœhøm
gatnaşygynyň	ɡˌɑtnɑʃɯʁˈɯnɯŋ
saklanylyşy	θˌɑqɫɑnɯɫˈɯʃɯ
saparlary	θˌɑpɑrɫˈɑrɯ
sebitdäki	θˌeβitdˈæːkɪ
azatlyklary	ˌɑðɑtɫɯqɫˈɑrɯ
Baýramçylygyň	bˌɑjrɑmt͡ʃɯɫˈɯʁɯŋ
düşünjeler	dˌøʃønd͡ʒˈœlœr
görnüşler	ɡœrnˈøʃlœr
görä	ɡˈœræː
Bitarap	biːtˈɑrɑp
ygtyýarlyklary	ˌɯʁtɯjˌɑrɫɯqɫˈɑrɯ
syýahatçylygyň	θˌɯjɑxˌɑt͡ʃt͡ʃɯɫˈɯʁɯŋ
Ýuwaş	jˈʊβoʃ
Alyhezretiňiz	ˌɑɫɯxˌeðretˈiŋið
taslamasyna	tˌɑθɫɑmɑθˈɯnɑ
çägeli	t͡ʃæʁˈeli
kubogy	qʊβˈoʁʊ
bergileri	bˌerʁilˈeri
Psihiki	pθihˈiki
lebaplylar	lˌeβɑpɫˈɯɫɑr
bermekden	bermˈekden
gatnaşýarlar	ɡˌɑtnɑʃjˈɑrɫɑr
görkezijisidir	ɡˌœrkœðˌød͡ʒøθˈidir
düşünişmegi	dˌøʃønøʃmˈœʁø
gatnaşar	ɡɑtnˈɑʃɑr
ýurduň	jˈʊrdʊŋ
eser	ˈeθer
döredijiligi	dˌœrœdˌød͡ʒilˈiʁi
artýar	ˈɑrtjɑr
Ätiýaçlandyryş	ˌætijˌɑt͡ʃɫɑnnˈɯrɯʃ
Türkmenabatda	tˌørkmœnɑβˈɑtdɑ
ýerleşipdir	jˌerleʃˈipdir
öňümizde	ˌœŋømˈøððœ
tapawutlandyryş	tˌɑpoβˌʊtɫonnˈʊrɯʃ
Arkalaşygyna	ˌɑrqɑɫˌɑʃɯʁˈɯnɑ
hasabatlary	xˌɑθɑβɑtɫˈɑrɯ
kömürturşy	kˌœmørtˈʊrʃʊ
medal	mˈedɑɫ
döwürlerde	dˌœβørlˈœrde
gazlaryň	ɡɑðɫˈɑrɯŋ
welaýatyndan	βˌelɑjɑtˈɯnnɑn
dokumentler	dˌoqʊmˈentler
orkestri	orkˈeθθri
çözgütleriň	t͡ʃˌœðʁøtlˈœrøŋ
Merkeziň	merkˈeðiŋ
pikire	pikˈire
gymmatlyklaryna	ɡˌɯmmɑtɫˌɯqɫɑrˈɯnɑ
sazynyň	θɑðˈɯnɯŋ
deňlik	dˈeŋlik
tertipnamalaryna	tˌertipnˌɑmɑɫɑrˈɯnɑ
kärhanany	kˌærxɑnˈɑnɯ
bagyşlanylan	bˌɑʁɯʃɫɑnˈɯɫɑn
professor	profˌeθθor
paýhas	pˈɑjxɑθ
güýçli	ɡˈøːjt͡ʃli
jebisligini	d͡ʒˌeβiθliʁˈini
Bosgunlaryň	bˌoθʁʊnɫˈorʊŋ
meýilnamalarynyň	mˌejilnˌɑmɑɫɑrˈɯnɯŋ
medalynyň	mˌedɑɫˈɯnɯŋ
etmeklige	ˌetmeklˈiʁe
Bitaraplyk	bˌitɑrˈɑpɫɯq
ýönekeý	jˌœːnœkˈœj
arzasy	ɑrðˈɑθɯ
doluş	dˈoɫʊʃ
Hasaplaşyk	xˌɑθɑpɫˈɑʃɯq
eýelär	ejˈelær
Ýaragly	jɑrˈɑʁɫɯ
taslamany	tˌɑθɫɑmˈɑnɯ
eýwanyna	ˌejβɑnˈɯnɑ
görülýär	ɡœrˈøljæːr
ýygymlarynyň	jˌɯʁɯmɫɑrˈɯnɯŋ
ýurtlaryň	jʊrtɫˈɑrɯŋ
sanysy	θɑnˈɯθɯ
şaýatlaryň	ʃˌɑjɑtɫˈɑrɯŋ
ilkinji	ilkˈind͡ʒi
ussady	ʊθθˈodʊ
olaryň	oɫˈorʊŋ
türkmenistanlylaryň	tˌørkmœnˌøθθɑnɫɯɫˈɑrɯŋ
Orta	ˈorto
möhleti	mœhlˈœtø
resminamalaryna	rˌeθminˌɑmɑɫɑrˈɯnɑ
goşuny	ɡoʃˈʊnʊ
sportuna	θportˈʊno
tapawutlanýan	tˌɑpoβʊtɫˈonjɑn
partiýasyndan	pˌɑrtijɑθˈɯnnɑn
umumy	ʊmˈʊmʊ
getirilýär	ɡˌetirˈiljæːr
Kanun	qˈɑnʊn
goýberilen	ɡˌojberˈilen
Adamlar	ɑdˈɑmɫɑr
gyzgalaňly	ɡˌɯðʁɑɫˈɑŋɫɯ
tanyşdyrylyşy	tˌɑnɯʃdˌɯrɯɫˈɯʃɯ
rowaçlygynyň	rˌoβot͡ʃɫʊʁˈɯnɯŋ
çykmagynyň	t͡ʃˌɯqmɑʁˈɯnɯŋ
bilýän	bˈiljæːn
gatnaşmagyna	ɡˌɑtnɑʃmɑʁˈɯnɑ
daýanýan	dɑjˈɑnjɑn
şäherçäniň	ʃˌæhert͡ʃˈæniŋ
Hyzmatyň	xɯðmˈɑtɯŋ
tölemelidir	tˌœlœmœlˈødir
ýetirjekdigine	jˌetird͡ʒˌekdiʁˈine
bolan	bˈoɫon
hötdesinden	hˌœtdœθˈønnen
dolanyşygynda	dˌoɫonˌʊʃʊʁˈɯnnɑ
gök	ɡˈœːk
sütünde	θøtˈønnœ
ösüşleriň	ˌœθøʃlˈœrøŋ
Döwlete	dœβlˈœtœ
B	bˈɛ
adamlaryna	ˌɑdɑmɫɑrˈɯnɑ
toparyny	tˌoporˈʊnʊ
girdejileriň	ɡˌirded͡ʒilˈeriŋ
biljek	bˈild͡ʒek
gurulan	ɡʊrˈʊɫon
gural	ɡˈʊrɑːɫ
gorar	ɡˈoror
Gadyr	ɡˈɑdɯr
güýçleri	ɡøːjt͡ʃlˈeri
girewidir	ɡˌirœβˈidir
enjamy	end͡ʒˈɑmɯ
taslamasy	tˌɑθɫɑmˈɑθɯ
Rysgal	rˈɯθʁɑɫ
türgenlerimiz	tˌørʁœnlerˈimið
keselleriň	kˌeθellˈeriŋ
telekeçiligi	tˌelekˌet͡ʃilˈiʁi
ýapylan	jɑpˈɯɫɑn
gödek	ɡˈœdœk
manatdan	mɑnˈɑtdɑn
bermegiň	bermˈeʁiŋ
birleşigine	bˌirleʃiʁˈine
goşunymyzyň	ɡˌoʃʊnʊmˈʊðɯŋ
buýsanýar	bʊjθˈɑnjɑr
ýygnagy	jɯʁnˈɑʁɯ
ýurt	jˈʊrt
many	mˈɑːnɯ
aýrylan	ɑjrˈɯɫɑn
Uglewodorod	ˌʊʁlœβodˈorod
emitentiň	ˌemitˈentiŋ
gurak	ɡˈʊrɑːq
edilýändigi	ˌediljænnˈiʁi
bolandan	boɫˈonnon
ösdürilmeginde	ˌœθθørˌølmœʁˈønne
