riksja	rɪkʃaː
afbeulen	ɑfbøːlən
sneeuwlawine	sneːu̯laːʋinə
ijsvogel	ɛi̯sfoːɣəl
videotheek	vidioːteːk
goedemorgen	ɣudəmɔrɣən
horrelvoet	ɦɔrəlvut
cultureel	kʏltyreːl
petalum	peːtaːlʏm
wapensmokkel	ʋaːpənsmɔkəl
speelvogel	speːlvoːɣəl
flatgebouw	flɑtxəbɑu̯
crèmewit	krɛːmʋɪt
vermogensbelasting	vɛrmoːɣənsbəlɑstɪŋ
granaatappel	ɣraːnaːtɑpəl
vlieland	vlilɑnt
collectief	kɔlɛktif
straalmotor	straːlmoːtər
geheten	ɣəɦeːtən
hotemetoot	ɦoːtəmətoːt
beledigen	bəleːdəɣən
pennenvrucht	pɛnənvrʏxt
groetenis	ɣrutənɪs
puist	pœy̯st
uitleverden	ʌy̯tleɪ̯vərdən
ontcijfering	ɔntsɛi̯fərɪŋ
bepaling	bəpaːlɪŋ
glasblazer	ɣlɑsblaːzər
eerstejaars	eːrstəjaːrs
eeuwenlang	eːu̯ənlɑŋ
flitser	flɪtsər
adem	aːdəm
heeroom	ɦeːroːm
centrumlinks	sɛntrʏmlɪŋks
faeröers	fɛːrøːrs
rooie	roːi̯ə
dienster	dinstər
huttenkaas	ɦʏtənkaːs
voorste	voːrstə
vloeken	vlukən
biomassacentrale	bioːmɑsaːsɛntraːlə
aanbijten	aːnbɛi̯tən
aardnoot	aːrtnoːt
f	ɛf
luier	lœy̯ər
appelwijf	ɑpəlʋɛi̯f
poepdoos	pupdoːs
kettingkast	kɛtɪŋkɑst
sneeuwkleed	sneːu̯kleːt
aa	aː
kaas	kaːs
rog	rɔx
agaten	aːɣaːtən
zwavelzuurhydraat	zʋaːvəlzyːrɦidraːt
stuurkunde	styːrkʏndə
heldhaftigheid	ɦɛltɦɑftəxɦɛi̯t
normaliter	nɔrmaːlitər
blauwig	blɑu̯əx
waterpartij	ʋaːtərpɑrtɛi̯
sleuf	sløːf
schellak	sxɛlɑk
host	ɦoːst
condensator	kɔndɛnzaːtɔr
brillenglas	brɪlənɣlɑs
fasciatie	fɑsiaːtsi
zeegat	zeːɣɑt
halsberger	ɦɑlsbɛrɣər
huichelen	ɦœy̯xələn
beamenen	bəaːmənən
huisjesmelker	ɦœy̯sjəsmɛlkər
bedriegen	bədriɣən
republiek	reːpyblik
tuinkamer	tœy̯nkaːmər
honderd	ɦɔndərt
poolvos	poːlvɔs
horige	ɦoːrəɣə
achterlaadgeweer	ɑxtərlaːtxəʋeːr
halsbandparkiet	ɦɑlsbɑntpɑrkit
logica	loːɣikaː
jam	ʒɛm
marmottenslaap	mɑrmɔtənslaːp
volksetymologie	vɔlkseːtimoːloːɣi
damschijf	dɑmsxɛi̯f
buurkind	byːrkɪnt
afgooien	ɑfxoːjən
historisch	ɦɪstoːris
zenuwziekte	zeːnyu̯ziktə
gewoon	ɣəʋoːn
dwingerig	dʋɪŋərəx
trioletje	trijoːlɛtjə
septuaginta	sɛptyaːɣɪntaː
plengen	plɛŋən
zeggen	zɛɣən
vroegnieuwengels	vruxniu̯ɛŋəls
aamborstig	aːmbɔrstəx
ontgloeien	ɔntɣlui̯ən
enorm	eːnɔrm
harmonischers	ɦɑrmoːnisərs
mijnhout	mɛi̯nɦɑu̯t
houtskool	ɦɑu̯tskoːl
bloedgift	blutxɪft
vervroegt	vɛrvruxt
mosterd	mɔstərt
diagenese	diaːɣəneːzə
havendorp	ɦaːvəndɔrp
luchtfilter	lʏxtfɪltər
luchtverkeer	lʏxtfərkeːr
aerostatica	ɛːroːstaːtikaː
aangenaam	aːnɣənaːm
zilverrug	zɪlvərrʏx
actueel	ɑktyʋeːl
fonkelen	fɔŋkələn
pollen	pɔlən
christendemocratisch	krɪstəndeːmoːkraːtis
bouten	bɑu̯tən
meerkoet	meːrkut
onderscheid	ɔndərsxɛi̯t
middaguur	mɪdɑxyːr
wereldbevolking	ʋeːrəltbəvɔlkɪŋ
vetplant	vɛtplɑnt
slavenhandel	slaːvənɦɑndəl
afzuigkap	ɑfzœy̯xkɑp
baanatletiek	baːnɑtleːtik
paracetamol	paːraːseːtaːmɔl
bijstaan	bɛi̯staːn
inhoudsmaat	ɪnɦɑu̯tsmaːt
conclusie	kɔŋklyzi
medicijnman	meːdisɛi̯nmɑn
paardrijles	paːrtrɛi̯lɛs
besturingssysteem	bəstyːrɪŋsisteːm
pinksterbloem	pɪŋkstərblum
zondigheid	zɔndəxɦɛi̯t
epuratie	eːpyraːtsi
beeldpunt	beːltpʏnt
commune	kɔmynə
bekopen	bəkoːpən
atten	ɑtən
wasgoed	ʋɑsxut
stemlokaal	stɛmloːkaːl
seoel	seːul
nikkelvrij	nɪkəlvrɛi̯
insecteneter	ɪnsɛktəneːtər
betekenden	bəteːkəndən
daarnaartoe	daːrnaːrtu
exegese	ɛkseːɣeːzə
voorkennis	voːrkɛnɪs
echokinesie	ɛxoːkineːzi
avondmaal	aːvɔntmaːl
consulent	kɔnsylɛnt
parel	paːrəl
tabaksverslaafde	taːbɑksfərslaːfdə
kapsel	kɑpsəl
columbus	koːlʏmbʏs
verstaanbaar	vərstaːnbaːr
carpaccio	kɑrpɑtʃoː
zweepslag	zʋeːpslɑx
schommel	sxɔməl
ijskast	ɛi̯skɑst
spaanplaten	spaːnplaːtən
vuurroer	vyːrruːr
gaswolk	ɣɑsʋɔlk
genootje	ɣənoːtjə
stompwijk	stɔmpʋɛi̯k
bagatelliseren	baːɣaːtɛlizeːrən
demonstrant	deːmɔnstrɑnt
gaden	ɣaːdən
abdoella	ɑpdulaː
pioet	pijut
satyr	saːtir
boshoen	bɔsɦun
aantekenen	aːnteːkənən
libisch	libis
keukenrol	køːkənrɔl
uitleveren	œy̯tleːvərən
scheikunde	sxɛi̯kʏndə
cloacadier	kloːaːkaːdiːr
piercing	piːrsɪŋ
klankwereld	klɑŋkʋeːrəlt
snood	snoːt
gifmengerij	ɣɪfmɛŋərɛi̯
scheepsruim	sxeːpsrœy̯m
rationaliteit	raːtʃoːnaːlitɛi̯t
interesse	ɪntərɛsə
vroegnieuwhoogduits	vruxniu̯ɦoːxdœy̯ts
reputatieschade	reːpytaːtsisxaːdə
afraspen	ɑfrɑspən
jat	ʒɑt
reidans	rɛi̯dɑns
golfen	ɡɔlfən
hut	ɦʏt
tapijt	taːpɛi̯t
afbeuken	ɑfbøːkən
saucijzenbroodje	sɑu̯sɛi̯zənbroːtjə
componeren	kɔmpoːneːrən
poffertje	pɔfərtjə
vertaalwoordenboekjes	vərtaːlʋoːrdənbukjəs
sherpa	ʃɛrpaː
kamminga	kɑmɪŋɣaː
rouwmoed	rɑu̯mut
diorama	dioːraːmaː
bladverliezend	blɑtvɛrlizənt
koopman	koːpmɑn
teamspeler	tiːmspeːlər
zoroastrisch	zoːroːɑstris
component	kɔmpoːnɛnt
aivd	aːiveːdeː
knieviool	knivioːl
muziekschool	myziksxoːl
snee	sneː
minziek	mɪnzik
schuimpje	sxœy̯mpjə
xenon	kseːnɔn
disciplinair	dɪsiplinɛːr
verhuisdoos	vɛrɦœy̯sdoːs
susteren	sʏstərən
peperduur	peːpərdyːr
enk	ɛŋk
ageren	aːɣeːrən
sneeuwerig	sneːu̯ərəx
aagt	aːxt
bloedschenner	blutsxɛnər
toekan	tukɑn
stoten	stoːtən
gloednieuw	ɣlutniu̯
cabaretière	kaːbaːrɛtjɛːrə
zelfverdediging	zɛlfərdeːdəɣɪŋ
vertrouweling	vɛrtrɑu̯əlɪŋ
wipneus	ʋɪpnøːs
tomen	toːmən
bronbescherming	brɔnbəsxɛrmɪŋ
iaën	iaːən
afscheid	ɑfsxɛi̯t
toernooi	turnoːi̯
gaskachel	ɣɑskɑxəl
zeesoldaat	zeːsɔldaːt
tennisbaan	tɛnəsbaːn
bestiaal	bɛstiaːl
spierpijn	spiːrpɛi̯n
regendans	reːɣəndɑns
verkoor	vərkoːr
virusvrij	viːrʏsfrɛi̯
culmineren	kʏlmineːrən
draaitrap	draːi̯trɑp
bromfiets	brɔmfits
selderij	sɛldərɛi̯
korstmos	kɔrstmɔs
groen	ɡruɛn
godheid	ɣɔtɦɛi̯t
feestbundel	feːstbʏndəl
luchtbrug	lʏxtbrʏx
examinandus	ɛksaːminɑndʏs
vullis	vʏləs
verkavelen	vərkaːvələn
excentrisch	ɛksɛntris
krom	krɔm
actiefoto	ɑksifoːtoː
rolschaats	rɔlsxaːts
gitaar	ɣitaːr
autocraat	ɑu̯toːkraːt
dolken	dɔlkən
dolheid	dɔlɦɛi̯t
onderspannen	ɔndərspɑnən
bakerpraatje	baːkərpraːtjə
bezoek	bəzuk
hongeroedeem	ɦɔŋərøːdeːm
pelgrimstocht	pɛlɣrɪmstɔxt
voetenbank	vutənbɑŋk
gevoel	ɣəvul
nachtpot	nɑxtpɔt
schietvoorraad	sxitfoːraːt
gedulden	ɣədʏldən
chauffeuse	ʃɑu̯føːzə
spoor	spoːr
blootvoets	bloːtfuts
algerije	ɑlɣərɛi̯ə
leerstoornis	leːrstoːrnɪs
strafregister	strɑfreːɣɪstər
afwezig	ɑfʋeːzəx
afkickkliniek	ɑfkɪkklinik
boekjaar	bukjaːr
stuurhut	styːrɦʏt
stoïcijns	stoːisɛi̯ns
chic	ʃik
morene	moːreːnə
facelift	feːslɪft
treurbuis	trøːrbœy̯s
haarschuier	ɦaːrsxœy̯ər
tas	tɑs
stoïcijn	stoːisɛi̯n
celwand	sɛlʋɑnt
abnormaliteit	ɑpnɔrmaːlitɛi̯t
duimen	dœy̯mən
exotisme	ɛksoːtɪsmə
satire	saːtiːrə
vuurbaken	vyːrbaːkən
leidmotief	lɛi̯tmoːtif
legioen	leːɣiun
wapenwedloop	ʋaːpənʋɛtloːp
doodsteek	doːtsteːk
godsdienstig	ɣɔtsdinstəx
muntthee	mʏnteː
zeker	zeːkər
diegene	diɣeːnə
aangever	aːnɣeːvər
juliana	jyliaːnaː
cabaretier	kaːbaːrɛtjeː
mantelverzorger	mɑntəlvərzɔrɣər
donderdags	dɔndərdɑxs
braadspit	braːtspɪt
veldtocht	vɛltɔxt
eetlustig	eːtlʏstəx
ezels	eːzəls
gaslamp	ɣɑslɑmp
zweepdraad	zʋeːpdraːt
onderzeeboot	ɔndərzeːboːt
schaden	sxaːdən
lutheraans	lytəraːns
panoramatoren	paːnoːraːmaːtoːrən
paardenfluisteraar	paːrdənflœy̯stəraːr
autoradio	oːtoːraːdioː
vaatweefsel	vaːtʋeːfsəl
schuwheid	sxyu̯ɦɛi̯t
belegeringsmunt	bəleːɣərɪŋsmʏnt
afvoeren	ɑfuːrən
liken	lɑi̯kən
bezeiken	bəzɛikən
uitdaging	œy̯tdaːɣɪŋ
debutant	deːbytɑnt
zaagtanddak	zaːxtɑntdɑk
plantenextract	plɑntənɛkstrɑkt
bedelstaf	beːdəlstɑf
waargebeurd	ʋaːrɣəbøːrt
siberisch	sibeːris
pokken	pɔkən
dipoolterm	dipoːltɛrm
statuur	staːtyːr
witbier	ʋɪtbiːr
zoiets	zoːits
huin	ɦœy̯n
uithangen	œy̯tɦɑŋən
microbiotoop	mikroːbioːtoːp
kabouter	kaːbɑu̯tər
stagiair	staːʒɛːr
uithangbord	œy̯tɦɑŋbɔrt
kerkelijk	kɛrkələk
orbitaal	ɔrbitaːl
sigarettenpapier	siɣaːrɛtənpaːpiːr
kruideniersgeest	krœy̯dəniːrsxeːst
buikwand	bœy̯kʋɑnt
circuits	sɪrkʋis
ontvoogden	ɔntvoːɣdən
collectie	kɔlɛksi
knots	knɔts
thesaurier	teːzɑu̯riːr
erflater	ɛrəflaːtər
weerhouden	ʋeːrɦɑu̯dən
graniet	ɣrɑniːt
natuurlijk	naːtyrlək
hulpvloot	ɦʏlpfloːt
jok	jɔk
dis	dɪs
krentenbrood	krɛntənbroːt
zevenentachtig	zeːvənəntɑxtəx
defensief	deːfɛnsif
pocket	pɔkət
daartevoren	daːrtəvoːrən
steekwonde	steːkʋɔndə
detailhandel	deːtɑi̯ɦɑndəl
aanlegsteiger	aːnlɛxstɛi̯ɣər
spaarzaam	spaːrzaːm
partijtrouw	pɑrtɛi̯trɑu̯
broedmachine	brutmaːʃinə
aanritsgeld	aːnrɪtsxɛlt
chimpansee	ʃɪmpɑnseː
bevrijdingskind	bəvrɛi̯dɪŋskɪnt
weergeven	ʋeːrɣeːvən
afwijkend	ɑfʋɛi̯kənt
gespreksstof	ɣəsprɛkstɔf
alchemist	ɑlxəmɪst
dolgraag	dɔlɣraːx
stampij	stɑmpɛi̯
sprinten	sprɪntən
considerans	kɔnsidərɑns
biltong	bɪltɔŋ
hiërarchisch	ɦirɑrxis
straatvechter	straːtfɛxtər
ladder	lɑdər
trekhond	trɛkɦɔnt
desinfectans	dɛsɪnfɛktɑns
meloenboom	məlunboːm
merel	meːrəl
modiste	moːdɪstə
beeldschoon	beːltsxoːn
acetaat	ɑsətaːt
gerstebrood	ɣɛrstəbroːt
bibliograaf	biblioːɣraːf
hoofdpijndossier	ɦoːftpɛi̯ndɔʃeː
bergère	bɛrʒɛːrə
djembé	dʒɛmbeː
inktstaaf	ɪŋktstaːf
sjofeet	ʃoːfeːt
bewaarheiden	bəʋaːrɦɛi̯dən
toupeerkam	tupeːrkɑm
lia	liaː
fabriceren	fɑbriseːrən
paard	paːrt
links	lɪŋks
bergtop	bɛrxtɔp
nuancering	nyɑnseːrɪŋ
nora	noːraː
wereldtaal	ʋeːrəlttaːl
beteken	bəteːkən
spreng	sprɛŋ
joost	joːst
kettervreter	kɛtərvreːtər
bijgelovigheid	bɛi̯ɣəloːvəxɦɛi̯t
verschijning	vɛrsxɛi̯nɪŋ
tim	tɪm
umlaut	umlɑu̯t
pastoor	pɑstoːr
ontgeven	ɔntɣeːvən
cacaoboon	kɑkɑu̯boːn
competitiesport	kɔmpətitsispɔrt
coronafeest	koːroːnaːfeːst
apotheose	aːpoːteːoːzə
uitslijpt	œːtslɛːpt
wegdommelen	ʋɛxdɔmələn
keukenprinses	køːkənprɪnsɛs
wetsdienaar	ʋɛtsdinaːr
fytotherapie	fitoːteːraːpi
asociaal	aːsoːsjaːl
equipe	eːkip
griep	ɣrip
stressen	strɛsən
reisgids	rɛi̯sxɪts
nachtrust	nɑxtrʏst
routebeschrijving	rutəbəsxrɛi̯vɪŋ
halveringstijd	ɦɑlveːrɪŋstɛi̯t
ontwikkeling	ɔntʋɪkəlɪŋ
achtervolging	ɑxtərvɔlɣɪŋ
alsmaar	ɑlsmaːr
vervloeken	vɛrvlukən
balken	bɑlkən
luchtmacht	lʏxtmɑxt
hozen	ɦoːzən
duikboot	dœy̯kboːt
brulaap	brʏlaːp
behandelen	bəɦɑndələn
leg	lɛx
eveline	eːvəlin
dialect	dijaːlɛkt
deren	deːrən
eenheidstaal	eːnɦɛi̯tstaːl
vijgcactus	vɛi̯xkɑktʏs
stapelgek	staːpəlɣɛk
afdrijving	ɑfdrɛi̯vɪŋ
verbod	vərbɔt
politiekantoor	poːlitsikɑntoːr
aasworm	aːsʋɔrm
cryosfeer	krioːsfeːr
wonderknaap	ʋɔndərknaːp
hattem	ɦɑtəm
huizenbezitter	ɦœy̯zənbəzɪtər
slissen	slɪsən
jachtseizoen	jɑxtsɛi̯zun
ban	bɑn
legionella	leːɣioːnɛlaː
wijchen	ʋixən
munt	mʏnt
bekronen	bəkroːnən
poepen	pupən
eetbaarheid	eːtbaːrɦɛi̯t
zonsopkomst	zɔnsɔpkɔmst
evenwichtsniveau	eːvənʋɪxtsnivoː
tanker	tɛŋkər
supermerk	sypərmɛrk
affiniteit	ɑfinitɛi̯t
louw	lɑu̯
blauwgroen	blɑu̯ɣrun
gas	ɣɑs
emotionaliteit	eːmoːʃoːnaːlitɛi̯t
massagraf	mɑsaːɣrɑf
renpaard	rɛnpaːrt
oedeem	udeːm
partijbestuur	pɑrtɛi̯bəstyːr
bandeng	bɑndɛŋ
anouk	aːnuk
fieltenstreek	filtənstreːk
bloedloop	blutloːp
wiskundig	ʋɪskʏndəx
vermeer	vɛrmeːr
trendbreuk	trɛntbrøːk
landverraad	lɑntfəraːt
baobab	baːoːbɑp
bedek	bədɛk
uitspreek	ʌy̯tspreɪ̯k
rietkraag	ritkraːx
mededinging	meːdədɪŋɪŋ
dysenterie	disɛntəri
spuit	spœy̯t
voedselallergie	vutsəlɑlərɣi
begrotingsonevenwicht	bəɣroːtɪŋsɔneːvənʋɪxt
oslo	ɔsloː
rokke	rɔkə
krans	krɑns
trekpop	trɛkpɔp
regenton	reːɣəntɔn
beslechten	bəslɛxtən
depot	deːpoː
noveen	noːveːn
sneeuwpudding	sneːu̯pʏdɪŋ
heler	ɦeːlər
oorlam	oːrlɑm
voorhuid	voːrɦœːt
energetisch	eːnərɣeːtis
fosfor	fɔsfɔr
bloterik	bloːtərɪk
montuur	mɔntyːr
militie	militsi
grensmuur	ɣrɛnsmyːr
gewaarworden	ɣəʋaːrʋɔrdən
bewusteloosheid	bəʋʏstəloːsɦɛi̯t
commanderij	kɔmɑndərɛi̯
keelarts	keːlɑrts
abscis	ɑpsɪs
voetganger	vutxɑŋər
knakken	knɑkən
belemmeren	bəlɛmərən
stroop	stroːp
stampvol	stɑmpvɔl
drugsbaron	drʏɡsbaːrɔn
laadpaalklever	laːtpaːlkleːvər
boef	buf
uitsleep	œy̯tsleːp
exponentiaalvergelijking	ɛkspoːnɛnʃaːlvərɣəlɛi̯kɪŋ
boomkikker	boːmkɪkər
biechteling	bixtəlɪŋ
dief	dif
voorhuis	voːrɦœy̯s
collectivisme	kɔlɛktivɪsmə
vsa	veːɛsaː
nieuwegein	niu̯əɣɛi̯n
onderjurk	ɔndərjʏrk
voerendaal	vuːrəndaːl
schild	sxɪlt
eerzuil	eːrzœy̯l
naaldboom	naːltboːm
fruitschaal	frœy̯tsxaːl
pin	pɪn
aantonen	aːntoːnən
kokerjuffer	koːkərjʏfər
vliegangst	vlixɑŋst
amstelveen	ɑmstəlveːn
kritiseren	kritizeːrən
socialistisch	soːsijaːlɪstis
aframmelen	ɑfrɑmələn
wildzang	ʋɪltsɑŋ
spierwit	spiːrʋɪt
bewegingsoorlog	bəʋeːɣɪŋsoːrlɔx
uitloper	œy̯tloːpər
disputatie	dɪspytaːtsi
estervorming	ɛstərvɔrmɪŋ
verlummelen	vərlʏmələn
sluikstortje	slœy̯kstɔrtjə
diascoop	diaːskoːp
kroeshaar	krusɦaːr
goodwill	ɡutʋɪl
verrijzen	vɛrrɛizən
microtoestand	mikroːtustɑnt
bhutan	butɑn
storten	stɔrtən
actiehandel	ɑksiɦɑndəl
doortrekken	doːrtrɛkən
principaal	prɪnsipaːl
windhandel	ʋɪntɦɑndəl
pessarium	pɛsaːriʏm
ombudsmannetje	ɔmbʏtsmɑnətjə
vlaams	vlaːms
kadaver	kaːdaːvər
verharen	vərɦaːrən
cupcake	kʏpkeːk
cynisme	sinɪsmə
verrassingselement	vɛrɑsɪŋseːləmɛnt
bovenwaarts	boːvənʋaːrt
uitbeeldden	ʌy̯dbeːldən
wolk	ʋɔlk
luisterrijk	lœy̯stərrɛi̯k
rendabel	rɛndaːbəl
ruïne	ryinə
taalgebied	taːlɣəbit
echtbreker	ɛxtbreːkər
krachtdadig	krɑxtdaːdəx
zweterig	zʋeːtərəx
waterbom	ʋaːtərbɔm
tampeloeres	tɑmpəlurɪs
accountant	ɑkɑu̯ntənt
stichting	stɪxtɪŋ
stuiversroman	stœy̯vərsroːmɑn
onproblematisch	ɔnproːbleːmaːtis
openduwen	oːpəndyu̯ən
gebruiksaanwijzing	ɣəbrœy̯ksaːnʋɛi̯zɪŋ
pierement	piːrəmɛnt
diagenese	diaːɣeːneːzə
smeltkroes	smɛltkrus
cover	kɑvər
ooievaar	oːi̯əvaːr
tureluurs	tyːrəlyːrs
hesselink	ɦɛsəlɪŋk
victoriameer	vɪktoːriaːmeːr
vermoedelijk	vɛrmudələk
schaars	sxaːrs
bijhouden	bɛi̯ɦɑu̯dən
zelfredzaamheid	zɛlfrɛtzaːmɦɛi̯t
knokploeg	knɔkplux
schuw	sxyu̯
kanoën	kaːnoːən
buiteling	bœy̯təlɪŋ
artsenij	ɑrtsənɛi̯
aalfuik	aːlfœy̯k
fungus	fʏŋɡʏs
trompet	trɔmpɛt
aanmelden	aːmɛldən
basisinkomen	baːzəsɪnkoːmən
donsdeken	dɔnsdeːkən
visgrom	vɪsxrɔm
reisverhaal	rɛi̯sfərɦaːl
verzorgd	vərzɔrxt
vijfhonderd	vɛi̯fɦɔndərt
waterlander	ʋaːtərlɑndər
transvrouw	trɑnsfrɑu̯
dal	dɑl
hasjiesj	ɦɑʃiʃ
bijverschijnsel	bɛi̯vɛrsxɛi̯nsəl
vermoeden	vərmudən
bodemtype	boːdəmtipə
raketgeleerde	raːkɛtxəleːrdə
laden	laːdən
ontwapenen	ɔntʋaːpənən
knabbelen	knɑbələn
motorengel	moːtɔrɛŋəl
schepping	sxɛpɪŋ
bepaald	bəpaːlt
heerlijk	ɦeːrlək
poedersuiker	pudərsœy̯kər
tijdschaal	tɛi̯tsxaːl
zwaartekracht	zʋaːrtəkrɑxt
doodslag	doːtslɑx
ontcijferen	ɔntsɛi̯fərən
reukloos	røːkloːs
bedodden	bədɔdən
exces	ɛksɛs
kwartaal	kʋɑrtaːl
kapster	kɑpstər
aartshertog	aːrtsɦɛrtɔx
gat	ɣɑt
reactor	reːɑktɔr
skimmen	skɪmən
seleen	səleːn
allodiaal	ɑloːdiaːl
andromeda	ɑndroːmeːdaː
guitig	ɣœy̯təx
huren	ɦyrən
kernafval	kɛrnɑfɑl
chagrijnig	ʃɑɣərɛi̯nəx
koor	koːr
daardoor	daːrdoːr
halveren	ɦɑlveːrən
beeldbank	beːltbɑŋk
opus	oːpʏs
christocentrisme	xrɪstoːsɛntrɪsmə
tor	tɔr
vrijheid	vrɛiɦɛi̯t
boekanier	bukaːniːr
prijsvechter	prɛi̯sfɛxtər
krijgsverrichting	krɛi̯xsfɛrrɪxtɪŋ
kleed	kleːt
naderen	naːdərən
straatmuzikant	straːtmyzikɑnt
waardplant	ʋaːrtplɑnt
toestemming	tustɛmɪŋ
klimvis	klɪmvɪs
gezet	ɣəzɛt
wederspoed	ʋeːdərsput
wildbraad	ʋɪltbraːt
valhek	vɑlɦɛk
ultraorthodox	ʏltraːɔrtoːdɔks
bonusvader	boːnʏsfaːdər
dam	dɑm
fietspomp	fitspɔmp
kaduuk	kaːdyk
ontschuilen	ɔntsxœy̯lən
leiding	lɛi̯dɪŋ
douchegordijn	duʃxɔrdɛi̯n
omsingelingsslag	ɔmsɪŋəlɪŋslɑx
nieuwjaarsnacht	niu̯jaːrsnɑxt
simultaanschaak	simʏltaːnsxaːk
bouwplaats	bɑu̯plaːts
uierboord	œy̯ərboːrt
camionette	kaːmjɔnɛt
zoetermeer	zutərmeːr
tinnen	tɪnən
overheersen	oːvərɦeːrsən
kostschool	kɔstsxoːl
handvest	ɦɑntvɛst
bodemschat	boːdəmsxɑt
speculatiebouw	speːkylaːtsibɑu̯
herkapitaliseren	ɦɛrkaːpitaːlizeːrən
eukaryoot	œy̯kaːrioːt
kotsmisselijk	kɔtsmɪsələk
kievitsei	kivɪtsɛi̯
kolonie	koːloːni
vianen	viaːnən
appgroep	ɛpɣrup
gedelfd	ɣədɛlft
ridderhofstad	rɪdərɦɔfstɑt
aar	aːr
bug	bɑɡ
ziekteverloop	ziktəvɛrloːp
zuurdesem	zyːrdeːsəm
controverstheoloog	kɔntroːvɛrsteːoːloːx
zwartdenker	zʋɑrtdɛŋkər
winstbejag	ʋɪnstbəjɑx
kardoen	kɑrdun
isabel	izaːbɛl
onweer	ɔnʋeːr
schoensmeer	sxunsmeːr
schetsboek	sxɛtsbuk
sopropo	sɔprɔpɔ
zeeleeuw	zeːleːu̯
broedermoord	brudərmoːrt
hellenisme	ɦɛleːnɪsmə
placentadier	plaːsɛntaːdiːr
murw	mʏrəʋ
kogelvis	koːɣəlvɪs
epifyt	eːpifit
baarmoederhalskanker	baːrmudərɦɑlskɑŋkər
eenklank	eːnklɑŋk
poppenhuis	pɔpənɦœy̯s
halogeenlicht	ɦaːloːɣeːnlɪxt
erover	ɛroːvər
tuinhibiscus	tœy̯nɦibɪskʏs
aangroei	aːnɣrui̯
burgerpartij	bʏrɣərpɑrtɛi̯
meerzinnig	meːrzɪnəx
scheepvaart	sxeːpvaːrt
leegste	leːxstə
caracal	kaːraːkɑl
bedammen	bədɑmən
legerleiding	leːɣərlɛi̯dɪŋ
melker	mɛlkər
voorschrift	voːrsxrɪft
stuurrad	styːrrɑt
zonnebrand	zɔnəbrɑnt
reusdier	røːsdiːr
kanariepiet	kaːnaːripit
rivierbocht	riviːrbɔxt
pinautomaat	pɪnoːtoːmaːt
tintelfris	tɪntəlfrɪs
wandelpas	ʋɑndəlpɑs
rabbi	rɑbi
tandem	tɑndɛm
blijk	blɛi̯k
provenier	proːvəniːr
plafond	plaːfɔn
jeremiëren	jeːrəmieːrən
riddermatig	rɪdərmaːtəx
abdoel	ɑpdul
dynamiet	dinaːmit
epigrafie	eːpiɣraːfi
kussensloop	kʏsənsloːp
bedoven	bədoːvən
slaapgebrek	slaːpɣəbrɛk
oogstmuis	oːxstmœy̯s
akademie	aːkaːdeːmi
einsteinium	ɛi̯nstɛi̯niʏm
geldrop	ɣɛldrɔp
doedelzakspeler	dudəlzɑkspeːlər
oplichtster	ɔplɪxtstər
modder	mɔdər
thuisfront	tœy̯sfrɔnt
stiefouder	stifɑu̯dər
smurfen	smʏrfən
zielsverwant	zilsfɛrʋɑnt
kinderstoel	kɪndərstul
hoofdvak	ɦoːftfɑk
plankgas	plɑŋkxɑs
tresorie	treːsoːri
kernwapen	kɛrnʋaːpən
bali	baːli
speculaaspop	speːkylaːspɔp
vuilnisman	vœy̯lnɪsmɑn
camping	kɛmpɪŋ
nylonkous	nɑi̯lɔnkɑu̯s
appelflap	ɑpəlflɑp
catsiaans	kɑtsiaːns
koolmees	koːlmeːs
hert	ɦɛrt
rookgordijn	roːkxɔrdɛi̯n
ploeggenotes	pluxənoːtəs
officieel	ɔfiʃeːl
paasbloem	paːsblum
kamerstuk	kaːmərstʏk
zweden	zʋeːdən
doetinchem	dutɪŋxɛm
aanversterven	aːnvərstɛrvən
posthuum	poːstym
spitsbergen	spɪtsbɛrɣən
buitenwettelijk	bœy̯tənʋɛtələk
loyaliteit	loːjaːlitɛi̯t
wraakporno	vraːkpɔrnoː
eter	eːtər
harmonischer	ɦɑrmoːnisər
volksaltaar	vɔlksɑltaːr
zeilplank	zɛi̯lplɑŋk
bockbier	bɔkbiːr
droogmakerij	droːxmaːkərɛi̯
monogaam	moːnoːɣaːm
stuurbekrachtiging	styːrbəkrɑxtəɣɪŋ
inductie	ɪndʏksi
zeugma	zœy̯ɣmaː
putjesschepper	pʏtjəsxɛpər
winkelruit	ʋiŋkəlrœy̯t
ontleren	ɔntleːrən
aardkloot	aːrtkloːt
aanschrijven	aːnsxrɛi̯vən
christologie	xrɪstoːloːɣi
buideldier	bœy̯dəldiːr
geitenbok	ɣɛi̯tənbɔk
onthouden	ɔntɦɑu̯dən
politieman	poːlitsimɑn
jachtvlieger	jɑxtfliɣər
lastercampagne	lɑstərkɑmpɑnjə
gezelschapspel	ɣəzɛlsxɑpspɛl
treintje	trɛi̯njtjə
evenwijdig	eːvənʋɛi̯dəx
korhen	kɔrɦɛn
zestien	zɛstin
aftotteren	ɑftɔtərən
cellenbeton	sɛlənbətɔn
donskussen	dɔnskʏsən
bodybuildster	bɔdibɪltstər
uitverkope	œy̯tfərkoːpə
pijl	pɛi̯l
spreektalig	spreːktaːləx
cliënt	kliɛnt
afhuren	ɑfɦyːrən
begrenzen	bəɣrɛnzən
arriveren	ɑriveːrən
