높으락낮으락하다	no̞pʰɯɾa̠ŋna̠d͡ʑɯɾa̠kʰa̠da̠
벌러덩벌러덩하다	pʌ̹ɭɭʌ̹dʌ̹ŋbʌ̹ɭɭʌ̹dʌ̹ŋɦa̠da̠
제기도감	t͡ɕe̞ɡido̞ɡa̠m
우글뚜글	uɡɯɭt͈uɡɯɭ
개새끼	kɛ̝sʰɛ̝k͈i
싸르락	s͈a̠ɾɯɾa̠k̚
번영하다	pʌ̹ɲjʌ̹ŋɦa̠da̠
주굴주굴	t͡ɕuɡuɭd͡ʑuɡuɭ
미래	miɾɛ̝
갈피	ka̠ɭpʰi
반사운동	pa̠nsʰa̠undo̞ŋ
하교	ha̠ɡjo
인종차별	ind͡ʑo̞ŋt͡ɕʰa̠bjʌ̹ɭ
흑연	xɯɡjʌ̹n
성에	sʰʌ̹ŋe̞
너풋너풋	nʌ̹pʰunnʌ̹pʰut̚
가득가득하다	ka̠dɯk̚k͈a̠dɯkʰa̠da̠
고독고독이	ko̞do̞k̚k͈o̞do̞ɡi
얼근드레하다	ʌ̹ɭɡɯndɯɾe̞ɦa̠da̠
어적거리다	ʌ̹d͡ʑʌ̹k̚k͈ʌ̹ɾida̠
까맣다	k͈a̠ma̠tʰa̠
키들대다	kçidɯɭdɛ̝da̠
여론	jʌ̹ɾo̞n
억겁	ʌ̹k̚k͈ʌ̹p̚
엿샛날	jʌ̹t̚s͈ɛ̝nna̠ɭ
다녀오다	ta̠ɲjʌ̹o̞da̠
활동사진	ɸwa̠ɭdo̞ŋsʰa̠d͡ʑin
신경중추	ɕʰinɡjʌ̹ŋd͡ʑuŋt͡ɕʰu
삐악삐악	p͈ia̠k̚p͈ia̠k̚
껄껄	k͈ʌ̹ɭk͈ʌ̹ɭ
송정유	sʰo̞ŋd͡ʑʌ̹ŋju
선창	sʰʌ̹nt͡ɕʰa̠ŋ
회전익	hø̞d͡ʑʌ̹nik̚,ɸwe̞d͡ʑʌ̹nik̚
천하일품	t͡ɕʰʌ̹nɦa̠iɭpʰum
잔일하다	t͡ɕa̠niɾɦa̠da̠
하달	ha̠da̠ɭ
부아	pua̠
패망	pʰɛ̝ma̠ŋ
방지책	pa̠ŋd͡ʑit͡ɕʰɛ̝k̚
역사상	jʌ̹ks͈a̠sʰa̠ŋ
반상적서	pa̠nsʰa̠ŋd͡ʑʌ̹ks͈ʌ̹
등가구	tɯŋɡa̠ɡu
선연하다	sʰʌ̹ɲjʌ̹nɦa̠da̠
써늘	s͈ʌ̹nɯɭ
게질거리다	ke̞d͡ʑiɭɡʌ̹ɾida̠
건들먹건들먹하다	kʌ̹ndɯɭmʌ̹k̚k͈ʌ̹ndɯɭmʌ̹kʰa̠da̠
극저기압	kɯk̚t͡ɕ͈ʌ̹ɡia̠p̚
간접적	ka̠nd͡ʑʌ̹p̚t͡ɕ͈ʌ̹k̚
친목회	t͡ɕʰinmo̞kʰø̞,t͡ɕʰinmo̞kʰwe̞
파르스름	pʰa̠ɾɯsʰɯɾɯm
회중일기	hø̞d͡ʑuŋiɭɡi,ɸwe̞d͡ʑuŋiɭɡi
살해범	sʰa̠ɾɦɛ̝bʌ̹m
실밥	ɕʰiɭba̠p̚
바직거리다	pa̠d͡ʑik̚k͈ʌ̹ɾida̠
가즈라	ka̠d͡ʑɯɾa̠
륭성	ɾjuŋsʰʌ̹ŋ
귀순하다	kɥisʰunɦa̠da̠,kysʰunɦa̠da̠
중편 소설	t͡ɕuŋpʰjʌ̹nsʰo̞sʰʌ̹ɭ
몇몇	mjʌ̹nmjʌ̹t̚
씀바귀	s͈ɯmba̠ɡɥi,s͈ɯmba̠ɡy
우지끈딱대다	ud͡ʑik͈ɯnt͈a̠k̚t͈ɛ̝da̠
반응하다	pa̠nɯŋɦa̠da̠
문하성	munɦa̠sʰʌ̹ŋ
아깃자깃	a̠ɡit̚t͡ɕ͈a̠ɡit̚
진두	t͡ɕindu
멍추	mʌ̹ŋt͡ɕʰu
콱콱하다	kʰwa̠k̚kʰwa̠kʰa̠da̠
주전주전	t͡ɕud͡ʑʌ̹nd͡ʑud͡ʑʌ̹n
명의인	mjʌ̹ŋɰiin
나미반	na̠miba̠n
하늘짝하다	ha̠nɯɭt͡ɕ͈a̠kʰa̠da̠
생매같이	sʰɛ̝ŋmɛ̝ɡa̠t͡ɕʰi
겅뚱겅뚱하다	kʌ̹ŋt͈uŋɡʌ̹ŋt͈uŋɦa̠da̠
익죽익죽	ik̚t͡ɕ͈uɡik̚t͡ɕ͈uk̚
선호도	sʰʌ̹nβo̞do̞
어썩하다	ʌ̹s͈ʌ̹kʰa̠da̠
귀주대첩	kɥid͡ʑudɛ̝t͡ɕʰʌ̹p̚,kyd͡ʑudɛ̝t͡ɕʰʌ̹p̚
송화밀수	sʰo̞ŋβwa̠miɭsʰu
환희하다	ɸwa̠nʝiɦa̠da̠
야광충	ja̠ɡwa̠ŋt͡ɕʰuŋ
분화구	punβwa̠ɡu
위약	ɥija̠k̚,yja̠k̚
독좌상	to̞k̚t͡ɕ͈wa̠sʰa̠ŋ
하프물범	ha̠pʰɯmuɭbʌ̹m
매끄러지다	mɛ̝k͈ɯɾʌ̹d͡ʑida̠
강선	ka̠ŋsʰʌ̹n
광표백	kwa̠ŋpʰjobɛ̝k̚
남미	na̠mmi
꾸시시하다	k͈uɕʰiɕʰiɦa̠da̠
항아리	ha̠ŋa̠ɾi
가붓가붓	ka̠but̚k͈a̠but̚
칼춤	kʰa̠ɭt͡ɕʰum
찻간	t͡ɕʰa̠t̚k͈a̠n
씩둑꺽둑	ɕ͈ik̚t͈uk̚k͈ʌ̹k̚t͈uk̚
그래서	kɯɾɛ̝sʰʌ̹
풀이씨	pʰuɾiɕ͈i
처벅처벅하다	t͡ɕʰʌ̹bʌ̹k̚t͡ɕʰʌ̹bʌ̹kʰa̠da̠
매번	mɛ̝bʌ̹n
갈깃	ka̠ɭɡit̚
똑똑	t͈o̞k̚t͈o̞k̚
집도하다	t͡ɕip̚t͈o̞ɦa̠da̠
창의적	t͡ɕʰa̠ŋɰid͡ʑʌ̹k̚
화창	ɸwa̠t͡ɕʰa̠ŋ
오래	o̞ɾɛ̝
회로망	hø̞ɾo̞ma̠ŋ,ɸwe̞ɾo̞ma̠ŋ
셰퍼드	ɕʰje̞pʰʌ̹dɯ,sʰe̞pʰʌ̹dɯ
전자창	t͡ɕʌ̹nd͡ʑa̠t͡ɕʰa̠ŋ
음탐하다	ɯmtʰa̠mɦa̠da̠
화수분	ɸwa̠sʰubun
차근하다	t͡ɕʰa̠ɡɯnɦa̠da̠
구십사	kuɕʰips͈a̠
대규모운동	tɛ̝ɡjumo̞undo̞ŋ
진토	t͡ɕintʰo̞
광기	kwa̠ŋɡi
판정하다	pʰa̠nd͡ʑʌ̹ŋɦa̠da̠
무거움	muɡʌ̹um
갈깃갈깃하다	ka̠ɭɡit̚k͈a̠ɭɡitʰa̠da̠
바느질곽	pa̠nɯd͡ʑiɭɡwa̠k̚
납작납작하다	na̠p̚t͡ɕ͈a̠ŋna̠p̚t͡ɕ͈a̠kʰa̠da̠
레퍼토리	ɾe̞pʰʌ̹tʰo̞ɾi
고소	ko̞sʰo̞
알파벳	a̠ɭpʰa̠be̞t̚
데카메론	te̞kʰa̠me̞ɾo̞n
친선	t͡ɕʰinsʰʌ̹n
언듯언듯	ʌ̹ndɯdʌ̹ndɯt̚
어깆어깆하다	ʌ̹ɡid͡ʑʌ̹ɡit͡ɕʰa̠da̠
하늑하늑	ha̠nɯkʰa̠nɯk̚
이래서	iɾɛ̝sʰʌ̹
돌풍	to̞ɭpʰuŋ
페쇄	pʰe̞sʰwɛ̝
식이요법	ɕʰiɡijobʌ̹p̚
일컫다	iɭkʰʌ̹t̚t͈a̠
수포	sʰupʰo̞
겅충	kʌ̹ŋt͡ɕʰuŋ
고통	ko̞tʰo̞ŋ
치사	t͡ɕʰisʰa̠
수령인	sʰuɾjʌ̹ŋin
접사	t͡ɕʌ̹ps͈a̠
오르를	o̞ɾɯɾɯɭ
산중호걸	sʰa̠nd͡ʑuŋβo̞ɡʌ̹ɭ
굽실	kupɕ͈iɭ
곤욕	ko̞ɲjok̚
춤추다	t͡ɕʰumt͡ɕʰuda̠
휘주근하다	hɥid͡ʑuɡɯnɦa̠da̠,hyd͡ʑuɡɯnɦa̠da̠
렷다	ɾjʌ̹t̚t͈a̠
왁자자하다	wa̠k̚t͡ɕ͈a̠d͡ʑa̠ɦa̠da̠
치료제	t͡ɕʰiɾjod͡ʑe̞
복습	po̞ks͈ɯp̚
울커덕대다	uɭkʰʌ̹dʌ̹k̚t͈ɛ̝da̠
껀덕껀덕하다	k͈ʌ̹ndʌ̹k̚k͈ʌ̹ndʌ̹kʰa̠da̠
불편	puɭpʰjʌ̹n
신인상파	ɕʰininsʰa̠ŋpʰa̠
어기적어기적	ʌ̹ɡid͡ʑʌ̹ɡʌ̹ɡid͡ʑʌ̹k̚
다려지다	ta̠ɾjʌ̹d͡ʑida̠
씀벅대다	s͈ɯmbʌ̹k̚t͈ɛ̝da̠
망울망울	ma̠ŋuɭma̠ŋuɭ
출렁출렁	t͡ɕʰuɭɭʌ̹ŋt͡ɕʰuɭɭʌ̹ŋ
벌룽대다	pʌ̹ɭɭuŋdɛ̝da̠
눈꽃	nunk͈o̞t̚
우충우충하다	ut͡ɕʰuŋut͡ɕʰuŋɦa̠da̠
삼분오열	sʰa̠mbuno̞jʌ̹ɭ
박진	pa̠k̚t͡ɕ͈in
아질	a̠d͡ʑiɭ
잔여물	t͡ɕa̠ɲjʌ̹muɭ
깡동	k͈a̠ŋdo̞ŋ
우불구불	ubuɭɡubuɭ
교잡하다	kjod͡ʑa̠pʰa̠da̠
시사물	ɕʰisʰa̠muɭ
쓰레질	s͈ɯɾe̞d͡ʑiɭ
글씨체	kɯɭɕ͈it͡ɕʰe̞
꽹그랑꽹그랑	k͈wɛ̝ŋɡɯɾa̠ŋk͈wɛ̝ŋɡɯɾa̠ŋ
대금업	tɛ̝ɡɯmʌ̹p̚
면광원	mjʌ̹nɡwa̠ŋwʌ̹n
아릿자릿	a̠ɾit̚t͡ɕ͈a̠ɾit̚
수증기 영상	sʰud͡ʑɯŋɡijʌ̹ŋsʰa̠ŋ
소중	sʰo̞d͡ʑuŋ
소상인	sʰo̞sʰa̠ŋin
쌀되	s͈a̠ɭdø̞,s͈a̠ɭdwe̞
우므러지다	umɯɾʌ̹d͡ʑida̠
사무적	sʰa̠mud͡ʑʌ̹k̚
방성대곡	pa̠ŋsʰʌ̹ŋdɛ̝ɡo̞k̚
깡통계좌	k͈a̠ŋtʰo̞ŋɡje̞d͡ʑwa̠,k͈a̠ŋtʰo̞ŋɡe̞d͡ʑwa̠
복화실험	po̞kʰwa̠ɕʰiɾɦʌ̹m
담낭염	ta̠mna̠ŋjʌ̹m
하동대다	ha̠do̞ŋdɛ̝da̠
마섬유	ma̠sʰʌ̹mju
족근골	t͡ɕo̞k̚k͈ɯnɡo̞ɭ
구실	kuɕʰiɭ
반일주기	pa̠niɭd͡ʑuɡi
나선은하	na̠sʰʌ̹nɯnɦa̠
분회	punɦø̞,punβwe̞
명산대찰	mjʌ̹ŋsʰa̠ndɛ̝t͡ɕʰa̠ɭ
학맥	ha̠ŋmɛ̝k̚
자율적	t͡ɕa̠juɭd͡ʑʌ̹k̚
찌푸리다	t͡ɕ͈ipʰuɾida̠
물씬하다	muɭɕ͈inɦa̠da̠
미궁	miɡuŋ
갉죽대다	ka̠k̚t͡ɕ͈uk̚t͈ɛ̝da̠
멸사	mjʌ̹ɭsʰa̠
실룩거리다	ɕʰiɭɭuk̚k͈ʌ̹ɾida̠
모나꼬	mo̞na̠k͈o̞
까르릉거리다	k͈a̠ɾɯɾɯŋɡʌ̹ɾida̠
야죽야죽하다	ja̠d͡ʑuɡja̠d͡ʑukʰa̠da̠
되술래잡다	tø̞sʰuɭɭɛ̝d͡ʑa̠p̚t͈a̠,twe̞sʰuɭɭɛ̝d͡ʑa̠p̚t͈a̠
매입소각	mɛ̝ips͈o̞ɡa̠k̚
기형적	kiʝjʌ̹ŋd͡ʑʌ̹k̚
쏜살같은	s͈o̞nsʰa̠ɭɡa̠tʰɯn
원음	wʌ̹nɯm
오데사	o̞de̞sʰa̠
큰누나	kxɯnnuna̠
퍼석퍼석하다	pʰʌ̹sʰʌ̹k̚pʰʌ̹sʰʌ̹kʰa̠da̠
들척거리다	tɯɭt͡ɕʰʌ̹k̚k͈ʌ̹ɾida̠
급경사면	kɯp̚k͈jʌ̹ŋsʰa̠mjʌ̹n
독창하다	to̞k̚t͡ɕʰa̠ŋɦa̠da̠
찰락이다	t͡ɕʰa̠ɭɭa̠ɡida̠
욕실	jokɕ͈iɭ
틀	tʰɯɭ
적멸	t͡ɕʌ̹ŋmjʌ̹ɭ
성광	sʰʌ̹ŋɡwa̠ŋ
얼렁대다	ʌ̹ɭɭʌ̹ŋdɛ̝da̠
배치하다	pɛ̝t͡ɕʰiɦa̠da̠
덩싯	tʌ̹ŋɕʰit̚
봉래산	po̞ŋnɛ̝sʰa̠n
교질화학	kjod͡ʑiɾβwa̠ɦa̠k̚
사촌정	sʰa̠t͡ɕʰo̞nd͡ʑʌ̹ŋ
생명점	sʰɛ̝ŋmjʌ̹ŋd͡ʑʌ̹m
갈리다	ka̠ɭʎida̠
게정거리다	ke̞d͡ʑʌ̹ŋɡʌ̹ɾida̠
벅신벅신	pʌ̹kɕ͈inbʌ̹kɕ͈in
자박대다	t͡ɕa̠ba̠k̚t͈ɛ̝da̠
몸틀	mo̞mtʰɯɭ
그때그때	kɯt͈ɛ̝ɡɯt͈ɛ̝
모계	mo̞ɡje̞,mo̞ɡe̞
끼룩끼룩	k͈iɾuk̚k͈iɾuk̚
이슬라마바드	isʰɯɭɭa̠ma̠ba̠dɯ
기복	kibo̞k̚
뻘검	p͈ʌ̹ɭɡʌ̹m
포장지	pʰo̞d͡ʑa̠ŋd͡ʑi
험	hʌ̹m
매개	mɛ̝ɡɛ̝
자제하다	t͡ɕa̠d͡ʑe̞ɦa̠da̠
콩작콩작하다	kʰo̞ŋd͡ʑa̠k̚kʰo̞ŋd͡ʑa̠kʰa̠da̠
선정성	sʰʌ̹nd͡ʑʌ̹ŋsʰʌ̹ŋ
가쇄	ka̠sʰwɛ̝
말똥히	ma̠ɭt͈o̞ŋʝi
체수	t͡ɕʰe̞sʰu
개신거리다	kɛ̝ɕʰinɡʌ̹ɾida̠
간간	ka̠nɡa̠n
뽀시락뽀시락	p͈o̞ɕʰiɾa̠k̚p͈o̞ɕʰiɾa̠k̚
난타하다	na̠ntʰa̠ɦa̠da̠
봉수군	po̞ŋsʰuɡun
당당	ta̠ŋda̠ŋ
알룩알룩하다	a̠ɭɭuɡa̠ɭɭukʰa̠da̠
북동무역풍	puk̚t͈o̞ŋmujʌ̹k̚pʰuŋ
토착	tʰo̞t͡ɕʰa̠k̚
부모	pumo̞
칼륨염	kʰa̠ɭʎjumjʌ̹m
간과	ka̠nɡwa̠
함치르르하다	ha̠mt͡ɕʰiɾɯɾɯɦa̠da̠
신사도	ɕʰinsʰa̠do̞
학비	ha̠k̚p͈i
피상속인	pʰisʰa̠ŋsʰo̞ɡin
웰링톤	we̞ɭʎiŋtʰo̞n
습득	sʰɯp̚t͈ɯk̚
파삭파삭하다	pʰa̠sʰa̠k̚pʰa̠sʰa̠kʰa̠da̠
방학하다	pa̠ŋɦa̠kʰa̠da̠
복합지질	po̞kʰa̠p̚t͡ɕ͈id͡ʑiɭ
갈고랑이	ka̠ɭɡo̞ɾa̠ŋi
화목	ɸwa̠mo̞k̚
우르릉하다	uɾɯɾɯŋɦa̠da̠
멍멍하다	mʌ̹ŋmʌ̹ŋɦa̠da̠
응응하다	ɯŋɯŋɦa̠da̠
위원	ɥiwʌ̹n,ywʌ̹n
너그러움	nʌ̹ɡɯɾʌ̹um
녹차	no̞k̚t͡ɕʰa̠
선거록	sʰʌ̹nɡʌ̹ɾo̞k̚
재료	t͡ɕɛ̝ɾjo
나긋나긋하다	na̠ɡɯnna̠ɡɯtʰa̠da̠
매움하다	mɛ̝umɦa̠da̠
발원하다	pa̠ɾwʌ̹nɦa̠da̠
해박	hɛ̝ba̠k̚
설다	sʰʌ̹ɭda̠
음밀암밀	ɯmmiɾa̠mmiɭ
날캉거리다	na̠ɭkʰa̠ŋɡʌ̹ɾida̠
스큐티로그피선도	sʰɯkçjutʰiɾo̞ɡɯpʰisʰʌ̹ndo̞
제초제	t͡ɕe̞t͡ɕʰo̞d͡ʑe̞
어쓱비쓱	ʌ̹s͈ɯk̚p͈is͈ɯk̚
곶	ko̞t̚
대륙저기압	tɛ̝ɾjuk̚t͡ɕ͈ʌ̹ɡia̠p̚
계승	kje̞sʰɯŋ,ke̞sʰɯŋ
마후라	ma̠βuɾa̠
벽면	pjʌ̹ŋmjʌ̹n
알렉싼드롭스크-싸할린스끼	a̠ɭɭe̞ks͈a̠ndɯɾo̞ps͈ɯkxɯ-s͈a̠ɦa̠ɭʎinsʰɯk͈i
지탄	t͡ɕitʰa̠n
임신부	imɕʰinbu
사망표	sʰa̠ma̠ŋpʰjo
씀씀이	s͈ɯms͈ɯmi
흑백	xɯk̚p͈ɛ̝k̚
견디다	kjʌ̹ndida̠
산천초목	sʰa̠nt͡ɕʰʌ̹nt͡ɕʰo̞mo̞k̚
포부	pʰo̞bu
몸말	mo̞mma̠ɭ
뿔긋	p͈uɭɡɯt̚
땅날림 눈	t͈a̠ŋna̠ɭʎimnun
길쭉	kiɭt͡ɕ͈uk̚
간이	ka̠ni
사이클로올레핀계 탄화수소	sʰa̠ikxɯɭɭo̞o̞ɭɭe̞pʰinɡje̞tʰa̠nβwa̠sʰusʰo̞,sʰa̠ikxɯɭɭo̞o̞ɭɭe̞pʰinɡe̞tʰa̠nβwa̠sʰusʰo̞
푸더덕대다	pʰudʌ̹dʌ̹k̚t͈ɛ̝da̠
백화사	pɛ̝kʰwa̠sʰa̠
망친	ma̠ŋt͡ɕʰin
진보적	t͡ɕinbo̞d͡ʑʌ̹k̚
탈각탈각하다	tʰa̠ɭɡa̠k̚tʰa̠ɭɡa̠kʰa̠da̠
가제미	ka̠d͡ʑe̞mi
한닥대다	ha̠nda̠k̚t͈ɛ̝da̠
송지유	sʰo̞ŋd͡ʑiju
이인칭	iint͡ɕʰiŋ
적령	t͡ɕʌ̹ŋɲjʌ̹ŋ
사번	sʰa̠bʌ̹n
법령	pʌ̹mɲjʌ̹ŋ
축생계	t͡ɕʰuks͈ɛ̝ŋɡje̞,t͡ɕʰuks͈ɛ̝ŋɡe̞
쌍긋거리다	s͈a̠ŋɡɯt̚k͈ʌ̹ɾida̠
복	po̞k̚
마그마	ma̠ɡɯma̠
간소화하다	ka̠nsʰo̞βwa̠ɦa̠da̠
두류	tuɾju
평작	pʰjʌ̹ŋd͡ʑa̠k̚
나팔대다	na̠pʰa̠ɭdɛ̝da̠
치근거리다	t͡ɕʰiɡɯnɡʌ̹ɾida̠
곧은	ko̞dɯn
국제	kuk̚t͡ɕ͈e̞
멸입	mjʌ̹ɾip̚
씨엉씨엉	ɕ͈iʌ̹ŋɕ͈iʌ̹ŋ
깨웃깨웃	k͈ɛ̝ut̚k͈ɛ̝ut̚
관개용수	kwa̠nɡɛ̝joŋsʰu
절기	t͡ɕʌ̹ɭɡi
벽돌	pjʌ̹k̚t͈o̞ɭ
자기식	t͡ɕa̠ɡiɕʰik̚
강중대다	ka̠ŋd͡ʑuŋdɛ̝da̠
사군자탕	sʰa̠ɡund͡ʑa̠tʰa̠ŋ
태양력	tʰɛ̝ja̠ŋɲjʌ̹k̚
프로그람	pʰɯɾo̞ɡɯɾa̠m
폐집합	pʰje̞d͡ʑipʰa̠p̚,pʰe̞d͡ʑipʰa̠p̚
식이	ɕʰiɡi
바름	pa̠ɾɯm
아니요	a̠nijo
씹하다	ɕ͈ipʰa̠da̠
악악	a̠ɡa̠k̚
희극배우	çiɡɯk̚p͈ɛ̝u
두렷	tuɾjʌ̹t̚
장소	t͡ɕa̠ŋsʰo̞
간청	ka̠nt͡ɕʰʌ̹ŋ
서남	sʰʌ̹na̠m
보궐선거	po̞ɡwʌ̹ɭsʰʌ̹nɡʌ̹
분석구	punsʰʌ̹k̚k͈u
타글타글하다	tʰa̠ɡɯɭtʰa̠ɡɯɾɦa̠da̠
덧주다	tʌ̹t̚t͡ɕ͈uda̠
징그럽다	t͡ɕiŋɡɯɾʌ̹p̚t͈a̠
일임	iɾim
평신하다	pʰjʌ̹ŋɕʰinɦa̠da̠
펄렁하다	pʰʌ̹ɭɭʌ̹ŋɦa̠da̠
전위	t͡ɕʌ̹nɥi,t͡ɕʌ̹ny
삼사	sʰa̠msʰa̠
아르르하다	a̠ɾɯɾɯɦa̠da̠
반득	pa̠ndɯk̚
진선미	t͡ɕinsʰʌ̹nmi
구라파	kuɾa̠pʰa̠
우쭐거리다	ut͡ɕ͈uɭɡʌ̹ɾida̠
민간외교	minɡa̠nø̞ɡjo,minɡa̠nwe̞ɡjo
해병대	hɛ̝bjʌ̹ŋdɛ̝
전과	t͡ɕʌ̹nɡwa̠
눈얼음	nunʌ̹ɾɯm
생식욕	sʰɛ̝ŋɕʰiɡjok̚
반대표	pa̠ndɛ̝pʰjo
기동훈련	kido̞ŋβuɭʎjʌ̹n
심장병	ɕʰimd͡ʑa̠ŋbjʌ̹ŋ
극비밀	kɯk̚p͈imiɭ
평평탄탄하다	pʰjʌ̹ŋpʰjʌ̹ŋtʰa̠ntʰa̠nɦa̠da̠
사당적	sʰa̠da̠ŋd͡ʑʌ̹k̚
실제	ɕʰiɭd͡ʑe̞
호적	ɸʷo̞d͡ʑʌ̹k̚
개우랑개우랑하다	kɛ̝uɾa̠ŋɡɛ̝uɾa̠ŋɦa̠da̠
이십칠	iɕʰip̚t͡ɕʰiɭ
솔기	sʰo̞ɭɡi
경배	kjʌ̹ŋbɛ̝
조목	t͡ɕo̞mo̞k̚
꺼풀꺼풀하다	k͈ʌ̹pʰuɭk͈ʌ̹pʰuɾɦa̠da̠
우드득	udɯdɯk̚
망부	ma̠ŋbu
소음	sʰo̞ɯm
명세	mjʌ̹ŋsʰe̞
데이타	te̞itʰa̠
짤라당짤라당하다	t͡ɕ͈a̠ɭɭa̠da̠ŋt͡ɕ͈a̠ɭɭa̠da̠ŋɦa̠da̠
보청	po̞t͡ɕʰʌ̹ŋ
고송	ko̞sʰo̞ŋ
망국	ma̠ŋɡuk̚
잠버릇	t͡ɕa̠mbʌ̹ɾɯt̚
바보	pa̠bo̞
서신	sʰʌ̹ɕʰin
소용돌이	sʰo̞joŋdo̞ɾi
유통기구	jutʰo̞ŋɡiɡu
자리어김	t͡ɕa̠ɾiʌ̹ɡim
민족주의	mind͡ʑo̞k̚t͡ɕ͈uɰi
희석	çisʰʌ̹k̚
동포애	to̞ŋpʰo̞ɛ̝
낭창하다	na̠ŋt͡ɕʰa̠ŋɦa̠da̠
가고문적	ˈka̠ːɡo̞mund͡ʑʌ̹k̚
바나나색	pa̠na̠na̠sʰɛ̝k̚
꼬물꼬물	k͈o̞muɭk͈o̞muɭ
무혈	muʝjʌ̹ɭ
삼반	sʰa̠mba̠n
늦여름	nɯd͡ʑjʌ̹ɾɯm
지질시대	t͡ɕid͡ʑiɭɕʰidɛ̝
아니하다	a̠niɦa̠da̠
까풀지다	k͈a̠pʰuɭd͡ʑida̠
부비적부비적	pubid͡ʑʌ̹k̚p͈ubid͡ʑʌ̹k̚
관리자	kwa̠ɭʎid͡ʑa̠
콩기름	kʰo̞ŋɡiɾɯm
다가서다	ta̠ɡa̠sʰʌ̹da̠
미생물	misʰɛ̝ŋmuɭ
재선거	t͡ɕɛ̝sʰʌ̹nɡʌ̹
럭비공	ɾʌ̹k̚p͈iɡo̞ŋ
병합과정	pjʌ̹ŋɦa̠p̚k͈wa̠d͡ʑʌ̹ŋ
나이팅게일	na̠itʰiŋɡe̞iɭ
복개	po̞k̚k͈ɛ̝
실세	ɕʰiɭs͈e̞
학원	ha̠ɡwʌ̹n
일침	iɭt͡ɕʰim
깔밋하다	k͈a̠ɭmitʰa̠da̠
조	t͡ɕo̞
반증하다	pa̠nd͡ʑɯŋɦa̠da̠
애주가	ɛ̝d͡ʑuɡa̠
생략표	sʰɛ̝ŋɲja̠k̚pʰjo
옹잘거리다	o̞ŋd͡ʑa̠ɭɡʌ̹ɾida̠
구터분	kutʰʌ̹bun
문하평리	munɦa̠pʰjʌ̹ŋni
면목부지	mjʌ̹nmo̞k̚p͈ud͡ʑi
껍적거리다	k͈ʌ̹p̚t͡ɕ͈ʌ̹k̚k͈ʌ̹ɾida̠
투쟁심	tʰud͡ʑɛ̝ŋɕʰim
삼각무역	sʰa̠mɡa̠ŋmujʌ̹k̚
서찰	sʰʌ̹t͡ɕʰa̠ɭ
공작	ko̞ŋd͡ʑa̠k̚
체득	t͡ɕʰe̞dɯk̚
쌍긋빵긋하다	s͈a̠ŋɡɯt̚p͈a̠ŋɡɯtʰa̠da̠
허실비실하다	hʌ̹ɕʰiɭbiɕʰiɾɦa̠da̠
득녀하다	tɯŋɲjʌ̹ɦa̠da̠
대청	tɛ̝t͡ɕʰʌ̹ŋ
끼들끼들하다	k͈idɯɭk͈idɯɾɦa̠da̠
떠듬적	t͈ʌ̹dɯmd͡ʑʌ̹k̚
다뿍하다	ta̠p͈ukʰa̠da̠
광학거리	kwa̠ŋɦa̠k̚k͈ʌ̹ɾi
천평칭	t͡ɕʰʌ̹npʰjʌ̹ŋt͡ɕʰiŋ
해파리	hɛ̝pʰa̠ɾi
결식아동	kjʌ̹ɭɕʰiɡa̠do̞ŋ
배변	pɛ̝bjʌ̹n
빈곤하다	pinɡo̞nɦa̠da̠
애엽	ɛ̝jʌ̹p̚
퍼들대다	pʰʌ̹dɯɭdɛ̝da̠
너무너무	nʌ̹munʌ̹mu
당혜	ta̠ŋʝje̞,ta̠ŋɦe̞
징발되다	t͡ɕiŋba̠ɭdø̞da̠,t͡ɕiŋba̠ɭdwe̞da̠
짤금거리다	t͡ɕ͈a̠ɭɡɯmɡʌ̹ɾida̠
담천	ta̠mt͡ɕʰʌ̹n
전기료	t͡ɕʌ̹nɡiɾjo
거불거불하다	kʌ̹buɭɡʌ̹buɾɦa̠da̠
속삭대다	sʰo̞ks͈a̠k̚t͈ɛ̝da̠
사수하다	sʰa̠sʰuɦa̠da̠
가명제	ka̠mjʌ̹ŋd͡ʑe̞
서방세계	sʰʌ̹ba̠ŋsʰe̞ɡje̞,sʰʌ̹ba̠ŋsʰe̞ɡe̞
그나마	kɯna̠ma̠
국제화	kuk̚t͡ɕ͈e̞βwa̠
관계대명사	kwa̠nɡje̞dɛ̝mjʌ̹ŋsʰa̠,kwa̠nɡe̞dɛ̝mjʌ̹ŋsʰa̠
인척간	int͡ɕʰʌ̹k̚k͈a̠n
긴급	kinɡɯp̚
날으는	na̠ɾɯnɯn
그믐	kɯmɯm
병장	pjʌ̹ŋd͡ʑa̠ŋ
어종	ʌ̹d͡ʑo̞ŋ
신조어	ɕʰind͡ʑo̞ʌ̹
멜론	me̞ɭɭo̞n
평민적	pʰjʌ̹ŋmind͡ʑʌ̹k̚
몰아치다	mo̞ɾa̠t͡ɕʰida̠
쌍성화	s͈a̠ŋsʰʌ̹ŋβwa̠
싱긋하다	ɕʰiŋɡɯtʰa̠da̠
가뿍하다	ka̠p͈ukʰa̠da̠
자축자축하다	t͡ɕa̠t͡ɕʰuk̚t͡ɕ͈a̠t͡ɕʰukʰa̠da̠
언저리	ʌ̹nd͡ʑʌ̹ɾi
쌀랑쌀랑	s͈a̠ɭɭa̠ŋs͈a̠ɭɭa̠ŋ
