gút mắt	ɣut˦˥măt˦˥
thị	tʰi˨ˀ˩ʔ
áo ôm khố rách	aw˨˦om˧˧xo˨˦zɛk˦˥
pha loãng	fa˧˧lwaŋ˧ˀ˥
ái thê	aj˨˦tʰe˧˧
trà leng	ca˧˨lɛŋ˧˧
bến sông	ben˨˦soŋ͡m˧˧
lom đom	lɔm˧˧dɔm˧˧
ăn nhờ ở đậu	ăn˧˧ɲɤ˧˨ɤ˧˩˨dɤ̆w˨ˀ˩ʔ
thuỷ nông	tʰwi˧˩˨noŋ͡m˧˧
nhúng máu	ɲuŋ͡m˨˦măw˨˦
den	zɛn˧˧
lẫy	lɤ̆j˧ˀ˥
thảo hiền	tʰaw˧˩˨hiən˧˨
đại tuần hoàn	daj˨ˀ˩ʔtwɤ̆n˧˨hwan˧˨
thiên	tʰiən˧˧
nhập nhoàng	ɲɤ̆p˨ˀ˩ɲwaŋ˧˨
song mã	sɔŋ͡m˧˧ma˧ˀ˥
nhựa ruồi	ɲɯə˨ˀ˩ʔzuəj˧˨
dậm dựt	zɤ̆m˨ˀ˩ʔzɯt˨ˀ˩
nhằm	ɲăm˧˨
thoán vị	tʰwan˨˦vi˨ˀ˩ʔ
cần cù	kɤ̆n˧˨ku˧˨
về quê	ve˧˨kwe˧˧
rối ruột rối gan	zoj˨˦zuət˨ˀ˩zoj˨˦ɣan˧˧
bầu giác	bɤ̆w˧˨zak˦˥
rét mướt	zɛt˦˥mɯət˦˥
cụ nội	ku˨ˀ˩ʔnoj˨ˀ˩ʔ
hung hiểm	huŋ͡m˧˧hiəm˧˩˨
ướt như chuột lột	ɯət˦˥ɲɯ˧˧cuət˨ˀ˩lot˨ˀ˩
tò-he	tɔ˧˨-hɛ˧˧
dể	ze˧˩˨
giấy các-tông	zɤ̆j˨˦kak˦˥-toŋ͡m˧˧
cẩm nang	kɤ̆m˧˩˨naŋ˧˧
bét tĩ	bɛt˦˥ti˧ˀ˥
hình vóc	hiŋ˧˨vɔk͡p˦˥
hoạ thất	hwa˨ˀ˩ʔtʰɤ̆t˦˥
lẳng nhẳng	lăŋ˧˩˨ɲăŋ˧˩˨
khăn chữ nhân	xăn˧˧cɯ˧ˀ˥ɲɤ̆n˧˧
lão luyện	law˧ˀ˥lwiən˨ˀ˩ʔ
thở dài	tʰɤ˧˩˨zaj˧˨
nghiệt ngõng	ŋiət˨ˀ˩ŋɔŋ͡m˧ˀ˥
thái thịnh	tʰaj˨˦tʰiŋ˨ˀ˩ʔ
động toả nguyên phong	doŋ͡m˨ˀ˩ʔtwa˧˩˨ŋwiən˧˧fɔŋ͡m˧˧
nữ nhi thường tình	nɯ˧ˀ˥ɲi˧˧tʰɯəŋ˧˨tiŋ˧˨
dầu trẩu	zɤ̆w˧˨cɤ̆w˧˩˨
vật tư	vɤ̆t˨ˀ˩tɯ˧˧
mỏ vịt	mɔ˧˩˨vit˨ˀ˩
choèn	cwen˧˨
đầy ặp	dɤ̆j˧˨ăp˨ˀ˩
cong-tờ-gút	kɔŋ͡m˧˧-tɤ˧˨-ɣut˦˥
di huấn	zi˧˧hwɤ̆n˨˦
tranh đồ hoạ	cɛŋ˧˧do˧˨hwa˨ˀ˩ʔ
ho ra bạc khạc ra tiền	hɔ˧˧za˧˧bak˨ˀ˩xak˨ˀ˩za˧˧tiən˧˨
lướt	lɯət˦˥
sân thượng	sɤ̆n˧˧tʰɯəŋ˨ˀ˩ʔ
áo song khai	aw˨˦sɔŋ͡m˧˧xaj˧˧
phát nguyên	fat˦˥ŋwiən˧˧
phòng thành	fɔŋ͡m˧˨tʰɛŋ˧˨
nặng nợ má đào	năŋ˨ˀ˩ʔnɤ˨ˀ˩ʔma˨˦daw˧˨
vàng danh	vaŋ˧˨zɛŋ˧˧
gan cóc tía	ɣan˧˧kɔk͡p˦˥tiə˨˦
xác lột	sak˦˥lot˨ˀ˩
diễn giảng	ziən˧ˀ˥zaŋ˧˩˨
sự duyên	sɯ˨ˀ˩ʔzwiən˧˧
phép thế	fɛp˦˥tʰe˨˦
gai sốt	ɣaj˧˧sot˦˥
đồng cân	doŋ͡m˧˨kɤ̆n˧˧
khươm năm	xɯəm˧˧năm˧˧
kẻ giờ	kɛ˧˩˨zɤ˧˨
tử địa	tɯ˧˩˨diə˨ˀ˩ʔ
bắp thịt	băp˦˥tʰit˨ˀ˩
ngã lăn chiêng	ŋa˧ˀ˥lăn˧˧ciəŋ˧˧
dàu	zăw˧˨
chuểnh choảng	cweŋ˧˩˨cwaŋ˧˩˨
khúc khắc	xuk͡p˦˥xăk˦˥
thành trực	tʰɛŋ˧˨cɯk˨ˀ˩
cơ hội	kɤ˧˧hoj˨ˀ˩ʔ
hóc hiểm	hɔk͡p˦˥hiəm˧˩˨
nghìn xưa	ŋin˧˨sɯə˧˧
nhánh	ɲɛŋ˨˦
chống chèo	coŋ͡m˨˦ceo˧˨
trúng thực	cuŋ͡m˨˦tʰɯk˨ˀ˩
mục sở thị	muk͡p˨ˀ˩sɤ˧˩˨tʰi˨ˀ˩ʔ
thần chú	tʰɤ̆n˧˨cu˨˦
nửa chừng	nɯə˧˩˨cɯŋ˧˨
tre luồng	cɛ˧˧luəŋ˧˨
mắt long sòng sọc	măt˦˥lɔŋ͡m˧˧sɔŋ͡m˧˨sɔk͡p˨ˀ˩
nghiêm nghị	ŋiəm˧˧ŋi˨ˀ˩ʔ
tuần giờ	twɤ̆n˧˨zɤ˧˨
ngón tay giữa	ŋɔn˨˦tăj˧˧zɯə˧ˀ˥
phản ánh	fan˧˩˨ɛŋ˨˦
bộ luật	bo˨ˀ˩ʔlwɤ̆t˨ˀ˩
hạng mục	haŋ˨ˀ˩ʔmuk͡p˨ˀ˩
lưu trú	lɯw˧˧cu˨˦
xoắn xít	swăn˨˦sit˦˥
đan âm	dan˧˧ɤ̆m˧˧
rốt ráo	zot˦˥zaw˨˦
bướm cải	bɯəm˨˦kaj˧˩˨
thiểu số	tʰiəw˧˩˨so˨˦
va chạm	va˧˧cam˨ˀ˩ʔ
mất vải lại phải đi đo	mɤ̆t˦˥vaj˧˩˨laj˨ˀ˩ʔfaj˧˩˨di˧˧dɔ˧˧
kiện hàng	kiən˨ˀ˩ʔhaŋ˧˨
phòng gian	fɔŋ͡m˧˨zan˧˧
cắt chỉ	kăt˦˥ci˧˩˨
che rạp	cɛ˧˧zap˨ˀ˩
mằn	măn˧˨
qui đồng mẫu số	kwi˧˧doŋ͡m˧˨mɤ̆w˧ˀ˥so˨˦
cải làn	kaj˧˩˨lan˧˨
nghịch chứng	ŋik˨ˀ˩cɯŋ˨˦
trùng chân giả	cuŋ͡m˧˨cɤ̆n˧˧za˧˩˨
có phải	kɔ˨˦faj˧˩˨
gian thương	zan˧˧tʰɯəŋ˧˧
trĩ sao	ci˧ˀ˥saw˧˧
giá trị thặng dư	za˨˦ci˨ˀ˩ʔtʰăŋ˨ˀ˩ʔzɯ˧˧
tiếng là	tiəŋ˨˦la˧˨
con ngựa đau cả tàu không ăn cỏ	kɔn˧˧ŋɯə˨ˀ˩ʔdăw˧˧ka˧˩˨tăw˧˨xoŋ͡m˧˧ăn˧˧kɔ˧˩˨
xúc cảnh	suk͡p˦˥kɛŋ˧˩˨
ráy tai	zăj˨˦taj˧˧
tạc dạ ghi tâm	tak˨ˀ˩za˨ˀ˩ʔɣi˧˧tɤ̆m˧˧
nệ cổ	ne˨ˀ˩ʔko˧˩˨
công thương gia	koŋ͡m˧˧tʰɯəŋ˧˧za˧˧
nhỡ miệng	ɲɤ˧ˀ˥miəŋ˨ˀ˩ʔ
bốt-sét	bot˦˥-sɛt˦˥
bảo trợ	baw˧˩˨cɤ˨ˀ˩ʔ
đánh như táo đổ mặt mâm	dɛŋ˨˦ɲɯ˧˧taw˨˦do˧˩˨măt˨ˀ˩mɤ̆m˧˧
đại công vô tư	daj˨ˀ˩ʔkoŋ͡m˧˧vo˧˧tɯ˧˧
mun di pạ	mun˧˧zi˧˧pa˨ˀ˩ʔ
chuyện gẫu	cwiən˨ˀ˩ʔɣɤ̆w˧ˀ˥
phản đại chúng	fan˧˩˨daj˨ˀ˩ʔcuŋ͡m˨˦
đùi	duj˧˨
nên ông nên bà	nen˧˧oŋ͡m˧˧nen˧˧ba˧˨
cá mè hoa	ka˨˦mɛ˧˨hwa˧˧
làm phép	lam˧˨fɛp˦˥
bỏng ngô	bɔŋ͡m˧˩˨ŋo˧˧
nói không	nɔj˨˦xoŋ͡m˧˧
giá dụ	za˨˦zu˨ˀ˩ʔ
một niềm	mot˨ˀ˩niəm˧˨
búi củ hành	buj˨˦ku˧˩˨hɛŋ˧˨
đường tơ kẽ tóc	dɯəŋ˧˨tɤ˧˧kɛ˧ˀ˥tɔk͡p˦˥
dớ dẩn	zɤ˨˦zɤ̆n˧˩˨
che tàn	cɛ˧˧tan˧˨
xã thuyết	sa˧ˀ˥tʰwiət˦˥
chết không nhắm mắt được	cet˦˥xoŋ͡m˧˧ɲăm˨˦măt˦˥dɯək˨ˀ˩
đô uý	do˧˧wi˨˦
hoả thang	hwa˧˩˨tʰaŋ˧˧
dao chém thớt	zaw˧˧cɛm˨˦tʰɤt˦˥
cơm sôi bớt lửa	kɤm˧˧soj˧˧bɤt˦˥lɯə˧˩˨
gia quyến	za˧˧kwiɛn˨˦
giá sinh hoạt	za˨˦siŋ˧˧hwat˨ˀ˩
giập bã trầu	zɤ̆p˨ˀ˩ba˧ˀ˥cɤ̆w˧˨
toàn dân	twan˧˨zɤ̆n˧˧
giờ địa phương	zɤ˧˨diə˨ˀ˩ʔfɯəŋ˧˧
vòm cây	vɔm˧˨kɤ̆j˧˧
an hải đông	an˧˧haj˧˩˨doŋ͡m˧˧
cheo veo	ceo˧˧veo˧˧
dế	ze˨˦
đoán trước	dwan˨˦cɯək˦˥
ình	iŋ˧˨
tân hiệp a	tɤ̆n˧˧hiəp˨ˀ˩a˧˧
xo-nat	sɔ˧˧-nat˧˧
nóng hừng hực	nɔŋ͡m˨˦hɯŋ˧˨hɯk˨ˀ˩
thập phương chư phật	tʰɤ̆p˨ˀ˩fɯəŋ˧˧cɯ˧˧fɤ̆t˨ˀ˩
thể chế	tʰe˧˩˨ce˨˦
píc-níc	pik˦˥-nik˦˥
phúc kiến	fuk͡p˦˥kiən˨˦
kèm nhà kèm nhèm	kɛm˧˨ɲa˧˨kɛm˧˨ɲɛm˧˨
hệ từ	he˨ˀ˩ʔtɯ˧˨
khi xưa	xi˧˧sɯə˧˧
phù bạc	fu˧˨bak˨ˀ˩
thị tộc	tʰi˨ˀ˩ʔtok͡p˨ˀ˩
cách thế di truyền	kɛk˦˥tʰe˨˦zi˧˧cwiən˧˨
chồm hổm	com˧˨hom˧˩˨
cánh cam	kɛŋ˨˦kam˧˧
ôi thôi	oj˧˧tʰoj˧˧
chất chồng	cɤ̆t˦˥coŋ͡m˧˨
sờ lên gáy	sɤ˧˨len˧˧ɣăj˨˦
ương gàn	ɯəŋ˧˧ɣan˧˨
hôi thối	hoj˧˧tʰoj˨˦
cây cọ	kɤ̆j˧˧kɔ˨ˀ˩ʔ
gầy nhom	ɣɤ̆j˧˨ɲɔm˧˧
của yêu người ghét	kuə˧˩˨iəw˧˧ŋɯəj˧˨ɣɛt˦˥
áo vét-tông	aw˨˦vɛt˦˥-toŋ͡m˧˧
thiệu vũ	tʰiəw˨ˀ˩ʔvu˧ˀ˥
trấu	cɤ̆w˨˦
mắn đẻ	măn˨˦dɛ˧˩˨
cạnh sườn	kɛŋ˨ˀ˩ʔsɯən˧˨
lùn	lun˧˨
cân chìm	kɤ̆n˧˧cim˧˨
cũ mèm	ku˧ˀ˥mɛm˧˨
kê đơn	ke˧˧dɤn˧˧
siêu cơ thể	siəw˧˧kɤ˧˧tʰe˧˩˨
mỏ lộ thiên	mɔ˧˩˨lo˨ˀ˩ʔtʰiən˧˧
độ khẩu	do˨ˀ˩ʔxɤ̆w˧˩˨
điều tra cơ bản	diəw˧˨ca˧˧kɤ˧˧ban˧˩˨
cốt truyện	kot˦˥cwiən˨ˀ˩ʔ
của thế gian đãi người ngoan	kuə˧˩˨tʰe˨˦zan˧˧daj˧ˀ˥ŋɯəj˧˨ŋwan˧˧
măng mọc có lứa	măŋ˧˧mɔk͡p˨ˀ˩kɔ˨˦lɯə˨˦
bể hoạn	be˧˩˨hwan˨ˀ˩ʔ
bảo sơn	baw˧˩˨sɤn˧˧
vỉ buồm	vi˧˩˨buəm˧˨
nưng	nɯŋ˧˧
trung thế kỉ	cuŋ͡m˧˧tʰe˨˦ki˧˩˨
con ve	kɔn˧˧vɛ˧˧
tiến thắng	tiən˨˦tʰăŋ˨˦
cộc cỡn	kok͡p˨ˀ˩kɤn˧ˀ˥
tâm tri	tɤ̆m˧˧ci˧˧
chịu tang	ciw˨ˀ˩ʔtaŋ˧˧
xuân đông	swɤ̆n˧˧doŋ͡m˧˧
chuệnh choạng	cweŋ˨ˀ˩ʔcwaŋ˨ˀ˩ʔ
ba vuông bảy tròn	ba˧˧vuəŋ˧˧băj˧˩˨cɔn˧˨
sài cẩu	saj˧˨kɤ̆w˧˩˨
nhảy mũi	ɲăj˧˩˨muj˧ˀ˥
giấy các-bon	zɤ̆j˨˦kak˦˥-bɔn˧˧
hài hước	haj˧˨hɯək˦˥
ăn sống ăn sít	ăn˧˧soŋ͡m˨˦ăn˧˧sit˦˥
luých	lwik˦˥
bí ử	bi˨˦ɯ˧˩˨
khí đốt	xi˨˦dot˦˥
bạc hoa xoè	bak˨ˀ˩hwa˧˧swe˧˨
thổ cẩm	tʰo˧˩˨kɤ̆m˧˩˨
nhung mao	ɲuŋ͡m˧˧maw˧˧
san nhuận	san˧˧ɲwɤ̆n˨ˀ˩ʔ
rối tung	zoj˨˦tuŋ͡m˧˧
lệ khệ	le˨ˀ˩ʔxe˨ˀ˩ʔ
trí óc	ci˨˦ɔk͡p˦˥
san đàn	san˧˧dan˧˨
trẩm	cɤ̆m˧˩˨
nói như khướu bách thanh	nɔj˨˦ɲɯ˧˧xɯəw˨˦bɛk˦˥tʰɛŋ˧˧
bãi thải	baj˧ˀ˥tʰaj˧˩˨
nhân cách hóa	ɲɤ̆n˧˧kɛk˦˥hwa˨˦
mạnh khỏe	mɛŋ˨ˀ˩ʔxwe˧˩˨
bóng nửa tối	bɔŋ͡m˨˦nɯə˧˩˨toj˨˦
phát tán	fat˦˥tan˨˦
bánh sáp đi, bánh chì lại	bɛŋ˨˦sap˦˥di˧˧bɛŋ˨˦ci˧˨laj˨ˀ˩ʔ
xanh om	sɛŋ˧˧ɔm˧˧
bịp bợm	bip˨ˀ˩bɤm˨ˀ˩ʔ
khôn cậy khéo nhờ	xon˧˧kɤ̆j˨ˀ˩ʔxeo˨˦ɲɤ˧˨
rã đám	za˧ˀ˥dam˨˦
hành lễ	hɛŋ˧˨le˧ˀ˥
tuyệt không	twiət˨ˀ˩xoŋ͡m˧˧
sáng trí	saŋ˨˦ci˨˦
đức ông	dɯk˦˥oŋ͡m˧˧
gối chiếc lẻ loi	ɣoj˨˦ciək˦˥lɛ˧˩˨lɔj˧˧
chín người mười ý	cin˨˦ŋɯəj˧˨mɯəj˧˨i˨˦
chữ số	cɯ˧ˀ˥so˨˦
tôn phong	ton˧˧fɔŋ͡m˧˧
ngoèo ngoẹo	ŋwew˧˨ŋwew˨ˀ˩ʔ
nhỡ độ đường	ɲɤ˧ˀ˥do˨ˀ˩ʔdɯəŋ˧˨
điều tốc	diəw˧˨tok͡p˦˥
giá bán	za˨˦ban˨˦
một tấc đến trời	mot˨ˀ˩tɤ̆k˦˥den˨˦cɤj˧˨
năm mới	năm˧˧mɤj˨˦
phản phé	fan˧˩˨fɛ˨˦
thẩm sát	tʰɤ̆m˧˩˨sat˦˥
miệng	miəŋ˨ˀ˩ʔ
hờ hững	hɤ˧˨hɯŋ˧ˀ˥
tương giang	tɯəŋ˧˧zaŋ˧˧
véc-tơ	vɛk˦˥-tɤ˧˧
chẳng qua	căŋ˧˩˨kwa˧˧
nhất định	ɲɤ̆t˦˥diŋ˨ˀ˩ʔ
cưu mang	kɯw˧˧maŋ˧˧
thí bỏ	tʰi˨˦bɔ˧˩˨
lễ phép	le˧ˀ˥fɛp˦˥
kiến đen	kiən˨˦dɛn˧˧
bạc phau	bak˨ˀ˩făw˧˧
êu êu	ɛu˧˧ɛu˧˧
con điếm	kɔn˧˧diəm˨˦
lay ơn	lăj˧˧ɤn˧˧
họng cối	hɔŋ͡m˨ˀ˩ʔkoj˨˦
bảo cử	baw˧˩˨kɯ˧˩˨
ngã kềnh	ŋa˧ˀ˥keŋ˧˨
hư hại	hɯ˧˧haj˨ˀ˩ʔ
võng xuyên	vɔŋ͡m˧ˀ˥swiən˧˧
mược	mɯək˨ˀ˩
cam tâm	kam˧˧tɤ̆m˧˧
chúa	cuə˨˦
thảm thực vật	tʰam˧˩˨tʰɯk˨ˀ˩vɤ̆t˨ˀ˩
xổ ruột	so˧˩˨zuət˨ˀ˩
găm gắm	ɣăm˧˧ɣăm˨˦
phân xanh	fɤ̆n˧˧sɛŋ˧˧
bình phương	biŋ˧˨fɯəŋ˧˧
chỉ xác	ci˧˩˨sak˦˥
hò ô	hɔ˧˨o˧˧
giao hưởng	zaw˧˧hɯəŋ˧˩˨
ỉu nhìu	iw˧˩˨ɲiw˧˨
rón rón	zɔn˨˦zɔn˨˦
dao mỗ	zaw˧˧mo˧ˀ˥
bảng hổ	baŋ˧˩˨ho˧˩˨
bệ rồng	be˨ˀ˩ʔzoŋ͡m˧˨
vỗ đùi	vo˧ˀ˥duj˧˨
thúc ép	tʰuk͡p˦˥ɛp˦˥
đi chân đất	di˧˧cɤ̆n˧˧dɤ̆t˦˥
mềm môi	mem˧˨moj˧˧
câu ứng	kɤ̆w˧˧ɯŋ˨˦
yên than	iɛn˧˧tʰan˧˧
vầy	vɤ̆j˧˨
thượng	tʰɯəŋ˨ˀ˩ʔ
dâu	zɤ̆w˧˧
chồng chả vợ nem	coŋ͡m˧˨ca˧˩˨vɤ˨ˀ˩ʔnɛm˧˧
bơ thừa sữa cặn	bɤ˧˧tʰɯə˧˨sɯə˧ˀ˥kăn˨ˀ˩ʔ
hơn	hɤn˧˧
vội	voj˨ˀ˩ʔ
dỉ hơi	zi˧˩˨hɤj˧˧
điều khiển	diəw˧˨xiən˧˩˨
hát bắc	hat˦˥băk˦˥
số tử vi	so˨˦tɯ˧˩˨vi˧˧
truyền đời báo danh	cwiən˧˨dɤj˧˨baw˨˦zɛŋ˧˧
lỗ châu mai	lo˧ˀ˥cɤ̆w˧˧maj˧˧
nhà hát	ɲa˧˨hat˦˥
chết chóc	cet˦˥cɔk͡p˦˥
tập công	tɤ̆p˨ˀ˩koŋ͡m˧˧
quán lào	kwan˨˦law˧˨
rạc người	zak˨ˀ˩ŋɯəj˧˨
hiền huynh	hiən˧˨hwiŋ˧˧
dược điển	zɯək˨ˀ˩diən˧˩˨
than cám	tʰan˧˧kam˨˦
tư hiềm	tɯ˧˧hiəm˧˨
tiểu đoàn bộ	tiəw˧˩˨dwan˧˨bo˨ˀ˩ʔ
nhân ngôn	ɲɤ̆n˧˧ŋon˧˧
mơ-nê	mɤ˧˧-ne˧˧
quyền cước	kwiɛn˧˨kɯək˦˥
giãn thợ	zan˧ˀ˥tʰɤ˨ˀ˩ʔ
điên tiết	diən˧˧tiət˦˥
đoái thương	dwaj˨˦tʰɯəŋ˧˧
bằng cấp	băŋ˧˨kɤ̆p˦˥
e thay	ɛ˧˧tʰăj˧˧
vung vẩy	vuŋ͡m˧˧vɤ̆j˧˩˨
mờ nhạt	mɤ˧˨ɲat˨ˀ˩
muộn màng	muən˨ˀ˩ʔmaŋ˧˨
thon thót	tʰɔn˧˧tʰɔt˦˥
chút thân	cut˦˥tʰɤ̆n˧˧
cảm tạ	kam˧˩˨ta˨ˀ˩ʔ
bấm đốt ngón tay	bɤ̆m˨˦dot˦˥ŋɔn˨˦tăj˧˧
quy hoạch đô thị	kwi˧˧hwɛk˨ˀ˩do˧˧tʰi˨ˀ˩ʔ
ngủ	ŋu˧˩˨
chân nhái	cɤ̆n˧˧ɲaj˨˦
băng nguyên	băŋ˧˧ŋwiən˧˧
đàn chê	dan˧˨ce˧˧
từ phổ	tɯ˧˨fo˧˩˨
e lệ	ɛ˧˧le˨ˀ˩ʔ
ứ tắc	ɯ˨˦tăk˦˥
quảng nguyên	kwaŋ˧˩˨ŋwiən˧˧
mài mòn	maj˧˨mɔn˧˨
rút thăm	zut˦˥tʰăm˧˧
cao bằng	kaw˧˧băŋ˧˨
chiêu đãi	ciəw˧˧daj˧ˀ˥
hậu điện	hɤ̆w˨ˀ˩ʔdiən˨ˀ˩ʔ
cắt xén	kăt˦˥sɛn˨˦
địa hóa học	diə˨ˀ˩ʔhwa˨˦hɔk͡p˨ˀ˩
nguyệt liễm	ŋwiət˨ˀ˩liəm˧ˀ˥
sánh phượng	sɛŋ˨˦fɯəŋ˨ˀ˩ʔ
nhàn cư	ɲan˧˨kɯ˧˧
cửa nách	kɯə˧˩˨nɛk˦˥
a-gon	a˧˧-ɣɔn˧˧
thiện xạ	tʰiən˨ˀ˩ʔsa˨ˀ˩ʔ
trống huếch	coŋ͡m˨˦hwek˦˥
mõ	mɔ˧ˀ˥
khu ủy viên	xu˧˧uj˧˩˨viən˧˧
trêu hoa ghẹo nguyệt	cɛu˧˧hwa˧˧ɣeo˨ˀ˩ʔŋwiət˨ˀ˩
cá tính học	ka˨˦tiŋ˨˦hɔk͡p˨ˀ˩
đặc hữu	dăk˨ˀ˩hɯw˧ˀ˥
nguyên cư	ŋwiən˧˧kɯ˧˧
tự sản tự tiêu	tɯ˨ˀ˩ʔsan˧˩˨tɯ˨ˀ˩ʔtiəw˧˧
kẹo chanh	keo˨ˀ˩ʔcɛŋ˧˧
bài xài	baj˧˨saj˧˨
chũm choẹ	cum˧ˀ˥cwe˨ˀ˩ʔ
dấm dẳng	zɤ̆m˨˦zăŋ˧˩˨
chỗ đứng	co˧ˀ˥dɯŋ˨˦
sải cánh	saj˧˩˨kɛŋ˨˦
thông tre	tʰoŋ͡m˧˧cɛ˧˧
đổ thóc giống ra mà ăn	do˧˩˨tʰɔk͡p˦˥zoŋ͡m˨˦za˧˧ma˧˨ăn˧˧
cho voi uống thuốc gió	cɔ˧˧vɔj˧˧uəŋ˨˦tʰuək˦˥zɔ˨˦
phật tử	fɤ̆t˨ˀ˩tɯ˧˩˨
cờ đâm	kɤ˧˨dɤ̆m˧˧
sương khuê	sɯəŋ˧˧xwe˧˧
nghí ngoáy	ŋi˨˦ŋwăj˨˦
chim sổ lồng, gà sổ chuồng	cim˧˧so˧˩˨loŋ͡m˧˨ɣa˧˨so˧˩˨cuəŋ˧˨
nà	na˧˨
tiểu phân tử	tiəw˧˩˨fɤ̆n˧˧tɯ˧˩˨
con đực	kɔn˧˧dɯk˨ˀ˩
cát-két	kat˦˥-kɛt˦˥
trượt gỗ	cɯət˨ˀ˩ɣo˧ˀ˥
lữa	lɯə˧ˀ˥
tầm xá	tɤ̆m˧˨sa˨˦
sửng	sɯŋ˧˩˨
bổ tì	bo˧˩˨ti˧˨
giấy trắng mực đen	zɤ̆j˨˦căŋ˨˦mɯk˨ˀ˩dɛn˧˧
gạc bỏ	ɣak˨ˀ˩bɔ˧˩˨
trường chinh	cɯəŋ˧˨ciŋ˧˧
tót vời	tɔt˦˥vɤj˧˨
an dạ	an˧˧za˨ˀ˩ʔ
thạch xá	tʰɛk˨ˀ˩sa˨˦
thản nhiên	tʰan˧˩˨ɲiən˧˧
mống cụt	moŋ͡m˨˦kut˨ˀ˩
thẫm	tʰɤ̆m˧ˀ˥
trém	cɛm˨˦
lừng lẫy	lɯŋ˧˨lɤ̆j˧ˀ˥
ăn xôi	ăn˧˧soj˧˧
hệ mét	he˨ˀ˩ʔmɛt˦˥
cú rũ	ku˨˦zu˧ˀ˥
cá trổng	ka˨˦coŋ͡m˧˩˨
hà chính	ha˧˨ciŋ˨˦
có cây dây mới leo	kɔ˨˦kɤ̆j˧˧zɤ̆j˧˧mɤj˨˦leo˧˧
chưởng ấn	cɯəŋ˧˩˨ɤ̆n˨˦
cửa miệng	kɯə˧˩˨miəŋ˨ˀ˩ʔ
thông cù	tʰoŋ͡m˧˧ku˧˨
da bát	za˧˧bat˦˥
bán non	ban˨˦nɔn˧˧
lão khoa	law˧ˀ˥xwa˧˧
đinh khuy	diŋ˧˧xwi˧˧
khâu	xɤ̆w˧˧
hầu non	hɤ̆w˧˨nɔn˧˧
phân giải	fɤ̆n˧˧zaj˧˩˨
cơm tám	kɤm˧˧tam˨˦
thương xót	tʰɯəŋ˧˧sɔt˦˥
lục bát	luk͡p˨ˀ˩bat˦˥
an nhiên	an˧˧ɲiən˧˧
kiệm ước	kiəm˨ˀ˩ʔɯək˦˥
vỗ tay	vo˧ˀ˥tăj˧˧
trịnh trọng	ciŋ˨ˀ˩ʔcɔŋ͡m˨ˀ˩ʔ
huyên thuyên xích đế	hwiən˧˧tʰwiən˧˧sik˦˥de˨˦
đĩa bay	diə˧ˀ˥băj˧˧
thom thỏm	tʰɔm˧˧tʰɔm˧˩˨
nhấp nhoáng	ɲɤ̆p˦˥ɲwaŋ˨˦
bàn tay	ban˧˨tăj˧˧
ác tà	ak˦˥ta˧˨
như bị cắt tiết	ɲɯ˧˧bi˨ˀ˩ʔkăt˦˥tiət˦˥
sống lâu giàu bền	soŋ͡m˨˦lɤ̆w˧˧zăw˧˨ben˧˨
tây dương	tɤ̆j˧˧zɯəŋ˧˧
gắn kết	ɣăn˨˦ket˦˥
trắc trở	căk˦˥cɤ˧˩˨
giãn	zan˧ˀ˥
dược lí	zɯək˨ˀ˩li˨˦
sâm-banh	sɤ̆m˧˧-bɛŋ˧˧
tiên kỳ	tiən˧˧ki˧˨
uý tử tham sinh	wi˨˦tɯ˧˩˨tʰam˧˧siŋ˧˧
tuệch toạc	twek˨ˀ˩twak˨ˀ˩
lá ngón	la˨˦ŋɔn˨˦
lạc luộc	lak˨ˀ˩luək˨ˀ˩
danh gia	zɛŋ˧˧za˧˧
thiệu ngọc	tʰiəw˨ˀ˩ʔŋɔk͡p˨ˀ˩
ngọt ngào	ŋɔt˨ˀ˩ŋaw˧˨
dây thiều	zɤ̆j˧˧tʰiəw˧˨
phản xạ đồ	fan˧˩˨sa˨ˀ˩ʔdo˧˨
giảng viên	zaŋ˧˩˨viən˧˧
kinh nghiệm chủ nghĩa	kiŋ˧˧ŋiəm˨ˀ˩ʔcu˧˩˨ŋiə˧ˀ˥
ngồi chệt	ŋoj˧˨cet˨ˀ˩
lập dị	lɤ̆p˨ˀ˩zi˨ˀ˩ʔ
bản triều	ban˧˩˨ciəw˧˨
tháng cận điểm	tʰaŋ˨˦kɤ̆n˨ˀ˩ʔdiəm˧˩˨
xúc cảnh hứng hoài	suk͡p˦˥kɛŋ˧˩˨hɯŋ˨˦hwaj˧˨
nịnh hót	niŋ˨ˀ˩ʔhɔt˦˥
tiếp tinh hoàn	tiəp˦˥tiŋ˧˧hwan˧˨
danh xưng học	zɛŋ˧˧sɯŋ˧˧hɔk͡p˨ˀ˩
đại lược	daj˨ˀ˩ʔlɯək˨ˀ˩
tài lợi	taj˧˨lɤj˨ˀ˩ʔ
đói kém	dɔj˨˦kɛm˨˦
dân sự	zɤ̆n˧˧sɯ˨ˀ˩ʔ
hữu hạn	hɯw˧ˀ˥han˨ˀ˩ʔ
tứ  phương	tɯ˨˦fɯəŋ˧˧
cương mục	kɯəŋ˧˧muk͡p˨ˀ˩
thuần nhất	tʰwɤ̆n˧˨ɲɤ̆t˦˥
khoa bảng	xwa˧˧baŋ˧˩˨
thực vật học	tʰɯk˨ˀ˩vɤ̆t˨ˀ˩hɔk͡p˨ˀ˩
