производстволарны	projzwodstwoɫɑrnˈɯ
Тармакта	tɒrmɒqtˈɑ
кичтә	kiɕtˈæ
кәрзин	kærzˈin
стенага	stenɑʁˈɑ
Илнар	iɫnˈɑr
киметелә	kimetelˈæ
сиксәненче	siksænenɕˈe
чирегенә	ɕireɣenˈæ
шатланган	ʃɒtɫɒŋʁˈɑn
җилкә	ʑilkˈæ
текәлгән	tekælɣˈæn
Ираклий	irɑqɫˈij
койрыклы	qojrɯqɫˈɯ
күбесендә	kybesendˈæ
битендә	bitendˈæ
мыек	mɯˈek
сорауларны	sorɑwɫɑrnˈɯ
бичара	biɕɑrˈɑ
нәселенә	næselenˈæ
командаларының	qomɑndɑɫɑrɯnˈɯŋ
артыннан	ɒrtɯnnˈɑn
Бәдретдинова	bædretdinowˈɑ
Шәйморза	ʃæjmorzˈɑ
рәтләрендә	rætlærendˈæ
ишетмәде	iʃetmædˈe
җинаятьчел	ʑinɑjætʔɕˈel
күзләргә	kyzlærɣˈæ
якшәмбедә	jækʃæmbedˈæ
кичәне	kiɕænˈe
ноябрьда	nojɑbrʔdˈɑ
брусчатка	brusɕɑtqˈɑ
гаепләнүчеләрнең	ʁɒeplænyɕelærnˈeŋ
берсекөнгә	bersekœŋɣˈæ
Гаиләм	ʁɒjɫˈæm
саламны	sɒɫɒmnˈɯ
Хакимияттә	xɒqimijættˈæ
Земский	zemskˈij
мәскәүле	mæskæwlˈe
әгъзасына	æʁʔzɑsɯnˈɑ
көннәребез	kœnnærebˈez
матчын	mɒtɕˈɯn
тармакны	tɒrmɒqnˈɯ
чагыштырырлык	ɕɒʁɯʃtɯrɯrɫˈɯq
пакетлары	pɒqetɫɑrˈɯ
кермәячәк	kermæjæɕˈæk
тапшырганнар	tɒpʃɯrʁɑnnˈɑr
Өстә	œstˈæ
Сабантуйлары	sɒbɒntujɫɑrˈɯ
язуда	jɑzudˈɑ
Имам	imˈɑm
Сабах	sɒbˈɒx
атыгыз	ɒtɯʁˈɯz
вальсы	wɒɫʔsˈɯ
Эстрадага	estrɑdɑʁˈɑ
биюдә	bijydˈæ
ачма	ɒɕmˈɒ
селтәгән	seltæɣˈæn
Бикмөхәммәтова	bikmœxæmmætowˈɑ
думбра	dumbrˈɑ
өлкәләрнең	œlkælærnˈeŋ
бүлмәсендә	bylmæsendˈæ
Әминев	æminˈew
аппетиты	ɒppetitˈɯ
метро	metrˈo
гөнаһлы	ɣœnɑhɫˈɯ
гамәлләрдә	ʁɒmællærdˈæ
бизәлеш	bizælˈeʃ
камиллеге	qɒmilleɣˈe
маршрутында	mɒrʃrutɯndˈɑ
үпкә	ypkˈæ
юлларында	juɫɫɑrɯndˈɑ
Кояшлы	qojɑʃɫˈɯ
Метшин	metʃˈin
Рәүзил	ræwzˈil
үтәми	ytæmˈi
көндезләрен	kœndezlærˈen
цикл	tsˈikl
гинеколог	ɣineqoɫˈoʁ
алдым	ɒɫdˈɯm
баллистик	bɒɫɫistˈik
сәбәпләрен	sæbæplærˈen
савытта	sɑwɯttˈɑ
ятагында	jɑtɑʁɯndˈɑ
инфокоммуникация	infoqommuniqɑtsijˈæ
Дүшәнбе	dyʃænbˈe
адәмне	ɒdæmnˈe
атның	ɒtnˈɯŋ
мәйданчыкларының	mæjdɑnɕɯqɫɑrɯnˈɯŋ
өрдереп	œrderˈep
ителгән	itelɣˈæn
айнык	ɒjnˈɯq
орлыгы	orɫɯʁˈɯ
Калганын	qɒɫʁɒnˈɯn
тәбикмәк	tæbikmˈæk
бүлешкән	byleʃkˈæn
сиздерми	sizdermˈi
ачыкланды	ɒɕɯqɫɑndˈɯ
үгетләргә	yɣetlærɣˈæ
калмабыз	qɒɫmɒbˈɯz
ярасы	jɑrɑsˈɯ
түземле	tyzemlˈe
расладылар	rɒsɫɒdɯɫˈɑr
мотоцикл	mototsˈikl
субъектив	subʔektˈiw
клубларында	qɫubɫɑrɯndˈɑ
табибына	tɒbibɯnˈɑ
тотылып	totɯɫˈɯp
Мансурны	mɒnsurnˈɯ
машиналарын	mɒʃinɑɫɑrˈɯn
шушыннан	ʃuʃɯnnˈɑn
тормышлар	tormɯʃɫˈɑr
реформаларны	reformɑɫɑrnˈɯ
Каф	qˈɒf
лидерлары	liderɫɑrˈɯ
тизлекне	tizleknˈe
югалтулар	juʁɑɫtuɫˈɑr
рационализаторлык	rɒtsionɑɫizɑtorɫˈɯq
Солдат	soɫdˈɑt
Улларын	uɫɫɑrˈɯn
нигә	niɣˈæ
дней	dnˈej
биектә	biektˈæ
клипны	klipnˈɯ
тайгак	tɒjʁˈɒq
этапларны	etɑpɫɑrnˈɯ
Үсемлекләрне	ysemleklærnˈe
Эрнст	ˈernst
Чарльз	ɕˈɒrɫʔz
күрү	kyrˈy
Кызыма	qɯzɯmˈɑ
шалтыратучылар	ʃɒɫtɯrɑtuɕɯɫˈɑr
айларга	ɒjɫɒrʁˈɑ
тотынсаң	totɯnsˈɑŋ
кооперативында	qooperɑtiwɯndˈɑ
күрмичә	kyrmiɕˈæ
Тәрбияче	tærbijæɕˈe
технопаркында	texnopɑrqɯndˈɑ
ачар	ɒɕˈɒr
ителүенә	itelyenˈæ
газүткәргеч	ʁɒzytkærɣˈeɕ
картәни	qɒrtænˈi
новатор	nowɑtˈor
Инҗилдә	inʑildˈæ
китерүгә	kiteryɣˈæ
ятты	jɑttˈɯ
калыбы	qɒɫɯbˈɯ
Әсфәндияр	æsfændijˈær
төркиләрнең	tœrkilærnˈeŋ
иминлеккә	iminlekkˈæ
им	ˈim
Эльнар	eɫʔnˈɑr
яшәешне	jæʃeːʃnˈe
гомерләр	ʁomerlˈær
нишләсен	niʃlæsˈen
Тәрәзәгә	tæræzæɣˈæ
әсәрнең	æsærnˈeŋ
ишеттерү	iʃetterˈy
Хмельницкий	xmelʔnitskˈij
Көрнәле	kœrnælˈe
сусаклагычының	susɑqɫɑʁɯɕɯnˈɯŋ
чыккач	ɕɯqqˈɑɕ
Әҗәл	æʑˈæl
агуланучылар	ɒʁuɫɑnuɕɯɫˈɑr
калмагае	qɒɫmɒʁɑˈe
хөр	xˈœr
Күзнәй	kyznˈæj
үтәлү	ytælˈy
һәммәсенең	hæmmæsenˈeŋ
рухының	ruxɯnˈɯŋ
җыелуы	ʑɯeɫuˈɯ
Мәскүрә	mæskyrˈæ
еракта	jɯrɑqtˈɑ
футболчылар	futboɫɕɯɫˈɑr
милләтебезнең	millætebeznˈeŋ
җитештерүчеләренә	ʑiteʃteryɕelærenˈæ
Урам	urˈɑm
һавасының	hɑwɑsɯnˈɯŋ
сайлауларга	sɒjɫɑwɫɑrʁˈɑ
кайсыларын	qɒjsɯɫɑrˈɯn
якынайтучы	jɑqɯnɑjtuɕˈɯ
баржа	bɒrʒˈɒ
күрмәсен	kyrmæsˈen
иренмичә	irenmiɕˈæ
файдасызга	fɒjdɒsɯzʁˈɑ
кайгылар	qɒjʁɯɫˈɑr
эшлисең	eʃlisˈeŋ
саналса	sɒnɒɫsˈɑ
командаларда	qomɑndɑɫɑrdˈɑ
Нәтиҗәләре	nætiʑælærˈe
ашханә	ɒʃxɒnˈæ
актларына	ɒqtɫɒrɯnˈɑ
һәркайсында	hærqɑjsɯndˈɑ
Диңгез	diŋɣˈez
тормышының	tormɯʃɯnˈɯŋ
краннан	qrɒnnˈɒn
шпионлык	ʃpionɫˈɯq
семинарлары	seminɑrɫɑrˈɯ
бәйләнешләрне	bæjlæneʃlærnˈe
ботаклар	botɑqɫˈɑr
Демьян	demʔjˈæn
мөгаллимә	mœʁɑɫɫimˈæ
чыгарылып	ɕɯʁɑrɯɫˈɯp
землянка	zemljænqˈɑ
Люба	ljubˈɑ
кичтән	kiɕtˈæn
сәйлән	sæjlˈæn
шөгыльләнми	ʃœʁɯɫʔɫænmˈi
линияләр	linijælˈær
корылган	qorɯɫʁˈɑn
инана	inɑnˈɑ
Ибәтуллина	ibætuɫɫinˈɑ
Фермерның	fermernˈɯŋ
бәрелеше	bæreleʃˈe
тимәсен	timæsˈen
январеннан	jɑnwɑrennˈɑn
гәүдәләндерә	ɣæwdælænderˈæ
Кремлен	kremlˈen
дѳнья	dˈenʔjˈæ
чыгышлардан	ɕɯʁɯʃɫɑrdˈɑn
ахмаклык	ɒxmɒqɫˈɯq
кыюрак	qɯjurˈɑq
Махнёво	mɒxnjowˈo
Алдагы	ɒɫdɒʁˈɯ
талиблар	tɒɫibɫˈɑr
утыруын	utɯruˈɯn
кайчагында	qɒjɕɒʁɯndˈɑ
матурланды	mɒturɫɑndˈɯ
яңгырларның	jɑŋʁɯrɫɑrnˈɯŋ
Прохоров	proxorˈow
Роща	roʃɕˈɑ
өзәргә	œzærɣˈæ
юнәләләр	jynælælˈær
тырыштылар	tɯrɯʃtɯɫˈɑr
торналар	tornɑɫˈɑr
атнасында	ɒtnɒsɯndˈɑ
мәктәбендәге	mæktæbendæɣˈe
кисәтүче	kisætyɕˈe
онытылыр	onɯtɯɫˈɯr
әсәренең	æsærenˈeŋ
бәйгеләре	bæjɣelærˈe
тупланмаларын	tupɫɑnmɑɫɑrˈɯn
тиңдәше	tiŋdæʃˈe
уеннар	uennˈɑr
шалтыраткач	ʃɒɫtɯrɑtqˈɑɕ
Лашманда	ɫɒʃmɒndˈɑ
Гүзәлне	ɣyzælnˈe
сәләтенә	sælætenˈæ
әгъзалыкка	æʁʔzɑɫɯqqˈɑ
җимерек	ʑimerˈek
хатирә	xɒtirˈæ
таптырып	tɒptɯrˈɯp
ишеп	iʃˈep
бүлекләр	byleklˈær
Булатов	buɫɑtˈow
изү	izˈy
иҗатымда	iʑɑtɯmdˈɑ
Петербурда	peterburdˈɑ
камерасына	qɒmerɑsɯnˈɑ
ансамбле	ɒnsɒmbɫˈe
җиткерүен	ʑitkeryˈen
көйләнә	kœjlænˈæ
билгесезлек	bilɣesezlˈek
казлары	qɒzɫɒrˈɯ
помидорны	pomidornˈɯ
чормага	ɕormɑʁˈɑ
фильтр	fˈilʔtr
процессының	protsessɯnˈɯŋ
Сулима	suɫimˈɑ
аңлаешсыз	ɒŋɫɒeʃsˈɯz
энтузиастлар	entuziɑstɫˈɑr
Юдино	jydinˈo
алабызмы	ɒɫɒbɯzmˈɯ
башкаруда	bɒʃqɒrudˈɑ
тентүләр	tentylˈær
байтак	bɒjtˈɒq
лавка	ɫɑwqˈɑ
Фатыйма	fɒtɯjmˈɑ
яраклашкан	jɑrɑqɫɑʃqˈɑn
үтерүнең	yterynˈeŋ
уңганнар	uŋʁɑnnˈɑr
азлыгы	ɒzɫɯʁˈɯ
дулкынланып	duɫqɯnɫɑnˈɯp
җанатарларны	ʑɒnɒtɑrɫɑrnˈɯ
тегеп	teɣˈep
яңгырның	jɑŋʁɯrnˈɯŋ
шундыйлар	ʃundɯjɫˈɑr
Исрафилова	isrɑfiɫowˈɑ
милләтпәрвәр	millætpærwˈær
Газзә	ʁɒzzˈæ
Үзәк	yzˈæk
яшьлекләр	jæʃʔleklˈær
сыйныфның	sɯjnɯfnˈɯŋ
уртасында	urtɑsɯndˈɑ
еланнар	jɯɫɑnnˈɑr
утрау	utrˈɑw
дәүләтебез	dæwlætebˈez
йолдызлы	joɫdɯzɫˈɯ
ярны	jɑrnˈɯ
тамырыннан	tɒmɯrɯnnˈɑn
битендәге	bitendæɣˈe
экспонатлар	eqsponɑtɫˈɑr
гыйбрәтле	ʁɯjbrætlˈe
идеңме	ideŋmˈe
сыйлар	sɯjɫˈɑr
кертмәү	kertmˈæw
бирешми	bireʃmˈi
багышларга	bɒʁɯʃɫɑrʁˈɑ
тикшерүчесе	tikʃeryɕesˈe
исемлеккә	isemlekkˈæ
тибә	tibˈæ
анысына	ɒnɯsɯnˈɑ
Корбаннар	qorbɑnnˈɑr
артистларга	ɒrtistɫɑrʁˈɑ
үзбилгеләнү	yzbilɣelænˈy
әгъзаларының	æʁʔzɑɫɑrɯnˈɯŋ
үтәлмәде	ytælmædˈe
убырлы	ubɯrɫˈɯ
эткә	etkˈæ
иңеп	iŋˈep
алышканда	ɒɫɯʃqɑndˈɑ
суверенитетны	suwerenitetnˈɯ
атым	ɒtˈɯm
башкаларга	bɒʃqɒɫɑrʁˈɑ
матч	mˈɒtɕ
әйтелергә	æjtelerɣˈæ
өйләнеп	œjlænˈep
Уникаль	uniqˈɑɫʔ
Гыйнварның	ʁɯjnwɑrnˈɯŋ
атлетлар	ɒtɫetɫˈɑr
нәшриятларында	næʃrijætɫɑrɯndˈɑ
персонажның	personɑʒnˈɯŋ
мәшәкатьләнеп	mæʃæqɑtʔɫænˈep
асылынган	ɒsɯɫɯŋʁˈɑn
Слетта	slettˈɑ
тимердән	timerdˈæn
башкарыла	bɒʃqɒrɯɫˈɑ
чыныккан	ɕɯnɯqqˈɑn
коруның	qorunˈɯŋ
Ибраһимовның	ibrɑhimownˈɯŋ
наркопритон	nɒrqopritˈon
атының	ɒtɯnˈɯŋ
Идарә	idɑrˈæ
кайберәүләргә	qɒjberæwlærɣˈæ
юнәлешләрен	jynæleʃlærˈen
поэзиясендә	poezijæsendˈæ
Смольный	smoɫʔnˈɯj
илләре	illærˈe
ананы	ɒnɒnˈɯ
Школа	ʃqoɫˈɑ
Кикнадзе	kiqnɑdzˈe
ноль	nˈoɫʔ
челәр	ɕelˈær
структураларыннан	struqturɑɫɑrɯnnˈɑn
ФИФА	fifˈɑ
карточкасын	qɒrtoɕqɑsˈɯn
сизә	sizˈæ
Предприятиенең	predprijætienˈeŋ
Сыерны	sɯernˈɯ
Әбсәләм	æbsælˈæm
киштәләргә	kiʃtælærɣˈæ
РИУның	rˈiunˈɯŋ
мәхдүм	mæxdˈym
башлангычын	bɒʃɫɒŋʁɯɕˈɯn
алучыларны	ɒɫuɕɯɫɑrnˈɯ
мәхәббәтләре	mæxæbbætlærˈe
примитив	primitˈiw
Марҗа	mɒrʑˈɒ
курска	qursqˈɑ
төзекләндереп	tœzeklænderˈep
түкмичә	tykmiɕˈæ
тапталып	tɒptɒɫˈɯp
үзебезне	yzebeznˈe
көнчыгышындагы	kœnɕɯʁɯʃɯndɑʁˈɯ
салсалар	sɒɫsɒɫˈɑr
кубометрга	qubometrʁˈɑ
алуга	ɒɫuʁˈɑ
Тагын	tɒʁˈɯn
тойды	tojdˈɯ
җиткәндә	ʑitkændˈæ
Гаиләдә	ʁɒjɫædˈæ
икәнебезне	ikænebeznˈe
квадрат	qwɒdrˈɒt
Моцарт	motsˈɑrt
хосусыйлаштырылган	xosusɯjɫɑʃtɯrɯɫʁˈɑn
басылалар	bɒsɯɫɑɫˈɑr
гөнаһка	ɣœnɑhqˈɑ
ниятем	nijætˈem
җайлау	ʑɒjɫˈɑw
кермиләр	kermilˈær
беркемне	berkemnˈe
Лазарев	ɫɒzɒrˈew
партиядә	pɒrtijædˈæ
этләрдән	etlærdˈæn
җиткерелә	ʑitkerelˈæ
Равиль	rɑwˈilʔ
аягың	ɒjɑʁˈɯŋ
Умартачылык	umɑrtɑɕɯɫˈɯq
буйдак	bujdˈɑq
чокырга	ɕoqɯrʁˈɑ
Фаразларга	fɒrɒzɫɑrʁˈɑ
Имтихан	imtixˈɑn
Иман	imˈɑn
булышлыгында	buɫɯʃɫɯʁɯndˈɑ
җиңүчесен	ʑiŋyɕesˈen
бәйли	bæjlˈi
Дуван	duwˈɑn
кулланышка	quɫɫɑnɯʃqˈɑ
юньлегә	jynʔleɣˈæ
энәсе	enæsˈe
ансат	ɒnsˈɒt
склероз	sklerˈoz
ТДГПУның	tˌedˌeɣˌepˈeunˈɯŋ
башлавыбызга	bɒʃɫɑwɯbɯzʁˈɑ
башкаручыларның	bɒʃqɒruɕɯɫɑrnˈɯŋ
Юрьевич	jyrʔewˈiɕ
Төзелешкә	tœzeleʃkˈæ
карикатура	qɒriqɑturˈɑ
олыгаеп	oɫɯʁɑˈep
Җиһаншин	ʑihɑnʃˈin
фирманың	firmɑnˈɯŋ
документының	doqumentɯnˈɯŋ
студиядә	studijædˈæ
яшьлеген	jæʃʔleɣˈen
һөҗүмчесе	hœʑymɕesˈe
Гарифны	ʁɒrifnˈɯ
юлламасы	juɫɫɑmɑsˈɯ
кирәкле	kiræklˈe
Митрәй	mitrˈæj
Саддам	sɒddˈɒm
башкарылып	bɒʃqɒrɯɫˈɯp
фоторәсемнәрне	fotoræsemnærnˈe
Әбелханова	æbeɫxɑnowˈɑ
Авырлыкларга	ɑwɯrɫɯqɫɑrʁˈɑ
интернатлар	internɑtɫˈɑr
милләтнең	millætnˈeŋ
имам	imˈɑm
утыручыларга	utɯruɕɯɫɑrʁˈɑ
үрдәкләре	yrdæklærˈe
элемтәдә	elemtædˈæ
төсен	tœsˈen
җыена	ʑɯenˈɑ
ДЮСШ	djˈusʃ
азактан	ɒzɒqtˈɑn
салынуын	sɒɫɯnuˈɯn
әзерләүнең	æzerlæwnˈeŋ
Дуслары	dusɫɑrˈɯ
Шамов	ʃɒmˈow
юклык	juqɫˈɯq
тапмаган	tɒpmɒʁˈɑn
электромагнит	eleqtromɑʁnˈit
командаларга	qomɑndɑɫɑrʁˈɑ
Яап	jɑˈɑp
өере	œerˈe
себереп	seberˈep
бүләләр	bylælˈær
куәте	quætˈe
тавышлы	tɑwɯʃɫˈɯ
тулганда	tuɫʁɑndˈɑ
Шәхсән	ʃæxsˈæn
министрларның	ministrɫɑrnˈɯŋ
зарарсыз	zɒrɒrsˈɯz
яңарта	jɑŋɑrtˈɑ
югарыдагылар	juʁɑrɯdɑʁɯɫˈɑr
керткәннәр	kertkænnˈær
давыл	dɑwˈɯɫ
больницада	boɫʔnitsɑdˈɑ
таныткан	tɒnɯtqˈɑn
шуыша	ʃuɯʃˈɑ
берара	berɑrˈɑ
тәкә	tækˈæ
хокукларыңны	xoquqɫɑrɯŋnˈɯ
Карьяла	qɒrʔjɑɫˈɑ
сүндерүдә	synderydˈæ
очмый	oɕmˈɯj
сөйләшәсез	sœjlæʃæsˈez
компаниядә	qompɑnijædˈæ
ят	jˈɑt
күршеләре	kyrʃelærˈe
Сахарова	sɒxɒrowˈɑ
бизнеста	biznestˈɑ
гыйлем	ʁɯjɫˈem
объектына	obʔeqtɯnˈɑ
килермен	kilermˈen
Юмор	jumˈor
Ремонт	remˈont
саперлар	sɒperɫˈɑr
мәйданнарының	mæjdɑnnɑrɯnˈɯŋ
Көнне	kœnnˈe
күрсәтүләрен	kyrsætylærˈen
каплар	qɒpɫˈɒr
башня	bɒʃnjˈɑ
аукционда	ɑwqtsiondˈɑ
сөйләшүләре	sœjlæʃylærˈe
кайтара	qɒjtɒrˈɑ
җәберләнгән	ʑæberlæŋɣˈæn
укыдылар	uqɯdɯɫˈɑr
Аналитиклар	ɒnɒɫitiqɫˈɑr
Ульяновскидан	uɫʔjɑnowsqidˈɑn
Аңардагы	ɒŋɒrdɑʁˈɯ
куллануы	quɫɫɑnuˈɯ
өлешем	œleʃˈem
Администрациясе	ɒdministrɑtsijæsˈe
Кешенең	keʃenˈeŋ
Меңнәрчә	meŋnærɕˈæ
ВЛКСМ	wˌeˌeɫqˈɑˌesˈem
классификатор	qɫɒssifiqɑtˈor
ялгый	jɑɫʁˈɯj
киңәшче	kiŋæʃɕˈe
чүп	ɕˈyp
сискәндерә	siskænderˈæ
Бабичның	bɒbiɕnˈɯŋ
сүтеп	sytˈep
охшашлык	oxʃɑʃɫˈɯq
кенәгәсенә	kenæɣæsenˈæ
иртәнге	irtæŋɣˈe
озаттылар	ozɑttɯɫˈɑr
гимназиясе	ɣimnɑzijæsˈe
Глобальләшү	ʁɫobɑɫʔɫæʃˈy
берсенең	bersenˈeŋ
пьедесталның	pʔedestɑɫnˈɯŋ
шәһәрлеләр	ʃæhærlelˈær
Байтик	bɒjtˈik
авылны	ɑwɯɫnˈɯ
истәлеген	istæleɣˈen
алуыннан	ɒɫuɯnnˈɑn
дәүләткә	dæwlætkˈæ
идарәсен	idɑræsˈen
факультетлары	fɒquɫʔtetɫɑrˈɯ
эшкуарларын	eʃquɑrɫɑrˈɯn
судьялар	sudʔjɑɫˈɑr
Ясин	jæsˈin
финалга	finɑɫʁˈɑ
әмма	æmmˈɑ
затка	zɒtqˈɒ
дигәненә	diɣænenˈæ
яуганда	jɑwʁɑndˈɑ
истәлекләр	istæleklˈær
хатта	xɒttˈɒ
мәктәп	mæktˈæp
таләпкә	tɒɫæpkˈæ
гәүдәләнеш	ɣæwdælænˈeʃ
Минемчә	minemɕˈæ
Шаронов	ʃɒronˈow
укыттылар	uqɯttɯɫˈɑr
Боз	bˈoz
дискотекаларга	disqoteqɑɫɑrʁˈɑ
Новороссийск	noworossˈijsk
Ураз	urˈɑz
Әнәле	ænælˈe
мәхкамәсенә	mæxqɑmæsenˈæ
өзә	œzˈæ
җайлаштырып	ʑɒjɫɒʃtɯrˈɯp
Гарифович	ʁɒrifowˈiɕ
укылышта	uqɯɫɯʃtˈɑ
эшләнмәде	eʃlænmædˈe
катлау	qɒtɫˈɑw
алынуын	ɒɫɯnuˈɯn
агрофирмалары	ɒʁrofirmɑɫɑrˈɯ
Телебезне	telebeznˈe
сөйләгән	sœjlæɣˈæn
хисләнеп	xislænˈep
Шәйхетдин	ʃæjxetdˈin
спорткомплекс	sportqompɫˈeks
иңде	iŋdˈe
җиңүен	ʑiŋyˈen
партнерлары	pɒrtnerɫɑrˈɯ
бертуганнары	bertuʁɑnnɑrˈɯ
чисталыгы	ɕistɑɫɯʁˈɯ
нәтиҗәле	nætiʑælˈe
сәясәтчесе	sæjæsætɕesˈe
заһир	zɒhˈir
Саратовтан	sɒrɒtowtˈɑn
Шәяхмәт	ʃæjæxmˈæt
коралында	qorɑɫɯndˈɑ
Татлы	tɒtɫˈɯ
Бергәләшеп	berɣælæʃˈep
Мәҗит	mæʑˈit
теләүче	telæwɕˈe
югалтты	juʁɑɫttˈɯ
акция	ɒqtsijˈæ
алдырырга	ɒɫdɯrɯrʁˈɑ
метеорология	meteoroɫoʁijˈæ
иминияте	iminijætˈe
булдым	buɫdˈɯm
башланса	bɒʃɫɒnsˈɑ
перспективаларына	perspektiwɑɫɑrɯnˈɑ
Роберто	robertˈo
дөреслекнең	dœresleknˈeŋ
эчен	eɕˈen
телче	telɕˈe
иркәләнеп	irkælænˈep
булачакбыз	buɫɑɕɑqbˈɯz
үтәлгән	ytælɣˈæn
соңга	soŋʁˈɑ
урамыннан	urɑmɯnnˈɑn
ачысын	ɒɕɯsˈɯn
Полевой	poɫewˈoj
сәламәтлекләре	sæɫɑmætleklærˈe
Алексеевск	ɒɫekseˈewsk
интектереп	intekterˈep
Биишева	bijʃewˈɑ
бозуга	bozuʁˈɑ
газабын	ʁɒzɒbˈɯn
юллары	juɫɫɑrˈɯ
Башкортостанның	bɒʃqortostɑnnˈɯŋ
Сәйфуллин	sæjfuɫɫˈin
адымнардан	ɒdɯmnɑrdˈɑn
йомыш	jomˈɯʃ
үтерүне	yterynˈe
Территория	territorijˈæ
авылын	ɑwɯɫˈɯn
агитация	ɒʁitɑtsijˈæ
Борчак	borɕˈɑq
ислами	isɫɑmˈi
Күргәзмә	kyrɣæzmˈæ
эләккән	elækkˈæn
тотыйк	totˈɯjq
ачыклыйлар	ɒɕɯqɫɯjɫˈɑr
галәмдә	ʁɒɫæmdˈæ
икеяклы	ikejæqɫˈɯ
гаражында	ʁɒrɒʒɯndˈɑ
кирза	kirzˈɑ
чагыштырды	ɕɒʁɯʃtɯrdˈɯ
сөйләшкәннәрен	sœjlæʃkænnærˈen
рәхәтләнә	ræxætlænˈæ
сугышында	suʁɯʃɯndˈɑ
Йортларны	jortɫɑrnˈɯ
негатив	neʁɑtˈiw
тикшерәбез	tikʃeræbˈez
кайлардан	qɒjɫɒrdˈɑn
үргән	yrɣˈæn
атабыз	ɒtɒbˈɯz
продуктларны	produqtɫɑrnˈɯ
комы	qomˈɯ
актерлары	ɒqterɫɑrˈɯ
тайпылмаска	tɒjpɯɫmɑsqˈɑ
еллардагы	jɯɫɫɑrdɑʁˈɯ
Назарбаев	nɒzɒrbɑˈew
өстенлеккә	œstenlekkˈæ
тия	tijˈæ
Сәйфулла	sæjfuɫɫˈɑ
казанлы	qɒzɒnɫˈɯ
Егерме	jeɣermˈe
Редакциягә	redɑqtsijæɣˈæ
ыргытты	ɯrʁɯttˈɯ
лагерендә	ɫɒʁerendˈæ
тотуын	totuˈɯn
пианист	piɑnˈist
күңеллеләр	kyŋellelˈær
калынрак	qɒɫɯnrˈɑq
Рәгаиб	ræʁˈɑjb
көчәнеп	kœɕænˈep
Флүсә	flysˈæ
этләр	etlˈær
шикләнмичә	ʃiklænmiɕˈæ
хуҗалыгыннан	xuʑɑɫɯʁɯnnˈɑn
төшмәс	tœʃmˈæs
рәкәгать	rækæʁˈɑtʔ
итмәсеннәр	itmæsennˈær
орнаментлар	ornɑmentɫˈɑr
җәелгән	ʑeːlɣˈæn
сүнмәгән	synmæɣˈæn
Муллаш	muɫɫˈɑʃ
Эль	ˈelʔ
төзеклегенә	tœzekleɣenˈæ
баганаларга	bɒʁɒnɑɫɑrʁˈɑ
белмәде	belmædˈe
мәш	mˈæʃ
политрук	poɫitrˈuq
тулгак	tuɫʁˈɑq
Диас	diˈɑs
сүткән	sytkˈæn
диясем	dijæsˈem
Үләннәр	ylænnˈær
редакциясенә	redɑqtsijæsenˈæ
сөйләшүләрнең	sœjlæʃylærnˈeŋ
физкультураны	fizquɫʔturɑnˈɯ
тезелгән	tezelɣˈæn
Гасыр	ʁɒsˈɯr
ИРС	ˈirs
Кичтән	kiɕtˈæn
күлмәккә	kylmækkˈæ
язылышу	jɑzɯɫɯʃˈu
Тормыш	tormˈɯʃ
итмәкчеләр	itmækɕelˈær
килгәннәрне	kilɣænnærnˈe
Юлы	juɫˈɯ
уйларым	ujɫɑrˈɯm
техникумының	texniqumɯnˈɯŋ
булуыңны	buɫuɯŋnˈɯ
Белеп	belˈep
Завод	zɑwˈod
