tændt	tˢɛnˀd̥
proper	pʰʁ̥oːˀb̥ɐ
øje	ʌːɪ
egentlig	eˀnli
taler	tˢæːlɐ
gavnet	ɡ̊ɑwnəð
lod	lʌð
brændpunkt	b̥ʁanpʰɔŋˀd̥
biskop	b̥isɡ̊ʌb̥
opfinde	ʌb̥fenˀə
malke	malɡ̊ə
forhøje	fʌhʌjˀə
aristophanes	ɑisd̥oˀfanɛs
plaske	pʰl̥asɡ̊ə
koparret	kʰʌb̥ɑˀɑð
blomkål	b̥lʌmkʰɔːˀl
vugge	ʋɔɡ̊ə
pastel	pʰasd̥ɛlˀ
velfærd	ʋɛlfɛɐ̯ˀ
tidligst	tˢiðlisd̥
måske	mosɡ̊eːˀ
guld	ɡ̊ul
vurdere	ʋoɐ̯d̥eˀɐ
til	tˢel
vejrudsigt	ʋɛɐ̯uðseɡ̊d̥
købt	kʰøb̥d̥
navnedag	nɑwnədæˀ
lim	liːˀm
musvåge	musʋɔːwə
hængte	hɛŋd̥ə
stræde	sd̥ʁɛːðə
grønlandsk	ɡ̊ʁɶnlanˀsɡ̊
henne	hɛnə
svamp	sʋɑmˀb̥
vampyr	ʋɑmpʰyɐ̯ˀ
safter	sɑfd̥ɐ
akkumulatorer	ɑkʰumulatˢoːɐ
segl	sɑjˀl
bagte	b̥ɑɡ̊d̥ə
tidsskrift	tˢiðsɡ̊ʁɛfd̥
rigsdaler	ʁisd̥æːlɐ
døb	d̥øˀb̥
tommelfinger	tˢʌməlfeŋˀɐ
kampsport	kʰɑmb̥sb̥ɒːd̥
charmant	ɕɑˀmɐnˀd̥
helst	hɛlˀsd̥
hemmelig	hɛmli
æble	ɛːb̥lə
stål	sd̥ɔːˀl
lektor	lɛɡ̊tˢɐ
val	ʋalˀ
rådden	ʁʌð̩n
smiley	smɑjli
grape	ɡ̊ʁɛjb̥
legemligt	lɛːɪmlid̥
støvle	sd̥œwlə
taler	tˢæːˀlɐ
hverandre	ʋæɐ̯ɑnd̥ʁɐ
drengen	d̥ʁa̝ŋˀŋ̩
ågerkarl	ɔwˀɐkʰæˀl
dåre	d̥ɒːɒ
maler	mæːˀlɐ
emballage	ɑmb̥alæːɕə
sind	senˀ
fugl	fɔu̯ːˀl
harmonika	hɑmoːˀnikʰa
skabt	sɡ̊ɑb̥d̥
racer	ʁɛˀsɐ
hine	hiːnə
sæde	sɛð̞ð̩
achilleus	akʰilœwˀs
femte	fɛmˀd̥ə
hva'	ʋɑ
episk	eːpʰisɡ̊
abonnement	ɑb̥onəmɑŋ
skridt	sɡ̊ʁid̥
ulyst	uløsd̥
landkrabbe	lankʁ̥ɑb̥ə
lignelsen	liːnəlsəs
sendt	sɛnˀd̥
jespersen	jɛsb̥ɐsn̩
studentereksamen	sd̥ud̥enˀd̥ɐeɡ̊sæːmm̩
højde	hʌjˀd̥ə
værre	ʋaɐ̯ɐ
truende	tˢʁ̥oːonə
købte	kʰøb̥d̥ə
hovedtørklæde	hoːð̩tˢɶɐ̯kʰl̥ɛːðə
strejke	sdʁɑjɡə
slags	sl̥æˀs
fryd	fʁ̥yðˀ
ris	ʁiːˀs
praktisk	pʰʁ̥ɑɡ̊d̥isɡ̊
tykmælk	tˢyɡ̊mɛlˀɡ̊
ildkugle	ilkʰuːlə
jeger	jɑjˀɐ
morder	moɐ̯d̥ɐ
vase	væːsə
tupilak	tˢupʰilɑɡ̊
ørkesløs	œ̞ɐ̯ɡ̊əsløːˀs
arbejde	ɑːb̥ɑjˀd̥ə
politibetjent	pʰolitˢib̥etˢjɛnˀd̥
pris	pʰʁiːˀs
stræbt	sd̥ʁɑb̥d̥
sandwich	sanʋid̥ɕ
forlyden	fɒːlyðˀn̩
laurbær	lɑwɐb̥aɐ̯
skal	sɡ̊a
rosévin	ʁoseviːˀn
halshugge	halshɔɡ̊ə
lærer	læɐ̯ˀ
rekvirere	ʁɛkʰviʁɛːˀɐ
mejerier	mɑjɐʁiˀɐ
lukke	lɔɡ̊ə
sgu	sɡ̊u
ytring	yd̥ʁɛŋ
træner	tˢʁ̥æˀnɐ
doktorerne	d̥ʌɡ̊tˢoːɐnə
øjnes	ʌjnəs
bage	b̥æːjə
bide	b̥iːðə
spare	sb̥æɐ̯
taxa	tˢɑɡ̊sa
håndklæde	hʌnkʰl̥ɛːðə
vrid	vʁið
vogter	ʋʌɡ̊d̥ɐ
hunden	hunˀn̩
støtte	sd̥ød̥ə
giver	ɡ̊iwˀɐ
bedst	b̥ɛsd̥
husmand	husmanˀ
betablokker	b̥eːtˢab̥lʌɡ̊ɐ
hø	hyø
homer	homeɐ̯ˀ
smilet	smiːˀlətˢ
eksaminer	ɛɡ̊samineːˀɐ̯
syvti	sywtˢi
støbe	sd̥øːb̥ə
rhesusabe	ʁɛsusæːb̥ə
hovedpine	hoːð̩pʰiːn̩
lærerinde	læːɐenə
overvejelse	ɒwɐʋɑjˀəlsə
sket	sɡ̊eˀd̥
loddekolbe	lʌðəkʰʌlb̥ə
ballon	b̥alʌŋ
herskere	hæɐ̯sɡ̊ɐɐ
ulige	uliːi
blåtand	b̥lʌtˢanˀ
overvættes	ɒwɐʋɛd̥ə
batte	b̥ad̥ə
have	hæːʊ
røddernes	ʁɶðˀɐnəs
referendum	ʁɛfəʁand̥ɔm
odense	oːonsə
løst	løˀsd̥
håndgemæng	hʌnɡ̊emɛŋ
pibe	pʰiːb̥ə
røget	ʁʌðð̩
bumpe	b̥ɔmb̥ə
stedt	sd̥ɛˀd̥
diger	d̥iːɐ
hjord	jɒːd̥
cellofan	selofæːˀn
sadist	sad̥isd̥
ara	ɑːʁɑ
idiomatisk	id̥iomæːˀtˢisɡ̊
sødygtig	sød̥øɡ̊d̥i
synonymordbog	synonyːˀmoɐ̯b̥ɔːˀw
samme	sɑmə
syge	syːy
tandbørste	tˢanb̥ɶɐ̯sd̥ə
symfoni	søɱfoniːˀ
hagl	hɑwˀl
mark	mɑːɡ̊
atom	atˢoˀm
svøbe	sʋøːb̥ə
grejs	ɡ̊ʁɑjˀs
røge	rʌjə
berøre	b̥eʁɶˀɐ
mobbe	mʌb̥ə
vågnet	ʋɔwnəð
faconen	fasʌŋˀən
tombak	tˢɔmb̥ɑɡ̊
brædder	b̥ʁaðɐ
rutebil	ʁod̥əb̥iˀl
slagne	sl̥æːnə
bort	b̥ɒːd̥
skriftlig	sɡ̊ʁæfd̥li
skattefar	skætəfɑː
jord	jokwɐ
mure	muːɐ
mens	mɛns
syltetøj	syld̥ətˢʌj
europæisk	œwʁopʰɛˀisɡ̊
forord	fɒːoˀɐ̯
under	ɔnɐ
cyklus	syɡ̊lus
tud	tˢuˀð
achilles	akʰiləs
flaskehals	fl̥asɡ̊əhalˀs
styrte	sd̥yɐ̯d̥ə
genbrug	ɡ̊ɛnb̥ʁuːˀ
kaffekande	kʰɑfəkʰanɘ
udtrykke	uðtˢʁ̥œ̞ɡ̊ə
vabel	vɑːb̥l̩
brød	b̥ʁœðˀ
ærme	æɐ̯mə
bonusserne	b̥oːnusɐnə
værnemager	ʋaɐ̯nəmæˀɐ
skade	sɡ̊æðð̩
man	man
hin	hiˀn
varsel	ʋɑːˀsl̩
dag	d̥æˀ
spørgsel	sb̥ɶɐ̯ˀsəl
reform	ʁɛfɒˀm
desværre	d̥esʋaɐ̯ɐ
hærg	haɐ̯ˀwəð
oprør	ʌb̥ʁɶˀɐ̯
værktøjet	vaɐ̯ɡ̊tˢʌjˀəð
hansen	hanˀsn̩
slå	sl̥ɔˀ
dom	d̥ʌmˀ
sliber	sliˀb̥ɐ
i	i
rævegrav	ʁɛːvəɡ̊ʁɑːˀw
ignoreret	enjoʁɛˀɐð
avlet	ɑwləð
dom	d̥oːm
bugt	b̥ɔɡ̊d̥
magen	mæːjən
brændte	b̥ʁɑnˀd̥ə
frøken	fʁ̥œˀɡ̊ŋ̩
rokade	ʁokʰæːðə
liechtensteiner	liɡd̥ənsd̥ɑɪ̯nʌ
film	film
frelste	fʁɑlsd̥ə
frankrig	fʁɑŋkʰʁ̥i
bøvlet	b̥œwlð̩
værdighed	væɐ̯d̥iheðˀ
aldrig	ɑld̥ʁi
forlis	fʌliˀs
barbar	b̥ɑb̥ɑːˀ
søstre	søsd̥ʁɐ
areal	ɑːeæːˀl
bruger	b̥ʁuːɐ
øvre	øwɐ
undulat	ʌnd̥ulæːˀd̥
opretholde	ʌbʁadhʌlˀə
rollemodel	ʁʌləmod̥ɛlˀ
bedrage	b̥ed̥ʁɑwˀə
størrelse	sd̥ɶɐ̯ɐlsə
feje	fɑːɪ
tyr	tˢyɐ̯ˀ
kolleger	kʰole̝ːjɐ
mafioso	mafioːso
bibel	b̥iˀb̥əl
gode	ɡ̊oːðə
føl	føˀl
allé	aleˀ
katten	kʰad̥n̩
bande	b̥and̥ə
ildsted	ilsd̥ɛð
chokoladekage	ɕoɡ̊olæːðəkʰæːjə
tie	tˢiːi
spjætte	sb̥jɛd̥ə
del	d̥eˀl
flanør	flanøːˀɐ̯
arabien	ɑʁɑːˀb̥iən
binde	b̥enə
hvepsetalje	vɛb̥sətˢaljə
fysik	fysiɡ̊
bliver	b̥liɐ̯ˀ
godnat	ɡonɑd̥
joke	d̥jɔwɡ̊
humør	humøˀɐ̯
traktoren	tˢʁ̥ɑɡ̊tˢɐɐn
bøjle	b̥ʌjlə
smoking	smɔwkʰeŋ
plattysk	pʰl̥ad̥tˢysɡ̊
strand	sd̥ʁɑnˀ
bevæget	b̥evɛˀjəð
kyst	kʰyːˀsd̥
kilde	kʰill̩
glemte	ɡ̊lɛmd̥ə
myg	myːˀ
breddens	b̥ʁæˀd̥n̩s
arte	ɑːd̥ə
skrin	sɡ̊ʁiːˀn
undertøj	ɔnɐtˢʌj
parallelle	pʰɑɑlɛlˀə
rev	ʁæwˀ
skygge	sɡ̊yɡ̊ə
kutyme	kʰutˢyːmə
discipel	d̥isib̥əl
tivoli	tˢiʋoli
jeget	jɑðˀð̩
ensilere	ɛnsileːˀɐ
sådan	sʌnˀən
betegnelse	betˢɑjˀnəlsə
rende	ʁɑnə
brusk	b̥ʁusɡ̊
bed	b̥eˀ
præposition	pʰʁ̥ɛpʰosiɕoːˀn
vant	ʋanˀd̥
orgie	ɒːˀɡ̊jə
stud	sd̥uðˀ
afholdte	ɑwhʌlˀd̥ə
moster	mʌsd̥ɐ
acceptabel	ɑɡ̊sɜb̥tˢaːˀb̥əl
prud	pʰʁ̥uˀð
træge	tˢʁ̥æːjə
marmelade	mɑməlæːðə
hæl	hɛˀl
simulere	simuleːˀɐ
vare	ʋɑːɑ
bedrag	b̥ed̥ʁɑˀw
proaktiv	pʰʁ̥oːˀɑɡ̊tˢiwˀ
ovn	ɒwˀn
malstrøm	malsd̥ʁɶmˀ
kredsen	kʰʁ̥æːˀsn̩
skummet	sɡ̊ɔmˀð̩
før	føɐ̯ˀ
rygtes	ʁœɡ̊d̥əs
steder	sd̥ɛːðɐ
ham	hɑm
parallel	pʰɑɑlɛlˀ
runde	ʁɔnd̥ə
mænd	mɛ̝nˀ
genere	ɕeneˀɐ
fjorten	fjoɐ̯d̥n̩
hjertestop	jæɐ̯d̥əsd̥ʌb̥
tjenstlig	tɕɛːnsd̥li
dagligvarebutik	d̥ɑwlib̥utˢiɡ̊
behændig	b̥ehɛnˀd̥i
vækst	ʋɛɡ̊sd̥
mase	mæːsə
vandfarve	vanfɑːvə
hvordan	ʋɔd̥ən
jag	jæjˀ
fars	fɑːs
undres	ɔnd̥ʁɐs
forstå	fʌsd̥ɔˀ
vaktes	ʋɑɡ̊d̥əs
drille	d̥ʁœlə
ahornsirup	ahoɐ̯nsiːˀʁɔb̥
folk	fɔwɡ̊
sagde	sæː
drikke	d̥ʁɛɡ̊ə
tidligt	tˢiðlid̥
ejendel	ɑːjənd̥eˀl
hvedemel	ʋeːð̩ˠmeːˀl
hint	hind̥
repræsentation	ʁapʰʁ̥asəntˢaɕoːˀn
ledt	leðˀd̥
foregangsmand	fɒːɒɡ̊ɑŋsmanˀ
ruiner	ʁuineːˀɐ̯
student	sd̥ud̥enˀd̥
læg	lɛˀj
bedårende	b̥ed̥ɒˀnə
er	æɐ̯
oversætter	ɒwɐsɛd̥ɐ
smide	smiːðə
havn	hɑʊ̯ˀn
kyl	kʰyːˀl
klapperslange	kʰlɑb̥ɐslɑŋə
før	fœ̞ɐ̯
røgelse	ʁøːjəlsə
pip	pʰib̥
passere	pʰaseːˀɐ
skændes	sɡ̊ɛnəs
fiskerbåd	fesɡ̊ɐb̥ɔːˀð
restaurant	ʁɛsd̥oʁɑŋ
overtro	ɒwɐtˢʁ̥oːˀ
skadefro	sɡ̊æːðəfʁ̥oːˀ
udskud	uðsɡ̊uð
amerika	ɑmeɐ̯ˀikʰa
bomb	b̥ɔmˀb̥
quiz'	kʰvis
international	entˢɐnaɕonæˀl
veje	ʋɑːɪ
kæreste	kʰaɐ̯sd̥ə
tissekone	tˢisəkʰoːnə
bøg	b̥øˀj
hærgede	haɐ̯ʊðə
færreste	faɐ̯ɐsd̥ə
resistor	ʁasisd̥ʌ
raget	ʁɑwð̩
givent	ɡ̊iːʊnd̥
plage	pʰlæːjə
styre	sd̥yːɐ
før	fœ̞ɐ̯ˀ
godmorgen	ɡ̊omɒːɒn
rationel	ʁɑɕonɛlˀ
rødhåret	ʁœ̞ðhɑːˀɑð
nej	nɑjˀ
otti	ɔtˢi
flyde	flyðð̩
opdukke	ʌb̥d̥ɔɡ̊ə
fru	fʁ̥o
sammenføje	sɑmm̩fʌjˀɪ
egentlig	eˀjn̩d̥li
guitarist	ɡ̊itˢɑʁisd̥
flueknepperi	fl̥uːəkʰnɛb̥ɐʁiːˀ
hedensk	heːˀðənsɡ̊
stemt	sd̥ɛmˀd̥
fængsler	fɛŋslɐ
synd	sønˀ
højforræderi	hʌjfʌʁɛðɐʁiˀ
værgers	ʋaɐ̯wɐs
fyrre	fyːɐ
brydning	b̥ʁyðneŋ
solgte	sʌlˀd̥ə
vis	ʋiˀs
skamme	sɡ̥ɑmə
vanedyr	væːnədyɐ̯ˀ
brøst	b̥ʁœsd̥
rådden	ʁʌðən
abonnement	ab̥ɔnəmɑŋ
sjofel	ɕoːˀfəl
bestemme	b̥esd̥ɛmˀə
passer	pʰasɐ
sexet	sɛɡ̊səð
skummet	sɡ̊ɔmð̩
sorg	sɒˀw
tyv	tˢywˀ
frænde	fʁanə
sjal	ɕæːˀl
apostrof	ɑb̥osd̥ʁʌf
million	miljoˀn
firti	fiɐ̯tˢi
du	d̥u
kvinde	kʰʋ̥enə
grejerne	ɡ̊ʁɑjɐnə
stege	sd̥ɑːɪ
værelse	ʋaɐ̯lsə
munter	mɔnˀd̥ɐ
autoritet	ɑwtˢɒitˢeːˀd̥
stræber	sd̥ʁæˀb̥ɐ
lærling	laɐ̯leŋ
hospital	hɔsb̥itˢæːˀl
trafikprop	tˢʁ̥ɑfiɡ̊pʰʁ̥ʌb̥
sangfugl	sɑŋfuːˀl
ded	d̥eðˀ
borgmester	b̥ɒwmɛsd̥ɐ
loft	lʌfd
globus	ɡ̊loːb̥us
bordel	b̥ɒd̥ɛlˀ
barken	b̥ɑːɡ̊n̩
utilfredsstillende	utˢefʁɛssd̥elˀənə
lig	leɡ̊
oldemor	ʌləmoɐ̯
spand	sb̥anˀ
skomager	sɡ̊omɑːˀ
flamboyant	flɑmb̥oɐ̯janˀd̥
lærd	læɐ̯ˀd̥
undredes	ɔnd̥ʁɐðəs
fyr	fyɐ̯ˀ
undtagne	ɔntˢæˀnə
leder	leːðɐ
følge	føljə
blasfemi	b̥lasfəmiːˀ
søndag	sœnˀd̥a
øh	əː
velfærdssamfund	ʋɛlfɛɐ̯ssɑmfɔnˀ
bumper	b̥ɔmb̥ər
djævel	d̥jɛːʊl
vand	ʋa̝nˀ
hal	halˀ
aubergine	ob̥æɐ̯ɕiːne
muddergrøft	muðˠˀɐɡ̊ʁœfd̥
være	ʋɛːɐ
falafel	falɑfl̩
dobbeltgænger	d̥ʌb̥l̩ɡ̊ɛŋɐ
spat	sb̥ad̥
visken	ʋesɡ̊ŋ̩
mur	muˀɐ̯
kaviar	kʰaviɑːˀ
søsterens	søsd̥ɐɐns
sætning	sɛd̥neŋ
tatovering	tatoveˀɐ̯eŋ
syd	syðˀ
himmellegeme	heml̩lɛːɪmə
julelys	juːləlyːˀs
samtykke	sɑmtˢyɡ̊ə
beholdte	b̥ehʌlˀd̥ə
fugl	fɛu̯ːˀl
natur	natˢuɐ̯ˀ
babyvræl	b̥ɛɪ̯b̥iʋʁɛːˀl
ged	ɡ̊eːˀð
bøger	b̥œˀɐ̯
sand	sanˀ
rejser	ʁɑjsə
spørge	sb̥ɶɐ̯ʊ
turdet	tˢoːɐð
telegraf	tˢeleɡ̊ʁɑːˀf
konspiration	kʰʌnsb̥iɑɕoˀːn
gadekøkken	ɡ̊æːð̩kʰøɡ̊n̩
bæger	b̥æːɐ
sligt	sliˀd̥
agern	æˀjɐn
grinen	ɡ̊ʁiːn̩
bøvl	b̥œwˀl
bundt	b̥ɔnˀd̥
mærkværdig	maɐ̯ɡ̊ʋaɐ̯ˀd̥i
creme	kʰʁ̥ɛˀm
fædre	fɛðʁɐ
bøvet	b̥œʊ̯əðˠ
perker	pʰæɐ̯ɡ̊ɐ
bag	b̥æˀ
vad	vað
forglemmigej	fɒɡ̊lɛmˀmɑɑjˀ
proton	pʰʁotˢoˀn
fyld	fylˀ
konservator	kʰʌnsæɐ̯væːtˢɐ
vestkyst	ʋɛsd̥kʰøsd̥
husk	husɡ̊
forlise	fʌliˀsə
lede	leðð̩
afhænge	ɑwhɛŋˀə
mig	mɑj
føje	fʌɪ
ydelse	yːð̠ˠəlsə
tillægsord	tˢelɛɡ̊soɐ̯ˀ
afstand	ɑwsd̥anˀ
malstrøm	mæːlsd̥ʁɶmˀ
princip	pʁɛ̝nsib̥
nordkyst	noɐ̯kʰøsd̥
juni	juːˀni
skød	sɡ̊øð
cd	seˀd̥eˀ
hvæse	vɛːsə
jungle	d̥jɔŋlə
præst	pʰʁ̥asd̥
danske	d̥ansɡ̊ə
udvortes	uðvɒːd̥əs
breve	b̥ʁeːw̩
esbjerg	ɛsb̥jæɐ̯ˀ
given	ɡ̊iːʊn
ladet	læːðəd̥
offentlig	ʌfənd̥li
breve	b̥ʁeːvə
dybde	d̥yb̥d̥ə
forstørrelse	fʌsd̥ɶɐ̯ˀɐleə
sygdom	syːd̥ʌmˀ
grape	ɡ̊ɹɛjb̥
vakuum	vɑkʰuɔm
tog	tˢɔw
æsel	ɛˀsəl
pels	pʰɛlˀs
efterligne	ɛfd̥ɐliːˀnə
grækenland	ɡ̊ʁɛˀɡ̊ŋ̩lanˀ
elfenben	ɛlˀfənb̥eˀn
vove	ʋɔːʋə
station	sd̥aɕoˀn
give	ɡ̊iːʋə
flertal	fleɐ̯tˢal
bøfler	b̥øflɐ
pålægge	pʰʌlɛɡ̊ə
rode	ʁoːðə
hykle	hyɡ̊lə
ryger	ʁyːˀɐ
høne	hœːn̩
kaos	kʰæːɐs
mulighed	muːliheðˀ
tur	tˢuɐ̯ˀ
søg	søjˀ
økonomi	økʰonomiːˀ
rær	ʁæɐ̯ˀ
græder	ɡ̊ʁɑðˀɐ
eskimologi	ɛsɡ̊imoloɡ̊iːˀ
bistro	b̥isd̥ʁo
hieroglyf	hioɡ̊lyf
sval	svæːˀl
sete	seˀd̥ə
mos	mɔs
munk	mɔŋˀɡ̊
krav	kʰʁ̥ɑwˀ
a'ers	æːɐs
socialist	ɕoɕalisd̥
huse	huːsə
håndjern	hʌnjæɐ̯ˀn
hare	hɑːɑ
gård	ɡ̊ɒˀ
udeblive	uːðəb̥liˀ
grav	ɡ̊ʁɑwˀ
pingpong	pʰeŋpʰʌŋ
ironi	iʁoniːˀ
tyd	tˢyðˀ
urinal	uɐ̯inæːˀl
aftner	ɑfnɐ
apoteker	ab̥otˢeːˀɡ̊ɐ
snigmorder	sniːmoɐ̯d̥ɐ
talkum	tˢalkʰɔm
duellere	d̥uəleːˀɐ
højdepunkt	hʌjˀd̥əpʰɔŋˀd̥
færøerne	fɛɐ̯øːˀɐnə
evangelium	evɑŋɡ̊eːljɔm
troede	tˢʁ̥oːð̩
togt	tˢʌɡ̊d̥
havde	hæːðə
heltinde	hɛld̥enə
opportun	ʌb̥ɐtˢuːˀn
mandelolie	manˀl̩oljə
tjald	tɕalˀ
talemåde	tˢæːləmɔːðə
sådan	sʌd̥ən
charme	ɕɑːmə
legemlig	lɛːmli
kirsten	kʰiɐ̯sdn̩
ven	ʋɛn
vejret	ʋɑjɐð
doktorer	d̥ʌɡ̊d̥ɐɐ
fuld	fulˀ
hjort	jɒːd̥
skrække	sɡ̊ʁaɡ̊ə
æggende	ɛɡ̊ənə
tøjhus	tˢʌjhuˀs
kattejammer	kʰad̥əjɑmˀɐ
leje	lɑːɪ
optræden	ʌb̥tˢʁ̥ɛˀðən
sømme	sœmm̩
fodgænger	foðɡ̊ɛŋɐ
knagende	kʰnæːjənə
radmager	ʁɑðmɑwˀɐ
turde	tˢoːɐ
hviderusser	ʋiːðˠəʁusɐ
præsens	pʰʁ̥ɛsɛnˀs
ægge	ɛɡ̊ə
forjættede	fʌjɛd̥ð̩ð̩
koagulere	kʰoaɡ̊uleːˀɐ
årsdag	ɒːˀsd̥æːˀ
mur	muɐ̯ˀ
poul	pɒʊ̯l
smuk	smɔɡ̊
danablu	dæːnabluˀ
småkage	smʌkʰæːjə
talje	tˢaljə
hovedsagelig	hoːð̩sæˀjəli
køer	kʰøˀɐ̯
fosfor	fʌsfɒ
alfahan	alfahan
grønland	ɡ̊ʁɶnlanˀ
kær	kæˀɐ̯
kynofobi	kʰynofob̥iːˀ
giraf	ɡ̊iʁɑf
væltepeter	ʋɛld̥əpʰeˀd̥ɐ
samt	sɑmd̥
bare	b̥ɑːɑ
benytte	b̥enød̥ə
kunstner	kʰɔnˀsd̥nɐ
producere	pʰʁ̥od̥juːsɐɐ
talsperson	tˢæːˀlspʰæɐ̯soːˀn
slukke	slɔɡ̊ə
helsinge	hɛlseŋə
ugler	uːlɐ
ansvarlig	ansvɑːˀli
surmule	suɐ̯muːˀlə
kryds	kʰʁ̥ys
lesbisk	lɛsb̥isɡ̊
bagage	b̥aɡ̊æːɕə
underlig	ɔnʌli
desavouere	d̥esavueːˀɐ
ener	eːnɐ
lyn	lyːˀn
undulat	ɔnd̥ulæːˀd̥
ager	aɡ̊eɐ̯ˀ
flyder	flyːðɐ
bowling	b̥ɒwleŋ
miste	mesd̥ə
sinecure	sinəkʰyːɐ
sover	sɒːwɐ
blomme	b̥lʌmə
tåle	tˢɔːlə
blot	b̥loˀd̥
ja	jɛ
forlystelse	fʌløsd̥l̩sə
kræfternes	kʰrafd̥ɐnəs
københavn	tɕœwnhɑwˀn
time	tˢiːmə
arrest	aʁasd̥
dybe	d̥yːb̥ə
jordnøddeolie	joɐ̯nøð̩ˠoljə
kryb	kʰʁ̥ywˀ
ordforråd	oɐ̯fʌʁɔðˀ
skørlevned	sɡ̊øɐ̯lɛwnð̩
danserinde	d̥ansɐenə
diftong	d̥iftˢʌŋ
timer	tˢiːmɐ
kunstgalleri	kʰɔnsd̥ɡ̊aləʁiˀ
dubiøs	d̥ub̥iøːˀs
helsen	hɛlsn̩
biologi	b̥ioloɡ̊iːˀ
siden	siðən
hør	hœ̞ɐ̯
dødvande	d̥øðvanə
skæv	sɡ̊ɛˀʋ
halvfjerds	halfjaɐ̯s
omgående	ʌmɡ̊ɔˀənə
vædde	ʋɛðð̩
nogen	noən
vorte	vɒːd̥ɘ
monarki	monɑkʰiˀ
lugte	lɔɡ̊d̥ə
bekostning	b̥ekʰʌsd̥neŋ
farao	fɑːʁɑw
gryn	ɡ̊ʁyːˀn
citere	sitˢeːˀɐ
fjendskab	fjɛnsɡ̊æˀb̥
bankkonto	b̥ɑŋɡ̊kʰʌntˢo
killing	kʰileŋ
gak	ɡ̊ɑɡ̊
brumme	b̥ʁɔmə
cremefraiche	kʰʁ̥ɛmfrɛːs
ifølge	iføljə
ignorerer	inoʁɛˀɐ
fjeder	fjeðˀɐ
kæledyr	kʰɛːləd̥yɐ̯ˀ
forsørger	fɒsɶwˀɐ
advarsel	aðvɑːsəl
led	leð
bly	b̥lyːˀ
stød	sd̥øð̞ˀ
sygeplejerske	syːypʰl̥ɑjˀɪsɡ̊ə
citer	sid̥ɐ
bilvask	b̥iːlʋasɡ̊
hån	hɔːˀn
mon	mɔn
middel	miðˀəl
menu	meny
ses	seˀs
alle	alə
facet	fasɛd̥
blote	b̥loːd̥ə
masse	masə
rundt	ʁɔnˀd̥
ard	ɑˀd̥
vis	ʋiːˀs
røge	ʁœ̞ːjə
latent	latˢɛnˀd̥
forskrække	fʌsɡ̊ʁaɡ̊ə
eddikesur	æðiɡ̊əsuɐ̯ˀ
billede	b̥elð̩
valg	ʋɑlˀ
støber	sd̥øˀb̥ɐ
vægre	ʋɛːjʁɐ
manga	mɑŋɡ̊a
definitorisk	definitoˀɐ̯isɡ
opslag	ʌb̥sl̥æˀj
hage	hæːjə
dårligst	d̥ɒːlisd̥
pib	pʰiwˀ
pålagde	pʰʌlæˀæ
postalveolar	pʰʌsd̥alveolɑːˀ
postbud	pʰʌsd̥b̥uð
vrøvler	ʋʁɶwlɐ
fyrste	fyɐ̯sd̥ə
aprilsnar	apʰʁ̥iːˀlsnɑːˀ
kigge	kʰiɡ̊ə
rage	ʁɑːʊ
øve	øːʋə
bedrag	b̥ed̥ʁɑwˀ
verdslig	ʋaɐ̯d̥sli
slette	slɛd̥ə
johannes	johanˀəs
indlemme	enlɛmˀə
små	smɔˀ
pokerfjæs	pʰoːˀɡ̊ɐfj̊ɜˀs
lov	lɔˀw
skid	sɡ̊ið̞ˀ
årti	ɒtˢiːˀ
køber	kʰøˀb̥ɐ
nitten	nid̥n̩
uoverlagt	uɒwɐlɑɡ̊d̥
hvordan	ʋʌd̥ən
geometri	ɡ̊eomətˢʁ̥iːˀ
univers	univæɐ̯s
rette	ʁad̥ə
syntes	synd̥əs
drev	d̥ʁæw
prise	pʰʁ̥iːsə
rygrad	ʁœɡ̊ʁɑˀð
syde	syːðə
knække	kʰn̥ɛɡ̊ə
løbet	løwəð
trykke	tˢʁ̥œɡ̊ə
fluepapir	fluːəpʰapʰiɐ̯ˀ
rus	ʁus
tyrker	tˢyɐ̯ɡ̊ɐ
mælkevej	mɛlɡəvɑjˀ
delikat	d̥elikʰæːˀd̥
eliksir	eləɡ̊siɐ̯ˀ
dyrke	d̥yɐ̯ɡ̊ə
ændring	ɛnd̥ʁeŋ
lår	lɒˀ
jegerne	jɑjˀɐnə
bære	b̥æːɐ
ri	ʁiːˀ
erklære	æɐ̯kʰlɛːˀɐ
småting	smʌtˢeŋ
hverken	ʋaɐ̯ɡ̊ŋ̩
vor	ʋɒ
bøde	b̥øðð̩
tygge	tˢyɡ̊ə
vovet	ʋɔːʋð̩
rejse	ʁɑjsə
væv	ʋɛwˀ
skriv	sɡ̊ʁiˀw
rigt	ʁiˀd̥
satanisme	satˢanismə
valgte	ʋalˀd̥ə
accents	ɑɡ̊sɛnˀd̥s
alting	altˢeŋˀ
opslagsværk	ʌb̥sl̥æsʋaɐ̯ɡ̊
fyrstendømme	fyɐ̯sd̥n̩d̥œmə
erhverv	æɐ̯væɐ̯ˀw
frihed	fʁiheðˀ
tilfredsstille	tˢefʁɛssd̥elˀə
retning	ʁɑd̥neŋ
armbrøst	ɑːmb̥ʁœ̞sd̥
flette	flɛd̥ə
odysseus	od̥ysœwˀs
peter	pʰed̥ɐ
ør	øɐ̯ˀ
aftnerne	ɑfnɐnə
raritet	ʁɑitˢeːˀd̥
tvivl	tˢviwˀl
åbenbare	ɔːb̥m̩b̥ɑˀɑ
