gibraltarski	ɡǐbraltarskiː
takmičar	tǎkmit͡ʃaːr
avangardni	ǎʋanɡaːrdniː
gvatemalski	ɡʋatěmaːlskiː
izravno	îzraːʋno
trzati	tr̂zati
bakar	bǎkar
noktić	nôktit͡ɕ
vojvoda	ʋǒjʋoda
bravar	brâʋaːr
overavati	oʋerǎːʋati
paziti	pâziti
drogirati	droɡǐːrati
osuđenik	osud͡ʑěniːk
ritmički	rǐtmitʃki
mrziti	mřːziti
ciničan	t͡sǐnit͡ʃan
rukavčić	rukǎʋt͡ʃit͡ɕ
gnjat	ɡɲâːt
mesija	měːsija
bizon	bǐzoːn
hir	xîːr
zagonetati	zaɡoněːtati
trezan	trěːzan
piksel	pǐksel
idol	ǐdoːl
romkinja	rômkiɲa
kasijan	kǎsijan
lezbijski	lězbiːjskiː
socijalizam	sot͡sijalǐzam
građevinski	ɡrǎd͡ʑeʋiːnskiː
muka	mûka
dužnosnik	dǔːʒnosniːk
plemenitost	plêmenitoːst
kriptički	krǐptit͡ʃkiː
koštati	kôʃtati
podrazumevati	podrazuměːʋati
toplomer	tôplomeːr
proizvod	proǐzʋod
jek	jêːk
kreditor	krědiːtor
sirota	sirǒta
besan	běsan
branko	brâːnko
advent	ǎdʋent
paša	pâʃa
bukagije	bukǎɡije
ujdurma	ujdǔrma
sirot	sǐrot
predati	prědati
prirodno	prǐːrodno
obredni	ôbreːdniː
barel	bǎrel
mast	mâːst
razložiti	razlǒʒiti
grliti	ɡr̂liti
dobiće	dobǐːt͡ɕe
bućkati	bût͡ɕkati
potpetica	pǒtpetit͡sa
dezintegracija	dezinteɡrǎːt͡sija
sinak	sînak
transverzala	transʋerzǎːla
besposleno	běsposleno
holanđanin	xolǎːnd͡ʑanin
razboljeti	razbǒʎeti
neutaživ	neutǎʒiʋ
bosti	bôsti
tuđina	tud͡ʑǐna
orgulje	ǒrɡuʎe
obješenik	objeʃěniːk
visok	ʋǐsok
odrediti	odrěːditi
propovjednik	propoʋjědniːk
voštanica	ʋoʃtǎnit͡sa
bolivijski	bǒliːʋiːjskiː
abortirati	abortǐːrati
monolog	monǒloɡ
dotrčavati	dotrt͡ʃǎːʋati
krčmica	kr̂t͡ʃmit͡sa
kozmički	kǒzmit͡ʃkiː
punoglasje	punǒɡlaːsje
procurivati	prot͡surǐːʋati
tuta	tûta
bridak	brîdak
zavidno	zǎːʋidno
neprimereno	neprǐmereno
spiritizam	spiritǐzam
glazba	ɡlǎzba
ažur	ǎʒuːr
nejasnoća	nejasnǒt͡ɕa
fon	fôːn
perfekcionizam	perfekt͡sionǐzam
častoljublje	t͡ʃâstoʎuːbʎe
zavada	zâːʋada
suzbiti	sǔzbiti
razgovor	râzɡoʋoːr
svinjar	sʋǐɲaːr
sportaš	spǒrtaːʃ
abdikacija	abdikǎːt͡sija
kućica	kût͡ɕit͡sa
zarobljenik	zarobʎěniːk
utičnica	ǔtit͡ʃnit͡sa
ukrcavati	ukrt͡sǎːʋati
tropopauza	tropopǎuza
štriherica	ʃtrîxerit͡sa
uobražavati	uobraʒǎːʋati
crkvenjak	t͡srkʋěɲaːk
mezopauza	mêzopauza
obeshrabriti	obesxrǎːbriti
poezija	pǒeːzija
polovica	polǒʋit͡sa
šalung	ʃǎlunɡ
letonija	lětoːnija
ritmički	rǐtmitʃkiː
tama	tǎːma
šugaman	ʃuɡǎmaːn
doprineti	doprǐneːti
decimetar	dět͡simetar
aluzija	ǎluːzija
ostanak	ǒstanak
večerati	ʋět͡ʃerati
proučiti	proǔt͡ʃiti
neobavezan	nêobaʋezan
neprepoznatljiv	neprepoznǎtʎiʋ
zatomljivati	zatomʎǐːʋati
ražanj	rǎːʒaɲ
odjekivati	odjekǐːʋati
ljubazan	ʎûbazan
proizvodno	prôizʋodno
alveolar	alʋeǒlaːr
pajzl	pǎjzl
njušiti	ɲûʃiti
balega	balěːɡa
krički	krît͡ʃkiː
agami	aɡǎːmi
shvatiti	sxʋâtiti
bojadisati	bojǎdisati
delatnica	dêlaːtnit͡sa
pribrojiti	pribrǒjiti
zaliti	zǎliti
gramatičar	ɡramǎtit͡ʃaːr
jašter	jâʃter
vetreuška	ʋetrěuʃka
pletenica	pletěnit͡sa
dentalan	děntaːlan
pozicija	pǒziːt͡sija
škamp	ʃkâːmp
antikvaran	ântikʋaːran
špilšul	ʃpîːlʃuːl
piskavac	pîskaʋat͡s
ljetos	ʎêtoːs
minuta	minǔːta
vedrina	ʋedrǐna
malteški	mǎlteːʃkiː
dopustivo	dopǔstiʋo
lavica	lǎʋit͡sa
hibernacija	xibernǎːt͡sija
umesto	ǔmesto
vrapčić	ʋrǎpt͡ʃit͡ɕ
aktualan	âktuaːlan
zapostaviti	zapǒstaʋiti
sajla	sâːjla
električar	elěktrit͡ʃaːr
temperament	temperǎment
šištati	ʃǐːʃtati
šleski	ʃlêskiː
nesumnjiv	nesǔmɲiʋ
lužički	lûʒit͡ʃkiː
zabušivati	zabuʃǐːʋati
ovjenčavati	oʋjent͡ʃǎːʋati
tešiti	têʃiti
godišnji	ɡǒdiʃɲiː
posrnuti	posřːnuti
samarija	sǎmaːrija
obeshrabrivati	obesxrabrǐːʋati
regresivno	rêɡresiːʋno
razodjenuti	razǒdjenuti
krap	krâp
dendi	dêndi
uzrokovati	ǔːzrokoʋati
bledoća	bledǒt͡ɕa
čudovišan	t͡ʃûdoʋiːʃan
krestušac	krestǔːʃat͡s
besvest	bêsʋeːst
trockizam	trot͡skǐzam
poslednji	pǒsledɲiː
spiralno	spǐraːlno
nahvaliti	naxʋǎːliti
vegetarijanski	ʋeɡetarǐjaːnskiː
antropološki	antropǒloʃkiː
drzak	dr̂zak
robovlasnik	robǒʋlaːsniːk
zasluženo	zǎsluːʒeno
sadržajno	sâdrʒaːjno
milosrdan	mîlosrːdan
buda	bǔːda
strojopis	strôjopiːs
liker	lǐkeːr
kvisling	kʋǐslinɡ
zlobnik	zlôbniːk
unutarnji	ǔnutaːrɲiː
otkrivati	otkrǐːʋati
žurnalist	ʒurnǎlist
investicija	inʋestǐːt͡sija
pozvati	pǒzʋati
koliba	kǒliba
sablažnjivo	sablǎʒɲiʋo
sjediti	sjěditi
brčkati	br̂t͡ʃkati
pipa	pîpa
ostrvo	ôstrʋo
vernica	ʋêːrnit͡sa
sramotan	srâmotan
čokot	t͡ʃôkot
kozlac	kǒzlat͡s
feministički	feminǐstitʃki
veriti	ʋêriti
rusinski	rǔsiːnskiː
krakelura	krakelǔːra
raspravljati	rǎspraʋʎati
demokrat	demǒkrat
neumitan	nêumiːtan
žvakač	ʒʋǎkaːt͡ʃ
besramnički	běsraːmnit͡ʃki
dragocjen	draɡǒt͡sjen
hercegovina	xěrt͡seɡoʋina
osloboditelj	oslobǒditeʎ
orački	ǒraːt͡ʃkiː
laik	lǎik
krasnorječje	krasnǒrjeːt͡ʃje
tužan	tǔːʒan
gripa	ɡrîpa
nastupati	nastǔːpati
pravovjerac	praʋoʋjěːrat͡s
kurtoazan	kûrtoaːzan
bezjak	bêzjaːk
košarkaški	koʃǎrkaːʃkiː
krivudav	kriʋǔdaʋ
junačiti	junǎːt͡ʃiti
pregrejavati	preɡrejǎːʋati
ponašanje	ponǎːʃaːɲe
pridruživati	pridruʒǐːʋati
jordanski	jǒrdanskiː
reprodukcija	reprodǔkt͡sija
alakati	alǎːkati
misloslovje	misloslovje
prokušavati	prokuʃǎːʋati
ruanda	rǔaːnda
aljamiado	aʎamiado
krakatost	krǎkatoːst
mir	mîːr
šahin	ʃǎːxin
glasač	ɡlǎsaːt͡ʃ
punašan	pûnaːʃan
raspoređivati	raspored͡ʑǐːʋati
anglofil	anɡlǒfiːl
prezent	prězent
atentat	atěntaːt
onesposobljivati	onesposobʎǐːʋati
golišavo	ɡolǐʃaʋo
neznalica	něznalit͡sa
cvat	t͡sʋâːt
jarak	jǎrak
bezglavo	bězɡlaʋo
tanzanija	tǎnzaːnija
goluždravac	ɡolǔʒdraʋat͡s
rudež	rǔːdeʒ
nestanak	něstanak
šampionski	ʃampǐoːnskiː
primorati	primǒːrati
minđuha	mǐnd͡ʑuxa
reproduktivan	rêproduktiːʋan
smiješan	smjěːʃan
zidar	zǐdaːr
urotnički	ǔrotnitʃkiː
očekivanje	ot͡ʃekǐːʋaːɲe
planeta	planěːta
antifašistkinja	antifǎʃistkiɲa
skakač	skǎkaːt͡ʃ
pretvarač	pretʋǎraːt͡ʃ
lepeza	lepěːza
arzuhal	arzǔxaːl
dogovarati	doɡoʋǎːrati
neprovjeren	neprǒʋjeren
netko	nêtko
duhovit	duxǒʋit
bambusov	bǎmbusoʋ
usisivač	usisǐʋaːt͡ʃ
cvit	t͡sʋîːt
mukom	mûːkom
bizantijski	bizǎntiːjskiː
bezboštvo	bězboʃtʋo
nestabilnost	nestabǐːlnoːst
tisućnik	tǐsut͡ɕniːk
televizor	telěʋiːzor
slavohlepno	slâʋoxleːpno
jasnost	jâsnoːst
sastavak	sǎːstaʋak
prelaziti	prělaziti
sat	sâːt
priznavati	priznǎːʋati
rastvoriti	rastʋǒriti
rased	rǎːsed
figurica	fiɡǔːrit͡sa
balegati	balěɡati
mukotrpan	mûkotrːpan
profit	prǒfiːt
primetan	prîmetan
sići	sîːt͡ɕi
nerazvodnjen	nerǎzʋodɲen
malodušje	malǒduːʃje
zvoniti	zʋǒniti
drvlje	dr̂ːʋʎe
alkoholni	ǎlkoxolniː
besplatno	běsplatno
granuti	ɡrǎnuti
obiman	ôbiːman
kriviti	krǐːʋiti
šaputati	ʃapǔtati
frivolan	frîʋoːlan
demon	děmoːn
misteriozan	mîsterioːzan
uočljiv	uǒt͡ʃʎiʋ
sloga	slôɡa
belič	belit͡ʃ
zaseban	zǎːseban
plimni	plîːmniː
izrađati	izrǎːd͡ʑati
jampski	jâmpskiː
klaviristkinja	klaʋǐristkiɲa
neverica	něʋerit͡sa
preračunavati	prerat͡ʃunǎːʋati
stideti	stǐːdeti
gora	ɡǒra
daktilografski	daktilǒɡrafski
čredo	t͡ʃrěːdo
luđački	lǔd͡ʑaːt͡ʃkiː
pozitivan	pôzitiːʋan
šakal	ʃâkal
engleska	ěnɡleːskaː
naporan	nǎːpoːran
kresati	krěsati
češnjak	t͡ʃěʃɲaːk
primetno	prîmetno
pronalazak	pronǎlazak
većati	ʋěːt͡ɕati
kristologija	kristolǒɡija
kotoranin	kôtoranin
smeće	smět͡ɕe
bahatost	bǎxatoːst
skupoća	skupǒt͡ɕa
bjelanjak	bjelǎːɲak
sustajati	sǔstajati
transcendentalnost	transt͡sendentǎːlnoːst
subotnji	sǔbotɲiː
žeđati	ʒěːd͡ʑati
kreveljiti	kreʋěːʎiti
ikada	îkada
milosrdnost	mîlosrːdnoːst
kreketati	krekětati
ljubiti	ʎǔːbiti
kidati	kîdati
špaga	ʃpǎːɡa
neverno	něʋerno
naučan	nǎːut͡ʃan
poštedjeti	poʃtěːdjeti
nepromišljen	neprǒmiʃʎen
kolera	kǒlera
rđati	řd͡ʑati
pogodnost	poɡǒːdnoːst
nezamijećen	nezǎmijeːt͡ɕen
gušt	ɡûʃt
njegovatelj	ɲeɡǒʋateʎ
kompetentan	kompetěntan
impersonalnost	impersonǎːlnoːst
cepiti	t͡sěːpiti
iscjeđivati	ist͡sjed͡ʑǐːʋati
pivski	pîːʋskiː
apatija	apǎtija
dijametralan	dîjametraːlan
sabotirati	sabotǐːrati
predsjedati	predsjěːdati
mart	mârt
biznismen	bǐznismen
izjava	îzjaʋa
krvopija	krʋǒpija
buditi	bǔːditi
perjanik	pěrjaniːk
inženjerski	inʒěɲeːrskiː
zalogaj	zâloɡaːj
srebren	srêbren
prometejski	promětejskiː
racionalistkinja	rat͡sionǎlistkiɲa
štucati	ʃtût͡sati
neregularan	nêreɡulaːran
duhan	dǔxaːn
tirana	tirǎna
pomorandža	pomǒraːnd͡ʒa
koncert	kǒnt͡sert
templar	těmplaːr
častoljubiv	t͡ʃastoʎǔbiʋ
skratiti	skrǎːtiti
secirati	set͡sǐːrati
svrstavati	sʋrstǎːʋati
otočje	ǒtoːt͡ʃje
aprilski	ǎpriːlskiː
zabubati	zabǔːbati
atički	ǎtit͡ʃkiː
golem	ɡǒlem
slabjeti	slâbjeti
namerno	nǎːmerno
podsjetiti	pǒdsjetiti
kozetina	kǒzetina
inkunabula	inkunǎbula
apstrakt	ǎpstrakt
bezvredan	bêzʋredan
cvetati	t͡sʋětati
rođen	rôd͡ʑen
čitanje	t͡ʃǐtaːɲe
osjećajnost	osjet͡ɕǎːjnoːst
trik	trîk
venčavati	ʋent͡ʃǎːʋati
trojka	trǒːjka
kšatrija	kʃǎtrija
listopad	lîstopaːd
fabrikant	fabrǐkant
laž	lâːʒ
podmazivati	podmazǐːʋati
sudbina	sûdbina
redukcija	redǔkt͡sija
sodomizirati	sodomizǐːrati
pravopisni	prâʋopiːsniː
automatski	autǒmatski
sicflajš	sǐt͡sflajʃ
visinomer	ʋîsinomeːr
prijevod	prjěːʋod
dlakavost	dlâkaʋoːst
znojiti	znǒjiti
opširno	ôpʃiːrno
propuštati	propǔːʃtati
zanoćati	zanǒt͡ɕati
nas	nâːs
nisko	nîsko
pomoću	pômot͡ɕu
podugačak	pôduɡat͡ʃak
iskonski	ǐskonskiː
šperštunde	ʃpêːrʃtunde
vid	ʋîːd
trunka	trûːnka
inteligentno	inteliɡěntno
budžak	bǔd͡ʒaːk
svadbeni	sʋǎdbeniː
gol	ɡôːl
sjeveroistočni	sjeʋeroǐstot͡ʃniː
antikvar	antǐkʋaːr
memorija	měmoːrija
cevčica	t͡sěʋt͡ʃit͡sa
šurjak	ʃûrjaːk
odvratno	ôdʋraːtno
hijerarhijski	xijerǎrxiːjskiː
pripovetka	prîpoʋeːtka
kompromitirati	kompromitǐːrati
skvrniti	skʋřːniti
prisno	prîsno
vračati	ʋrǎːt͡ʃati
muklost	mǔːkloːst
balistika	balǐstika
jutarnji	jûtaːrɲiː
gnjio	ɡɲîo
šnu	ʃnûː
razliti	rǎzliti
podšprajcati	pǒdʃprajt͡sati
džins	d͡ʒîːns
makroklima	mâkrokliːma
kunić	kǔniːt͡ɕ
predgrađe	prědɡraːd͡ʑe
ašiklija	aʃǐklija
mitološki	mitǒloʃkiː
oporeći	opǒret͡ɕi
jednosoban	jednǒsoban
fizioterapeutski	fizioterapěutskiː
meteorološki	meteorǒloʃki
statički	stǎtitʃkiː
beteg	bêteɡ
poreći	pǒret͡ɕi
laguna	laɡǔːna
listopadski	lîstopaːdskiː
epruveta	epruʋěta
uvjet	ǔːʋjet
kozičav	kǒzit͡ʃaʋ
longituda	lonɡitǔːda
zadremati	zadrěːmati
majmun	mǎjmun
saturn	sǎturn
slab	slâb
dotični	dǒtit͡ʃniː
red	rêːd
mnom	mnôːm
opravdanje	opraʋdǎːɲe
višeznačnost	ʋiʃěznat͡ʃnoːst
cimati	t͡sîmati
ubrati	ǔbrati
triptih	trǐptix
postupak	pǒstupak
kecelja	kět͡seʎa
kupa	kûpa
klizati	klǐːzati
kozličina	kǒzlit͡ʃina
osnovan	ôsnoʋaːn
odozgo	odǒzɡoː
umorno	ûmoːrno
jetrica	jêtrit͡sa
pravovaljanost	praʋoʋǎʎanoːst
zadavati	zadǎːʋati
moralizam	moralǐzam
ćeif	t͡ɕěif
čudesan	t͡ʃûdesan
rečica	rět͡ʃit͡sa
trend	trênd
lingvistika	linɡʋǐstika
šumica	ʃûmit͡sa
značajka	znât͡ʃaːjka
tisuću	tǐsut͡ɕu
pucnjava	pǔt͡sɲaʋa
književnički	kɲǐʒeːʋnitʃki
lider	lǐːder
pridjev	prǐːdjeʋ
mešanac	meʃǎːnat͡s
oštrilo	ǒʃtrilo
krstionica	krstiǒːnit͡sa
indoeuropski	indoěuroːpskiː
briselski	brǐselskiː
gorštakinja	ɡorʃtǎkiɲa
iskazivati	iskazǐːʋati
škrobiti	ʃkrǒbiti
nasljednica	nǎːsʎednit͡sa
tonzilektomija	tonzilektǒmija
dojiti	dǒjiti
licemjerno	lît͡semjeːrno
iako	îako
klofer	klǒːfer
zavodnički	zǎːʋodnit͡ʃkiː
baritona	barǐtona
induktivno	înduktiːʋno
verbalistički	ʋerbalǐstitʃkiː
vozač	ʋǒzaːt͡ʃ
kurdski	kûrdskiː
odiseja	odisěːja
sranje	srǎːɲe
opsada	ôpsada
također	takǒːd͡ʑer
punkt	pûnkt
nevelik	něʋelik
levica	lěʋit͡sa
plovidba	plǒʋidba
skriven	skrǐʋen
potkupiti	potkǔːpiti
jecaj	jêt͡saːj
mljekarski	mʎěkaːrskiː
episkop	ěpiskop
neprimjereno	neprǐmjereno
njegov	ɲěɡoʋ
nemac	něːmat͡s
bezdimni	bězdimniː
japanac	japǎːnat͡s
gospodična	ɡospodǐt͡ʃna
križovec	krǐːʒoʋet͡s
neuobičajen	neuobǐt͡ʃaːjen
adicija	adǐːt͡sija
svekar	sʋěkar
kancerogen	kânt͡seroɡeːn
ispraviti	ǐspraʋiti
volga	ʋôːlɡa
kašljati	kǎʃʎati
koljač	kǒʎaːt͡ʃ
obaviti	ǒbaʋiti
slep	slêːp
zadubiti	zadǔːbiti
blizina	blizǐna
žbuka	ʒbûka
čehno	t͡ʃêxno
simbolizirati	simbolizǐːrati
anegdotski	aněɡdotskiː
sociološki	sotsiǒloʃki
pjesma	pjêsma
oba	ôba
sabornički	sǎːbornit͡ʃkiː
bespoštedno	bêspoʃteːdno
okrugao	okrǔːɡao
motocikl	motot͡sǐkl
ritual	ritǔaːl
ćudoredno	t͡ɕûdoreːdno
baštinica	bâʃtinit͡sa
svetkovati	sʋetkǒʋati
obučavati	obut͡ʃǎːʋati
osedlavati	osedlǎːʋati
bezvjernica	bězʋjeːrnit͡sa
samleti	sǎmleti
prošlogodišnji	proʃloɡǒdiʃɲiː
doznati	dǒznati
budzašto	bǔdzaʃto
presvući	prěsʋuːt͡ɕi
prepoznavati	prepoznǎːʋati
crvenjeti	t͡srʋěɲeti
anilin	anǐliːn
spiritualno	spîrituaːlno
licemerka	lît͡semeːrka
frekventan	frekʋěntan
lazar	lâzaːr
historijski	xistǒriːjskiː
analgetički	analɡětit͡ʃkiː
ustupati	ustǔːpati
lagumdžija	laɡǔmd͡ʒija
slučaj	slût͡ʃaːj
zablešćivati	zableʃt͡ɕǐːʋati
razglobiti	razɡlǒbiti
sluzav	slûzaʋ
doslovno	dǒːsloːʋno
šematski	ʃěmatski
naftovod	nâftoʋoːd
krivokletnik	kriʋǒkletniːk
gušter	ɡûʃter
pravno	prâːʋno
vranj	ʋrâːɲ
jednostavnost	jednostǎːʋnoːst
tajkun	tǎjkuːn
ubica	ǔbit͡sa
nahuškati	nǎxuʃkati
federalistički	federalǐstit͡ʃkiː
naseljenički	naseʎěniːt͡ʃkiː
danak	dǎːnak
suziti	sûziti
daktilografkinja	daktilǒɡrafkiɲa
ksenofobija	ksenofǒbija
antologija	antolǒɡija
košuljica	kǒʃuʎit͡sa
vitrina	ʋitrǐːna
sažeti	sǎʒeːti
pojedinačno	pojedǐnat͡ʃno
sklopiti	sklǒpiti
piti	pîti
križopuće	kriʒǒpuːt͡ɕe
jedriti	jědriti
psihički	psǐxitʃkiː
srpanjski	sr̂ːpaɲskiː
lučonoša	lut͡ʃǒnoʃa
otploviti	otplǒʋiti
kad	kâd
biljojed	bîʎojeːd
bukureštanski	bukurěʃtaːnskiː
izbeživ	izběʒiʋ
tricikl	trit͡sǐkl
maroko	marǒko
šporna	ʃpǒːrna
mučan	mût͡ʃan
zadiviti	zadǐːʋiti
ambulantni	ambǔlantniː
platina	plǎtina
kovrčav	kǒʋrt͡ʃaʋ
nevjerica	něʋjerit͡sa
nabirati	nǎbirati
dekret	děkreːt
rudača	rǔdat͡ʃa
korzika	kǒrzika
bezalkoholan	bězalkoxoːlan
prosvednik	prǒsʋedniːk
pigmejski	pǐɡmejskiː
ireverzibilnost	ireʋerzibǐːlnoːst
prebaciti	prebǎːt͡siti
zamerljiv	zaměrʎiʋ
licemjerje	lît͡semjeːrje
suncostaj	sûnt͡sostaːj
zgrada	zɡrâda
zatišje	zǎːtiːʃje
totemistički	totemǐstit͡ʃkiː
homogenost	xômoɡeːnoːst
svraćati	sʋrât͡ɕati
predziđe	prědziːd͡ʑe
znatiželja	znâtiʒeʎa
uzastopno	ûzastopno
brižan	brîʒan
veteran	ʋetěraːn
poprijeko	pôprijeːko
kuhar	kûxaːr
razumjeti	razǔmjeti
dugovječan	dûɡoʋjet͡ʃan
šmajser	ʃmǎjser
dremašina	drêːmaʃiːna
štrajk	ʃtrâjk
tenis	těːnis
vješati	ʋjêʃati
identitet	identǐteːt
dočekivati	dot͡ʃekǐːʋati
stečaj	stêt͡ʃaːj
komunicirati	komunit͡sǐːrati
olabaviti	ǒlabaʋiti
letjelica	lětjelit͡sa
marsovski	mârsoʋskiː
zelen	zělen
naguravati	naɡurǎːʋati
zaludu	zalǔːdu
obaveštenost	obǎʋeːʃtenoːst
cenzor	t͡sênzor
samaritanac	samaritǎːnat͡s
slediti	slěːditi
pokušati	pǒkuʃati
stići	stît͡ɕi
malaksavati	malaksǎːʋati
golman	ɡôlman
legalno	lěɡaːlno
sliv	slîːʋ
besposlica	běsposlit͡sa
gojiti	ɡǒjiti
sjećati	sjêt͡ɕati
polutama	pôlutaːma
njem	ɲêm
telefonski	telěfoːnski
sejač	sějaːt͡ʃ
besciljan	bêst͡siːʎan
buntovnik	bǔntoːʋniːk
uzetost	ûzeːtoːst
piletina	pǐletina
pravovremenost	prâʋoʋremenoːst
popravljačica	popraʋʎǎt͡ʃit͡sa
pandora	pandǒːra
englez	ěnɡleːz
smrtonosno	smrtǒnosno
ostvariti	ostʋǎːriti
današnji	dǎnaʃɲiː
parižanin	parǐːʒanin
duhnuti	dǔːxnuti
plavokrvan	plâʋokrːʋan
skleroza	sklerǒːza
začarano	zǎt͡ʃaːraːno
ledina	lědina
dovoziti	doʋǒziti
šarmantan	ʃarmǎntan
lojalno	lǒjaːlno
šanac	ʃânat͡s
polomiti	polǒmiti
štopati	ʃtǒːpati
pastrmka	pâstrːmka
nabijač	nabǐjaːt͡ʃ
bliskost	blîskoːst
rumelijski	rǔmeːliːjskiː
heliocentrizam	xeliot͡sentrǐzam
izjednačiti	izjednǎːt͡ʃiti
procenjivati	prot͡seɲǐːʋati
ašikluk	aʃǐkluk
šlajfa	ʃlâːjfa
kampidolj	kampǐdoʎ
pretjerano	prětjeraːno
fusnota	fûsnoːta
afel	ǎfel
jajnik	jâːjniːk
izbečiti	izběːt͡ʃiti
akustika	akǔstika
dača	dât͡ʃa
šparta	ʃpâːrta
kauč	kâuːt͡ʃ
ljudožder	ʎudǒʒder
emancipacija	emant͡sipǎːt͡sija
biti	bîti
koncentričan	kont͡sěntrit͡ʃan
progristi	prǒɡristi
zloupotrebiti	zloupotrěːbiti
parola	parǒːla
zorom	zǒroːm
izdvojiti	izdʋǒjiti
netaktično	netǎktit͡ʃno
kreketuša	krekětuʃa
žabetina	ʒabětina
baskijski	bâskiːjskiː
skalpel	skǎlpel
heterozigot	xeterozǐɡoːt
zapovjednik	zapoʋjědniːk
nećemo	nêːt͡ɕeːmo
bojan	bǒjan
postotak	pǒstotak
krčkati	kr̂t͡ʃkati
zgrušati	zɡrǔʃati
devijacija	deʋijǎːt͡sija
zlovoljno	zlǒʋoːʎno
uspavati	uspǎːʋati
suprotstaviti	suprǒtstaʋiti
retrofleksan	rêtrofleksan
pripomenuti	pripoměːnuti
glavat	ɡlǎʋat
dah	dâx
torzijski	tǒrziːjskiː
odmerenost	ǒdmerenoːst
azija	âːzija
vepar	ʋêpar
ispričavati	isprit͡ʃǎːʋati
balega	bâleɡa
železnički	ʒěleznit͡ʃkiː
carigradski	t͡sǎriɡradskiː
štosdemfer	ʃtôːsdemfer
kontati	kǒntati
akomodirati	akomodǐːrati
kečevi	kěːt͡ʃeʋi
krmni	kr̂mniː
posetitelj	posětiteʎ
doktorat	doktǒraːt
patogen	pâtoɡeːn
nesimetričnost	nesimětrit͡ʃnoːst
špotati	ʃpôtati
jed	jêːd
p	p
nudizam	nudǐzam
neuvjerljiv	neuʋjěrʎiʋ
progovarati	proɡoʋǎːrati
beskonačno	bêskonat͡ʃno
razgolićivati	razɡolit͡ɕǐːʋati
nepoverljivo	nepoʋěrʎiʋo
besediti	běsediti
uvoditi	uʋǒditi
cvjećarstvo	t͡sʋjet͡ɕǎːrstʋo
nevesta	něʋesta
zajednički	zâjednitʃkiː
kalokagatija	kalokaɡǎtija
kriptopolitički	kriptopolǐtit͡ʃkiː
izbacivati	izbat͡sǐːʋati
preživljavati	preʒiʋʎǎːʋati
ulica	ûlit͡sa
nard	nârd
traljavost	trâʎaʋoːst
mamica	mâmit͡sa
lemur	lěmuːr
jabukovina	jâbukoʋina
znak	znâːk
polubrat	polǔbrat
gošća	ɡǒʃt͡ɕa
pristati	prǐstati
čeh	t͡ʃêx
nepraktično	nêpraktit͡ʃno
pastorče	pâstort͡ʃe
ljuljkati	ʎûʎkati
vaš	ʋâːʃ
nadležan	nǎːdleʒan
besvjesnost	běsʋjesnoːst
šimfati	ʃîmfati
norveška	nǒrʋeʃkaː
krkuša	křkuʃa
opijat	opǐjaːt
jeza	jěːza
vena	ʋěːna
prošli	prôʃliː
podjarmiti	podjǎːrmiti
razorno	rǎːzoːrno
zapovedati	zapoʋěːdati
dostava	dôstaʋa
sedoća	sedǒt͡ɕa
okrasti	ǒkrasti
porobljavati	porobʎǎːʋati
sudbonosnost	sudbǒnosnoːst
svećar	sʋět͡ɕaːr
napalm	nǎpalm
grabiti	ɡrâbiti
tvor	tʋôːr
baciti	bǎːt͡siti
podroban	pôdroban
suveren	sǔʋeren
amerika	aměrika
pušioničar	puʃiǒnit͡ʃar
kruna	krûna
avenija	avěːnija
zmaj	zmâj
primjetno	prîmjetno
severnjača	seʋěːrɲat͡ʃa
dijagnostički	dijaɡnǒstit͡ʃkiː
kontradikcija	kontradǐkt͡sija
hvatač	xʋǎtaːt͡ʃ
lascivan	lǎst͡siːʋan
štaviše	ʃtǎʋiʃe
višak	ʋǐːʃak
košute	kǒʃute
bedro	bědro
igrališni	ǐɡraliːʃniː
brisati	brîsati
ćup	t͡ɕûp
pešačiti	peʃǎːt͡ʃiti
muva	mǔʋa
buditelj	bǔditeʎ
adenski	ǎːdenskiː
neste	něːste
aktivno	âktiːʋno
dodatno	dôdaːtno
intenzivan	întenziːʋan
odstrijeliti	odstrijěːliti
obrtati	ǒbrtati
zoologija	zoolǒɡija
uštinuti	uʃtǐːnuti
crnogorični	t͡srnoɡǒrit͡ʃniː
spremiti	sprěːmiti
neodlučeno	neǒdluːt͡ʃeno
deka	dêka
negve	nêɡʋe
folklor	fǒlkloːr
tješiti	tjêʃiti
prigovaralo	priɡoʋǎːralo
pješadija	pjeʃǎdija
lastavica	lâstaʋit͡sa
grijati	ɡrîjati
palestinski	palěstiːnski
nedefiniran	nedefǐniːraːn
jedro	jêdro
otočić	ǒtot͡ʃit͡ɕ
spektakularno	spêktakulaːrno
fisija	fǐːsija
uverljivost	uʋěrʎiʋoːst
riječca	rijět͡ʃt͡sa
grlo	ɡr̂lo
nogica	nǒɡit͡sa
opsedati	opsěːdati
krpenjača	krpěɲat͡ʃa
haramija	xarǎmija
nafta	nâfta
kovčeg	kǒʋt͡ʃeɡ
močvara	mǒt͡ʃʋara
izomorfan	izomǒrfaːn
neizvjestan	nêizʋjestan
dvojba	dʋǒjba
spevati	spêʋati
viski	ʋîski
bokvica	bôkʋit͡sa
kaolinit	kaolǐniːt
rudeti	rǔːdeti
krijumčarstvo	krijumt͡ʃǎːrstʋo
zloglasan	zlǒɡlasan
afereza	afěreza
samoobrana	samoǒbrana
primetljivo	primětʎiʋo
obdariti	obdǎːriti
