سىستېمىسى	sˌɪstemˈɪsɪ
بەكلا	bˈæklɑ
گرام	ɡrˈɑm
كىلومەتەر	kˌɪlomˈætær
ئادەملەرنى	ˌɑdæmlˈærnɪ
شىمالىغا	ʃˌɪmɑlˈɪʁɑ
ئارىلىقى	ˌɑɾɪlˈɪqɪ
ئۇيغۇرلارنىڭ	ˌujʁurlˈɑrnɪŋ
ئايلىنىش	ɑjlˈɪnɪʃ
باسقان	bˈɑsqɑn
كىشىلەرنىڭ	kˌɪʃɪlˈærnɪŋ
ئۈچۈنلا	yt͡ʃˈynlɑ
قېلىشى	qelˈɪʃɪ
ئۆيگە	ˈœjɡæ
كونترول	kˈontrol
جايلىرىدا	d͡ʒˌɑjlɪɾˈɪdɑ
بېرى	bˈeɾɪ
تەيىنلەنگەن	tˌæjɪnlˈænɡæn
تەرىقىدە	tˌæɾɪqˈɪdæ
شۇنى	ʃˈunɪ
كىتاپ	kˈɪtɑp
خانغا	χˈɑnʁɑ
تىببىي	tˈɪbbɪj
ئۇچۇپ	ˈut͡ʃup
ئەمدىلا	æmdˈɪlɑ
تۈگەپ	tˈyɡæp
تۇرمۇش	tˈurmuʃ
بەشىنچى	bæʃˈɪnt͡ʃɪ
ئەي	ˈæj
زەيدىن	zˈæjdɪn
گېن	ɡˈen
چەمبەر	t͡ʃˈæmbær
قاغان	qˈɑʁɑn
ئېقىمى	eqˈɪmɪ
يولىدىكى	jˌolɪdˈɪkɪ
ۋەتەندە	wætˈændæ
مەكتەپتە	mæktˈæptæ
ئەمدى	ˈæmdɪ
ئېلىنىدۇ	ˌelɪnˈɪdu
ئۆز	ˈœz
كۆرۈنگەن	kœɾˈynɡæn
مۇستەقىل	mustˈæqɪl
ئەسكى	ˈæskɪ
ئەسىرنىڭ	æsˈɪrnɪŋ
قىسىملىق	qɪsˈɪmlɪq
يۇيۇپ	jˈujup
ئاھالىنىڭ	ˌɑhɑlˈɪnɪŋ
ئۆزگىچە	œzɡˈɪt͡ʃæ
خوجا	χˈod͡ʒɑ
ياز	jˈɑz
كىملىكى	kɪmlˈɪkɪ
ئۆگىنىدۇ	ˌœɡɪnˈɪdu
گەۋدە	ɡˈæwdæ
ئۈچىنچى	yt͡ʃˈɪnt͡ʃɪ
ژۇرنال	ʒˈurnɑl
بوشلۇقى	boʃlˈuqɪ
مەجبۇرىيىتىنى	mˌæd͡ʒbuɾˌɪjɪtˈɪnɪ
قالدۇق	qˈɑlduq
ئۆينىڭ	ˈœjnɪŋ
كەبىسە	kæbˈɪsæ
ئەنئەنىسى	ˌænænˈɪsɪ
ئىرقى	ˈɪrqɪ
سورايمەن	soɾˈɑjmæn
ئۇنىڭدىن	unˈɪŋdɪn
مانا	mˈɑnɑ
ئەسەرلەر	æsˈærlær
مۇھەببەت	muhˈæbbæt
ئاشقان	ˈɑʃqɑn
ئەرلەرنىڭ	ærlˈærnɪŋ
لەشكەر	lˈæʃkær
توختىماي	toχtˈɪmɑj
ئەھۋالغا	æhwˈɑlʁɑ
ھۆكۈمەتنىڭ	hˌœkymˈætnɪŋ
كېتەتتى	ketˈættɪ
قولغا	qˈolʁɑ
كى	kˈɪ
يول	jˈol
خەلىق	χˈælɪq
ئاتوم	ˈɑtom
تەجەللىنىڭ	tˌæd͡ʒællˈɪnɪŋ
قەلبىدە	qælbˈɪdæ
بېرىپ	bˈeɾɪp
موڭغۇلىيە	mˌoŋʁulˈɪjæ
زىچ	zˈɪt͡ʃ
باشقىلارغا	bˌɑʃqɪlˈɑrʁɑ
جىگدە	d͡ʒˈɪɡdæ
قىلىنسا	qɪlˈɪnsɑ
سوئال	sˈoɑl
تىجارىتى	tˌɪd͡ʒɑɾˈɪtɪ
ئاڭ	ˈɑŋ
قارار	qˈɑɾɑr
بەرپا	bˈærpɑ
باشلىدى	bɑʃlˈɪdɪ
مىليارد	mˈɪljɑrd
كۈنلۈك	kˈynlyk
تىپى	tˈɪpɪ
ئۆتمەي	ˈœtmæj
ئوقۇغۇچى	ˌoquʁˈut͡ʃɪ
قىسمىدىن	qɪsmˈɪdɪn
ئۇلارنىڭ	ulˈɑrnɪŋ
سەۋىيىسى	sˌæwɪjˈɪsɪ
بۆلۈنگەن	bœlˈynɡæn
ئۆزەمنىڭ	œzˈæmnɪŋ
ۋاقىتنى	wɑqˈɪtnɪ
مۇھىمى	muhˈɪmɪ
دەلىل	dˈælɪl
ياشايدۇ	jɑʃˈɑjdu
ئىچىگە	ɪt͡ʃˈɪɡæ
قاراشەھەر	qˌɑɾɑʃˈæhær
نەشرى	nˈæʃrɪ
كۆرىدىغان	kˌœɾɪdˈɪʁɑn
ئادەتتە	ɑdˈættæ
ناخشا	nˈɑχʃɑ
گېزىتى	ɡezˈɪtɪ
ئۈستۈن	ˈystyn
پىلانلىق	pɪlˈɑnlɪq
ئۈنۈم	ˈynym
ئامىللارنى	ˌɑmɪllˈɑrnɪ
شۇلارنىڭ	ʃulˈɑrnɪŋ
پەرزەنت	pˈærzænt
ئارىلىقتا	ˌɑɾɪlˈɪqtɑ
سىرتىغا	sɪrtˈɪʁɑ
مەھەللە	mæhˈællæ
نەزەرىيە	nˌæzæɾˈɪjæ
مەنىدىن	mænˈɪdɪn
