hokimiyatiga	hˌɑkymˌyjætˈyɡæ
xudoning	χʊdˈɑnyŋ
soʻzlarni	sozlˈæɾny
kuyi	kˈʊjy
asoslar	æsˈɑslæɾ
saylanadi	sˌæjlænˈædy
Polsha	pˈɑɫʃæ
gumoral	ɡʊmˈɑɾæɫ
himoyachisi	hˌymɑjæt͡Sˈysy
koʻpaydi	kopˈæjdy
tolali	tɑlˈæɫy
Rizo	ɾˈyzɑ
Rassom	ɾˈæssɑm
qovun	qˈɑʋʊn
Litva	ɫˈytʋæ
aniqroq	ænˈyqɾɑq
tilga	tˈyɫɡæ
xizmatlari	χˌyzmætlˈæɾy
tayyorlov	tæjjˈɑɾɫɑʋ
musiqasini	mˌʊsyqæsˈyny
qilich	qˈyɫyt͡S
fonologik	fˌɑnɑɫˈɑɡyk
oshmasligi	ˌɑʃmæsɫˈyɡy
Niderlandlar	nˌydeɾlˈændlæɾ
Alpomish	æɫpˈɑmyʃ
havo	hˈæʋɑ
boʻyiga	bojˈyɡæ
toʻrtinchi	toɾtˈynt͡Sy
parchalanib	pˌæɾt͡Sælˈænyb
yoysimon	jɑjsˈymɑn
Doston	dˈɑstɑn
kuchga	kˈʊt͡Sɡæ
tadqiq	tˈædqyq
ishlab	ˈyʃlæb
dominant	dɑmˈynænt
atab	ˈætæb
Homiladorlik	hˌɑmylædˈɑɾɫyk
muzeyida	mˌʊzejˈydæ
qaratildi	qˌæɾætˈyɫdy
Frank	fɾˌænk
ahamiyatini	ˌæhæmˌyjætˈyny
ka	kˈæ
Bunday	bˈʊndæj
florasi	fɫˌɑɾˈæsy
professori	pɾɑfˌessˈɑɾy
organizmlarga	ˌɑɾɡænyzmlˈæɾɡæ
oxiriga	ˌɑχyɾˈyɡæ
Mir	mˈyɾ
fermenti	fˌeɾmˈenty
teriga	teɾˈyɡæ
kamer	kˈæmeɾ
Suyuqlik	sʊjˈʊqɫyk
goʻsht	ɡˈoʃt
yadrosining	jˌædɾɑsˈynyŋ
Toʻgʻri	tˈoʁɾy
rozi	ɾˈɑzy
davolashda	dˌæʋɑlˈæʃdæ
Tuproqning	tʊpɾˈɑqnyŋ
pichan	pˈyt͡Sæn
nuqta	nˈʊqtæ
mahsuldorligi	mˌæhsʊɫdɑɾɫˈyɡy
Toʻxtamish	toχtˈæmyʃ
yuviladi	jˌʊʋylˈædy
Mamlakatdagi	mˌæmlækætdˈæɡy
Tellur	tˈeɫɫʊɾ
janrdagi	d͡ʒænɾdˈæɡy
sellyulozaqogʻoz	sˌeɫɫjʊɫˌɑzæqˈɑʁɑz
preparatlar	pɾˌepæɾˈætlæɾ
harakatlariga	hˌæɾækˌætlæɾˈyɡæ
singli	sˈyŋɫy
alifbo	æɫˈyfbˌɑ
Yosh	jˈɑʃ
Aflotun	æfɫˌɑtʊn
anatomiyasi	ˌænætˌɑmyjˈæsy
Fan	fˌæn
maxsus	mˈæχsʊs
tepalik	tepˈæɫyk
tormor	tˈɑɾmɑɾ
chiqishiga	t͡Sˌyqyʃˈyɡæ
malikasi	mˌæɫykˈæsy
xaqida	χæqˈydæ
ishlatilgan	ˌyʃlætˈyɫɡæn
dukkakli	dʊkkˈækɫy
uygʻunlashib	ˌʊjʁʊnlˈæʃyb
maorif	mæˈɑɾyf
qonunga	qɑnˈʊŋæ
hujayralarning	hˌʊd͡ʒæjɾælˈæɾnyŋ
shagʻal	ʃˈæʁæɫ
Yan	jˈæn
qurishga	qʊɾˈyʃɡæ
qoplamalar	qˌɑplæmˈælæɾ
mamlakatlaridan	mˌæmlækˌætlæɾˈydæn
eritma	eɾˈytmæ
Chet	t͡Sˈet
fond	fˌɑnd
havzasidagi	hˌæʋzæsydˈæɡy
shudgor	ʃˈʊdɡɑɾ
tarzini	tæɾzˈyny
rais	ɾˈæys
oqishi	ɑqˈyʃy
mudofaa	mˌʊdɑfˌææ
qoplangan	qɑplˈæŋæn
xulosa	χʊɫˈɑsæ
fazo	fˌæzɑ
Zomin	zˈɑmyn
alohida	ˌæɫɑhˈydæ
ustalar	ʊstˈælæɾ
umumlashtirilgan	ˌʊmʊmlˌæʃtyɾˈyɫɡæn
artilleriya	ˌæɾtyɫleɾˈyjæ
Sharqi	ʃˈæɾqy
tugʻruqxona	tˌʊʁɾʊqχˈɑnæ
Universiteti	ˌʊnyʋˌeɾsytˈety
aniqlash	ænˈyqlæʃ
metamorfik	mˌetæmˈɑɾfˌyk
topa	tˈɑpæ
bilishning	byɫˈyʃnyŋ
ning	nˈyŋ
qildirgan	qyɫdˈyɾɡæn
yozilgan	jɑzˈyɫɡæn
qatnashchisi	qˌætnæʃt͡Sˈysy
xonaki	χɑnˈæky
bayoni	bæjˈɑny
oʻtkazgich	otkˈæzɡyt͡S
maslahati	mˌæslæhˈæty
yasalishi	jˌæsæɫˈyʃy
muzliklar	mʊzɫˈyklæɾ
taqiqlangan	tˌæqyqlˈæŋæn
dunyosini	dˌʊnjɑsˈyny
styalari	stjælˈæɾy
Quyosh	qˈʊjɑʃ
Andijon	ændˈyd͡ʒɑn
Kundalik	kʊndˈæɫyk
Yuriy	jˈʊɾyj
burchak	bˈʊɾt͡Sæk
Bor	bˈɑɾ
qilsa	qˈyɫsæ
majburiyat	mˌæd͡ʒbʊɾˈyjæt
xususan	χʊsˈʊsæn
chiqariladigan	t͡Sˌyqæɾˌylædˈyɡæn
qoʻshiniga	qˌoʃynˈyɡæ
iloji	yɫˈɑd͡ʒy
yozdi	jˈɑzdy
klub	kɫˈʊb
tiklanishi	tˌyklænˈyʃy
jagʻ	d͡ʒˈæʁ
shaxsning	ʃˈæχsnyŋ
YUNESKO	jʊnˈeskɑ
rasm	ɾˈæsm
yaratishgan	jˌæɾætˈyʃɡæn
elektrik	elˈektɾyk
tarmoqlariga	tˌæɾmɑqlæɾˈyɡæ
ibora	ybˈɑɾæ
aniqlaydigan	ˌænyqlæjdˈyɡæn
kulgili	kʊɫɡˈyɫy
Texasda	teχˈæsdæ
holati	hɑlˈæty
nisbati	nysbˈæty
xristianlik	χɾˌystyˈænɫyk
dalillar	dæɫˈyɫlæɾ
tuguni	tʊɡˈʊny
Turkmanistonda	tˌʊɾkmænystˈɑndæ
boshni	bˈɑʃny
koʻpaygan	kopˈæjɡæn
hujayrali	hˌʊd͡ʒæjɾˈæɫy
majlislar	mæd͡ʒɫˈyslæɾ
teztez	tˈeztez
nazoratni	nˌæzɑɾˈætny
shakllandi	ʃækɫlˈændy
keltirish	keɫtˈyɾyʃ
yoʻnaltiruvchi	jˌonæɫtyɾˈʊʋt͡Sy
takrorlanuvchi	tˌækɾɑɾlænˈʊʋt͡Sy
suratlar	sʊɾˈætlæɾ
nobud	nˈɑbʊd
platina	plætˈynæ
haftadan	hæftˌædæn
binolarini	bˌynɑlæɾˈyny
linza	ɫˈynzæ
fazoda	fˌæzˈɑdæ
vaqti	ʋˈæqty
kuzda	kˈʊzdæ
tashrifi	tæʃɾˈyfˌy
chap	t͡Sˈæp
fil	fˌyɫ
qonunni	qɑnˈʊnny
Va	ʋˈæ
sintetik	syntˈetyk
yoʻqligi	joqɫˈyɡy
qurilishlar	qˌʊɾyɫˈyʃlæɾ
unumdorligi	ˌʊnʊmdɑɾɫˈyɡy
qarashli	qæɾˈæʃɫy
suvni	sˈʊʋny
kraxmal	kɾˈæχmæɫ
tuzatish	tʊzˈætyʃ
kuchidan	kʊt͡Sˈydæn
chikdi	t͡Sˈykdy
irqi	ˈyɾqy
intilishi	ˌyntyɫˈyʃy
Xan	χˈæn
nurlanishi	nˌʊɾlænˈyʃy
qizdiriladi	qˌyzdyɾylˈædy
oʻrtasiga	ˌoɾtæsˈyɡæ
soʻl	sˈoɫ
Umarxon	ʊmˈæɾχɑn
boshlangan	bɑʃlˈæŋæn
Chust	t͡Sˈʊst
Sogʻlom	sˈɑʁɫɑm
saylanadigan	sˌæjlænædˈyɡæn
chuqurlikda	t͡Sˌʊqʊɾɫˈykdæ
kurorti	kʊɾˈɑɾty
aylantiradi	ˌæjlæntyɾˈædy
faslida	fˌæsɫˈydæ
keltirdi	keɫtˈyɾdy
perpendikulyar	pˌeɾpendykˈʊɫjæɾ
mos	mˈɑs
Maqbara	mæqbˈæɾæ
uzoqdan	ʊzˈɑqdæn
talqini	tæɫqˈyny
yuradi	jʊɾˈædy
Ali	ˈæɫy
vazifasi	ʋˌæzyfˌæsy
tushuvchi	tʊʃˈʊʋt͡Sy
ildizlari	ˌyɫdyzlˈæɾy
kishilar	kyʃˈylæɾ
koʻchirildi	kˌot͡Syɾˈyɫdy
yurti	jˈʊɾty
gullab	ɡˈʊɫlæb
toʻplaydi	toplˈæjdy
zich	zˈyt͡S
Tez	tˈez
subekvatorial	sˌʊbekʋˌætɑɾˈyæɫ
Toshkentdagi	tˌɑʃkentdˈæɡy
mustaqilligini	mˌʊstæqˌyɫɫyɡˈyny
Asarlari	ˌæsæɾlˈæɾy
Bularga	bʊlˈæɾɡæ
kanalning	kænˈæɫnyŋ
мумкин	mˈʊmkyn
hodisalari	hˌɑdysælˈæɾy
parazit	pæɾˈæzyt
sportning	spˈɑɾtnyŋ
oblast	ˈɑblæst
yuzini	jʊzˈyny
gʻaltak	ʁˈæɫtæk
qayta	qˈæjtæ
dogʻlar	dˈɑʁlæɾ
Qirol	qˈyɾɑɫ
optimal	ɑptˈymæɫ
chempionati	t͡Sˌempyɑnˈæty
salmogʻi	sæɫmˈɑʁy
tuzalib	tʊzˈæɫyb
Sharqdagi	ʃæɾqdˈæɡy
ashyosini	ˌæʃjɑsˈyny
qoʻllanilgan	qˌoɫlænˈyɫɡæn
voqealariga	ʋˌɑqeˌælæɾˈyɡæ
keskin	kˈeskyn
yadrosi	jædɾˈɑsy
tarkibli	tæɾkˈybɫy
Musobaqa	mˌʊsɑbˈæqæ
antitsikloni	ˌæntytsykɫˈɑny
bemorni	bemˈɑɾny
bayrami	bæjɾˈæmy
holdagi	hɑɫdˈæɡy
koʻringan	koɾˈyŋæn
oʻqqa	ˈoqqæ
etik	ˈetyk
qochgan	qˈɑt͡Sɡæn
qatnovi	qætnˈɑʋy
Chung	t͡Sˈʊŋ
oxiridan	ˌɑχyɾˈydæn
madhiyasi	mˌædhyjˈæsy
kasallangan	kˌæsæɫlˈæŋæn
nafas	nˈæfˌæs
chiqarishning	t͡Sˌyqæɾˈyʃnyŋ
kasalxonalar	kˌæsæɫχɑnˈælæɾ
tanlab	tˈænlæb
harakatlanadi	hˌæɾækˌætlænˈædy
kafedrasida	kæfˌedɾæsˈydæ
shunda	ʃˈʊndæ
urma	ˈʊɾmæ
shartnomasining	ʃˌæɾtnɑmæsˈynyŋ
nur	nˈʊɾ
Nigeriya	nˌyɡeɾˈyjæ
SSR	ˌesˌesˈeɾ
oʻtuvchi	otˈʊʋt͡Sy
xossasiga	χˌɑssæsˈyɡæ
jamiyatdagi	d͡ʒˌæmyjætdˈæɡy
temperatura	tˌempeɾætˈʊɾæ
ikkinchi	ykkˈynt͡Sy
Armanistonda	ˌæɾmænystˈɑndæ
Inqilob	ynqˈyɫɑb
yigʻish	jˈyʁyʃ
difteriya	dyftˌeɾˈyjæ
fakat	fˌækæt
Metro	mˈetɾɑ
dunyodagi	dˌʊnjɑdˈæɡy
teatrda	teˈætɾdæ
Aholini	ˌæhɑɫˈyny
faunasi	fˌæʊnˈæsy
Buni	bˈʊny
universitetining	ˌʊnyʋˌeɾsytetˈynyŋ
amalga	æmˈæɫɡæ
federatsiya	fˌedeɾætsˈyjæ
choʻqqisi	t͡Soqqˈysy
vakillari	ʋˌækyɫlˈæɾy
kunning	kˈʊnnyŋ
ortidan	ɑɾtˈydæn
yashirin	jæʃˈyɾyn
toʻplanib	toplˈænyb
kechish	kˈet͡Syʃ
oʻqituvchilari	ˌoqytˌʊʋt͡Sylˈæɾy
harakatlanuvchi	hˌæɾækˌætlænˈʊʋt͡Sy
kislotasi	kˌysɫɑtˈæsy
aviatsiyasi	ˌæʋyˌætsyjˈæsy
tolalardan	tˌɑlælˈæɾdæn
qutb	qˈʊtb
hosilalari	hˌɑsylælˈæɾy
mazmunga	mæzmˈʊŋæ
insonga	ynsˈɑŋæ
tashlagan	tæʃlˈæɡæn
qayt	qˈæjt
qisqa	qˈysqæ
Italiyaning	ˌytæɫyjˈænyŋ
farmon	fˌæɾmɑn
qoʻshiqlar	qoʃˈyqlæɾ
elementlarni	ˌelementlˈæɾny
pasttekisligi	pˌæsttekysɫˈyɡy
atomlarining	ˌætɑmlæɾˈynyŋ
tafovutlar	tæfˌɑʋˈʊtlæɾ
nayza	nˈæjzæ
voqea	ʋɑqˈeæ
bezaklari	bˌezæklˈæɾy
oksidi	ɑksˈydy
kuchi	kˈʊt͡Sy
Qizil	qˈyzyɫ
buzilgan	bʊzˈyɫɡæn
obrazli	ɑbɾˈæzɫy
Soʻzlashuvchilarning	sˌozlæʃˌʊʋt͡Sylˈæɾnyŋ
Qad	qˈæd
biriga	byɾˈyɡæ
yodgorliklar	jˌɑdɡɑɾɫˈyklæɾ
ostiga	ɑstˈyɡæ
Boris	bˈɑɾys
Lenin	lˈenyn
oʻldirdi	oɫdˈyɾdy
Turkiyadagi	tˌʊɾkyjædˈæɡy
musiqachilar	mˌʊsyqæt͡Sˈylæɾ
korporatsiyasi	kˌɑɾpɑɾˌætsyjˈæsy
oshiradi	ˌɑʃyɾˈædy
Ismoilov	ˌysmɑˈyɫɑʋ
nemislar	nemˈyslæɾ
vaqtida	ʋæqtˈydæ
vositalarning	ʋˌɑsytælˈæɾnyŋ
urgan	ˈʊɾɡæn
vaziri	ʋæzˈyɾy
jumlasidan	d͡ʒˌʊmlæsˈydæn
oldin	ˌɑɫdyn
hujayralarni	hˌʊd͡ʒæjɾælˈæɾny
uzum	ˈʊzʊm
Sun	sˈʊn
memorial	mˌemɑɾˈyæɫ
tarqalishi	tˌæɾqæɫˈyʃy
Mansurov	mænsˈʊɾɑʋ
ikkiga	ykkˈyɡæ
vositalaridan	ʋˌɑsytˌælæɾˈydæn
fonida	fˌɑnˈydæ
yetiladi	jˌetylˈædy
Richard	ɾˈyt͡Sæɾd
dogʻ	dˈɑʁ
yetmagan	jetmˈæɡæn
chala	t͡Sˈælæ
xoʻjaligiga	χˌod͡ʒæɫyɡˈyɡæ
modellari	mˌɑdeɫlˈæɾy
doktori	dɑktˈɑɾy
Hayotiy	hæjˈɑtyj
lavozimiga	lˌæʋɑzymˈyɡæ
qoidaga	qˌɑydˈæɡæ
portret	pˈɑɾtɾet
tizimlarida	tˌyzymlæɾˈydæ
yotgan	jˈɑtɡæn
tutash	tˈʊtæʃ
ochgan	ˈɑt͡Sɡæn
tanglik	tˈæŋɫyk
AR	ˈæɾ
deputati	dˌepʊtˈæty
rasmga	ɾˈæsmɡæ
meros	mˈeɾɑs
suvlar	sˈʊʋlæɾ
qoldirgan	qɑɫdˈyɾɡæn
turgan	tˈʊɾɡæn
misol	mˈysɑɫ
iqtisodiyotining	ˌyqtysˌɑdyjɑtˈynyŋ
seleksiya	sˌeleksˈyjæ
maqolalar	mˌæqɑlˈælæɾ
janri	d͡ʒˈænɾy
mulkka	mˈʊɫkkæ
suvga	sˈʊʋɡæ
yoʻnalishda	jˌonæɫˈyʃdæ
yuklatilgan	jˌʊklætˈyɫɡæn
yoʻldoshlari	jˌoɫdɑʃlˈæɾy
uslubda	ʊsɫˈʊbdæ
karab	kˈæɾæb
mahsulotni	mˌæhsʊɫˈɑtny
Angliyaning	ˌæŋɫyjˈænyŋ
yetarli	jetˈæɾɫy
dorilarni	dˌɑɾylˈæɾny
Qoʻqon	qˈoqɑn
bugun	bˈʊɡʊn
toshlar	tˈɑʃlæɾ
oʻrnatgan	oɾnˈætɡæn
nafar	nˈæfˌæɾ
texnikada	tˌeχnykˈædæ
chegarasini	t͡Sˌeɡæɾæsˈyny
talabiga	tˌælæbˈyɡæ
tarixiga	tˌæɾyχˈyɡæ
kompressor	kɑmpɾˈessɑɾ
AES	ˈæes
chiqaruvchisi	t͡Sˌyqæɾʊʋt͡Sˈysy
nazaridan	nˌæzæɾˈydæn
harita	hæɾˈytæ
aprelda	æpɾˈeɫdæ
suyaklari	sˌʊjæklˈæɾy
oʻzlariga	ˌozlæɾˈyɡæ
tosh	tˈɑʃ
cheklangan	t͡Seklˈæŋæn
qadamlar	qædˈæmlæɾ
H	hˈa
aks	ˈæks
shtab	ʃtˈæb
odamlarning	ˌɑdæmlˈæɾnyŋ
maqomiga	mˌæqɑmˈyɡæ
dostoni	dɑstˈɑny
qiroli	qyɾˈɑɫy
jez	d͡ʒˈez
biroz	bˈyɾɑz
Tashqi	tˈæʃqy
qismlariga	qˌysmlæɾˈyɡæ
Geografik	ɡˌeɑɡɾˈæfˌyk
namoyandalaridan	nˌæmɑjˌændælæɾˈydæn
majburan	mæd͡ʒbˈʊɾæn
uzunlikda	ˌʊzʊnɫˈykdæ
novdalar	nɑʋdˈælæɾ
turklar	tˈʊɾklæɾ
qaytgan	qˈæjtɡæn
sulh	sˈʊɫh
maktub	mˈæktʊb
yoʻnalishlari	jˌonæɫyʃlˈæɾy
vohasining	ʋˌɑhæsˈynyŋ
orollarini	ˌɑɾɑɫlæɾˈyny
havodan	hæʋˈɑdæn
kuchayib	kʊt͡Sˈæjyb
konferensiya	kɑnfˌeɾensˈyjæ
Insoniyat	ˌynsɑnˈyjæt
bilishi	byɫˈyʃy
akademiyasi	ˌækædˌemyjˈæsy
termal	tˈeɾmæɫ
Hayvon	hˈæjʋɑn
adirlari	ˌædyɾlˈæɾy
yiriklari	jˌyɾyklˈæɾy
kesiladi	kˌesylˈædy
lugʻati	ɫʊʁˈæty
asoslangan	ˌæsɑslˈæŋæn
elchixonasi	ˌeɫt͡Syχɑnˈæsy
muddat	mˈʊddæt
ingichka	yŋˈyt͡Skæ
Yozuvchilar	jˌɑzʊʋt͡Sˈylæɾ
safida	sæfˌydæ
fanining	fˌænˈynyŋ
inglizlar	yŋɫˈyzlæɾ
ekinlarga	ˌekynlˈæɾɡæ
Shulardan	ʃʊlˈæɾdæn
Umurtqa	ʊmˈʊɾtqæ
organining	ˌɑɾɡænˈynyŋ
lavozimida	lˌæʋɑzymˈydæ
yuzasiga	jˌʊzæsˈyɡæ
maqsadlarda	mˌæqsædlˈæɾdæ
Amerikasi	ˌæmeɾykˈæsy
oʻxshab	ˈoχʃæb
yemirilishi	jˌemyɾyɫˈyʃy
zavodi	zæʋˈɑdy
bel	bˈeɫ
daryosidan	dˌæɾjɑsˈydæn
jinsga	d͡ʒˈynsɡæ
oʻrinda	oɾˈyndæ
Buxorodagi	bˌʊχɑɾɑdˈæɡy
koʻkarib	kokˈæɾyb
Dala	dˈælæ
oʻzbeklar	ozbˈeklæɾ
unumdorligini	ˌʊnʊmdˌɑɾɫyɡˈyny
boʻladi	bolˈædy
maqsadga	mæqsˈædɡæ
togʻligi	tɑʁɫˈyɡy
qazilma	qæzˈyɫmæ
Norvegiya	nˌɑɾʋeɡˈyjæ
savdoni	sæʋdˈɑny
Mutlaq	mˈʊtlæq
harakatlanib	hˌæɾækætlˈænyb
chizib	t͡Sˈyzyb
yoʻnalishida	jˌonæɫyʃˈydæ
yotuvchi	jɑtˈʊʋt͡Sy
Joʻrayev	d͡ʒoɾˈæjeʋ
hududlari	hˌʊdʊdlˈæɾy
issiqqa	yssˈyqqæ
boʻlganlar	boɫɡˈænlæɾ
futbolchilar	fˌʊtbɑɫt͡Sˈylæɾ
vazn	ʋˈæzn
Xoʻjayli	χod͡ʒˈæjɫy
ajdodi	æd͡ʒdˈɑdy
qiymatining	qˌyjmætˈynyŋ
Tarixiy	tæɾˈyχyj
tangalar	tæŋˈælæɾ
Alohida	ˌæɫɑhˈydæ
shakllanib	ʃækɫlˈænyb
chikariladi	t͡Sˌykæɾylˈædy
oylik	ˈɑjɫyk
Amerikaga	ˌæmeɾykˈæɡæ
zaryad	zˈæɾjæd
davolanadi	dˌæʋɑlænˈædy
jazosi	d͡ʒæzˈɑsy
yuborildi	jˌʊbɑɾˈyɫdy
siqish	sˈyqyʃ
foydalanib	fˌɑjdælˈænyb
Sulton	sˈʊɫtɑn
hokimlari	hˌɑkymlˈæɾy
imperiyasiga	ˌympeɾˌyjæsˈyɡæ
chekinishga	t͡Sˌekynˈyʃɡæ
boʻshligʻiga	bˌoʃɫyʁˈyɡæ
sistemalari	sˌystemælˈæɾy
ziyoratgoh	zˌyjɑɾˈætɡɑh
bagʻishlangan	bˌæʁyʃlˈæŋæn
javdar	d͡ʒˈæʋdæɾ
boyliklari	bˌɑjɫyklˈæɾy
mahsulotlarini	mˌæhsʊɫˌɑtlæɾˈyny
parrandachilik	pˌæɾɾændæt͡Sˈyɫyk
korporativ	kˌɑɾpɑɾˈætyʋ
vaqtgacha	ʋæqtɡˈæt͡Sæ
kislota	kysɫˈɑtæ
Vodorod	ʋɑdˈɑɾɑd
Ikkinchi	ykkˈynt͡Sy
transportining	tɾˌænspɑɾtˈynyŋ
shaklli	ʃˈækɫɫy
oqsil	ˈɑqsyɫ
Alisher	æɫˈyʃeɾ
shafqatsiz	ʃæfqˌætsyz
atalib	ætˈæɫyb
oʻlaroq	olˈæɾɑq
uzbek	ˈʊzbek
tayyorlashga	tˌæjjɑɾlˈæʃɡæ
huquqlari	hˌʊqʊqlˈæɾy
Perm	pˈeɾm
Kambodja	kæmbˈɑdd͡ʒæ
magistratura	mˌæɡystɾætˈʊɾæ
kelajagi	kˌelæd͡ʒˈæɡy
boyidi	bɑjˈydy
Buyuk	bˈʊjʊk
davlatlarini	dˌæʋlætlæɾˈyny
Arabiston	ˌæɾæbˈystɑn
moʻgʻul	mˈoʁʊɫ
tuzilishiga	tˌʊzyɫyʃˈyɡæ
qahramonlari	qˌæhɾæmɑnlˈæɾy
mazmundagi	mˌæzmʊndˈæɡy
tanaga	tænˈæɡæ
larda	lˈæɾdæ
geologi	ɡˌeɑɫˈɑɡy
Qoraqalpogʻiston	qˌɑɾæqˌæɫpɑʁˈystɑn
narida	næɾˈydæ
raqqosa	ɾæqqˈɑsæ
bezlar	bˈezlæɾ
ayiq	ˈæjyq
oʻzgarish	ozɡˈæɾyʃ
toʻldirib	toɫdˈyɾyb
murabbiy	mʊɾˈæbbyj
reaksiya	ɾˌeæksˈyjæ
qishlab	qˈyʃlæb
maydonidan	mˌæjdɑnˈydæn
bazasi	bæzˈæsy
ataladigan	ˌætælædˈyɡæn
muharrir	mʊhˈæɾɾyɾ
avtomobillarning	ˌæʋtɑmˌɑbyɫlˈæɾnyŋ
Turkiy	tˈʊɾkyj
Gorkiy	ɡˈɑɾkyj
belgisi	beɫɡˈysy
Zuhra	zˈʊhɾæ
kamaytiradi	kˌæmæjtyɾˈædy
Qozogʻistonda	qˌɑzɑʁystˈɑndæ
Parij	pˈæɾyd͡ʒ
mavzusi	mæʋzˈʊsy
ASSR	ˈæssɾ
yoyish	jˈɑjyʃ
Yunus	jˈʊnʊs
qatlamini	qˌætlæmˈyny
malaka	mælˈækæ
suvlarining	sˌʊʋlæɾˈynyŋ
tarmogʻining	tˌæɾmɑʁˈynyŋ
tortadi	tɑɾtˈædy
osib	ˈɑsyb
usuli	ʊsˈʊɫy
mavjudligini	mˌæʋd͡ʒʊdɫyɡˈyny
Yusuf	jˈʊsʊf
oʻzgartirib	ˌozɡæɾtˈyɾyb
erib	ˈeɾyb
yozuvini	jˌɑzʊʋˈyny
Baqtriya	bæqtɾˈyjæ
menejment	menˈed͡ʒment
ohaktoshlardan	ˌɑhæktɑʃlˈæɾdæn
parallel	pæɾˈæɫleɫ
kechki	kˈet͡Sky
ehtiyojlarni	ˌehtyjɑd͡ʒlˈæɾny
shugʻullaniladi	ʃˌʊʁʊɫlˌænylˈædy
Bunda	bˈʊndæ
chetga	t͡Sˈetɡæ
finalga	fˌynˈæɫɡæ
rasmlari	ɾæsmlˈæɾy
Institutda	ˌynstytˈʊtdæ
uchi	ˈʊt͡Sy
temperaturada	tˌempeɾˌætʊɾˈædæ
qoldirib	qɑɫdˈyɾyb
narsa	nˈæɾsæ
amalda	æmˈæɫdæ
oʻqi	ˈoqy
aloqalarni	ˌæɫɑqælˈæɾny
maktabida	mˌæktæbˈydæ
Parlament	pæɾlˈæment
taraqqiyotida	tˌæɾæqqˌyjɑtˈydæ
Quyoshga	qʊjˈɑʃɡæ
oʻxshashlik	oχʃˈæʃɫyk
qisqacha	qysqˈæt͡Sæ
koʻpayadi	kˌopæjˈædy
birligida	bˌyɾɫyɡˈydæ
oʻzgaruvchili	ˌozɡæɾʊʋt͡Sˈyɫy
mohiyat	mɑhˈyjæt
ixcham	ˈyχt͡Sæm
qaytaradi	qˌæjtæɾˈædy
almashlab	æɫmˈæʃlæb
Xotira	χɑtˈyɾæ
Quba	qˈʊbæ
boʻyida	bojˈydæ
bosmaxona	bˌɑsmæχˈɑnæ
lenta	lˈentæ
tanadan	tænˈædæn
butun	bˈʊtʊn
ekliptika	ˌekɫyptˈykæ
kanalar	kænˈælæɾ
tan	tˈæn
My	mj
masalalaridan	mˌæsælˌælæɾˈydæn
holiga	hɑɫˈyɡæ
pechlarda	pet͡Slˈæɾdæ
dinning	dˈynnyŋ
rivojlanmoqda	ɾˌyʋɑd͡ʒlænmˈɑqdæ
tasdiqlangan	tˌæsdyqlˈæŋæn
aholiga	ˌæhɑɫˈyɡæ
yetkaziladi	jˌetkæzylˈædy
qoʻshiqni	qoʃˈyqny
holatni	hɑlˈætny
Latviya	lætʋˈyjæ
suti	sˈʊty
Tropik	tɾˈɑpyk
suiqasd	sʊˈyqæsd
emlash	ˈemlæʃ
yer	jˈeɾ
fanlarni	fˌænlˈæɾny
sistemaga	sˌystemˈæɡæ
Bagʻdod	bˈæʁdɑd
fanini	fˌænˈyny
tashlaydi	tæʃlˈæjdy
Jahon	d͡ʒˈæhɑn
nozik	nˈɑzyk
terapevtik	tˌeɾæpˈeʋtyk
ishtirokchilar	ˌyʃtyɾɑkt͡Sˈylæɾ
qavatli	qæʋˈætɫy
bunda	bˈʊndæ
xizmati	χyzmˈæty
qaytishi	qæjtˈyʃy
qismga	qˈysmɡæ
shoʻro	ʃˈoɾɑ
qilina	qyɫˈynæ
faylasuflar	fˌæjlæsˈʊflˌæɾ
sinonimi	sˌynɑnˈymy
reaktiv	ɾeˈæktyʋ
ch	t͡Sˈe
tiliga	tyɫˈyɡæ
eritmada	ˌeɾytmˈædæ
kimyosi	kymjˈɑsy
doira	dɑˈyɾæ
oraligʻidagi	ˌɑɾæɫˌyʁydˈæɡy
kirishga	kyɾˈyʃɡæ
yeb	jˈeb
kesishadi	kˌesyʃˈædy
qalampir	qælˈæmpyɾ
ketishidan	kˌetyʃˈydæn
xotirasiga	χˌɑtyɾæsˈyɡæ
podshosi	pɑdʃˈɑsy
Boshlangʻich	bɑʃlˈæŋʔyt͡S
medallar	medˈæɫlæɾ
Deyarli	dejˈæɾɫy
vakillarining	ʋˌækyɫlæɾˈynyŋ
qurilishi	qˌʊɾyɫˈyʃy
turlari	tʊɾlˈæɾy
nafrat	nˈæfɾˌæt
yozishni	jɑzˈyʃny
qoʻpol	qˈopɑɫ
Erondagi	ˌeɾɑndˈæɡy
Yoz	jˈɑz
turlaridan	tˌʊɾlæɾˈydæn
tekshirib	tekʃˈyɾyb
son	sˈɑn
oshirib	ɑʃˈyɾyb
Mongoliya	mˌɑŋɑɫˈyjæ
zaxm	zˈæχm
fotografik	fˌɑtɑɡɾˈæfˌyk
havaskor	hæʋˈæskɑɾ
qarorga	qæɾˈɑɾɡæ
yoyilib	jɑjˈyɫyb
shuncha	ʃˈʊnt͡Sæ
kuchlanishni	kˌʊt͡Slænˈyʃny
Husayn	hˈʊsæjn
nomzodlari	nˌɑmzɑdlˈæɾy
qoʻltigʻi	qoɫtˈyʁy
