जलसा	d͡ʒəl̪s̪äː
सुझाव	s̪ʊd͡ʒʱäːʋ
इसीलिए	ɪs̪iːl̪ɪeː
रौशन	ɾɔːʃə̃n̪
कामयाब	kä̃ːmjäːb
चुंबक	t͡ʃʊ̃mbək
तीसरा	t̪iːs̪ɾäː
ज़हरीला	d͡ʒɛɦɾiːl̪äː
आपबीती	äːp̚biːt̪iː
टैक्सी	ʈɛːks̪iː
कटना	kəʈn̪äː
आबकारी	äːbkäːɾiː
जहर	d͡ʒɛɦɛɾ
काली	käːl̪iː
होगा	ɦoːɡäː
कदन	kəd̪ə̃n̪
लिखी	l̪ɪkʰiː
इतिहासकार	ɪt̪ɪɦäːs̪käːɾ
रंगोली	ɾə̃ŋɡoːl̪iː
कढ़ाई	kəɽʱäːiː
जातिवाद	d͡ʒäːt̪ɪʋäːd̪
गरिमा	ɡəɾɪmäː
लफ़्ज़	l̪əfz
यूरेनियम	juːɾeːn̪ijə̃m
चुक़न्दर	t͡ʃʊqə̃n̪d̪əɾ
बंबई	bə̃mbəiː
मथुरा	mət̪ʰʊɾäː
बाढ़	bäːɽʱ
पाना	päːn̪äː
फ़ैज़ाबाद	pʰɛːd͡ʒäːbäːd̪
न्यास	n̪jäːs̪
स्वाहिली	s̪ʋäːɦɪl̪iː
रागी	ɾäːɡiː
गठन	ɡəʈʰə̃n̪
खनाखन	kʰən̪äːkʰə̃n̪
विकासशील	ʋɪkäːs̪ʃiːl̪
महाशय	məɦäːʃəj
स्वस्तिक	s̪ʋəs̪t̪ɪk
औषध	ɔːʃəd̪ʱ
सदस्य	s̪əd̪əs̪jᵊ
पाबंद	päːbə̃n̪d̪
सरस्वती	s̪əɾəs̪ʋət̪iː
विषुव	ʋɪʃʊʋ
आशंका	äːʃə̃ŋkäː
फ्रांसीसी	pʰɾä̃ːn̪s̪iːs̪iː
जमीन	zəmĩːn̪
बैठकबाज़	bɛːʈʰəkbäːz
निशानेबाज़ी	n̪ɪʃäːn̪eːbäːziː
अख़बार	əkʰbäːɾ
आक्रमण	äːkɾəmə̃ɳ
अर्धायु	əɾd̪ʱäːjuː
सिसकना	s̪ɪs̪əkn̪äː
मांसपेशी	mä̃ːn̪s̪peːʃiː
ठेला	ʈʰeːl̪äː
जुगनू	d͡ʒʊɡn̪uː
पैंतालीस	pɛ̃ːn̪t̪äːl̪iːs̪
फलों	pʰəl̪õː
अक्खड़	ək̚kʰəɽ
मारवाड़	mäːɾʋäːɽ
ख़ुशआमदीद	kʰʊʃəä̃ːmd̪iːd̪
दलबदलू	d̪əl̪bəd̪l̪uː
रहस्य	ɾɛɦɛs̪jᵊ
लिए	l̪ɪeː
फ़ालतू	fäːl̪t̪uː
क़ब्रिस्तान	qəbɾɪs̪t̪ä̃ːn̪
हँसाना	ɦə̃s̪äːn̪äː
आतंकवाद	äːt̪ə̃ŋkwäːd̪
मौला	mɔːl̪äː
निकट	n̪ɪkəʈ
शर्करा	ʃəɾkəɾäː
दीनार	d̪iːn̪äːɾ
आभास	äːbʱäːs̪
अनगढ़	ə̃n̪ɡəɽʱ
नवरात्रि	n̪əʋɾäːt̪ɾiː
अत्यंत	ət̪jə̃n̪t̪
सहस्रिमान	s̪ɛɦɛs̪ɾɪmä̃ːn̪
न्यूज़ीलैण्ड	n̪juːd͡ʒiːl̪ɛ̃ːɳɖ
मुग़ालता	mʊɡäːl̪t̪äː
शहंशाह	ʃɛɦɛ̃n̪ʃäːɦ
अज़रबैजान	əd͡ʒəɾbɛːd͡ʒä̃ːn̪
थोपना	t̪ʰoːpn̪äː
स्लोवेनिया	s̪l̪oːʋeːn̪ijäː
मज़ाक़	məzäːq
ह्रस्व	ɦɾəs̪ʋᵊ
ग़रारा	ɡəɾäːɾäː
सांप	s̪ä̃ːp
खुबानी	kʰuːbäːn̪iː
ग़ैरक़ानूनी	ɡɛːɾkäːn̪uːn̪iː
मस्तानी	məs̪t̪äːn̪iː
पेड़ा	peːɽäː
शिथिराति	ʃɪt̪ʰɪɾäːt̪iː
असमानता	əs̪əmä̃ːn̪t̪äː
व्यतिक्रम	ʋjət̪ɪkɾə̃m
ऊर्णा	uːɾɳäː
मातृभाषा	mäːt̪ɾɪbʱäːʃäː
हैवानियत	ɦɛːʋäːn̪ijət̪
खेल	kʰeːl̪
तना	t̪ən̪äː
लद्दाख़	l̪əd̪̚d̪äːkʰ
चैन	t͡ʃɛ̃ːn̪
गड़गड़ाना	ɡəɽɡəɽäːn̪äː
दवा	d̪əʋäː
पाठक	päːʈʰək
कड़वापन	kəɽʋäːpə̃n̪
होबार्ट	ɦoːbäːɾʈ
सादगी	s̪äːd̪əɡiː
तबाही	t̪əbäːɦiː
इतालवी	ɪt̪äːl̪ʋiː
आवाहन	äːʋäːɦə̃n̪
गाहक	ɡäːɦək
बादशाह	bäːd̪ʃäːɦ
अमृतसर	ə̃mɾɪt̪s̪əɾ
अलिखित	əl̪ɪkʰɪt̪
हेलिकॉप्टर	ɦeːl̪ɪkɔpʈəɾ
दाक्षिण्य	d̪äːkʃɪ̃ɳjᵊ
धान्य	d̪ʱä̃ːn̪jə
कमबख़्त	kə̃mbəxt̪
आफताब	äːft̪äːb
नीहारिका	n̪iːɦäːɾɪkäː
पनाह	pən̪äːɦ
उलीचना	ʊl̪iːt͡ʃn̪äː
हरामख़ोर	ɦəɾä̃ːmkʰoːɾ
हथेली	ɦət̪ʰeːl̪iː
कमज़ोर	kə̃mzoːɾ
मिठाई	mɪʈʰäːiː
गोलबंदी	ɡoːl̪bə̃n̪d̪iː
कलीसिया	kəl̪iːs̪ijäː
माली	mäːl̪iː
चाशनी	t͡ʃäːʃn̪iː
करौंदा	kəɾɔ̃ːn̪d̪äː
सुस्सा	s̪ʊs̪s̪äː
ताश	t̪äːʃ
तरण	t̪əɾə̃ɳ
बिछाना	bɪt͡ʃʰäːn̪äː
प्रतिकर्षण	pɾət̪ɪkəɾʃə̃ɳ
शादीशुदा	ʃäːd̪iːʃʊd̪äː
खाट	kʰäːʈ
न्यूज़	n̪juːz
आफ़ताब	äːft̪äːb
डोनट	ɖoːn̪əʈ
माइक्रोप्रोसेसर	mäːɪkɾoːpɾoːs̪eːs̪əɾ
आग़ा	äːɣäː
अस्तव्यस्त	əs̪t̪wjəs̪t̪
गड़गड़ाहट	ɡəɽɡəɽäːɦəʈ
राजग	ɾäːd͡ʒəɡ
बाधा	bäːd̪ʱäː
एकाधिकार	eːkäːd̪ʱɪkäːɾ
काल	käːl̪
सारणी	s̪äːɾɳiː
मिश्रण	mɪʃɾə̃ɳ
प्रसववेदना	pɾəs̪əʋʋeːd̪̚n̪äː
मृतप्राय	mɾɪt̪pɾäːj
पछत्तर	pət͡ʃʰət̪̚t̪əɾ
चारपाई	t͡ʃäːɾpäːiː
सिफ़ारिश	s̪ɪfäːɾɪʃ
लीड्स	l̪iːɖs̪
बंदिनी	bə̃n̪d̪ɪn̪iː
अनुसंधान	ən̪ʊs̪ə̃n̪d̪ʱä̃ːn̪
प्रशासक	pɾəʃäːs̪ək
अश्विनी	əʃʋɪn̪iː
दौड़ाई	d̪ɔːɽäːiː
क़द्रदान	kəd̪ɾəd̪ä̃ːn̪
भगवान	bʱəɡʋä̃ːn̪
इक्यानवे	ɪkjä̃ːn̪weː
दक्षिण	d̪əkʃɪ̃ɳ
दरोग़ा	d̪əɾoːɣäː
अल्पसंख्यक	əl̪ps̪ə̃ŋkʰjək
वज़न	ʋəzə̃n̪
सम्मिलित	s̪ə̃mmɪl̪ɪt̪
कमबख़्त	kə̃mbəkʰt̪
निन्यानवे	n̪ɪ̃n̪jä̃ːn̪weː
अबिचल	əbɪt͡ʃəl̪
क़सूर	kəs̪uːɾ
रात	ɾäːt̪
हवलदार	ɦəʋəl̪d̪äːɾ
सिलाई	s̪ɪl̪äːiː
रोशनी	ɾoːʃn̪iː
अहवाल	ɛɦʋäːl̪
गमछा	ɡə̃mt͡ʃʰäː
नाकाम	n̪äːkä̃ːm
ऋणदाताओं	ɾɪ̃ɳd̪äːt̪äːõː
घूसख़ोरी	ɡʱuːs̪xoːɾiː
निमंत्रण	n̪ɪmə̃n̪t̪ɾə̃ɳ
तल्ख़ी	t̪əl̪xiː
राजद	ɾäːd͡ʒəd̪
छक्का	t͡ʃʰək̚käː
ढिशूम	ɖʱɪʃũːm
अनुग्रह	ən̪ʊɡɾəɦ
अत्युत्तम	ət̪jʊt̪̚t̪ə̃m
माँजा	mä̃ːn̪d͡ʒäː
सादा	s̪äːd̪äː
ख़ानदान	xä̃ːn̪d̪ä̃ːn̪
चवालीस	t͡ʃəʋäːl̪iːs̪
हनुमान	ɦən̪ʊmä̃ːn̪
सेठ	s̪eːʈʰ
तिब्बती	t̪ɪb̚bət̪iː
मर्यादा	məɾjäːd̪äː
वाइन	ʋäːɪ̃n̪
शादी	ʃäːd̪iː
बंधुत्व	bə̃n̪d̪ʱʊt̪wᵊ
किचन	kɪt͡ʃə̃n̪
भविष्यवाणी	bʱəʋɪʃjəʋäːɳiː
बंद	bə̃n̪d̪
मुख़्तसर	mʊkʰt̪əs̪əɾ
निद्र	n̪ɪd̪ɾᵊ
सजाना	s̪əd͡ʒäːn̪äː
त्रिपुरा	t̪ɾɪpʊɾäː
परीक्षण	pəɾiːkʃə̃ɳ
ग़ौरतलब	ɡɔːɾt̪əl̪əb
मसनवी	məs̪n̪əʋiː
सलोना	s̪əl̪oːn̪äː
परमाणविक	pəɾmä̃ːɳwɪk
राखी	ɾäːkʰiː
पंडिताई	pə̃ɳɖɪt̪äːiː
पचना	pət͡ʃn̪äː
संस्कृत	s̪ə̃n̪s̪kɾɪt̪
जलाना	d͡ʒəl̪äːn̪äː
मुंतज़िम	mʊ̃n̪t̪əzɪ̃m
खयालो	kʰəjäːl̪oː
याददाश्त	jäːd̪̚d̪äːʃt̪
बेलना	beːl̪n̪äː
सूत्र	s̪uːt̪ɾᵊ
विद्युतदर्शी	ʋɪd̪jʊt̪̚d̪əɾʃiː
रत्ती	ɾət̪̚t̪iː
ब्राह्मणेतर	bɾäːɦməɳeːt̪əɾ
गाँववाला	ɡä̃ːʋʋäːl̪äː
कप्तान	kəpt̪ä̃ːn̪
रोज़ा	ɾoːzäː
बिलोना	bɪl̪oːn̪äː
बिरादर	bɪɾäːd̪əɾ
मजलिस	məd͡ʒl̪ɪs̪
वर्मा	ʋəɾmäː
नवविवाहित	n̪əʋʋɪʋäːɦɪt̪
अंगार	ə̃ŋɡäːɾ
हरियाणवी	ɦəɾijä̃ːɳwiː
खयाल	xəjäːl̪
अदा	əd̪äː
फ्रांस	pʰɾä̃ːn̪s̪
बरज़बान	bəɾəzbä̃ːn̪
फ़र्ज़ंद	pʰəɾd͡ʒə̃n̪d̪
कारतूस	käːɾt̪uːs̪
चाकलेट	t͡ʃäːkl̪eːʈ
नष्ट	n̪əʂʈ
ग़ायब	ɡäːjb
आज	äːd͡ʒ
उद्यान	ʊd̪jä̃ːn̪
फूल	pʰuːl̪
विवादित	ʋɪʋäːd̪ɪt̪
विभिन्न	ʋɪbʱɪ̃n̪n̪ᵊ
मना	mən̪äː
पसीना	pəs̪iːn̪äː
ओडिशा	oːɖɪʃäː
आंगन	ä̃ːɡə̃n̪
चपरासी	t͡ʃəpɾäːs̪iː
केलि	keːl̪iː
तारीख़	t̪äːɾiːkʰ
ज़माना	d͡ʒəmäːn̪äː
देवदार	d̪eːʋd̪äːɾ
रामायण	ɾäːmäːjə̃ɳ
उड़ना	ʊɽn̪äː
आख़िरी	äːkʰɪɾiː
निजीकरण	n̪ɪd͡ʒiːkəɾə̃ɳ
पखवाड़ा	pəkʰʋäːɽäː
मनश्चिकित्सक	mən̪əʃt͡ʃɪkɪt̪s̪ək
महबूब	mɛɦbuːb
दाहिना	d̪äːɦɪn̪äː
अवस्था	əʋəs̪t̪ʰäː
ग़लत	ɡəl̪ət̪
आर्यमन	äːɾjəmə̃n̪
ख़त्म	xət̪ə̃m
दमन	d̪əmə̃n̪
लिखावट	l̪ɪkʰäːʋəʈ
तवारीख़	t̪əʋäːɾiːx
फ़ज़ूल	pʰəd͡ʒuːl̪
हँसिया	ɦə̃s̪ijäː
छौंक	t͡ʃʰɔ̃ːŋk
बद्दू	bəd̪̚d̪uː
कहवा	kɛɦʋäː
लसन	l̪əs̪ə̃n̪
प्योंगयांग	pjõːŋɡjä̃ːŋɡ
चाह	t͡ʃäːɦ
जामनी	d͡ʒä̃ːmn̪iː
अनचाहा	ə̃n̪t͡ʃäːɦäː
लघु	l̪əɡʱuː
सामन	s̪äːmə̃n̪
अवशोषण	əʋʃoːʃə̃ɳ
इकरार	ɪqɾäːɾ
आक्षेप	äːkʃeːp
डाउनलोड	ɖäːʊ̃n̪l̪oːɖ
गाम	ɡä̃ːm
परदादी	pəɾd̪äːd̪iː
खोदना	kʰoːd̪̚n̪äː
वलीअहद	ʋəl̪iːɛɦɛd̪
सज्जा	s̪əd̚d͡ʒäː
सिफ़ारत	s̪ɪfäːɾət̪
अहबाब	ɛɦbäːb
कहलाना	kɛɦl̪äːn̪äː
सराफ़ा	s̪əɾäːpʰäː
तलाश	t̪əl̪äːʃ
डंडा	ɖə̃ɳɖäː
कलाई	kəl̪äːiː
वर्णमाला	ʋəɾɳmäːl̪äː
मासिक	mäːs̪ɪk
हनीमून	ɦən̪iːmũːn̪
निष्ठुर	n̪ɪʃʈʰʊɾ
आतिश	äːt̪ɪʃ
शयन	ʃəjə̃n̪
लेखन	l̪eːkʰə̃n̪
घसियारा	ɡʱəs̪ijäːɾäː
कारावास	käːɾäːʋäːs̪
उत्पत्ति	ʊt̪pət̪̚t̪iː
प्रायः	pɾäːjəɦ
शृंग	ʃɾɪ̃ŋɡ
ख़ानदानी	kʰä̃ːn̪d̪äːn̪iː
समामेलक	s̪əmäːmeːl̪ək
सर्वोच्च	s̪əɾʋoːt̚t͡ʃ
फूलों	pʰuːl̪õː
उत्तरदायित्व	ʊt̪̚t̪əɾd̪äːjɪt̪wᵊ
हसीन	ɦəs̪ĩːn̪
खड़ा	kʰəɽäː
गुस्ताख़	ɡʊs̪t̪äːx
तक़रीबन	t̪əkɾiːbə̃n̪
घेरना	ɡʱeːɾn̪äː
पूंडरी	pũːɳɖɾiː
सालगिरह	s̪äːl̪ɡɪɾəɦ
तरकारी	t̪əɾkäːɾiː
अस्पृश्यता	əs̪pɾɪʃjət̪äː
जपना	d͡ʒəpn̪äː
उदयवर्ष	ʊd̪əjʋəɾʃ
छांटना	t͡ʃʰä̃ːʈn̪äː
मंज़िल	mə̃zɪl̪
भांग	bʱä̃ːŋɡ
इकसठ	ɪks̪əʈʰ
अरसा	əɾs̪äː
समर्थ	s̪əməɾt̪ʰ
गांडू	ɡä̃ːɳɖuː
आधिक	äːd̪ʱɪk
नुस्ख़ा	n̪ʊs̪kʰäː
सुसज्जित	s̪ʊs̪əd̚d͡ʒɪt̪
नमक	n̪əmək
जामाता	d͡ʒäːmäːt̪äː
जगाना	d͡ʒəɡäːn̪äː
ग्वार	ɡʋäːɾ
उपनगर	ʊpn̪əɡəɾ
वीरता	ʋiːɾt̪äː
सारा	s̪äːɾäː
धकेलना	d̪ʱəkeːl̪n̪äː
मनसूब	mə̃n̪s̪uːb
सैंतीस	s̪ɛ̃ːn̪t̪iːs̪
महफ़ूज़	mɛɦfuːz
नमाज़गाह	n̪əmäːd͡ʒɡäːɦ
सुनसान	s̪ʊ̃n̪s̪ä̃ːn̪
चुगना	t͡ʃʊɡn̪äː
तरबूज़ा	t̪əɾbuːd͡ʒäː
शाल	ʃäːl̪
कुँआ	kʊ̃äː
सुन्दर	s̪ʊ̃n̪d̪əɾ
कली	kəl̪iː
आश्रय	äːʃɾəj
तस्दीक़	t̪əs̪d̪iːk
भोजन	bʱoːd͡ʒə̃n̪
दाख़िला	d̪äːkʰɪl̪äː
लोटपोट	l̪oːʈpoːʈ
इतराना	ɪt̪ɾäːn̪äː
ख़्वाजा	kʰʋäːd͡ʒäː
चिकित्सक	t͡ʃɪkɪt̪s̪ək
टेलिफ़ोन	ʈeːl̪ɪfõːn̪
ख़ालिस	xäːl̪ɪs̪
सूक्ष्मदर्शी	s̪uːkʃməd̪əɾʃiː
रीता	ɾiːt̪äː
बहुजन	bɔɦɔd͡ʒə̃n̪
क़ाबिल	käːbɪl̪
झंझट	d͡ʒʱə̃n̪d͡ʒʱəʈ
मुआवज़ा	mʊäːʋzäː
बहुराष्ट्रीय	bɔɦɔɾäːʃʈɾiːjᵊ
संपादकीय	s̪ə̃mpäːd̪əkiːjᵊ
बांग्लादेश	bä̃ːŋɡl̪äːd̪eːʃ
स्थितिज	s̪t̪ʰɪt̪ɪd͡ʒ
तिपहिया	t̪ɪpəiːjäː
क़ासिद	käːs̪ɪd̪
नादिरशाही	n̪äːd̪ɪɾʃäːɦiː
निषेधन	n̪ɪʃeːd̪ʱə̃n̪
नेता	n̪eːt̪äː
सूर्योदय	s̪uːɾjoːd̪əj
रौंदना	ɾɔ̃ːn̪d̪n̪äː
भिड़ना	bʱɪɽn̪äː
सेवानिवृत्ति	s̪eːʋäːn̪ɪʋɾɪt̪̚t̪iː
फ़रीदाबाद	fəɾiːd̪äːbäːd̪
वाहिका	ʋäːɦɪkäː
अयस्क	əjəs̪k
बस्त	bəs̪t̪
झुलसना	d͡ʒʱʊl̪əs̪n̪äː
पुनर्जन्म	pʊn̪əɾd͡ʒən̪ə̃m
निस्संदेह	n̪ɪs̪s̪ə̃n̪d̪eːɦ
गोरिल्ला	ɡoːɾɪl̪äː
चोल	t͡ʃoːl̪
बारूदख़ाना	bäːɾuːd̪kʰäːn̪äː
अंकित	ə̃ŋkɪt̪
नियम	n̪ijə̃m
लडकी	l̪əɽkiː
शैली	ʃɛːl̪iː
अक़्ल	əkəl̪
क्षति	kʃət̪iː
टिंडिश	ʈɪ̃ɳɖɪʃ
चुभना	t͡ʃʊbʱn̪äː
अहंकार	ɛɦɛ̃ŋkäːɾ
तलाव	t̪əl̪äːʋ
कंबोडिया	kə̃mboːɖijäː
नासिक	n̪äːs̪ɪk
ज्योतिष	d͡ʒjoːt̪ɪʃ
पैराग्वे	pɛːɾäːɡʋeː
रसोई	ɾəs̪oːiː
नीदरलैण्ड	n̪iːd̪əɾl̪ɛ̃ːɳɖ
अभियान	əbʱijä̃ːn̪
अपेक्षाकृत	əpeːkʃäːkɾɪt̪
राज्यपाल	ɾäːd͡ʒjəpäːl̪
बहिन	bəɦɪ̃n̪
ऑफ़िस	ɔpʰɪs̪
चवन्नी	t͡ʃəʋə̃n̪n̪iː
अमरीका	ə̃mɾiːkäː
दक्षिणपंथी	d̪əkʃɪ̃ɳpə̃n̪t̪ʰiː
उपवन	ʊpwə̃n̪
चाटना	t͡ʃäːʈn̪äː
कालजयी	käːl̪d͡ʒəjiː
नत्थी	n̪ət̪̚t̪ʰiː
बालक्रीड़ा	bäːl̪əkɾiːɽäː
नाचना	n̪äːt͡ʃn̪äː
विशेषकर	ʋɪʃeːʃkəɾ
औसत	ɔːs̪ət̪
जैकबाबाद	d͡ʒɛːkbäːbäːd̪
मर्दुम	məɾd̪ʊ̃m
आखेटक	äːkʰeːʈək
संग्रन्थन	s̪ə̃ŋɡɾə̃n̪t̪ʰə̃n̪
निष्कर्ष	n̪ɪʃkəɾʃ
सियोल	s̪ijoːl̪
अकारण	əkäːɾə̃ɳ
इस्तेमाल	ɪs̪t̪eːmäːl̪
आक्रामकता	äːkɾäːməkt̪äː
शख्सियत	ʃəxs̪ijət̪
एकजुटता	eːkd͡ʒʊʈt̪äː
अभियोग	əbʱijoːɡ
फ़लस्तीनी	fəl̪əs̪t̪iːn̪iː
अँगिया	ə̃ŋɡijäː
बैल	bɛːl̪
धुंधला	d̪ʱʊ̃n̪d̪ʱl̪äː
दग़ा	d̪əɣäː
सोलह	s̪oːl̪äːɦ
न्यूनतम	n̪jũːn̪t̪ə̃m
परोसा	pəɾoːs̪äː
मदमाता	məd̪mäːt̪äː
टकराना	ʈəkɾäːn̪äː
बनावटी	bən̪äːʋəʈiː
मारतौल	mäːɾt̪ɔːl̪
नमस्ते	n̪əməs̪t̪eː
रामल्लाह	ɾäːməl̪l̪äːɦ
चालक	t͡ʃäːl̪ək
अलार्म	əl̪ɑːɾm
बर्फ़ीला	bəɾpʰiːl̪äː
तरस्विनी	t̪əɾəs̪ʋɪn̪iː
यथार्थता	jət̪ʰäːɾt̪ʰət̪äː
अनुचित	ən̪ʊt͡ʃɪt̪
केन्द्र	kẽːn̪d̪ɾᵊ
बेसन	beːs̪ə̃n̪
उससे	ʊs̪s̪eː
साही	s̪äːɦiː
आसंका	äːs̪ə̃ŋkäː
भगवा	bʱəɡʋäː
रूस	ɾuːs̪
रक्षित	ɾəkʃɪt̪
खिंचाव	kʰɪ̃n̪t͡ʃäːʋ
समन्वय	s̪əmə̃n̪wəj
अनुशीलन	ən̪ʊʃiːl̪ə̃n̪
रज़ामंद	ɾəd͡ʒäːmə̃n̪d̪
चुंबकत्व	t͡ʃʊ̃mbəkət̪wᵊ
प्रचारी	pɾət͡ʃäːɾiː
हालात	ɦäːl̪äːt̪
मॉल	mɔl̪
विश्वविद्यालय	ʋɪʃʋəʋɪd̪jäːl̪əj
ख़ुशाब	xʊʃäːb
अस्पताल	əs̪pət̪äːl̪
मिज़ोरम	mɪzoːɾə̃m
अकर्मण्यता	əkəɾmə̃ɳjət̪äː
ज़बान	d͡ʒəbä̃ːn̪
लपेटना	l̪əpeːʈn̪äː
दाढ़	d̪äːɽʱ
दिनांकित	d̪ɪn̪ä̃ːkɪt̪
आशावाद	äːʃäːʋäːd̪
नदियाँ	n̪əd̪ijä̃ː
सियालकोट	s̪ijäːl̪koːʈ
अर्यमा	əɾjəmäː
गुज़रना	ɡʊd͡ʒəɾn̪äː
चुक़ंदर	t͡ʃʊkə̃n̪d̪əɾ
आहत	äːɦət̪
अंग्रेज़ियत	ə̃ŋɡɾeːzijət̪
निज़ाम	n̪ɪd͡ʒä̃ːm
आठवाँ	äːʈʰʋä̃ː
मिस्र	mɪs̪ɾ
छिपकली	t͡ʃʰɪpkəl̪iː
पाजी	päːd͡ʒiː
न्यायोचित	n̪jäːjoːt͡ʃɪt̪
चलन	t͡ʃəl̪ə̃n̪
आकांक्षा	äːkä̃ːkʃäː
अंदाज़	ə̃n̪d̪äːz
फ़ोन	pʰõːn̪
धरातल	d̪ʱəɾäːt̪əl̪
कन्नौज	kə̃n̪n̪ɔːd͡ʒ
चरखा	t͡ʃəɾkʰäː
आत्मसंमान	äːt̪məs̪ə̃mmä̃ːn̪
अपेक्षा	əpeːkʃäː
गुणा	ɡʊɳäː
पौंड	pɔ̃ːɳɖ
इमला	ɪ̃ml̪äː
दाग़	d̪äːɡ
सुलवाना	s̪ʊl̪ʋäːn̪äː
चिली	t͡ʃɪl̪iː
जाल	d͡ʒäːl̪
बियाबान	bijäːbä̃ːn̪
निर्जीव	n̪ɪɾd͡ʒiːʋ
मद्देनज़र	məd̪̚d̪eːn̪əzəɾ
सम्पत्ति	s̪ə̃mpət̪̚t̪iː
रेतना	ɾeːt̪̚n̪äː
रज़ाकार	ɾəd͡ʒäːkäːɾ
ख़ाका	xäːkäː
सत्य	s̪ət̪jᵊ
फ़ेहरिस्त	feːɦɾɪs̪t̪
इजाजत	ɪd͡ʒäːd͡ʒət̪
घूसख़ोर	ɡʱuːs̪kʰoːɾ
इंक़िलाब	ɪ̃ŋkɪl̪äːb
पौधा	pɔːd̪ʱäː
दोष	d̪oːʃ
घर्षण	ɡʱəɾʃə̃ɳ
चीना	t͡ʃiːn̪äː
चरना	t͡ʃəɾn̪äː
नदियों	n̪əd̪ijõː
भ्रूण	bʱɾũːɳ
अफरना	əpʰəɾn̪äː
धनी	d̪ʱən̪iː
इनायत	ɪn̪äːjət̪
परिसर	pəɾɪs̪əɾ
सनक	s̪ən̪ək
शर्मिंदगी	ʃəɾmɪ̃n̪d̪ɡiː
निरोग	n̪ɪɾoːɡ
सलीक़ा	s̪əl̪iːkäː
बुढ़ाना	bʊɽʱäːn̪äː
वाष्पन	ʋäːʃpə̃n̪
तनख़्वाह	t̪ə̃n̪xäːɦ
स्वीकृत	s̪ʋiːkɾɪt̪
अठन्नी	əʈʰə̃n̪n̪iː
सर्ब	s̪əɾb
विष्णु	ʋɪʃɳuː
इसी	ɪs̪iː
महाभियोग	məɦäːbʱijoːɡ
परछाईं	pəɾt͡ʃʰäːĩː
नीतिगत	n̪iːt̪ɪɡət̪
जनेऊ	d͡ʒən̪eːuː
चीन	t͡ʃĩːn̪
धुलना	d̪ʱʊl̪n̪äː
पारिश्रमिक	päːɾɪʃɾəmɪk
कोहनी	koːɦn̪iː
गंध	ɡə̃n̪d̪ʱ
संन्यासिनी	s̪ə̃n̪n̪jäːs̪ɪn̪iː
कमली	kə̃ml̪iː
बंगाली	bə̃ŋɡäːl̪iː
क़फ़स	kəpʰəs̪
भूभाग	bʱuːbʱäːɡ
मुर्ग़ाबी	mʊɾɣäːbiː
एतराज़	eːt̪ɾäːz
मक़दूनिया	məkd̪uːn̪ijäː
फ़रात	fəɾäːt̪
उनासी	ʊn̪äːs̪iː
दवाखाना	d̪əʋäːxäːn̪äː
दाड़िम	d̪äːɽɪ̃m
अबाबील	əbäːbiːl̪
लगाना	l̪əɡäːn̪äː
कम्बोडिया	kə̃mboːɖijäː
नॉर्वे	n̪ɔɾʋeː
भेजना	bʱeːd͡ʒn̪äː
सकार	s̪əkäːɾ
ताप	t̪äːp
निम्न	n̪ɪ̃mn̪ᵊ
मुहर्रम	mɔɦɔɾɾə̃m
जीवनी	d͡ʒiːʋn̪iː
करेला	kəɾeːl̪äː
लफड़ा	l̪əpʰɽäː
निर्घोष	n̪ɪɾɡʱoːʃ
च्यवनप्राश	t͡ʃjəʋə̃n̪pɾäːʃ
ज़िंदाबाद	d͡ʒɪ̃n̪d̪äːbäːd̪
ख़ाक	xäːk
अंबु	ə̃mbuː
सालभर	s̪äːl̪bʱəɾ
मुलाक़ात	mʊl̪äːkäːt̪
जाति	d͡ʒäːt̪iː
नोटबंदी	n̪oːʈbə̃n̪d̪iː
खींचना	kʰĩːt͡ʃn̪äː
पंछी	pə̃n̪t͡ʃʰiː
टोस्ट	ʈoːs̪ʈ
दरगाह	d̪əɾɡäːɦ
पठान	pəʈʰä̃ːn̪
लेखाचित्र	l̪eːkʰäːt͡ʃɪt̪ɾᵊ
बेइज़्ज़ती	beːɪd̚d͡ʒət̪iː
