เกลือก	klɯa̯k̚˨˩
สมุนไพร	sa˨˩.mun˩˩˦.pʰraj˧
ปัจฉิมบท	pat̚˨˩.t͡ɕʰim˩˩˦.bot̚˨˩,pat̚˨˩.t͡ɕʰim˩˩˦.ma˦˥.bot̚˨˩
นพคุณ	na˦˥.pʰa˦˥.kʰun˧
ปัณฑุกัมพล	pan˧.du˨˩.kam˧.pʰon˧
แผ่ว	pʰɛw˨˩
เปน	pen˧
กลืน	klɯːn˧
ขนมปังขิง	kʰa˨˩.nom˩˩˦.paŋ˧.kʰiŋ˩˩˦
วีดิโอ	wiː˧.di˨˩.ʔoː˧
ตอนเช้า	tɔːn˧.t͡ɕʰaːw˦˥
กองทัพบก	kɔːŋ˧.tʰap̚˦˥.bok̚˨˩
โละ	loʔ˦˥
มลัก	ma˦˥.lak̚˦˥
บำเพ็ญ	bam˧.pʰen˧
เบ้า	baw˥˩
กลม	klom˧
ได้รู้	daj˥˩.ruː˦˥
กวางมูส	kwaːŋ˧.muːt̚˥˩
ขอร้อง	kʰɔː˩˩˦.rɔːŋ˦˥
กระโปรง	kra˨˩.proːŋ˧
หม่อมหลวง	mɔm˨˩.lua̯ŋ˩˩˦
รีกา	riː˧.kaː˧
ชาดก	t͡ɕʰaː˧.dok̚˨˩
ฝ่าฝืน	faː˨˩.fɯːn˩˩˦
เดินเท้า	dɤːn˧.tʰaw˦˥
นอกสมรส	nɔːk̚˥˩.som˩˩˦.rot̚˦˥
มีดพับ	miːt̚˥˩.pʰap̚˦˥
ฟีเจอริ่ง	fiː˧.t͡ɕɤː˧.riŋ˥˩,fiː˦˥.t͡ɕɤː˥˩.riŋ˥˩,fiː˦˥.t͡ɕɤː˧.riŋ˥˩,fiː˧.t͡ɕɤː˥˩.riŋ˥˩
คึก	kʰɯk̚˦˥
หลอดเลือดดำ	lɔːt̚˨˩.lɯa̯t̚˥˩.dam˧
เดดซี	deːt̚˦˥.siː˧
ชาร์จ	t͡ɕʰaːt̚˦˥
คาร์ทูม	kʰaː˧.tʰuːm˧
พุทธมามกะ	pʰut̚˦˥.tʰa˦˥.maː˧.ma˦˥.kaʔ˨˩
หมายจำคุก	maːj˩˩˦.t͡ɕam˧.kʰuk̚˦˥
กระเชา	kra˨˩.t͡ɕʰaw˧
ปฏิกริยา	pa˨˩.ti˨˩.kri˨˩.jaː˧
ไกว	kwaj˧
สาร	saː˩˩˦.ra˦˥.,saːn˩˩˦
อนุกรม	ʔa˨˩.nu˦˥.krom˧
อารมณ์	ʔaː˧.rom˧
ปานามา	paː˧.naː˧.maː˧
คอห่าน	kʰɔː˧.haːn˨˩
แก	kɛː˧
พัทลุง	pʰat̚˦˥.tʰa˦˥.luŋ˧
จะเข้	t͡ɕa˨˩.kʰeː˥˩
ติ	tiʔ˨˩
ต่ำต้อย	tam˨˩.tɔːj˥˩
ครีมกันแดด	kʰriːm˧.kan˧.dɛːt̚˨˩
ขบูร	kʰa˨˩.buːn˧
นางอาย	naːŋ˧.ʔaːj˧
อริยมรรค	ʔa˨˩.ri˦˥.ja˦˥.mak̚˦˥
ปัจฉิม	pat̚˨˩.t͡ɕʰim˩˩˦.ma˦˥.,pat̚˨˩.t͡ɕʰim˩˩˦,pat̚˨˩.t͡ɕʰim˩˩˦.
ตราบาป	traː˧.baːp̚˨˩
เศรษฐศาสตร์	seːt̚˨˩.tʰa˨˩.saːt̚˨˩
ฟักทอง	fak̚˦˥.tʰɔːŋ˧
สเปน	sa˨˩.peːn˧
เดนมาร์ก	den˧.maːk̚˨˩
สินค้าฟุ่มเฟือย	sin˩˩˦.kʰaː˦˥.fum˥˩.fɯa̯j˧
เมื่อคืน	mɯa̯˥˩.kʰɯːn˧
เอื้อนเอ่ย	ʔɯa̯n˥˩.ʔɤːj˨˩
ค้นหา	kʰon˦˥.haː˩˩˦
สังเกต	saŋ˩˩˦.keːt̚˨˩
หยากไย่	jaːk̚˨˩.jaj˥˩
มะกอก	ma˦˥.kɔːk̚˨˩
แซคราเมนโต	sɛː˧.kʰraː˧.men˧.toː˥˩
อลัชชี	ʔa˨˩.lat̚˦˥.t͡ɕʰiː˧
อุทยาน	ʔut̚˨˩.tʰa˦˥.jaːn˧
ทางตัน	tʰaːŋ˧.tan˧
ความพร้อม	kʰwaːm˧.pʰrɔːm˦˥
คลำ	kʰlam˧
กล้า	klaː˥˩
จำเป็น	t͡ɕam˧.pen˧
เนตร	neːt̚˥˩
ลแวก	la˦˥.wɛːk̚˥˩
พลขับ	pʰon˧.la˦˥.kʰap̚˨˩
ผคม	pʰa˨˩.kʰom˧
โค้ด	kʰoːt̚˦˥
เมษปิศาจ	meːt̚˥˩.sa˨˩.pi˨˩.saːt̚˨˩,meː˧.sa˨˩.pi˨˩.saːt̚˨˩
แปรรูป	prɛː˧.ruːp̚˥˩
เทวาธิปไตย	tʰeː˧.waː˧.tʰi˦˥.pa˨˩.taj˧,tʰeː˧.waː˧.tʰip̚˦˥.pa˨˩.taj˧
เมืองนอก	mɯa̯ŋ˧.nɔːk̚˥˩
สวามี	sa˨˩.waː˩˩˦.miː˧
จู่โจม	t͡ɕuː˨˩.t͡ɕoːm˧
โดน	doːn˧
อริย	ʔa˨˩.ri˦˥.ja˦˥.
ข่าว	kʰaːw˨˩
บัวสาย	bua̯˧.saːj˩˩˦
ทัพชัย	tʰap̚˦˥.t͡ɕʰaj˧
กรง	kroŋ˧
การกรรโชก	kaːn˧.kan˧.t͡ɕʰoːk̚˥˩
ใบบุญ	baj˧.bun˧
มารยา	maːn˧.jaː˧
ใบไม้ร่วง	baj˧.maːj˦˥.rua̯ŋ˥˩
มินต์	min˦˥
ประทุษวาจา	pra˨˩.tʰut̚˦˥.sa˨˩.waː˧.t͡ɕaː˧
ทรพิษ	tʰɔː˧.ra˦˥.pʰit̚˦˥
ศักย์	sak̚˨˩
การทุจริต	kaːn˧.tʰut̚˦˥.t͡ɕa˨˩.rit̚˨˩
ได้แก่	daj˥˩.kɛː˨˩,daːj˥˩.kɛː˨˩
เตี่ย	tia̯˨˩
เถ้า	tʰaw˥˩
มินนิโซตา	min˧.ni˦˥.soː˧.taː˥˩
จงอาง	t͡ɕoŋ˧.ʔaːŋ˧
นักกิน	nak̚˦˥.kin˧
ความเป็นส่วนตัว	kʰwaːm˧.pen˧.sua̯n˨˩.tua̯˧
สู่ขิต	suː˨˩.kʰit̚˨˩
แคบหมู	kʰɛːp̚˥˩.muː˩˩˦
หมี่กรอบ	miː˨˩.krɔːp̚˨˩
ส่งออก	soŋ˨˩.ʔɔːk̚˨˩
เอ็ง	ʔeŋ˧
สี	siː˩˩˦
ไข้หวัด	kʰaj˥˩.wat̚˨˩
ออริกาโน	ʔɔː˧.ri˦˥.kaː˧.noː˥˩
คลิก	kʰlik̚˦˥
ลูกความ	luːk̚˥˩.kʰwaːm˧
กลั้ว	klua̯˥˩
หน่วยคำ	nua̯j˨˩.kʰam˧
สังเคราะห์แสง	saŋ˩˩˦.kʰrɔʔ˦˥.sɛːŋ˩˩˦
กาม	kaːm˧
สงเคราะห์	soŋ˩˩˦.kʰrɔʔ˦˥
ข้าวขาหมู	kʰaːw˥˩.kʰaː˩˩˦.muː˩˩˦
รฦก	ra˦˥.lɯk̚˦˥
ซีรีย์	siː˧.riː˥˩
รับใช้	rap̚˦˥.t͡ɕʰaj˦˥
รีดนม	riːt̚˥˩.nom˧
วีดิทัศน์	wiː˧.di˨˩.tʰat̚˦˥
อาพาธ	ʔaː˧.pʰaːt̚˥˩
สมหวัง	som˩˩˦.waŋ˩˩˦
ฟิวส์	fiw˧
อุตพิด	ʔut̚˨˩.ta˨˩.pʰit̚˦˥
เหล้า	law˥˩
ส่วนลด	sua̯n˨˩.lot̚˦˥
ลวด	lua̯t̚˥˩
สิบเจ็ด	sip̚˨˩.t͡ɕet̚˨˩
ชีส	t͡ɕʰiːs˦˥
เสี้ยน	sia̯n˥˩
กิ่ง	kiŋ˨˩
สมุหนาม	sa˨˩.mu˨˩.ha˨˩.naːm˧
จวัก	t͡ɕa˨˩.wak̚˨˩
อวัยวะ	ʔa˨˩.waj˧.ja˦˥.waʔ˦˥
ไม่เบา	maj˥˩.baw˧
ไหว้ครูรำมวย	waːj˥˩.kʰruː˧.ram˧.mua̯j˧
กรอ	krɔː˧
เสือลายเมฆ	sɯa̯˩˩˦.laːj˧.meːk̚˥˩
ผาสุก	pʰaː˩˩˦.suk̚˨˩
จริยธรรม	t͡ɕa˨˩.ri˦˥.ja˦˥.tʰam˧
กูเกิล	kuː˧.kɤːl˥˩,kuː˧.kɤːn˥˩
พาสตา	pʰaːs˦˥.taː˥˩
โป๊ป	poːp̚˦˥
ตีฉิ่ง	tiː˧.t͡ɕʰiŋ˨˩
ไข้รากสาดน้อย	kʰaj˥˩.raːk̚˥˩.saːt̚˨˩.nɔːj˦˥
ตูนิเซีย	tuː˧.ni˦˥.sia̯˧
ชด	t͡ɕʰot̚˦˥
เจ็ด	t͡ɕet̚˨˩
อัญชัน	ʔan˧.t͡ɕʰan˧
หยุด	jut̚˨˩
กาลครั้งหนึ่ง	kaː˧.la˦˥.kʰraŋ˦˥.nɯŋ˨˩
ทาส	tʰaːt̚˥˩
หอหนังสือ	hɔː˩˩˦.naŋ˩˩˦.sɯː˩˩˦
ฮัจญ์	hat̚˦˥
ส้มโอ	som˥˩.ʔoː˧
ใภ้	pʰaj˦˥
พนักงาน	pʰa˦˥.nak̚˦˥.ŋaːn˧
ปีติ	piː˧.tiʔ˨˩
เรอ	rɤː˧
ข้าวหอมมะลิ	kʰaːw˥˩.hɔːm˩˩˦.ma˦˥.liʔ˦˥
สงบสุข	sa˨˩.ŋop̚˨˩.suk̚˨˩
แพ้พ่าย	pʰɛː˦˥.pʰaːj˥˩
ประชาชน	pra˨˩.t͡ɕʰaː˧.t͡ɕʰon˧
ท่าน้ำ	tʰaː˥˩.naːm˦˥
บุหรี่	bu˧.riː˨˩,bu˨˩.riː˨˩
เก็บ	kep̚˨˩
สินบน	sin˩˩˦.bon˧
เที่ยงคืน	tʰia̯ŋ˥˩.kʰɯːn˧
บิสกิต	bis˦˥.kit̚˨˩
จีฮัด	t͡ɕiː˧.hat̚˦˥
อกรรมกริยา	ʔa˨˩.kam˧.ka˨˩.ri˦˥.jaː˧,ʔa˨˩.kam˧.kri˨˩.jaː˧
ตาตุ่ม	taː˧.tum˨˩
สางห่า	saːŋ˩˩˦.haː˨˩
ข่วน	kʰua̯n˨˩
นักประดิษฐ์	nak̚˦˥.pra˨˩.dit̚˨˩
รากไม้	raːk̚˥˩.maːj˦˥
ฝืด	fɯːt̚˨˩
กะบังลม	ka˨˩.baŋ˧.lom˧
ฆ	kʰɔː˧
เจตนารมย์	t͡ɕeːt̚˨˩.ta˨˩.naː˧.rom˧
ความโลภ	kʰwaːm˧.loːp̚˥˩
หัวร้อน	hua̯˩˩˦.rɔːn˦˥
กอดเก้าอี้	kɔːt̚˨˩.kaw˥˩.ʔiː˥˩
ต้านทาน	taːn˥˩.tʰaːn˧
การเผา	kaːn˧.pʰaw˩˩˦
กาฬสินธุ์	kaː˧.la˦˥.sin˩˩˦
ทับซ้อน	tʰap̚˦˥.sɔːn˦˥
แหนม	nɛːm˩˩˦
เคมีอินทรีย์	kʰeː˧.miː˧.ʔin˧.siː˧
หลากหลาย	laːk̚˨˩.laːj˩˩˦
การพูด	kaːn˧.pʰuːt̚˥˩
อินทรียวัตถุ	ʔin˧.siː˧.ja˦˥.wat̚˦˥.tʰuʔ˨˩
เออออห่อหมก	ʔɤː˧.ʔɔː˧.hɔː˨˩.mok̚˨˩
จรด	t͡ɕa˨˩.rot̚˨˩
นิทรา	nit̚˦˥.tʰraː˧
ทฤษฎี	tʰrit̚˦˥.sa˨˩.diː˧
กระบุง	kra˨˩.buŋ˧
ช็อคโกแลต	t͡ɕʰɔk̚˥˩.kʰoː˧.lɛt̚˦˥
หมดอายุ	mot̚˨˩.ʔaː˧.juʔ˦˥
มาเลศ	maː˧.leːt̚˥˩
แพละโลม	pʰlɛʔ˦˥.loːm˧
เถาหยวน	tʰaw˩˩˦.jua̯n˩˩˦
วงกบ	woŋ˧.kop̚˨˩
มนุษยสัมพันธ์	ma˦˥.nut̚˦˥.sam˩˩˦.pʰan˧,ma˦˥.nut̚˦˥.sa˨˩.ja˦˥.sam˩˩˦.pʰan˧
ปากท้อง	paːk̚˨˩.tʰɔːŋ˦˥
ออกเรือน	ʔɔːk̚˨˩.rɯa̯n˧
หมูป่า	muː˩˩˦.paː˨˩
อ่าวกินี	ʔaːw˨˩.ki˨˩.niː˧
ยาม	jaː˧.ma˦˥.,jaːm˧
ฉทวาร	t͡ɕʰa˨˩.tʰa˦˥.waːn˧
ขณะ	kʰa˨˩.naʔ˨˩
ไอ้	ʔaj˥˩
นิ้วก้อย	niw˦˥.kɔːj˥˩
ด้นถอยหลัง	don˥˩.tʰɔj˩˩˦.laŋ˩˩˦
การแทรก	kaːn˧.sɛːk̚˥˩
ดึงดัน	dɯŋ˧.dan˧
ยีสต์	jiːs˦˥,jiːt̚˦˥
ขัดขืน	kʰat̚˨˩.kʰɯːn˩˩˦
สวรรค์ชั้นเจ็ด	sa˨˩.wan˩˩˦.t͡ɕʰan˦˥.t͡ɕet̚˨˩
อร่อย	ʔa˨˩.rɔj˨˩
ดอม	dɔːm˧
นิทาน	ni˦˥.tʰaːn˧
เถา	tʰaw˩˩˦
เชื้อ	t͡ɕʰɯa̯˦˥
สาก	saːk̚˨˩
กลีบดอกไม้	kliːp̚˨˩.dɔːk̚˨˩.maːj˦˥
บริเวณ	bɔː˧.ri˦˥.weːn˧
ตอม	tɔːm˧
เดียว	dia̯w˧
เจ็บไข้	t͡ɕep̚˨˩.kʰaj˥˩
ดุก	duk̚˨˩
ดีไซน์	diː˧.saːj˧
เฒ่าทารก	tʰaw˥˩.tʰaː˧.rok̚˦˥
ความละอาย	kʰwaːm˧.la˦˥.ʔaːj˧
วสันต์	wa˦˥.san˩˩˦
สะอาด	sa˨˩.ʔaːt̚˨˩
เรื่องมาก	rɯa̯ŋ˥˩.maːk̚˥˩
ฝ่ายขวา	faːj˨˩.kʰwaː˩˩˦
ว่านหางจระเข้	waːn˥˩.haːŋ˩˩˦.t͡ɕɔː˧.ra˦˥.kʰeː˥˩
สถานีดับเพลิง	sa˨˩.tʰaː˩˩˦.niː˧.dap̚˨˩.pʰlɤːŋ˧
การรอ	kaːn˧.rɔː˧
โลน	loːn˧
การพัฒนา	kaːn˧.pʰat̚˦˥.tʰa˦˥.naː˧
กู่ฉิน	kuː˨˩.t͡ɕʰin˩˩˦
ยานัตถุ์	jaː˧.nat̚˦˥
ชุบ	t͡ɕʰup̚˦˥
กลิ้ง	kliŋ˥˩
ความบีบคั้น	kʰwaːm˧.biːp̚˨˩.kʰan˦˥
พืชดอก	pʰɯːt̚˥˩.dɔːk̚˨˩
อายุ	ʔaː˧.juʔ˦˥
เยือก	jɯa̯k̚˥˩
ปาน	paːn˧,paː˧.na˦˥.
ผู้เฒ่า	pʰuː˥˩.tʰaw˥˩
นครพนม	na˦˥.kʰɔːn˧.pʰa˦˥.nom˧
พัน	pʰan˧
จิมิ	t͡ɕi˨˩.miʔ˦˥
อัศวิน	ʔat̚˨˩.sa˨˩.win˧
ชะตา	t͡ɕʰa˦˥.taː˧
คราบหินปูน	kʰraːp̚˥˩.hin˩˩˦.puːn˧
คิด	kʰit̚˦˥
สังเคราะห์	saŋ˩˩˦.kʰrɔʔ˦˥
มีเพศสัมพันธ์	miː˧.pʰeːt̚˥˩.sam˩˩˦.pʰan˧
สถานีอวกาศ	sa˨˩.tʰaː˩˩˦.niː˧.ʔa˨˩.wa˦˥.kaːt̚˨˩
พาสุกรี	pʰaː˧.su˨˩.kriː˧
ฝ	fɔː˩˩˦
ห้อง	hɔŋ˥˩
กระทู้	kra˨˩.tʰuː˦˥
อเมริกาใต้	ʔa˨˩.meː˧.ri˦˥.kaː˧.taːj˥˩
สากล	saː˩˩˦.kon˧.la˦˥.,saː˩˩˦.kon˧
กุด	kut̚˨˩
ปริวรรต	pa˨˩.ri˦˥.wat̚˦˥,pa˨˩.ri˦˥.wat̚˦˥.ta˨˩.
ไอออน	ʔaj˧.ʔɔn˥˩
ตะวันออก	ta˨˩.wan˧.ʔɔːk̚˨˩
ราชสีห์	raːt̚˥˩.t͡ɕʰa˦˥.siː˩˩˦
ยางมะตอย	jaːŋ˧.ma˦˥.tɔj˧
กระแสไฟฟ้า	kra˨˩.sɛː˩˩˦.faj˧.faː˦˥
ภุมรี	pʰum˧.ma˦˥.riː˧
มองเห็น	mɔːŋ˧.hen˩˩˦
เจ้าอารมณ์	t͡ɕaw˥˩.ʔaː˧.rom˧
จ๊าด	t͡ɕaːt̚˦˥
วิญญูชน	win˧.juː˧.t͡ɕʰon˧
ซากดึกดำบรรพ์	saːk̚˥˩.dɯk̚˨˩.dam˧.ban˧
ประพาส	pra˨˩.pʰaːt̚˥˩
โรงเรียนอนุบาล	roːŋ˧.ria̯n˧.ʔa˨˩.nu˦˥.baːn˧
เห็ด	het̚˨˩
หลุมพราง	lum˩˩˦.pʰraːŋ˧
เกล้ากระหม่อมฉัน	klaːw˥˩.kra˨˩.mɔm˨˩.t͡ɕʰan˩˩˦
ริ้ว	riw˦˥
ยอมแพ้	jɔːm˧.pʰɛː˦˥
มีนวิทยา	miː˧.na˦˥.wit̚˦˥.tʰa˦˥.jaː˧
ทอดมัน	tʰɔːt̚˥˩.man˧
รามาธิบดี	raː˧.maː˧.tʰip̚˦˥.bɔː˧.diː˧,raː˧.maː˧.tʰi˦˥.bɔː˧.diː˧
อุดร	ʔu˨˩.dɔːn˧
แมริแลนด์	mɛː˧.ri˦˥.lɛːn˧
อัปมงคล	ʔap̚˨˩.pa˨˩.moŋ˧.kʰon˧
วานาเดียม	waː˧.naː˧.dia̯m˥˩
สำนักงาน	sam˩˩˦.nak̚˦˥.ŋaːn˧
ยิน	jin˧
ผีเสื้อกลางคืน	pʰiː˩˩˦.sɯa̯˥˩.klaːŋ˧.kʰɯːn˧
หน้าด้าน	naː˥˩.daːn˥˩
แม่ไก่	mɛː˥˩.kaj˨˩
ค้าน	kʰaːn˦˥
โฆษณา	kʰoːt̚˥˩.sa˨˩.naː˧
จำนวนเชิงพีชคณิต	t͡ɕam˧.nua̯n˧.t͡ɕʰɤːŋ˧.pʰiː˧.t͡ɕʰa˦˥.kʰa˦˥.nit̚˦˥
ร่มชูชีพ	rom˥˩.t͡ɕʰuː˧.t͡ɕʰiːp̚˥˩
ลมหายใจ	lom˧.haːj˩˩˦.t͡ɕaj˧
มดลูก	mot̚˦˥.luːk̚˥˩
เปียก	pia̯k̚˨˩
มเหษี	ma˦˥.heː˩˩˦.siː˩˩˦
สัมภเวสี	sam˩˩˦.pʰa˦˥.weː˧.siː˩˩˦
เนบิวลา	neː˧.biw˧.laː˥˩
อาทิตย	ʔaː˧.tʰit̚˦˥,ʔaː˧.tʰit̚˦˥.,ʔaː˧.tʰit̚˦˥.ta˨˩.ja˦˥.
ไทใหญ่	tʰaj˧.jaj˨˩
กเทย	ka˨˩.tʰɤːj˧
ล้อม	lɔːm˦˥
การพยาบาล	kaːn˧.pʰa˦˥.jaː˧.baːn˧
เครื่องจักร	kʰrɯa̯ŋ˥˩.t͡ɕak̚˨˩
ชัยชนะ	t͡ɕʰaj˧.t͡ɕʰa˦˥.naʔ˦˥
ไหม้	maj˥˩
วุ้น	wun˦˥
เทวี	tʰeː˧.wiː˧
เวียงจันทน์	wia̯ŋ˧.t͡ɕan˧
กรรไกร	kan˧.kraj˧
ตุ้งติ้ง	tuŋ˥˩.tiŋ˥˩
รู้จักมักคุ้น	ruː˦˥.t͡ɕak̚˨˩.mak̚˦˥.kʰun˦˥
ใต้ดิน	taːj˥˩.din˧
แทลเลียม	tʰɛl˧.lia̯m˥˩,tʰɛːl˧.lia̯m˥˩
กลวง	klua̯ŋ˧
การกลัวดอกพิกุลจะร่วง	kaːn˧.klua̯˧.dɔːk̚˨˩.pʰi˦˥.kun˧.t͡ɕa˨˩.rua̯ŋ˥˩
การกำหนด	kaːn˧.kam˧.not̚˨˩
เทา	tʰaw˧
สุวรรณภูมิ	su˨˩.wan˧.na˦˥.pʰuːm˧
จี้	t͡ɕiː˥˩
ด่า	daː˨˩
บทบรรยายใต้ภาพ	bot̚˨˩.ban˧.jaːj˧.taj˥˩.pʰaːp̚˥˩
เห็นแก่ตัว	hen˩˩˦.kɛː˨˩.tua̯˧
พบ	pʰop̚˦˥
จัด	t͡ɕat̚˨˩
ยืด	jɯːt̚˥˩
เมื่อวาน	mɯa̯˥˩.waːn˧
กระดูกงู	kra˨˩.duːk̚˨˩.ŋuː˧
ทำนอง	tʰam˧.nɔːŋ˧
แม่กุญแจ	mɛː˥˩.kun˧.t͡ɕɛː˧
หลุดมือ	lut̚˨˩.mɯː˧
กวน	kua̯n˧
นักษัตรบดี	nak̚˦˥.sat̚˨˩.tra˨˩.bɔː˧.diː˧
สูท	suːt̚˨˩
หมอก	mɔːk̚˨˩
ครั่ง	kʰraŋ˥˩
กรม	krom˧,krom˧.,krom˧.ma˦˥.
เอริเทรีย	ʔeː˧.ri˦˥.tʰria̯˧
บูดาเปสต์	buː˧.daː˧.peːs˦˥
อัตโนมือ	ʔat̚˨˩.ta˨˩.noː˧.mɯː˧
อนุสรณ์	ʔa˨˩.nu˦˥.sɔːn˩˩˦
แม่เลี้ยงเดี่ยว	mɛː˥˩.lia̯ŋ˦˥.dia̯w˨˩
สบ	sop̚˨˩
ใหม่เอี่ยม	maj˨˩.ʔia̯m˨˩
ดูชานเบ	duː˧.t͡ɕʰaːn˧.beː˥˩
น่าอยู่	naː˥˩.juː˨˩
สัมฤทธิศก	sam˩˩˦.rit̚˦˥.tʰi˦˥.sok̚˨˩
ระบบประสาทนอกส่วนกลาง	ra˦˥.bop̚˨˩.pra˨˩.saːt̚˨˩.nɔːk̚˥˩.sua̯n˨˩.klaːŋ˧
ยะลา	ja˦˥.laː˧
เครื่องปั่น	kʰrɯa̯ŋ˥˩.pan˨˩
เข็มฉีดยา	kʰem˩˩˦.t͡ɕʰiːt̚˨˩.jaː˧.t͡ɕʰaː˧
หินตะกอน	hin˩˩˦.ta˨˩.kɔːn˧
คุณภาพ	kʰun˧.na˦˥.pʰaːp̚˥˩
ปัญญาอ่อน	pan˧.jaː˧.ʔɔːn˨˩
ฟาร์ม	faːm˧
อธิบาย	ʔa˨˩.tʰi˦˥.baːj˧
การพลิก	kaːn˧.pʰlik̚˦˥
โถส้วม	tʰoː˩˩˦.sua̯m˥˩
เอาลูกเขามาเลี้ยงเอาเมี่ยงเขามาอม	ʔaw˧.luːk̚˥˩.kʰaw˩˩˦.maː˧.lia̯ŋ˦˥.ʔaw˧.mia̯ŋ˥˩.kʰaw˩˩˦.maː˧.ʔom˧
ป่วน	pua̯n˨˩
นพ	nop̚˦˥.pʰa˦˥.,nop̚˦˥
ฟลอริดา	flɔː˧.ri˦˥.daː˥˩
ล่ม	lom˥˩
แดด	dɛːt̚˨˩
รถบรรทุก	rot̚˦˥.ban˧.tʰuk̚˦˥
นักวิจัย	nak̚˦˥.wi˦˥.t͡ɕaj˧
แบคทีเรีย	bɛk̚˨˩.tʰiː˧.ria̯˧
อินฟราเรด	ʔin˧.fraː˧.reːt̚˨˩
ต่อมใต้สมอง	tɔm˨˩.taj˥˩.sa˨˩.mɔːŋ˩˩˦
รูจมูก	ruː˧.t͡ɕa˨˩.muːk̚˨˩
หมี่	miː˨˩
ปี	piː˧
ปวง	pua̯ŋ˧
มินสก์	min˦˥,mins˧
แคนาดา	kʰɛː˧.naː˧.daː˧
สะพัง	sa˨˩.pʰaŋ˧
เหงือก	ŋɯa̯k̚˨˩
สมาธิ	sa˧.maː˧.tʰiʔ˦˥,sa˨˩.maː˧.tʰiʔ˦˥
ภูติ	pʰuːt̚˥˩
ดีฉัน	diː˧.t͡ɕʰan˩˩˦
คฤหบดี	kʰa˦˥.rɯ˦˥.ha˨˩.bɔː˧.diː˧
บัญชีดำ	ban˧.t͡ɕʰiː˧.dam˧
เม็ดละมุด	met̚˦˥.la˦˥.mut̚˦˥
ลูก	luːk̚˥˩
อนุญาโตตุลาการ	ʔa˨˩.nu˦˥.jaː˧.toː˧.tu˨˩.laː˧.kaːn˧
จำลอง	t͡ɕam˧.lɔːŋ˧
ดาน	daːn˧
ห่อ	hɔː˨˩
ต่างหู	taːŋ˨˩.huː˩˩˦
หลังจาก	laŋ˩˩˦.t͡ɕaːk̚˨˩
จีนแส	t͡ɕiːn˧.sɛː˩˩˦
ค้อนปอนด์	kʰɔːn˦˥.pɔːn˧
จมูก	t͡ɕa˨˩.muːk̚˨˩
จงกล	t͡ɕoŋ˧.kon˧
เบื้องต้น	bɯa̯ŋ˥˩.ton˥˩
ไผ่	pʰaj˨˩
ลูกคิด	luːk̚˥˩.kʰit̚˦˥
อิฉัน	ʔi˨˩.t͡ɕʰan˩˩˦
ค่าง	kʰaːŋ˥˩
ใบเตย	baj˧.tɤːj˧
เสียสละ	sia̯˩˩˦.sa˨˩.laʔ˨˩
มหาเถร	ma˦˥.haː˩˩˦.tʰeː˩˩˦.ra˦˥.,ma˦˥.haː˩˩˦.tʰeːn˩˩˦
ภาษี	pʰaː˧.siː˩˩˦
ก้าวก่าย	kaːw˥˩.kaːj˨˩
เถือ	tʰɯa̯˩˩˦
บาดแผล	baːt̚˨˩.pʰlɛː˩˩˦
เหลื่อมล้ำ	lɯa̯m˨˩.lam˦˥
จัตุรัส	t͡ɕat̚˨˩.tu˨˩.rat̚˨˩
จ.ศ.	t͡ɕɔː˧.sɔː˩˩˦
เดลาแวร์	deː˧.laː˧.wɛː˧
นครปฐม	na˦˥.kʰɔːn˧.pa˨˩.tʰom˩˩˦
คุณสมบัติ	kʰun˧.na˦˥.som˩˩˦.bat̚˨˩,kʰun˧.som˩˩˦.bat̚˨˩
แค	kʰɛː˧
เลา	law˧
ชยันโต	t͡ɕʰa˦˥.jan˧.toː˧
ปราศรัย	praː˧.saj˩˩˦
พฤติกรรม	pʰrɯt̚˦˥.ti˨˩.kam˧
ซาอุดีอาระเบีย	saː˧.ʔu˨˩.diː˧.ʔaː˧.ra˦˥.bia̯˧,saː˧.ʔu˨˩.diː˧.ʔaː˧.ra˦˥.bia̯˨˩
มั๊ย	maj˦˥
รด	rot̚˦˥
ชั่วโมง	t͡ɕʰua̯˥˩.moːŋ˧
กัด	kat̚˨˩
เด็กชาย	dek̚˨˩.t͡ɕʰaːj˧
อัปรีย์	ʔap̚˨˩.priː˧
แก้วมังกร	kɛːw˥˩.maŋ˧.kɔːn˧
จูงจมูก	t͡ɕuːŋ˧.t͡ɕa˨˩.muːk̚˨˩
เจ้าใหญ่นายโต	t͡ɕaːw˥˩.jaj˨˩.naːj˧.toː˧
กรุงเทพมหานคร	kruŋ˧.tʰeːp̚˥˩.ma˦˥.haː˩˩˦.na˦˥.kʰɔːn˧
ไม้เกาหลัง	maj˦˥.kaw˧.laŋ˩˩˦
แม่สื่อ	mɛː˥˩.sɯː˨˩
พาราโบลา	pʰaː˧.raː˧.boː˧.laː˥˩
ไส้	saj˥˩
นักเคลื่อนไหว	nak̚˦˥.kʰlɯa̯n˥˩.waj˩˩˦
หัวหมอ	hua̯˩˩˦.mɔː˩˩˦
หน้าม้า	naː˥˩.maː˦˥
บุคลิกภาพ	buk̚˨˩.kʰa˦˥.lik̚˦˥.ka˨˩.pʰaːp̚˥˩
ปืนพก	pɯːn˧.pʰok̚˦˥
การเปิด	kaːn˧.pɤːt̚˨˩
ภัยพิบัติ	pʰaj˧.pʰi˦˥.bat̚˨˩
สกุล	sa˨˩.kun˧
