بچووک	.bi.çûk
شەرعی	.şer.ƹî
وەستا	.wes.ta
هەندێک	.hen.dêk
گەلانی	.ge.la.nî
شانۆیە	.şa.no.ye
خانەی	.xa.ney
دەستە	.des.te
تورکییەکانیان	.tur.kî.ye.kan.yan
مێژوویانەی	.mê.jû.ya.ney
دەنگێ	.den.gê
خزمەتگوزاری	.xiz.met.gu.za.rî
خۆبێژ	.xo.bêj
پیاوان	.pya.wan
زارەکی	.za.re.kî
خوێنەران	.xwê.ne.ran
دەهاتە	.de.ha.te
کۆبوونەوەیەدا	.ko.bû.ne.we.ye.da
بداتە	.bi.da.te
هەواڵدەری	.he.wał.de.rî
ساڵاندا	.sa.łan.da
ناوەنجی	.na.wen.cî
دەرئەنجامێکی	.der.ʔen.ca.mê.kî
دیتمەوە	.dît.me.we
سەرکتێبە	.ser.ki.tê.be
پێداویستییەکان	.pê.da.wîs.tî.ye.kan
دابەشکردنی	.da.beş.kir.di.nî
دامڕشتبوو	.dam.řiş.ti.bû
ماکی	.ma.kî
چاپخەگەلە	.çap.xe.ge.le
حەسیچەن	.ḧe.sî.çen
فرۆشرابان	.fi.roş.ra.ban
دەرئەنجامی	.der.ʔen.ca.mî
وەرزی	.wer.zî
ڕاشیگەیاند	.řa.şî.ge.yand
فرمێسک	.fir.mêsk
زمانکوژی	.zi.man.ku.jî
گۆلی	.go.lî
ئاوەڵاوە	.ʔa.we.ła.we
سەرکوت	.ser.kut
هەلبژاردەی	.hel.bi.jar.dey
دەبینێ	.de.bî.nê
کەرەستەی	.ke.res.tey
بەخۆی	.be.xoy
یەکگرتووەکانی	.yek.gir.tu.we.ka.nî
نرخێکی	.nir.xê.kî
فەلسەفەی	.fel.se.fey
بەدوای	.be.dway
بریتانییەکان	.bi.rî.ta.nî.ye.kan
ڕوویدا	.řûy.da
خێراکارانێک	.xê.ra.ka.ra.nêk
نابن	.na.bin
رێپێنەدراویی	.rê.pê.ne.di.ra.wîy
وەرنەگرتووە	.wer.ne.gir.tu.we
دەکرا	.de.ki.ra
ڕێبەرانی	.řê.be.ra.nî
چاوەکانی	.ça.we.ka.nî
داهاتووشدا	.da.ha.tûş.da
پێشانگایەکی	.pê.şan.ga.ye.kî
سوپاسی	.su.pa.sî
نوورەدین	.nû.re.dîn
کۆتاییی	.ko.ta.yîy
بەتایبەت	.be.tay.bet
شۆرشی	.şo.ri.şî
باڵاخانەیەکی	.ba.ła.xa.ne.ye.kî
نەتەوایەتی	.ne.te.wa.ye.tî
چوونکە	.çûn.ke
بەنێوبانگەکان	.be.nêw.ban.ge.kan
ئاستەنگەکان	.ʔas.ten.ge.kan
حوسەین	.ḧu.seyn
ئەسڵانی	.ʔes.ła.nî
بووی	.bûy
خێی	.xêy
دووزمانەکان	.dû.zi.ma.ne.kan
تاوانێک	.ta.wa.nêk
مێژدا	.mêj.da
دانیشتوواندا	.da.nîş.tu.wan.da
وەرگێڕاوانە	.wer.gê.řa.wa.ne
تیۆرییەکی	.tyo.rî.ye.kî
دەیکات	.dey.kat
ئازادی	.ʔa.za.dî
کتێبەکانیان	.ki.tê.be.kan.yan
دەگوترێ	.de.gut.rê
ئەورووپی	.ʔew.rû.pî
شاراوە	.şa.ra.we
بڕیبوون	.bi.řî.bûn
پر	.pir
کورد	.kurd
بڕا	.bi.řa
وڵاتێکی	.wi.ła.tê.kî
قۆناغە	.qo.na.ẍe
دەربەندیخان	.der.ben.dî.xan
دەپرسا	.de.pir.sa
بەمەبەستی	.be.me.bes.tî
ناسینی	.na.sî.nî
دەیویست	.dey.wîst
حافیز	.ḧa.fîz
قەڵەم	.qe.łem
دەردەخات	.der.de.xat
نوێ	.nwê
سەرهێڵ	.ser.hêł
عەرەبیش	.ƹe.re.bîş
لایەنە	.la.ye.ne
بپارێزێت	.bi.pa.rê.zêt
دەریایی	.der.ya.yî
هەڵمەتێکی	.heł.me.tê.kî
سەرەکیی	.se.re.kîy
راوەستێندران	.ra.wes.tên.di.ran
پێزانین	.pê.za.nîn
جێگەی	.cê.gey
بەرگریکردن	.ber.gi.rî.kir.din
باسانە	.ba.sa.ne
بنەمایەکی	.bi.ne.ma.ye.kî
کتێبەکەی	.ki.tê.be.key
قۆڵبەست	.qoł.best
سەردار	.ser.dar
کوژرا	.kuj.ra
سنوورە	.si.nû.re
نوێنەری	.nwê.ne.rî
داواکارییەکیان	.da.wa.ka.rî.yek.yan
بەکار	.be.kar
یاسایییەکان	.ya.sa.yî.ye.kan
رێکخراوە	.rêk.xi.ra.we
ئێرانە	.ʔê.ra.ne
دەستەی	.des.tey
موراد	.mu.rad
عەرەب‌کردنە	.ƹe.reb.kir.di.ne
چاپخانەگەلێکی	.çap.xa.ne.ge.lê.kî
مەلایان	.me.la.yan
کەلتوری	.kel.tu.rî
هەلومەرجانێک	.he.lu.mer.ca.nêk
ویتمن	.wît.min
نەتەوەیەکی	.ne.te.we.ye.kî
بڕبڕەیانە	.biř.bi.ře.ya.ne
خوێندکاریدا	.xwênd.ka.rî.da
رادەوەستێندرێن	.ra.de.wes.tên.di.rên
بەرەوە	.be.re.we
گرنگی	.gi.rin.gî
هەڕۆڵد	.he.řołd
دوایییانەدا	.dwa.yî.ya.ne.da
وەزیران	.we.zî.ran
دڵنیایییەوە	.dił.nya.yî.ye.we
تەندروستی	.ten.di.rus.tî
لەم	.lem
کەسییەکان	.ke.sî.ye.kan
دەستیپێکرد	.des.tî.pê.kird
خوارەوەی	.xwa.re.wey
بەنرخە	.be.nir.xe
ساڵانێک	.sa.ła.nêk
وڵاتەدا	.wi.ła.te.da
سایتی	.say.tî
گەلەکەمان	.ge.le.ke.man
هەرێمی	.he.rê.mî
یەکەوە	.ye.ke.we
دەستەبەر	.des.te.ber
گەڵاڵەکانی	.ge.ła.łe.ka.nî
مارچە	.mar.çe
هەینی	.hey.nî
گەلێ	.ge.lê
شارەزان	.şa.re.zan
زۆرکارییەکانی	.zor.ka.rî.ye.ka.nî
پێشگرییەکان	.pêş.gi.rî.ye.kan
ئیسماعیل	.ʔîs.ma.ƹîl
سیاسییەکانیشدا	.sya.sî.ye.ka.nîş.da
فیستیڤاڵی	.fîs.tî.va.łî
پشتی	.piş.tî
تربەسپی	.tir.be.si.pî
دوولایەنەی	.dû.la.ye.ney
بابان	.ba.ban
بۆکان	.bo.kan
بۆخۆم	.bo.xom
بەدەستهێنا	.be.dest.hê.na
پێیەی	.pê.yey
ناوخۆی	.naw.xoy
کردنیان	.kir.din.yan
ناونیشانی	.naw.nî.şa.nî
لەدەرەوەی	.le.de.re.wey
خوایە	.xwa.ye
ئەسپ	.ʔesp
کوردەکانە	.kur.de.ka.ne
بکەینەوە	.bi.key.ne.we
دەرببڕیت	.der.bi.bi.řît
نوسینی	.nu.sî.nî
نەیانتوانیبوو	.ne.yan.twa.nî.bû
پۆلەکانی	.po.le.ka.nî
پێکەوەییگەلی	.pê.ke.we.yî.ge.lî
بەندەکانی	.ben.de.ka.nî
پێیە	.pê.ye
هێرشە	.hê.ri.şe
بڵاوکەرەکان	.bi.ław.ke.re.kan
نازانێت	.na.za.nêt
وەڵام	.we.łam
هیوامان	.hî.wa.man
لوبناندا	.lub.nan.da
ناوەرۆکی	.na.we.ro.kî
چوارەمی	.çwa.re.mî
دینی	.dî.nî
زانکۆکانی	.zan.ko.ka.nî
بکەنە	.bi.ke.ne
ناسراوەوە	.nas.ra.we.we
ئانکارادایە	.ʔan.ka.ra.da.ye
بڵاوکراوەکانی	.bi.ław.ki.ra.we.ka.nî
نووسەرانە	.nû.se.ra.ne
رامیارە	.ram.ya.re
دەزانم	.de.za.nim
شەڕێکی	.şe.řê.kî
ناوەندیان	.na.wend.yan
دات	.dat
بڕی	.bi.řî
چەکدار	.çek.dar
هەنگاو	.hen.gaw
رێیانپێنادرێ	.rê.yan.pê.na.di.rê
ئەمنییەکانی	.ʔem.nî.ye.ka.nî
سودی	.su.dî
بەسە	.be.se
باسە	.ba.se
رووپەڕانیش	.rû.pe.řa.nîş
خولقاندنی	.xul.qan.di.nî
دیواری	.dî.wa.rî
ئایینیش	.ʔa.yî.nîş
مالیکی	.ma.lî.kî
کارەکەی	.ka.re.key
پێئەسپێردرا	.pê.ʔes.pêr.di.ra
تیا	.tya
ناچیرۆکەکاندا	.na.çî.ro.ke.kan.da
هەرێم	.he.rêm
بەینێکی	.bey.nê.kî
درابێ	.di.ra.bê
بەڵکەم	.beł.kem
کەی	.key
هۆڵەندا	.ho.łen.da
نامناسێ	.nam.na.sê
هەرتکیان	.her.tik.yan
عێراقە	.ƹê.ra.qe
جودا	.cu.da
بانگەشە	.ban.ge.şe
دەخرێن	.de.xi.rên
لەیەک	.le.yek
تاوانبار	.ta.wan.bar
قسەکانی	.qi.se.ka.nî
دەکردەوە	.de.kir.de.we
پەیڕەو	.pey.řew
سنوورەکانی	.si.nû.re.ka.nî
کچێک	.ki.çêk
پرسیارێکیان	.pirs.ya.rêk.yan
باج	.bac
کارتێکەر	.kar.tê.ker
پیشەیە	.pî.şe.ye
چۆنایەتیی	.ço.na.ye.tîy
ئافراند	.ʔaf.rand
کەیفی	.key.fî
سیاسییەکانی	.sya.sî.ye.ka.nî
کورت	.kurt
نووسراوەگەلی	.nûs.ra.we.ge.lî
ئومێد	.ʔu.mêd
لەسایەی	.le.sa.yey
ئایندەی	.ʔa.yin.dey
برینداربوون	.bi.rîn.dar.bûn
هەڵدەگوێزرانەوە	.heł.de.gwêz.ra.ne.we
بەکر	.be.kir
برایەتی	.bi.ra.ye.tî
یاسایە	.ya.sa.ye
قورئانی	.qur.ʔa.nî
ڕەسوڵ	.ře.suł
ورد	.wird
ناوەندییەکانی	.na.wen.dî.ye.ka.nî
کێشانە	.kê.şa.ne
شیووعی	.şyû.ƹî
جیهانی	.cî.ha.nî
سووچێکی	.sû.çê.kî
پێچ	.pêç
سەربازەکانی	.ser.ba.ze.ka.nî
دەکوژران	.de.kuj.ran
شێعرە	.şêƹ.re
کەواتە	.ke.wa.te
پێدەچێت	.pê.de.çêt
نوسینگەی	.nu.sîn.gey
هەمبەر	.hem.ber
شارە	.şa.re
پەرە	.pe.re
نادۆزرێنەوە	.na.doz.rê.ne.we
فیلمی	.fîl.mî
نەتەوەیی	.ne.te.we.yî
خواردن	.xwar.din
فرەتری	.fi.re.ti.rî
نووسیویە	.nû.sîw.ye
باجەکانی	.ba.ce.ka.nî
هەوای	.he.way
پڕۆژەکە	.pi.řo.je.ke
پەرەی	.pe.rey
چەندین	.çen.dîn
لەگشتیدا	.le.giş.tî.da
جۆربەجۆری	.cor.be.co.rî
نەدەهاتن	.ne.de.ha.tin
جلوبەرگی	.ci.lu.ber.gî
دیداری	.dî.da.rî
ئەیلول	.ʔey.lul
نەجمەددین	.nec.med.dîn
ئێستاکە	.ʔês.ta.ke
لێزانێکی	.lê.za.nê.kî
لێدوانێکیدا	.lê.dwa.nê.kî.da
کۆمەڵانی	.ko.me.ła.nî
دەناساند	.de.na.sand
تەماشای	.te.ma.şay
یاساکەی	.ya.sa.key
چاپکران	.çap.ki.ran
تێگەیشتنی	.tê.geyş.ti.nî
ناداتەوە	.na.da.te.we
درەنگ	.di.reng
هەناردەی	.he.nar.dey
چاکسازیی	.çak.sa.zîy
ئەمانەش	.ʔe.ma.neş
پاسەوانی	.pa.se.wa.nî
پێش	.pêş
گێل	.gêl
راشکاو	.ra.şi.kaw
سەرجەم	.ser.cem
ئاکشەنەر	.ʔak.şe.ner
لەناوبردنی	.le.naw.bir.di.nî
هەڵبەستەکان	.heł.bes.te.kan
کتێب	.ki.têb
مایەی	.ma.yey
گوتاری	.gu.ta.rî
خاوەنان	.xa.we.nan
علیە	.ƹil.ye
سێبەری	.sê.be.rî
مرۆڤە	.mi.ro.ve
تلێفۆنەوە	.ti.lê.fo.ne.we
کتێبەکانیشی	.ki.tê.be.ka.nî.şî
دەستبەدەست	.dest.be.dest
ناگونجێن	.na.gun.cên
هیندستان	.hîn.dis.tan
ناڕاستەوخۆیانە	.na.řas.tew.xo.ya.ne
ویلایەتە	.wî.la.ye.te
بگیردرێن	.bi.gîr.di.rên
بدۆزێتەوە	.bi.do.zê.te.we
منداڵێک	.min.da.łêk
نووسینگەکانی	.nû.sîn.ge.ka.nî
کۆپییەک	.ko.pî.yek
راگەیاندبوو	.ra.ge.yan.di.bû
دانیشێنرابوون	.da.nî.şên.ra.bûn
یوسف	.yu.sif
بناسێنێ	.bi.na.sê.nê
کتێبەوە	.ki.tê.be.we
لەخوارەوە	.le.xwa.re.we
خەڵکە	.xeł.ke
فیلمە	.fîl.me
بریتییە	.bi.rî.tî.ye
دەرکەوتنی	.der.kew.ti.nî
قەوارە	.qe.wa.re
ئەحمەد	.ʔeḧ.med
ماون	.ma.win
ترە	.ti.re
قۆڵبەستکرانیان	.qoł.best.ki.ran.yan
گرت	.girt
هەڵوەشێندرا	.heł.we.şên.di.ra
بۆت	.bot
تمەن	.ti.men
ئامۆژگاری	.ʔa.moj.ga.rî
دژایەتیی	.di.ja.ye.tîy
چاکی	.ça.kî
شەوی	.şe.wî
زمانێکی	.zi.ma.nê.kî
کۆماری	.ko.ma.rî
پارێزگاری	.pa.rêz.ga.rî
هۆرتەوبەرەی	.hor.tew.be.rey
کەسانەی	.ke.sa.ney
نوێش	.nwêş
قسانە	.qi.sa.ne
بڕیارەی	.biř.ya.rey
تەمەن	.te.men
زۆربەیان	.zor.be.yan
تەواو	.te.waw
ڕەجەب	.ře.ceb
دەهێنرێن	.de.hên.rên
یاسین	.ya.sîn
بەرازیل	.be.ra.zîl
بڵاوکردەوە	.bi.ław.kir.de.we
کوردییانە	.kur.dî.ya.ne
چاپدەکرێ	.çap.de.ki.rê
بێ	.bê
دزی	.di.zî
ڕاگەیەندرا	.řa.ge.yen.di.ra
قەتی	.qe.tî
بەدرخانەکان	.be.dir.xa.ne.kan
دژوارکردنەوەی	.dij.war.kir.di.ne.wey
کتێبخانەگەلی	.ki.têb.xa.ne.ge.lî
هەردووکیان	.her.dûk.yan
دەدن	.de.din
خوێندنگەکان	.xwên.din.ge.kan
سەرێکانیم	.se.rê.ka.nîm
گەشتیاری	.geşt.ya.rî
قسەیان	.qi.se.yan
پلەوپایەی	.pi.lew.pa.yey
دەچووقاند	.de.çû.qand
فرۆشێکی	.fi.ro.şê.kî
بەزۆری	.be.zo.rî
پەیوەندییەکیان	.pey.wen.dî.yek.yan
ئەتۆمی	.ʔe.to.mî
چاپدەرەکان	.çap.de.re.kan
بزووتنەوە	.bi.zût.ne.we
گشتین	.giş.tîn
لاوان	.la.wan
پرس	.pirs
بەتاڵ	.be.tał
گۆشتی	.goş.tî
وەربگیردرێ	.wer.bi.gîr.di.rê
تازە	.ta.ze
بێدەنگی	.bê.den.gî
دەنێت	.de.nêt
لەنێو	.le.nêw
ئاسیا	.ʔas.ya
ئەرتشیی	.ʔer.ti.şîy
پردی	.pir.dî
چاپخانەکاندا	.çap.xa.ne.kan.da
کەمبوونەوەیەکی	.kem.bû.ne.we.ye.kî
ئاستە	.ʔas.te
ناوێت	.na.wêt
ناوچەکانی	.naw.çe.ka.nî
ئاڵمانێدا	.ʔał.ma.nê.da
رەوا	.re.wa
دەنووسێ	.de.nû.sê
راستییە	.ras.tî.ye
فەرەنسی	.fe.ren.sî
پارە	.pa.re
تەوەری	.te.we.rî
کەوتەوە	.kew.te.we
بنێن	.bi.nên
تا	.ta
وێنەکانی	.wê.ne.ka.nî
ڕەتکردنەوەی	.řet.kir.di.ne.wey
نێوی	.nê.wî
نەتەوە	.ne.te.we
دەرباز	.der.baz
خورماتوو	.xur.ma.tû
نالەباریی	.na.le.ba.rîy
حاڵێکدایە	.ḧa.łêk.da.ye
سەرمایەداری	.ser.ma.ye.da.rî
ناوەندێک	.na.wen.dêk
بەوەی	.be.wey
ئەکتەری	.ʔek.te.rî
ئاکارەکانی	.ʔa.ka.re.ka.nî
خۆشە	.xo.şe
پێشکەوتن	.pêş.kew.tin
خەریکی	.xe.rî.kî
نوێدا	.nwê.da
لێکۆڵینەوە	.lê.ko.łî.ne.we
تەلێفۆن	.te.lê.fon
دەستپێدەکات	.dest.pê.de.kat
وەرگێڕاوە	.wer.gê.řa.we
تەوەرەکانی	.te.we.re.ka.nî
نان	.nan
مرۆڤناسی	.mi.rov.na.sî
کردەی	.kir.dey
فرۆشتنی	.fi.roş.ti.nî
ناکرێ	.na.ki.rê
چەڤلیک	.çev.lîk
ڕاپەڕینی	.řa.pe.řî.nî
جیاوازییەکی	.cya.wa.zî.ye.kî
ئەلفوبێی	.ʔel.fu.bêy
دەستور	.des.tur
ناسک	.nask
سەلماندنی	.sel.man.di.nî
توێژینەوەیەک	.twê.jî.ne.we.yek
ماندوو	.man.dû
ئەندامەکانیان	.ʔen.da.me.kan.yan
کاریان	.kar.yan
ڕۆژنامەوانی	.řoj.na.me.wa.nî
کرێکاری	.ki.rê.ka.rî
تاکێکی	.ta.kê.kî
بڵاوکردنەوەشی	.bi.ław.kir.di.ne.we.şî
سەرمایە	.ser.ma.ye
دۆزی	.do.zî
هۆکارەکەش	.ho.ka.re.keş
ساڵەکان	.sa.łe.kan
ئاگادارینامەی	.ʔa.ga.da.rî.na.mey
حەمەد	.ḧe.med
بڕیار	.biř.yar
فەڕەنسا	.fe.řen.sa
ناوخۆیییەکان	.naw.xo.yî.ye.kan
رێکخراوەکان	.rêk.xi.ra.we.kan
قۆناغێکی	.qo.na.ẍê.kî
نەیتوانی	.ney.twa.nî
سەدر	.se.dir
داڕێژراو	.da.řêj.raw
چەن	.çen
لایەنگرانی	.la.yen.gi.ra.nî
توشی	.tu.şî
فیلمێکی	.fîl.mê.kî
ئاوێنە	.ʔa.wê.ne
ئینگلیس	.ʔîn.gi.lîs
ئەوروپا	.ʔew.ru.pa
چینەکانی	.çî.ne.ka.nî
کۆنگرەیەکی	.kon.gi.re.ye.kî
کاتێکدایە	.ka.têk.da.ye
یونس	.yuns
لەچاپدەریان	.le.çap.der.yan
کەتەلۆگەکانی	.ke.te.lo.ge.ka.nî
هاوڕێیانە	.haw.řê.ya.ne
بەیەک	.be.yek
گەڕانەوە	.ge.řa.ne.we
ڕەوانە	.ře.wa.ne
بەوەش	.be.weş
ئاگاداریی	.ʔa.ga.da.rîy
بەندیخانەکاندا	.ben.dî.xa.ne.kan.da
دەروونی	.de.rû.nî
لەدەستدا	.le.dest.da
لەوانەش	.le.wa.neş
بەڕێز	.be.řêz
پابەندی	.pa.ben.dî
ئایینییە	.ʔa.yî.nî.ye
هۆنراوەکان	.hon.ra.we.kan
پرۆسەیەکی	.pi.ro.se.ye.kî
ئەنستیتووی	.ʔe.nis.tî.tûy
بستێنێ	.bis.tê.nê
کۆمار	.ko.mar
لەچاپدراون	.le.çap.di.ra.win
تابوو	.ta.bû
تایبەتمەندی	.tay.bet.men.dî
هێنانیان	.hê.nan.yan
ڕەنگ	.řeng
دەبوایە	.de.bwa.ye
عەبدولکەریم	.ƹeb.dul.ke.rîm
چالاکییەکانی	.ça.la.kî.ye.ka.nî
داواکاریی	.da.wa.ka.rîy
سیروان	.sîr.wan
زانا	.za.na
خزماتگوزارییەکانی	.xiz.mat.gu.za.rî.ye.ka.nî
نیوەی	.nî.wey
بزاڤێکیان	.bi.za.vêk.yan
زانی	.za.nî
کلتووری	.kil.tû.rî
نێونەتەوەییی	.nêw.ne.te.we.yîy
یەکتر	.yek.tir
نیشتەجێبوون	.nîş.te.cê.bûn
پەیوەندیدار	.pey.wen.dî.dar
هەڵبەستێکی	.heł.bes.tê.kî
پێشان	.pê.şan
شاندی	.şan.dî
ئیسپانیا	.ʔîs.pan.ya
ئیمزا	.ʔîm.za
زیندانەکانی	.zîn.da.ne.ka.nî
یاریگا	.ya.rî.ga
کەمتریش	.kem.ti.rîş
بنێردرێن	.bi.nêr.di.rên
وەرگێڕەکە	.wer.gê.ře.ke
بازرگانەکان	.ba.zir.ga.ne.kan
کەسانەش	.ke.sa.neş
بڵاوکەرە	.bi.ław.ke.re
سەرەنجێکی	.se.ren.cê.kî
خۆپیشاندان	.xo.pî.şan.dan
رزگاری	.riz.ga.rî
دەکەوێت	.de.ke.wêt
رابگیردرێ	.ra.bi.gîr.di.rê
بوونەتە	.bû.ne.te
متمانەی	.mit.ma.ney
ئیحسان	.ʔîḧ.san
وەرگێر	.wer.gêr
بگۆڕێت	.bi.go.řêt
زمانەکە	.zi.ma.ne.ke
دەستم	.des.tim
تورکەکان	.tur.ke.kan
زۆریشی	.zo.rî.şî
دەچوومەوە	.de.çû.me.we
دەمانەوێت	.de.ma.ne.wêt
جان	.can
لەوان	.le.wan
مەدرەسە	.med.re.se
ڕابگرێت	.řa.big.rêt
یاریزانی	.ya.rî.za.nî
ئەمەی	.ʔe.mey
ماڵ	.mał
ناسێندرا	.na.sên.di.ra
زۆریش	.zo.rîş
گول	.gul
بەڕاستی	.be.řas.tî
پۆستیی	.pos.tîy
گەرەکم	.ge.re.kim
ڕێبین	.řê.bîn
نیوە	.nî.we
تیرۆریست	.tî.ro.rîst
رێپێدان	.rê.pê.dan
میوە	.mî.we
چاپەمەنییەکانی	.ça.pe.me.nî.ye.ka.nî
واشبکەن	.waş.bi.ken
ئێمەی	.ʔê.mey
خۆتان	.xo.tan
رۆژەکانی	.ro.je.ka.nî
بڵاوکردنەوەیان	.bi.ław.kir.di.ne.we.yan
دەفتەری	.def.te.rî
ڕۆشنبیریی	.řo.şin.bî.rîy
زەیۆنیستەکان	.ze.yo.nîs.te.kan
نەویتر	.ne.wî.tir
نووسەری	.nû.se.rî
دایەوە	.da.ye.we
هەتانە	.he.ta.ne
وریا	.wir.ya
خۆیی	.xo.yî
بەدرەددین	.bed.red.dîn
وڵاتەکان	.wi.ła.te.kan
ئەوکاتە	.ʔew.ka.te
لێدوانێکی	.lê.dwa.nê.kî
ئاوارەکانی	.ʔa.wa.re.ka.nî
ئەرکەکانی	.ʔer.ke.ka.nî
درێژی	.di.rê.jî
خانووەکە	.xa.nu.we.ke
کلاسیکی	.ki.la.sî.kî
شێوازێک	.şê.wa.zêk
رێکخەرەکانی	.rêk.xe.re.ka.nî
قورس	.qurs
پێشنیار	.pêş.nyar
ساڵانیان	.sa.łan.yan
هەندێکی	.hen.dê.kî
ماڵان	.ma.łan
ڕۆژێ	.řo.jê
کەل	.kel
دیوەتەوە	.dî.we.te.we
دەبینرێن	.de.bîn.rên
ڕەزا	.ře.za
مامەوە	.ma.me.we
تراک	.ti.rak
بابەتانەدا	.ba.be.ta.ne.da
دوێنی	.dwê.nî
هەواڵدەریی	.he.wał.de.rîy
کۆپی	.ko.pî
ڕووسی	.řû.sî
کردووە	.kir.du.we
ژینگەی	.jîn.gey
دەموونرانەوە	.de.mûn.ra.ne.we
بووەتەوە	.bu.we.te.we
نرابێ	.ni.ra.bê
بەرژەوەندیی	.ber.je.wen.dîy
ئاڵوگۆڕییەکان	.ʔa.łu.go.řî.ye.kan
قوتابخانەی	.qu.tab.xa.ney
فشاری	.fi.şa.rî
تاکوو	.ta.kû
داواکارەکانی	.da.wa.ka.re.ka.nî
کارگێری	.kar.gê.rî
بەرهەمانی	.ber.he.ma.nî
تاوانباریی	.ta.wan.ba.rîy
بەپەلە	.be.pe.le
تەلەڤیزیۆنەکان	.te.le.vîz.yo.ne.kan
لەپاڵ	.le.pał
سووریادا	.sûr.ya.da
هێنابوویان	.hê.na.bû.yan
لیستەکانی	.lîs.te.ka.nî
سیریلیک	.sî.rî.lîk
هاووڵاتیانی	.haw.wi.łat.ya.nî
ڕۆژێک	.řo.jêk
وەبەرهێنانی	.we.ber.hê.na.nî
سەربەخۆ	.ser.be.xo
خەڵاتەش	.xe.ła.teş
لیرە	.lî.re
شەقامی	.şe.qa.mî
کولتووری	.kul.tû.rî
دیتەوە	.dî.te.we
نۆ	.no
بووین	.bûyn
تێکڕای	.têk.řay
بدا	.bi.da
ئەستەمە	.ʔes.te.me
نووسیوە	.nû.sî.we
ئەوانەش	.ʔe.wa.neş
خاکی	.xa.kî
دەدەنەوە	.de.de.ne.we
کوبانێ	.ku.ba.nê
گوتم	.gu.tim
جیابوونەوە	.cya.bû.ne.we
ڕێگا	.řê.ga
قایشی	.qay.şî
وەزارەتی	.we.za.re.tî
سەرژمێرییەدا	.ser.ji.mê.rî.ye.da
نەبوو	.ne.bû
هەشتەمین	.heş.te.mîn
خوێنەرەکان	.xwê.ne.re.kan
توانیویە	.twa.nîw.ye
هەرێمەکە	.he.rê.me.ke
بەدرخانەکانەوە	.be.dir.xa.ne.ka.ne.we
بیروڕاکان	.bî.ru.řa.kan
ئاڵۆزی	.ʔa.ło.zî
داوای	.da.way
پ	.pi
رابردووەوە	.ra.bir.du.we.we
لەشکری	.leş.ki.rî
هونەرە	.hu.ne.re
گەیاندنی	.ge.yan.di.nî
ناڤەندا	.na.ven.da
تەنیاییدا	.ten.ya.yî.da
مانگێک	.man.gêk
هەڵاوێر	.he.ła.wêr
روویان	.rû.yan
نەداوە	.ne.da.we
زیاد	.zyad
پاڵەوانی	.pa.łe.wa.nî
نووسەر	.nû.ser
پێیان	.pê.yan
یاساگەلە	.ya.sa.ge.le
نیوەیان	.nî.we.yan
چاپکراو	.çap.ki.raw
دەسەڵاتداریی	.de.se.łat.da.rîy
دەمەوێ	.de.me.wê
شارستانی	.şa.ris.ta.nî
کوردییەکانی	.kur.dî.ye.ka.nî
ئیمە	.ʔî.me
لەخۆ	.le.xo
ناگەنە	.na.ge.ne
تۆمارکراون	.to.mar.ki.ra.win
بەڕێوەبەرانیکی	.be.řê.we.be.ra.nî.kî
پەرەئەستێنی	.pe.re.ʔes.tê.nî
وەسفی	.wes.fî
تاقمە	.taq.me
باران	.ba.ran
هێشتبوو	.hêş.ti.bû
بیانەوێ	.bya.ne.wê
جیهاد	.cî.had
ئیسرائیل	.ʔîs.ra.ʔîl
قوونیە	.qûn.ye
مەلا	.me.la
ماڵپەڕەکانیاندا	.mał.pe.ře.kan.yan.da
بنکە	.bin.ke
زاری	.za.rî
پتەو	.pi.tew
وەرگێڕاوی	.wer.gê.řa.wî
تاهیر	.ta.hîr
مافێکی	.ma.fê.kî
پڕۆژەیە	.pi.řo.je.ye
روانینیان	.rwa.nîn.yan
ناوەندییان	.na.wen.dî.yan
دۆزراوەکانی	.doz.ra.we.ka.nî
رۆژنامەوانیی	.roj.na.me.wa.nîy
سەدان	.se.dan
گەیشتبێ	.geyş.ti.bê
دەبێت	.de.bêt
بگەڕێنەوە	.bi.ge.řê.ne.we
هۆکارانی	.ho.ka.ra.nî
سەتە	.se.te
بینەر	.bî.ner
دابوونێ	.da.bû.nê
ئیرادەی	.ʔî.ra.dey
پارێزگاکانیش	.pa.rêz.ga.ka.nîş
نەگرین	.ne.gi.rîn
کوردەکانەوە	.kur.de.ka.ne.we
چەمیشگەزەک	.çe.mîş.ge.zek
بەجێهێشت	.be.cê.hêşt
دواکەوتنی	.dwa.kew.ti.nî
چینایەتی	.çî.na.ye.tî
دەسەڵاتدارانی	.de.se.łat.da.ra.nî
حەمۆدا	.ḧe.mo.da
نێوان	.nê.wan
دایکییان	.day.kî.yan
چاپدەدران	.çap.de.di.ran
کفری	.kif.rî
جوانی	.cwa.nî
خاوەنەکانیانە	.xa.we.ne.kan.ya.ne
بەوە	.be.we
بژێوی	.bi.jê.wî
سەلاح	.se.laḧ
سۆرانییە	.so.ra.nî.ye
گەیاندن	.ge.yan.din
پێداچوونەوە	.pê.da.çû.ne.we
زازا	.za.za
نرخیان	.nirx.yan
گوڵی	.gu.łî
وڵامیان	.wi.łam.yan
کرمانجی	.kir.man.cî
تێچووون	.tê.çû.win
کولتوور	.kul.tûr
بەش	.beş
نەیانتوانی	.ne.yan.twa.nî
کوردەکاندا	.kur.de.kan.da
ڕاستیە	.řast.ye
