ἀγγελικόσ	aŋɡɛlikos
οἰκίζων	oi̯kízdɔːn
ὄντεσ	óntes
ἀμφοτέροιν	ampʰotɛryn
χῶσισ	xosis
λευκετία	leu̯ketíaː
ὁδηγῶν	oðiɣon
ἀγαλλιάσασθον	aɣalliasasθon
ἀγανοῖσ	aɡanys
ἥβη	iβi
ἀγερήσεσθον	aɡerɛ̌ːsestʰon
ῥέμβη	r̥ɛmbe
λέβινθοσ	leβinθos
μανόσ	manos
ἀσφάλεια	aspʰáleːa
ἀγαπώντων	aɣapondon
αὔω	avo
ἧοσ	heos
μενοιτιάδησ	menitiaðis
σχοινίον	sçynion
πονηρόσ	ponɛːrós
τρίσ	tris
ἀποθετικόσ	apoθetikos
ἄντην	andin
οἰμωγή	oi̯mɔːɡɛ̌ː
σφῆκεσ	sfices
ἀποθανών	apoθanon
πειραιεύσ	pirɛeɸs
τόλμα	tolma
τεθνηώσ	tɛtʰneos
κάλχασ	kalkʰas
κάπη	kápɛː
τίτοσ	titos
στῦμα	stŷːma
ἐπισταμένωσ	ɛpistamɛnos
λούκη	luci
ἀλοιφή	alyɸi
ἀφροδισιακόσ	hapʰrodisiakos
ἐκτρόπιον	ɛktropion
παιδεύσεσθον	pɛdeʍsɛstʰon
παραβύστω	paraβysto
διανοίαισ	ðianies
βλύω	blyo
αὐτονόμωσ	aftonomos
ἀχαιιάσ	akʰai̯iás
ἐλύσαμεν	elysamen
νουθεσία	noːtʰesíaː
ἀγγαρεύσηισ	aŋɡareɸsis
ἰνώ	ino
ἀτρεΐδεω	atrɛidɛo
δημόκριτοσ	demokritos
ἠγαπαέτην	eɡapaɛten
ναυπηγέω	nafpiʝeo
βαραββᾶσ	βaraββas
σφάλμα	spʰálma
ἀδελφεῶι	aðelfeo
κέστρον	kestron
ἀγερεῖσθε	aʝerisθe
κοινά	cyna
σοφίαν	sofian
ἰθακήσιοι	iθacisii
βέμβινα	vembina
ἀασαίμην	aasemin
ἴδωμαι	iðome
κοσμῆσαι	kozmisɛ
σχῖνοσ	sxinos
δαινύμενοσ	dai̯nýmenos
θαργηλιών	θarɣilion
λεοντῖνοσ	leondinos
ζύθεοσ	zyθeos
πρώτοισιν	protysin
θελκτήριον	tʰɛlkterion
ἀλώπηξ	alɔ̌ːpɛːks
ἰσομέτρητοσ	isomɛtretos
κηφήνων	kiɸinon
γυῖα	ʝia
τάσισ	tásis
ὑπέρεικοσ	hypéreːkos
νεφελοκοκκυγία	nɛpʰɛlokokkyɡia
ὑπένερθε	ypenerθe
θαλερόσ	tʰalɛros
ποδάρκησ	poðarkis
τίθημι	titʰemi
ἀγαθοποιηθησοίμεθα	aɣaθopiiθisimeθa
ὠκεανίσ	ɔːkeanís
βουβάλουσ	vuvalus
δασκύλειον	daskylion
δεινήν	deːnɛ̌ːn
φελλόσ	pʰɛllos
ἐνδείασ	ɛndias
βλαύτη	βlaɸti
τετυγμένον	tɛtyɡmɛnon
φωκαιεύσ	pʰɔːkai̯ěu̯s
μίλτινοσ	miltinos
ἤγγελλον	eŋɡɛllon
δουρόσ	duros
δραχμή	ðraxmi
πολυπόδιον	polipoðion
ἠγγέλκατον	eŋɡɛlkaton
ἵκοιτο	hikyto
μελόντων	melóntɔːn
ἔνθουσ	éntʰoːs
χιών	kʰion
βριθύ	briːtʰý
ὑφαίνω	hypʰɛno
ἁρμόζω	armozo
πεπνυμένοσ	pepnimenos
ἔννεπε	ennepe
θρῆσκοσ	tʰrɛ̂ːskos
ῥάπυσ	rapys
ὅμοιοσ	hómoi̯os
προβαλλόσ	provallos
ἀπαγγέλλουσιν	apaŋɡellusin
γηρυόνησ	ɡɛːryónɛːs
τράγοι	traʝi
ἀσκάλων	askalon
νέασ	neas
τηλέφιον	tilefion
ἐπροφήτευσα	eprofitefsa
φίλτατοσ	ɸiltatos
ἀγαθοποιείτων	aɣaθopyiton
ἀᾶσθε	aasθe
ἀναχωρήσεωσ	anakʰɔːrɛ̌ːseɔːs
ἀσκληπιόσ	asklepios
φεβρωνία	pʰebrɔːníaː
τύχην	týkʰɛːn
πυρράζω	pyr̥r̥ázdɔː
πεπεισμένωι	pepeːzménɔːi̯
γιγνόμεθα	ɡiɡnomɛtʰa
ἦθοσ	etʰos
πολύκλειτοσ	polýkleːtos
ἵππον	hippon
ἀλλοιωτικόσ	aliotikos
δεξιφάνησ	deksipʰánɛːs
γονυπετέσιν	ɡonypɛtɛsin
δέρδασ	ðerðas
νηδύσ	niðys
ἐπελθόντεσ	epeltʰóntes
ἀγαλλιασαίμην	aɣalliasɛmin
ἀγανακτοίτην	aɣanaktytin
ἀγγέλλοισθε	aɲɟelisθe
δάρδανοι	ðarðani
σχοῖνοσ	sçynos
σφέασ	spʰéas
ἐλευθερίαν	ɛleʍtʰɛrian
μαντίνεια	mandinia
πασίων	paːsíɔːn
ἀάατοσ	aaatos
τεθνηῶτα	tetʰnɛːɔ̂ːta
κόχλοσ	kókʰlos
ξεῖνοι	ksini
ξυμφορῶν	ksympʰorɔ̂ːn
ψωμίον	psɔːmíon
ἀργύρεοσ	arʝyreos
νικήσαντεσ	nikisantes
ἅτινα	hatina
δαταφέρνησ	ðataɸernis
ἀγαθοεργέων	aɡatʰoɛrɡɛon
τρύξ	trýks
μύω	my̌ːɔː
ἐφύπερθε	efyperθe
ἀγεροίητε	aɡerǒi̯ɛːte
σίδηρον	sídɛːron
θυέλλησ	θielis
ὕδη	hyde
πέμπτοσ	pembtos
αὐθέντησ	aʍtʰɛntes
τηλέμαχ'	tilemax
ἐμοῖσ	ɛmys
ζεβυθ	zeviθ
ἀδυνάτου	adynátoː
τείχιον	těːkʰion
σανδαλίσκοσ	sandaliskos
οἷσι	ysi
μάστιξ	mastiks
ἠγγαρεύσατε	eŋɡareʍsatɛ
λαμβδοειδήσ	lambdoeːdɛ̌ːs
κούκινοσ	kǒːkinos
δέκατοσ	dékatos
ἀγαλλίασισ	aɡalliasis
ἀγαπάωσι	aɣapaosi
ἱερέα	hieréa
μνηστήρεσσιν	mnistiresin
αὐτόνομοσ	aɸtonomos
ἐγγύθι	eŋɡýtʰi
ἀνδρόγυνοσ	androɣynos
ληθαργίαι	liθarɣia
μῆτερ	miter
ἐξηγέομαι	eksɛːɡéomai̯
διοικητήσ	ðiykitis
εἴρητο	ireto
ἱκανόσ	hikanos
ἀγανακτεέσθω	aɡanaktɛɛstʰo
τιττυβίζω	tittybízdɔː
καθαιρόμενοσ	katʰai̯rómenos
ἰότητι	iotiti
σεργοί	sɛrɡy
αἰγινήτησ	ɛɡinetes
ἀπολλόδωροσ	apollodoros
στέφανοσ	steɸanos
ἠγάπων	ɛːɡápɔːn
εἴχομεν	ixomen
ὧι	o
ἀνέθηκε	aneθike
κόρη	kori
παιδεύθητον	peðefθiton
μυτιληναῖοι	mytilenɛy
εὔτροχοσ	eɸtroxos
οἰκήτωρ	icitor
γίγαρτον	ɡiɡarton
ζέλκια	zelkia
παρέθηκε	parɛtʰekɛ
μεταφέρω	metafero
συγκρουομένασ	syŋɡruomenas
πέμπε	pɛmpɛ
νήσου	nesu
πολυκλήϊσιν	polyklɛ̌ːiːsin
φθία	pʰtʰǐːaː
ἐνώμα	enɔ̌ːmaː
ὠμοπλάτη	ɔːmoplátɛː
ἁβροδίαιτοσ	avroðietos
θοῆισιν	θoisin
βιάζομαι	biazomɛ
ζείδωρον	ziðoron
οἴνωτροσ	inotros
περίπλοι	periply
δίφροσ	ðifros
ἀλόχουσ	alókʰoːs
ἐγκλείομαι	eŋkliomɛ
κρονίδη	kronídɛː
ἀνετάθην	anetaθin
ἑαυτοῖσι	eaftysi
ἀρηΐφιλον	arɛːípʰilon
ἄγνωτα	aɣnota
δαιμόνιον	ðemonion
νουμήνιοσ	noːmɛ̌ːnios
θώρηξ	tʰɔ̌ːrɛːks
ἱπποκένταυροσ	ipocendavros
φρουροί	ɸrury
κεκτημένοσ	kektɛːménos
φορέω	foreo
χρυσόκαρποσ	kʰrysokarpos
δοιῶι	ðio
πέσηι	pésɛːi̯
ἄκρισ	akris
σκηπτόσ	skeptos
ψυχοπομποῦ	psixopombu
ἀγαθοποιησάντων	aɣaθopyisanton
φθισικόσ	fθisikos
δάφνη	dápʰnɛː
καύκωνεσ	kaɸkones
φαντασία	fandasia
ἐμπίσ	embis
βουλήν	boːlɛ̌ːn
παιδόφιλοσ	pɛðoɸilos
γαλεάγρα	ɡalɛaɡra
ἔμφασισ	emɸasis
ἀγχίλωψ	aŋkʰílɔːps
ῥῆξισ	r̥ɛ̂ːksis
ἄγνωτα	áɡnɔːta
ἀγαλλιάομεν	aɣalliaomen
ἄλφιτα	álpʰita
ἄρποι	arpi
ἀάησθον	aaestʰon
ὀμείχω	omikʰo
ἠγγέλθη	iŋɡelθi
χιμαιροφύλαξ	kʰimai̯ropʰýlaks
κακοποιία	kakopiia
εἰκονοκλάστησ	ikonoklastes
οὔτησε	ǒːtɛːse
ὤκινον	ocinon
χρύσην	xrysin
κοινόλεκτοι	cynolekty
θοῆισιν	tʰoɛ̂ːi̯sin
γνωσθέντεσ	ɡnɔːstʰéntes
ἀλθαία	altʰɛa
σιβύνη	sivini
οὐροπύγιον	oːropy̌ːɡion
κατάλογε	kataloɡɛ
πεφόρητο	peforito
σαμίοισ	samiis
καλοκαγαθία	kalokaɡatʰíaː
φελλόδρυσ	felloðrys
τέφρινοσ	teɸrinos
ἠγαθοποιέοντο	ɛːɡatʰopoi̯éonto
ἀρκάδα	arkada
ἀγγελοῖ	aɲɟeli
ἀγγέλλοισ	aŋɡellys
τάχεσιν	taçesin
ἁψίσ	hapsǐːs
εὐχαριστία	eɸxaristia
ἔντερα	ɛntɛra
μηλολόνθη	milolonθi
γυιόσ	ɡyos
κοσμογράφοσ	kozmoɣraɸos
σέμελοσ	sɛmɛlos
ἐπαιδεύσαντο	epai̯děu̯santo
αὐτονόη	au̯tonóɛː
τοιαύτην	toi̯ǎu̯tɛːn
ὀρσίλοχοσ	orsílokʰos
νέαρχοσ	nɛarkʰos
αἰώνιοσ	ɛonios
ἀγειράσθων	aɡeːrástʰɔːn
ἐποίχομαι	epyxomɛ
βριάρεωσ	βriareos
ἀκακία	akakia
κοράκινοσ	korakinos
ἔδονται	ɛdontɛ
ἐσχάριον	esxarion
σκορπίουρον	skorpíoːron
ὑδάσπησ	yðaspis
πελοποννήσου	peloponnɛ̌ːsoː
κύχραμοσ	kyxramos
ἐέργω	eerɣo
πτύχιον	ptiçion
καθείλκυσα	kaθilcisa
κνέφαλλον	knefallon
παρακείμενε	parakěːmene
ἄραβεσ	araβes
ἐκγεγαυῖα	eɡɡeɡaŷːa
φυλλῖτισ	filitis
ἀγερέηι	aʝerei
ζώνη	zone
πολύβου	polyvu
δοθιήν	dotʰiɛ̌ːn
ἀμύμων	amymon
λαγαρόσ	laɡarós
τένθησ	tɛntʰes
ἔτι	ɛti
σφύραινα	spʰyrɛna
ἑκάεργοσ	hɛkaɛrɡos
ἀγαλλιασόμενοσ	aɣalliasomenos
ἀγγελίοισθον	aŋɡeliysθon
κοιτίδασ	koi̯tídas
διέρρευσα	diɛr̥r̥eʍsa
ὄνειδοσ	onidos
σαμόσατα	samosata
ἴκρια	ikria
ἀριστογείτων	aristoɡěːtɔːn
τιτανομαχία	titanomaçia
ὀροφή	oropʰe
ἀγανακτείτω	aɡanaktito
ἐφόρεε	eɸoree
ἐπιλέγω	epileɣo
βρύω	vrio
σπονδαῖσ	spondɛs
ἅγια	háɡia
ξύγκειται	ksyŋkitɛ
τοιαύτη	tyafti
ἠγαπήκοιτε	eɡapekytɛ
βούδειον	vuðion
σκευῶν	skeβon
ἀγερεόμεθα	aɡereómetʰa
στέμμα	stɛmma
ὀφιοῦχοσ	opʰiukʰos
ἐπιήνδανε	ɛpiendanɛ
καίνωσισ	kǎi̯nɔːsis
παιδευθῆι	peðefθi
εὔχεο	eʍkʰɛo
δυρράχιον	ðiraçion
ἐέργω	eérɡɔː
ἠῶ	eo
τέγεοσ	teʝeos
δαμάλησ	ðamalis
βωλοκόποσ	bolokopos
μυγδονία	myɣðonia
ἱστιαία	istiɛa
πυτίνη	pytine
γυιέ	ɡyɛ
διαλεκτικόσ	ðialektikos
κυβάβδα	kyβaβða
ἀγγειλεῖεν	aɲɟilien
ἀφικόμεθ'	aɸikomeθ
ἀγανακτοίησ	aɣanaktyis
ἐλπήνωρ	elpɛ̌ːnɔːr
κοσμοπολίται	kozmopolǐːtaːi̯
δεσμοφύλαξ	ðezmoɸylaks
ἀγχόνη	aŋkʰónɛː
πεζομαχίασ	pezomaçias
ἄβυδοσ	aβyðos
ἀγαθοποιεέτω	aɣaθopyeeto
κίλλιξ	ciliks
δήξ	deks
ὤικησαν	okisan
στάσεισ	stáseːs
ἔγκαυμα	eŋɡavma
ἀγαλλιάσωμαι	aɣalliasome
εὗρε	eβre
ἀγγελιοίτην	aɲɟeliytin
σκέρβολοσ	scervolos
μεταφυτεύομαι	mɛtapʰytewomɛ
φέροντεσ	pʰérontes
κείμενον	kimɛnon
μέλαιναι	mélai̯nai̯
καθέζομαι	katʰézdomai̯
θέροσ	tʰɛros
χρυσελεφάντινοσ	kʰryːselepʰántinos
ὅππωσ	hóppɔːs
φιαλομαντεία	ɸialomantia
μαλερόσ	maleros
ἐπόρουσε	ɛporusɛ
χάρυβδισ	kʰárybdis
τῆσδε	tizðe
φθάνω	fθano
δίκηι	ðiki
ὀπηδέω	opedɛo
ἰσχυροί	isçiri
ἐχθρᾶι	ɛkʰtʰra
φράζεο	frazeo
ἀγερθείην	aɡertʰěːɛːn
σωφρονιστήριον	sɔːpʰronistɛ̌ːrion
νομαντία	nomantíaː
πολυπαίπαλοσ	polypɛpalos
ἀγέροιο	aʝeryo
ἰνωπόσ	inopos
τρίβραχυσ	trivraçis
ὀνομάτων	onomátɔːn
ἀγγέλοιο	aŋɡéloi̯o
βοττιαῖοι	βottiɛy
στροβίλη	strobile
νευροί	nevry
προσβαλών	prozbalɔ̌ːn
ἀπόφασισ	apópʰasis
ὑψιβρεμέτησ	ypsivremetis
νέα	néa
ἀγερθῆναι	aɡertʰɛ̂ːnai̯
σανδαράκινοσ	sandarakinos
εὐρυάγυιαν	evriaʝian
ἐπεπαιδεύκετε	epepɛðeɸkete
ἠγγέλησ	eŋɡɛles
βυζόν	vyzon
χρυσελεφάντινοι	kʰrysɛlɛpʰantiny
μηδέν	mɛːdén
καθύπερθεν	kaθyperθen
ὑποτείνουσα	ypotinusa
κρατεροῖο	kratɛryo
σηρικόσ	sirikos
κάρπιον	kárpion
ἀγαθοποιηθέν	aɡatʰopoi̯ɛːtʰén
πανύασοσ	panýasos
ὀδυσσεῦ	oðyssev
χάλκη	kʰalke
μυτιλήνη	mitilini
μοισία	misia
κεῖνοσ	kêːnos
χεῖμα	xima
φωκαῆσ	pʰɔːkaːɛ̂ːs
κωκύω	kocio
ἀπαμείβομαι	apamiβomɛ
λεωνίδεω	leɔːnídeɔː
ἀμφοτέρασ	ampʰotɛras
ἠγερέσθην	iɣeresθin
ὀμφαλόσ	omfalos
πάρα	pára
ὀπωπή	opopi
σικελοί	sikɛly
συνεγράφην	syneɣrafin
ἀπέσταξα	apestaksa
δηλόω	dɛːlóɔː
εἷοσ	hêːos
μηνοειδήσ	mɛːnoeːdɛ̌ːs
εἷλον	hêːlon
εὐρυάγυιαν	evryaʝyan
ἀγερέοιτε	aʝereyte
ἀγγελοίμην	aɲɟelimin
ὁμηγερήσ	omiɣeris
ναύτησ	naʍtes
ἀγγέλετε	aŋɡélete
φασηλίσ	ɸasilis
ὄξοσ	oksos
φαίνετο	pʰɛnɛto
πίμπλημι	pimplimi
παιδεύσετε	peðefsete
περμησσόσ	pɛrmessos
θρόνον	θronon
συνώνυμον	sinonimon
εὐαγγελίζομαι	eu̯aŋɡelízdomai̯
ἔσχεν	éskʰen
ἀντίγονοσ	antiɡonos
μῦα	mya
αἰγιαλόσ	ai̯ɡialós
ἀθηνᾶσ	aθinas
ἐλάχιστοσ	ɛlakʰistos
παυσικάπη	paʍsikape
σούηβοσ	suebos
αὐτονόμοισ	aftonomys
ἀκέφαλοσ	acefalos
ἀάσαντο	aǎːsanto
δεκάσ	dekás
ἀνασκαφή	anaskaɸi
ἀπόλλωνοσ	apolonos
περιοικίσ	periicis
ἐχινόπουσ	eçinopus
ἄημι	aemi
λάρβασον	larvason
ἀθρόαι	aθroe
ἡσυχάσασαν	hɛːsykʰásaːsan
πτύγμα	ptiɣma
δέπασ	dɛpas
πάνημοσ	panemos
οἰκεῖ	ici
διανοίαι	ðiania
ἀπεβλήθην	apevliθin
ἀγαπηθῶσι	aɡapetʰosi
αὔσονεσ	ǎu̯sones
ἴασοσ	íasos
ἀγαθοποιούμενοσ	aɡatʰopoi̯ǒːmenos
ὑπέμενον	ipemenon
ἀάσησθον	aasisθon
γεγωνώσ	ʝeɣonos
εὐνοῦχοσ	ewnukʰos
κριτήριον	kritɛ̌ːrion
οἰνόη	inoi
γυιέ	ɡyːé
πρότασισ	protasis
κακόσ	kakos
πέρδομαι	pérdomai̯
φθεγκτικόσ	fθeŋɡtikos
γίνεται	ɡinɛtɛ
ἵσταντο	istanto
σύκινοσ	sycinos
ψευδάδελφοσ	psewdadɛlpʰos
κέλευθον	keleɸθon
ἀντείχοντο	antixonto
ὄρυγμα	oriɣma
ἐλεφαντομαχία	elefandomaçia
ἰσχυρότατοσ	iskʰyːrótatos
ἀγαθοποιεῖτε	aɣaθopyite
νησιώτησ	nisiotis
πείσων	pison
μέροψ	mɛrops
παιδεύσουσι	peðefsusi
παιδεύσειαν	peðefsian
τινασ	tinas
ἐπιδερμίσ	epiðermis
τυχῶν	tixon
ἄνθρωποσ	anθropos
ἀγαθοεργέοι	aɡatʰoɛrɡɛy
κρῆναι	krenɛ
πρόσφημι	prosɸimi
τεληέσσασ	telɛːéssaːs
λέμφοσ	lémpʰos
ἀγαπηθήσεσθε	aɡapetʰesɛstʰɛ
παραδόσεων	paraðoseon
δόμοσ	domos
ἱεροφάντησ	ierofandis
ἀμφικέφαλοσ	ampʰiképʰalos
ὠρομέδων	ɔːromédɔːn
ἀγανακτείτω	aɣanaktito
διασκευάζω	ðiascevazo
τοιάδε	tyadɛ
πεποιθότεσ	pɛpytʰotɛs
ὑδρέλαιον	hydrɛlɛon
πέλει	péleː
ἁρπαστόν	arpaston
ἠγγερεύομεν	ɛːŋɡerěu̯omen
πισσούθνησ	pisuθnis
ὄαροσ	oaros
χύτρινοσ	kʰytrinos
ἤγγελκασ	eŋɡɛlkas
ξενῶν	ksenon
ἐλπίσαν	elpísan
ἀργεϊφόντησ	arɣeiɸontis
κάρπαθον	karpaθon
στολή	stole
κρίβανοσ	krǐːbanos
μηλίσ	milis
χοῖροσ	çiros
θέρμη	θermi
θήκη	tʰɛ̌ːkɛː
βρισεύσ	briːsěu̯s
ἁβροδίαιτον	habrodiɛton
ἡσυχία	isyçia
τάρφοσ	tárpʰos
ἀκτή	aktɛ̌ː
συνθάπτω	sinθapto
θεσπιαί	θespie
ἵπποισιν	ipisin
ταμασσόσ	tamassós
αἴγειροσ	eʝiros
ὑποκρύπτομεν	ypokryptomen
λυθῶ	lytʰo
ἀξιοῦντεσ	aksiundes
ἀγανακτησοίτην	aɣanaktisytin
ἡγούμενοι	hɛːɡǒːmenoi̯
βόσκω	vosko
χαμαικέρασοσ	kʰamai̯kérasos
ἰδουμαία	iðumea
καταλόγων	kataloɡon
φυτικέ	pʰytiké
μάσταυρα	mástau̯ra
κλείσ	klis
ἀγερέεσθε	aɡeréestʰe
ἀγριόρροδον	aɡriór̥r̥odon
δαυίδ	dawid
κήλων	cilon
πολίτασ	polǐːtaːs
ἀντευεργετικόσ	andeverʝetikos
ῥαχήλ	r̥akʰel
προπαροξύτονοσ	proparoksytonos
τετύκοντο	tetikondo
παιδευομένη	pai̯deu̯oménɛː
ἀράβησε	arábɛːse
περιβολή	pɛribole
ἐπεστράφην	epestraɸin
κόμμα	koma
μακκαβαῖοσ	makkabâi̯os
θάπτω	θapto
λυκόφρων	lykofron
γαύριον	ɡawrion
διήιτησαν	ðiitisan
συμμάχομαι	symmaxome
σιδών	siːdɔ̌ːn
ἀγαθοποιήσοισθον	aɣaθopiisisθon
σφήν	sfin
ἀπολλῶσ	apollos
ζημία	zimia
σμῦροσ	zmyros
πομπήν	pompin
εὐρυπτόλεμοσ	evriptolemos
λάμψεισ	lámpseːs
ἠγερόμην	iɣeromin
ἀγανακτέουσι	aɡanaktéoːsi
ὑπόγειοσ	ypoʝios
αἱμασιά	ɛmasia
ἀγγελέμεν	aŋɡelémen
θλάσμα	tʰlazma
φιλομήλη	ɸilomili
δούρατα	durata
τεντερίτησ	tenteritis
τάρπη	tarpe
ἠγγελέσθην	iɲɟelesθin
ἠλακατῆνεσ	ilakatines
ὀγδώκοντα	oɡdɔ̌ːkonta
κελοῖα	kɛlya
καταστροφῆι	katastropʰɛ̂ːi̯
ἀγαθοποιέηι	aɣaθopyei
λαβόντεσ	lavondes
ἠγαλλιασάσθην	iɣaliasasθin
χυλόσ	kʰyːlós
φώνησεν	ɸonisen
λαθιφροσύνη	laθifrosini
ἰταλιώτησ	iːtaliɔ̌ːtɛːs
βραχύτησ	vraçytis
τανύω	tanyo
παραμένω	paramɛno
ὄμειχμα	omikʰma
ἀντίπαλοσ	antipalos
ἀγαλλιασθέν	aɣalliasθen
σκιμβόσ	skimbós
φιλύκη	filyci
βοηδρομιών	voiðromion
ὑέλη	yeli
ἡγούμενοσ	heɡumɛnos
νεῖκοσ	nêːkos
πεπτεώσ	pɛptɛos
ἀγαλλιασθῶμεν	aɡalliastʰomɛn
καθότι	katʰoti
σοφόκλειοσ	sopʰókleːos
πατρίδ'	patrið
λαθιφροσύνη	latʰipʰrosýnɛː
δυνατόν	ðynaton
ὑποκρίνομαι	hypokrinomɛ
θεσσαλικά	θessalika
ἐχάζετο	ɛkʰazɛto
αὐλητήσ	aβlitis
ἐρύκω	ery̌ːkɔː
ὑποπρό	ipopro
τευ	tew
ἑωυτῆι	eoyti
φαντάζομαι	fantazome
πλείσταρχοσ	plistarxos
νηληϊάδησ	niliiaðis
νόννοσ	nonnos
ἀγαθοποιηθέντων	aɡatʰopyetʰɛnton
βάτοσ	βatos
σπεῖρα	spira
θύαροσ	θyaros
ὕβλα	yβla
ἀγαπώιμην	aɣapomin
τυφῶν	tifon
ἀξιοῦτε	aksiôːte
κέρδεα	kɛrdɛa
ἀασθεῖτε	aastʰitɛ
σχερόσ	sxeros
ἀλκίνοοσ	alcinoos
νεῦρα	nêu̯ra
ἀλωῆσ	alois
τοιόνδε	tyonde
πολεμεῖν	polemin
θείων	tʰion
ἐκτρόπιον	ektrópion
αἴαντοσ	eantos
ἠγαπῶντο	ɛːɡapɔ̂ːnto
ἀργείοισιν	arʝiysin
πίθηκοσ	piθikos
ἀασαίμεθα	aasemeθa
δημόσ	demos
ἀρχιμήδησ	arximiðis
ἐνέσκηψα	ɛnɛskepsa
βιαζόμενοι	βiazomeny
ἐπιφανέστατοσ	epipʰanéstatos
ψάμμυντοσ	psammyntos
πατρίδι	patrídi
φώκη	pʰɔ̌ːkɛː
οἷσιν	hôi̯sin
ἀγαπώμεθα	aɣapomeθa
στυππέϊνοσ	styppeinos
ἱππεύσ	ippefs
ἀρπεδόνη	arpɛdone
ἀπολογία	apoloɡíaː
σάρον	saron
ὄρωρεν	ororɛn
ξυμπλεῖν	ksymplêːn
παλίμπλαγκτοσ	palimplaŋktos
ἴκελοσ	ikɛlos
λέβεδοσ	lébedos
διέρρευσα	ðierreɸsa
μῆτισ	mitis
ἐκδοχή	ɛɡdokʰe
πολυκράτησ	polikratis
ἀγερέοιντο	aɡeréoi̯nto
ἀτάλλω	atallo
τῆισιν	tesin
κεφαλαία	kɛpʰalɛa
ἠγγέλην	ɛːŋɡélɛːn
πᾶσαι	pâːsai̯
εἰσέπνευσα	eːsépneu̯sa
ἁλιαίετοσ	haliɛɛtos
ἐρετμά	eretmá
κέρκυραν	kérkyːran
ἡμετέροισ	hemɛtɛrys
κρίμα	krima
γεννήτορσι	ɡennɛ̌ːtorsi
ἀγαθοποιήσομεν	aɡatʰopyesomɛn
ἀβυδηνόσ	avyðinos
διονύσιοσ	diony̌ːsios
αἰγινήταισ	ai̯ɡiːnɛ̌ːtai̯s
γραμματική	ɣrammatici
ὑστεραίαι	hystɛrɛa
ἀπήνη	apene
θοραί	tʰorǎi̯
ἠγαπήθητον	iɣapiθiton
συκαλίσ	sykalis
κισσεύσ	kisseʍs
σταθμόν	statʰmon
ναυπλία	naɸplia
συγγραφῆι	syŋɡrafi
βρύκω	vriko
ἀγγελοίσθην	aŋɡelǒi̯stʰɛːn
πάγουροσ	paɣuros
σελευκεύσ	seleu̯kěu̯s
ἄλλαισιν	alesin
ἅγιοσ	aʝios
ὑποκοριστικόσ	hypokoristikós
γλαφυρῆσ	ɡlapʰyres
εὔδωροσ	eβðoros
ἔροσ	eros
ἀγαθοεργέοιμι	aɣaθoerʝeimi
ἀγερούμεθα	aɡɛrumɛtʰa
ἀγγελλομένη	aɲɟelomeni
ἀντί	antí
πιττάκιον	pittákion
ὑφηγήσεωσ	yfiʝiseos
