турбуленција	turbulɛnt͡sija
сиот	sijɔt
поткастри	pɔtkastri
недопиен	nɛdɔpijɛn
проектен	prɔɛktɛn
динамичност	dinamit͡ʃnɔst
лицемерство	lit͡sɛmɛrstvɔ
недосушен	nɛdɔsuʃɛn
извршителка	izvr̩ʃitɛɫka
богови	bɔɡɔvi
кал	kaɫ
нашара	naʃaɾa
готвачка	ɡɔtvat͡ʃka
нерешливост	nɛrɛʃlivɔst
шарпланинки	ʃarpɫaniŋki
гостопримливост	ɡɔstɔprimlivɔst
доразгледува	dɔɾazɡlɛduva
незаинтересираност	nɛzaintɛɾɛsiɾanɔst
пномпенски	pnɔmpɛnski
раб	rap
симпатичен	simpatit͡ʃɛn
циглен	t͡siɡlɛn
безбожност	bɛzbɔʒnɔst
фунафутиски	funafutiski
делка	dɛɫka
длабок	dɫabɔk
куќа	kuca
пура	puɾa
проточен	prɔtɔt͡ʃɛn
мајсторија	majstɔɾija
мека	mɛka
клистир	klistir
подгорички	pɔdɡɔɾit͡ʃki
фенер	fɛnɛr
мостови	mɔstɔvi
валиден	validɛn
нејзе	nɛjzɛ
подзакрпи	pɔdzakr̩pi
ирак	irak
недотресен	nɛdɔtrɛsɛn
ѕвечлив	d͡zvɛt͡ʃlif
брифинг	brifiŋk
бубачка	bubat͡ʃka
членува	t͡ʃlɛnuva
дошива	dɔʃiva
испише	ispiʃɛ
транзитен	tranzitɛn
исповедник	ispɔvɛdnik
поградец	pɔɡradɛt͡s
фобија	fɔbija
извезувач	izvɛzuvat͡ʃ
галебов	ɡalɛbɔf
успаниченост	uspanit͡ʃɛnɔst
ригански	riɡanski
другарче	druɡart͡ʃɛ
подзагрижи	pɔdzaɡriʒi
изнаполни	iznapɔɫni
потпис	pɔtpis
сура	suɾa
ѓубре	ɟubrɛ
белградски	bɛɫɡratski
печалбарски	pɛt͡ʃaɫbarski
неразбраност	nɛrazbranɔst
мир	mir
вашингтонски	vaʃiŋktɔnski
зимоска	zimɔska
деклинациски	dɛklinat͡siski
ателје	atɛljɛ
еугеника	ɛuɡɛnika
надуеност	naduɛnɔst
флорети	fɫɔrɛti
куќуле	kuculɛ
преболува	prɛbɔɫuva
труден	trudɛn
ѕуница	d͡zunit͡sa
спринтерка	sprintɛrka
коморач	kɔmɔɾat͡ʃ
шапкарски	ʃapkarski
српски	sr̩pski
стокхолмски	stɔkxɔɫm̩ski
врата	vrata
божем	bɔʒɛm
скитничка	skitnit͡ʃka
дорамнува	dɔramnuva
греотичка	ɡrɛɔtit͡ʃka
њутн	ɲutn̩
кодош	kɔdɔʃ
животинка	ʒivɔtiŋka
љубителка	lubitɛɫka
ајвари	ajvaɾi
непрозрачност	nɛprɔzrat͡ʃnɔst
пињола	piɲɔɫa
децава	dɛt͡sava
човек	t͡ʃɔvɛk
злосторница	zɫɔstɔrnit͡sa
заситеност	zasitɛnɔst
кусок	kusɔk
прошепотува	prɔʃɛpɔtuva
совладливост	sɔvɫadlivɔst
песма	pɛsma
пичка	pit͡ʃka
недруштвеност	nɛdruʃtvɛnɔst
њуделхиски	ɲudɛɫxiski
произлегува	prɔizlɛɡuva
вошливост	vɔʃlivɔst
осмиум	ɔsmijum
копан	kɔpan
пробушува	prɔbuʃuva
хералди	xɛɾaɫdi
пол	pɔɫ
нива	niva
скробен	skrɔbɛn
прекршочен	prɛkr̩ʃɔt͡ʃɛn
задолжителност	zadɔɫʒitɛɫnɔst
член	t͡ʃlɛn
реч	rɛt͡ʃ
корне	kɔrnɛ
мажине	maʒinɛ
прифатеност	prifatɛnɔst
бербер	bɛrbɛr
занемареност	zanɛmaɾɛnɔst
преведе	prɛvɛdɛ
охрид	ɔxrit
спасувачки	spasuvat͡ʃki
множество	mnɔʒɛstvɔ
летала	lɛtaɫa
турнува	turnuva
преклоп	prɛkɫɔp
неоштетен	nɛɔʃtɛtɛn
погрицка	pɔɡrit͡ska
министерски	ministɛrski
зашилува	zaʃiɫuva
инсталација	instaɫat͡sija
веда	vɛda
квалификација	kvalifikat͡sija
вретенце	vrɛtɛnt͡sɛ
’рѓав	r̩ɟaf
откупува	ɔtkupuva
период	pɛɾijɔt
анкета	ankɛta
жетварка	ʒɛtvarka
нокти	nɔkti
споцрка	spɔt͡sr̩ka
затекнува	zatɛknuva
бегов	bɛɡɔf
зазвучи	zazvut͡ʃi
допраша	dɔpraʃa
орелски	ɔɾɛɫski
пенкало	pɛŋkaɫɔ
сеструле	sɛstrulɛ
естетичарка	ɛstɛtit͡ʃarka
веднаш	vɛdnaʃ
слава	sɫava
ташна	taʃna
јазичиште	jazit͡ʃiʃtɛ
лев	lɛf
одгледувач	ɔdɡlɛduvat͡ʃ
одговори	ɔdɡɔvɔɾi
поти	pɔti
тоа	tɔa
оганче	ɔɡant͡ʃɛ
закуска	zakuska
пристапност	pristapnɔst
ивичи	ivit͡ʃi
дали	dali
више	viʃɛ
ѕенѕа	d͡zɛnd͡za
зграпчува	zɡrapt͡ʃuva
штитенички	ʃtitɛnit͡ʃki
дестилациски	dɛstiɫat͡siski
непосакуван	nɛpɔsakuvan
замешува	zamɛʃuva
бесцелност	bɛst͡sɛɫnɔst
книжарница	kniʒarnit͡sa
дрзне	dr̩znɛ
снајпер	snajpɛr
играчка	iɡrat͡ʃka
преврти	prɛvr̩ti
џем	d͡ʒɛm
единственост	ɛdinstvɛnɔst
излечивост	izlɛt͡ʃivɔst
непотребност	nɛpɔtrɛbnɔst
слонче	sɫɔnt͡ʃɛ
копје	kɔpjɛ
смлачи	smɫat͡ʃi
прибор	pribɔr
бамбусов	bambusɔf
писателство	pisatɛɫstvɔ
сликовен	slikɔvɛn
веќе	vɛcɛ
обезвучи	ɔbɛzvut͡ʃi
излетува	izlɛtuva
беспризорност	bɛsprizɔrnɔst
поделува	pɔdɛɫuva
цеѓ	tsɛc
ѕидар	d͡zidar
закопа	zakɔpa
патеник	patɛnik
кондензација	kɔndɛnzat͡sija
преплетува	prɛplɛtuva
поштарка	pɔʃtarka
неизметен	nɛizmɛtɛn
поротник	pɔɾɔtnik
ајкула	ajkuɫa
евра	ɛvra
свеќарка	svɛcarka
формациски	fɔrmat͡siski
верничка	vɛrnit͡ʃka
искра	iskra
заквичува	zakvit͡ʃuva
палец	palɛt͡s
добро	dɔbrɔ
почитувач	pɔt͡ʃituvat͡ʃ
натрапува	natrapuva
журнал	ʒurnaɫ
ѕвезден	d͡zvɛzdɛn
поврне	pɔvr̩nɛ
петок	pɛtɔk
недограден	nɛdɔɡradɛn
зоврива	zɔvriva
ситничарство	sitnit͡ʃarstvɔ
џигер	d͡ʒiɡɛr
помавта	pɔmafta
нокт	nɔkt
волчиште	vɔɫt͡ʃiʃtɛ
долгометражен	dɔɫɡɔmɛtraʒɛn
девојчинство	dɛvɔjt͡ʃinstvɔ
индикација	indikat͡sija
носорог	nɔsɔɾɔk
јуни	juni
износеност	iznɔsɛnɔst
клекнува	klɛknuva
дрвоса	dr̩vɔsa
досекува	dɔsɛkuva
кораб	kɔɾap
благајник	bɫaɡajnik
срна	sr̩na
рокерка	rɔkɛrka
кумче	kumt͡ʃɛ
претходничка	prɛtxɔdnit͡ʃka
трачар	trat͡ʃar
замоци	zamɔt͡si
хајка	xajka
меланхолија	mɛɫanxɔlija
угар	uɡar
неактивност	nɛaktivnɔst
хармонизација	xarmɔnizat͡sija
мелничарка	mɛɫnit͡ʃarka
пријател	prijatɛɫ
крајморски	krajmɔrski
еуфонија	ɛufɔnija
бундичка	bundit͡ʃka
деликатност	dɛlikatnɔst
опнува	ɔpnuva
коричка	kɔɾit͡ʃka
своина	svɔina
пички	pit͡ʃki
сеприсутен	sɛprisutɛn
разбира	razbiɾa
вентилација	vɛntiɫat͡sija
синче	sint͡ʃɛ
непреводливост	nɛprɛvɔdlivɔst
дихтува	dixtuva
неарно	nɛarnɔ
господ	ɡɔspɔt
испитувач	ispituvat͡ʃ
стратификација	stratifikat͡sija
витлер	vitlɛr
назализација	nazalizat͡sija
негостољубивост	nɛɡɔstɔlubivɔst
кишињевски	kiʃiɲɛfski
неразумност	nɛrazumnɔst
ѓумови	ɟumɔvi
чкрта	t͡ʃkr̩ta
испосече	ispɔsɛt͡ʃɛ
подлост	pɔdɫɔst
росичка	rɔsit͡ʃka
тужба	tuʒba
филантропија	fiɫantrɔpija
изнаплете	iznaplɛtɛ
самокритичност	samɔkritit͡ʃnɔst
хаотичност	xaɔtit͡ʃnɔst
викенд	vikɛnt
управничка	upravnit͡ʃka
ксенофоб	ksɛnɔfɔp
етимологија	ɛtimɔɫɔɡija
налепи	nalɛpi
палатализација	paɫatalizat͡sija
сараево	saraɛvɔ
погалами	pɔɡaɫami
кое	kɔɛ
демонстраторка	dɛmɔnstratɔrka
дозволивост	dɔzvɔlivɔst
недругарски	nɛdruɡarski
натрапник	natrapnik
кишињев	kiʃiɲɛf
јубилеј	jubilɛj
новинарство	nɔvinarstvɔ
реа	rɛa
пие	pijɛ
ротациски	rɔtat͡siski
шмата	ʃmata
ќерка	cɛrka
разбирливост	razbirlivɔst
подрипнува	pɔdripnuva
голф	ɡɔɫf
опустошува	ɔpustɔʃuva
дообработува	dɔɔbrabɔtuva
психијатрија	psixijatrija
рипче	ript͡ʃɛ
подробност	pɔdrɔbnɔst
полубог	pɔɫubɔk
невеста	nɛvɛsta
избор	izbɔr
обвинителка	ɔbvinitɛɫka
вран	vran
исповрти	ispɔvr̩ti
синхронизација	sinxrɔnizat͡sija
осветленост	ɔsvɛtlɛnɔst
запрепастеност	zaprɛpastɛnɔst
наврти	navr̩ti
подреме	pɔdrɛmɛ
тунис	tunis
ригидност	riɡidnɔst
мажи	maʒi
знаменосец	znamɛnɔsɛt͡s
арзухал	arzuxaɫ
банка	baŋka
предочи	prɛdɔt͡ʃi
соучество	sɔut͡ʃɛstvɔ
зелје	zɛljɛ
зашива	zaʃiva
звучност	zvut͡ʃnɔst
спикер	spikɛr
уставност	ustavnɔst
севкупност	sɛfkupnɔst
шарпланинка	ʃarpɫaniŋka
нѐ	nɛ
разведрува	razvɛdruva
заплакува	zapɫakuva
каша	kaʃa
изопаченик	izɔpat͡ʃɛnik
бршленов	br̩ʃlɛnɔf
ѕемне	d͡zɛmnɛ
зајадливост	zajadlivɔst
шаман	ʃaman
винце	vint͡sɛ
противнички	prɔtivnit͡ʃki
задишаност	zadiʃanɔst
ајдучки	ajdut͡ʃki
недоѕидан	nɛdɔd͡zidan
мамут	mamut
ергенство	ɛrɡɛnstvɔ
пиварски	pivarski
насловува	nasɫɔvuva
здоболува	zdɔbɔɫuva
кукла	kukɫa
кралски	kraɫski
фабрика	fabrika
днине	dninɛ
кадра	kadra
нечујност	nɛt͡ʃujnɔst
север	sɛvɛr
извидничка	izvidnit͡ʃka
закочува	zakɔt͡ʃuva
посетителка	pɔsɛtitɛɫka
леќа	lɛca
запекува	zapɛkuva
расчовечи	raʃt͡ʃɔvɛt͡ʃi
маде	madɛ
сланина	sɫanina
пршки	pr̩ʃki
информатичарски	iɱfɔrmatit͡ʃarski
приправник	pripravnik
па	pʰa
овчаров	ɔft͡ʃaɾɔf
лековитост	lɛkɔvitɔst
реалистичност	rɛalistit͡ʃnɔst
заслепеност	zaslɛpɛnɔst
јоргански	jɔrɡanski
целисходност	t͡sɛlisxɔdnɔst
жуборење	ʒubɔɾɛɲɛ
егзистенција	ɛɡzistɛnt͡sija
калфа	kaɫfa
безумност	bɛzumnɔst
аболиција	abɔlit͡sija
петокрак	pɛtɔkrak
прописен	prɔpisɛn
прикладност	prikɫadnɔst
оспособеност	ɔspɔsɔbɛnɔst
испупчува	ispupt͡ʃuva
радио	radijɔ
заздравува	zazdravuva
завчера	zaft͡ʃɛɾa
светост	svɛtɔst
наточува	natɔt͡ʃuva
триста	trista
суштество	suʃtɛstvɔ
претплата	prɛtpɫata
конечно	kɔnɛt͡ʃnɔ
нему	nɛmu
мајкоубиство	majkɔubistvɔ
полае	pɔɫaɛ
голтнува	ɡɔɫtnuva
цензор	t͡sɛnzɔr
тантал	tantaɫ
раздвоеност	razdvɔɛnɔst
заточеништво	zatɔt͡ʃɛniʃtvɔ
тепач	tɛpat͡ʃ
к’смет	kəsmɛt
таа	taa
лексикологија	lɛksikɔɫɔɡija
дошара	dɔʃaɾa
штурче	ʃturt͡ʃɛ
метропола	mɛtrɔpɔɫa
страда	strada
брише	briʃɛ
изнацрпи	iznat͡sr̩pi
грбоносци	ɡr̩bɔnɔst͡si
валидност	validnɔst
залудност	zaɫudnɔst
сапунарство	sapunarstvɔ
плевен	plɛvɛn
надарува	nadaɾuva
ќофтенце	cɔftɛnt͡sɛ
подопијани	pɔdɔpijani
фстаци	fstat͡si
ономастика	ɔnɔmastika
недолупен	nɛdɔɫupɛn
скршнува	skr̩ʃnuva
станче	stant͡ʃɛ
балонче	baɫɔnt͡ʃɛ
кука	kuka
република	rɛpublika
лапачка	ɫapat͡ʃka
касичка	kasit͡ʃka
штедар	ʃtɛdar
чекмеџе	t͡ʃɛkmɛd͡ʒɛ
носивост	nɔsivɔst
нехуманост	nɛxumanɔst
испокрпи	ispɔkr̩pi
скапост	skapɔst
безизразен	bɛzizrazɛn
угнетеност	uɡnɛtɛnɔst
јагнешки	jaɡnɛʃki
растапка	rastapka
угари	uɡaɾi
пекинг	pɛkiŋk
преплете	prɛplɛtɛ
заемност	zaɛmnɔst
црви	t͡sr̩vi
манџичка	mand͡ʒit͡ʃka
династички	dinastit͡ʃki
господарство	ɡɔspɔdarstvɔ
повереник	pɔvɛɾɛnik
преговара	prɛɡɔvaɾa
учкури	ut͡ʃkuɾi
зачуденост	zat͡ʃudɛnɔst
сликичка	slikit͡ʃka
асимилациски	asimiɫat͡siski
нека	nɛka
зацврчува	zat͡svr̩t͡ʃuva
изработувач	izrabɔtuvat͡ʃ
чутура	t͡ʃutuɾa
извештаченост	izvɛʃtat͡ʃɛnɔst
беспогрешност	bɛspɔɡrɛʃnɔst
бадник	badnik
предупреди	prɛduprɛdi
пренагласи	prɛnaɡɫasi
заговор	zaɡɔvɔr
локна	ɫɔkna
бискупија	biskupija
сожителство	sɔʒitɛɫstvɔ
благородност	bɫaɡɔɾɔdnɔst
изразитост	izrazitɔst
нагрнува	naɡr̩nuva
страчкин	strat͡ʃkin
зеница	zɛnit͡sa
грнче	ɡr̩n̩t͡ʃɛ
покрека	pɔkrɛka
депо	dɛpɔ
соплеменица	sɔplɛmɛnit͡sa
затрпа	zatr̩pa
расположливост	raspɔɫɔʒlivɔst
премива	prɛmiva
аболира	abɔliɾa
зачестеност	zat͡ʃɛstɛnɔst
престапничка	prɛstapnit͡ʃka
исцрпеност	ist͡sr̩pɛnɔst
лакомство	ɫakɔmstvɔ
злоупотреба	zɫɔupɔtrɛba
преживува	prɛʒivuva
заматкува	zamatkuva
кумин	kumin
изнашара	iznaʃaɾa
засукува	zasukuva
македонски	makɛdɔnski
испокупи	ispɔkupi
повози	pɔvɔzi
херцеговина	xɛrt͡sɛɡɔvina
ледина	lɛdina
трогателност	trɔɡatɛɫnɔst
свињарница	sviɲarnit͡sa
ѕрцки	d͡zr̩t͡ski
дена	dɛna
накострешува	nakɔstrɛʃuva
молкома	mɔɫkɔma
сито	sitɔ
зачадува	zat͡ʃaduva
стравотен	stravɔtɛn
птичка	ptit͡ʃka
овде	ɔvdɛ
неизмиен	nɛizmijɛn
насече	nasɛt͡ʃɛ
неморалност	nɛmɔɾaɫnɔst
купопродажба	kupɔprɔdaʒba
врзоп	vr̩zɔp
џвакање	d͡ʒvakaɲɛ
своевидност	svɔɛvidnɔst
цигара	t͡siɡaɾa
окленд	ɔklɛnt
комплицираност	kɔmplit͡siɾanɔst
рударка	rudarka
дерман	dɛrman
додуша	dɔduʃa
закупничка	zakupnit͡ʃka
мачуле	mat͡ʃulɛ
ќуп	cup
престрои	prɛstrɔi
селотејп	sɛɫɔtɛjp
рагби	raɡbi
заболекарка	zabɔlɛkarka
ваш	vaʃ
ногопис	nɔɡɔpis
наврапитост	navrapitɔst
хонијара	xɔnijaɾa
алкален	aɫkalɛn
испоруга	ispɔɾuɡa
непријавен	nɛprijavɛn
сокачки	sɔkat͡ʃki
барокен	baɾɔkɛn
засекогаш	zasɛkɔɡaʃ
кукларство	kukɫarstvɔ
бездомништво	bɛzdɔmniʃtvɔ
надежност	nadɛʒnɔst
апликација	aplikat͡sija
поруменува	pɔɾumɛnuva
дома	dɔma
прежали	prɛʒali
неповрзан	nɛpɔvr̩zan
подрдори	pɔdr̩dɔɾi
реформаторка	rɛfɔrmatɔrka
младолик	mɫadɔlik
разлабавеност	razɫabavɛnɔst
сокаче	sɔkat͡ʃɛ
лански	ɫanski
недобоен	nɛdɔbɔɛn
кибритче	kibritt͡ʃɛ
агломер	aɡɫɔmɛr
достега	dɔstɛɡa
пресложи	prɛsɫɔʒi
мртов	mr̩tɔf
црево	t͡srɛvɔ
папсува	papsuva
нападност	napadnɔst
скиснатост	skisnatɔst
беспрекорност	bɛsprɛkɔrnɔst
пренатрупа	prɛnatrupa
цифра	t͡sifra
маѓарско	maɟarskɔ
изведувачка	izvɛduvat͡ʃka
бездомнички	bɛzdɔmnit͡ʃki
вработувач	vrabɔtuvat͡ʃ
надежен	nadɛʒɛn
советничка	sɔvɛtnit͡ʃka
ѕвездичка	d͡zvɛzdit͡ʃka
обезбојува	ɔbɛzbɔjuva
жената	ʒɛnata
снајперка	snajpɛrka
деновиве	dɛnɔvivɛ
наменски	namɛnski
подразвесели	pɔdrazvɛsɛli
исклучиво	iskɫut͡ʃivɔ
сугестија	suɡɛstija
бакујски	bakujski
сатира	satiɾa
кондиција	kɔndit͡sija
комичарски	kɔmit͡ʃarski
предимство	prɛdimstvɔ
испоотвори	ispɔɔtvɔɾi
дојка	dɔjka
освен	ɔsvɛn
милозвучност	miɫɔzvut͡ʃnɔst
обединетост	ɔbɛdinɛtɔst
зиме	zimɛ
запева	zapɛva
наквасува	nakvasuva
змиин	zmiin
стражарка	straʒarka
делегациска	dɛlɛɡat͡siska
море	mɔɾɛ
царство	t͡sarstvɔ
столарство	stɔɫarstvɔ
крадешкум	kradɛʃkum
записник	zapisnik
математичарски	matɛmatit͡ʃarski
класика	kɫasika
книгата	kniɡata
групичка	ɡrupit͡ʃka
скржавост	skr̩ʒavɔst
славољубивост	sɫavɔlubivɔst
прасуле	prasulɛ
мравји	mravji
лента	lɛnta
ѓаволштина	ɟavɔɫʃtina
подзадоцни	pɔdzadɔt͡sni
испокаса	ispɔkasa
осигурител	ɔsiɡuɾitɛɫ
внук	vnuk
погодува	pɔɡɔduva
би	bi
