ayam	ʔajɐm
tsaa	t͡ʃɐʔa
islam	ʔɪslam
labahin	labahɪn
estronsiyo	ʔestɾonʃo
kaluntian	kxɐlʊntɪʔan
gilgil	ɡɪlɡil
naoko	naoxo
abrasador	ʔɐbɾɐsɐdoɾ
kalso	kxɐlso
abisuhan	ʔɐbɪsuhɐn
basagin	bɐsaɰɪn
nagbabaon	nɐɡbɐbaʔon
akbay	ʔɐkbaɪ̯
cabrera	kxɐbɾeɾɐ
labon	lɐbon
bading	bɐdiŋ
angpao	ʔaŋpaʊ̯
labingwalo	lɐbiŋwɐlo
alperes	ʔɐlpeɾes
selda	seldɐ
bulaga	bʊlɐɰaʔ
azucena	ʔɐsʊsenɐ
burahin	bʊɾɐhin
ipakausap	ʔɪpɐxɐʔusɐp
luksemburgo	lʊksembuɾɡo
antig	ʔɐntiɡ
buwagin	bʊɐɰin
komunikasyon	kxomʊnɪxɐʃon
lehislatura	lehɪslɐtuɾɐ
maramot	mɐɾamot
siga	siɰɐʔ
platito	plɐtito
dalangin	dɐlaŋɪn
dokumentado	doxʊmentado
kailangan	kxaɪ̯laŋɐn
lipa	lipɐʔ
michiko	mɪt͡ʃixo
nakibahagi	mɐxɪbɐhaɰɪʔ
ikasiyam	ʔɪxɐʃam
kakarampot	kxɐxɐɾɐmpot
panggupit	pɐŋɡʊpit
alingasngas	ʔɐlɪŋɐsŋas
balkon	bɐlkon
amak	ʔɐmak
hablot	hɐblot
abay	ʔɐbaɪ̯
awtonomiya	ʔaʊ̯tonomiɐ
raha	ɾahɐ
bombay	bumbaɪ̯
heringgilya	heɾɪŋɡiljɐ
pagsasaka	pɐɡsɐsaxɐ
bumahin	bʊmɐhin
kubo	kxubo
bagabag	bɐɰabɐɡ
prangka	pɾaŋkɐ
hagunoy	hɐɰunoɪ̯
meryenda	meɾjendɐ
logo	loɰo
dagisdis	dɐɰɪsdis
labingwalo	lɐbɪŋwɐlo
dikya	dɪkjaʔ
dimapilis	dɪmɐpilɪs
apura	ʔɐpʊɾa
daldalero	dɐldɐleɾo
pihikan	pɪhixɐn
beatipikasyon	beɐtɪpɪxɐʃon
dambuhala	dɐmbʊhalɐʔ
apatnaraan	ʔɐpɐtnɐɾɐʔan
kiko	kxixoʔ
ilot	ʔɪlot
itago	ʔɪtaɰoʔ
komento	kxomento
kalambre	kxɐlambɾe
balde	bɐlde
pamilyaridad	pɐmɪljɐɾɪdad
isagani	ʔɪsɐɰanɪ
estampita	ʔestɐmpitɐ
pananagutan	pɐnɐnɐɰutɐn
maselan	mɐselɐn
dalamhati	dɐlɐmhatɪʔ
kapitan	kxɐpɪtan
ricafort	ɾɪxafoɾt
kandidatura	kxɐndɪdɐtuɾɐ
magbrotsa	mɐɡbɾot͡ʃɐ
abala	ʔɐbalɐ
dinosawro	dɪnosaʊ̯ɾo
palikuran	palɪxuɾɐn
iyakin	ʔiaxɪn
magpraktis	mɐɡpɾaktɪs
habi	hɐbi
agnos	ʔɐɡnos
mangisay	mɐŋisaɪ̯
kodipikasyon	kxodɪpɪxɐʃon
ingkong	ʔɪŋkoŋ
alkansiya	ʔɐlkɐnsiɐ
ipokrita	ʔɪpokɾɪta
hukbalahap	hʊkbɐlahɐp
haliparot	hɐlɪpaɾot
babae	bɐbaʔe
amba	ʔɐmbaʔ
maabo	mɐʔɐbo
yñiguez	jɲɪɰes
tungkab	tʊŋkab
hiraya	hɪɾajɐʔ
pamilyar	pɐmɪljaɾ
lespu	lespʊ
kumulang	kxʊmulɐŋ
apolo	ʔɐpolo
lukbot	lʊkbot
insulares	ʔɪnsʊlaɾes
ginawin	ɡɪnɐwin
magkataon	mɐɡkɐtɐʔon
buli	bʊli
kanlungan	kxɐnluŋɐn
humalakhak	hʊmɐlɐkhak
bistado	bɪstado
herradura	ʔeɾɐduɾɐ
bulati	bʊlatɪ
ideolohiya	ʔɪdeolohiɐ
bukbok	bʊkbok
iregularidad	ʔɪɾeɰʊlɐɾɪdad
bayong	baɪ̯ʔoŋ
miyembro	mjembɾo
abalahin	ʔɐbɐlahɪn
lanaw	lanaʊ̯
lagos	lɐɰos
lagmay	laɡmaɪ̯
dalas	dɐlas
patahian	pɐtɐhiʔɐn
tampisaw	tɐmpɪsaʊ̯
mamasura	mɐmɐsuɾɐ
mandadangkal	mɐndɐdɐŋkal
bayar	bajɐɾ
parreño	pɐɾeɲo
magtimpla	mɐɡtɪmpla
halukay	hɐluxaɪ̯
gapo	ɡɐpo
hilata	hɪlɐtaʔ
alonte	ʔɐlonte
bongga	boŋɡɐ
kanselasyon	kxɐnselɐʃon
insureksiyon	ʔɪnsʊɾekʃon
mamahagi	mɐmɐhaɰɪʔ
bumahing	bʊmɐhiŋ
magbasa	mɐɡbɐsa
gaano	ɡɐʔano
linis	lɪnis
asul	ʔɐsul
balangkas	bɐlɐŋkas
asap	ʔɐsap
maglolo	mɐɡlolo
pagtae	pɐɡtaʔe
ibutod	ʔɪbʊtod
unan	ʔunɐn
hitso	hɪt͡ʃo
ilalim	ʔɪlalɪm
balewalain	bɐlewɐlɐʔin
bakawan	bɐxawɐn
damuhan	dɐmʊhan
ibalik	ʔɪbɐlik
episyente	ʔepɪʃente
tsunami	t͡ʃʊnamɪ
tiyuhin	t͡ʃuhɪn
bisaya	bɪsajɐʔ
peñaflorida	peɲɐfloɾidɐ
bulwak	bʊlwak
nagbaon	nɐɡbɐʔon
bitak	bɪtak
furagganan	fʊɾɐɡɡanɐn
landi	lɐndiʔ
gupit	ɡʊpit
mendoza	mendosɐ
bampira	bɐmpiɾɐ
diyaryo	d͡ʒaɾjo
balanga	bɐlɐŋaʔ
bulakan	bʊlɐxan
durante	dʊɾante
kapatawaran	kxɐpɐtɐwɐɾan
dagusdos	dɐɰʊsdos
ekspresyon	ʔekspɾeʃon
kaagaw	kxaɐɰaʊ̯
disiseis	dɪsɪsɐʔis
bulakenyo	bʊlɐxeɲo
isla	ʔislɐ
yang	jɐŋ
antibiyotiko	ʔɐntɪbjotɪxo
gisahin	ɡɪsɐhin
hulagpos	hʊlɐɡpos
sinco	siŋko
natsuko	nɐt͡ʃuxo
hayto	haɪ̯to
karunungan	kxɐɾʊnuŋɐn
lista	listɐ
rimas	ɾimɐs
lambing	lɐmbiŋ
reodica	ɾeodixɐ
impatso	ʔɪmpat͡ʃo
inda	ʔɪnda
almon	ʔɐlmon
villasis	bɪllasɪs
lagaslas	lɐɰɐslas
lansang	lɐnsaŋ
papagayo	pɐpɐɰajo
libid	libɪd
cabiling	kxɐbilɪŋ
baniaga	bɐɲɐɰɐ
gulo	ɡʊloʔ
tabas	tabɐs
luksa	lʊksaʔ
maybahay	maɪ̯bahaɪ̯
hayan	hɐjan
laoag	lɐwaɡ
bagsik	bɐɡsik
keyk	kxeɪ̯k
balikbayan	bɐlɪkbajɐn
lipana	lɪpanɐʔ
konsulado	kxonsʊlado
lala	lalɐʔ
ipantakip	ʔɪpɐntɐxip
saksak	sɐksak
torralba	toɾɾalbɐ
atubili	ʔɐtʊbilɪʔ
anim	ʔanɪm
itaboy	ʔɪtɐboɪ̯
atas	ʔɐtas
bula	bulɐ
hilab	hilɐb
tokayo	toxajo
lasuna	lɐsʊnaʔ
maghimagsik	mɐɡhɪmɐɡsik
magustuhan	mɐɰʊstʊhan
faltado	fɐltado
halintulad	hɐlɪntulɐd
aaaban	ʔaʔɐʔɐban
biyas	bjas
baliling	bɐlilɪŋ
pambilo	pɐmbɪlo
binutil	bɪnutɪl
ginatan	ɡɪnɐtan
supling	sʊpliŋ
kitikiti	kxɪtɪxɪti
dinig	dɪniɡ
iskandalo	ʔɪskandɐlo
butudkilos	bʊtudkilos
cuizon	kxuɪson
bulilit	bʊlɪlit
labis	labɪs
gahi	ɡahɪʔ
oligarka	ʔolɪɰaɾkɐ
kumanta	kxʊmɐnta
eskalador	ʔeskɐlɐdoɾ
ipil	ʔipɪl
heroglipiko	heɾoɡlipɪxo
madamot	mɐdamot
gisa	ɡɪsa
biyolohiya	bɪolohiɐ
kumuha	kxʊmuhɐ
guno	ɡʊno
bumilis	bʊmɪlis
magbenta	mɐɡbentɐ
angas	ʔaŋɐs
fojas	pohɐs
babaan	babaʔɐn
butaw	butaʊ̯
dalubsugaan	dɐlubsuɰaan
pundido	pʊndido
balakilan	bɐlɐxilɐn
abaka	ʔɐbɐxa
buurin	bʊʔʊɾin
garote	ɡɐɾote
dambana	dɐmbanɐʔ
ginataan	ɡɪnɐtɐʔan
industriyalista	ʔɪndʊstɾɪɐlistɐ
wawa	wawɐʔ
gabon	ɡɐbon
baril	bɐɾil
cabanayan	kxɐbɐnajɐn
dentisteriya	dentɪsteɾiɐ
negra	neɡɾɐ
gana	ɡɐna
katuray	kxɐtuɾaɪ̯
telebisyon	telebɪʃon
biyolento	bɪolento
kontrobersiya	kxontɾobeɾʃɐ
handalapak	hɐndɐlɐpak
cabuti	kxɐbʊti
boba	bobɐ
drowing	dɾowɪŋ
dipa	dɪpa
bako	bɐxoʔ
biyatiko	bjatɪxo
banggit	bɐŋɡit
magbinata	mɐɡbɪnɐtaʔ
balikutsa	bɐlɪxʊt͡ʃa
gipo	ɡɪpoʔ
abentura	ʔɐbentuɾɐ
langkal	lɐŋkal
handa	hɐndaʔ
caballero	kxɐbɐljeɾo
tungkol	tʊŋkol
hubad	hʊbad
filipina	fɪlɪpinɐ
arevalo	ʔɐɾebɐlo
bayaw	bɐjaʊ̯
veloria	beloɾjɐ
hurisdiksiyon	hʊɾɪsdɪkʃon
babaw	babaʊ̯
ba't	bɐt
hanap	hanɐp
laglag	lɐɡlaɡ
ditse	dɪt͡ʃe
arhentina	ʔɐɾhentinɐ
esena	ʔesenɐ
alimpuyo	ʔɐlɪmpʊjo
calayan	kxɐlajɐn
agresibo	ʔɐɡɾesibo
laos	lɐʔos
dalampasigan	dɐlɐmpɐsiɰɐn
punongkahoy	pʊnoŋkahoɪ̯
haraya	hɐɾajɐʔ
igera	ʔɪɰeɾɐ
garcia	ɡɐɾsiɐ
daluro	dɐluɾoʔ
kabag	kxabɐɡ
mabangis	mɐbɐŋis
islang	ʔɪslaŋ
hapit	hapɪt
banting	bɐntiŋ
siyokoy	ʃoxoɪ̯
diklap	dɪklap
diin	dɪin
dalangat	dɐlɐŋat
kaligayahan	kxɐlɪɰɐjahɐn
bilasa	bɪlɐsaʔ
kalungsuran	kxɐlʊŋsʊɾan
haban	hɐban
kompanya	kxumpɐɲa
azaña	ʔɐsaɲɐ
balintong	bɐlɪntoŋ
dagim	dɐɰim
magparaya	mɐɡpɐɾajɐʔ
humandusay	hʊmɐndusaɪ̯
zaide	saɪ̯de
brilyante	bɾɪljante
saguinsin	sɐɰinsɪn
ikalabindalawa	ʔɪxɐlɐbindɐlɐwa
basehan	bɐsehan
manlait	mɐnlaʔɪt
gibang	ɡibɐŋ
mapusyaw	mɐpʊʃɐu
lingaw	liŋaʊ̯
inang	ʔɪnaŋ
ligo	liɰoʔ
alala	ʔɐlalɐ
bitayan	bɪtɐjan
imprastraktura	ʔɪmpɾɐstɾɐktuɾɐ
laksatiba	lɐksɐtibɐ
lumuklok	lʊmʊklok
mura	muɾɐ
lupasay	lʊpɐsaɪ̯
armas	ʔɐɾmas
legalidad	leɰɐlɪdad
dimalaluan	dɪmɐlalʊɐn
labasan	lɐbɐsan
liyempo	ljempo
umagahas	ʔʊmɐɰɐhas
tsiko	t͡ʃixo
dala	dɐlaʔ
dy	dɪ
bagyo	bɐɡjo
inugsukat	ʔɪnʊɡsuxɐt
lasak	lasɐk
lisa	lɪsaʔ
bimol	bɪmol
ligo	lɪɰo
bulacan	bʊlɐxan
hapunan	hɐpunɐn
wang	wɐŋ
halaan	hɐlɐʔan
aabisuhan	ʔɐɐbɪsuhɐn
estatwa	ʔestatwɐ
pawatas	pɐwɐtas
panghalip	pɐŋhɐlip
tindero	tɪndeɾo
desgrasya	desɡɾaʃɐ
imoralidad	ʔɪmoɾɐlɪdad
aktibo	ʔɐktibo
oliveros	ʔolɪbeɾos
lagwerta	lɐɡweɾtɐ
bunot	bʊnot
dahas	dɐhas
bangketa	bɐŋketɐ
fabregas	fabɾeɰɐs
iskor	ʔɪskoɾ
limpal	lɪmpal
babay	babaɪ̯
ensiklopedya	ʔensɪkloped͡ʒɐ
aksidente	ʔɐksɪdente
babayaran	bɐbɐjaɾɐn
dinagat	dɪnaɰɐt
castañeda	kxɐstɐɲedɐ
alibugha	ʔɐlɪbʊɡhaʔ
bigyan	bɪɡjan
nakawin	nɐxawɪn
bulgarya	bʊlɡaɾjɐ
balngawsukat	bɐlŋaʊ̯suxɐt
magbiro	mɐɡbɪɾoʔ
bumalikwas	bʊmɐlɪkwas
luntidinsol	lʊntɪdɪnsol
tungkod	tʊŋkod
hilera	hɪleɾɐ
kontestant	kxontestɐnt
bilhin	bɪlhin
bibilis	bɪbɪlis
dominante	domɪnante
dusing	dusɪŋ
kolateral	kxolɐteɾal
pulgada	pʊlɡadɐ
ipatapon	ʔɪpɐtapon
bulate	bʊlate
hunghang	hʊŋhaŋ
inggitera	ʔɪŋɡɪteɾɐ
bayarin	bajɐɾɪn
gapong	ɡɐpoŋ
dadaanin	dɐdɐʔanɪn
baniaga	bɐɲɐɰɐʔ
impormante	ʔɪmpoɾmante
abatan	ʔɐbɐtan
alkitran	ʔɐlkɪtɾan
inundasyon	ʔɪnʊndɐʃon
luga	luɰɐʔ
abala	ʔɐbɐla
macalalad	mɐxɐlalɐd
akyatan	ʔɐkjɐtan
gerodias	d͡ʒeɾod͡ʒɐs
benta	bentɐ
bangkito	bɐŋkitoʔ
bagamat	bɐɰɐmat
butse	bʊt͡ʃi
kastila	kxɐstilɐʔ
mangmang	mɐŋmaŋ
bikolana	bɪxolanɐ
inano	ʔɪnɐno
buklod	bʊklod
baket	baxet
bunso	bʊnsoʔ
lubigan	lʊbɪɰan
bakuran	bɐxuɾɐn
apendisitis	ʔɐpendɪsitɪs
limi	limɪ
balaraw	bɐlɐɾaʊ̯
lukutan	lʊxutɐn
pinapagtaluhan	pɪnapɐɡtɐluhɐn
apolonio	ʔɐpolonɪo
aspirina	ʔɐspɪɾinɐ
alilis	ʔɐlilɪs
liwat	liwɐt
liko	lɪxoʔ
gas	ɡɐs
sabila	sabɪla
cadano	kxɐdano
mamamakyaw	mɐmamɐkjaʊ̯
paborito	pɐboɾable
inampalan	ʔɪnampɐlan
rusoblanka	ɾʊsoblaŋkɐ
brutal	bɾʊtal
basisig	bɐsisɪɡ
bayolente	bɐjolente
lagi	laɰɪʔ
bayoneta	bɐjonetɐ
labinsiyam	lɐbɪnʃam
ina	ʔɪna
bugok	bʊɰok
semaña	semaɲɐ
estonya	ʔestoɲɐ
antena	ʔɐntenɐ
magandahan	mɐɰɐndɐhan
amil	ʔɐmil
lihim	lɪhim
barakilan	bɐɾɐxilɐn
ingrato	ʔɪŋɡɾato
halas	halɐs
bayad	bɐjad
bula	bulɐʔ
guwardiya	ɡwaɾd͡ʒa
gayang	ɡajɐŋ
agsikapan	ʔɐɡsɪxapɐn
inagurasyon	ʔɪnɐɰʊɾɐʃon
kabaktan	kxɐbɐktan
batchoy	bɐt͡ʃoɪ̯
ipokrisiya	ʔɪpokɾɪsiɐ
hinagkan	hɪnɐɡkan
iniina	ʔɪniʔɪna
liwas	liwɐs
heranyo	heɾaɲo
papaya	pɐpajɐ
espesyal	ʔespeʃal
ayumi	ʔɐjumɪ
iyag	ʔɪaɡ
maghinto	mɐɡhɪntoʔ
balang	balɐŋ
susmaryosep	sʊsmɐɾjosep
quezon	kxeson
dalubbanwa	dɐlubbɐnwa
giliw	ɡilɪʊ̯
monopolisasyon	monopolɪsɐʃon
lubha	lʊbhaʔ
labso	lɐbsoʔ
kondenahin	kxondenɐhin
cubacub	kxʊbaxʊb
seminaryo	semɪnaɾjo
lupagi	lʊpaɰɪʔ
ektarya	ʔektaɾjɐ
closa	kxlosɐ
albakora	ʔɐlbɐxoɾɐ
hilam	hɪlam
lipstik	lipstɪk
kanisid	kxɐnisɪd
daldalera	dɐldɐleɾɐ
hawla	haʊ̯lɐ
anunsiyo	ʔɐnunʃo
butal	bʊtal
gabriel	ɡɐbɾjel
burges	bʊɾɡis
bawaw	bawaʊ̯
masangcay	mɐsaŋkaɪ̯
hingalin	hɪŋalɪn
tawanan	tɐwanɐn
lugas	lʊɰas
ibenta	ʔɪbentɐ
corazon	kxoɾɐson
manggas	mɐŋɡas
armas	ʔaɾmɐs
higtao	hɪɡtaʔo
babuyin	bɐbujɪn
lihi	lɪhiʔ
bamus	bamʊs
gumulang	ɡʊmulɐŋ
basig	basɪɡ
arkitektura	ʔɐɾkɪtektuɾɐ
adyo	ʔɐd͡ʒoʔ
adiksyon	ʔɐdɪkʃon
post	poʊst
sanidad	sɐnɪdad
haliparot	hɐlɪpɐɾot
bagaoisan	bɐɰɐwisɐn
hagod	hɐɰod
bingguhan	bɪŋɡuhɐn
aling	ʔɐliŋ
liban	lɪban
sulyasid	sʊljasɪd
lipat	lipɐt
kasabihan	kxɐsɐbɪhan
buslo	bʊsloʔ
dambong	dɐmboŋ
lumindol	lʊmɪndol
talukbong	tɐlʊkboŋ
bituin	bɪtʊʔin
jurado	hʊɾado
gising	ɡisɪŋ
konsumisyon	kxonsʊmɪʃon
minviluz	mɪnbilʊs
dyahe	d͡ʒahe
kenzo	kxenso
balaksila	bɐlɐksilɐʔ
hinahon	hɪnahon
babad	bɐbad
pugok	pʊɰok
remulla	ɾemullɐ
limi	limɪʔ
layag	lɐjaɡ
isara	ʔɪsɐɾa
ineng	ʔɪneŋ
buto	bʊto
aaa	ʔɐʔɐʔaʔ
hiwalay	hɪwɐlaɪ̯
idealista	ʔɪdejɐlistɐ
demonio	demoɲo
sabihin	sɐbihɪn
politika	politɪxa
lagnatin	laɡnatɪn
baiya	bɐʔiɐ
retratista	ɾetɾɐtistɐ
ito	ʔɪto
tagas	taɰɐs
bana	bɐnaʔ
bakunado	bɐxʊnado
lugmok	lʊɡmok
arrogante	ʔɐɾoɰante
kampante	kxɐmpante
danaw	danaʊ̯
intelihente	ʔɪntelɪhente
nikotina	nɪxotinɐ
damdamin	dɐmdamɪn
dagadagaan	dɐɰɐdɐɰaʔɐn
libingan	libiŋɐn
uriarte	ʔʊɾjaɾte
hambo	hɐmbo
pigsa	pɪɡsa
kerida	kxeɾidɐ
gilagid	ɡɪlaɰɪd
damit	dɐmit
diyametro	dɪɐmetɾo
paliwanag	pɐlɪwanɐɡ
laylayan	laɪ̯lajɐn
fontillas	pontiljɐs
hatinggabi	hatɪŋɡɐbi
lubid	lubɪd
basilika	bɐsilɪxa
bacani	bɐxanɪ
harina	hɐɾinɐ
dehins	deɪ̯ns
bahin	bɐhin
papagtalunan	papɐɡtɐlʊnan
galis	ɡɐlis
basurahan	bɐsʊɾahɐn
hukbo	hʊkbo
hibla	hɪbla
benus	benʊs
mapanghusga	mɐpaŋhʊsɡa
emperador	ʔempeɾɐdoɾ
agwamarina	ʔɐɡwɐmɐɾinɐ
anta	ʔɐnta
patatas	pɐtatɐs
haponesa	hɐponesɐ
dalubtao	dɐlubtaʔo
sentensiya	sentenʃɐ
burias	buɾjɐs
disinuwebe	dɪsɪnwebe
buhagtigilan	bʊhɐɡtɪɰilɐn
agustin	ʔɐɰʊstin
siko	sixo
bigasan	biɰasɐn
espesyalista	ʔespeʃɐlistɐ
babayaran	bɐbɐjɐɾan
burara	bʊɾɐɾaʔ
espanyol	ʔespɐɲol
abuloy	ʔɐbuloɪ̯
macapugay	mɐxɐpuɰaɪ̯
aburido	ʔɐbʊɾɪdo
hilik	hɪlik
hampas	hɐmpas
luntian	lʊntiʔɐn
agusan	ʔɐɰusɐn
biliran	bɪliɾɐn
mandarambong	mɐndɐɾɐmboŋ
abuhan	ʔabuhɐn
arawan	ʔɐɾɐwan
jusi	d͡ʒusɪ
destruksiyon	destɾʊkʃon
gatbonton	ɡɐtbonton
rambulan	ɾɐmbulɐn
aprobado	ʔɐpɾobado
binago	bɪnaɰo
lipad	lɪpad
dumali	dʊmɐliʔ
semantika	semantɪxɐ
anak	ʔɐnak
pulot	pʊlot
agusil	ʔɐɰʊsil
mukha	mʊxaʔ
habi	habɪʔ
abogada	ʔɐboɰadɐ
maatik	mɐʔɐtik
plaslayt	plaslaɪ̯t
basag	basɐɡ
aranda	ʔɐɾandɐ
paypay	paɪ̯paɪ̯
buslot	bʊslot
puke	puxeʔ
bilulo	bɪlulo
lasenggera	lɐseŋɡeɾɐ
kondominyum	kxondomiɲʊm
hagis	haɰɪs
cadapan	kxɐdapɐn
inaama	ʔɪnaʔɐma
loo	lʊ
pawikan	pɐwixɐn
gasino	ɡɐsino
bumalik	bʊmɐlik
gurlis	ɡʊɾlis
panhik	pɐŋhik
latag	latɐɡ
akusa	ʔɐxʊsa
filipino	fɪlɪpino
gamay	ɡamaɪ̯
banlaw	bɐnlaʊ̯
isama	ʔɪsamɐ
manghula	mɐŋhulɐʔ
laitin	lɐʔitɪn
laplap	lɐplap
pako	pɐxoʔ
bergonia	beɾɡoɲɐ
hangintigilan	hɐŋɪntiɰilɐn
dugso	dʊɡsoʔ
sapa	sapɐʔ
boling	bolɪŋ
arkeolohiya	ʔɐɾkeolohiɐ
istoryador	ʔɪstoɾjɐdoɾ
lumabag	lʊmɐbaɡ
magma	maɡmɐ
butac	butɐk
dagitsigan	dɐɰɪt͡ʃiɰɐn
dilaan	dɪlɐʔan
norwega	noɾweɰɐ
lambi	lɐmbiʔ
mambabatas	mɐmbɐbatɐs
bukaka	bʊxakɐʔ
tiangco	t͡ʃaŋko
bulon	bʊlon
lalamunan	lɐlɐmunɐn
ching	t͡ʃɪŋ
dumlao	dumlɐo
dumalaw	dʊmalaʊ̯
abnormalidad	ʔɐbnoɾmɐlɪdad
impluwensiya	ʔɪmplʊensiɐ
kiyoko	kjoxo
aa	ʔaʔɐʔ
bahagsubay	bɐhɐɡsubaɪ̯
gubat	ɡubɐt
ichiro	ʔɪt͡ʃiɾo
maglola	mɐɡlolɐ
makapuno	mɐxɐpʊnoʔ
gorilya	ɡoɾiljɐ
lasog	lɐsoɡ
inutil	ʔɪnutɪl
bumali	bʊmalɪʔ
paghuhukom	pɐɡhʊhʊxom
lago	lɐɰoʔ
akibat	ʔɐxibɐt
apa	ʔapɐ
mabuhok	mɐbʊhok
kung	kxʊŋ
lutay	lutaɪ̯
impo	ʔɪmpo
lugami	lʊɰɐmiʔ
agwas	ʔaɡwɐs
bilangan	bɪlaŋɐn
astropisika	ʔɐstɾopisɪxɐ
lagumlalangin	lɐɰʊmlɐlɐŋin
awstriya	ʔaʊ̯stɾɪɐ
guluhin	ɡʊlʊhin
latundan	lɐtʊndan
ipunin	ʔɪpunɪn
ilang	ʔɪlaŋ
kodigo	kxodɪɰo
apahap	ʔɐpahɐp
laas	laʔɐs
kahabagan	kxɐhɐbɐɰan
magsalang	mɐɡsalɐŋ
limi	lɪmiʔ
dura	dʊɾaʔ
lapirot	lɐpɪɾot
kalawangin	kxɐlɐwɐŋin
bitbit	bɪtbit
arcinas	ʔɐɾsinɐs
kolonya	kxoloɲɐ
