medd	meːð
neuddeg	neɨ̯ðɛɡ
chyfnither	χəvnɪθɛr
gwarthal	ɡwarθal
chefnau	χɛvnɛ
naear	neɨ̯ar
ateb	atab
nghrist	ŋ̊riːst
bwthyn	bʊθɨ̞n
academïau	akadɛmiːa
nhadau	n̥ada
magnelau	maɡnɛla
toesaidd	tɔɨ̯sai̯ð
cwis	kwɪs
crychau	krəχa
troedfedd	trɔɨ̯dvað
catholig	kaθɔlɪɡ
pyramid	pɨ̞ramɪd
stopiem	sdɔpjɛm
aderyn du	dɛrɨ̞ndɨː
pedolwr	pɛdɔlʊr
llais	ɬai̯s
hwn	hʊn
farnwr	varnʊr
anghofrwydd	aŋhɔvrʊɨ̯ð
asesu	asɛsɨ
deng	deːŋ
ar gyfer	arɡəvar
daw	daːu̯
hiddewiaeth	hɪðeu̯jɛθ
rhes	r̥eːs
cyfodi	kəvɔdi
adnabyddus	adnabəðɨ̞s
adael	adaɨ̯l
chymedrolwyr	χəmɛdrɔlwɨ̞r
arweinydd	arwei̯nɨ̞ð
mrecwast	mrɛkwast
gwain	ɡwai̯n
tân	taːn
ffordd laethog	əfɔrðɬeɨ̯θɔɡ
te gwyrdd	teːɡwɨ̞rð
sydd	sɨːð
nain	nai̯n
penblethau	pɛmblɛθaɨ̯
beiriannwr	bei̯rjanʊr
swnllyd	sʊnɬɨ̞d
bugail	bɪɡai̯l
rheg	r̥eːɡ
rhyfel	r̥əvɛl
thacluso	θaklɨ̞sɔ
crempog	krɛmpɔɡ
trosi	trɔsi
cyff	kɨːf
gwesteion	ɡwɛsdei̯ɔn
elciaid	ɛlkjai̯d
gylfinau	ɡəlvɪna
iechyd da	jɛχɨ̞ddaː
chloch	χloːχ
braster	brastɛr
gapel	ɡapɛl
herwhela	hɛrwhɛla
haethnen	heɨ̯θnɛn
ymlâdd	əmlaːð
habatiroedd	habatɪrɔɨ̯ð
ffrygydau	frəɡədaɨ̯
hygyrch	həɡɨ̞rχ
tyred	tərɛd
bathdai	baθdai̯
nerthoedd	nɛrθɔɨ̯ð
gaches	ɡaχɛs
bwlch	bʊlχ
chas	χaːs
gwyddor	ɡʊɨ̯ðɔr
goddef	ɡɔðɛv
llungopïo	ɬɨːŋɡɔpiːɔ
actor	aktɔr
croeso	krɔɨ̯sɔ
moresg	mɔrɛsɡ
chariad	χarjad
chacen	χakan
tebyg	tɛbɪɡ
mapiau	mapjɛ
wyddion	wəðjɔn
gwenyn meirch	ɡwɛnɨ̞mmei̯rχ
adeiladaeth	adei̯ladɛθ
wrth hyn	ʊrθhɨ̞n
naw	naːu̯
theigr	θei̯ɡr
fleiddiau	vlei̯ðja
pŵer	pʊɛr
dryslwyn	drəslʊɨ̯n
gwelet	ɡwɛlɛt
cyfrifoldeb	kəvrɪvɔldab
lanaf	lana
rhodia	r̥ɔdja
ogledd	ɔɡlað
cwyn	kuːɨ̯n
gwraidd	ɡwrai̯ð
cymraesau	kəmreɨ̯sɛ
pentwr	pɛntʊr
awyddus	au̯əðɨ̞s
cyfnod	kəvnɔd
addurno	aðɨ̞rnɔ
trigain	trɪɡai̯n
nhrwydded	n̥rʊɨ̯ðad
cyfarthiadau	kəvarθjadaɨ̯
llech	ɬeːχ
gafael	ɡaval
dîm	diːm
olau	ɔlɛ
crynu	krənɨ̞
chwyddiant	χwəðjant
tyrru	tərɨ
lesddeiliad	leːsðei̯ljad
negesfwrdd	nɛɡɛsvʊrð
ngwallt	ŋwaːɬd
helciaid	hɛlkjai̯d
cyfryngi	kəvrəŋi
arch	arχ
blogwyr	blɔɡwɨ̞r
adanedd	adanɛð
euthum	eɨ̯θɨ̞m
sumbol	sɨ̞mbɔl
boeni	bɔɨ̯nɨ
gwrthod	ɡʊrθɔd
neiliad	nei̯ljad
wyres	ʊɨ̯rɛs
adweini	adwei̯ni
gwahanol	ɡwahanɔl
cwstardiau	kʊsdardja
hach	aːχ
pheis	feis
cynffon	kənfɔn
adeg	adaɡ
hawlfraint	hau̯lvrai̯nt
gwddw	ɡʊðu
cymraesau	kəmreɨ̯saɨ̯
fampir	vampɪr
rhaw	r̥aːu̯
mewnforion	mɛu̯nvɔrjɔn
picwns coch	pɪkʊnskoːχ
pryfed genwair	prəvɛdɡɛnwɛr
mhedol	m̥ɛdɔl
ciciau	kikjaɨ̯
cymhlethdodau	kəmhlɛθdɔda
plant	plant
ysgafnder	əsɡavndɛr
cyfatebiaethau	kəvatɛbjeɨ̯θɛ
cristnogion	krɪsdnɔɡjɔn
nhudalen	n̥ɨ̞dalɛn
hun	hɨːn
grŵp	ɡruːp
chyrraedd	χərað
tlawd	tlau̯d
cheri	χɛrɪ
adfeiliadau	advei̯ljadɛ
toeslyd	tɔɨ̯slɨ̞d
gordderchadon	ɡɔrðɛrχadɔn
gor	ɡɔr
aberaeron	abɛreɨ̯rɔn
talais	talai̯s
cyhyr	kəhɨ̞r
cymraeg	kʊmraːɡ
tonnau	tɔnɛ
myfyrio	məvərjɔ
dysgu	dəsɡɨ̞
teg	teːɡ
rif	riːv
diweithdra	dɪwei̯θdra
diwrnod	dʊrnɔd
chofio	χɔvjɔ
pharhau	farhaɨ̯
pobl	pɔbɔl
thre	θreː
amser	amsar
chnau	χnaɨ̯
croenliw	krɔɨ̯nlɪu̯
bortiwgal	bɔrtjʊɡal
mellt	meːɬd
aen	aːɨ̯n
parc	park
selerau	sɛlɛra
rhagrith	r̥aɡrɪθ
camau	kamaɨ̯
mynegai	mənɛɡai̯
heisteddfodau	hei̯sdɛðvɔdaɨ̯
cyrraedd	kərað
chwydd	χuːɨ̯ð
toiledau	tɔi̯lɛda
grôt	ɡroːt
pant	pant
asgell fraith	asɡɛɬvrai̯θ
bargeinio	barɡəi̯njɔ
arwydd	arʊɨ̯ð
danfon	danvɔn
paentio	peɨ̯ntjɔ
dadleuol	dadleɨ̯ɔl
cynaniad	kənanjad
pumdeg	pɨ̞mdɛɡ
phryfed	frəvad
cilwen	kɪlwɛn
gain	ɡai̯n
mwsogla	mʊsɔɡla
gwenoliaid	ɡwɛnɔljɛd
ymrafaelgar	əmraveɨ̯lɡar
tud	tɨːd
pydredd	pədrað
pennau	pɛnɛ
thafarn	θavarn
gwahaniaeth	ɡwahanjɛθ
stemar	sdɛmar
cyhydnos yr hydref	kəhədnɔsərhədrɛ
taeog	teɨ̯ɔɡ
chymru	χəmrɨ̞
santes	santɛs
allanfa	aɬanva
medra	mɛdra
cymedroldeb	kəmɛdrɔldɛb
chared	χarɛd
cachet	kaχɛt
canet	kanɛt
map	map
adeiladol	adei̯ladɔl
deildy	dei̯ldɨ
adain	adai̯n
llall	ɬaɬ
efallai	vaɬa
woc	wɔk
aed	aːɨ̯d
rhanbarth	r̥anbarθ
gwellt	ɡweːɬd
ceidw	kei̯du
daliadau	daljadaɨ̯
adfeiliadau	advei̯ljadaɨ̯
canu	kanɨ̞
je	dʒeː
dal	dal
pedronglau	pɛdrɔŋlɛ
dydd llun	dɨ̞ɬɨːn
masgiau	masɡjaɨ̯
hofrennydd	hɔvrɛnɨ̞ð
heulwen	heɨ̯lwɛn
cnau cyll	knaɨ̯kɨ̞ɬ
hynafol	hənavɔl
rheiddiau	r̥ei̯ðjɛ
angel	aŋɛl
nghastell	ŋ̊asdaɬ
arddaf	arðav
gwobrau	ɡwɔbrɛ
gogs	ɡɔɡs
biws	bɪu̯s
rybela	rəbɛla
onnen	ɔnɛn
arosfeydd	arɔsveɨ̯ð
tenantiaethau	tɛnantjeɨ̯θaɨ̯
arddelw	arðɛlw
abadaeth	abadaɨ̯θ
dull	dɨ̞ɬ
llydan	ɬədan
utganaf	ɨ̞tɡanav
ngwlad	ŋwlaːd
anghofuster	aŋhɔvɨ̞sdɛr
unrhyw un	ɨ̞nr̥ɨ̞u̯ɨ̞n
affrica	afrɪka
brig y nos	briːɡənoːs
moli	mɔli
griliau	ɡrɪljaɨ̯
newydd	nɛu̯ɨ̞ð
ati	ati
ffi	fiː
rywbeth	rʊbɛθ
gallu	ɡaɬɨ
gornestu	ɡɔrnɛsdɨ̯
arllwysaf	arɬʊɨ̯sa
mwyaren	mʊɨ̯aran
ynys môn	ənɨ̞smoːn
afalau	avalɛ
dau	daɨ̯
pabell	pabaɬ
tonau	tɔna
piau	piːa
clirio	klɪrjɔ
chwpwrdd	χʊpʊrð
corwg	kɔrʊɡ
agori	aɡɔri
gwrthiselydd	ɡʊrθɪsɛlɨ̞ð
academi	akadɛmi
nos wener	nɔswɛnɛr
farn	varn
gwern	ɡwɛrn
olifau	ɔlɪvaɨ̯
peiriannau arian parod	pei̯rjanɛarjanparɔd
neidiau	nei̯djaɨ̯
bocsio	bɔkʃɔ
melon	mɛlɔn
llesteiriau	ɬɛsdei̯rja
esgyrn	ɛsɡɨ̞rn
rhaeadr	r̥eɨ̯adr
côt law	koːtlaːu̯
cacwn	kakʊn
pedolau	pɛdɔlɛ
bengwiniaid	bɛŋɡwɪnjai̯d
aeth	aːθ
lydaw	lədau̯
cnau ffrengig	knaɨ̯frɛŋɪɡ
byddwch	bəðʊχ
enfyn	ɛnvɨ̞n
goleuni	ɡɔleɨ̯nɨ
printio	prɪntjɔ
cymedr	kəmɛdr
pigan	pɪɡan
peniadau	pɛnjadɛ
sŵn	suːn
goddrychol	ɡɔðrəχɔl
diodydd	diɔdɨ̞ð
gwelais	ɡwɛlai̯s
thorrent	θɔrɛnt
cerrig	kɛrɪɡ
cadd	kaːð
ymateb	əmatab
lluoedd	ɬɨːɔɨ̯ð
hifanc	hɪvaŋk
iseldiraidd	ɪsɛldɪrai̯ð
llenwi	ɬɛnwi
ffigys	fɨ̞ɡɨ̞s
peintiau	pei̯ntja
bethau	bɛθaɨ̯
nai	nai̯
ganddo	ɡanðɔ
creisionen ŷd	krei̯ʃɔnɛn
helyntion	hɛləntjɔn
las	laːs
canolwyr	kanɔlwɨ̞r
mether	mɛθɛr
isel	ɪsɛl
seliau	sɛljɛ
cyfaredd	kəvarɛð
ngwyddion	ŋwəðjɔn
traddodiad	traðɔdjad
afon	avɔn
flwyddyn	vlʊɨ̯ðɨ̞n
bunt	bɨ̞nt
cymylau	kəməlɛ
iselderau	ɪsɛldɛraɨ̯
cilgant	kɪlɡant
hwch	huːχ
dan	dan
llechi	ɬɛχi
pilipala	pɪlɪpala
pethau	pɛθaɨ̯
dydd mercher	dɨːðmɛrχar
telynau	tɛləna
gwadd	ɡwaːð
nghi	ŋ̊iː
heglwys	hɛɡlʊɨ̯s
ddarllen	ðarɬan
telynau teires	tɛlənɛtei̯rɛs
celynnen	kɛlənan
llwm	ɬʊm
hwyl	huːɨ̯l
ffeindio	fei̯ndjɔ
mhrynu	m̥rənɨ
clwyd	kluːɨ̯d
awch	au̯χ
cystadlu	kəsdadlɨ
storïau	sdɔriːɛ
afanen	avanɛn
llosgi	ɬɔsɡi
cynnwys	kənʊɨ̯s
sustem	sɨ̞sdɛm
tomatos	tɔmatɔs
llafariad	ɬavarjad
abladol	abladɔl
sgandinafaidd	sɡandɪnavai̯ð
cerdd	kɛrð
awyr	au̯ɨ̞r
taid	tai̯d
elit	ɛlɪt
adargraffu	adarɡrafɨ̞
doedden	dɔɨ̯ðan
baroted	barɔtɛd
ir	iːr
athrefig	aθrɛvɪɡ
gwregys llaethol	əɡwrɛɡɨ̞sɬeɨ̯θɔl
addaweb	aðau̯ɛb
gwalch y penwaig	ɡwalχəpɛnwai̯ɡ
gefell	ɡɛvɛɬ
bresychen	brɛsəχɛn
nhe	n̥eː
helbulon	hɛlbɨ̞lɔn
amcangyfrif	amkaŋɡəvrɪ
tadau	tada
marchog	marχɔɡ
angel	aŋal
anfantais	anvantai̯s
clybiau	kləbjɛ
albaneg	albanɛɡ
siopwr	ʃɔpʊr
ŵyr	uːɨ̯r
cymhlethdodau	kəmlɛθdɔdɛ
canais	kanɪʃ
carant	karant
cofiais	kɔvjɛʃ
nhain	n̥ai̯n
fechan	vɛχan
ag	aɡ
frys	vrɨːs
llawer	ɬau̯ar
ieuanc	jeɨ̯aŋk
heddwas	hɛðwas
plentynnaidd	plɛntənai̯ð
golygfa	ɡɔləɡva
ieithadur	jeiθadɨ̞r
ymladdwr	əmlaðʊr
trefedigaethau	trɛvɛdɪɡeɨ̯θa
nghlust	ŋ̊lɨːst
fleiddiau	vlei̯ðjaɨ̯
dysgwr	dəsɡʊr
cwningen	kʊnɪŋɛn
rhywbeth	r̥ʊbɛθ
ngeiriadurwyr	ŋei̯rjadɨ̞rwɨ̞r
onn	ɔn
hunan	hɨ̞nan
ddringo	ðrɪŋɔ
sgriniau	sɡrɪnjaɨ̯
dali	dali
siaced	ʃakad
aethost	eɨ̯θɔsd
rhuthraf	r̥ɨ̞θrav
riliau	jrɪla
gaen	ɡaːɨ̯n
ffyrnau	fərna
mynedadwy	mənɛdadʊɨ̯
chweina	χwei̯na
abadau	abadaɨ̯
etifeddu	ɛtɪvɛðɨ
amgáu	amɡaɨ̯
morwennol	mɔrwɛnɔl
gweiriau	ɡwei̯rjɛ
creision	krei̯ʃɔn
selerau	sɛlɛrɛ
ddafydd	ðavɨ̞ð
trolïau	trɔlɪa
cer	kɛr
coronafeirysau	kɔrɔnavei̯rəsaɨ̯
iasau	jasa
dodi	dɔdɪ
gwrthwynebu	ɡʊrθwɨ̞nɛbɨ
gweinyddes	ɡwei̯nəðɛs
delem	deːlɛm
gornestau	ɡɔrnɛsdaɨ̯
hendrefi	hɛndrɛvi
blodfresychen	blɔdvrɛsəχɛn
damwain	damwai̯n
cydweithwyr	kɨːdwei̯θwɨ̞r
pellter	pɛɬdɛr
ymenyn	əmɛnɨ̞n
mlog	mlɔɡ
darw	daru
gusan	ɡɨ̞san
uni	ɨ̞ni
cyfrif	kəvrɪ
cyflwr	kəvlʊr
bechan	bɛχan
gwreiddiol	ɡwrei̯ðjɔl
telynoresau	tɛlənɔrɛsa
pabïau	pabiːɛ
traphoethi	trafɔɨ̯θɨ
gweinyddiaethau	ɡwei̯nəðjeɨ̯θaɨ̯
sioe	ʃoːɨ̯
ca	kaː
nghacen	ŋ̊akɛn
cyffredin	kəfrɛdɪn
bwm y gors	bʊməɡɔrs
farnau	varnɛ
chalon	χalɔn
ciwcymber	kɪu̯kəmbɛr
pedronglau	pɛdrɔŋla
gwrthwynebiadau	ɡʊrθwɨ̞nɛbjada
hollti	hɔɬdi
phengwiniaid	fɛŋɡwɪnjɛd
chalennig	χalɛnɪɡ
rydych	rədɨ̞χ
cyflogwr	kəvlɔɡʊr
bronwen	brɔnwɛn
chusanau	χɨ̞sanɛ
anghytgord	aŋhətɡɔrd
arian parod	arjamparɔd
cei	kei̯
ganen	ɡanɛn
rhanbarthau	r̥anbarθaɨ̯
ngair	ŋai̯r
mhencampwr	m̥ɛŋkampʊr
gôt law	ɡoːtlaːu̯
cynhyrchu	kənhərχɨ
peithiau	pei̯θjaɨ̯
llwythi	ɬʊɨ̯θi
blychau llwch	bləχaɨ̯ɬuːχ
rhywsut	r̥ɪu̯sɨ̞t
thew	θeːu̯
gwalch y pysgod	ɡwalχəpəsɡɔd
paratoi	paratɔi̯
dydd mawrth	dɨːðmau̯rθ
cynnig	kənɪɡ
ddechrau	ðɛχra
hoelio	hɔi̯ljɔ
flwydd	vluːɨ̯ð
chneuen	χneɨ̯an
galar	ɡaːlar
arswydau	arsʊɨ̯daɨ̯
pryfed	prəvɛd
chwyrnaf	χwərnav
gwalch glas	ɡwalχɡlaːs
chân	χaːn
aber	abɛr
bysgodyn	bəsɡɔdɨ̯n
cesail	kɛsɛl
mapiau	mapja
gyddfau	ɡəðvɛ
pelydr x	pɛlɨ̞drɛks
naw ar hugain	naːu̯arhɪɡai̯n
fflyd	flɨːd
corffluniwr	kɔrflɨ̞njʊr
garit	ɡarɪt
amobr	amɔbr
hunllef	hɨ̞nɬɛ
gais	ɡai̯s
arolygiaethau	arɔləɡjeɨ̯θaɨ̯
rhi	r̥iː
jaciau	dʒakjaɨ̯
wyt	uːɨ̯t
nghaleted	ŋ̊alɛtɛd
dafarn	davarn
perseiniol	pɛrsei̯njɔl
trwydded	trʊɨ̯ðad
fara	vara
droednoeth	drɔɨ̯dnɔɨ̯θ
awd	au̯d
alli	aɬi
pren	prɛn
delynores	dɛlənɔras
wych	wɨːχ
gyda	ɡɨ̞da
ffatri	fatri
neilen	nei̯lɛn
glyw	ɡlɪu̯
fyfyriwr	vəvərjʊr
atelid	atɛlɪd
lloer	ɬoːɨ̯r
oes	oːɨ̯s
nhad	n̥aːd
nhŵr	n̥uːr
technoleg gwybodaeth	tɛχnɔlɛɡɡʊbɔdaɨ̯θ
dalu	dalɨ̞
amanita'r gwybed	amanɪtarɡwəbɛd
goed	ɡoːɨ̯d
llyfrgell	ɬəvrɡɛɬ
bwa'r gwynt	buːarɡwɨ̞nt
cwympo	kwɨmpɔ
rhagenw	r̥aɡɛnu
anner	anɛr
galli	ɡaɬɪ
cyflafareddwr	kəvlavarɛðʊr
dydd sul	dɨ̞ðsɨːl
blaen	blaːɨ̯n
dw	dw
gwawr	ɡwau̯r
abadaethau	abadeɨ̯θɛ
cnwd	knuːd
cymell	kəmɛɬ
barfog	barvɔɡ
ofnadwy	ɔvnadʊɨ̯
ngwybodaeth	ŋwɨ̞bɔdaɨ̯θ
adferadwy	advɛradʊɨ̯
miliwn	mɪljʊn
medran	mɛdran
eistedd	ɪsda
lladron	ɬadrɔn
ddwfr	ðʊvr
smygu	sməɡɨ
cilwg	kɪlʊɡ
microsgopau	mɪkrɔsɡɔpaɨ̯
nghusanu	ŋ̊ɨ̞sanɨ̞
nglawio	ŋlau̯jɔ
enillwr	ɛnɨ̞ɬʊr
gwpwrdd	ɡʊpʊrð
nysgu	nəsɡɨ̞
brwdfrydedd	brʊdvrədað
tacluso	taklɨ̞sɔ
grwpiau	ɡrʊpjɛ
de	deː
mai	mai̯
lleuen	ɬeɨ̯ɛn
ffenest	fɛnasd
seithfed	sei̯θvɛd
preifat	prei̯vat
dydd mawrth	dɨ̞mau̯rθ
nghwpwrdd	ŋ̊ʊpʊrð
alban cyntefin	albankəntɛvɪn
pres	preːs
afallen	avaɬɛn
dysgleidiau	dɨ̞sɡlei̯djɛ
prynu	prənɨ
cynnau	kənaɨ̯
mewnfodol	mɛu̯nvɔdɔl
degan	dɛɡan
gaws	ɡau̯s
mo	mɔ
cefnau	kɛvnɛ
taranau	taranɛ
sylffwr	səlfʊr
prifddinas	prɪvðɪnas
rhwystredigaeth	r̥ʊɨ̯sdrɛdɨ̞ɡɛθ
pryf cop	prɨːvkɔp
pennill	pɛnɪɬ
ciciau	kikjɛ
mws	muːs
arth fawr	arθvau̯r
adwaenent	adweɨ̯nɛnt
cynrychioli	kənrəχjɔli
mleiddiaid	mlei̯ðjɛd
chylchgrawn	χəlχɡrau̯n
gwag	ɡwaːɡ
ateli	atɛli
esgid	ɛsɡɪd
dyfnion	dəvnjɔn
anaf	anav
cicio	kɪkjɔ
ffraeau	freɨ̯ɛ
carafannau	karavana
thrannoeth	θranɔɨ̯θ
dilyn	dɪlin
amanita droednoeth	amanɪtadrɔɨ̯dnɔɨ̯θ
briciau	brikja
neithiwr	nei̯θjʊr
thalcen	θalkan
barbeciw	barbɛkɪu̯
dydd llun	dɨ̞ðɬɨːn
ffwcio	fʊkjɔ
pajamas	pad͡ʒamas
gwladgarwr	ɡwladɡarʊr
unrhyw	ɨ̞nr̥ɨ̞u̯
glwth	ɡluːθ
hefo	hɛvɔ
chwith	χwiːθ
delom	dɛlɔm
carreg galch	kɛrɪɡɡalχ
pencampwriaethau	pɛŋkampʊrjeɨ̯θaɨ̯
genidol	ɡɛnɪdɔl
rhedyn	r̥ɛdɨ̞n
cydweithwyr	kɨ̞dwei̯θwɨ̞r
lanaf	lanav
nos wener	noːswɛnɛr
pwyso	pʊɨ̯sɔ
abatiroedd	abatɪrɔɨ̯ð
cenedl	kɛnɛdl
siarad	ʃarad
nyddu	nəðɨ
hen bryd	heːnbrɨːd
seintiau	sei̯ntjaɨ̯
meibion	məi̯bjɔn
cilddant	kɪlðant
gaed	ɡaːɨ̯d
llythyren	ɬəθəran
habadesau	habadɛsɛ
seibiau	sei̯bjɛ
daeargrynfeydd	deɨ̯arɡrənveɨ̯ð
gwsberen	ɡʊsbɛrɛn
elid	ɛlɪd
cilbren	kɪlbrɛn
mwll	mʊɬ
dydd gwener	dɨːðɡwɛnar
tal	tal
breuddwydio	breɨ̯ðʊɨ̯djɔ
echrydus	ɛχrədɨ̞s
nghlwb	ŋ̊lʊb
basen	san
beirniadu	bei̯rnjadɨ
tudalennau gwe	tɨ̞dalɛnɛɡweː
tyr	tɨ̞r
diwerth	dɪu̯ɛrθ
gorchuddio	ɡɔrχɨ̞ðjɔ
dalo	dalɔ
trên	treːn
disgwyl	dɪsɡʊɨ̯l
teisen radell	tei̯ʃanradɛɬ
streiciau	sdrei̯kjɛ
gwleidydd	ɡwlei̯dɨ̞ð
cymylog	kəməlɔɡ
nghael	ŋ̊aːɨ̯l
masnachdy	masnaχdɨ
duwies	dɨ̞u̯jɛs
castanwydden	kasdanwɨ̞ðan
rhewi'n gorn	r̥ɛu̯iŋɡɔrn
nghythraul	ŋ̊əθrɛl
nghalenigion	ŋ̊alɛnɪɡjɔn
groes	ɡroːɨ̯s
unigrywiaeth	ɨ̞nɪɡrɪu̯jaɨ̯θ
ngwddf	ŋʊðv
ferfenw	vɛrvɛnu
llamidogion	ɬamɪdɔɡjɔn
lled	ɬeːd
gwaywffon	ɡweɨ̯wfɔn
saith	sai̯θ
greto	ɡrɛtɔ
amcan	amkan
ciciau	kikja
glin	ɡliːn
pryf	prɨːv
ymlŷn	əmlɨːn
beudy	beɨ̯dɨ
ngŵr	ŋuːr
croesair	krɔɨ̯sai̯r
erfyn	ɛrvɨn
cystadleuaeth	kəsdadleɨ̯aɨ̯θ
sodlau	sɔdlɛ
caleted	kalɛtɛd
mwynhau	mʊɨ̯nhaɨ̯
cariad	karjad
llwyth	ɬʊɨ̯θ
adweithegwyr	adwei̯θɛɡwɨ̞r
eiliadau	ei̯ljadaɨ̯
charwr	χarʊr
paffwyr	pafwɨ̞r
brif	briːv
pwrpas	pʊrpas
brawiau	brau̯jaɨ̯
drysgoed	drəsɡɔɨ̯d
gobeithio	ɡɔbei̯θjɔ
amaethyddiaeth	ameɨ̯θəðjaɨ̯θ
cildroi	kɪldrɔi̯
academaidd	akadɛmai̯ð
eraill	ɛrai̯ɬ
chwyth	χwɨːθ
buddugwr	bɨ̞ðɨ̞ɡʊr
go	ɡoː
bencampwyr	bɛŋkampwɨ̞r
cystadleuwyr	kəsdadleɨ̯wɨ̞r
albanau	albanaɨ̯
cythreuliaid	kəθreɨ̯ljɛd
iwrch	jʊrχ
sain	sai̯n
testun	tɛstɨ̞n
anogaf	anɔɡav
corcyn	kɔrkɨ̞n
enfawr	ɛnvau̯r
coden	kɔdɛn
rhyngrwyd pethau	r̥əŋrʊɨ̯dpɛθaɨ̯
lysiau	ləʃa
anogaf	anɔɡa
arwerthwyr	arwɛrθwɨ̞r
deunydd	deɨ̯nɨ̞ð
adflasau	advlasɛ
saesneg	sɨ̞snaɡ
golwg	ɡɔlʊɡ
delyn	dɛlɨn
bedwar	bɛdwar
peiriannau llungopïo	pei̯rjanaɬɨ̞ŋɡɔpiːɔ
caledu	kalɛdɨ
corhwyaden	kɔrhʊɨ̯adan
blewyn	blɛu̯ɨ̞n
canent	kanɛnt
troer	troːɨ̯r
arian	arjan
basged	basɡad
heddiw	hɛðɪu̯
mêts	meːts
bricyll	brɪkɨ̞ɬ
arllwysaf	arɬʊɨ̯sav
pumed	pɨ̞mad
berfau	bɛrvɛ
rhedeg	r̥ɛdɛɡ
marw	maru
ymaflyd	əmavlɨ̞d
riliau	rɪljaɨ̯
agoriad	aɡɔrjad
meddyg	mɛðɨ̞ɡ
gyda hyn	ɡɨ̞dahɨ̞n
tgau	tɡaɨ̯
gwŷr	ɡwɨːr
ffon	fɔn
atseiniau	atsei̯njɛ
ffilmiau	fɪlmja
pennau	pɛna
gaeaf	ɡeɨ̯a
byw	bɪu̯
iach	jaːχ
delysg	dɛlɨ̞sɡ
lluwch	ɬɨu̯χ
chais	χai̯s
lesoedd	lɛsɔɨ̯ð
siom	ʃɔm
duw	dɨu̯
hogiau	hɔɡja
cased	kasɛd
actores	aktɔrɛs
llywyddion	ɬəu̯əðjɔn
llafariaid thematig	ɬavarjɛdθɛmatɪɡ
trengholiadau	trɛŋhɔljadɛ
neu	neɨ̯
adlam	adlam
cloi	klɔi̯
gwerthiant	ɡwɛrθjant
addolwr	aðɔlʊr
gerddoriaeth	ɡɛrðɔrjaɨ̯θ
môr	moːr
uchaf	ɨ̞χav
frân	vraːn
prysglwyni	prəsɡlʊɨ̯nɪ
annerch	anɛrχ
wy	uːɨ̯
collen	kɔɬan
hanfon	hanvɔn
arth	arθ
protestaniaid	prɔtɛsdanjɛd
oferedd	ɔvɛrɛð
glwb	ɡlʊb
llong noa	ɬɔŋnoːa
lleiandy	ɬei̯andɨ
phaned	fanɛd
awn	au̯n
gŵyll	ɡuːɨ̯ɬ
theirw	θei̯ru
chorff	χɔrf
cen y cerrig	kɛnəkɛrɪɡ
galanas	ɡalanas
nos iau	noːsjaɨ̯
gwenu	ɡwɛnɨ̞
dudalen	dɨ̞dalɛn
cyswllt	kəsʊɬd
tenantiaeth	tɛnantjaɨ̯θ
faet	vaːɨ̯t
goginio	ɡɔɡɪnjɔ
damweiniau	damwei̯njɛ
llnau	ɬnaɨ̯
mynaich	mənai̯χ
gogledd	ɡɔɡlað
chot	χɔt
tŵr	tuːr
addas	aðas
datblygu	datbləɡɨ
lladd	ɬaːð
tenantiaethau	tɛnantjeɨ̯θa
ffonau	fɔna
llen	ɬɛn
dwfr	dʊvr
deilen	dei̯lɛn
brad	braːd
caled	kalad
weithiwr	wei̯θjʊr
rhian	r̥ian
eirin ysgaw	ei̯rɪnəsɡau̯
pechod	pɛχɔd
ngolwg	ŋɔlʊɡ
cyfareddol	kəvarɛðɔl
perth	pɛrθ
darlithydd	darlɪθɨ̞ð
blwyddyn	blʊɨ̯ðɨ̞n
gôl	ɡoːl
deset	ðɛsɛt
dogfen	dɔɡvɛn
peli troed	pɛlitroːɨ̯d
twitter	twɪtər
aberthu	abɛrθɨ̞
edfryd	ɛdvrɨ̞d
gwerthu	ɡwɛrθɨ
babŵn	babuːn
lyfrau	ləvra
cyfarthiadau	kəvarθjada
cyfansymiau	kəvansəmja
mae	mə
llwyn	ɬuːɨ̯n
bryd	brɨːd
boneddigesau	bɔnɛðɪɡɛsa
mharc	m̥ark
nhrwyddedau	n̥rʊɨ̯ðɛda
allforiadwy	aɬvɔrjadʊɨ̯
cŷn	kɨːn
credent	krɛdɛnt
nhewi	n̥ɛu̯i
galeted	ɡalɛtɛd
thebyg	θɛbɨ̞ɡ
habadau	habadɛ
edau	ɛdɛ
wythfed	ʊɨ̯θvɛd
troednoeth	trɔɨ̯dnɔɨ̯θ
ber	bɛr
eni	ɛnɪ
adfywio	advɨ̞u̯jɔ
ger	ɡɛr
codi	kɔdɪ
brwysg	bruːɨ̯sk
tali	tali
tyn	tɨ̞n
elsent	ɛlsɛnt
phabell	fabaɬ
mynachaidd	mənaχɛð
cref	kreːv
iâr	jaːr
gwydraid	ɡwədrai̯d
cynorthwyydd	kənɔrθʊɨ̯ɨ̞ð
sawdl	sau̯dl
ydau	ədɛ
llestair	ɬɛsdai̯r
person	pɛrsɔn
sodlau uchel	sɔdlaɨ̯ɨ̞χɛl
yn barod	əmbarɔd
broch	broːχ
anableddau	anablɛðɛ
mhunt	m̥ɨ̞nt
unig	ɨ̞nɪɡ
anghytuno	aŋətɨnɔ
chwrw	χʊru
cnewyllyn	knɛu̯əɬɨ̞n
